sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,C,D,D,-32.71992131662169,6.229533093206898,0
Homosexual,D,A,B,-32.80548087255147,-84.06236684100574,0
Homosexual,E,C,D,-118.66556174132621,38.60827171437938,1
Bisexual,A,B,C,-132.18647363790686,19.13448554478719,0
Bisexual,C,C,C,46.6295910874157,-12.553460682223111,0
Bisexual,B,B,C,13.504102800154897,-144.0211489101116,0
Heterosexual,A,C,E,63.049879965345255,264.78750228309707,1
Homosexual,A,E,C,93.08822584964443,6.017894586091964,1
Bisexual,B,A,E,-31.504797006842693,110.31957654374054,0
Other,E,A,D,-27.792685287132073,-66.26364581598709,1
Other,E,C,C,21.660797848404687,97.8640094773825,1
Bisexual,E,D,E,-119.70053073251465,91.05311622350756,1
Other,A,B,A,-100.648684786155,58.144296023809105,0
Bisexual,E,B,A,192.20516423236734,90.53544689347976,1
Bisexual,C,C,A,31.279214777732083,-34.91253336765645,0
Heterosexual,C,A,C,69.49484900046846,-139.74517347398734,0
Bisexual,C,D,E,-39.953126895376776,339.8504652066228,0
Bisexual,C,B,B,16.88518937156614,30.69540958783088,1
Homosexual,B,D,C,61.35152301816493,-75.28933362512934,1
Bisexual,E,D,D,-136.40644252399682,82.27230635313589,1
Homosexual,C,B,A,134.82820902796337,58.94062432230317,0
Homosexual,D,D,C,-176.3059308642544,-190.05247611081364,0
Other,E,E,E,-26.68046715619238,203.0124686831806,0
Homosexual,D,C,C,-42.896500500463716,-50.86861272875123,1
Heterosexual,E,B,E,128.0296845697792,37.14308126424539,1
Homosexual,E,D,C,12.487479565629926,-40.18787641268774,0
Homosexual,B,D,B,139.17871761830608,63.09530829871769,0
Heterosexual,A,B,C,-127.78884548024027,91.53754298594795,0
Homosexual,E,A,D,-46.19980872525104,109.56880203255541,0
Bisexual,E,C,E,12.694423489186216,-146.31326878028835,1
Bisexual,C,D,B,-44.661577553738375,-5.889923713387933,0
Bisexual,C,A,E,-81.36603548620755,194.0156862100794,1
Other,E,B,D,202.28198246127783,252.9551531860313,1
Heterosexual,A,B,E,37.581119172523316,54.97525495468285,0
Bisexual,D,C,D,-45.16999627800434,97.18268973072415,1
Bisexual,A,E,E,8.692202828789194,41.202356590442626,0
Homosexual,B,E,D,-105.26155251052715,121.16589325682025,0
Heterosexual,E,E,A,-104.24751065134876,-133.1140753084616,0
Heterosexual,D,D,B,-126.68550138285033,-66.06800951643031,1
Homosexual,E,D,D,-94.48529787213823,-40.48858365220635,0
Other,D,D,B,-10.610715620281514,140.09912162132647,1
Bisexual,C,C,D,-29.83190659903075,-47.853718942078075,0
Heterosexual,D,A,A,-61.19109116072884,-5.661152474110306,1
Other,D,E,D,62.87918480230357,34.00652690081913,0
Bisexual,A,E,A,111.74818811312517,-162.8883578955718,1
Homosexual,A,E,A,-11.538033911058514,232.56167901906065,0
Homosexual,B,D,E,-2.2474178665656264,83.99081436910957,0
Bisexual,E,B,D,133.37055198103675,-105.67444759386848,1
Bisexual,D,E,A,-19.629859469540285,10.292649499275457,0
Homosexual,B,B,A,-8.263910128919004,118.74467240273785,0
Heterosexual,A,D,B,-34.147454533010254,28.185765564011078,1
Other,D,E,B,80.66596311997169,-145.8284257891101,0
Other,A,A,E,-54.09330587764287,-28.571676756590403,1
Homosexual,B,A,D,85.6867785090992,19.950219978343497,0
Bisexual,E,C,B,119.07226858575528,64.51606803484553,1
Other,B,E,C,-34.25876296639657,185.80151526733624,1
Homosexual,B,C,D,-25.90241416145549,-34.31394468717126,1
Heterosexual,E,E,C,79.25321926688605,18.472326623180958,1
Other,C,C,D,-114.25916698622214,-205.76922343409484,1
Heterosexual,D,A,A,81.10226391305068,-2.558073206890437,0
Bisexual,D,D,A,47.898127818444785,116.17957232556104,0
Other,A,D,E,-214.27987587920376,-25.39961772211244,0
Heterosexual,C,E,C,-73.42670391597856,-54.76872682237658,0
Bisexual,D,C,D,20.60275179538026,-71.1977252829497,0
Heterosexual,A,B,B,225.27820329346815,-20.09867504086265,1
Heterosexual,B,C,A,46.52262899268893,-17.29213374494714,0
Other,E,B,C,-155.6610538127312,100.92155942220245,0
Other,B,B,C,-2.525082114818103,3.3734657126194922,1
Homosexual,B,B,D,-178.2000006242304,-194.79600796500657,1
Homosexual,E,B,C,105.81977997887205,-4.223617305942106,0
Homosexual,B,D,C,-107.25972235427781,-159.37647682222845,0
Other,C,C,E,34.777775588234604,67.77438467091955,1
Bisexual,D,B,E,68.86954284807504,69.2263031199127,1
Homosexual,E,C,E,51.9661994266146,62.168708110994274,1
Homosexual,C,D,A,130.73039140531682,32.74931810343565,1
Heterosexual,C,D,B,-122.16287981928456,123.27544830727084,0
Bisexual,A,A,E,76.44671416754873,-53.4945064989674,1
Other,E,C,E,-73.51042208374142,13.703715866664806,0
Heterosexual,A,B,E,32.03209733448233,55.42323753788019,0
Other,D,E,E,114.10435091248794,70.14367710353686,0
Bisexual,C,E,D,-7.24453160479254,-96.52468440186901,1
Other,B,E,C,-171.60096656159052,-126.30906145936058,0
Bisexual,B,D,A,9.269584959709157,30.90472049438399,1
Heterosexual,E,A,D,-92.9342542347646,124.7722900568882,0
Heterosexual,B,D,A,230.73858228057244,15.444018217384572,0
Bisexual,C,A,D,16.905985202138396,-70.06167543976538,1
Heterosexual,D,E,E,-121.11560600713989,-116.20351652780423,1
Other,B,C,B,-35.28929793812369,-62.54119839409454,1
Homosexual,B,E,A,-64.8313717847315,69.62678474723806,1
Bisexual,A,D,A,123.24520007684532,-169.94768455624353,0
Bisexual,C,C,A,-52.89843352282265,-40.66827167170696,0
Other,C,D,D,127.58248447438203,43.80928586971684,1
Bisexual,B,D,D,-47.141502056509026,118.96615796530483,1
Heterosexual,B,E,B,4.825886264022792,-17.209485875826605,0
Heterosexual,D,E,A,-215.4409004345569,97.97988011242032,0
Heterosexual,B,A,A,102.43393146819963,-227.48613969131375,1
Homosexual,C,A,A,-39.86342576962648,-32.8125151439376,1
Heterosexual,E,D,D,-35.408303100286034,-36.635015120017535,1
Homosexual,A,A,D,39.99280394034787,-125.5415062962997,0
Bisexual,E,C,B,-183.77052201702685,77.27065666389456,1
Homosexual,E,A,C,105.16366028626065,137.74905079235108,1
Homosexual,A,C,D,-91.88315749545849,-66.31424737768047,1
Heterosexual,D,A,B,-67.40609379399275,-204.05503312609108,0
Heterosexual,D,E,C,123.58650980527057,84.09180228146069,1
Other,A,A,D,-128.60592527796769,-35.38095216047324,0
Bisexual,E,D,B,-3.0940542821050574,-178.9261644464324,1
Bisexual,C,D,E,23.973142417472314,28.02375102087307,0
Other,C,C,A,114.06941622230535,-46.27629176581358,0
Other,B,B,D,-32.80806038686798,-151.3431263205534,1
Bisexual,C,A,C,171.56038605810883,0.9974381640318288,1
Homosexual,A,B,B,21.250399904407182,143.76032534985637,1
Homosexual,B,C,E,24.678872906304694,46.42178334284134,1
Heterosexual,C,A,D,65.09862225075834,137.70218677907752,1
Homosexual,B,B,B,-31.84055268478444,67.69682504079097,0
Bisexual,D,C,A,-263.6880044943661,156.77539225201323,0
Homosexual,B,E,B,-109.01298326798832,219.37293493985464,0
Homosexual,E,D,D,240.11884797179,160.52450605663086,1
Bisexual,E,D,C,-75.90919867272021,12.492887932552364,1
Other,B,E,E,-66.10460406514443,-134.80268596443116,0
Other,C,E,D,58.0250474030682,66.51666592516304,0
Heterosexual,A,A,A,204.56969293795532,128.34383588562278,0
Other,E,E,D,-64.06293770913261,72.75240518954406,0
Other,C,D,A,-299.21482988311936,61.188171095354626,1
Other,E,E,D,-81.63097560088687,-18.024226395197594,0
Homosexual,C,B,A,17.094394172073304,155.14290229243102,1
Bisexual,D,E,C,-116.52627749669612,-17.07507748599196,1
Bisexual,B,A,D,-35.6426154865431,-18.92417291967145,1
Homosexual,C,D,E,14.909866093779922,36.88595122885058,1
Bisexual,E,D,B,-199.9100347827914,-104.07654868982353,0
Homosexual,D,C,A,-77.46286855193789,137.84286311067675,0
Bisexual,E,C,C,-108.6729190075753,-20.100593136772318,0
Bisexual,A,E,C,78.48831878396906,4.648879379041593,0
Bisexual,C,C,A,-112.45633647561473,-2.999842667442214,0
Bisexual,C,E,E,-63.18418280892715,50.858463469316064,0
Homosexual,A,E,B,-36.05432294047725,116.55634186576043,0
Bisexual,E,A,D,180.14881352002243,25.88337269334638,0
Bisexual,A,C,B,49.42004708155652,-48.565727116588505,0
Bisexual,D,A,A,-48.82136412393546,25.761783075162768,0
Bisexual,D,A,C,-4.444706096037486,80.64762098619973,1
Homosexual,C,A,A,98.78305541616977,-50.21646116091173,1
Homosexual,B,A,D,78.57466795998515,-179.7901423366344,0
Homosexual,C,D,D,72.23529961906344,9.261049116456853,0
Bisexual,E,C,D,41.05248445626566,28.481263245351645,1
Bisexual,C,A,E,79.65024508304381,0.5537945161082939,1
Other,E,A,D,-119.38750093925965,105.53006722020342,1
Homosexual,E,B,D,-197.83818475664037,146.215828368261,1
Heterosexual,D,A,B,132.6364413669691,120.73427077620882,1
Homosexual,C,E,B,-121.81547423650929,-24.84518817052451,1
Homosexual,D,C,E,64.00394639000108,42.17602600895931,1
Other,E,A,B,48.6672277736301,-92.49258340795981,1
Other,B,C,C,51.250325934503415,-65.69132004860107,0
Homosexual,B,A,A,71.01330768652035,9.051324602254473,1
Bisexual,A,D,C,-52.95286005907147,-168.9412887595011,0
Heterosexual,C,C,B,-15.729731556539306,53.02173894897789,1
Heterosexual,C,C,A,47.64991686330803,-8.838684593702851,0
Homosexual,B,A,A,-5.190614149376448,-161.1936129433588,0
Homosexual,B,B,A,31.368947537214343,-5.827917158293676,0
Heterosexual,D,B,B,99.64705570170797,44.26068393999451,1
Heterosexual,B,C,B,-247.8973873818098,-7.341733056014514,1
Other,A,D,E,-126.34230822903912,88.42550988732062,0
Bisexual,C,E,E,-126.70062448483964,-24.42072816391531,1
Homosexual,A,A,D,-16.965652191297043,75.54172132337621,0
Heterosexual,B,B,C,51.599678862521216,26.584809982256196,0
Heterosexual,B,D,E,-45.95342880771336,34.878089564400184,1
Other,B,E,C,49.37516192554415,-37.768711419638635,1
Homosexual,D,B,B,44.49660769889783,-60.559022979022316,0
Bisexual,B,E,C,-46.437690171034816,-65.31114317795513,1
Bisexual,C,C,A,4.734781363683585,85.40883547835072,1
Homosexual,B,C,D,-55.838541048818215,-73.19355670643927,1
Heterosexual,C,E,A,-133.02249358401764,-113.50320732983879,0
Homosexual,A,C,B,-44.97418203985643,7.798574518254868,0
Homosexual,B,C,E,75.63088856699103,-95.04161061704912,1
Homosexual,D,E,A,42.08590533698803,39.84851755296553,0
Bisexual,C,E,A,-24.10132923466149,-21.530691138300654,0
Heterosexual,C,B,C,-182.11912453031078,-123.32118315191359,0
Other,B,A,B,62.73067984563166,78.19768840372045,1
Homosexual,C,E,E,-41.27507290820575,-57.48773011505058,0
Bisexual,B,C,C,-243.33509889608723,-138.15521785216004,0
Bisexual,A,E,A,-99.60265449131835,-51.71642096180293,1
Homosexual,A,B,B,4.007433051506499,8.39327552374426,0
Other,B,A,C,-53.724651826459635,-16.633686269307233,1
Homosexual,A,C,E,-35.2464474678114,105.9129442287183,0
Homosexual,D,C,C,-279.9351698023967,53.27070614208359,1
Bisexual,C,C,E,-39.003294325517174,199.64360444657515,0
Homosexual,E,B,A,-191.6201800158301,73.04615775532656,1
Homosexual,E,C,C,-139.8626993794103,12.837757127769454,0
Other,E,C,B,-34.06420958802595,-160.65322972772736,1
Bisexual,E,D,A,-111.31160823304728,-77.67474797155714,0
Homosexual,B,E,E,-10.343488820030336,-59.23176631362135,1
Other,C,D,A,-192.9317451195908,-142.38590060390786,1
Other,E,C,B,109.04935308653405,-51.63767781566556,0
Heterosexual,D,D,E,92.60668902738628,-33.95872498811133,0
Bisexual,A,E,C,-36.464311021197595,-150.7097561475687,0
Heterosexual,B,C,A,-10.83535514045554,-7.257473474357648,0
Heterosexual,A,D,C,-101.52120652748317,-114.60949132056255,0
Bisexual,C,E,B,199.8122655718347,56.713484541741884,0
Homosexual,E,A,D,30.176542702869895,126.67888795304762,1
Bisexual,C,A,A,-148.23093658496828,173.790710599751,1
Heterosexual,A,D,E,80.81208179051652,164.08327840424684,1
Bisexual,A,E,E,101.40611843503962,59.31267447236017,1
Other,C,D,A,114.48849214234873,30.806641278337114,1
Heterosexual,B,A,C,28.638390297948852,-24.543352799701022,0
Other,E,B,A,7.359773100515104,109.85491057895847,1
Homosexual,D,D,C,5.288617369933383,84.39683926026994,1
Other,C,E,C,-75.86348172762744,123.74850843871674,0
Heterosexual,C,D,D,3.1966751732485115,192.2033098984636,1
Homosexual,B,A,A,-199.018912893594,-1.5172576814714727,0
Heterosexual,D,B,A,86.705139668165,-55.94014934787954,0
Homosexual,C,C,A,139.37957539260788,-82.18493909606133,1
Homosexual,D,C,D,-135.56021469390248,297.6795295975893,0
Heterosexual,E,A,D,-81.60358929634629,-72.78411535019174,1
Other,D,D,C,85.07773220172334,-79.23834721695229,1
Other,E,E,C,-68.18217740407081,-58.63340498805732,1
Bisexual,D,D,D,173.77593703697693,83.67457482741652,1
Homosexual,C,E,A,21.332983074432196,105.88830199287808,1
Heterosexual,B,C,B,-161.4230655755983,103.57879341020045,0
Other,C,E,D,217.86224108022267,-131.67063772044412,0
Homosexual,A,E,C,185.96106275731717,-25.451435237723334,0
Bisexual,A,D,A,208.02904708190619,-69.5053890876566,0
Bisexual,A,A,E,-85.17459560465176,-23.5767099865649,0
Heterosexual,B,E,B,-54.7609140458712,-76.8154964296465,0
Heterosexual,C,A,E,39.983211366223394,182.11052972528995,0
Bisexual,B,B,E,36.67982729846227,26.598029842329463,0
Other,E,B,A,-137.76003728865768,-107.93682811070073,0
Bisexual,D,E,D,131.47946584316296,-60.30896110167026,1
Bisexual,A,C,D,-78.55223699609347,71.31652580398861,0
Bisexual,B,D,A,-85.68522207436374,-148.61839883897952,1
Bisexual,D,A,D,13.999622096869194,-82.97065799346532,0
Heterosexual,D,A,D,82.50406058620734,-58.25775401287277,1
Other,C,B,E,57.488506904322065,-168.1313773421779,0
Heterosexual,E,A,A,128.4411539145593,156.19219879350075,1
Heterosexual,A,E,E,80.20162059820602,198.57985995864144,0
Homosexual,E,B,B,69.24302089824221,164.9315961856833,1
Heterosexual,D,E,A,81.51719301450859,48.67943070165945,1
Bisexual,A,D,A,0.5488811495290539,-30.09722417824475,1
Bisexual,B,D,A,-18.690513573526115,-10.622611856710835,1
Heterosexual,D,C,A,10.416408055562218,-38.30302672972591,0
Heterosexual,D,A,E,-10.785340154214405,55.04794931496295,0
Homosexual,C,A,A,-68.06614858348826,-113.5620264446927,0
Bisexual,A,D,A,-26.769006917019368,2.402816782724205,0
Heterosexual,D,C,B,137.7483056703754,39.45516139195615,1
Homosexual,E,A,A,66.31031036495644,-25.617443170828384,1
Homosexual,D,B,A,70.31382642040539,146.7474253245994,1
Bisexual,E,B,D,-145.41686509291975,61.46450782149954,1
Other,C,A,A,-180.46063763664338,-102.94079515342602,0
Other,B,A,B,-23.66204113569422,273.7217726140649,1
Heterosexual,B,C,A,-86.31413115243366,51.60316679125644,1
Other,A,A,D,-64.73644245867072,2.80000551322506,0
Other,B,B,B,47.796404062500315,177.42947799695952,0
Heterosexual,D,D,E,-233.4388007001708,-273.4264590664872,1
Bisexual,E,B,D,-86.21780790292891,92.70659124351671,1
Heterosexual,A,E,C,-170.0434033719467,145.82396386642074,1
Other,E,E,A,-78.63412442150927,-91.74003633323962,1
Bisexual,B,B,B,11.222250971210466,56.75883135261132,1
Heterosexual,E,C,E,3.4609101462562695,-48.690665427263,0
Bisexual,C,A,C,126.38755821068108,0.5677936431719123,1
Heterosexual,B,D,C,-234.12642639497628,103.18647708077432,1
Heterosexual,E,C,B,34.552209225173755,-83.80142917371624,1
Heterosexual,C,C,C,-76.1442789659439,-29.746443111023623,1
Homosexual,B,C,B,50.942268544503456,-69.92727154571054,1
Bisexual,C,C,D,-78.54760003791131,67.69240680445286,1
Other,C,E,E,74.06516616168565,172.1956382137125,0
Homosexual,E,E,B,87.67467746965842,22.610869183316655,1
Bisexual,D,A,B,3.5740595114966816,-132.05981320603067,0
Other,E,D,E,103.23545435493394,-137.93774210616795,0
Homosexual,C,D,A,109.3828593580213,-83.72546062232395,0
Bisexual,E,D,B,106.48406663252241,-29.961836457121482,1
Heterosexual,C,D,C,27.592747618277862,27.334435307386894,1
Bisexual,C,C,D,-118.52577522848907,-90.38381217548351,0
Heterosexual,D,E,C,-70.95964583187578,-1.8587924620813556,0
Homosexual,D,B,B,-66.45119179783362,-41.624436088945835,1
Homosexual,E,D,E,18.137409042658522,2.880720982397642,1
Bisexual,D,A,C,-155.4250688452725,3.4878364963624806,1
Homosexual,C,A,A,-12.495595365040165,144.23490163278274,1
Homosexual,C,B,C,138.289974576825,-17.861792719422752,0
Homosexual,C,D,D,62.37257648843648,-63.57108195439301,0
Homosexual,A,A,D,34.60761333717008,-129.88557921453267,1
Other,C,E,A,-7.903002905090616,10.222176453540184,1
Other,D,B,E,148.70580554773358,-99.61281379703118,1
Homosexual,C,A,D,-54.355170585227405,-84.51884798996271,0
Heterosexual,C,B,E,-95.0104114400306,32.1670549940642,0
Bisexual,B,C,E,-4.304066831789628,94.90422693166889,1
Bisexual,B,B,E,83.06321977567546,-6.041321422855132,1
Other,B,E,E,-39.65778928733785,-133.67054181565646,1
Heterosexual,B,A,A,-30.299007832390494,-133.2932064171568,0
Other,C,D,A,-100.22194961003758,17.944194149880513,1
Other,E,C,D,-46.70050689317668,-77.15396111494663,1
Bisexual,A,D,C,-6.6939102163473345,-35.090394482273794,1
Heterosexual,B,A,B,263.5748653038508,85.44417031944465,0
Heterosexual,B,A,B,-28.25888741768884,-58.477937970411375,0
Other,B,A,B,12.58033762944985,46.89711994548163,1
Heterosexual,C,C,C,36.3313187428489,-51.692747589725215,0
Homosexual,A,A,B,-69.37338962005474,117.7582540245023,0
Homosexual,E,B,B,90.12089713108399,2.7246443043855875,0
Heterosexual,D,E,C,-67.80060944560974,-22.440369640163553,1
Heterosexual,D,A,E,-44.155600923347045,-59.078574766130956,0
Other,D,B,C,131.0058492948653,218.56212122386913,0
Heterosexual,B,C,B,52.35785698404707,114.40437822810578,0
Homosexual,E,E,E,149.72470742977205,-54.3679609997527,0
Other,C,D,B,17.443245468716796,48.81754339708975,0
Other,D,D,D,-57.90306928498718,142.86010319928673,1
Bisexual,D,D,B,-31.85210413373393,-19.13030210940361,1
Homosexual,B,D,A,25.305567551196944,-14.293755708110176,1
Bisexual,B,A,D,-55.5873933609191,-96.44601615659327,0
Homosexual,A,E,C,-10.31736113470549,74.37053896694954,0
Bisexual,C,A,D,59.20588974716134,-45.86989816332718,0
Heterosexual,C,D,C,85.29236478328617,-178.43970691445762,0
Bisexual,D,A,B,5.258752021166508,-51.24189029318057,0
Heterosexual,B,A,E,64.61483315150628,167.72643664477712,0
Homosexual,A,B,D,55.58429629640619,-109.64898630261398,1
Other,B,E,E,69.66861989963486,164.27320982537574,1
Homosexual,D,E,B,-59.28354538712992,68.67736644603298,0
Bisexual,D,B,E,-41.60064997835675,25.111583870331987,1
Other,B,C,B,-84.84041178728361,-50.66366483483071,1
Bisexual,A,A,B,202.60851057514517,76.10460529961341,1
Bisexual,B,E,A,-105.68692162950303,6.92578299199995,0
Other,D,E,E,-46.45764033041731,93.86493624872573,0
Homosexual,B,D,C,35.90293729703681,-34.60758123246323,0
Bisexual,A,C,D,267.1567951822701,-185.4713500061011,0
Heterosexual,A,E,D,-10.708632344808926,27.657691573201888,0
Other,D,B,B,106.27574210661317,-50.49340396045997,1
Heterosexual,E,E,C,-68.85362747831036,54.16017563013684,0
Other,C,C,D,-8.777399246470967,-159.11481437784832,1
Heterosexual,E,E,B,60.18192868094474,-68.79953567370217,0
Other,E,D,D,152.33974407681006,-120.14935888428575,1
Homosexual,E,B,D,201.8067221406061,-59.03190026901329,0
Other,B,D,E,92.72409593522136,126.72908928992834,0
Heterosexual,D,C,E,111.74152321348825,-116.75138040313075,1
Heterosexual,C,B,D,69.58980763932901,-139.34813754032476,1
Heterosexual,B,E,D,10.903243898233793,-77.39104507881493,1
Other,B,E,A,-12.02926835898417,-62.520668370103614,1
Homosexual,A,D,B,19.166901516825664,5.48847008031697,1
Homosexual,D,E,A,291.3988732928932,80.98413236965035,0
Other,D,A,E,35.05671136384759,-9.946104052875372,0
Bisexual,B,E,C,-102.9347274429574,118.09513942252079,1
Other,E,A,C,-47.82880901766342,49.32589719010871,0
Bisexual,D,A,B,0.3809340966899218,29.91339540052435,0
Bisexual,B,A,B,-12.755471355457587,-113.42116571581519,0
Homosexual,D,E,E,29.232235964779203,39.96573780152093,0
Bisexual,E,A,C,130.90578817360296,93.9007436853981,1
Other,B,E,C,-22.29337459666861,113.46873318297625,0
Heterosexual,C,A,B,-74.6584901857193,-112.61956105326398,1
Heterosexual,C,C,D,40.01634420223621,-98.1894978781401,0
Homosexual,C,E,A,34.47546449595949,-18.983251149074594,1
Other,D,C,C,56.50069798212276,-90.58404358203943,1
Homosexual,B,D,E,112.33510802914613,79.81175903357506,0
Homosexual,D,D,D,110.68325492206466,-123.0542395432367,1
Homosexual,A,D,D,144.38975130054962,-2.157340502029832,1
Homosexual,D,C,B,16.444627797995523,128.2775543356036,1
Bisexual,C,A,C,-7.402671787911003,131.52163841878658,1
Heterosexual,B,C,E,19.13871458668897,68.86551897350338,1
Bisexual,D,D,D,10.883649278166175,176.5627990928784,0
Homosexual,D,C,B,-30.049708707697786,-202.48665704951904,1
Bisexual,B,E,A,-63.201537564516755,-63.123144358386526,0
Homosexual,A,E,D,20.379604991012542,48.43707888092663,0
Homosexual,B,B,C,108.85690450546528,47.314802231187244,0
