anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
28,A,-44.819639533431946,214.88611139318343,C,-90.49995384215784,C,B,14.020937065236053,-68.72195497504708,B,127.52008998375447,154.0534777759172,C,96.75908355361881,C,E,95.80792576976069,1
85,D,71.54970842531863,190.76128620704475,B,-42.724609835663244,C,D,-166.27699485847242,-132.22533523374418,D,2.175182371343205,71.29982003986002,D,119.47603734392366,A,D,-74.78106567637636,0
36,B,-7.773853240701696,-174.1003907186433,B,101.02459458008724,A,D,-197.08353818824534,-151.95479756157147,D,57.52504795703566,-80.6889815912139,E,-159.08384811648108,D,D,47.90063658924974,0
82,D,-39.533426810014994,-194.14851053425656,A,-89.00278896565946,B,C,31.20718207441452,111.48617650915173,C,204.03640892486678,-44.39675942424634,A,52.3028430015306,D,E,-221.01148085671585,0
80,C,-1.550595489887411,-105.57102299268291,D,-48.573502322143625,C,A,20.105551163637426,-69.14429129029942,C,-171.08196821237834,80.31870392280629,A,-24.431381146999527,A,C,-86.06936345353996,0
64,A,-194.4198024543326,66.2187395016069,D,-58.47510172758833,C,A,-103.83141698447389,15.539846606838637,B,98.77717276212546,133.75988643780187,C,34.76594067685179,B,A,-10.43996801818185,1
89,C,-90.02783847656944,101.72188442058537,E,-81.79691895116868,E,B,9.898887077435878,-196.3550557379711,E,-57.07704790131739,3.702875999091601,E,239.62622789002208,E,C,-13.277134915952873,1
98,A,-83.74561573560632,-46.74838434648721,B,-126.31201533134411,C,A,-52.46077041334809,-170.06707045497373,E,60.77711598639522,-15.090217031296469,C,-65.66768372144925,D,A,58.032977783395154,1
64,D,-76.07577109527031,34.51914113526849,B,108.75281811396982,B,E,52.557943058603485,52.43238204831041,D,101.4529555950936,44.13043455106346,C,192.9853539721141,A,A,30.342488954134367,0
80,B,176.20940721946195,-40.03659396626399,C,213.17605940863672,E,C,-74.93620991566652,250.8502533406787,E,9.64332230040704,2.5810803809745386,D,-279.16047930205406,D,D,-133.86703885464715,0
61,B,-107.19074822136174,98.01348984082591,D,-59.91147028146185,B,A,-116.9464462917621,61.06992521461099,A,-74.90455681266559,-170.65826002218034,C,3.7790438695314004,A,E,-83.66614749382944,0
66,C,10.778853420243347,38.90786902410837,D,40.76707306993585,B,C,-74.18748219148613,-66.63024149616679,C,100.67085820831079,-37.286846007688865,E,133.83911288248902,E,C,-23.934633598071045,0
44,D,124.07538185677241,-98.8601051886222,E,203.0102802778954,E,D,-12.785276716243127,-97.19528387265358,D,141.88322023798304,-47.749834256568604,E,45.94338829839672,A,D,-122.56497594662802,0
92,D,65.35169135905633,21.588376775819476,D,-108.94430356137246,A,D,30.71254420217816,-222.62967882205635,A,-13.176456013355198,14.375364796213614,C,94.46045731746071,C,C,73.20338131509314,1
78,C,-25.1960756258116,54.139126994945016,B,68.93504385858398,D,E,13.139128809666605,65.73138571195294,C,110.62715131716303,67.57357255825386,C,58.8564694687582,E,A,205.25343503074592,0
55,A,-165.89157184036728,-81.69638935119988,B,-77.45324352780014,D,B,-154.7209839568312,-0.9091535847779901,A,-177.81980749650444,-75.04716587744207,A,158.0209592572452,A,B,124.13615787563003,1
37,B,59.15930327551755,121.4825515001056,B,-115.78606151437698,E,A,-35.982711853343275,-142.69623495727143,E,-2.295530214731865,-23.034196117314412,D,182.28688914915568,A,D,-57.02415866222365,1
51,D,201.73225313129018,-84.85296456536118,E,-22.807217894971398,A,C,-54.33322245291242,-103.91403036001023,C,-33.624926678945116,94.30192951707053,C,59.417727950999655,B,C,-82.0710146883634,0
34,D,65.60278977612985,69.58191544207644,B,-47.730272295061646,D,B,-91.13155705971575,248.87821956195353,B,9.804815768844536,-26.855770704482808,A,-126.55089160568487,C,B,130.633987507901,0
32,B,17.249005623010707,160.84595568465582,B,-9.232935931333861,A,A,-13.392003075968152,29.06295031396167,A,37.06750757812757,-56.571061337300335,B,102.29475254533749,D,C,-14.240199226283028,1
87,C,7.709375880213483,-28.951839619337406,A,17.110936472337524,C,E,-27.386275487292046,-1.4853111170322415,E,-174.5461509389402,21.97946878398404,E,-132.0446104391022,D,B,38.911035825262104,0
74,B,-26.10264476955002,3.000813999146991,C,82.92683350332359,E,E,-145.17666664115586,-44.226318875589335,B,95.67470954710751,27.46795768872095,D,55.01941614565132,C,E,-56.34415298334697,1
79,A,-43.32867974984656,-90.85050483688903,C,75.19803372843785,E,B,98.99711524571939,120.17731631809035,E,-126.08386807467107,-155.46965749955862,E,37.98151063683364,A,A,-36.994734689371775,0
28,A,174.1315370066712,-169.8905598393003,A,94.7815198311854,C,D,69.90857213042251,116.33081089206168,A,-36.43186914817528,118.43893712294111,D,-183.10524402587703,A,D,5.082363855250272,0
18,A,-105.9320297329562,-68.74523347540342,D,-54.25875816775455,D,D,0.5687893908924132,73.47578360388098,D,-89.5687244534113,7.731873649649438,E,-187.61147579678038,D,B,-142.04948251426538,1
20,A,-120.56887607062107,-24.590680346544072,D,85.03509588989618,B,D,11.2357573524332,99.72131993933104,A,-137.5230357043914,-83.73641212486437,D,28.631142105157853,C,D,-82.7307322142558,0
25,E,-19.67073315725546,70.25793056171422,A,-5.392220249873991,C,B,-138.0174028076451,-20.68717771173468,D,245.0940488787282,23.118361163672134,E,120.13889833357358,B,B,50.1017648227473,0
48,C,5.184979862543458,6.109127499815044,E,-82.89413807963669,D,D,131.52819021282505,10.361722791006569,E,-10.128292504359287,-109.07776335266625,B,21.02682866049691,A,E,-9.46835686110565,1
28,D,33.549266497060074,8.17781527756527,B,-37.62143944280763,C,D,135.76822042946026,184.8011065192087,E,-48.361361104726626,88.80921204326711,E,104.31866811446113,D,D,19.798280423363025,1
30,E,52.27034072639678,37.911626479581756,C,-28.28613382958117,C,A,-95.0138419882436,-34.72236447006414,C,82.13817004059139,93.11418343176798,E,-1.2251528790078245,E,E,153.19510603542997,0
43,D,34.88709232190174,177.5537320224041,A,-209.54515292693551,C,E,-201.4216601218858,7.853056258225058,E,-36.50032664979146,-61.05415846949378,A,49.59943295236906,B,D,-134.24888238474753,1
20,A,-2.2161240687706854,-136.43688289895687,B,-62.23031401859501,A,E,-201.49765931192064,108.04055743623697,E,-2.1931853657595166,20.938001120984744,C,-8.370895694283625,B,B,86.97356730576165,1
57,D,44.45622180965892,63.993225909606785,C,-85.96060499459438,D,B,-68.17783340259973,10.722135224042946,E,47.31276596262071,18.895202878728217,B,-71.78117492231422,A,D,-39.267797073723976,1
30,B,-62.86385238504174,249.3972806966346,C,99.98126037493866,A,D,-34.552341601893175,-159.89926114546523,B,-53.022681525551754,-145.227499090088,E,-133.98737073858518,E,A,71.68871049009155,1
40,B,63.22641295050908,-68.05284320208504,A,-48.71713299152534,C,E,-74.38982014135192,84.24293895697038,B,-4.440797245347467,-65.60887958148304,B,10.67896608477434,C,E,95.12841133292615,1
90,B,141.77265714609683,20.417475876710746,B,-87.00430570931148,D,E,-112.55022533999444,-135.38825294903432,C,-140.8828683678134,-150.33461964537872,A,18.96487209317742,C,A,-59.603481305268446,0
52,A,66.16366252172415,-76.29515601492743,C,-83.85207614681384,D,D,-121.18460700189637,-5.4483260869280254,E,-124.47058453325495,-109.03471052209377,D,-148.47382447070453,A,B,52.50584616723375,1
61,D,70.93094187352611,46.20206260770183,A,12.865591893891473,D,D,33.5178272213249,-222.24234544811682,A,30.455305881758253,-93.46738721434747,E,118.73731141866526,C,D,33.407685713105764,0
74,E,17.997289766847256,127.10110555166365,B,23.551230974332356,E,A,-45.2012927543401,23.420396427496577,E,-143.21138119734042,8.420637243564157,B,-67.92045351957111,C,D,86.71779429118311,0
28,C,3.5726814014163466,66.29883747770029,A,38.35994714855048,C,C,35.808629449405025,-38.25661997359984,A,21.913158782409145,75.51956144860043,E,78.06685766915437,E,B,-85.34538390883745,0
31,C,32.90835600553017,44.733446542997044,E,101.92160761009052,B,C,-16.25102692857112,224.98599055240285,B,-72.30762504784406,124.79855842778925,C,-114.85635620067096,D,D,-66.38978413146431,1
32,D,-18.45284484922444,-125.0688616916632,D,-204.81181461349624,A,C,-65.05644333641956,-30.943701566199827,E,131.20055307083584,43.75530433156991,C,-67.63335879681377,A,C,-33.11095784917542,1
45,C,-50.21855454136299,-22.263074438055224,D,147.86428914122868,E,B,-14.453661758311686,99.79779853081448,E,101.33584717341077,-18.15227715741387,C,-74.45946294144812,A,E,-158.19082326677346,0
30,C,-135.67086181282033,164.03729256109654,E,-78.16283348026182,C,C,80.73583547861094,-27.92897321254431,D,109.35234345074487,122.74747359232813,C,7.527347917703889,A,E,-58.03111852851322,1
66,C,-40.15344052433666,-45.73917474482781,C,-22.47085451711022,A,E,2.0301123649666404,168.24707760234625,E,41.82911594949384,-184.15038679708456,A,-84.60701313362102,A,C,-26.143468973000296,1
55,A,-53.474182474710084,83.32394307249925,D,-47.606671354784,E,C,-129.5969662929696,-22.21656811272786,A,14.743316174445786,-61.25463780089346,C,-53.10151463853676,A,C,95.66270976594777,0
18,C,-51.44020240869532,67.11953328212037,C,85.57604354316466,C,B,-17.114746183088045,106.22244416839668,D,-72.83616196735511,52.20977608161495,E,-50.90712749023889,A,A,-93.71001150112352,0
81,D,-70.06842596082319,78.09999255327497,D,39.49599671538016,A,C,-31.903972770113302,-28.768313737653894,E,65.33701195455929,99.23204686121993,B,-232.40475601379075,B,E,-78.77067956270814,1
90,B,-156.05377973472906,-182.00950450035452,B,-9.275296354583261,E,B,-51.544583532756924,45.748370383240825,A,84.9815362294011,-197.54492214479603,C,-15.76481725011281,C,D,-242.96936421396236,1
73,E,0.3720110778665652,-9.356942595316983,A,-138.50917962271518,D,B,-107.23465740966222,-172.67063746739922,A,35.42697430963344,-35.353586222241724,B,159.67485260693852,E,D,-107.86175918093998,0
72,C,123.66767308258446,-11.421713232463498,B,105.25983108164976,E,E,-23.205409056223967,133.92991419801987,B,-114.82701772723357,-176.40967505246007,C,-137.4945914236561,D,E,53.527924042489175,0
35,C,126.15410001098493,-63.59705047217683,A,207.98232025014946,A,B,-77.55671912391779,57.48580995235032,C,-41.104733812978196,26.41616579266809,B,-102.48558034663017,A,E,35.87207829964723,0
31,C,56.74518272604815,-20.16727723815058,D,-32.12502534120774,B,A,9.810135734050371,89.85451477852548,C,-8.055398457425,46.87869594661177,C,2.0012148575755293,B,E,21.84467138500295,0
39,C,-213.39893882008784,109.2310577835967,D,-25.234691412131227,B,B,-139.8087575044541,48.18880930610588,B,13.923036841119913,-25.79203590593062,B,214.89276686213992,A,E,-80.45972814453019,0
98,A,-48.02511711996241,59.12226199686755,E,75.87452690276072,D,B,-64.80245440791523,-43.410044463630896,A,-71.90535187591175,21.209132016055293,C,-59.730851214665805,B,D,72.9656048812744,0
45,B,8.048781799488196,-79.24560104037903,D,120.32285234785198,B,D,114.76299125135702,236.54353209806254,D,103.01469662836631,-80.68297458390165,E,72.56549580207555,D,C,24.730143681538358,1
80,B,-68.26708387283905,115.43930377498808,E,27.055915576945566,B,D,-164.20333684955958,132.42350964733197,B,22.59914330053584,126.93269024057618,C,-7.192073608501186,B,A,171.94957291160435,0
61,C,-42.74624268504888,-21.773770133564685,C,-46.620951866142256,D,D,-14.150562545793047,-128.87980650004087,B,33.385719759753634,53.24272631892839,E,-75.86747848380473,A,B,102.37173883567618,1
76,D,-82.10380091023869,134.65671319687954,B,30.590228815541508,C,E,-36.53344905114035,-107.43653894682544,C,45.13310773698326,68.74299337110716,C,-69.18281314690076,A,D,44.86547261101278,1
94,D,-6.3935014650460715,41.26340637424195,C,-95.12818390941686,E,E,-23.703877894730226,60.09843703506282,D,148.09706122302754,-134.1199740706522,B,-24.68402823385578,E,A,205.3742571128226,0
51,D,32.13818660614765,-185.82753536527156,C,-128.8244243714307,C,A,-222.09078697063381,180.90168380196624,E,-76.51219999019926,-68.00554563792765,A,-63.27731172669363,E,B,-265.40187961575185,1
27,D,-42.762325281949906,102.20650831016327,B,77.62968811873297,E,A,-62.76559850353662,87.89241794703815,C,51.83836531015129,-205.25119558991238,E,14.477512281111753,E,E,-32.04022502132835,1
42,C,5.079283324366797,-23.8528398709533,B,-14.766561439288337,D,D,-90.25846869267832,5.928634114126299,E,58.23740984006422,31.29741764422316,D,48.800363151740505,A,C,-64.9373827186022,1
34,C,-73.17280091259826,54.73037155161193,D,81.38108412355852,A,A,21.611912099241692,69.75313998154414,C,-79.71080448652963,156.22228646006948,E,80.81532527633964,D,E,-92.99357799245003,1
70,E,5.772159659754398,-68.53240283062236,C,176.99295349401527,E,E,-5.203846318476363,12.894965916204972,C,12.83125701459826,200.36467921000366,D,14.335270073010257,B,A,-43.825497742364966,0
77,D,39.53114126801354,-37.52121324591807,B,-139.4214867401085,D,B,-106.30755045584502,-6.511208820632825,B,16.78984934107411,-100.06893264574536,B,-146.1198101148997,C,D,99.72794099216185,1
38,B,85.91022193407063,138.00641375619654,E,-88.72798726138367,E,B,90.49949198740677,-108.27150519571278,A,-50.67601244442548,1.4220384246506717,A,-50.1745583929995,D,C,-20.768492635013384,1
95,A,172.47662087288228,-50.932738275201025,C,79.0680199940456,B,D,-3.5389302167361496,-137.22622736013733,B,-63.851485331665714,45.74428745545148,B,32.07230862722365,D,B,-9.788947970893531,1
80,C,-22.053289006526214,-164.31689040806478,D,88.13583442000939,E,E,21.765845802150768,137.9902609236912,B,125.29305761680247,-54.14440918521144,A,-26.255709042997733,B,E,-30.77212858008909,1
44,B,-30.03392955248996,5.82182583757813,C,-86.33531623084777,B,A,-61.97168703773721,-219.75587232112517,D,-89.6314193828551,-83.33560417316025,B,35.54669296955967,B,A,94.69242801918756,1
92,A,-58.518186704456454,-41.9824232288526,B,143.44296571916274,A,B,65.81239007069524,-141.9353024232826,E,-97.37107564151042,48.72999026006119,D,-55.12453840557549,B,A,60.49310020249098,0
85,D,-138.74701059157823,210.14635018061338,C,17.831329639479392,A,B,128.65269963138059,-19.99023225535359,B,-23.869188715315108,-76.1127897602042,B,108.31802285717322,C,B,203.48208596110925,0
97,C,88.82374356617326,-2.110059646089944,E,-82.90275737361492,C,A,215.25247943820793,-31.36705803306868,B,121.78463666062433,-20.86874244743967,D,80.02645040809917,B,C,100.55455926157617,1
25,C,45.63585409039207,52.72100766689631,E,95.81119226910961,E,D,-100.62913851627407,-11.722771873312936,D,-16.283095750763106,-127.25960370306557,D,1.459442606556016,E,A,29.8244333841623,1
32,B,-15.27042294881813,44.88860378786558,D,128.68369647278507,D,E,51.88276502922344,39.65179477407153,A,-14.167346047360796,115.73597110940878,E,132.64496643671293,A,D,29.233944244948002,1
24,E,-92.73862506302646,-82.14283461765186,D,-110.53721568020785,C,C,21.83534632694476,47.74855368993251,C,155.71924502447777,-81.87296308323074,E,-69.25396455785263,E,B,83.95218059275518,1
48,E,55.063179118241045,-51.32054218523609,A,16.061016774491055,A,E,40.55917515202421,95.73682948880665,A,97.72501239204288,-92.53560894314803,B,170.24703423174415,B,E,59.78652403086495,0
24,D,-84.16272122612195,129.76552657166232,B,13.054073327144108,C,D,127.7588079769139,-20.074189012671717,C,-136.2714858546217,-183.76916705199633,B,191.9699557699524,D,A,20.631338979234062,1
21,D,-43.16855983302337,-42.55471543074725,A,99.0903902996846,A,A,47.21630554807995,-37.31372519028797,D,-16.552763829830784,-172.71165218174772,B,-44.811348061691284,B,A,95.17875366564135,1
63,D,95.88430751680943,-133.94260503833019,E,133.29036250577684,A,D,143.40756840563728,-76.13814326452655,E,-154.76413872589157,-54.82280245134072,B,-233.56068687021923,A,E,51.76988634146256,0
42,B,-35.83679564794966,-53.81590242536467,D,-9.360693901360797,D,B,-56.09878176377203,63.25294865682183,E,25.39648297246761,208.87490143578563,B,-127.49010933636613,A,D,-23.59260660770798,0
57,B,-31.141097615528345,159.28128126395228,A,38.74714649339318,E,D,6.6025725032298475,158.5493041913488,C,-9.533389222831394,-35.36287216575665,D,72.67416286173304,B,B,28.835204373391086,0
82,B,-98.28348438596514,60.03591643866304,D,186.81986467707767,A,A,-99.61045332675029,-88.56073526201871,A,68.64710086711156,-48.35697069200727,A,-7.871033144011702,A,E,-23.241977149136925,0
46,E,-139.3864366716952,134.98766954732,A,34.86931500661606,D,E,-73.87114053612126,-273.43529748648183,C,-166.51802756196977,80.2626868930258,E,182.47621880670414,A,A,-84.56740181551088,0
48,E,-80.3699701718975,-34.47212849962904,A,-9.404277087884067,C,C,-44.21471382365182,2.024462838084195,D,-6.678389574295745,24.199273283831925,C,36.30000909929932,A,B,-175.56156779431495,1
80,A,-69.5041551515379,-202.2473414184708,E,72.69715717291734,E,D,117.41655728023734,41.227392962595,A,154.9966900933794,58.84903793970297,B,-29.14206616400847,E,B,216.1984184614278,1
96,D,-67.21053095923438,-61.42062460816553,E,-69.50052025470661,A,C,48.185825695548765,-77.46100777581592,C,115.48447829506179,-62.91007516794015,A,7.828531477383241,B,D,-7.417693628723092,1
66,B,-167.62008269840126,128.85316124173124,E,-61.456093565180495,B,D,-71.38443260467466,62.94380043781628,A,-51.03801484102245,-145.61527332385208,A,97.50976116506507,B,E,18.584883776563434,0
27,D,-28.620316504407327,-66.63676966744897,C,-20.793410341665282,A,E,27.212523300236256,10.741153898893897,E,-33.69357791646568,-20.988847568464113,D,-38.10277600394551,B,C,-27.9636684124442,0
68,C,-107.07567512587414,203.45479825612168,B,163.59196057754872,E,D,-43.922342548082526,-14.533332390572959,D,-63.464735736240286,58.27343525595031,C,-27.594579600550546,A,A,-29.801398154316416,0
49,C,-91.37528178070681,-55.39182313167738,D,13.980161161419725,D,A,81.43311480759405,57.08669033814103,C,-53.05331403596421,52.36467651857686,C,74.37465922689972,E,C,-42.4520296446584,0
53,D,58.1300724163761,-5.915023789991304,D,-87.60215568033183,D,C,-34.42157770049856,54.366321869680654,A,225.77474923371682,-112.96423819848765,C,-221.94219321772346,E,E,-59.8088747689428,1
55,E,-14.491271388252668,6.431531312270021,C,88.50867270811675,A,B,37.91246139623017,133.41779423455665,D,-163.62812868935714,51.08091904810852,E,14.526074198763347,E,E,-14.739920436315426,1
74,C,69.1668135913743,149.89206059043698,A,-73.41203650717179,E,D,-77.09426789579031,118.11653899350985,A,108.77236727228565,31.128968549191065,C,1.9779027309433368,E,C,-22.97711023411389,1
59,C,102.36498721784857,266.3195572908469,C,113.64723052902599,A,E,-25.302276652712287,90.30608189791141,B,-8.210229550430462,-128.9276030421481,E,-180.62005804780915,D,B,96.67018770527606,0
75,B,-142.89367896189157,50.600757740215975,E,-34.10596450378895,E,E,-90.32541977786688,-22.162803886526962,B,77.63699112003117,-71.18335304705161,C,56.59005421196536,E,C,-75.81666616508481,1
95,C,-64.59443124746976,-43.79767899826422,C,3.1675093968876813,B,C,-8.226161268948168,70.6280238974085,C,-103.43820278675042,48.03436705580735,C,-21.325700354649673,D,A,82.79617833056041,0
62,B,-117.15291421051002,37.85116398599369,D,-86.60669949988919,C,E,107.94552441775306,-11.660408941437563,A,-162.59055830297763,3.1687655930619596,E,-53.061512186315355,A,A,54.458361161982516,0
18,A,-107.5358085917973,119.07762904861198,D,-7.1049823210874,E,B,81.25040345111707,94.15032886838473,D,-164.11500372459662,156.2308464619256,A,-149.26764090084745,A,B,53.17954353074196,1
42,B,-111.78274255955405,-91.54213276341221,C,-63.34404542213308,A,C,-113.63919512938607,-59.29823165438021,C,-17.513417213935707,-79.415632237557,C,-88.3801017634428,B,A,234.45922598488633,1
28,D,-66.71377047683416,-23.96153672068205,A,-22.914174541743836,B,E,44.67471192472372,207.09831408762233,C,41.17852488445056,-34.92778953886264,D,48.97484086395794,B,D,67.59533761101858,0
51,D,26.590570854973645,-165.87878334613825,A,-81.07780050411228,D,C,156.19610706269626,248.7349829088475,A,-90.8689157144945,30.8210973131674,D,-6.087692841913894,E,C,-93.77719155367974,1
74,D,-58.12627629423244,-260.1265925884114,A,26.175575909198876,B,A,28.77751377431593,-29.954496227566523,E,-13.478353962477756,-59.13456533672987,B,-64.76609717236637,E,E,-38.261758361434175,1
26,E,10.661661083210966,-108.33162926209197,A,-65.8140775610119,C,D,-122.90353121291024,155.34045600967357,C,106.87304997775328,97.55763773264813,B,202.71573745051103,C,D,-175.18902234040908,0
59,E,-33.34382372186388,46.2893286111762,B,-95.82463409003063,D,B,82.5561385206895,108.31345417212113,A,-92.28432403751835,62.403222205835185,A,-154.79980637909802,A,E,140.74919016720534,0
87,D,80.93374282316627,84.0209967854966,C,-48.5654478153202,C,B,205.65707541960197,123.77909612134516,B,-70.13496918458948,180.3938291654667,C,19.541468106406406,E,A,-172.18029513337672,1
91,A,-128.07602787191175,106.65819010165704,E,177.26587415776348,B,E,-48.279707851199625,-36.0812455458165,C,136.48362883030546,-92.00848158704903,E,-105.1965039392846,C,C,-123.72678674967507,1
76,B,-39.83469208118976,219.02509449389652,C,153.6680248348775,A,B,-139.23214709882114,-262.37341101731874,A,11.487690438349498,-52.23376311294054,C,66.02492592886685,E,D,-201.44838662462527,1
91,E,-1.0607348423991727,6.893578174012721,B,-23.377462416526274,A,B,20.71034744961424,37.19569201599262,B,-128.41660730320453,119.96521169929689,E,19.231819158659274,C,D,-118.15997405071018,0
49,E,-75.88349515942392,30.809835881653054,A,24.726620520703097,B,A,-116.78952698464786,-73.02687290085187,C,165.63069382531407,52.319054946567356,D,186.0771903497925,E,C,154.70339247648513,1
85,D,-68.39084378044775,-84.89582908384105,D,118.70658043446957,C,E,-187.55754291997505,-3.1956840530234065,B,86.20740818588095,-59.37820272607922,B,0.8427469441109722,B,B,-207.0805484693424,1
73,C,-7.6194799839064835,-38.523129941219295,C,-19.921390529962967,A,B,-234.5184997315418,53.81687592993226,A,101.06516264574543,171.62936853513085,C,-77.3428148695751,B,D,-84.04491218461857,1
89,C,-13.303937121515744,-91.67277475993612,E,36.742743933618904,C,E,10.099187386605085,-70.06262027599324,C,130.21861035354996,115.69027206776327,E,18.625893612576203,D,C,39.052042140658315,0
59,B,-54.18711159598264,49.82042603323627,E,18.154565751880412,C,C,69.0984904167306,24.4807363069401,D,15.886824797250476,20.686086459125168,D,26.33802614629035,B,A,-150.2899185221919,0
58,C,-6.5631083327140125,-6.370888443047551,E,-71.69013731738048,E,A,-158.70410146876276,44.93630302881167,C,-45.91762182325105,-90.47927341023413,B,15.528603094580731,A,A,55.888364190316096,1
57,B,-182.42458787467027,42.896518187013186,D,97.23148333113333,A,B,65.4300806734267,79.6375222053189,E,-20.187620415682765,-101.54966717227781,B,-49.79075313390213,C,E,136.51213578685994,0
