civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Single,D,-49.620006163033445,E,C,4.666873955891,C,-56.51041655037798,31.56655530580354,E,-159.77437633065236,B,0
Single,B,-48.536415303269855,A,A,12.4123967644111,B,-131.53447371876663,105.4378712617329,B,-33.47000243850775,E,0
Divorced,B,29.551682424089854,E,E,114.88361006892673,B,-72.86162365022253,-64.50443439992351,B,-29.13482611057659,D,1
Single,A,161.18326923468064,C,B,-5.000789123377453,A,31.70285754387273,-33.13760633077544,B,-13.947599763093283,B,1
Widowed,A,190.49361517001066,C,D,-45.790568611588306,E,71.60826465451208,14.404981876378805,A,-46.543692671909014,C,1
Divorced,E,160.57502990582387,C,E,-186.05931492509006,C,-1.8980160500786796,-173.64074572999596,D,52.52256096025266,B,0
Married,E,113.05208814311665,E,C,109.04116649381457,D,-34.86010791670989,156.7126485829167,C,-30.919583353834007,C,1
Single,B,18.874144992915046,C,C,-62.74054089452156,D,-245.99013854503534,-37.33775708232451,C,-274.16008023853817,E,0
Divorced,A,71.57761020347971,E,B,-97.7349250440431,E,23.9648442061472,-90.81208954510899,C,-55.187320427693024,E,0
Single,D,-28.66953604122479,D,B,40.635905351844826,D,0.3813348205349682,-65.48021217254102,D,-172.94110960285798,B,0
Single,B,-86.00959572452665,C,D,-54.37912588641913,E,26.685126742051413,-53.11842101656099,B,-99.3661958304722,C,0
Single,B,-218.55820762148807,E,A,-53.9657405911655,D,169.7530309889046,18.275878733303667,E,-61.63325299948578,A,1
Married,A,-3.621111357938669,D,E,-74.48838213787613,A,-17.42010269277682,4.891138220102364,D,-43.24219195848111,A,0
Divorced,E,152.4983757725766,B,D,-45.24529197599719,A,-100.49672679776613,-75.64154230141253,A,-95.01291698987049,A,0
Married,A,-20.593274252784322,A,A,-0.6900162712108264,C,-116.66338182126681,111.4422060890643,A,143.88290234960036,C,0
Single,C,28.580182357996325,B,C,110.21817240525256,C,-95.5222525954572,19.01828183563826,B,131.5822636916945,B,0
Married,A,-21.88648175298693,B,C,13.00314968075369,E,-183.69305791921872,-45.54347066108948,A,190.65266765708017,B,0
Married,E,110.68948740082848,A,A,137.6302320023588,A,0.4193139306962875,-44.1142095845595,C,-190.291812809493,D,0
Divorced,B,80.85635660191328,D,B,72.16098313657588,E,-52.67776467466819,32.045833037588785,D,138.5092160334929,D,0
Widowed,C,117.48311359155635,C,A,38.17084880905252,B,-183.0612645269092,46.38367638998248,B,-27.82196645012389,C,0
Widowed,D,-117.41612472055077,D,C,2.3509772560309052,B,-154.29809321983694,15.963097204104137,A,98.00791422447007,B,1
Single,A,-96.51413351405525,A,D,41.458151941887415,D,-62.79656655698207,192.33728635072046,D,3.311300080946447,C,0
Divorced,D,249.69949745252634,C,E,-92.79201332301697,C,-41.518298718051774,-291.2281337647755,A,151.23551945668495,A,1
Married,B,61.694326903570165,D,E,110.14101094990446,E,159.48106636089506,41.325633689428734,D,114.68720027987531,C,0
Married,E,-51.119390862500126,E,B,-75.22522836260607,A,-63.184827003341184,-1.86826389298046,B,-122.59148663901993,B,1
Married,C,-30.593820433137086,E,A,-94.28652510115705,B,-36.88678170891401,-57.54629688415892,B,77.31836300642733,B,1
Single,D,23.07119556420601,C,E,-31.41587803135791,B,3.2439443869091455,-151.60683033512476,C,10.035431519514413,E,0
Widowed,E,68.71549646088633,A,E,-18.79139841034675,C,53.728808759345945,-145.22056620896674,E,138.99557053757908,C,1
Widowed,C,-16.40416459867019,A,E,63.539559804488135,A,-23.305749287930766,35.518119023175096,E,-24.67244108794157,A,0
Single,A,-97.6715815306633,E,E,-34.78273386806784,B,-99.31723106237116,154.26082250966488,A,74.12117762760371,B,0
Widowed,E,3.6839549774657474,C,D,128.32603255412764,E,-57.26752540458519,-75.25921983339268,E,244.04874450969913,E,1
Widowed,E,6.376529422245998,D,B,107.31663223309778,C,119.01710517872243,15.596251046500731,C,-225.47466949151917,A,0
Widowed,C,49.61572664578137,D,D,13.083785253521274,B,-132.3583917394952,-88.17928289116294,E,33.33689030458089,A,1
Single,C,34.157768725691234,A,C,17.42602593040356,E,46.68886244785806,43.42094684565133,B,-98.18239364991634,C,1
Single,B,-149.63060447354366,C,E,80.03993896284307,B,-61.653123972273846,-18.602171290650436,D,160.39378503494814,B,0
Single,A,41.301183225401466,A,E,-96.01975253400057,C,30.808113445964793,-35.393507487345495,B,68.44172707020623,C,1
Single,E,-51.569976642677396,C,A,-85.15114740992377,D,11.369154624695591,-68.46012935885861,A,21.353126250295222,E,0
Single,D,86.58678688189033,D,E,-9.98325671734865,B,52.36672787461657,50.276246693873325,A,50.35999546208569,C,0
Married,A,111.43191195724333,A,B,-86.72376137333183,E,-115.48971181163597,100.28239466758929,E,-185.84316307916316,E,0
Widowed,E,65.64327808395046,C,B,-85.39155367817413,B,129.9755516901933,-46.223565655584295,D,143.27992988508115,C,0
Widowed,D,-66.33941456895779,A,B,0.8146132563973235,B,-79.84882981319522,40.880656099594866,A,-101.14516293685361,E,0
Married,E,138.10036945025703,C,A,42.41643814749304,A,37.79633028199833,-98.30735008073844,B,-43.21366879116965,C,0
Single,E,-21.145691523733706,E,B,9.46871327951139,A,71.95042874255425,-102.86218261302653,D,-41.22612715541912,E,0
Divorced,C,-27.13905591202096,B,D,-70.96047803614542,B,40.01992879284076,-91.68837429604433,D,-46.74309271156507,A,0
Single,E,-138.98651652082162,C,B,-72.37304705899886,B,-6.447200690290021,-65.15620160573472,E,28.09084469746072,A,0
Divorced,E,-8.035951771565191,A,E,154.51625067040004,B,-20.158278756842744,-116.34577174260528,D,-14.60384206810586,A,0
Married,D,11.715530581220422,D,E,-91.08101550092708,A,-65.81142530419612,34.985377611824205,E,34.14472156171102,B,0
Divorced,E,-25.029924662791597,B,B,90.07905169689016,D,-82.19507108598721,-65.80094600040015,C,-196.15592434230135,A,0
Widowed,C,47.65262418329697,C,A,68.39244776242039,B,-15.854778760190285,9.874322564132417,D,61.11256428961387,B,0
Married,C,-1.0153412166747637,B,A,-163.65050463277194,D,57.95277002526969,77.27919430161512,C,-31.305280026509273,A,0
Divorced,D,-30.23905460220969,A,B,-7.905991708371457,E,31.68202165349378,35.8151547924051,A,-286.9495976367826,E,1
Divorced,B,-113.18626043274,B,C,-153.16831326989438,A,39.745744217318745,-16.236390268249,B,-195.32871071842706,B,1
Divorced,B,27.46816136253588,C,C,40.830349448806096,A,-207.8892416131931,-18.191439981244795,B,-186.17895762856546,D,0
Divorced,B,-70.36324635022493,B,E,-10.421944267023324,B,-37.59341965465495,-120.90048754806679,A,108.55657067324384,C,0
Married,C,96.1764980309434,D,D,97.13742530110945,E,-83.33081140100279,108.0164866051359,E,26.200824016239917,E,0
Single,A,-2.8366824619409123,D,C,-92.76706700704311,C,104.75682278868024,-142.29422319880703,B,-113.11411215524396,E,1
Divorced,D,-25.860380305070507,A,B,61.30921020378604,B,131.7839568221175,78.5724693206989,D,-23.466106567848556,E,1
Divorced,A,-1.644135995673535,C,D,3.174366354427347,E,58.839383349765995,-37.90626329157203,A,-56.61698977206988,D,1
Divorced,E,-106.48549541200576,E,E,-69.37723822849713,D,17.835734081290198,110.69541295331476,C,31.29706736518604,C,1
Married,C,-26.27125038388875,A,D,-19.692285777621116,C,212.15419807930593,-14.997546687062385,C,-53.40237877174475,A,1
Divorced,D,-125.04196889994037,A,D,-173.62834178977639,B,-6.320318621678892,-192.32880624054224,B,132.10424514973005,B,1
Divorced,D,112.62415121546432,B,D,158.79789543527926,C,-31.21647505569466,34.38851516766623,E,-40.49274838991689,E,0
Divorced,A,-206.160146147697,C,E,-0.06753017499335841,D,-131.64558190017354,22.786498966562842,C,166.3781766240755,B,0
Married,B,-18.902404376810534,E,B,-88.21174257548977,B,-135.0617478027393,3.17864534839905,C,105.50658784968981,B,1
Married,D,-30.256777434974058,E,E,150.18769667732386,B,-43.71400419488125,-167.10514945459985,E,-29.150515255816185,B,0
Single,E,-139.62400280045432,A,B,14.5195324521597,B,260.12423808698986,99.38236853109592,D,52.98952707534051,D,0
Married,A,101.41620652300318,E,C,-151.81601424786692,D,-86.8805719258853,112.02564434695527,E,-66.80592015203959,B,1
Married,A,51.5107002831199,C,B,18.148847323640254,D,-154.88644434223593,-160.18938534881372,B,-112.87941973810926,C,1
Single,D,159.44086271654632,D,C,101.0903062026935,A,-37.50445523498737,-94.81029680957937,A,68.90603522128683,D,1
Single,A,-118.6757948546243,D,B,-38.81451746593619,A,-172.7515291894716,-42.63542616556219,E,4.133239379443072,A,1
Divorced,D,210.38794759385252,B,C,-90.93439918101403,A,19.27950791746348,-88.37451432230934,D,51.956738501329035,B,1
Divorced,B,-112.97230184370659,A,B,-157.03588637703683,E,67.12432133040028,-200.87545529389894,C,-144.45896449134537,A,1
Widowed,D,-158.37792265729004,C,D,135.1468823461586,A,-65.43221902171551,180.34969793331186,D,-114.06337302269596,D,0
Divorced,E,12.774310846934908,D,B,-52.02864310993112,B,-95.94747458567485,-143.8807077389709,E,-188.3580088231643,B,0
Widowed,E,-46.754869603700804,B,A,49.29714115135312,E,-52.1779664397374,97.90108118824087,A,-114.42868313302763,B,0
Married,E,-57.60111656335249,D,D,3.671819881816041,A,62.57736025838329,181.92879454747433,E,-35.25087274055306,D,0
Divorced,D,-121.23181776736654,E,C,158.82613023471396,A,-2.1930224452740332,-153.65523263950735,E,-14.697848034806668,C,1
Married,A,-188.4752823873907,A,D,-72.28334061278836,E,22.30294344576468,-95.08334181232998,B,20.741888011723606,C,1
Single,C,66.28347767551442,B,A,-11.512417600087996,B,-72.58793274632899,-138.70171241932448,A,-30.97924331746714,A,1
Divorced,E,48.576338766924884,C,A,-47.95095852431632,A,-10.704912598947125,101.09382473550961,E,-141.08101315520142,E,1
Married,D,-90.53987011950808,D,A,61.970107035431035,B,-29.558256454471838,21.437412277286427,B,-12.517917900182942,C,0
Married,D,54.957948701937156,C,E,183.54565679630468,B,139.07353454317933,-91.46114406061695,A,-9.70772605204308,D,1
Married,B,-49.186853085023614,C,B,-25.14548195602015,D,7.362315143639678,159.92455424216018,C,-6.179399918378521,D,1
Married,B,137.42085768909277,C,B,-87.8438042606967,B,62.93446971137205,-96.7879033539524,B,-103.35568743492271,A,0
Divorced,C,21.952943181999487,C,D,270.2644637398078,B,155.0889842249766,191.27389627544972,C,8.613743214970171,D,0
Divorced,D,86.55991763913285,A,A,-20.269231971326644,B,113.40937638650756,138.60897574185674,A,54.56687433277283,E,0
Divorced,C,27.74595733426328,D,A,-67.95247468811893,C,96.03333386886884,63.48035930470367,A,49.360329398154335,A,0
Married,C,147.4526278502251,C,A,-39.42083248122825,D,-47.558071957329105,-96.9013652721296,A,86.9175706105167,B,0
Married,B,26.425892280977077,E,B,53.34928996616915,D,23.822875980525044,43.71874398005416,B,-13.794301905909828,A,0
Divorced,E,-148.6138759121042,B,C,-58.62107862551576,C,213.09068985860708,66.69566943302921,A,-57.07262417310013,D,0
Single,B,-137.8823027877365,D,E,152.1876179161385,B,200.9126595259377,53.06679764093273,E,-129.7106041885312,C,0
Married,E,95.25894160819426,A,A,-204.3265290370547,E,109.44648005094464,33.87699769070611,C,-83.43815003391335,A,1
Divorced,A,-187.8896330531547,C,D,-91.6292582137226,B,70.89556975976586,-171.8239735472561,B,87.24451064224299,C,1
Single,B,32.337523065239374,A,A,93.29327863708036,A,-35.251764454331,-44.16142085034496,C,160.60832357787308,A,1
Married,A,235.77922347583913,B,D,22.07304324284228,D,171.41927513008662,53.388969093721485,D,-85.80876803588336,D,0
Single,E,87.29978817333125,B,A,93.62496811295263,B,-24.601754049936464,-73.17043051947512,C,20.049304237315408,B,1
Married,C,-53.10712223157642,C,A,91.07117646262147,D,-98.01054912322934,-107.44099495312669,B,-39.103460968031506,C,1
Widowed,C,-132.13165439484723,E,C,143.12785726997544,B,67.16855276053198,110.13450428001872,B,113.43337039903582,B,0
Widowed,C,150.18993448862142,A,A,-24.93727318593779,E,91.73774406990286,-122.11426378701856,E,40.610070123262425,E,0
Married,A,-49.62186348124949,B,C,130.80340772809467,D,-78.57519951062115,-236.83645350407176,D,-154.69209112635423,D,0
Single,A,40.42193505970545,A,E,158.38762625391502,A,199.77738210208645,59.55276213452711,C,63.452205704777995,B,1
Widowed,A,-101.50168422077253,B,A,159.71704040128176,E,126.67723551292671,68.72359682529488,B,43.122627162373114,A,1
Married,B,-101.96183042744138,E,B,91.88215115244151,E,69.20356185338657,63.301862342026915,E,18.34087681593055,B,0
Single,C,-145.70355858471154,E,B,15.15422827600888,E,2.8036008314163388,-64.4284526548837,D,87.86464230303322,B,0
Single,E,69.39175571150972,D,B,46.072455075004854,D,129.83697385777825,25.291654270572124,D,30.3841344822971,D,0
Single,B,-73.26712706562044,A,B,-79.69926373739699,A,-367.57486210175955,87.12206259430315,D,66.97975276729899,B,0
Widowed,D,-18.222021527465497,A,E,-97.43813784633193,A,0.443602348958262,-132.56018767828556,C,141.96547918138944,A,0
Single,A,7.266329713028095,B,C,52.10474281216544,D,-30.975598312244617,121.48369539924029,E,106.58728795453321,B,0
Divorced,C,-121.58594533379474,A,B,-6.4749110901535625,A,-102.7082138063784,-114.5808391532901,A,47.12768080651802,D,1
Single,E,195.8554842896105,A,C,172.50948342015738,B,68.51605909108842,63.6397397355104,A,119.50784808399683,D,1
Single,A,96.35558766379178,A,C,-163.14577220269777,D,83.10435929599154,3.381295123224357,E,38.61582112938153,D,1
Married,A,-37.816044955648195,B,D,234.72856863072545,D,-134.28399765626594,-28.39704217094815,A,-162.13410247729055,C,1
Divorced,C,-98.44801392591282,D,E,8.972714386606494,E,-3.4955722367971744,74.12355166150672,D,-26.246387114722868,B,1
Single,B,143.8068560029469,B,C,155.477809175213,E,84.29884946003753,23.252930378010593,E,-13.494355743326128,B,0
Divorced,C,-103.52811738890637,D,E,-18.726524437121324,B,25.903799289911877,66.11675310184991,C,-17.2677903611152,C,1
Single,E,-7.8414025189772225,D,B,-123.0327983642046,D,-60.94342091257525,193.47199578795602,D,76.24655395866856,D,1
Single,C,-54.977636186011566,D,D,131.1072337039944,B,-126.32130206005053,26.849549361091935,A,-65.8241992307211,E,1
Widowed,A,13.454055551239872,A,D,-8.977285912440951,B,-23.43806119491372,62.22969943997203,A,-109.17962050524233,E,1
Single,A,-8.835189065243569,C,D,6.544115254507334,D,-21.20651653150856,-51.0704097230556,A,-110.5197453816531,E,0
Single,B,75.7953813276117,D,D,198.26828935885493,B,46.322753154915524,31.824278511688824,D,85.09936004391527,E,1
Widowed,A,-190.25006326363126,E,A,-52.84286685227,E,-205.7086855192301,2.588746410046626,B,31.16350866162319,C,1
Divorced,B,-70.03000782742345,C,D,-83.79396084077997,A,59.952374665801266,-203.18092983882843,A,140.52131963006966,C,0
Single,C,195.11743455086318,E,E,-91.14531913268128,D,89.02936153991125,126.41389866625015,D,182.76779480233617,E,1
Divorced,E,-153.26527539255886,E,A,38.039034512950934,A,-68.66079274319627,23.704491418922892,D,-138.82656740402152,B,1
Married,A,-78.61497157332735,B,E,-67.88704904636108,C,39.38478037202815,-101.58421035858329,A,-259.01955360052693,D,1
Single,D,-50.410544664419376,D,E,21.229157040047394,C,-25.562193538778082,-27.93629931959472,A,-8.575432977310719,C,0
Divorced,A,-125.14945268528557,A,B,-225.82342839016428,E,-9.694889845101413,77.77141647419192,A,140.1472055964973,D,0
Widowed,D,90.2476723308699,B,E,97.84785777159328,E,-86.07717030750547,-14.320683933959884,D,-173.0468599126183,B,1
Single,E,-56.24799238006669,E,D,-192.6080221389207,E,59.89027647164462,15.836232116529242,D,215.48592304041043,B,1
Single,E,-91.47124303505497,A,A,-63.47466947563208,A,-50.507182601075016,100.61428606530937,E,87.18142629284249,E,0
Widowed,C,40.93677401203626,E,C,-32.83128200691448,E,115.35044891794104,-125.5269881044397,C,115.83134236753287,E,1
Divorced,B,-140.5948936155281,E,E,-91.01840171152273,B,-159.68748852226645,-302.99414533058217,E,110.61522494182054,A,0
Single,D,22.423219945113686,B,D,-115.08545587935393,D,147.07598575029084,-114.66477889924549,A,-158.98021947519706,E,1
Widowed,D,-121.55242595790654,C,A,78.66322433452423,B,32.17819008493862,35.045669237472055,A,-1.9714620057271992,B,1
Widowed,C,79.28738519443287,A,B,-102.04140711112983,A,-212.48741683684474,-3.796477782109718,B,40.741920954920694,C,1
Widowed,E,-175.72838970876526,B,C,0.5713161227248983,E,-259.7071958680361,48.82835760095321,A,-32.33100519853462,A,0
Widowed,B,-75.77721464376664,A,B,-84.41126908175576,E,272.33635001344794,2.3236768170031135,A,15.291582151161027,C,1
Married,E,-0.8144800482690429,A,E,208.58476769152517,C,-122.40696906270827,-191.20817219330027,E,-50.50888155116298,C,0
Widowed,B,10.657936989477312,D,C,-214.70045131021317,D,65.13910459702714,-80.49150894250049,B,-272.1894073671128,C,1
Divorced,E,-51.74215993368113,A,E,-13.56118364852657,D,-34.855298061193935,-113.1271011866916,D,43.94787030061055,E,1
Divorced,C,136.6943106743383,C,E,3.686011497362203,D,91.93318027885968,2.051099291149982,A,32.90895890907063,A,1
Married,E,-234.37325786274,B,E,-82.2129600126811,A,-53.89433142045015,151.1843017758549,A,39.17673520824751,D,0
Widowed,C,-275.1936733433359,E,A,-124.80621890469159,A,-64.2911012874214,-38.017109583763215,D,43.32816164081206,E,1
Single,C,-230.90503422981055,D,B,42.671780351576686,A,-97.93233913314644,0.5124689600381364,B,-61.75282564447048,A,0
Single,E,116.5449300484602,D,C,125.3862417039609,C,-54.92334669058745,-36.65098661368512,A,-18.529171309055524,E,1
Widowed,A,167.89998396679403,E,E,4.326616862186192,C,-174.10397446458487,43.57629887256921,E,4.095708517723346,A,1
Married,A,5.706715065150124,B,A,234.68873171002213,B,9.536381041447786,201.15721122358755,E,174.47187311861745,C,0
Widowed,E,66.32481177675554,C,E,40.861906698326706,A,-92.83827699436186,42.98051351441099,A,20.004506388428084,D,1
Single,D,-162.59136937491917,A,D,-122.82730885606168,D,95.96546141871481,17.16420956458197,B,66.83718381527302,E,1
Widowed,A,34.066391909930246,E,A,-56.76466168648881,D,76.63004095365964,121.84655434987516,E,-115.56693256547996,A,0
Divorced,D,-0.3415240436968581,D,B,130.50620825988878,B,-2.8555926818787247,17.125266855953765,D,-75.29823385549447,E,0
Single,E,125.22421199967582,B,C,75.23720005096935,B,108.46213510014742,-105.27903533839866,A,-55.2304877521817,B,0
Divorced,A,-101.37617389298926,A,D,-103.83404249642987,E,155.11306772840695,-147.69591150438774,D,-93.23142160571467,E,1
Widowed,D,122.28444567778914,B,E,32.07591748081695,C,128.0790538895262,-18.504450052175294,D,68.1299283357034,B,1
Widowed,E,57.884141838073866,D,D,30.46854903686991,E,-37.50599230404278,-56.671069017656095,E,41.97657670726478,E,0
Divorced,B,-70.8243603406656,D,E,-73.6959838036251,A,191.41388043956067,28.018863317559788,C,31.284728581440152,C,0
Married,E,77.26617512406754,A,E,102.73374496225406,A,96.22437024608888,-72.48710041555184,E,8.051312994377668,B,1
Single,C,-94.96496765593577,B,A,179.67490174768741,C,141.9999038847049,20.13029130466006,D,81.2156918010603,E,1
Widowed,B,165.12403749711362,B,C,-137.57517797205182,A,103.2741667808629,156.73424622267896,B,-140.19013747866185,D,0
Single,D,-56.829278107016414,C,C,90.87870263999876,A,11.570235139118012,-61.292912519575374,A,12.379388756193245,C,0
Widowed,C,115.65102363090443,B,E,55.15123180057304,B,177.94319954640227,-58.60160837523642,C,-106.68235676591034,B,0
Divorced,C,187.35166917260705,D,A,-177.24824126679138,A,-24.850033058771206,149.0125408242761,E,147.39006857198603,C,0
Divorced,E,29.191456982732973,D,C,4.809194672911401,A,108.91613441408296,-54.87431732541026,A,25.188166124863592,C,1
Single,C,41.402236499884275,E,D,-53.41286360442692,D,92.81170692973544,125.16429410546299,D,167.75280850018325,E,1
Widowed,E,39.867444598044536,A,C,149.92264442115172,C,-93.95997751397933,172.24378937259888,A,-53.450348848636,C,0
Widowed,C,-13.860019922387401,A,A,51.72920446451678,D,172.3531404895398,22.359722697086998,A,-142.63210535408436,C,1
Widowed,E,-30.33321474161525,C,E,9.6390996892334,C,-67.04918723360956,-51.29227954109196,B,29.283865122798797,E,0
Single,E,209.0732914079663,A,A,-8.740204825341857,D,-65.8292222049493,55.60858468468465,D,76.65909693228303,C,1
