faith,RACE,sexual_orientation,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Jewish,Black,Bisexual,Married,294.855111375736,124.1030170192351,A,3.528083835997944,E,C,66.61003844984559,C,D,62.485923818740844,-19.98609601147011,5.682128047380361,1
None,Other,Bisexual,Widowed,142.72335099860766,49.61478461205313,E,-77.00642530267531,A,A,50.08943617047758,C,D,-141.85392089976386,105.73840817769538,54.46376499074249,0
Hindu,Hispanic,Homosexual,Married,-76.80879532068909,-35.18886567062683,C,39.67018960458753,A,D,160.8912180220325,D,B,141.2995782476975,32.48642300644906,82.81744978494149,0
Other,Asian,Heterosexual,Widowed,-73.69033210956229,76.27093163458763,E,-56.39621836847961,B,E,-131.03567698413113,D,A,-83.27131165245063,134.3843512354293,95.433489397152,0
Buddhist,Other,Bisexual,Married,-46.20919030480082,30.58527162141811,A,-150.1752419392416,A,D,-106.12061412171097,E,E,-133.1103483682067,-161.86185114302495,6.07636411263682,0
Christian,White,Homosexual,Married,30.364813262399604,-115.43717513281509,D,111.43439362747971,D,A,-203.61745424006853,D,B,70.11357680518549,-5.908109035420454,-198.73484637624398,1
Other,Asian,Homosexual,Divorced,4.5357213741396025,88.09153071865535,C,44.40590366953478,D,B,-200.8256630040259,E,C,64.9443936006419,-107.66675280115253,95.85435699366917,1
Muslim,White,Other,Single,-220.54410203842335,-20.81449681790263,C,-21.339957409587225,A,A,-81.4165166168945,A,B,-97.44968771933364,96.85036375137265,13.697447724410575,1
Other,Hispanic,Other,Married,22.214551096228217,81.70625704561874,C,107.25573878036043,A,D,-65.88810510472321,D,A,23.050068294981855,-292.86045016109546,-60.71178977880969,0
Buddhist,Hispanic,Heterosexual,Married,95.0186782389615,170.2764369722412,A,51.0781146382328,B,C,-39.38545175941521,E,E,83.40649094665945,-90.03782404626341,-18.605542776773408,1
Buddhist,Asian,Bisexual,Single,103.62475885839252,25.055984147304024,E,-64.86641410304965,E,A,-22.844222412340777,E,D,-67.39647714782885,-52.806728149627666,-8.364341924968551,1
Hindu,Hispanic,Homosexual,Divorced,-191.92647211636515,43.17880984388204,E,143.1027407712161,D,A,91.79018295460631,A,E,-222.1790358717944,75.91572926547042,-177.07245591046592,0
Buddhist,African American,Homosexual,Single,-51.89418507299334,2.611582825725572,A,18.188497886652808,D,A,136.2735419070247,B,C,109.02385075015783,5.582889381161848,-139.39793384412326,0
Jewish,Asian,Other,Single,-101.90068077818599,160.2547506252468,E,-60.26513427503054,E,A,31.671119420708706,B,C,-51.480343186758645,31.30074110584513,-46.03950820288784,1
Buddhist,African American,Other,Single,-36.45542634221207,-135.92218264943958,C,73.76803250678824,A,D,-117.27587724347717,E,D,-163.59299127911996,-145.74152479532933,126.86391349593632,0
Christian,African American,Homosexual,Divorced,-86.75308113200762,-6.989198171554106,A,-7.151158092653651,E,C,-53.96381999838583,C,A,58.89888470626147,-128.79291707989339,-38.15463824184954,0
None,Asian,Heterosexual,Divorced,75.99196724571658,-93.86217275573782,B,-7.844616745426965,D,B,30.238411509539205,C,A,-78.14411247677236,-5.235867395101351,170.41884800710142,1
Christian,Hispanic,Homosexual,Single,21.21212955669049,-8.800296233092068,C,26.148017598993324,A,D,102.8752195883126,B,C,-218.7490458769251,-154.87688084456303,-7.555651498959031,1
Christian,Hispanic,Homosexual,Married,21.899111392601142,53.15747213949506,A,-51.038865201842356,E,C,155.77499284651626,D,E,6.569875448434774,60.31147966996882,13.678659997883432,0
Hindu,Black,Heterosexual,Divorced,-57.929505714190334,124.6283218448293,C,-55.49297902219118,B,C,18.149463587187732,A,E,-114.89472528017973,-16.582936166921883,109.58315743954591,1
None,African American,Heterosexual,Divorced,66.95359020401902,106.16637614285138,B,-144.4183296095967,C,E,59.782337502945616,B,C,24.640077834744787,-110.38091774203474,-244.6393837642932,1
Hindu,White,Heterosexual,Single,-87.75567960627238,-112.36834275954376,A,-73.3663544125012,A,E,-19.17635442323589,C,A,39.795245284501654,30.06332516447606,194.6220358400963,1
Muslim,Hispanic,Homosexual,Married,-40.41605643268875,-56.41678176937499,A,-76.33110932960746,B,E,78.85687561173225,D,E,-13.741524061747887,136.98725762872536,-61.39239355272553,1
Other,White,Homosexual,Single,-14.935654986753546,106.91062086560108,E,27.418393772299428,A,B,-56.8101167510988,E,C,20.911852491469983,-41.11402130292377,133.77334609270747,0
Other,Hispanic,Homosexual,Widowed,47.36848801851781,-193.85974165789574,A,92.78722381382377,A,B,137.7673865444629,B,A,22.27672713179601,-264.3120339161424,39.60247779544,1
Christian,Asian,Other,Married,-108.77674805884207,39.94145651460211,D,74.33224690411554,E,D,124.52539175576885,C,D,-54.95764812093596,-150.1726190619661,-7.744713548030225,0
None,White,Bisexual,Widowed,-9.836818197421213,103.84633860770651,B,-29.690154432570214,C,C,-208.11919971924317,A,E,70.61865082499632,-16.380846560187734,-14.823909348142102,0
Muslim,Black,Heterosexual,Divorced,-120.04090580289567,-194.66585687653347,B,15.560513020146761,D,A,4.765715702531875,E,D,65.41194839402442,77.66863736154201,-79.48163165458465,1
Hindu,African American,Bisexual,Widowed,56.71683547926708,-61.26711425284868,E,1.0294991370672018,D,B,95.25755544804274,D,D,213.2226483639208,61.02140412679341,-56.81674480137442,1
Hindu,Other,Other,Divorced,-157.62787494564586,165.72691860359018,A,-154.394517386275,E,E,120.63811072537219,B,C,-24.176042459639568,64.95097447971678,28.863635185084295,1
Christian,Hispanic,Other,Widowed,-12.765061956159728,-33.548186040859456,B,85.40523693797536,D,C,-18.97645703387778,E,A,59.111052765033826,139.5740495701896,22.933452689859905,0
Christian,Asian,Other,Widowed,-60.25767959662961,89.41967242238343,A,-59.08367195942926,E,A,-140.5698207694227,B,D,-48.62998174830007,146.41717227095603,44.87220198108789,1
None,Other,Bisexual,Married,-68.70115044916109,-53.89921089675953,A,-4.67469405165396,D,C,20.653301833594863,E,A,168.42570930780104,95.4464644262317,-57.56009730831442,0
Other,Asian,Bisexual,Divorced,-145.48872773653474,-229.89148420965245,C,166.89393928595436,D,D,57.87698859104196,D,A,111.72760946354074,-157.79334453300302,75.25975607860902,1
Christian,Asian,Other,Divorced,-81.18037669761523,16.26049616011993,C,-39.56272813045707,B,D,23.312799370405433,C,C,-6.388763430628794,51.63888416808861,28.18416506112754,0
Other,African American,Other,Divorced,-147.27357696836276,-28.927828064776445,E,-76.2678481563266,C,A,-191.4148051361504,E,A,147.6538290632511,14.303730535448608,-31.015177427129803,1
Christian,Asian,Heterosexual,Divorced,-65.51730437221379,161.94049219765537,D,-24.678020106793696,A,E,-54.665478085014726,D,B,-16.77907768579279,46.13498480135657,-85.20668924496336,1
Other,Asian,Bisexual,Divorced,-139.84415360694692,-66.10251673992201,E,-76.61142514372095,A,B,-20.992757802113175,C,C,-28.385896191434735,43.11755203912045,200.93058319860364,0
Muslim,Hispanic,Homosexual,Widowed,-148.14552973135912,249.0303391247572,D,-95.65778069458061,E,B,-65.64166617174898,A,A,-110.58853700948626,-78.38802672078631,-153.00343191371692,0
None,Asian,Homosexual,Married,80.0469526635464,111.5313377111313,C,16.353690867268174,B,E,62.648556573831996,D,B,-68.71014658820147,27.032693014282,314.71176846176775,0
Buddhist,Asian,Bisexual,Married,-130.615933842878,-22.248759944471807,D,72.14649479322976,B,D,157.7729265122921,D,C,53.72949583352252,51.506668177448525,108.86348070127676,0
Christian,Other,Other,Divorced,60.65880193068101,-22.55196678728919,C,236.85863946638617,E,B,15.005513038215623,D,B,-90.22765191514374,-42.675623409986784,9.059869151282452,0
Buddhist,Other,Homosexual,Divorced,7.676561734921522,279.1763595606874,B,73.87787969691271,D,E,176.82049752470598,C,C,21.759538199788967,48.11220928265936,-3.800801541600437,1
Hindu,African American,Other,Divorced,170.96591792040846,21.831839633326183,D,6.567395169778231,E,D,65.23550740757652,A,C,-48.6055613570474,83.9153581611576,18.48334979565374,0
Hindu,Other,Bisexual,Married,-2.57787031901183,268.33127660100627,A,-0.2851009909409262,A,A,-103.07579463244507,A,E,-164.57367211743843,-92.95354019076608,-33.44852477589881,0
Muslim,Black,Heterosexual,Single,-105.53915335099487,-13.143010279892165,C,-183.5795116426945,A,B,140.13793260135793,E,E,0.5092978695727151,41.11128166857736,166.15438446033662,0
Jewish,African American,Other,Divorced,67.47714893547875,18.914349057141003,D,-34.75147917564052,E,B,-81.00744275012231,A,C,228.90645944264557,-95.18601054947958,223.88508277570472,1
Christian,Other,Homosexual,Single,-91.84673673217937,-202.70897774153386,A,-152.62450139075895,B,B,56.94183834947787,B,A,-75.51554756286637,-33.65041285535228,162.5355891021671,0
Christian,African American,Heterosexual,Divorced,26.19801235094063,113.57995187179594,C,-90.15190589511907,A,A,-88.58390274878968,A,C,-60.45313891258978,-2.783010214177082,93.10754776145804,1
Hindu,African American,Homosexual,Widowed,-55.90327736481873,207.30540140720956,A,-27.204375848561018,D,D,-56.961097513496114,D,D,-129.82975815593122,114.2736467607472,-28.883309575721277,1
Buddhist,Hispanic,Homosexual,Divorced,93.17752051067477,-107.27041204633478,D,78.36173959609675,D,E,-92.97491290491013,B,A,90.39058076890004,-95.30798970753041,119.51320095858927,1
Jewish,Other,Homosexual,Single,77.5593685418283,28.46885894205076,B,143.85327598057202,E,B,-72.3861687422643,B,A,33.22409279858662,-20.911624771553534,-84.1161292584752,1
Christian,Hispanic,Heterosexual,Single,-31.495355461661497,78.1322946714051,C,-8.365814131217983,D,C,119.4247868055995,D,A,85.53013042241072,61.70257591224587,24.08991301349633,1
Other,Other,Bisexual,Single,142.78103801350846,-68.27209309662422,A,-76.79622967631006,C,A,70.40569087398144,E,D,-8.041932066377152,-63.16519292611154,-68.980861212587,1
Muslim,Hispanic,Other,Single,18.362627017767426,-8.321800295472489,B,68.90532611278167,C,D,34.89167357485847,E,D,206.32063887597005,-48.94162812382255,54.05595635474161,0
Christian,Black,Heterosexual,Married,-73.98439970211497,71.77692039029037,A,179.01050174455196,A,C,61.95685742592839,B,B,-31.775331375667886,-109.72877959033787,-11.214014741955275,0
None,Asian,Other,Married,-37.01478453804327,-32.6166595702996,B,-103.7945528391551,B,A,66.14087457466124,D,E,224.88827664148366,48.49829989860066,-24.0142082648267,0
None,Black,Homosexual,Divorced,-88.66406683033277,50.57290941491451,D,60.40101340947207,C,B,-25.478501043654834,C,D,-8.288133284109062,66.1750235923352,24.819413558722918,0
Other,White,Homosexual,Married,-37.91252083662338,26.856879789905975,B,-95.2368036219509,C,A,187.9358880063222,D,D,114.41392395506189,-51.47756231252261,19.137137687739845,1
None,Black,Other,Widowed,-31.969744320712852,7.422435140440212,A,30.465064833439452,B,D,-4.124524991472668,C,C,285.07359932754287,150.04685287105153,24.497593737799985,0
Muslim,White,Homosexual,Married,18.11623282402655,-9.502394250013436,A,35.0404011938376,C,B,122.88329041180863,B,D,47.3115318338665,174.35182515307437,-32.937934832184794,1
Other,Other,Bisexual,Married,-68.78534336355604,236.7320753735533,B,195.12431941284183,B,A,-59.52385964195565,B,D,61.56699662148348,-21.47659368967241,96.69521004577805,1
None,Other,Bisexual,Single,176.29709553711768,-71.41271715142426,C,-9.427784971667041,D,E,-135.01611763748886,B,C,-172.19207055898096,-116.58017341949834,-15.053491841815806,0
None,Black,Homosexual,Divorced,-41.7161889051105,-98.3272285023275,B,-8.389354738785922,A,E,-84.99701388334341,D,A,-41.25308762475768,83.2560114279332,57.33505002256171,0
Hindu,Hispanic,Homosexual,Divorced,230.12095197023365,-151.51463434636457,B,177.12708580399106,A,E,156.45399208203983,E,D,-187.84953050530922,38.14293928638649,92.67297074106281,1
Christian,Black,Bisexual,Married,122.23056780029773,132.87616105729927,B,-93.8613602263615,B,E,25.5113844297895,E,D,213.66061618375,-25.495607795991894,-49.22669985327311,0
Muslim,White,Homosexual,Single,-107.58227466703983,83.7890632007347,E,90.87200871077626,E,C,21.963798490151135,D,D,55.76692745690352,67.27311151823862,-29.990706099039222,1
Buddhist,Black,Bisexual,Divorced,16.531452493724494,98.16404714323251,A,42.47711912050164,A,D,-182.9123850752532,C,A,206.7579100703764,-0.781740606153929,-79.31891855437566,1
Other,Hispanic,Heterosexual,Widowed,32.54100884049414,-51.90392541958697,C,-84.80321947088828,B,C,114.7787948179568,E,B,-5.238256437099713,165.2457694777668,218.8566062826942,1
Buddhist,Asian,Other,Single,-111.70507361117646,92.0195790040407,E,44.481897844404564,B,A,148.18843324426948,B,B,81.92831442576801,-14.100169683139777,25.465685081634792,1
Jewish,Black,Homosexual,Single,-51.00188327740152,-151.0872620225368,C,94.06547189874843,B,A,-39.4873282225433,C,B,-2.9927868362340315,-39.678178315579935,-66.5373075359498,0
Other,African American,Homosexual,Divorced,-28.476589352238175,-76.81540876244614,E,-15.217149494324577,A,A,137.6048954905206,B,C,-98.48677590172046,256.3656251800898,-3.68209967542876,0
Christian,White,Heterosexual,Divorced,-98.78050518489773,44.22589770792389,B,-80.87400773631381,A,D,112.73827873280649,B,C,-244.43678430631758,118.10479463509024,-18.052355641057083,0
Christian,Hispanic,Homosexual,Divorced,10.084574485954118,9.843526874088692,A,-19.79252737004236,C,A,-148.53437496468052,B,E,-102.99514299224464,43.03884527011861,-11.848234086095093,1
Other,African American,Heterosexual,Divorced,-45.34316864866475,-44.45687932018473,A,47.72050275220619,D,D,-85.9938290475009,B,C,-76.0844984713364,-26.627604111149438,67.32561373480537,0
Other,Black,Heterosexual,Married,9.546528131353968,-46.35283046519152,A,114.64594411945252,A,D,-122.37279139503553,A,E,105.60014132490619,-34.52165022638963,71.85310826923323,1
Muslim,Other,Other,Single,51.06062913855961,44.73823602101666,B,-3.6655677267563416,C,A,155.83611747246607,E,B,-183.46955529815236,-140.40430872587316,22.96330935842424,1
Christian,African American,Homosexual,Divorced,-77.83288438427414,-109.0554251641775,E,237.489500427197,E,A,-42.26929060399052,A,E,-43.322480943058146,-41.88748655049464,-195.29479157701115,0
Muslim,Black,Other,Single,28.449945626330713,-26.93732696663883,E,-126.46013872008677,C,C,-104.99296419741093,A,A,59.67399701836552,-56.188318109982006,-122.92746795556788,0
Muslim,Other,Bisexual,Widowed,-97.88310571806451,-1.9571187196254554,E,46.69356439917847,E,E,74.36090203181986,C,C,-15.703335175086869,68.13374920613852,-203.90747041125988,1
Christian,African American,Homosexual,Married,26.70994032378116,74.95599383176416,C,-28.6003526907754,C,B,-87.92207357874048,C,E,39.023942043967466,31.783694128586554,4.980456061126681,0
Hindu,Asian,Bisexual,Widowed,8.096362207900812,40.55819510502489,B,-31.898265474069255,D,C,-123.32360351987224,E,C,113.75708821144286,57.858260640955784,-80.19780922874955,1
Christian,Other,Homosexual,Married,-31.947080091382997,47.78422581207417,B,-72.86829141472148,D,B,-31.88265946658734,D,B,26.738844469258755,-49.51150682460771,-217.09610186289856,1
Muslim,Other,Homosexual,Divorced,7.985129428573883,88.34428204594789,D,91.05323565439109,D,A,-123.84344517613724,A,B,-39.13235891042209,7.534374414512529,121.70432498885076,0
Buddhist,Other,Other,Married,-104.7368169477582,0.7239331783782321,E,34.76734010100608,D,D,-28.82105013051573,D,A,64.1069539674307,-291.8043691079132,73.06789070618497,1
None,White,Bisexual,Widowed,-66.89314424547864,248.52880142361636,B,25.53847211254433,D,B,-138.81244722693478,E,A,129.22697925746672,-218.3417071116526,-12.774326174872252,0
Christian,White,Other,Divorced,182.60471782657848,123.9382884840936,E,21.44667338771535,D,A,-103.70467773962828,D,E,118.6926299087283,129.76631347158187,28.396598652967732,1
Jewish,African American,Bisexual,Married,-96.22176578774211,-109.43177963588883,E,38.119883560389475,C,D,-201.5787852695226,A,B,22.30382654316405,30.593133563286614,138.6525202898701,0
Muslim,African American,Heterosexual,Single,42.95733022377994,-114.35061686064823,D,61.438523210127606,E,C,256.76171003290534,D,C,97.15722172797848,-52.51568778325506,18.172355841474882,1
Other,Black,Homosexual,Divorced,40.140413774658484,-96.04940714094042,A,24.364082056322086,B,B,-96.77765856834553,C,A,-31.664915450674837,-102.90929200184308,157.59880800491337,1
None,Hispanic,Homosexual,Married,0.7087640019543093,-208.36608465627472,E,-140.47987666780634,A,C,110.06385553660711,A,D,208.80154601640874,-103.37697579112957,11.928355912025648,0
Christian,Hispanic,Other,Married,11.02495352810874,-41.92798682844856,E,29.26267415396955,C,E,-205.72122601043668,C,D,17.96228758323122,-40.418780718536226,113.7516422433917,0
Christian,Black,Heterosexual,Single,-163.3927252290837,-74.54162067532167,C,117.58324235894335,C,C,107.20064423148101,A,C,12.836475604659789,-28.714717755191536,53.14814318893677,1
Other,Asian,Heterosexual,Single,-27.99222452513953,83.07608434221828,A,-35.422964037704574,E,D,45.52240354020715,A,E,-16.464645058168852,-28.96497199709885,82.55612688118887,1
Jewish,Hispanic,Other,Widowed,-233.24369065233577,230.07344582951634,A,22.431240751257135,A,B,-181.88867777901,B,D,-39.607660122368785,-23.924961431955303,-11.987210381338222,1
Buddhist,African American,Other,Widowed,-5.391729437900341,-4.263741602973457,B,-107.62849277162412,B,B,38.49164326105666,E,D,89.57918681764492,52.07543770184596,143.30322212596215,1
Other,Black,Bisexual,Divorced,165.27096926097977,80.5902215078186,B,-108.53298589336808,D,D,-76.89331922720561,E,C,-175.72003779669285,-27.087215473886,58.560799437190546,1
Muslim,Hispanic,Homosexual,Divorced,1.1025284291289688,7.319859488041159,A,-4.2096925978473445,A,A,-20.26186765480875,B,B,36.9575392051384,104.6979585508609,-80.06602848351932,1
Other,Black,Heterosexual,Divorced,136.45925430352275,36.23342535698716,B,-111.70239196022469,C,E,32.1706698554107,D,A,73.35804339963607,-127.71313369272022,-107.2957935446681,1
Muslim,Other,Other,Single,82.11734026484193,159.0452709073078,D,-112.62940426990244,E,D,-225.16601419100132,B,A,288.2016861522149,122.48227851133436,-144.63657604966536,1
Other,Black,Bisexual,Widowed,132.19185380012917,-49.24793937702738,B,-12.547979141683625,B,D,14.610408854933556,A,B,138.39354896619474,-49.76466299924602,22.78271016686335,1
Christian,African American,Homosexual,Single,67.48269886187511,61.678695570613115,A,-49.91247080422488,A,D,100.91638564415828,C,B,67.00877313782814,-28.888294638235283,-112.21776384499498,0
None,White,Homosexual,Widowed,-93.69045393802298,18.657725595041644,D,25.146202720975445,C,B,220.70653385832136,A,E,-186.13267079829143,-56.2465675702834,-84.14343061351006,1
Buddhist,Hispanic,Bisexual,Widowed,-42.318485290914126,-71.03644855570221,D,122.47131339461615,D,B,-7.061675898367296,E,A,-60.58402953919582,-21.392451477434303,132.9246939250097,1
Buddhist,Asian,Homosexual,Divorced,205.27040724938738,42.75469377314571,B,-102.05006994170024,C,B,134.01721383758695,A,C,37.84673129952414,2.1800947271926057,-50.20264768192235,1
Other,Hispanic,Homosexual,Single,-150.7831765567879,3.246875140707882,A,-44.05181066172384,B,A,153.37717305884203,D,D,-34.44658372699204,37.84871833497401,153.7677952150403,0
None,African American,Other,Divorced,-305.03092501775546,99.00432506559012,E,179.7744066720286,D,A,-17.66744145565841,D,D,-100.84970072952157,132.1678156282873,-47.69822251457456,1
Muslim,Hispanic,Other,Married,97.77380432674336,180.5252360395239,E,-1.5521669050634692,B,E,266.7535706608205,A,E,-36.710882168210425,-76.73914036231177,-8.300143892192297,1
Christian,Hispanic,Homosexual,Widowed,96.95664542503677,141.99212361423673,C,110.60439547846217,C,B,148.58258384074114,D,E,-58.058299795948244,-123.45210386755213,-71.94901061585534,0
Buddhist,Other,Heterosexual,Single,-0.4564895130764709,-100.01277838525273,C,-88.8057602439643,D,D,-4.4352537988886676,A,D,-1.7675794990602318,45.65413783997139,-22.657004519218525,0
Muslim,Other,Heterosexual,Divorced,-213.97929076387268,156.20195720981266,C,-23.366528261806245,A,B,-71.61198205608525,C,A,-174.75859814928845,-50.52770683464609,191.97505933665872,0
Buddhist,Hispanic,Bisexual,Divorced,-3.2990176861827196,-124.2043311653602,B,-61.904799040432444,E,E,-22.20317174767537,C,C,-129.9906527577237,102.745959525263,-155.8587362242957,0
Muslim,White,Bisexual,Married,-80.09440780679662,-18.441422431188915,D,-36.155479107469226,B,B,46.23174495041443,E,E,-50.729451932917556,-217.42987209236117,-34.78718723301639,1
None,Asian,Heterosexual,Married,12.341516997390324,-14.00336627507411,B,-122.23313136906104,E,A,113.9073258126188,D,D,-132.94281973093572,6.3718476707451135,1.5385422547869594,1
Other,Black,Heterosexual,Single,19.8224954783855,-148.85269879927426,E,73.06325510852335,C,B,-102.35786999438537,D,B,-13.269138004717455,-13.967608545638106,121.6695543553725,1
Christian,Black,Heterosexual,Widowed,-110.73112961609337,-13.343488056117463,E,-65.20822455894344,C,C,186.85073104513467,B,A,1.1865050068482879,-43.29697468585245,-197.86170211708244,1
Christian,Black,Homosexual,Divorced,136.9923001044957,0.32580006171358145,A,12.534398310480238,B,A,-4.672428731846636,D,D,-148.25504227854265,87.13906716030966,-158.79178422423493,0
Muslim,Other,Heterosexual,Married,10.676969746790931,-39.780683101005245,E,-49.230887486420364,E,A,58.46258332674028,A,C,-89.2722706709873,-142.48760211367187,50.735558815249725,1
Other,White,Bisexual,Married,-285.379052312172,-37.72575378986743,A,78.21270794528357,A,E,30.739923168665584,E,D,4.714511149336435,9.482196003133046,67.6114499126865,0
Buddhist,Other,Heterosexual,Divorced,-91.44584145402742,74.68875104956909,C,32.01937573300745,C,B,217.4511159592237,E,A,118.31394822184956,-146.93862946314817,98.00572401119413,1
Jewish,Hispanic,Homosexual,Divorced,89.32578335327489,-33.88675204259287,D,-33.37350541855501,D,E,-14.809779756840552,B,E,-6.181620613272565,45.245306751017935,142.43499391558086,0
Muslim,Hispanic,Heterosexual,Widowed,186.8310231434536,50.26187173597457,A,-100.12491883997016,D,D,81.03749209618975,B,E,11.225075001771762,1.05609727599603,-31.84651058584036,1
Muslim,African American,Heterosexual,Divorced,-72.64520638116171,-62.70151916277861,C,-30.805300814899205,B,B,129.19451211351637,B,B,-110.01912285167452,-27.328663188469065,55.897732501423825,0
Hindu,Asian,Bisexual,Single,-149.73816784271105,76.04816373247407,B,62.47489625319488,C,B,-54.05016781588217,E,B,9.978174352431896,-32.16567769310256,-7.469118850582973,0
Hindu,Black,Bisexual,Single,28.734738002318633,-26.394562982991488,E,63.39532933691822,E,C,142.16532041595627,C,A,115.15949672732559,-213.37999208747408,175.5954404156413,0
Buddhist,African American,Homosexual,Divorced,108.00906747626962,30.47320132605151,B,-101.6481319047023,B,A,-77.93071567371396,C,E,-3.070158012023088,52.617858461147925,-248.25135698336655,0
None,African American,Homosexual,Widowed,-14.307504846908204,7.5315285130309135,C,-166.34908228138474,C,B,-142.55248220636298,B,C,-200.37324342725515,99.61183800551116,113.80758820070488,1
Buddhist,White,Other,Divorced,3.941295686403347,6.198182752081778,B,35.02302731028457,D,A,-123.4261039902878,A,C,-65.0885584437983,-55.563775331592204,10.850074528681612,1
Christian,Other,Homosexual,Married,-71.81941090571839,-76.72163883404704,C,-19.855316818193153,A,A,-280.96914394642727,E,D,-157.088106884791,-78.65151959314676,-79.94538840465609,0
Other,Asian,Homosexual,Single,270.0861456524359,-96.42600279642362,C,86.77034676445119,A,B,166.91909361458076,A,C,131.29600438472264,8.278360594624203,-96.23236813635368,1
None,African American,Heterosexual,Divorced,28.920756342638064,-25.223871754655875,C,-243.59199123006258,D,B,-75.40075268809615,A,D,-77.06842845548356,-118.17166669650798,47.83536967700569,0
Christian,Asian,Bisexual,Divorced,149.7031288270236,25.73877983123549,E,72.9007674282687,B,B,207.74829932665102,E,E,3.9172540445152997,71.09750622055867,74.1920215527703,1
Muslim,White,Other,Widowed,-105.1201413409818,71.73181596550174,C,-74.78002685986526,A,B,-10.250016552575383,B,B,3.45144390053944,-82.86973984769914,-23.560518143082334,0
Jewish,Other,Bisexual,Married,-123.45186665993855,9.361068396754384,A,198.83492415492887,A,E,92.50195208936502,D,D,105.5996664941522,202.696896145024,172.98568969445287,0
