nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
China,-6.342252071171911,C,103.00532115177086,B,-135.88559080502944,63.85221109333228,C,A,-37.308773790267885,1
Other,-2.2959440077160753,E,80.77980747147592,B,64.47046806936058,-43.56995951797224,D,A,-165.35157782896772,1
Other,52.42887899183781,C,-25.977839951192582,A,84.83538282224006,-55.11734796655049,C,E,-11.377731176137074,0
UK,117.9655990118971,E,-8.540064473136846,D,9.04973760999363,-54.094378202825474,D,D,60.01413824944761,0
India,26.030480477379612,B,-48.66888167671172,C,104.70788148647566,-22.020021683084437,E,A,173.53363742902079,0
India,-101.68973747795079,A,-114.90395144759977,B,109.67385549273456,-99.40532183008564,D,D,-158.61490177773035,0
UK,107.9180316773505,B,59.839960250832846,B,-129.9576919281539,-6.670025711864468,D,B,-39.22649665811897,1
Mexico,237.41054131837953,D,-110.52050117664666,D,-166.97465538301967,-64.32587253161111,B,A,148.84288342437694,1
Brazil,18.834444149014956,A,-0.4851856398218199,C,-132.12328044415597,3.066522210563479,E,C,24.52505174519574,0
India,136.13054944887102,E,53.31793694059813,E,-115.21063529607358,44.2447222499795,E,D,-50.62652956808195,0
Germany,78.7565750706685,C,18.89278212601236,D,-35.96357771247669,-9.383128427207076,A,B,-107.58264122301091,0
Mexico,-168.1969297691715,D,-42.45775188388134,B,-11.259539602558913,7.037991228556888,A,B,100.90535539145395,1
India,188.2382400144452,A,16.255050611482666,A,-78.85366751593455,48.622439539147706,A,D,-95.23714838616272,0
Other,23.468029511423087,A,-183.9584095390306,E,-167.90858449730098,126.17334823111742,B,C,25.724006892260416,0
Mexico,-177.3436015897437,E,-93.41805710586621,B,64.37599679580752,-58.867968959659265,C,B,110.49523961997198,1
UK,59.79612378090658,D,51.27361255547862,A,23.69480165986001,-20.218499976629214,C,A,80.51858488193531,0
China,81.88889357871413,E,171.1670800541556,E,-116.19285373094601,161.1415883308753,C,E,41.42525163692696,0
India,-90.80008736476675,B,10.176669791351479,B,126.76971873407288,-55.5678340927542,D,D,-93.72212461680381,1
Brazil,-55.86943977888027,D,31.170283276880955,A,-164.24068650902862,165.3904539570468,D,A,85.84038284847651,0
US,95.31115709442736,B,136.63314783509284,A,35.8678689181487,113.94519746270002,B,A,55.12341273492415,0
China,-185.2739250905969,D,-240.62925977362397,A,25.277983778784087,-43.07224838130651,B,E,141.73477825236742,1
UK,85.72036710885556,D,-142.95116202896907,C,106.65134302740182,-30.59128115523344,A,D,67.21266964087607,0
Brazil,16.90209060752455,B,17.757862692372544,D,-51.10730236972786,-17.740472781047657,C,A,-55.39109356589446,0
Germany,-123.49806912218959,A,144.97577398812732,B,18.80329886467546,115.40837497531409,A,A,26.466276192848113,1
US,74.71196502439415,C,69.7037842003582,D,210.992602781993,-39.03118990402228,B,A,186.84616121749713,0
Mexico,79.92234699212841,C,151.0524931934563,C,155.55145786332093,-73.01142326583094,C,B,-116.39109276861335,0
UK,-27.84054184629862,D,-9.10468373153211,E,-33.5265026041573,111.32047370789404,D,A,88.02684526856183,1
US,39.70989559787316,D,-109.90063658879382,C,-59.27685656682515,17.727642461983145,D,B,191.74833339629765,1
Other,123.21163429258158,A,-10.721467402518472,B,-8.404832446245058,-65.03888707781456,E,B,-7.278986881796399,1
Germany,-65.46830320770111,E,-105.69175286448802,A,15.046886666414421,-62.996320265159014,E,A,-43.13054754963422,0
India,42.21646230880381,D,-80.85935928970956,D,-27.835109880094187,-118.82602627771412,C,A,-87.00338966141297,0
Other,-113.06895051484136,C,-65.20273200540667,A,-8.656646692149286,-132.04079435819634,E,B,215.8485608451757,1
India,41.30156014307199,B,105.57151882375983,A,-145.3706376968291,100.64048622453387,C,C,-159.59998698061858,0
Brazil,66.63476320489058,B,-24.986658504206304,D,-91.41642171359793,226.97582418983552,C,E,-46.89929710648057,1
Brazil,-13.458059529117769,C,-15.894468359951427,D,34.59479647817087,-103.06614797641771,E,D,-212.80357940739427,0
US,-32.297446896343416,E,209.55043674110016,A,-74.66352979898969,-71.83447108875501,D,A,-53.92421088274617,1
Mexico,125.35833016097875,D,-83.1268981548258,D,56.36723583676617,21.55383235124386,B,A,3.271508626450432,0
Mexico,-114.82973065774725,C,60.97811740030974,E,-34.71591850367795,-82.39971424548156,D,C,-206.5348904892759,0
US,-44.87166888458977,C,80.99973380319538,E,-186.18650937312168,34.01661713640603,E,D,-65.41681255075905,0
India,28.35577210502193,E,-52.907077460603126,B,63.92060330533552,-47.48809944870098,C,A,-33.14015609993912,1
Brazil,-99.42600213310057,C,-76.58181416289061,C,131.93621695485075,-60.19410724602929,C,B,-151.89658546801255,0
Brazil,109.46292762706496,E,-82.41184242773704,C,52.8840506011742,18.630230672778996,E,B,-104.4099704668195,0
China,155.05580759140588,B,27.092300265886394,D,194.9347822531671,-138.88231574505778,A,D,77.68099435637087,0
US,153.30188181663027,C,-34.81141100948248,E,85.8981486210937,-59.29503238348873,D,B,-9.39368534407274,1
Other,-59.95883774888693,A,-235.8127341367855,D,76.66746152978004,199.02310793240784,C,A,-89.12883199829615,0
Germany,78.80197908024519,E,-72.05688227663666,A,58.13954335081631,-111.15651596227573,D,A,-204.0653143967982,1
UK,-72.2048828879794,B,-48.244193727346186,C,119.5219253719232,61.1822480988565,C,E,-36.843264853363124,1
India,-34.50633270459216,D,142.65006153169924,D,-50.68073314374346,196.78380227953588,E,C,9.55954306900242,0
China,-56.06654064218475,B,-192.54599930126204,A,57.89186918317267,-75.54796510951793,E,D,154.30738730081376,0
Brazil,50.05929896831232,E,-133.23501020601873,E,167.19072823640363,61.535849771266214,A,C,108.05536794048305,1
UK,-60.33844887638814,C,-36.90898497537902,D,7.1818383816202775,92.74034781288859,A,D,37.759185699301966,1
UK,61.123944582233506,A,-70.574678365615,E,-66.15577389556572,-21.312816115867157,C,B,-61.680936378933296,1
India,120.27575560029844,D,-18.104700275906346,B,-87.14218376709167,-82.9946798212449,C,B,1.3859949416488442,1
UK,89.21981443528486,C,79.20367731734862,B,-124.80590269036983,-25.943360001761125,B,A,-97.19715060409457,1
US,34.752693169119944,C,-118.98054729967389,C,-27.900303897967678,21.601972859204814,A,A,106.89043405353415,0
China,133.1502850837453,E,-99.83882466381662,E,-21.5774766348828,-43.38204494836124,B,E,-61.5923332823471,0
US,71.63361786223669,A,-30.04334644432931,A,191.54716395115045,-162.80312799395463,A,A,-5.100480219560273,1
Brazil,-11.667526559127587,D,-26.65397552069174,A,70.17954011301173,84.98084139908013,D,A,69.83366334619711,1
Mexico,-13.468535362640619,A,102.89781701279897,A,-50.99130451064319,-119.18540410225759,D,E,75.55011536017687,0
China,28.94443205443587,A,-0.658095073795643,D,-123.15104113079582,-22.806080817469844,B,A,35.201748421881355,0
Brazil,25.414929176686073,E,-116.65011163319457,A,-100.27072488723252,6.571853236942908,B,D,23.61190913282744,0
Germany,-89.05570915875889,B,163.37805704431113,B,115.1395366522922,260.36040689261347,D,C,-64.84721553717525,1
Brazil,235.4449538139355,B,120.65512057730751,B,-149.48971134118156,-130.9495623157166,C,A,149.07518163667834,0
China,51.44437714265535,A,-198.27800086078352,D,-224.69587086870249,-0.6877753761608483,A,E,-88.77328657733014,0
US,-66.08938001811418,C,80.65726861091007,A,66.34917358349898,42.616850350583604,C,E,38.552249976146335,0
India,-59.89858986791047,A,-0.5889804610081671,D,-69.76585338028207,-113.38975345567006,E,D,170.44546251078538,0
US,42.78470129789608,C,-23.045777919167083,A,-42.35689639446017,-12.454968426784085,B,B,12.953815762700785,1
Mexico,88.56009520295967,E,141.7401505364122,A,-20.174236435395052,-121.50383133865816,B,B,-40.84317663781469,0
Other,-43.247851030093614,B,88.85023485328887,D,-48.705980029235285,105.51526956002952,D,E,64.28953747614044,0
Brazil,-61.65542028933486,E,-62.88134033640274,E,144.1509582788147,-133.71389432222134,A,A,-107.45924588790831,0
Germany,-25.7441716448443,C,59.923773359224356,B,12.09538776408857,-51.86220460330626,A,E,-77.25552617674401,1
Other,-119.69038046687417,A,199.20256026703083,E,67.98914823008036,-15.630460609378257,A,B,-178.75396101647644,0
Mexico,14.86681021831523,D,73.63722179412817,C,96.82542567939647,20.49312364124873,D,A,6.851329863718739,1
Brazil,-25.16288806234147,C,-70.63143218398538,A,-19.701313685791973,24.18502091617774,A,D,10.950385587851446,1
UK,125.41898769719984,E,-54.41041026178032,A,13.498308014539228,-19.214239542791468,E,A,-51.677332431104226,0
UK,-202.44609868658543,A,164.05880175618668,D,17.312541381574665,54.76183502408397,B,D,45.50533067703715,0
Germany,64.1216871977608,C,-96.63316264659541,E,108.85571425620182,4.460543741777485,E,E,100.76859322799716,1
Brazil,-79.95011021662289,A,2.473252716606456,D,109.37657520375679,46.19754827445818,B,C,-58.63934835135306,0
Brazil,11.32207093396521,A,-20.13714019079261,A,-26.393584779073574,-12.567478105230604,E,C,155.50538016165132,1
China,91.92011602723767,B,25.78410521884419,B,-14.447219410371122,11.715684631565395,B,E,108.27674296049497,0
Other,-67.21722217538552,D,-118.97679334327711,A,-11.543489539040902,26.12101633546254,E,E,-107.50563931963735,1
UK,32.018852996883105,A,-34.69348423952834,E,-27.095475836677597,-248.92809479478782,B,D,-86.96269652793136,0
UK,-89.46461532501154,A,65.54417768930749,E,40.9813806321847,-57.37637670943286,E,E,150.16590244893942,0
Mexico,7.0145951818104555,D,44.785110818704524,B,-91.76263548717445,-118.53770882689976,C,A,-177.78245500035447,0
China,-52.853629458245976,A,20.97798975372271,C,77.11966273806622,-31.057508753713094,E,E,26.17763452760677,1
Mexico,-29.62978704613327,D,80.97685056909762,A,-85.47180171298503,-25.079108341730365,A,D,100.41209178068868,1
UK,-39.82246121292737,D,144.88592240009936,A,-64.4200041460645,-51.29931702000079,E,C,-2.0336763096989703,1
US,62.37613831226933,A,-98.38745303015948,D,112.65643697526198,-45.729581313711826,B,E,73.52253676843003,0
India,55.02928836950585,C,-250.23853626857692,E,-100.58404886829675,43.44159534896419,C,B,66.95753688690601,1
Other,-75.06612023926125,A,-104.24631601937178,D,129.84720951894408,127.88931910857609,C,E,67.2075572951571,0
China,88.52934935352779,C,42.001143442541824,D,-73.03912404024024,156.88107346596928,A,E,-33.573863846463595,1
UK,-28.44867962991846,B,-58.085896607950914,D,87.48432824795124,21.889302422263835,A,B,72.35815685362158,1
Other,-87.50318821108749,A,-9.058893912627745,E,-43.97361093541996,161.5184044146228,C,C,-91.70523488008008,0
US,131.76475769378342,D,-136.02413930038875,D,15.843738431315249,-111.10608694150572,C,E,6.809029515502157,1
China,-98.1588340538933,C,121.51202431192036,A,55.9464446407992,-141.12344164146145,C,A,101.4252245856086,0
India,43.646938608425614,A,40.58664846172041,D,-110.17440774316063,-68.69122091534116,D,E,-45.996741167718994,1
UK,77.26806008858948,B,-40.64152372708592,E,-150.4468533801477,77.0414259491098,E,D,-55.493534060235504,0
Brazil,52.168697649439785,E,-118.80994119681732,E,-154.13790585919003,-57.877532868828816,E,E,226.4283470424963,0
Other,-6.344208807214585,B,93.57818089811288,B,17.37322665716569,37.82542397999462,B,B,125.33274249859248,0
Mexico,-23.84171782088253,D,-73.90089344122231,E,6.56014704519739,23.15485734395501,B,C,-70.11263519317892,0
US,193.04457831638408,B,70.02971234526184,B,131.61710932116205,-86.39692087124091,A,B,-67.62434327236949,1
Germany,-87.46310772777773,E,169.68632713974154,E,-307.1350975095411,21.70885481550938,E,C,-13.190625849797138,0
India,-6.313501521649963,A,-12.653439500261266,E,-103.7826555387249,87.68084132153251,D,E,13.587101972846384,0
Germany,-199.544140541296,A,88.28436197650875,D,-167.81722823239727,210.26153045109191,E,E,-122.43530756444692,1
UK,-128.3689322841512,A,279.96353316039216,D,8.90753645249053,-117.55843784423628,B,A,-190.8227311938636,0
China,27.82938773734294,D,-178.88933104058813,D,62.09341581184877,-76.72522996738478,E,B,-76.92215132710865,1
Germany,40.477975011749734,C,101.99562362585203,D,5.40812951052513,-153.13898548236352,A,C,-6.804818500546476,0
Germany,-75.1724914889929,D,-92.32414624543054,A,-0.9604149683673874,-137.52814850623113,B,A,-116.87821794016047,0
Mexico,47.21026861136305,C,97.55362932500434,D,-19.311892217699196,-76.98188977535476,B,E,99.3521597014842,1
UK,-37.82657472331131,D,-101.4706442432714,B,29.330021394858953,114.07086031536005,D,C,120.72203107972166,1
China,133.89096525104588,D,-43.02552011937431,C,-52.31336881361549,-19.088614769824357,D,D,-60.590084922078425,1
US,136.38847711104225,D,-74.94129067212354,B,66.36349530656102,97.107835528271,D,D,192.20751400795942,1
UK,153.80802577271072,A,-25.625646707208478,C,43.6304660089306,48.4395735469594,E,B,-11.52762976696885,1
US,50.64347674562701,B,-78.84017593514899,A,-5.406435897091377,39.73719731313765,C,B,66.53048883849358,1
UK,-70.22858697736355,A,-1.679039308039782,B,-26.787158137541034,81.48220906694083,C,C,-150.77223548454674,0
India,39.56987411631144,E,119.26191824576244,E,-7.826765363722007,-161.88297668012666,B,A,62.14429922120996,1
Germany,58.66189005137517,D,-66.77199067250847,E,-156.0278204005611,-65.61852774495242,C,B,-97.47720768460859,0
Germany,122.88395220643349,D,-81.67421353537488,D,187.20664370604175,-187.548931746041,D,E,114.07603050656019,0
Other,64.52010696688251,C,-96.75493548959379,D,-34.96759084757039,57.268175833567604,C,B,-171.54409278880667,1
Other,-75.99582038420228,D,-59.770668602273844,E,-60.45422056282233,16.25285338489707,D,A,140.4343062994444,1
Mexico,47.125806052985666,E,195.6549367485624,D,55.02288428939165,34.57652761764303,E,B,67.8608189044346,1
Brazil,-190.26208019223674,D,-52.960803120037745,C,-26.278879674071348,45.666841327568484,E,D,88.79992012218231,1
Other,146.18017530425496,C,-41.29417273897233,E,-146.5318332056754,41.08890623220736,D,B,228.31045428814014,1
Brazil,39.209100495167256,D,131.71518456222196,C,23.295398724746644,99.05286182750918,E,C,43.510594175938195,1
Other,-69.2847500135947,C,-19.69672420204548,C,-98.63619202696626,21.672519541782666,C,B,-28.037586817958026,0
Other,-11.028396441486572,B,-23.105524780822385,A,43.82126967196697,-209.12800326732034,D,A,40.86706962509001,0
Mexico,167.10244888280337,E,-25.529722540352335,D,-5.037480471106925,63.83736359714472,D,E,-66.74809865944964,0
Brazil,198.6063295190805,D,-146.6990328748381,E,179.24443511687892,-6.443504773566298,D,C,90.78962184106952,1
Mexico,-58.01708715723903,E,213.6068686563039,B,-78.63883508811747,139.03323955726398,A,B,128.46919366440187,1
UK,-17.155929064449772,C,-57.82200777914947,C,58.09557963963652,-224.90953038933782,E,C,26.08486312391508,1
Mexico,176.2343854692647,D,74.13763997573838,E,-18.13014166261014,-83.59423744257617,A,E,80.33453211700231,0
Germany,149.94941584558956,A,44.85098596676006,B,1.9561960796848479,44.932010066460144,C,E,189.41064505275548,0
Other,-139.60319310994248,E,-42.57001467656842,B,-38.947673147475825,-66.40264895683428,E,C,-121.04310919351428,1
Germany,-111.03315477508622,C,77.48012793859263,E,107.28974713532754,-107.2967056581175,E,D,-9.582998942614724,0
Mexico,-67.6138129642067,B,-58.10937411451301,B,69.55072525126693,-28.216412132669756,B,D,59.98064915385943,1
Mexico,151.9672752959057,E,74.04789616193416,D,-5.4228201328557635,-71.69295130051061,B,E,-55.97979598978775,0
UK,57.01647133393555,C,34.4920854010975,C,15.554159692941017,-16.49297626983599,D,D,79.7773527076583,1
UK,41.481574581749406,C,15.141104009456896,C,76.1633974537983,9.37292324332717,A,C,36.42947609357886,1
Other,-83.73559175564388,E,23.43909864192464,A,27.295758906897394,-31.545670289014783,B,B,109.34437320271209,1
India,-11.03140363557492,A,127.66981096188339,A,-90.64789564888878,132.03227885056717,D,E,-13.032181358223022,1
UK,64.87188296368936,D,-149.04551882820974,C,168.5842748047104,120.85361334427492,D,B,68.61753205055038,0
US,81.21502753761355,D,-123.487259008032,B,48.07509144417338,1.247825340579189,A,A,-60.17172962045629,0
China,-106.8403181920801,D,32.780653871688344,A,120.62457500880868,9.552305927596104,A,A,-4.975631738729748,1
Mexico,-94.99208305436737,B,-81.68320976116942,A,-6.892470334928419,-44.25626021214467,E,E,-24.69238197724983,1
China,35.57295430322644,C,-140.54744795972925,C,-166.9243270305771,94.41657503074538,D,B,124.87100094729597,0
Other,3.532272397387669,D,71.90182571568342,B,14.653041313936537,-4.08429712466806,E,B,3.1110735766169237,0
Germany,-3.402569999669177,A,-14.814239852558567,B,-4.566398107639741,66.84894123973154,B,C,86.87638678128836,0
Other,52.97973052361801,E,-6.073717393050183,C,-68.87018628365085,63.673833508784725,C,A,-89.14670308201642,1
US,-85.16770771241899,E,-48.04507938172531,E,-32.162764606267984,27.037541953513898,B,C,-204.300525562032,1
US,-131.58434986531833,D,-11.442779385210471,C,-25.82912190838981,-29.934503174191807,B,C,55.279525133770534,1
Mexico,73.24654361913846,C,14.161571821964133,E,33.853100813379314,72.38703884502529,B,C,74.44037400778257,1
India,-90.39829173424863,A,-18.856514922111494,B,-91.9531927514081,242.7274821812936,B,D,-179.96742205144741,0
Mexico,18.597831951769997,B,76.98102428420398,A,118.58305643504853,-64.11779075017658,B,B,-89.82134722995264,1
Mexico,-30.049638712645883,D,-39.16717926637786,B,247.77813541831097,20.176779913175665,B,A,-33.91015869050694,1
Other,10.109549976951646,D,24.68130158073416,C,17.859458524622738,-23.79169915938531,A,D,113.44555341825978,0
Germany,-51.55747910108984,A,-0.5170598911416435,E,1.6283545324014703,171.69859711581836,A,E,91.80120581999864,0
Germany,87.96092968688285,B,29.11009413348955,A,-93.06601565621482,-24.465380093612126,B,C,-57.97663417824338,1
US,115.71033157981657,E,91.04335756191834,A,5.163969298301661,-10.800923057097881,D,E,-245.71580973421788,0
China,-51.822907755705195,B,117.52532624641549,D,-44.7918728977703,246.58234594519433,D,B,173.48983639776995,0
China,-25.665794899595262,D,-55.505650501742686,A,-26.602579843513425,-10.24517308164255,D,E,-79.75898091197054,1
UK,-17.177702272057612,D,-27.11715146100101,E,94.12314901689112,-65.4284096410602,B,D,92.81322359774299,1
US,-160.23612468252972,B,139.0376541821458,E,-7.570848417309259,-73.47519972810767,B,B,-163.7353612712473,1
Mexico,-78.58370943941578,A,-124.9016213308982,B,-190.07805606075405,11.973058981289043,C,B,118.04988646890737,0
UK,63.011545599461506,C,141.854630314639,A,-152.37146648726207,22.22252534543814,C,B,-153.93806133895757,0
Mexico,36.35700930234575,A,156.27114628254873,E,94.30406661579292,-14.506590554653611,E,E,-113.18364018659095,1
US,-17.55060194763595,A,185.4509310995682,C,13.219478896994477,-131.58779259661068,A,A,-23.121329233886232,0
Brazil,224.0955806686347,C,-133.82382707599524,C,134.8086645133872,79.6838275100749,A,E,-16.427841272097766,0
Other,-43.09145130810116,C,76.6510048447496,A,-85.72035139455045,-1.4608935281359723,B,C,41.80343090780867,0
India,130.79218338125403,E,105.38297282878779,C,-53.011250005802765,-20.58684987341714,B,A,-72.13209809996255,0
Brazil,-188.27899031923064,E,114.42920278077959,A,110.78454638286021,-132.81533485679566,E,D,6.752679719045557,1
US,274.26771107264074,A,-64.36657184315125,B,-137.74093797902148,-74.73261848334297,C,B,31.259791746924943,1
Brazil,206.41655384432713,C,-37.16338106725393,B,15.469438870681856,-14.576479277312254,A,D,66.20443675930547,0
China,76.18472110619462,A,-72.56152773210968,E,-167.941936972588,-9.693463036795292,D,B,32.32801823337472,0
Brazil,123.45102477659704,E,139.50271013366157,A,13.544305193303636,-125.7838169235119,B,B,36.95074726851591,1
Brazil,-99.32973054215842,C,31.965067760610744,A,156.43186616182763,-0.8072443673470283,E,B,48.97784046214467,1
Germany,26.166470298040785,E,-81.27512727927429,A,-46.382434360020966,86.48726348368719,D,C,-53.25240967133195,0
Other,-109.950911725255,E,-103.53559525748837,A,-60.70047652861017,-28.682161430429193,A,A,-18.332863740791584,1
India,21.69581564183418,A,254.0243867216736,E,39.971838905110914,-26.939607456618926,E,D,19.334943154294525,0
China,95.95120925036137,E,182.07069095543565,D,-80.20698258652445,53.687374742266435,A,C,114.4799343081611,1
India,-122.26473242154616,C,-2.175772226704685,A,-106.48680997612796,-109.73403664380214,A,C,127.1978455566097,0
Other,79.63637841897119,A,35.24865201010625,B,-0.939824800998078,-37.17740981197125,B,A,-14.860899149021373,1
US,-24.26317539115026,D,-170.2755138040831,E,98.85340938822796,212.03725143256844,D,B,184.25894505115286,1
Mexico,-66.05971604722141,E,-2.006882321707271,E,17.39198846719414,166.9826214869381,C,E,-114.53705964118836,0
China,91.43291967790078,B,-26.20118510710064,C,-144.36209714277823,111.82265698952656,A,B,-93.56500841876469,1
India,-131.45181918952412,C,-36.78289528940803,B,-149.64583939206258,8.117620583783467,B,E,13.581954466473961,0
Brazil,-174.8667300397593,A,21.979775361614838,D,220.7372293357082,-86.33013802604339,D,E,100.64276945668414,1
Brazil,-296.6161796402355,B,-113.09247319612984,B,29.617485744938804,93.58401023476003,B,E,168.21800960013232,1
Brazil,-35.780168448382,A,205.57314969515613,E,86.15048426059084,50.13847451524691,D,C,7.377504662569678,1
Other,36.00121012372108,B,-268.66228233325893,B,58.60803297051363,188.5432883969948,E,A,-138.29501594278491,0
US,5.822645983759334,B,-35.66229740941358,D,-12.70868151438883,-128.4970270828746,D,D,148.44109365548647,1
UK,44.63313984813506,E,-124.23771102869878,C,-78.80019183909252,39.22236862440146,C,D,-55.817000391425545,0
China,85.20088860869521,B,51.83482457516186,D,34.85516714799894,-55.748004087669976,D,B,110.24290699620587,0
India,-17.589222983849123,C,-77.08025332369897,A,-120.57666258403623,110.69140855445887,B,E,44.530552504407424,0
Brazil,95.74435656280349,A,-174.84542708931278,B,-70.4906969427083,-121.39688589926334,D,B,298.54201087668093,0
Mexico,-98.64082288259995,A,114.09235117780632,A,61.87145637880527,195.25124486582584,D,A,148.9255757656885,1
China,-124.18704592185021,E,-158.6222104339779,A,-66.09946639118294,-163.57405647986636,C,E,60.19029483410081,0
Other,-48.86225427714766,E,20.18726815909582,E,-241.54630915570294,89.31645556284019,B,E,-12.579220697037135,0
China,-12.430887949406518,C,-7.084705002106793,A,-8.825970345584217,216.11552380120912,C,E,44.87173353675904,1
UK,-5.799790233843059,D,-47.02872270971702,D,-4.898114319347214,-107.37443848068884,C,B,8.402659632852366,1
Mexico,221.74472797000618,C,41.047952780115494,A,31.51213291820525,118.95848831701447,B,D,-81.24127912820572,1
UK,120.41231480048957,C,-4.650267527410247,C,-66.68731227031147,105.16087393730152,A,E,-19.367415626578936,1
India,68.70566914439856,B,-30.572114492783044,E,-23.17475832136515,232.3272750879561,C,E,-147.97337874643915,0
Brazil,109.21449984307709,D,-122.10782848806518,B,-79.01841525855244,40.95281222987673,C,B,-16.769859221828387,0
Brazil,55.06098061656133,E,-52.666200640884796,D,-127.51489668501446,-245.54422833304818,A,B,-69.81048916407802,1
China,-65.70601134366795,D,86.53116192764772,C,-8.396386454060666,1.9337172183040083,D,C,-139.63995118628938,1
Brazil,-68.53002637366737,E,-65.54666724189175,B,-119.4714534775605,-16.484372938519467,A,C,-2.1895391327229596,1
India,22.962477108997046,B,211.98359259780776,A,32.504641116042635,-6.690987530153669,A,A,97.1982413882432,0
China,48.96927438148885,E,-7.974778228096502,B,-61.00184621353494,-41.45251703648432,B,C,-100.28516521812445,0
Mexico,244.9951051454418,D,-182.70803258225135,D,150.6152217331532,13.041319030894666,D,B,5.74167540293419,0
India,-51.671007083015816,A,-5.1554703416544365,B,16.13292064083752,-87.72900014074851,B,D,41.86246462188565,1
Brazil,13.520455287131744,C,-147.47358561847852,D,202.29699567620833,105.68674734870973,B,E,2.2929921447315595,0
Brazil,95.15139041596734,A,-163.67280815047732,B,230.13457601174605,210.22726127564258,D,E,254.6657380737813,0
India,113.28373697840249,B,-31.376271458444023,C,65.77334755404249,40.38991555893857,E,B,171.95306256464426,1
Germany,-96.08152171798669,E,103.8672715834173,E,196.61487556743023,-27.051600606435272,B,E,19.7336068141343,1
UK,105.70933388496914,D,6.377753316237311,C,-35.175191675914704,-45.95045817857075,B,E,-27.314149026492895,0
Germany,116.44549756971018,B,-61.656767004664026,C,-141.2912017146146,180.0762128007019,C,D,-1.4371103342245615,1
China,17.775000507976802,E,-210.89333795079378,B,-108.43501407767545,93.79509141282696,C,C,24.77358996224533,1
Germany,95.62193093983045,D,-244.04574758235492,B,198.3811905984412,26.520982351567273,A,A,132.27119851475732,0
Brazil,-191.30446205015693,A,-14.476204371607688,E,112.55768480322688,3.640494071269784,C,C,29.542668824035545,1
US,123.69855722421606,E,-190.4555479030157,E,126.45566639368606,-60.541723314248486,C,D,7.783229297205536,0
UK,48.9027791127102,E,82.49332496797128,E,152.0920854964425,-1.1380720074190305,A,A,244.6300147238829,0
China,89.41810379554657,B,-1.4044974973775954,A,35.068686204311376,-108.91516638229726,C,E,82.69157908546705,1
Mexico,-121.52347018149948,D,31.140867673709593,C,17.25685142959403,-110.72746725468797,A,A,34.966956293393714,0
China,-29.39715455593693,A,20.07215100693644,E,-20.496414213049384,-81.11932809273006,D,D,-50.081984125260036,1
China,19.52005859259554,D,0.034040297174020656,D,-63.58320141291755,8.81312085230919,D,B,41.10774448121181,0
Other,48.08783305996747,B,-78.66682386506763,C,-35.66508447597611,-15.841370431393429,E,B,-46.11294146509206,0
Mexico,26.415800700942384,A,-28.469113339604924,A,64.37619717969892,43.20631067604416,D,C,-68.26800899821956,1
Other,59.57107023484682,D,16.37830584849956,E,180.50562310030125,139.8494974325053,B,B,122.04278199471395,0
Other,139.75511346519465,D,-156.04750739866512,D,51.61697326588992,-154.54792104251325,B,A,-222.47911589219126,0
