nation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,18-25,-23.51815670577089,23.347768392012455,-67.38442354645785,D,-43.06622368098482,-83.99044851327108,C,-48.361120373421485,18.54861888029368,32.977895047505335,0
India,51-65,123.06307422478962,-52.62457573487125,-154.35791005705056,A,199.92749766673768,270.8905656762282,B,105.39368938696505,-106.42962080519621,91.22239168980217,0
Other,26-35,90.64840337816902,-1.468368082600886,66.67564338514073,E,-55.49335811850051,-92.20882992565718,B,-15.709605426539525,-35.5961670746137,-133.39625769773883,1
UK,36-50,254.97254035997537,-28.094919890446253,-78.85059293741182,B,-42.205438359112065,-19.307985600279796,C,128.2682304746057,3.705440577597727,71.22645922648088,1
Mexico,65+,-80.14090866016384,25.335296906129074,-113.59488155943576,C,74.79959185432084,135.55410070811908,B,22.41299120375954,13.725064339209823,108.60136048932773,0
Mexico,36-50,82.71612256310524,9.400222675133744,-210.2007863470936,C,-3.7162919351161934,-96.49091791516136,D,77.10554074679268,-132.800170129372,-8.65255684989638,0
US,26-35,-14.333710206947234,-139.38506551682903,35.175299583881525,A,227.78662609901073,-158.0320720258158,B,-61.61906164174066,114.70678022659474,99.93884166572869,0
China,36-50,59.69655831486168,116.0457563092619,-58.098181831647054,D,-7.88531442202751,292.1797339092999,A,83.46407050599882,174.10208341948157,-11.877350535773584,0
US,26-35,119.6758713727149,1.1540021462669727,-4.556595603543601,E,-245.36041361222806,47.05917957691257,C,16.676958456777058,-58.75561100710305,62.67917368581131,1
US,65+,-45.76730212133118,92.16413664238937,-205.58913963196878,B,58.676992509256735,-81.54190470323171,B,19.005245919202487,-168.78214879557103,9.812485814610188,0
Other,36-50,-43.72496584140715,225.4092080492529,157.20111465024104,A,145.49177540329785,-20.12334581455486,C,-71.8911528900878,-72.90448734227014,-59.80974373509667,0
UK,36-50,-74.38861530335254,-94.21634262819138,-43.51933237523469,A,-231.65038425664136,58.88718908214723,A,-51.3098526576358,24.27720563961743,-165.80780746722652,0
China,36-50,-15.498390050897884,-202.69038008191606,-212.25485913179938,E,-40.999506073987845,7.646105032243862,A,77.4308520721971,-224.0553732928575,-81.00253030896403,0
Other,26-35,-54.12582935908017,21.774394820056198,169.240505538847,B,-105.12949524010082,32.7438556415974,E,-51.05485653989571,-60.754098816079406,28.635059654628797,0
Mexico,65+,12.11766431225588,-24.333636291612542,-2.4190267827306786,E,14.45858518604365,-16.360692820882157,A,-39.432628885600984,176.64648912406443,63.43417758925749,0
India,51-65,-38.3426962759161,59.45935561339992,5.012282250986045,A,-131.09078371441444,35.21630916583064,E,-16.23800386358047,-3.210204821832573,-59.62908173440987,1
India,65+,-9.92208491226158,-133.0920382318607,-30.484007435934778,E,9.11854967872621,-66.294158098699,D,51.71814999149863,-85.26506849137164,60.8410575185367,0
US,65+,-266.384789730661,36.5908064036845,-6.295249433378136,E,65.79609531792853,-162.39094245620973,B,-200.040181663804,93.28091035422811,-82.92665280826863,0
Other,65+,-79.32082143731779,38.079026740926835,-71.1316974623131,A,23.286181251567108,-86.53141982206068,E,-79.45889899585877,13.060834210179657,-65.67519449499176,1
Brazil,18-25,99.52437673795517,-27.168919565433498,-22.980964229004027,B,61.319610740563604,-70.64262428451916,C,-75.25920017934347,86.68070718387094,133.15791578060123,0
India,18-25,-26.766940875519417,-71.52114454181714,81.43134474767245,E,92.8097177901542,-95.13787293800439,A,-176.90915943613365,32.42190344373068,20.40562997405379,0
India,51-65,251.38199046515788,-0.6860933421996792,-78.43958395943784,B,22.05665813511846,58.075186498035436,B,48.36866740270145,-66.48559854643426,-49.30766025092271,0
Brazil,51-65,111.79900861886851,39.52668398652585,-196.09477645181164,E,-188.97782271022584,36.23426818989623,D,22.736946361253267,-74.48004062138935,89.45406759772074,0
China,18-25,-55.597141224571885,124.89362437770768,106.47195901403448,D,69.98496632322122,44.47576496871277,E,48.81018657507809,131.85202960701298,-181.34962458672737,1
Brazil,65+,160.53947704959742,293.026521447737,29.06636596602965,C,67.29769524735605,-130.71315471873245,E,-108.37009889639175,141.6762595462731,59.46502194782494,0
Other,26-35,108.14807074912048,12.719752865823647,69.88710280414712,D,-66.95618213879449,-92.46629286481188,E,-27.030953313606222,-118.1647648468928,-39.13174667934911,1
US,36-50,-41.28227271310717,-98.59322379594778,-18.716388337004826,E,42.8333881127082,-107.5618524074668,D,-46.18573843288543,-33.738651526969825,10.916990128645716,1
Germany,18-25,28.06665494101018,57.365563847977796,-68.76987044061251,E,-30.27067050706023,-132.42563540079465,D,-102.37967737001179,100.31252024643622,41.32420011353901,0
UK,26-35,33.60090634616878,12.909900284590533,6.094325487201424,B,56.474145736400395,-69.1328172055644,E,166.9328599074202,77.87041307646801,33.408685780671185,0
US,36-50,-266.2556664704041,-88.14970170826297,-126.59340878454238,B,21.53213764959525,1.3779646740498217,A,-76.91767210536948,28.377581300175304,-115.90748862158182,1
Other,51-65,-8.980606788884902,-64.2061079788876,-169.91408171391458,E,28.61278482982045,1.638023110962363,D,-18.84591737367257,105.99211758477112,-282.32731764263536,1
UK,18-25,169.10508116230693,-62.74928214020552,25.545711133805654,D,18.01299498607917,-76.77885845655081,A,-103.93730832624905,-97.62222861779023,-296.56045337585067,0
Mexico,26-35,-51.09628351856564,99.44120839603123,35.25910280452408,C,28.841756838077004,-24.62787121787736,A,112.23076817226246,101.67593088153468,144.1584917020506,0
India,18-25,72.96951943554072,10.582111537118823,-121.3125534723948,A,45.90629344360925,-97.58206112899894,D,6.7009511693651795,169.67352311193855,112.80027179860328,0
UK,18-25,47.29999306769085,-128.04542348580617,79.26601086911505,C,157.2471873715085,-36.71785020638718,E,-4.913997365494397,-27.93241796911951,-24.726695518230592,1
Mexico,18-25,-41.07817996226603,94.18777610984196,73.3591035975186,D,-23.87961553914463,-195.33891137134444,B,-119.70874880095408,-211.93859599332666,27.81434668500803,1
India,18-25,130.53016564952327,-61.819005667910666,-7.4601517058288405,B,-22.45455775339472,27.03326785836746,D,-49.96734708596548,64.56766292077835,4.319134563721838,1
India,26-35,196.59716334515724,158.10127749442867,-161.17284348849736,C,101.95839227187162,94.55030255774159,D,-127.09603792530864,-49.261314304885786,180.11454920120937,1
China,51-65,140.1432948074305,67.26383132839092,17.35096922074675,E,30.4840702660695,198.81776624810803,B,-185.6125080402231,-59.361740858752,-51.072383331223016,0
Brazil,36-50,56.42457440884808,162.71647087566856,8.601362372407564,B,108.09264682288857,83.4092616803582,E,-15.111899570864292,-76.22523684291103,32.65724269172215,0
China,51-65,-13.404056400621151,68.1218503812551,195.4833448134577,A,-137.9890290675288,44.07471009602287,A,-169.97120386082517,-83.2193328834641,148.86113902479968,0
UK,26-35,-127.4903463189738,-52.276705076124976,-79.29150902229385,B,169.07883024638576,-73.20716075844199,B,-84.75101226571854,39.038514262848096,93.02860585362474,0
Germany,51-65,-117.79135469380431,-44.425267742703845,-101.02460416671252,C,152.94084461634824,-0.9890153408915019,A,24.09062476591072,31.042674913610153,43.42281980505526,1
UK,51-65,27.269966765627846,38.535657107353174,-42.687830518717426,E,81.32619876530181,-68.89073096263185,C,59.78018470405797,-95.52912906695934,-100.34197964434992,0
UK,65+,14.951762096368821,-13.041784963827768,-25.114758331344078,B,-206.4974962258952,-51.98953288253364,D,-29.790487939307887,-71.81708779069884,3.047117048329502,1
India,26-35,111.49448450182365,51.958152480162504,122.88672310643105,A,-63.10924689983233,20.323192811773765,D,-12.789549930752365,1.0621057818731054,-97.25419554646805,0
India,51-65,-15.334735908790972,21.329723486719043,26.219935807326177,D,-174.03733725536114,7.905545648746602,C,85.85606150482828,36.309569497783336,-69.33995385944455,1
India,65+,104.77263049220089,52.85247850278755,161.05688458620068,D,-169.92218858896763,31.250682575368387,B,52.9664818903168,-186.93803591322018,-262.11116453868226,1
US,36-50,-57.96642113390935,334.12867605141815,152.2923254685568,E,-39.635809960716266,-107.55224550742292,D,-79.32826483592773,-156.04575402101636,86.8564320046682,0
China,65+,-56.318283698774906,89.08674431460526,68.38266857239007,D,-71.68192573834294,178.67161777482715,A,-3.645366212345025,21.509520814677224,22.867949219862396,0
Mexico,51-65,-87.48434708872199,-52.34122635122951,-60.484120349980856,C,124.9489480304914,-52.82765290481656,A,-129.58954508295884,-3.73076767893696,-46.949992325156195,1
China,51-65,-209.71138274944735,86.3494549369641,154.67336039817874,C,-194.0587016435814,-172.25324763639856,A,-15.721504085643856,39.126279231482044,272.3870255224657,0
UK,65+,90.5204650111332,-57.27680294306426,-107.47814659875459,C,-21.159282333150355,106.96574285835865,E,-207.44915558973184,20.617562930808344,-208.2131270715328,1
Germany,26-35,29.748370498770647,69.12771103768416,45.16389356121188,C,-10.255472241379687,72.566015040648,A,-83.28365446309238,-72.03242872365632,-117.29285899638691,1
UK,65+,59.44371060643648,98.33402259651123,-79.04492505766115,E,6.556528693584129,-178.56186639799841,B,-23.157655294864657,-121.23075340638198,-59.27332141529856,1
India,26-35,-93.87829056019214,-29.717012790490994,201.47069243998374,C,-141.1169266388955,-19.701062594708976,A,-124.47899269779525,-50.992058745606016,7.58761962634695,1
UK,18-25,-78.00492457412679,169.77907116594088,22.416126241372158,D,313.27689412122254,45.648906935956546,D,65.4561906998737,-56.52562325511743,-92.18954186544839,0
Other,18-25,41.7006748390942,120.58213050158353,133.49936366703062,D,2.5410439342056694,-150.56237113472278,D,-65.59960400997991,-61.382984610277994,-165.52649064721047,1
US,65+,159.13306786835355,-8.098426573066428,-36.67012654185314,D,-56.931065471056385,-121.95855965958489,E,-97.62302578145292,-36.70465599011066,150.18388090662532,1
Brazil,26-35,-143.4291386494247,45.12503834952299,35.142618657512074,D,-154.3569444164886,-4.530883338611405,E,-209.34966984066747,-76.390249812817,-79.64413075642402,0
Other,18-25,-17.764014166154254,142.51836814075497,-151.58307599403264,E,-103.75547143382977,-75.80887587065497,A,-274.04038519978656,-20.57694143890387,-131.86706339344124,1
India,51-65,-246.59460543873774,8.414133427449705,-83.17675037172121,C,-64.19112609731022,-216.86534054536017,A,65.65343773494227,86.20103728752723,-36.684828935870144,0
Mexico,26-35,80.86265946035599,-128.60071961778408,-205.01198942546935,D,-200.00219293752656,-23.982047852968424,A,-115.20203276106464,40.5236279721903,-20.791931033092027,0
Mexico,51-65,-21.45474087084382,63.86943708929811,201.23920180960818,A,101.12847725153182,150.03112209897967,A,-24.366608365405888,-60.413480265446296,43.585772268844316,0
Germany,26-35,125.97226861411515,6.040782081982739,-31.49011422319652,C,-64.02712585786794,-210.104216247395,D,152.05562867845794,34.88487649127268,89.59975739684243,0
Other,18-25,-14.547874475726141,-104.89795734677875,76.56496762842598,E,-69.36491984187944,127.03901678286931,B,93.68128229866485,-50.39099054269344,-67.1142570728428,1
Other,26-35,133.69130955726152,-84.13084112178117,127.03383378025555,E,-17.45499598581942,-50.43137919829444,A,-58.24707053939391,75.46956537953264,68.18260178240206,0
India,65+,71.16182040507287,13.383652413756666,-214.61561932903135,C,-22.746832966512194,64.03338441429369,B,-222.33810964851037,-116.11005718301033,80.04188216888336,1
UK,18-25,-5.286852540779983,-186.8218736710868,16.848790436339296,E,-211.28252439384036,37.72777886415609,D,-92.13876101187233,-124.1008933436176,94.19310771469691,0
Other,26-35,155.4885859727014,-63.614865771024064,-117.98642567567339,D,-140.60390054778,19.79316096345952,B,-168.49340060160876,-41.27466413357376,-98.97899258744904,1
UK,65+,-257.43252225991415,121.79828768144085,10.1398202847744,A,-9.181173031288784,131.96015362881562,A,74.43674537033583,-132.92158387732832,-19.371272666531407,1
Mexico,36-50,79.22003164660072,-97.67333938391077,150.43627287630562,D,-95.13964285445034,-131.50832944876848,A,55.95502794263643,59.07483156529394,141.9462739007333,1
US,18-25,254.32490794315677,-54.51976946276523,64.08101232510691,E,-42.596320252332376,52.945218314960925,D,33.75378607399889,79.9930818374536,-118.76557813243957,1
China,36-50,-7.138606668430493,-5.385583692766594,54.33055564659611,B,26.194878907435875,72.32650491169676,A,-23.563402068689328,-9.670927855654012,92.75065228418636,1
Other,26-35,9.975296746869965,47.273809258521524,-134.3338034506424,B,-57.90835490505465,-169.43717766093093,C,87.24719502931414,42.370374143716205,38.736717927672935,0
India,65+,-65.90469754634178,23.832464518642592,129.50707367559082,E,26.43700351260605,206.84963721334535,E,-39.019602031628,84.4715195986393,-19.50962929465006,1
China,26-35,-229.14261862600048,74.14502765180795,27.782938461003425,A,-226.17182556720215,-150.57249983730674,A,-4.983954540451525,32.766168704609626,88.27445483847876,0
Brazil,65+,135.5310233120431,-77.57898543466246,1.9501832129655647,B,-4.94977072988491,107.27755965762088,E,-20.063820012259654,385.8096500081916,-10.726963735555938,1
US,18-25,171.04351160323625,32.287393208879344,44.01539966655566,B,-38.23627132848068,94.92844022383586,D,-26.257457723820178,-67.9964231092668,26.301327808880977,1
Brazil,26-35,38.65784725195607,12.333464607683371,60.62037513784077,E,132.94503501145226,-114.98335376555815,A,-2.84363215545462,-4.239928330362755,46.64695813262974,0
Brazil,51-65,-38.300432534460306,139.23690419101337,50.748252302457274,E,114.75025598391902,-9.34010932492559,E,86.83711791016214,-43.75657140091746,33.67502474602887,1
US,18-25,26.66112579337774,61.982196885203635,-87.46848849873099,E,-30.21391803594073,-115.30568084941517,E,-65.31934314639007,1.7317115722790932,-20.549854459715135,1
UK,51-65,12.855508702800428,98.79015009799215,55.09671619815245,B,13.101975737397625,-69.93144586202584,D,-8.858051814992743,278.8708157202002,-65.1971423370721,0
Other,51-65,-117.17941905046727,-31.923338189270122,112.64287287238115,B,-128.17902125894642,-41.52369041878552,E,205.1475490429925,96.61045594350044,-10.065693092698634,0
India,36-50,60.29052651350828,-67.48790702821135,166.19205621333987,E,67.23889154121528,-95.75471527311493,E,-40.40627696521048,121.55298068449503,6.360074910218122,1
Other,26-35,40.047783711046826,18.83280669180988,158.06890147669347,C,43.86226319571471,8.416107045737393,C,148.46851907202685,-86.9250108491229,97.28539856112988,0
Brazil,65+,-170.14602656088596,33.36393722746719,-79.73127883941221,B,-27.509326072337903,-34.2910534805859,B,40.29287877317478,-15.514861025841162,124.05101544318502,1
Other,65+,-142.10315196816126,-122.99863230607416,164.49800590872334,D,71.96422441031086,54.11424910489531,A,194.7734171085584,-132.31803082033292,82.58103303372167,1
Germany,18-25,43.6605307288259,175.42193017326392,-280.05037549202643,E,-115.96480542389844,-81.78191841355455,D,18.9819106465388,-37.09711258881655,99.82665550199451,0
India,51-65,-50.478303979230546,-33.03085780230331,-46.664939503912144,A,-56.99604482358423,52.626855495451565,B,-2.450915686200641,122.31715824347343,1.4070974805065048,0
Other,26-35,35.25674632868511,99.5354556377661,65.03024710603583,D,53.232422239802816,139.60213227314838,D,-44.86809949238989,71.63265004791013,-22.265719315678055,1
Germany,51-65,-52.26595707640651,-70.08063932222821,-78.82094722151926,C,-81.91561468342148,10.208811767284228,C,-83.18533074247098,-81.48715768398009,-265.62915731934453,0
US,65+,-126.48733130185413,-63.59707128455435,-48.032730028190606,A,77.1795058063273,26.449340197404155,A,44.82739779683785,173.64125271933815,-134.29947528848592,1
Brazil,51-65,-78.71989500193011,178.9386002271606,19.103501605289708,D,120.61855989892933,-110.42020580327936,E,67.28004211639976,-97.36513652897152,-78.7361865680779,0
Mexico,36-50,122.0023046145738,-127.3633524169155,139.1884699890736,A,11.891888454595206,-47.18398916883402,B,-23.213496866972612,-47.70044885941028,-56.705895565577855,0
Mexico,51-65,59.897608616226975,-201.12599189612496,-73.40384245489177,D,-54.51087213434099,34.8439005966088,E,19.829118383914334,-77.16912826542206,102.17129821395044,1
Brazil,36-50,178.74507718590277,29.009917793616534,80.01169140658548,B,57.93347712758333,25.696831876996306,E,-182.77038833627782,-120.33815207773999,-68.35710789900324,1
UK,36-50,-127.4364949022242,-82.91469914608352,0.2954861663655151,C,-101.77653124320676,116.06083367023379,B,101.69573747141374,-31.252847657405297,146.63784905579195,0
Other,65+,39.60840643473062,84.17203925280134,-107.38763113261489,C,121.56911204871706,-164.19376901789073,C,179.33902625893148,162.80751933136582,-71.95373474970202,1
Mexico,18-25,44.19268495516004,-69.86867689335817,68.84746815328192,B,-108.97618054330638,-31.308936516009673,B,-121.7892991525396,-108.98241843252956,-81.29990273495304,0
Germany,51-65,-4.801724762798738,65.95686703941902,-156.92173132599424,C,35.42683035376644,-12.198874885448339,D,-77.49596004640179,-2.7063271962367996,90.30190565451869,1
US,65+,-4.4091173978838905,180.1445391912958,-92.37542430306218,B,101.79195916135842,-11.419461618288757,C,-197.5322986873176,-11.497156873262185,-66.70511902902273,0
Other,65+,-32.006262025013946,97.76778491423111,119.38568647534242,D,131.8145197766639,97.21931481655432,A,100.94545360888978,208.8760043184057,-7.299780828302856,0
Germany,51-65,-41.42493979624278,51.56960326182246,51.96107135837512,E,-2.171403514008053,-22.90758349513033,A,2.536562129030831,-101.39895734510809,-152.03580875086325,1
Brazil,65+,-86.56167633547905,67.78916684782502,-111.68208531290355,C,12.92178034448606,96.7883650532057,D,-76.8126523406488,55.417805540794404,-102.03524427951152,1
UK,26-35,93.51831895907091,117.68048520911847,-45.68309671248164,A,-1.5881754291232926,-87.71430684286061,B,58.580682887086546,94.56188814234837,-38.44022965148899,0
Other,51-65,-5.593141561546932,80.3123724314899,-24.499558920423162,C,72.31349569090203,-65.24196049620292,C,-11.041714853340617,-209.15898329408455,-58.83227643090054,1
Brazil,51-65,0.4272538624325579,10.927762231132641,31.03047679852772,E,3.8238759826959257,86.04927357150946,E,66.1580881777667,109.00103521935232,-5.492013939490509,1
Germany,51-65,212.27554016735638,-56.29927763881142,84.45962472778042,B,97.39542784090867,31.87998908519414,B,-238.7342294521888,117.478696263526,-66.40264221213201,1
India,26-35,129.15179990224738,19.23433410633583,6.217785158536319,C,-21.719626580371067,-32.22857459669188,E,19.938996474211777,-198.80333090792334,81.68381253617088,1
Mexico,36-50,9.508529332463574,75.12198574473653,33.540283349724234,E,37.91969279106712,-35.41011400955702,B,-167.3444308958913,14.348390117471416,138.31120110110993,0
Mexico,18-25,-15.722367804078727,-93.07237449880978,-37.64821830172378,E,200.71726225137715,53.04358993129882,B,-58.55329245203767,-124.83297986127144,102.14859429451222,1
Other,51-65,-9.70089206060321,-55.196045788324945,31.686011044468692,B,226.69672879111303,75.538427283674,A,11.919996366250675,113.8270378901566,23.993979892260274,1
UK,65+,63.135623806480545,-224.50352375852535,34.799690124443764,C,29.498932328301198,-170.41736757859053,A,-33.653764960688065,19.84723540575862,241.11719688026932,1
UK,18-25,-90.19588559567063,-17.194913565636046,-205.7559260609644,C,197.6804710905768,-35.029493376758694,A,72.12423319605254,-8.464739508030101,148.18401793941396,1
China,18-25,-8.187804498249722,-48.55477727749081,66.61101318365522,E,193.0481068474372,-131.22785575582617,B,182.48870901423203,-139.6380447012949,18.066763857737573,0
US,18-25,-51.61508884027138,-105.99197633980435,-52.76523729741896,D,83.08535214579061,-107.13546887201278,E,165.9713288993405,-132.77696955454678,-8.339500566909596,0
Mexico,36-50,-5.704207045461134,-112.4637978563376,-41.52234323179715,D,-177.49957375322714,-23.35426224861979,A,178.99162937978014,26.776120886428366,-51.126322529486835,1
Germany,65+,-126.097529991623,-118.41998214751135,15.61949070705736,A,-4.350782790706225,-3.469513290094949,C,-77.38259728165121,-93.0004112165938,-64.61077380540111,1
US,18-25,0.5739884376994617,77.62513610930151,35.058959384396026,D,-8.600443838901324,145.11418446626695,E,-28.19421739990749,20.081293875672127,-116.50218756069563,0
India,26-35,246.9515265268934,-7.448345182213176,116.97526585888289,D,-22.698664792837743,-159.2635212451814,A,-21.935629303212185,-22.589870929452832,321.3290890288878,0
India,65+,80.84775023036313,68.6780479109463,-20.557194520023536,C,52.965031292270325,-110.2609083967633,D,66.87563295159644,2.2425912107742025,-114.09479073077691,1
UK,51-65,-50.17638640353786,-72.97130732761863,-120.93080371081757,D,-231.0729258304856,16.46214054702415,A,179.60823663059836,-25.239831939844503,101.09709309789179,1
China,26-35,-84.20872383477649,-43.9622052270219,-82.75363005665707,E,-59.80749086160233,151.28985267836134,A,17.52196563028287,213.37988078615336,71.88830316020844,0
Other,18-25,49.91729612272714,64.827601780134,60.212748676066816,D,0.979369238853322,220.1695588226189,C,59.522294760618756,6.958926429085199,40.21117694043777,1
Other,51-65,-58.13398028972436,33.41648033165542,140.1543590572832,D,34.654078250026984,-25.968050021294452,C,160.8461995123869,118.69389257546499,175.11571049840663,1
Other,18-25,-15.938327390819165,-94.7176838603666,-186.4939305823249,C,97.43243027520755,6.250142443486967,D,93.66223468486416,-138.87264699324092,32.65904449801821,1
UK,36-50,-66.78976954979727,-75.43508237588918,72.09148157553244,D,82.29327808213586,32.03932773086147,B,139.79240414431376,45.68340219539373,-41.929194838451245,0
US,51-65,120.26582281622763,-17.854522566589598,27.83723849606926,D,-101.70939392276838,5.878600902291439,C,-10.656756506603369,1.6301598977133291,-129.58840104585687,1
India,51-65,-79.23800476423574,47.3323751534092,-144.0929741848888,D,139.68902370811534,-2.2119964246091834,E,50.891563937645515,97.14032741598419,-149.5899792836976,1
US,36-50,199.10698158497527,27.040928973752443,32.26172310274288,D,-133.37171930572336,-32.39163107607831,D,-5.930136964226951,-20.610692026175347,-20.712619426317485,0
India,51-65,7.882792053694996,-187.6168378780407,-82.50097932052614,B,-110.81597320343516,24.1699915562847,E,28.763842158457393,-23.892174788777982,16.65405578399374,1
Brazil,51-65,83.14410779985877,-29.08816102434048,-6.296757516882299,B,-38.941052713792175,-97.12348348513241,D,32.38291556411722,7.94856899953836,47.88036621700697,0
Germany,18-25,-76.81384510911383,18.988036278546513,-102.82466919460882,D,-81.46491569894931,-63.27723213926636,D,-21.263040200935414,-6.789598521059265,-35.01007890037176,0
US,65+,-85.926044444934,71.13152855028886,-20.94367050725324,D,-96.679748304622,48.48307431321912,D,-106.98939043381841,-197.47439246535484,82.23645121740994,0
Mexico,65+,-142.26974465583604,41.40843207147876,34.75469396507492,C,-23.633411767892465,245.63733865084504,B,55.04939549398829,13.187943879874222,95.23775761763973,0
