age,race,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
26,Hispanic,Non-Veteran,157.11209574237722,-40.52894674744854,E,25.32029239807872,B,77.22923433050212,E,E,-24.951912369028246,190.19847256362726,B,C,0.9472213070651129,D,79.430088589481,A,E,1
40,Other,Veteran,-89.309611744794,89.05019398357804,C,-56.50901358028303,D,17.871231369773206,D,A,-136.55399363997049,126.8261391095563,B,C,110.15452496228015,E,-194.70975049862452,A,C,0
19,African American,Yes,-37.14681162721574,-14.763298445451154,A,3.5041928278333088,A,93.17759340570562,E,D,-45.90559222157186,54.27589508433246,E,B,-72.22780173944695,D,-47.014242044473356,E,D,0
33,Hispanic,Veteran,-8.865062885018089,58.08080239913619,D,-104.40198675591832,A,147.1631162828908,C,D,107.1044608487741,27.0725401894915,E,A,98.43557099005571,B,-127.26160091406322,A,C,1
32,Asian,Yes,70.4171772693874,-27.123408766239297,A,58.20818549989213,E,157.48301712153713,C,E,80.94543262711072,-18.00238600028431,A,B,66.94604990485233,D,86.87723405067571,D,E,1
39,Asian,Non-Veteran,19.820129308150154,89.32449472557444,C,-76.01551240153226,C,-106.08022234795445,B,D,53.835782447531756,-98.39967468976761,C,D,16.987877765665115,E,7.935904927049883,A,A,1
38,Hispanic,Non-Veteran,-61.01931471063862,146.90996685979388,A,29.603940813405856,C,18.85394572280019,B,C,-43.148884874245354,140.73824652198982,A,B,165.9281825734584,A,-23.569126050322513,A,C,0
28,Black,No,-76.16269756344379,-20.802607807904018,A,-52.23840397560154,B,95.5728899341326,E,A,94.44407736166959,253.8201829739073,A,A,-23.0927303072691,D,183.91229881352814,A,D,1
64,Hispanic,Veteran,29.557036464890295,25.76456469373391,E,-32.2623095541276,B,11.069966734485625,E,A,55.80615323216204,-107.53134070594679,B,B,17.69434576394747,D,-1.343055290056752,C,B,1
19,White,Veteran,23.777168759385813,-37.1675095231999,C,46.06319981615205,E,-65.99476549118508,E,D,66.74382763485131,-53.48474138014966,E,D,96.95948190530153,E,-2.0632180836364222,B,D,1
49,White,Yes,-127.06587349883311,-284.3582610464532,E,155.09342089699373,C,80.27813238047084,E,B,19.693384528144403,53.08120925180354,A,A,-41.567472611243126,E,-151.74352318691342,D,A,0
24,Black,No,-52.63532642759575,-38.20384389365661,A,151.7232081212175,D,-39.970784435357906,D,A,-122.55355100591734,-171.1383221293104,D,A,216.6711305525855,A,-0.32414689355306525,D,A,1
66,Hispanic,Veteran,-81.31969037516292,-39.49546611002425,A,328.09501647418574,A,62.6026059317876,B,E,-104.78772851535965,125.1797733907439,D,C,53.12416215354615,A,-85.87094512208225,D,A,0
21,Asian,Yes,72.66893770360792,10.055154792449143,D,-163.8119049058121,B,137.86996713484288,D,D,-43.62907607564179,59.79550640270479,B,B,184.10661950491271,B,-44.239896130200286,B,A,0
39,Hispanic,Veteran,-201.0949288972231,31.549091349633795,C,92.56448986062394,B,116.0733698578148,B,C,18.349034198540703,91.47179083547121,D,E,-41.44921518988738,E,-22.147002846183877,C,B,1
46,Hispanic,Non-Veteran,-21.241734738853626,-83.99635751269162,A,-34.92646504764764,E,39.653955244011634,C,C,-51.31039543160838,-37.84942617911052,D,C,-140.4673846215052,D,-6.181462685992443,A,A,0
36,African American,Non-Veteran,106.83930639924202,7.000481759563,C,29.097531924855225,D,-83.28728459083572,A,E,-14.072607639514132,-2.737537520646688,D,C,-27.3076254934037,A,-214.40562660850918,A,D,0
33,Asian,Veteran,-117.06312765030728,123.78547532361183,E,10.801422542548613,A,-82.61739721743017,B,B,-161.02835360036215,113.47693033235966,C,D,54.30341853345787,B,-41.391900144339324,B,E,1
67,Black,Non-Veteran,-28.161497600208435,66.88774686180369,B,-73.79321012843052,E,-108.90686934489575,A,A,101.9992430128105,-12.331208512042863,D,B,9.26145645490176,D,-135.0182502596716,E,E,1
70,African American,No,-26.676527718614608,-166.17664044848095,C,97.42610165531264,C,29.687127190153323,E,E,-32.25574967455361,138.44494582677223,C,C,-89.85150294800498,E,37.44551311758211,A,B,0
72,Other,No,169.8711352509997,153.9544213420028,A,56.12623954174476,E,-98.97065337260008,B,E,-37.03393809748927,73.76999928510659,B,B,-31.96037368431639,D,120.96858806273025,D,E,0
76,African American,Veteran,100.27638897636406,-207.56203658639944,E,35.686935243633,B,-25.984333909185846,D,D,-150.60818451508263,-0.48531536762641697,C,A,15.245869487036723,B,51.06496916741089,A,D,0
71,Hispanic,Yes,-124.91985509241132,-41.19240804817457,E,50.967515754814215,C,15.306553603838378,C,C,-165.26025836249502,-163.86124119947578,B,A,16.35825333905861,E,73.71713181957189,C,E,0
51,African American,No,109.62432741480377,-51.1587873263926,B,-0.9646702369369952,E,-45.798360845505144,C,D,-41.486885437336966,70.70105885415819,E,B,-131.97596235097265,C,67.84104736458038,E,C,0
79,Black,Veteran,171.79817982391012,-41.06221238678269,A,152.19111858939675,B,62.685288756555714,B,A,-136.0850835648537,56.877090245830985,B,A,57.444107777835384,C,62.015074370797066,E,D,1
65,African American,Yes,79.15777163215087,-228.71467357158167,D,-65.27095590736593,B,-95.40651647801735,E,B,-13.19081375708697,-186.49734684609257,E,C,-114.3987707005586,D,38.308677625376276,D,B,0
56,Asian,Yes,122.25512827989454,181.09162105316582,C,118.76879060759971,B,-139.44556895111836,C,E,66.90909651583803,-145.34060678193202,A,B,-44.920930108796675,D,-70.88644501456564,C,E,0
34,White,Yes,-98.26770337318987,-242.53938142051535,B,213.44641360966023,E,-53.753606321898985,A,D,25.44755408959407,4.974810229040095,C,D,132.24145989846426,A,-53.456233107718845,E,E,0
21,White,No,54.16373253247364,140.97540600432833,C,37.508844008639514,A,-20.814427257672723,D,B,-213.9331519377685,93.87235400708278,E,D,231.46142418116784,B,28.502695005305124,A,E,1
71,White,Non-Veteran,67.41632973818604,106.53562587473976,D,-176.3787615755179,A,0.1809329791340503,B,D,-63.227725015663715,-25.89195400103711,C,D,135.56721257777974,E,-135.46966565741036,C,E,0
63,African American,Yes,72.40354036044728,-7.635934214513863,A,-5.782114973800651,E,6.953192497741448,A,D,99.35498197854814,-2.8197249244050213,A,B,-5.047796818533564,C,72.09310597517248,B,D,0
58,White,Non-Veteran,-136.35813311550115,68.79756427574884,D,65.45683354053486,C,47.10791034979259,A,D,-25.13862158123344,-82.84862345708255,E,E,-59.997186619826294,C,-165.12458317304666,A,E,0
67,African American,No,35.38589968857927,81.23750375687945,D,-12.775994444626903,A,-136.1103703899776,B,D,41.071637560778285,-201.6946871470888,D,A,190.69468379476407,C,27.374256563691617,D,B,1
24,White,Veteran,-31.018315420290588,11.108077096735771,B,69.0097931868312,D,29.821377355020452,E,B,-68.76527123184836,145.07224568184716,E,A,-45.05795628157769,E,-111.56675154890436,A,A,0
29,Hispanic,Yes,62.18587872575812,-8.26787310298866,A,25.1790446589034,D,19.977612641679755,C,C,-28.007547451927913,30.705057071868776,A,C,36.28885666499313,E,100.92818603246161,C,A,1
73,African American,No,-3.698630337838077,-48.398406683787954,C,119.39408568543739,C,-136.25055176860607,A,B,12.078735049399201,-228.23070244616676,C,B,-10.365200228422832,E,-17.24613037876372,E,A,1
56,African American,No,35.9894372430961,32.37698763034427,C,47.680912833152775,B,84.28036113646627,E,A,105.39226829854078,-34.81146228429227,D,E,-126.67440889711162,A,26.523349971912985,D,E,0
31,White,No,68.59171748758914,102.96954985546101,E,108.44682298208907,D,-70.69082824755272,A,C,57.660627348382874,-65.64638807211637,D,C,30.55470725592911,E,-4.868610066668315,C,B,0
23,White,Non-Veteran,-1.6240203730852438,-111.57642841733302,E,150.090171848569,D,-119.75444727225056,D,A,77.34496535241924,110.56987279189894,A,C,-15.684777485841177,E,-154.6650976146469,A,A,1
18,Other,Non-Veteran,-59.42040593002172,-105.17557646030524,B,-89.98937782003075,B,-76.59423685988403,D,E,114.95141487396563,-56.862457298336565,B,B,-20.0786738832139,E,114.4784622331424,A,D,0
65,Black,No,8.563951660426472,53.32082760792629,C,16.9177791834754,E,-101.10757853808983,B,B,-53.19733082345538,-80.99450755178805,E,C,-79.36485081774978,D,200.3678168786021,E,B,0
59,Other,Veteran,-0.8513029158791173,131.99768278545514,B,-109.67602866513107,B,26.580249174983244,D,D,2.0808796061672004,152.17743065733586,E,C,25.743039581498785,A,207.8713849891943,E,E,0
19,African American,Yes,-12.205478908448566,-17.600277753425118,B,72.48474151977148,E,54.07707850067089,A,E,-154.5713570141443,-40.22089215056292,D,D,-27.4059574881863,D,-226.14191700903442,A,C,1
77,White,Veteran,-37.44232896694673,15.684285128082298,B,74.51925559807657,E,84.3037057003565,E,C,39.55832715325931,-148.2489536094732,B,E,-53.89678080260796,E,60.99002776466048,C,E,1
75,Hispanic,Non-Veteran,-11.489371419110824,-11.465386318219487,D,-50.033557935282545,E,3.400263642372492,C,E,112.94065371477498,-48.14604972222112,B,B,-63.79496424188326,C,31.87034895712893,B,D,1
76,Other,Yes,112.12248612845899,148.08948680498918,D,-210.8136268858373,C,-29.680925742276514,B,E,3.1677158232406923,-49.74909506820172,C,B,23.073846079257088,A,-225.31220958332833,A,A,0
56,Asian,Non-Veteran,139.98898262643803,-103.98813660983,A,-97.42906538094464,E,47.027735142843966,C,A,-42.03124598896036,50.952757903774625,A,B,-23.82671892111341,E,-157.16059910340988,C,E,1
50,White,No,23.691013176062288,-73.78767172159125,A,-25.853349796958558,C,41.9364098122645,B,C,-17.082804639542694,108.08416908705327,B,A,52.30408514375501,A,-4.487765011799767,E,A,1
58,African American,Yes,-17.828871551460328,-102.305062071955,E,127.61391596500009,C,-144.71030754045427,D,B,38.58527054445555,117.82357583478694,E,A,78.43608811848509,E,114.20352769980258,B,A,1
53,Black,No,196.26645587418804,37.55861098802733,C,-104.1890296601623,E,20.740740600384807,E,E,-43.931091020106656,-125.67586436835498,D,D,-57.68907023737172,A,113.44771502298686,B,A,1
50,Black,Non-Veteran,-44.18337152540748,97.85177831578059,C,315.16050672968845,C,-21.710146010953164,C,C,45.39248073027172,30.94600297103191,A,A,66.77111703081476,E,-105.6622804517487,A,A,0
19,Black,Yes,25.099326139537244,-6.990201869888696,A,155.4043436172897,C,85.19576054211684,B,A,25.69238384616802,185.5757582285031,B,A,-14.013321536594066,A,-100.65900564826944,A,C,0
30,Hispanic,Veteran,-95.12797082845931,-6.048935327156032,B,77.34524710361251,A,170.78821954872944,A,A,82.37189026599366,87.43474464023339,D,A,-40.332430073037514,D,-92.67490442706216,D,B,1
48,Asian,Yes,-31.524048863961614,4.5109359105576345,A,56.14371371745208,A,48.37633549566842,B,A,-87.12845824774101,11.15773837109363,C,E,97.59411961309821,B,18.24827622103004,D,A,0
61,Other,Non-Veteran,77.05672004805167,-69.5451823498917,A,-98.23661119058067,C,127.5337493595497,C,A,16.980008748789,-176.62035420357043,C,B,14.109511378118746,B,-102.87017879064064,E,E,1
73,White,No,69.9130328893864,-129.9872154536825,E,-136.47880370327584,B,-140.11765230050358,D,A,-142.63559710233997,74.33656894869715,E,A,-167.08840601587283,C,-1.9934750417331004,B,A,1
27,African American,Veteran,32.038014966294604,-33.404579355024175,B,-99.66180340434835,B,-33.24089732804856,E,D,-90.26626992451322,38.97317483023713,B,A,-68.04382747622816,A,75.55213219784557,B,B,1
24,Other,Non-Veteran,13.206632580874517,42.36682999911754,D,148.1433450100704,A,15.363843355219947,A,A,-102.92981929285219,-77.41173669918562,B,A,163.3401578299462,A,20.967273913746403,E,E,0
19,Black,No,170.9136197580514,91.55539499192929,E,65.72558564203783,E,-140.29122524874117,D,D,156.31603420529316,-32.30414111400086,C,D,-37.13477076117122,A,44.26495391192774,C,A,0
64,Hispanic,Veteran,-82.12795525281113,-86.20902383569214,C,-54.93427276725495,A,61.51708086017101,A,B,44.74875414558211,127.8260635439113,C,E,13.734152143897271,B,109.9766599519454,D,C,1
56,Hispanic,Yes,61.31326164412191,-128.18438257484348,A,-17.883274939983185,A,-99.65683948805734,B,C,95.16351082924092,-66.84994371430388,E,E,-31.381748068109154,B,6.913936158673114,B,A,1
25,African American,Yes,-26.93062688301288,-73.58575096429047,C,-92.2063213018916,A,33.39085723794668,B,C,-94.8705522922415,-67.37493984845469,B,C,70.42297720249488,C,-72.59099193664704,B,E,0
30,White,Veteran,-4.766659310042725,-54.25032682344458,C,78.88181571070355,A,108.09219905667315,E,A,88.13111887616446,54.9437566255373,E,B,-116.2432997013034,D,54.626084472239675,E,A,0
27,Black,Veteran,13.953283399999266,144.6437474088517,E,-4.681123748754205,B,207.75224106304302,D,D,78.77450767814322,19.206665795367623,E,A,35.95243289787888,A,-74.942913278943,A,D,1
35,Other,No,-30.227132397439465,174.38023037871318,B,60.5261021440227,E,137.7150026349624,B,C,-81.60383602549601,25.35384039218108,C,C,-94.0128393147336,B,-29.64793581329469,D,B,0
