birth_year,disability,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
42,No,18-25,A,B,-61.07423633684468,98.48861190730291,59.639587217016086,-71.91745644366796,A,-124.52136520871034,C,0.4372515295872488,D,A,A,0
32,No,36-50,C,C,-7.34810510798098,59.884258569599915,-30.74489275059877,39.6690051011224,E,32.854519840544995,E,-164.62782952120386,B,B,E,1
79,None,51-65,E,B,50.90069030438201,-133.18770399014662,-3.3661094768033175,221.82214120400573,D,-110.47907869648432,C,-77.90013066993554,E,C,A,1
33,None,65+,D,E,154.63482630481545,112.8152454271658,16.690389688718234,-13.827556100596961,A,-59.829750853971476,E,29.56512534239537,A,B,A,1
69,Both,18-25,C,E,-44.10681986627668,81.38886837943421,61.647993001863036,-193.07936410788446,D,104.28064416193881,E,-117.01145232694601,E,D,C,1
54,None,36-50,C,B,-151.93048599306613,-27.534872077607154,90.28828501062394,59.85352987986675,C,-148.9405261819867,C,-114.02482948118482,E,A,A,1
49,No,18-25,B,E,-56.792065246320256,157.4127001083544,89.64355885303759,-8.854754070549914,B,100.13203810303222,D,23.534189815966723,E,C,C,1
29,None,18-25,C,C,-207.1225980315166,3.7695889785557926,-123.33019728915056,213.41829589735767,E,44.50426561038683,C,78.99959761132453,D,D,D,0
65,Mental,65+,B,E,134.70663585545356,-145.995257820299,22.155022022711545,37.00238535166609,C,-168.89308360678748,D,-165.31951002603597,A,A,E,1
69,No,65+,A,A,-221.32141611666674,-41.00114572277873,104.23819526037263,141.86554870322036,D,29.861508822416955,B,-80.49441187402225,E,D,E,0
76,None,65+,A,D,-251.72610837846298,21.126928225731152,127.75654350049221,29.96172049361042,C,167.83781092157798,D,-73.47125540830913,B,E,A,0
54,Physical,36-50,B,E,0.0908229049240268,49.34406863206719,10.239683733272312,77.74616448690558,B,-87.1219206875532,D,122.2569211164083,C,A,D,1
36,Yes,51-65,C,D,-15.03040340717031,-199.9816169824446,-47.72157901415254,129.64582151969074,D,55.30354151068132,C,12.904213111498144,C,C,B,0
45,Both,51-65,E,B,-60.86147076193028,-31.60495973379616,-70.32182018991378,178.3500016662368,E,122.72846700381277,D,-33.08504201103983,B,D,D,1
73,No,36-50,C,A,-108.46255203480514,16.47633912273471,-142.88234907821845,74.27455104066053,D,-105.66278797998392,E,-94.48158118592833,A,D,B,1
31,Physical,51-65,D,D,-143.95573897328782,19.11408631785002,54.14687874915928,66.3806639118912,B,-9.700919180236902,B,-61.90316860478746,C,E,A,0
53,Yes,36-50,D,E,-12.35387343529242,-85.97790878078743,46.709007096158544,63.086688603967865,E,-35.539397240883716,A,-111.97275589476227,A,A,E,1
54,None,65+,A,A,-6.801822499732547,94.31763858817165,16.102955207549726,-201.29727715822057,C,-22.85638483633309,E,-27.44950154945463,D,D,E,1
69,Physical,65+,B,B,24.368308220583465,-64.22794181292423,-102.38433191139993,-106.18286757235708,B,52.08391559609217,C,119.60804034198227,A,D,B,1
34,Yes,65+,E,A,218.0117921143684,-42.10555424705322,28.358084185566074,95.76449177048598,E,28.31118106723556,C,47.53169413415523,B,D,A,1
32,None,26-35,B,E,37.30098954309929,13.872426306080744,-38.457279048189626,32.98539100610636,D,-31.733302414478025,C,-9.521367938389309,C,A,C,0
27,Physical,65+,C,D,42.741442537238264,67.69426803152291,-26.90520980468238,24.41764960412174,C,97.72605254178306,D,68.92672026836146,A,A,B,1
72,None,36-50,C,A,49.27213010677752,-72.4615061619375,46.44716958711971,205.76828472323047,B,39.780434116864996,C,70.01051355039624,B,D,D,1
43,Both,36-50,E,C,7.703345324714625,46.71412069408654,56.808248075259094,54.171361141316034,C,5.460927898598431,E,-103.20336748870045,B,A,C,1
23,Both,51-65,C,B,8.118772061782268,-71.77346904576359,7.585528499944877,-14.836366968985063,B,-26.239822064437735,B,129.6033227552527,B,B,B,1
40,Physical,51-65,B,A,-53.02010363859504,31.235695633691833,95.47460696471389,-46.22989127397912,D,8.879736610750756,D,-8.12411587439561,C,E,E,1
20,Mental,51-65,D,B,30.10483865674888,73.85839482843035,90.50218253898991,43.37219569530907,C,-57.4527808581951,B,42.52405846700556,C,D,A,0
70,No,65+,C,B,81.41252485181963,-244.09175798807533,247.7011140623383,79.24706163708879,D,143.22635320097012,A,-82.55674529916126,A,B,B,1
70,Physical,36-50,B,A,-159.43033092829236,88.09217595203877,228.42071266114266,16.107391897441822,E,109.6673465543665,D,-16.090245276038644,E,E,D,1
46,Yes,51-65,B,E,-74.75499653664406,-18.83729236905467,90.23794962094833,15.901391180250988,C,90.72637238435873,C,83.37815650178365,E,B,B,0
54,Both,51-65,E,E,60.2764031908106,-18.29661388445165,-143.99162395333627,-263.43544510734137,C,19.420450235037634,C,-23.745981749313565,D,B,C,1
24,None,65+,C,E,69.94103566168805,182.73611160465114,165.46781130237994,-5.938738529054945,D,176.74438708363311,E,-52.142052175490086,A,D,C,1
76,Both,51-65,D,E,51.21740114958531,119.75404723163146,27.276729288682546,-108.22334910601361,B,-47.5830489100602,C,-187.49422109285854,A,B,D,0
70,Physical,36-50,B,D,-3.717833592418286,-172.73329001902906,118.73226126012206,4.911128756104235,D,42.61874990152702,A,-53.11976092728442,C,B,B,0
45,None,18-25,E,E,-204.07951601071517,-2.8872845138872725,23.57018341515084,-60.06470927142312,D,42.393797013865516,A,42.35499060543346,A,B,E,1
41,Yes,65+,D,A,21.59247420437346,172.4927610153676,-180.47227149063093,-176.42481534923536,A,44.72642817365007,D,61.64315155196448,B,A,A,0
53,Yes,65+,E,B,102.67525819285224,8.017142465052462,-70.87421142687353,33.1653527479397,C,-56.5591594026767,A,-29.86586009877779,A,C,E,1
20,None,36-50,C,E,51.00436557120263,24.849565997963136,160.3462647344849,23.93180032870923,C,123.94171391105063,D,-144.6150735215833,C,B,E,0
43,Yes,65+,E,C,94.99646901360931,-43.531366209341584,113.60082078224866,127.57080801896609,D,-78.41757713622918,A,19.437157911491706,B,E,D,0
21,None,36-50,D,E,47.579064523946315,164.98733165505155,27.313160144776482,-30.586540615640303,B,-192.5962944880159,B,-28.67893812557421,A,D,E,1
31,None,18-25,D,E,-24.55944799498443,99.54170650078336,-72.9600151625427,97.33666507626654,A,204.12501481312435,C,2.1989157279182754,D,C,D,0
53,None,26-35,C,C,8.729645514483607,-150.00730371391387,-76.75202532120144,-124.08352015844389,C,-58.60474668610676,B,110.81531375513649,C,E,A,0
41,Both,18-25,B,E,-109.47063584152778,123.9292671886022,-14.212723322364232,-181.4267214922137,E,234.8487627491843,D,-20.862700117016082,B,C,E,1
34,No,18-25,A,C,-122.82511799723457,66.88269548946806,88.17149987224279,82.28954415961162,A,-24.49345656662036,A,72.27571550588662,A,E,A,1
25,None,65+,D,B,169.42178613902044,153.42512786232282,63.16679353196674,78.96009007627678,E,-48.679420975500804,E,98.90592727708626,B,C,C,0
18,Yes,26-35,B,C,-120.15205428106906,49.5859477435297,147.0615784046399,74.3971276126249,B,-108.93772865131568,B,6.8137725188447655,E,D,B,1
39,Yes,18-25,D,C,104.30054069984998,-2.4865067315294356,-58.423168017128425,-25.439670282292603,B,-146.87634470829164,E,63.52964130954272,C,B,A,0
79,No,26-35,E,A,144.78105722369838,-62.26723281097063,110.564954806776,127.45417805919111,C,-134.96536311664056,D,-4.7920636472095195,C,D,E,1
42,Both,26-35,D,B,-211.91583576651573,-67.47178536088354,-92.17265870442087,-152.94634310993592,E,160.4688303487254,C,-50.672884643412466,A,A,A,0
47,No,36-50,C,C,25.084862842400234,-185.8075659669094,-102.97647610247999,-67.09248177198933,E,-41.798949472101945,B,117.26721783059033,D,A,D,0
30,No,51-65,A,D,166.2839264610452,-155.20245527210193,38.327238725919614,91.2758030621957,E,-105.36427199654325,A,119.44380160169392,D,B,C,0
75,Physical,65+,A,C,14.283328306823199,8.506211085444937,-104.9782732847817,-156.69170166901887,B,-93.56032541888959,C,61.25406534315251,E,B,B,0
22,Mental,36-50,D,C,13.26095878896899,107.18743952032368,-8.665722090793448,1.0655733376128342,D,226.33379649368086,A,48.35875090470096,B,E,D,0
50,Yes,51-65,A,E,-75.39914905347997,61.41573449195493,-70.46883408245007,-91.26251818473499,E,-16.876785348110836,A,-32.128882535489474,A,C,D,0
65,Mental,51-65,D,B,100.4805544933593,80.40738208670483,-136.03778968880985,96.7564030582618,D,-133.35263968228435,C,36.34739891858334,A,A,E,1
51,Mental,36-50,E,E,-65.85335684844159,23.740753919544215,36.470044390961974,284.99875298290425,A,32.545536333923266,A,-4.189635761331497,A,E,E,1
27,Yes,18-25,E,A,135.66757991879393,178.17601383931822,1.8038126705373512,51.94562076010022,E,-9.136722272258796,A,-84.01761524598267,C,E,C,0
26,None,51-65,B,E,47.91109157166215,138.30676112537182,-148.1266867799459,71.7477898115876,E,43.92297781020864,A,5.735543635131733,B,D,D,1
44,Mental,26-35,E,E,-54.71968359394464,-26.350578117451885,-7.678605311575792,23.674979422068628,D,142.1098175177078,B,89.48602716430393,E,E,E,0
68,Mental,26-35,A,E,206.98604325485016,21.791558915503998,93.89846350021462,-77.24800048549194,C,91.65949366385286,B,104.45634196348095,A,B,C,1
57,None,18-25,D,B,-12.309094151690175,-23.021476650842732,-84.65289309890292,-77.87402464390937,D,-15.573873375391898,C,-142.01437024834706,E,B,A,0
38,Both,51-65,A,E,-138.99126726325576,85.58531061564278,34.84175713745511,-78.40892914251074,C,-239.50847510090597,B,-33.40682378525771,E,E,B,0
75,Mental,51-65,C,B,80.36880734125906,170.06449093482752,130.3483021190811,-30.61168800944511,D,-113.0998503698311,B,138.1502620385851,E,C,B,0
55,Mental,18-25,E,D,45.66812966598866,-12.774346069949924,-106.25057413694104,23.386017160301005,B,-16.930974411902067,A,105.86262702420328,C,A,A,1
50,Yes,51-65,A,D,71.17514097323749,48.503676864355086,196.28910267968976,-92.13424399081643,C,69.09253408349055,A,28.103108591831678,A,A,A,1
33,None,65+,E,A,-36.535846214873416,-56.39126822189132,159.05963320559042,-50.58874549292446,C,168.1574467450491,B,82.57814603545287,A,C,A,0
60,None,26-35,C,E,-60.184134414918134,-51.15852540322161,-17.422971235054437,-18.03662425926092,E,-36.42401103759482,E,67.80889182834152,C,C,B,1
66,No,26-35,A,C,21.513666909961294,41.87800234514557,116.8276361371738,-104.94967593106257,A,120.47292909113271,B,2.4156617329408037,C,E,C,0
71,No,65+,A,B,-31.326853644236575,189.8368907476224,134.84382160710564,-65.80174632919106,C,-96.06368415992176,C,-59.73263503109274,D,A,A,1
55,No,36-50,B,A,41.7205708334084,-104.66200119983762,1.3945254378579384,-97.22906318157307,A,-144.83094751076183,B,-42.880807078822556,E,E,E,0
25,Both,65+,B,A,-5.477220854032387,146.09600374738702,-57.49329985446542,54.38443719312346,D,43.866652109160725,C,-33.577561737175955,A,C,B,0
71,None,65+,B,A,-99.08469136486812,102.71819446714599,-55.36257889652892,109.68895545513597,E,212.21873107836998,A,11.397573981630508,D,C,B,1
22,Mental,51-65,A,C,132.96508048818959,20.630540039073143,-42.384914327174144,-99.83925966255036,A,-57.10618122532729,A,75.83919487354662,D,B,B,1
70,No,51-65,A,D,16.373413225032337,34.936047629858265,-47.96575408232312,154.18449006360123,D,69.50292696104584,E,-44.061018965136455,B,B,B,1
51,Yes,65+,A,D,-148.40857852598464,-76.69479460987169,138.87119356674478,316.2147064299228,D,-84.0583724660767,C,11.157952595497337,A,E,E,0
76,Yes,18-25,D,C,128.2638248615209,4.2894092056536515,78.8346439358045,-183.44511033204438,D,101.98632216485959,C,-66.25652249731897,C,D,E,1
56,None,36-50,A,E,-14.070839318926415,-120.01084871761059,-76.80434824367404,27.716615977564167,E,-83.88840614558143,E,3.882655645048393,B,A,B,1
56,Mental,18-25,E,A,-205.03598552957843,2.634419131894514,-65.38445385545685,43.231219772848625,C,-130.67519298465567,C,-76.51015654483938,E,C,E,0
56,Both,65+,E,E,-126.80253519246776,35.87278665298821,-9.599352814080499,36.765380838275846,E,21.822741953432264,E,25.83703484377027,A,E,E,1
69,Yes,36-50,B,C,104.89921305537602,71.28161840982744,-23.759868694217186,-16.213496817790542,B,-195.8521046191289,A,-52.332642532350725,D,C,D,1
19,None,18-25,C,E,-164.09626062345865,-22.363324960075957,39.64199470907073,-21.79371333578776,C,-39.36043221111077,E,-38.709444242335984,D,D,C,1
77,Mental,18-25,C,E,90.52586027395046,27.58482039085853,48.68145119302916,125.43335548356652,E,-253.8306765969772,D,-22.296818757787673,B,E,D,0
71,No,65+,C,A,29.892210741834646,103.78711427708758,-3.7078342985875055,-78.45099480368879,B,70.41074148658677,D,-41.301152311068826,E,A,E,0
52,Physical,18-25,D,B,133.1976921929865,31.1115103628348,-14.51158386351474,-1.7135840111386573,A,112.45701518792134,B,-68.36718138834993,A,A,A,0
37,Yes,65+,C,A,163.13469812384454,68.2677665788985,-142.70037782505386,-117.6825538954268,D,166.15398846014614,E,124.58171902764825,E,C,D,1
78,Both,36-50,E,A,29.970232686744367,-2.8973489046091356,122.03202792754138,46.11056235992704,C,22.006318346969337,D,-137.48675310138964,B,C,B,1
43,Physical,26-35,B,C,-128.78461514122853,-205.82587449432665,-154.0085668223101,-3.3757252996199645,C,-2.0383411031880763,C,37.78118302576267,E,B,A,0
49,None,36-50,E,A,52.716923785904946,26.19686218610403,21.752302440102195,39.658893254628055,E,-142.46155545002975,D,-60.644962166367165,E,D,B,0
73,Physical,51-65,B,A,-94.17655046761779,93.57201017021086,74.43093226922652,-121.21740923696156,D,-66.06731376182972,C,282.3844175121168,A,D,E,1
24,Mental,18-25,D,D,-38.905403456421524,133.8273414078449,-189.3953189014881,58.08482496027925,A,-26.330765967053793,A,27.917701253121262,A,D,A,0
79,Mental,18-25,C,D,40.486420034941524,172.82253523452871,-59.50117353109021,209.78596343243407,B,-68.7833828962798,A,-39.63734398845745,B,D,C,1
60,Physical,65+,B,D,-26.742510036579652,25.193226379895776,-135.79802420747598,174.48486028726492,D,-101.37866303209925,D,-23.452927940106324,C,E,A,1
36,None,18-25,C,E,101.73855292104,-22.569929492917947,108.17671376074746,-72.73958834355348,D,37.54754111925983,B,-135.58801320197315,B,C,C,1
77,No,51-65,B,A,-42.68080298883456,19.896415553656542,193.5552994004997,214.08419248214892,E,-41.42916146276788,E,142.09753229086118,C,A,B,1
35,None,36-50,D,D,-64.2121160743055,62.0578565367641,-59.00702917746654,280.84918830172876,D,19.484926601998076,C,103.40243269416489,D,E,E,1
24,Both,51-65,A,B,45.19722113619293,-40.61542838201615,-1.0980734500141023,60.64912801031803,A,-150.0510855151055,C,-226.94433641995482,E,C,D,0
23,Both,36-50,D,D,39.69234563998963,-58.16859830463469,-81.7954872827289,51.45833329160134,E,80.7890926356585,E,-11.924074502763903,A,D,B,0
54,Physical,65+,B,A,-26.737548373593135,12.43808234967788,-82.48001929067297,-2.354961748557966,E,38.53587588911757,E,-42.42397878378332,B,B,B,1
50,Yes,51-65,B,C,-32.14443575876361,-70.32092541536181,79.08658274604436,72.73849760932171,D,60.448682106015895,E,-42.56422626457877,B,B,E,0
23,No,36-50,A,A,154.35028046280684,-57.285469093236394,-13.934134776837023,87.2214232444126,C,-170.7839341553434,C,-98.72678462460428,D,B,B,1
51,Both,51-65,C,B,6.837399660298608,-4.9748426203463145,194.5400338590727,-145.84125546029577,B,24.10725941865914,A,-11.885091897844259,E,C,A,0
51,Both,65+,C,B,-123.45654907157653,78.23737998209963,131.57992197838874,-129.3816171163116,B,-41.65311690840632,C,122.15403623965572,B,B,B,1
73,Yes,36-50,B,C,148.3510647540238,-133.03451081054592,-32.335585557330774,226.144235782574,D,70.6443657816926,A,-71.94261856870115,A,B,A,0
68,Mental,18-25,E,E,-111.62423068682588,-247.21010849871612,14.83075926241541,85.33392643500086,D,-44.52864171765151,E,-16.13269391397395,E,D,A,0
22,No,65+,A,E,148.58128211947974,-91.88223016900214,-62.18642164166951,155.94462319832704,E,-57.84127462183367,B,76.17578826829086,D,D,D,1
61,No,65+,A,E,141.32947448519172,-81.46958577767624,-97.11307758349875,108.60879370435268,E,118.62040691574647,D,138.60827266117644,B,E,D,0
74,Both,65+,C,C,-27.81187226029669,-131.53229030339978,166.00672384280924,-212.5993976661357,E,-17.388764439778043,E,35.94354468588098,C,D,B,0
19,Both,18-25,A,A,20.54972525891242,-78.88635086869569,-19.047384491682898,-110.35248523445607,B,-106.6307547305865,C,-3.0504426796479747,E,D,B,0
41,Mental,26-35,A,E,-81.15340947685264,-78.4809000882852,38.84648894485303,-80.50731203331146,D,30.395417546078633,E,148.73305102007203,C,E,E,0
56,Yes,26-35,B,B,10.892327458560398,114.42919892089263,38.03600076638003,78.76938094228622,C,43.189633072712034,A,43.79421929874121,D,E,C,1
22,Mental,51-65,B,D,-64.1311530693509,-181.18130835326264,-77.11939151616352,-64.57680117656878,E,-30.46877268906624,E,63.136797457035385,C,E,D,0
37,No,18-25,D,E,-196.7839672504771,120.85699124829678,-52.680659539530815,-39.52188853883547,E,17.120609009729236,A,35.55298785928404,C,B,A,1
45,None,18-25,E,A,81.83110455974604,-49.80041111860513,-293.8097442269066,-43.96586860848962,A,-26.24874519626704,A,-140.55775843217867,E,B,B,1
41,Both,26-35,E,D,77.09913034524821,118.94635265850866,-116.83294367057724,50.682239547492316,C,-1.8603178702768886,C,-44.56450038414481,A,C,B,0
40,No,51-65,A,B,-43.146364037551,-30.121546785584613,-61.40990549354613,38.07356300096717,A,-62.46939885426287,A,-20.19537807221883,E,C,C,1
70,Mental,65+,A,D,126.71846664638744,-65.25835418932725,-119.01515024967435,148.26985064528685,E,-13.64646210185258,B,-26.414131010821247,B,C,D,1
38,Mental,26-35,C,C,27.77548358916905,-51.87808633202715,52.83331272844309,-33.56147867822685,E,-5.341028296628022,D,-167.29482962364708,D,E,E,0
59,Physical,36-50,C,C,-55.62329535727688,-341.15175471636576,-132.62165484425108,-3.8144702117131097,E,-65.54351927100052,E,-10.32250916240114,D,D,C,0
32,Physical,26-35,B,D,59.61383896779845,-58.14945211679613,-121.50092845686136,19.30559529664205,A,65.5939690260852,A,-14.888961031882628,A,B,A,1
68,Both,18-25,D,D,67.08359370268391,224.56902268306456,-63.79367854967158,-121.20394183571905,D,-9.7977239819587,B,25.44507845120712,D,D,B,1
19,Physical,65+,B,E,-226.81517910382604,176.09430539316298,9.041172921418307,7.522965851768499,A,180.16464414685694,E,-63.114613597355444,D,A,E,1
35,Physical,36-50,B,B,-177.45719808777537,41.8196811116384,83.49021231743505,35.39700392850679,E,126.78496953497316,A,-109.72843398451946,C,A,A,0
55,Both,65+,B,A,-195.46289915229005,164.1571204010647,100.10741332340693,51.322961742353336,B,111.11738287828734,D,169.5527206938176,E,B,C,0
38,No,65+,D,E,75.78678597399166,33.60846478402911,74.49817673801843,107.64797440913696,D,-222.92930455002553,B,-94.46748664948939,B,D,E,0
40,Mental,36-50,A,C,-120.80489001239054,-61.71349869409654,-30.652969271004547,-38.962675773459424,C,49.52244800289938,D,-18.662457473815337,E,C,B,1
72,Yes,36-50,E,C,0.6803484511528821,-131.84953318589262,130.02741385217388,-78.78033249740587,E,-241.2808483323773,A,67.666705047493,A,A,C,0
34,Mental,26-35,E,A,-124.619011527652,119.09227569560117,-29.343873749312127,123.79928739741932,B,3.0443860129651377,E,-163.97190261915014,A,D,B,0
20,No,36-50,A,E,46.93971024886849,-144.87253756425375,-106.00576789717684,-8.417460245689526,B,100.93779362872873,A,110.16740722602248,A,D,B,0
36,None,51-65,B,E,-258.4016841609865,20.306348141895764,-105.07283573852935,-39.10197926586717,D,-176.53828491817382,A,115.7386165170792,C,C,C,0
64,None,26-35,D,D,250.01006444715594,-72.29014604310477,-95.07413798967156,4.171918216522426,E,-10.793512566702761,C,56.493162412656595,D,E,A,1
41,Physical,65+,E,B,34.18986932888579,18.983954011145805,-41.66175107246123,65.57921475882019,E,-17.45157362388496,B,-264.99087982427847,A,E,C,0
46,Both,65+,C,E,-98.07421300908669,151.61847530481762,29.340618677091534,-103.42906105372684,A,-25.0204938650393,C,-64.4062669551203,D,C,B,0
52,Yes,18-25,C,E,207.7612682725806,-73.77081754761831,47.09705956337809,74.08871919424705,D,-126.01521500814002,E,-29.572614170350747,B,D,E,0
29,Both,26-35,E,C,65.75808787755207,38.09526316857222,-87.80013391560256,56.94160733648756,B,59.60698812236053,B,70.19915432334855,E,E,C,0
21,Both,18-25,B,A,-39.65797006721084,-48.39178213849001,23.064887784796316,18.37364407223679,E,-178.91181851522398,B,-81.95513579527972,E,C,A,0
33,Physical,36-50,D,C,19.70831421557781,-82.4501734808651,-33.292493241041534,126.41545179622378,A,-45.5679830737736,B,38.34147200215886,A,E,B,1
33,No,36-50,C,B,-299.877995530543,-34.788018636985626,-42.79246756517561,-169.9786518989331,E,-93.13432091315774,E,-105.01941638006569,B,D,D,1
70,Yes,26-35,A,A,-110.54135864245424,-6.14466207078104,-105.63442384695037,135.59631729597706,B,214.00122329563507,E,-149.88614968128874,D,B,D,0
18,No,51-65,A,D,-95.2054241346806,159.5948151460301,-180.35770877729732,-31.74063408928653,B,-61.885060806565406,A,-98.07783514390567,C,A,A,1
56,None,26-35,C,A,64.53505470206122,-23.430691647221668,-8.709604285108288,-63.83184174526752,C,36.37376166963713,B,-21.653489984429232,B,E,A,0
57,No,51-65,C,B,79.52317422028557,-179.37494454413405,-122.24974622817237,182.23603581976184,C,145.2787825292065,B,166.70613380958605,B,E,E,0
