disabled,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Physical,US,-8.244790055550911,-4.14901596968326,38.97252576387287,A,C,5.098693143427051,0
Mental,Mexico,35.33130704793252,-18.749047716722895,-88.37812036236865,C,C,77.94406155003193,1
Physical,Germany,-19.159661289950623,-128.65910915091015,-178.2999267139923,B,E,-92.11404660136517,0
Physical,Germany,-32.3285904592192,-128.8653532208231,-50.23946181324897,A,B,70.38861442117263,1
Physical,Brazil,101.5930351607251,-94.8676891219372,45.65994417113752,E,A,26.385000081208904,0
Both,India,-6.635641513900073,4.09928586956674,-15.19757075939372,A,B,44.83517091410452,1
Physical,US,-16.230235748949127,-57.15785680059366,-155.92080527439762,C,C,74.55068489287895,0
None,Brazil,-2.6985536180706213,19.02342113534515,-148.9194977902147,E,E,235.83249631039115,0
Physical,Brazil,-75.7488265398326,-94.38058596490511,-28.342787060064367,D,D,140.35313412724395,0
Yes,Mexico,-46.498579567627644,251.12856324935328,-139.28422970394269,C,B,-283.27305103302376,1
Mental,China,51.36139050444606,100.68224159565462,101.04842418829239,B,D,-81.33774295263659,0
Mental,UK,-41.9971607694156,128.46717874851296,0.49417171866968196,B,B,-53.203260105191006,1
Both,Mexico,-106.26693509749283,-114.79146809564786,-158.45103762976444,E,A,-52.540797776857794,0
None,Germany,-24.042917990781703,19.386090815450952,-95.96505114358975,D,A,-60.88053935148252,0
Both,India,91.44301507669458,55.323909588498985,-8.891208302178335,C,D,0.8258352812290821,1
Both,UK,14.429803960337258,-4.323243844728474,-36.04704950794378,A,E,-123.48704931851402,1
None,Mexico,-212.98967693020407,-17.33630188164479,-48.83357981102897,A,A,-110.9550375853137,0
Yes,UK,92.94849408717279,-147.05519816054394,32.357299844898705,D,D,61.50594188210897,0
Physical,UK,105.27956697993403,-42.74750195561281,29.05143336708268,D,D,47.62147819572774,0
Yes,India,-49.91498546875904,-57.34583637935115,-22.76849613048731,C,B,-2.6530796263805057,0
None,US,15.210540287579613,-167.34587078113526,95.8376813717342,E,E,192.8853332730549,1
No,China,-23.910023611833516,58.67392583171591,-9.887498853673879,A,B,73.18494345926538,1
Physical,China,102.91949878756354,150.13901766843682,-27.34437202981749,B,A,53.65459174528324,0
Both,Brazil,56.58756952409877,-104.95453708445379,98.6873423518121,D,C,298.44304441772886,0
Both,Mexico,4.767226300274687,116.61498128830156,-70.1126601792072,C,E,89.26952568028584,0
Both,China,-59.9799536163891,-4.5696773617983935,-30.89343673533258,B,A,180.6767857509093,0
Physical,India,30.540720055548537,-26.553708336551423,-177.4418347098134,E,D,47.58072538815458,1
None,Mexico,-62.49367800625705,216.11095012869933,-267.03432376297786,D,D,2.9921247444688452,0
Mental,Mexico,22.537982105021808,-127.17736276520854,35.96845104886485,B,B,-37.401706886837516,1
Both,Other,27.644585162825415,-42.249981633937715,-35.70083443554547,C,C,-76.95733686001127,1
Mental,China,-116.09937359100695,-124.95866588568818,-57.479484409287515,A,B,55.87976262600364,0
Mental,Other,-37.99181270042923,-154.95411515610812,-50.23714151731124,E,D,-17.12201103726659,1
Mental,India,201.8751256110388,62.776566057345995,87.20808536097987,C,B,-110.52829235312454,1
Mental,US,105.57636068795418,67.50340631372231,0.6225652510871679,C,A,-85.51545086771246,1
Physical,Germany,149.88572088011284,28.16601667496954,29.220224596150373,E,B,102.10965294000316,1
Both,Brazil,-73.61949141800747,-14.023011791932657,-53.644279352152736,E,D,-51.84703330676748,0
Both,Other,92.12389766725117,29.66540618034405,-202.99743451146693,C,D,89.22448389415268,0
Yes,Other,69.28919128886717,-67.05937145937932,46.34052722330776,E,B,280.62342491546684,1
Yes,Mexico,-20.876076622045737,3.869846027861231,-94.73120405479939,D,A,-81.99979224946695,0
None,Mexico,72.43141838630432,82.8974088040446,-115.73598427160547,E,C,77.4119609886586,1
Mental,India,62.075112821200115,-8.295246652279351,49.235261943838275,A,C,21.0406662457044,0
No,India,28.082079836165917,-177.94583272094232,7.4275311249484295,B,D,48.81410717101112,0
Both,China,5.601622628315551,213.83473052251097,-22.53779315648774,B,B,132.65676055407226,0
No,China,5.544576976692235,-124.4881592754048,-23.327288187685756,B,D,25.305626683484228,0
No,Mexico,100.7828962835212,-188.06870677899298,-74.4706349261082,E,C,-118.4603080958144,0
None,Brazil,-101.3507641211856,-46.86263357613653,0.8605913111249762,C,D,-42.54363233133347,0
Both,Mexico,4.241505602809123,42.63539124145448,-98.67228894096478,D,A,-104.60681123752555,1
Mental,US,-63.04266727909652,33.592749820134685,-74.67943807495783,A,C,-90.84480073318481,0
Physical,Germany,40.98843816632885,-9.612244721770454,-68.0908059127898,D,E,163.99580217138848,1
Physical,Germany,-82.82503137753486,106.67369189616996,-65.24477817072872,A,D,-21.970437791473742,0
Mental,US,131.1110720566786,133.8307173859456,25.923826137692846,E,D,65.39828492407922,0
Both,China,85.99167558121245,26.09833569752765,107.9775185201588,A,C,-87.1642883481099,1
Physical,China,-86.0516093723377,9.74469707983902,-103.31466902061253,A,C,142.6981049283267,0
Yes,Other,-82.45383819217199,144.67607720672297,12.6276984827634,D,A,22.915400842062883,0
Mental,China,12.95970981506986,-22.521772593121792,161.65101863691288,D,E,-25.792812937109215,0
Physical,China,120.16193297209819,-5.345506128279074,-22.515769161443895,B,E,-42.915249383186335,0
Physical,India,101.52997006540865,-63.22234043198218,1.4967538515119854,B,E,-46.01439324422759,0
Both,Mexico,93.37431919053458,73.54803673863863,23.242614767595214,C,A,-199.37471684187435,0
Yes,Other,92.3111028386391,160.53949886383973,-36.87961159696736,B,C,-138.27998878500497,1
Mental,China,-8.181937900720763,39.01681508640859,46.54932540915226,C,E,-8.773213279610651,1
Mental,Mexico,27.08203394195612,74.3562890815697,-167.0672717616153,A,E,124.13315422838997,0
None,India,-34.87512697573587,7.024912612204491,74.64926192235589,E,B,-111.96626779230701,0
None,India,41.10740565385388,74.82712376032781,76.487936763474,B,B,-12.912271812083386,1
Mental,Other,-94.52825514466228,23.730356911829027,-86.4824080403608,D,B,54.15399852784002,0
Physical,Mexico,-57.50091727999007,9.458133051305055,220.09497048542678,A,B,-69.21421319437962,0
Mental,Other,-25.518590574584017,-215.9663609053386,216.8198590783715,E,B,116.61848491407089,0
Mental,India,9.747953289726894,22.72041608962719,25.947598015556515,A,B,12.155611279358574,0
Both,Brazil,71.63929438290968,-87.36745392910031,45.099001861820234,B,B,-17.43564584006655,1
Physical,Mexico,-70.28497239821228,-33.00121646360602,-64.27005685718845,E,D,-34.344799517089974,0
None,US,-0.055426103488662344,-56.570505412961495,91.98326383532334,A,B,-50.24075902884416,0
No,Brazil,-46.11203004452106,-122.18540417853869,-92.41044073315196,A,A,-53.040354168365624,1
Both,Brazil,-39.96917555453737,-95.8761955565771,86.47652023707349,C,A,-23.979752496503078,1
No,China,-211.62238036161125,-61.13107596581813,-151.2990988100109,A,E,50.136611079855854,1
Both,UK,-121.49548579163185,-157.19974840584558,-92.53499300659335,D,A,81.2876279325081,1
Yes,US,-16.676861869501433,-127.86562329976047,87.73315018862567,C,C,-126.91370978809333,0
Physical,China,-74.22828081367324,18.511607049116012,14.085971921277043,A,A,-1.4588965429308736,1
None,UK,3.9991120371597946,30.11906294042989,92.60579026377631,D,A,-55.3179046225461,1
Both,Germany,-22.00114037634168,-83.34057900802368,-61.083846015483054,B,A,78.2973315239378,0
Mental,China,-6.746980831372765,90.69923798273531,-56.91870097299163,B,D,46.35836977307973,0
Mental,Other,-8.598201094230399,62.449160972263066,49.01793121232465,D,C,41.9961352094262,0
None,China,137.2332567590494,104.37269474015403,-103.58335040266824,E,C,48.15338437436305,1
Both,Other,-72.3968533065893,-137.3508385201204,-5.424198560022789,D,B,139.7276547965423,1
Mental,China,84.02822678027894,-25.415514965831015,-136.13587451691973,E,A,-90.22665294970483,1
None,Other,-20.23240624271572,15.68453520984104,-141.23668991324115,E,C,-120.20861973392147,1
Mental,Mexico,40.4530687600518,-64.84159281732578,92.75830124757331,B,E,-53.25033694440776,1
Mental,Brazil,-131.76893871906813,107.7163180177041,7.769918881290752,B,E,233.36045583806163,0
Yes,China,-242.11925100938166,-134.91060246234895,152.1464664386738,D,E,75.3478793638875,0
Both,UK,-7.889575378402087,152.6273973190981,-16.94753004609792,E,A,54.77666610062172,0
Mental,US,56.18657089116073,-114.1675230257913,-46.50254058213568,D,B,55.74302843765059,1
Physical,Brazil,-211.52200774710082,-18.878027105039834,-5.276399760230949,B,C,31.605305858883582,0
Mental,China,226.3317066355757,-79.2701800525019,-43.95363456175004,C,D,53.732301971479934,0
Mental,Brazil,-100.24327297787762,111.12079247498146,-96.84935780404273,C,A,19.4477807483676,1
Yes,US,132.5613293057947,8.45946964645818,88.32125260524525,B,A,-55.42977508280609,0
Both,US,-74.53173645535554,39.60217888680451,90.97227643768926,B,C,-24.032635622571355,0
None,China,48.860176093722146,-34.91425527506031,104.53647075557615,A,A,-3.556691454166509,0
Mental,Germany,-167.72870015628578,178.81653709304496,-10.753454366028947,D,A,-96.26105434201516,1
Physical,Brazil,193.06435099025526,37.90940244319396,36.151448879955815,B,C,-29.309009978627394,0
None,Mexico,196.48183169858416,63.11101164181737,11.958148200728427,C,E,-30.691543181659892,0
Both,Germany,114.3529827029381,-131.14327419518062,69.58959005695856,A,D,-83.61259524085308,1
No,Germany,-27.646415619100793,-171.96665143307035,-191.51726243524948,E,D,128.3511880393787,1
Yes,Other,107.8003592962658,-14.398513592216485,-128.89737187143234,E,C,20.238771156162514,1
No,India,-116.57896426699475,-4.356169344461365,125.23175217009599,B,C,-33.43498473120061,0
None,Other,69.08799954248036,-11.151443237240969,-8.719211853189798,D,D,-13.637851718404734,0
Mental,Germany,40.99879165916903,264.6320461091615,0.006911807156192764,B,E,-207.73169184476973,1
Mental,UK,-42.4187595595491,-26.323135297115364,-73.53034017998061,B,E,93.56268187293543,0
Mental,Germany,102.34653397103219,8.482079524245052,29.34723375729163,D,C,-83.91600062451067,0
Yes,UK,162.75911316086953,14.20877584660501,-37.85173633306852,E,E,-28.07849597560476,0
Mental,US,-23.20114080619019,38.91995048669677,37.80159917991451,D,C,83.25855743876784,1
No,Other,-94.80994449092371,-6.161952185063472,71.12815382515682,E,B,97.10824072293332,0
None,China,-62.72495586752693,-90.38890672248814,117.09160614235068,C,B,-70.2909835193257,1
Physical,Germany,136.6650258484426,113.15570601894262,3.4220008861888545,E,B,-3.057004418136443,1
Mental,Mexico,17.435492329178718,-137.14750787518625,115.29403370260123,E,D,-127.09828533854974,1
Mental,Mexico,-73.19446843167749,41.22440196631356,-2.722500504987717,B,C,41.26863522537062,1
None,UK,127.48192393737423,-52.399311307042716,-117.75039307672736,A,D,-77.91632116697488,0
Physical,Germany,-2.8139526678210336,-113.67907984136163,-3.6181035637666095,D,B,56.882566964648184,1
Physical,Germany,-56.50677695537078,-35.96228161250618,-51.537033773414635,E,A,237.78518795932908,0
No,China,-89.73564016992975,16.345516115011293,-52.36526547785159,D,A,144.20237096711696,1
Mental,India,-25.04590422661781,-123.66162500969008,-36.96361007835904,B,D,49.03271959131924,1
No,US,20.334876516752658,-17.169464502981118,90.82263887333359,C,B,-22.597893305152976,0
No,China,6.837017316809918,65.72636484479176,143.03111874049927,A,E,90.39436523636932,1
Yes,US,136.52266786967732,109.03270278440725,39.91417788834016,C,D,-48.37279545341999,0
None,Mexico,37.72069203642517,3.037752806899787,69.93628759454414,E,B,-87.72229189222239,1
Both,Other,76.02123384002753,-150.83425958110317,130.79549283361405,E,A,10.519517977826572,1
Yes,US,-53.18017973789869,4.137447761453659,71.69268598573632,C,C,7.795576152440321,0
Mental,China,-66.4982499132706,190.7602247501302,-43.23950773660361,A,E,-91.98730978172338,0
Mental,Brazil,-79.95911018639362,6.881028549559702,-74.55353258001186,E,C,-57.4880228478832,0
Both,China,162.39216917699363,161.22147297412644,12.467771658019823,D,C,24.009208495957623,1
Physical,Mexico,-34.054903031427266,-29.98307195215592,-76.02289959514482,B,C,148.62273722331003,0
Mental,Germany,-24.76290401427657,17.71475858334878,45.099615873542916,D,B,88.71482980767556,1
Physical,US,2.994766686155974,-102.1778511432474,-66.64130551727054,A,A,-139.90934919492972,1
Mental,US,-111.41238787329002,38.61938812396488,-86.67271565488848,C,E,-72.95849114949782,0
Both,Other,-72.89670192809896,-46.052834228583706,132.3693274360669,C,D,-80.65505178879725,1
Yes,China,56.10656856836924,4.011459024310813,-58.22532383369683,D,C,140.44814713249326,0
Yes,Brazil,80.86117408276864,3.8683203252306146,-6.021076258562488,C,D,25.860342333385983,0
Physical,Mexico,61.402912563667854,35.36591242228565,94.51779777875859,A,A,-24.030025410735632,0
None,Mexico,-167.45076659021512,-218.43143798061706,-4.768282721441061,A,D,44.32667864211342,0
Both,US,-44.112214959265685,-18.135714310091306,-38.26713568571318,A,E,110.4106697519619,1
Mental,Brazil,183.10013947157478,-27.750876959919612,49.6425363941525,E,E,-173.2142894131157,0
Yes,US,-94.58808018832757,-92.03929335047887,8.47942783901175,E,D,204.188986583044,1
None,Germany,95.13074535854551,139.607519333405,-12.802054795111124,E,B,-170.24287746387205,0
Mental,China,117.83980531741094,7.662295788916169,-136.5878221403516,A,A,-263.25719962321676,1
Both,India,9.147472749738226,11.192673501549105,7.8526248226740325,D,A,-81.41390891358003,1
Yes,Mexico,-263.99206236239417,-86.84139462687546,-52.19576572373632,D,D,-31.068841267278636,1
Yes,Brazil,-27.60652572239662,-100.4304242886794,29.131451553415573,A,B,-148.8181638851671,0
Both,India,-34.32615090286888,44.82542091130446,-201.187264595547,B,E,-14.605278139265346,1
Mental,China,19.89808899330739,95.07633306260661,354.8316151014959,D,A,142.99006010498596,1
Physical,Other,52.81272007318732,-45.06610569603717,-188.3203929171691,C,B,96.74058114293736,1
Mental,China,-139.18907190251971,208.32458646924096,41.43358755828246,C,D,-84.14723538252187,0
Both,India,-78.83695522693229,7.931146856565528,-87.00537788375952,A,A,76.88173819060086,0
No,India,10.070883753926056,30.816151452543338,-0.8997224575192473,E,B,-9.316359098255395,0
No,Brazil,-148.81572405720783,-107.16197508810197,83.13924419367783,C,A,35.665276667535885,0
Physical,China,62.15415477700794,3.9302149973219076,61.908069285846054,D,E,144.266054322783,1
Physical,China,-102.10229662205097,-49.31736347113682,-23.534748436608037,A,D,266.520856842869,0
None,Brazil,119.08903774883983,62.85378557282881,91.2842290538503,C,A,35.83592624525427,1
Yes,China,-9.846900552032285,-57.17778700251962,85.62155028310771,C,D,-5.183754186720664,1
No,China,87.25407928898514,105.98003946089842,33.71724470448515,E,E,35.0469371351797,1
Both,India,72.63567006159816,-91.56402271035178,49.90954560558297,B,A,-33.628287518263136,1
No,Germany,-151.9052633950405,-98.2849649632752,-22.562580947610314,C,A,114.35180211614878,0
None,UK,79.46937519547326,-68.75843908724895,73.95266509710325,A,E,127.28603429697418,1
Mental,China,128.1054753796031,-150.09919141467304,-22.301795020078405,D,D,-115.30768436646443,0
Mental,UK,-77.84799916012614,70.05413148487321,38.85033776760709,E,A,-86.5956944031889,0
None,India,137.08396792537866,-27.153969511413006,-76.83758488913104,A,B,246.9908965408737,0
Physical,Other,42.245939197160276,2.52560949969042,100.23730297506799,E,C,-28.32085622794991,1
Both,US,-54.88787825702667,96.93041998554425,19.803126738743103,E,A,28.861576888145784,0
Mental,Other,225.14935951198,262.43260433698373,65.74853592310399,C,B,59.5304997353012,0
Mental,Other,-22.89479061046871,49.294619153371485,-48.935362830123566,C,A,-139.2276458800052,0
Physical,Brazil,47.16541848967352,-234.23362818422976,86.96903458356978,E,E,133.49255128673343,0
Physical,China,240.45255052294547,36.080692914845095,-42.593490873253266,C,E,-159.81494556612893,0
None,India,-23.851070362889615,105.84634961554306,72.52885535652652,A,D,159.41936339393905,1
Physical,China,33.04200556447416,108.65971853520387,15.390044758605523,B,D,-9.415516773698986,0
Both,Mexico,28.656833663696705,-136.60311819055204,-48.31179366180237,B,C,-89.42001986713751,0
No,Mexico,-201.61454129512708,-60.62945293077067,51.854100901671664,E,B,-42.16949395752306,0
Mental,Brazil,-110.19211951654464,-151.62261366926762,-143.5957241852733,A,D,-14.337463242749571,0
Physical,Mexico,-130.86456310746712,77.88666530047269,-14.953507391502749,E,C,6.597485533065386,0
Mental,Germany,-103.27280179724556,111.10328870872057,-10.242606656527824,E,C,-48.106849935349025,0
Both,Other,-119.70974175362863,-32.33210675074832,172.1828579392699,B,C,219.03779606388446,1
Physical,Other,-32.68662280458367,-54.03909776134036,-149.21787638116365,C,D,63.56746232642556,1
Both,Germany,-75.80195087336043,12.622938646642101,-134.93270837515067,C,A,131.20502036202637,0
Mental,India,-17.811444442901962,59.870009685616154,-28.84288508377456,D,E,142.57314231590001,0
Yes,Germany,47.898719082637676,84.8783554803574,-27.61201593663843,D,B,120.29855114350745,0
Physical,China,-209.87694018554794,102.22414848249282,28.48390976126824,B,E,-88.48089099775144,1
Yes,UK,-158.2616245719464,-48.736705378653994,-106.96281082911057,B,C,85.6978279537434,1
Physical,Germany,66.80160732980092,76.28696162066437,-132.58438674001874,D,E,0.041626824538682695,1
Yes,Brazil,57.215602266366275,86.0489368809655,46.4231698856603,B,C,-39.51219380322556,1
Mental,UK,-113.18000418711118,-87.81758194607414,-8.210021746857352,A,C,84.86904598681674,0
Both,China,125.71288041796183,-13.763519155420342,-3.444630949459113,B,B,0.9495400973472689,1
Yes,UK,148.2654721844671,36.15377048264605,-208.10999649750687,A,C,-55.351145941751575,1
Physical,Mexico,35.710212552750846,-152.78268496080304,-46.69785985517049,E,A,-79.67659741861264,1
No,UK,90.39193504229162,44.205490343929036,-167.2857563363441,B,A,113.40313334696125,1
Both,Other,-92.19084684170565,17.073303393432468,-4.230821294478667,A,D,-130.06502500889152,1
Mental,Germany,40.75424123682539,66.9512509402044,51.48482092211384,A,D,66.56647532959593,1
No,China,-121.80152205375477,60.23452355957954,72.29293990874443,C,E,-121.55801280163642,0
Mental,Brazil,221.0894787609394,6.863383418397233,42.01293877420766,D,A,-67.96819319437107,1
Mental,Mexico,-221.21773219941275,-116.51307225488003,-26.018677566819164,B,D,-36.880018920237625,1
Physical,Germany,37.66393559836211,-39.52380284982935,-16.22744582696754,A,B,117.85509114643995,0
Mental,Germany,15.72214142438855,14.625738341870386,87.40177716836162,D,B,-154.81618273174743,0
None,China,39.633098318436566,-85.60218363681716,28.489755855447203,B,E,-17.84631119521935,0
Physical,UK,159.62966038851079,-120.89532091927389,-18.187349084971423,B,A,-186.37483653300993,0
Both,China,-215.72833892304604,31.22970791806548,77.26284285339365,C,A,-8.077103794638205,0
No,UK,117.82417673535741,66.0443612873992,101.7040953124067,E,D,-75.24183211209136,1
No,US,158.21253699969589,155.2226474637192,-59.14806457341722,E,B,-35.836776937066126,0
Yes,UK,20.30929897138152,-22.496486346306302,-21.950682381314,D,D,70.5849420015669,0
Mental,UK,8.394666288608086,247.910777854593,-131.46916767687023,E,C,70.18800503509799,0
Physical,China,19.09557963481089,-9.23733560941238,-119.36121734085525,E,C,125.11327667812637,0
No,Other,44.78250369509623,87.73102530730684,-59.722912609316936,A,C,-29.351123129824163,0
Yes,Mexico,-53.120874626475,93.46900125139342,-3.366178915788188,D,B,-23.109574347499812,1
Physical,US,122.35564435183379,-37.38071812220035,42.29134265103317,C,C,44.3007164068663,1
No,US,136.24580349652084,-69.83676306869317,-38.038273498650526,A,D,-42.66502806558096,0
Mental,Other,-9.301467398932994,105.07160996758506,42.570564989932656,D,A,-2.8273640302233884,0
None,Other,34.67947006525438,-109.11824332908351,63.84220005349987,A,C,75.79779030146159,0
No,China,122.98469336268167,2.7169159774848928,165.66908395266074,B,E,97.06686718227353,1
None,Other,-2.098351059457616,143.65832045658576,-122.96516922601408,E,E,112.68755052276364,0
No,Mexico,23.75210682582783,-41.0919491828458,-89.11886647418928,E,D,-73.20490528653384,0
Mental,UK,-133.05676639187277,25.01439193085384,21.48905276879737,C,A,-25.548876328626918,0
Both,India,-136.74383049632354,233.43980863020195,14.690665051890782,C,B,-59.123851489760746,1
Both,Other,-92.7696224923674,43.50166076491741,-163.7642242689859,C,D,-64.46433749044972,1
Mental,China,89.35333699148707,52.40452054511048,-46.38252039189858,D,A,-33.40478836609513,0
Yes,UK,82.21882114978489,-25.001530821717605,20.53959224309758,D,C,61.73916146136317,1
Physical,Other,85.43185216212748,72.15806835217279,109.99083058066088,A,E,90.65230920195634,1
No,UK,-60.385473980520565,35.027138217084044,81.82341071896897,B,E,49.22351477672917,0
Both,Mexico,140.1635104612629,-43.194849497711566,61.945492424300575,D,B,128.26906417595956,1
Physical,Brazil,-136.93098840069743,-8.136769409694391,-189.44155405797665,E,D,11.400824496419837,1
No,Germany,-29.5022676518824,-82.01798637843764,122.20234736074214,A,E,-115.98040069496018,1
Mental,Brazil,138.65781881544703,-49.313050049409476,41.13475711286936,A,A,32.874187445246655,0
No,China,68.61708840412469,183.6406048804472,-65.60634306756916,D,E,109.91457248439293,1
Yes,China,-49.16476904193619,93.66196334651093,-93.81484106491,D,D,-8.718234625580582,0
Mental,Brazil,-6.898465815709434,3.0186187626660375,41.294055005136045,D,E,48.918638715106724,0
Yes,Other,8.06814732367657,-199.3042317312899,-51.38745331215038,E,B,-58.80241771587704,1
Yes,Other,-6.667340819241964,-77.97007473145983,-174.22105696961646,B,A,83.49760767743378,1
Mental,China,-35.75458676874941,86.57052809942797,60.702925226462526,B,C,4.941300996323465,1
No,Mexico,-62.178031222889075,12.068583415607598,-41.78110816141516,A,D,20.018064659689244,0
No,US,-259.80815261580335,-103.52572048772446,108.7319328993984,B,A,203.7240848716765,0
Yes,Brazil,-16.821390067399186,146.8008328856095,-20.18218575818063,C,E,137.89410798836946,1
Yes,Germany,120.23497802172231,-163.29651113474665,23.87424600526461,A,E,-74.38219755847642,0
Mental,Germany,168.52842824711547,-37.40533515987704,166.94272907263107,B,A,-33.087865351995895,1
Yes,Mexico,-89.50224827047172,-13.875538324623749,-77.61024741498656,B,C,198.94773190148746,0
None,Brazil,-51.437735130523876,-268.69698276501015,62.800913953970564,C,B,221.9430377872048,0
None,Germany,28.75644447586939,-47.70365065204381,14.280257572403897,D,C,37.36006458146237,1
None,China,-22.611984438241876,-90.90279537587882,-105.58189604826897,C,C,-113.26443238994435,1
Physical,US,54.64617924807168,171.6428827390176,124.05165167143389,B,E,-89.76662833735868,1
Yes,Germany,-106.62356853029674,-96.01335092591293,-52.993500213155144,A,A,44.45273194601007,0
Both,Germany,-39.42136941921944,-53.4318142695381,77.85148395886394,D,D,138.53916387723658,1
None,Other,-217.82997092247314,100.03449225037177,40.24315762574336,A,C,-53.68967225457241,0
