Nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Other,26,-165.87283518637398,295.8160406850089,B,D,C,E,B,63.987722978848346,E,B,62.39510647934269,A,C,74.79355245078128,B,A,41.803299491773245,-110.49406672084838,1
UK,26,53.389573452924125,10.850005045963936,C,B,D,B,D,-125.86426767936474,B,A,73.50199147067944,A,A,115.76414137851046,B,C,-48.63232568965179,-87.10214302941783,1
Mexico,55,-62.77026108629471,-164.66807276550836,C,D,E,C,B,15.688614122658734,B,B,0.6205072598107105,D,D,-33.977166335923336,C,D,-77.56841430457438,129.87543650880406,0
China,92,-144.5545846802218,0.666002844648072,C,D,D,A,A,217.72053362957809,E,A,185.43420347859552,C,E,100.21226323194179,A,D,-103.26423817059218,102.01583286798687,0
India,59,15.358597503277993,-68.61746390769213,B,B,E,A,A,118.00644898812789,B,C,112.40969042689062,A,C,3.081561914533269,E,B,196.614870881161,-117.9004960416618,1
Mexico,23,-78.60171707034887,-22.863872931510087,D,D,E,C,D,-63.91621893260514,A,B,6.55807578780304,C,C,78.09171348856836,E,A,100.18854767488608,93.95791432553722,1
UK,41,155.49877185523258,-63.51701122381655,E,B,B,D,A,34.291350410357715,E,D,-76.4194431483455,B,A,107.36575136298893,B,C,41.72385706627649,-33.08948420445792,1
Brazil,36,118.62391300886361,-60.632128911468286,C,D,A,A,D,183.64182387760098,B,C,126.70219622954559,D,A,29.58160277230324,C,A,44.28081440333621,164.89065567741784,1
UK,49,71.54897360578936,-93.19127457943955,B,A,B,E,B,-137.5041933225112,C,A,60.29561869711056,C,A,81.863364337618,B,B,-138.3366502167626,-39.22028489658412,0
Brazil,67,-37.44840199979266,-87.00234934874796,E,A,D,B,D,-12.88840437370139,A,A,-93.95911366621941,D,C,13.507050892321715,A,A,-90.46041740215107,12.558759607607215,0
US,50,-113.80485257527569,-76.85310347952453,D,C,D,A,E,132.41232079160665,E,D,-147.76010668756558,D,D,-106.94598283995977,E,D,-98.65211843721842,9.299675639396586,1
UK,36,-67.89807223775172,-13.352916561842301,E,B,C,B,B,-99.20200602097796,B,A,12.06785005821823,B,C,181.26609088169502,E,D,41.279648024118664,-66.26128523289209,0
Mexico,64,28.50057920635735,88.96837223145182,B,D,D,B,B,-145.23028996736969,D,E,51.528098665290536,C,A,30.719155488678236,E,E,101.81824235438583,-14.396453494518532,0
US,77,138.46891906484538,131.11918108218222,B,B,E,B,E,-44.883370072339105,D,E,53.22493112828127,D,C,-43.44784693492222,C,A,-126.18119742415115,88.09055589356193,1
US,73,-5.196224100959237,111.18181222460912,E,C,D,E,A,-17.939628718436467,B,D,-31.9500325736264,C,C,-251.14275674500007,D,C,-154.85835268716372,-115.50838266382497,1
Other,58,86.26804510974651,-19.053962341597295,E,B,E,C,B,67.60384348196517,A,D,-25.90251110428487,E,D,-52.24608970144106,A,D,215.15256783987877,55.74338663248795,0
UK,77,-96.34252450883807,-61.945069070396876,A,D,E,B,E,74.0099577380686,C,B,23.014636001152457,C,E,89.94772211846049,A,A,162.93967609325105,-23.103733272627004,0
Other,21,98.5103231043887,76.23797092071672,B,D,A,E,C,-21.938677436074176,A,D,-7.841710267525685,D,B,57.67936862385229,D,E,-60.42925523705639,-37.09253195279897,1
Brazil,80,-60.48905871314288,-35.70175124664656,E,E,E,C,C,-103.43462524246563,A,A,-68.68178230301585,D,B,50.32350182652241,A,B,138.55208292608006,65.80323396281347,1
UK,19,27.83039853340195,46.51880869823097,E,C,B,B,D,142.23173428218823,A,E,103.25041816924643,A,B,85.8264532929735,D,B,141.0408153483339,96.92905676748141,0
US,47,164.62068569564207,66.71886836392933,C,D,B,E,E,-43.050453011498774,E,D,53.845120127089665,D,D,-63.77998229711562,D,D,38.85563258256033,39.90287079959043,0
Germany,42,-115.2431149485724,-83.98455798490441,E,D,D,E,A,-45.25916572568406,E,A,-94.04678382289525,D,B,97.76021044398313,B,C,-155.0691827931791,103.1170493516901,0
India,46,30.444133907266067,94.95146665963264,A,B,A,D,E,28.605027629796876,B,E,3.567569723291243,B,D,-83.62858487615316,B,D,4.049991177955582,94.37669726037885,0
India,93,-48.849131800824246,64.65581644898795,E,A,E,D,C,60.258966024955406,B,E,-60.724674664233866,C,E,-38.63515791264881,E,A,-12.072499511599288,109.31236851782693,0
Mexico,20,89.59021873337143,139.18845081404356,E,E,D,A,B,40.863380307072674,E,B,75.71195387122467,C,C,-16.869078153995964,C,C,152.63286275847165,23.056174026038253,1
Mexico,23,101.60856007505059,-109.76754869701972,B,E,C,B,D,-37.64412354253486,C,B,-100.77375718983055,D,C,323.5154549402686,C,A,-9.397002947913851,-156.99694567984957,1
Germany,99,-102.67769470893614,-110.3136438057758,C,E,A,D,E,14.650313892521078,E,D,-2.9864854495996003,D,C,63.053541153332716,D,C,50.3922018274821,126.84476374018472,0
Mexico,25,-161.78868237133693,45.9172488131553,C,C,D,B,A,11.887997968286474,C,C,155.99056750680168,B,B,-41.36204180949322,D,A,-27.73878385981035,87.42119761916271,0
Brazil,53,-15.073319110731553,-69.11983671039523,E,B,A,A,B,21.085214989725813,B,C,195.33807184082244,D,E,-52.92903744714855,D,C,11.790918166316773,-38.27745469003348,1
Germany,32,-177.77697492311216,85.3575181377492,C,E,B,A,E,84.58385262628204,D,B,-74.24352016918436,B,A,-29.63512074574871,E,E,2.0863737066521235,128.43253707652502,1
Mexico,68,60.2371820899386,91.03788760338266,B,D,A,A,A,-1.4680703879980692,A,D,-98.41995441467604,A,B,-26.647326484624163,A,B,-116.44290758203408,-91.70413241435992,1
Germany,59,140.56039724423889,129.21238013020096,E,A,C,E,C,45.35962472636555,E,D,-0.9307772759869954,C,E,-146.23010636772992,B,C,229.7037791232032,162.8065702609383,0
Other,34,-3.3090111059506233,34.908721293053404,E,A,D,A,C,70.35293138687024,A,D,-52.12852750790915,B,B,-18.098352166018206,B,E,13.767032919612241,175.58408599136007,1
Germany,96,7.508706817089221,-119.11196113482146,E,B,E,A,C,136.18980226739563,B,C,92.9089815823149,E,B,-46.613730875446365,B,A,94.88561740531706,8.186594779238002,1
Brazil,35,-39.99837618193021,-88.41215558098052,D,E,C,C,D,73.66839795771311,A,B,-87.76286213198462,E,B,-27.362004971288346,D,C,57.939103187984465,95.53731378182503,1
India,42,-99.287366895871,-43.491771114752545,B,D,D,B,B,-120.41653549996674,D,A,129.8755627060693,B,C,-29.804922107027416,B,E,62.774728915409995,-65.3475585858409,0
China,65,59.19074679701668,-73.54398364184512,B,E,E,A,A,78.57409740160348,C,B,-79.3802185315276,A,A,2.211099977239827,B,D,-13.005348546284637,132.01320978668628,1
Brazil,87,18.642202315037814,-164.14372389147755,D,A,E,A,E,-209.75939487348322,D,D,-128.46584989045095,A,B,66.66429492053487,B,A,-91.58642501310725,110.68806841147575,1
Brazil,21,7.802880260937349,-67.11112280563266,E,C,A,A,D,-3.024438390180073,B,A,-184.5543176227789,D,A,20.093362713322914,B,D,-118.16092213891294,26.983475081464707,0
Brazil,22,3.6597287850716143,-34.14523535500239,D,B,C,A,A,-260.40591880240464,B,B,18.768336742084806,E,E,100.01400266430794,D,C,-145.62522412536828,58.17182524222498,1
India,38,-212.3383307396548,41.18291821201792,D,B,C,A,D,81.9020973933419,A,C,-18.135487781713483,E,C,94.08857767730038,D,B,15.406338323737556,73.75921876828639,0
US,45,-66.50704897422979,16.68010262766416,D,B,E,E,E,-51.6329938450794,E,A,-55.45350065181863,E,D,-185.52522429541006,E,C,-87.9071094278707,156.68810534578512,1
Other,59,5.872963401723333,-108.03785261620276,B,A,A,C,C,-169.48690665410058,B,A,57.717547369858316,E,A,62.569941433447454,E,A,17.820324823568594,-33.50128627963866,1
Brazil,30,-82.3145576105143,-42.99142378465453,D,B,A,A,A,128.41473701839868,E,B,-74.92099112565636,B,A,46.22400459232939,D,D,1.400807594402023,-75.11921063549617,0
Mexico,50,81.38548599269846,-167.86396027815715,D,B,C,C,B,37.55016413847913,E,D,93.63205848128416,D,C,-193.19432621035173,A,C,-70.31495685882948,-40.75756396082255,1
Germany,37,-1.6271695716338284,-220.02497547567583,D,A,A,B,D,-91.77543396746758,E,B,-218.20898416144433,C,A,-31.661395492491764,D,A,22.493876610808524,-3.561679540388965,1
India,96,162.38660095796732,-122.53618050150968,B,E,C,A,A,70.03972537289957,B,B,156.37690238670677,B,A,33.61025162385303,C,A,21.153097331625016,0.8334255521528883,1
China,89,40.66616991965359,107.59409650685888,E,D,C,C,E,-59.16741297855962,D,E,121.67540297076857,C,B,-123.52324251039929,B,D,43.55452415033012,61.248199415185354,1
Mexico,42,40.889868551912265,-184.8862009026811,D,D,E,D,E,32.30383450385615,A,B,-89.84432740537333,B,A,114.55174970785444,E,E,-133.6040043472211,-6.894437903184462,0
India,84,-21.90830277401331,-69.21707334601605,D,D,B,C,A,74.72212190441702,C,B,-35.419734922495714,B,E,71.02695031908792,A,A,-60.18560578632102,38.17048144023671,0
Germany,91,62.139407406381586,-47.13424746335155,A,B,B,A,A,-108.28033576939555,C,C,-33.29095643559842,D,E,-140.50924215302607,D,D,176.70259107340115,-102.34877983093477,0
US,48,-34.834337140297784,-37.489290093922506,E,E,A,D,B,-121.01071320336774,A,D,19.228013300235176,E,B,-9.158590577728846,A,B,35.61541183185937,9.519875807924084,1
Germany,80,62.29357900994958,-93.7999949801734,D,A,C,A,E,-54.064752878897025,A,C,119.65111708136531,C,A,102.41800058177242,D,B,76.56103935453879,49.746677569151856,1
US,32,81.25200924673301,53.046006348175275,E,E,A,D,E,-66.06426520372382,D,C,73.84958712390119,D,C,-127.85535244951785,C,C,79.40707961105578,-98.56072568088378,1
China,69,42.00949012458012,61.905428385561535,A,E,C,A,E,-117.93849536602978,D,B,57.154363070529946,A,B,-90.44934671492491,C,D,-16.962162486902244,35.38300434436511,0
UK,63,-84.12814771855746,-226.20810921949342,D,D,C,B,D,68.14947236927283,A,B,-1.279011729632139,C,D,-64.98930191409605,B,E,25.642894291929945,50.901583617310486,0
Mexico,96,-144.66710181040142,-204.0159573155448,B,B,E,D,B,-76.60596796363055,E,B,3.265515864737002,A,E,70.60363926826557,E,A,66.45372542916388,-108.08178835589304,1
India,48,24.88746019911095,6.82337279156159,A,A,C,D,D,-279.38600187289313,B,B,-20.577263870511953,D,C,25.288143822690728,C,A,287.24205393399,85.2780492226992,1
UK,71,48.13836286116802,-22.651051881441393,A,A,C,C,B,70.54498075665701,B,B,-94.3694171459283,D,A,6.323937160039771,C,A,-209.12714645594383,33.291361010643996,1
India,24,-74.82896702604889,-124.90582566381173,D,A,D,B,B,-42.66527330250735,A,C,98.92837873585192,E,D,191.78240593755675,B,E,-23.784522898904036,-50.8454800999698,0
Other,95,20.30454136230833,-79.00420518855594,D,C,B,A,B,-18.9817153479508,D,D,93.07406467900985,B,B,96.16664623288197,B,D,-19.26910991823534,-50.65176643707995,0
China,26,20.844866484458517,5.966858308940705,C,A,B,A,A,-122.27963089407656,B,C,73.07168144952597,B,A,29.53291336692816,A,C,-46.21302426861069,21.411540591580323,0
India,56,-28.88465292041233,-27.66384437796971,B,E,C,C,C,-85.05981261316101,D,E,89.31321350316288,B,D,-55.46435776676842,A,B,98.3957774842109,41.20922843221192,0
India,94,124.78232456501475,210.06456903811267,C,A,C,A,C,41.66986431026029,A,B,-83.28285915761705,A,C,-20.321586073058977,B,E,-137.74417180304414,-48.69829244065074,1
China,97,120.90467949680652,-244.5776783782693,A,C,C,E,D,-27.986408358937716,D,C,-126.97403546707413,B,B,75.81063981758366,B,C,-3.4815435776111183,-115.10353107821949,1
Germany,45,54.83794513024118,-161.0110107997106,E,E,E,B,C,59.272039570739196,D,D,-100.60810833918529,C,B,-53.958603693360274,A,B,-156.83621399652222,101.46834163996299,0
China,21,262.4452464990401,72.94111220246924,D,E,B,E,D,29.877861398998583,C,B,-107.6911499742079,A,B,-50.90058486236406,B,E,142.64361315988646,-25.05467754979974,1
Other,75,62.56018072874109,35.273551630737074,E,E,B,B,E,-39.29130608077369,A,D,41.18309058148436,E,D,118.70384853478528,D,B,-102.05109840685225,-100.02987630896027,1
Other,93,150.28034657332086,-179.21461722021107,B,C,E,A,B,-21.413693409185612,A,B,-39.825150573574184,A,A,-61.66231667746238,A,B,-77.73987677475965,75.62978732573838,1
India,32,121.80293975080878,170.73446095736625,E,D,C,E,B,-101.78945568858889,A,E,134.07076445340314,E,C,246.60736480588469,B,E,-115.39544370182901,0.1318592173966791,1
UK,74,15.943542531142842,13.186959412745916,D,A,D,E,A,-50.21562435041203,D,D,20.97272494004261,A,A,-215.25543154182984,A,A,-18.05996366087836,39.58171993442776,0
India,35,-44.755741019174565,63.1217296580043,B,C,A,B,A,-65.44359017379224,B,D,-15.64499205502005,E,B,105.63374780846576,E,A,18.83700138614787,40.63798753359239,1
Brazil,64,40.115362273434485,-87.99080068839851,C,B,E,C,D,-260.4952233618923,B,A,-108.46221127868547,D,A,2.06142104031818,A,A,-74.34920927372643,-183.6482169743834,0
Other,91,-105.67977677198921,9.71901652776001,B,A,C,C,A,-68.62709130391265,C,E,-84.28601511398077,E,D,28.352941868673636,C,C,-60.13043113732414,194.08562903714756,1
Mexico,29,-109.73806287734627,-79.69139643542715,E,E,A,A,D,-65.39865842665566,C,B,106.39424548616476,B,D,178.42724794897998,B,E,51.23688698699945,109.03541768847096,1
India,77,-75.2384005790434,-98.65822235119597,A,C,A,B,D,37.93649587516032,D,E,149.63531979787058,D,C,-46.035302153485055,C,B,-68.52546288480343,-106.81527173701635,1
Germany,97,165.38124823594467,89.02578227857224,A,B,A,C,E,75.099002898601,B,E,18.474932656724704,A,D,-11.319177021608015,E,B,-91.02106360326296,124.07660505601181,1
Brazil,96,30.00892361431959,-54.769820011428585,B,C,D,B,E,84.37874933648357,E,D,93.04069670391652,C,D,-10.430625126904726,C,D,80.0150656590601,-58.92880018091897,1
India,64,139.27707307578194,-85.7324490771773,D,E,B,B,C,45.758391005571205,A,B,41.46192148315371,A,B,158.16921137271416,B,A,-189.6814800594391,6.501440421863528,0
UK,58,162.6710273658013,156.46420621822665,C,C,B,A,E,-28.31338140153527,E,B,-202.26363437481942,C,B,128.5164394527579,B,D,-87.05613900456238,-86.09175041869982,0
Brazil,79,-16.486598337870976,-87.68616570866556,D,A,E,D,D,198.9878655310553,E,D,-103.2780864442388,C,E,118.7004654807994,D,E,-35.746631420019845,-84.10514103242018,0
UK,89,-57.76070829877394,-152.3707169151979,E,D,B,B,A,50.22266014015171,C,D,221.5154231659826,C,A,-110.11452387073189,B,C,124.65647870443975,-91.32669941317485,1
Germany,29,37.116165863015,-143.6120087201708,E,B,D,B,A,63.77998351573931,D,D,53.95945825432248,B,B,-45.911244295482625,E,E,-17.623553755963187,-8.63006682552104,0
Brazil,70,-32.30653613954371,-153.70935972803457,A,D,A,D,B,-100.02278926793902,B,B,41.6164836994015,A,D,-49.39591376315552,C,D,27.375111468876167,-71.31371519900662,1
Brazil,46,-51.59186311423548,101.94382662474253,A,D,C,B,B,-59.26309767267641,D,D,49.04134295719842,B,D,13.411542035213838,C,C,-103.31061207649161,154.04096332504517,1
UK,38,-70.03417691739962,-36.981596311130865,A,C,C,C,B,-126.14878992832195,E,E,-29.865028961236728,E,E,176.71076378869643,A,C,122.9650311690614,20.399209219438298,0
China,60,-130.8468071013835,-4.676211915569447,B,D,B,A,E,-99.66412400799317,C,E,-185.87457228681046,C,A,-27.809330388767133,A,A,-107.08113564959956,-279.1789839057162,1
India,94,-240.15330325149398,162.83193143101457,E,A,C,D,D,104.51322169451129,B,B,138.32724309923805,D,C,-10.487298331432164,B,A,20.19048408168948,31.543038044787526,1
Brazil,71,-24.02897811030529,-16.71778890963936,A,C,A,D,D,-111.73173187086869,D,A,62.5677210529592,D,D,21.410984016596263,E,E,-42.34864681743905,19.482658662439984,0
UK,34,188.04216226982408,-12.510580797970002,D,C,C,A,B,37.135322004636876,A,A,53.600313159832744,B,B,-127.41694749739834,D,B,-37.00698390432062,4.853030197803048,0
Brazil,92,-68.2612885517089,-147.54032552938298,E,C,C,C,A,-112.25498105798593,D,E,-24.664349984042165,E,A,121.15424643230641,D,C,118.19882841904443,-6.664116076768003,0
US,25,11.285490475426936,42.55789501657909,E,D,C,A,D,-65.37312836710888,D,A,17.291730911994723,E,B,227.76677613548472,B,A,184.1323908679161,23.50904192489379,1
Brazil,34,-7.6126905686798505,-5.641502514295264,A,E,E,A,A,94.6300321042451,C,D,92.22396250376951,B,B,-65.93696948815399,E,C,-7.084102108762806,54.89304912351165,0
Mexico,30,34.50338869144874,-187.01221599621988,B,B,E,B,A,55.33043334111009,C,C,325.1651885615632,D,C,-25.122389554102416,A,B,46.27441671028316,160.95551580791252,1
UK,27,106.07357000426798,50.33126255483149,B,C,E,C,E,53.124175805224006,C,C,15.92944131758218,A,D,65.88482932472895,C,D,57.98904221528499,49.72048149418857,0
Brazil,75,-101.48213328418534,-23.488309756951896,B,D,A,C,E,-25.00526081173075,E,D,23.674605335615745,C,E,-21.15843846068338,C,E,-3.169505620818818,19.968736702632093,1
Mexico,53,2.9653812521634384,-140.47140864621548,B,E,B,A,B,-186.21296402149267,E,D,-22.45959507495216,E,B,45.86030068587924,D,E,103.72713140131422,136.71808894480014,1
Germany,65,-206.44042022137194,-37.44664125150464,D,B,A,B,E,-100.95761509875152,A,C,-56.65527815588883,C,C,-84.37173633982977,B,E,-28.85520937244165,-31.854055533070657,0
China,91,-30.709603007619556,-131.13044353197537,C,D,A,B,C,127.83776316436186,B,C,-4.089801552439371,A,C,3.666838353406426,C,A,63.083792331406684,-88.4775393171333,1
China,91,51.10240138519693,-188.93255756166013,E,A,A,D,A,-43.716124315598414,E,C,145.420491186266,D,E,57.50083051213842,D,A,-162.39746213954723,-68.65874710445605,0
UK,79,-258.0549828253532,-127.58318103880187,B,D,C,C,C,175.33814891728855,B,B,43.4495077534926,A,D,-122.82506106167743,B,D,-93.04909042503267,-34.90328917451522,0
Mexico,69,-57.76599900123114,112.36947979036698,A,D,A,A,C,-29.33764408534147,B,C,5.262595371715984,D,A,8.626409428683674,B,D,-86.27156143676335,10.958696215829953,0
China,94,-80.55730887445561,-182.29370746110772,A,D,A,E,D,102.89790204199454,C,C,-215.1945995787497,A,B,-51.453283383458924,C,E,-42.08734202963924,163.48981455967322,1
Germany,79,170.47657424028856,-20.981100143767954,A,B,A,D,C,-36.40049410440692,D,E,39.31955910650136,B,A,-138.90102793306974,A,D,215.84073167831005,-21.292329340813275,0
Mexico,38,215.2946530565144,-28.93885245550527,C,E,D,C,C,146.5756484566809,B,E,184.94804146794516,D,D,-37.25123334770119,E,C,143.79275099118865,-168.12527482226596,0
Brazil,26,40.89016472688631,36.28912617203972,C,A,E,A,B,-111.13882988453373,A,D,22.23854000753264,E,E,103.27995782952881,B,E,95.46408376651104,-16.545692848874243,1
Mexico,81,-68.73345002488006,80.34133357890258,B,A,A,D,A,41.799859320699404,D,C,-120.37458518198734,A,D,-155.27391767232362,D,D,-107.49670985347264,-58.07627228960467,0
Brazil,82,50.11917754468642,-119.96970850707251,C,B,C,C,D,5.129688314117381,C,C,155.40915001330873,C,D,14.027093486999274,A,B,121.22053271977276,248.77903494300332,0
Other,50,-48.514246491772155,-107.98263669987497,E,D,C,B,D,-32.71498717482439,B,C,26.069117528120234,E,E,94.97226219691959,D,A,36.75785473570612,-80.08568148230802,0
Brazil,37,61.1059881570425,29.489194836588844,D,E,C,D,C,-99.17446781352103,D,D,-14.649728725678802,C,A,117.77957299787347,A,C,19.537402930516972,-181.67218351213532,1
US,65,-67.76188303646894,-206.88697303166705,E,A,A,B,B,22.224063720038465,A,D,68.5182232104806,D,E,-2.0128280100808302,E,D,-153.8738444731408,-29.15992954397726,1
Mexico,37,91.50965636873339,-72.61289302308076,E,D,C,B,A,-12.022259574982673,A,E,213.3663098088091,D,C,-76.94185069621777,E,D,15.955888558476545,172.740021152962,0
