AGE,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
56,Other,E,26.222208884231733,-76.76055574755026,A,D,-33.276493739652715,E,E,-103.17377030686762,E,248.14031907557455,52.46804505227275,E,D,C,E,65.43752474231891,91.15256931663947,E,0
42,Buddhist,E,5.634984361398219,-109.80103703295157,D,B,-67.8836327791753,C,D,-38.30714996053348,E,-42.37411827087379,226.37824761847662,E,A,A,B,82.55723125471913,-41.712196305280024,A,0
45,Christian,C,100.25026947595465,-102.95447162466225,D,E,-120.36870879674673,D,D,119.2155961757559,D,-114.07581337959824,-228.10056813721752,B,D,E,D,96.88305591187726,-17.808640312983723,E,1
22,Hindu,B,-155.77404268481445,-47.60304647715243,A,D,-76.33120385271941,B,C,130.63036492414705,D,-42.44140037991805,-14.805420290995322,C,E,B,A,-63.65723116006359,44.13645941232897,A,0
24,Jewish,A,54.731403418397704,-168.45202859497041,B,C,-108.45068550488408,A,B,-42.46279244353855,B,7.526967191029652,167.08934122269582,C,D,E,A,4.177483613401305,-30.72179596078573,D,1
29,Hindu,A,-104.62374046723353,-64.69330521758948,E,E,-119.90257299597154,B,D,25.668080349494172,E,113.69325918219369,-24.157554243138,B,E,D,A,70.32435863172,-38.85743133341281,D,1
34,Jewish,A,-20.328147876553967,-15.697395779471105,D,E,-48.37245187347301,B,E,34.897264231569395,D,152.80535625439254,37.27385828339894,D,E,C,B,30.687971770918963,216.73779344117966,D,1
35,Muslim,C,-32.073145128393456,-96.73441090609624,A,B,-114.05317955122898,A,C,-11.55977597941685,D,-26.774197322836397,-74.44961496828383,B,D,C,C,141.13541198472933,31.91905564686551,E,0
54,Muslim,B,-155.35572518941964,-206.34268115546314,D,E,-178.6022316466887,D,C,38.20357620269019,C,13.723573787944662,-10.451629472027332,A,D,A,E,-148.51252630875712,-46.31191069429355,E,0
53,Buddhist,B,70.72339551086093,178.90652338299964,E,C,-99.55597543042684,B,A,-48.11703465538304,D,226.14657670481412,-8.630953988709985,C,D,C,A,-18.050428198063994,2.121690011055013,C,0
39,None,D,29.61977711534378,31.723009180828328,D,C,-73.92502544833039,C,B,-91.71821642175856,D,56.041116568331816,-43.37128435504042,C,C,D,D,-134.21087610871686,-64.00639231616304,B,1
75,Jewish,A,-71.25503143889745,-176.47524798249586,E,B,-77.94744824358581,C,E,20.766644521739906,C,-95.28846304580017,-60.50967157284347,D,D,B,C,61.40709110800232,28.730065234905638,D,1
66,None,C,84.46254430541887,67.29700321020925,B,A,40.556006418296,C,E,-13.333076416259578,E,-10.903467714111565,40.94655176556734,B,C,C,D,-17.1494267224447,-9.545403668510495,A,1
36,Other,C,-55.95228503143317,101.28074783455551,A,B,-79.75998524081378,E,E,-133.8400596642485,B,-174.63623265691194,-74.06414742212667,C,C,C,D,96.77599470198484,-235.49920522784947,B,1
77,Jewish,E,-91.50169813956435,-146.36420142101605,A,B,158.63282689259628,B,D,29.87261635301798,A,67.98544599484231,-20.531209382679126,B,D,D,C,73.53221092760099,-3.5543992178466364,D,1
61,Hindu,E,-5.514565185892908,61.02496692954874,C,D,199.44683405209636,D,D,105.59509660084119,E,-65.97131772550712,37.034480484771315,E,E,C,D,-8.780778355507888,-59.60871298392032,D,1
22,Buddhist,E,-121.07664065280387,61.98471064254794,C,C,-73.01412568997307,D,B,-57.132628086207426,E,-75.25939680362144,148.32105908133195,A,A,D,B,-77.32344494663064,-70.96060210777583,D,1
35,Christian,D,23.508319620770777,-25.936573283438193,B,A,74.53367973341946,D,D,27.49380878280128,A,-1.212392391239826,108.8377876003845,B,C,A,C,-94.84938299562597,21.464313883482248,A,0
71,Buddhist,C,9.682292245835136,1.9885464287864725,D,B,-206.85917046623666,E,D,139.96152821298168,D,215.7311482895267,-28.27954911125526,E,B,A,A,-242.4611340728783,99.33514044076239,B,1
35,Muslim,A,-37.7027970738401,-33.084393322081,D,A,49.35475388731538,D,B,65.56906211916744,D,-154.89262199163915,-40.17913409536693,D,C,D,D,-61.59781757178193,166.35033831161923,A,0
35,Jewish,B,-48.31474670553332,31.750001786929303,C,D,45.13526521712038,D,C,107.2562812707981,A,-39.40970745650621,-9.244459330208146,D,A,B,E,-179.56735417678422,-216.5974382725968,E,1
23,Jewish,B,7.26701733490555,125.16724782156288,D,B,-118.18867954946997,A,C,64.49303958385322,A,-96.4419596154782,18.41134612917222,B,A,A,D,14.866698303941488,-188.83070677437425,D,1
49,Jewish,C,125.83819986736134,9.75649757149008,C,E,-105.92670320934208,A,D,119.80250697612969,A,-321.32164342116863,35.348482268287015,D,E,E,E,44.420380460608804,128.1141644156489,D,1
21,None,B,-76.4402599449651,3.415298369973162,B,C,-29.61973495438137,A,C,-17.82313472865277,D,-10.917235640150128,-49.88207014791159,D,C,A,A,41.97616248617942,80.37410293898168,B,0
54,Other,C,20.898280038157356,32.59409248409242,A,E,-129.8584250320532,D,A,33.035144652733486,E,-110.74010156730726,-62.43913101499204,A,A,B,B,105.5099502267288,52.37070611310117,A,1
41,None,A,68.76975697697294,-25.0355258597522,C,E,169.52667759150665,D,D,25.294828684865685,D,69.05136842855802,75.47129651699093,B,B,D,A,33.37859881325538,286.9549006801761,B,1
56,Muslim,A,90.21269171259753,-12.176824428325018,A,E,-10.874609530014343,D,B,-118.24122996836405,C,-111.75020056697475,-178.05489458543514,C,C,D,B,55.928142481467255,-106.38052974486345,B,1
39,Christian,B,8.297681525831063,11.690203053728505,B,A,43.14143703276731,D,A,20.226490816046784,C,163.37909986226126,-125.79113997853177,D,A,E,B,39.23283091153101,-36.74470536545026,D,0
67,Muslim,A,-50.86570637870703,50.887268652435594,E,B,93.68596304687854,C,D,84.50955139113401,E,-137.63342627569045,27.189385292730233,E,C,B,E,-124.17890831991629,25.53093531305961,C,0
59,Other,A,121.73690381410951,56.48535199402458,B,C,-132.93330871661797,C,A,17.645339178532023,A,105.23609150198867,-70.16113501607805,D,D,A,D,305.6650905584059,84.69928145211846,A,1
44,None,E,165.92885246682675,57.6547724302888,D,A,106.2824974514013,D,D,-105.47524808943373,A,-122.30876620203146,18.87239011356176,C,D,E,D,-102.08453256617955,15.334960517465888,B,1
44,Hindu,D,-1.7072235874864685,53.95837940395878,C,E,-90.40327270880776,D,D,125.74598178115073,C,112.19929894045868,-47.35467302916236,C,C,E,B,98.39401566016578,-70.02377698971797,B,1
41,Christian,E,-13.156632004142354,58.042630119997185,B,A,-95.97261430880235,C,A,20.277240141551694,D,32.78539691908184,13.47038743457603,D,A,D,B,63.00064263862748,-76.20090762911315,E,0
40,Other,D,-138.74547367005246,47.7018380860154,E,D,113.88676995152235,C,D,-29.878524347594258,D,-102.38920133060265,8.913123462695784,A,E,A,B,17.69807321370215,-27.14586311836506,D,1
78,Muslim,C,-170.74384429090424,28.74353156876876,D,D,20.483583124005495,B,B,-148.42813274677172,D,-69.18495321066854,133.107171592016,B,A,A,C,202.73292500213748,-61.16276364983067,E,0
69,Buddhist,B,-87.35297602858135,32.60846916902215,A,D,-67.89378953305261,E,E,-36.98816940535753,B,78.62306812071074,-85.21605704098289,B,B,E,D,4.165582598323439,-9.310134108867151,B,1
41,Other,C,-39.641398594533904,-60.809103727899895,A,B,258.89665356809763,D,E,77.83403843022711,C,-72.51801295948789,-189.26623220602602,B,A,E,A,29.214076320702226,59.77294956508183,B,0
42,Muslim,B,-98.10037491019389,-45.23526422076237,E,B,-189.5802476191425,B,D,-148.94201589329566,D,-19.229585218094904,-16.324108114427357,A,D,D,B,1.9789250071122426,-87.77633605040457,E,1
66,Other,D,92.56521030201233,160.40834516072732,D,E,53.46071004753521,D,C,47.952654123466225,E,38.12659929670011,22.918382584828308,B,C,D,A,-96.13523165643592,95.17256964878354,C,0
21,Christian,C,52.79834168469964,-66.10043470790136,A,E,-37.718499675517535,E,B,-36.63555677725609,E,3.691553284660732,90.8377092459125,E,C,B,E,68.0319815872833,33.87622061141523,E,1
67,Other,E,80.47693969065762,-15.354566868298566,E,C,57.37744917919749,E,C,208.19754650596164,A,37.80339825288815,-43.45101496832034,D,B,B,E,-55.36147182427628,-18.862033810730203,D,0
38,Jewish,C,90.76373281459118,-146.36028965836314,D,E,-80.95659062626683,D,C,71.8472180638783,E,-49.500010567016844,91.00779112442086,D,A,D,B,141.3614916051406,247.10209712932163,B,0
75,Other,C,211.98810719661924,102.28956939573905,C,A,-7.343999260669425,C,A,-71.77122148367472,A,3.205099617845534,45.67263868452318,B,B,E,B,8.62648215632885,-46.66359382253757,D,1
47,Buddhist,B,277.8987202787751,132.44105365087427,D,C,-63.330965768022565,D,C,70.79229621027487,A,53.845974254406094,-63.606616086116695,D,C,C,E,-74.5007005725746,-28.43691688892351,C,0
40,Christian,E,-51.506342571122524,68.14441578250326,C,B,84.77211824248386,E,E,-168.49959794325514,E,91.25870011426687,-88.98053863706636,A,A,A,C,-87.91850913399084,36.85401607598234,B,0
50,Hindu,D,-146.16069953926095,-186.05366529742784,C,C,-130.82126633009378,B,E,45.31078968834975,D,35.50632347298173,114.72268149132914,E,E,D,B,6.085437849051021,117.26044789758284,E,1
65,None,C,25.09968158714845,91.76794550300184,A,A,-145.5546612992053,E,C,-82.89495887480226,E,34.59487954870703,66.28017517671172,B,C,B,A,-194.74008617530524,-39.64271865625156,D,1
29,None,D,-103.02759562509102,-71.8219227092258,C,D,105.3178835021333,D,C,88.44238291978638,C,-1.4586968449801185,10.229216044089487,D,A,D,C,-137.07059910994695,-84.66421455295287,E,0
45,Buddhist,B,31.298684349364247,139.54983471600005,B,C,180.94933121409838,C,B,-10.226320614849433,D,-65.03939792254167,156.5744608148405,B,A,B,D,-107.44754199145072,47.920745097985495,E,1
38,Hindu,E,92.46796575943483,130.7279028868058,E,D,212.12839195045947,C,B,26.019718831574767,E,-151.13800384743996,72.11332110844107,C,E,D,D,-3.322202746614529,52.73834242901773,B,0
29,None,A,45.133204422213126,-34.361253956650145,D,B,-52.92237373786374,A,C,-118.91842161408601,C,100.13858735410426,30.09781047414808,D,E,C,E,-99.2102337487743,-163.84562281856446,D,1
65,Jewish,B,-312.71260060203446,80.72822386430842,D,A,-59.79574170766996,A,D,130.35814172696465,A,71.7427755863151,116.81008355531716,C,E,B,E,-7.253087630420123,-96.61163002670344,A,0
67,Christian,D,-135.66762023982858,-72.73545593214828,D,A,240.49994615128116,D,A,-55.23181580701603,C,40.286596374568965,-63.34336334752886,E,B,E,A,65.34697402341475,-98.77157656844525,C,1
57,Muslim,E,-81.76404555282295,196.564682641548,B,E,97.90537314578121,C,E,-16.44999964112715,D,121.37552459050909,112.87577608034162,D,E,C,A,20.98340351284401,-128.41106093742033,A,1
48,Jewish,E,-141.07501287924154,75.61131633671636,A,A,17.6713695478634,C,D,23.969824655690385,D,-17.757287017810185,-18.363269845067574,C,D,C,B,39.66141100620376,-53.49623618015637,E,0
26,Christian,C,-5.968594197877803,90.92902865569525,A,B,195.51068856228113,A,C,-1.1830331792912663,A,-199.3008366486167,-82.02323187764046,D,E,E,D,-61.04918831199478,-42.735750699749026,A,1
39,None,A,-76.06789092180254,-145.4977941697476,C,E,6.2562669170916605,B,B,-108.47951447463153,D,-14.79963166032687,-103.78484743872522,E,A,A,E,22.035260290452552,54.84409618231185,D,1
53,Buddhist,B,-96.65370081881741,-113.72918028919624,A,A,35.1694352656798,E,C,-90.57551710197032,C,52.32977949744535,-22.012841121512157,E,A,E,B,-118.60053858158999,155.44849102308734,B,0
29,None,A,232.3359146926295,-2.9168202976318227,D,D,-292.0965909005138,D,B,-5.863529325205418,B,-73.10574036232221,32.189746938857574,B,A,B,E,-30.60910779719804,61.37746298452505,E,0
23,Hindu,A,-48.28757196810084,4.102432276095856,D,A,224.77667606161737,B,C,2.585223705654116,E,205.72897017584037,106.42056625694607,D,E,D,D,-36.531946786305966,-25.046264272308505,D,0
50,Jewish,C,4.846361654992772,91.78850524178495,D,D,10.97539781650265,E,B,34.83555555838219,C,-6.297670523662754,-66.11612186096146,A,A,C,D,-1.8930893602898922,49.33848241507749,A,0
24,Buddhist,E,21.059449087799006,-75.34894418099833,E,C,-32.7921493604837,E,A,21.749540329904328,E,98.53309215143344,-126.6078806743533,C,D,D,A,61.09920606799405,-83.99012971137704,C,0
49,Other,B,-330.79899639780456,21.659962576746207,A,E,36.012557133809786,E,C,-16.138693550612622,B,3.8473344434320276,55.9742335715069,D,E,C,E,156.9544159972388,36.79166620416853,A,0
22,Other,D,119.15344745555522,105.75404501549113,D,B,271.14452479634366,C,A,306.80312505390015,E,58.55619808274395,80.02467495511645,B,A,A,A,-11.162204809669747,20.729932378926833,E,0
65,Other,E,-98.64576917613412,24.709175957649315,C,D,27.899891337866052,D,D,-64.75501711903667,B,25.568896511253016,118.03240624885069,E,E,C,A,5.328855571550224,-53.543662063618335,E,0
44,Christian,D,-281.59366397684937,-93.88785832739799,B,C,-171.35223564693433,E,D,-93.69231269373456,C,25.426825198499603,62.62556795440328,D,D,E,A,-98.72204536309151,-76.20417040723125,B,0
43,Hindu,C,102.51916475605537,29.161404785992584,B,E,-121.62127192099565,D,C,2.3187840591787463,B,168.29231234683618,-20.447174911440637,D,C,A,C,-110.72180188535509,-61.15112134957506,B,0
67,Hindu,A,163.51415308191167,-75.76041206862475,E,D,18.8411464094754,A,A,-48.27238724841863,C,39.27242158460533,-43.642125616081415,E,E,C,E,4.338841666859515,32.56004194869105,E,1
28,Muslim,B,-76.2370941589922,76.2544241323619,E,D,-221.16131222876666,B,A,49.681470026638685,A,-3.408134531385263,-67.89837629203788,D,D,D,B,-182.09654355160308,31.566553686686273,B,1
37,Jewish,A,94.58580476233364,-39.197516795761636,A,E,0.8036805907122466,A,E,83.21083050285102,D,-119.90797193872034,105.66158507476291,C,B,A,B,210.09252547684554,62.86581255519755,C,0
76,Muslim,D,-18.52573282384756,116.37947274094846,E,A,150.70325028321005,C,A,173.13234392504177,B,-11.342010517230854,-41.7410481229425,D,B,D,D,-89.6956538749576,52.49820443396215,E,1
37,None,A,112.86331648838919,-105.64496711966986,E,E,19.202174187847916,B,D,31.25586265079837,A,46.452718527389294,14.820095005861658,B,C,B,A,-114.9739983393423,-50.335103434830785,B,0
39,Jewish,E,-72.26223241533098,-13.716935758990232,B,E,-50.8941332609057,E,B,3.6012949605659665,E,157.04800238491111,165.7856766142567,E,D,B,A,-203.18892847870472,-45.69024216676235,E,0
42,Other,B,-51.30212334632345,33.2015497148455,A,E,-41.761335982300025,C,B,-73.44096993935854,B,12.417940781952243,216.92782621070018,A,A,E,D,34.22558050996859,-49.950438842172005,E,1
66,Muslim,D,-113.52769266337597,-57.67972472930837,A,A,4.482730992963193,E,A,-47.96891294132902,A,-95.7078827336008,72.62395667637108,C,E,E,E,-104.48052296587645,-15.705197251556921,A,1
32,Buddhist,C,-42.98235472270871,-20.025890004107936,A,C,8.761944738112367,A,B,-55.281103116050346,D,12.913764863927613,-217.30467506466238,C,C,B,E,44.75014176697531,102.19457738311478,A,1
36,Other,E,-193.4883030345471,-58.96482704703118,C,C,170.24519411276657,D,E,107.51471446273942,A,24.635781300114846,-33.56266254735376,E,E,D,D,-156.56116476641247,50.624750483095006,C,1
20,None,B,-144.319686694964,129.9699757093912,B,D,-1.00120814009744,B,E,-121.83716317031002,D,8.370912742531312,-39.40731085239491,D,E,B,A,175.1037024566924,-60.86632781635578,A,0
21,Christian,E,41.21331388064505,31.592701268073114,D,E,-227.10774279013194,A,E,-2.1596989307815226,A,113.09627361549013,-113.82041909935221,B,A,A,A,138.10728506252462,-103.95016790225262,A,1
35,Hindu,E,-263.99497664921927,212.64612525796625,E,E,58.07791793755719,C,C,-30.32444649811185,E,78.15954250354599,157.74844822980168,B,B,E,A,-32.42734359824457,-94.19791385555115,E,1
74,Buddhist,A,56.11456729040305,42.383439537969345,B,E,-127.10122089204833,E,D,-73.84286697484576,A,-126.57519355524245,-7.070063509984394,E,E,A,D,175.7876272300569,38.167462710897745,B,1
21,Jewish,E,42.57247285528694,46.13448477541853,B,C,8.637946797901652,B,D,82.13684361596835,D,129.0845495590292,117.77294371329816,A,A,C,C,-52.405072943095085,-156.2817598695967,D,1
52,Christian,D,-5.502320475337704,161.72427210728097,D,E,169.3359013272588,C,A,29.551505283761315,E,-34.79962102951022,-16.980088589362957,B,B,A,C,51.592012715132505,24.05627498297639,E,1
71,Buddhist,E,69.10226538256238,105.95440592864414,E,C,-23.51963948156208,C,C,-27.86949433141328,D,-88.95393511771779,44.92167185550123,D,B,A,C,17.062815899399162,-36.62042444046838,A,1
72,Buddhist,E,-5.295083360273814,-71.57474891348042,A,C,-16.174267587760376,E,E,178.20038441499224,B,11.12992307026435,-2.5833051601262493,E,B,D,E,-68.50793098758963,-90.56903602606067,C,1
49,Christian,C,7.894724479138512,79.43339070742918,C,A,87.45342789386468,D,B,62.164450540531966,A,71.29556373799225,186.18244573097797,A,A,C,C,159.2695385751621,47.069355849391314,B,0
28,Buddhist,E,-96.01750002261574,188.00635122898856,C,B,12.321343417347254,B,C,-80.28540943589267,C,30.746991673670713,-96.65902632951831,E,E,D,B,6.279692116370813,18.70209318555151,A,1
34,Jewish,D,177.60800220656736,257.1193589721159,B,B,2.7730174170906405,A,C,-30.6054164738974,A,95.31961069681326,-12.075890913252794,A,D,A,B,-28.65201953085127,-109.35867320204218,B,0
20,None,A,-0.7215535995315275,199.29552474355822,E,C,-130.42391977394686,A,C,-259.15422741880576,B,123.36532295935511,-38.07130740274079,D,C,D,A,126.17535668632871,191.50038740779013,A,0
22,Muslim,C,35.89975570403085,-87.3303355355358,E,A,-17.58210961562514,C,D,-25.261979228025606,E,19.32766962889642,-87.26255310450868,C,E,A,D,-50.15843712985776,128.76010527392526,C,1
53,Christian,E,32.94584849962027,-21.097300633974353,A,D,-145.28231435665236,D,C,124.22142030257093,C,141.82906931373583,-34.34541650039616,E,E,B,C,13.49082702167847,-9.681914256655194,C,1
27,None,B,-13.872069199911957,180.04228220444176,E,D,-1.976518227488188,A,B,16.180708406832995,D,192.7281070695742,-6.613673942591607,B,A,B,B,232.85223700553442,11.04157797625152,B,1
20,Muslim,A,211.16477638495215,-114.02602851404433,C,A,120.10585932400303,B,A,-17.051894849848605,E,153.81874567985182,-117.13954377348816,D,C,B,D,52.370460913003555,13.54592458283733,D,0
65,Jewish,C,53.60021699967087,151.53356762829097,B,E,201.41668252050744,B,C,117.51844692164323,A,-32.05095308161291,153.50004013676553,A,C,B,E,-21.19530430228851,-65.95497027423328,E,1
28,Christian,D,138.48805497588927,-43.96899246999887,A,D,57.674136528541744,B,A,-38.91550682811113,A,-67.02527845921968,-183.91504506589638,C,B,D,E,1.2588919350965206,-244.612210460238,D,1
23,Jewish,D,62.83986223003244,-87.13440740466051,E,B,-35.86061581230211,A,D,30.98854518193087,A,201.93207001211886,125.81656845246374,B,B,D,A,3.9141144705329567,-146.01226003173412,E,0
49,Muslim,A,110.62851190173633,-3.6863129991990125,A,C,-16.976892506667447,E,A,47.75642113450877,C,14.181412744527094,27.310053266659075,A,A,C,B,98.40318382088685,4.214535136803195,C,1
47,Buddhist,A,130.93246703075843,4.253070470911651,E,B,119.19025452997624,D,B,150.4297494559543,E,46.71354330111815,108.75068324698158,A,B,B,D,-44.964916609753914,-31.172002239824533,D,1
73,Jewish,E,-13.557933300087477,20.540479017429284,B,E,153.2050026000158,D,D,71.46191487726118,A,-93.67420049152003,10.273348825221959,A,D,E,D,25.753185461462742,25.12402079996896,A,1
31,Buddhist,A,85.73632172037797,39.436228065698195,E,A,-5.28691164813194,C,C,52.12932675898227,E,-212.53849922226476,-122.55941548570706,C,A,A,D,-42.561315409979734,-27.550035570581933,D,1
79,Buddhist,C,167.3194885905088,55.79526813008853,D,B,31.985468043809934,A,E,42.98987265735762,B,64.85769456382181,148.02458283182568,A,A,D,C,29.97567741657172,14.427472926087798,D,0
42,Other,C,-48.19055621445083,84.37588854222761,B,C,-42.632038948261936,B,D,-34.97614906437722,D,71.96174075369953,-72.67587898850088,E,E,E,C,-72.9495358018541,28.22003787645014,E,0
66,Jewish,B,-93.43276134527169,-90.62897027598545,E,C,55.44475920196778,C,B,121.30727979379093,B,-105.97453230520868,44.04733891470171,C,C,A,A,-76.92636712345885,182.22269820440684,B,0
44,Muslim,A,131.2995230832676,131.8282406703614,E,D,82.2126420376054,B,B,-118.8611503386743,B,46.45206894704433,117.75582163403917,B,D,D,C,109.00100499249861,13.29761049885343,C,1
49,Muslim,A,73.26631640464964,39.10445276326686,A,B,0.3094039495542388,B,D,90.64771361262588,C,-72.10195196520117,-65.11048204840874,E,D,A,E,-21.2909318499111,-49.849412972211994,D,0
62,Muslim,E,64.76245398398245,-64.65673798781818,E,B,-11.019606201143379,C,D,123.7094518546457,B,48.35419814636974,64.76735394456286,A,B,C,B,15.844721432027528,-150.68305732044695,A,0
46,None,C,10.881043693890625,-86.83874493093126,E,C,-41.30822524853294,D,A,-152.94931989184448,B,48.60976809888574,-213.64483989300948,C,E,A,A,-77.89949748795254,-167.4610181814583,E,0
33,Muslim,B,-51.29029821474902,15.020735972564614,C,E,120.87748114720655,A,A,-77.299230684898,A,-98.55112467378557,-18.45946217468008,B,A,D,D,-107.9868878215645,-143.92149544612934,C,1
29,Jewish,E,42.991968041011965,-74.68990078198212,C,E,-102.66000197826432,B,E,-75.75361859046866,B,-60.731904655469314,-34.39883405044621,A,A,A,A,-54.901405251955524,110.81725124626327,B,0
46,Jewish,E,101.81622233092655,81.76796259836539,D,A,100.99450150413524,B,D,142.8371204398863,C,85.78422322740975,2.6893733590517286,D,C,E,C,-99.18065171529442,68.56000801244888,C,0
49,Other,D,-123.42112029394261,128.3730100396056,B,D,12.527829613619065,A,B,95.02144862039678,D,72.20367592913006,1.3976438294858329,E,E,A,A,-53.372978891772526,45.71297413716307,D,0
19,Jewish,C,125.35153625094848,139.72459714499655,E,B,78.98609655241935,E,C,-86.20841056648379,A,60.89554094591624,10.490308819285374,C,B,D,B,-22.020226571529335,-5.41466772617238,C,0
18,Other,C,37.63947418203089,121.10833423557774,A,C,-40.06100927758798,A,A,-80.16967159896745,A,168.86317915665617,119.14773914493091,E,E,A,B,59.24497235589898,-34.835833172285504,E,0
40,None,D,28.83046718008519,26.388371011615952,C,A,42.784334772872974,B,B,3.9912084259751976,A,43.7120411145875,-23.49058222998215,C,B,D,A,-73.0635466429024,110.3191170865571,A,0
75,Jewish,B,1.701155985321974,-186.3964324334234,E,C,-12.513674281478993,B,E,114.53934751338446,D,49.611435631489684,45.529481545735784,D,D,E,D,-151.44826511671414,-151.69798182252282,E,1
68,Muslim,D,88.76199616588453,85.44681606153232,C,E,-22.946012104925654,C,C,66.8181381584952,E,63.54483170588323,-211.2927713326159,D,E,E,C,14.50409475131286,124.27809130674676,B,0
28,Jewish,B,-113.47608228183053,148.37357055426054,D,B,-94.95353821840186,E,B,26.9322450516109,A,-19.13854951001023,86.63945968245102,E,C,B,E,64.57083381653304,-82.93545470336912,B,1
41,Jewish,D,-158.4974420966087,-34.25763174399946,A,A,70.68765649212241,A,B,193.3011988715003,D,-28.0829684643956,8.022343999896936,B,E,A,A,75.91361993926739,-120.91585561143323,D,1
49,None,B,205.66590428842474,-118.1252735720658,B,D,132.01222946823108,D,D,-33.22354521506682,A,-72.80564128690841,191.2460122583768,C,D,D,B,-122.74420537288965,-28.347343824062136,E,0
48,None,E,-149.80554257359603,30.76281261322149,D,C,-62.76395032223904,E,C,-54.28573767516548,A,-9.990446967681182,54.02142313777788,D,C,D,C,-155.4278528146649,27.86353789403503,D,1
53,None,B,-31.18458492282537,-100.48720338024559,E,D,54.60386935132426,E,B,17.970927169606274,A,-39.26355936514993,27.917529868532476,C,B,A,E,-27.277109820639104,29.822747169833892,C,0
37,Jewish,A,155.90841618541825,94.62633745407007,D,B,62.56547212134505,E,B,47.77441018307195,E,84.54235947254777,-2.6482044264619,E,A,B,B,106.74238444738388,120.39143577608348,C,0
78,Other,B,163.40840036012938,75.6090415396295,D,E,65.06395703621303,D,E,-126.2569875483976,E,116.07609058072363,-101.19793122093863,B,B,B,A,22.540364759584197,96.25849407832499,B,1
18,Muslim,D,-3.8715328938850817,232.49915730933196,E,D,9.232750194286496,B,B,-21.73832755026799,C,-20.110297006885208,29.920997982307227,A,E,D,D,176.84328160167257,-5.121318949235347,C,1
42,Buddhist,D,61.82015754808338,178.6328244822934,D,B,20.80659286866821,E,C,-166.47619816855828,A,159.63526855168044,-51.284260675276485,B,E,C,B,-59.25653542694583,18.323434349312173,B,0
25,Jewish,C,133.44454661870867,77.21774349142486,A,A,53.34615062626354,D,E,-2.7396210522125095,B,39.253723712927915,-29.694582541261855,E,C,C,A,21.729244913073195,-143.1080372995635,A,0
32,None,A,103.30640407455608,-205.812156522838,C,B,-186.60537150039474,D,A,64.10389447096885,A,-132.60144955049097,53.17277096708506,E,C,D,E,-69.8322545619331,1.6962218421675694,C,1
35,Muslim,B,-4.392421632446012,43.5063845593355,B,A,63.43276081977866,C,C,88.55448114657656,C,85.68923884310826,17.980044846861833,D,C,C,C,39.05140885015347,11.222748755321822,E,1
51,Muslim,C,103.97286587570007,36.52272219929502,D,C,33.57036810825952,A,A,-30.84746860044903,A,-117.24271636124546,112.99727539439249,E,B,E,A,13.215661011525542,0.22347112616750756,E,0
33,Christian,A,-52.81731752748856,-32.318625964526994,E,D,170.03604245225063,A,C,71.32312430556574,E,-111.71931377905402,-33.71737820290968,A,C,B,E,-20.017251377353556,-111.76049328533986,E,0
