Disability,SEX,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Yes,F,Hindu,-36.603786499514484,D,E,61.0811461383909,D,E,-48.471929389709814,D,C,-63.13443350785868,D,-7.915769828128805,143.78527547569357,159.04979795634077,11.467122139084541,D,E,0
Physical,Other,Jewish,-93.4859760339425,E,A,-8.294083067577876,A,B,-13.366179006529677,A,A,121.78735310963489,D,-133.06238974732275,-41.04957550463226,148.00411883420793,22.90546025169844,D,B,0
Yes,Non-binary,Hindu,-142.3193828848718,D,B,-173.5830003472459,C,E,-169.11948502545727,A,B,-164.37199494545857,C,31.056613810811072,-7.021777156855004,178.8648970719406,219.5508730871856,A,E,0
Both,Non-binary,None,45.71119501621689,C,A,83.16279567762571,A,A,95.34499658828072,E,D,56.63669045269464,E,-93.59431864998051,-47.53901271668759,179.40389444391025,67.37648306584323,E,C,1
Physical,Other,None,-116.79792244283588,D,B,-14.459323533960877,A,A,-203.16623978599745,C,B,2.520900934460053,C,93.76893478406022,21.05456945550614,-183.66032848143954,13.2080010273862,B,E,0
None,Female,Hindu,89.04147598179003,B,A,-45.45323928455548,D,A,-18.126052946185396,E,A,85.82934509429533,A,-39.31301263216462,-23.902022795616208,-61.02504170864279,22.228011222980086,D,A,1
Mental,Female,Hindu,-172.86752779445058,B,D,139.2588792696459,A,D,-32.71688716751292,A,A,9.523631045766134,B,-40.9620406250426,44.45245264388833,21.77022782701908,120.98589171373737,E,E,1
None,F,Muslim,28.46216435660024,D,D,-62.32008878028196,A,C,132.01537954123128,A,D,20.156579615807285,E,-117.66187084597253,-69.53443145410213,9.910040069975276,129.72094902646796,B,B,1
Both,Non-binary,Jewish,159.83106758572438,D,D,78.46474247218319,D,E,19.739294958635412,B,E,-169.7902809521807,B,-18.30582093795788,-28.255448499783554,241.89313585927522,56.92159028461848,A,A,1
Yes,Non-binary,Jewish,-118.34800298869649,A,D,81.24900329573299,B,E,-11.568747841704228,A,D,-210.19351171262878,D,16.68901500775364,-115.62810983010907,93.68361901233946,82.36030739278759,E,B,1
No,Non-binary,None,205.48500836685517,A,B,-80.30024029229568,C,A,-179.81058250353124,D,C,-16.39844503912307,A,96.05022167148724,-95.21799584814423,-137.46437774567048,-55.22247903539649,E,D,1
Yes,M,Buddhist,268.6861819433143,C,E,87.97047214515985,C,B,-37.883895002092885,C,C,-62.72581779858265,A,-231.24277209961298,-17.446016102455253,-85.41298335606152,-64.28335373970509,E,B,0
None,Non-binary,Hindu,85.39578671473335,E,E,17.79844594045156,C,E,3.843823954875266,B,C,28.885985314255514,E,-14.00898818324086,131.99041380905848,88.82811987371801,-126.99654381111729,A,D,1
Yes,Female,Jewish,-133.3915716296213,B,B,178.75231745573484,B,A,-57.18892985823651,E,A,-46.37702972723792,B,46.056070476121626,-127.27529061676357,46.12122233176356,102.30918859899019,A,D,0
Both,Non-binary,Other,-15.707465734071963,C,D,7.379144995452212,A,A,-32.409032920705485,A,A,-54.63638197904294,D,-194.42859902047036,41.711406618436506,3.883905770439633,-139.41357722234318,B,E,1
No,F,Hindu,96.50650031067613,C,E,22.816323297058247,C,B,-122.24484439752787,D,E,143.18490785508416,A,45.77644305691293,-80.96890089828948,80.81084080576531,35.99097613099102,C,B,1
None,Other,Buddhist,58.40921280419441,B,A,-117.11878978607126,D,B,38.137970790890265,E,D,18.9959408565669,C,-146.93367789632023,89.52339200701424,-190.39224729424555,-87.95433417385799,B,E,1
None,Male,Christian,-48.126248417902964,A,B,129.49184821043613,E,D,-28.579046193292708,E,C,-22.93260417291768,B,-96.91341183900256,-108.24128341822141,-100.47377864814761,-37.16911778656088,A,B,1
Physical,F,Other,151.58922060996545,A,D,132.42089970034053,D,C,-27.203778230802943,C,D,100.28948983070889,B,-110.82702418032027,77.92314373697884,-158.79670779493753,-65.8868405435579,A,E,1
Yes,Non-binary,Jewish,111.8235978776165,A,D,-6.664688201578942,B,A,188.67693335274706,E,C,42.65304905749386,A,-105.24452284944223,-14.34965771830613,82.84973993604358,58.46882515351488,C,A,1
None,Non-binary,Hindu,-129.27809075076908,C,C,-99.27061845641992,D,D,-3.054983058955471,E,D,216.6171335722801,C,-19.73149413297808,42.42190064843078,-13.865001965773963,-141.54810496661267,D,C,1
No,Female,Muslim,-24.88387383227515,C,E,-177.0593988356147,D,D,-4.728245564883717,A,E,4.228790912995357,E,5.679595650726212,70.35993405474163,56.94536687214629,-149.94485134926845,C,E,0
Physical,M,Hindu,110.88523333407853,E,C,53.05932958114723,E,D,-81.44013536376396,C,C,117.07625651907499,A,-86.21081808662255,16.18490073195439,-25.534919512717302,-88.09401076351674,D,C,1
None,M,Christian,184.70483788437093,E,B,-13.559679689410325,B,C,193.99844946170543,E,A,-74.16396096790167,C,-43.973862339689745,143.7698788326728,163.03528966441283,139.59738973214442,D,D,0
Both,Non-binary,Jewish,58.473858923387525,B,C,-18.55819197628351,B,A,62.25964306663637,E,D,-112.41407374461394,D,-101.61427096326037,-90.956734939638,24.93932720585311,136.30949129104022,C,D,0
No,Other,Muslim,107.29700293655394,E,B,-98.88780624955605,E,B,-78.00263763286269,E,A,40.684193439938745,D,-78.84526926087374,53.860019707136395,-110.73669393861559,-85.44672369040127,C,E,0
None,M,Jewish,-105.43768073026696,C,E,16.299209076177174,E,C,-8.819196249412594,B,C,31.293418500304824,D,-32.33606809412303,-38.221973343848134,-126.98132314849941,-111.02102888546005,E,D,1
Both,M,Other,5.910237607451083,D,E,-210.74564269234628,D,E,-15.633008152743255,A,E,94.54423260250277,D,158.13551987754778,68.97444307750885,28.55361992844297,176.6159532730968,E,A,1
None,Female,Hindu,69.85262140349728,D,B,-27.943651345403065,D,E,151.09508210641303,E,A,-32.36688754188388,D,53.83627817675237,122.41486793151391,46.638148012301336,-126.10412397203075,C,E,0
None,Male,Christian,98.42504153959094,E,D,2.6240107806304347,A,E,-132.9708324307358,A,E,59.070301821624824,B,31.759816468670948,29.30661242588891,103.21311060691714,-44.59082053259823,C,B,1
Physical,F,Jewish,-51.848978964294815,D,A,106.16236687961005,E,D,-172.039197768897,A,C,163.2884194097424,E,132.4360280668822,28.744832905159722,92.44142933121303,-20.97148941037734,D,D,1
Physical,Female,Muslim,28.359072086098298,D,D,36.973892088546926,B,B,38.246652257800385,E,E,-11.774169926191224,A,-32.246286099623845,141.80230907725783,-112.80147177129105,-0.5809823408841087,B,D,1
Both,Female,None,-25.130204170913238,A,A,-157.10742127058865,D,E,-42.197821939222294,C,B,-91.66921126414192,B,-133.16835022596158,105.66169674892913,15.27946442582084,85.24090693811857,C,E,0
Yes,Other,Christian,20.740429370313375,E,C,1.8258195716246766,B,B,-60.21720594246427,D,D,-120.77161332611117,B,139.33710907034217,-85.07986049768716,-38.43792284878454,-22.557237605773757,B,B,1
Mental,M,Christian,99.66004824363338,C,C,42.86766530665077,B,B,106.1864627807104,D,C,-17.623385651559698,D,205.93312017357732,-23.97739382027541,137.21475666976107,80.09828485071296,A,E,0
None,Male,Jewish,-54.35143734651228,B,A,76.82054595878016,B,E,-49.044812195644816,C,E,35.4182026865842,A,51.33966285398822,60.30851252865047,78.51717847240556,-163.3399396730351,A,A,0
Yes,F,Muslim,66.72563477095743,C,C,-67.30508749276339,D,C,-20.25962741667584,D,B,31.80261320865712,C,-200.53216911169875,-70.43840751103716,40.97543065131429,-42.76301516508635,B,D,1
None,Male,Buddhist,49.111080602313166,A,A,47.09261725124564,B,B,-87.20124224049242,D,E,-2.4884441658528687,B,109.33926556149127,91.95385178259397,100.71684518387458,-80.14354951403703,A,D,1
No,Male,Other,-19.04357427878698,B,E,45.33359620603948,C,A,-58.243006688989794,B,E,91.98488560681174,C,-16.856285799655097,287.009852862188,-78.23199994675984,-37.65559173935421,C,E,0
Yes,Non-binary,Hindu,-135.2482791081229,B,D,-78.81073156435349,A,C,-19.009989789492383,A,B,-74.4672256814914,B,-311.2996281396092,-33.296463005074166,-84.784799557111,47.26829679490942,E,A,1
Mental,Female,Hindu,-6.576447829127993,C,C,45.36508955720181,D,B,22.97353270677752,E,E,17.967448154607148,A,-3.5346856963243973,31.925268579129646,19.75992221225517,60.9368736881799,D,A,1
Mental,M,Jewish,13.044041334047376,B,E,54.46098012865054,B,C,34.18197898119886,C,D,-67.47318941994546,B,-89.53252888195185,-124.8687853934483,-3.1933991842293383,147.9885728620201,D,C,1
None,Male,Muslim,45.617284990426505,A,B,183.92738602043505,E,D,-79.4330263058955,C,D,-25.946339107418957,B,190.73921198288198,6.249171314848731,246.61635598716543,158.47672032343388,C,B,0
Physical,Female,Hindu,100.83698696364847,A,A,129.76357609833704,A,B,-195.54214972450436,D,A,37.76339929733414,C,-42.97635968386076,112.97840390905809,-135.9690632448354,45.386282407555434,E,A,0
Yes,F,Christian,-25.148785093466202,B,B,77.89273604727515,B,C,-45.94971819083335,D,B,-35.99006347791469,C,-166.57959644157617,-89.79340157037205,114.82545637587303,35.536940045425666,D,C,0
Mental,Other,None,-114.31098368678441,E,A,-39.13444024079003,B,A,98.34601223360622,C,C,119.7051968272727,D,-7.556351418475411,-265.2075817569842,-9.768206216062227,-97.84637852395612,D,D,1
Yes,Non-binary,Hindu,123.67598670477797,A,B,3.3360972549454497,D,A,-99.30269618417073,B,B,64.35873535847591,D,-1.8683682624299387,-88.59669149015106,-222.44478326479404,55.8803478124517,E,D,0
No,Other,Hindu,-5.558509819537393,C,E,24.64562237330699,E,A,35.430847627584825,B,B,126.7976714544809,D,89.88030316407688,-314.5205101773587,-128.41223144918308,-30.28918496137653,A,D,1
Both,Non-binary,Christian,-111.24653538917752,E,E,-17.78644042475023,C,A,-157.22678217044276,E,A,115.99953613450793,B,-129.61744090555527,-14.303487110713927,206.52300008582225,23.81937767662378,D,A,0
Yes,Non-binary,Buddhist,-75.04045351200875,A,E,-132.17895319869538,B,B,10.596116144955488,A,A,-38.36124560641762,E,-66.07079654938325,-166.99183483488417,-119.07341772399445,-140.1453766578301,B,C,1
None,Other,Other,114.23570189863386,A,D,192.36563348102442,B,C,-107.49105437327513,A,E,13.977455561279886,E,-87.37232028097668,20.469744531557062,180.96080143356917,79.25393423725967,B,E,1
Both,Other,Buddhist,-23.03193934769369,E,D,158.62950551404364,E,A,-18.900364172166707,D,D,-24.759564033135646,E,54.21664915398392,-73.72523111380039,155.9026676721454,-136.36524259477665,A,C,1
Yes,Female,Other,-14.067247251321621,B,B,-145.92488200389565,E,B,15.50030157222463,E,E,153.01940915209892,D,-111.0640006922772,113.64455155120572,-144.12577631888362,156.31411434870557,A,A,0
Both,Non-binary,Buddhist,-121.6698839683571,E,A,83.10034824721558,A,B,-77.89577206543686,B,B,-20.98177824809792,C,55.00986169921261,-35.43129776155106,-1.0355834403442654,104.9214707125866,D,D,1
None,M,Hindu,-133.1601923628299,B,D,-130.84985963032588,E,B,-61.354792036559736,E,A,101.2391062987141,D,20.571913483727055,-54.7959539795561,25.07921565378029,82.32651497295309,A,A,0
Physical,Non-binary,Hindu,49.37254812966491,A,E,63.93841489941487,C,B,-71.270619325418,D,C,70.22401715427745,E,-25.347820224418726,-177.57602735806526,143.0713197930657,88.80602796016247,B,A,1
Yes,Non-binary,None,219.4206786498035,A,A,162.80205329752238,B,E,-61.6323009305717,C,C,67.35291093218432,D,-127.78970143828346,126.15647515883262,-54.94697631924812,82.54870419849847,D,D,1
None,M,Muslim,40.32324820240684,C,A,43.389515915212236,E,C,104.74581881908054,A,B,30.721581051421644,B,36.100673939511374,-110.83741635203135,-37.33307814021114,7.259328689033915,B,C,0
Mental,M,Christian,-82.47475819117203,E,C,-38.73770594404188,E,A,52.186701834641184,A,E,-49.74240111410159,E,100.89375779562211,21.05695174762214,-50.51685894147455,-315.91582539044623,D,A,1
None,M,Muslim,-37.05402957900364,A,D,-77.75366081966003,E,B,81.60703508354692,E,C,-68.3191621268353,C,-59.65752260076813,-33.296245759666526,-80.97875579965034,84.70327040022202,B,A,0
No,F,Buddhist,11.086119133916018,D,B,-111.23948821003182,D,B,-54.21617863890731,D,E,-18.128377873298675,C,153.62803023276686,-48.39026497288131,-73.82088358510559,141.23290813361652,A,D,0
Mental,Male,Christian,-110.70252489745755,A,B,35.19092885064631,A,A,41.09934214043566,C,E,-72.82463425570582,E,76.37134331044389,5.9690274399669105,32.266448109551135,0.9612800471622385,D,D,1
No,Other,None,-39.03649094063975,B,E,-7.604590129657495,A,A,38.36430882551946,A,D,221.83708208472538,B,27.064738068606143,-30.153056038768643,43.02483592601701,108.10245778681964,E,A,1
Mental,Female,Other,34.95216276084705,B,A,39.112883597920394,A,B,59.855816337942045,D,C,20.092744992227736,B,-0.6818772046024588,-42.88771295322063,205.9290945103025,-167.55690796575925,E,A,0
Physical,M,Hindu,-40.57145693434147,E,D,-107.8491167745269,E,E,-212.6684499416907,B,C,-137.48427948728747,C,-98.12990540295765,0.8417325183857257,241.74267471017444,87.5994053489599,D,A,1
Physical,Other,Buddhist,133.93879186839763,B,E,53.02927263189363,E,A,168.65942079368236,E,A,12.297997052566451,E,-91.61539449393463,-87.29649997353965,-46.13361932304236,46.74344246189707,A,D,0
No,Female,Jewish,117.70908170413456,D,D,-97.16294362213966,A,B,111.80192291357724,A,C,104.20625113797766,A,17.504735371825024,-16.708583347868903,-162.93726831676761,-48.01661577195907,D,B,0
Both,Male,None,14.795123223429755,D,C,-65.01193207618819,D,C,12.753965675590786,A,E,-12.342293957825195,D,20.127195588557576,87.6858824766995,49.21898314855318,9.14114149982396,A,D,0
Yes,Female,None,35.54610158242982,B,E,1.3215465041490684,D,E,205.90189636049269,A,A,-54.37646436703509,B,148.47192619542665,-36.65657197573203,-29.87864988487341,-1.635571568462801,E,E,1
Physical,Non-binary,Jewish,10.528436800446382,C,A,129.8361415808379,D,B,-3.5139241620397152,B,E,-195.95422502623254,B,168.0242263368813,-106.1878847990017,-36.15343018695684,56.64820798824335,C,E,0
Both,Female,Hindu,100.01197992059072,B,A,-161.86032831858213,B,E,99.80560166073066,A,D,-51.938787031841535,E,-64.75839944594183,-66.71518186331447,-73.63489562406752,-106.6699250755158,E,C,1
Yes,Female,Buddhist,-218.0872899080625,A,A,94.33134758843669,A,C,21.966396006459394,A,E,64.42773401789398,C,17.401624680598918,-26.732973538035715,-4.830046095998177,-74.08554831528716,B,B,1
Yes,Female,Muslim,53.39145373698811,B,E,-6.019181118225002,B,D,28.708386075000387,C,E,0.237553504140828,C,-140.024314382443,88.16752844452874,28.418301323887242,112.42800421695452,C,E,1
Mental,F,Christian,-38.843064862526035,B,E,124.19921957338047,C,E,53.153438162768076,B,E,129.3633605224683,B,-202.95522698192633,-0.5754069408125084,-121.67036435043062,-186.80109768210818,B,A,1
No,Female,Hindu,-83.4228554247182,C,A,24.846577185537598,C,B,54.019676930950475,A,C,-32.30529350460348,C,153.91726252872206,-58.46137986188305,138.69096733187433,54.5145496913703,C,A,0
Mental,Male,Buddhist,70.52796457535607,C,E,113.70019139417262,D,E,30.176161944051266,E,E,-29.977960719815748,B,-105.32678956890373,143.14299684107712,-74.24982817242551,-6.563657992005015,A,D,0
Yes,F,Hindu,70.63085783800899,B,A,-45.535362331510996,D,A,257.8433239441907,C,D,-37.24561662572045,A,146.73107454688846,12.007602982886423,119.25839102737964,145.21430166202168,E,B,1
Physical,F,Muslim,18.135959119542118,D,A,-10.085388543371288,C,C,-107.05037598742678,E,A,40.41057284616314,A,108.7260732074415,18.230742044627757,94.92018502890464,-75.97685144130465,B,C,0
Mental,Other,None,-114.86342331820131,E,B,-52.2337209189617,A,A,62.33044785902413,E,E,241.3489009555471,A,-4.211359952667679,-43.06088543413028,27.44341842400388,-59.51727033864746,A,E,0
Yes,Non-binary,Christian,-5.1030570171298795,A,D,221.91392170349724,A,C,72.34818254844329,D,C,-102.79933610335827,C,-48.543107738208725,43.07213287173529,13.221053574972203,-244.9794067963964,A,C,0
Both,F,Jewish,205.9101121893318,C,A,33.44783270613372,A,B,-114.73818318734918,D,B,14.237963571474186,E,-50.76775119843332,-5.213953075297124,98.04974835170381,-42.99927310370729,E,E,1
None,M,Christian,-15.539383948016974,B,A,-62.35734754279015,B,D,168.62654153935074,A,D,-10.987807191305771,A,-217.08429018436547,78.62989768134032,17.00072591229554,-79.70286956457245,A,D,1
Both,F,Other,127.39405003387884,A,D,-9.697191057670608,A,B,-145.08695928182934,A,A,115.60125676749402,D,9.212583292088105,-22.407297946978716,-170.2879755688543,106.83525855284135,A,D,1
Physical,F,Buddhist,-317.1016444122898,A,A,109.86202872470689,D,B,92.06391190266692,C,B,-200.64724859413272,B,-48.23134171931655,57.27417904968776,55.23871164245019,121.8781378120302,C,C,0
No,F,None,100.06979712569704,D,C,-38.96995869212432,E,D,52.99531892715259,D,D,-213.26093428610707,E,164.09859692280978,27.364092812653656,16.999553089315878,-40.193083989368866,C,A,0
No,M,Muslim,21.416847251581366,A,D,-127.57016305848109,A,B,60.899224867498155,E,E,49.45828004236233,A,-2.6807336629573726,-88.10464104668851,3.8232512210383125,74.31016354141589,C,B,0
No,Other,Other,78.48306680006662,B,E,-16.768634113172318,A,E,-20.504972383009292,D,B,140.12249408644422,A,-175.14293026852542,186.97662487140653,251.4725900298842,160.19187920762135,B,A,0
Mental,M,Jewish,4.4458162863770285,C,C,-3.4188597876841107,E,A,-33.14213096230232,D,D,-2.583987154498258,D,65.49661976947398,102.47204188486407,-183.03130851380544,-10.24334681298065,A,A,1
Physical,M,Other,-27.3899522159833,D,B,45.81846532873837,D,D,-11.23737924896656,D,A,-142.53316162793303,A,-171.79775114712066,99.83652144919712,-97.22769757065885,-88.9687915077643,A,D,1
Mental,M,Jewish,-185.26796651156758,A,B,34.43530940309518,B,C,20.32363787223355,E,B,174.6245608951764,E,95.51816593774997,-177.40865178629826,29.691495795172973,53.758481916296965,E,D,1
Mental,Female,Buddhist,-105.37138695979446,C,B,29.74148942647789,C,E,-40.61203133721081,A,B,-116.20372568999503,E,165.20569301565365,84.4335359164887,-4.553178987064023,50.988387479750074,C,B,0
Physical,Female,Muslim,-45.158002034129666,E,D,-78.22897903695342,C,E,152.5585625032814,A,A,-116.19660432576589,B,-1.8182057391474313,-209.29056446033653,81.30157964090168,-1.1518364793372067,C,C,1
Yes,M,Muslim,132.93213196123656,B,C,-75.19251458796022,C,C,62.932480365912205,A,C,45.62610896373749,A,70.15058804460313,-40.922781759312265,31.26572444638316,23.710150795060983,A,B,0
Physical,M,Muslim,-173.55686747591088,E,D,128.93819609774658,A,D,11.829387800658873,A,A,-59.4070582271907,B,-136.15676289367983,1.6794176020807714,45.36723236789906,4.737789493907059,D,C,0
Both,Male,None,-31.187111026291266,A,C,-9.001673085116918,B,C,-44.27441492582946,A,E,71.31870229668688,E,222.76132105482148,129.1937078686909,24.902266242508286,82.43004909704446,A,C,1
No,Female,Hindu,20.039849507537472,E,E,-11.340878875331052,D,D,54.55980799930003,D,B,-44.11129632859232,B,-42.51067426250863,92.06000901143663,-35.07996546395726,-103.7467409487774,B,B,1
None,Other,Muslim,81.54179020683668,B,D,8.553989617658772,A,E,-41.387095252674925,D,B,38.94239793965244,E,115.04433108108746,19.254510649489173,19.17392709629174,-34.10729412990484,E,A,1
Mental,Other,Hindu,71.34577479779878,E,D,41.86965063548321,A,E,98.11499344885702,E,A,-113.24836557424811,A,-102.35300506484619,-201.87756249127494,-188.33168467658453,-107.6152076764651,A,C,0
Mental,F,Other,43.32334460649487,D,B,31.194008287130387,E,C,86.56337632147363,E,D,-30.235895625095445,E,28.219518788093083,69.79640927206819,203.98511718183846,7.156731596540879,E,C,0
Mental,Non-binary,Jewish,-20.351654642682437,B,C,116.97874585396536,B,E,49.54001172151287,A,C,-68.11450912621694,B,-148.15037434917082,112.66098055467954,94.24851140521713,-140.8030235870194,A,E,1
Mental,Other,Hindu,115.82739819240125,B,C,-37.53337675566158,D,B,-39.64871971977884,B,D,-26.645553401403355,C,50.168280704476565,-71.15292385774886,77.6425907937057,13.653615065863308,C,B,0
None,F,Muslim,11.258254288947827,B,C,-49.79084526891115,E,D,-14.176036304408626,A,B,91.53806143039314,E,-85.44615889120251,23.985385734703655,85.48933513380163,186.56346332090638,C,D,1
Yes,M,Hindu,-41.67661295522634,E,A,-27.736838376813957,D,E,-54.88910410913241,B,D,112.11328285652873,A,47.967931150488404,-165.66732775864122,111.28484731381722,-39.55685138159287,D,E,0
Physical,Non-binary,None,3.77305853821069,A,B,28.024687553086086,D,D,147.87314660836194,B,B,-28.83838804280805,C,77.69018979308528,-85.12939674782194,-125.6432223721015,-145.01714687832802,D,B,0
No,Male,Buddhist,32.082735137110554,E,A,-93.01163265135762,D,B,99.57404500236231,B,C,-71.36079937684153,B,12.503471218350892,12.794008962825067,99.72559366087013,130.37613783940185,E,C,1
Both,M,Christian,-20.733867760172128,A,B,166.38949502411168,C,B,-54.6675413718406,D,A,267.63411399565456,E,-2.3460589537625736,-90.26495556085476,-4.766342356835591,123.20046501260214,E,C,1
Mental,Male,None,113.8364935085036,A,E,-60.18003104396337,E,A,-11.94998380690453,C,D,-26.688399620918346,E,159.09131387103238,-99.12566452860176,25.96377395035603,70.41613041679332,A,E,1
Yes,Male,Christian,68.515752646815,E,B,57.69060326094747,E,A,23.205263734430595,D,B,72.30699462336119,D,-32.51933987776267,99.81687719742104,-86.29419237422604,10.418248128459032,D,C,0
Yes,M,Christian,57.905172930330636,E,D,143.76234030241784,B,D,-89.65934455990262,B,B,101.80693843607844,C,80.5355661736648,-45.73727305194137,115.39259288151247,-101.7922865666424,A,D,1
Mental,Female,Muslim,-200.22465296810256,D,D,36.42617019343374,A,B,-11.153791456094634,D,A,76.64144668930763,C,-49.223893462748144,-107.36289659330261,33.745058370135105,-54.20417284232073,A,D,1
No,M,Hindu,-37.67754284417459,B,E,21.003639075616768,B,D,10.454969522618383,C,C,-80.49135112183666,A,-38.12190883814113,276.93621900099276,304.14167403817663,-161.3884761333764,E,B,0
