religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Other,8.08267066606975,-220.84126512419658,B,-98.07353903442836,E,267.149156885023,D,-100.63610757951,-97.53309883158822,121.94085548989813,-159.60227011657432,0
Hindu,-27.31176530817913,-144.09240457363975,E,-15.999750450168628,A,122.9124461694999,C,-22.882838318570027,-31.58293504290607,74.36465899576885,35.678012025777676,0
Hindu,-134.64110476014747,-42.803861549607895,B,109.2853810461343,C,49.32341072594757,B,-97.5513047813169,-72.22948967265862,114.23366068748638,52.807932326989224,1
Christian,74.57339081074184,15.962801263669519,B,50.8740652897391,E,-115.85971603095646,D,19.416735835243507,-92.89963112988619,13.135742563679365,-27.892260667569,1
Christian,-7.310646682657347,-56.91771598405402,B,284.3719779153875,C,79.02773164891764,D,27.444587838408236,186.10854579542993,81.27270720238862,159.86107011288487,1
Buddhist,55.43540402735303,-230.186103080287,E,-221.71218047381197,B,-51.58118744581073,D,69.85678029420875,-23.227506846504365,-61.10129273679341,93.80003656883503,1
Jewish,-87.64543218977431,40.062084232558306,A,27.66053046292595,B,-40.06278607859509,C,-154.62649881007974,-61.655157250355344,-157.4034856357757,69.75612105242641,0
Buddhist,-53.27388468257176,-60.103497556198946,B,77.93349983361001,E,45.50157288599625,B,-48.12464735329845,113.96479139973957,27.70018625388365,-90.73340739766566,0
Hindu,-136.5560482247224,5.024693677416392,E,29.728637119445434,A,2.4336114546742205,A,130.84219435788995,77.71388845541158,-74.20970315908662,227.08880919224242,1
Muslim,9.825413338029502,-39.83489028049817,A,56.88944729242203,B,173.22634788617287,B,-203.48175321023484,-136.81779037399454,50.98523943336518,-36.99219297622605,0
None,63.856222390131,72.61414165566204,E,-25.205021796305555,A,-32.877375904877944,D,88.26790823979921,-35.12587003245361,-43.055463778339956,15.912855753616906,1
Christian,121.36287436975033,69.25501500790537,B,92.35845404880085,B,-106.83780942062204,B,43.42313457075241,21.13368964877628,2.5253435389535737,26.618599298715246,0
Christian,54.01623565684457,-75.30259786355596,C,78.75268019659767,E,197.36788449603483,D,-76.5182796076944,40.322509027917,77.71870691383887,79.45790551914732,0
Muslim,15.531977875090197,62.362289447191074,D,-195.86772283485303,D,-63.82470605536311,E,134.84108532872125,-76.10192884622215,27.8541403890134,-262.8241007904212,0
Jewish,-157.11211849584495,-6.334970674172993,A,-56.21070839337301,C,122.85713217093107,B,-183.3342259634415,74.32960626825526,-16.571041106385653,-70.22711273858219,0
Muslim,54.46680068192057,-127.31030014855769,C,-74.86355023778894,C,-41.17804242245512,D,-189.45646288769197,-29.335442542454892,-122.76025195255411,-22.754269397275884,1
Muslim,-155.8489111274071,158.82232911886237,E,-139.12357081644043,E,71.10083809806369,E,-220.12021319441195,-184.4248403720797,-8.2462255388564,-30.644415500393983,0
Christian,-63.96818735916402,-77.6427732487227,A,187.2950597323863,C,144.9346297164099,B,45.38303961309087,-160.26965525939832,-73.81984497887566,5.55653060193158,1
Buddhist,-75.2304022976245,35.239226487193704,C,49.75846738223686,C,-93.07447368522612,A,3.409561751344982,103.45063792221147,-72.55537913039173,150.11923901841348,1
Hindu,-17.671777325338958,59.23257496345114,E,26.33817563054509,C,147.03294721041794,A,4.15755054777683,-33.275015581136635,-20.350122428826474,247.02913004772878,0
Christian,-118.56763570034225,-35.34541836650125,B,63.73434861439203,C,96.86997293146203,C,41.879319201207274,1.3922594345021437,21.14553269942374,157.32792215627867,0
Hindu,-59.55477925309075,188.85449346517288,C,69.2045336783768,B,-83.35517697471626,E,153.08746493152913,-82.50227552753991,-32.298184446983434,59.10182078376912,0
Buddhist,-31.012851539120373,-120.48783978658815,D,-56.04910172110876,B,-226.65931038947295,C,3.025551457275398,-52.16980304996765,65.15159722520377,-108.49081372900638,1
Buddhist,-33.691745472152974,-87.49677724621912,E,92.17178236091816,E,116.24606550927861,D,157.3187604268843,41.367171761667905,-17.058855404829707,-95.04257582999328,0
Muslim,-184.9123628400602,54.2040881973902,C,-132.56889788271843,C,25.54422563082783,A,127.1016831217312,30.180755306486873,9.245499764148237,-38.86263229855753,0
Hindu,-159.5001298967799,-71.17912692598364,E,-19.76477702042932,C,1.1509804249255604,E,131.14737772240113,104.8460497188019,-70.8192733922305,234.26174802110023,1
Jewish,-32.925909385339565,-137.45287561925332,A,17.44070048881014,D,169.07950479572327,A,62.54590308254312,278.4207095392211,52.6069753748071,-99.26524079217103,1
Other,-46.19095837546644,-39.65731891355747,C,2.3768644664234047,C,110.35903764494688,A,108.80447898841021,-62.188497534060396,-7.190891455539893,-131.8673525872352,1
Buddhist,-27.711498353819547,12.674061281347065,A,59.688728530703116,C,36.63219572603535,D,-109.2506722837028,-237.28666174879893,71.5209077559614,-165.31071596148138,0
Buddhist,-180.42574014175761,-19.87450171433358,D,-109.42019697623708,A,-86.64045069676017,B,126.8241360446646,-43.45934963971994,-7.314947494929065,-83.44499386760572,0
Hindu,-179.83526814863905,-48.75118584063579,C,18.360099625212737,B,102.23622169989768,A,19.064644506294687,48.24634033469843,-212.65616906671085,28.740267446089153,0
Other,114.12847143813913,46.473527899959855,B,200.587326987062,A,-2.021385601240879,C,-12.796722091951349,115.78350522601471,-164.5885456416468,133.72812455440618,0
Hindu,-32.42535828929557,20.62276811735541,D,90.33715105872221,B,7.71321802902569,E,81.16258531008617,-118.06238015588437,96.69489215210169,-106.10328993900484,0
Jewish,0.8240542301229362,-100.82276195275777,C,-9.089157822607332,C,-43.599955634110415,C,67.24698530590997,186.79822313407263,139.91432351347817,88.4211730905535,1
Hindu,-39.04343675774973,129.5114021763658,B,21.889223867454508,E,138.52507817348587,B,126.60612972691665,59.11229911969512,-169.67775022708375,-189.8931863555098,1
Jewish,-90.78318603416122,-187.71744193703518,A,126.24740655462625,E,-79.79769068728488,C,19.667072754723687,70.36657899005189,36.160086328302334,-12.646433034336296,1
Other,-15.934994956317652,60.66459962497047,D,-75.35138506125152,C,-155.40615497831928,E,-140.17832167002524,-113.62053143605901,56.495828945357765,84.23293905083216,1
Hindu,-54.902069744764944,-152.87718122012035,B,52.600984759887794,E,84.67980968502525,E,81.47735172567168,94.6018076727415,-41.6151745670867,-280.1933219093319,1
Jewish,259.91308040507204,-66.97945559329096,B,212.45930357419263,B,-33.75192197898906,D,105.23222991437673,-239.2963949205503,-33.44049464524604,-142.21048488702755,1
Christian,-36.18040866686316,-219.65574894039318,C,-103.6626635703356,C,146.0484650985768,E,-120.87001299159353,39.13244299780155,-144.3436384118138,90.39592907338942,0
None,-48.90084908424397,84.90995111277249,D,-22.29908335864457,B,-60.666100742229354,B,-9.523384785424243,-77.39875866530323,69.60972577458854,47.056386809445186,0
Hindu,-41.147941929129125,129.10715724325976,E,10.081335282604348,D,-58.69830002377,C,148.7589279675809,25.306555927033358,-212.44495218907184,45.01957194416282,1
Muslim,83.49123491018449,-26.97671296801619,C,-154.44917528065315,C,22.180821205162566,D,-29.000879335960644,-57.42133120948593,89.9530108708149,79.26697122981521,0
Christian,-28.758168260479618,152.15640976152625,B,-46.34548555423726,E,2.053714926628304,A,31.68316926564543,29.85301312350036,-118.80562158118227,-28.04605621380348,0
Buddhist,48.19687029908096,58.74530083439521,E,139.18804041446265,E,119.03435090323495,E,39.67533787577439,-13.944890856528621,226.89958874319856,-22.72014955354924,0
Buddhist,-16.975352829921466,-153.19626183658687,C,-140.27475780848903,A,166.17718709107902,A,-21.9146817652436,-42.818193913266875,91.07224670364312,-181.93244450272093,1
Hindu,71.84860883641562,112.9147621244035,E,252.59723695516584,A,-110.65687201648598,A,114.8551526622055,8.78007590796082,76.27807343907874,87.99157654296211,0
Buddhist,-51.19561808378391,131.66461987387,D,148.93910335806896,D,-25.181362033122433,C,246.80821895056494,-136.33060812049757,98.80026058768551,-124.790986435111,0
None,24.536203266973317,-48.03381340780207,B,102.45009870013419,A,-52.20551162873569,C,-24.027096724098516,-189.52420936408532,-7.18168880808424,71.8917248569075,0
Christian,-19.974872281985782,1.059503733869685,B,4.406621258434424,D,120.78735083957017,A,42.876850070158135,-3.0157479992674725,4.4395923476442505,112.07163766031216,1
Jewish,27.10914377358751,-24.0293644081802,A,92.12404543928344,A,52.8469531917838,A,-43.44359582338485,114.15310287173688,-1.2102463495482567,145.12321236605007,0
Buddhist,-40.39217183986335,90.70946937074753,E,241.27937591867345,B,-74.37797609110254,A,8.606330533525767,72.9916708358397,-28.734947300492987,-155.11629888624287,1
Hindu,49.13697307903653,-12.99418472248988,C,-19.415082948966642,C,147.15146941145244,A,-17.653837006789818,33.4261836363737,-64.92796228333972,62.49015444525611,0
None,-28.809926528584086,-62.4813913419373,A,45.096321429078124,D,21.600880194043157,B,-8.85744857381083,-51.96549496786314,10.593104667546726,106.65572124320977,1
Christian,139.00961182041715,194.44256410576415,C,147.49486598683353,B,-131.48619176453155,B,-173.34862605592855,20.613365899746626,-64.73876536526711,-46.312185276396264,0
Other,-108.10836240905009,168.60562604122612,B,32.932812326048584,B,-12.400861036788458,A,45.303018668644164,-182.17693895339517,-175.16153781150462,-26.713953302410875,1
Buddhist,217.50725359107705,71.94730443393316,A,8.023288363586216,B,-48.803962456264735,A,-40.96774479774885,-187.24142732437815,-13.237851275166687,136.9990424778414,1
Muslim,-64.84411165298202,-32.15862047548034,A,-118.66160044444716,C,109.41930111662938,E,284.8530956124509,53.248652163522095,22.63599267345149,136.0870489640587,1
Muslim,-112.20515611008739,25.104379041759312,E,87.02573129729298,D,-38.87156021990541,D,-0.7330068106718209,-184.50707775686715,78.88802959702808,26.7466209429046,0
None,89.26565908471761,122.23345136050806,B,207.19201291085074,C,56.192421175181565,D,-74.98189202886032,-18.370693599075004,-21.121653824868748,-47.58020983978977,1
None,-10.26703624223665,-98.50243784941955,C,-24.471025419731735,C,127.92094069047799,E,-44.63275077465658,71.60465415526302,-69.78127506912814,-99.65099902247326,0
Christian,58.98401878046755,89.62317903938435,D,71.59674545071171,D,140.75684150935282,B,-78.73115872404782,20.286675121196854,-168.18703654711936,106.96310638121827,1
Buddhist,-24.654600027469282,-79.56422909994545,D,-49.61040120077792,B,32.61021459247529,E,86.7051425508861,-74.27901180536038,-113.63042997353672,-148.54735115849547,1
Muslim,117.82986123527199,13.984313595330253,D,-79.82603170642018,C,-109.09667523200703,A,222.24500857234722,20.292387764569543,8.169276609419878,-127.10853930642492,1
Other,175.62467712765758,9.084430216643351,A,-59.50517986235357,D,-35.613044278605415,C,27.873050318657228,99.94663374528982,109.93735314885811,159.80007804692676,1
Jewish,22.184780784077432,-60.931417182125756,C,-175.60909723392786,D,-10.749978566784197,B,69.04211765809978,31.615107917053404,-59.7312476638187,-220.555448526529,1
Other,-44.46447671375815,-4.980641168312007,C,27.27548197628184,D,-44.74746337730418,E,76.0656280081184,-57.32252146103632,-167.1884606977677,-11.601652240527605,1
Christian,-135.226465929434,78.92152376606909,A,-260.0494595129308,E,103.09738249150288,E,68.17342865402836,33.76764588612994,59.719142557008254,84.54099383115097,0
Jewish,-82.97107125328603,45.43807620889355,B,74.30815154844449,E,-249.14944500242865,D,66.9276943042286,-46.18059852304363,-13.761300200932371,-131.46698086461657,0
Christian,14.828064131748448,-43.78668396944593,A,2.763314828389112,E,-50.20370498256624,D,-34.066762055261876,-56.43272087051354,137.40979276291273,100.12431268491993,0
Jewish,-39.746597409423025,-50.121985110744575,A,11.871270959197199,A,251.41636029497408,A,-68.25123340459021,19.014163177994554,9.62993740457178,-99.01745020940538,0
Buddhist,112.99545671630351,141.9660564496399,A,-36.65924804565069,E,190.55505890155752,D,-51.77225803538653,-35.72672359668908,0.5673957066294211,79.43451045248125,0
Christian,-84.43784722734073,45.120257464550356,E,-118.11707443003698,C,-23.36562469602117,B,122.00844225626317,9.814822709177253,-6.675241159781807,39.886801336946895,1
Jewish,0.1051068870064448,-32.23880400986391,C,-161.28530304659463,B,-109.60286711735397,E,84.2432023508413,6.707842136688178,60.88372313854339,-59.87174729760265,1
Christian,169.48074085290875,153.98938163874732,C,-20.126361818730985,C,-70.28058025299633,A,-12.625073459213096,-95.52976975777612,-76.14039678755819,8.618504101343403,1
None,170.053262128103,175.21966661655392,E,-23.00315219812867,D,-42.95222298050455,E,-106.99786662152839,8.7944445170611,102.99706576364551,-107.54793308171338,0
Christian,-75.46733516950663,66.34522119153094,B,117.60652278502512,D,63.35392577918597,C,-229.03149691308457,30.38661164119989,-69.23343984857894,-45.02766041280486,1
Hindu,104.06181463610203,63.15083296086576,C,-275.0785534454641,E,83.05756469634039,B,-45.067362374379,-39.265657594702645,-163.5636035147428,-87.90350686882805,1
Christian,-25.396923643932105,72.21164226047436,E,-50.900033471292495,A,-41.43327641415256,D,-129.85025409199787,-43.08580095236855,18.43199860821859,-113.27307164414968,1
Hindu,-75.13434613614534,-37.557265885234855,A,-136.36793646398567,C,-122.06298505280506,C,104.1921993269633,14.126211914554057,156.1304864522408,-52.28352547391738,1
Buddhist,-67.39497536171346,39.48302433829862,E,44.76652235167348,A,233.3982890670288,D,-106.50823109016991,176.62374589811932,-183.33349089639623,-18.127684522207705,1
Buddhist,-93.2344224740339,-152.19639622893268,B,20.048123173714817,E,20.989189174677936,B,130.69871009235982,116.04284331025568,-138.6611327336354,103.84934525107764,1
Buddhist,-116.81546341332609,-32.05694798089709,C,107.38270415041653,D,112.1404453598148,E,209.42754289635513,30.562960875663116,-30.09972907379561,90.01634735252411,1
None,-14.005987715150296,-141.44300847005124,E,82.00571755331435,C,-50.48917436251925,C,-36.653232591497975,136.68766464797116,-117.17242204903955,-91.18823860265253,0
Christian,57.50484083409111,-34.432060078341145,B,65.01114482758886,B,-199.82315917547623,B,-22.559188854643487,-65.54855317706112,-18.5907285538164,-18.487166539973288,0
Jewish,19.252479020781408,-187.89055918010632,C,-115.16631098089812,B,12.964192949714265,E,245.11074517154432,-62.01469062312571,143.06588503562455,129.07599614673288,1
None,-21.62377226169058,-110.63440481263184,B,76.81473494308906,B,-46.650043878091815,B,-17.276115328728007,-10.618874018031203,-112.60177093481583,-57.949189562090055,1
Buddhist,149.96455348711825,140.10431329490189,B,226.65646955511778,A,81.37824358304235,C,109.94829395645229,-76.91771711804344,-10.705321501539853,137.54486467603678,1
Hindu,72.68105401748454,18.342330152873398,C,31.569834600617313,E,-80.87954135115808,E,102.96028114844987,-19.944921130603245,74.5361948970363,-239.39916341163098,1
None,22.44522433931964,-111.84321638873753,D,-69.86263154493099,E,-126.00685066405923,B,-9.442884044039438,82.46873231796378,84.73847842487882,160.27953997751214,0
Christian,-90.64351262266807,25.335279092258496,C,54.983704296248916,A,97.59413715557329,B,-1.7650008711899312,-155.1330371499104,-98.67586217407045,60.46187768057081,1
Buddhist,-27.31148060820983,88.88056233174525,A,113.41924069978629,E,-216.23876156630612,B,11.318963652556052,56.04245757801194,-274.1186029631875,54.096035251999986,1
None,106.8804184351674,43.24372738929378,A,10.99210283790721,B,-112.78851047344678,A,46.507189493865134,82.47795698627,-100.52744072296392,-72.72065580829903,1
Hindu,-31.691940230685038,69.1971551346517,A,-191.9798962374742,C,166.76859776821559,D,0.08978435895856843,90.97488556375481,-163.52586958784562,3.964428536110518,0
Muslim,-0.640136223894477,-26.11946556803949,E,-104.28054862262954,E,44.525822423995784,E,108.47111130762705,86.13554660426323,-137.48415389414578,99.67013719981485,1
Jewish,-191.41295544265841,-9.407034333672042,D,-93.38048723363023,A,-66.31619939652255,E,-90.30397948659267,60.47371450959206,-63.47605818121005,233.8088782082065,0
Other,-114.15762174487331,-17.787615064690236,C,-93.72142920563257,B,-101.35139970639031,A,100.7995755997546,152.05262037773437,-47.53135828360824,138.53829790928728,1
Muslim,-148.41795849185618,108.29536966703701,B,-186.74314160889867,D,74.52917692697297,C,105.69611375849675,-149.15356013378783,-2.7053347127521334,-37.48093750499088,1
Muslim,139.1703168191013,-21.616158884769465,D,42.920977926659695,D,-58.89999209811286,A,164.3109767817804,-43.788392275386535,-41.050283414359406,91.74228855111299,0
Muslim,183.0061175425175,183.25716834106643,D,-97.47287254432652,E,-81.66724572010952,D,-89.5914049927333,-4.110586189908592,-62.10425854138325,-79.04717035766662,1
Christian,-86.93642080192441,224.62118659485307,A,-243.62757919898277,D,-56.37747995578176,D,-200.12949082963658,-2.414623570936337,5.785858501729476,99.03799000176498,1
None,-111.55204533885954,112.99162824823081,D,45.23418101491821,B,-66.17603695028306,C,-54.201406292743485,115.84105621136457,7.803695510583218,-20.33038144630277,0
Hindu,153.6284725390696,99.09981620719628,D,45.931607628505716,E,-1.7038118526145871,E,-59.3506805647168,92.63343779971139,87.11795558424772,-100.80558208552625,1
None,-63.73850756310374,105.5143337068027,C,0.6982933861267975,B,126.69016606198488,B,-31.759231899182204,62.75205640405157,150.6415965849313,-47.71499012624277,1
Hindu,-47.59801004147549,81.890294287363,B,-42.06144803693789,B,-85.11146740306151,D,-37.31526889110608,187.8841946558615,-80.5631593209712,-1.8737047745399655,0
None,33.555352544070985,283.6314050610216,C,33.44446764795855,D,-33.56270685729192,E,87.82379580542474,-85.76706668717915,101.97985063527899,-6.407487418058504,1
Muslim,110.95388240406676,77.88427164712888,B,21.84554319877593,D,81.01571377167177,A,2.676475459974782,13.736738888226357,13.973119953924925,74.31808765057845,0
Buddhist,-123.39885080062739,-20.686741998019226,E,7.85583242323487,B,209.1997999104731,D,7.807551785867162,-147.86695229681035,46.10631938817231,141.5044291227014,0
Christian,51.65700182210403,180.4182831267675,B,-17.75865377114115,B,45.14924035565214,D,123.1325643892282,-24.66074928600001,131.8105005256636,-37.724015319496246,1
Jewish,3.7744617583027567,20.062785411002736,A,85.90696448393336,D,-30.429390015704698,D,153.07263444019884,-59.50152850631481,-40.38852082181435,-83.65481883906514,1
None,-162.01072560035175,-18.3503207045242,A,-120.91557943198951,C,-45.025447697405745,A,170.62248680072517,78.64332804835635,32.40797828390462,23.122324921565497,1
Hindu,-175.94920940321845,-131.16141167604943,E,244.3942339371913,D,-179.71024591667458,B,119.62703353665904,-40.91263297047072,-105.21669726694849,78.85785604289038,1
Other,-272.7303512758134,-120.9323912819008,B,-84.98280933091348,C,133.774094879934,D,-80.9023547161682,30.12262583204369,-2.559153877525818,21.748283129131167,1
Christian,12.400219876858355,42.30436824382982,B,-9.329134027006807,A,132.5437228821572,D,14.351374616795423,203.3255983810976,-57.69454645953432,-26.808653114968493,0
Jewish,32.26696615260057,33.3654492126512,B,-92.31545013980272,C,1.6581195669399036,B,-4.586885408989229,-47.05935714836909,136.37906220267794,34.44017532422038,0
Buddhist,-3.133971680065689,6.770306935109649,E,60.309740050616426,C,140.90976489126902,E,57.22481163156034,38.03586978856763,-140.16067496337067,-18.441363027234708,0
None,48.097170314527105,61.29653367227302,A,34.519752298715794,E,198.10160315219844,C,-106.01907263898103,-123.20470932137559,-0.5864996148583318,-162.0653478675831,0
Christian,-107.9598007673936,25.629767532289844,D,86.4179225665973,E,39.661048181039504,D,-243.87402727245174,104.96277774713674,-89.87653476226335,-43.76687059931415,1
Hindu,-73.84278144073092,-47.940762873858056,B,-89.96337079955869,C,-102.23457214883365,D,21.566238786785938,-90.84713701041407,63.592410415539455,101.01637158962204,1
Other,26.228912479326468,1.7584316223257659,A,37.67667399301918,E,-28.301898833659777,C,-42.38362820145045,-5.67946189925505,-160.53006929226117,-121.06539670779328,1
Other,-27.423567799621406,-94.72718545187524,C,26.588951337443046,E,-45.26863367534304,C,137.41813818368135,-35.67238200315968,95.90260212309425,-104.42274298815562,0
Jewish,15.838581459479457,-7.61286937474986,E,-217.97356822179808,E,107.0124172399936,A,-61.82283512201474,197.11841238584321,45.92457676500126,-27.89166605009672,1
None,-158.597669048223,-27.989474259349972,D,74.92153322483152,A,-119.19403667401053,B,50.73973846797205,-398.5836185679965,51.30409970780676,26.018051158029554,0
Hindu,17.672210334106577,30.49240146516365,B,51.00538075919957,A,129.74901813115494,E,5.269943254159895,-70.22236424690959,-157.02135749604668,156.9194086158744,0
Buddhist,-8.156237199185304,59.84435804380932,B,91.41999833942978,D,31.054228716962417,D,106.28262689059484,243.85279927076436,-137.89108528460173,-181.91744449166958,1
Buddhist,58.52524926170201,-44.520206665449194,D,-72.26299716571972,B,-162.98180146993764,E,-114.31338742640145,-77.16181864620559,-85.30618446339714,44.82051430350341,0
None,67.55506663291162,16.259131981408988,C,112.90793835568952,C,37.53063720171287,B,-139.32515732540858,-94.80729518165464,-43.35976801659059,-12.138341263343142,1
Buddhist,-26.56724239108186,5.362293841885457,C,-26.403523389130612,E,-154.51313546098638,C,26.265745993484312,133.94254555848414,-80.99116897305365,-19.295178082829977,0
Muslim,-12.979730542146156,-71.86016094660592,A,42.88343034497996,D,-97.1310791129494,D,54.342806183367955,-41.93888326784494,-118.43313066349062,26.74923178957085,1
Christian,41.732670766814266,-211.70425124150708,B,-18.215302632023935,D,-127.84995278250024,A,-26.249372479658543,62.00206340648039,161.80594824417386,-114.65815589124438,1
Muslim,-64.51567623849826,-1.216987083816461,D,248.2041906964835,E,45.349791112604706,A,53.78405129413755,-29.71932994741081,-177.16618580351883,138.4221901706918,1
Jewish,-9.6872890590411,-60.28346538236244,E,96.51776285629568,D,-36.27031434325186,D,4.366542244041974,106.76750566989364,164.71456742211788,-32.75592846294093,0
Christian,-27.079106653061658,11.017938971741755,C,46.946168523052314,B,-114.43285322463304,A,27.763979457954314,-71.15753141260373,0.6173184567521262,12.801609903991684,1
Jewish,35.602577924155625,29.562708914262114,D,-2.986538700241112,D,-39.83991303615179,C,-234.1520391358899,24.027701841882802,61.874610257872945,162.09546955474494,1
Other,135.20401384999403,-59.08385908304663,B,-125.37244970224621,C,147.5288979442281,B,96.30418417617886,-134.84503915599632,32.669013667211104,171.01103109764242,1
Muslim,-13.452645286936788,-41.21618292638939,B,17.40356356120091,A,-0.3604656923764514,B,98.00335293865248,-89.947751112388,217.65148493261225,75.04259103109364,0
Jewish,49.127859721883,47.24123085560293,A,-11.172993621777248,D,-153.59456811592403,A,-50.41960058138367,40.036136976145606,-6.4625629696844324,55.523104627087264,1
Jewish,-36.14732337294021,78.50667999367282,C,116.09800811449355,D,-165.1031963487703,D,202.55677848602267,-196.96281084488103,-18.252511942487086,-4.311954491764092,1
Other,-101.02104553657286,-171.36892240337028,C,257.0113917320843,B,65.3301296843738,A,4.40772321734172,-198.88562729810434,117.50158817805516,110.65034110071723,1
Muslim,29.24556660228233,-4.133502375399058,D,-110.28164644377951,D,-59.257259699640976,E,2.180229802505285,111.19531783713742,5.4016955102971576,-86.27284104443099,0
Hindu,-64.2784473243471,-31.85776871389807,B,-34.43867465256668,B,-61.17524135706706,C,-50.780647988135584,-59.422287688567344,-7.168424683157375,-33.25177698635064,1
Jewish,-0.1732411945575799,188.1159464927466,B,0.5425322882749375,A,30.24206621634243,C,-68.92162787093535,17.13434565884126,17.42521348729467,-59.703641068252246,1
Muslim,-185.56631544299853,124.37881291959356,A,-51.35925943831102,D,-183.09778444783754,C,122.31647996586585,-62.75158775479173,56.72284516996321,9.856834842492075,1
Other,-86.71777076398035,-0.09942878266867448,D,-52.106880945826475,B,-46.023563259135955,D,-64.98526388958562,-25.472591996065375,17.280855117555593,-33.3574901426353,1
Jewish,50.94573188509095,92.95458219701894,A,-192.43703689350664,A,-1.1596115457802991,A,-133.7830154464315,128.3649318509355,62.33894353318171,8.154486621415648,0
Christian,-135.37514625754326,139.5616460654391,B,-61.913353866470366,B,-127.3292204836841,A,-35.8420601349992,-38.98555446640863,-78.4949793025375,183.7607811066413,1
Muslim,17.799387162381958,-32.53484152813838,E,143.07593779603783,D,-50.7075654437526,A,123.61250209894649,124.31677493697018,31.607926891544118,149.48650302766785,0
