ethnic_group,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
African American,65+,A,D,C,59.1729032146156,E,B,44.069226633125815,148.76825366022416,-134.4570377998543,1
African American,36-50,C,E,A,93.7003385138291,B,D,-114.40277741660326,-108.79364970134135,67.26192252475117,0
African American,51-65,E,C,C,-50.72256108657126,A,B,-66.54619315143275,44.987263033027006,-126.9061424988047,1
Black,36-50,B,B,D,-59.972154125515395,D,D,54.22088013583558,287.125275349038,-80.2603903982193,0
Other,18-25,E,B,D,-129.144897743656,E,C,-11.668153544201195,-173.29012231763258,161.0804871260934,1
Hispanic,65+,B,E,D,152.54666469566806,A,C,73.1066409335858,32.842337848406004,14.186720034312378,1
African American,65+,B,B,D,-53.221578958641466,C,E,31.051173962652978,-46.00808628665117,-178.4454714366568,1
Asian,51-65,B,D,D,46.32994803368842,C,C,234.14994816105383,57.94911110304918,74.39298864141736,1
African American,65+,D,C,C,-37.87264056362015,C,E,41.28369318404795,-23.98585521006369,8.225866335467162,0
Asian,51-65,C,B,D,-139.9605362195426,A,A,204.97104004123287,57.56068609427045,-28.136275243773785,0
White,26-35,A,D,A,-62.45598256463178,C,B,-61.19458015188657,-53.12907085177464,82.90394733538872,0
Asian,26-35,E,C,B,23.615045668071172,E,A,-17.879187765264977,57.29932284117291,-16.40456127482283,1
African American,18-25,A,E,B,-36.19465502737295,B,E,-36.0759151683699,-8.69081271190566,160.4315732337656,0
Asian,36-50,E,E,A,90.72061602494331,C,B,42.849332156236805,44.0800368740745,17.334811285329806,1
Hispanic,26-35,A,D,B,85.23356070842402,D,D,-4.478923391737264,-117.41319964148448,90.9961046091538,1
Asian,26-35,E,D,E,-1.1901571438178085,A,B,-6.252888738906314,73.6134364253351,-12.431421175173373,1
Other,51-65,C,E,C,-18.96822280709794,B,D,129.99215315670855,23.121720031428776,115.734865594413,1
African American,36-50,A,C,A,195.19735836795482,B,B,-72.96388235550367,-2.3282582915606342,-68.53008460898022,0
Other,26-35,C,A,E,-20.21578116665707,B,E,156.44999698109086,45.97584631272215,103.38291306546724,0
Asian,65+,B,A,D,-25.06654737054775,E,E,-81.2091408469566,90.08222171903888,2.8951600290299333,1
African American,51-65,D,E,A,82.51527698201679,C,D,-76.59304323832542,14.611273358074625,80.44094125622844,1
Black,51-65,B,A,B,91.22242695456212,E,B,81.16079745468436,-120.75130312856932,6.762477557989853,0
Black,51-65,B,E,A,163.94270813808214,C,D,142.3244230377358,171.44725129891677,-143.1562955385003,1
African American,18-25,C,A,B,-11.954341661636079,B,A,-16.052190772961904,-30.757831614099185,-5.515984535984934,0
Black,18-25,A,D,B,167.1794856462583,C,D,-38.33184517210496,-105.8684126796426,-14.656832326394639,1
Black,26-35,A,D,C,-85.81639141603856,D,E,-58.97922353205879,29.981347999007863,-1.6905819520608871,0
Asian,51-65,A,D,C,-22.979399578687595,A,C,-18.4914927529723,4.889434538877918,159.67086656925198,0
Asian,65+,E,B,A,-216.460984680477,E,C,-117.68748499509407,-23.934596936590328,-33.22816007609688,1
Asian,26-35,E,A,E,-152.4462345087089,B,B,128.02043491037062,92.53580575004978,-20.102927724879226,0
White,51-65,A,B,B,-105.98286508497957,E,A,-41.19548392237307,183.87680430217216,66.98755575761781,1
African American,36-50,C,A,A,-162.63710915803148,C,C,-41.1365823679374,133.34496269537658,-33.07289936460088,0
African American,65+,E,A,E,-3.3898561744752103,D,D,61.292499837016145,201.16622328350834,116.7300445172827,0
Other,26-35,E,A,B,-68.80030264368074,E,C,155.55860813166268,-54.07952489258657,-183.1695671327217,0
White,26-35,B,A,B,167.91637221461755,A,A,3.0797162547175883,46.4896692998777,-125.24236239787254,1
African American,26-35,D,A,D,133.80944025400106,C,A,128.54808905257048,77.78688715731785,65.68520455988053,1
Asian,36-50,A,E,B,44.86523221065228,B,D,-57.43824009941383,-66.75846377246106,-64.12951275754165,0
Asian,36-50,C,B,B,103.90111226609338,B,B,3.7275081227620523,-157.92280123217077,79.16091069929914,1
African American,65+,D,E,D,46.795831698519514,A,C,-69.49052466374775,-60.4449077546999,89.0234976846975,0
African American,18-25,B,D,B,82.21469286281405,C,D,-0.9679490153677259,-149.86150839383237,-113.33537961703755,0
Asian,26-35,D,E,C,103.49416985382057,D,C,-7.0619779768115345,54.80889013989562,34.83532809241554,1
Asian,26-35,B,B,B,130.2132200477447,C,D,-100.9956330869759,6.541372160993395,60.54560700395617,0
Asian,36-50,A,D,A,9.758219148723452,C,B,73.5503911303326,-90.30860840924015,170.6158348151855,0
Other,51-65,E,C,A,171.54942312294094,C,B,107.83265561176079,20.494684535924833,97.43874251448155,1
Hispanic,36-50,B,C,B,38.65734006969686,B,A,-227.299598201858,5.219846470121837,-20.400992807264647,1
Black,18-25,D,D,A,-36.73664930768797,A,A,27.728463094183958,91.72861577829443,104.68263319814237,1
Black,26-35,E,D,C,-2.107796099727798,B,B,123.1485912606813,-143.94513302212331,-32.84599012877331,1
Black,18-25,A,B,D,-33.47334926466653,D,D,-77.65010103378386,13.795943971445606,-5.610857051672214,1
African American,18-25,B,C,C,58.43858537276236,E,E,1.6814766033361894,13.1379271453721,93.79191923089316,1
African American,51-65,C,E,B,23.202573631253347,D,B,-4.8831182702133935,91.36232822244381,-9.322555586896653,1
Asian,65+,C,B,E,-108.22847270689209,C,B,17.22525847508568,13.555975629149957,38.29043535589032,0
Other,26-35,A,C,E,-74.30277446156487,A,B,-95.76050582895085,-85.12257151325475,-87.05221110384468,1
Asian,26-35,B,A,C,10.410434058147043,E,D,35.064379819305536,78.24501758852503,4.6359929732887935,0
African American,36-50,E,C,E,0.4791024546596589,A,E,99.37989937269465,210.42832012802256,105.94851324297794,0
African American,36-50,C,A,B,98.44803188355233,D,D,-91.5153062329061,2.2389753176657505,63.890519844787796,0
White,65+,B,B,C,-0.179609262749125,C,D,-166.06989621561436,-176.46443017719469,-36.7626733049456,0
Black,51-65,A,D,E,-9.444798284082513,B,B,-70.3301967877652,88.72553153786438,-91.44409478784134,1
African American,65+,E,C,B,4.324075451674504,D,C,61.91297886274446,-7.469551348144112,148.3196102863177,0
African American,51-65,C,D,A,-272.7558147445946,E,C,-16.445920364690007,-55.36916866693012,53.660985694004594,1
White,26-35,B,E,E,143.87101615858157,C,E,10.244510119470872,77.5497216337393,274.03193049933463,1
Asian,18-25,E,B,A,286.14148047321095,C,D,-193.35981449367173,-22.091525771544223,-55.69359710495178,1
Black,36-50,A,B,D,155.0408483683143,E,B,135.2238139242755,163.04964348600376,157.1520722507418,0
Hispanic,51-65,A,A,E,79.00797888300093,E,B,-113.2298818043465,-52.45147883393225,84.01686501953876,0
African American,65+,D,E,D,113.29458640284602,D,C,-163.76507325292656,-101.30320934597997,3.13810453225494,0
Asian,51-65,D,C,C,-68.242516943645,B,A,-32.461153366697395,-58.93879274313557,7.47268468090156,0
Hispanic,18-25,D,E,C,183.80977134322916,C,A,91.98217450063257,68.52355016950882,-352.2336414188458,1
White,26-35,D,C,E,17.097417757704843,C,D,-87.6549898964676,-143.45697953506934,28.443238417578854,1
White,26-35,E,A,D,-108.21812879490922,E,B,-1.9214121155154233,-192.1160143360403,-16.545427474032117,0
Other,26-35,B,D,B,-49.31644812805055,E,C,222.67544416831998,30.82735975674992,-12.016807910532359,1
Asian,36-50,C,E,C,53.86922837279785,E,D,-67.04861260610511,-168.07730047108035,-227.36401228775267,1
African American,65+,C,D,D,20.435478630038975,D,E,-64.36860868915183,109.09907368458877,-101.63329894161426,0
Other,18-25,B,D,A,62.42600289625927,A,D,-115.49755672206703,65.77674258791153,28.99580708734584,1
Other,26-35,E,E,D,-64.91050537239752,A,D,-32.82031670271269,135.70614937607002,0.34192922908021717,1
Other,65+,E,E,D,173.20271888689507,D,B,-74.35998921588381,0.1683149867167252,48.59046181035556,0
Asian,18-25,B,D,B,-91.68241447004448,E,B,41.47421430404981,21.190721046138126,-139.11866567040178,0
White,26-35,D,A,D,313.7744812118746,A,B,-127.09678087577312,159.7731241339376,107.58454169318628,1
Hispanic,36-50,E,D,C,162.48354358320233,D,A,23.236978994221698,-84.94873757222099,-16.62413534505056,0
White,26-35,D,D,D,113.00796559206503,E,C,177.11173564774018,-37.358474997411264,1.0325491630721617,0
Black,26-35,D,E,D,19.182369759918018,A,C,-32.91979564493946,-31.030541084904158,71.06887785529604,1
Black,65+,B,A,D,-199.69503589713133,D,E,-68.61779918221073,-42.68363026357335,-78.14232791173218,0
Black,36-50,D,D,C,-21.465168689638425,A,E,27.99027732007874,64.6297827310865,130.26274187807542,1
Asian,18-25,B,A,D,16.649078515602692,A,B,111.51200541089818,-76.62351934207925,-82.84190542817947,0
Other,51-65,A,C,A,33.85683523660437,C,D,-150.58118123221254,-78.68873207037525,-140.85372863972617,0
Other,51-65,D,C,A,15.729223419388818,C,D,35.680043128569025,-83.50800229274134,52.674295993455864,1
African American,36-50,B,E,D,-73.68084041306788,B,E,-15.490648124623965,45.315965972635794,167.01052854917583,0
White,51-65,B,E,B,49.900917114968685,A,C,-20.06350440109101,-115.31181738693392,-0.43228388475257395,0
Other,51-65,E,E,E,20.96098245787594,E,D,85.75325382903713,-95.24228024894073,37.885073316520426,1
Hispanic,36-50,B,B,B,177.13623046249032,B,D,78.92987487777519,-25.804361278538835,96.01012232839298,0
White,36-50,A,A,C,27.113894105710884,A,D,-94.63167974629818,75.06226375788924,125.58268046159955,1
Asian,26-35,D,E,E,-59.58605354232988,B,B,164.8482063277665,-2.6716325179354263,9.029592383618228,0
Asian,26-35,E,D,E,-248.65819613613863,C,E,-96.80971499843645,5.742588618624725,-102.15148153907909,1
Asian,36-50,D,B,E,-16.188900736324662,D,E,-99.4322040695174,-32.50410130351904,-68.91174290864926,0
Black,26-35,D,E,D,105.60117220788388,D,E,3.0369570530657373,84.10296614244112,-54.1652469652138,1
Hispanic,18-25,C,B,A,-59.497737228835604,C,C,211.0110383156958,254.992520350863,42.418905490253536,1
Other,65+,E,E,D,-125.06172001627407,D,E,-45.11181325617217,146.1970008397848,108.16756427197535,0
Hispanic,65+,E,D,B,57.006893543309964,E,A,-58.177690756822976,-85.77776451080933,65.35632883504451,1
Hispanic,36-50,B,A,D,193.0632567961345,B,C,23.621215568400856,-151.28334744049513,15.095937142258622,1
Hispanic,51-65,A,C,D,-4.7603729877398795,C,E,-8.964315216492665,134.8469478073395,191.71894980122994,0
Hispanic,18-25,B,A,C,12.214437243440948,D,D,206.41418360741807,-220.96791329894003,32.657254651974874,0
African American,65+,A,A,A,-30.937718222882744,E,B,-167.19772818484333,85.64638292434167,-72.70477636157383,1
African American,36-50,C,A,A,-136.91805023549605,C,D,-101.88091536727168,-78.03804486348963,52.12576083754543,0
African American,18-25,A,D,D,5.216618319129381,C,D,-184.49580159824924,205.72368732561142,119.02877296186051,1
Hispanic,26-35,B,C,C,104.19396270800192,E,E,-84.55467596787483,-12.52585143120752,-51.58934993670018,0
Other,26-35,B,B,C,155.51191917652224,D,D,84.3102692056898,-84.94907247146112,-102.21813484576643,1
Asian,26-35,B,B,E,5.453930319006253,B,E,-168.6145659581611,101.42992223472145,-22.879216706595972,1
Other,65+,D,A,D,105.44853570222459,A,A,37.99305470578558,-245.97265414716452,110.55769995413584,1
Asian,36-50,A,C,D,87.90560416423729,B,E,104.75086311712268,139.61923101435386,-46.12906952117054,1
Hispanic,36-50,E,D,D,-1.497104518036545,D,B,-20.71446038920605,136.85858718071697,58.414994178130165,1
Asian,18-25,C,A,D,-214.03015616279393,B,E,44.88050818636707,-150.63041314581884,-4.281882401281681,1
African American,18-25,C,C,A,-108.81272411844445,C,E,-36.74071625377925,-3.1443996957606335,-15.31624792329043,1
African American,18-25,A,B,E,42.60804741687658,E,B,155.57111804162463,21.535440445496516,-28.064215678984244,1
Other,18-25,B,B,D,301.8010053330795,E,E,-157.79827937787238,20.447541686445796,11.361348045273315,1
Hispanic,51-65,D,B,C,97.42879443340271,B,C,35.46681978104249,-74.58488684920343,129.60140744118175,0
Other,26-35,B,E,B,-334.6707326600509,D,A,22.933206788703515,36.56957253244444,-57.70397944849447,1
Other,65+,A,E,E,-29.348537509539224,C,E,-4.476311336517655,138.80482573966322,-98.4334886230685,1
African American,18-25,B,D,A,-9.413375189260154,A,C,22.131718583885622,162.51554095451831,45.28866199051414,1
White,26-35,A,E,A,-40.15998717496951,A,E,14.727538245694415,41.356567163705456,-5.646503948439186,1
Other,36-50,B,B,B,-32.87320076414129,D,A,33.19864697479532,10.926235890919088,-60.81277243936495,1
Hispanic,36-50,D,B,C,-119.49413235624087,A,A,-48.44661767040409,-66.21149925687833,-27.053246324693447,0
African American,36-50,E,C,A,-63.20303470966475,A,B,45.97521673081806,-18.044541206333548,-74.32436714009106,1
Black,51-65,B,A,D,-81.93731392476232,E,D,-93.56205383615905,209.57223028478563,64.8896997602208,1
Hispanic,36-50,E,E,C,-127.01039776664096,E,E,29.31811143102533,185.05251227227865,5.375371590252234,0
African American,26-35,E,C,E,-4.561508152818279,A,B,-193.1921232045654,9.872902662860836,128.22095678765214,1
Black,18-25,C,C,C,-30.262986871220676,B,D,68.80557109927923,-77.79930050938125,71.14816211989958,1
Hispanic,51-65,A,D,A,52.14156594465478,C,E,-23.430803077234145,225.7026596221325,42.053169837413776,1
Asian,65+,A,A,C,-62.854464233832466,B,B,-48.28566262850224,-112.2503905588448,-39.03809824176324,1
African American,18-25,E,A,C,73.28415055200608,A,E,-68.99281775161414,89.71322401288515,-50.1279723832994,0
Other,51-65,B,A,D,99.90378579338545,A,C,160.20792942026983,24.80112619038093,-37.49658461375054,0
Other,18-25,D,C,E,-1.9782882769123749,D,B,-156.58439155053566,-84.07537801311719,63.874691957150176,1
Hispanic,18-25,E,B,C,-156.50422526118612,C,D,-420.28514087705844,121.31930989052817,52.682520549909114,1
Hispanic,18-25,C,D,E,-4.931390369348463,D,A,163.5627475696787,-142.18312338132074,10.857010502269828,0
Hispanic,65+,E,A,E,-75.82348842670852,A,E,-172.322028375243,-47.15445783694447,-134.14080017336337,0
Asian,18-25,A,E,E,-75.10016606190767,B,B,-149.41268571988095,31.05261564306715,-48.55674488934827,1
Black,65+,B,C,D,-26.912433011262404,D,B,50.193230552869906,-85.4469523357198,-3.422434338353037,0
Other,51-65,D,E,B,-82.53234356958706,B,C,-257.4976522255337,51.59616717364101,1.4570678252460332,1
Asian,51-65,A,E,A,-79.29201888559246,C,D,-72.28635876054788,-91.46400562562906,-79.35288399645209,0
Other,65+,C,B,E,-65.08826049072393,B,B,87.67048201523536,70.3901656801856,17.44028055538591,0
White,65+,B,C,A,-116.65887092009777,A,C,19.105939029074317,-43.02405654473829,73.50385588600695,0
Other,26-35,D,E,B,-12.714921036849846,A,B,-193.4701375046676,69.364332225628,-119.14698067695,0
Black,18-25,D,E,D,-92.53170707489964,A,D,100.59200584804458,-245.64878268926046,34.55385393754937,1
Hispanic,65+,A,B,A,7.854699992608862,D,A,-25.31137384705346,-23.710597813937373,104.42805312317056,0
Other,51-65,A,B,D,75.14991778950026,A,E,-134.37344112685915,-48.56972570501903,160.0438414797985,0
Other,51-65,C,B,B,85.27291264458076,A,C,-128.25199268996286,-108.56433216696797,49.591320780071854,0
White,65+,A,B,E,-116.82541467491394,C,E,206.8757821842127,-68.76559202317573,197.67977500745008,0
Black,26-35,A,A,C,29.62861450127474,D,C,-53.77630123984696,197.60079191734127,259.73306986208075,1
Hispanic,18-25,C,B,B,-14.402454899871747,D,B,23.91411976138474,-32.91306570469654,-58.875951173957695,1
African American,51-65,E,A,C,26.09744535792247,C,A,-45.351201811760845,-62.737954309753974,97.79003572163548,0
White,36-50,D,E,B,79.82777863511299,E,E,-87.4262214112871,-90.88642685399175,145.18527342551965,1
White,26-35,A,A,C,131.42367016159554,D,D,-55.259233980575004,93.84728743551793,89.37822392502622,0
Black,36-50,C,A,B,13.672494392316306,B,B,-42.81391716663018,42.73654853402624,-105.00868606642935,0
Black,18-25,D,B,A,169.27643907098457,B,B,59.799128536056756,31.605796777159746,-51.26749384740812,1
Other,26-35,C,E,A,-35.83820158164314,B,D,-56.9810436306169,58.845517459777895,-51.18424148459154,0
White,65+,C,A,A,-140.37548992614788,B,C,105.19735722273842,-85.6029418867539,53.832988472474455,1
Black,36-50,B,D,E,178.32236448030926,D,E,-163.87804461810543,-14.371871251886837,-120.18672407752607,1
Black,51-65,A,A,C,173.0593193871699,C,C,60.36274553380516,-26.995702381564477,54.39610202077989,1
African American,65+,E,D,E,34.37104489395318,C,C,10.1275975870957,-9.084533658825423,-83.68850212942148,1
Hispanic,51-65,D,E,B,53.508750620602854,C,D,90.66954863384724,-87.02925467217307,-18.27392469189903,0
Other,36-50,D,E,B,96.22998177356547,E,C,132.32656343284944,-161.95189788731653,217.64412199016198,0
Hispanic,18-25,C,C,C,80.69064524916362,E,D,20.356980476102983,-27.3573678641166,-114.67330432179894,1
African American,18-25,B,B,D,-2.749452420586517,B,D,-41.55176706690638,118.49891354186599,-34.08633502252209,1
White,26-35,D,B,C,184.85570327961554,C,E,-82.64522519725075,-82.34553647028707,4.054754834311598,0
Hispanic,26-35,A,B,B,71.7180673458385,D,B,36.501518207531554,-9.380044910893545,-26.782536244781312,0
White,18-25,E,C,C,-36.291309371723166,A,D,-118.32215067235772,-15.247688806452722,129.21904977427204,1
African American,51-65,C,B,C,-100.37818599837642,C,E,296.51218758850945,-44.51930439125608,69.3044043434833,1
African American,65+,D,C,B,-133.0265629886774,B,C,129.43132489688352,-134.33911090854315,100.39613718829632,1
Black,65+,C,E,D,27.95224676361101,C,E,-75.89975568610888,-29.04090067281947,-66.07320732291907,1
White,65+,D,E,D,-35.566375241258044,C,D,-134.90562338833465,71.13383196726463,152.80387307611988,0
African American,65+,B,D,B,-59.90218437964872,B,B,24.287254392318793,131.74490093041663,69.70738747909384,1
Black,36-50,E,E,E,147.0652666728598,E,C,-22.703810760071118,-68.22565915549085,126.05608136654209,0
Hispanic,51-65,D,A,C,118.0875136486746,C,B,67.55537251283204,-159.91806720217002,-46.20478388722864,0
White,36-50,B,D,C,-143.32852318374506,A,D,15.36181602662889,-157.3382944846751,-74.90800443439987,1
White,26-35,C,E,B,83.30263248465278,A,E,-38.79002330922396,6.507871461859435,-283.53538598047993,0
Asian,51-65,C,B,D,34.505244902575875,A,A,-35.57622213452824,148.883366230063,83.20173298699946,1
Black,65+,D,A,A,-50.77979844750388,A,B,-83.80435595969112,-11.481419849949356,-4.12143938208658,0
Asian,36-50,C,B,E,-40.55597165325807,B,E,-9.024557882498847,-57.38229086327863,59.828498598517264,0
White,26-35,C,D,E,-100.84611244758878,E,A,117.2374643975344,-132.67674924222996,-73.91488413915121,1
Asian,18-25,E,C,A,0.49674753882173095,A,A,161.4658250688413,-96.77357369740068,125.84633935499632,1
