age_group,orientation,Veteran,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
18-25,Heterosexual,No,None,-7.113156369274158,A,-152.43762527570414,64.00579554133242,A,104.64370920672967,1
26-35,Heterosexual,Veteran,No,185.54491198908468,B,45.198925366896745,54.1306823013427,C,63.364383819297466,0
65+,Homosexual,Yes,Both,-103.53426713936634,A,-105.14110348342669,-3.2412416240399997,C,-84.89606040214012,1
26-35,Heterosexual,Non-Veteran,Both,-66.63616549582429,C,-21.167381392181426,19.755137700000382,A,95.57983616596334,1
51-65,Homosexual,Yes,Physical,-88.99939028962578,D,-70.95775071349341,-69.3090688120039,D,63.32206608268896,0
36-50,Bisexual,No,No,11.044675651455535,B,-139.00925754993352,-159.63478708843147,A,35.992153626816176,1
51-65,Other,Yes,Mental,129.02562712009194,B,11.16731100995511,76.67996261623166,B,63.6265658032934,1
18-25,Heterosexual,Non-Veteran,Yes,121.77852685706702,D,-38.37757437246553,-152.27492919392685,B,-42.84567385883431,0
18-25,Other,Yes,No,-120.68502272660855,A,-72.78127527484565,-62.60340614174063,C,-115.16516128717956,0
36-50,Other,Yes,Yes,-22.996805605053886,D,94.64019381253651,101.56941828249944,A,45.9243392442955,1
36-50,Homosexual,Yes,Yes,137.86265403053207,B,-86.3695833536428,68.32985306228142,E,51.6769971763671,1
51-65,Other,Non-Veteran,Mental,320.7477761880088,E,60.27599676150598,-84.26418970425881,E,97.18726437071831,1
36-50,Bisexual,Veteran,Physical,25.99672696288503,C,-13.716424960991002,188.2405406566264,D,34.65471817067527,1
18-25,Homosexual,No,Both,91.14491369131893,E,103.8488338035033,4.997579547109416,D,108.56225140625648,1
26-35,Heterosexual,Yes,Physical,127.01957456642243,B,-81.20226669019193,-113.76909851064127,D,39.13957243699181,1
36-50,Other,Yes,No,-64.23701187575202,A,45.7082443608774,57.46943039424364,C,155.46031065384628,1
18-25,Bisexual,Veteran,Mental,3.8577706238014917,E,-16.490329358693568,114.41438401404167,B,-39.001567819745304,0
36-50,Heterosexual,Veteran,Mental,49.118954537272344,A,20.564194899448378,31.635049119172358,B,56.466938065125404,1
51-65,Homosexual,Veteran,Yes,26.544535591425277,E,110.70363323750223,119.70552038575207,D,129.9272428841437,1
18-25,Other,No,Mental,-115.18524721191383,B,-7.434318837289841,56.90925943438181,D,-22.249174713447378,0
18-25,Bisexual,Veteran,Physical,104.88104545875238,B,-98.7290366030574,71.51059781266223,D,-64.24837216674678,0
51-65,Heterosexual,Veteran,None,37.75734028147845,C,242.4149066671466,-27.453466298653908,E,115.96514469093087,1
26-35,Heterosexual,Non-Veteran,Yes,49.451893733068744,D,-177.3747314356693,102.32373257379854,B,22.94479368439692,0
18-25,Heterosexual,Yes,Mental,-89.48310572889304,A,-88.67534145129599,-82.25478827693782,C,204.46972321107242,0
51-65,Heterosexual,Yes,Yes,-51.24750523574417,B,-60.53022145991548,-65.29536321833737,E,122.65789210232425,0
36-50,Homosexual,Yes,Physical,184.65123019623488,B,-55.97606268054933,-4.475009399066676,B,-109.67617098277256,0
65+,Homosexual,No,Yes,-24.788846424468815,E,24.07462222670793,36.363499606405206,D,-171.20358052540107,0
18-25,Homosexual,No,Yes,86.92936054477308,D,-16.45147129469254,-164.26474657989976,E,36.972560754570544,1
18-25,Bisexual,Non-Veteran,Yes,98.21543376691022,C,57.576889863251225,-79.55489369800769,E,-63.54155160447079,0
36-50,Other,No,None,78.53576421951115,B,11.057474876380292,159.2368968084657,E,-2.3525522909848235,0
26-35,Heterosexual,Yes,Physical,42.237894364959224,C,28.57330608590524,6.075507698333168,D,-172.7801814027116,0
51-65,Homosexual,Veteran,Yes,81.3964590656136,A,-84.84146381522598,162.22663690976316,A,33.48970471100745,0
18-25,Other,No,None,-20.450856238262123,E,-44.092078568066654,112.8273370643816,B,129.63743273927952,1
18-25,Homosexual,Yes,Yes,-179.9912586970813,E,-138.43397026306593,126.45897111133844,C,184.1791211733661,0
18-25,Homosexual,Veteran,Both,-50.64095063138569,C,72.4524735533409,-8.59094281112819,B,26.86294786734215,0
65+,Other,Yes,Physical,-48.43713870226462,B,68.52591381842885,71.30036842106328,A,203.91614175436135,1
51-65,Bisexual,Non-Veteran,Yes,-43.04013744690298,B,-92.55070919965517,127.9410008632689,C,113.26187008472178,0
26-35,Bisexual,Non-Veteran,None,197.9215069594466,D,-104.8863820640497,29.077268986900794,E,-146.99994093689747,1
65+,Homosexual,No,Mental,-79.02268694326257,B,-32.21117379341379,76.49000745417483,C,-130.68838704191893,0
65+,Heterosexual,No,Mental,-92.65455202445729,E,-28.462505603050097,84.74450607969271,B,72.5818721437951,0
51-65,Homosexual,Veteran,None,-31.70414339681177,D,22.11185696899452,-53.22462528412776,A,3.885911429657845,0
26-35,Bisexual,No,No,-33.64445560161779,C,257.97735273457573,-227.14234143866267,C,31.82702896705883,0
65+,Heterosexual,Non-Veteran,No,-113.4941533000664,C,-30.393532042677485,-27.321665513822,E,-154.505924229473,0
65+,Homosexual,Non-Veteran,Mental,-204.51437556173997,C,64.33609860971757,-49.91987269663856,E,-120.26811548977474,1
65+,Homosexual,No,Yes,7.877636113314401,E,122.54180824265097,-76.77241923798394,E,132.0207877305173,0
65+,Other,Veteran,None,133.64259927893988,A,-46.524779051403314,38.0982877609773,B,-56.31862439189182,0
36-50,Homosexual,Yes,None,213.41765661117313,E,4.4239073325038945,-118.8224371400045,D,-200.2121634166051,0
36-50,Other,Yes,Mental,-95.94214052444138,B,-92.75034366451021,-151.97599477027597,A,-119.21971925092704,0
65+,Other,Veteran,None,-2.9545659720988096,B,120.62660476002705,115.6821830158669,C,193.35600759394333,1
65+,Heterosexual,Yes,Both,82.4931406291538,A,115.52745550158667,-88.13951641632966,C,-192.16159000552003,0
51-65,Homosexual,No,Yes,156.79424826220466,B,-76.99361984868055,-101.79590384320318,D,17.945958257329448,1
51-65,Homosexual,No,None,-73.39699713727632,A,-177.85533468173426,18.669515939481435,E,32.687491565424,0
65+,Heterosexual,Veteran,No,92.78367927138166,A,-46.59692008931864,41.78972101960678,B,-76.1170908915776,0
65+,Bisexual,Veteran,Physical,-39.07906020813123,B,210.07527580570883,-149.99244692523288,A,31.196788335660198,0
18-25,Homosexual,Non-Veteran,Physical,-43.25777781948808,B,57.47559119141571,-3.7527760279638986,E,103.6376228051535,1
26-35,Bisexual,Yes,Yes,-58.82978698004152,E,-49.1074809023327,36.132586547774686,D,140.01245642145017,1
65+,Heterosexual,No,Both,128.9548119973669,C,84.37929218436139,70.0902600156244,A,85.05945182142872,1
26-35,Other,No,Physical,-83.30425764809371,D,-14.098858951109658,24.331999944003776,A,29.091420887611847,0
26-35,Bisexual,Non-Veteran,Mental,-114.49178479461526,D,-57.62610100767959,-159.15792293972328,B,-78.01199181304185,1
65+,Other,Veteran,Both,-80.09451931342394,A,164.22964857124217,-64.2014869948456,B,158.38483685720698,0
26-35,Bisexual,Non-Veteran,Both,58.25953592236722,D,99.42341502006846,-17.954657082858663,E,22.451172528592743,0
26-35,Other,Veteran,No,206.74787727211722,C,108.3497117031709,-0.742635888760519,D,-82.98950985281944,0
51-65,Heterosexual,Veteran,None,164.1426823584409,D,62.23695852184302,-13.14356898723699,E,132.59325175516798,1
26-35,Bisexual,Non-Veteran,None,-86.03337712815285,C,38.77067390323029,47.241573696225544,D,-168.7382720899258,1
36-50,Heterosexual,Yes,No,106.14922452851978,C,-3.615574451783507,108.83672085856773,B,29.8269073968368,0
65+,Heterosexual,Yes,Physical,17.31957064317955,B,-166.9595454466801,-154.13071483274445,B,-24.183164289563734,0
51-65,Heterosexual,No,Physical,-95.4754376524501,D,3.599813214392125,-16.483137425161072,A,8.318827309462298,1
26-35,Other,Yes,Mental,138.4395777916847,E,133.20881725002016,-35.667675780914735,E,10.684623811369901,1
18-25,Bisexual,No,Physical,-50.85407361810247,A,-9.822304990509483,9.925678462180255,C,-98.19506042201435,0
51-65,Other,No,Mental,148.02779193392868,D,-39.25572750978626,0.010614930839052456,A,17.07629024422921,1
18-25,Heterosexual,Non-Veteran,None,41.99041251762822,C,-137.16944852832586,-91.61707813002123,D,-185.15910916975318,0
26-35,Homosexual,No,Yes,232.9077730629777,B,-87.84969542336233,12.553495477233165,D,-18.48304972199752,1
36-50,Bisexual,No,Both,-28.292071257749495,A,-4.334683157752487,11.040056859557444,D,-181.98385165369484,0
65+,Other,Non-Veteran,None,-59.25678528266805,E,-109.71339352742085,119.84985769172587,A,-211.19549311891706,1
18-25,Bisexual,Yes,Yes,-20.879637542125877,A,71.20354469494704,-20.88563297303146,E,-75.30402725817264,0
26-35,Other,Yes,None,0.03801444393544058,D,-12.837573449895338,90.18717640503797,A,34.61839912185691,1
51-65,Other,Veteran,Mental,-197.51723915623836,C,84.53636242399384,-100.37171261140949,B,161.67756352201994,1
36-50,Heterosexual,No,No,-8.599446962963153,E,102.92508456084859,-23.194216444209218,A,29.066287101424333,1
18-25,Homosexual,Veteran,No,-8.750448858353892,B,205.50566377118983,33.683123315781174,E,-136.28121191660722,1
65+,Heterosexual,Yes,None,94.95710198712108,C,-28.899856517084103,115.60965132099707,C,-92.38252691916489,0
26-35,Other,No,No,-64.71729392559872,A,-204.161295499244,26.14666581017748,B,29.17629970368838,1
26-35,Bisexual,Yes,None,-13.136069735613917,B,1.3745119642689396,-83.44471830934084,D,32.57989596405068,1
51-65,Homosexual,Yes,Both,-88.77246823604122,D,35.37744577155411,26.507423829349293,C,125.18205667333726,0
36-50,Other,Veteran,No,-25.62657403405669,E,61.57142457953733,10.324317758159225,B,136.9622469251841,1
51-65,Other,Yes,None,-22.782423602850017,A,-78.95101261404042,-31.15446445736565,D,-106.47342908348256,0
26-35,Homosexual,Veteran,None,-106.92854317555896,C,85.03330828872654,-30.751311779198964,C,102.63113910297159,1
26-35,Heterosexual,No,Yes,78.41992695472646,D,-19.83448790929707,-10.79022197760919,C,69.62989722283258,0
65+,Bisexual,Non-Veteran,None,-58.59996083229907,B,-68.14534303110476,221.50352236542693,D,-55.94497626625282,0
18-25,Heterosexual,Yes,Yes,129.5332263344583,E,8.604885267643867,-205.73406245160567,B,-146.92596001869168,1
51-65,Bisexual,Non-Veteran,Both,27.042271580190206,D,-175.17956051177256,157.98464258144372,A,-34.46710215406952,1
36-50,Other,Non-Veteran,Physical,184.7527497929602,B,34.081877737472375,-124.70556090132831,D,-124.0726986523895,1
36-50,Homosexual,Veteran,Mental,152.54814787672964,E,-74.10919920220289,-41.51608840853029,E,92.63353517279413,0
65+,Other,Non-Veteran,No,-35.41951039623662,C,19.76813573152151,-12.86074317050547,A,-42.48045306476797,1
65+,Homosexual,Non-Veteran,Yes,-117.60158700980219,A,-31.64778770844231,38.62161645028011,C,-13.179711760994733,0
65+,Heterosexual,Non-Veteran,Physical,-140.31807583913746,C,-203.57938754772755,-43.897369668103,A,222.27073596255246,1
65+,Homosexual,Non-Veteran,No,136.68466423580185,D,-61.11229011614352,-247.80822810222008,B,-38.04262976779832,1
26-35,Other,Non-Veteran,No,110.92685200021477,A,48.010485661989435,56.333342909873465,E,43.02629463735981,1
51-65,Other,Yes,Physical,-7.437449434591466,E,-40.20192753566768,-57.558388534314695,E,-192.88848328299648,1
65+,Homosexual,Yes,Both,133.9878119634648,B,-111.77191348623464,-20.24772130380787,C,-39.55927647325178,0
36-50,Bisexual,Veteran,Yes,-92.97279691109365,C,-64.08866703158681,253.01996498822774,E,36.58309337858951,1
65+,Heterosexual,Yes,No,13.855469305018852,E,56.72111934074705,40.62530123252442,D,-17.6433622398733,0
51-65,Heterosexual,Non-Veteran,Both,81.95796328170681,A,170.57546447946638,-53.745907397980844,D,-160.17579970263236,0
51-65,Bisexual,Veteran,Yes,-17.870072738502472,A,-13.879657961296637,29.03997085888677,A,-187.2834187531634,0
36-50,Other,Veteran,No,-70.70244506803883,C,62.61552996316988,117.94559732223134,D,65.40362759592612,1
51-65,Other,Yes,Mental,-55.85539457070985,D,28.90927155292261,201.78126254605425,E,84.87130086072322,1
26-35,Heterosexual,Non-Veteran,Physical,-74.45597195851444,E,43.85535540329995,70.76870099128706,B,70.38264605336033,0
65+,Other,Non-Veteran,Mental,16.927729649003552,C,-78.7453654783896,-89.79294101956901,A,83.70692894806963,0
51-65,Bisexual,No,Physical,-59.95841399957772,E,36.684353953257535,70.29488026436859,E,-105.10570571193819,0
65+,Homosexual,Veteran,Both,40.56820589937405,A,-41.496932284257525,34.4030510122429,B,-83.50527860742008,0
51-65,Homosexual,Veteran,Mental,-67.66787657500444,D,63.739587310275866,-85.6852001238409,E,58.20350900801754,1
18-25,Homosexual,Yes,Yes,119.69020929508463,D,250.08895776506904,-2.1111583869390915,C,-158.8530532419841,0
51-65,Homosexual,No,None,-51.39252124858221,B,-98.73018922946582,38.67626533481314,E,-27.240964053176658,1
65+,Homosexual,Yes,No,-115.45723435014759,C,-23.377572478916143,4.621980260753687,B,-68.35217496755817,1
65+,Heterosexual,Veteran,No,105.78645906769583,B,-17.215187980000533,-107.01897193820142,A,116.89581680939074,1
18-25,Heterosexual,No,Physical,44.14114403583007,B,-59.314647551558345,-146.31224631085533,D,-56.66132867617585,1
26-35,Homosexual,Non-Veteran,Mental,-134.55083681414976,B,-3.0482802039492176,11.147996972897465,C,20.39061924440215,0
36-50,Bisexual,Non-Veteran,None,103.28059319259783,B,-45.303479635916474,60.39394890048777,E,-83.44727284354379,1
65+,Homosexual,Yes,None,-175.53920635954097,A,-132.81342754583838,-10.475143711124387,E,-30.8464714379215,1
36-50,Homosexual,Yes,None,-8.326819208852774,C,-249.01028917197942,87.46615493719139,D,2.791522416571372,0
18-25,Other,Veteran,Mental,-158.44142396749012,C,-79.31993654319992,-23.637968633124277,B,53.20328819191869,1
51-65,Homosexual,Veteran,Both,72.95808200757092,B,-160.68319052377976,157.97985907570268,C,79.71482493671036,1
65+,Heterosexual,Yes,Physical,192.59172908403445,D,-5.147568206119166,49.881386138895934,D,101.05147989206904,1
36-50,Homosexual,Non-Veteran,Both,-0.04926984259838741,D,-51.93436707796862,55.97038108350916,C,89.68238529420509,0
18-25,Heterosexual,Veteran,None,51.469439135910655,A,-98.7370929918446,-211.59719560152763,B,-7.460931415248037,1
51-65,Heterosexual,Non-Veteran,Yes,94.9891887285674,E,40.52618655414375,54.48820341270276,A,-133.2251106120933,0
18-25,Other,Veteran,Mental,159.70782531301316,C,62.04270789652394,-29.313506763064712,D,-29.757963776814343,0
26-35,Heterosexual,Veteran,Yes,0.635201518567853,C,30.626263159362345,-169.7745170381243,C,-134.37954321336608,0
26-35,Other,Yes,Physical,33.05815307681614,C,79.56343999839997,-26.927995948020182,C,-3.3884209257529343,0
36-50,Other,Veteran,None,84.42071519614048,A,-32.10330344338637,75.23318557762269,A,186.33706224260877,1
51-65,Bisexual,Yes,Both,-18.85609350690762,C,218.12315452234955,-26.2783367164743,D,57.86002803134124,1
18-25,Bisexual,No,Mental,62.00692044658307,D,48.931052001869354,-218.0191223256464,D,-95.9826824268633,0
36-50,Bisexual,Non-Veteran,None,36.380985525595925,E,188.20639241156678,151.1988645964481,D,75.08110483085682,0
65+,Bisexual,No,None,66.86799122459085,D,-114.13925087104708,-28.49762466458079,A,-37.76074657844307,1
51-65,Heterosexual,Non-Veteran,Yes,-50.61439422601779,C,-54.718952919817674,-30.273122669540275,C,136.61312555409327,1
36-50,Other,Yes,Yes,58.48356611032675,B,-94.21636545376589,72.46149805807377,E,85.72304050920576,1
36-50,Other,Yes,Yes,-8.220916192735912,E,-213.52143941003416,133.0298544429239,B,80.63737872779366,0
51-65,Other,Non-Veteran,None,55.46806070076763,A,-174.56532400188965,-147.53910849043874,C,-149.55549529309158,0
65+,Heterosexual,Yes,Mental,80.25772711781438,E,2.9009831433208464,-34.73363947438563,C,-18.948056276415414,0
18-25,Other,Veteran,Physical,104.6317818690736,B,69.21749264578729,-21.97400682205387,C,-75.99130583035873,1
18-25,Homosexual,No,None,-11.725018773445447,A,-7.55665549101856,29.861071295687736,B,-70.74202513012578,0
51-65,Homosexual,Non-Veteran,None,-78.62204835839994,A,-20.385543380078566,-52.26306853592669,E,19.230612660791564,1
18-25,Bisexual,Veteran,Both,-35.17753888980256,D,-130.96237182496253,92.45382970525974,D,-29.52355488578215,0
26-35,Homosexual,No,Physical,118.3688789928684,B,32.908775909217965,15.900605648684898,B,-83.47494774190287,0
65+,Bisexual,Yes,Yes,50.161382520511125,E,83.3267561672254,92.56389363723733,A,-145.34186298306662,1
65+,Homosexual,No,Both,202.1075155641426,D,155.55193539271025,-204.3743235919853,B,90.71260872318987,0
36-50,Homosexual,Veteran,No,-263.9350464888597,B,27.290745143394922,52.65926302526257,A,-174.10767535774477,0
65+,Heterosexual,No,Mental,-123.18641640800882,C,17.959326128349765,173.70118275830868,A,-9.105531975620487,0
36-50,Homosexual,Veteran,Physical,-0.6417043035413075,E,60.056359737312285,183.7781057467964,E,54.99663582277585,1
65+,Other,Non-Veteran,Physical,-30.146091331049906,E,54.734460861632726,98.84195565393686,C,19.979850729761388,0
51-65,Other,Yes,None,70.87343423762665,D,46.305557033101415,-60.228890124417546,D,-70.47262704710985,0
51-65,Homosexual,Veteran,Both,20.532137882386735,C,-64.27533965806865,85.3465006961363,A,108.63031409290456,0
18-25,Other,Veteran,Mental,-26.23584496244589,B,-50.544156577749455,-83.39280080228235,B,-51.744626580811314,1
36-50,Homosexual,Veteran,Yes,-38.17000445410373,B,73.70859913401272,-156.26904184536826,C,-4.577469665691374,1
18-25,Other,Non-Veteran,Yes,-125.10356281782215,E,143.7938741001626,21.56582808103004,E,146.06441072430687,0
18-25,Other,No,Physical,58.280282399901296,D,17.991036048254998,26.05287955660386,D,40.78591076513104,1
26-35,Homosexual,Yes,No,-8.690240514401374,B,-17.94556651892239,-60.34436883428462,D,31.8993592674842,0
18-25,Other,Yes,Both,136.76501533675065,D,95.82492065490452,-59.109567699588126,A,150.33316103589047,1
65+,Other,Non-Veteran,None,30.836820579431517,B,69.15998105904035,83.77790736782586,C,-137.5099097471134,1
18-25,Heterosexual,No,Physical,-103.54290144861702,C,61.596927741794374,-62.564140790922885,A,-101.33881282940631,1
51-65,Other,Non-Veteran,None,-56.93054360893301,A,66.44501396866931,-47.00065423643295,E,91.85277596980089,0
18-25,Other,Yes,Both,111.93353879591538,E,-15.48053636974432,180.84765089666058,D,-15.258943895240296,1
51-65,Homosexual,Yes,None,8.076697971124696,C,-32.361708020419194,-82.56694264713025,C,-4.2517764910793465,1
18-25,Homosexual,Yes,Physical,-68.37488890365034,D,-165.956567757489,139.27873498928517,A,2.4812611943275686,0
65+,Other,Veteran,No,50.986273642257885,B,-35.9414397045251,-105.85380505994044,A,60.12966640477478,1
18-25,Homosexual,Yes,None,5.278562239486893,B,76.13356379960851,-7.0193707983267,E,-94.27979948625308,1
26-35,Heterosexual,Yes,No,15.831772014025153,E,14.388411732694692,-36.5482905713091,C,55.42632271006207,0
36-50,Homosexual,No,Mental,119.14669234128571,E,136.61448239640396,123.0444042115753,A,91.55360516729856,1
65+,Homosexual,Veteran,No,82.50767396699469,E,-23.344867400914556,-295.531744566956,C,-5.086582464139638,0
51-65,Homosexual,Yes,Yes,37.369197672073554,A,-253.23952321225335,-43.03620431029135,B,-159.2101708637789,0
51-65,Other,Yes,None,88.0177794794312,E,45.27484118371351,-46.920429757556064,C,85.37053422901204,0
18-25,Homosexual,Yes,Both,38.55367991436551,B,-71.35147530958149,-35.514901938861414,B,33.61985002538886,1
36-50,Bisexual,Non-Veteran,Physical,-17.6789679952866,B,-4.991237883991925,163.1919663322689,A,7.007060792578238,0
51-65,Other,Veteran,No,26.54300407487024,C,-163.00904811036744,-50.10009565311767,D,-8.694742813967883,0
36-50,Heterosexual,No,No,-117.72215273480768,C,104.98532972049853,85.89135618101984,D,62.185733058583615,0
18-25,Homosexual,Yes,None,5.652805944640581,C,-8.417403059668466,23.237175500500573,E,120.95545311552152,0
26-35,Heterosexual,No,Physical,-50.84605739465305,A,-6.239423925977914,38.76273228066203,A,-153.66532008171248,0
65+,Other,Yes,Both,-7.806888974330917,B,63.68543133787995,-52.03550915068457,C,23.03484876157791,0
36-50,Heterosexual,No,Physical,-31.37817180785536,A,3.8208986667918796,-47.444697651209516,B,-75.60210262061868,0
65+,Homosexual,Yes,Physical,-3.44056564358012,D,68.90748394721805,-11.565140370686604,D,-150.3743662657194,0
26-35,Heterosexual,No,None,23.212169834772947,A,20.289416808062114,-62.247085453506855,D,4.048635986728591,0
51-65,Homosexual,Non-Veteran,None,16.010560544904372,D,202.43784415034312,9.93346095729943,E,22.51172058949675,0
18-25,Homosexual,Yes,Yes,-100.86765856494043,A,-126.87652686022585,-15.39745392725779,E,-3.5149136580369382,0
18-25,Homosexual,Veteran,No,-51.56024499355165,E,-66.44742329834004,-201.47853895216565,D,-45.69923613423951,1
26-35,Homosexual,Yes,None,-66.88067265404588,B,-27.26537785690855,-76.04436853632856,E,-78.42223579061505,0
36-50,Other,Yes,Both,69.29586163262985,D,27.199485304221877,-120.62356892955212,B,-4.230327724614481,0
36-50,Other,No,None,-242.17440893255343,D,107.76025234217308,-121.39555535034359,B,-86.96642967238492,0
26-35,Bisexual,Yes,None,17.704279559822954,C,-141.61432535867112,-215.78396034911464,A,96.9515450710483,1
51-65,Heterosexual,Veteran,Mental,49.009406019616634,D,1.6657952416368096,93.52336500547351,D,58.58815440831844,1
36-50,Homosexual,Yes,Physical,-113.86714135703639,D,12.681315692558965,22.19372398313574,D,-76.55743413819113,1
65+,Homosexual,Veteran,Mental,119.77585686862689,C,-9.923999581840782,84.93091513938842,D,-77.92414641481608,0
51-65,Bisexual,Veteran,No,-11.331624339720863,B,-22.449312531375387,100.88904150329179,C,70.81443151297849,0
26-35,Heterosexual,Yes,Yes,-42.848171415132505,E,59.257065239131,-87.84324823910212,B,247.14979682184403,1
26-35,Heterosexual,Yes,Yes,110.33288764066978,C,117.3241971957196,-18.315138771458507,B,-101.06296915438826,1
36-50,Bisexual,Non-Veteran,No,58.24713765235897,E,-133.42373573850807,-33.5367894530314,A,-9.362072297297543,0
26-35,Bisexual,Non-Veteran,No,165.25977563318568,B,-3.917295830525031,-22.883050275390005,D,69.39914772772528,0
65+,Heterosexual,No,No,13.457578601363931,D,-97.65676236705703,-154.53001412555435,A,-81.5789379609136,0
65+,Bisexual,Yes,Physical,-25.056118481652835,C,-148.24632760567954,79.34907246465941,B,10.2361141648204,0
26-35,Homosexual,Yes,Yes,125.99328233370082,E,92.38036625406924,-72.98171066326161,D,-110.57322509177536,0
26-35,Homosexual,No,None,-42.461790260301996,A,-206.59038753917181,-93.04403626361938,D,-140.60266848934134,0
36-50,Other,No,None,-54.35178256313402,E,-140.21157615751633,86.7610272873888,D,177.48758825026385,0
18-25,Homosexual,No,Mental,-59.032662176406305,A,43.39043951637303,-180.2946280419819,D,80.43790094897061,0
