AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
26-35,E,-44.31681880489402,E,-17.13644998201713,D,-156.65082850762047,0
51-65,C,47.55892083254485,B,-8.982025110155357,E,-36.56837547027462,1
65+,E,44.553576184273204,A,100.32592225485284,B,83.6051091735571,0
26-35,A,10.818675031610002,B,35.01276082903154,D,-25.09080106652069,0
26-35,A,15.514525015632794,C,26.023840118332046,E,-146.24508714533079,0
36-50,E,-98.5836324402086,B,38.269592730172334,B,-55.989878065554656,0
18-25,B,-38.09831395010986,B,71.40051698629391,E,54.09202545227888,0
26-35,E,-49.450429617559585,B,-105.37033329448545,E,74.44946873287486,1
65+,C,109.5265552892324,D,25.443082407773502,A,78.9593523520018,1
65+,C,-93.63733458463402,E,-90.47926120940893,B,103.65347107537708,0
36-50,B,81.05422602779852,E,109.73464739274408,C,-63.76187260015267,0
36-50,A,-22.549905472661845,E,4.085853339912817,D,-4.177879562322211,1
36-50,C,15.974298689406618,C,-104.66056308395333,E,-164.78783747621915,0
51-65,C,10.724885726280528,C,8.00871783264866,B,-40.056985083451714,0
65+,D,-83.07036040822764,A,-38.88923620694274,D,-84.49117517774954,1
65+,B,-0.6118330567563494,D,145.6271109173828,C,-11.509882256826128,1
26-35,B,194.68837395773306,C,-113.62048539650813,E,57.32234649146518,0
26-35,A,-32.11694073128869,A,-34.11274464462268,E,-9.574209569905735,1
65+,D,6.947186396632056,E,-19.334312625888067,C,199.21570236770123,1
51-65,B,81.33189814408314,C,-8.255267258885237,B,-0.17724444089683766,0
65+,E,123.83703821456452,C,-138.74795752984443,A,-10.369362251024189,1
26-35,C,-39.40563762924324,E,-31.432642875825767,C,-9.073404624950715,1
36-50,B,-76.99688848550657,B,27.422212700189647,E,147.8194546138351,1
18-25,E,130.35973591643705,E,95.54000142500601,C,93.57329850634034,1
51-65,C,-188.31869189004192,D,-108.79770102250525,D,20.665000155825496,0
18-25,A,56.79821742588367,E,132.1965108983474,A,-57.84497467715184,1
36-50,C,117.12378338470538,B,-31.09393143189787,E,-42.8303703758766,1
36-50,C,76.4444184831233,E,-95.66906148536812,C,-0.35058514570613475,0
51-65,B,-38.754182676003126,C,59.354132362933186,C,99.77437830402305,1
51-65,B,-98.6309592731795,E,-20.583559254601415,C,183.0809508818379,0
51-65,B,-2.5874700918369937,D,9.155375196363954,E,21.799070008874764,0
51-65,A,32.22703909650155,A,-96.39867795048806,C,-98.76332125907054,0
26-35,B,-0.39700585140260797,B,-23.02270454671621,D,17.04807383360946,1
51-65,E,-95.74721306349933,C,45.0196078613521,E,108.18018942936543,1
65+,B,-120.34933274137416,B,-98.27410345232353,A,-75.30591255242487,0
65+,E,81.50085218644412,E,27.941901999235235,A,-89.09939306515564,0
51-65,E,-103.60701929884819,A,-130.26841148165934,C,14.752218856513547,1
65+,D,-30.83689144914344,C,78.68501213242237,C,-139.28925708397898,0
36-50,C,-60.29395729413599,C,-1.890085245841195,A,207.9799396424825,1
36-50,C,-96.95533699501615,A,88.29314979105223,B,68.57828235305045,1
26-35,C,77.83107149735045,A,-136.8261133869882,B,-48.29521836699862,0
36-50,C,-72.09547218463764,E,24.699866778207248,C,139.92421178451528,0
18-25,A,-2.731979458748437,B,-160.43986693263068,C,-129.52067321399485,1
26-35,C,91.32888011069434,A,7.162938859052251,E,2.303326708318101,1
26-35,E,120.56342556956233,D,108.13290528579583,D,74.94550576900735,1
51-65,E,81.29940826803708,E,-92.81901728515078,A,60.47671113999302,0
65+,A,137.38962559651208,B,19.33956241625842,C,-52.72744330875139,1
65+,B,55.24606095486124,B,-147.88543036243038,A,7.420494052260549,0
26-35,B,-185.07105961441042,E,-67.45892744102436,A,135.65587026277404,1
36-50,D,-190.6917122146977,A,-134.18123201609922,B,78.51852608236726,0
18-25,D,126.03149605256749,C,116.12807752638786,A,27.988617064808015,1
51-65,C,-127.48090622979247,D,-7.369896135603174,D,37.70354959202635,1
65+,E,-128.49854908673547,B,113.82357323396344,C,-197.71362895475067,0
18-25,B,-113.99577836447851,C,-184.01305472613666,A,28.546411654094022,1
65+,A,-83.92274164891913,E,122.55792438598296,A,-15.263387899800025,1
18-25,C,17.888326522814285,E,71.93748481031234,C,-25.625993922983437,1
26-35,A,14.411110949665215,A,59.81016031465831,C,-29.64950496379064,1
51-65,E,-86.45396936651987,B,31.929081062592186,A,-19.517291021026068,1
18-25,A,133.09175250475948,E,2.151220677725358,E,33.88601709873441,1
36-50,D,138.57079453016965,C,-25.962899514550557,B,-35.07227670371801,1
26-35,B,2.0758460473683145,E,78.384657433739,C,50.646974684010196,1
26-35,A,-0.8667382602856546,A,19.897931910405582,E,57.79539824803008,0
65+,A,38.401510454779924,C,37.87285327986375,D,-172.98871626291066,1
26-35,D,24.2021976975388,D,-127.13000675502535,B,-97.28885502155711,1
51-65,C,3.1657124102875853,B,-43.808060751730586,A,38.25245130606631,1
51-65,C,-132.87518474781467,C,-16.130562344140625,A,-61.37006889260076,1
18-25,D,-145.39741090195116,A,-157.33624049549627,C,-83.50797100568496,0
26-35,E,128.9440957881589,A,-55.930635337795756,E,14.36558356429582,1
26-35,C,17.575813133683376,C,-133.10771066763348,E,-67.05411986285392,1
18-25,D,-109.06841643646219,A,-137.4198005469794,D,134.0286539326463,1
26-35,E,49.68045768260769,D,3.295646557196552,A,17.662096100982243,0
36-50,A,-133.3060926410715,C,-21.944160805201825,C,-307.8122922043845,1
65+,D,1.7973970129793977,B,-85.62055718989073,B,-62.73672576076375,0
65+,A,46.02976336554181,B,-185.58323014835565,A,-104.40864973107354,0
51-65,E,71.56893017359309,E,97.99592039421515,B,-8.277313315554348,0
51-65,E,164.58473579902017,B,18.94261407636381,D,90.94348736525738,0
36-50,D,-17.684589224846743,B,-8.275473463233,B,-94.17401293989954,0
65+,D,-6.027697886299593,B,58.95584859420926,C,69.81155185734835,1
65+,E,16.39958256464148,B,-157.7485381055192,A,-121.52232904134912,0
51-65,E,-34.58753442473533,A,5.108118684752158,D,-37.1219292716448,0
26-35,B,-206.06835257637547,B,81.36293836942544,B,33.82236715713111,0
36-50,D,-98.95970157306648,D,-75.01373498439887,C,-1.191357400453449,0
65+,E,149.28471568645108,B,-110.22604019205566,B,-78.26175800415842,0
18-25,B,-18.433884649446718,C,27.9783232103604,E,68.80223119169422,1
36-50,C,-43.24535491775611,C,-75.01446655290161,B,18.39380806158724,0
36-50,E,62.84819610717398,E,235.00753759724392,A,58.517041062716714,0
51-65,A,32.26639957157318,D,67.28194645729205,E,22.3597722344268,0
26-35,E,57.35927157433017,C,13.759500708980049,C,-48.30106257481414,0
65+,D,-18.915377406774358,C,245.41102762726408,C,-64.20074881886845,1
51-65,B,100.6242236831997,C,-82.00560755119693,D,38.730460944596366,0
36-50,C,105.27888287862245,C,-83.0189128177429,A,-112.56898321237409,0
65+,C,-53.51604768200434,A,-48.422255793629205,A,-106.642049183357,0
36-50,C,178.15226082570183,A,98.51347328205287,D,-26.32259638135724,1
65+,C,-71.14143195095143,B,-72.51847221243246,E,172.76532129134793,0
18-25,C,-70.80979029627836,A,148.93354172354364,A,6.318846806753749,0
51-65,B,13.759061482408546,C,31.150000561765623,B,149.98061773321308,0
18-25,E,-178.4030864163139,C,-1.237465194802995,E,100.86483470130186,1
18-25,E,34.625671636121666,B,137.16584691935694,D,-60.48764800421304,0
18-25,B,148.05030495022254,C,-92.62306101269454,E,-14.91103114388402,0
65+,A,35.925793927183065,A,-165.10990963771332,A,-122.24024486983878,1
26-35,B,21.078469589377832,A,-132.10297813115756,C,29.02158389226246,1
26-35,A,-100.04197460927612,C,-71.25616992153853,D,-54.925445114574714,1
18-25,C,-41.228158307896784,B,-55.53536403719206,E,-69.76612297561849,1
51-65,E,-129.27020098986236,C,-1.8283410998702052,D,189.93505458942897,0
65+,B,141.51946420547654,E,135.66086717156057,B,-46.4001712285258,1
18-25,A,-24.18983513678324,E,173.48064749922128,B,-52.18101581157348,1
26-35,E,-18.711105447364513,D,0.4098500507285037,B,195.59695778379617,1
26-35,E,73.85067155948725,C,-89.98981127759225,C,14.27857143624557,0
36-50,E,129.65069437305476,A,29.710877979682653,A,-147.19749185495164,0
51-65,B,-98.87220589905026,A,-5.879858994996966,C,39.14138864710937,0
18-25,D,-103.21728284506082,B,20.2863036197029,E,169.94145314811385,0
18-25,C,94.40513026598401,A,-114.22514708753238,C,3.275444842342302,0
36-50,A,205.11196816465335,E,-18.9389282870384,C,5.025043814012528,1
51-65,B,17.352775290460563,E,26.536858869297454,A,11.08034450326287,0
36-50,C,-44.95215355844326,D,44.762667260132844,B,64.42316654634844,0
65+,E,-29.626792842992955,E,68.97026493486945,A,56.15448012259914,0
51-65,A,-61.595663821030634,D,-34.60640278236519,B,5.218630860819397,1
51-65,B,51.91684269471958,E,145.4348301510057,C,161.5908819714009,1
65+,A,-201.30174161211602,E,123.6183324289823,B,-25.431906863730596,1
65+,A,-94.65427144796462,B,-123.30871120107261,B,-32.36044109793859,1
51-65,E,-60.39076239574924,C,274.5711858105944,B,-1.5797399095130302,0
51-65,A,54.21543782996308,C,-2.7696057082604058,E,75.71584560217627,0
36-50,A,16.207863653608225,E,73.62312387937935,D,55.74518191238844,1
65+,C,-191.68095533754695,E,-12.392969990722829,B,-4.076302234549638,1
26-35,D,126.38651662754073,A,-112.08858416074403,C,-123.25200294608582,1
51-65,A,44.20467138742458,A,-13.396456634636037,E,65.32101899146733,0
18-25,C,139.67406788756873,A,-173.11128397481198,B,169.6824454660969,0
36-50,D,35.78864179226209,E,195.55698963262176,E,-70.82341759273227,0
18-25,D,-38.66053866966915,D,-28.040556188932953,D,4.62239444132317,0
26-35,C,36.963060391646216,D,-186.28497137177234,E,10.708080562962174,1
65+,B,-32.22685875168036,B,-123.1230664298779,B,-101.181005516507,1
18-25,C,140.05593377373506,E,-23.004300907995066,E,-153.91301548661482,0
65+,A,49.86616340509189,B,-6.005709734141509,B,-64.03686203726934,0
26-35,B,-82.45952360977378,C,-64.25771100569149,E,-44.208722599111475,0
65+,A,11.625791596159276,B,0.37243195281611746,B,-2.779929679771292,1
26-35,D,-53.47819816758306,D,51.55443004628773,D,70.1411488421985,1
26-35,A,-119.77986991867702,B,149.12188005280154,B,-23.929803935131655,1
36-50,C,43.03988406230784,A,180.37451256703577,D,-96.22527531103164,0
65+,E,-7.353776434183571,E,-47.887162012130915,C,46.05232465380626,0
65+,E,42.82726355463373,E,72.23989317607496,E,26.595519472079847,1
51-65,A,-55.22708281690561,B,-137.3029227958327,A,-35.07629656192846,1
51-65,E,-41.438751031756304,D,-92.587008959769,A,136.86076852476316,1
26-35,D,75.23046090848327,A,-64.30205693053307,C,-164.53763680312687,0
36-50,D,44.57445033025005,C,-24.616277660963306,A,166.56467387174072,1
36-50,A,-12.634790188321768,A,53.13577663144705,B,-174.2369633604585,1
51-65,C,148.01740095629336,D,54.65035175350632,B,-103.37626361999077,1
18-25,D,61.01617638427326,A,150.67588602809292,B,105.27155682579816,1
26-35,A,-36.13569782632384,D,-31.59322435595903,E,-124.45627308244573,0
26-35,B,219.23625144634266,D,6.969989141195482,E,-66.17321189387309,0
65+,A,92.91547644701708,A,77.12833898721209,A,99.6165630253449,0
18-25,B,61.19960368777585,C,-50.54485233146928,D,-132.72200914113623,0
26-35,A,-80.36486895637735,C,6.0048531333085835,D,-179.15940701788196,0
65+,C,164.9608665648032,C,-10.405657950811879,C,-106.2013401938484,0
36-50,C,-121.52746539521391,A,-3.4793975173211527,B,-13.658106605162981,0
26-35,D,1.6074105075288645,A,44.06525818869265,A,41.292769083848604,0
51-65,E,-134.7562655377294,D,-89.89451868709966,D,124.10977187706918,0
26-35,B,-3.7864262739054584,E,-106.65229548926246,D,108.0215054806724,0
65+,B,18.81761113942892,E,76.0160159197525,D,-156.21297048226782,0
36-50,D,-99.87825624048415,D,108.77709188015127,A,-94.41941051503927,0
18-25,E,50.83914955001872,D,99.20233539790235,A,120.0701218826385,0
26-35,A,146.3842675877045,E,159.4210965320302,A,-130.9478648111794,1
65+,A,52.32936255814633,B,63.74743773531727,C,1.620634149149791,0
36-50,D,6.045030367529709,E,-63.68471582239286,E,-46.34064897374607,1
51-65,D,80.70904582310308,B,-1.4430350990360534,A,-29.292643099715654,1
51-65,A,-84.3266162088356,D,-82.9317659425893,B,76.5203141876949,0
26-35,A,42.34093832303762,B,38.90486754057029,B,128.97876162649004,0
26-35,D,18.840530172950462,C,-89.74255017842863,C,-99.9630882951729,1
51-65,B,29.360878166614608,A,-17.83707763440837,E,52.7085399223429,1
65+,D,8.966383302997505,A,-41.85104736332942,B,46.26052075756385,0
51-65,D,112.1738211637742,B,146.7889362097468,E,9.330557120762032,1
18-25,C,-55.515794330206724,C,140.9292993842,B,44.632760236161424,1
26-35,C,-102.34297280671139,A,-40.09724659688897,B,-211.54161412603284,1
51-65,B,99.6204654165189,B,116.6809562997284,B,-200.0276215603612,1
26-35,C,142.82815290660915,E,-50.125247868463276,B,58.02736250820705,1
65+,A,148.32206194767662,C,-34.2543306576313,A,176.13450658784228,0
51-65,A,196.4909222794338,E,48.419202966493664,C,-120.6280724329321,0
26-35,D,-128.96562201586747,B,29.901996407143894,A,9.582766930440826,1
36-50,C,-170.7548728368814,D,-209.36989891168744,B,18.873387755579106,1
26-35,A,63.10840834130824,A,-71.67462004103491,A,-137.05055804090804,0
26-35,D,-41.85695837566609,B,103.92651356721476,D,82.32266803843967,1
18-25,D,-58.655575222947874,E,-164.65413068949073,A,-96.59738328613592,1
65+,C,21.374416196024313,A,-66.73273369091346,C,33.30532084513445,0
18-25,C,-53.838407256156486,C,-125.49958842247804,A,-81.35252491282783,0
65+,E,153.7782892251597,C,-22.046559416481387,B,-50.20460903944786,1
36-50,E,166.662124972417,E,-148.2732980956474,D,81.84166930787653,0
36-50,E,45.256096801733555,C,59.111917823287094,C,6.008300423166642,0
51-65,B,-41.26486021115297,C,126.17389715667716,B,-85.15946365252785,0
26-35,A,11.36410192757685,B,-29.763660709149402,B,11.303048598086402,1
65+,D,46.000560659640236,C,-21.515303122572075,B,-89.45442870168918,0
36-50,B,173.99369480094188,D,66.6507585653836,A,-14.945103987939614,0
18-25,D,-15.443330008456362,D,-16.947530664531445,E,-170.82622036871925,0
26-35,B,27.355702870417193,B,-33.36406419423615,A,-190.21674786819426,0
18-25,D,-55.17800893188468,B,66.07578714557079,D,20.2516124255845,0
26-35,D,-140.3416397184011,A,35.41092862190203,D,-105.14723001329023,1
18-25,D,7.86852427329225,A,-139.50818885471884,B,-70.75689914658145,1
18-25,B,-93.15389280463295,A,-28.608578403661877,A,-34.72875856200033,0
65+,B,184.36560927979986,D,-56.62196305003086,C,8.90909984363273,0
36-50,A,-109.90649373552603,C,-142.43086742101318,C,-75.1485631032131,0
51-65,E,46.09920058338353,C,-29.250941049634744,D,-162.38620896459832,0
26-35,D,135.05046552670944,E,121.62269332914049,C,100.81441853546494,0
51-65,C,33.42368288544775,C,64.6515140978367,E,-86.3339288718851,1
65+,C,-46.72951536415182,D,178.61684099399545,A,-46.70543914532628,1
51-65,B,137.05469737986235,B,-109.99736992872826,A,-41.13676276416296,1
65+,E,103.37171185593557,B,-55.75354687510945,B,280.95038723230374,1
18-25,D,-4.1239929893522875,A,-46.541836416680006,B,-7.564208211244919,0
51-65,D,27.833212484103864,D,40.419756444791474,A,66.64794459192007,0
36-50,D,117.28921812327853,C,70.83113586721782,C,28.303990256721747,0
51-65,D,-11.264328266502545,D,158.95210236937444,C,-52.868076216565264,0
26-35,A,-164.26638371548532,D,-81.91332967036743,D,53.92522896112617,1
18-25,D,-186.16076459641144,A,-41.97446287385499,A,69.99583975123255,0
51-65,D,5.280625394641709,E,-126.47066441024597,D,24.60224224906557,0
65+,A,84.59975831310659,B,-20.614067427825923,E,-6.552528738954525,1
65+,E,-65.42919220994912,A,27.002454200953764,A,-97.5707286243166,0
51-65,A,-54.35725855949456,D,56.04237408476385,B,51.28883303825932,1
26-35,C,-85.41018841236163,B,192.67194776384855,B,-67.95192912381651,1
51-65,D,138.04144413257072,A,-13.915950649795281,A,18.02993947334224,1
26-35,D,-137.84444953489944,B,105.66618405468336,C,-74.35118244686727,0
26-35,D,71.43738882119287,E,46.76998288469229,E,-77.72358790357107,0
36-50,C,-46.96005691849166,A,143.1902830028636,A,105.31155118607165,0
36-50,D,-70.72488890799505,C,37.43936968705757,B,-31.9473882387518,1
26-35,C,91.1474546207545,E,85.52861397689749,B,32.76276450727306,0
51-65,E,104.02666149967273,D,-34.979901199623384,B,112.7395561802522,0
18-25,B,23.262765686087516,A,152.40675095923723,B,-143.7867058103898,0
18-25,E,-143.90585455296886,E,41.97260152311351,E,-45.32124435254,0
65+,A,-40.539671015047745,A,-81.11987952990465,C,35.62405987816008,0
36-50,E,-80.21886498216635,B,35.22591913025718,A,-142.45265131557747,0
18-25,E,-11.54007125364563,C,71.45943935787757,D,264.26032671896473,0
51-65,C,-115.30229578406006,E,16.55964827428214,E,18.085119224837875,1
26-35,A,3.956467280470498,D,-52.87969975098717,A,-75.04495303713061,0
51-65,C,76.45071699447044,D,-17.798494380247487,C,-105.48787798931778,0
18-25,B,-26.859279335001453,C,85.8500426432502,A,67.89440640527665,1
18-25,B,-93.04828796710648,A,76.35707139347316,C,9.446431943301675,1
65+,A,-118.89860818079234,A,82.02506895490212,A,-120.53607547117228,1
51-65,C,-56.950804937817715,C,34.210432889451724,E,40.693264998821334,0
36-50,D,33.46386884149924,B,-35.23999017275848,D,158.5679957185001,0
65+,C,180.17620185230504,C,48.49192198123247,E,130.70252762680278,0
51-65,D,-79.88919132341145,C,248.45656085499948,C,-55.31524985195575,0
51-65,E,-178.57190135723297,D,-10.613472563400478,D,78.55804331189266,1
36-50,B,-85.63986270631442,A,37.8195399385276,E,-11.271209255646324,0
26-35,C,96.62229867215044,E,0.502553267278212,A,-144.08670885939995,1
26-35,C,215.53189070985383,C,59.424469810024064,E,55.29104852075387,0
18-25,E,-137.35398439391918,D,287.28346696857335,B,63.79873790120817,1
36-50,A,12.403706473507768,D,72.1924179863431,E,-23.320793288235482,0
18-25,B,-7.310668496222118,A,157.05384945525591,C,-131.32811836935068,0
51-65,D,-170.52577912058806,D,-60.947001448742135,E,34.22485276546372,0
51-65,D,113.56511720648797,B,142.72718843406727,A,54.69172554980054,0
18-25,C,-30.179913350430482,B,-141.82784917314544,D,71.02768146642057,0
65+,C,-176.4110025900751,D,-0.34486281384967415,D,52.170419137559534,1
36-50,A,235.00020907281925,E,-10.517584090751715,D,136.20114580157633,1
18-25,C,96.52230929017162,D,-16.125836681165914,E,-70.01941199933708,0
36-50,D,-177.98911699880787,E,-42.395402385567586,D,43.472589392264474,0
51-65,E,-3.7482941300200143,D,-25.684942262833125,C,-217.496561764936,0
18-25,B,100.3606547380494,C,-46.17601563540297,B,-93.58593904389106,1
36-50,C,-32.32797691530847,A,-3.5127465287899895,B,21.80478174194049,1
18-25,A,-110.38671791124939,C,-155.96690175561048,C,101.47236977137214,0
18-25,E,-117.75956842862843,D,7.649381749451384,D,67.0841815020001,0
18-25,E,80.39725813793346,C,176.26335645792045,C,83.24208965001007,1
36-50,A,-192.94244458728411,B,113.59403449106192,C,-51.270283206734966,0
18-25,D,-52.868815993761174,B,132.48305369137103,B,64.09468400221449,0
51-65,E,-221.5020812763461,E,37.93584693599375,D,-164.70879994367496,0
51-65,C,11.802045187251117,E,-68.45112156780073,D,100.77678667742028,0
18-25,D,-56.072414884936784,B,17.765595487685765,B,-7.246207855718316,1
36-50,D,-1.0558498557808362,D,37.82303240869182,E,85.66429910211878,1
18-25,A,-102.19472863520491,A,110.15243849784815,A,64.90676664163784,1
51-65,B,-77.844280507535,D,40.8021628159769,E,-118.7353559204724,0
65+,B,-105.50697390805838,E,-79.33339914746624,D,160.43083262224764,1
26-35,B,-124.36087123526518,C,-113.95550580144756,C,59.77975574647252,1
51-65,C,-30.87082589806086,D,-95.92220524103125,B,63.7219390403543,0
51-65,E,-23.078295196201864,B,141.04497456936699,E,-86.39267912944383,1
18-25,C,2.95059241938904,A,-55.66682378746856,D,-89.43479045673872,0
26-35,B,-14.04491168104732,D,-85.03701122197816,D,-2.0916355299915557,1
51-65,C,-41.67290963550144,E,85.59185129108434,E,60.59740174292953,1
18-25,B,9.064019706631175,E,74.45614324611829,B,-81.27065998080228,0
36-50,D,-51.09634381083718,E,-60.733872293621985,E,-54.989246366429335,0
51-65,B,100.7863077832494,D,-30.497458184957534,D,-39.529997393282116,0
36-50,C,18.730106845210006,C,-10.512880698157925,D,78.06438438441859,1
36-50,B,-11.810823855651167,C,-0.4851578288017337,B,93.91400973616612,0
26-35,A,178.91815316500885,E,-26.448970308556923,B,-226.13031684445932,0
26-35,E,-65.260128459791,A,95.46036825163888,A,155.06177138922766,1
26-35,B,63.71586770951792,D,122.05241446678912,C,-66.42600587570418,1
26-35,D,-163.60853008451372,E,-139.589310898251,C,66.54645842809948,1
18-25,A,-50.4891123110505,B,85.89185797208025,E,-43.837580484233676,0
18-25,B,53.795180775770845,C,99.83730480889977,A,-104.13146700726688,1
26-35,B,82.49436972206105,D,67.49936066721722,B,118.70533660664877,1
51-65,C,111.2509825657553,B,-2.1319833276878386,D,1.846372649243739,1
18-25,D,-30.424114000833207,C,23.890264197493632,C,88.55733353234643,0
51-65,B,48.976531576192066,E,43.8307849987105,A,25.360918936677884,1
51-65,C,53.14211917401798,A,93.16903260762062,B,-38.92254431627977,0
36-50,A,-60.71182879531517,D,-76.68249177299376,C,-179.51781165671684,0
36-50,E,149.1591782603331,A,84.76012326317385,B,-202.65398040089786,0
36-50,A,-64.11077873547208,D,-166.62037731273168,D,-38.2584936485863,0
18-25,A,-115.09012461010938,D,7.803422967238379,E,99.2677337663181,1
26-35,D,74.9896093603769,B,85.75004025401547,C,5.561209028593886,0
26-35,C,60.468110632596336,C,-205.97983771937166,D,-125.90421202213433,1
26-35,D,-60.13539934750618,A,97.68542510695816,B,-127.31176623531744,1
26-35,E,-138.20853080318358,B,-85.49564014993483,C,33.793824003622376,0
65+,E,144.3688661240208,C,-181.2224904638866,C,50.148222840931545,0
51-65,E,47.63572702204274,C,-70.75665193458718,E,-72.79789844069998,0
