Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
No,B,B,D,C,52.8069681273935,-75.48059571952118,C,1
Non-Veteran,A,C,A,D,7.948127739670788,-3.1146847308156707,D,1
Veteran,D,C,B,B,-75.84695040264154,-90.74900302349906,D,1
No,C,A,D,C,125.8334725579171,-90.68409127929856,B,0
Veteran,A,E,E,B,-123.8927080353539,210.0197562325516,B,0
Veteran,E,D,A,A,-21.18633729406224,48.93260884436347,D,1
No,E,C,A,C,125.75155503609845,99.72116632329421,E,1
Non-Veteran,E,C,C,E,120.04721440282773,20.679977930351445,D,1
Yes,C,A,A,C,-40.695140988042525,115.03107324902612,E,0
Yes,B,C,E,D,54.6891692003169,-105.89865977205453,A,0
Veteran,B,B,D,B,-4.217084045017436,-32.02914889554231,B,1
Veteran,B,D,D,D,30.6542907972769,17.576975807346418,B,0
Non-Veteran,C,E,E,B,-230.33445087500368,128.02128852360207,B,0
No,B,C,A,A,168.65759061572564,-39.394539693033224,E,0
No,B,D,B,D,62.442625462596844,80.93689906614357,E,1
Veteran,B,D,E,D,111.76939233119087,95.63101047196263,D,1
Non-Veteran,D,A,A,A,0.3660726419680776,68.08181999505368,A,1
No,A,E,E,C,-70.3041841291135,37.97276990142308,D,0
Non-Veteran,D,A,A,B,-36.34352956217459,-195.54475131923513,E,1
No,B,E,A,B,62.922756659627964,-78.86149327744846,E,1
No,E,E,D,A,-75.60757644446721,-20.521939623348313,C,1
Yes,D,D,E,B,63.082320750297306,-148.96491297573183,E,1
Veteran,B,D,B,C,17.503568178957405,63.32052175839188,D,0
Non-Veteran,C,C,A,D,69.3284974970935,116.62029501284657,E,1
Non-Veteran,D,C,B,D,105.48189822181915,-33.53360409550991,D,0
Yes,B,B,B,E,45.17384770516371,-166.62994208476647,B,1
No,B,C,B,A,-20.542256033628824,105.07265347203342,E,1
No,A,D,B,D,63.43288331914375,-43.60157704799933,E,1
Non-Veteran,A,E,B,A,112.39503938215087,-11.339656953401237,E,1
Veteran,B,D,D,B,-22.33622756355586,-15.733082311500771,B,0
Non-Veteran,D,D,A,C,90.67313658653543,-33.27811152379165,E,1
Yes,C,A,B,D,-29.054397322192653,-222.56977344662846,D,1
Non-Veteran,D,A,E,C,-36.88286522011327,85.05653648963889,E,0
No,C,E,A,B,57.004709435869614,11.431865408728044,C,1
Non-Veteran,B,A,C,E,67.66376020297774,-31.505178786727633,B,0
Veteran,D,E,A,B,-72.8503757289814,-89.59440609147468,B,1
Non-Veteran,D,A,C,A,-34.64735780577847,-220.5638227809356,D,1
Yes,C,B,E,B,24.189813583141138,-41.754769684972956,D,1
No,B,D,D,B,-148.23614055253043,-86.59563739114292,C,1
Non-Veteran,B,D,E,D,2.4103413088325922,-27.60506300515107,B,1
No,A,C,D,E,-59.16555917689179,-64.0951055098829,A,1
Veteran,B,E,A,B,92.81275997522815,96.95608004223355,D,0
No,A,B,B,C,-6.928112778078003,-178.61425706922375,E,1
No,C,D,C,B,-119.16270551070127,-39.6471555678341,B,0
No,D,B,B,B,225.64509955360882,33.11295352537784,C,1
Non-Veteran,B,E,A,B,144.90077586735964,-23.839358555932535,A,1
Yes,A,D,B,E,7.536693767676658,15.041051848755286,B,0
Non-Veteran,E,A,C,B,128.59405257971602,-36.265273901762725,C,0
Non-Veteran,D,B,A,B,3.018306922518924,232.449469962565,B,1
Veteran,E,A,B,D,-81.69603058454452,93.29559827163516,D,1
Non-Veteran,A,E,D,A,72.65048088988722,19.587971456982004,C,0
Non-Veteran,B,E,A,B,98.68768682960393,-63.176983906238995,D,1
Non-Veteran,C,D,B,B,2.4476803772210944,15.560484436032173,B,0
Yes,E,E,A,B,-100.70005051456204,9.460897907917321,A,0
Yes,E,D,B,E,41.31017606073124,-171.17534283059499,B,0
No,C,C,B,C,-183.40825616256433,112.87587922207545,E,1
No,C,C,C,E,26.13899860314358,83.3513766990646,D,0
Veteran,B,C,E,A,-107.40339959642378,-238.7660696484184,B,1
Non-Veteran,C,D,C,B,-103.20461540035775,-57.32517799136109,A,1
No,D,E,B,E,91.02550878007408,-30.947377686908645,D,1
Yes,B,A,A,B,-47.296600719185875,-88.74010335038028,C,0
Non-Veteran,C,C,C,A,-35.6428855299686,-58.11999485337868,C,1
No,B,B,A,C,93.62693525050673,-186.57813705298383,A,0
Non-Veteran,A,B,A,B,90.45807426553012,-11.515970890723057,D,1
Non-Veteran,E,C,D,A,43.413577290663135,-112.89238976723166,C,0
Yes,C,B,A,A,-212.86099670674918,73.26193467620506,A,1
Yes,A,A,E,B,-152.44135269943763,104.09418860996398,D,0
No,E,A,D,D,44.88542833448687,0.24866874626785976,C,1
No,B,D,C,D,155.70224737529324,78.24110984826653,A,0
Yes,A,B,D,C,79.77967329601834,-5.479562746629971,C,1
Non-Veteran,B,B,A,C,56.33434911964918,5.566723088148776,C,0
Yes,B,E,C,D,-190.13287683064698,16.802907703864225,E,1
No,A,C,A,E,-10.110325377015698,54.06485381208127,B,1
No,D,C,E,D,-100.12378195380889,17.68287039598336,E,1
Non-Veteran,D,D,A,C,-54.205812981198086,-142.1483597195976,A,0
No,A,A,C,B,-92.47468569206012,-167.97378684871123,B,1
Veteran,A,E,B,A,-32.87421508388328,112.59484630295968,A,0
Non-Veteran,E,A,C,A,218.70340902483983,58.969550103038934,A,0
No,B,D,C,D,-25.363046985454456,28.58695512216517,C,0
No,D,D,A,A,132.52873516931993,-40.75231170802967,B,1
No,A,D,A,B,-67.04620679883439,-25.28899615896123,A,1
Yes,D,D,C,A,-38.9277397387877,18.316523494361086,B,1
Veteran,B,D,E,C,-41.41221145217939,5.692780360510849,C,1
Non-Veteran,D,E,C,A,41.08884353031841,-36.60746743570621,B,0
No,B,E,E,B,127.0169621481557,-3.324003491849739,C,0
No,B,B,C,C,-70.71494049910322,12.443209280021637,E,0
Non-Veteran,C,D,A,D,-34.46588272426728,-42.038233976673176,E,0
Yes,A,B,B,E,-174.249653006666,-146.32248606613356,B,1
Non-Veteran,B,D,A,E,61.248981719446036,111.28313816428921,D,1
No,D,A,E,E,115.46511622444527,-5.634386631331514,D,1
Yes,D,D,D,D,-66.84730235702581,-171.53807868570237,B,0
Yes,A,E,E,A,-176.23629065601682,71.97063552988607,C,0
No,E,B,A,D,-28.955617721923527,-115.49242633812784,D,1
No,B,C,A,E,-38.342929898639696,-21.91784444583585,C,0
Non-Veteran,B,B,E,B,-81.95272471229883,-127.56056470330898,D,1
Yes,B,D,D,A,-106.04555900809795,18.35290005850787,C,0
Yes,E,A,A,C,75.56197316897608,-121.59383692788232,E,0
Non-Veteran,C,C,E,B,19.320463891201744,128.80500063221191,C,1
No,D,B,C,D,44.56510350799945,79.27483556495602,B,0
No,A,D,A,D,-33.74084291704686,-82.0803285647674,E,1
Non-Veteran,D,C,A,E,-226.6522025284639,-82.50501494444356,A,0
Non-Veteran,C,D,C,C,-43.87806496264943,115.42233643504234,E,0
Yes,A,E,A,B,95.82917670215548,-194.0353229311632,E,0
No,C,E,A,C,20.226361656322464,127.50838590053277,E,0
Non-Veteran,A,E,B,C,67.34155488427174,96.4913427859256,C,0
No,A,C,E,A,151.02187104342718,104.06942111414743,D,0
No,E,B,B,D,-104.93003570343768,-105.1804784549446,C,0
Non-Veteran,C,D,B,B,27.879571978211626,101.3370283951196,A,0
Non-Veteran,B,C,B,D,82.6064849000063,63.930640413754844,A,0
Non-Veteran,A,D,E,B,60.15954258869157,-2.8617139611029985,D,0
No,B,E,E,E,-95.47509096091083,173.48156651716678,B,0
Non-Veteran,E,A,A,C,47.57198629901679,-76.33290069014234,B,1
Yes,B,B,A,E,167.8125220011782,-76.42314988887854,C,1
Non-Veteran,C,A,C,A,-125.94423725943433,-33.19505831361055,E,1
No,B,A,D,C,-96.29637113764271,-35.96761184793289,C,0
Veteran,E,D,A,C,-3.125102878499463,-60.285402610795366,E,1
Yes,B,B,B,B,-45.58256462638451,8.342855651601376,E,0
No,C,E,E,A,-233.0107908719073,-209.6120005522764,E,1
Veteran,A,E,D,A,37.700676062798195,-4.0874912993838635,B,0
Yes,E,B,E,D,22.99069961182456,18.804268815641585,C,0
Veteran,A,E,A,D,-27.406537725246615,44.01533092135777,C,1
No,D,D,E,A,-13.553028146089929,68.5982004868952,D,0
Veteran,B,D,E,A,44.77375459356849,67.86864470989855,D,1
Non-Veteran,E,C,D,B,5.999234370341137,-169.75102839418318,A,0
No,B,B,D,A,99.5346764405698,56.85286376475756,C,1
Yes,A,D,B,B,-109.89048708617435,-36.60826609911024,B,1
No,B,B,E,A,-178.54784190895816,3.733411171901758,B,1
Veteran,D,D,D,E,-10.987954350249,-25.849919567085855,B,1
Yes,E,D,D,E,42.23791725799293,-134.23335177169895,C,0
Non-Veteran,A,A,A,D,37.00561622158797,57.094896813250394,C,0
Yes,E,A,D,A,87.93228924460342,48.29691157108467,B,1
Veteran,B,D,C,A,27.176915771746103,-15.21861958159202,C,1
Veteran,D,B,B,B,144.49920585906145,-197.03445236409547,C,1
No,C,A,C,A,95.35716888413604,33.21462688742598,D,0
Yes,D,E,B,A,33.27703732847247,131.0435100423315,A,0
Yes,E,E,E,A,-203.30535199573148,-21.650406127465708,C,0
Non-Veteran,A,E,C,E,96.56745383768114,111.91108281892572,D,0
Non-Veteran,C,A,B,C,48.824843003214255,48.269182409845605,B,0
Yes,A,E,E,B,196.1403671629594,68.66917472186589,E,0
Non-Veteran,C,E,B,B,93.19773172035617,-88.35760271797857,C,1
Non-Veteran,E,E,E,A,-132.56364159765053,-36.570228599704116,E,1
Yes,B,C,A,E,-81.56835636047931,-2.590355176670631,D,1
Non-Veteran,E,A,E,A,-122.36941642330376,23.829075933094536,C,1
Non-Veteran,E,A,B,B,-209.8074713662786,-92.90554577237924,E,0
Non-Veteran,A,A,A,E,-98.40969094852623,100.51893180988432,B,0
Veteran,C,E,D,E,7.125628686762024,171.52487876399024,C,1
Veteran,A,C,A,B,46.201080908301925,-87.19771262085291,C,1
Veteran,D,B,B,B,27.246858056817114,107.5147074419144,C,0
Yes,D,B,B,D,35.11776940912483,-27.289881957069106,B,1
Yes,B,B,A,E,18.49331864707895,-46.434735888681125,C,0
Yes,E,A,E,C,64.02797238443655,1.1824246122148578,D,1
No,D,A,D,B,119.09922949458502,-192.3954328344481,E,1
No,A,B,B,A,-170.46858506307575,50.97921938064013,D,1
No,A,A,B,E,141.43118756795673,-22.079073385666856,D,0
Yes,B,C,E,C,24.1024196232451,-36.97831529296473,A,1
Veteran,B,A,E,A,-53.727564573847644,133.66480952195877,B,0
Veteran,A,E,B,A,-213.20238988243725,-123.39693076531606,C,1
No,B,C,A,C,25.382525163916597,-182.5230770987358,E,1
Yes,E,B,C,E,-103.29822048519186,-90.38851275670123,B,0
Non-Veteran,E,E,B,C,117.49369815507286,189.72584603954218,B,0
Veteran,D,C,E,B,-24.676496756332096,-41.37618082200082,E,1
No,D,B,D,D,158.4576639855912,12.1378592736739,C,1
Yes,B,C,A,C,-141.8829194936853,66.07475010527908,B,0
Veteran,A,B,E,E,-25.73904802283527,-82.74245694211282,E,1
No,D,B,C,E,1.993314845689844,-55.85382204001807,E,1
No,B,E,D,A,-68.14286845731513,-12.196344460346886,A,1
No,C,B,C,C,23.45918241012799,-323.098606528143,A,1
No,B,A,D,E,-171.63623027237853,34.646327770261934,C,1
Veteran,A,E,D,B,51.37021524732636,-34.873778631719695,A,1
Yes,A,E,C,C,-64.67586353991993,-0.3851723685469963,D,0
Non-Veteran,C,C,B,C,-25.773174032098,-155.75195625156405,E,1
No,E,B,D,A,-56.754942411807306,-65.06043029303059,B,1
Veteran,A,A,A,A,-5.514825719008791,-47.08049130389422,C,0
Veteran,B,C,E,E,35.626759355181015,-45.137961053153056,A,1
No,A,D,B,E,-60.17571647963999,-110.28264414819296,E,0
Yes,C,C,A,E,107.58067962282811,111.82724873639292,E,0
Non-Veteran,C,B,D,A,72.01025649781117,20.99339728024931,E,0
No,D,C,E,E,-46.42250085743133,-131.45854690160536,C,1
Veteran,E,E,A,C,184.06137424263736,-38.688980317458956,C,0
Veteran,E,B,C,B,-50.28169229008493,140.17884850898352,B,1
No,C,A,B,C,-113.04346515975634,-43.65918684290059,A,1
Yes,B,D,D,D,-87.77823125382427,-11.262002392143195,E,1
Yes,A,D,C,A,0.2286742687515127,68.17368458248578,E,0
Yes,C,C,B,A,7.2259215105534915,64.33898433175604,A,0
No,B,B,D,D,-4.276174246766037,-36.94859629141826,A,1
No,D,E,A,E,-72.67989821466814,54.09817852129761,A,1
