ethnicity,nationality,handicap,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Other,Other,None,Widowed,59.63798094064894,-123.1923731365101,B,B,C,-65.57492080888817,-24.878819882707557,97.34205215734833,32.40901808776268,-6.794777116777229,57.1047896614263,31.147217677654588,34.713827266442834,-113.18799676503188,104.79587848262055,19.888683014822163,E,E,0
African American,China,Mental,Widowed,52.96354042460754,-6.230982037349482,D,A,B,-32.449823280502635,201.6440650785269,191.50651804087886,-84.47547527582327,9.141294127861855,-7.764584464917059,-153.9517458392481,10.937735919015044,207.18915200133497,17.590389085491807,-84.66368873754945,D,A,0
Black,Other,None,Widowed,123.2312072754038,105.93394441005384,C,C,D,-72.02360773636036,100.32065632339994,-52.9561298660126,240.10298751575507,131.90960011545775,80.29271439812943,-40.38942759306081,105.95936059673477,61.120584701284166,-64.40203242078591,171.25741261558397,E,A,0
Asian,UK,Physical,Divorced,11.795676086982622,23.311965848596476,C,D,B,-141.16095124859538,-149.68001006112283,103.76771411749397,-96.27373956965582,-17.83660864727475,-24.078545289767998,107.38091093031461,107.54417780519428,118.79904976205611,-15.080164633372911,-113.7105792216677,C,E,0
Asian,Other,No,Single,48.662584582574944,-89.20821945724892,A,C,A,-98.2657656957575,-14.080366608010934,0.6485233943450348,46.519406719431984,126.06520821080498,-28.560296078271097,57.961297036300905,90.47117785980488,-64.1462900682712,38.27028125105376,-74.93896975543313,E,A,0
Other,US,Both,Divorced,-53.095333020044265,-175.30833111679092,A,C,D,109.8063013726871,88.10883180981406,203.51627404107785,-70.52477860931403,-69.73627141242702,-8.755650776884712,-7.887067735763291,-236.9465255174053,156.03738258330856,-108.87363859110523,-41.96974671414132,D,E,0
Hispanic,India,Both,Divorced,-61.736398287431015,-194.0783208761576,B,B,E,115.7621237228373,-142.35204511786287,188.32238576325696,-50.87947349354861,-100.421035982284,17.77270561098704,193.96561924969103,-86.85755278500868,201.20509649891568,-180.0953003311356,-172.55650651751637,C,C,1
Black,US,Yes,Widowed,-6.951971088092599,-17.969471785183337,E,E,A,-19.791414841917764,142.86593649522862,49.94486466451295,-131.49205577818708,130.8071128315604,61.98505603827276,-13.290755332779792,-10.770063463084668,14.840676296673779,57.99375468947038,-186.1092614907007,C,A,1
African American,Other,Physical,Married,117.0090448987953,-31.176939456294694,A,A,E,-94.80368012837428,-28.333319586835614,25.53550422216755,-10.727110006697345,97.62088540761809,-31.13879545649511,-35.454703012911295,-54.147412042723296,204.62972984622877,-32.503635157764805,64.94104029772568,A,A,0
Hispanic,US,Mental,Divorced,61.65297562424726,143.32071881723718,D,B,B,42.94363952625301,38.9905630703648,-3.239257204436743,103.75852289005371,-128.19119292711872,28.03102873080001,72.71505511444096,117.71101959085645,20.70018129257259,-43.043851996517766,-20.29640391935269,B,D,0
Other,China,No,Widowed,18.803737956889897,-46.24144957007823,A,D,C,100.57229633137442,-170.03105229163918,48.64239296317484,38.126841460489004,127.15167020786839,-160.00486318113397,162.82956043532758,9.990329945885298,-10.14285743263752,219.19632149434128,-30.664952917770492,B,B,0
Asian,Germany,Yes,Widowed,91.137593365708,-54.16236009544965,B,D,A,-213.94930264960843,-54.37747697947454,69.65576831604545,-4.3478881998969,153.29914562842438,-5.997531739302298,119.5809915607389,-196.76432341628592,98.02911391600027,8.46603929425244,-80.11939135277822,D,E,1
Other,Brazil,Mental,Single,17.37612110882417,51.667964305086834,C,C,B,189.42638879334731,-98.12589682054663,2.681873918655124,75.70853293067282,22.588781065246447,-6.3996990909760685,12.209659798226301,60.42457936583349,60.468590454608375,107.10465770621434,206.6264636618718,C,B,0
White,Mexico,Yes,Single,-107.54850764983472,276.0267541374095,C,C,D,73.94840476642645,-22.542874588029143,-81.86459515960118,-151.52244045360027,-99.75427701127882,-13.879476323586987,0.013342874561196231,5.917872282481093,-101.12571592170919,-104.41320875290423,-44.607773174421546,E,C,0
White,India,Yes,Single,132.36400841187879,-86.80828273731481,B,D,D,-107.6761630280951,-59.389962137410826,67.45649161273701,18.63741404882774,-63.37352823641665,40.16237158055815,-28.998387994595724,-43.149348694990266,88.56044220823135,57.31354265247569,-134.549422038062,A,A,0
Black,China,Mental,Divorced,31.613656657678025,-141.21665084580044,C,C,C,137.49489481223526,-174.72092293888238,-15.670814912425621,132.55461438032597,74.5244294079786,165.7693673680616,126.89683491339252,-132.3144244474079,-132.000109957579,-155.92260392589512,-173.3854019262902,A,E,1
White,China,Mental,Widowed,-61.11516773424097,-84.12268064646993,B,A,D,-164.62378605857998,51.65154458498486,-45.291985017271685,23.301593189580746,-112.59113203761389,91.52195505149258,-29.629348132594668,-100.09952809574096,23.19129997534701,155.52061581336346,107.5844630777721,B,B,0
Hispanic,China,Yes,Married,243.53590334037995,-98.35220965145791,E,E,D,61.66690666606595,-84.9475368484549,-182.01177752342315,107.25272769198276,-34.41765617056272,-74.30126977995215,165.8492883730088,219.48758270300473,120.88119999870266,-116.31040618527611,-134.84545395050839,B,B,0
Other,India,No,Single,-43.69060434035896,-89.50473739239115,B,D,C,-82.1603650672626,64.64448621052959,36.48404880892741,-135.72356182757935,101.95486075986592,-84.91206227694242,200.82274575229047,-16.60873055789986,-43.086939655646,-170.57859956034923,52.31046828641599,D,E,1
African American,UK,Both,Single,-107.10069621028593,18.865183670983573,C,A,B,79.72910254161948,57.51516778410304,73.37173595637363,38.238487886825304,178.91535391947681,-176.09670488296308,-91.64893644268443,-56.57597306971744,-9.033717249375183,315.7114662481083,-60.352752743390504,B,A,0
Other,US,Both,Divorced,-7.0930240616209534,-64.87042924737237,B,D,C,14.056297510162013,33.854685173966956,-38.21155069410177,3.9147894237468077,-2.6172329141126838,88.06213136167646,-204.295162908245,104.60408546126128,62.886127105177025,90.10280757380512,54.702280606393906,D,C,1
White,Germany,No,Widowed,97.38871041928692,117.64335940898548,C,A,A,-125.43718677434437,143.80496426381603,-39.30440308955788,-213.88736808221572,142.2054577073459,-117.48300787917434,-73.9788237626666,102.46184474805598,175.77706993141683,-22.766781988467827,-77.08489724882418,A,D,1
Other,China,Yes,Widowed,90.32412246956454,15.915079318051154,C,C,D,9.655442694123384,0.9792868332174376,162.1309923852131,-121.07850861193639,99.43477592909205,82.88388500121188,18.607398476305736,-55.48438402314198,67.37091207325071,87.35540636298566,62.08042754164468,A,B,1
Asian,Germany,None,Single,-33.08914559013127,-80.24156239564077,D,B,A,-39.46953150543602,9.374109887489123,66.64699314455657,-32.05446896046331,-71.57904570647477,-42.12715709980049,0.3914857698682834,-22.30086503301775,119.12611042342616,91.55471560015282,-180.91156418493796,D,B,0
African American,Mexico,Mental,Divorced,-73.3370771844485,3.774268015684269,E,D,C,89.58391654157778,12.552698326800996,55.60330057590542,-179.72739714796825,79.11236068926924,-155.55278909105408,17.79819950948165,2.071919623802169,56.728872203473244,-167.53258431971304,8.290565830468239,B,B,0
Hispanic,UK,Yes,Married,-74.23027373375301,85.59868062841211,D,A,E,21.78351313009467,117.34685592700171,81.54282467015264,71.21336962162398,-94.51515438890559,-47.7712170947956,15.877472211504701,67.1292303487563,13.114586665522754,57.80562529716733,123.92102257706725,B,C,1
Other,UK,Yes,Married,108.24374210991235,-30.276879010331115,C,E,E,154.97130769548465,-129.66302078141723,-57.375667005146816,-149.74795790031305,114.12113570387517,96.42828261163677,63.20707918441275,121.33404453941824,-66.08912367836058,107.66149386672433,18.652846793994346,A,D,1
African American,Mexico,Yes,Divorced,-211.21457684226175,-196.40696987868114,C,A,D,45.88155708182601,10.834762394133426,-7.457551275749255,-115.85213804733176,67.01106859943286,-126.37178738117298,-24.111599129331,57.68087404420068,83.42752798992525,-98.67150118840729,-3.8038496936687984,A,A,0
Hispanic,India,Both,Married,1.7517464617155996,-15.265543648101318,A,E,E,-148.0741565621341,-12.415496153270578,-12.810697563888892,44.603698531775485,63.16491654061272,38.19906483639225,-80.26127331572597,-158.6775228510503,210.02622571090131,8.026802562652986,89.91818441441477,E,B,0
Other,Mexico,Mental,Widowed,-149.36069650482304,-23.469598762202622,C,E,B,3.9994037400704014,26.15325101570585,17.508358973768477,-110.93678664351513,114.64668674545054,6.759793316273422,42.22523320942739,111.65861577794756,-7.156799750216421,-167.26110903226046,-119.87695682148411,C,B,0
Hispanic,Brazil,Physical,Widowed,-26.495848062244203,103.26817615384468,A,A,D,-54.45066665526056,33.385305194145175,-43.480874966481025,-198.78002770596396,2.1860736850934996,59.55876172801025,10.409306942956558,26.980686013814157,50.353548221883585,103.21378905757076,6.138994102294087,C,C,0
Other,Mexico,None,Divorced,104.97383725443909,-44.72184116221396,C,B,A,306.00897962767095,152.35252154686404,55.511574961940056,2.274129776868642,78.76472014822754,14.855802455452634,-137.97759683547758,-31.602934579627416,7.021227874889808,-164.39066327116936,-369.32191803660254,C,B,0
African American,Mexico,Mental,Divorced,15.91194383361945,-42.38611618236152,A,B,C,63.76252557608581,45.8312546505031,-19.816353231040427,85.2165595897084,45.58471898993796,-81.62813016538888,-27.80953648049701,-70.25262898553831,-12.34240779294761,70.32395148251717,-22.4101087914346,E,E,0
Hispanic,Brazil,Yes,Married,-78.49711318564826,84.03916469443014,C,A,A,-78.26228264378685,-93.99707964154047,45.04011925124909,57.1533646808066,-118.8564427947677,-116.78040498326463,31.097984899880228,-55.91810687683735,-179.73092341243756,-47.194932856227176,12.512110012112066,C,C,0
Black,Germany,No,Divorced,2.8957110397308066,-87.18620396552382,C,B,C,-44.091614517611866,40.20785579322911,2.8752329232024634,-24.79140898723259,222.90960653114175,138.3379554463825,-110.35583932133054,-55.91384617696603,-35.06850081182591,-7.654533693661396,-109.15858947577853,C,A,0
Other,India,No,Single,-40.618751997439475,-104.89331481128413,D,B,B,-103.21619833849749,-12.28076765394567,78.11048123247255,-248.6342640988817,9.654611838993462,-45.69110736605636,-161.9577330412001,-11.452185617916898,167.95429654902279,-81.69833820216044,-73.20016938863743,C,A,1
Black,Other,Physical,Widowed,-80.52812951762796,-112.02141301506275,E,D,B,95.50035971824796,72.88429794338505,-45.98343202174938,-71.63878622891153,43.036176411916244,19.21710198646509,205.44113561093238,-2.4438377393002133,-149.96879181433508,-73.2711876517595,-97.64866300467081,C,A,0
Black,Brazil,Both,Divorced,-32.4114883984173,-20.10898651716337,E,A,D,3.411417633586104,-58.6249982243883,-43.41376538295381,108.49701580359634,51.97861779988063,120.66659561848483,41.5209316210929,-103.29801357843486,-0.9851452109622038,-141.26724470187222,44.46042613352849,D,C,0
Other,Germany,No,Divorced,42.965633951833226,-51.933726927610834,B,E,A,25.64938878656297,192.2176425140964,-34.191331813915546,26.819957203165366,122.66043665813962,-43.474938617988485,-99.52310707333524,-61.58040477018161,-87.37004841593557,-12.737169318550048,105.32287943013579,D,A,0
Other,US,No,Single,20.668781849871408,-23.835475414918722,C,B,E,50.083606970313596,62.483794302661785,15.362924788069975,-222.3263597788958,1.012689648183405,39.212654999242055,-73.02152930971927,118.84365805878534,48.24337164551628,60.858900025314064,-36.88140664467042,A,B,0
White,US,None,Married,45.05807459384043,165.21534480619943,B,C,B,75.12069845177098,-49.32955010500957,98.27208545452795,-135.8682863180928,-9.854847162902763,39.84193868251333,-91.03049396810187,64.91182240399311,114.48675387071738,-1.875181706553906,-10.811254536066272,C,E,0
Black,Mexico,None,Single,12.296212470745829,79.65933589422653,A,B,A,-44.03148001964964,5.655661447832112,-33.84249940810167,-95.14462555603951,41.12931752286129,-42.650178949045525,111.5804190945543,-5.683499585145328,-41.610468973981384,118.51589867577601,-5.591430846859254,C,E,0
Asian,Other,None,Widowed,112.1645773225592,41.72113306309376,A,C,A,-17.14756246937168,13.898204516266071,-14.135269738541076,-37.28200827123921,-88.30194373261754,-145.5192630327903,-7.440134972405684,-23.888249641591138,-43.63353734929812,-228.92109338410137,-71.21495220660616,A,D,0
African American,US,Mental,Single,99.93780283906595,55.547926655999156,D,C,E,139.06149720172976,103.1361051434162,-101.80023604744864,22.061302074433588,87.27939065573952,77.17197476983696,-89.13255480692817,20.797369979802426,195.35350765334795,-0.1726800951076608,-180.92503241672847,A,D,0
White,China,Physical,Married,82.33346277477159,49.08502152936911,C,D,E,28.29701881598889,-91.27696920001867,47.80178418877747,39.88118866449172,18.286781377241205,119.30022990181644,116.50932457685951,-93.32489197099933,108.23607500200364,-29.63634686231741,77.79246864191575,B,E,1
Other,US,Both,Divorced,-122.21313015184747,-141.8481256189508,A,B,A,170.14077163060546,-35.65151541066082,101.10523955604589,47.3322375090981,72.8387454620641,-45.1239928361239,91.04475727514702,51.17652322013535,47.27144860221754,35.164804486767146,35.72001736201769,D,C,0
White,India,Physical,Single,-221.50116523383195,-57.47295237461733,E,A,C,-111.30183727989863,-103.35362852446876,-58.96466963173255,76.6023287858039,-90.23568564476906,36.18063752994003,-128.83133472792957,-80.69622461208898,-192.52151768860855,-159.04216502317516,40.110230037577324,A,D,1
Hispanic,India,Physical,Married,-65.59355402399366,2.874489203390753,B,D,B,138.916917811226,21.027362655212677,63.33165342910142,-74.48318613001057,35.42584357233772,-136.22886015605934,-3.203185524592758,-71.3043068320615,-33.02235701393156,74.84782633707557,19.307305212272233,C,B,1
White,Mexico,Both,Married,-27.224933049919613,46.91718631083855,C,B,D,94.64438309554313,85.76765746274722,34.890934007113636,-34.78537726273077,69.60781253571076,181.6869553501827,93.96543482423606,-78.4399712677197,166.42070690540677,-140.27549757590734,-89.53914971398287,A,B,0
Black,Brazil,Physical,Married,-52.08259244109373,-63.82660108422578,E,E,B,20.924929282170513,-105.65020399020608,-29.692630248300162,-125.14919675556553,-43.46318401861457,204.5503498672265,122.2317926036377,4.968001203444491,-90.37879451216155,36.410738001950534,-71.16234147522479,D,A,1
African American,India,Mental,Married,-175.1860340858983,-25.13171695671406,D,A,D,-118.78504456780942,122.21723375230518,-170.41276231552322,-60.333545864439664,11.969311101305331,-125.39800989235299,-98.82123015065146,4.736709925685104,-153.62196881414914,-111.28242975559255,53.3346236854959,E,C,0
Asian,Germany,No,Single,66.22951743694362,89.93331328318281,E,D,B,-82.88444690584157,-33.14932518333573,-8.357885458759272,41.34513349058537,112.51571202786965,71.75968648021701,-107.88368063742497,-17.66427804909686,75.97501190547943,-209.24226089894952,20.57297361375283,B,D,0
Black,India,Both,Widowed,84.31706701026945,73.13435759479559,A,C,C,102.07635782808437,44.96017279884228,76.64924061911091,54.97524465860798,145.99391921684503,-64.74931224566656,104.3960576264852,-103.35540110054775,-216.344898441093,-181.17531708043867,12.201337676944446,D,D,1
African American,Germany,Physical,Married,-168.45445280336298,15.93003222477876,A,E,A,-18.62529984230873,-60.45506723796351,117.22092944603426,196.70938278134727,64.89748811819653,-150.77085611883774,-241.15733170797418,98.16402953559896,1.9985199158009268,115.84268239322388,39.258869797519104,E,A,0
Black,China,No,Widowed,-54.52842056483096,34.57275323814525,D,A,B,44.058040728663684,-44.43227898228104,40.723854754575314,-65.81852253587444,-123.2898641611182,-29.130995924450247,-14.074077364182557,339.97696516557886,68.59882135200061,-169.88451758076474,-110.27335694616151,B,C,1
Other,UK,Yes,Widowed,-13.973572864549164,-83.52466997835349,B,B,A,-107.50845618527536,3.783467803297172,-91.33408455211406,22.18812925488704,-65.800443398854,81.4896957978276,-64.09905424466109,-39.49180137221591,65.38628189238135,-101.44295455165829,-3.713737321357945,D,B,1
Other,Mexico,Yes,Divorced,194.48108001190553,8.961228616048784,E,C,D,83.53099658731095,-95.20450529201332,81.76000279842312,30.14616121011542,244.77197851389684,20.90211888638426,-72.9238675031378,2.479079427064394,-149.67893877234334,-58.412955131263665,177.19580706723033,B,D,1
Asian,US,None,Married,-94.38807468993001,-119.30064770214337,E,C,B,-52.3863336551002,-1.1058962881246015,27.336488606435132,47.42238801307676,111.08512377006986,-72.62339146928208,252.024925234494,-68.64507917374839,75.12092183923501,17.178066898100887,-54.399830510312576,A,C,0
Black,Germany,Physical,Married,-30.18336888860339,315.1009767873433,E,C,D,78.80910271080492,-83.89782911232204,-144.20312354014467,-20.304129046377685,23.497233573074844,146.1944198347544,-55.735080467787114,126.56560074795928,-8.807287121187041,-56.37311963200725,99.96072160667008,E,E,0
Black,Brazil,Physical,Divorced,-50.1559068196834,2.9303112406998437,D,C,E,-94.9565019308115,104.90911390052902,144.35403589932213,79.23795145649628,-17.971623384059747,-44.88690321181165,118.67382994951731,3.472824498159289,-70.99417067572253,1.0815222573400518,-16.074624103612038,B,B,1
White,US,Both,Married,-43.905736432874605,59.44837595131426,A,D,E,30.54683639743598,22.23243279690437,41.66116029326597,-154.66568426950684,138.4040086592331,94.86699590826963,2.7518803530611984,-92.80442800372381,-65.16396305856046,-70.50934906823626,52.02146780102741,B,E,0
White,UK,No,Divorced,33.46377114315897,68.30540503648722,C,C,C,101.89199206096136,-59.2996637034997,-132.77304470079642,-148.36444316124903,-210.17138875267628,26.04782652617315,40.330668954313566,-140.2657740941745,-79.7813075992909,-182.84945650782382,-85.63616710882214,D,B,0
Other,Mexico,Yes,Married,-150.50210531380014,-50.52241798439451,E,E,D,26.247311203912542,-68.03197217893221,-125.41536868875734,141.1114867195421,29.19398073155245,-186.50052875401454,-40.580878619996795,-105.43641452670249,-122.88767045523991,-53.79772409987359,21.217232678461492,E,E,1
African American,Brazil,None,Widowed,-40.808796541072134,37.49856445265923,E,C,A,78.59264659612623,20.625075839634807,-45.77578774769312,-141.69914299351925,-28.740133535149777,-0.8190340103574855,141.22992917985096,-20.762109374207462,-61.38065520758522,-20.344799212482258,9.311456220319462,C,B,0
Hispanic,US,No,Single,-54.55865755531587,61.61081789953652,B,A,B,-152.9028436035603,-167.25511008364657,-87.97120049959477,-139.63280660816292,-60.91426474264032,-45.017554790763626,-14.469737242699956,-123.83735130133735,-11.73433931055213,43.42893153802083,-124.70151909110332,D,B,1
African American,Mexico,Both,Single,13.08861680866969,-50.038271739569204,C,E,E,27.27704042590408,8.791308142798124,70.1647422482217,78.54905998564905,-87.18688816934713,47.23840209244127,172.47014471600087,-49.7665095179237,-125.30878050805954,107.84707364342027,-66.49071605010435,C,D,1
African American,Mexico,No,Married,75.33572996188518,59.70584768784055,C,A,E,-114.92474941506427,-139.66208428775323,67.7516993453647,62.06806121124057,2.0471670784823903,-68.6718146311696,-118.7806144593409,164.81358101979416,70.87908856580542,44.10814444923225,234.14068328586146,B,A,1
Asian,UK,Mental,Married,-39.68309186705207,149.80270527960548,C,D,B,-11.188994800956454,9.619610833354493,83.2900430762662,-94.95748073237291,-33.777749565860915,110.1195279639179,55.926698305677434,15.390865794607322,-82.29597593551252,88.11219491092707,324.5493998895711,D,B,1
Black,Germany,Mental,Married,-33.120452939670805,-111.54655068639596,E,E,C,120.09283702465486,163.7954841083264,-109.17678164826943,47.97648371175437,42.13059516179579,-91.60404076542608,38.98436319957985,131.5790909878697,-42.273687357093806,101.2925299458312,39.05007762142082,D,E,0
Asian,Other,None,Widowed,25.257909611082614,65.61306968939738,C,E,E,-394.78386321422386,-74.69631417506612,46.04186967730744,-20.783472532478793,86.2779755091273,-30.894856057596186,143.99845838270485,126.24281724174469,-65.74394332253614,-22.76706041999928,87.02040163968846,C,E,0
Black,Brazil,Physical,Widowed,-120.1325655776862,98.04752590004462,E,D,A,119.10108955954888,-211.68405695482534,-148.62622498167514,168.5241078341181,163.6095844104436,-0.9602595833873186,-51.15674683687301,45.01139086629548,85.48927634238777,109.68248766332358,23.754160430694643,B,A,1
Black,Brazil,Both,Widowed,-156.67093745137615,2.9363091405879884,D,D,A,37.56315006682636,162.76769493128717,-221.940070260568,-138.24555774366863,-34.601775164188226,-205.4479596140677,108.06708886689678,11.638868901128829,85.04374505250925,78.42039625464892,-81.9579140201477,C,B,0
Other,Mexico,None,Married,-15.684369348419649,2.264278734279497,E,D,E,162.00239622521198,-66.4068531123949,12.878962026705768,-1.7421294825711655,81.2913324602192,44.74873918614117,63.936494768158546,75.22051601643575,25.394317536876283,160.06087966259597,189.24475992315237,C,D,0
Hispanic,Germany,Yes,Married,93.05150147245718,73.56350150536204,A,E,D,-82.13993512314214,132.92864887733109,47.555129942831186,112.52571523647252,-118.30081977312854,267.0853751745838,0.7269272683191106,0.8571870330371916,21.378628184928015,225.4930155838655,-127.73374566537639,E,E,0
White,Brazil,Yes,Divorced,71.47014281325308,13.573620633177876,A,E,D,59.48640927212173,-58.51840475255923,24.682086083747627,34.10210991220622,-39.25033775104771,21.265841748102797,-3.866728339367951,-3.8626183053045096,-142.43318634382,127.15000604492018,11.34371190934446,D,B,1
African American,China,Both,Divorced,51.56124296961701,132.85332250615377,A,B,C,99.49875211029845,-41.675225595795894,-20.674906529520968,31.622318860728697,-3.080032794865222,-20.88420332436218,-28.532245775915378,17.154873280270248,-162.23648065194882,28.72238245017515,-29.01639229631196,C,B,1
Hispanic,US,Yes,Single,-226.71321504220225,112.02228530176943,E,D,E,97.91448553204103,103.60487733449845,50.8148300173187,49.81299690396422,-121.7661865485389,-45.68879640903369,-140.26016666382142,190.1220085720727,-86.13980245325146,-97.29370533264523,32.27386271005767,B,D,0
Other,Other,Mental,Married,-82.96252386588608,-136.32581368609706,D,D,A,52.386043322033295,-40.88587801665021,-25.258880537915264,-63.35060702844755,146.46183552467446,-49.441911723507964,52.78349098687284,162.12875387551924,-209.15421072451582,53.30917702534654,-9.329187519298445,A,B,0
Black,UK,Physical,Single,-45.49935085623413,31.148444480611897,D,C,C,113.42363317448469,41.2912017657459,-46.17323431427606,-58.08398406585036,-12.90383797980032,-88.05285419912201,1.2106704456986104,-45.68112463686576,69.05399542560495,33.98333401278087,-52.090936653293085,E,C,1
