gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Other,-16.610993072621266,-206.44990695683822,63.63414721101744,E,B,-11.04972022928537,-13.506322307475044,E,-135.690384807654,-175.91999368290442,D,-17.541059777216798,55.459900900338134,-202.52069648320426,152.24489129318644,-9.220976778861496,C,B,0
Other,-99.70572280510936,53.29059876504174,-59.798197146732335,B,D,25.695715386409812,-159.95809472378738,D,75.30704263022197,10.941694977859436,A,165.3432020064625,-53.44480628603849,163.69520720692296,-41.16130847918068,-99.07015214722556,A,E,0
F,308.34940962501287,123.58749443607142,-65.56187872583743,A,D,-5.138625870445113,36.74952397323236,C,66.163417396055,91.05896026068719,B,-54.24005290412124,71.0663485774623,-56.07891275007015,-90.63650087519221,-72.40025604161833,C,E,0
Male,-141.51256818956185,23.229348637996967,-64.21303600598561,E,D,58.45478503477872,-187.6008924529475,C,63.56665780863635,-39.690405417426106,D,-179.43255923637778,59.479168060063756,225.910771425712,-52.68160746707614,-3.7403092351204066,E,D,1
Other,108.51585313511167,27.240891972196916,123.27630882782921,E,D,154.24236043363408,87.45062370754215,A,-12.438589238295561,-108.04725442201308,E,81.50685500660569,42.221789762586056,103.86310394867189,173.10280873025036,-49.14298564478121,A,E,0
Non-binary,20.246906306229466,86.65337895030052,1.8309380823064079,E,C,-17.094492506028807,112.99870493616748,B,117.54580405988166,107.98252227226615,E,-88.5601385469924,-55.263725867198055,-38.030747258193045,21.999321605312986,34.28898652859134,B,D,1
Non-binary,20.356817513456924,-76.31346112486104,-93.38771182478946,E,C,123.51989060794301,-2.793916066087367,D,-134.64166307609463,61.178324049525045,D,60.818424880222274,-77.96354790259095,-85.67372835070232,-32.700668644193605,-110.2545233735137,C,C,0
Other,56.990855567170875,26.15411308153734,9.52697299321522,D,E,-132.72080908955738,-82.08619330796054,C,133.76020143837118,-100.5980331708284,B,-56.959792340191676,51.666764384882235,34.367051763480546,45.79884349475652,28.989443061088043,B,B,1
Female,-263.046277069357,-18.961756018009595,31.43569006933693,B,B,-43.12059517394342,-43.279802567520704,A,-59.60417682552366,120.96943013284742,C,141.32734287070645,13.877327891890321,83.3343498189689,26.638463564040332,-126.45409143951012,C,B,0
Non-binary,113.94530596647954,5.214779043059761,99.1224827058955,C,B,154.1254261679392,5.264019797250896,D,-35.312362176848524,-115.08174025592932,E,58.71914643016203,137.25716446083342,104.88621197580825,-2.2451112874242916,125.22873581251486,E,D,1
Female,-78.70651786581429,92.59224824542612,78.70027201690358,B,C,16.070661723847106,140.2956262540634,E,136.28784122195344,-128.07945920571083,B,-1.4752516987648894,-131.19095562134518,-112.25824713587427,117.67543595046112,-11.526442377673266,B,D,1
Male,109.09343826384972,-90.11797467785905,-19.984988892536652,D,D,157.44601167330404,-232.86957431874816,A,-32.96207004481128,-83.33570393759237,B,-63.421979380356106,-4.282942749620647,-103.37157889447792,-114.46180231724625,-47.33201152041235,E,D,1
F,-68.34241701390904,29.43391712986153,-37.30647583372052,C,C,125.9407883933305,24.384110230507574,E,25.12334568742418,95.93651138249474,D,-142.59999595442952,-49.63063705986637,-32.75720082478823,-84.80345176613736,99.47915460009615,A,E,1
Male,-142.99449359299652,-21.085177190503,-73.34167967075079,D,C,-34.250793294875955,85.64700882675226,B,-38.55470492940248,-69.89631737904595,D,-105.15931752164627,41.31274884430476,-50.69139938782698,3.1374021029210186,-17.492150640613115,C,A,1
Other,-230.19555122195607,-23.28596964934471,-60.76006513010817,A,D,-27.65036068286941,106.32097684320614,E,-42.52599320543538,106.03737637773996,C,52.17195140155948,-129.40271502253657,101.69997576367899,-6.18680639366155,37.043492370781095,A,B,1
F,-133.94525234779587,-10.003003507134235,84.40056813328243,D,A,190.29967050744966,-122.98172530116747,C,-148.52186298787342,-55.82691599495355,E,124.34349894536123,87.34147520942598,-24.710845318881272,-51.91380467875872,-127.19878093311321,C,D,1
Female,2.7998809680620456,-179.3835517938337,-53.45209618301814,B,E,-49.302129271187326,109.73842496402135,D,34.733530225074006,48.40244681437181,B,-222.13133822549284,144.217773504211,114.28046246720803,-77.6443715367193,-72.67165601058026,C,D,0
M,-90.68873403643607,-4.07108521196305,-65.47871538730698,B,A,42.36754848892343,21.591768034794722,E,-53.60564480017745,-132.06151376678753,A,16.028201806047925,-114.22795241763379,9.555602935861634,210.5640301596358,-30.772748994609582,A,D,0
Female,98.01705559883762,-105.48706960931362,-36.49537876917997,E,E,-82.56012833674272,34.318365702349325,C,-63.31401282310686,63.76400120904421,D,-265.6128779471734,-21.22035135577523,-148.87038162043396,-50.40054147938156,150.17755568561037,B,C,1
F,101.80308977401491,112.48382076964454,-22.36290458553743,C,E,169.90694690093483,99.84464855519121,C,23.199502054639762,5.565147696466539,C,2.253861973921451,109.16863038272018,-76.38050100399502,193.0761177279226,-28.67150979551657,A,A,1
Other,104.34534666743211,186.02410355378976,64.80066534650602,C,C,80.1753239056604,-134.51788033664235,B,26.708747485350226,107.39772395202056,E,156.74197232278752,-16.1344697977715,11.964115554347163,-169.30068744385335,-47.20968519391348,E,C,1
Female,-102.26244530185353,-115.03058799900188,-83.69300346978096,B,A,-95.25393513411731,68.89970025284383,D,-304.4744216275167,0.26314657461360047,E,217.63602453673167,19.989539905976685,-25.66690055090522,-195.8531941451534,-187.71304027657573,D,E,0
Female,95.04973037828347,-40.77831230883311,-159.09775287542033,C,A,126.14695482530651,-186.042309585543,C,-25.26794964244229,160.00556278888794,C,88.92817188325301,-110.64543482518306,1.224008318158378,-42.06026782514238,-206.2372230395745,D,B,0
M,-7.269932253967491,50.37070948091266,-62.42524561001033,C,B,0.688745106807156,-112.36931658867158,C,56.75425155622167,-138.34961293781512,B,192.5967623805365,2.307194708817303,-133.9505547148375,-55.007208476863354,47.63964711472124,D,E,1
Other,-11.641885678858054,-89.81485709188901,179.16472205634983,E,D,102.29874955538787,-83.18655673388022,D,-63.64152696116031,186.69732052556523,E,37.3448621957908,20.81958685118892,-134.69108712556766,-131.7767048051102,-85.20792447124754,C,E,0
Male,43.63756939375922,-194.5766091262723,119.13895679809228,C,A,-51.93239273878278,-42.33083668418538,B,90.2318664581719,45.72122711601399,A,-47.54612313827637,144.93728510327247,-19.538542527642754,-54.946872126733595,154.17033618249397,B,B,0
Male,72.86880851426854,44.648384388427836,23.72744723565946,A,D,-64.21897952370318,-108.38096049220871,B,-94.70356534929827,-6.501358779180916,B,182.33381653660558,78.01817726244084,-141.45893185921568,32.02023396245867,52.66299222183496,D,A,0
Other,-118.80969965070574,-5.554785484431688,99.03908313172228,B,D,-222.34506193283949,-72.482460257682,B,-53.086623291725,-16.90695153708877,B,30.9550970673918,-22.253233239797677,86.51277533196088,24.469585346537436,153.2708433731948,A,B,1
Other,71.42512805077997,118.8046887871918,-167.69687523859642,A,D,12.225786771441765,-25.19982694253845,D,140.92326786076498,114.10244316920462,E,-73.11116772456884,104.310181146562,-207.43416270462416,81.8288759478277,-32.01507871988067,B,E,1
Female,180.96072485626382,-119.11387103578419,-115.41437902076686,D,E,23.126768603706076,-119.52039675875888,D,49.94274211863036,-43.0296978753764,D,-102.70516563878138,90.22612282753343,-145.43706504133752,-115.37402319251025,54.098149798870175,C,C,0
M,3.360441931352055,9.151217726146248,154.19923066506792,A,E,89.46422220497351,83.19342713223644,A,90.41433125312054,11.575101078750476,B,-252.91030553187542,-55.10875517506091,25.112146853763733,73.73890336797791,42.544176629453275,D,B,1
F,-18.097185014963397,106.44989482980287,-74.37918575858495,B,C,-47.33659332747554,-131.5696797238277,A,-33.40933547823936,-23.144985469540103,C,-157.1340921103601,-166.07442714449988,0.0522619554742732,66.00750485260612,89.57018877934495,C,D,1
Male,-41.548721161032326,1.0411121402605388,23.98055225596179,E,C,73.95257739619943,103.3681422183754,B,216.65077910233452,-13.998331712521484,E,133.44191146205966,21.693025434211584,-49.38140016646503,106.19137925994815,20.096991344340722,B,B,0
M,-13.578455261938144,-22.43057731630971,46.92773217737691,A,C,14.889021603978861,20.131754635896844,D,-94.66740448328046,98.17041276268463,D,-36.26563451436501,-177.9283097244665,48.42938953322028,-98.09690038434204,130.40505363238933,E,C,1
M,92.70384606413684,-22.79286461251799,113.62309340066285,C,D,86.24715857706092,131.8851783568933,D,-172.07110794544786,-31.95829300903676,B,-37.41941477592409,-80.81601274024418,7.9131239982610415,-39.36735699608196,1.505531981241228,D,C,0
F,19.709273325757337,142.39018868077002,7.933527670960375,D,E,-85.09458140613577,265.0467636812789,B,-55.401416580078845,174.41048994837408,B,97.00836094354484,-60.56542542437254,58.74021407813539,-16.376507430447738,-59.42191053903342,B,C,0
Non-binary,55.4845437657989,-54.03857664695405,57.23535104882941,D,E,8.726368106446333,-26.448300412174053,E,-85.04352599258897,90.11161975206736,E,80.1104952888343,57.63047107383298,-115.8556842247882,70.28043133417603,-20.221225329528206,B,C,0
F,-91.50789253571236,115.47735143543487,-73.578868593421,A,A,164.57164404364087,52.71186533944112,E,69.08039982618268,14.236814044703957,A,4.84686942833395,103.63926271396855,39.51596918381649,-195.4123409639259,74.31692828591585,C,C,1
M,-105.1168175492009,-46.294136775562436,-95.97264281556556,C,D,127.79385448623215,-132.48702068170485,A,16.590219584335706,31.74591096833438,C,-190.72383534992693,161.19771692769675,-257.63855555946094,200.89170410853617,32.41221145161215,B,E,1
M,35.877933701839844,-0.43532105694601964,79.95356903740182,C,D,-72.41474170648891,-44.017593048515494,C,57.165526966156996,19.006468550085454,A,207.44034063692936,-174.62195188566218,-3.4082696761010056,161.95132437503386,-227.03842975989264,D,E,1
Other,19.833768851724418,-125.48426384319231,85.04700314847565,E,D,99.19262205320888,119.26235124686104,D,4.644278541553047,5.033642352124596,E,-35.46421215773454,-160.26041059617745,-130.76210244678484,-56.09325142740976,-22.237274071687523,A,D,0
Male,172.05512717882593,64.32248238194235,-153.89955128486906,E,E,-77.44796052320282,142.9615978349507,B,310.9937803077832,-150.54584766799098,D,-109.42238605350376,-34.420882858603775,-115.27367303320881,38.047884634676834,-205.85419391223007,B,E,0
Female,-49.96330022981482,10.348407079847759,155.90553783603244,B,B,37.65392683052161,-76.39171712067665,A,36.51885552112735,63.501422483294135,C,164.9642568421911,54.24711757908253,24.653320253556746,-176.4715839314832,-129.82344392700543,B,E,0
Female,-39.79992929339527,26.46074330673053,42.7094066861523,C,E,144.0991721282053,67.54679157057856,D,43.85763906373633,-99.28439356568903,C,-7.149507587431003,-8.421056662466917,127.2251024500959,-35.950925701164664,-59.67612728792769,C,D,1
F,-182.41834638114997,133.48300607212568,27.215885014434726,C,A,5.745134449473248,43.053728945900986,B,-45.32404338971583,-49.93673147784723,E,184.233305115773,34.07682828535423,-3.4093775915234126,-110.55167032773427,-60.149027669867664,A,E,0
Female,-35.843259498698764,-129.668763129816,-72.91298341046,E,B,-40.08556892440973,180.80670810311196,A,-56.276309153993594,-163.86844602018397,E,4.726345653965027,11.315217759653006,-148.08377915458303,181.32245098457423,111.6545195622106,D,C,0
Other,97.93078246890592,-0.5531767172859673,65.45602530410626,D,B,80.39432008844682,-52.66103701950823,B,-23.723160544230858,59.58035994135241,D,-19.30837014775884,-8.669487508569711,110.16309529075323,-120.2565781856453,-23.189027635387944,E,B,1
F,142.7610336235656,175.5511852870345,94.17869134540572,C,A,-140.92288206030207,-23.291219349654114,D,45.16816107513487,107.07575378533443,E,-173.09427634280803,-67.18651463786148,100.11237930451642,-190.94000464991026,-129.75599927138785,C,E,1
Female,-102.36438030193233,46.941022208984904,-17.364395290033812,D,A,54.310147108316144,272.5173429354872,E,-138.90762051322804,-155.74897849502537,E,-80.03095909379493,194.51040381345442,-7.336619414090354,138.031379491945,-11.575510607069104,E,C,0
Male,46.82071374868129,-69.9818911623629,61.330866563373675,C,A,-10.732962561239393,-37.445440301667674,D,-57.800552635001715,116.2196221110201,E,-43.32324612110874,-80.90290492024917,-38.47192220458621,203.17414373465704,94.42235745625307,E,B,1
Non-binary,-32.7979110214103,106.97124839105724,-4.379981042810225,C,C,31.483928105913332,241.12109536406018,A,-145.35284214555074,-64.74204365202891,C,-64.9380698700904,-12.501077899572955,63.7661587338452,-13.87550350660728,38.479134942911976,D,A,1
Male,-9.387336080788106,32.89818787831915,61.82633471806931,B,A,82.4139042565465,-25.31169247946112,B,-6.139242491408238,-135.12447084304355,A,14.803352056912273,-98.57583262074918,129.36223264729168,-12.736282569885743,-85.79517889431008,B,C,1
F,-174.90848321402112,-138.9865058256631,-171.19041489960128,C,C,36.450320685799774,-47.34841670345213,D,-25.968372391587284,18.90972814174733,E,109.78701668568893,25.763411230227778,-164.42119284368803,-72.81893698728898,-9.526922111102449,A,C,1
Male,-38.81089723199793,30.325986359154335,-142.60355936780545,B,C,171.27918350718565,98.48838681988869,A,-34.82603192426088,-123.8718504378668,E,-206.1022854394112,155.62286755378585,-214.77344125896215,-15.953820725268674,25.07825386280506,D,E,0
Female,165.17691396768254,68.06212093639702,67.4067802319806,A,C,-51.19154369045622,173.96679740300272,D,56.562303063053285,-11.027701192066612,A,99.38016634869653,-12.829258200470278,9.969333702650477,-87.07016152583512,-150.2374094446428,C,A,0
Male,-35.76033571071967,-19.5616492107248,79.7841208141809,D,C,129.42639013884047,-77.3049034591984,D,69.56968476472383,47.919863053127074,A,-137.77917039551087,-5.531485515004925,-211.14795969182637,110.29148939841711,-88.6862518733392,D,D,1
M,-9.446066446338232,-57.924559379146544,69.38354138228142,B,A,-34.17487540402303,-15.953332512089371,D,-50.81629458877818,149.15587756187733,A,29.05968623634598,72.80737990274096,-75.7240543911433,40.58246622212038,185.26069626120636,E,C,1
Male,51.71726776060426,-44.60880350449165,29.06569064866975,E,D,-7.2858566868756744,26.47627157261443,D,-32.99248203052384,27.075220844415814,C,-112.58006243775623,30.758569494849997,12.005495576435951,-9.111718555614445,-44.11008517169933,A,D,0
M,-112.81462240096094,95.49459114331832,118.83502596936641,B,D,-107.30244221534173,-77.6282665494985,C,-61.962955277068055,15.579919375260204,A,38.034269088050706,196.50085132699508,-62.01272566012237,1.88853277950294,-234.00801025115618,D,D,0
Female,-19.869554075964437,-93.26407336396886,125.07163473340708,E,D,177.96253999581504,-92.09405582786867,D,-165.32094407352412,-161.87545277775243,D,-157.3132273257276,77.67989085085239,-63.52573698389219,78.3704637031254,-102.90352483650945,A,C,0
Non-binary,-118.43626463763685,-36.467128467190335,42.06125324562881,E,B,-71.35589886703161,122.94943138857957,D,-185.13028507177134,33.09083848306728,E,-91.73444026121666,-1.974106174002657,51.7657053233544,-146.28654643228393,-30.30298691259753,A,E,0
Other,-46.28805119179141,-31.72961105478353,117.55285578431092,B,A,107.96036199046478,99.46782351172115,A,148.3977172836276,-5.927949027537742,A,54.71854374189511,44.056694574694966,-31.23612666929289,96.57771372593723,111.29187162922109,A,D,0
Female,124.62191110842396,95.5218400126282,48.48346334211731,D,A,69.78542734439029,64.53676498107063,B,40.349807211594914,-157.70796868607178,B,-2.6058946287201805,1.289099867913868,102.02554772757546,87.06422622665384,-149.80787253503385,B,C,1
Non-binary,221.7806915485804,6.511475030136193,-140.71908798806965,C,A,156.7501324053653,52.296695522605965,C,25.078153986560675,-115.41438196287889,E,-74.58897582598411,15.37553832319479,-38.918230048408404,-177.20476856834884,-77.25441604715817,E,C,0
Male,-69.40442884823938,-112.7528897728894,15.926137509536547,C,A,14.513988569652772,-65.64070990803093,A,15.606733109742061,-62.88436514998493,D,-42.72353624369153,-22.546144663685233,47.18583821952904,198.03461363292755,83.89124138014768,E,E,0
M,57.84649563173707,132.8848227728904,100.44521335227896,B,D,-37.904829518470386,141.64592069387078,B,-85.58185426965457,55.63781438113852,D,-81.9728461101072,-25.29516229666593,105.03994062979191,-69.10058821518842,-102.68960205323228,A,E,1
Non-binary,-2.375978643873015,-203.87193228078226,3.769334790077429,A,B,44.64075667570943,98.10040012671612,E,73.04958517116835,-127.80609708425771,E,-108.27690626808193,-81.23723503892826,-15.035119144204048,178.44062590196535,15.591932707121241,C,A,1
M,1.4143281862194796,-55.04585737577019,-259.38190401344104,A,E,19.16385908220792,99.16959065845974,B,-133.94961445348406,71.00868481686103,D,78.620148522111,31.67197156356535,79.29535659672725,76.83647354460255,66.639328528559,C,C,1
F,47.02335061113886,31.935755517402807,172.99514433467883,E,D,-2.279200530889292,-121.20595631088358,A,-70.88920142192518,-22.156297472873348,E,-51.57561577115807,-112.97648004952347,12.539369637711115,-74.23369936628616,13.560494330972016,A,A,1
Male,60.54144788525604,7.808383191231985,-117.15447979806335,D,C,150.5120001098091,99.24493454211215,A,-154.2568010090254,-32.92797006375104,D,-16.956182736277782,143.44405599782905,-47.96029400937378,-31.27232518932519,118.0774775846076,A,B,1
Female,27.00092867237831,-19.985516984747942,-95.09318016892514,B,B,-12.576869625099121,155.07282390391052,E,-79.77845292555153,-28.430057494642437,A,-87.58774775699756,-50.38377138588176,23.48209394504284,-86.17513220238415,27.042214986026636,B,A,1
Other,98.75299350536358,-2.276945562471239,17.512840703417265,E,C,105.82852452370848,-46.722118767610596,A,-130.58563889707523,76.49549976522268,E,-19.997691383063483,73.22323134730742,165.49026198800635,-63.79267536077503,-17.47166605992906,B,B,0
Male,31.38161863940883,23.20694269928357,66.15483929301223,A,C,103.87204309143615,-54.23251922762662,E,34.99931276153001,-25.110346170441776,E,-27.545953972137227,-5.6627711757853945,-25.062854200720462,144.43447204418817,-48.91595920246164,B,C,1
Non-binary,-123.09094442374786,47.615797036771454,-68.12615817464956,B,C,20.667879959565575,-34.1837007467925,C,-2.1222751000942086,199.92028214940046,A,-6.837679119830634,-90.07462548226584,71.74584789422308,-9.919201147486692,-25.850704314660838,D,D,0
M,-125.35927528278185,125.9379739267155,-25.74499507523892,B,B,179.40748205930996,4.888225166599756,D,119.34102323280217,-238.89982247466546,B,-146.09679781135557,-95.58069505692826,87.12441485120759,21.10386936671765,180.15440639514563,A,B,1
Other,-112.24124001288607,89.91732220610615,-87.40347808033302,E,E,-99.8444853247715,123.12712046398072,A,21.04022864989249,70.41746633326478,D,96.26894674094586,-126.1445406081508,-20.88813403223762,111.55645072020468,52.51556489196309,D,A,1
Female,-73.19295325752134,-0.007033688683517687,86.85919594553879,A,A,-127.3254191539971,-43.0708700645695,C,22.47555028878862,-14.3782557640617,D,-126.29081231210178,185.9929275648027,-28.732146194192204,-97.53425352144697,-30.877502984384282,B,B,1
F,-11.33255345511418,-4.458274736601884,89.11168071355226,A,A,104.43762287029668,-16.605256094546263,A,113.8291061272803,4.6350973142497836,A,-31.449639907070654,-123.90058475847519,78.70944413565573,-51.21876668918197,1.8294376905997562,C,A,0
Non-binary,103.34206294118444,-300.67921306457146,31.486720262640986,A,B,47.93395705829555,139.82185779742855,C,-103.5077303473353,-71.24470025632414,D,-20.76784321157285,-85.78440549882058,-170.05949225009445,178.20331806475534,16.95747550816444,A,E,0
Non-binary,-132.66983160606964,-52.27721469059106,-111.2509344823229,E,A,-58.96614424367554,84.86253401423593,E,-67.49539434503833,42.224032112281954,D,-80.64248538401509,-198.67438443986143,146.3188174766717,113.3159039852512,-56.140105355946424,C,A,1
Male,126.60151287246447,75.98378575798141,-20.386119645029428,A,C,-8.281463597823025,105.47871261874889,E,-45.915182755112674,108.29312543020946,B,95.32410512396876,-98.45699090056173,-128.03352040670507,-161.87120561530654,38.54526732696262,E,B,0
Other,44.82265276535423,-88.87324857370021,-24.985542266974836,B,D,47.36077080858066,160.21845809670657,A,128.24864245897973,-76.51301085844801,A,-166.43968085217492,80.90606799449041,-87.45162386063866,62.09275958959727,47.92437746804824,E,B,1
M,-172.5644259003449,1.4329379746008069,73.49336568477975,A,C,33.44449895541396,-141.78027413182565,A,-27.43677453770188,52.10255819963419,D,89.72629598427106,30.153042083327442,36.07433232918919,19.133171058905017,81.57471340486457,A,E,1
Male,-99.10825068188511,-37.0026027394819,4.367691798803817,B,E,28.40031658343435,82.64285596319317,A,41.58465041355516,-12.150159963999227,E,32.456774003292765,63.45787510590368,-17.721699643608154,-2.754394411966031,13.768876733579653,C,A,1
Other,75.19175785414346,145.36670992987914,127.45119191364691,B,B,113.13549486518986,-66.31070887480261,B,114.08965970922829,-181.21675254424306,C,-32.7202537202893,-109.1095065311728,127.40388971849322,-192.5693717945467,-126.94821085420031,C,B,0
Male,-81.26538922916131,-39.1724975819827,63.81260038732065,B,C,-206.25403984297185,-17.310549997598198,D,-66.11995866925365,-27.788122738600272,A,11.28902639688863,-161.54170869854522,-125.67368421100014,114.43683055946596,42.691141852938294,A,C,1
Non-binary,15.115371328767239,-1.9526528031494836,-38.11669697061602,A,D,207.7217055627893,108.62720173643329,C,-72.46873292806836,-134.21657894403214,C,-102.911270819164,146.02535309330636,-55.78114605106836,-114.22798172892988,24.499371182141136,E,C,1
M,-136.51634743630137,-73.85073830253671,-22.38542882319007,B,B,105.20513993648078,34.9252722600332,D,-10.820110182715588,-124.27395605954608,E,-36.53084013941929,1.0533743708762011,53.21290516366016,28.23318491034611,-5.2046590451564585,C,C,0
Other,142.3280865397953,-207.93240052272722,114.03810674630697,B,D,-171.84618051369716,64.79625477070309,D,-145.53987301058308,103.70799601726365,C,91.80070127027022,-24.721462217755636,96.79250390813856,64.24446251504729,92.86795429433059,E,C,0
Female,-129.0199243680761,112.1002272569323,118.01627092274055,C,E,47.12904859656879,38.54993060604725,A,-95.26366907892574,-68.21763041939143,E,-19.269210152751,111.28938911006014,-62.819227168452606,89.00367870363908,47.36165100550801,C,B,0
Female,-135.51931920291108,72.96139486033098,13.37907225846218,A,C,-31.061891647777212,103.90293130364401,D,43.3323503253771,-240.26378636938153,C,11.247284482615418,26.16561160992078,21.590765884256996,-100.7787123084737,-48.15787709265136,E,A,1
F,35.74503710267381,157.6571969087923,-62.78958565335613,C,E,-79.75547500885821,-63.489165606669026,D,65.0494887469699,44.373012357996956,D,73.04254026859253,-18.114244000977546,136.2565070128238,19.066387025827993,-39.562903212014646,E,E,1
M,-4.785226353937349,-17.327338299251053,108.58047724844104,A,D,101.01147912498831,150.8641753484326,C,129.25461876176848,126.25048451811108,B,47.462747401561664,-4.13264081881598,151.66713325264007,8.872039782407336,-232.79900542087086,D,C,1
F,-121.70571711664178,132.872153501693,130.0080322599262,A,A,-41.58307790523345,122.41695927386556,E,95.51528181202735,64.24996829738518,A,-30.5632669024883,38.720055247714555,128.8216335513206,191.3332517306629,-3.0868701225037376,C,C,1
Male,26.36782830760827,-125.68102228107934,-45.14991882606047,C,B,6.672995735606563,13.512811080156398,A,-133.29181803035667,40.59432896975564,D,16.16107630606734,-73.15711183388342,-85.2860222729897,130.91278269393342,28.537706361317213,D,E,0
F,142.49040224466165,1.9178614346522616,237.13225169981928,C,C,36.016015167603996,-88.13325626741418,B,-141.19003297076105,-92.9421881409016,B,6.597199517520896,112.12295010933109,41.14039543744267,37.96375307290767,14.591680036647128,B,D,1
Other,-203.67727129905876,-39.372694303552194,-43.88631701992809,C,B,-49.421337979262844,-28.110047303998492,C,50.08298921614103,35.81710560201034,E,-129.52344081223654,-139.45630578672424,14.824479627596896,98.34036611364253,-26.941552717574286,B,B,0
Male,-28.111014518001465,147.2327970401745,83.66556116074658,B,A,205.08520717320087,-22.013911687845837,D,-105.01772899930745,318.28930212911706,C,16.249550351814896,329.57310406718403,-64.94606458184448,17.065098306761282,-67.38207476784036,B,A,0
Other,34.384056987685454,8.927880673183944,-128.81201744464727,B,B,-188.71854699578387,-17.92895971526826,B,255.7892546019986,143.44606078814874,E,122.05478838401447,-59.044731516612394,-52.34588516948702,-108.46818811413794,-73.98169165482942,E,E,1
M,-32.7004188785524,46.323825383896185,120.58339193381158,A,E,161.0920476714482,12.820899729368016,C,-47.22558018046145,-42.576393389587466,B,-70.68507833581079,2.4203700263415033,13.650233418315496,-88.42099281693658,85.95998455286927,D,D,0
Female,-76.34178079938631,-104.93306519929348,-41.15925451945972,C,D,96.72137468834062,148.59990354743087,B,153.5910425217957,0.33263067295585325,E,-49.39882094460976,42.704464582180165,-19.19268019288961,-44.60887180006471,-23.308380390421128,E,B,1
Other,80.34582181741791,149.7234617164041,-143.48989877283202,D,D,46.27591696438784,-43.691195942298236,B,109.23217022448108,63.663529496504154,D,-47.352522982507125,223.71174886874024,55.29022277228819,71.5313284764154,33.533743462236096,D,B,0
