nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Mexico,B,B,22.98498088425302,A,118.24746803916584,-69.28673480159759,-264.9511364075738,32.65307472979725,54.83485052511005,A,73.4716282180081,-15.330574424837165,1
Germany,C,E,20.224974802205264,C,207.94206729669762,68.06435434562044,-93.1391436060146,-9.063165771574196,42.322350344774726,B,127.8814628012362,-40.896495858138096,1
China,E,E,5.466563229166281,E,-248.3313547780647,257.8851260200966,-42.10105680523053,66.7097479829501,-82.54162259827015,C,-35.89746157601033,-6.674872366666383,1
Brazil,E,A,-34.34561356905844,E,68.03067860995988,82.15957020176887,-5.569409944648224,11.483739804326373,113.35744385274484,D,-171.691205033433,-100.33037394963358,1
China,A,C,-6.84872813254756,A,-67.024943114743,-56.95714172759704,216.55272935319897,72.32942637740459,44.24887206428734,A,-157.628044333408,19.33159952388208,0
US,B,B,22.4904453695192,A,18.881397476296907,111.79105747293659,7.475777371936319,-63.96593202902743,-59.307086252491025,C,20.985616819457242,67.12091389304392,1
China,E,A,43.40476520906019,C,65.29009884384804,25.97314144711649,-99.24052049021354,-164.84783453025398,41.96033020950058,A,-97.42464357831972,131.80312055003162,1
Germany,E,A,161.489985881568,B,66.59997250788109,132.99385563609576,92.34709439141841,-23.936846472489933,64.01198974355403,C,103.81321028287738,42.86459273239292,0
China,B,B,33.628267549210165,B,25.680791646980545,-2.902219938601095,-12.358928669036723,-85.63657637405791,-236.68871117824457,D,-24.936480927602418,-79.41629350707727,0
Brazil,E,A,92.37700961132097,B,-11.845750128284687,-63.3297194085102,102.45085247860533,-63.674201804815056,111.81835273682222,B,9.172887751247128,20.842906631536216,0
Brazil,E,B,-1.8325946759481102,C,10.28760631455329,-2.952603509585475,-31.55991347828064,237.61609227420996,-31.659253306002768,B,-128.92375542691047,158.72814443970142,0
US,E,B,-52.8821299943354,D,191.54742160221548,1.067933391931373,-23.479768689281347,27.467402008269403,-84.13078007537314,A,-145.29646412179912,19.101610334208257,1
India,B,A,41.929579825134745,A,-8.145837150762778,-50.98786904957062,19.538357304630285,140.26510090919504,-12.68996125677594,D,165.467711425049,114.64670087412641,0
US,D,E,152.06485644203855,B,74.63810149089439,82.43435757550202,42.245870628068886,-28.43342693678838,40.95590119253485,E,63.017345200193866,99.0903327751007,1
Germany,B,A,5.813701409051958,A,-10.422823676020768,179.3259207589238,-47.538321433078465,-82.36043279613342,43.76734068650336,B,41.00453175772294,-12.708802587798424,1
China,D,E,7.480036877608555,C,63.511848149921214,92.6506223578615,-143.72266673549368,-108.06698504061019,229.67510258250533,D,-132.52884567385112,-55.87241581923662,1
UK,D,A,64.33603019851712,A,-23.327988909980448,-31.226390021346933,-56.62630389473961,142.24286996700533,-14.724032519573365,E,-58.80982717376993,-84.91815899200431,0
India,A,C,-133.5069820313488,D,251.22584397030514,-75.0992165208956,-16.098154264356733,83.24614874222948,-64.43563430274132,A,116.09054598087592,95.40718625655393,1
Germany,A,C,-244.73337915583957,B,181.82991625788083,-21.164352358252998,7.220799553311973,-69.09368941538519,-61.532608226816556,A,15.284428513223533,-57.07801201714561,1
China,E,A,56.069548647546966,E,37.56092441390754,19.383125015874203,-30.992185896987746,-55.9753077070015,-35.86044694726115,B,-54.89283253957505,-155.40865799397403,0
US,B,E,98.32641534312219,A,116.67764740708913,-57.35218331483215,-84.37558015410677,94.55687027417162,132.31866161841452,E,242.5321738560175,-179.09846682640713,1
Brazil,A,B,-3.9736111667925282,B,-65.10897802401591,-5.617305771781174,54.757830553138454,48.854637837255694,-97.52211968002705,D,-89.33661366559002,51.541155152160265,1
Mexico,D,D,142.72616914665196,A,-34.33339001587854,58.5439289185152,23.51014179497547,-298.3657718898853,40.27369075336518,C,-53.19242843168023,-92.1360656975319,1
China,C,A,36.79461470695637,B,166.82885831261999,71.42900506619402,-0.020463284789275716,164.93044118312585,108.13484118258596,B,-86.00870302083014,31.505829382185507,0
Other,E,E,109.56156960005394,A,-20.167579993109047,-24.778053038351278,-54.375259568291746,54.92762907142533,0.5928692777700703,D,-201.655502928462,46.277145897854425,0
Germany,A,E,123.21097796812461,B,65.66513967090847,-52.020406753629665,-100.16370832000364,-55.86229080060083,-5.891463989284347,E,36.172739669167086,199.92569367908152,0
US,B,E,-21.181366094573235,A,50.994931619098914,4.739239862227,-144.22455989949782,-40.033774911417545,7.1374380747122155,E,8.916927167120592,121.88579357361068,0
India,C,E,-97.23657069925027,E,170.70691664965204,19.402138130166772,194.7843620798841,51.34389742474702,-211.9878364715401,B,149.96308259538264,129.25646852419973,0
Germany,E,D,-21.667524747016717,C,39.23900827283642,-100.48662358533839,-222.07696041546595,-64.45305818504417,187.09635366137795,B,33.751807864410374,94.41434425103235,1
Mexico,D,C,10.525118442418432,D,15.523869665690212,-10.61231654356049,201.62231455129623,49.21627278849025,36.84155249700244,E,93.57268442350613,-88.76839717444952,1
India,C,B,-206.3425940208888,C,196.7334438837849,54.77039639187936,64.30914153985819,193.08210840517512,72.0334138535772,A,47.54399268876091,119.0765774869575,1
Mexico,E,D,66.43463544801659,E,60.83918699600226,-5.348010238884717,39.218344446914536,-54.60267611450998,38.8678134234377,D,26.08946629956555,-30.52575360040908,1
India,A,A,172.81103792337694,B,-191.206912211458,-23.603072010771527,-250.42063356892555,34.89637088882903,-26.85179730319162,D,-124.33083298186153,-220.08927782076563,1
UK,E,E,110.63632318321812,C,106.1110635295256,81.60935943563364,-19.94684595580561,-1.3294266554323906,-26.242152107220935,E,-156.54059436171593,150.5377223233867,1
Mexico,B,A,8.599476938439482,A,26.846154994859273,1.6504737659483792,-120.44219787046558,-89.7302602947079,-13.097816642925553,B,-14.419993138623374,183.85929642083786,0
US,C,E,-232.69243433282963,A,50.28627317792983,16.46521109882815,-63.26801276139109,-43.62296033739244,53.26780457711432,C,-19.77456560711204,-26.061179092814886,1
China,D,E,-54.14427687818863,B,-216.7677195744812,-43.85826482097009,-58.938813448296365,-82.6672001795595,-197.84159381655448,A,194.7247679630149,-2.450448868823213,1
US,B,A,143.7537570336773,C,185.28827786058937,60.7857911707171,239.66601091962545,-151.46463655298183,-49.46431708783721,A,65.32737378246082,3.642463604877333,1
China,D,B,113.77830468131171,C,23.797280888120703,-71.89712067011214,-39.394516318876825,-103.84744538729261,19.130982937641274,D,16.317155356075485,-59.80178017886105,0
Mexico,C,E,22.168466795007067,B,146.5369416868232,27.89044033215381,-108.32400894501379,-109.8207551728811,38.84514885703858,D,86.87046894157994,22.62676635356016,0
China,E,E,-56.43023477788076,D,96.8230512727033,75.17928295325757,-0.5573950074304994,-125.68960636050603,92.63706734035738,E,99.28321921315701,23.62623233644272,1
Mexico,D,E,11.72972572597852,D,-26.366159733470575,40.45563382824093,-50.09620906143658,-62.25262362902113,38.667165299782866,E,10.050444283603769,-88.48230991180233,0
India,A,D,-41.12561757631056,C,73.05783348017,-109.02135825493313,-163.00855502200474,-9.946880823292794,-52.17877777176974,C,-145.32251524141222,-266.49944669375054,0
China,D,D,37.70180310819691,A,-29.348304207050173,-63.14374783766959,-43.182674761489736,-64.43186786974852,-92.7466566574709,D,-136.35157634804108,81.92435995814063,1
UK,B,E,67.30113803940279,B,-36.028761181765105,-116.90334088019156,-5.0985994737616345,4.479293142549532,-57.67473865309783,B,65.38567785043247,128.14563983545838,0
Brazil,B,C,67.56682278404321,B,-3.253992000676225,-10.940234338949214,-8.762005558829177,51.13254115559634,30.886826321904582,D,-35.89064467645092,10.365604884786753,1
US,C,A,-85.62242052407221,A,-147.3691548859567,-64.04381438658164,-25.017191806176648,-84.9820072258481,-34.0701724382801,A,115.30066622498137,-137.03006925707905,1
Other,C,E,-46.22207876736862,D,30.975715178588402,12.775631468548184,-173.5710358442337,82.89948894611537,45.78486200844477,E,114.51806891597853,29.77910739945277,1
China,E,D,-80.08708376968409,A,-91.67637425605531,-244.64800761225115,22.052696771781097,-11.259927380087737,-9.553844663827306,C,-23.180921140026996,-102.74628117870255,0
Germany,C,A,-41.639760878001596,A,199.6558701580434,49.69375504984699,61.77269670588632,-89.83896858021902,-82.81559940722481,D,248.61071154835287,85.03617514174795,0
Brazil,C,C,-13.004176203134787,B,135.58345459195675,-21.62719677021069,26.07603757830706,52.51164292838849,-81.2013168209856,A,-77.39628594096416,33.0687610705764,1
Mexico,B,D,8.305552968785019,D,-190.07019150105882,91.24095042796442,52.02429341614313,-42.51921032522654,-117.73288117991541,C,32.67033607543488,89.24426282413334,1
UK,A,E,-113.348622333863,C,92.54524455229061,-77.80404035904603,19.128386497023563,-95.86623941681273,83.0908247258998,E,29.521779978432168,-130.20176326274594,1
US,B,C,-37.33823465718082,C,-240.62975533684892,-154.73374191136057,-119.48405263083063,-98.11934971227815,-78.30704126869207,E,114.88742642599806,50.07178266801303,1
UK,B,A,-82.15803246812621,C,-172.33873017761107,-13.227493752507383,-75.14577344551446,128.00151097662385,-56.282519405208674,E,-39.28913267720984,-109.80613999878919,1
India,D,B,189.51593649335607,D,2.4311910335805744,-140.64128494259418,-86.46249304185118,15.383937763743749,-34.51112352191322,D,28.717659251071616,50.85235720834069,0
China,A,D,27.09741686656531,B,1.9764430831536082,-81.66219113095747,120.0704699868633,-88.11319655387373,114.31589907780277,E,-105.9295948133902,-95.23361017026576,0
China,D,B,155.9139539081342,A,85.98898779768163,11.047783927060744,124.94192962446834,-173.72507096589933,-13.454934528332727,D,-147.8641044226184,113.95699974679792,0
Mexico,B,B,-194.89890142787544,C,244.75650193636923,-82.8333063520737,-18.034860868674567,-164.96651713785639,-20.512193849138523,E,135.08725808143814,-40.22612662128813,0
India,B,E,6.44935632058546,B,117.49595064239845,-31.82430322084916,-27.78802473026431,-60.74627356906943,-6.949986277021206,C,153.9050218796458,-29.454485751187566,0
Brazil,D,D,-39.98403794308095,C,131.90198970212379,-68.68969421374514,230.22285001939449,39.79666133215533,48.09093003464734,A,122.21005003123572,-84.24260062457869,1
China,C,D,-83.44167083949485,E,222.92824392803635,-71.22923997353855,-298.5626297467374,21.66293346415038,-110.32279794906268,E,-5.433211292030993,107.13793264060163,0
US,B,D,7.966679690488341,C,70.25841274692793,-6.37494448793941,-57.633489727400125,121.36432056539954,24.370310332597363,D,-116.40771861148443,-18.591249534398997,1
Brazil,C,D,100.06650713858645,D,-172.32428301768434,-161.5935754215178,94.19068700649419,-94.83742437687387,24.36163351607704,B,-284.8814007844858,59.195816281836954,0
India,A,C,0.5738359372958083,E,88.28680448034906,-255.84550078675977,-50.36682627077498,116.15938788783957,17.62134289056162,D,59.0937760745218,-188.72727184033712,1
Brazil,D,A,-46.55682585099712,E,2.371337889371096,106.87826318313776,225.514507095686,63.016007571293784,-141.4427590152906,E,-198.08616314136233,-54.63775206442046,1
Germany,A,E,-170.85367010247518,B,-117.6317281181325,95.66520527913511,-32.66845130591488,2.335474046157473,-30.3166220594484,E,38.03309546877994,165.54444682047927,0
UK,E,E,64.38311004793115,D,26.76388110774255,-60.3433726354763,-140.1691537828617,-43.57149313915373,-79.20372934082836,A,-73.59118038755652,112.88308862007482,0
Mexico,C,C,-11.99204932598754,E,-268.78096805467,-187.16774626950422,212.7567963268066,193.5059012640997,64.08593719461835,D,-10.912435483026185,-55.08832170282001,0
Germany,C,B,-32.346061605888124,A,-64.00936750473024,75.22148437274154,-10.053147072182604,145.72194819597414,83.65430406687506,C,26.388217623426314,-69.49009361619669,1
UK,D,C,63.38086876562471,A,-185.74945669736434,-1.646980057518043,42.323973681514396,163.20686659086144,-104.66187214432345,D,-157.7772569029706,13.476448317723651,0
India,E,E,-219.3503612155218,D,48.96059291365771,-1.9018337776532717,146.00455578236776,-30.618812449678558,-209.81222928751762,B,18.455626678679266,-34.32092813198025,0
Brazil,C,D,48.061669269761325,D,57.05730039456086,17.778243550520035,148.6646632983774,-116.55782428359312,64.9629183521355,D,-100.81022272582203,-102.92911988908848,0
Mexico,B,D,-45.5190129824974,D,-21.55366885627923,56.93831102735568,92.47882004169938,-248.50467184372454,-26.16822343492669,C,-102.8420998530062,175.52520835864104,1
US,D,A,16.499067511674994,E,-20.879409514994645,36.31675474300041,180.75244554943185,27.512448460837962,-108.68203160660173,C,-15.619982136360653,-27.850433704924065,1
Brazil,C,A,-10.94504576309991,D,-7.2342113620651,-8.791565203421436,-60.000791886791696,-91.36055180982741,52.479733005070436,B,-36.39106815080758,72.84248715166272,1
US,A,B,-109.50684343419795,C,-112.02477117444197,130.76047654738764,-122.4551034040938,-95.38027103181813,213.86137245949558,D,141.81929709762662,93.95617052750173,1
India,E,E,-181.8783573051532,A,87.44078255827358,118.42976716617511,155.37329105572445,56.44825109023442,-104.74763847002203,B,141.09969768739893,-20.102388071752777,1
US,E,C,120.25783924831754,C,-108.62976533086417,47.10468305040581,7.77905086095169,-107.8275867265728,39.53318616525617,E,-106.98576952418499,-38.35960925378663,0
Brazil,A,E,-139.35408499239404,E,165.64463888249506,68.54622862555753,124.73181352030814,-42.62304369061026,-79.31005332985463,C,-46.57746129832879,-203.36460321288774,0
Brazil,C,A,-66.78573319106954,B,27.298383809831233,43.39297153219486,87.92841521149097,-107.40641400230271,103.92872879235841,D,36.45536635570228,-114.67368749865878,1
Brazil,E,B,-29.981492708056614,D,-21.37624030455014,-34.41497325446485,56.506241210443854,-92.48144039234279,-47.956370614274874,D,159.6754881438115,-65.37818410810024,0
Mexico,C,C,101.85896269652154,A,32.72016630909242,85.21204683639854,9.886131250746992,131.50793567909247,-31.98228849572644,B,-35.68804210679453,20.190639079525006,0
Other,C,E,15.24652686035823,D,11.60943178271227,38.275166350643566,-139.5949939078363,-216.46797897840293,-26.864429813813718,C,-49.19424008002168,-198.625062866749,0
Mexico,D,A,-66.66059804518395,A,58.27621043899083,-17.021465253843076,88.47490612077564,123.81717335913444,43.35131063988908,D,-44.53938976513819,-52.43494866359798,0
China,E,D,-75.81730722846365,E,85.04751243422227,-10.62183286477887,-33.81132615458777,-40.26007403820729,141.49307034843352,D,-88.77506437105227,-34.45481317859215,0
UK,E,B,-90.32964673121937,D,89.33202082863104,4.735265064620938,-52.646024302659114,140.61154751289072,142.32348375782138,D,-244.51645411881046,127.59765466050052,0
India,C,B,-14.741514819954036,D,50.05232248960551,64.98430833850507,-68.62840399402064,-17.131194855947076,25.766055986710295,B,98.09339168546872,295.4680813588245,0
India,C,E,-23.23409101677882,A,-105.33121157915899,-90.9050930134582,59.574187216374085,-74.80363657806616,-183.22224245685496,A,-14.872043700549284,-90.40897146635105,1
Germany,E,D,61.77427308657172,D,85.70858610039616,28.44520804347849,-84.93162080775292,251.36337409689622,-127.97754601625313,D,-190.04867467516212,-54.10905618080124,1
Germany,C,D,-90.07857783336134,B,85.79047782031132,44.32533634161783,116.75090238773278,115.33771314145014,53.19996166950216,B,-212.77634628540127,99.44478350760686,0
Germany,D,B,-137.64142003604772,E,-38.305266893581965,89.62798060814838,26.339890664422672,-85.88576825379639,11.954956053259993,A,107.58421054506316,82.28253135339209,0
UK,B,E,-3.8494347470518324,A,-40.50050334787274,-4.752124956870078,96.82306849100183,-98.96021868338067,68.41467505538365,C,41.13966036801568,61.32724432212747,0
Mexico,D,B,-98.61881534703173,D,75.26471102472676,-29.280820132540477,74.41013735187371,77.54448810363294,-57.66111134906195,B,-8.606040060405169,-220.21875411489452,0
Germany,C,C,34.41207925707674,C,-1.4333098854354018,-161.5793866740861,32.67114287008827,-37.02765825375511,103.4600718126485,D,-28.82578370515219,44.017424323239304,1
China,D,A,111.59349477943228,C,-45.57951430766028,14.878279300808526,-209.21157073378942,82.43480467229656,-26.71904295093313,B,-44.625657713773684,-67.1263394263789,0
US,C,E,184.40387094573856,D,-124.79280409693419,-14.347316579983623,83.3138605319775,52.58885285330335,-53.8659207463962,E,-99.33286246317265,3.5445139590431856,0
Brazil,B,D,1.4642104558566038,A,-249.0436272230926,-59.057583165263864,-129.2009016189723,22.482860748142993,10.803410939390217,D,-241.69131279544845,3.814394395462949,0
India,E,B,64.14218415043507,D,-11.673520932778457,-42.40810144509475,-69.62564364815708,-47.3155542589303,20.778790911398605,C,18.986127365266825,-29.508747682765208,1
India,B,A,-113.68190642415341,A,-4.644875227443196,-5.055739490493355,94.74753172056654,19.965671403732994,-9.827986417586514,E,111.40081999347989,-10.864892289201467,1
India,A,C,208.31666607414817,C,-173.52159238825976,-42.26676041183552,9.493583029633838,-48.66978362461277,37.941710847668006,B,-109.14130315135861,26.85330849075208,0
India,B,A,-35.70179243619959,E,86.51931677496938,-83.69771445406653,78.54824647347768,-48.56707258350007,-118.70102478991227,D,-124.38887956610871,-26.278083898453403,1
Mexico,D,B,136.80449936251873,B,-9.441341675616169,58.21589031214497,5.005654557339756,90.11207781471997,25.25946205825134,C,42.65759427998612,-7.915377322423543,0
US,B,D,93.21094920707004,E,85.97144725302344,-54.806466918884276,156.26545962598433,164.5193483477661,88.49982081262844,D,-57.58110089087359,160.15082212297062,0
India,B,D,-87.32964961069057,E,-53.44779286535268,-87.39677512972072,-112.40816680374428,33.4171545075606,11.846244067438544,C,1.9070853114873294,-23.398029674352763,0
UK,B,C,241.44377532416382,E,34.08304154771184,16.49021914784253,29.404286071465506,-19.095526753503332,-33.425455255842586,C,15.869962551934547,-117.48905771294322,1
Mexico,B,B,29.89886900547345,B,3.45895070422668,49.775058882806476,-6.708535499362957,-90.05187750578426,119.51690824338401,E,-96.51189293065259,-5.06826806850116,1
US,D,C,-170.65408199669614,E,45.65964884392066,20.077053084961875,-128.14406236729437,-31.151429947876487,-64.00722013790684,A,-2.698038948393174,36.717412350676334,1
Other,D,B,173.91121829228226,A,-83.1921992301538,-128.46112022526032,69.30879464575682,89.95210137515261,212.726513490935,B,72.60299097908008,-81.98842064377818,0
Other,D,A,67.80058763384675,E,-132.6404837345253,24.931855289310764,178.74736265611097,23.8212935142526,-132.47637665247115,A,-32.34597729068901,-190.1352763740418,1
Brazil,A,D,-22.158108246150523,C,12.587728650051734,-193.43275381321132,136.41486295570664,-109.5549379665606,-44.63880696396684,C,-48.929685202176785,-62.70944266944111,0
India,C,E,-130.62024469055967,A,-87.83757311756462,33.56147148814743,-29.98713663644731,21.8582857865915,-60.57022466215754,C,218.69783718777836,72.27620023816885,1
Other,B,A,-84.52535521235885,B,39.00390670283427,-68.11557313835142,11.842865472722497,-26.2459618621818,-18.221029962955644,A,-113.25910508769341,-61.26105681489767,0
Other,B,D,52.7923106616693,B,48.63170330949816,-33.42113789756678,-59.78398003195146,17.90667559514823,12.681376264540448,E,4.569303737766098,-48.332660380695444,1
US,C,D,-121.8475343136801,D,99.44222098988918,-115.77920937526815,-14.089305654466777,-91.55191849989707,-80.20639691783809,A,-17.93283085195497,-73.22368945665909,0
UK,C,C,89.7284796411337,B,197.04136263945796,25.26318892323676,-135.17473473476508,23.479186382904242,-9.876346835293797,C,-8.061770155359483,10.481345899761939,0
Germany,D,C,110.73490326468915,D,15.282292831450828,47.602252151053094,14.896997907732064,75.68773475766598,7.6234873975980815,C,-101.89134933459552,-139.16621212190674,1
Germany,A,B,-31.810498460254077,E,-79.0062112486021,118.64002137788634,-49.919033044446486,54.67524271746957,-38.591089939529276,C,33.77047848091827,91.0598058441741,1
India,A,C,26.206408332809993,E,-114.20732226953243,-31.139326992916182,74.84700940929724,32.901131927266256,134.00377004871837,D,-167.71451646519722,41.19602233678053,1
Mexico,A,D,100.31298278365561,E,-2.3970020245400865,134.4890646913028,7.3575086920412165,14.967233403291818,-98.70296569113736,E,-7.756387136558162,-87.98171692955049,0
Other,C,D,144.45181021262354,A,79.69933871951314,57.085298989512545,89.74225018469137,64.75410633656372,5.362857658515326,E,126.53678051635926,-24.44137491368319,1
UK,E,A,-41.67424392676732,C,-4.474282965904506,73.28286441727909,36.341344457890756,82.76063481269877,159.2895709780025,A,19.12951201289317,132.89991367656813,0
Germany,C,A,68.04097272818515,C,-122.24772967119554,28.81698378137984,120.27743687868282,-7.006443478620848,72.64613672987343,A,15.767104116884889,171.08346931251816,0
Other,A,E,85.49930016390917,B,-50.533816683536934,70.16604297984698,-42.09798968793213,158.04999626411748,93.1008465418721,A,96.46292468139475,45.84270058052755,1
Other,E,A,19.947761636108655,C,37.1029257019245,16.716359416000174,-223.75579123892763,26.76916910045137,76.24188113285726,D,-138.766390728433,-18.288804157979616,1
Mexico,B,E,-109.95185590079402,D,-111.12174191684561,-23.413035578465585,-88.01858104599248,50.765241754990186,73.18126812572585,C,-32.672620411669726,-46.815152763225555,0
