ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Other,36-50,C,D,57.231779168075946,B,-7.600767490835976,-124.25412317050485,-168.21417137018938,B,E,-48.01613563768635,28.296425590851452,B,A,B,-18.454211191864605,-32.93918039599507,1
Asian,36-50,A,D,67.13240166533069,C,-144.5986105005532,86.63035823989908,2.990367524702237,D,C,80.07041258344441,-17.350683515990546,B,B,A,52.30849585849534,-6.431582612961603,0
African American,65+,D,D,155.93435741763372,B,89.04097968020434,141.44427218730544,-158.77535401538717,D,C,93.62958123486332,-30.041464589893852,D,E,E,-27.901984912631622,-17.270933698993645,0
Hispanic,51-65,B,D,-103.18176580155463,D,-97.70566799414921,85.36960110622044,68.85296153637253,B,A,-40.88044393460699,-54.052924690442836,A,B,E,43.893398952593586,-52.1326048313028,0
African American,26-35,B,B,251.12394727590845,C,-66.07479036146682,20.078968158587017,-61.17651104503814,B,D,172.62614284125536,38.90585537794763,E,A,E,-75.01646622053691,-101.27007692280394,0
Hispanic,26-35,A,A,3.272770514705768,A,105.72028595956411,49.0575144379356,-47.444531182420135,E,D,86.83326620504613,-106.46537886602776,A,A,E,-57.7825303464234,-144.38453957956887,0
African American,65+,A,C,-62.208471214050945,E,119.95435482791248,-61.99475433118196,108.81212281867822,A,A,-111.77277182824201,-205.84030865011349,D,A,E,-23.81361906822304,39.15284000249929,1
Black,51-65,D,C,17.097400578265802,D,45.541770852760635,64.85524529771422,-88.99606421797087,B,A,-62.089378765368565,-12.280614963105577,B,C,B,-61.55105108464186,93.65442243349193,0
Asian,36-50,C,D,-42.30282104636795,C,81.42676594818454,-199.22863951518758,0.7853251173328236,A,E,-4.84161530024398,115.9585185620475,E,C,B,-145.97742996890256,-19.09723923848715,0
African American,51-65,D,D,10.81319496062588,A,141.8953605203255,-165.97633112124902,63.71275381240184,A,A,-17.746375860449117,-178.0363320109018,B,C,D,43.266035527295834,59.67647239119908,1
Hispanic,65+,E,B,98.78262361504494,A,-14.94755784875213,-120.56741720370319,-27.12755086275063,D,B,-27.03993593405542,46.706559661641464,B,B,B,87.33629148201068,-108.26108252484772,1
Other,18-25,E,D,-61.98140678915922,C,19.014407403460858,99.23622214443523,-95.46818730392026,D,C,-202.5402399007767,33.485465994975335,D,D,A,50.71841295302997,-4.952486082900293,0
Hispanic,36-50,B,A,8.045189463940169,C,-134.26465885892566,-76.03959177027797,-36.44206312532993,A,C,105.95511830704105,13.491902266015018,C,E,E,143.88775885538604,-92.28296956996377,0
White,26-35,D,E,-5.0777538659477015,D,-100.76012089652413,-6.921786290244243,62.24126328402275,B,E,-237.0264033188902,-69.2249792567626,A,D,C,-63.537278183836854,139.28057755455546,1
Asian,18-25,B,E,-138.4757750581034,A,-2.0106347614575837,-72.94024933726729,120.80536046217918,D,C,99.74705992853538,91.99913163026177,C,D,D,18.378449008079315,191.68207628868348,0
White,65+,C,D,63.85404257060871,B,-3.1326516836762686,6.921803233787176,19.44866834941083,C,E,-142.29402247325868,113.87118891822969,A,C,C,91.4629064916321,156.42803752960106,0
Hispanic,18-25,C,D,-42.39758254748987,C,88.900605451629,-143.01341535373894,14.554474187595106,A,B,-57.1606185949417,-44.16522477231571,D,B,C,-45.512111145353124,31.70951980196648,1
White,36-50,D,B,184.0936774455284,B,219.05357737831346,-62.32101050690423,38.81727455058633,D,D,23.0839635222931,-71.12209978674196,C,E,E,72.85059277930026,2.6816414016236236,1
Asian,65+,A,C,251.9343002634304,E,-9.07137661714438,-46.58959858623862,101.8566587635441,D,D,87.1760255505176,39.04457687582077,C,E,A,-47.456269231472106,203.6861332798483,0
Other,51-65,B,A,-76.85371310394413,B,-103.27560362945817,7.179364265909845,62.21383215907914,B,C,-14.467539651794995,57.372580163059105,B,B,D,24.275875768842806,170.1507786008126,0
Black,51-65,C,D,-226.20444370349756,E,-66.30633440365949,40.95351469501921,103.84370339788398,A,E,87.07520440841343,78.54956532332594,B,E,E,-9.393011004896652,-58.552135515334356,0
Asian,65+,E,C,-49.991288304362605,D,131.3018858368835,22.857773950778878,212.68466063941182,C,B,-68.90457174539662,62.984390346545325,B,A,C,22.536120109368596,-62.787904199356646,0
Hispanic,36-50,B,B,-165.7330770677278,C,148.26067690328685,-17.468504096183857,-10.648328257061939,A,A,-104.72888463686655,-41.29637176049535,C,D,E,-140.2097093275584,-145.34617622060074,1
White,26-35,B,A,42.353057823394344,C,-27.8842064756184,-74.00022861526607,-108.4902100912666,E,C,39.17907513589078,127.97419045728024,C,C,E,62.29570467119164,129.42696825902098,1
Black,18-25,D,E,-76.48225280164864,B,88.39696756917971,-90.79710949223252,-51.749251813895555,B,C,8.680468787553698,23.667919477951017,B,D,C,-69.7552163949149,23.51519606334408,0
Asian,26-35,E,D,-72.99443363038061,A,71.0760767965557,-55.912988092105145,-197.5555565909352,B,D,-117.3191456859794,-8.795011073349682,B,B,A,-233.5144086593929,-16.250554073372182,1
Black,36-50,B,B,23.119400365520164,A,-20.568927561342946,85.12519156460858,26.103466063796105,A,D,80.33007473885225,-102.21634517358764,E,A,A,-105.24474666769163,53.321346548505986,1
White,26-35,C,E,-165.76236702706726,C,-104.32026383018905,-10.770944924698648,196.1204452255908,B,E,-137.17227642792187,0.5174564769340897,B,C,A,112.2621445008799,-125.61488471409699,0
Black,26-35,A,D,90.62260755870233,C,-71.05111273759573,-126.07995423403719,88.13066495271762,C,D,99.24651530669242,-16.461277493636796,E,A,E,-0.806226906681257,65.47234240352391,1
Black,65+,D,E,-27.31931316409973,D,4.8272297020475605,104.01344036871704,47.719175578207036,B,A,116.66477481924076,-80.1967330911172,E,E,B,10.523765994991015,92.74918094979122,0
White,26-35,E,C,-111.19319526456604,B,-124.95883195460011,-135.7436547714977,124.390009718934,E,B,-27.746534286700808,-19.77963495821671,A,C,A,-104.1060816899521,17.23270976783772,1
Black,36-50,C,A,92.54583222303204,C,85.84705770004716,32.91946686977564,-55.374496382814286,A,D,100.84904838028783,21.66276082348896,B,E,B,-1.6192257181498186,-154.75562913030876,0
Hispanic,51-65,D,D,143.81070759338547,B,115.22804708179541,91.1686276301278,13.02064049371606,E,A,154.3300138476906,61.40872972867035,B,E,C,-113.2496672454312,96.0141464572164,1
Asian,18-25,D,D,-67.87972210222124,A,-97.19806379784012,73.72005631934009,2.9257031022267683,A,B,28.67037050449207,-165.6397189445512,E,B,C,-160.47331248273252,-131.61455206609259,0
Black,26-35,E,C,64.66835148637381,A,68.37422123677725,59.38279371802335,53.93920631137493,B,E,-84.23230088204264,332.33723526180563,B,C,C,86.24849165060577,-103.34528114706592,0
Asian,51-65,B,B,-89.42749250194316,B,-85.37351306883527,19.66725659073244,84.20199399037463,A,A,76.65879910295821,-87.24416328511995,B,A,E,-12.625461048091125,-208.0710011821926,0
African American,26-35,C,A,32.606654712169615,A,100.82168402110045,-160.28909210612653,133.21579420096234,E,D,4.745472665779691,34.53691109410148,D,C,E,-60.232408445838004,-118.5785421994638,0
Black,18-25,E,E,-72.10296504037292,A,46.767333725380496,-10.862900596115963,-258.28755405473225,B,C,-39.058810134373616,92.72961722385632,D,D,E,18.35392974798593,82.19478991063339,1
Black,36-50,B,E,-147.36320541474498,A,-106.74039215879418,7.009763279435653,7.1227808235328105,B,B,116.73201161786425,-66.906825149407,A,C,C,56.531730966365856,-29.096279441563283,0
Black,65+,E,C,-19.470477039995313,B,-113.76576309943964,154.24165713257977,23.219469099468075,A,C,127.95814590389058,-222.18567692156822,C,A,C,-104.11581007250182,248.46461535513362,0
African American,51-65,C,C,88.8966592790404,D,3.8067738450605675,-55.93738984839279,-18.936506812271954,E,A,22.490356221803925,-11.50648412205071,E,A,E,8.74762343718875,-93.71606474464733,0
Other,36-50,B,B,89.89567391300872,C,-104.67357497459784,95.06728664882054,-223.3452084337788,C,B,-191.23152765044793,-79.79783133059163,A,D,B,222.00093819962353,18.151161725256742,0
African American,36-50,E,D,-54.37487455162672,B,81.87206625884832,-196.57161763051937,64.77186110875725,A,D,-173.64360835631453,89.04696060441569,A,E,A,44.079584924496416,-134.21225628037743,0
Black,51-65,A,B,-75.7958340281041,C,-13.879074446230593,-99.19499299161912,-109.75344198871429,E,D,82.35246558570702,160.61220303394092,B,D,D,39.07125936136427,-1.2731496967030245,0
Hispanic,65+,B,C,16.12627073852524,D,-142.1651293343179,89.78490686093775,-4.03891756590755,A,E,177.9600020096648,-21.018871017296426,E,D,D,-60.24618571127615,33.11154123828117,1
African American,26-35,B,B,54.58366044584617,A,40.47838645325969,129.61099184568155,-287.58629465382825,C,E,102.67707363692433,-56.37755000073239,B,B,C,-21.256391918629344,-31.501169169940653,0
Black,18-25,C,A,-36.01743686860216,A,-81.79289816748286,-138.268666516486,-31.290471178989353,B,E,-100.32496341859203,114.07674422316028,E,A,B,32.9807875368404,-202.98515359601038,0
Asian,18-25,B,A,22.076646279606443,B,21.352611177986503,-13.078428767204638,-40.51234969532877,D,C,-12.066096286115684,19.486997805693964,B,E,D,99.47928607062714,-11.934615377687091,0
Asian,51-65,D,A,76.06243619508969,A,-37.3123420921249,-5.363056377313643,-72.93609653166419,C,D,-80.96196688566243,-32.579291073299,D,D,A,100.67651756890076,-92.74259087257082,1
African American,36-50,C,A,-4.607613491820841,C,-18.568568908828716,-60.23048416319941,-96.9333102983498,C,A,75.43125477518937,67.06122416030664,D,A,C,148.96478003403521,109.13121932033644,0
Asian,65+,A,C,62.717251866770106,D,-72.01285579034527,46.21913292796803,-18.68200079823625,D,E,-0.8955257386006388,-96.24868807909309,C,C,C,-122.17890000718235,-37.2277478741315,1
Black,18-25,E,E,-85.2179912759523,A,100.81783106361992,-113.5961964182655,-66.92965726944541,E,C,-151.656661836835,42.46852692583316,E,E,E,73.64803225188066,-60.32635992231924,1
Other,26-35,C,E,77.05527614071967,B,1.197240957279424,44.15040085710145,-55.92633616733311,B,C,-55.317724950151025,79.6349517615155,C,A,A,115.15793981770044,-13.73506949128617,0
Other,18-25,A,C,3.793030700909746,C,107.58534118606971,-123.7639450823538,-15.779389748091644,C,C,-39.438405708301474,-14.965655716037435,C,B,B,-31.911600030875054,-78.92657391197949,0
Hispanic,36-50,D,B,74.35831314283423,C,15.410372663069854,-33.00910454161011,156.6053110836859,A,A,23.343480755405093,-35.498609432705486,B,C,E,247.09664672030001,118.43676660867138,0
Hispanic,51-65,B,C,-40.2307332229678,A,56.217775163492604,-17.23739595044052,-153.88392595045613,E,B,-71.82374562941457,-41.834623806574555,E,A,B,-9.859786238222945,100.62516169452836,1
African American,18-25,E,D,49.8457120445438,C,73.67933279083778,-60.2828730880692,30.106466215065037,B,C,-158.75142363475643,-13.51554470217533,C,E,C,-100.61890205331316,3.6385540383115047,0
Hispanic,18-25,D,D,-35.22411065471809,C,188.9972231898303,14.596575856228618,12.078507507627874,C,A,37.22587971855887,195.87924044564753,B,A,C,14.653413446631255,1.161448139241056,1
African American,51-65,C,C,44.74792781522385,B,160.1294240044588,-122.25706684337476,97.53807381102858,A,E,62.864470134075034,97.24493123209122,D,A,D,115.35865920177251,-62.831139553893564,1
Black,26-35,E,E,-104.86842944636294,C,-6.592876042268643,7.405379522593697,-22.41839443860826,D,D,-68.61931750669798,107.74327413346674,B,C,C,-80.88402967052505,43.119573424443956,1
Other,65+,D,D,-2.3262852355126222,D,1.7624978111204497,-70.35895273923417,-167.05676570374231,C,D,-67.45306399176317,104.84129009806145,A,A,A,-10.50210620574073,-70.73227777470892,1
Hispanic,26-35,A,C,-82.70755845932342,A,67.3508013747244,116.8579068111228,-167.42842226437273,B,A,-159.31493249121195,-13.950675284552622,E,B,E,-51.34336304824989,-192.82197136287326,1
Black,51-65,D,A,-159.74646089961843,C,-28.657413040602446,99.8501234331807,-87.09705639148784,D,E,-86.6727112784537,-116.0313498989838,D,A,A,-37.2290614676787,-55.143974542946964,1
Hispanic,18-25,A,D,52.386859122673066,E,-132.8041648514355,-29.524666634933787,41.06305169064128,E,A,-128.95070461451317,25.048695776230918,C,B,E,-297.4519044565825,87.69701052852672,0
Black,36-50,B,C,17.201982390318456,B,59.68760538491894,135.9281910040747,-151.90884035243656,D,C,51.69740962413359,130.4661261558628,A,B,C,-2.8580034264294163,137.03513941895102,1
African American,18-25,A,C,21.012243092865553,E,-123.94509993047681,158.15334768783265,-81.97837299015778,E,D,38.755581258442525,207.2977313104292,B,A,A,-112.2490293412151,83.17360061864042,1
African American,51-65,C,C,-17.21541051165499,C,-20.68445625275816,-98.85951211496912,65.4445744351883,D,C,-62.09748064201362,-10.415263816581678,E,D,B,-132.71069371793794,-83.45293907251498,1
White,51-65,D,D,17.153341816376226,C,-80.61048648356531,-0.3925620739041618,-137.8818678423213,B,E,12.19878255018061,25.313247863555933,B,B,D,-98.63097540316842,-104.38406710153514,0
Black,65+,D,B,27.46807467802611,A,-4.169874127266842,25.52658370524285,-154.30933781151816,A,C,-14.299992449357138,110.58748280867574,E,C,C,-42.90518642819383,33.08858405878484,1
Black,18-25,A,A,-100.1872107366669,A,-78.97282771277271,33.66885169924594,88.00325328466117,A,E,45.982911955412945,157.6415356432038,C,B,A,-98.78770401576404,0.7959653040739504,0
White,36-50,D,C,70.04449263413625,E,93.28094397202733,-100.38636585652002,62.59659798147457,C,E,2.4305844157939562,-51.806253834181135,C,D,E,49.55881773727741,-3.460589215778013,1
White,26-35,D,C,61.05922067217614,D,-30.445512853560615,-7.581850819174772,-4.334997014140398,C,A,-29.020664852242668,169.6328642197567,E,D,E,14.231665420902164,73.27995560703874,0
Hispanic,18-25,D,C,-41.668175207763795,A,-68.05908387934768,-25.881949158871155,64.7417378693733,C,B,-5.879705207116478,-62.73520469370024,C,E,C,70.72981935337368,-3.292809762038386,0
Asian,65+,B,D,-79.57439766683163,A,-14.909951108636252,-27.35148832274925,13.03303292761709,C,D,38.15977350429518,-13.355094115434927,A,B,C,36.305423080397695,-70.9158539061033,0
Black,18-25,D,B,-109.70772138925236,C,-172.06791852728585,-167.25994856081482,-31.062153193694236,D,D,91.51965901412662,-137.93930990211513,E,D,A,-18.705071671535688,-50.78827840388689,0
Black,26-35,A,A,-12.38277933966991,B,-67.42122033333308,149.16721225214022,-71.07770172283801,A,C,85.89975618270685,159.2941133706735,B,C,D,175.4381660701179,-71.69537707199494,0
White,36-50,C,E,38.4311272264883,C,75.21268805318252,-27.87168402836317,175.7293389194467,B,E,43.0570162360649,80.67598434572409,B,D,C,-110.78632402386879,-33.07860304530289,1
Other,26-35,D,C,90.13459722879706,A,175.08472246588974,-49.58611572032363,61.72494117073247,A,E,-96.80607846056417,-48.46340998530981,B,A,B,-5.1862122831551964,-7.014235980530868,1
Other,51-65,B,D,37.71719249538024,E,15.88862029696663,-28.961269308702743,116.40305775166229,D,D,93.77085863550093,275.1686413711477,D,D,C,-86.84274743576465,-155.272479299303,1
Other,65+,A,C,-0.5548002438111902,B,36.72472709978384,61.62269798008647,-61.14093296917493,C,B,128.73901075686825,202.58452440571975,C,B,A,69.62530113675318,43.04079075464378,1
Asian,65+,C,D,121.41267047986885,A,-26.002212892509746,-31.566288379792123,-20.35883495813025,C,B,33.88690779010801,-22.428284580847674,C,D,D,-5.689731705001281,111.13507339260704,0
White,51-65,A,C,-84.2334202645366,E,47.35268574592217,93.78251492446665,-22.722552172704614,C,B,126.30547660807332,99.79080134486254,C,D,A,-107.2551718139384,146.09104817876016,0
Other,51-65,C,A,-85.66466357114585,C,-68.02833327930905,16.26908052805822,-116.28791371878651,A,B,-85.33075410516005,-70.22622217117437,B,C,E,-79.82800314593429,-120.15685155525505,0
Hispanic,65+,B,E,132.02781355328625,A,119.80197640006199,-77.83628415612827,154.3527295242333,C,A,-39.061479225249705,-62.15214974425106,E,A,C,-148.70736136060884,-27.6462957646817,0
Other,51-65,B,B,103.98402883422318,E,-35.17233687252238,-159.18473732843412,117.99554990521027,D,D,4.185586946538654,29.37025937429928,C,C,A,12.2334216368974,-148.8308708292004,0
White,18-25,A,A,70.65787746624017,D,-5.973838149265095,-191.87735791198895,86.54120311345393,D,A,117.77755259302363,-144.47881015602988,D,B,E,-161.77137144669013,321.8446356249415,1
Other,65+,E,D,-43.78507562093598,E,-43.99465629477965,100.72177395405883,-23.355756696112927,B,A,75.37602875204547,-163.22567776296054,B,E,C,87.83636563803549,5.769620861218539,0
Hispanic,26-35,B,D,-92.58185976743873,E,107.19831309683305,-255.27705840783003,37.510889689361,B,E,-144.74863092337563,37.66046004214004,D,C,C,27.446687508627075,56.110916255387785,1
Hispanic,51-65,A,B,-117.68415767110099,A,38.34496041626085,-64.04348892091451,62.70465613494661,E,B,-21.316197868399772,126.50905894556526,B,A,D,232.31253693272808,0.22256768930877685,0
Asian,51-65,D,E,76.59918021747265,D,99.91223317314808,62.81850767493905,-1.4467522776836652,A,B,0.9547323023975004,-24.376371676087988,D,A,A,-150.3653251044997,-14.374048403324934,0
Black,51-65,B,E,61.907668945790725,A,225.0405127906398,140.23492159875042,46.39089598464795,C,B,-81.70943241029188,-137.44920731161437,B,A,B,-1.8901821888224508,53.258116107505614,1
Other,18-25,E,A,-50.74656237745295,D,-40.39483222633871,27.964898311663468,58.58065866031688,C,D,43.313309059835056,80.9070643724156,D,A,E,85.73828799978422,-21.028290511365626,1
Hispanic,18-25,B,C,155.38674531763087,D,-54.42776932177672,-86.91593251670332,71.45129607269854,B,C,-103.42533951479199,198.64665434807668,E,A,E,93.03405567229535,-44.77738875084621,0
Asian,18-25,C,D,-71.69859911132139,B,22.197266768697723,171.76790259171605,163.47483800851072,A,D,-105.99187821000837,211.68668126492918,A,C,B,65.66556249757937,-148.4129454490189,0
White,36-50,E,D,-13.342666496864238,C,166.0397858347596,-66.58045891298458,-14.913380452783848,D,B,96.68381203153838,-79.15762838890134,B,D,D,65.08645013026072,-98.82468567317744,0
Other,65+,A,A,133.16614104605495,A,-22.273629560412957,-27.970120714726132,-34.9379162131884,D,D,-6.5830102238500485,-184.41222099339058,D,C,C,-74.80549422408401,-106.10361744285133,0
Asian,18-25,B,A,-66.6056544871614,D,27.35897580233722,-133.32849474838082,-111.80056704008395,C,D,68.71122991928732,48.87847926857007,C,E,B,-182.45122806843503,219.50950879123909,1
White,51-65,C,D,138.7016148516686,A,-71.20055790059993,-73.78722978871085,6.7726856227676295,A,B,-23.900061642873883,64.48647754618935,D,E,C,235.38016521032037,85.30422616723713,1
White,18-25,B,E,-160.361435512769,B,140.7459679617609,118.64061206680663,53.708698889881056,E,A,90.75191973752733,97.3122372968196,D,E,A,163.03785709486925,-156.15202414076293,1
African American,26-35,C,A,57.12183310569353,C,16.738601408336315,-169.8471287630978,-156.9136330531434,D,B,66.42203759802373,-42.42557816643437,A,D,E,-28.18114340223627,-48.19101370642956,0
Hispanic,51-65,A,E,83.23107164396939,A,-6.487312868758267,-42.90940729001439,-162.69274928765333,C,C,-67.04417074908564,124.19372839807508,D,C,E,-198.8107124015191,-26.867489373699588,0
White,51-65,B,D,82.98669194585084,B,91.801501496116,-25.389784163277213,-143.436152463765,B,B,-58.96873800086341,189.25398145986813,B,E,C,111.57958813315875,-83.68666694319144,0
Hispanic,18-25,C,C,-6.312445216757823,E,-36.17457041607175,-108.92312433969235,89.1155732168306,B,E,57.34256487616079,-35.64016001011306,C,C,E,149.72682208353686,179.10004687128713,1
White,18-25,A,D,6.596534408090708,A,-164.16138090039206,-93.20562478791793,11.05567563665507,A,B,40.35338605273978,96.19817674076342,B,C,E,-48.511658613877,-149.58427547402087,1
Other,51-65,E,C,-172.05187822352917,D,80.00653674667403,-123.877476778615,-83.00755147127437,C,A,25.063119225203618,-67.38396582528328,A,D,E,44.84345483417168,-197.3944255421512,0
Asian,51-65,E,B,-70.61335792986007,E,-65.99278758031826,70.28850236535278,-64.27100657951958,B,D,93.8754492835256,-67.86861371202039,E,D,E,-90.21037955203417,-140.4632018511296,0
Other,18-25,A,B,80.12328527103448,A,-188.91244672722337,214.2996291533689,98.7286486355315,B,B,79.83009612428508,-70.35934222604516,C,A,E,60.91852310655549,-22.777413374174003,1
Asian,65+,D,D,-33.84133369010811,C,-40.71124422321897,-34.83448946121675,67.7659295161899,B,D,49.418181067585884,1.4313402898894358,C,E,A,162.33459596298533,-16.232548382063012,0
White,51-65,E,D,41.24652318850083,E,24.382246125336426,-93.90991269515943,73.31134193966741,C,E,-92.26309187886537,-51.92035695486595,D,A,D,130.65924005724375,-53.85971546556674,1
Black,26-35,E,D,-41.43824617287065,E,73.81977276654835,-107.3580597798154,8.257357221400218,D,E,-12.269077215644646,-48.50911522885159,E,C,D,-153.7846248844789,-76.82146796383039,0
African American,26-35,D,A,-102.43869290997554,E,99.8104624024523,78.74214098525478,31.626621227847707,D,A,-9.514829857642775,96.24094921694545,D,C,D,0.48867516527849675,-57.761965610592206,1
Asian,18-25,B,B,-150.26668968851874,B,-47.00962320274593,-3.4223643882975328,107.68728637606584,B,A,407.0363318111209,79.9980306188384,D,E,E,-68.69429138412832,-20.422119422539932,1
Black,18-25,E,E,-24.042354080174317,E,-99.69164648875022,149.8883520098992,193.27984884176624,A,D,89.9932437840865,-67.34506501520184,B,A,A,83.24466481117358,-121.5971036187697,0
