Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
None,-117.23802422752965,A,-76.59622202844288,C,C,A,126.31083187983951,-157.05175647093319,1
Christian,11.46066084486316,A,47.99117248502086,D,C,B,-81.75166813718218,-33.94470978492606,1
Jewish,67.96842833175312,B,-17.972393848692857,D,B,E,88.1215000506925,69.05098701006321,0
Hindu,-5.021184149145501,E,74.75184544934552,D,C,B,-4.9032198658851085,19.679073278453906,1
Jewish,-29.28318972261027,E,76.44389098621583,D,D,B,21.232040722516984,107.845487235761,1
Muslim,-24.612324528990186,A,1.2511877412567185,C,C,C,-265.6711063119666,108.89436391009586,1
Other,-96.94658002109199,D,0.07341312022105938,E,D,C,-49.67318736417739,-24.50999042604929,1
Muslim,20.384608441439532,D,32.28979042820826,C,E,B,88.40031367845354,5.659515242191605,0
Jewish,-153.0007399502622,D,18.486228706834545,C,E,D,79.69445301196923,-43.68368067814795,0
Muslim,-60.55211291614262,C,-131.64055730119583,D,B,B,142.91046587559347,26.8604604484184,1
Hindu,-114.35285148001707,D,48.57957549709083,A,C,B,-51.931066113902325,-44.34083445501259,0
Jewish,-172.49234648987425,D,87.22266027106888,A,D,A,-88.71638946390264,-30.308402215132507,0
Other,17.421773007476553,B,59.697602375026605,D,D,D,183.08863267382333,57.35176986166197,1
Jewish,84.09433354926179,D,128.10158715414107,A,D,D,-28.522981112858858,174.6932249412505,0
Muslim,-24.84594882371198,D,-40.673695380365984,D,A,D,80.02142335303402,16.382472889487847,1
Muslim,-4.4510280779630635,A,-61.683094137819,B,D,A,-30.43090547593994,98.7150679818618,1
Christian,102.53423696689738,C,37.27136299328257,E,A,C,-18.400458078396902,-88.26360902695917,1
Other,17.02666157241377,C,-42.452943326911246,B,C,B,41.094809816907386,15.461759667415517,1
Buddhist,107.0521211186976,C,132.77333305434775,D,E,C,-93.63180700841176,-160.13700823557215,0
Muslim,-4.532347659841029,B,4.425365900774992,E,C,A,-50.234957833742754,17.007056314418477,0
Hindu,-102.8949198135884,A,95.85919297319445,A,E,C,-125.91828378340794,-212.92237038492675,1
Christian,-77.87404866747039,A,-108.55151471074589,E,A,E,-93.77170240423284,113.54434658938123,0
Hindu,-159.13019195253196,C,240.5396770290566,A,B,D,59.60680428287708,-67.73118372327424,0
Jewish,-11.684916945463577,D,-23.373964886935674,D,B,B,94.5455432962568,82.17485219890484,0
Muslim,-207.77178401680402,D,-5.572488759431646,B,A,D,63.093171278534285,16.950364998089377,1
Muslim,-29.223432957642164,B,-11.69412881304892,B,C,B,-167.05269389496507,64.67845002796858,0
Muslim,173.70701686191327,B,-104.59596739829902,A,C,A,-74.28037169563792,109.63101726133353,0
Jewish,-1.3455206087181002,B,16.507974611275294,A,B,B,76.61458463428418,18.28641520658446,1
None,-75.79194801383538,A,-20.90707397716159,C,E,E,45.63030409200553,35.124625974213515,1
None,5.447004715970444,E,134.80229549527755,D,B,E,-106.94274283093735,-81.86574732516092,0
None,165.17306269134087,A,-82.34661015238605,C,B,E,166.46002908746723,-105.15485538990306,1
Buddhist,83.89147957706625,C,14.148433806620385,C,D,E,-249.48322759191672,-128.17974914174238,0
Jewish,56.12467445898357,B,-27.53611961496442,A,C,E,-164.3942071348929,2.06882084162424,0
Hindu,-140.71298849528617,E,-79.34406661760869,B,A,E,72.09822569395168,-53.680738421579576,1
Other,-168.6225733637539,A,-51.350114602187894,A,C,D,-23.56438327998129,-7.91054535587366,0
Hindu,-50.74150607899498,A,70.83447342723971,A,A,B,-181.43245975788693,-1.984822459145039,1
Other,44.16842466727907,E,29.13015054080825,D,B,A,-7.660879429338576,-102.45894013202414,0
Buddhist,97.51397520506016,C,25.44633311304304,C,D,C,-53.626034253070934,-106.45022935675274,0
Jewish,-69.7522041750325,B,-10.383528021945638,B,D,E,89.30805253406052,105.86315208049525,1
None,-100.59125789218794,A,-96.01371029187949,C,A,D,114.11608907917969,29.88501072559377,1
Buddhist,-52.45961384356564,C,-37.84862814332415,C,D,B,-41.29977020622538,-36.87262798542215,0
Jewish,32.94445615892905,D,114.79828512793824,A,E,A,-0.7047765595351483,-53.52051797113514,1
Jewish,-59.80577060522209,D,-74.45382450205778,C,A,C,-142.16154212834354,-40.68294312431387,0
Buddhist,6.886387302267069,E,-101.67124155221421,E,D,C,-0.3475015148565724,68.35952140917676,1
Buddhist,159.6261525924372,E,-60.505931078176665,D,D,C,-28.20161480906476,209.6832648234761,0
Jewish,-166.14618248070053,B,-38.61884035174078,E,E,B,-65.04580445516969,110.40458886755371,1
Muslim,-49.52038602064608,C,134.37816189989874,D,E,D,-116.68663973879943,-58.319274488500575,0
Buddhist,66.74606503145334,B,-45.99199389174876,D,D,A,44.136174350229545,37.29254532377178,1
Other,118.80869093494975,C,99.14455371411528,A,E,E,-8.4931331873301,2.063345443313698,0
Jewish,-126.62249953820609,D,-26.706778771171884,B,A,A,-49.985819270708376,-7.464420332644236,0
Buddhist,57.12348568464404,D,-75.23336996433734,E,D,A,-0.5392111461012299,-9.195917218472081,1
Other,-18.74842339195791,B,86.14288403286213,E,B,C,18.566567038921278,-132.0423039332832,1
