AgeGroup,genero,veteran,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
51-65,M,No,64,25.97725333839172,214.80930145667574,11.944469699383394,C,A,D,50.17120840144963,B,B,-97.02785062466035,A,15.809441077133588,E,-33.839229708021676,27.296876410919335,0
18-25,Male,No,69,-7.188021258807808,-18.795442085415928,-105.85876757893517,E,A,D,-62.939584122475246,A,B,-1.521703967986041,E,71.97918591205634,A,1.0676988185366438,28.167836791063184,0
51-65,Male,No,39,55.480644781783404,-122.7984455181069,-48.70534474113098,D,D,B,-171.18948486136722,C,B,-31.804530522748493,E,46.873680881413634,A,-265.63536636212814,-71.9572288694097,1
65+,Non-binary,Veteran,40,4.668322554065536,-13.259245146630477,-0.9671848362955475,A,B,E,-47.40773487177439,B,E,142.6252941473489,A,227.60584475942255,B,33.60276337902897,-45.69649215788608,0
26-35,Female,Yes,53,75.37998227576904,-142.74500501152858,4.609711310717271,A,E,C,-121.43673222967797,C,A,29.953952854664635,B,-96.95816123425224,B,9.76278571786873,-165.10029429293073,1
18-25,M,Non-Veteran,46,143.60577664123704,89.77130525304358,44.882773599187985,C,A,A,181.1400962875059,E,E,38.604014492480296,B,40.598306347418095,C,-133.66827199521038,-153.99632432214426,1
51-65,Male,Non-Veteran,90,98.14818538695033,75.40991025405029,-165.41931752848708,D,B,C,145.3420602704268,A,D,-13.354062815227504,C,-150.62884668768316,D,-12.293147424438061,165.63970842333305,1
26-35,M,Veteran,37,159.04378590121792,-72.83675668904547,20.960850025599832,C,E,E,-25.63747593690256,D,D,129.80315500393058,E,-56.923589552508126,B,28.34615812264331,21.45303984853311,1
26-35,F,Non-Veteran,50,-28.728841523028926,51.746596704565626,-68.65163861455201,D,A,A,-102.78580243968962,D,C,64.15738830502897,B,106.70325691078585,E,95.12246106720032,1.7398562626786425,0
26-35,Other,No,93,100.50651346887014,-164.20446923020967,82.80242067044443,A,D,B,54.100279241578086,E,A,108.46651798574895,C,-84.68677030631869,A,-7.152179147473092,15.99751928960249,0
18-25,Other,Veteran,46,45.530345098030644,84.78188067770009,18.323734399742442,B,A,E,-104.50726317648208,B,C,0.7059433413861779,C,77.01156474045312,E,-39.96721771104272,133.012186607952,0
51-65,M,Veteran,22,-122.74960821841681,45.84921759500875,-49.314241027315816,E,B,D,33.71968667241546,C,C,-34.76836884298833,D,-14.472200563532464,C,108.63016351410226,100.67764475508338,1
36-50,Other,No,75,67.02422906685582,16.160248396457362,143.1631917115802,A,C,B,13.458866396202543,A,B,-26.98986161882248,B,45.5902805394721,B,89.65529169822165,-80.80370549394124,1
18-25,Non-binary,Non-Veteran,56,217.9026492218279,19.02514558915303,-45.48546482388127,A,A,B,-61.607559904503596,E,B,-96.22424321888836,D,8.664941046336073,D,66.49978982273177,-91.60987068912371,1
26-35,F,Veteran,24,177.14363350447016,-161.15851215660905,42.91208876663057,A,E,B,18.971440647129665,D,C,16.782071419167806,D,-52.49125713402718,C,-42.83514144044156,-31.198820731870164,0
36-50,M,Non-Veteran,92,79.45898518686514,51.41930857004306,-77.79531433521673,D,C,D,134.16999219461476,E,D,-48.19801373503954,B,44.47004475526432,E,42.81028604835143,60.60476344837351,1
65+,Male,Yes,71,207.54384736937138,34.888732838705025,-128.55996269476154,E,E,D,-62.97365624484532,E,C,25.08140074944705,E,-11.22458550686188,E,147.52159800336827,36.90491721028289,1
36-50,M,Non-Veteran,19,-166.24885887966613,-111.35185266622065,106.07500100848752,A,B,D,8.461206056510125,A,A,-112.95712401679685,B,86.26917072828985,E,93.56380397129793,212.32125319677095,1
26-35,Other,No,27,-90.79469718514368,-198.24054229584888,-86.17829652974198,D,D,A,81.10579890757003,C,B,151.9362486365314,A,-114.85933561237769,D,99.73182385969858,72.07784295781035,0
18-25,F,No,25,129.51786580693968,189.73581096989412,-159.41425041549908,D,E,E,118.88461130078716,C,E,43.55276160004454,A,-87.22539340480505,B,147.1944644440336,-97.7528253642717,0
26-35,Other,Veteran,75,134.00653777937592,84.78200347684434,-122.11534882791535,A,C,B,75.48081767826949,B,A,14.188220937990096,B,-1.4450406689357673,C,-188.60478148459018,35.0500332946484,1
65+,Female,Non-Veteran,64,9.082812442781096,139.6346903131741,-40.10857150072585,A,E,B,-119.92199176739572,E,C,-89.4664149277497,A,167.6291102430979,C,-150.3356837410795,123.32699493536722,0
65+,Female,Non-Veteran,98,-99.81366115771752,-0.06066253854281083,139.77176107940633,D,E,A,179.16979409145623,E,D,119.21976223971771,B,34.07087838716892,E,24.80783174035598,-8.256744419811342,0
36-50,F,No,31,5.009004421665329,11.575131099672996,-6.102207017456756,C,E,A,52.417108306002966,B,B,-37.21946990472643,C,-187.59812162148853,C,-27.08771450650142,18.858412222043857,0
18-25,F,Veteran,97,36.78669160761139,-79.36574195573468,-31.62890031240847,E,C,E,-7.208585841592341,D,C,55.10299982650969,B,93.39262305662798,A,-118.28516593734051,-8.33081308669418,0
26-35,M,No,35,128.44940490125435,18.814837801497543,72.4584278593175,D,C,C,244.43433766399693,E,A,-96.99334548473104,C,-43.36591147360792,E,11.854535351716722,-79.0024489832478,1
65+,Male,Veteran,65,-88.69901609412213,72.54041826172892,-199.40543347599555,C,E,A,-81.9219995431004,D,A,7.745765089521489,C,41.671389073581125,D,-28.934538260496034,-39.98519799484835,0
26-35,M,Veteran,44,-47.71059297475038,-39.131403191782546,-145.2345286106628,B,B,D,-42.43369728798721,B,D,104.08359032419108,B,-83.40166267246799,E,54.003750487242975,38.53846405497187,1
65+,Female,Non-Veteran,44,-57.255429714912594,9.760223235537625,5.058363728817796,E,C,A,-117.60613523667512,E,B,120.49415405870292,C,72.15683447920794,A,203.6173403747882,99.06495709028819,0
18-25,Other,Non-Veteran,94,157.00907117857307,-18.633089728765466,-133.2542416373414,C,A,E,-0.7710916032089976,D,D,-20.947073427029412,E,97.48164610510646,E,-180.0601285287588,54.385187693043726,0
26-35,Female,Yes,77,-67.58401157568214,14.440106282128488,103.88160518978604,A,D,A,-74.21457099383622,D,D,-53.248844328423736,E,-16.661992007906,D,105.94196067531274,-125.94619530686954,1
65+,Female,Yes,33,-21.800887761258384,-108.14481786210257,-23.147782096533348,A,D,E,35.40938620286364,D,B,-148.77316001866365,E,92.02105180200621,A,-35.076536255237485,-143.4688688082115,1
26-35,F,Yes,55,35.41938098489005,8.062293210238703,-22.122130521270176,B,D,D,-40.862907623649974,A,E,-83.4886084069085,B,51.47715659358498,D,85.65033822786428,-15.559731694038884,1
26-35,F,Yes,52,-35.63728984986627,-129.0217966394761,-22.574843716580393,E,D,B,43.52221031260794,A,D,-31.613660027176504,E,-88.33061269532881,C,-150.3890239340681,-276.0331307301279,0
36-50,Non-binary,Yes,52,74.91591926394425,-38.520216195215575,44.10466791992577,C,A,A,-26.730227863492356,E,E,94.14591978842654,C,-52.27631349021349,B,144.29365743116423,90.69013984421005,0
36-50,Other,No,87,48.01302035492301,-14.496975099769122,-122.4645939857792,E,C,D,59.05753659345893,E,A,75.67657966869352,D,31.090878332448174,C,-50.307454445049196,-20.83343187247067,0
26-35,M,Yes,18,100.26685873904182,189.06286843808346,-0.18612544052178961,B,B,A,-55.935721315679054,A,A,-52.307528757472824,E,-4.087437140228352,B,121.11136477624977,-123.19255357948254,1
65+,M,Veteran,71,-57.074486886543404,-129.98599364190744,-195.79213464637812,A,B,D,-39.39096576319668,C,B,-105.93469664531456,B,-58.555258423648596,C,-55.97593392139989,68.52017684329903,0
36-50,Male,Non-Veteran,21,-8.80453153814045,92.88965291375264,36.974473495575104,D,C,E,-3.4141364525616518,A,C,-84.62930230072287,D,83.44070579375517,B,0.16142772811044953,-62.21240191721355,0
51-65,Male,Non-Veteran,83,-183.09814449524336,9.933981332549873,41.856469423101544,E,E,A,-12.508824633324412,C,C,-119.80765527985524,C,87.28372977584897,A,87.76927504246221,69.22621318054831,1
36-50,F,Yes,31,-79.6867159708947,-27.999187389775738,-102.31845586341606,A,A,E,180.14644518043298,A,C,49.51148322240159,C,-126.25754076686152,B,28.78561951208496,-72.54253788490152,0
51-65,Female,Veteran,27,1.382240604085902,42.738229020179745,-127.7916653605954,E,C,D,-201.69613972835836,A,A,37.967035235978145,E,197.74383300182353,D,-14.359796893516311,-13.324389502917608,0
51-65,Female,Veteran,95,111.01775648559908,-132.69215973890417,-12.974417928922072,A,A,D,17.615463764258955,E,C,58.676185675374434,B,12.345917246961708,A,10.998494792934585,101.3046070165849,0
26-35,Male,No,41,36.93608104328388,8.774914420748065,108.90881797788623,E,B,A,-22.554086375831645,D,E,-64.94160921392995,B,-180.70714387891113,E,88.0615872151327,96.59014779671296,0
18-25,Non-binary,No,74,132.98353170310722,-99.80428760003318,-32.034097007324675,C,C,B,81.64807551120539,B,E,123.756110711075,B,-106.1397129817323,A,0.31700611211710766,-80.43095182646955,1
26-35,Male,Yes,86,29.820540601125156,-182.01086870968814,-30.060017580841297,A,D,B,-72.06377016928525,C,E,-49.55705106266372,B,-238.9547295579591,C,-27.04534809912528,125.54755659134646,1
51-65,Female,Non-Veteran,93,-63.925160253959646,-132.06035764713675,75.21153980327502,E,B,E,-4.019511390716685,E,D,-8.13983600294697,B,-8.949716758605874,D,-72.98536970995646,51.04862205008758,0
36-50,Female,Veteran,37,-117.0783622925546,-24.020675403246667,-44.91302583150942,D,C,E,0.123723420387969,E,A,-104.5258851494397,D,-88.8589677001279,B,149.5244802610591,35.781799129131315,1
26-35,F,Veteran,40,120.24024251453528,35.90305424246674,13.971723151511156,A,E,D,11.224773041227,A,C,-81.47046127251446,B,-30.139874479939,E,2.631435895281427,-26.237282026287602,0
18-25,Non-binary,No,43,-66.71885411637712,129.15889933501933,-36.92477039816494,A,B,C,50.226912322593456,D,D,139.42766621815892,A,-17.301845313896855,D,1.1020596947360286,83.5977308866648,1
36-50,F,Veteran,33,41.64232970720877,-122.16467124047215,17.687675578769742,A,C,D,-161.41439364359732,E,B,-188.6356865019989,B,66.58729509809892,D,96.3022950306634,-237.01310831531876,1
36-50,Female,No,44,-50.76171551754953,-268.7315923174436,-70.55248754978105,E,C,B,29.04029926069956,D,C,48.59219731243412,A,-204.190605956755,A,61.25835142608172,81.01072347146703,0
18-25,Female,Yes,39,70.31371614056053,93.9318227852073,-137.26190220695398,B,D,A,4.337229098855253,A,E,98.929801058936,D,-48.87373437452253,C,12.2662125228959,-136.38202183204743,1
36-50,Female,Veteran,78,-75.73408622477116,-13.988955331991788,130.4451953910686,E,A,A,-210.96096690808395,E,D,-26.98549126884093,B,44.17263741760508,D,294.52935927949,-42.88388937773595,0
65+,F,Yes,72,17.39113566349879,-191.18633357926106,-241.01544851191562,B,C,E,-42.64468717451459,B,E,137.4891708949303,E,-20.753478526763722,B,-73.62488961151753,-83.81839644344102,0
36-50,M,No,80,-72.49520824015868,-225.15306395007667,-25.35623540649311,D,B,E,-126.64616681295122,C,D,-157.08280732219507,B,-121.01078502481244,D,82.22077139553954,-159.28030044224522,0
18-25,Female,Veteran,64,90.95772154348897,-72.74037644940456,-145.80781262247558,E,E,A,-94.20601512328959,A,A,80.01092988584207,A,-54.45553860457775,B,-31.5153846645726,-15.072903861651618,0
18-25,M,Veteran,90,-36.43639256999956,-1.5705929631787672,-70.72211733606515,A,A,B,72.31790324703908,B,C,25.9703933465668,C,11.542509187113637,D,-42.06670385884658,-42.769192053019964,0
18-25,Non-binary,No,63,-123.41949248556696,23.296927378479563,6.113019096774409,D,A,D,-26.221608985681723,A,D,-198.85825579966016,B,56.1314915562101,E,-30.520678574971832,138.70528824479285,1
65+,Non-binary,No,36,10.837203893524444,-90.1769884533876,113.6755961116688,E,E,B,-40.51431117148531,D,D,-138.5461151741977,D,-89.50580416777163,E,-52.05022325830508,45.04672075050469,0
65+,M,Yes,99,-74.46943994442167,0.28800140515430706,103.98652782365656,C,B,A,-124.09652489496183,D,C,-150.77560459391387,E,-150.82014974145258,A,51.29515672504022,-23.564282279213984,1
65+,M,Non-Veteran,52,-80.17135723467167,-11.579117614347401,53.91135349261455,A,A,A,32.949806204327295,E,A,-125.76296735681278,C,155.84406866449189,B,32.906238181771116,-13.86154584442182,1
18-25,M,No,21,-33.038705844692345,-127.72525915894792,103.1799500806911,D,D,C,14.153536153354954,B,D,25.19492154669965,C,-50.255155311820545,A,132.54418669492568,3.605367226595856,1
65+,Non-binary,No,92,-22.85322424501351,-110.3362628443127,71.84952492366037,A,E,A,-157.31386451251345,C,D,-25.05219308642189,C,120.07433156273157,E,-98.13924268054356,94.83141356001838,0
26-35,Non-binary,Veteran,19,8.281415506077536,29.608546712948396,-152.83012962543364,D,C,D,-0.4173146264010153,D,D,163.67122701361657,E,-2.0219833912043144,B,-46.13805026210597,131.89250017812054,1
36-50,Non-binary,Yes,18,-10.921403632735887,-65.23062147085993,105.49119948864669,B,C,B,5.86447802773992,E,A,161.99950585771475,B,-71.70198467018514,D,-59.39418310699111,-3.289406435553894,0
18-25,Female,No,78,52.40858292122521,-6.476429559770327,62.34989370154294,E,A,A,-161.346454435432,B,C,-68.0414086193229,A,288.352325302815,D,-157.52304156039548,66.71236908745446,0
26-35,Non-binary,Non-Veteran,72,-51.37203990421322,-58.787357666203455,-84.96486060918048,A,C,C,-63.24825123488028,C,A,-47.90772459374595,D,53.58716726826395,E,206.37790998936975,-214.85227313283798,1
36-50,Non-binary,Non-Veteran,50,-79.12407008718226,-87.68811253316458,9.290237361843715,B,D,C,-247.80609249116162,E,E,62.961511509136805,E,-21.996810103288148,E,57.107397905155935,362.75140711699964,0
51-65,M,Yes,28,45.90396330806898,40.02136755271944,-8.812606143717456,B,D,B,105.17669902911655,B,B,14.10906680774964,B,-22.470126975091187,C,93.81530058666769,-54.23280447178481,1
26-35,Male,No,18,211.44873213082818,-82.0498551808209,32.31155585636311,A,D,E,-15.08648114680592,C,C,52.264598606527734,D,-51.617347665436284,A,-229.69560320898182,-170.02655995555241,0
26-35,Male,Non-Veteran,50,40.16620536657775,-10.83441881438518,-264.640657851284,A,A,C,20.535634525425333,D,B,86.97011395019466,A,-259.3337075519033,D,77.73651029791253,84.51506011635328,1
51-65,F,Veteran,67,-30.128163968676613,25.591593421074922,-36.04963577438971,A,E,E,-90.71245927212902,B,B,-14.929617983390248,B,114.6458400280106,A,-0.7489691312441515,34.40062401195278,1
65+,M,No,91,-66.9135517298128,-5.339258393914573,64.66439922856107,B,A,E,78.13620703939958,A,C,-120.27011969275225,A,-156.85332365159599,D,-81.17030462597322,40.8657363111253,0
65+,Non-binary,Veteran,36,-175.6563962398431,-18.602771633446828,-8.261112584813741,A,A,B,95.35010401822078,E,A,75.97389450266387,D,-43.835924033067236,C,39.323243878344734,-94.63010932903128,1
51-65,Male,Veteran,99,95.73986670829015,-3.551561848331831,-0.4464995746093816,E,B,A,-66.43277541585387,C,B,7.5128559845840615,E,-102.48193373614201,A,-100.57674759100084,-153.38405285500525,1
65+,Non-binary,No,34,6.879851453017673,79.84411366391889,-65.74681762955294,E,C,B,13.727807142792406,D,E,50.164318869820825,C,18.109253043997263,B,1.7250431934989447,114.18875582148607,1
26-35,Male,No,25,-46.896338803651425,-40.69685781380853,-79.65055531236325,A,C,D,-75.87158750316966,C,A,192.62706156521193,E,76.00718301020312,E,48.6433498627333,-16.833246853853076,1
26-35,Female,Yes,37,43.69611776628803,27.15800079788309,13.386749955200653,E,B,A,124.91442306997584,B,A,30.79735118207055,B,73.84707570039886,D,-213.47830127761839,32.31462181146389,1
65+,M,Yes,42,-0.011606265521440985,97.5178368655247,26.800778813319248,A,C,B,-64.2925388522628,A,B,-134.26367049122427,C,-60.65371594484779,E,29.543829413370826,-36.29394437711685,1
18-25,F,Yes,61,-0.034945643591754096,-48.69503030963724,-15.524580615566355,E,C,A,144.8368992298614,B,D,24.31057121505205,B,-68.50821791369613,C,-31.33757017307434,-14.987131198277885,0
18-25,F,Non-Veteran,54,28.161304501809354,162.106862839113,-126.28112164009366,C,D,A,-58.468125006735704,B,A,59.60593473736229,A,-17.616682047868345,C,-14.11811303561182,115.8373758974127,1
18-25,Female,No,51,-4.789749372898435,-0.2733151415181747,169.39307627860805,D,A,E,48.92114912546091,B,E,-7.8491459378065676,E,-67.13489026634842,C,-48.48817740962409,-60.88954249140107,0
65+,M,Non-Veteran,42,15.150975323365431,33.34550645816321,-31.31399945286747,A,B,B,26.6131945705014,C,E,51.663692088934674,D,25.60039551445025,D,43.136751376804774,98.3798958584654,1
36-50,Non-binary,Veteran,44,144.28237860613655,202.44672018169783,72.32763527943148,D,C,A,-96.53536987005495,B,B,-84.3696237360953,A,11.787887834751288,E,-161.63115824349669,-10.6975169512158,0
51-65,Female,No,46,107.81760272512979,59.65655816490094,21.470037140900708,C,C,C,46.081860715219364,E,C,-246.3240341581917,A,142.13888190224867,B,-58.76763745762194,-93.59354776992299,1
51-65,Male,Non-Veteran,98,-134.80889654555043,-17.095469693965104,37.10651399534853,B,D,E,141.8358838257654,B,A,54.28464049067351,C,-28.838311270504168,C,-24.137307780962868,138.8084238609653,0
26-35,Other,No,30,271.6422492857258,-118.8394807954177,32.761293854934145,C,C,D,21.388733830020367,C,E,70.51350177075452,B,-64.08819108285118,E,-24.06283190127089,-82.69419932910125,1
26-35,F,No,73,-98.39293889191313,-69.99383483941119,85.52371400301907,D,B,E,-77.21179650577898,A,B,8.073843819868369,D,-251.01775436998915,C,-43.12187623348363,11.87498835481184,1
36-50,F,No,25,78.96032089397602,-9.485698896550755,77.04496234483513,B,E,A,-158.22818650769779,C,C,295.6224473792678,C,8.030874377293111,E,43.81979313492686,205.73019933944008,0
51-65,F,No,53,-27.453456920994885,-69.80830189833708,-5.016196278901655,B,E,D,-11.858319188738045,B,C,-30.68229772330296,E,-178.25823542624758,C,95.84907550943569,42.84059610675871,1
65+,M,Yes,75,-179.56484617512834,3.122360453857032,27.30902295891515,A,D,E,135.41479274924578,A,C,-43.568751060985015,D,-140.44178509391276,C,-107.09314707780642,-37.08867069017362,0
65+,Other,Yes,82,-158.80284699433355,37.42878270273999,-84.04733838956913,A,D,D,10.597132627329103,A,A,111.71123273719417,B,-0.33697493623389946,C,-13.397800398824655,-18.722577948579804,1
36-50,Male,No,66,-132.49822738212734,20.899991911971245,-44.99253324851722,B,B,A,-59.171835516186746,C,A,-151.77334276442264,B,24.49261284488127,C,250.67793398824435,180.35509077804136,0
26-35,Female,No,82,-83.12714669982658,53.459534080947435,-7.853121377661933,C,E,C,-41.61870838764814,D,B,201.74548793179517,B,-222.47470534289286,E,-67.24193165634273,53.2586352819926,0
26-35,Male,Yes,32,21.901215509649763,-138.96327156741154,-89.85596498839865,C,D,E,88.48904261197308,A,C,-96.79379970966161,B,-27.59296637073907,B,126.81327364111968,-257.17984489771084,0
51-65,Other,No,64,171.59249691890736,3.9196137706898204,-15.774031871302457,C,A,A,60.2215302439141,A,E,-67.46689916151448,D,0.29504606016696544,E,14.215198783610871,-49.38543378765712,0
26-35,F,Yes,59,-65.03125099977505,61.45347868579051,-68.07693924198965,E,B,C,93.03878452537677,D,A,73.17449712873683,C,34.965351204572706,B,-135.04706793852492,75.19037657851013,1
18-25,Male,No,34,119.73007148703645,4.359569397557226,36.434184580716014,A,C,A,20.376020305408023,B,B,145.4285474837731,D,75.53740033868411,E,-81.75406348370224,41.23824723564678,0
65+,Female,Veteran,21,-0.36162008552253094,-77.48298384251764,168.1567565513358,D,B,A,-74.11977205657413,D,D,26.469751356389388,A,88.35506039027993,A,62.07001713539323,-52.01648268793812,0
51-65,Female,Veteran,69,130.11749987180994,33.73970576292006,-48.86864075589145,D,D,C,-16.738401559473882,D,B,-44.9795240678497,E,-175.09165629908944,D,12.531121766416629,26.140285087962273,0
26-35,Male,Non-Veteran,98,138.69601130371566,-83.46415220671054,72.77206667727249,A,E,E,40.24562877313806,B,B,-47.05856510933876,D,138.2148541020552,C,-108.84470763141519,-19.030561547671415,0
26-35,Male,Veteran,24,105.44145274284269,-118.60942025123444,-52.39489395798786,B,E,B,-110.21878114620701,D,E,18.992965300230054,B,-187.77398256358936,D,102.20761567753772,70.75575230851145,1
65+,Other,No,54,-128.30314330778188,73.55947926758938,76.27856763156088,C,D,D,28.43625202321189,B,D,-215.8390725361716,D,85.11529737748621,B,-315.87399459175765,18.441125120813247,0
65+,F,Non-Veteran,63,23.166908092984993,40.01513146612478,-46.747232954700465,A,D,C,54.06973184597437,D,E,62.01060698293338,C,274.73366964047887,B,-13.329799290787161,-22.565352102897148,0
26-35,Non-binary,Veteran,79,-96.41416122240132,10.742622441443297,11.179969091125978,C,E,E,43.67696857740662,C,E,-55.10542435845396,B,259.9380293040616,D,2.166546495208691,-3.188117686075715,1
51-65,Male,Veteran,30,-24.57772139113094,-111.60725612342834,60.87728606180334,B,A,A,92.12062278365539,E,E,57.26420405828739,A,-58.67798106405818,B,-161.24054468039162,23.0493356067891,0
18-25,Female,Veteran,29,-155.17166277029378,-11.224574289126817,-116.88765836522832,A,C,E,59.73102052777407,C,D,7.966562440928833,E,29.069824635703156,C,-61.72388115832338,-190.92433103828228,0
65+,Non-binary,Non-Veteran,70,90.30544280586241,-13.657313476534677,43.69097061208308,B,C,B,-112.04054735108645,C,B,-87.62663919654152,E,62.14000171434599,D,-75.05663805087808,138.94302126515146,1
51-65,F,No,56,-127.16046826307543,83.79414659627125,-49.942274321520195,C,B,E,-52.853846408821305,A,C,56.52714929649728,B,-16.299995665901264,B,-78.09090521645136,29.83613099577936,1
26-35,Male,Yes,92,-167.52988546835442,21.099013728185227,-171.29907095742914,D,B,B,49.70533534893968,A,D,-60.447316306600804,B,-217.7512336067663,B,-9.61939950257151,28.66854866247594,1
65+,Female,Veteran,84,-56.91739587145294,42.975469610278694,73.46354791752675,A,A,B,11.476002075491785,E,C,-29.31784124415445,A,53.92458927873708,C,150.18700868831195,69.39545933704466,0
51-65,M,Yes,32,-102.38126529996411,107.78621483081574,-69.82528743142478,D,B,C,-3.099739369379542,A,B,40.54839759816765,B,198.62656659596536,C,-46.435198806208284,-49.31563618400222,0
18-25,Other,No,75,-116.39544703279923,-51.38817568533296,-68.26671666419348,E,C,B,-32.955925687322456,E,A,124.50459523958502,C,70.72866707534612,B,165.27079167158806,121.45377156491202,1
51-65,Female,Non-Veteran,56,0.9745818666137708,105.06269120810039,44.63281910845824,A,C,E,106.57553858333688,D,B,-41.16148798819321,D,81.48932741716789,A,30.34831919297171,-14.803699030542708,1
18-25,Female,Yes,32,259.73408526623615,-67.6987620758772,9.222439413509566,B,B,E,183.19176878365303,A,B,41.428284321901394,D,18.425829671107614,A,-74.7967669032175,-8.392660610108218,1
36-50,F,Non-Veteran,25,97.23871363335576,31.909706289079786,-88.28122728407595,E,A,C,-48.0550096181851,B,B,-15.883169997504485,A,-38.578480722430314,E,31.286617765076635,-20.03318104715748,0
36-50,Female,Non-Veteran,98,256.42496158256165,-44.411357464971516,-14.435784984265135,D,D,E,89.09021586892737,A,E,-213.5881412960134,A,102.54306627905878,C,-0.16072640176204503,-63.669565293676776,0
65+,Female,No,25,2.924146224114363,195.94448414236965,-98.25831720513966,D,C,D,85.18632627994795,A,D,-56.861622395614084,C,63.98055837632028,B,106.16124567740135,3.6840896535851817,1
18-25,F,Non-Veteran,37,-149.014934087705,-30.91587243994179,-176.47645239179022,D,D,B,82.10772652134742,E,D,0.32919617146013946,D,-57.49443773387611,C,-76.7996874930898,-149.1800475214802,0
36-50,Male,Veteran,98,-5.72827416655552,-156.31119882411107,74.53090752335518,A,D,D,200.30594789882122,D,C,-68.20761187273771,D,-121.28738885321016,C,-308.15513481395385,-29.370114592526924,0
18-25,F,No,33,13.294569797584533,101.41976282694758,40.847374033182064,C,E,B,110.56562298354777,D,C,127.14808344461697,A,-84.32278280391633,C,-99.75990108735601,138.78158557751416,0
51-65,Other,Non-Veteran,24,235.4019587651441,39.6910781761383,40.08567154666903,E,B,B,-78.64112380147138,B,E,4.257030729016214,D,-107.23407630982169,C,-41.82606812049185,3.897982920612223,1
18-25,Female,Non-Veteran,67,-44.67344176076788,166.87011075170608,-14.771740040019843,C,C,B,35.16010366650878,E,E,72.33752018107923,C,144.51022006413638,A,133.16568858807364,-111.33251037956417,0
18-25,M,Non-Veteran,53,63.6616185459725,84.43211649877746,1.3118769828589716,E,B,B,95.01016018340844,B,C,16.66963267909127,B,-17.706113908390048,D,-171.37613454590036,93.54908004699664,0
65+,Non-binary,Veteran,54,-91.37271543445013,-41.76912648655231,-179.22890101095723,E,B,E,-64.74703940982067,C,B,-43.25870786068528,D,48.56255361929283,D,59.74761440785142,-68.14076271183832,0
51-65,Non-binary,Veteran,49,-39.842923173667366,-8.211373882822302,179.1306608140024,B,B,B,-60.51616977894818,C,B,0.10453348824269615,A,62.76179395155261,A,-42.22004747240063,51.16160847166519,0
65+,Non-binary,Yes,72,-7.583786656788403,-63.94464723286596,-179.97246411155137,A,D,A,-132.88972057793544,E,A,61.66357512406593,C,55.97971397148572,D,-83.34730631408,120.5993147982488,0
26-35,Male,Non-Veteran,80,-129.11551935544944,-67.90476538908989,-31.340022451724124,E,C,E,146.2294553286431,B,A,177.67144661200228,D,-102.14238266012552,E,-34.537773055182626,16.412894881673594,1
