RACE,feature_0,feature_1,feature_2,feature_3,feature_4,target
African American,131.07165727427042,-122.49347499015958,D,137.76225119343272,-30.35841467167235,1
Black,5.18347723164784,-25.41346580549187,B,-23.27799592492142,54.41171835618201,0
Asian,-82.18258996075917,99.58405095889822,A,-63.27740837594868,0.46150898227984466,0
White,-59.26019063591481,100.40089145631377,E,-68.11489287221885,-20.756678977929237,1
Hispanic,4.270364090461317,121.67221633872398,E,-31.82067255752133,-3.2444929586909317,1
Hispanic,-4.171267932196944,102.09518504727141,A,176.85855165596263,74.54545513839639,1
Black,-146.11133398484995,159.00905248169337,E,162.60834292281876,34.980692262092276,0
Asian,-32.7430430233778,102.30885070718388,C,214.3977248335262,257.746667882985,1
African American,80.25842516571116,167.2361365694666,E,-84.0039344470896,-8.860097271283372,1
Hispanic,-102.12468660760274,8.268500688981986,E,-59.23613965640801,68.62010541750188,1
Black,70.25071754931156,-31.304902233743142,B,-101.32296500028141,94.40554661601571,1
Other,-53.5341026685503,64.23507315814419,E,-66.86000781666024,-59.47582372309519,1
Other,-27.484570604384373,-26.88364041737757,C,-50.612599584057406,101.31168890575397,0
African American,66.57217224540643,-121.49827099067866,D,6.4707309889291835,23.57923418190554,0
Other,-23.38710531358299,-81.57065307708481,A,85.45747390445337,-148.5945209263972,1
African American,-79.41762670462515,134.6107160912401,C,65.44207027140544,-97.06772451603314,1
African American,-79.5923859680123,212.58678171180435,C,31.468261375872853,146.90328580835697,1
Black,71.77378506547664,168.15765685332158,D,-102.85500282554794,166.82523494798295,1
Other,-107.48577530201608,-23.548012499097776,E,-272.0888292168631,-84.42302282912011,0
Black,170.8913559872111,-38.498062657750985,A,-205.35765213341276,12.660070737452116,0
African American,68.50071291348995,53.61752485016621,C,-49.66141692975867,82.47058288333555,1
Hispanic,-126.79431239644985,-171.34053491421633,B,74.42512675075584,-10.973731045020397,1
Other,-20.18096322609638,67.91518983935778,E,-44.908823168370674,-69.55903645053105,0
Other,-177.28718836874822,-126.67791845344236,E,42.154419082254094,-51.30815350428068,1
African American,-252.85545978306573,-159.1009300247852,B,-23.721611049606423,-12.987031580138805,0
Hispanic,30.306566356335686,-39.2515137832072,D,-38.456802520497696,-45.86254346559508,0
Hispanic,-48.84820447178695,-270.47258888590426,D,-30.901732166790584,-16.13909224680141,1
White,194.9048701372734,30.151272646980086,E,36.76389104487623,-79.91161410226978,1
Asian,-16.064210215668716,100.64356781353936,D,-283.31510081666823,-10.114870356019493,0
Asian,9.24255000280623,-218.87919522885707,A,35.530768242684516,-107.76734247483917,1
Other,-54.16852561244434,67.24965020660838,A,-42.921455373374855,209.3546496033313,1
Other,72.30867508363056,-52.64541277253684,A,199.42233407703307,134.2637779849271,0
Asian,-248.3598725708796,64.89986029733261,E,-5.989532217535282,-12.379024245412072,1
White,138.0312047429286,-105.87432783459153,E,45.66781873679358,-122.14038787107093,0
Other,-79.5906645843265,-17.785535654250936,B,107.39594515780921,178.91057774878084,0
Asian,-87.79169544086824,239.23563830368803,A,-167.70014589289931,299.57925160781076,1
Black,-192.89179463561007,16.21229530350129,C,147.36603551251517,1.4777945524663392,0
Hispanic,-77.09662011275405,130.75993940005966,E,-22.864637086087445,82.98046567019036,1
African American,66.00052765158966,-40.336396473382095,D,-131.33639503676952,-52.30726559869596,1
Other,71.52342384759109,-7.064307600612745,E,133.347546233331,-35.90904823269935,1
Other,125.12735793777748,-211.2888300485169,E,22.35591236022062,-65.7201091430446,0
African American,-4.808822277984093,-67.39539737138644,B,117.19894359909372,-238.54581582815877,0
African American,99.65903892192333,15.691775866871712,C,15.546021420997826,54.444822195062784,0
Asian,-125.11983942757796,-47.43609710394592,D,27.159841057160456,-14.650703296813655,0
Hispanic,38.960813600711305,-42.88389430820339,D,-76.42947139379832,-140.2708945616124,0
White,19.81244104250994,-91.74647460947023,D,55.353157589378654,129.69533596766652,1
Asian,-76.6707377349641,47.997209880983554,D,-214.7848083904242,-59.773402647082484,0
Hispanic,25.31863353035143,128.9499333313285,D,-105.37357041882491,34.927415993533565,1
Hispanic,-215.73450975352864,12.020288159417747,B,-47.97429682783347,88.94649284495699,1
Black,-14.601991155390898,-61.7056387871582,A,-121.80407685637817,-129.18038441089135,0
Other,30.66331118192787,111.68385201542812,E,30.246119529797845,36.43486357040562,1
Other,-53.385720142797744,64.65962260174504,C,143.55536758384537,-72.757666818256,1
Black,-10.620875371421299,-63.27831822199218,E,-236.7391232207243,-171.07529589903066,0
African American,-12.800095779525837,78.623148456294,A,-3.5686756323740743,-17.767722065761063,0
Asian,59.07168036692555,-167.02809715467748,A,-18.806354856497958,-162.60577701155853,1
African American,-66.1059628742575,-202.4909748152952,E,-16.06929731995299,-56.3887510575649,1
White,-15.337017960559479,84.16477038447813,E,-110.75036753845606,3.657926458586036,1
Black,81.88557828694134,8.068401381031482,D,-142.32279272201558,-21.555528397219465,1
Other,117.40366909554024,99.20061358061797,C,60.05423546976074,235.7315779117744,0
African American,37.698272341132906,-31.92598169056185,C,92.2974906134548,126.53559958855422,1
Hispanic,43.390200961595646,120.7469769608293,D,-26.508733567036224,103.31695196308269,1
African American,99.71406389436343,107.15647215820958,B,16.83210759520643,-156.8466571234984,0
Hispanic,53.92697466820622,129.96574927152636,C,71.03276170892097,-34.61728029606893,1
White,-24.217241920551693,-73.35632149342547,E,-65.01568008426598,-167.3281558484718,1
Hispanic,-26.555933407042602,7.93167974603721,A,97.63476961277841,2.136083844702111,0
White,-75.83366241160948,70.22335770909291,D,-128.12606391928506,-64.57102248198933,1
Other,96.41506315321435,34.96805693134247,A,167.71514158333173,7.525032914702437,1
African American,187.39806408998018,31.445298589721403,A,101.15117302639693,32.27710616299508,0
Black,93.8002110790153,104.54559671489115,A,2.291553048897562,84.26236853770435,0
Hispanic,103.63970086785044,140.9437746327598,A,64.92713417771849,71.36791942980895,0
Asian,-3.9101203635155404,-76.13933429838013,C,-3.583398915006536,127.77668093054034,0
African American,41.96026734605595,-143.17002487034952,C,92.96251181515291,-28.020797874150933,1
Hispanic,-240.3384392575827,93.91457397253295,B,66.60476711381196,128.62884896501333,0
Black,-54.822886370633796,194.5183349849856,B,2.697141656192782,-57.33758209268295,1
Asian,-74.39539131335862,66.03433444259446,A,-224.5403821430147,140.46524202161189,1
White,-131.61023905486704,61.55309878946037,A,-93.72626299502836,-102.93461498170264,0
White,-58.743421123917805,-66.54222649204338,C,-110.20751235076709,-6.82951209385205,0
Hispanic,-68.10883473974492,51.40381175966371,D,69.87448817602865,-101.45672727883156,0
Black,61.80790044985296,3.703919619912868,E,115.46433632255113,78.9226467364066,1
Asian,127.62594982556814,-50.49962486596211,A,10.059413879520887,93.41524394081868,1
Black,106.46748054704088,-11.82561228465703,D,26.05945353585575,74.92886458488644,1
African American,138.86162775159062,-254.51510136177825,D,-41.33459653494476,113.37944545889145,0
Other,-22.934038234037658,-120.0075302380488,A,-43.2861117070261,287.56122231574534,1
African American,5.238908660517982,-52.84181302033865,D,-16.648347298218617,58.0931085182045,1
Black,-150.37005995232255,49.41477641669194,B,-105.44822810244645,-3.9979993170949175,1
Black,6.864229115471502,48.09981097644061,A,-77.34923751722603,-50.54013117167736,0
Hispanic,-67.30398309492996,20.554208341401296,B,-28.552606552586152,50.39794089924351,1
Other,16.27455885229041,-44.23317527854998,C,-49.46767663682576,-13.7189675939592,0
Other,-43.642958151055375,-83.58404765432556,A,33.55169562656243,-37.749150761921555,0
African American,211.3775740311545,30.529646400225396,A,5.5411619165284085,-41.583944812227855,1
White,13.874443819543162,-104.00081391045852,A,-54.58156612133277,-51.23942045650139,1
Other,49.65769592306818,-54.17836904438855,A,-187.8638531495747,71.22766272336047,0
Black,63.07898970638116,-71.74379997800145,A,-33.11788262435176,29.652091998778857,0
African American,-91.4354610577391,51.47510208132301,D,-86.84581469773217,-216.16741565259292,1
Asian,-172.19327777288015,79.74543254165508,B,42.45192951756427,14.150096198536533,1
Black,36.63656337870773,24.653916522779966,B,129.89663717492854,191.7439683465492,1
Hispanic,59.51739732606682,-23.294735237859367,A,38.85758133916226,-41.491938229722436,1
Hispanic,99.394127885237,-75.58241297753513,A,-237.34258125609782,156.682694984185,1
African American,120.6280460958364,-10.293611270655548,D,-72.97281782359688,-158.63864363722513,0
Black,-180.63346659411187,-62.345185107893776,C,34.475842970511955,76.84986092765622,0
White,-108.40546798548043,-61.5402201863778,B,25.034843515247285,75.75277344332666,0
Hispanic,3.813152711712789,-65.74266745372357,C,47.140972342081945,-39.98446750216998,0
Black,88.35743911192581,23.968711340300416,B,48.259299608755924,27.40046145318635,1
Asian,-188.28911044737805,-5.805000947924537,D,95.51490757368143,-155.45478413915208,0
White,69.19173632887431,-51.96410109066596,A,69.98429860822961,-31.00606498110462,0
African American,-9.310904879888438,-53.73551512253301,A,-130.48299558312635,-66.0374765909286,0
White,25.835048461314226,-218.41206225643916,C,-113.64546254492735,-29.23372771156641,0
Black,-84.96573282399342,-4.693513395456778,C,-140.6619446590181,34.08986071979862,1
Hispanic,-16.488179447433996,-47.932756237917445,C,3.630585044839148,-17.613668083549417,1
Black,-63.95037361266965,38.85038143621895,E,44.76399248321848,57.93347485420715,1
Hispanic,56.13009202998336,-23.645640374220815,C,-150.18146397641405,125.86513678274511,0
Black,52.18337393787823,234.96078289951274,D,10.261043769314506,89.38948587063835,1
White,68.52636147154016,-43.675677714529996,B,-17.92923259942761,140.61756687378735,0
Black,-56.87425794526521,-103.60171219023648,D,-4.809726045685439,-1.8590860834007918,1
Asian,-80.93248432742345,51.38000995578806,D,-16.757227078802547,-94.45566158959011,1
Asian,33.524675023319844,-154.8304190513948,C,-57.953020065287554,-37.916382364784575,1
White,-88.07261078855669,-12.415331540408571,C,18.147352786808327,-76.30149989432927,1
Other,-103.25487740081014,151.31328687798805,B,130.86691484456753,45.094277870157526,1
Asian,47.60423230568934,192.13155949381803,D,20.724215365682927,101.78256593892554,1
Other,-82.28133178038117,-203.58404009319733,B,14.3080929769418,-166.25795884295493,0
Asian,87.4579745271686,21.71900095327512,E,15.902823607547651,56.209798135798295,0
Hispanic,-2.972150771244677,8.851926479794654,A,20.606927414460756,-88.8901923089716,0
Black,-108.2785786447602,-115.15848371796584,C,-121.09130035531166,162.64782682248443,1
Black,-47.421617397232076,-174.55214980950024,C,7.641349780972908,-60.06754588429673,0
Hispanic,-135.9593644225304,52.47132044619811,A,-212.56640312862004,-4.785160243904788,0
Hispanic,-137.98972716355428,71.36031325587356,C,115.21791792950997,145.88686160570597,0
Other,-10.226133104718725,-204.56142388607472,A,-38.07565139713071,-163.4280679113272,0
Other,27.845286016194002,-80.39317801015666,C,-1.0781906926279619,98.37641884085087,0
Black,-0.5958244055541144,69.77076521591012,E,87.495238682435,-62.83433626001106,1
Asian,34.668738374190625,124.9457316374307,A,111.92955847380084,102.88073232294414,0
Other,56.92072409863801,-93.40981485791292,E,64.73262315940798,-19.469716773530376,1
African American,-34.979267019865155,-36.68018895795166,E,74.89620493334178,57.58369633570655,1
African American,19.60394393620762,-120.9400477217356,B,-298.955260040239,-44.07692971067423,1
White,-57.71548310011549,1.7244817585715413,C,-15.023979153854855,-16.34563238178487,1
White,-125.22759362031036,-140.88323205209267,E,-246.91207069312807,-44.35936059531481,0
White,20.601904045827858,125.31963174527428,C,-49.93310569852883,-127.57966306617693,1
Asian,-85.41212695398353,129.7042459454578,B,-48.48677640002115,-60.37821015560441,1
Other,43.78984141782307,-85.62501795131881,E,73.63609535305673,-62.22188061586065,0
African American,109.28845248813606,-28.075637183179907,D,-181.675946073329,-40.14666206463329,0
Black,7.55455157375792,11.83557385263501,A,79.84567032867946,-158.52657508964475,0
Asian,84.6606245732521,-16.243820959944312,A,157.92311469463053,220.04437044674168,1
Hispanic,-117.05941724518847,104.63631152865933,B,-31.348367017719653,-76.02502322603982,0
White,-78.15340199134756,-49.722646043840676,E,95.61433569490777,200.6281027576982,0
Asian,29.384908053789555,-178.08289931773058,D,-4.954863811957805,-156.98285472009405,0
African American,36.943052089636105,-194.3818900705374,E,-66.57435914891308,20.280315417782273,1
White,-31.071477331132368,-92.21322708032146,A,-80.0790432541767,48.93636333189117,1
White,-109.6478426277572,-6.780874744695217,D,0.03747224600803787,32.44530441331614,0
Black,56.77780087819444,24.634261639008812,B,-57.77282854721734,36.0805240510876,1
Hispanic,-122.82414479135572,39.09935046139893,C,-152.37690766593684,-117.73312676455521,0
Black,-50.144278705860145,-28.63324674819066,B,-232.94484823423187,25.960541171074368,0
African American,6.177880973454716,15.555971215038724,D,-20.214049198438385,42.711973185978614,0
Black,80.07982890753136,65.48535403063616,E,44.824983720893606,-71.63370004224801,0
Asian,46.7399435291322,-45.038736062668036,B,-69.42243597140785,-48.91812476238037,1
White,-79.39334258494767,-56.74437935231529,A,81.12475902923785,-9.839834264664534,0
White,97.64578992565686,107.44924297644481,E,61.227941902949425,-49.40721959122139,1
Asian,-91.74798982092558,52.34626769555211,E,7.63386875050905,-16.826181499325106,0
Black,-235.58327806847444,13.229115778407488,C,-0.6890319075877771,-66.81341837152841,1
White,-22.569587863009584,39.730519420576364,C,-3.037932819779562,79.53576616302998,0
White,40.132289721236305,59.77177224805856,A,-8.006271624858545,193.10598172346084,0
Hispanic,-64.80145473238203,65.62327598511712,D,66.81833840414848,-172.70240999950028,0
White,72.75440826377915,28.665836360037193,D,-73.9082799997089,117.10904917876125,1
Black,143.74371974066648,-3.7908936594854463,B,-77.98174677143584,82.77503084294713,0
Other,-64.33870371009473,114.81078293762263,D,-89.3865174056511,-64.83033716164024,0
White,-32.18926351508826,-159.04875934711876,A,22.716515287558167,72.28814903067156,0
Other,-110.27639930591033,52.77867653957094,A,-3.250010839088307,18.167417804063316,0
Hispanic,-133.96782177103046,-133.01595589174323,E,11.97262956725717,39.380140350852514,1
Asian,-59.79778756698283,-137.13140072056999,E,-9.781274640823455,-147.21943879121005,0
Black,143.4537988405435,-18.958618295570048,D,-77.66491667313298,-123.45841961476329,1
Asian,-32.36267986123681,-47.596268098988446,E,160.48590569196418,-78.43482440403994,1
Asian,69.44350831047684,-82.19237064524958,E,-247.13477997251036,-142.5210274762123,0
Other,106.07023401463636,-31.58926113225684,A,-14.9638570172615,-15.299459973640966,1
Hispanic,-159.80957352397903,-113.06686085307602,D,70.48041706516453,156.18284179339474,0
Hispanic,-4.898983156964857,3.3253898513603066,D,-66.4986223046743,-29.71935937167639,0
African American,-28.67367495530118,65.07704725045662,D,-12.807764897192545,67.58094792694021,1
Hispanic,-50.77984511466421,-90.3390361028086,B,-34.582672941196726,77.1762234280582,0
Black,-22.630142173529368,-200.54770678830286,B,87.53600435202998,42.788493276436526,0
Black,-157.8476448449431,113.17514643352882,C,-9.2870941487813,-217.81196840625535,1
White,-119.92554198926094,-38.86479082668263,C,-15.070193209450803,-53.784974303135954,1
African American,-251.86710294052514,-72.0307884718274,E,-195.86368447065297,12.351156221516183,1
African American,-42.63383794419464,-45.00351294803249,B,25.40919911692822,92.33855883403602,1
Asian,-41.045283324038685,102.61074397412717,C,207.6951940111972,-170.2415383437079,0
Black,111.17802836611692,-95.24909161480211,E,291.68743420810006,108.65890215938173,1
African American,-33.75488866605,-112.00795882204895,C,92.1627144236402,47.86300839672678,1
Hispanic,-31.524057685198752,59.3712444728901,D,-1.2157507043296938,-27.381949728677707,1
Other,-106.3404228968698,-2.402864521597766,C,-40.93307692859038,-179.70361974225298,1
White,-178.5275776051431,-110.0236099090173,C,-150.448660241944,-39.369878262523414,0
Asian,118.03592679407686,-143.24399813028361,A,-25.058639866865455,45.58177537908538,0
Hispanic,88.34058541008478,61.981074781294495,B,52.91595790734953,-48.32057724480703,1
Asian,98.94863271717146,-39.82871025784539,A,109.77771499616024,-46.03867021611535,1
African American,-110.8560250811073,113.35738241908058,D,1.082482600696922,33.91314475109735,0
Black,-209.2763222107898,44.57562403011529,D,-31.801533472279708,-35.17740634443488,0
Hispanic,300.840179169813,126.09355737090789,E,9.873185442911511,108.4086100775369,0
Black,-81.68703882126836,30.05105856357287,E,-57.25530263745866,-3.1161978323996915,0
Hispanic,33.65521041504476,34.3437578757922,C,-74.38022579920226,91.04123963522422,1
Hispanic,48.339716245247885,-36.85827428375251,E,110.82400205633103,-15.156170115136655,1
White,-1.8889432854249018,-106.58017712202962,B,-17.29926058405888,70.21824005327962,0
Hispanic,1.8893218098475444,-4.121715155130443,C,-155.48345774688903,51.841104056355604,0
African American,39.14925941243486,-14.374334763193328,A,-5.085469655521443,9.663325142132315,0
African American,-9.814231089821517,10.833299505368261,A,-41.72853393740597,-34.1530985187551,0
Other,-68.24271236320583,-167.9911551512496,D,92.08447679564443,79.60395000393115,1
Asian,-205.33609598201826,-95.68255584588951,D,33.940150159250734,-46.55894175383229,0
White,-48.46053337871169,90.65568395931561,B,-70.1977951279759,-74.10199968885742,1
White,74.95397560435974,122.27560683335999,C,-84.06073349538211,-127.89461118970691,0
Black,69.48436273394454,-3.0860444721791125,D,127.2373732698529,15.732289260544945,0
Hispanic,54.994464844995235,117.04640512487244,E,152.17402148528137,-32.74372501646141,1
Other,-173.15718869268932,0.16151704778622553,C,-47.12521463740199,-60.44346961134135,1
Other,114.13480817000053,-78.84424443326996,B,22.227049624587384,-58.93316318687558,1
Black,-130.4270056400545,37.0650468164828,B,-69.39646102035965,-129.24285538664734,1
Hispanic,122.54602698753403,48.86579308059512,C,24.462467635327894,-183.2256469151312,1
Black,-134.88797360482624,-33.40104217565961,C,130.65899297712687,-100.31759185560931,1
Asian,-51.74087839781687,15.668397942467818,E,-15.093720866977034,192.11815686412004,0
Asian,57.805455248847615,-53.686494718298086,C,15.495840587094614,55.466584921743454,0
Other,28.01460970607502,-67.25141086749746,D,-108.68064740286695,-39.75992917130027,1
Hispanic,29.72591404401699,-173.5124891488371,D,41.159549955381976,52.02697806979707,1
Black,-104.64696060285674,66.74802781776867,C,81.04266026112091,201.16542859902603,1
Hispanic,-1.3791952029970516,72.21054770952581,D,81.22831328307322,43.72421631680341,0
African American,-63.49127392097248,13.63808985964487,E,80.82709636702997,-25.302141144276757,0
White,104.67007333496659,25.369630935293102,E,-90.62581185142247,0.05470728780015003,0
Black,-51.077354757503635,88.22858975940827,D,36.37260834458809,173.3965973895887,1
Hispanic,15.000851266642442,-29.283492845401987,D,89.43797674692179,35.26222590755444,0
White,-78.27319194011922,-77.66099306035069,C,-106.89938524812315,-65.42819235603244,1
Asian,-99.88824549534301,-152.8525244533031,E,42.19833143112363,72.21326311551198,1
White,-41.5459919671468,-76.97727225502145,C,49.349945345135794,123.22399100259929,0
Black,116.07939888642412,-157.6990131457635,B,-105.52128887551203,-66.07324662782469,0
Hispanic,-3.2539854939865305,60.68130786214376,B,42.80513116740606,45.80983268197211,1
Other,179.23120900893628,61.09803400123791,E,21.429579486691566,-104.54861226537184,1
African American,-107.54579821187455,-140.1041760741073,D,88.25524129228933,-15.429017576205181,1
Asian,1.7310196541025626,-13.485912263646743,E,133.51869789665554,-228.03969360508646,0
White,-35.83061262680613,214.34125706716887,A,-18.885437625076655,34.24498221044933,1
African American,82.4069081180405,27.9246782336671,B,56.2126058666907,28.707486578430057,0
Other,50.94581460693396,109.81355009424456,E,-9.243742728003914,-101.87020321199213,0
Black,64.34354146056216,188.7358504941664,B,-150.99705793368875,-6.218425155857375,0
African American,-65.60696921597976,-94.14001197643603,E,57.21410282517305,105.80794907590246,1
White,-40.942865667631665,-100.27857166343881,D,75.11820131201723,125.96473699826353,0
Asian,-2.3951823279316096,-68.55045857993652,B,7.613251417880082,-157.19931109052814,0
Hispanic,59.26055046209565,-144.8338518326704,D,68.8799756363185,-166.35232558582024,0
Black,-3.030865557165424,-78.99145722405237,A,77.11841681398268,60.026773217844855,0
White,62.615374320154395,-177.00071735934208,C,171.10067106615,-53.169909407887204,0
White,101.90593532722166,50.012794797083906,E,40.41656477156769,-74.35555950399157,0
Hispanic,38.60201547211028,116.48041228463102,D,-61.624666270712005,-90.04023332227011,1
Asian,-7.9395095551597015,181.9324025580027,B,62.01552449604,-97.41250405432497,0
Black,-128.9449669500046,-161.90471023928316,C,169.28699467173655,-26.527548634126035,0
Other,126.48823232790821,-86.41436179302116,D,127.38013659704777,-132.43147967045098,0
White,32.7552718819937,-64.3229176454669,B,-37.38625703148862,-2.229752379079368,1
Hispanic,-171.0525021857823,54.886438399300545,D,26.237509212817933,41.46594995805712,1
White,-27.362198653421295,125.76968716408041,D,-82.91806368913743,5.166718551821741,1
Black,-34.56690653383299,-10.003097215092115,A,-14.216421012996236,-41.27826822274916,0
Asian,157.05460693352106,21.422766310980673,C,-12.722610433692461,176.06567056967833,1
Asian,-53.831096583363966,-77.87383872492339,E,-95.75210051513652,-210.35182780943015,1
African American,-5.364931275290469,123.61059558156795,D,116.905548983833,54.5351008843535,0
Black,53.088250290864835,-76.22957340363425,B,127.0547067340748,-52.218376819301824,0
Hispanic,19.958040163898897,-15.105862714942045,B,34.98687367601756,104.45778210339395,1
White,-21.592561025050124,40.52628513984299,D,79.6065122413545,-22.141566531881253,0
Black,-100.32439477842097,-77.77853051615035,C,2.6902714014356057,-8.70635862835477,1
White,-25.390196185677105,29.50256524774603,A,15.40343699094143,28.015933513279993,0
Black,18.031938394326925,244.54743206399638,A,119.03418624201177,-118.96601679519748,1
Asian,-36.559833616655986,-14.55428708764828,D,292.2464636958902,15.22343096826489,0
Hispanic,-17.39760157070683,-140.7683476901148,C,121.74614816394651,4.15609264473555,0
Black,-106.3128421191399,92.38314345256222,C,6.702107655830014,15.97103035898022,1
Hispanic,-19.369511020783992,40.04473685135412,C,-63.42568059597655,93.67034292632778,1
Black,-121.13117883931356,-65.10564308223805,C,78.90489827191382,-19.74904381151392,1
Asian,110.49454676553336,-73.8047621928971,C,-19.89904153220718,-29.200420451625615,1
African American,-96.99697669490413,111.72081793331597,E,1.8041806752055218,151.30482617836637,0
Hispanic,-9.151380969846816,-42.39283921960949,A,-154.79466069190767,51.97925388130751,1
Black,17.730283709631355,-92.88821900638816,A,42.96366716729232,30.168947851740768,0
Black,9.420693297430129,146.87404552077433,C,-9.812065870594255,117.17508471675855,0
White,105.15766794702684,12.80739118054842,D,243.31590458357755,135.21683971893577,0
Asian,-12.730491200946279,44.92062166866607,B,-123.97000255964228,127.64266815311058,1
Asian,27.388989667538443,-142.8057454327322,D,7.335785756170185,79.57845637808609,0
Black,-34.20014071441979,71.95069461617369,C,-93.13624580125622,25.99285358858248,0
Black,-207.0048210279861,-31.19031746390718,E,83.91262210266474,-80.3456467863267,0
Hispanic,6.636071130237085,202.70157436748465,C,-7.747276197398542,-12.594983377769786,0
Hispanic,-9.312211473443064,-128.55297450015627,D,-15.523694854683065,84.57873481618904,0
African American,10.592967678855391,-97.47361299305227,C,5.488497347952411,33.32615841428598,0
Hispanic,198.55434449663062,147.01767433044765,E,-65.13338529832141,106.92636089203272,1
Other,147.48712444487344,86.24645814025405,D,-15.371984365128494,116.09186452542227,0
Hispanic,-3.247636161354011,-184.51778487317904,B,17.19537259315246,74.52573640584974,0
African American,-13.71567619222821,293.876306180391,D,26.098928221098877,110.8109775227916,0
Hispanic,-95.48122067606033,60.4602513941963,E,142.91085812897592,191.22569122053767,1
Hispanic,31.917875638551635,125.02720792675413,B,17.57673030419422,80.06258926279999,1
Asian,49.49234271047786,56.93619394307186,B,-74.68035492954377,158.57331704528036,0
Other,62.98218397388784,70.24963010011864,C,12.755455280698037,6.619383158860022,1
Asian,-23.652579604147334,3.4227612652965727,A,-101.60302111085666,-0.19491460550844603,0
African American,143.96797964113364,-32.36140251216557,E,9.591570103616498,-79.28535561906317,0
Black,-45.20136377678698,19.593035256860123,A,29.791305808668593,-100.63508190631707,1
Other,120.29927032461927,57.66801261503743,E,60.04426703697402,-115.51735239173877,0
African American,-77.00777717442345,261.9947283542263,B,-44.68073199428495,215.10234441737944,0
Asian,-215.7031864222287,43.63262742440877,A,22.267758798941383,-54.63999739705856,1
Other,-85.13422589105875,190.38033703914138,E,32.9005773456102,60.875022969836834,0
Hispanic,-134.65698146965147,-27.13492191503392,C,197.66502695162637,-34.29390444436206,1
Other,-110.4694458549743,-90.99267222405516,C,-104.72559500501242,-4.266811871286352,1
Asian,121.75442319820469,47.21678013424566,A,125.06048685206883,35.553886267436354,1
Black,97.34405756641561,-5.68028622176442,C,202.81031660695322,9.816456570500618,0
Black,-106.41918694078099,-126.30665339761052,B,71.41321077232107,-88.70504400142224,1
African American,-84.0148662476722,30.41266209550241,C,-9.195214746050468,-214.3752388263027,1
Hispanic,-28.121152963400213,-6.553798832091314,C,-40.15415034752236,83.86431828770053,0
Other,-81.92222037273338,-102.39613776336805,A,58.42132326688231,52.350044931890174,0
Black,43.144195896058115,-17.959470922725433,D,145.48907454213222,41.54438346556134,0
White,-136.29640414474358,-70.49264425744829,C,52.48407858555913,197.72862647178349,0
Other,54.39921519279112,175.21862532016354,C,-36.462863676506444,-122.41904634049654,1
Black,112.25109860503926,47.41717630592506,E,-218.57643782218145,-90.52343893809243,0
White,129.28524123054365,-29.360325312999098,C,1.1908174212988512,-168.48582483281572,1
African American,-124.94630207535789,21.439388505660613,B,-2.5101506950228263,122.38860693875205,0
Other,222.1382773945305,-50.15382096223894,B,151.10468441267028,-8.170507098015584,0
African American,-69.41647719556823,3.880215610494045,B,-12.272093287178995,0.1360946244197902,0
