age,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
71,51-65,E,145.5865688397812,B,E,-128.88452465518665,B,126.61675452597048,E,1
96,51-65,B,-23.12655844820239,C,B,-39.226930239017236,E,-114.35643214918521,E,0
67,36-50,C,-279.6156031924349,B,D,101.19856520869288,B,55.47340307931081,E,1
73,26-35,C,-12.427311791939154,B,A,18.163785018553426,B,-26.86488372054125,A,1
55,36-50,A,89.78196523042169,E,D,101.53933514537867,D,172.58635426714926,D,0
93,65+,C,21.856702413322708,A,B,92.77734212225944,A,30.563846769114235,A,1
88,36-50,E,115.60952518421766,C,B,-146.93778826173144,D,-28.995012297671526,C,1
41,65+,D,-38.48808519349973,D,D,89.54405706950101,C,32.61579424261088,B,1
53,36-50,D,112.86056120839403,E,C,-72.4773595486478,D,110.71390915301318,E,0
53,18-25,D,-43.847484442735364,B,B,187.694263733254,B,184.69184661419047,C,0
43,36-50,C,144.4556280058172,D,C,-95.37631227738525,A,8.346086130395308,E,1
94,18-25,B,-58.81450622998565,C,E,-78.99154791999776,C,-37.542419459399106,E,1
64,26-35,E,25.917209910605,E,E,60.729634824824345,C,-32.90383670826734,A,0
73,18-25,B,112.7811764403623,D,D,22.396003288082078,D,-37.29995022598214,E,0
89,36-50,C,-24.229533101066533,A,B,19.44390759602219,D,-7.0040903696332455,C,0
24,26-35,C,-16.281431323571564,B,B,-99.5082639331867,E,107.41725766177312,C,0
49,18-25,A,-64.49856189933159,E,A,-23.481346332756118,C,150.60872935477758,D,0
40,18-25,B,-127.15916577668393,A,B,131.3226674255033,A,-108.13834994398937,B,1
48,18-25,C,-139.4939008145993,B,D,-157.47772304474057,E,-4.796179521335132,D,0
55,18-25,D,190.61462407605674,B,C,-156.98900413597605,C,48.662385067150396,A,1
29,65+,C,47.63647972142235,D,A,-160.46902426900684,A,-46.593883801273414,D,0
22,51-65,E,-30.125003031954595,B,A,-67.27084417490701,A,6.0143019884287146,A,1
60,18-25,D,-92.82049112745705,A,B,-21.033713515806895,E,103.02952372986233,E,0
94,26-35,D,57.17505570153092,B,A,-102.66514106826405,D,-1.562253745403664,A,1
52,65+,E,-80.931091842183,C,E,-209.02927407288684,B,42.552453914127746,B,1
28,18-25,A,-92.94007249699978,A,B,-27.878931126248162,B,68.76118369938891,E,1
43,36-50,A,-75.45781499132279,A,D,89.12704326449352,E,-60.19413493544673,D,1
47,51-65,D,-0.8382958948892597,E,A,-88.29527590749868,C,-195.3566109434252,C,1
68,26-35,C,30.053500219088065,A,C,-114.49075306552288,B,-119.97547375362765,A,0
49,65+,B,160.59247693791716,B,B,40.383062834488115,B,97.12959626929143,C,1
63,51-65,B,60.44287673939424,A,D,-16.377707534254334,B,130.17350529826214,E,0
27,18-25,B,71.063509589596,A,B,77.5236797309909,B,21.363127531078813,E,1
71,51-65,D,-87.38713021486805,B,E,-93.26979356107134,D,-139.5981414282064,A,1
69,18-25,C,-12.498028041091391,B,C,-25.953203862941006,D,-89.16061382636096,C,1
53,36-50,C,11.441965744562037,C,E,36.63804421910152,A,-49.44090942415076,A,1
83,36-50,A,-62.43047810410323,B,D,23.77968654251823,E,-108.88023454664587,B,1
97,26-35,D,-11.924630184047015,B,B,-35.54259206985593,E,39.678826204193996,C,0
38,36-50,D,-9.73652867899545,D,B,-11.009491405616103,B,102.50064420735738,D,1
79,51-65,C,0.4624307991639647,A,B,-0.24975336315563992,B,-184.97221863092926,C,0
72,26-35,B,-170.2329861845434,A,C,-15.76074846389725,B,120.05632470975173,D,0
74,51-65,A,-91.25210440197911,E,B,66.10745167309213,C,155.69978066459598,C,0
69,18-25,B,262.89970575731945,C,E,75.74113448779777,C,51.109396950615164,C,0
56,65+,D,44.103417729704816,B,B,-18.917418190039257,C,7.085241201406883,B,1
78,36-50,C,186.47616131814567,A,B,-83.81823770067398,C,-43.196295807846795,C,0
82,26-35,D,152.7204402627272,D,B,-105.79784284372464,A,-23.068951001709443,A,0
50,36-50,C,-58.93800710150835,E,E,25.320745477580715,E,-105.04783264290789,D,0
46,26-35,B,-121.55732418323764,A,D,-98.15855849259866,B,134.6170602138014,D,0
23,51-65,B,-35.41900438677563,E,A,53.2929951136008,E,-63.18904538037478,B,0
28,26-35,E,45.26552356683453,A,C,-12.428198209514955,D,45.5619908742744,B,0
43,65+,B,-103.70765315942204,E,C,38.00735137539784,B,-260.33430418359774,A,0
31,65+,C,-124.03966045133599,E,D,-204.59798252040963,A,-165.80995164254958,D,0
41,51-65,E,96.31714486272203,D,B,-47.00761888828865,A,-131.47380419177432,D,0
64,26-35,E,163.5485019230418,D,D,-44.417060705212016,E,-220.99143682072437,A,1
53,26-35,C,-242.14201766521398,E,B,-31.27578617534971,A,-90.3412671954657,E,1
95,65+,D,29.831747478896613,D,A,-53.046459414753265,A,56.52313164578413,C,0
43,65+,B,5.154367697996378,E,B,129.16895541715624,A,64.79010751783058,E,1
97,65+,B,-141.34833797471563,A,B,-142.06080987444423,B,-26.68640813378671,C,1
79,65+,C,99.17408590389849,E,D,74.32555048726678,A,-67.4445306175805,A,1
42,51-65,D,-32.585611191454774,B,B,-159.835590002083,C,46.44639027112067,B,1
94,18-25,C,96.44710721823941,B,A,47.90371041796473,B,-22.873620647960824,C,1
65,18-25,B,69.47566915041287,A,C,52.31906984903547,A,-132.84689774732797,A,0
53,18-25,E,186.0885800262265,D,D,185.49767404009637,A,-0.9618482970959278,B,1
54,51-65,B,18.851709848889765,E,E,-37.32274413300064,B,129.01594711132788,B,1
66,51-65,E,-8.437294524518768,B,B,-45.26470560425713,E,64.61545791947823,D,0
67,65+,A,4.113562324442738,C,C,-34.35411282251168,E,65.23577861401635,D,1
83,65+,C,-131.10410932590472,A,A,-273.6111441158467,C,72.60938398558784,A,1
79,26-35,D,93.6799127794619,E,B,74.02136796833112,B,-12.194581691820648,A,0
51,26-35,E,179.57097917269706,C,A,-61.094051129054826,D,32.363429990514554,E,1
19,65+,C,101.79709769588045,B,C,31.46163372852512,D,-14.477745793726912,D,1
77,26-35,D,-33.429950332071826,A,E,34.84793511451617,B,175.11789027218734,D,1
82,65+,A,27.427170649679923,A,E,178.49873745447636,C,226.40836326674085,C,1
99,65+,E,13.701086432781487,C,E,-68.90772394261835,D,201.98064041831515,A,0
45,18-25,C,154.03583576857213,A,B,135.758793850131,D,138.16796001505776,C,1
81,18-25,A,-79.71748297482156,D,D,-91.5108304607166,A,-140.26485480984186,B,1
38,18-25,E,20.39224698669166,C,C,-57.225715410712255,B,-68.25827128296551,B,1
78,65+,B,82.96601979170852,E,A,46.10933979554948,E,-86.6384414945972,D,1
58,36-50,C,98.87662434841835,A,C,-58.873879086610046,C,31.899373474848513,E,0
82,36-50,B,136.24637899781084,C,A,-216.45827826544752,E,357.78620107115654,C,0
90,36-50,D,-154.54676210849107,C,E,-0.0012195200720664992,E,-33.02745624288064,D,0
76,36-50,E,114.01626845455093,A,E,-11.702807630148051,D,-26.293606764831306,C,1
43,36-50,D,5.829666165056575,D,B,-100.34187815604206,D,-76.76419282794174,C,0
44,18-25,B,112.76816134187342,A,C,-92.53594188692537,C,237.8973190147679,A,0
61,36-50,B,80.98631215752002,B,E,-29.50044591323932,D,-51.48798229393513,D,0
69,65+,E,-54.51525222575244,D,A,145.52030241608762,A,38.8793724518383,A,0
25,65+,B,111.31237741855556,E,E,16.662775081711832,D,201.33393173122607,D,1
30,26-35,C,-31.776959918921083,E,A,108.53504472099773,C,9.428371378472663,B,0
93,65+,E,52.231104950057805,A,A,-116.04558730208538,E,-95.86457925493688,D,0
74,36-50,E,-135.37050256678128,A,B,-102.55484856193917,B,-65.19288885187838,B,1
54,65+,D,-132.202724123394,E,E,21.418256529562623,A,-87.02438435218544,D,1
60,65+,E,-33.30606099371931,E,E,4.095636312676469,A,-120.79756975719714,B,1
33,18-25,A,-90.72836781203952,C,A,-45.77604077233165,D,-28.941676281047705,E,1
62,51-65,D,30.607787172530426,B,E,-19.51400659749654,E,104.33723474694547,A,1
21,18-25,A,-172.0451101484988,D,A,176.35087498471879,A,-26.045599161115707,B,0
89,26-35,E,178.83068896281506,A,D,44.15967616448944,E,-42.83946723003646,E,1
40,65+,C,-70.75990332395715,E,B,-18.263642964543283,A,67.02668042031607,A,0
51,26-35,A,-158.5746865904754,B,D,19.55054026035095,B,-87.19417308067352,A,0
19,36-50,B,54.99594479491995,D,A,-39.30191752933025,A,-32.988488045360214,C,0
79,36-50,A,198.34174403713675,C,C,52.60011773282835,C,42.51747792234916,A,0
71,36-50,A,6.938544587205279,C,D,25.82533432434172,E,-16.897746000463563,B,1
42,65+,B,-38.664354631276346,A,C,-63.262525597486274,E,227.31966506704148,E,1
65,18-25,C,57.42642392968714,D,B,73.0393724147938,C,262.3320365741761,E,1
68,18-25,E,100.57923087003888,D,C,29.709995708900856,D,218.69618999405205,E,0
98,36-50,A,-77.37368437365718,B,E,66.65886546702586,C,-82.51984590563221,E,1
94,51-65,A,71.61487909851022,E,A,64.98710119258814,B,-10.908964902318676,C,1
20,36-50,B,-34.443135316281406,A,D,37.56868833225779,A,-248.48516152275343,E,1
76,65+,A,-61.50903952657879,C,A,-165.23343266020993,A,137.26227772361437,C,0
77,18-25,A,-38.67051694931613,B,B,-147.73600691196694,A,-70.27617522881583,D,0
23,26-35,E,-27.617399117274626,C,B,178.71893424308237,A,85.0684868566844,A,0
58,18-25,B,-70.76864590161279,C,B,65.89228419675003,C,-3.0683645224214113,B,1
98,65+,B,108.70935553982497,A,B,169.69148117942206,C,34.690386837941865,D,0
32,18-25,E,-7.33400357364266,E,C,-9.355478484366394,C,-27.87078729648259,E,1
19,26-35,C,-116.62736094051994,B,C,85.86393138754707,E,34.35439442317918,D,1
41,26-35,D,55.28891846044455,D,E,65.04199365179669,D,-33.56631722039318,C,1
87,51-65,C,-53.351379605978664,A,E,-25.118890289593622,D,192.6258589261189,B,1
26,26-35,B,-97.68718740336419,A,D,102.88662163076438,B,51.56357276544408,B,1
99,36-50,D,49.60002004755131,E,A,-110.29536012898579,A,163.9401989173071,B,0
34,51-65,A,-48.19836267892828,E,D,-51.15610956014467,A,-140.24154317344448,A,0
47,65+,E,2.628022309573051,B,E,-144.06459773365475,D,-175.10254661573185,A,0
37,65+,A,-22.370797159565008,A,C,-55.149144751527224,E,48.28883413611188,A,1
62,26-35,A,-1.2705878746160022,A,C,-171.34974062684213,A,63.526117792423975,D,1
84,26-35,E,-12.648363665202275,C,D,-74.82018210352516,B,17.150297328691025,C,0
74,51-65,D,-26.470028824357257,D,A,22.2220765725268,A,-63.67219057591401,A,0
32,26-35,D,-30.820430982092343,B,D,114.03577373417725,D,-37.15341781155696,B,0
24,36-50,E,-112.28642800589894,A,E,66.20355072105589,D,20.429426783242324,C,1
43,18-25,A,-68.1096638706643,B,A,123.79281023409344,A,81.74873356981324,B,0
39,36-50,D,-19.384360212240683,E,D,34.41908210492272,D,-31.359959028104235,D,1
97,26-35,C,-72.92871063515022,A,B,-64.13124114726998,C,-33.50236244609151,D,0
55,51-65,B,83.60916513481236,E,A,128.02082544449553,D,80.28079445337914,B,1
80,36-50,A,-155.96962436823043,B,A,-45.129046190147264,C,-12.725393390979661,C,0
84,18-25,D,-95.90966733919069,B,B,-94.81731689899827,B,78.13385169740702,A,1
40,65+,E,-44.14591957018475,E,E,61.68665132149654,E,-39.233849482301494,B,1
60,26-35,B,140.38038279004505,B,E,-84.52584969343353,A,32.80395024143704,A,1
52,18-25,C,169.5799937445251,C,A,-177.68811208437586,D,112.31974359607048,A,0
37,18-25,E,-139.43581677934117,A,C,-55.68560774859343,C,-197.73618652766402,B,1
86,18-25,C,-161.84873959582828,A,B,155.2131346053458,D,5.5755164343324175,D,0
20,26-35,C,96.37361254345268,A,D,-100.66163532019257,C,-102.4665981389108,B,1
61,26-35,E,158.87697893940515,E,E,-167.89730052560364,D,-0.3455111089169292,E,1
21,36-50,B,45.806577858427325,C,C,92.01994220308711,E,-40.742954308146594,A,1
59,51-65,E,-95.46924648951342,B,B,59.9615187127143,E,91.0735306154552,E,0
20,51-65,D,-109.71978792928347,C,B,2.3387542845899256,E,111.02882849743719,C,1
65,65+,A,280.93786472362854,B,D,-177.1684051475289,E,-134.87845963863643,E,0
99,36-50,C,35.42617404091756,C,A,4.722356175439446,B,-29.266865472434755,D,0
98,36-50,D,60.38553638674449,E,B,-63.8905185201275,C,55.830464199247,A,0
87,65+,A,28.12901795003938,C,A,102.64657447403842,B,-16.753602690455025,C,0
37,65+,C,-56.89590155627926,A,E,145.64209080390617,B,-136.69339404370638,A,1
82,51-65,C,-104.39815558699898,C,C,114.80216638179701,D,-59.651916736167934,D,0
35,51-65,A,-8.629789893502444,A,B,-35.5430027690347,E,2.7513772881841647,D,1
82,51-65,A,-36.580782609279375,B,B,68.09399674885871,D,-41.2938654072606,A,1
25,51-65,C,-134.09573729002707,B,A,-81.69525766934935,D,15.55229724008241,D,0
73,65+,C,-58.45330059034162,E,C,-185.16755547971866,E,17.16690091416504,A,1
62,65+,A,-164.6028051670857,B,A,-89.6621707179543,B,-97.57178619445664,B,1
87,36-50,E,67.76371227135458,C,A,-39.79578229980951,D,68.51189324803882,D,1
87,26-35,C,-51.47702888527314,C,A,0.28852657271629434,D,7.627354219879921,A,0
19,36-50,A,97.97455023699935,E,D,-116.67067024236965,A,52.91096501117592,B,0
78,18-25,A,-30.23981431869249,E,A,-73.7549358166336,B,48.382465136057824,C,1
25,65+,E,-137.27261522461686,A,E,3.5828108862836543,D,279.6145528591067,B,1
94,51-65,D,-148.96892222948023,A,B,42.342272205041745,B,-19.10959280298482,E,1
64,18-25,C,12.39863565370945,A,C,46.268036633822504,C,-54.325015636793005,E,1
72,26-35,C,91.87530558882474,E,C,24.996564510486184,E,-20.388368439175196,E,1
80,65+,A,128.06924816343817,C,E,-18.320191132810216,D,-279.1512050260754,B,0
51,65+,D,-17.663428636780427,C,E,90.09026325102556,E,13.18818718825254,E,0
63,65+,E,193.08318541532606,A,D,16.66958061434116,E,95.23977096624363,D,1
35,65+,A,106.2300083139021,A,E,-123.51781076520194,A,-46.2247166230981,D,0
26,65+,B,75.9944724800938,A,B,114.90055071058414,C,45.04326691027741,B,1
55,18-25,A,6.090066741124597,D,E,-109.42467373544835,B,17.2213906225311,A,0
25,36-50,D,147.92164055558098,A,D,-76.71556621223093,B,-159.47091784666438,C,1
96,18-25,C,70.19613699669645,A,D,92.34007659581786,D,-49.12716616518369,E,0
66,18-25,E,87.69636075503568,C,B,-3.1999570742426764,E,78.96997918691578,D,1
91,26-35,C,-131.36601515985774,A,E,140.6026314635626,E,106.84762043587854,A,0
36,26-35,A,-164.03729608566942,D,E,40.63928095428106,E,-7.496239924511033,C,1
95,36-50,E,-12.317871448790726,D,C,31.303102220465977,B,128.5868229293318,C,0
93,18-25,B,-230.647892787319,E,A,22.353396102014433,D,107.6940164251691,E,0
93,36-50,C,-167.93670646721347,E,D,133.1665083916134,A,130.58945134527985,E,0
53,51-65,E,70.99565471881515,D,C,18.922658185359047,A,-188.31162928278977,E,0
28,51-65,B,-110.85893449200199,D,B,-86.84134772491667,D,31.54830185098043,B,0
47,18-25,A,90.26151428491379,B,D,-44.055095361416065,A,1.951824398937498,B,0
20,65+,D,-65.07299622912281,C,B,-165.09865824610216,D,124.06533612031039,B,1
51,18-25,C,144.221372282009,D,B,79.68172292218358,A,-54.2263194645369,D,1
39,36-50,A,238.53081236871208,D,A,-90.94140530459744,C,64.14874376336334,C,1
57,51-65,E,159.91002267594288,E,E,-31.881921849782817,B,90.41867302607497,D,0
77,36-50,D,-199.645093273088,E,A,-186.91807953518114,B,46.72466503632085,D,0
33,51-65,E,-134.70794771351245,E,C,144.4848660161538,C,36.350459364058146,D,0
85,26-35,B,-34.922068137026926,B,E,-43.470996258776886,A,-107.69979578542478,E,1
83,18-25,A,-40.46144493609831,B,B,-47.116999569980166,A,-10.514091091401633,C,0
72,26-35,A,39.0998826499396,B,E,-82.98819826807188,A,-32.49812713979209,D,1
65,65+,E,-134.3329360160057,E,E,157.60326007147978,C,-65.24720711441698,A,1
90,65+,B,-170.1120751870402,C,B,119.02584762326833,C,-58.9441880093082,C,1
52,36-50,B,31.929636359454193,D,B,23.66041938426071,D,18.176457510055048,E,1
88,65+,D,-16.050375735778978,B,D,-27.465825441531504,C,-3.909524604358387,D,0
98,65+,A,26.060649824163782,D,B,-16.962078260219375,B,-152.13739497143618,C,0
85,26-35,B,-164.33169695463062,A,D,-41.01563083091833,D,-53.66560537818395,B,1
61,65+,A,133.8310533610417,E,C,-150.46708352467311,B,-257.7848687871528,B,1
51,18-25,E,-65.37073300552078,D,B,2.125597259082721,C,67.87026356668373,D,0
19,26-35,D,-155.70246631535207,E,C,77.16128637269215,A,-67.87025432403514,C,0
99,18-25,E,-17.238724904588416,E,B,2.4992581640118683,D,-47.10501972250873,C,0
49,65+,B,69.90921934072573,D,B,21.390835767143212,B,-142.49040058929356,E,0
96,65+,C,7.46836904601891,C,B,-48.9448627735943,C,160.99728655863382,B,0
66,65+,C,-64.31730391312522,A,D,-84.42993098181513,B,-101.14991263827953,D,0
76,36-50,C,-19.38993454384538,B,E,-20.26899946732603,A,-134.10522039840447,B,0
39,51-65,B,212.0231584789834,E,E,91.65669183951316,A,-344.59957509321487,D,0
18,26-35,C,-40.4604391006842,C,D,193.4334101722693,C,-10.89925173552055,C,1
81,65+,B,89.99605965603598,A,C,75.17105536749878,A,-99.44632824071688,E,1
87,65+,C,41.62146565960878,D,A,22.030408587414303,C,-98.89319265624329,D,1
44,36-50,C,57.98847864015413,B,C,-224.97222678968276,E,148.85462261816738,C,0
88,65+,A,-93.72336263342719,B,E,40.993402338918095,A,-76.94664963992133,D,0
57,26-35,C,-17.613384572469766,B,C,-14.515574792310307,A,-23.468097052189695,D,1
84,65+,C,78.39052076828442,A,B,-55.858178916385334,D,-124.31329116713141,E,1
49,18-25,B,-12.668552012300536,C,E,59.38025715529265,B,-77.8492833748716,B,0
24,36-50,D,-75.53978565352367,E,A,-17.757052016972835,A,-186.58863217304818,C,0
95,36-50,E,-54.367877590735716,E,C,-29.352619726779217,D,5.565316445382012,B,0
30,36-50,C,-86.53021127762463,A,E,31.47982887999912,E,89.34697452132652,B,1
38,18-25,D,20.80717157573268,D,B,9.96411053321328,C,150.0503340600458,A,0
67,18-25,B,-89.77422000444074,B,E,10.781657247837657,C,-78.0920463791292,C,0
89,18-25,A,136.2552204225828,A,E,58.441319677501504,C,-116.04016592418462,D,0
87,65+,A,-205.31664297589828,B,A,-153.3362053230799,C,23.833668867782535,C,0
44,51-65,B,-13.878890501751288,E,A,-103.10413035226429,C,-3.0712441290269274,A,0
26,18-25,C,2.020116246583606,D,C,38.70975273034671,E,-35.05833681918191,A,0
70,51-65,C,-135.4627608876027,C,D,32.64322895710932,A,-21.992757449989973,D,1
38,51-65,A,40.48686748087109,D,A,25.244686515350125,E,17.65016055635736,C,1
68,65+,A,-140.47131408438054,C,B,38.41827706031295,D,41.949139996966906,B,1
50,36-50,D,168.23599941497812,B,B,-52.90006189518598,D,33.37074975120029,A,1
35,36-50,A,-48.109393665682106,C,E,-112.7030510204674,E,-140.06692885584653,B,1
32,26-35,B,54.791687469498015,A,E,-55.50768358061783,B,26.868857957822296,D,0
97,18-25,D,0.9127236964218731,E,E,67.57925901414679,E,82.2701625664537,D,0
87,51-65,D,66.4121570308516,D,A,128.53300243176344,B,-91.34647402091089,B,1
86,26-35,B,13.056146646260949,E,C,-34.447078443543774,E,-0.9921777229531463,D,1
79,26-35,A,-113.44925197556297,D,E,33.4499029672518,A,-21.478177130639125,C,1
79,18-25,D,-152.40948911798364,A,B,-73.42140804568152,E,108.72332668123383,B,1
79,65+,B,123.50455326494993,E,A,0.17823254455683518,D,-30.520442183587292,E,0
96,65+,B,60.71364182458359,D,C,70.79088716035473,B,56.56742249019915,B,1
49,65+,D,37.961476088192306,B,C,85.20249827933482,C,-110.17487741594954,E,0
18,51-65,A,-70.04219943447248,D,E,268.3150852674497,E,15.520929540917706,D,1
92,51-65,C,25.75705848736107,A,A,31.58535645826993,C,-20.025709161228125,D,1
58,26-35,A,115.03306558466038,B,C,37.76136306878941,E,-9.131565873942604,C,0
29,51-65,D,110.37455827012433,C,E,95.29036342625918,E,16.474138897504144,D,0
58,18-25,B,10.262501514514547,D,A,-62.09919553061853,B,75.9833233965818,B,1
95,65+,A,-92.59221956153556,A,D,-39.80723914527898,C,26.447463605159495,E,0
54,26-35,A,85.7515061175283,C,A,3.9621280953044535,E,-20.967658897810608,C,0
67,26-35,E,16.886240390743076,C,E,8.343622548946511,A,65.04786748655224,E,0
67,51-65,E,-27.44694215129111,C,E,-10.548469171501145,C,125.8311478481258,A,0
63,51-65,E,18.81084138043983,A,D,-21.79494058120249,A,24.69016087042604,E,1
62,51-65,C,88.61490331372134,A,E,82.9352188443028,B,-96.56248948330337,A,0
82,18-25,A,-8.178262689605509,A,B,-90.83335727581341,D,-41.75703667859653,D,0
69,18-25,A,71.0890545747865,A,B,72.65584235403131,E,-31.242421691683052,E,0
99,36-50,E,-28.456524308897247,A,B,-79.00917282356156,B,13.733360575932114,B,1
55,18-25,C,40.85175714667818,A,C,-105.25385082401442,C,-44.774868187886256,A,1
72,65+,B,-43.961484393457205,C,D,-1.883017222517789,B,-57.33705601795586,D,0
45,18-25,E,-76.61912376590747,D,A,-57.9588387156079,D,34.83521303155709,A,1
33,51-65,C,58.36232530319948,E,C,73.82153527795116,B,110.62377657769538,B,1
67,36-50,B,86.87395220105377,C,C,125.72386782223492,D,72.15617543810981,B,0
66,65+,C,-91.38547744252098,D,A,-116.09061581808417,B,-19.24377906496461,D,0
86,36-50,A,-156.7311194740109,E,D,51.415234596644,E,13.040444384395277,A,0
23,36-50,D,-70.1662614164707,B,D,-147.57546166987336,D,89.11844150889881,C,1
87,36-50,C,62.293038291874126,B,C,-47.81758118078919,D,10.757549303174176,D,0
33,65+,B,-46.314386171070865,D,A,97.69659908037536,A,35.17933857422572,C,1
78,26-35,C,-14.076271611887348,D,A,-39.77107873114502,E,65.66006442070889,E,1
55,26-35,E,-242.3535909617401,B,B,-72.36759475312512,D,-111.30429389940204,C,0
30,51-65,A,-90.27565362040657,E,C,48.602078202194186,B,21.73453876417543,B,1
79,51-65,D,231.82703789725926,C,B,-232.13217183060783,A,85.58381792105878,E,0
94,26-35,A,69.74659284193775,D,B,65.55552794640344,C,46.19781949903901,D,0
64,51-65,B,87.67130571554848,C,E,65.33624318272669,C,123.89295228061594,B,1
79,65+,E,-204.74467100260392,B,B,140.1961148263021,E,86.67725969529936,A,0
26,51-65,D,-86.3245724386937,C,E,-112.46928751991672,D,-59.171503311132014,C,1
30,36-50,A,-230.48249492990584,B,E,-186.204418892704,C,70.08514858625377,C,1
67,18-25,E,62.917669003578546,B,D,-27.201495892681443,A,20.598800787037693,E,0
58,26-35,E,-71.57380508547291,E,D,125.77815385476289,E,-3.8964615062125,D,1
23,65+,C,14.615891894568007,D,A,-127.06931431522062,C,-10.96548291458358,B,1
