religious_affiliation,Veteran,AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Hindu,Veteran,26-35,Other,56.01919705026407,B,14.159343217913342,D,154.8040210193865,B,269.9324828501946,106.54813698356762,C,A,100.9707370322058,E,A,1
Muslim,Yes,65+,Homosexual,125.13262881493323,E,21.501281374567387,D,34.77609696264469,D,95.01369160435762,12.655063423272209,A,C,-97.01234593797035,D,E,0
None,Non-Veteran,18-25,Homosexual,20.772465935406718,C,-101.32886280521906,E,-68.45402909076788,D,-51.7293797178491,53.38979706839818,C,C,-54.6516748802822,E,A,0
Buddhist,Yes,51-65,Homosexual,-27.15761839389258,A,101.9262181692075,B,-148.26906057042547,C,-174.2752316425618,-4.357976777151758,A,D,-43.567068859266676,E,B,0
Jewish,Non-Veteran,65+,Homosexual,-101.9273829245938,D,17.918077303271858,B,-162.0760474899413,D,-87.24165434897743,-21.71249728917132,E,B,-107.46919328985787,C,E,0
Christian,Non-Veteran,18-25,Bisexual,149.59337856101894,C,59.85866605792929,D,-43.225134388153684,C,-206.19649483555457,-78.17449333127207,C,E,-103.41180598258264,D,B,0
Muslim,Non-Veteran,51-65,Other,93.73222298979354,E,-60.83246195530927,C,-66.49436842754251,C,-8.624702981319212,-22.827225486723403,D,B,-53.45719683758936,D,D,0
Jewish,Yes,51-65,Bisexual,100.46415025925819,B,-42.07331738182178,A,-160.34107199303529,D,74.05464217658108,52.910663045296246,C,E,-65.79110390889763,A,E,1
Muslim,Non-Veteran,26-35,Homosexual,-6.5635619875420135,B,-45.11834839525628,D,-212.04041042074482,B,77.76110938730514,-94.90403974758893,E,D,31.1701410954144,B,A,1
None,Veteran,51-65,Other,5.717448358584455,B,59.77083143004413,D,82.78993954812915,B,146.06605994375124,-79.04842799553026,A,C,60.53101867769364,E,C,0
None,No,65+,Heterosexual,-121.40583136444106,E,112.42642223392065,D,1.2725113733171969,E,151.1031075152811,-99.47708360358392,A,D,112.36706278440063,B,A,0
Other,No,51-65,Homosexual,-69.66111855258264,A,-47.51274641134319,D,251.24152173349,B,-15.197796206774278,-281.5113828445988,A,E,100.04322634620775,D,D,0
Jewish,Veteran,36-50,Bisexual,-24.0545487255763,D,-41.39086576152374,D,-99.12788436983841,A,12.947679874662283,91.79620151715685,A,A,-101.25701437053468,D,B,1
None,Non-Veteran,36-50,Heterosexual,-25.618974463573817,B,81.59301201190895,D,12.35287680645018,A,-36.08149918292164,85.02742633639411,C,B,-265.5705948736336,A,E,0
Buddhist,No,26-35,Homosexual,38.44098920168627,A,-31.7978657386934,A,154.15767013323912,E,-29.40690729235664,36.091869813928334,B,A,64.20702390907238,B,D,0
None,No,36-50,Homosexual,-5.651442252718273,B,-64.10094872421614,C,-34.16266546740637,C,-160.37814417328312,-162.91221607234573,A,D,-79.56605133574305,D,E,1
Other,Non-Veteran,36-50,Bisexual,-76.80475090078698,B,-17.483501279762343,C,46.87134771850624,C,33.63085358559968,77.70000779016834,C,D,56.31020020961398,E,E,0
Hindu,Non-Veteran,18-25,Bisexual,115.6584163947991,B,-147.96678762498064,E,122.23542960805057,E,-83.29416642518576,-90.35990105613114,A,B,-9.378609236766895,D,E,1
Hindu,No,65+,Heterosexual,-7.5644376826360435,E,328.8641121952638,B,-213.87421246180676,C,-14.401338011483023,37.94808187967107,A,A,57.76202392789271,B,B,1
Jewish,Non-Veteran,36-50,Bisexual,32.59513562001096,A,-94.62413953647967,C,-76.50039622176566,E,-73.35709065095031,20.969868924968345,A,D,215.03227654525844,C,C,0
Muslim,Non-Veteran,26-35,Bisexual,52.17947091580525,C,13.15509009213506,C,-177.81577448450935,E,-177.42062195778817,81.51303726218251,D,C,43.43487667261649,A,E,0
Hindu,Veteran,65+,Bisexual,-31.367156399317576,E,189.7577316776413,A,-141.2549956690842,C,42.301341331686835,61.11962063584223,D,C,-73.46690630764382,B,A,0
Christian,Non-Veteran,51-65,Other,55.6357570336844,D,19.27290777127288,B,15.641810586010699,D,34.211420251941874,-37.61519713439208,C,E,39.78820080520985,B,E,1
Jewish,Yes,18-25,Bisexual,-16.42247048400438,E,-93.74135600649919,D,117.37264978785566,D,-89.87040978844786,-111.76811926506285,C,E,-50.163237492711076,A,D,1
Hindu,Yes,36-50,Homosexual,112.83796102656976,C,6.2436725727820965,E,-202.94107792704224,D,99.55905121827602,5.087106865804576,E,E,-30.87622700442288,C,E,1
None,Yes,26-35,Heterosexual,-97.13511662009057,C,129.02854457704572,C,-9.784079755196986,E,-113.1947610016233,-47.025370441767535,D,E,174.8640788519924,B,E,0
Muslim,Veteran,26-35,Heterosexual,-153.89149832355108,A,-63.24684704050132,E,52.65185342731677,E,-27.171429105534724,110.19624094964593,D,B,257.25969089870387,D,D,0
None,Non-Veteran,65+,Heterosexual,-50.10955138664931,A,56.29993158717554,D,-184.15306494881625,E,99.4738004661107,-36.932857791810605,C,E,20.155046171400816,D,A,1
Muslim,Veteran,36-50,Bisexual,133.5924994569723,B,-143.57163882037807,A,36.84087755559284,C,54.156660397352,-31.052541457217565,D,C,-179.98779779942836,E,D,0
Other,Yes,18-25,Heterosexual,-159.88533748157153,C,237.20531873523237,C,146.69208332328577,E,-188.43320127611767,1.891108434042561,A,C,3.8522513550722155,E,C,0
Other,Yes,65+,Bisexual,-45.47090040633645,C,-49.70606484840969,E,1.4726982548840977,C,11.958597779949697,-126.77847755909528,E,C,-24.073321373962436,B,D,1
None,No,36-50,Heterosexual,-94.84767334765787,B,164.2184172203383,A,-241.691188780784,E,180.7810012897258,31.551358054400623,E,D,-16.359741894496377,B,A,0
Hindu,No,51-65,Homosexual,5.728119803800105,D,289.6985869901197,C,-104.21253436575482,D,66.84384443471961,51.30212959336193,E,A,48.01241870768838,B,B,1
Jewish,Non-Veteran,51-65,Bisexual,-170.94537688157027,B,83.62952003341026,C,-109.01152091473585,E,-140.88039313586754,113.13861298521046,A,B,0.8218925545557402,C,E,0
Buddhist,Non-Veteran,36-50,Homosexual,171.26213273730673,B,105.21333921605111,E,-54.221181956653766,A,81.76150257682193,164.56579819606452,C,B,-88.42968271206834,D,A,1
Other,Yes,51-65,Homosexual,45.673911137266735,B,-177.12471288823102,A,98.65756531779572,D,80.58310920718294,47.69686080115868,B,C,-86.06082343487338,A,B,0
Hindu,No,36-50,Other,15.59640246288235,A,75.29206042707624,C,-22.813808450094335,B,-60.73422511503277,-160.82041846839206,E,C,67.86859791510852,D,E,1
Other,No,36-50,Other,8.781243270015784,C,121.16194296462861,C,-27.691885497445295,C,-79.92187602434096,-45.12860878256553,A,B,64.21654327056791,B,D,0
Hindu,Yes,36-50,Heterosexual,-145.7205234193696,C,117.00860134683757,A,39.240636012733624,C,-98.90799462371925,100.41343036257824,E,C,-54.16606902047047,B,E,1
Hindu,No,36-50,Bisexual,221.58925106129982,A,-176.82980624542512,D,16.60858703943388,A,-1.8377228248675042,-11.696450283466643,C,B,-51.86006728050676,B,C,0
None,No,36-50,Other,-23.8200090821963,A,-61.470899771134334,A,43.81404804664049,C,-60.22645465269447,65.23615879498172,C,E,103.16771948215992,A,A,1
Hindu,Veteran,18-25,Bisexual,152.02917100188017,E,124.43716801251668,C,-131.9670964305426,D,219.89194695895682,93.70409506280419,B,D,136.10688161493803,E,C,1
Hindu,Veteran,26-35,Bisexual,145.83635848605343,E,32.466558383706904,A,-132.3660755792212,B,65.11122484004035,-19.263883896264414,B,E,-249.47114618042326,A,E,0
Muslim,Veteran,65+,Bisexual,265.864419539324,A,-17.85362913339972,C,-51.83007325679002,A,-89.26431105546425,-40.672815817359556,C,E,143.15122258161733,D,B,1
Muslim,No,51-65,Homosexual,12.448045447604633,D,-64.652485031141,B,-8.53256911907366,B,15.571813880712723,81.75569681228296,E,D,-119.3489163570393,D,E,0
Hindu,Yes,26-35,Other,177.7622021066475,D,-22.620653495156404,E,-74.8612159676781,A,44.45983089542139,-90.74407573168955,D,B,-25.50897571803773,B,B,0
Other,Non-Veteran,26-35,Homosexual,-69.61997721680756,D,36.113601733565034,D,21.386270147339488,E,-21.767438476468623,67.14083378217333,B,A,-46.93138365288702,C,E,1
Hindu,No,26-35,Heterosexual,-152.8735692878572,E,77.9954472740195,B,34.879548458401395,B,93.69898383496998,-82.75541213946286,E,B,-72.41131821044401,D,E,0
Jewish,Non-Veteran,26-35,Heterosexual,-61.242019288760055,A,-246.3037373120893,E,-110.06364985431314,A,-201.8097316713824,-56.06683084389484,D,E,56.7516961071465,E,E,1
Jewish,Non-Veteran,26-35,Bisexual,-204.53402077681932,C,67.57242466972593,E,96.4496392435917,B,-3.6446686079512984,-22.666521461354115,A,E,90.2145940237051,B,B,0
Other,Veteran,26-35,Other,-137.71775824733749,C,-100.69275632341225,B,-31.814710210136354,A,53.126374337746675,-84.62062296016131,E,B,19.55593020668955,C,C,1
Other,Veteran,26-35,Heterosexual,133.27640702436915,A,-244.47238743502706,B,-5.175334352830019,E,-141.17205792054614,133.26379505102005,E,A,-20.745982417169014,A,D,1
Jewish,Non-Veteran,65+,Other,108.77171398587595,B,-90.50012273464111,B,43.017529201315796,A,123.53305492280529,81.77361962494136,D,A,18.026457970558223,B,D,1
Buddhist,Non-Veteran,51-65,Heterosexual,-136.4522545626529,D,-75.5932162257373,A,38.70230462992341,D,199.75819651483414,58.595944256782,C,B,-101.35387763599257,C,A,0
Buddhist,Yes,51-65,Homosexual,-121.8936127007675,A,106.95904194550765,B,-65.86427825273687,C,-64.57523464590386,53.039018921675265,B,B,118.97431758318659,C,E,1
Buddhist,Veteran,65+,Heterosexual,-137.08552272303206,C,-148.18369852646092,C,-9.959346239950708,D,-73.20959116070938,-186.67086569536716,D,B,-118.66766823286707,E,B,1
Christian,Non-Veteran,18-25,Heterosexual,95.37288532992876,E,101.39216549768308,E,-252.37591606386752,A,62.621575225535395,-20.98733299875565,A,B,-2.339537947737178,B,B,1
Other,No,18-25,Homosexual,50.63907448060883,B,6.9829105702344725,E,77.30261651317049,E,-46.273433649096546,84.26381907477368,C,A,357.56406366493337,E,A,0
Muslim,Yes,36-50,Other,81.61927891203098,D,-141.82787849848378,D,87.26209451322713,D,98.38838672449435,-89.1690612044967,D,D,-235.3805133307248,A,A,0
Christian,Yes,36-50,Bisexual,-44.72953898290816,A,-1.9871810551565343,C,-104.44096679818561,E,-27.155882591244996,150.9613961772066,A,C,-103.52378154508841,B,A,1
Other,Veteran,18-25,Other,48.95281644279248,D,8.275274317560582,C,-12.233786560119892,B,-120.8689352553724,-84.33935864119059,B,D,-95.84048228778403,D,E,1
Other,Yes,18-25,Bisexual,113.81406871827492,C,72.55731371824362,E,32.218994385343095,B,-124.06678175576884,-105.90953366363804,E,B,-217.10074219329644,A,C,1
Buddhist,Veteran,51-65,Homosexual,-164.9763230764282,A,-62.78352667769352,A,-109.65852857758263,C,175.07803439933903,-84.92396440767853,A,B,18.8695392408695,A,E,1
None,No,18-25,Bisexual,-96.9680825607834,A,-147.84618124104637,C,208.71695543306296,C,71.07944566949278,-36.40452126243806,B,A,-116.91273612469051,D,B,1
Muslim,No,18-25,Bisexual,119.93549255913696,D,61.86398613650045,D,-24.582569856248483,D,194.01407892921853,-65.92878115027409,E,B,48.48832908633421,C,D,1
None,Non-Veteran,18-25,Bisexual,51.977807806546075,A,25.67083020782436,C,-125.65137957673093,C,-232.67420029211738,210.7311651429205,A,C,29.97412009673649,A,D,1
Muslim,No,18-25,Other,140.00494236493697,C,228.1891774863542,C,-103.67499556342878,A,10.525224687571622,-129.37185082070982,A,A,62.94316842579604,E,E,1
Jewish,Yes,18-25,Homosexual,36.555340867430736,D,75.61024947109983,A,110.42238948354657,D,60.09822964553767,-82.49380170278748,B,E,-11.814958442258785,C,B,0
Hindu,No,18-25,Heterosexual,-3.4497110310915624,A,-173.33770586729986,A,16.12913274440239,D,-240.93334195271004,-181.19629132752922,C,D,-30.972681126538067,E,E,1
Muslim,Yes,26-35,Homosexual,-3.3366278011030537,B,51.401983906201046,A,-29.71385346017763,E,44.582574085424085,-178.28029029596283,E,E,-209.18400890059905,A,D,0
Muslim,No,51-65,Heterosexual,-26.405079601795517,D,17.82896457988559,D,45.68614422460035,A,-31.90119114078533,-160.88079108456813,C,A,-200.58506863161836,B,C,0
None,Non-Veteran,51-65,Heterosexual,-60.9870441181696,E,30.417406892415954,D,-115.14897888496284,A,-40.77426085955575,-203.02869103618337,A,B,-37.42806977362223,D,E,1
Other,Non-Veteran,26-35,Other,107.3223868794864,A,-151.20265525817732,B,-5.960167552304455,A,-14.513082898482557,-193.5559838447654,E,C,27.48134949644544,D,C,0
Buddhist,Yes,51-65,Heterosexual,-92.69853848467322,B,-16.374407167157322,A,-57.96954988787396,E,87.69500743304316,-188.93598927855643,C,B,-37.99002514879265,A,B,0
None,Veteran,26-35,Heterosexual,-57.39948032545272,E,-141.69888197219305,D,-27.422841730275945,E,-218.60391355774058,124.01876590793009,D,A,-17.23281888769438,E,D,1
None,Veteran,18-25,Homosexual,163.9800000452419,E,-76.2137912082635,A,-120.64943536827248,E,36.93747602124803,-188.90237699090022,B,E,-202.01641985740784,B,B,1
Christian,No,26-35,Homosexual,179.7922588596037,C,-72.92007837986179,C,-29.244873292845924,A,-26.395859876596866,159.7258383734507,A,A,-119.823635249527,E,D,1
Muslim,Yes,36-50,Heterosexual,-55.716413738047756,B,-87.45816778358738,E,186.99185889725686,D,94.91402115473538,-77.62666363835815,C,B,-40.58438108359632,B,E,0
Christian,Veteran,51-65,Heterosexual,85.21089309919472,D,-22.655880182932805,A,-52.75319598782884,B,27.518267970894293,35.87717527388866,A,C,-276.75842167321775,A,E,0
None,Veteran,26-35,Other,-111.06059477240511,D,76.30194587084421,A,117.05920618083347,B,27.941238620686015,-177.35686548424286,A,C,104.0001353232872,A,E,0
Christian,Non-Veteran,18-25,Homosexual,24.601735724212013,C,-150.2179331436134,B,-9.316466206474189,C,246.21522487795193,-11.834288592484093,A,C,69.09603326548496,B,C,0
Buddhist,Non-Veteran,18-25,Homosexual,54.26375524331597,C,-146.0500557106393,D,-17.996008446308437,C,-77.80051648863386,62.008283710612474,C,E,92.93985998582937,D,B,1
Hindu,Non-Veteran,51-65,Other,95.4554147084066,D,-138.8410685119655,E,-120.73527099393937,E,58.004224795440415,43.653601667272,C,C,-113.03295743455128,B,D,1
None,Yes,65+,Homosexual,-143.15395339674424,B,-40.62737156503838,E,-103.18145133597025,E,-38.47570708328032,62.855677791589436,A,A,58.4248656811245,D,C,1
Jewish,Veteran,36-50,Bisexual,-55.855690950448576,A,-130.12545866993236,D,54.3617438408898,A,27.41177761678739,-66.70779147809982,E,C,-44.06541931667719,E,A,1
Other,Veteran,26-35,Bisexual,112.91640487809875,B,-16.150949326843566,D,65.05379451130882,B,110.77915120558535,-95.81105748633824,B,C,-201.65577157229114,A,D,1
Jewish,No,18-25,Other,31.550649245990943,D,-21.977762511874825,B,31.049193123057016,D,185.04980285936114,-11.38539605850724,B,B,199.437202994821,B,D,0
Jewish,Yes,18-25,Heterosexual,-106.23761541262351,A,50.80232496779832,C,-113.14823502855276,B,58.29917349814235,32.85828839604995,B,D,-31.505391732791182,C,C,1
Hindu,No,18-25,Homosexual,83.08031815595142,D,-62.27961096421283,A,3.3790767087186273,E,-113.99181684529786,-68.44763868927292,C,C,242.26864566855517,B,A,0
Buddhist,Non-Veteran,18-25,Homosexual,32.90305433922879,C,-7.5446666024754725,E,-32.945543960027464,D,164.27116602937159,-61.27713867920633,A,C,28.775195192823528,A,B,0
None,Yes,36-50,Homosexual,-86.0157896437142,D,39.64717468617843,E,-119.9083639758183,B,35.292090897231304,51.404889795566596,A,D,-18.7667800013281,E,A,0
Muslim,Veteran,65+,Bisexual,110.09691432982744,B,-117.83696589509478,C,40.33528906145837,A,69.68842091053997,18.81153557806254,C,A,25.986786055991136,C,A,1
Muslim,Yes,65+,Other,-143.46887031249778,C,63.114010288349235,A,-22.564041364336287,C,23.092584364079404,-168.3624469713752,D,A,126.31739290749333,D,A,1
Hindu,No,51-65,Other,-41.89494505701038,E,-139.06968867857364,C,108.51147517842097,A,53.71266163174163,117.56910935003371,A,B,-8.16357542257523,E,C,0
None,Yes,51-65,Bisexual,-67.35719483291605,A,103.30133389966672,D,12.84508214640221,E,13.355961279845602,30.04212683914617,A,D,-4.360713999190727,B,E,0
Other,No,65+,Homosexual,-48.66485799347057,D,250.99174592984545,E,46.8710869248715,C,-5.43326108038316,-81.85252582986871,B,E,-2.3589748141763525,E,A,1
Hindu,No,36-50,Homosexual,103.16070159100454,B,-44.446075413408586,C,62.28332805699806,D,137.55918638296137,74.2400185734234,B,C,105.92822604048729,C,D,1
Other,Non-Veteran,51-65,Other,-89.17625696269586,B,180.61666071514475,B,11.195635914047624,C,-37.00951547040872,-61.414873257459405,B,D,74.88547735564087,A,A,0
Christian,Veteran,18-25,Heterosexual,-175.27643071265658,A,144.2571936100041,B,-20.069966366401513,E,168.91343002971976,-125.05906901701876,D,D,123.45977857823837,A,B,1
Buddhist,Yes,65+,Homosexual,186.3528021941431,E,58.02639122892156,C,-51.25278656245813,A,92.47745645861181,41.20699931846501,A,B,94.43670001822827,E,C,1
Hindu,Non-Veteran,26-35,Homosexual,10.747082482865403,D,161.37809980168265,B,-49.9139583564378,B,-110.15911437609027,-46.35186542850314,C,B,58.253638660082174,B,B,0
Buddhist,No,51-65,Other,-0.6000227868055646,C,-85.2652586903011,B,-62.39842276322035,A,128.9152021057126,-89.0838959861983,E,E,133.4553233050498,B,D,0
Muslim,Yes,36-50,Homosexual,79.8764164273656,E,176.94467295208108,C,-1.0162216703081781,B,103.62824919205877,67.9113197246911,E,C,-157.24041551116483,E,D,1
Jewish,Yes,65+,Bisexual,46.193632351631855,E,21.10655957407491,D,-119.08602364392289,B,-73.34147531493639,-82.40296556969048,B,B,86.45329748236165,E,D,1
Christian,Yes,51-65,Other,149.87661725566144,C,11.586128669409806,E,36.52834855618121,E,-110.44730055099068,85.17273705422336,C,D,95.20285613772562,A,E,0
Jewish,Non-Veteran,36-50,Bisexual,-103.48432003238415,C,78.00659497065153,C,145.072966970749,D,-23.51310338837724,148.85169028064874,A,C,-20.131234937074208,B,E,1
Jewish,Non-Veteran,36-50,Heterosexual,58.12075285315218,C,44.3892939724949,B,-132.12889889895405,C,64.9060888092874,-101.79726802643792,E,D,24.25737814705146,B,A,0
Jewish,Non-Veteran,36-50,Heterosexual,32.084132975251144,B,14.2440933465743,D,13.235846639564508,D,158.81067792609386,-87.26226762291574,E,E,97.16321627521005,B,B,1
None,Non-Veteran,18-25,Homosexual,-192.08658619962492,D,-120.61983867288342,D,-84.70822026642169,E,54.50934869334871,104.21069926407873,E,B,-67.89327465081206,B,B,1
Christian,Yes,51-65,Other,-45.16229327664176,A,144.43077781996064,B,29.53446939386569,D,113.42558311473876,24.571738049871126,A,D,50.67223440111086,B,C,1
Jewish,Non-Veteran,51-65,Other,38.35067075213764,C,92.9319940393133,D,109.62149661416531,A,8.251364939967084,91.0384625866999,C,D,76.81785067646064,D,D,0
Jewish,Non-Veteran,51-65,Homosexual,63.76581324289074,D,-182.952401806516,E,-83.87475679418063,A,63.997814361180424,143.99365993777457,B,E,171.76856008425585,C,A,1
Other,Yes,18-25,Heterosexual,-6.980355998374432,A,131.13967688566856,B,91.43318330138047,D,10.292111057291873,159.3715798673314,E,D,-134.59001944211175,E,C,0
Hindu,No,65+,Heterosexual,-112.82388385262723,A,164.60627055687007,B,-108.40165368163908,A,-10.22988030977243,60.76312161489241,D,D,-182.93079549543896,C,A,1
Hindu,No,36-50,Homosexual,-85.02274831396097,E,128.50057829505855,C,-130.23473931207297,D,-56.950348784581614,28.452251812708678,C,E,-77.42713301704593,B,B,1
Other,Non-Veteran,65+,Other,67.31080183211134,D,20.823899935882704,B,105.74723246080285,D,-150.71525977405443,202.42478925824798,A,A,65.91629755512459,C,D,1
Muslim,Veteran,36-50,Heterosexual,-104.19168719847178,A,19.85686875515674,C,32.63681324125317,A,123.04414256806895,-140.21130527956936,E,B,73.57836203177425,D,A,0
Other,Veteran,36-50,Heterosexual,-67.77498732019718,C,-186.1518391174584,A,71.45306743146381,A,123.83443748108772,-124.8872431456743,B,A,-148.91364241603122,E,C,1
Christian,Veteran,65+,Bisexual,-81.49647994124336,D,56.477418087251074,D,117.53412201888722,A,-213.9780180051246,-2.212789588627601,D,E,-25.63912510479906,E,B,1
Jewish,No,51-65,Heterosexual,47.50050112091353,E,-100.42022924873723,C,-77.26792272186066,C,38.16832959015368,65.03709805607471,D,C,58.56073900993446,B,A,1
Hindu,No,18-25,Other,-84.32318636492427,A,143.6621640798992,B,9.736434583366764,C,-71.01788476955828,-227.4892373952738,A,A,102.20413763616737,D,C,0
None,Veteran,36-50,Bisexual,-154.3832377678068,C,84.81759960369924,A,18.556805920646664,E,36.76054196060918,18.040128314616837,E,A,-4.863454579145485,B,C,0
None,Yes,51-65,Homosexual,-41.5207841485224,B,14.874613035019246,D,-101.33338823622027,C,166.33524818117024,-78.39671346393447,B,C,29.519918689872497,C,C,1
Other,Non-Veteran,65+,Other,-83.24046662883025,B,58.38770424310875,B,-74.22105241151223,E,-224.24620339218126,-9.05514355906427,A,D,42.64849248326146,E,E,0
Muslim,Non-Veteran,51-65,Heterosexual,-124.79694691025485,D,-67.26466760186229,C,12.583435760539452,C,38.305022680062116,-127.67316485954929,A,C,-24.42100806183756,D,C,0
Other,Veteran,65+,Bisexual,-12.641466219195191,C,67.20300768597806,E,169.6271027910714,D,-200.0926940539869,58.73270342016469,E,B,68.00122025279985,D,D,0
None,Veteran,51-65,Bisexual,-20.52486722195187,D,-136.42612954388892,E,56.14228049430765,C,171.83720050736457,-60.53342938939535,A,B,36.72600266041305,B,C,1
Jewish,Yes,18-25,Bisexual,113.15036985509623,D,144.98966271208107,D,-108.24508887241822,A,61.033556218744856,-62.85686451099443,D,A,67.24618473036963,E,C,0
Other,Veteran,18-25,Other,-24.01594438680417,D,-13.897383719139537,A,-112.4450963386802,E,184.96311556436928,44.96203640939807,A,A,-28.177698985877868,C,C,1
Other,Veteran,18-25,Other,163.26490480151412,E,-21.427375539053443,A,165.8664639710567,B,80.25977670359727,-42.960308023309736,A,E,19.530386416155306,D,E,0
Jewish,Veteran,65+,Other,4.5263340817606235,A,-150.08517498486341,E,-40.06407054396321,B,-17.950773578744077,259.7488412687915,B,A,77.12242225268668,A,A,0
Other,Non-Veteran,26-35,Other,-73.547029879986,A,-40.01876290567876,B,15.186719753383374,B,-22.6257147391587,0.6723546853268797,D,C,38.0215099393145,C,E,1
Jewish,No,36-50,Bisexual,-29.771011442730572,C,-44.189332650587026,C,147.2989948234401,D,80.55055336942529,73.60668572130903,E,C,-17.4609831411625,E,E,0
None,Yes,51-65,Heterosexual,-64.63921489137012,E,72.13045110630738,B,-6.883722835666958,C,-57.256028660514744,-43.99004302915763,A,D,27.511730529646826,D,E,0
Hindu,Veteran,18-25,Bisexual,86.33113535607089,C,-14.253420742325618,D,-17.317170404312215,A,17.411543212364766,69.22664249803239,C,E,16.284127056829266,D,C,1
Muslim,Yes,36-50,Homosexual,10.625887524280826,C,-110.6816635689208,C,33.04962610888709,E,-37.94799966005475,-171.98141523905625,D,D,-27.939229440663834,B,C,1
Hindu,Veteran,18-25,Homosexual,70.65057871744608,E,21.962532068463677,B,10.157190703583822,C,18.676513047842402,-84.24994377364506,B,D,-57.09575194154848,D,B,0
Christian,Yes,26-35,Homosexual,27.828642965612634,B,-97.5571314098072,D,-187.8648138870062,D,29.473698487582716,-101.27793171441743,C,A,35.470872249235136,C,D,1
Jewish,Veteran,36-50,Homosexual,-71.54769544464419,C,57.23492040929137,E,-143.4582740240654,E,-44.5239649012266,157.5172641159575,C,E,90.2741971850927,D,A,1
Hindu,Yes,36-50,Homosexual,88.43658369068723,C,-3.0417931297556535,D,98.08379474910642,D,92.24366586853903,-36.144388780548944,E,D,-85.10797480418742,C,D,0
Christian,Veteran,18-25,Bisexual,-3.2784941131465426,B,-25.04292241515395,C,-3.3483092678854383,B,-113.59289599592708,46.65321610928707,B,C,-154.3192464306874,C,A,0
Hindu,No,26-35,Bisexual,9.752833322142077,D,-107.1228697655027,D,180.77268420296926,B,117.91439367621865,44.56462788671064,C,B,-192.24685415795895,B,C,0
None,Non-Veteran,36-50,Other,-25.33948788376425,B,70.8470733057063,A,47.45442104754661,E,64.29458136879482,-141.26111909771421,E,A,-189.70899347719202,A,B,1
Hindu,Non-Veteran,18-25,Bisexual,39.998992812162356,A,146.6845499006239,D,-34.09358754819552,E,-204.76110050175095,-78.94576768800853,B,B,-74.2296356359939,C,A,0
Buddhist,Non-Veteran,65+,Bisexual,31.767074333607514,E,-63.21458553017207,A,19.830513076908602,E,-14.742279524779716,-26.885583649433293,E,A,-83.4913558988599,E,D,0
