faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,C,C,-15.675764608750905,E,A,-101.59733433854639,68.49114205777124,-195.6390679577766,E,C,A,70.79654501322166,6.8792945701066355,0
Hindu,D,E,57.09968198308666,A,E,24.256381718247418,97.30287871566631,128.67145300980002,D,E,C,103.98251307507174,3.4888438940869273,0
Hindu,A,B,106.08657544903448,A,C,-90.94922117897383,-6.229134378898114,196.0991683487176,D,C,A,90.13372838835879,-83.46037199089417,0
Christian,B,C,-2.7080180296157383,D,B,-4.163384094163467,-112.95734393587564,-171.27778223770122,B,C,B,-9.066711459535776,68.43225124677342,1
Jewish,A,A,140.3326188950655,E,D,165.92887934082484,-176.33520186296116,-42.58285504509666,D,D,A,22.150807616748914,-10.403912002249493,1
Other,D,B,102.2936010342993,B,E,96.83451996403045,-53.62764355782312,16.159712658415604,D,D,A,-200.7402402035895,90.01280707908114,0
Muslim,E,E,96.71609332165902,A,B,8.77200717140692,67.52359040047749,-81.86414845458056,C,B,A,17.087191932028027,20.89994928897462,0
Buddhist,C,B,30.322583989752566,D,B,-104.9923730158919,3.4688489517910592,9.535215885213379,D,A,E,96.33313055847267,-19.903215353753797,0
Jewish,C,C,7.855745347937349,B,B,235.4559172786387,-109.5848991170254,82.74664033857023,B,B,A,-160.06687318853955,-57.360499746037355,1
Jewish,A,E,110.75296893497142,E,D,7.298701882132049,14.483918285613074,-199.71154746768698,A,E,E,149.3587266252051,9.041082441733634,1
None,A,D,-49.97285329278968,A,B,-187.68016667407167,-2.9803572813330725,12.150446845018118,D,C,E,161.88351798799854,39.694927296205194,0
None,A,E,-139.074760879622,A,C,-118.07261786282082,-133.25506344891386,57.8377637467236,D,E,B,43.36274858510756,-86.33472348796187,1
Buddhist,C,D,170.21878726658275,E,C,146.14067700860753,111.61960825626349,112.39658264531629,E,B,D,1.3645004154032099,168.30460825753582,1
None,A,D,-146.13606707612576,E,A,-139.91341480691807,-78.45849793689713,76.3834505142146,E,E,D,-19.525242062734698,-13.646395688602514,0
Other,D,B,-97.9220493625758,B,C,-213.40683995436325,-94.48634389941556,34.564279149115514,B,A,C,-70.08169654184707,-91.50843567135128,0
None,D,B,-67.46396661657243,E,E,5.241853740540864,198.9473156015427,141.9221461927574,C,A,A,-14.497112422729137,108.585492817995,0
Hindu,D,A,225.87013345313892,E,C,32.425136162450805,-24.373455061057285,-85.35338453921771,A,D,C,-22.79496945276057,318.9372565985437,1
Buddhist,E,B,-88.42151124220447,E,E,-46.92994732897822,-3.5399188401822523,-162.62696518849802,A,A,A,-86.25903053146772,161.79301460538875,1
Jewish,A,A,13.975995548218357,E,C,129.9063100953671,145.17453126978378,-41.460909103666324,B,D,A,-11.390122591015471,-176.40085471556927,0
Buddhist,B,A,114.29937312059839,A,B,-109.97494430887227,79.21289202306764,-57.31242676031747,D,A,D,172.7931910682775,67.86461517246146,1
Muslim,E,A,16.29654351589373,B,D,-24.21237063092276,6.566947367706126,-0.313167178689807,A,D,C,249.90214803068415,4.545299086387379,1
Buddhist,D,C,-85.54043370073799,C,B,-10.515130593326532,-3.5288732397464115,-31.08119220009904,D,D,A,-259.38259291217366,-70.69551938080943,1
Other,C,C,-54.51124658942151,D,D,-79.93092997278555,-104.28958754872144,20.974810028778908,B,D,D,-11.469142588452883,-78.57796329941348,0
Hindu,D,D,164.60065822435638,C,B,44.90731396486156,89.37983575290393,-67.93729753742677,E,B,D,8.317403700082208,90.91874493904987,1
Jewish,C,C,-59.46603767593002,B,E,-40.98651657645538,-30.259989823952882,-138.85872537373228,A,D,A,-102.18846756127546,-111.2210579227629,1
Muslim,D,C,58.32271023568381,E,D,-58.77871725150744,-82.67816908234359,-1.4173065904906854,A,C,A,-15.152654379521074,-36.45509345209805,1
Hindu,C,A,-13.776570522875264,C,C,115.63910472157329,-73.83907460353618,59.78731301809296,E,A,D,24.86588652531642,32.73573176178077,0
Buddhist,A,E,-152.2508721293722,E,D,-102.88631402427859,14.408476701383735,-149.62344972874496,E,C,C,60.47545179731285,52.88662871956347,0
Jewish,B,A,-62.40164786673491,E,A,-1.8799656551643877,99.06548284435772,-44.43485579198493,A,D,D,74.34039059690039,-163.05440764443406,1
Christian,D,D,119.56065078890634,E,C,177.59476161682736,-61.382774218085764,145.2657294790396,C,A,E,43.21521094751993,-110.5874767811105,1
Buddhist,A,E,-112.7308861669992,B,C,207.33412203721454,-29.139270705220927,46.6928787908649,A,B,B,-38.319006439167104,67.72539880793579,0
Muslim,A,E,-33.6746343317665,D,D,-201.52867620188388,39.950317627698226,75.46322774356626,B,E,E,-16.847085609239258,121.77445857516523,0
Other,B,C,-112.01580198676027,C,C,-11.819523813233976,-14.614255136773458,-148.9315369127721,D,D,A,-51.58816327983935,25.915510261228736,0
None,D,B,-135.1770764248974,C,D,-69.20368871136934,-43.7911372532374,-45.12069333156007,D,A,E,22.711494166831482,-113.12502677714153,1
Buddhist,A,B,-132.31053586367224,B,D,-81.2838041831988,80.64359565902794,143.07398461105115,A,C,B,31.320142442487075,-14.443833623815244,1
Jewish,A,E,-209.98795133386477,D,A,23.469526297746665,89.03296771615197,44.529386480592876,E,C,D,37.79256817584906,115.0458198832499,1
Muslim,A,D,-23.390247526753242,C,A,18.36453787788402,-157.9428228622546,-25.472216338668723,D,C,C,7.955312083817169,-44.06919310752508,0
Christian,E,D,-72.73631619979389,D,E,-163.07937565481637,16.134691773280895,-23.227426673217728,E,D,A,-114.39970814703055,135.19689568871846,0
Jewish,D,D,40.37871095828274,C,A,-64.72547104248967,72.75888125451434,259.4588908900751,B,B,C,-118.91095087815282,38.379079772519525,0
Christian,B,C,27.66755369791605,C,D,58.739693792117556,-114.53313206344873,-34.4105511162306,E,D,C,27.70323284513167,0.4781373419823545,0
Muslim,B,D,93.20984342193279,D,D,142.2215193078401,-133.6325070112191,123.49486951244204,B,D,E,-25.6895641897454,-44.397113783224654,0
Christian,D,B,40.915003222845556,A,E,-76.84543966796336,64.30742943276255,-70.10987663781205,A,E,D,167.92966213988456,-71.15418409442358,1
Hindu,C,C,101.87713557236731,D,E,-160.7694330055633,68.27478902970114,110.45509801217372,A,E,A,88.71659851303545,115.02068817945057,0
Other,D,D,-74.30866085562485,B,D,-7.445403284655959,95.2573457724616,-60.21163315085397,C,C,E,-114.08178554107357,239.86909091861253,0
None,E,C,8.416531600337235,C,D,-53.9605715608906,94.60024213237824,138.81677673261274,C,B,D,-22.635650191787597,80.86325143212486,0
Hindu,A,E,-145.7838886744307,C,E,16.212416908866498,-94.12260677583663,-69.52130687776385,B,A,B,-74.72288657072072,-60.189584327460935,0
Muslim,B,D,8.869994600094294,B,A,29.048031853266437,-105.04486078220982,-48.61015395816355,B,B,C,-32.708746931448715,-8.795538593183526,1
Muslim,B,D,-151.19462261514823,D,B,148.74483802649792,16.144864164823417,25.392049093525195,B,C,C,-91.96158619445885,79.71358082881925,0
Christian,A,E,111.12604744038931,C,B,-174.49649020635658,115.18742850448716,53.78167400312598,C,A,E,-56.18387064882783,74.23064629631911,1
Christian,C,A,-164.18556143038336,D,D,10.215868125335257,103.43239195809718,-2.8084217056256198,E,C,C,100.2631407131432,123.94022744900843,1
None,C,C,-199.7813133819173,C,B,-92.25115734420447,135.7068426304386,-20.62933207181513,C,D,E,-96.25159448983712,29.894753463328794,0
Other,E,B,12.278224984391299,C,C,-47.13725249120728,-139.99405677691848,32.73505808677537,B,C,A,-160.3189063247905,54.110698971773985,1
Jewish,B,B,-174.68188079241557,C,D,59.18718490138837,10.677565737718433,-46.901485877352286,B,C,C,54.16080281058431,25.491297245259727,1
Hindu,B,A,231.3218505573193,E,B,27.37155771143752,72.6524315394225,81.60606538322385,D,C,B,-43.98476567846777,68.02350856118194,0
Jewish,D,E,-144.3627728388124,A,A,-216.20259502842285,12.155582241454997,105.95047208042428,B,A,D,30.5850514810561,-149.72743692209002,1
Jewish,B,C,-12.088748780093942,D,E,-112.5412963058831,56.59493799594567,95.07327569765694,B,C,E,76.7167761495673,76.9472323196605,1
