religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Buddhist,137.19118916009484,28.041433863753788,44.48547110704796,-16.5853987490132,-90.56027302224403,-103.47087197394818,-53.10879499779929,B,E,137.97639639280078,A,E,70.90722082370351,C,B,D,0
Buddhist,161.39438219358385,-53.19190415885521,-22.810770365167,-118.11559864398957,80.90117260475674,26.831136544227473,-146.43892322194364,E,E,-123.83091264910524,D,C,57.236724410781726,E,D,E,0
Jewish,-44.078069477383465,-128.70939053820655,76.92618101710802,-7.010297572605068,188.0710048641492,-11.745990418465855,-100.97151206437418,D,E,49.76362453094703,B,C,-72.91484537835268,D,A,B,0
Other,-38.371639293720364,18.372349187712736,119.79347279256835,136.49136980081687,24.888737598283267,-16.822069643773848,-26.390458288955003,A,A,15.04865998821062,E,D,5.6452773709868005,D,B,B,0
Buddhist,-32.526502587917584,-208.58392176054602,50.841853155035984,-157.2556942516488,-35.75798037501759,188.69055172219234,52.245484348297786,E,C,-72.53340694868736,E,A,-175.68223901155972,C,C,E,0
Christian,-12.90837355331721,48.45022582515833,-69.86441341934449,-66.0983898300582,-54.8249396944822,58.11581806119892,62.087109245187435,C,B,-15.542289085504052,C,D,10.311331790159594,C,E,C,1
Other,-15.239053159470483,156.0857113920785,71.30234493882234,-7.921995341759333,68.32374232805184,-117.42680113677903,79.74676655389347,E,A,-48.33337275445704,A,D,-192.68213384001254,A,E,D,0
Muslim,79.313962541287,186.20287930229014,2.4966131196939467,67.3189091038777,-41.41108789913961,-27.603116770610182,-124.5141291952917,B,D,133.19710409706903,E,E,-77.95716338769654,D,D,B,1
Buddhist,65.55444633624535,56.100045851379775,-19.48224561520668,145.905704905261,-64.94687721283789,-245.92930124069866,150.29556481613454,B,E,-93.68750088397458,D,D,143.73462245044786,E,B,A,1
Hindu,-94.8009414039532,60.54905312525777,10.624790558551206,-100.64875438114062,41.71264819585621,-80.85673832839223,80.81840087957104,D,C,37.98808526193803,A,E,-63.639938451392176,A,E,C,1
Jewish,61.02692947310459,-63.49398697483171,68.22903348422977,202.97936983222021,40.266169355531794,-26.34780285662278,-35.32529402677399,C,B,23.413159221567135,B,D,-47.64800684967707,E,C,E,1
Christian,-6.0124008957575725,19.824784367486686,-90.52021888329416,3.849505087417862,-74.2187643488954,71.65273581883596,4.391806642264103,A,D,107.21131598191045,B,E,37.672280054120925,C,A,B,0
Buddhist,63.77450658347027,-23.085049865541542,55.7331059597703,-102.27526829771377,82.34968048975759,53.732344218614195,-18.38531489238969,B,A,-95.11456643678773,B,A,70.10076277361124,C,C,C,0
Buddhist,-3.3373063332558184,12.99178075748527,10.370026810800569,-57.76361581137994,35.61053519745494,-108.33930980885886,99.87046518444679,D,C,-19.587058535520228,A,B,38.52867298733438,E,A,B,0
Muslim,80.98651785962844,126.09407490168687,-80.11420286961358,-44.92239557175057,-225.80047403054397,93.20451868302413,-70.60495734424642,C,A,2.2412452891270824,C,E,6.110851710925237,B,A,A,0
Hindu,-5.370334293611,-79.44960150640965,-32.183025673228485,14.512746337375079,97.50077330471649,-195.04975985700057,-98.41956015835068,E,C,17.704375746621217,B,C,-44.829240050847915,A,E,B,0
Muslim,11.14689215889402,-88.6326809682258,50.48398193857684,68.67253915988462,-1.746474894726741,-41.316778079508815,52.62711753851773,C,B,110.31672344473904,D,E,-142.14826745697732,B,B,C,1
Buddhist,-88.55701800407947,151.43514148888113,-34.74967586153815,-5.4502379202159394,13.77530721320476,154.32838144231008,133.72210622835595,B,E,-120.18597129835575,A,E,-36.943268622400474,E,C,B,1
Jewish,28.39850609463535,208.5360538269813,-105.20086130227631,-204.80299075867393,-3.7113876869085365,40.948743609361685,-72.86022632790183,D,A,190.8798098590222,B,D,-18.874568851533457,A,B,A,0
Other,-67.80392035901698,42.17164428343299,96.62844120536778,-56.41858367245369,33.92176184229421,88.1802305950209,31.95049406381978,C,D,-110.33334544037328,A,E,-92.5031933505722,A,E,D,0
Other,164.39899806215985,-73.12536258217962,-31.061115049355248,30.365367738251,-160.91473370781821,5.064416997353506,52.89620888390022,D,A,45.13320312882422,D,E,25.75558254617344,E,A,C,1
Buddhist,184.57551854490683,-8.133399934280447,92.74736472378248,-215.84458162986496,-26.809210161948478,-30.063465853345704,-119.6206112797024,B,D,43.257062517242574,E,E,67.14282400740002,C,D,B,0
Jewish,37.74537160043618,139.07587402794863,169.0620185121122,123.28023403992712,115.79119933538138,93.50408248771907,-93.74092117442551,D,D,20.024176765933248,A,A,15.854805258058827,B,A,B,0
None,-94.82536683530887,-159.7455122707714,69.81690969806105,-288.213548082432,27.762948173555056,-29.238781130284835,104.6498642388882,C,D,235.0697507492212,D,A,-76.84041041625854,C,D,A,1
None,136.97795310699237,-72.35933301312481,-92.41930209100897,-25.09082896729894,-44.188517694883856,-86.24089030942012,173.7421677887628,D,A,102.97175521607052,B,A,88.50954269919643,D,A,B,1
Other,7.599357078028723,-25.629242274691816,168.52096666283086,58.20639723621204,18.169278093588108,-143.42249555763863,-108.74482715930127,D,A,-147.958456201831,C,B,-11.313339561893446,A,B,E,0
Muslim,-48.35900071654235,-132.77350467977996,19.76369151482293,65.34288833158126,175.02317583685127,105.97681217226179,49.5827972484985,C,E,61.63586492709029,A,C,-33.61617255859166,D,B,C,1
Other,-45.582659055221114,256.99989956245787,176.99353619536768,-5.258077937403399,-145.08000279097908,81.83943772668476,-171.19952397108293,A,B,180.2155428617185,A,B,-58.41161684006232,D,A,A,0
Hindu,-46.26076433397398,-148.1360454464696,-63.99197977836827,-36.79858897728623,96.42215621215449,24.986124075082802,-185.62009158977418,C,A,45.89660321744645,C,E,-196.37374200799297,C,A,B,0
None,10.900074317505478,-48.71866686885673,-119.43174218848971,-46.76961568221434,-146.8383311776303,-36.291023568428194,77.17471406246804,D,E,9.042098369429997,A,C,9.476325426474528,B,A,E,1
Jewish,109.69096379023185,-14.641133763707856,69.62685202429812,-152.25825201876376,-195.79172140242906,153.0878285404043,90.84217155699332,B,C,-114.80423459320895,D,E,-20.75149631509811,B,B,B,1
Buddhist,151.52894322169647,0.048961590462393324,-105.61225160055707,-158.48814727766973,32.1202749083623,148.14269668246595,-0.20072544514742768,A,C,-22.371209875360112,D,C,-164.77293476412595,A,D,E,0
Muslim,-55.06452918022122,-118.82240934241217,252.03518313214647,7.121458357511741,-139.30125932870058,-223.27259300050372,-77.12929499858664,E,B,-65.70573779156392,B,B,-125.59700774544929,E,A,E,1
Muslim,5.5090034783565365,-243.90577607798295,10.007921748411455,-23.981993222543743,68.45976179152645,-50.20073820552111,-29.945614978138856,E,E,87.75109885475449,C,A,-54.24367104706064,A,B,A,0
