civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,A,B,27.332541399423775,81.13371897249881,-5.968729727359494,-170.4167914942711,B,B,-254.77211434018776,77.59490171211164,B,C,107.75426574710517,E,98.36670492573137,D,0
Widowed,E,C,-47.38413843618275,-104.2949929499037,63.28201026526865,68.56316277674918,A,D,-138.3472061348224,40.198023112335754,C,C,210.96183307916482,B,-206.9072822599752,E,0
Married,A,C,86.49449516362992,162.02320109678575,-122.61755080264061,-70.60747787938028,D,E,-64.65303392653365,-148.31779152874267,C,A,-167.86065290415334,E,-8.817627168694985,A,0
Divorced,D,B,108.42364621195138,99.31775136875717,129.28270654104784,123.9588140071071,C,D,-99.04609640122537,-124.59788928320367,E,A,50.11442367180962,E,-47.587849538446726,C,0
Single,C,C,34.83787826836637,71.31630223806003,-115.41277328214248,83.20948331778084,B,A,-86.53743075349892,132.09417642987725,D,D,60.45302234703562,D,5.846156538620887,D,1
Married,E,C,108.9114009299711,-32.83591251022019,87.61694815477594,81.2632063909908,A,D,-70.13354904142375,35.72888862596885,D,C,63.60748755246644,E,110.42402143646568,B,0
Married,A,A,67.89045769367308,20.801086831509505,36.566006227806824,113.04945207913258,C,A,-22.024338971555103,114.70371297527733,D,A,-130.73327578746265,D,41.365992079381044,C,1
Widowed,B,B,-15.582713204502156,-33.19104085434146,-41.3145361322947,45.617872233321926,D,D,-68.69760009415887,-36.79918494199766,D,A,-63.863572366176015,C,-73.16754721718256,E,1
Widowed,D,D,-12.491148975015626,18.89320915991156,-19.874029439451963,-44.50015488516815,C,E,-9.960952352361765,61.791382250542604,D,A,129.13132942317046,A,-13.958502335755613,A,0
Widowed,E,E,122.68305331548002,76.6706000030756,139.2161141243015,-34.98255764365075,A,A,132.33937232755042,-46.42481637024484,C,D,-57.98143055636131,E,22.711664937857115,B,0
Divorced,A,D,14.966009079776624,44.725051156281495,16.613517279508535,87.79596836102222,E,E,13.028041000592156,-51.30567562407828,C,B,-112.27995294106319,B,117.6615405052684,C,1
Married,C,E,73.87316021494787,-262.3039384426332,-183.79210822026874,-7.257361558138359,C,D,-28.097292560690445,163.82598163102546,C,E,-52.6499841355221,A,15.475577305146102,C,0
Single,A,E,164.92639019559562,-45.7890983696636,-1.135608969044039,-66.31780864884598,B,A,-302.12527660036466,94.28774384181068,B,A,-50.372684393181736,C,16.790303673411238,A,0
Married,A,C,-13.105445920773084,-169.05451142580466,-6.5886254729225335,40.802695712806184,E,B,-218.67769814608894,209.97764702398803,C,A,27.69717442268098,B,-46.17452702205348,C,0
Divorced,B,D,-37.354523992371604,-73.58537925721475,-193.43730110082598,-0.6586542427211198,E,C,79.79963663726406,2.48859216945083,E,B,-111.60000665775682,E,-60.84838405594858,C,1
Widowed,D,C,-131.84954784204658,69.54419231068785,63.58823184719912,-188.26106589163803,D,E,2.3872494822004726,72.29032158209799,C,A,-217.13500248144632,E,60.866262517348645,B,1
Widowed,E,D,39.616404829753655,-3.621355180087335,-132.18866014357965,131.54626677169205,C,B,47.59217902781808,81.37852083538537,B,A,-113.74760660294562,B,-42.56827000117113,D,0
Single,B,E,-105.57845226532896,-90.97627638172128,-99.50382646519462,210.04482889808477,A,B,5.549299498415254,-69.61529656974892,A,E,-80.40939041237783,B,-105.81162348722395,B,1
Divorced,B,D,-212.55981956003728,-210.53561672204327,-101.47800368800584,-127.02329763484768,A,E,198.91767781770434,3.045397438610209,A,A,46.24128369633361,A,-91.71459162025445,A,0
Widowed,D,E,67.49275181821314,-93.52302647546725,120.037562546404,-99.87327943910006,C,C,37.265108423287096,-73.12893693991253,D,E,-54.10761344558773,C,26.733240912011308,D,1
Divorced,C,E,-111.16172643930933,-40.971084693766855,35.714815125627226,-61.1165936132185,C,A,17.010609438610167,130.35596057365657,C,E,267.2854348411947,A,27.487552728987442,B,0
Widowed,D,D,55.53905781128644,14.900923987279727,42.9084397880008,4.813252444362377,D,E,-31.8581654687345,45.95737412483123,C,A,-160.08130481354988,E,-149.0099872708987,D,0
Widowed,D,A,146.80516840585506,-183.0826729339946,-109.21335593429706,-73.12028112642835,C,C,-34.59468168762454,-114.23755026517937,B,A,46.13716918078213,E,-85.71379552502732,E,1
Widowed,A,B,-92.72398160162741,16.52811670291283,-139.57849176852463,32.89351890359115,D,E,-75.66227085281014,6.4232933196760875,D,D,145.34194401755997,A,138.22403152259182,E,0
Widowed,B,C,45.311587530292464,187.90559003729447,-122.34854417179413,50.94631313921535,A,B,75.26848486600399,38.92852706605017,A,A,-30.990244483048322,E,-40.631144663970744,B,0
Married,E,D,45.17245438926707,53.936843424113356,-139.30846789512017,77.36877316220829,D,B,-35.05036057153356,-53.135603416313415,E,E,-13.8479645722223,C,57.25452689590868,C,1
Divorced,E,E,-103.51995049129788,24.235871843461776,41.22541840753259,176.25661516787164,D,C,101.65843947924958,-27.01787038504183,B,D,33.41029351930696,C,-17.46889753550996,E,0
Divorced,B,B,-30.968833531788793,98.22856125793056,62.91333605869958,136.3273811270782,E,E,-247.5896952467797,75.98031132176146,A,A,26.255445016771294,C,-50.62628648072142,E,1
Widowed,D,C,-26.30229703300575,141.00422156509006,6.74306467092168,103.29183036798173,E,A,-6.550620613337467,111.20569462944732,A,A,27.857709119957537,A,66.89159032999625,D,0
Divorced,B,E,160.92943943102154,0.8235201738915309,-38.8980555659434,13.277938092546298,E,E,166.3688702281551,34.4568909954646,B,A,-88.28162590336656,B,26.137149630356436,C,0
Single,A,B,100.35066349351955,-126.15474813341882,23.993479893862048,-103.11980292950116,A,C,64.68531245588571,-25.172163873907476,A,C,81.26926294804755,D,-192.7282598602844,B,1
Widowed,D,B,22.90469110241406,195.22162988798263,-99.70778934678064,23.83092346284919,A,B,213.32574252128532,-100.69610676324743,E,E,-33.58580308509638,B,65.46379133866897,A,0
Widowed,D,C,48.26644660736726,184.83208864134522,-72.38308464374362,209.52706278840262,C,E,-105.57114811535311,66.00071012966423,A,B,43.00162187798835,E,10.117233760014553,E,0
Single,A,C,91.76289465620995,154.05448606427785,66.0470130669927,23.35441925045563,D,E,165.65279574906288,-204.31750151910543,E,E,59.40106405762147,E,113.08881918618737,C,1
Widowed,D,B,38.760396853378346,-65.65397449900388,187.99681367406944,68.46470123167904,D,B,58.54662487001702,-88.17179283739908,C,C,5.105328779880672,C,145.39655808363835,B,1
Single,D,E,-7.522792151850164,14.988362309856146,-24.985415254458147,81.55191591823736,B,A,10.169078489095998,31.967742958000837,A,E,67.94738190799711,B,76.86291354425761,E,0
Single,D,C,49.10564379360151,37.931016341235946,70.80767142837531,-40.87466522605755,C,C,-59.41052653200581,-12.455168633890509,B,B,57.929925283184105,B,-7.145270284331688,A,1
Widowed,E,A,63.777581066599176,67.53555969777557,15.510053353264333,-266.74149341646273,E,E,-68.55326954581459,-103.38691507065998,E,A,-134.56560368642803,A,-173.48121704543453,E,0
Married,A,C,11.564925014188212,-119.68955436515884,126.2155563088813,78.80286401376063,E,D,76.51367086899236,-144.74470203790244,D,D,-63.525512717754154,B,-60.90316444315849,E,0
Divorced,B,A,-31.26003574535427,71.73274643608214,-74.89580854670268,101.82961429538233,B,E,-61.828604368069406,170.8337930837566,A,B,-22.863209172742778,C,-3.4594696652638457,B,0
Married,C,A,-142.86063876027197,10.130754127981588,-9.587016536339542,-106.35100735778869,C,E,-230.08828570476973,-115.46218855801105,E,C,-108.3595614686753,C,-12.205170378020942,D,0
Divorced,D,B,-42.855085885867965,43.28698333045565,8.41859468373122,-83.11648028433801,C,C,94.6021676652084,163.57234394781787,E,D,11.132636944501945,B,-90.85612581491156,C,1
Single,C,D,67.26008397244743,50.56856796116905,185.87084250206655,110.37963466595247,D,E,-127.18755291163424,7.982594151225306,C,B,145.45895072828455,C,16.195640012858075,C,1
Divorced,C,A,52.799488601066294,-94.23209409061758,13.390239550373783,-179.3155753519328,C,C,90.38751325007924,-82.41562437831767,E,E,198.49445498428818,B,92.30833717491636,D,1
Divorced,C,E,-24.924551393477223,-153.72391770970847,106.64766137237072,-68.33551899111093,E,A,16.16624595165021,71.91254099670799,A,E,-144.85672445009178,A,47.95994586932529,A,0
Widowed,E,E,91.66310840898629,-94.83889892277885,-8.306882945632935,68.80302170936102,A,C,203.2337509352474,71.57326263789247,B,B,64.76502621242321,A,-7.419796100700232,C,0
Divorced,D,B,-26.551021099479165,-74.67111488276063,-42.14754882616518,17.021629158844878,B,B,18.84000824259763,72.98308315711537,E,A,8.427615671802291,A,-149.61095398063424,A,1
Divorced,D,A,2.7960430592456937,-195.07336598832202,9.098183396682128,55.73433639298088,D,E,59.77324774141969,-10.903134198236632,D,C,-91.24642955698354,D,59.436429887111984,A,0
Widowed,B,C,-135.41445414082278,169.9817075486194,115.18419792057315,-36.267560732819675,C,D,-32.38793720472469,95.65425124233624,B,E,58.37225128297566,D,46.42661767537287,C,0
Single,D,D,-51.21549276532436,-76.57464012799711,20.426085073471956,-96.32088484558133,A,D,-9.222272277826463,-26.593182859220533,B,E,49.41639502667495,B,39.44289764258862,B,0
Married,D,C,57.10333894141986,88.18752614489254,-121.4548013536799,13.280521832325705,C,E,153.6937001539927,9.558127252126647,B,D,126.22398902911722,B,-74.25880900957536,E,0
Divorced,B,A,79.33454118283993,89.34829203537345,2.388827368930674,107.36570725218596,D,C,74.70832757455979,80.09615409198622,E,C,-50.537344437722766,B,6.606500754134832,C,1
Widowed,D,C,-71.99531742822629,7.381795867267693,-42.97532757045593,-57.49535287570146,A,B,-38.67046944580322,-194.74499801401913,E,A,0.6828927696145697,A,244.44172568765615,B,1
Divorced,B,B,31.338136280630696,22.37520381935315,-109.76172876439601,123.1542642909711,E,A,16.025950618558905,35.05295528625885,C,E,131.455869026965,C,-6.238172466561314,D,0
Divorced,B,E,-168.12694127346654,118.08174352994669,125.74008129613465,-24.074056968039343,A,E,-112.66195670487133,28.209887414020727,D,D,68.34663550736477,A,-45.07631211524015,C,0
Single,C,B,74.32384684686436,234.06655138619973,21.98551310681302,142.91434753404434,A,E,23.706421307321847,170.0450750314326,C,E,58.37873800862947,A,-31.727911317818915,C,0
Single,D,A,55.88692483310464,-210.0171325679722,232.522856547389,-63.894257394228184,B,B,-150.474429121415,-8.556961698521649,D,A,-11.978647403154241,A,196.14129320187507,E,0
Single,B,C,174.3441870219024,-106.30380376249018,-57.27693508671031,-109.95276316096381,E,C,15.081245846605293,201.5087277574004,D,C,-110.4518497113306,A,-116.5381605630857,B,0
Divorced,C,B,216.06362148771137,149.32777573494883,160.6070166592483,87.11227082364348,B,A,-132.29599080313486,-40.80439495573649,E,C,-26.25396785451929,E,63.217047489656984,E,0
Single,C,B,-11.129027390713055,-17.37343172300798,-53.94424972812253,95.65793582208227,C,B,247.22531444245413,-106.37913162835567,E,B,-126.7547072696036,B,-90.65386613702908,B,0
Single,C,E,-88.02979196012227,73.61496738858386,-65.30740077713197,4.697789107319457,C,E,113.92131932773322,-43.85533638136644,C,A,-23.991835275756877,A,-27.911164056138887,C,0
Single,C,C,147.7965487775271,-90.06615894377634,-40.42523033242645,-94.64963858597582,D,B,-270.25180579530314,-99.70865839777076,E,E,-81.75847357214217,B,31.808378391559984,B,0
Divorced,C,B,174.91476932217788,9.865685861943389,-43.556146046017666,-33.29679130694113,C,C,1.9244465930946513,46.82456184005475,C,C,-85.17761557140368,D,97.63136992694812,C,0
Married,E,D,-102.91965027460353,267.71406731863544,82.62737516629718,96.26759965229176,A,B,75.37831543806564,34.63319225062587,C,B,-150.77927810308069,A,-107.65491573719754,D,0
Single,C,D,-224.0388137955701,49.920128540907356,1.4667878087196387,19.16230806083942,B,A,-64.63940666168315,45.60873922481428,C,E,-175.35369452543634,A,-30.441242418480147,B,1
Divorced,C,A,-16.372437543238274,7.480657693189162,-5.241736266160395,41.95698356143829,D,E,51.281022051766854,81.56239390254487,A,B,59.19576385757137,A,104.96750981423301,C,0
Divorced,D,C,78.99135192717598,-114.26263329435207,101.75038221014461,-155.3482648365908,A,E,-1.3383078707522502,49.271464410936545,D,A,64.97694968917152,B,-29.368558051198757,C,0
Divorced,B,B,126.06768707924499,-46.132749756530636,7.826508596018593,106.10920532039219,D,E,140.25849359150288,-52.76689994825395,A,C,12.230349655843845,A,103.1758141816494,D,1
Widowed,D,D,9.05732278886978,21.672793010835885,5.895512841729015,123.85687872907545,D,E,32.278896440106166,-44.45487114528026,A,A,-4.6414911912319905,C,61.86935352817351,A,0
Divorced,B,E,-0.0953308603452975,-78.93973338140756,125.43621386738212,40.98934510532071,B,A,-180.11837391090205,29.643740186268342,E,D,-48.4714916982656,D,348.7827055955026,C,0
Divorced,D,E,168.93828273648742,117.2181792977666,30.127851572768797,1.8496162621246888,C,C,128.83755446870083,-54.765799239663636,C,E,191.50959002847094,E,-130.35741227485056,C,0
Married,B,C,-188.20876620539508,72.00806860733476,-9.092260239149565,137.42228597283065,C,E,-97.3809265467215,241.54686402821613,D,D,55.23121003888257,B,165.45201892447523,A,1
Married,C,D,87.31536610690368,25.98270280969007,52.94791892771579,-169.78514204087065,A,A,-58.64057853638449,135.08420015597252,A,D,-105.74758739381605,E,239.09756574324734,C,0
Widowed,B,B,-40.472672414157124,-180.41577916659725,55.296407592917696,81.73188598203643,A,E,-65.2892497832756,182.85611759103315,B,B,-131.92355730381152,B,-139.97507203902268,A,1
Widowed,A,E,10.585838431641847,-54.677146938778876,-48.2804535527696,140.9677439642104,C,E,-17.191424775915625,82.62562983381336,C,B,-114.18119722437909,B,-69.91642439086854,B,0
Single,A,E,10.317361933895514,10.50750752110097,0.12989755962179014,88.30458380390114,A,D,150.99866869953348,156.12867154557995,B,B,-15.895253206062213,D,16.509194470542774,A,1
Single,D,D,22.91221168029824,-27.634494426047635,-27.472334195313003,110.81633214829449,C,B,-91.93895850659037,54.8186341201493,A,D,110.56826563106831,D,-125.90627450592436,C,1
Single,B,C,180.62325227864056,34.24472260417225,-153.41045428749317,11.759566907280492,D,E,-43.14819957386243,133.97764059180338,A,D,-76.17414010258713,A,-139.31255133223624,D,1
Widowed,C,C,146.11238641929748,-97.94594576629595,-101.71850964919041,-29.95567487255444,E,D,-15.458671496088169,-52.29861973935085,E,B,98.72155855976361,D,0.5620960060477118,C,1
Divorced,B,B,-167.7059632970593,-0.6979086113344299,-120.57052269454955,-71.69001138359626,A,E,-19.711953334192227,-33.04202777137297,C,B,-39.4874767214412,C,48.9705208712847,C,0
Married,C,E,107.850957924918,-115.55560976674599,-0.2137471489777311,46.933400382039245,B,B,-67.16557840886829,38.17384985050945,C,D,26.06081451753767,D,18.317244328954235,E,0
Married,C,C,120.68463276180994,-11.039428421816087,-43.85707631173685,46.95059137176133,A,B,-5.16235347495697,-32.283820040778785,C,B,43.12637287357519,B,-59.12050330274901,C,0
Divorced,C,B,4.360550821790461,-175.88053924836223,67.63362507635271,75.48113827578345,D,D,45.98187888117417,22.71628158734523,D,E,249.1180120222055,C,226.21054948426695,A,1
Married,B,A,-4.2449904194873005,-30.069953891339914,-145.4977431221717,-191.24739986393442,D,D,-8.464487981640483,-135.66074029564496,C,E,-7.227629541438726,B,20.15798073183314,D,1
Single,B,E,-127.72766691469432,10.136021563361346,-104.1394295985739,-95.3612675512349,D,B,265.5168183079659,202.2017794428215,C,E,-7.715359494770486,B,-162.47315594915239,D,1
Divorced,D,C,7.791881741810307,-127.25793156114682,109.60483627789452,95.31207084976731,D,C,28.967142929129874,-47.94442049405929,E,E,-29.92354796145815,C,-46.59450169264394,A,0
Divorced,C,B,239.09458331282187,-72.87230843774695,-2.3005772942381033,37.64159940530346,E,B,233.49962599847714,-1.167025644005797,A,B,208.08669414952692,B,29.73564648866505,D,0
Married,C,A,70.08106381407785,304.53797037408583,-107.10341014830584,142.22485059030623,B,C,30.06646414598745,-174.4135551825058,C,A,-247.8406103875023,A,51.549253428512266,B,1
Married,E,A,-44.52815857698352,52.938278445748374,107.9375217242067,70.7382514003046,E,C,167.3615508790801,93.7614422632577,C,A,9.413643919373293,B,-215.80540805939754,C,1
Single,D,C,25.376083275401857,-31.173478925699253,152.4877791738198,43.88356881156872,E,B,35.40404479357763,-62.19981494461083,E,D,29.25794897145909,A,3.9604432585453084,C,1
Divorced,C,A,-107.28430583264301,-39.67182180629215,60.21137376170217,0.8077258217984143,B,A,-116.60500466305284,25.831138968541428,E,E,118.37717393378473,D,91.27950392887092,B,1
Single,E,E,25.973463423883626,-61.26990097626489,-342.05532638886547,20.724573046184172,B,C,249.38586922992116,-131.2884881686623,B,B,26.59613067650512,A,-24.46278705360487,E,0
Divorced,B,B,-165.0462114098739,-101.74092785837023,-31.793984340069965,106.51118493064958,E,B,28.52733299733346,71.45996018225904,C,C,55.53976491037723,D,-40.40997813634692,B,0
Divorced,A,D,-27.424056952283948,-68.91934314515208,-77.24916314635992,177.54165890017057,D,E,146.90173169486818,160.59437697989728,A,C,211.95256450918376,A,-24.407731118966772,C,1
Single,D,A,-3.4210716870652123,-65.4934777300564,-71.68915478513073,-36.5070002006666,C,C,97.35580045616103,18.547753288147018,A,B,-23.314629085576133,E,140.06712902843446,D,1
Divorced,B,A,-124.16754754917636,-26.150871424363665,125.7076924588451,-34.502648373781994,B,E,102.33578894599052,-122.93442506493095,C,D,-62.84423041635907,E,109.80135263882529,E,1
Widowed,A,C,66.62361413033119,-163.17208288129717,-90.39211131144691,53.0353053810679,B,C,-138.6777524684486,-26.8959289710064,C,E,32.28640178255643,C,-83.95010826435374,D,0
Married,B,E,59.926875970319436,-73.53766250660662,-98.13690356330447,69.62366454287083,B,E,39.128495319196155,-147.75593523798537,D,E,10.57193360403727,C,-62.598993053418226,A,0
Married,C,C,44.7636611000592,-32.41381630859187,71.04306962711544,45.912789908646324,C,A,32.57410906060159,-19.327757032744387,A,C,-12.653116591558799,A,-73.38107276508146,E,0
Divorced,E,E,-120.01235469443729,4.569042462731103,-69.3235974861523,-168.00088512198496,E,D,-44.234351964417826,-138.259743480531,B,C,110.73258560715125,A,-220.41924428989495,A,0
Divorced,D,A,-60.858263975676095,-95.73869821099807,97.14683886932303,28.763666429155954,D,B,36.63529242399638,48.090429925878425,B,B,-55.95716666471401,E,134.42031516016664,C,0
Married,A,D,72.59247772924888,11.04883443265256,92.01907025840453,43.61074217109741,E,E,166.799595236009,90.01989329040211,A,A,-42.133898714213416,C,11.623684720296831,A,1
Married,E,A,131.0399911688973,-198.8007458211306,156.72140798946987,-60.143435523028124,A,C,149.69497243333814,-32.131708267793556,C,D,3.4892056191590957,A,-29.396103808769915,B,0
Single,A,E,113.6258753178761,-81.35580545018453,-76.37055604039074,29.994371424726545,C,B,60.138550977516815,298.63720234012703,D,E,41.995700543041615,A,76.12356372396776,E,0
Divorced,B,E,123.01282833277587,-191.74272375787896,168.13388865320934,5.901399305845421,D,D,58.82469295448072,-78.57951451701366,C,C,63.526323440350296,C,-56.914627242377094,C,0
Single,B,C,-64.20901158821759,132.35069790626434,-3.72636137554204,34.255310238020456,B,B,-12.399497473078707,-199.54496430477383,A,A,47.51192207386424,C,56.45538833302406,C,0
Married,A,C,-88.90861668851178,89.98631216987431,60.20508987630645,54.58040463847379,E,C,-65.53011758560491,47.23509789029202,A,E,197.8626274898554,E,-88.86712267906218,A,0
