SEX,military,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
M,Non-Veteran,China,A,B,82.8316231533196,90.36759177840933,-51.44810168382947,B,C,141.5466666679471,17.229346042007386,B,-176.92956671789128,C,202.1760998180775,A,-72.69241634284754,-167.32357418780435,-59.09314674530315,91.44369437712847,1
Female,Veteran,Other,D,E,61.322194522150575,-63.541535181886644,-128.0725007650742,A,C,109.01894668580836,-48.841434148677315,D,76.55221676258896,B,41.218092394108865,D,135.76983932044902,-30.478750667875843,-11.386034938889015,31.82603966048551,1
M,Veteran,US,A,E,-110.6471887823171,132.7712538224658,18.15256660680132,C,B,87.1586666535147,-17.694608989189174,E,-26.429314135789173,B,-183.90795600732113,A,-30.79688112808492,43.23745642061672,-68.20078172756885,188.34289131594258,1
Female,Veteran,Mexico,A,C,-30.47797449771578,59.90893048282179,-200.79106031347692,A,D,-23.404784347323393,69.37140323367447,D,-266.9419087264559,C,91.28115296613463,E,-117.68425927080712,61.33931348687651,-262.74857105901077,-153.4607377739132,1
Other,Veteran,Mexico,E,C,157.8384698663304,80.59465658538151,-2.7244620500779955,B,E,-156.75752590586026,93.05515788978823,C,-63.7871423664914,E,119.11410526427267,B,-180.502075777529,-17.643592229097937,-72.81556155687308,-39.481859377441445,1
Male,Non-Veteran,US,E,E,87.44747755539063,77.08138380633918,-72.91227747339,A,B,204.0725976774054,188.10727184952557,E,-120.62930555885356,C,-0.33161946501582407,C,228.39359345324178,121.53665459675747,-58.83698505091053,-41.35176542194404,0
F,Non-Veteran,UK,D,C,-41.38902681125282,68.72136226615712,48.82538442068597,E,E,-24.233648494402136,27.077194452964186,E,185.05481658991363,D,75.78901402984629,A,-81.86719406568449,-116.66838159209625,101.9970273327327,-1.0425039756001524,0
Non-binary,Yes,China,E,C,-42.29077878936587,233.04945571667352,129.39309045550817,E,A,-153.6017506419939,47.811335475307274,B,-8.611530969962272,D,100.27651852816068,E,-86.11449293705195,118.8373184021274,158.38237521959365,37.429576861347364,0
Male,No,Other,C,A,-14.684026638061631,90.32664934090899,102.54795920219078,E,A,148.90275647681764,-66.55436836514232,C,31.249742979667914,A,-130.91829504637693,D,90.58308611285196,-151.91390504564134,-74.67445889449834,-93.56470780184775,0
F,No,UK,C,B,-73.09960714166257,24.86501607246646,-38.44691637025352,B,D,4.962481891711722,43.134901800658305,E,-195.76626965807452,D,-21.895290957784457,D,117.21148095163989,48.12591667531842,87.04961301306777,98.97557071668193,0
F,Veteran,India,B,E,-105.82749330076138,74.15161624334026,-24.452597629263984,A,A,39.30441870485243,-90.42556366918444,C,102.05183023038393,A,53.82674289036269,C,88.80911532483023,-71.8671163132354,100.43327468430022,-51.74136619383189,1
Male,Veteran,Other,B,C,6.443949476567461,44.55084342381514,-58.64709226256398,B,E,95.89746334070183,-49.12521703825262,E,120.51527707995116,E,56.76525524717817,B,169.2815797349256,-282.9269988436979,-14.548221726964705,-157.1746317857314,0
Male,No,India,C,C,-115.76478203013897,-108.58559741217148,81.82429203382436,C,C,48.52703355247687,-21.352491614787244,B,146.19466636120126,D,120.77913072125585,D,-200.00506025619504,-36.33673727168046,-69.44655925223256,40.859281279635255,1
F,Veteran,China,D,B,60.77955852381387,38.76431267684007,36.578151379926474,A,B,122.91478442521888,152.70819178698957,C,-94.06287406564654,E,-10.919785709487769,B,-152.4491486396044,19.717623775196184,111.06811339984006,-144.8659741715613,0
Other,Yes,Germany,B,D,-133.83955567293881,-83.63898930575814,96.32337175372417,C,E,-188.58712471095595,-39.20405290598915,B,-29.22025166023928,E,-142.35161518966805,C,85.03864912416267,103.7234393069612,-23.497534532779216,30.562291129382963,1
Male,No,US,E,E,152.75197242911764,136.75592492208824,-28.910349134754004,B,A,125.10107385599383,-88.99048233301563,E,100.56923033885717,D,-160.8205500253392,E,248.69428504154348,28.22012381461857,-118.34732296355091,-97.95882562530717,0
Male,Veteran,Other,B,D,155.39036013648965,165.75324600313564,-44.6934697765982,E,D,-80.94272745574962,9.028066202206968,C,150.60260763181336,E,-1.8567497903962176,D,60.698061622720445,13.808867304119882,-74.12272134732956,119.41008603389254,1
Female,Non-Veteran,Mexico,A,D,70.72469487540998,5.555434360490661,-91.70230054471651,E,B,-36.84783111909461,-85.28458987980166,A,119.98382966170999,D,-71.59318385223534,C,-131.19803654545012,156.21626231531812,92.96734938937863,102.7058489840814,0
Non-binary,Non-Veteran,China,A,B,-24.570564938875638,-29.189040249913038,-29.728073613502794,C,A,-129.88235289997004,35.051446417900294,C,-60.52453526354302,B,-71.2848253681352,A,-21.911354183156618,-40.55371396205009,27.468677510633178,-87.33752269799288,1
F,Yes,India,E,C,92.02967657700559,81.53487245358563,-90.3494793791416,B,D,86.1729158490934,32.74508426309818,A,1.0067492314861681,A,23.82011511899496,A,-66.3028192455915,-123.436109270021,53.33315187963136,138.87161917708914,0
Male,Non-Veteran,US,D,B,106.37358332258242,59.26821703850006,25.32674058300821,B,E,-160.7747275551556,144.1650707992555,C,-126.65760883205164,A,12.630196456145262,B,161.39336211049994,-69.68429586844947,136.63124439593324,2.647996628475221,0
Other,Yes,Mexico,E,D,-23.10443637538898,180.23558909381967,147.2352280842461,E,C,0.09014497013205364,-6.55658784010351,C,111.7299682046659,D,-6.284426027479458,E,25.77661388955975,-215.17140201620273,159.7292657443688,97.86570039590966,0
Female,No,China,B,A,-23.31278426816771,-193.02501944932254,-198.55528671839835,D,D,82.96073161949504,221.16579201538974,C,-61.43669145494872,A,-40.98607653453648,D,-193.89776051289124,-1.729962103023387,31.006733649514956,27.55833731251994,0
Female,Non-Veteran,Brazil,D,D,-28.68422562212953,-105.50504154887399,19.370439061559942,C,A,-247.64904394456778,39.929656464924726,D,16.319342405062596,A,-121.24218468438426,C,99.15384562647228,-55.98382369709144,34.54600335188635,48.67895376242695,1
F,Non-Veteran,Other,A,D,7.689559890519214,-104.6704796075313,202.8437292548551,C,C,50.375743959531384,-111.4442913110057,E,-45.783659824800225,B,69.20489687072588,B,-105.4706718668333,-30.379177642861794,-327.90055315321734,-2.393289935017026,1
Male,Veteran,Brazil,C,B,79.6796456457135,140.3147338398581,110.98508208262106,E,E,69.76471868112083,114.0085517276192,D,61.64822070082682,A,-60.676348765221135,A,-111.53305782812366,12.318443930471524,-162.26235713461216,114.43618574556875,0
Non-binary,Veteran,Mexico,B,C,181.92447842698755,80.54064679057015,195.98665725479748,A,A,163.53131006696535,-40.06047385077727,C,-49.27519960385365,E,66.07369379289771,A,-102.33664377241429,-281.44654505299917,83.91480416218856,-51.902149457476746,0
F,No,India,C,B,43.88421092029931,-94.71650421472727,-104.50409326404856,E,B,107.77693161020348,155.0984420005328,A,-50.26644281675433,B,177.60845006912888,C,-69.69617436273397,-58.6111142592338,-51.873157862230165,-108.57536611217604,1
M,Non-Veteran,China,E,B,242.17993991629925,81.19069464578897,204.23878634758444,D,B,191.42904943904276,-59.451054073208965,A,-23.264143998969214,D,197.3752202309557,B,115.55721220773871,38.39973351968363,-30.528414688548146,84.50339399027494,1
Non-binary,Yes,Germany,A,A,-19.68604130009335,-146.09225352010765,-59.44695411455415,D,E,136.6043304397813,85.19635987787422,C,183.4620636579705,A,-188.1581763383517,B,3.9636205034649055,38.26373277137194,-126.69425377869669,78.76810713970602,0
Non-binary,No,UK,A,D,8.006969300545547,19.69104637612564,91.12439536244155,D,C,37.38616476677269,-58.893650004192764,C,-137.23293203089727,C,79.97056865753149,E,244.9878908017765,160.27202069100858,-50.16613450584977,47.64060835888313,1
Non-binary,Veteran,China,D,B,-149.6108865408691,149.74589414846153,19.289590881521264,A,C,43.18070819543935,10.786294753406546,A,-49.81165318297058,C,-14.197052164317148,C,-5.669139192994168,44.949664254158826,48.895977274694175,108.40306968324829,0
M,Veteran,UK,B,A,-140.5843637510821,30.44312008292814,-123.19001990364251,B,A,-11.6662311716075,4.743198254074759,D,-46.79999016307827,D,-108.06476801173848,A,-82.37556105438387,66.05012839488145,103.35421337883189,88.39093873932116,1
F,No,Mexico,E,A,-84.33399090891926,92.41736734182768,-155.9196649141835,C,B,-21.34561678889851,39.06863575537305,C,-123.79426715841335,D,19.625737462827246,B,-13.095362349234016,-82.82192639709601,6.375930901365064,-68.61051055256061,1
F,No,Mexico,B,B,32.98108820804924,-33.766168637460275,165.33871984233573,E,D,-54.07899301511332,75.66784846877464,C,87.99412169922822,E,-75.04053593981126,A,48.899990403804,55.89233076132665,0.7323387368275794,-63.37363581793234,1
M,Non-Veteran,UK,C,B,44.556371836325134,-1.1151553201470406,20.66779657189623,C,A,-143.52741117195657,-47.35399756502012,D,46.4761196291437,D,-61.15567918874167,C,-18.237502914504173,145.1999343865019,-24.68146632289231,-49.59998988519524,0
Male,Veteran,India,D,C,-58.62015562184114,153.61743789817888,-115.53250600835476,E,C,-13.034461052414054,78.92233261155206,A,44.870170217001906,B,126.30816013230948,A,-56.75444200892017,-144.11697900464824,-199.50503825127964,-36.541722858080774,1
Non-binary,Veteran,Other,D,A,-60.09103398661865,-35.337425960527355,28.574136665095214,B,E,55.565105958629545,-67.58647374757768,A,-100.23392872935798,A,193.56091733851315,A,57.59997456762081,43.39114541941687,26.959096164896856,119.18197860911768,0
Male,Yes,India,B,C,-149.4729720837424,-175.304239646987,5.211085365861004,A,B,13.558289067419812,-2.6469752265337925,C,-57.18529306590151,E,150.9315842614832,C,-113.8855049166622,1.940712755336096,-38.29342653675837,19.043953297327676,0
Other,Non-Veteran,China,A,A,9.172653834440016,136.67182090487015,104.22184419050251,B,E,-75.73167008410685,-107.24491744789577,D,-62.328776364490245,D,-106.68683979932163,E,-72.17021652149263,-31.78688313109017,-60.6453966979995,7.268281019792163,0
Male,Non-Veteran,Brazil,E,E,26.823431200737296,-74.30292766809902,34.090420001623336,D,A,27.23431664404509,195.45491168362486,B,-237.115066249283,E,19.984913008940314,E,-108.58032764388781,-40.2037407438114,124.5230930818277,-156.79707303817355,0
M,Non-Veteran,Brazil,E,B,-52.998172141991674,-82.32865800434823,118.19900873545967,C,A,-34.803100936123435,117.59654826978682,E,-2.750504953360657,D,75.97818612641831,B,-142.82131829767997,70.05325388407334,77.11053929557427,46.76314866854705,1
Non-binary,Veteran,India,C,D,43.26820314000878,-57.71747223196893,107.70237922993064,B,B,-183.98798368345876,15.247176787473176,D,94.60384153067469,E,-83.01795388242283,E,77.9526902706756,-24.081493261445033,127.0420766183737,-40.816743880387676,0
Male,Veteran,UK,A,D,-51.64533583331426,85.02524700861672,26.28168031304499,C,C,-79.16310560479576,-74.95156743700443,E,-182.55158002962543,E,-53.924283422417815,C,-65.92059991404719,-97.92042504788708,-40.8337553462474,-56.18131220138599,1
Female,Non-Veteran,UK,D,C,-154.7859964837186,30.782575542445766,-96.28140052495749,D,C,45.98505745674831,182.64374961630483,B,91.57981029785685,B,-61.90752076984565,B,10.63650660180771,67.1109317612374,-148.8905605352012,213.42947656841855,0
Male,Veteran,Other,E,B,206.5107369573902,78.1861851415502,-159.95207660541314,E,C,-86.20931570599532,-39.49363065566247,C,210.87357925879058,D,-12.870373700583043,B,-144.01793147802664,44.29737944339454,-19.55374598687891,20.11505458549933,0
Other,Veteran,Mexico,D,A,18.900854877966964,174.1352066615844,-92.92648892568577,E,E,102.96915159323036,174.36083282190958,B,92.8739536132931,E,21.938539309527748,B,-116.45759637693574,48.86014063065488,3.362708633576604,79.36980279990414,1
M,No,UK,D,B,-248.99350108485473,32.40732703097802,-79.82831628861395,D,C,-133.43019443197628,83.31313356314692,E,43.11263793124551,A,92.23662549602119,B,-68.5778565144452,-11.296128502892104,3.952724861700517,-3.781037795253666,0
Male,Yes,Mexico,D,D,63.273261487891496,-67.11130501320089,116.7170027082896,A,B,-45.56620148660594,33.614157333174184,B,0.33197610882816575,B,-110.18268734889793,A,-69.56568751648034,23.837455335172393,22.378314698201812,-68.4844034428142,1
M,Veteran,Mexico,C,A,12.230289416661542,-59.62072206312542,193.87799791358233,E,C,18.164370019209123,-109.8431248889577,D,-154.99234672638647,E,-8.484049770052062,C,-90.32595954152126,125.6837192001623,-5.3825337443768,-253.30246852397616,0
Female,Yes,Germany,B,E,102.13201992869378,-56.52369542369778,-153.97838056295697,C,A,-67.3862169053735,-139.55506841986568,D,-252.8945438661172,A,149.63833864386044,D,-108.14195920640242,-7.405640064322625,37.8854849721746,-76.3127975074195,1
Female,Non-Veteran,Brazil,B,E,-34.905709792085474,0.8664516621268532,-160.04071221378214,B,D,-122.21729002090645,5.933575879792945,D,58.83446044564541,D,48.454313658668035,B,-80.65621318574073,-224.40296288234384,92.36041143775292,26.800949982679406,1
M,Non-Veteran,US,E,C,-114.79205134781243,-39.359148760566185,-38.94660943322788,C,D,-28.553375182048235,-115.95734185757193,A,-124.03995654694636,B,-120.22450039875632,E,38.18685687721426,-4.926509683259284,-40.1815664606268,-40.80108283764051,1
F,No,Brazil,C,D,-136.1595057985066,105.15994992554465,26.874110613597352,A,A,-68.52579297319701,-112.28803182619642,D,-106.14663208710833,E,21.5501534322276,B,-32.9480440209846,-17.034445124851754,-229.45574596543133,-27.652875448241154,1
F,Non-Veteran,China,C,C,-47.08200550476656,51.89326235209606,38.972532634643265,A,C,-59.355500887592264,-134.88080889636487,C,139.63432396260174,A,-7.642525381390591,A,-260.04674931557753,30.284088010165593,-65.71506495107712,36.33840147583809,1
Other,Yes,US,D,D,-161.28351283798972,-353.11676729590806,41.32361503599663,B,B,121.6983104589529,105.94867925598098,D,124.34319694529943,D,-29.96836934406669,A,-161.73229202200275,-245.15478217372606,-47.54743157918836,27.531289189420256,1
Male,Yes,UK,C,C,47.05914445854925,-95.38377677088367,-18.84132583693228,D,A,96.03404169377428,-125.10852621814482,B,155.93766725791002,E,74.25881907473104,A,-12.729910111706394,110.72854833939007,-73.85518695075486,-98.18689248689736,0
M,Non-Veteran,UK,B,E,29.541429906176603,-162.78619372737197,-48.83261993514921,C,D,61.34318873774196,-265.1264004908335,A,184.7343577605879,C,21.19208869053902,E,61.25079571791758,15.004409925795912,-115.03871483697168,133.90311150849004,0
Male,Veteran,China,C,B,75.08556947796991,-60.09925457991982,-114.61474608437689,B,B,-97.28438835148455,61.45352546464753,E,-30.004366010704725,C,70.13447674599244,B,-22.427324367136887,160.94071625191407,-19.3217692851717,104.68725302797918,0
Male,Yes,US,E,A,52.93748153368665,-51.29655818280602,56.326571792887826,C,B,-68.29615266432589,55.056690776564764,A,2.6698500788674293,A,-77.27514009723636,B,-61.31363776887461,-99.51019561080007,-39.98230316446974,-143.35505186322507,1
Female,Yes,UK,B,C,-200.13511979726638,52.207701135241265,100.68010201930511,A,C,12.584889320741507,111.6983734248007,D,-33.84128312054509,E,116.8610617255765,C,-37.06295904507759,79.7529686923129,-163.4241660377308,-57.0166097562463,1
F,Veteran,India,C,D,80.81406031505897,173.56216201240647,-1.5072470259466413,E,E,-29.610596146432673,1.8846353953431747,D,-88.74096421506013,C,-35.39036476043408,D,58.68977412699845,54.78828843999519,1.200324682309286,-86.30135232894779,0
F,Yes,Mexico,A,A,-133.06593241257661,77.94788485937707,-139.16306353909786,B,A,-26.873293724924117,35.466571696643214,D,317.9007161417755,A,26.96549761352613,E,-79.11516048606543,165.14942318549376,24.36375082555092,55.97209370921301,1
Male,Non-Veteran,Other,C,C,14.633141727558584,-61.85986661010908,16.510891272041874,A,E,30.223598344258985,-22.36092050264422,A,100.78467608673465,E,188.465890494675,D,96.04635787758434,16.186211368770863,-132.08995680750078,-26.42214966643273,0
Other,Veteran,India,D,B,-72.55496957672723,-32.72368670739177,-28.91622667165763,A,B,-22.543484409021875,-136.39245951113145,B,59.69162229957967,B,-137.35935792207766,A,-12.213212196225049,121.47564004035993,123.29629735549258,-125.70593680332732,1
F,Yes,Mexico,C,B,212.14151619192495,38.4153453407056,15.182461579064736,B,A,-29.46943405494077,-184.14652996080116,A,133.37920353126893,A,10.607343839148589,A,35.301359519217655,149.71831949733982,-163.41820108746373,151.6539995213477,0
Male,Non-Veteran,Mexico,B,E,35.165607672372865,-12.094049078639914,52.793063547197505,A,A,141.12106271159118,133.5634211976383,C,27.547248123860086,B,-10.410664911631,B,-59.96248240170987,31.959962533762305,-126.71353847390196,39.3949178629258,1
Non-binary,No,India,B,A,15.474691216027129,15.569920979944063,112.48783616446542,B,B,-57.96357918115101,-234.43139737146618,E,94.36579867462898,B,91.28424087277823,B,-194.95571513594652,-35.51984607430708,-151.17598134628406,90.34459269068519,0
M,Yes,China,B,E,64.85270002757161,-76.18093798606932,-26.591994115088806,C,D,16.564551822271348,41.532131428082124,E,-171.74590224604825,C,-61.71372120465498,A,183.88190514661142,-7.9424569308334885,107.14507442370117,-181.08316738496376,1
Male,No,China,C,B,11.476581677410776,110.28065747223808,-22.400983574664803,A,D,138.24429632088,53.657474378611646,B,172.29185483471647,C,55.239594562258254,D,-32.281775804025145,69.14053411146685,-25.639716055607042,25.895219112407542,1
M,Veteran,Mexico,B,A,-121.79405519801534,10.058480316574157,29.854787871266502,A,A,-45.683577071306196,120.0868175592235,A,47.16439240621355,A,10.332992488521603,C,-10.306130968943569,81.29856660463098,-29.614313601234265,-82.2019563317367,0
F,No,China,C,A,-164.56657012073634,67.31770524377802,-47.60968927011125,E,C,-24.43874680656744,-190.6672644921094,A,38.81203088086612,A,78.43690484949299,E,16.177241639810703,-51.526826350212254,-43.26637189226831,-90.14815692175088,1
F,Veteran,Brazil,D,A,122.79921090270905,27.567264289028813,41.0470185838372,C,D,96.8077004695256,-63.57073483054643,C,-243.9424212994274,A,-31.754926878274116,C,4.670879356777608,42.10024125418544,-22.71970323572021,-29.772057846483797,0
F,Non-Veteran,UK,A,B,4.483240034695176,-38.886210788506844,-64.03056149769341,A,D,16.643432027739507,24.65830088668152,E,-149.2017488563304,C,-84.75580839498022,D,142.87713094197287,2.851904171039516,-45.428834144867636,148.50334837524292,1
M,No,Germany,D,D,14.543521505850615,-63.15471765653472,153.42591731274604,B,B,-276.6405310709615,-192.61846119948072,B,135.06030828460214,B,52.95119711943174,D,-1.273071541701591,-148.52646642764117,128.579770871453,-166.47727138754522,0
F,Yes,UK,B,B,-5.817762304362496,109.97401126489723,-5.723509138838226,B,A,29.382123600997794,25.386614406908848,A,-33.02744659096031,E,8.336237362525436,C,-24.69020416485086,166.93021013906076,38.38098890887891,90.55522438656203,1
Male,Veteran,UK,A,A,-137.7709867800698,35.33325266492465,15.078485990044864,D,E,-49.32776150719524,33.17498290456016,E,-84.13909826815136,B,120.4653418070817,E,-105.98675494022518,107.93523701366641,-215.23989323696276,-30.493857930564587,1
F,Veteran,China,C,A,-76.7583980942804,-12.262711638157008,86.58315551205351,C,D,125.26690100120481,-40.962806589612995,B,-62.992817188655124,A,-157.8095988269804,C,131.29187180085967,0.010902491505460578,-294.0631534537038,47.80595953541214,1
Female,Non-Veteran,Mexico,E,A,9.027703316698076,-42.96352587780783,-196.81673537378234,D,E,56.00966671261294,35.821567523315615,E,-45.85321180632912,E,-62.322051264500814,D,132.3143716615165,12.844715448299748,23.991601349966302,76.41804341868551,0
M,Non-Veteran,Mexico,A,B,28.84529853962965,-110.72874937978561,101.51383369238687,A,A,-64.735749588175,166.7967234488416,A,66.56930471479583,B,-68.51016220242586,E,-90.20925481819432,-116.58805066583464,75.22496110178247,69.10058913799891,1
Other,Veteran,Brazil,C,C,-116.45415076740542,-82.8309209084094,-53.64643969954959,E,E,-78.87283056753044,-101.47307499108298,C,-49.58483704463124,C,-227.126855433702,E,26.914298901179613,-209.9031074061084,0.7899455675274695,147.95095815488747,1
Male,Non-Veteran,China,C,B,-135.31985771490315,-140.64458404958663,53.02286011548675,E,B,-51.77330979495488,193.68117954152265,B,-46.35726839303514,B,30.438495330161537,B,-33.35698588753733,94.52724226281535,71.74671573273018,106.1145756302381,0
M,Yes,China,E,B,152.731941174716,-59.6752650884174,80.59971488800053,E,A,54.49004306596586,5.797620946001033,B,-99.00258319330591,D,28.412873715170978,A,85.06527217317195,-6.303237326718849,264.1234883937283,-104.67751632823712,1
Other,Veteran,India,D,A,6.559255303619789,-85.66836603747694,7.318410465258619,B,D,-129.31681630170314,-62.1275232189839,B,-56.3185842831268,B,-206.16257437106987,B,-96.16644648804545,187.0113541360742,48.12089544279275,101.866926877551,0
Non-binary,Non-Veteran,Other,B,C,-74.155557304472,-130.32593443707944,-3.5626242118505838,E,B,-87.16283650420932,92.64061838806742,E,76.15826651308522,B,-40.80316495302467,B,-49.07457482165748,39.23779420062363,100.39103253979206,113.16036295835241,1
Non-binary,Veteran,Germany,B,B,17.210688123920924,-125.93271793052949,-49.11587218764711,A,E,-235.73658327994838,57.56746544471659,C,-25.270010335317217,C,23.312716481693172,A,35.29547317271987,13.586972360710162,105.62201327403405,-152.78406654524838,1
M,Yes,Mexico,A,B,-18.093277365564393,-123.8555593947572,-123.45139918975985,B,B,100.46878364524056,1.8561557896025993,E,-35.023211161674546,D,-45.175031724083745,D,-134.67434939335584,-18.723709829361155,103.59873235470704,12.494999648731413,1
F,Non-Veteran,India,C,C,-20.09093999504106,1.5220607598066997,70.20824603856771,B,B,14.277715706111213,-18.804120397690752,E,-132.8420604890838,A,-72.53737692445112,B,90.17083845770324,-35.01990310402935,147.1670513210981,-67.65790690471373,0
Female,Non-Veteran,US,D,E,-202.02176696308305,-75.34126189362226,39.00109583392413,A,E,-135.02892919707799,-29.20039241605401,D,-54.64141056573211,E,-75.84771085110003,E,-15.374695738826667,73.58028027492324,104.35843277032606,-132.49197827105553,1
Male,Yes,Other,B,E,-228.8417965356979,-222.89098322817304,-229.7605067060678,A,A,5.216280555537792,-26.62789941801769,E,193.97426491437466,B,45.86564813294544,B,47.79752588982316,-82.78323351892242,-172.80948611753956,-237.79706514966227,1
Female,No,Other,A,E,211.88276738482128,80.5367382445512,25.42719785327805,A,E,-107.57649079431486,281.33114056031616,D,-37.250378269766756,E,-82.73207817751684,A,11.14744809852304,-17.701057857935396,170.42779016107056,189.85449775120446,0
Male,Veteran,Brazil,B,B,17.601070109626715,45.5212691047788,-100.12924690431582,D,A,-49.851601155387264,-95.5902725795617,E,-4.926046340328765,A,26.960476712952136,C,-47.15944228444292,-68.66486362992669,-80.50054836491243,-209.17656917934244,0
Non-binary,Yes,India,D,B,68.08205464096659,145.27092349380874,-108.90232165255718,A,A,-65.06170999467801,149.34817263648344,D,-148.36259824769897,B,-189.87903893867562,A,-65.74107277968476,106.1493768184283,-103.67107062186956,115.60798642886867,0
Female,Non-Veteran,Brazil,C,B,-21.56177478892212,76.10604390833612,-53.29786706393853,B,E,91.4340933783718,24.748704978347238,E,-18.38721392076985,D,98.24592634094876,B,-8.812538401588213,114.8684257211124,-80.14422263022273,18.207460535501365,1
F,Non-Veteran,Mexico,D,A,-36.196855136997485,52.55787767674895,16.05429524512188,E,C,66.5475891179272,-126.8982210625327,B,27.951038415274216,B,-60.75227159824333,B,-80.16182678913445,94.34657074093255,37.6777509179081,143.050795559286,1
F,Non-Veteran,US,C,E,61.19096901638063,-35.73106924905702,-122.30131462132934,B,D,-0.5120293566422869,-0.14839292274617918,B,173.59209859599628,B,81.63222926908654,B,-94.29867210944113,-132.66884175868327,-64.00130307258011,-32.35313924075016,0
Female,No,Brazil,B,B,96.44769034432697,115.85142751156732,74.8265001483419,B,D,29.217012433785357,244.38058069498666,B,-138.6600545295189,B,-139.80579222708022,B,55.609092836420395,-26.891128248040978,121.25749999652515,28.872177118776364,0
Female,Yes,Mexico,A,D,99.39157756378727,-116.83912060790817,86.34811310676953,E,B,169.65962908712834,-39.17912924957097,E,42.39272745341328,B,-195.713609525377,D,91.92899528601006,203.01450984874324,54.47284542046421,-98.15560271923826,1
Male,Yes,UK,B,B,185.8466512126066,79.38642768569476,-77.51161159966846,B,D,-17.105949959013753,-27.986681859164687,E,62.86055270920361,D,-57.60124979924559,D,-55.09173910901396,-175.03664719291072,-29.175557583376545,118.27380375748686,1
Male,Yes,Brazil,B,C,-26.988677703151875,122.05039320620992,-46.598642144613464,C,D,-36.31759948571679,-94.31258917592386,C,-20.249060437322456,C,-72.47506124796364,D,123.03733785673279,112.61127996588269,119.08715021381744,28.775807507500296,1
Female,Veteran,US,A,D,-60.801292506317694,-95.67375582682924,-130.78400648768002,E,C,-59.032593384095556,-27.094465392737572,A,-66.79263285827356,B,-24.95481918999893,B,121.62135143078932,11.70865889484544,-23.299273385850416,40.48213672754134,0
Female,Non-Veteran,China,A,B,-54.49649229655994,129.63326474561657,27.088787010168225,A,B,-50.61753026493218,13.509619434988137,B,-5.5021173092443965,D,-271.94822835985775,E,30.03552258997255,-128.04124155172357,87.03452011702647,-71.06380489269219,1
Other,No,Germany,E,C,131.3217188263492,-23.26289729006688,128.56362393603763,D,D,96.98928951551329,-91.64676443767543,E,-8.972745221497581,E,-179.92852464993473,A,148.52386990351852,-141.765852295532,-142.9098813316559,-101.14849377387509,1
M,Yes,Germany,E,D,10.016515882872255,-208.13822344241592,-13.42705613957109,C,B,-63.773002213895616,318.328553485531,E,-51.902273905429865,C,125.05761229692862,E,-3.560841536175092,-99.46185413564714,-38.02466158845725,163.74895650682714,0
