sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,B,-82.2027550128973,22.79995916933214,76.86014757060205,C,0
Bisexual,A,21.902440998669398,152.55546500984045,58.24773300905118,D,1
Bisexual,B,61.11284509985463,-90.8658511674072,-179.35355096955428,D,1
Bisexual,A,-9.39053521489625,-10.806253390254145,91.82994987002692,B,1
Heterosexual,A,50.21683193011922,-97.99953000092137,88.38819244404108,D,1
Other,B,-123.4155015661232,92.52333634474047,308.81714451750383,B,1
Heterosexual,D,-138.06142241100366,-33.328303050086454,93.22701051022904,E,0
Homosexual,C,56.12275595166503,-59.95931740342571,-179.10510524329263,A,0
Homosexual,E,-70.58726854125375,35.97015434634264,178.5936010615802,A,1
Homosexual,D,52.41840409480659,-21.2681078200158,-292.075990927099,C,1
Bisexual,E,43.22326709536822,-44.07324955831654,-52.21178117464845,E,0
Other,E,42.32027045315928,-40.99071056162186,84.77926408600112,A,1
Bisexual,E,-5.317078084723736,34.713420672847356,62.434793280682875,A,0
Heterosexual,A,139.00907890634946,-128.7006694320921,-86.06416887734231,D,1
Homosexual,D,8.979005882136585,-70.3784264160875,51.274083743208486,E,1
Homosexual,D,-62.85629474672606,101.97824201886847,-27.096765390024146,A,0
Heterosexual,B,87.29233474984908,143.43020261776726,-61.84516735483916,D,1
Other,D,39.84864932776828,-35.84385184326878,-47.78770038215064,B,1
Bisexual,E,68.76055328978292,10.334738588327069,-157.7383251603342,E,1
Homosexual,D,-51.40660543491104,-136.5326178401336,92.61704943998814,B,1
Other,C,-90.85728348752072,75.48118867229724,4.900864501358988,E,0
Other,A,97.56363234472254,-145.06567149540965,-176.27644171585015,E,1
Bisexual,B,106.29290114997352,225.38764160143603,90.80570488933019,C,1
Heterosexual,B,-99.69438495822492,19.940026919849576,-100.11483061628219,C,1
Homosexual,C,85.24998362025605,52.329938434881264,58.67165049806643,E,1
Other,A,15.822944432644844,1.8083307195885148,0.4155490219039337,C,1
Heterosexual,C,-90.8033366031381,133.265002901678,180.48093838243457,E,1
Heterosexual,D,-109.64550783811279,-138.52037373557374,28.798276535989064,E,1
Heterosexual,A,8.30542057650588,-7.428904176183612,-14.382705093962997,A,0
Heterosexual,D,30.450207603841744,15.661932504356752,109.70612306357104,A,0
Homosexual,D,116.9281812456251,-157.52228058126946,113.26225004396251,D,1
Homosexual,D,45.64319490792768,175.48111049922886,76.53579296132212,E,1
Other,A,138.75843233489502,104.28933076669028,-1.1422920303936763,A,1
Homosexual,A,-38.03941153390072,-34.0303515150203,96.82896368104419,B,0
Heterosexual,A,43.309540340697616,-83.21504930230668,-71.35625394504194,B,0
Heterosexual,B,76.13109031319655,-22.323743611141957,-16.849009451903772,A,1
Bisexual,E,-76.41502331545476,88.02550498007442,50.45790193344436,A,0
Heterosexual,E,91.06249949444741,52.94555387418147,-12.178299783194314,C,1
Homosexual,E,-112.17998430889347,43.49729812237936,-194.7403303450529,A,0
Bisexual,A,54.3115750363331,156.97389729649169,-148.3831719149656,E,1
Other,A,28.89524297792917,-21.51016361325254,-135.8376830157347,A,1
Other,C,-38.9562520568778,95.35735542230232,-76.68052305986323,A,1
Heterosexual,D,2.0592959776614803,47.291876724466924,-80.36938902476672,D,0
Heterosexual,C,-33.061686968809326,-111.95544506146288,-2.2166989545012847,B,1
Bisexual,E,13.163689816159543,14.506060760092382,114.45593344647197,C,0
Bisexual,C,-2.788662829642716,101.36149202953624,-51.5859912250491,C,1
Homosexual,D,160.79941815331148,-141.20192240374888,21.197231151756043,A,0
Homosexual,A,-0.4917137438759825,58.180077749373105,-246.81820881707975,C,0
Homosexual,B,34.34608931482509,-69.71216282449487,-116.37888600733719,A,1
Heterosexual,B,-57.3187135599891,45.9392728679405,-14.935794896774683,C,1
Homosexual,D,96.48234722208385,-151.02610811224125,49.4775290645036,C,0
Other,D,-99.2000789724883,-37.74515593487404,-76.67602624590528,C,0
Bisexual,E,-11.301709689478807,39.60649027544499,305.7045890906751,C,1
Bisexual,A,-69.09402517551835,39.66395380970585,-21.451061892663752,C,1
Bisexual,A,-106.49685880994066,134.73974805288995,10.773805466635965,B,1
Other,C,-115.19182823542783,38.50747025589224,69.58967361859371,A,1
Other,B,-7.579604140408319,-70.41103677887418,34.081642231373735,A,1
Bisexual,A,68.56138982692035,-25.608278437219578,-21.85361527746238,E,1
Other,D,197.15423513604082,84.9931649702496,-47.910523705074,B,1
Bisexual,E,-46.355678172041394,36.514966898843134,-131.18694421135024,E,1
Heterosexual,E,74.39155558687756,177.04795135148143,-94.7540347976802,D,1
Other,E,8.210228832540578,-31.33984848128875,-182.05102098386314,D,1
Homosexual,E,-28.348990102955852,61.56245785620054,-8.456693266320285,E,1
Heterosexual,E,-98.8992369432303,59.71787643805718,-132.05889552956162,E,0
Heterosexual,B,90.14674617829606,-69.96856034417416,160.41239410229036,C,0
Bisexual,B,141.35398479852003,102.56307242572143,-36.221136215555255,C,0
Bisexual,D,180.17540908416535,-79.62738732398569,-46.43632576224407,C,1
Homosexual,A,-114.81401451004128,-70.85141431568749,-25.286094412333544,A,1
Homosexual,B,-116.5494939000399,132.01117097095823,-12.923137156603568,D,1
Bisexual,A,133.7230763530148,-18.533062621291794,50.627836669680484,A,1
Other,E,-125.23465433697451,-62.512288139268236,-77.60181698604424,C,1
Homosexual,C,41.65767064490845,-16.034913689404142,5.614631372797568,B,1
Homosexual,B,-27.76205533162676,145.12710022846593,-122.49588050006268,A,1
Other,E,-118.86703034360787,151.7141953877974,143.2255114677764,D,0
Bisexual,E,121.11724215367401,139.53043059809988,70.36485908029908,D,1
Bisexual,E,-43.38588823237913,143.25741210556328,-29.137979722191936,C,1
Heterosexual,A,-130.37551429308522,-61.23381914073537,67.15841116338535,D,0
Homosexual,D,35.95965806734186,-72.3540572540907,-155.19195577294516,B,0
Bisexual,B,-157.46571554533776,65.44688795615836,80.78334055507966,B,0
Homosexual,D,-76.48584723395435,-56.87267237876031,-107.37974795466472,C,1
Heterosexual,E,-86.75597033217753,-173.39932027799284,-36.136921139589646,C,1
Heterosexual,B,-90.35956752817482,-57.960695918851435,113.07650630910851,D,0
Homosexual,D,53.564873099347665,97.02544902497114,112.05795350382533,B,1
Heterosexual,A,-108.7953570768833,4.441633924113505,-14.156256656926258,B,1
Heterosexual,C,-77.19909734056873,1.137768314824101,-28.51106926149727,B,1
Bisexual,C,-78.64779520451457,115.2530038649462,66.79010874825943,C,1
Homosexual,D,-50.77739851544425,-114.5340140485987,-39.806327098717226,E,0
Bisexual,E,-34.54000304412864,-66.08992074561027,145.03911819649363,D,0
Other,B,159.4588951317563,-13.858199661103733,28.056922111317935,B,1
Homosexual,B,16.570248712289352,13.397686796836267,-199.73517611611675,B,0
Bisexual,C,54.09071598773586,55.43390768146749,-193.21139816908922,A,1
Bisexual,D,1.2286752290217802,104.8971985007032,-12.765841484168211,E,0
Homosexual,C,133.43779614267234,-59.44682098845714,-79.27004103768239,A,0
Other,A,-158.87405267825847,-98.53945089524079,-36.55492666847307,E,0
Bisexual,C,-60.87953135500057,56.59867987673485,53.429424087673674,B,1
Bisexual,A,-205.13193214807987,14.775316240294456,-91.73731723019141,A,0
Homosexual,A,-31.91561693727671,2.7481240113396788,-88.09452183060034,C,1
Other,B,-18.89199471904414,-2.726906242241588,60.36588917137809,D,0
Heterosexual,E,221.58596442684657,-39.735886982253604,-63.05408344896626,E,1
Homosexual,B,-93.52239907609096,90.87196694187631,-120.11513187982754,E,1
Bisexual,E,28.702493784082346,179.81513341900214,51.66076847171291,C,0
Bisexual,C,137.33707164878993,77.81561010128144,11.652327449468789,E,0
Bisexual,E,54.34003183209262,-71.60077120923502,101.82701820987015,A,1
Other,C,-37.31745736395487,-20.76568646819811,205.87511552998274,C,1
Other,D,57.61538492952562,-38.45189094005359,29.429559497057344,C,0
Heterosexual,E,-134.35020098564328,-139.65682710631557,107.15544540052836,E,0
Bisexual,A,51.55890616700115,29.446572946711086,193.32665114241442,B,0
Heterosexual,D,74.62341035069217,-12.839498901259777,84.71898760226823,B,0
Other,D,-73.02905242793463,-161.9161292318195,-99.07402791842046,E,1
Homosexual,D,-93.01711919910544,-38.35479168939329,50.62945721844325,E,1
Homosexual,B,17.18471732940116,124.41134372547336,150.71200773157452,E,1
Homosexual,A,-85.5035616800879,-7.434221407442075,-38.07389442368076,E,0
Homosexual,A,-78.15319851684534,-85.68276359348135,-17.39144036848754,D,1
Bisexual,E,110.49735821538329,26.678129862530554,172.90634229459522,E,1
Heterosexual,D,29.326677997803102,65.59712841767796,-217.50107182486732,C,0
Heterosexual,A,74.05038468799633,64.19451641271921,20.45150706420406,E,1
Bisexual,D,-129.73662747001896,-46.869498681823956,-56.08787807392894,D,0
Heterosexual,D,-25.668763773235305,19.86348485830885,-59.22340879558901,B,0
Homosexual,A,-157.73096271931627,-23.79331360562383,226.42965103303,E,1
Other,E,219.18613411088842,-128.29262738537344,122.87083047356937,B,1
Homosexual,C,-280.3837699556732,222.08526456212672,17.701556106552914,D,0
Homosexual,D,165.89206192341854,36.6042143688808,-8.335385776256038,A,0
Heterosexual,A,15.927951396041912,151.48797217568725,-72.79966694965215,E,1
Homosexual,A,93.38252434011862,23.1625483750098,-126.04631038784369,B,1
Homosexual,E,-95.30088010442923,98.43732901414509,35.25543322104202,A,1
Bisexual,E,66.82128375132928,114.8927439717875,95.27563401270058,B,0
Other,B,-41.14327192478592,-29.493324205829186,15.68352741535382,A,1
Homosexual,D,-276.54990837747386,123.40848492917222,33.10089198286322,C,0
Homosexual,D,35.334619774743466,181.81408286430957,-193.86400448790152,A,1
Heterosexual,C,28.735191555872646,48.87990953375898,-6.3836212067903855,C,0
Homosexual,C,149.92556356490786,-59.49816932859376,28.672391396555813,E,0
Other,D,111.31311589077761,-147.1977859283348,86.07673493793874,B,1
Other,E,-72.76573510747772,-11.510907613578324,76.07045471054705,E,0
Other,B,36.15323713628899,99.17803647216793,-61.249437702893196,A,0
Bisexual,E,83.70005628015394,-58.52384938164733,-130.77117566274217,C,0
Bisexual,D,-16.79304878164345,-57.162045476567904,73.12948943835741,D,0
Heterosexual,B,-7.76684450032209,-110.99502993336614,-92.32829269269031,B,0
Homosexual,B,89.69713901439943,41.50027345334807,77.15214853851226,A,0
Homosexual,A,38.31951179969901,56.38160820052314,-78.73737919759749,E,0
Heterosexual,D,125.14698912192918,-85.39608016635837,-284.6374182749916,C,1
Other,D,-13.040909873105313,15.720487983339112,-54.530873376005516,B,1
Other,E,56.08317785588629,104.18494140900985,-15.819593559257964,B,1
Heterosexual,B,125.79113890591177,20.43773381580022,-113.24099425382532,C,0
Heterosexual,E,132.43580192314957,53.96245346105574,43.54822991901954,E,1
Other,A,94.71214668887886,-109.58093376789799,17.210719862950047,C,1
Bisexual,B,4.3394379470185855,1.3053356515591286,98.63879690102121,D,0
Homosexual,C,-22.913192782380463,5.082815434829619,-50.505816312349516,D,1
Heterosexual,C,-40.04841795852425,28.68150026168098,-16.335299947418655,B,1
Other,D,-96.46233434011675,29.266710937620466,-74.6486326429914,B,0
Bisexual,B,44.639453725820836,-9.185199603424262,-153.8670537445644,C,0
Homosexual,D,31.260661913807162,182.2203686273976,19.3190661552914,E,1
Homosexual,D,20.528705509137065,-40.395795807590105,-67.70115261237132,C,1
Bisexual,E,32.31907705261109,-129.21460166717353,73.91341420936462,D,0
Homosexual,D,-69.86727037491019,67.04012339872911,17.69634026398942,B,1
Other,A,53.849068780577745,59.10682625833428,162.8204122007447,E,1
Heterosexual,E,93.57872982862668,-178.5125168030276,-24.188664387839857,C,1
Heterosexual,D,116.25668574069601,93.45214336000065,150.26689331114213,D,0
Heterosexual,A,-43.62669122251365,-77.72003650071086,133.4349999850096,A,1
Bisexual,A,-44.40729764607745,39.02177104442844,-172.31830896302048,A,0
Heterosexual,B,-148.78132510927918,161.9525355641883,91.8048475387606,E,1
Other,B,-70.60930684469939,26.263183781640514,-172.6577207446752,A,1
Other,B,-48.383642027585324,-4.610595060215192,-79.66277624487627,A,1
Other,D,71.28971566960533,118.83270153957277,-11.85493512964831,A,1
Heterosexual,C,146.37110378225773,-125.89114180454773,-84.53165721566769,B,0
Bisexual,E,65.82630725956226,3.6452069493798436,-59.1227913025613,B,1
Bisexual,D,-13.682016033051427,-13.715174677780828,-130.24341364929802,E,0
Other,B,-75.73972372324783,-108.01104175631295,-66.22565533357164,D,1
Bisexual,E,77.01169743163348,-178.69475691765788,214.87035850730138,C,1
Homosexual,A,17.562359046990956,30.81995860127998,-108.30152238026425,D,0
Homosexual,C,92.6400095336309,207.70220358482385,-70.79932442725342,C,1
Heterosexual,E,161.22913749562684,-48.78766921509336,-213.19870684057344,C,1
Homosexual,E,-14.972515533173572,159.5596809740342,129.1078276833008,B,1
Homosexual,A,23.771330168015805,116.85220540601915,-138.61936322779079,A,0
Other,B,-48.891920825365176,-14.397348215196434,106.7602173250419,D,0
Homosexual,D,97.57431646324383,156.13718736274615,76.42835535624536,A,0
Homosexual,A,-93.77688909200933,47.960676943128455,-28.79168678405367,E,1
Bisexual,E,66.88070855180413,-63.32617072877738,-63.52865092857917,A,0
Bisexual,A,108.99154771106916,3.39754200348972,125.21325474826108,B,1
Bisexual,B,61.55776983883361,17.864883840384817,-48.78879349632781,C,0
Other,C,-112.48180076490645,-48.626187739170156,-49.72610217195127,A,1
Homosexual,D,44.75623681663998,36.16006329484901,-105.5623058303247,B,1
Bisexual,D,17.39000052083694,-121.68334492418458,47.422177190981856,A,1
Bisexual,E,34.200972037692054,4.451298171810215,87.84402166931972,E,0
Homosexual,D,-33.44169513071723,-9.223113087020362,-62.77030775611462,A,0
Other,E,89.203128585938,73.17778155484072,77.5546782458864,A,0
Heterosexual,E,-37.916871789229916,-73.7853538476189,233.24917039216905,D,1
Heterosexual,E,-102.94004465421271,-121.49271523312099,110.7423869602971,A,1
Heterosexual,A,-0.020172791049979415,3.7762282807012992,81.5997299551625,D,0
Homosexual,A,21.539378742717457,-79.60702136359359,89.67494853983139,E,0
Homosexual,C,5.3390359436072865,-37.921004593940374,-48.66224350203715,C,1
Other,E,-135.45426141900236,-177.99181571363866,70.49150435687838,B,0
Other,A,24.73284510127089,40.10928324187199,52.04087747856898,C,1
Other,B,93.41016072533252,56.94181288494595,-21.765438209292775,A,0
Homosexual,C,-129.49531494942528,53.3228688782869,36.38825710398919,A,0
Homosexual,D,-170.0650516816775,104.94383881344098,187.24666477640707,B,1
Heterosexual,E,-90.53657794658182,95.07194099818949,-80.59325420336494,B,0
Bisexual,C,172.69454948472043,75.09551402291343,81.79380966713617,B,0
Bisexual,E,3.97266630051896,135.32267611887494,-29.854546393996202,C,0
Heterosexual,C,-194.35176697516437,-77.68567597493438,-61.37431707273272,B,0
Homosexual,D,-40.72306987838212,-41.840363395868394,-64.32217462570677,E,0
Bisexual,E,15.290904316858903,22.04315673558927,-65.4029763332311,C,1
Other,E,-171.50489670680435,66.09398611551684,111.62724859567012,E,0
Homosexual,B,-0.1441742157729628,18.635689306946198,71.43127177475031,C,1
Heterosexual,B,16.14458568947659,55.245078857556926,-36.70240743234578,E,1
Heterosexual,B,120.17014235176833,9.82083867888965,-118.40337546645614,D,0
Bisexual,B,-26.012290044167724,118.26259409579461,-123.81754594466194,A,0
Bisexual,C,20.976146694633034,-45.79152164792591,160.2785490695299,E,1
Bisexual,C,8.685221845642928,-40.83726393477071,-0.9511314821917647,D,1
Other,C,-77.28074565280828,37.13403777001358,23.401088797254506,A,0
Homosexual,C,12.244904464125028,-28.15853158811204,-18.269702428343777,B,0
Homosexual,B,3.9483426748358017,-20.95812415911599,70.91267158932251,A,0
Bisexual,D,-59.79202875312044,-92.25962212119515,-26.616338335039323,D,1
Heterosexual,D,96.45992319469254,43.61390154367895,-45.73867725156547,A,1
Homosexual,D,-21.828605956143324,13.072555573332071,-30.31218378383405,E,0
Other,D,-90.7967273047035,-0.05392834604111166,-57.621310108580715,A,1
Heterosexual,A,-66.61384164247154,80.18574616282515,43.87454810242446,E,0
Bisexual,E,104.5315739613657,114.33428366587451,182.0907762212673,A,1
Homosexual,D,23.14399760991605,-145.81204761816616,-57.36223285176166,A,0
Homosexual,E,-2.260126324939388,60.510123404082435,-88.29581412095384,C,1
Bisexual,B,5.346768730845322,62.04204092558734,126.03630402058292,D,1
Bisexual,C,-73.80708696118654,-4.510744894895261,156.36813735552687,A,1
Homosexual,D,215.1728492518099,-60.581460270682705,9.035588319344608,B,0
Heterosexual,A,-160.62964267430107,186.20193804740057,10.822587983657854,D,0
Homosexual,B,6.55210388431271,-47.61314337033661,-49.1004635799324,A,0
Homosexual,B,-2.4373127872787594,76.00314557663296,-27.96773292443046,D,0
Bisexual,D,-107.50364967855015,-104.79608838393916,-39.09860765991492,C,0
Homosexual,C,-26.873192766986676,-4.390868466490859,-92.22613826999122,A,1
Bisexual,D,-130.30788396671255,-4.545345994943893,8.052660964463671,C,1
Other,A,-68.23878854898005,72.05997805269149,-130.27369058371826,D,1
Other,E,-24.100427197935968,32.7021702505903,68.04711254961472,D,0
Heterosexual,B,-40.895151459031695,-14.709079665098182,2.5343896209588688,C,1
Other,B,63.72682296446527,31.213413441078192,-193.39584134836167,E,0
Bisexual,B,-2.847843692620288,-33.75584620796494,34.39115881492149,C,0
Bisexual,A,18.40812045641299,58.62116088357446,-138.7537935555307,B,1
Heterosexual,D,38.83226331785879,8.06516781708119,-123.81931912403539,B,0
Bisexual,A,-44.458484191496254,23.909053947799176,-150.35823162879268,A,1
Other,B,88.87397299433198,3.8495432183710445,101.4835461499989,D,1
Bisexual,C,18.07518279259022,-19.07260759971789,-228.1607062283871,A,0
Homosexual,A,-13.915630113273739,-48.80856780087206,-77.02634820447156,E,1
Homosexual,C,-51.514600458538574,-63.82879907791593,114.14009250774527,E,0
Other,A,80.12150709612128,51.47452726461312,-4.015229751506689,B,1
Bisexual,A,-26.02669726037733,74.61238162552758,22.115099368655468,D,0
Bisexual,E,133.79980430147904,-14.489561869573736,-21.567305956601984,A,0
Other,C,72.9747354104686,-102.56938787638119,54.93690157665269,C,1
Heterosexual,B,44.69791867715956,36.29746934218526,-6.702171680897716,D,1
Bisexual,E,17.54485806159483,-95.82302586886144,-43.457439983777654,A,1
Homosexual,B,150.31179057886595,24.878760862964928,-230.157327623379,D,1
Heterosexual,C,-174.8265946125613,89.94769295617701,249.5842636069917,D,1
Other,C,202.70606966450458,-142.29778984522184,114.84214236600143,D,1
Homosexual,D,-37.96718250555668,72.33215639371386,121.94663440789644,A,1
Homosexual,D,-113.83009972144743,88.50240371499244,-126.6065864341109,E,1
Homosexual,B,-100.65795999769078,25.512105754840558,43.40547777690967,C,1
Homosexual,E,-8.184912361791714,40.79569358680125,-27.820721162677113,A,0
Other,C,-136.23461182880828,-34.891631463806156,-32.25589715158277,B,1
Other,E,-10.90605969414741,56.412884304516865,35.90581617520519,E,0
Heterosexual,B,318.431402412594,82.66908565563456,-89.01720646454035,A,0
Other,D,-41.65787834725183,-92.93901806922062,-83.87348626466543,A,0
Heterosexual,C,4.33357758429912,80.02519557697654,114.36021557614828,D,0
Other,D,-106.76671289166732,-113.96955716664918,87.07967408136479,E,0
Heterosexual,B,6.999514486059513,118.22890468805787,-7.902246040159001,B,1
Heterosexual,E,60.382327782800395,76.61882213104957,-103.59863412458385,C,0
Other,C,-92.19562317633996,59.3408495847504,-90.93341705692119,E,1
Heterosexual,C,50.67750200088026,-76.65234240707893,8.083450288144608,D,1
Heterosexual,B,92.32697137539662,24.526870774871124,19.016478984492473,E,0
Other,C,116.77949643741297,-248.38076138297492,101.0393387563746,C,1
Homosexual,C,-90.27255861779915,-126.78582278811031,112.28885499959691,D,1
Other,A,3.8191532478022245,-73.24559888405517,-16.25803454890579,E,1
Bisexual,B,19.977024923179663,88.66317998424229,110.74125524787597,E,0
Other,C,-0.8149260063460928,105.46308993692544,-22.76216848411185,B,1
Bisexual,B,132.81354314558092,94.32862330005072,11.99532014636879,D,0
Homosexual,B,11.177782604497843,-23.782712782512768,77.70391106886333,E,1
Homosexual,D,-179.53606544604682,-36.27130929882221,14.745839337337124,D,1
Other,C,21.19197226483932,-200.97412956272703,-5.912986337423411,A,1
Homosexual,A,-63.26395055121146,83.02961843534045,111.69334707412102,A,1
Heterosexual,D,-150.66906605146985,17.871170914293142,-117.51589524160579,E,1
Other,D,75.91385380500544,-28.157101542750578,-83.6407912770488,E,1
Bisexual,D,-18.19840383926474,2.9206584868047183,-6.446011112203774,B,0
Other,C,34.29759194067481,-36.43163997005354,-195.94023779141548,A,0
Other,C,232.5528737921142,-117.97103768962296,29.440236684745113,C,0
Bisexual,B,33.00358513859732,68.87348995651074,137.4165826778086,C,0
Bisexual,E,-26.83497723924028,19.664668879389204,31.46530619984955,E,0
Heterosexual,E,-88.13594443252725,-36.462635707682956,23.501897455638844,E,1
Homosexual,A,16.918751357176138,-77.1617974385283,-141.2365548858552,D,0
Other,C,-58.26318297315558,-52.59065886184594,80.18809492001594,C,1
Homosexual,E,-25.05152738555231,15.26879780042342,10.15617188715568,E,0
Bisexual,E,18.977515529231187,4.137072127644728,184.90006610577376,C,0
Homosexual,C,-71.32350098346176,1.9356617319381333,54.656118212272396,E,1
Homosexual,B,-0.07907177793182608,42.36979662033877,15.433993835829495,D,1
Heterosexual,E,-15.954961481382176,-182.81432439424927,-55.41859560208277,B,1
Other,E,-97.95786146940708,25.99066362894098,-90.23284455367158,A,0
Other,C,111.3545190244373,114.17797136648329,216.65289452479732,A,1
Heterosexual,D,111.13580891976518,-208.0632849140009,-117.02372825016558,E,0
Other,B,14.864229428542933,-125.35423198616968,-65.42213937484536,D,1
Heterosexual,C,-52.28589640127851,-65.3746464989656,-39.03688621083513,E,1
Heterosexual,B,115.39103525585215,-31.02133141233342,-122.99235344077783,D,0
Bisexual,D,36.48535278196597,-156.05849758611828,-15.89859954845415,E,0
Heterosexual,D,110.48829129818039,-89.46243764541563,204.35358280042823,A,1
Homosexual,D,-73.63656504188648,-215.31728081289273,76.70739736243729,E,0
Bisexual,A,22.638983124568572,-196.50004933930174,-108.95432187452492,C,0
Bisexual,A,68.78061283878564,-47.472032537869374,-104.59245224010947,B,1
Homosexual,D,-76.19569427916875,138.42670448408919,99.8651295126494,E,1
Homosexual,B,32.53315193941753,123.70717326772682,-58.91042829212655,C,1
Homosexual,B,118.02414643031882,-50.18378076578447,65.54383360190752,B,0
Homosexual,A,127.16436492001849,-134.694215976161,-45.7772073515437,D,1
Other,E,-26.083090532929674,136.91271209028858,63.70326305029826,A,1
Heterosexual,E,215.14394303596256,70.51407274172169,93.48089124905873,A,0
Bisexual,E,-55.130465629866976,161.25807886941044,82.66363139320644,B,0
Bisexual,B,70.81722057890364,-6.760389225850336,87.41030013220427,B,0
Heterosexual,B,29.362619338256273,-116.09163594822027,-79.262631629027,E,0
Homosexual,B,81.6767049805047,-105.9175032245187,-13.652497321061826,D,0
Bisexual,B,114.63684086909893,-125.04494262806311,88.33554084286827,B,0
Other,A,84.76540754867018,-74.667514482123,42.161107687280705,A,1
Other,C,-4.2158259018000654,-36.1656376148687,74.82305162069014,E,0
Other,A,21.90439208448071,39.994496677592025,-58.44009794259946,C,0
Other,A,60.21747110327208,8.934215799155167,-41.4270831400817,D,1
Bisexual,E,16.813764883470068,-51.830734987360735,-12.18885818331783,A,0
Bisexual,A,110.30581524925125,-88.42377425230417,22.229173238926684,D,1
Heterosexual,B,142.8722220882573,-73.8347068196913,8.8900766245619,B,0
Other,C,-204.19170662446908,-16.902976868338275,-58.30888503758283,E,0
Heterosexual,D,-20.371802787981352,-130.85565591955708,-173.13671731959565,B,0
Heterosexual,D,-116.06481364413376,38.88191313090344,-128.53778417559707,B,1
Homosexual,A,-0.25634524190117053,-90.4255069640455,-105.89643515265938,B,0
Other,C,-11.414595297002103,11.898561491643614,-20.713868076529696,E,0
Bisexual,E,-27.890798156075363,14.373157824451816,-26.027004651334263,D,0
Heterosexual,B,96.35338897021252,171.6968892876435,-83.45228986019603,D,0
Bisexual,B,-129.84278883050771,-68.12493150861098,-103.00707503767272,E,0
Heterosexual,D,159.63584827955586,54.11163316902557,-126.11571701935232,E,1
Bisexual,E,4.765819265783873,-226.46869502677868,-55.95878869486066,C,1
Heterosexual,B,-8.262932860531595,-12.727218494571302,33.362613979024985,E,0
Heterosexual,B,-44.76728834961678,57.713304205086224,-143.0674634890829,C,0
Heterosexual,D,108.28551939905782,-21.134274263550378,151.60595480467143,C,1
Bisexual,B,0.030444724110651633,-106.45862023012407,-68.92631420815549,A,1
Other,D,54.336572873517184,54.375215852687234,-65.97017044729165,A,1
Bisexual,A,105.34297594094116,-49.02329149506796,-89.05314987858846,B,1
Other,A,54.64653368805767,-106.03399488529806,-29.905475965044793,E,0
Other,E,72.53032309442848,26.98645841340416,-89.34757810288657,A,0
Bisexual,B,-5.333044758017691,106.99536943462232,-44.273734257973885,D,0
Heterosexual,D,-129.53393909602997,-27.98591821315266,-21.564294381364306,B,0
Heterosexual,B,-33.50920918818922,49.640941159383104,67.53280210793766,B,1
Heterosexual,A,1.3561356198657997,-76.02910052990927,37.3473406346946,E,0
Bisexual,A,130.36996508939296,32.78778448777407,210.56303310499845,A,1
Bisexual,B,-9.373308195340393,98.45817059375159,-27.21506985949548,C,1
Homosexual,A,-81.64297829541115,170.50304209174854,145.85961209816202,E,0
Homosexual,D,62.31148234945324,-195.48600349311013,-173.89306702327045,C,1
Heterosexual,A,6.792778662562481,-145.32666015229665,-39.8407509747118,B,1
Bisexual,C,98.43752982231864,119.99450285338665,-57.068508350489026,D,0
