Race,religious_affiliation,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
African American,Other,36-50,A,B,D,101.8036667571398,B,10.087495456183335,154.0615625577358,E,-10.61318970437508,E,B,C,115.99320979840142,0
Hispanic,Hindu,36-50,D,B,E,-52.040510423189055,A,64.01802360570011,36.486517197198275,A,-2.9822091718017907,E,B,B,-15.461586311117594,0
Asian,Jewish,26-35,C,E,B,47.691340873829105,C,206.30606198163846,-44.335746863496304,E,134.81970719413553,E,C,E,-78.61045935607957,0
White,Other,18-25,D,C,B,-2.7813463308561563,B,156.39351050245756,-5.40289003351008,C,-3.6722678400104116,D,D,E,61.58772473867745,0
African American,Jewish,51-65,A,D,B,-312.5701923179128,D,-207.44725289745466,52.66179790436225,B,85.28315014723773,C,D,C,13.435962936420202,0
White,Buddhist,36-50,C,A,D,-147.70429730210344,A,-105.39772495148353,46.839781545135146,C,-99.81773251472079,A,B,B,-229.80814826213157,0
African American,None,65+,B,E,E,9.17166677594099,D,-11.967917953313226,204.77726078423748,A,127.1853315041994,C,C,E,9.487687216820765,0
Asian,Christian,65+,E,E,A,195.81532731536458,E,146.48300370445767,-33.480887372679355,C,-95.29482739759774,D,A,A,55.938112820005536,1
Asian,Christian,51-65,A,B,E,120.28389332609476,B,35.44640611924902,119.65013790192225,E,-17.798800431468127,B,E,E,2.994171590781812,1
Asian,Muslim,36-50,A,D,A,-94.8068749017319,C,-51.201003025361494,107.02355604668148,A,171.4066175873654,D,E,D,22.74172952728258,1
White,Muslim,36-50,A,C,C,-55.924722013803894,B,-61.14520680236058,-251.97306534373615,E,-176.34462460480293,B,A,D,142.71256050851886,1
Other,Christian,36-50,D,B,B,56.661222068143815,A,-24.30647957651525,86.82031182768276,E,-40.40428655681345,D,C,B,172.01454460515424,0
Other,None,51-65,D,E,A,137.5042137603265,E,45.20385416998407,82.6680260003121,B,37.290386562828076,B,B,E,-18.07788554774622,1
Other,Muslim,26-35,B,D,D,-173.54888898160354,A,87.1841068347745,-8.932353535486799,A,-201.77377917630128,D,B,B,82.61910335691347,0
Other,None,51-65,C,A,B,-6.380487828442451,A,117.98288958166255,295.4415614737229,A,-50.39862811793371,C,E,D,-42.465794359912906,0
White,Jewish,36-50,A,E,C,122.14940955480212,D,7.4101577302620365,218.67600964768283,C,80.76720381929496,D,E,D,47.36875382503861,0
Asian,Hindu,36-50,D,C,C,-78.97723048715332,A,59.10926417227284,-82.23299046493806,B,-4.033195900737766,A,D,A,-63.172368987046966,0
African American,Hindu,18-25,A,D,B,-48.680559174195366,E,122.05281459093835,166.24058057058733,A,-12.265107891291615,A,A,E,-55.576520305473686,0
African American,Buddhist,18-25,C,A,D,2.2995033378552066,C,131.89128451380628,155.9745925495552,B,-26.033099552767858,C,B,D,-45.095994079556604,1
Asian,Buddhist,26-35,C,A,D,-23.75496683131135,E,51.616816594734956,29.410728138359786,A,30.506148583166805,B,B,B,17.32446454188096,1
Hispanic,Hindu,36-50,C,C,A,118.55854162945425,D,31.20604334668091,-22.36329493303601,C,-39.587178685444755,D,C,D,-32.4886070776371,0
Hispanic,None,26-35,C,E,E,60.10300706470454,D,124.01384408932327,-47.72780172718949,B,192.8253759351363,C,D,D,62.71626245498866,0
African American,None,65+,E,D,A,-24.94054331828786,D,122.97156628180528,-40.40502615797557,A,-201.0246015767675,D,A,D,-136.9064983310466,1
White,Christian,36-50,A,C,E,-91.4039097086528,A,-66.12418859369333,-10.785617652763985,A,-140.6832750159339,E,E,C,-173.3952195148698,1
Black,Other,65+,A,B,C,-80.89433697007146,B,-32.908384073182276,80.54522327829511,D,-191.8744162517781,D,C,E,100.9394665582068,0
African American,Christian,26-35,A,E,A,37.49018429623328,B,-169.0735033151556,-54.357312634618474,B,20.005685075890224,D,B,E,81.83194993362832,1
Black,Buddhist,51-65,C,B,D,-76.81565066573553,B,146.62972341822268,-149.99442461170324,A,-24.909989576061935,D,B,B,50.32296875675277,0
White,Muslim,18-25,B,E,E,14.66610267733492,E,97.67003827985015,111.94934394160276,B,12.744391796770941,C,A,E,101.01917787010622,0
Other,Other,26-35,D,B,D,203.34676510553868,D,-101.71153911210551,-82.1924975959171,B,48.69807051261092,C,D,B,-70.55491587290578,0
African American,Other,36-50,C,C,B,-129.29283501505216,A,93.46080148391445,27.137921551836406,C,-19.336110046341183,E,B,E,-15.799002685923805,1
African American,Buddhist,36-50,E,C,D,-36.68115674041672,C,154.8265654238367,-27.63334810531976,E,-47.062908479673794,D,C,D,-22.84900314390631,0
Hispanic,Muslim,36-50,B,A,E,-37.773484209623845,A,-14.1191917077972,65.94030069712893,E,120.48485499781063,E,A,C,-103.42460828984056,1
Asian,Muslim,18-25,E,D,D,23.663248770890064,A,131.35866600108025,98.35407815365708,A,-32.93734319332688,C,D,C,85.83814638110263,0
Black,Christian,18-25,A,A,E,-97.5577049585631,B,57.4017209283212,-38.85115464431063,E,50.58632998739161,C,E,A,19.16291502201067,1
Asian,None,26-35,D,D,E,107.45954810184577,A,-152.0520645580379,-162.60937811580013,B,14.469167533373975,A,D,A,76.7272638783715,0
African American,Jewish,65+,C,E,B,209.24630298586175,B,-57.876083640661946,-41.007156328777015,E,56.64366156270657,D,C,D,-86.25099312234909,1
Hispanic,Other,36-50,A,C,B,-153.4894302592556,D,136.86480170556027,127.59703007577272,C,-60.557337343759876,C,D,E,168.2604261449346,1
Black,None,26-35,D,B,B,154.276933520673,B,-55.9972383720269,23.612023170340617,D,-3.9570748936469426,E,D,C,-22.374901484079874,0
African American,Jewish,36-50,B,E,A,-12.542718631255735,D,-38.21209224217338,45.80771361401425,B,-15.997409759989143,C,B,A,216.55699745174667,1
Hispanic,Christian,51-65,A,C,A,33.37395804397414,A,17.98737261422796,124.95653939015561,D,94.65892840043975,D,B,D,-54.950445329472075,1
White,Hindu,36-50,C,D,B,-14.295331867604968,E,145.4713001336344,-9.405694679680106,C,85.43777874734491,E,D,B,102.00416403805279,1
Asian,Jewish,26-35,E,D,A,98.3616695144138,B,-12.380689970221853,-86.5156681857843,B,124.22679834923743,B,B,C,18.526176972770024,0
Asian,Muslim,18-25,C,D,C,23.22233383950183,B,81.73239677413235,159.323587049238,A,-18.986535424953683,C,D,B,-71.29866300356056,0
Black,Jewish,65+,E,E,D,-48.96613372153503,D,70.18295847447034,191.10421937288962,A,-0.002582096314187525,D,C,D,105.99730966408893,1
Black,Christian,51-65,D,A,C,-60.15505923425819,E,182.51952041296565,75.89479004047321,E,30.678539424085383,A,D,D,-61.15888987659217,0
Hispanic,Muslim,26-35,E,D,E,-129.07512781758226,B,-71.8670150568957,0.6640587321415387,E,-81.26476986462737,D,B,E,-36.49963533775698,0
Black,Other,18-25,E,D,C,-188.7588452963878,A,-119.1265796181646,45.156807564276505,E,-95.17191561370907,B,C,D,-15.024340724798337,1
Other,Hindu,18-25,C,B,A,-11.042108611785553,E,13.502293586753058,56.8985714186457,D,134.4238483733373,A,B,D,-2.242678666770511,0
African American,Other,65+,E,B,E,-180.67147952734018,E,38.52345592761847,-89.12586921908576,A,-70.5673923992387,C,D,B,77.96339487550122,1
White,Buddhist,26-35,E,A,B,104.58531097450098,E,122.6871860007107,-83.66173113273067,D,133.5794518605734,D,C,B,-24.494431142739874,0
Black,Other,65+,C,E,C,110.59642485644888,B,-68.2606079783176,-167.05339872350226,E,-108.85265800540414,D,A,C,-154.91810362137645,0
Hispanic,Other,51-65,D,C,A,131.120241957118,E,15.765273588062476,-84.66742725586518,D,159.12529107203534,A,B,C,-104.27916137264113,0
African American,Jewish,65+,C,A,A,-79.54186852614829,D,65.10957739781384,126.99802456472824,D,-39.532453296181984,B,B,C,-143.64051817708975,1
Other,Jewish,36-50,B,B,B,-245.91754601304737,B,-34.53028424655112,100.0405488243036,A,44.4908286897135,D,D,A,11.20643894976337,0
Other,Jewish,18-25,A,A,B,60.07174173994094,B,58.00268559732255,89.47258100647113,D,256.57268599648125,C,D,E,-248.13689331927642,0
Asian,None,51-65,A,A,C,54.06795266136205,E,-78.0158967710461,146.3859611934241,E,-31.295705345892376,D,E,C,-19.856217970209993,0
African American,Buddhist,36-50,C,E,C,7.298405420570386,A,-52.117437750278796,4.794309138353137,D,-70.00251768759973,D,E,D,-40.73640626538803,0
White,Buddhist,51-65,A,B,D,-46.58196361083882,A,170.49979853440993,82.80572569294843,C,20.722878452578108,A,C,B,100.1647351670402,1
Black,Christian,51-65,B,B,B,-104.20683220874987,C,84.45199328267005,66.79577444404995,C,-34.56204589397564,C,D,A,94.9232987303272,0
Hispanic,Buddhist,26-35,D,A,C,-67.14443001743307,A,-138.39977098451658,126.87221250681387,B,23.170775437804206,A,E,A,77.01376302324034,1
Other,Other,65+,A,E,B,-122.12941035179439,A,25.171616509046498,54.17899916359268,A,-102.9621510586543,E,A,A,-229.0357611323171,0
Other,Other,36-50,E,C,B,61.91406949476475,B,-293.9759548992643,-166.87938739240394,A,144.3924055630285,E,E,C,246.57643387893907,0
African American,None,65+,C,B,C,-65.45049109860328,A,-117.65913858100478,55.94622721409702,E,36.809942000728704,A,A,B,122.96228050313024,1
White,Other,26-35,C,C,D,204.37341671344876,C,154.17687520556998,-71.4878093243994,C,52.552732907272656,B,A,E,32.585924107806015,0
African American,None,26-35,E,C,C,-213.6735892669296,A,-49.17305497770828,69.90833749113477,E,57.01019580938274,B,C,A,143.4437730663146,1
African American,Christian,36-50,A,B,D,64.90003083889748,B,51.91298716930621,-49.24489444228401,D,-12.618004900570416,C,A,D,-30.635707601339973,1
White,Hindu,36-50,B,D,E,162.60106655170333,D,73.6679314440301,-108.95246197786108,D,-25.77134561737573,B,C,C,36.27960450813835,0
Hispanic,Jewish,51-65,A,D,C,-90.41084057436858,B,43.75384176818481,70.52895938635879,E,53.442744612791834,B,B,B,134.71194005078345,1
Other,Hindu,36-50,D,C,C,-67.56259732758645,B,-38.503555972382564,73.8791929362694,E,-168.42016194765938,B,C,C,66.3679514086007,0
Black,Other,51-65,E,D,B,-137.11342662386085,C,93.39905128623052,-151.51826054669434,A,35.14334899209652,D,A,A,-62.01035377134214,0
African American,None,18-25,C,D,E,82.7018553787492,E,-163.01772320870137,-12.519426410938465,D,134.3993739176452,A,A,E,137.22622143571803,0
Black,Muslim,18-25,A,B,E,-79.730063084718,E,63.14672056311613,46.83175400966378,A,-14.999841244970419,B,B,B,-64.6823313128003,1
Asian,Jewish,65+,B,D,A,-106.20328813363331,C,-81.4622977589942,-40.19820334250688,D,-2.2311957053116527,C,E,B,-142.62656419586986,0
Hispanic,Muslim,51-65,D,A,B,13.746942190619556,C,-233.21409497191442,186.22038738129913,D,-31.920596076756397,E,B,D,-172.41576892661283,0
Black,Muslim,18-25,D,D,B,20.40560613617964,D,-85.93902876115375,-10.350783924294015,E,0.4370623341135708,C,C,E,124.22041902212604,0
Hispanic,Muslim,18-25,D,C,E,118.59349613434955,A,10.042959803360175,85.60373061345749,E,-29.74131449810215,D,A,A,-70.5718157965763,0
Other,Buddhist,36-50,B,C,C,121.7164221461896,C,-104.94778575730099,183.716580830403,B,101.40138689684677,E,E,A,11.806264706401915,1
Asian,Jewish,65+,D,C,D,-146.18434988069475,A,-104.65286428173333,5.224993728589715,E,-14.000009001218986,C,C,E,-37.31769510722168,1
Asian,Hindu,51-65,E,B,D,-93.61919853295244,A,-31.879362258508632,-174.56762935331543,B,156.03701778710501,B,A,A,-107.8812364865895,0
Hispanic,Buddhist,65+,B,C,E,77.16083164508396,B,-55.07832805400517,38.64322670572892,B,-3.5729465270609455,C,D,C,9.029922501634125,0
Hispanic,Hindu,51-65,E,E,D,35.1081930078377,D,132.26219056121306,-324.31815422563676,E,69.56676767424479,C,D,A,130.69994460473663,0
White,Muslim,26-35,B,A,A,-72.85630457024503,E,83.09887387314097,80.14871244857429,B,117.26077029379643,C,A,A,-0.6091375520812481,0
African American,Other,51-65,C,B,D,-22.3518942792722,A,-224.34460547649806,-3.5663827554025773,C,171.3314739642072,C,C,B,-9.119368275687536,0
Black,Christian,36-50,E,E,E,14.432156533861166,E,110.40586862290303,-219.21371647795587,D,-317.8689582392128,C,C,D,2.6686584592996576,0
Black,Christian,36-50,A,E,C,-92.690744583626,E,-148.0266992555299,-118.89648106811454,E,-3.4843794984653975,B,E,D,-43.079584566688965,0
Hispanic,Muslim,65+,E,C,B,-101.01657479149091,A,203.1990280087212,-51.373406639923836,B,-7.815141732253839,D,E,B,56.66266149103103,1
Hispanic,Hindu,36-50,A,B,A,-15.077107551332908,C,41.24305765994745,-212.91473292096822,C,129.3741612741311,B,D,C,-9.612932069092022,1
White,Buddhist,51-65,C,B,A,72.39305418444874,E,-46.66534034490443,-109.3578073340129,A,190.4827107285211,B,A,C,133.0278036424513,1
Hispanic,Other,36-50,B,C,B,106.60714640187135,E,-8.951034939703014,144.08314682354268,D,-7.6280283540898015,D,B,A,-81.39206491151472,0
Asian,Hindu,36-50,C,B,D,14.176079110778488,D,-1.541642266048947,-129.506397104022,B,1.8680782505721651,E,C,A,144.14143802823264,0
Asian,Christian,36-50,E,D,A,17.243939964920223,A,133.40087317077985,177.29176581402538,A,71.54088766474374,E,C,A,-22.269348693017076,0
Black,Muslim,26-35,A,D,A,-46.29287088887645,A,77.73196657772614,67.49058962934701,E,85.50194029284356,D,A,A,4.266895365517708,1
White,Christian,18-25,E,A,D,137.13249618566715,D,118.28853605985374,-63.01533112254351,E,70.62009338701735,A,D,E,-34.05318482018803,1
Black,Buddhist,51-65,C,A,B,-59.98432378704474,A,-33.992552106771896,140.20770906657242,C,79.1952747684853,C,C,E,196.77619831941558,0
Asian,Muslim,36-50,E,A,C,-167.3352448335247,E,19.913629717611975,-162.87426517387127,C,148.45418949700465,C,B,E,130.97031098476938,1
White,Muslim,26-35,E,A,B,58.28284781641276,B,89.72058900186529,140.92137875837145,C,-155.30247237694815,B,D,E,145.60607081704893,1
African American,Buddhist,26-35,A,D,A,-22.108581332031434,A,198.58259492540253,-5.457254268372399,E,75.6165565679891,C,E,B,62.914868557199355,0
Other,Buddhist,65+,B,A,B,-27.458611660348303,B,17.599542825308106,-31.545179631152504,E,78.75619388452816,B,B,E,132.44854318038804,0
Black,Christian,18-25,B,B,B,-102.0488090713704,C,11.237924201772243,118.36748065696095,E,-234.17638785681757,A,A,B,74.55446442069777,1
Hispanic,Buddhist,18-25,B,B,A,-77.96241326538336,A,-84.07834513020431,20.326578863294976,E,27.095844222100894,E,E,B,4.669716627912269,0
Hispanic,Other,18-25,C,D,E,-13.754597267659305,D,2.052891050013454,-81.9215336110705,C,11.79742964869689,C,E,D,19.426588005008025,1
Other,Other,51-65,C,B,B,-27.72250837634355,B,41.47900049785995,125.86756275925164,A,232.78698124185314,B,D,D,-89.97812932738097,1
Hispanic,Jewish,26-35,B,C,B,-112.06470738756191,E,-34.28573016943245,184.68455641947537,B,-117.65185785488057,E,E,C,23.19235651646527,0
Hispanic,Buddhist,36-50,B,A,E,-179.05475806824836,A,-21.782560074333375,-35.52255011547062,A,105.34768392823379,E,B,B,24.272332177030428,0
Black,Other,65+,E,C,A,35.64085385317743,B,93.50288324478164,39.09516300290508,B,109.44904932990073,E,B,D,-65.50220560125304,0
Black,None,51-65,D,C,D,-65.16438902470162,B,63.76385687901376,53.35613096866475,E,-26.31374055999386,E,C,B,102.56789885884743,1
Asian,Muslim,65+,E,D,E,-163.61964752332773,A,-48.76794234892914,-58.67904360799039,E,48.349033634654816,D,B,B,-15.047828982083056,0
Asian,Other,65+,D,C,D,-25.02610195993641,A,-23.68005069220304,-23.895578798408586,A,158.3483924590597,C,E,D,15.734421566683757,0
Black,Buddhist,26-35,C,C,E,26.538953226309843,A,-139.13598196837455,-72.84639849306713,C,32.992902692694145,A,D,A,47.89643930731866,0
Black,Muslim,65+,C,B,D,-135.97403902284694,A,-47.90366711757896,-73.48123694314039,C,-22.066430657051303,D,E,D,95.86298032678766,1
African American,Other,51-65,D,C,C,22.133720901903466,C,30.33450901224896,78.69146971371444,C,-142.4336132781171,D,A,B,106.82788422181693,0
Other,Muslim,18-25,C,B,D,-131.52921235022131,E,-372.4841714665034,28.884465068865705,A,-67.22122243047721,D,C,E,-69.89071765643534,1
Black,Other,51-65,B,A,E,70.88015223397905,B,124.53521839311705,109.43163095575639,B,152.09849602030087,D,D,E,-8.70230642399097,1
Hispanic,Buddhist,36-50,B,E,B,-10.08669249512873,D,-66.92199066617864,-87.6328445061164,C,109.08850596254824,E,B,C,-231.67450598602494,1
Hispanic,Jewish,18-25,B,C,A,126.38842236612395,C,102.10556205496415,-75.01611122740421,A,79.33055117254365,C,A,B,41.69940351713582,1
African American,Muslim,36-50,E,C,E,46.53408796422954,C,-90.11337659209799,41.11663712639861,C,147.09512254839186,C,B,A,-179.80975892514624,1
Asian,Hindu,36-50,C,D,B,-102.72904773751476,C,-118.25409194842136,130.72300806439466,E,125.56219974875307,C,E,C,53.75887766299879,0
Other,None,26-35,C,B,B,-123.0506314673509,B,-117.38064889400484,-23.31273994245515,C,92.49479820357753,B,E,E,-133.99355465028077,1
African American,Christian,51-65,A,D,D,17.53744476593289,E,-62.08821093586575,3.458435630508501,D,-3.8214685630100576,D,B,A,32.59542756555213,0
Other,None,51-65,A,A,E,-27.90775775940297,A,-17.229207383411474,-12.209163442169316,C,-41.48135721850275,E,E,C,57.45277969192559,0
Other,Jewish,65+,B,A,E,206.5931913375169,B,171.9692921172861,167.5736947324249,E,-114.7661529146743,B,E,A,63.23673306459725,0
Hispanic,Buddhist,26-35,C,A,B,136.95135794300566,D,-31.139343313535083,-43.3822063030863,A,145.9318701490983,E,C,B,30.435836479439455,1
Black,Hindu,36-50,B,C,B,-183.66486552735603,E,192.47774699085807,1.228880920799517,A,90.72824631928084,E,C,B,-31.68464266301494,1
Black,Jewish,26-35,D,E,B,109.54449752066229,A,-38.29410168593081,63.81725259361475,B,67.31886428814562,D,B,C,-45.46997503411054,1
Hispanic,Other,51-65,E,B,E,-154.96659581151354,A,167.93333778331527,-26.92764041419487,A,104.46426013956696,B,A,D,80.15037063143775,0
White,Buddhist,65+,E,A,C,-55.90636492466321,C,-58.12056740200728,-140.16598837027564,C,15.072089001792161,D,A,D,-22.356823153320846,1
Other,Muslim,36-50,A,D,A,-34.76815557573589,C,-103.01384195822662,-78.36024191742469,E,-176.0528875818542,E,A,E,64.69269646486156,0
African American,Buddhist,51-65,C,A,E,-53.79143370521524,A,7.043285118342004,185.21100758020216,E,84.87814272479669,B,C,B,-73.3910142703292,0
White,Christian,26-35,E,E,A,-126.62473436021406,E,79.1685994854784,-259.9958087736933,D,111.95375099104987,E,B,E,161.29496171677138,0
Hispanic,Buddhist,51-65,B,D,D,-160.02731111370127,E,-103.72707764082611,-32.845758482391254,B,-34.685812886059,C,D,D,170.74049061487528,1
White,Jewish,18-25,E,C,E,-41.78411749521772,E,26.9609375250848,75.52097395801586,D,-126.15846157205807,C,D,D,58.93602203669413,0
African American,Other,65+,E,A,D,-15.493473753300071,B,-88.1307343372961,10.983639046444402,C,228.46516686834178,D,D,C,10.324100619529533,1
White,Buddhist,36-50,B,C,C,45.41256738542479,E,82.10388764278869,-3.0132025684539734,A,-97.90260347103379,E,D,A,15.185538167292552,1
White,Christian,65+,C,C,D,-44.47874206675103,A,-121.04412006315069,-76.22158019480409,D,-7.113965268455864,B,B,B,47.096010251057955,1
Other,Hindu,65+,D,A,B,-6.4889901629038915,A,-20.529061914631715,97.726484627057,A,-20.71849448246677,B,B,C,-0.08829809984365106,1
Other,Jewish,18-25,A,B,D,10.490297559089235,C,81.46199045715112,-68.81409177702233,C,28.021765573270113,B,C,E,-116.64964070287868,1
Hispanic,Other,65+,E,B,C,126.4911768796819,A,66.70095113215301,-3.61086444040653,B,68.81169629981085,A,A,C,28.482916566296705,1
White,Buddhist,26-35,A,A,E,-9.45882147245066,A,-106.8256304100301,115.71216880646999,A,71.09129187152543,A,A,D,-44.25752608255256,0
Other,Christian,36-50,E,A,D,-141.42763654152085,A,63.774745301166355,23.800796992824505,B,44.462359758874626,D,C,B,115.5902216287115,1
White,Jewish,51-65,A,E,B,95.46971679659592,D,29.44836541242104,-117.4843559442457,D,137.67783952727652,A,A,D,-104.71464624817686,0
Hispanic,Buddhist,51-65,D,A,A,38.85580427702913,A,98.35742116051779,174.93368622690093,D,-36.318664721245,C,A,A,7.815921630587044,1
African American,Buddhist,65+,B,A,B,81.1928074070953,C,212.28243257144896,97.28008421007335,A,65.2360304335733,B,E,D,-257.4590710755576,1
Other,Jewish,36-50,A,C,B,80.09263685774575,D,-84.1037799949408,-43.23119836113676,D,-11.978971476839238,A,C,D,-60.26244680168966,0
Asian,Muslim,26-35,D,A,B,123.0984439589905,E,40.700464740228675,100.61223439400071,A,65.15506909351555,E,D,A,-176.73182017040534,0
Other,Other,18-25,B,D,B,-18.988779407358297,E,57.28323721876561,14.982000965049883,E,-215.66013922320053,E,D,E,-16.21262471477373,0
Black,Muslim,36-50,B,D,D,-72.486728671918,A,-180.79359550258613,286.7734281751665,A,86.1113703874782,B,D,B,-46.4586675005678,0
Black,Buddhist,36-50,C,C,A,-178.4345651882693,B,-176.95883750831283,-63.740134952862185,D,9.933197896794098,D,A,D,-49.17998885847947,1
Asian,Buddhist,36-50,B,E,E,78.14492296231612,C,-33.559485703086494,-92.24141773751377,C,-43.30405290333453,D,D,D,122.9095230097694,0
White,Jewish,36-50,B,D,E,56.46736437524712,C,164.12460741865226,78.97771232852148,E,-16.878778109981333,C,E,D,230.3415576811889,1
Black,Hindu,36-50,D,C,C,89.02898175982722,B,67.72822317846695,-33.439578689012485,E,14.308877247432333,D,D,B,152.40468078338154,0
White,Muslim,26-35,E,B,C,51.54785395402558,D,-19.77060682555755,141.0667971897466,A,30.93986950508481,A,D,D,56.53822120803132,0
White,Buddhist,26-35,A,C,E,-115.6681544687611,C,-82.04535500711481,-51.288382436749636,A,15.574793839502677,D,E,A,7.640822646641118,0
African American,Buddhist,65+,E,B,E,-137.20529179111784,D,-33.94496397280993,-32.76612338795714,E,-38.13364225969455,B,E,E,2.00271978439763,0
African American,Hindu,18-25,E,E,B,69.26258285084214,A,-62.56862291723046,19.86818868610483,E,12.902013208729176,D,A,D,144.32551990461795,0
Asian,Christian,65+,B,C,B,-387.27582415486654,B,-32.043234995781255,-7.454184951755045,A,15.005521785087202,C,B,A,88.87936710700461,1
African American,Muslim,65+,E,D,A,22.671038128318393,D,51.64594726997602,-57.384152151741304,E,38.05040684674468,A,C,A,30.08251801691034,0
Other,Jewish,65+,E,E,C,128.85807220978728,B,79.43475081485948,40.099697877942646,C,86.61001204906309,E,C,A,-69.37393163152441,0
Black,Other,36-50,D,D,B,17.973683782181602,B,-55.922834679340724,145.36343454697507,C,14.84127141062218,E,C,D,71.87401578678937,0
African American,None,26-35,E,E,A,-32.00092474917928,A,-55.37091805387221,-151.5816317228925,E,-170.0314127556946,A,A,E,-163.80386032885392,0
White,Buddhist,51-65,B,E,D,271.02366143787,D,-155.59109387765824,-86.6617841541749,E,47.03215764405198,D,B,D,-4.541400901892369,0
Other,Buddhist,65+,C,D,C,-139.76444766095617,B,55.99845471862874,-48.51361013544388,C,-81.74717076201023,B,B,C,-199.73142841114753,1
Other,Buddhist,65+,D,B,E,75.68158430700612,E,176.6945333711218,20.502213358451055,D,-25.627311399701867,B,B,D,-23.312036689753143,0
Hispanic,Other,36-50,C,D,C,-93.90202677832652,D,-64.0557379143474,-35.459273613664735,B,5.840584859215279,D,A,D,-52.93347261437216,1
White,Christian,65+,E,B,D,58.71938536635382,B,-128.35056589122408,21.247144243679408,E,3.3174242759474866,D,E,C,218.31886329328265,1
Hispanic,Jewish,18-25,A,A,E,-12.324169043810421,C,-35.93091675604111,-214.01126572145498,E,-30.157994507836282,E,D,C,-8.63557675219705,0
Other,Buddhist,51-65,D,E,C,80.21083825666338,E,44.81891661199725,-58.268367871898555,D,-10.17037540469199,C,A,D,50.365594352115814,1
Other,Hindu,26-35,B,A,D,-180.13255902293218,C,-128.56515319102627,-96.2968538694914,E,76.74188082274162,B,D,B,-39.869342149457495,1
Other,Other,51-65,A,B,B,-21.95790010819385,A,-193.62745968497455,-7.10620048890071,C,230.02985506348367,B,E,B,41.82844683899061,1
White,Jewish,18-25,C,B,B,118.81882341088334,D,-143.23417039851415,164.78623896980193,E,27.63386559098839,A,E,A,75.43333123217604,0
African American,Jewish,18-25,C,B,C,83.0348739192226,D,-7.080247971961172,138.19714929962257,B,68.4461343488317,E,B,B,-50.13780744471039,0
Asian,Christian,65+,C,A,B,-90.75910373706476,E,16.986970774540676,3.079819912022458,D,69.30786200248437,E,E,A,-42.13113050880683,0
Other,Hindu,65+,A,C,D,-40.006959289617214,D,45.881374045627446,61.32918456768831,C,-13.042029162745894,D,A,C,7.372563265849495,0
Hispanic,None,65+,B,C,B,121.30169590982199,C,46.958646375814766,142.842451979896,E,-67.17934700300395,A,E,B,-213.65896632297407,0
