Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
M,E,-224.48556234864392,-27.5667264382471,-106.16617555534597,88.9598713099645,B,C,-10.028372050100225,-44.22971485446676,C,-46.34024285214727,-121.68053429202281,-50.496307316150876,C,B,1
F,D,72.08308216427518,-36.87126780923053,-99.44006453262038,-44.66223547046389,B,B,102.91583739791514,-56.4551621480334,C,69.23482620745423,-93.94737607987183,172.11480437176215,D,E,0
F,D,114.9142805846021,-126.11340850266446,2.8902717550465655,-4.476686845572423,C,A,98.54901501502718,-34.65614218685517,D,242.63586883186156,-133.6433194322518,0.026773397549946586,E,A,0
F,C,98.79832097896892,-64.90535498041437,-25.27890368306855,-66.24762878795994,A,E,-6.99998573478772,15.231502233674657,A,-66.9475446862553,4.235214487572497,78.97372064820355,E,D,1
Non-binary,C,47.29052025722345,4.141725634111466,-85.87793867752424,-126.31599543205682,E,B,-128.34228446579215,13.340163868817385,B,-230.94993161710545,69.13853136390713,106.93884346283133,A,E,1
M,A,13.809804623806654,132.55780080369252,18.394934088520134,240.3306420819445,E,E,-33.506016504124595,35.44849271665762,E,177.2945233117464,-38.14234359670044,59.5642086581956,C,A,0
M,C,133.89307893238455,-153.65819108495236,32.713892864746384,44.13697381753316,D,B,-144.16063546383114,151.924028619739,D,6.755977742159783,-7.673990403401356,87.04472195566422,A,A,1
Male,C,-123.23155584612041,43.777741768995064,189.62983655577912,39.568749207086015,B,B,-23.799109969901135,142.4658117698067,A,-7.685853741555072,2.446891658615594,-56.93146906239983,A,D,1
F,E,-104.78171494412041,-144.73528836910964,9.975693688338056,146.75288090440355,B,C,-175.39686289484501,289.7884849524469,D,-29.87283372142841,-34.84477186467596,122.07733194545136,C,B,0
Non-binary,A,29.892830921979456,60.95999086810401,-75.07242142045524,79.43275575394793,A,A,-85.36350683814844,-29.546680763761557,A,-77.1318344019523,38.422082293231554,24.848803543942612,C,A,0
Male,D,-18.498183229029504,-71.03733533575439,-98.19060067761252,-70.56169195623949,C,B,-0.14387059889608014,-297.9087935334179,C,-16.404417532457735,176.1315588517732,-9.129850014080297,D,C,0
Male,C,105.80539895030678,98.72788337086237,0.5648350117647044,-132.26863276323039,D,A,-20.449621273358286,62.15593930185861,A,12.653393157907319,-45.960059971899945,-13.18586650782553,A,C,1
Other,B,-123.3684579791431,15.358226174589106,-127.94552939533988,-146.06473059409814,E,E,-68.9753732045416,-71.86137868965771,B,-64.90341242274674,-183.48722594269023,0.015409716243202311,D,C,1
Male,B,-4.866790366875454,-215.12332949019202,-63.074002229083845,-195.3879097647135,D,B,11.722589635427429,143.9512512724079,B,123.23956487214976,17.628413143712834,34.389469021054374,A,A,0
M,D,0.7393573403398279,167.81205036632056,-12.923813558296912,30.230130350605126,D,E,126.74601852738357,115.67578445661984,E,41.33107061498261,25.38904557306881,89.82465449920237,B,C,0
M,E,139.34194437281764,20.506582717116043,103.51699311797633,70.83714417985203,E,B,-31.716165809714457,41.0695273689796,A,-76.81062530537189,10.438548312242963,0.1542067713669798,A,D,1
Male,A,88.67822681964945,138.6412770835811,3.9797688267610694,64.14261360379318,B,B,-104.77922201793115,-46.47746153008588,B,-38.866985291024356,-62.32782004731043,-25.506178241760015,C,B,0
F,E,8.022510731662077,175.3705841916452,-97.29931722078163,86.02225710145467,E,E,-38.32687910378288,-35.478015208643754,E,-116.8271977944719,-50.14367826620519,19.792673094201547,A,B,0
Male,C,5.717475428380934,-50.002718043117454,21.641832977343206,72.9349117887524,C,D,-60.66367632617846,77.86263998740957,E,-124.1275073493784,26.85135118659784,-73.77665883956925,D,E,0
Male,A,65.9418472752191,-59.235298215955126,-70.74652164417517,-121.72159911607878,C,C,64.2422698400563,-135.1281853268092,C,-169.20297385023102,-14.48212460257661,0.7213688090213606,E,E,1
M,A,-29.764143135381044,49.16795439811701,-28.40728533136784,-102.12181325322027,E,B,52.97757732875172,91.01801718118463,C,-54.41087406676864,-5.05766637547651,-261.38131087510203,C,D,1
F,E,16.11299635227799,61.36862097115052,117.29256743414513,-126.1889230715371,B,C,157.82259576417283,-18.909737596737912,E,-40.49910531725309,-60.82150740280028,-37.99146969409244,A,A,1
Non-binary,E,-127.82286986958154,-13.766159301446743,-159.75408773086116,33.08456408673625,A,D,96.23989594124252,187.00645065139378,E,-130.35635893091907,-29.079677309049263,-120.71796892109134,E,E,0
Other,D,-137.95466035529373,-159.590401466088,84.10263345670869,-139.3965650017393,D,B,173.41873055248647,2.4125762715190424,B,-7.892834995607732,-23.9666809516089,-49.033333331026704,B,B,1
Female,E,45.506855846669836,60.12932425145985,14.995748355264293,-110.47826493439624,C,C,-61.07137726149511,-12.015285956144586,E,-26.075864723274456,86.84921915439345,-43.56081798593628,E,C,0
M,B,54.63913149790349,-111.33066139650296,7.884855167255489,-170.3870262039228,B,A,-128.61164484268352,-67.94329142886191,E,-32.32200556224261,-99.48373151484464,-253.6105271738418,E,C,0
M,D,11.218659990721878,84.03751545537563,-7.119866152421535,-71.60767611669483,C,E,-2.7492799986226326,-237.61166345955823,D,101.108603411154,47.35255440063242,150.0002396946049,D,B,1
M,E,262.48408518220026,36.25326687782397,81.58580850397324,40.260896589695925,D,B,43.171045088836806,93.01118504507176,D,31.288462847565047,125.36435129387833,30.797888387286243,B,B,1
M,C,-149.47941637824962,-43.23957980509999,2.252356633398028,132.6173573735255,A,A,-75.01450538443493,-4.331190275227852,C,-35.18296654400536,-16.662003369203678,131.3334504632891,B,E,0
Female,A,-114.60469872434345,-58.89252861638584,-103.58051232856378,-123.46419778275654,A,A,60.5311676620518,-6.402761509608201,E,-41.420167407192345,92.96883278644266,-66.60320476861641,E,B,0
Other,E,-29.873973015985122,-114.20296094907498,246.3410964518979,-30.849511805174785,C,B,104.45864366739495,-167.0326001598615,C,-31.752856650738252,-21.446326106650783,31.013325819625315,E,E,1
M,A,56.308113280214144,-16.48739940840312,19.198841478725733,70.19768693720779,C,E,90.21827170487711,-7.326292445609303,A,-64.86689840466236,73.31508993967998,-50.59264873855771,B,E,1
Other,C,17.541467603346156,72.63637203859112,43.23403601857794,30.81209533739162,B,B,-57.4189113105774,110.6876348857495,C,157.11617748737598,-38.57832954494628,-57.94861912417188,D,B,1
Non-binary,E,-35.5065535018961,32.293088179405046,-221.72299033359872,-69.21550907138936,C,D,77.94752428505076,54.80302772449428,E,-96.98272790694125,43.254465429902204,51.85172842885275,C,C,0
Female,A,-131.24384039112732,136.6479320446174,-114.52719328417461,-98.51449160482095,B,B,129.43262957104724,-17.000476779662506,C,72.02715584207039,-123.54497154486519,-23.830906890874047,D,E,1
Female,E,29.042576475479436,-293.8903237905113,87.3156246333573,24.076639750058018,D,E,16.085507727036084,18.927799370300814,A,124.96321570068818,-153.5971147414936,-7.695014702413704,D,A,1
Non-binary,A,-28.197618171849054,-60.530648061104564,-17.79171089102813,90.32403499314252,D,D,-88.17890578287503,56.52538935262723,B,51.144411567084035,214.73918068677662,-103.81498886105554,E,B,0
Male,D,76.56981736710165,7.529767830985209,12.022771197086742,62.90821755526337,E,D,112.0147382414628,71.36190137810786,D,-33.374475541220505,-16.864079911777914,-44.67569631873858,B,C,0
Male,E,83.61628122949672,-29.043638373099455,-141.47773916828706,121.1066849248974,D,C,-81.10138501858172,246.2862356556098,B,130.6992539228456,24.276053389961046,29.744653144052556,E,A,0
M,C,-127.91464641530754,-86.53923347924018,-108.09472513497418,-52.152360532799,B,B,-111.20239116667847,-93.14663347991194,B,-55.18705032145609,-70.90203691396789,67.70381546030943,E,C,0
Male,A,-93.17412856312019,20.745248271297253,-39.03287655719645,-77.07413916803978,B,E,94.20051002346413,89.41671124449303,D,-100.8760281493486,221.51817574796618,129.96840279304516,E,D,0
Male,B,161.68249837073898,-12.763667536424354,-98.50018201828247,22.70866086864814,B,B,-34.84998968970759,-74.55386925646035,E,-50.909755295044356,-59.76960816803361,52.477180490410106,C,B,0
Non-binary,D,133.68242261291417,-79.93373590199494,203.16859221874282,46.94605120955879,A,D,-33.294198598146366,-108.02788390980074,C,-8.721097042352483,13.892168672131616,-12.8247412724662,C,A,1
Non-binary,A,-152.30743433934475,45.63351099563888,-45.04378125349122,-120.37676467409459,D,A,-17.982822177240003,227.46057979420877,D,65.19647902355143,56.37829845394171,-132.53109878272983,A,A,1
M,C,-72.91384525553998,-81.33655594248664,-27.241279971540393,-23.70600490610787,A,E,-120.97530262225244,29.350908021852796,D,58.96156959017724,-45.21425315803924,83.42898093727482,C,B,0
Non-binary,A,-112.59913385472053,-147.51753650709017,-29.19505376974465,85.22050988956362,D,E,-82.65912415150719,-14.319399089686671,D,44.387856785639244,-80.21263213203305,-92.72698319435412,A,A,1
Other,B,54.64043919843079,70.55221650237404,42.992868517897165,-140.29171644700722,C,B,-36.7275615331277,-221.81859497114664,C,-175.3622669749892,-86.68745736787209,-24.13562409594335,C,A,0
Male,B,-41.97768203834736,-290.15151133773685,-69.99036004584356,-121.00361044923875,D,C,-181.95006809657818,133.25418724979394,E,83.48401705404602,-22.56288342527354,-113.66023157565328,D,E,1
F,B,-104.273035193572,160.87227353369423,-0.6314326738874683,174.24396178523483,A,D,-148.6767286024075,-38.16070609379584,E,57.9836421195297,-83.24208905733191,51.619563895736185,C,D,1
M,B,7.340840657479236,356.09534853288795,7.068215065961396,-139.62163873878035,E,B,89.16686809052652,-27.790130181150385,E,82.8347352752311,146.23395775573243,134.40034141101242,C,A,0
M,D,65.84508277127445,155.22602727515203,82.91602952776452,42.72833528149009,C,A,21.870558511748214,-18.981775953573088,C,81.71818796434276,-135.46895205001488,65.38709586766609,A,A,1
Male,A,-121.10338952429058,56.69694029292456,-117.74891203387547,-46.41968401566928,B,E,-163.6479238786037,75.03342130982617,D,-49.34649465091417,-122.32122791174432,-33.64094546519452,C,E,1
F,E,134.6123774709156,-115.91082857712722,50.878985706508054,-76.71552402404859,C,D,-17.740664219710126,156.52085584301824,E,-67.44710136766079,-122.48043115583407,86.95964995805787,D,D,1
M,C,-96.5570399007705,25.083199663695787,114.04709355857878,-87.06242742352741,A,B,-28.465159302311594,77.46124366905295,B,-41.36610045381705,9.41263669764528,18.96264541792653,A,E,1
Female,C,40.261044015371716,7.852330847160152,47.1457473246076,23.376945015043447,A,E,-79.5735995492331,-226.0943348818105,B,-70.58040643765088,70.84069664805679,-3.9271157338428093,B,A,1
Non-binary,D,-82.54867396187157,98.09819857754427,45.10927074124561,-92.38549522595825,D,C,-48.81896727260406,-94.9712595371702,E,-75.33761859689287,-132.37585258339175,108.83025208924354,B,D,1
Female,B,68.03377655382106,18.361876036504416,85.29325565374563,63.80129559731343,E,B,-134.50217104639557,8.239062848511342,C,-38.39094172040976,-86.75748506129885,9.274834003868971,E,E,1
M,E,28.222360237012033,-77.30636055352176,78.00475017355161,80.50541281833202,C,B,69.3371245384853,-10.470342528489974,A,-30.496269342670228,-126.96020329877639,11.445554968221835,B,D,0
Male,B,-67.92869451252213,48.76223065205972,58.557600657125086,-33.57156333787606,D,B,-129.6958698963366,51.50203272609082,B,-14.761713302431833,124.28108187270097,95.64077140595248,A,C,0
Female,E,-110.36209196420191,166.5620847718778,-89.02852913710431,-153.61384027238412,A,B,109.76326350903665,38.48052779624362,D,-205.20455129305205,57.878157444499514,-21.19564291280171,A,A,0
Male,A,-11.317945602187548,-166.00393260397433,28.541684820400658,-55.14079285678425,D,C,87.96499393537378,171.65406376509117,E,-21.50215853587048,23.084123696863543,42.76142492216899,C,E,1
M,B,-19.26787403532418,109.11682816363822,-172.24135637109754,-16.981961927033236,C,A,99.9059730721843,-116.94890678761516,D,-84.44060838131215,-87.72669471823006,-16.017553273104483,D,D,0
Male,B,-31.77202230612427,101.132421512899,64.56751806586371,78.81798538982126,C,D,-91.20231330945826,97.88678548361732,A,-160.10506443519174,76.45766228036274,-66.5814694486005,D,A,0
Other,B,184.15435148434355,-118.9850286214157,-18.642464540812465,-106.32455810566191,D,B,8.723449169578098,23.35201160817958,B,179.67472014244203,-1.9243314611363045,29.293531683998648,B,B,1
M,D,31.847174122832328,-40.8122919305174,213.3165738710483,4.869628719433445,C,B,-3.1885729829120932,-19.42037329026072,B,5.237951019873259,2.273152003604591,76.62362583647973,A,B,0
Female,E,-35.28743993952001,-243.69896381227764,-95.850474192601,96.67297457962073,C,A,119.36833465573133,-76.74828898113904,B,-70.70929885474548,24.595880120202317,50.54945308716032,A,A,1
Other,A,-163.98207102388469,57.56753133964651,30.26661470096286,-76.80188706978754,A,C,-117.28052840039676,-61.30133585897034,C,83.85943741921118,95.04080527277885,-224.49877725935167,C,B,1
Other,D,-156.56461606849453,-115.18734105140793,-62.723374862072845,17.227142254042693,D,A,62.533132799656876,125.15079948468042,A,-82.05949393924021,-61.39676536138062,-5.715722415084789,D,D,1
Female,A,-36.85733750087052,143.92745935979931,-391.08297108818186,-138.83734628736312,E,C,-15.442139522211951,-23.064367360067784,A,113.56532909861208,39.686478151562355,-132.11185522107473,A,A,1
Other,D,134.66772393969885,115.17776396757866,37.9005708173172,44.16917241487761,C,C,-146.1726694143159,186.55270791817168,B,251.42688807343458,89.07521205117168,-139.36613432162656,D,E,0
Male,D,-98.30903125253177,58.45376199071016,136.61962155202255,22.82164204540284,D,A,-39.93151362123747,-86.81805190485427,D,-54.02134217468798,-79.40300009578468,185.5113075968486,D,A,0
F,E,-59.76991685085429,-91.98628582222305,-108.54016569255735,146.65743831944368,D,C,-90.40678219862802,76.5340727498738,B,-101.59850496326071,-4.0631287320456755,-76.65671998446004,B,A,1
M,D,220.40014538431797,62.33798347306902,-115.14564571067152,-64.01360828226218,E,C,-13.13900200078075,83.30820778464255,A,52.814887031917166,-205.89715259749198,34.3473464272302,D,B,1
Non-binary,E,104.90166244479302,-91.87992365606993,-42.99928534243927,111.55739546595636,C,A,-91.56492321827113,-63.30505134273521,A,1.3597604853268035,-45.015787753286766,123.08009471730408,A,A,0
Male,C,171.58900534340736,-134.5196229319795,76.31430873872239,-196.568992763188,A,D,86.24638388560915,92.93844854362092,D,58.68173977942692,-83.39318762542501,-63.32182134008405,E,E,1
Other,A,-166.96867694337573,-112.46717063936286,-155.8334912602173,-34.1637301584791,E,E,13.766168789899346,-117.56168395367376,E,-90.5388905496169,-106.48770268285446,-26.24440140724149,B,D,0
Other,A,5.0335092365956715,92.50628594586541,-67.18579796282256,21.637251237480186,B,B,297.50101748002555,-126.30594170949358,B,174.90000100685927,-108.46332926448564,-11.253354508447732,B,D,0
Other,E,156.64622928477968,159.26326861943951,-135.22926185201757,154.83856605389548,A,E,77.8529603739384,-91.84910199488388,A,74.95007946564347,43.835044381255315,-90.60160239339719,A,C,0
Non-binary,B,-337.84113868815194,47.88586946327651,11.935765473743052,26.61857336088214,C,B,-19.665398967335992,42.32330807111823,A,-36.36415299552051,73.20463129471668,25.966980267593026,C,C,1
Non-binary,C,-0.5646328192052569,-105.17748548731439,-232.6087107636569,59.35973572652229,A,B,32.71316923540174,140.83705276981325,E,10.970417104349007,86.59061545770028,62.64173995756681,B,E,0
F,E,-183.52441427661213,-75.17824175195966,163.3271976435835,76.29901808533225,E,D,47.46349050773257,56.401108383626955,D,150.5483710591852,96.75447876801198,42.730421358642765,A,A,1
Other,C,-37.677276940250145,84.37557714343271,-19.650448756544243,-82.70700558070591,C,E,-201.34229723315883,96.80293697608043,B,-22.356187190606008,6.323369653351975,-169.78601125581508,B,E,0
Male,A,-65.03686227269789,102.61860049021452,105.15757767879495,-2.3361093115663976,C,A,13.650019848695472,226.89482761869644,A,-57.25299770760935,56.44077797629242,-18.417963060056014,B,D,0
Non-binary,A,-20.44996730253354,-101.29108351198586,1.6992809053747313,70.66340200908323,B,B,94.38651067653669,-135.63561644770198,A,-178.61195542503538,-84.54651345303779,-79.78189638605791,C,C,0
Non-binary,E,-157.47380880869906,14.321782782614598,41.83193693621467,34.89307774490237,E,E,51.61237390933622,16.796476848684676,D,80.32860230739726,-50.57540813850036,53.01002501774635,E,E,0
F,C,-70.37633217425885,-12.64692504675754,-159.92400370769715,-68.73985658444127,E,D,-191.70958191450381,40.853984937101565,E,85.3501554730562,-8.508600649228459,-129.2077794776461,E,C,1
F,A,188.13083955969145,42.11751996987348,60.59370198649019,-51.265534096572196,C,E,-130.48051723143362,-19.101463335872502,E,-121.34111139855028,19.949607731147314,35.84220668337341,A,B,1
M,B,-70.85784970741123,5.876838465085369,-63.0403358728145,-72.94897475561505,C,A,-35.97049840920427,88.42129303989189,B,-124.58917398114038,98.04988665556303,-22.586852575399206,B,A,0
Female,B,-145.8864300392289,-29.695927534875544,54.680503298198914,-39.38616176592195,B,E,-94.1433001033338,-65.99479259942792,E,70.86503641203493,-21.490212221852225,46.631385442729574,E,C,1
Non-binary,A,0.7563711606745751,95.54320489123002,251.3228536071308,100.14329542501923,C,C,18.792745846752183,-129.29878881933047,D,-247.3871710381115,67.68494426688342,-42.273027420760044,A,E,0
Female,A,-369.9522928775805,-22.285117657216073,26.388567396031178,-64.93361192430605,E,C,174.9155091609581,5.855123434225543,B,9.798851004910404,-114.7316200796254,34.54958148233939,E,D,0
Female,D,-93.07293654849609,-76.19809523848163,-92.28182782803293,-142.02109889485527,E,C,71.97939564182263,-3.568143535783245,E,-10.480075750207455,26.92861465244969,41.14743799747115,B,E,1
Other,C,-151.11349799146168,-130.4333377707285,75.63011223710886,27.331236106452312,C,A,26.354754538860675,-100.2645720287313,E,168.18655459407594,141.9024446102328,-53.184362558869644,A,A,0
Male,C,-84.89994256488164,-70.24239509448293,-4.181835576277757,-110.9438626801494,D,D,23.5489680419278,31.34481263430527,A,129.3197055803028,-124.10043078292699,76.12727653097431,C,E,0
Other,B,-63.70439509919799,40.47856899920741,-10.534287802023796,-57.6119772522951,D,A,1.6849441038190514,26.367429528929083,E,59.08009752323705,12.849915621621793,199.62968615054652,B,E,1
M,E,23.59913101601624,-6.739679742583392,67.16691497242292,186.72283000731554,E,B,-77.93902754081202,25.45068242580551,C,-89.18206670375824,-50.45077969324721,-242.48170943747115,D,B,0
Other,C,-55.34489859147447,31.439274802444693,-159.61743749760865,-32.4776392478493,D,D,16.477469787701036,-43.12030895995228,B,18.158003871032406,118.97075206072927,-47.04393464723827,A,C,0
F,E,8.00051508694258,-98.04947346167133,2.1057330269839443,103.49272537618768,A,C,50.52836619841834,-70.05775997460776,D,1.7593430053274077,-54.480289408389325,120.03773672649254,D,B,1
Other,D,15.63696640314079,-48.539399374745145,18.449813975295086,163.1401038263395,D,C,48.787389395379655,-154.29752564528508,C,115.08575245050903,-29.596927904656102,-77.72233240590246,D,A,1
F,C,-62.21516444904835,-58.27381441549648,0.513244596872835,-127.65940184660296,B,D,202.5117423459023,59.087271505119254,D,-1.0487685870358738,107.72748053796218,-85.90510850099841,C,D,1
Non-binary,C,41.072046483480825,-48.97714532349281,-62.82376253021387,-3.5605378937843555,A,D,118.37817084995763,-11.292586929905223,B,-45.131106113671684,-24.494948081430888,-47.8441016758966,A,B,1
F,B,34.69213013399779,76.85803246094807,85.70433439249653,38.83596147946394,E,A,-50.84211840367738,-110.014656274875,B,-22.45722347044709,24.909295131588724,-31.354662907105613,D,A,1
Female,C,-214.86769173235706,-54.0612067164003,209.21847827920396,66.86692351883654,D,E,72.29011062411946,-97.78584834314393,C,-54.274380987406566,-160.24762050557365,69.23002101461937,C,C,0
M,D,-231.10933618848043,-68.59767617939741,-123.62346204090302,32.862961077587514,E,A,-37.241175198508245,168.0862537190842,C,112.48500131443141,-48.99450545956148,155.76631664608277,E,C,1
Male,C,81.53546359006084,-98.6416120899991,10.950463446159322,-62.507358273195926,C,C,-56.19704842692359,-24.076496173676677,C,45.14371611163197,106.542404420389,-53.6556523615991,C,D,0
Female,E,-16.919809867321497,-3.6515067926927207,-17.550560603775082,285.26356683877475,C,D,68.19116142969244,31.447526400401642,E,66.99601375067591,-44.58831473419432,124.05216137177395,C,E,0
Other,E,-21.389400453505505,64.44592312357018,126.2710089018972,-32.1236575620294,D,A,58.47877652714186,2.5107179464004963,D,151.50381967465782,63.56824236534669,131.00141749385156,B,C,1
