sexuality,religion,Race,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Homosexual,Muslim,Hispanic,Germany,C,45.36707671569703,E,-105.31815040421846,-132.89494791173206,-145.06491811344378,-120.28318106066178,A,-336.2450242542887,0
Heterosexual,Jewish,Black,US,E,98.30548699030096,A,-95.85248249131459,46.229557352820535,208.46934938221855,179.19636816973167,C,174.68146053254839,0
Other,Other,African American,Mexico,A,-16.67504984570403,A,-112.93448897946983,-61.14054104232102,-8.770785681326752,54.1467152771588,E,-8.286949262569848,0
Homosexual,Christian,African American,UK,E,48.53652451275022,E,-85.80890026915937,83.91389628032722,-22.16616880353367,26.202138021336758,C,7.617484773184156,1
Heterosexual,Christian,Other,UK,B,-92.11824950913368,A,-109.76970004204867,123.58500615579595,-112.78727801306579,114.77644031764682,D,-3.6807289692191403,1
Other,Buddhist,Hispanic,Germany,C,-52.59255732747421,E,53.7095512059755,1.76819537205786,-7.9128029966679465,-97.97488011261906,A,-71.795821328774,0
Heterosexual,Other,Asian,US,E,-179.58603623470964,A,127.31889840377677,14.890582259627521,-152.81300506157297,4.818943971584112,E,-25.71361428461164,1
Heterosexual,Buddhist,White,Mexico,E,42.14471822766157,B,-133.4447879992792,31.449698558773648,144.40692522483067,-2.1020883034949036,B,13.293462875733313,0
Other,Other,Black,Other,E,12.529001815691096,C,-20.495097359508218,202.68411589477887,-2.161318648645604,19.344656526805093,A,61.62131867681816,1
Other,Hindu,Asian,US,D,92.33190407164446,A,-102.21875036789929,-40.1242718775983,11.547384371157579,21.577611905723334,E,-129.15313444697102,1
Other,Christian,Other,India,A,-77.66016843874557,C,96.3021609707288,125.0560542785036,-19.1211868106003,-43.81252945155565,E,134.2881179808889,0
Bisexual,Hindu,Hispanic,Germany,C,-11.90446674518977,A,25.924370576386295,-6.858325922300704,116.63717731621539,-12.867613327547712,E,-53.520447526727125,1
Bisexual,Hindu,African American,US,A,100.6683326903128,A,117.27078338481498,108.80427780047852,137.8427158185298,59.58107351524653,C,45.0179506259684,1
Bisexual,Jewish,White,US,B,-9.84427014804829,E,-35.63673044388717,-65.13707377102533,-41.98006514451506,182.83110901953302,B,-131.5352276893534,1
Heterosexual,Hindu,White,India,C,42.17188552307285,C,-49.90575231417754,192.39267092740533,3.046755987598807,85.15667544014174,C,-4.571154055728559,1
Other,None,Asian,India,D,-78.57231787102693,D,-38.91509730402775,-15.111114508423315,105.53822628239085,-219.09926953754558,B,-35.70604979570363,1
Heterosexual,Other,Asian,Mexico,E,199.03357115871532,B,29.983740657349916,-64.61846525266344,-157.9479967514643,13.230970129934786,B,-46.79299463894893,1
Heterosexual,Buddhist,African American,India,A,21.76451512309336,A,-71.68458696246537,-35.94640808085461,-106.78224079737963,66.84983738085208,E,-69.2853723126551,1
Other,Christian,Hispanic,Other,A,53.803949747933984,E,-103.0365263432699,-8.255033634100068,-47.43657966662962,246.02776339415593,A,56.91484122509485,1
Heterosexual,Hindu,Other,UK,A,-103.77096040555247,C,106.14719326317366,27.35153198189587,-126.80078016160323,56.4381669228009,B,148.90849014980864,1
Heterosexual,Jewish,Other,Germany,B,-110.2486396721079,D,-26.19183263059125,-22.486338565881955,-114.22405208954905,-31.99514062022869,D,176.9318674191424,1
Heterosexual,Hindu,Other,India,B,37.258181970354215,E,-0.3344601413755181,-93.57242761643575,-2.0952303132192243,128.53266717952206,E,46.70596256955055,1
Other,Hindu,Asian,India,C,68.23907366386791,E,251.93626949225316,66.21127986923698,32.06500074024814,-161.03847043161548,D,-28.076556621885835,0
Other,None,Asian,Other,D,26.618105503491936,C,29.097636987494642,-93.00293399879268,-132.7564942246351,88.45636235831509,B,-73.5528975906825,0
Other,Christian,Asian,Other,D,-100.73727145743052,A,-27.076277118749243,10.710746834923903,48.91304895025123,30.80789094944118,B,-35.75552260786987,0
Homosexual,Muslim,Asian,India,B,3.0332270904930536,E,-10.698022184231109,-162.28847397570217,-102.60298293911139,-33.34837153695063,A,-34.466366451053766,1
Homosexual,None,Other,Germany,C,20.41826544123289,D,5.167111170932387,-52.86289700005944,-45.04489614836556,-29.725298205705702,C,21.945789792762184,0
Homosexual,Hindu,White,Germany,A,93.9435347067088,C,220.6373796285289,33.107546413109745,-4.036899932509328,5.815012223040965,A,-117.99429218435284,0
Homosexual,Jewish,Other,China,C,-64.70494635995084,E,-37.52632077654527,1.2992620384299698,-6.0909648917607635,0.6704610118426957,D,-48.528242420452365,1
Homosexual,Muslim,Other,US,C,43.198862258542384,E,-215.01045010553602,19.317799667075054,55.71124090057549,-111.57019709529494,B,-3.8312474553563085,0
Other,None,Hispanic,UK,D,-113.08400680417243,D,104.05347743836148,-187.72327714229206,-228.76343236164365,-202.92386651334394,B,-103.49522572072796,1
Other,Buddhist,Other,Germany,E,-187.6837011872195,D,29.385403136087373,92.91790146427384,-15.713175381391336,26.02908900297292,B,100.69416190360437,1
Homosexual,Christian,African American,Mexico,D,-123.66521547725793,E,99.8218509199295,-43.598436859536385,-23.801192963688322,-7.364936858986917,E,77.84533343655782,1
Other,Buddhist,Asian,Brazil,D,-54.26588386712227,C,60.3866538161014,-64.01361931596442,112.51110847598748,-111.7197558428781,E,71.0239727200668,1
Bisexual,Hindu,Other,China,B,139.63192174977343,C,45.100756092103374,-14.018708459180832,-97.30815298169856,-9.43000746970685,A,-7.05838566355826,0
Homosexual,Jewish,White,China,D,41.781078227409296,A,46.970320784496266,-65.60516047312146,-95.65887940382541,116.95451111714912,E,101.32034151031554,1
Other,Muslim,African American,UK,A,-143.08806808283254,E,67.8318028609732,-41.21968834405606,-98.20781089581742,-128.08435824155896,D,-94.56730239960089,1
Homosexual,Other,African American,Other,E,-80.62366125678274,C,126.59085062411084,52.48104459915302,188.5913823764263,114.900396139076,B,133.51321565630582,1
Homosexual,Christian,Hispanic,Brazil,D,91.23074425056767,B,176.99243394665876,170.7243051730546,115.46707846775293,-133.93622495419444,B,-282.2286145769628,0
Bisexual,Christian,African American,US,C,21.34275826637304,E,-115.225829957025,-95.4834623259931,106.88354808213984,-38.126016015356015,E,95.91465729240615,1
Bisexual,Christian,Hispanic,UK,D,-87.9667746669003,E,26.678859080905188,101.06273570269057,-89.49562606833567,-43.88730557866299,C,230.02326181158267,1
Homosexual,Hindu,Hispanic,Other,E,180.59376646205976,B,-167.45114467783262,25.757190597533608,-22.335628617709393,-265.6571620898958,A,99.99910538379446,0
Other,None,Other,UK,A,-57.77824544903516,C,-83.86944703091805,108.95817791482204,4.746256432627067,-95.53517625384475,C,-3.034837958235554,0
Bisexual,Jewish,Other,US,C,151.84196935138237,E,-142.7948249233544,-83.9516794447331,-17.74879319035872,92.3437984943031,A,167.96810590520752,0
Heterosexual,Christian,Hispanic,India,A,155.61687258301663,E,193.45644731293467,51.86766594610028,-27.397104614203972,29.191162732473398,E,99.68162815856564,1
Homosexual,Hindu,Other,Germany,D,-131.5249117841246,A,-33.20185703517578,-113.89711671060527,-119.40555375993524,150.3002635638669,C,-11.126203544156168,1
Other,None,African American,UK,B,115.44115224727555,B,129.92927255799754,90.87284610510763,34.51667035270168,157.31237146082705,C,-154.85524193611826,0
Homosexual,None,Hispanic,China,D,100.1301903400083,A,52.870859982968256,-34.26341671909436,-23.892663311596866,-150.68173543358515,D,99.64862283855584,0
Homosexual,Buddhist,Hispanic,US,D,-15.871916768486216,D,-133.67660344820945,28.054935969552048,-87.60899463226258,-85.81502658468175,D,-80.84624842886294,1
Other,Christian,Black,China,C,-52.26565807908396,C,77.34246924754801,-35.31464525273642,143.2074034510773,125.57294609430136,B,-88.44845658943274,0
Other,None,Asian,India,E,-127.83584811538076,E,-59.80692522459613,-226.6214231226566,-239.23047747558556,42.621802955633925,E,-209.5430878189224,0
Other,Buddhist,Asian,India,E,-10.915247889205022,D,70.66683340591379,75.75779917431366,-59.87322268909612,-150.0956771672818,A,-40.349366031942786,1
Bisexual,Hindu,Other,India,B,-78.14520043208462,B,-105.64714871328333,108.20751329484364,-101.95154736248409,15.637442590518361,B,5.750968569105919,0
Homosexual,Christian,Asian,US,B,-88.15008870046712,B,70.66015079888531,40.556416148633936,-129.12032966871388,105.21416468219253,C,48.9991593184313,0
Homosexual,Other,Black,Other,C,31.650389231743958,B,20.17076944895699,140.35980963408343,-95.13522507186963,-96.06364272780455,D,141.1267127407015,0
Homosexual,None,African American,Mexico,A,50.03718404048478,E,-32.6181470958751,-160.34430635997438,45.09833470340334,-0.4081659590121575,A,-138.31757461583146,1
Bisexual,Other,African American,Germany,E,78.38163733818801,E,49.21583971333317,-0.8839298827613026,182.67547320010644,10.254337141472307,B,61.97299840012561,1
Heterosexual,None,African American,China,C,-131.3188494511168,C,-10.132363335225834,120.12704114788615,72.2487199476631,147.5928566982248,A,-0.5961683847602501,0
Bisexual,Christian,Hispanic,Other,D,-45.45253431130697,B,14.776547659456257,22.798809886473727,32.88361746714886,132.93063829144486,B,-49.674202102292824,1
Heterosexual,Muslim,Hispanic,Brazil,C,104.41436065875965,B,-34.38973307903234,57.526650365786146,58.255179073389144,-22.144325348402727,A,14.345968800744616,1
Homosexual,Other,Hispanic,US,E,23.856737702092673,E,-74.3312968060645,58.05337405944444,-104.78514608308325,-179.01127239991453,E,31.705345395490898,1
Bisexual,Muslim,African American,China,C,62.18260691476248,C,52.89115415099348,-50.51660824775529,177.78278881820134,117.41278634333328,D,80.9509388961662,0
Bisexual,Christian,White,UK,D,105.57163976142388,E,-39.950451579845584,-103.10399172178968,-171.94911169332045,65.64721007705091,D,-204.75766135790306,0
Bisexual,Hindu,African American,Mexico,E,-112.63033074586852,C,-62.25629888268552,18.070469318459985,-18.874884920383817,-87.75855753641673,D,-14.844646787124516,1
Bisexual,Christian,Asian,UK,E,13.770940865033795,D,112.57696191781379,-70.16041559806969,-48.66618821076903,-51.39605217138524,C,-58.433181275185056,1
Homosexual,Hindu,White,India,E,79.15424567736069,E,-113.71701645857144,1.519723387276234,36.0645622092958,112.75464874818269,B,-89.71467866895864,1
Bisexual,None,White,China,B,227.55467786841166,E,8.368044234563147,-197.90120615023957,-87.68042428131646,195.20497266750164,C,200.08118228787356,1
Bisexual,Christian,African American,Other,A,99.45571532687727,C,87.87140472599587,-3.188975317061636,-57.43445844631374,151.47529129870605,B,-14.57013458337008,1
Homosexual,Hindu,African American,Brazil,C,-100.75205814331885,E,44.35558342364237,-78.6126619000151,138.20891854635377,-77.529684378204,D,-69.15269670688188,1
Homosexual,Muslim,Other,Germany,E,33.335152337585136,D,87.65740591019402,92.92147177201797,-39.02624179739845,-68.66899670029558,B,-257.2455887305629,1
Other,Muslim,Black,UK,E,140.35573025620968,A,112.79731080111415,-181.9919636981445,-18.825772445763477,13.294147434630732,D,116.37955341181198,0
Heterosexual,Muslim,Asian,US,E,138.93532884522227,C,-116.11285730416458,-108.21595623131302,-111.66718554048163,24.768566403607505,C,-45.783512599672136,1
Homosexual,Christian,Other,US,E,118.24311675946618,E,-106.9030984762547,-15.163834807746754,53.348214121430324,-36.33940648386273,C,147.3204734418221,1
Bisexual,Hindu,Hispanic,Mexico,B,10.814673747806019,D,23.368727890458008,-51.78640190814302,-22.098148053445858,-19.224971156080002,B,-25.13053431391379,1
Bisexual,Other,Black,Mexico,C,71.9241734592801,A,102.29234621075456,-198.32465954814614,51.89043170622606,101.2351643996616,D,-64.90958146018218,1
Heterosexual,None,Asian,China,A,57.888305729722255,D,152.19320666497288,37.53660801339395,-71.38662367724443,17.54192868667229,C,-82.0511355611198,1
Other,None,Other,US,D,73.77195925426686,C,40.36068505812929,-185.80927673010686,69.33922024640589,-71.28683491095222,D,87.07776229417999,1
Other,Buddhist,White,China,D,63.852307210458015,C,9.38790211711229,45.331223726089846,218.77894144810145,60.53600817770791,D,-68.11117686427175,1
Heterosexual,Jewish,Other,China,E,-31.134084518500433,C,-23.887643290423437,210.76743237175077,-75.50605601013172,-29.916923877767776,A,19.153895321562995,0
Other,Other,African American,India,E,6.838757176147074,D,-163.1320747534787,-152.81654297925814,22.600765927984202,64.10148547237091,E,-33.74630912450606,1
Bisexual,Other,Black,Other,D,89.58783296755695,E,-4.616165950427357,25.91471246393394,105.91615411206816,-197.252769379662,E,37.306215738063216,1
Other,Buddhist,Asian,US,B,-51.892268875322046,B,-105.72578540297756,-119.37863242398441,-8.213195134656566,-144.44602349816353,D,200.10612620278147,0
Homosexual,Hindu,African American,China,B,-52.771045703667085,C,148.12246300882853,-58.382488305337766,188.16943540691463,-30.148365568867362,E,-154.58993515174384,1
Heterosexual,Hindu,African American,China,E,-43.76211618464538,D,-167.87325431874137,-76.45460150402988,64.64749951734849,-75.06109757500667,A,2.071699922392691,1
Homosexual,Christian,Hispanic,UK,C,130.4326651605589,A,-15.16991144473549,114.6009803463072,-9.15692516084972,-241.99164901282307,B,-297.8879383767178,0
Homosexual,None,Asian,Germany,C,-93.13838402326533,A,-48.6659113212076,-98.60305711853118,-155.3632997362662,-176.46981776593668,B,-113.25412029828918,1
Homosexual,None,White,Brazil,A,-49.98534670453316,B,18.815142080380063,82.52282113911886,27.454771475319095,-25.47920855168513,B,-153.36470758387117,0
Heterosexual,Hindu,Other,Other,A,33.09763797109406,B,-171.94277706913184,141.1005025703178,-58.090941926720305,-143.4548290639934,A,39.96814420482233,1
Other,Christian,Hispanic,Mexico,E,66.98947375080502,C,-13.680486143828663,122.73446741802756,147.7142475457821,214.73900454817053,A,22.38053037851497,1
Homosexual,Hindu,Other,India,E,94.47941038440216,C,-128.7345119692118,-72.52024959014317,37.5069528830672,-149.189748370471,B,7.4707969053473615,1
Heterosexual,Muslim,African American,US,E,-4.304304108080966,D,-323.1265062065348,76.475931665642,-75.96252482136691,158.01931550722824,E,119.10210336615388,1
Other,Christian,Hispanic,UK,D,-24.292504757262652,D,64.10787082576977,-37.35661190303801,136.7562269508005,23.476765457396553,A,-204.63995537870238,1
Homosexual,Buddhist,Other,Other,A,-139.33449279595766,A,-260.778699364277,-78.3697601607583,-117.80460198933432,94.98434855287886,C,-155.87636249109977,0
Other,Hindu,African American,Other,E,312.33523570616177,B,-223.2453551922348,29.722234669253954,119.72367442958264,-174.46850638614842,E,-88.64628426891906,1
Bisexual,Hindu,Black,India,D,-1.3515702121523183,B,133.72224180552467,14.178108570933516,10.81554026124223,80.32550906527322,A,109.28298140476696,0
Homosexual,Buddhist,African American,UK,E,75.05148307230048,A,59.3890329608374,86.81829460552119,-74.30968014642794,-36.697225885746455,D,65.77195210447888,1
Other,Muslim,Hispanic,Brazil,D,32.760325537470024,B,84.86780472253562,-59.92671697397566,60.96606538555989,-54.941072417071815,B,-22.233934527202567,0
Other,Muslim,Asian,UK,E,-0.2785874909239686,E,106.90713460925723,63.18475089331557,-34.13131267364629,0.8955153816229263,D,-90.69433587386152,0
Heterosexual,Buddhist,African American,US,E,-21.600059091246607,B,35.90837049702491,-222.4165948701791,60.92730869183134,-162.47220935606794,E,-83.27537068541369,1
Homosexual,Jewish,Other,India,C,-2.61296620354788,B,131.07887664425027,-195.90710994716673,-80.31258301999536,17.737497087020277,B,52.80324103183971,1
Bisexual,Buddhist,Asian,UK,B,-79.14798635684036,B,-19.860234642636367,-51.20347766979157,-26.85077251218057,37.106908768843475,D,-96.13013082226867,0
Homosexual,Hindu,Hispanic,India,B,-58.421944667862526,C,-3.5935793152145097,-57.08790893328401,21.109723515228506,59.89037556618002,B,27.183489146097344,1
Other,Christian,Asian,UK,D,-25.36924629987624,D,-163.3301386507106,6.75720859911868,89.07136166606577,31.140396223366846,C,-246.12568181512597,1
Heterosexual,Jewish,White,Germany,B,128.51036481211608,C,117.12766786190994,102.77597726377124,-18.481287916036106,106.82244544326261,B,71.89115879051414,0
Heterosexual,Buddhist,White,Germany,B,-257.0552151152418,E,42.944957203132425,-104.92557202215065,65.16709059783699,-112.23873652029049,B,65.33392994008258,1
Bisexual,Christian,White,US,D,-5.278019160156367,D,-75.89466272616006,22.744596520928496,-23.6451819021073,156.93229171969497,D,-179.68572821624588,1
Other,Jewish,Black,India,A,-81.06808364158853,B,-34.54301468254047,71.12785616828359,2.6047042423532774,-121.38172683799937,B,4.679774640935093,1
Bisexual,Buddhist,Hispanic,Other,B,-122.36662498696995,B,-63.91762231261556,46.628742582521014,-106.78246350175469,65.28875355019233,B,48.66615992763425,0
Homosexual,Other,Other,China,D,-1.356809897326967,B,-16.37884084532312,-131.23039326786773,122.87635161060051,77.64734986030855,D,102.15133265263314,1
Heterosexual,Hindu,White,Germany,A,-68.5397809567307,B,-118.18251711701504,54.07210594364328,-261.6499311657178,-68.7208188399049,B,-115.19393467839988,1
Other,None,Other,Brazil,D,58.60687008664892,B,104.61898856042018,-51.46683585030314,-36.545078880462796,1.7753887552906849,B,-68.36064272171882,1
Homosexual,Other,African American,India,E,242.72504444463837,A,204.71327312068453,112.47250160480091,-136.32713931275262,-115.5360630751386,C,22.2392724915726,0
Other,None,Other,China,C,33.12921589246091,B,24.781494241783662,62.004174837190064,-12.37553952704701,48.214723249075924,D,80.08091022500513,1
Other,Muslim,Black,Other,C,30.470826685596712,A,81.51509158621747,2.7220127483604726,100.40628873247026,222.916100251875,D,-35.865217517034,0
Homosexual,Christian,Asian,Other,D,-118.16699987746398,B,-128.0074456678694,72.93090199503803,76.54116754436473,-161.62633804451102,D,123.85307293818491,0
Heterosexual,Christian,Asian,US,C,-81.45517758821623,B,-29.128783169719508,98.0618125802493,-131.33643717659487,45.4934285784609,A,59.543222456865344,1
Homosexual,Buddhist,Black,US,A,-162.08883847792742,D,71.4614997744536,-132.93601035501035,6.412554790176932,173.8602972607459,C,68.59957993673012,0
Heterosexual,Muslim,White,US,C,-274.2391951553339,E,-16.53707298895316,51.028353619236874,8.0757234355763,32.67581333537619,C,29.899526698371314,1
Other,Muslim,White,US,E,112.05145428274135,C,101.10648024856405,90.57854880334808,3.0341809414923833,-195.51573740046726,A,-170.25554027082254,0
Other,Buddhist,Asian,India,B,-123.0780954914216,A,-59.401234595912236,-34.441200747020396,136.4502365199937,-30.143819126787285,D,-151.0955487366394,0
Other,Other,Black,Mexico,C,25.953467517119748,B,-20.539113761553605,-40.463752928290845,-99.93081529418951,-129.22795163626205,B,6.033883758138305,0
Homosexual,Muslim,Other,China,B,-93.91768682316626,B,39.05707411029255,-128.7645371566515,41.004122677229105,118.628856512382,D,-32.08391606987576,0
Other,Jewish,Other,Germany,E,81.70011751574239,E,170.47837672274403,108.23607004505904,-193.231984012129,79.54000491577091,B,15.451634359486622,1
Heterosexual,Christian,Asian,Mexico,D,70.7397012715299,A,69.74338268672349,2.0973755436555015,-42.670122406589435,87.73659244315924,A,50.46916704414242,0
Bisexual,Buddhist,Asian,Other,C,-134.38783945017448,E,-27.20535734691091,-57.57960182093497,-15.854319801089819,-171.86753924418855,E,100.60675885957662,1
Homosexual,Other,Other,India,B,23.669790870956888,E,31.53675925348543,-123.66050857817994,154.79830813370262,55.63831820960811,A,151.61205283912352,0
Heterosexual,Muslim,Other,UK,C,52.57682105726688,A,-145.20457785970083,112.47848141217874,70.20572389646989,-58.43970496570995,B,-75.9688485639294,0
Other,Hindu,Black,Mexico,D,-169.34116158928208,D,12.194904800533429,52.47983207051331,24.724441715691807,-266.48585564747975,B,85.50037145847895,1
Heterosexual,Other,Other,Germany,A,158.3149855554398,A,70.95020755437054,-18.76472132001919,35.22223504528304,185.49711052244226,B,-204.1224089251267,1
Homosexual,Buddhist,Hispanic,Brazil,B,1.1345186935033644,D,40.68299036143681,74.47178759284357,-102.58784191464044,23.987439702043268,B,92.70458304057632,0
Heterosexual,Jewish,Other,Mexico,E,-87.80049432523401,D,5.691116251779879,80.96691237315729,-22.038134640763563,-22.540176800343698,C,52.0738463908864,1
Homosexual,Jewish,White,US,C,17.827649330024837,D,64.32789163457187,110.77652389389708,-50.90721045080109,-89.19271997058195,E,44.52849294910524,0
Homosexual,Buddhist,Asian,Mexico,A,14.031276440332594,B,174.49105705196297,-24.65618352330141,-79.61770548443707,114.4016628812663,B,67.13661153807912,1
Heterosexual,Jewish,White,China,E,80.71690212515547,D,9.668325253078287,-140.10673206097294,-5.781548386523673,-0.4776247330112674,E,-73.05073099451083,0
Other,Hindu,Other,India,B,33.65054932198559,A,-59.648734090241504,8.049855958240075,119.98199314218438,-33.3981867129293,C,-43.54001710382007,0
Homosexual,None,African American,Brazil,B,44.91327020198168,A,-22.558855697876524,96.0523131437543,-47.27908201274569,-121.11508331855296,E,152.55178363885724,1
Other,Jewish,Hispanic,China,B,-50.69512990184951,B,50.308868783200566,-76.68349510196197,8.009577215237403,6.0843095233882005,D,109.59235974416177,0
Homosexual,Jewish,Other,China,E,-4.892017319514427,B,84.82284647632035,-77.88852471012544,-31.898434447730494,102.8154798216298,D,79.42205547965061,1
Homosexual,Buddhist,Hispanic,US,B,-89.56058530826787,C,-3.4624550274675645,-131.71566839423755,79.1360430699938,-106.98812871557917,E,97.72869462029666,1
Heterosexual,Other,African American,US,B,155.48259803281158,D,94.73186819501744,125.80501885607387,-6.264012868834361,121.45370837560382,A,-99.66426639974745,1
Bisexual,Other,African American,India,D,187.0732538698473,A,-30.560572774454204,103.26425574569356,116.85694582851063,-13.156952803793079,D,88.12102648478925,1
Other,Hindu,White,UK,E,6.156315697783036,B,-6.85835794390937,64.85886678930805,6.699265840564003,102.82282746485714,A,114.04964945172719,1
Homosexual,Other,Other,Germany,D,277.27572798546925,B,-91.99585903406962,14.261613254940706,-12.469430633410997,31.057150460707682,A,62.25994699213785,0
Heterosexual,Jewish,White,India,A,-77.58443748597847,B,-66.58566272223499,-107.44141755316,-18.62644959843877,-106.28359698279704,E,-57.653855964168365,1
Other,Christian,Asian,India,B,20.844445639781274,A,56.07523647657623,138.55779091475776,-3.572193585980702,-89.96293635001402,E,-131.45971552320808,0
Bisexual,Buddhist,Black,Germany,D,111.19087355626777,B,-31.449304641115145,-171.15701182897573,-103.30289299756919,172.3022000010595,C,160.14958280797472,1
Bisexual,Hindu,Asian,Other,B,23.44761667937412,B,70.62168762330852,170.88581486383418,104.34927436577497,30.4459386416618,C,-90.16742196247112,1
Other,Buddhist,African American,Mexico,A,-28.391721331821095,D,49.83216784310456,119.16370234841655,-53.104636260230855,28.98577906107708,E,-61.225145530113224,0
Other,Christian,White,Germany,A,-28.632288275689042,E,88.78031867309542,-111.85870251621144,32.54126782018781,198.6122661834947,E,6.982931163566949,0
Homosexual,Christian,Asian,Germany,D,93.94564404182645,B,78.7635023004563,-26.87951187836622,-5.767785222504851,-58.9701918766898,A,5.86050453599885,1
Homosexual,Christian,Other,China,B,-75.73451234620768,C,-76.98487707932155,120.73580135845128,212.53173216092458,-43.26878306678356,A,58.74019147816859,1
Homosexual,Other,Hispanic,India,A,-248.86318457955707,C,114.81737263557781,-88.8157508415215,90.20431186637154,347.5644154356463,D,78.79088328587865,0
Bisexual,Hindu,Hispanic,India,B,-48.204463369450714,E,86.22956853386198,70.69204550891257,-223.91124451384346,316.4225698193694,C,14.739390249237216,0
Homosexual,Jewish,Hispanic,Germany,B,-88.11436430213303,B,151.4084035721846,12.449423949365105,-116.36119188796425,23.58324149134754,B,153.4284935041562,1
Homosexual,Buddhist,Hispanic,Brazil,A,3.6494322873095006,A,-106.9909876029299,-169.1178223865436,-19.766552422869466,57.645061713852954,C,74.4344963372257,1
Homosexual,Christian,Asian,Brazil,C,-45.00933846488625,A,-109.12127575545267,94.85231236766076,-134.65165316426248,-29.086606189357216,B,143.65055182759116,0
Homosexual,Hindu,Other,Other,D,-74.28065318738639,C,78.99986674753723,-95.99460362478288,3.9359638598432922,-143.430025041539,D,-196.77804445180644,1
Heterosexual,Hindu,Other,India,C,41.427901366260876,C,1.8300883326382775,-51.738213832150514,-12.627328790694476,164.21686210593367,E,-39.89861961276764,0
Homosexual,None,White,US,C,-225.9329572956187,A,50.79745929829701,-158.6680572163594,81.69671180979581,6.9443044046542575,B,57.193231841561456,0
Other,None,Hispanic,Mexico,B,-32.217199388047426,D,-105.59754237039816,121.85904879991014,30.150785841688254,26.227046017811475,C,47.288516821963505,0
Homosexual,None,Other,US,C,139.014692760368,E,16.035903208982553,-67.68111597294244,101.51631172906275,-132.17752104585355,A,101.84106636508143,1
Bisexual,Other,White,Other,C,93.25958588747841,C,-46.31108606460676,149.7747972531727,195.2795435500601,-3.467282398262535,C,159.76476404272344,0
Bisexual,Christian,White,Brazil,E,-106.90749027673318,C,67.16949446817189,4.795097667406089,27.297230158010176,83.34807914696759,D,-16.403665577096955,1
Homosexual,Hindu,Other,China,B,241.68067967214716,B,39.28967864611362,109.26678147518894,34.78591000654872,62.55263197319737,C,37.482691675911646,1
Other,Jewish,Hispanic,US,A,170.8680183207788,A,40.015004260334244,-98.02734309472169,-284.91815914906596,-88.69221198997661,E,-29.654899604612666,1
Bisexual,None,Asian,China,C,-4.239004603869086,A,-91.1809621940023,-56.34254649587095,121.83610644725955,-40.54369164489164,E,-51.086648161933425,0
Homosexual,Other,Hispanic,UK,A,-45.358665082744835,B,-72.68574198956573,94.21054506020484,0.9631142169281168,138.00780082266516,C,-284.5686533991134,1
Homosexual,None,Other,US,D,34.593550582240816,E,71.75046993935553,15.621331935448548,-254.20323819343315,23.58885090021441,D,-80.53979378473367,1
Bisexual,Other,Hispanic,India,B,-208.62377231221535,C,-71.62432381030787,54.05093247761739,-82.5830891192748,-56.47517943274124,B,47.81412715484826,0
Bisexual,Jewish,Other,UK,B,8.19210300062016,D,165.34238327500915,-146.7646053561209,-98.42549910828731,121.26714591658576,C,-97.27562671097189,0
Homosexual,Christian,Other,India,D,143.14110607330173,D,-14.061009085136089,84.05719225690645,44.947538221045875,-63.09960807995226,C,-189.91626063852053,1
Bisexual,Buddhist,Hispanic,China,B,62.925036060776584,C,164.29911890350627,-93.51825340492003,-101.0295645912029,-48.88199164867601,C,-30.874229448681938,1
