married,military,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Single,No,Male,B,53.306652414808,38.12473965751683,E,-62.12871408628432,55.20026844423486,-139.51765986793424,-75.67968756241731,-6.162766808583258,1
Single,Yes,Other,D,36.6065121486873,-136.6298011268211,E,50.72767589128057,75.40243443599448,51.564200919725565,7.320173121331101,60.92138954171805,0
Widowed,Yes,Non-binary,C,-114.80772755143278,121.57173451586468,C,-182.85180339395686,-64.30111360183675,209.83938521194884,24.98400342226731,-166.62810109315703,1
Widowed,Yes,Male,E,-92.1945923926049,-92.00325039201674,E,78.16269080879692,-75.8608587935053,-20.65707616698313,135.35236274281453,168.0699003723647,0
Single,Yes,Male,B,-32.30955531315028,122.59693083723118,D,-91.12376137273426,-111.00840913715142,104.70424168579481,-5.817450666640554,-13.55383982105905,1
Married,Non-Veteran,Male,C,1.2265074226780974,148.6466242037548,B,12.856220952368435,130.00090127159854,-107.14307823270714,-96.42226725173846,115.73133671757554,1
Divorced,Veteran,Female,E,64.78409286090667,80.04545451418765,E,-300.8797971916898,-199.87533112181677,-22.67564625009257,-136.16133728928784,-196.0000104880122,1
Divorced,Non-Veteran,Female,A,49.32613121957242,-99.49930067102653,D,-54.22040579471401,79.56399365646165,20.118563864652934,169.83986120659355,51.60366322905914,0
Divorced,Veteran,F,A,249.00250533420976,-205.98926231894575,A,119.25560838476427,203.060959662323,101.02160921523875,-65.71024884896322,-34.67586308492973,0
Divorced,Veteran,M,A,-58.77369751078019,79.40719952025411,D,-79.37702659562713,-102.59147091622793,21.45159907098961,253.7243505758957,143.92921322848053,0
Single,Non-Veteran,Other,A,-39.381150043052116,93.71384851499771,A,21.966184127497968,-12.743001453071631,24.960830486689257,-24.65434946792156,-55.4122522144667,1
Single,No,Other,A,-170.47067865114678,-80.5044649502686,E,-56.776650407671646,89.12643934543418,-7.30093278494527,-190.41059668165465,56.63741728405316,1
Divorced,Non-Veteran,Other,D,-28.17005586788325,-75.22160044016965,C,78.33489447278758,-106.86330751620628,54.28946687780236,66.67123902920284,74.07553079962693,1
Married,No,Other,A,117.38965222212823,-2.431879390894321,D,9.892263202672046,-152.26151925146053,70.95170987233033,29.354006642850948,-184.6716853540111,1
Married,No,F,E,152.2572049599742,29.293885928203206,A,59.866457314044155,69.47332886853907,-106.02148510059173,34.84496465756783,18.556285996396383,1
Divorced,Veteran,M,D,103.42267640310124,-107.94360037210669,A,67.53664449241208,-26.48889633047686,124.5782965616728,-91.16080751231912,301.80714864396066,1
Single,Veteran,Non-binary,E,14.067250116881741,43.89762070519799,B,-20.672258105280164,6.494165530666924,108.65252917363273,-71.63395780562992,-23.40532446019549,0
Married,Non-Veteran,M,C,38.23350131428432,-26.70365100994051,B,-47.873348201037466,-132.5475131748437,99.38441039424745,43.726434647153226,17.61962088569218,0
Divorced,No,M,A,-73.67043001737625,-114.63068343076579,B,-67.53300906400136,-20.611761342564744,-67.67675940320686,19.622667373506573,-97.3024162696731,1
Divorced,Yes,Female,C,-62.62087704648579,113.9587074095014,C,91.03611105095108,-1.4445521250517663,-35.87011661296795,-21.73293873207903,-137.88640370295286,1
Single,Yes,Non-binary,E,8.018877396910975,-215.4661559536611,D,-220.00412107421403,121.482863484573,-79.51633744419779,-75.04879907605765,-43.76546956399105,1
Married,No,M,E,-18.08239641386804,67.31609590037753,B,-90.16743240929588,132.04911542292788,-71.10472899388533,50.898597950269206,-176.24773698692607,1
Widowed,Non-Veteran,Female,E,-46.9556145355675,-47.00719174094459,E,169.82750867737835,-34.56157110382587,47.64818946584884,-40.544422754030904,37.602248554300985,0
Married,Yes,Female,E,-38.626969919795364,35.35727620645312,B,-97.00817704281825,80.25915303183388,109.09494451158508,-49.514569233012935,16.697891792406566,0
Married,Veteran,Male,B,81.4313731276569,193.58047449363954,C,15.512466623439161,11.37046414350025,-67.65685341802863,-46.462300468915934,-125.45919463913539,0
Single,Yes,Non-binary,B,-33.07026142730072,-15.585268061531393,E,57.12949674244958,57.98441427801424,-133.20158504565006,21.928274397716848,-18.826544268313615,1
Single,Non-Veteran,Male,C,61.796458307586,26.06108557279827,A,164.15153234182216,-107.19843671473252,-156.67776355539846,-12.764543698462772,108.05602630821667,0
Married,Yes,M,E,75.57527158331277,-138.5900883611216,C,131.96781338685676,-116.33906841867099,13.791736907949645,-71.84992219737116,-48.90542879173461,0
Widowed,Yes,Male,C,13.54435165047884,-8.025687497023094,E,94.18308603878246,-1.715372983027897,95.15460259654887,-27.759990270134228,59.05503893786492,0
Single,Non-Veteran,Male,A,-61.760215699735035,-24.008257175761088,B,34.65357494637273,-50.93584937412757,42.662812389863255,-77.68487955734118,-0.17161297858053778,1
Married,No,F,C,-153.68710572756632,-25.09237149591356,D,114.98147536246033,-265.9172592442935,-73.30579560415306,43.51696361517636,-83.1834487036023,1
Single,Yes,Other,C,18.55557747857704,-142.68339259805424,A,-126.95434656500468,-8.833790407918949,-56.04605804781359,114.03445045381089,18.801966384209877,0
Widowed,Non-Veteran,Non-binary,D,51.303973263031246,-78.17179210328172,E,-29.384967342974484,42.59784392958547,100.47700590897077,-69.35650102727051,126.39452920208869,1
Single,No,Other,B,-16.600401222659723,-89.0821088248464,D,10.363776653450477,-70.17268228910642,133.82522273881125,159.2578680184732,-32.88334195030422,1
Divorced,No,F,E,-124.76094851452473,69.42949749812425,E,41.71852994297483,40.89458331064521,28.619207618672387,-115.31537797333984,-131.4867532648049,1
Married,Non-Veteran,Non-binary,D,-47.32454422070263,-153.36014996195425,A,11.05177046626061,0.9430851411045021,-23.861589919865576,16.119270516405525,-88.14613889477558,0
Widowed,Yes,Female,E,-79.79330176027972,-50.805434191995644,A,-0.24565919768513678,180.16596920811364,-88.79531464241991,0.5743829276031144,-89.9379919942217,0
Single,No,M,D,52.56369413019992,-80.24245063384603,A,-46.80405987211711,-138.6663744107712,257.55750622082434,147.61181795110838,-3.91938701072529,1
Married,Yes,M,D,26.067334439123336,11.654999061931932,B,51.44742007055313,86.3089032715549,-7.558963316535376,36.4532669128912,-36.6902456926333,0
Married,Yes,M,B,74.42939675111299,-45.92456876331438,A,-70.70698361371922,-27.553316794861576,-53.363677209427486,87.47457980968485,-34.66946927559622,1
Single,No,Other,D,-34.021500742423456,108.81334673967487,E,188.65449170583963,40.514363307434515,55.605153748791835,-162.6390820463577,-9.720840842893574,0
Single,Non-Veteran,Female,A,-168.46484956240084,-142.27862972395812,C,73.59875196167383,1.5276760511872545,-86.55028061901378,-49.117353892696364,138.20515018300253,0
Widowed,Yes,F,B,-11.227986018783898,173.66961602331648,C,20.520020814562773,-56.065791090398335,50.35328179833679,-93.7340962523693,-42.82016530856883,0
Divorced,Non-Veteran,Non-binary,A,-32.174615801118584,-62.49132443391512,E,-33.625830503106194,-234.69249352747,-6.787660246601747,55.47741470408171,-33.931972197299444,1
Divorced,No,M,B,-58.06118746463839,64.40058720266823,E,52.990260403374215,37.46232689983084,-96.66940517406553,-117.09829855262713,13.092581432533379,0
Widowed,Yes,Male,E,9.896298959853244,-207.48862675719093,C,-69.15131616624585,24.470894678919706,38.885349561249036,-177.66415803400656,153.0998006511587,0
Divorced,Veteran,Male,C,-45.91199605774265,77.68567288893799,C,4.738197536422594,-132.56029638242327,-120.55981678114063,218.18105035216266,-150.81109121140867,0
Widowed,Veteran,M,C,30.436457012286123,85.01639499764879,A,63.9332214376044,-150.43605588581642,-70.73239181699053,87.11420319927721,29.85888952156627,1
Married,Veteran,F,E,-60.11973807093977,-20.76130126172993,C,25.070657911824927,-115.86008084759439,102.81579120492394,13.972452932544934,-64.70728138916772,0
Married,Non-Veteran,Male,D,124.1922911738449,-6.093894217928608,A,45.150581478975624,31.443572448235475,181.01643961858227,56.62516101584215,-31.569846396554134,0
Widowed,Yes,Non-binary,A,-76.38060032509382,-24.93846599767707,B,100.78906445323955,38.19038677752502,-181.13857686292644,-150.70319074298735,-104.88743874915644,0
Single,Veteran,Male,A,60.6938386759171,70.53562121337829,A,-24.15767190497431,-68.90497558144834,108.71915833428613,-24.367851561719032,-26.970263093076575,0
Divorced,Non-Veteran,Other,A,-26.32610348917192,52.9373307290085,D,51.32751607689369,178.77360804800185,-83.62004199633391,62.34169248929795,-118.5114663082052,0
Married,No,Male,E,68.00229543068991,-46.39616511123768,C,85.6398137365374,-10.143982900564119,-130.86994476343074,-18.490199069021777,-0.5775356894426646,0
Married,Veteran,Male,B,126.67238351176422,7.100104771843882,A,-148.35361397374453,133.2635848067801,86.83697633676752,36.80340931835118,-1.9834908839179697,1
Widowed,Yes,Non-binary,B,-23.56572437270627,81.20537101817166,B,90.42065044538556,14.463058792915529,68.37231438510562,68.81500051610779,168.91857548736792,0
Widowed,Veteran,Female,E,252.37221224706485,12.60140501121085,E,295.7976874653991,74.76486618473058,194.16231251603628,61.64277160237058,-88.27450118055047,0
Single,Veteran,F,B,34.724595291283734,150.15707196697534,E,-40.7557385883622,-108.88688128016115,-174.4379095176472,130.17998150005727,74.02046213872846,0
Single,Veteran,Other,C,-214.8985646956723,47.289208148186354,E,28.777034984013394,-143.2862218323005,140.285121706056,119.41167117523163,0.10135197010455127,0
Married,Yes,Female,C,-21.48614171713605,-112.26438442959264,A,44.338781769721024,104.10726015186937,80.72262483152873,30.669725752699918,-14.185668934560733,1
Divorced,No,M,D,69.18300196259227,136.94949591668365,C,-1.1062772360806028,-149.66858229150688,-11.358203223522526,-55.90102067140531,54.37582631045118,1
Married,Yes,Other,C,34.813914258262834,-125.34953709148719,D,-25.756985053255825,103.38601640898905,100.61264138619839,-145.125868384135,-112.79846759839324,0
Widowed,Yes,F,B,-270.73387034901384,126.29528846779607,D,-126.03177669940024,-114.03233316286243,335.4070586981172,50.61314017963249,129.02067918052742,1
Married,No,Female,E,15.738023727120357,18.20328725391925,E,-101.32047910893908,-132.02584409875402,136.12719373492814,54.74172569109489,-107.2937630794933,0
Divorced,No,Male,E,-25.061497971608116,35.19890470831724,B,97.53940354422797,-91.72088745606239,-87.02203644472058,243.479197756074,-110.34378271184036,1
Single,Yes,M,A,47.24813319053158,-53.00511767101006,E,-64.07416933352444,-28.88012214187721,-113.77293282601167,-21.16998174916166,-6.27675680867261,0
Widowed,No,Female,A,-153.46635122909714,-93.20829734806992,C,91.77949829871348,-59.795742648667186,-52.48057761304841,197.1406852222765,-53.99198873651314,0
Single,Yes,F,E,-0.945911939642321,26.55820621723243,E,-48.684637930671656,26.614996980175253,147.94550553611316,-240.39151771431463,-160.0262283338736,1
Widowed,Non-Veteran,M,A,-49.39410509256432,107.80549557800126,B,-101.029942850986,-119.27663915826842,-67.5825344696793,150.4406918828153,116.6617655479698,0
Widowed,Yes,Female,E,-197.17827382337393,76.24122353847038,E,17.494865877712602,54.10533242748726,-211.77942370438086,-22.478750338205465,52.601491806239494,0
Widowed,No,Non-binary,D,-60.01791047677576,125.40108341747785,A,104.15622711776106,-35.864908752796474,-91.67678470154291,62.46239786018612,11.846223213995,1
Widowed,Yes,Female,D,19.540774904346677,-40.805134196056564,C,-127.99070401304841,-163.7376464136987,-89.38487766483706,152.30527123794332,-93.06426826468302,0
Widowed,Veteran,Non-binary,A,-98.09907587186855,23.816740696016446,D,125.32773250863171,21.667415057219532,-20.201508436825396,-18.311323177436307,-103.99926157556101,1
Widowed,Yes,Male,B,38.45046055232584,-67.12934881409099,B,-94.57280080962838,61.68891272561565,59.53350948926587,-31.24046794425092,26.34610551684321,0
Divorced,Veteran,Female,A,22.22216631949508,-198.11609449589957,D,-129.94744956319423,-34.268550367498904,55.92148488428074,-143.03836136465648,-180.00014888461467,0
Divorced,Non-Veteran,Non-binary,E,-195.0664689139353,-52.32409064754483,D,43.25561964773975,-2.7619024278133573,95.27660420087732,73.4597529164323,89.06509729529496,0
Single,Veteran,Male,A,55.62191590372421,88.87559158048639,E,-12.557594296959202,-203.66173677522465,36.988809779452374,159.06779691371727,-25.247176879900234,1
Widowed,Yes,F,C,-85.43060484208613,47.24088714890878,E,-185.91093765297717,56.61768030739395,47.46445072546069,138.21173656593143,163.83007578980002,1
Married,Yes,M,A,40.436787322341345,-120.28873347829858,A,-151.72180657231326,139.8320879075543,-15.37740230020248,-30.060437874684254,64.60179855417093,0
Married,Yes,Male,A,23.390076095079845,-11.86406661715264,A,4.3559024008173015,-14.733491574239316,182.4082452761382,61.40337890707129,-121.72306083146454,0
Widowed,No,M,E,196.37411024720564,-111.71224065138749,E,21.734274486968154,148.40487663668824,-15.249111919706241,43.82470333688509,-70.90052190136721,1
Single,Non-Veteran,Female,A,78.44603589044843,-88.52160475531767,D,14.311627940488567,97.73981549245727,107.54524194415815,-78.16743040503736,128.6002920377018,1
Married,Veteran,Female,B,69.78787171946314,-155.37479816647766,A,-33.95690288181688,-276.37391581579885,-83.67014626450087,-162.19545823011683,46.54020704772318,0
Married,No,Male,B,165.1937727786597,-82.94522756677198,E,68.81184339044816,-27.69526995902455,29.122046857567096,-107.84408822798784,-17.664113829021797,0
Widowed,Yes,Other,C,-41.6402956351483,-48.70785440228126,A,-194.05598262311244,14.675068387913612,5.821790917695343,-118.12475001081128,241.74247444221183,0
Single,Yes,Male,A,-23.203279091509255,58.01984933214652,E,95.79241600286015,-44.4865224595132,-185.35529508532673,-35.5328030426811,-9.309496148565872,1
Single,Yes,Other,B,38.25618384016366,-57.54103204545989,E,-172.431643341929,86.60088448237767,121.03932561698976,-89.66203779049007,77.0589284549731,0
Divorced,Veteran,Male,E,145.63503786945168,-128.55964031511073,C,-131.1962325519592,63.51199280455319,126.43495646686722,-35.775799621904724,25.090462246254646,0
Single,No,Other,A,-138.0996383279903,-94.01321321699452,D,13.192034028254836,133.23728642001922,-27.430067046357603,19.033717313936524,100.02607197370604,1
Single,Veteran,Male,E,-118.04399156705597,102.96991827439828,A,-54.703030387704196,55.734594196067334,-75.65278995610491,3.5824127602236437,164.4557670876843,1
Married,Yes,Female,C,-108.57935299614677,-17.49673337796411,A,-163.18898307394875,-7.016447602136262,88.41378651748232,12.366028147793974,-122.32170133952798,0
Married,Veteran,F,E,-38.950263702310465,50.56133601488987,A,84.095086691445,101.95266406341827,-3.798215395673067,166.9189468177845,-98.19307652799833,1
Widowed,Non-Veteran,Non-binary,E,33.569576300024664,-43.849279785403596,D,-26.86895045052886,68.95102937556524,-144.5151377844251,26.56790064279265,105.22394562445928,1
Widowed,Non-Veteran,Other,D,44.48245011173867,65.8930227347747,B,195.27929830124202,-92.82592503150242,69.22217293855283,138.93697726536593,37.75646958326635,1
Widowed,Non-Veteran,F,A,-190.74200768496956,259.19350287766963,D,-19.84031757157408,169.0663973694327,-10.499559032060782,-172.36699236037032,132.5550352590723,1
Widowed,Yes,Male,D,188.41525912722275,-4.309972638427893,E,133.5568463130429,-33.932784180477974,-102.07754971401484,-40.158727262968505,77.3559920917133,1
Single,Non-Veteran,Non-binary,B,-31.667499198115678,97.76532972589143,B,79.45694598492716,-57.50501620102527,-54.73907405016378,38.370051675657166,-24.61531734928096,0
Married,Yes,Non-binary,B,-16.072378066376743,226.87979762846666,D,-268.7965569588181,-77.53849564215294,14.265731605943833,-131.6979757619386,-130.99589773314574,0
Married,Veteran,Other,C,-118.14369870359063,16.417888205306987,E,132.30718084219905,193.40715285171785,-165.72134130654436,-193.91792562741256,-21.18611177831702,1
Married,Non-Veteran,Other,B,73.16248115398548,-122.81364316938806,A,-146.57348868252572,-94.3463631202161,-11.672075300071063,-232.81801078334948,-139.60631894347105,1
Single,Veteran,Non-binary,D,243.42618613434888,-58.866552710121525,B,30.97370846154575,174.12084312112268,-98.31556555540001,-3.4579764432122886,-151.1120566721153,0
Married,Yes,Male,B,-10.778428745516031,-115.71419683866249,C,48.267572484917096,-21.501271799279223,-83.37439764808195,19.27747932128542,36.35179404448441,1
Divorced,No,Other,D,56.9461576305304,73.31181065516034,D,-199.72557986028758,162.24935890610962,187.30418400808293,10.265492585596023,33.120305308879196,1
Widowed,Yes,Male,C,71.31623235528764,-25.26722558132823,D,-112.10698581135165,-65.35884413592805,-50.70819719101357,37.31640307873316,-192.38278617198276,1
Single,Yes,F,C,39.0323732275388,-13.146891757713714,A,104.67420006598735,-53.503605367862384,114.77006271617014,105.25059223305497,80.69093763977196,0
Widowed,Non-Veteran,F,A,168.52132715059344,65.38795819859324,B,-153.7032158201644,109.9418006142896,-23.85978615919025,-5.602472836751227,-10.808770308177017,1
Widowed,Veteran,Non-binary,B,110.62773311565586,-11.626984201980584,E,-24.522147037794863,-89.10800278595649,-22.739038953258653,28.345263751931004,4.634456231197144,0
Married,Veteran,Non-binary,E,26.47979694909761,92.85957347535913,E,-182.20740114107892,3.6517802680119003,-79.01084675884546,65.85232320528515,-134.92366220746658,1
Divorced,No,Other,D,-2.0741789568213482,-20.590493438016594,E,87.09006346360047,-63.627978590852685,53.71903567132313,-162.78040610588587,48.708166221764316,0
Divorced,Non-Veteran,Female,E,-186.3504905887389,-68.81701851427485,D,-67.41495085351804,184.67546516027213,73.73857477815564,71.69511148006654,10.854249915981642,1
Divorced,Non-Veteran,M,C,-35.20091107865051,2.834370645124433,A,95.7435331643946,53.907983532532725,20.424343221848716,-173.11865847263584,254.316603685338,0
Divorced,No,M,E,121.61993259425077,-1.584553332900309,D,29.473912001397085,84.41806007302303,49.39661880997162,54.208744802371534,-102.28043931408075,1
Single,Yes,Non-binary,D,41.96868459448005,-28.03242040290893,C,-301.459653795155,7.113337425117856,78.90336075802482,-136.29424850323596,193.8202444718751,0
Single,Non-Veteran,F,D,67.75425637170744,59.18178606204004,B,29.633508349073256,8.76180807403544,141.40525978791624,-117.71212399483663,-0.28672004689569947,0
Single,Non-Veteran,F,D,191.6853639591782,98.54656416691832,D,-46.70051131068638,-167.7859681111272,-63.36848343212749,7.503942660310993,-61.1806372794932,0
Divorced,Non-Veteran,Other,A,-9.865721385261546,96.81312616056553,B,-23.566365447331492,10.624164773747806,-125.90015028707487,-201.89564911119717,-9.714750645300253,1
Widowed,Yes,Female,A,-23.287207701156834,106.88798933270365,B,-41.19920055351052,33.26603222198888,-23.604570200934372,153.16895515949167,21.136220719500226,0
Divorced,No,Female,E,69.98143669331238,43.533157305778516,A,32.29890661902151,69.25978259830497,59.80287477423225,-74.50596126406714,-9.996503068991029,0
Single,No,Female,E,-100.02568927305823,-122.10592029118408,C,-64.45633733591208,-142.0086807962593,-8.510635259391941,147.71057264663082,94.74298095972675,0
Divorced,No,F,C,-41.18853688539036,39.546407472185244,D,-69.92075624526439,-102.36525185632648,99.97868622058887,207.1070465322491,59.051924037849865,0
Single,Yes,Other,C,81.84945412455279,-66.27992184635738,B,35.13821944669325,24.925084763663257,-96.56755955763302,122.49396568730238,33.95251039528219,0
Widowed,Non-Veteran,Other,E,68.4053862559533,-81.07329841323765,C,-116.14657982939134,241.20531525635838,-70.74597116791337,-111.66331089376509,120.89550800342346,1
Divorced,Veteran,F,A,-164.09078496823471,60.38225196244538,E,80.77003982180003,98.22160316966315,25.98433560420187,-168.30133228782995,15.679971468917604,0
Widowed,Veteran,M,B,-1.7072057098410298,39.31436784239853,E,-41.768900627167746,198.74847494935432,74.15803605756346,-21.77200796988598,-37.192543270755465,1
Single,Non-Veteran,M,B,-79.01270484078063,-209.97889938224054,B,-67.73089124916741,-158.87675961133723,0.717473790003168,104.65298805514823,-48.254230130547846,0
Widowed,No,M,D,52.622983769458685,48.11366827153957,C,-39.39821225016695,-55.17174275788186,-37.60682797097644,-80.53765433331495,18.60812532599302,1
Single,Veteran,Other,C,69.78475492097417,115.00041413812201,A,-22.986018352052348,-10.814259910221551,173.91276379039567,151.0092182039672,-44.285273967006965,0
Married,Yes,Other,C,-102.94629198287481,-34.72365283108301,C,10.87683557164408,0.8347449117948204,-6.015211298161259,-32.133970028571014,67.45132379645543,0
Divorced,Veteran,Other,A,20.538041757101972,-29.96820668428512,C,-83.79347969224439,102.90810097996703,27.77504704776397,122.23407286981363,-19.170930186989498,1
Widowed,Veteran,Female,D,73.69447307690832,38.416203967948405,B,-3.7265970475901558,183.55006954047644,-64.88500039153342,0.28913039926692896,284.51919431604676,0
Married,Veteran,Male,B,5.903216972578222,-55.68583747337264,B,26.655657864560112,-66.87444072038437,-38.87731708446165,76.66556309135518,-96.67148359906925,1
Married,No,Other,D,-37.63467537540709,-205.60742987978475,B,-11.031036455475617,-70.79308209726392,173.8537398566179,193.2743772192254,-20.85566492102774,1
Married,Non-Veteran,F,C,108.79325870971759,67.83947921100811,D,169.29143084279522,57.92492857512526,-138.87538698319858,-103.71531778827121,24.786148131946135,1
Single,Veteran,M,C,-197.78368331644808,-81.70311235750664,E,-75.66631492999514,-216.9394284818046,108.16631531180204,130.06186881775236,-33.617118148607354,1
Divorced,Non-Veteran,Non-binary,C,-96.95721945487868,52.76257443185752,E,-33.402148394271684,2.1888568294249384,-109.54084799045123,152.67250458042676,-98.8815597140709,0
Married,No,M,D,-136.6954104020904,-127.91704754981184,B,-52.21745831646193,-60.82633416948327,-138.94077424389155,-146.47182520168792,16.183464186742494,1
Single,Non-Veteran,Other,E,-187.09487817107694,-121.00794649188109,D,-127.70192552436495,-44.770090621522236,93.9616451706424,29.795133754370273,36.80423693526008,1
Widowed,Veteran,Female,A,225.96083338641003,116.74396435661905,C,-16.079193756566028,22.599265528534694,-20.925138732384525,-138.50532701429506,-16.772811433547304,1
Widowed,Yes,Female,E,129.4799926312575,-215.19493901720256,C,115.12969056516566,-29.164383908744078,34.533506766996304,64.3332840013106,-4.662315528285534,0
Single,No,Female,A,64.4537383027561,-31.69687182163913,B,-145.97402395871492,65.41283401966334,-37.73596292038569,55.36363985430787,-0.8661679582494909,1
Married,Veteran,M,C,-32.50612931990716,-84.76542071891446,B,-113.36948988665829,18.324427042617344,80.15645230849681,48.48592677553854,63.25434402324359,0
Married,Veteran,Female,B,65.74966100847044,-103.51911304539495,A,198.13410153057765,24.748454014942133,20.523441536636273,-127.00817087019519,-51.186421430151384,1
Single,Yes,M,B,-58.204181070308955,9.948511721122765,C,70.7102339800103,-143.6283319415879,-189.846045977625,-131.60915064629563,173.09171636188304,1
Single,Non-Veteran,M,D,-88.85311820763512,211.84631336437315,E,168.7814498525479,-116.28604504249765,-49.44210247796792,62.83390089945053,57.96790166926379,0
Widowed,No,Female,E,137.13008350243356,4.277769312639181,D,-108.13658491348575,144.5141296875605,208.00869464353647,-35.113247077047944,3.6990318113548937,0
Widowed,No,M,A,8.430037548861334,64.13161439276877,B,-202.67433826158884,-51.87242439348003,-86.23012926062937,-49.81717467972321,92.84710298542893,0
Widowed,No,Non-binary,B,17.026983988947723,29.492304315184303,C,175.97796948700275,25.20793456158531,30.11563545571731,57.09441036776832,73.54215298068964,0
Divorced,No,Female,A,15.605796484083214,-141.89943494601727,E,-40.05268710942784,12.538243429870654,-4.175069827507795,9.330027542609013,-67.35363555610202,1
Married,Veteran,Female,E,-10.492864132840953,1.094227335965972,A,40.500146235715974,-37.02668365793056,147.59787317047937,-59.981121118604854,34.25102117131883,0
Divorced,Yes,F,A,156.3659596653129,140.81159348535869,B,122.41988175943106,-67.22981253072315,139.10903654399908,239.77767290334242,-290.42709570058867,0
Widowed,Non-Veteran,Female,C,-61.33346779031741,92.30086668951436,C,97.42319011048833,112.52635894409917,-107.82511365471001,4.83838453282788,-110.2963287515303,0
Single,Non-Veteran,Male,A,-127.3942855132068,116.64851992562686,B,-76.57913024410735,-32.90565895474139,41.67710354356479,57.421408285776856,-89.33334892116149,0
Widowed,Non-Veteran,M,E,22.95781412413292,-16.02224040908769,C,-36.26239204479193,-77.08446733936707,-27.432382888419703,-173.82171454025843,-38.89900010550413,1
Single,Yes,F,C,-67.69332857802743,134.797733604058,B,-70.31247935317073,4.30273209583585,-15.284162864989629,15.887469460070925,-87.78867917508555,0
