marital_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Divorced,Non-binary,178.34059476429277,-48.81876640676736,171.21394888460512,-97.130535450593,131.6127553492121,7.025699378255368,B,B,104.86990811628371,-134.93987467456608,-50.93561878484659,11.410802275178519,A,C,1
Single,Female,150.7423914485326,-49.30995844225078,245.70794126875577,8.44657138524456,92.69800306052079,314.2304641892552,A,C,122.84520640678103,65.03736085047234,330.1269020871364,-225.55961904118908,E,C,1
Single,Other,-33.061571192353725,-134.908552267358,-62.68572442315001,12.278359992317512,-218.8538644399554,0.16781883734839378,A,B,9.744109841742244,-43.463619336649124,-34.21959580141616,-48.36001073570649,B,C,0
Divorced,Non-binary,12.964233751370202,-82.3241488148235,-40.83102074592247,-111.14632463800554,93.52330946089435,114.98457650594176,C,A,-98.49357204563907,61.383042165766156,-143.18444450904764,-40.8340276230577,C,D,0
Single,M,81.3818502224699,154.94211182056284,-5.166931378614068,76.36541151088379,-38.21000541226814,92.78412580806639,D,C,91.24228412102816,149.01818140194433,-63.04932610944564,-11.885494071811936,C,C,1
Divorced,M,-4.9485220898741344,-153.5117831991792,9.556905463699554,-143.29412623232326,-73.46031149500321,170.3605806803089,A,B,51.24079548749244,92.11469413972164,-142.71620899724812,130.77557551995065,B,C,0
Single,Male,62.85744397120446,-5.791872936722766,-128.91508601308968,145.13749485198343,99.33866967282711,-95.60731719421179,E,E,-82.03005764908904,-167.12275216326432,-112.63503413459617,127.46040373407685,A,E,1
Single,M,49.593295822807335,-36.9599867589622,59.70477434756418,129.44576565373742,-204.78771706509957,42.18783550659372,E,E,146.70248116739276,-77.47976149674301,134.6509328037832,-23.984110160904685,C,A,1
Married,M,165.70979317904437,-106.7876021433626,36.0198595651129,-80.84487024179904,-3.8623422083454666,-172.9267891639526,D,E,15.821024621432251,-46.584056861472526,-25.85805051533517,-120.15001327848422,E,B,0
Single,Male,81.14313796350929,66.82166045291727,-92.16062450005101,-19.991496082778582,-92.60565175210486,-51.28289247034602,C,B,206.0569612047298,-30.423334425749932,-60.48526557656951,65.86082589834442,B,A,0
Divorced,Other,-32.42785108844974,-23.371779252906318,125.76364940399655,52.51815765285307,112.58224130611588,-127.62259135358521,E,D,48.92798531388961,37.51265276884851,11.564918510026494,117.2361065143108,C,E,0
Married,Non-binary,108.64698208120728,7.916457733720749,-86.28291123207936,106.64000810549518,-55.31011263636979,-19.476987697487182,C,B,20.64229933534774,-41.981555382216165,-12.935144033529678,-239.9414323969336,C,E,1
Single,Non-binary,31.15317760586208,17.22590877425608,80.42834970264204,-132.98629899710275,-27.581942456721336,-71.23695865269512,A,E,205.11887380074882,-66.7409070198947,-125.54002457722113,-69.69800169001886,D,C,0
Widowed,F,-175.82606598014812,-52.036450721480406,-29.167621357134948,-8.863925744624032,8.920633250984126,137.54721467758495,C,C,-49.24149537635229,-0.6831979597160962,60.839980336719194,154.7368955477814,C,A,0
Married,Other,18.60787129830448,43.83152432291002,26.59833274420931,-89.17052596173056,82.32924866058399,-59.9534949475001,A,E,49.82020961064157,-97.97029042711272,88.41412232822185,34.38114304196282,E,C,0
Widowed,Male,-78.47072977970775,33.359761296750925,90.45136477880588,49.1158462517556,-65.95304121008455,108.38909324305166,A,A,221.71052497820162,87.65300229373788,-13.70700781811213,-51.76368278362886,B,D,1
Widowed,Other,29.627646687505894,104.99451659378632,-95.06976037990468,-6.496781836378136,93.15894940077524,-89.19230232195372,A,A,-0.8458032014455987,170.24961447615846,-207.39985409487903,-11.81087391679062,C,D,1
Widowed,Other,53.677158969641134,80.48878365550338,59.52448862182833,102.29426504972032,-152.44768152226084,19.228048694495442,B,D,47.72252487284303,-90.07492088278694,50.27949780690316,-98.40075144059281,B,C,1
Widowed,Non-binary,115.13454205857012,163.9304069526018,51.48468724534902,177.5837066790356,76.8167217057698,308.1750140087894,A,E,98.43277291479995,-48.012182412261595,-36.93807875088193,15.268281138457471,C,B,0
Single,Other,49.60501080988603,7.923503515987362,71.01153075339829,63.462794875889806,-32.47788200652927,33.57476329964415,A,C,-83.52456346449189,41.02785276920381,4.49849484765274,-87.83457398759387,D,C,1
Divorced,Female,-176.2819028743647,-89.00767727408726,22.05182301841665,32.90603450299623,57.100310813044544,-52.26341150698113,B,E,42.46826927415802,-58.29312608613125,-138.8975392678562,55.34578577847985,A,A,1
Divorced,M,36.229033966397985,4.573541396884872,52.4996992959621,20.330144118583686,59.57378624982432,280.86248961221776,D,D,-56.84808315308382,-125.7443481623421,68.94346786263948,-2.5547543901431125,C,D,1
Divorced,M,-61.14878839160396,29.04919598511976,-22.627000264331368,-179.90781251801883,-181.02822839983594,-146.85111128359975,A,E,-21.07368516985546,-56.44739761106169,-10.923164124634326,-10.53443469366587,B,B,1
Widowed,Male,261.9660186898637,72.14042393309107,55.349189293962574,0.5756428018219716,-13.504808758266728,-53.13269948138088,D,A,-91.87389611985387,252.0613724385071,-35.769237489705716,-43.14874891404176,B,E,1
Married,Female,-165.7212678975832,-194.26495900539115,109.09975738270872,66.6272745178024,-94.62366258818406,154.9938809532644,C,D,-29.473554435645173,-133.50303660514246,-93.57914696371397,-139.97641500193555,C,B,0
Married,Male,54.709451910231955,16.702606389751427,183.80657677219318,-5.350995129002264,42.37217203277427,71.20851575649982,D,E,-179.58289760522084,1.6328412965660617,61.40010951393199,87.61679850692778,E,D,1
Single,F,-79.46139313177346,216.64356956752715,-93.5230248897067,37.84701857643068,53.235548171856905,-108.42916246073348,A,D,44.94979264644973,31.47247176784362,-71.04271332547899,120.82336394836845,A,B,1
Single,F,25.312665881355677,93.61214245491385,152.82861960207384,-20.463526319779486,28.057492617902707,-18.19397814408535,E,A,101.25999284138267,-51.02407347416881,138.55735931457195,-73.24121481150331,E,A,1
Widowed,F,-52.195681198424616,91.48664886768736,26.615984638805617,-48.90037320258186,123.39592584024402,72.93905471331283,C,D,-140.62637722639735,-82.24534084957786,-4.801868268979286,53.00995869110841,A,B,0
Single,M,-26.66212061200945,-37.737597127774514,13.756507218712269,99.40606425248981,-87.51287073180862,-26.96968272062683,D,A,-170.5957579364111,-129.18711950482492,-68.89598931682089,-14.128401793691884,A,B,0
Single,Non-binary,123.56317189052592,-43.443964598390856,27.081227669366925,-91.00281018535595,-197.19213359321122,-120.1204196935298,C,D,28.966183111435623,99.3510776822644,-77.92155748300432,55.89441834023656,C,D,0
Divorced,M,36.562668410119535,-157.88624342507583,-80.99377884585033,-4.896336636749106,8.98362124967514,93.23993694280152,C,B,162.4869424336789,-78.9765421153501,-92.57158844708398,138.98870920345888,A,A,1
Married,Male,-9.508917026670332,-101.02799051914681,-238.38426968602892,45.281205826153695,109.10682771368853,-78.00995395854534,C,E,-99.47862289318202,-80.85154828103472,6.291366279376594,-66.81279620987715,E,E,0
Widowed,Male,38.563864678651086,-93.03450337100642,-0.6568133191108569,91.75833387806891,-16.15225921720178,-105.72673596411015,A,B,-51.16453907718075,202.4457477977966,-47.34256154745747,-40.095612809865116,B,E,0
Widowed,Non-binary,120.43727774108876,-55.05401679496441,-11.907767994686491,192.17921585241066,-121.33587544772222,75.62676285488766,A,E,-87.38418764224075,-88.825696934836,88.03470381655339,-6.282229765455645,C,B,1
Divorced,M,-68.81301199467634,111.34140030076473,-36.44892437545858,17.419203829971472,58.671961837565064,45.75880802032547,A,D,-20.03092860863822,16.819135234571025,-301.69958575834846,-0.6660628975145259,C,E,1
Divorced,Other,-125.66637384273895,198.8951016660002,163.01991602219928,185.7871952586922,55.48026109580587,47.80667644204837,E,A,-11.74321864033879,-73.31219940894671,100.00351099656015,-59.007742779471386,B,C,0
Single,Female,-15.021069627919474,142.74106056777399,-161.56961727832368,132.33548054890642,-30.45335903093539,-120.94543705919878,A,E,111.46524760543488,63.79691799786037,-22.968905612995272,196.02566141090057,E,A,1
Widowed,Other,-2.5230416893028758,41.565436343659776,68.56429873925488,-182.77031559149486,-28.499465463340474,-77.91774521988424,B,E,-47.05794810383078,35.42228380341587,-39.15045208815318,-39.41870509160291,A,E,1
Widowed,M,16.192307610283947,-1.6805723689739926,-21.88846776231424,98.18513229478754,-73.51006634768419,86.9465006460547,C,B,-74.53738910982082,-61.2891201082969,56.14294248770537,184.86447753252088,B,D,1
Single,Male,64.81275997116617,-117.69414058310164,32.89164072518152,54.92580882727365,-77.45993202484945,-120.0871249853548,C,A,61.48802118646839,127.79203816089162,1.6318810053718762,-65.51143997824103,B,D,0
Widowed,Other,66.25690513747688,154.2199037487982,103.64492190521202,162.0930423957032,8.289100343910496,-135.95244344545992,C,B,-190.89703254118814,-21.06767560637925,122.0550634306312,-20.93052339691915,A,E,1
Divorced,Non-binary,-131.22501073329695,-74.32446994577143,117.83110583977887,-8.149949180106205,0.7859382922708377,-174.0712093511883,E,D,122.4262923435056,35.91310277427402,172.73443922262425,-28.864040458772845,C,E,1
Married,M,-121.02878085946911,-157.01776222875142,-57.903599174331156,-78.21732671107891,-75.63883903174846,94.29058990624219,B,B,-66.48028263281647,10.38781374071223,11.521574137593694,80.05059792878747,B,B,1
Divorced,Other,-69.35658502867163,14.038198981223072,135.20790785740166,-63.512996563841575,22.81462715630534,-4.988248639674742,C,A,90.64581373076332,-209.6568489363632,42.35864935082886,-19.759121624033906,D,A,0
Divorced,M,51.249399826727846,-91.8409900378705,39.40186501914128,-216.64149772215163,19.767864586194584,-96.28243014256542,A,C,43.01789157245404,196.69235716330468,146.19469526843318,48.85962240574785,E,C,0
Divorced,F,151.23442397683093,69.16039399195404,-34.92195587881823,-23.375194008090368,-124.65289243540947,-194.68775368759955,C,A,74.23502716473075,92.44680589041667,73.92884935796633,-55.43515283083883,C,D,1
Widowed,F,-49.3782679759671,-5.570264608991169,-128.6003461573863,-65.0891007505012,-114.21394689432502,116.33980419301209,C,A,-168.196835208873,-40.22330124197005,71.59037484951762,20.588527120415623,C,E,1
Divorced,Non-binary,23.53861896324886,69.88491461351387,90.55224266235578,16.814801624776404,81.02106714831882,4.35726943297678,A,D,-108.39957833925627,62.88124249315402,-116.8166589075738,61.54548269231371,D,D,0
Married,M,-102.82948250624868,-160.0965095234658,191.18050122804297,-176.0742313834566,104.83061557216497,-94.50557724994178,C,C,89.33840712269598,57.01746039571625,-35.35998455781727,43.133895131433356,B,D,0
Married,M,-86.93215123785112,-132.68785127403638,-113.05720423333887,-72.41523827302898,-64.04916084595538,90.78714325840338,E,D,-156.9642354243012,-97.28444198532256,-140.94674628652336,-167.98081266586982,D,A,1
Married,Female,-94.41330588107641,29.750022030699242,-59.84516855463726,-11.199424689878185,58.54180587724536,-182.6337578667301,C,C,162.7785720130613,-15.41038638791942,10.085591973635376,-19.80524187194603,C,E,1
Divorced,Female,108.52705535043698,-112.10469469002253,71.38060805139331,-61.04418307988417,67.01527914579009,-19.245294473951056,C,A,61.92691552737517,-27.38082946170933,102.46954591623148,-208.23775517350666,A,B,0
Divorced,Non-binary,-100.72597628905757,-89.77117243538618,65.4891533840981,46.645870795698634,35.044678180831134,-70.1413711675309,C,A,157.50460537886147,7.800034106232151,-115.57394017474915,209.56289734225408,A,D,1
Single,Female,142.62885460807624,-81.93535351127285,156.41204738834568,67.69589214439497,-130.2480743474971,-46.17631697712834,E,B,-149.11315410781623,133.67667137506027,-82.77786034041846,6.607518370182591,E,C,0
Widowed,Non-binary,-250.42263235231,178.8824462369369,-11.574625250355764,50.26469014727674,7.2518913723901495,-69.64919634251655,C,C,57.985696769294094,20.612003608064352,24.662775684482018,0.07521931102231023,E,B,1
Single,F,60.184160985428214,-51.080253228502784,213.66145932076398,-135.94570688377033,164.86657386944336,-163.4172131710534,D,D,117.48674025849127,-61.4170174909361,108.7147044225778,-167.04252161750625,A,C,0
Single,Other,135.32716094777732,-43.962681645077204,88.46797149931452,-25.833904155348215,-78.78371479093427,-23.10830190015038,B,D,149.4751174766871,-54.272066142447805,65.26512510538211,112.82844795108804,C,E,0
Widowed,M,-67.7542964492833,-81.6192449270346,53.91538481407609,-79.7386222584158,-68.12300063148588,-202.20982769783356,C,E,44.64565387435106,-194.23208656879157,53.07446572281941,0.8488572595394286,E,D,0
Divorced,Other,-51.11546220975606,5.872411458708999,-125.86124690472096,-133.46567477671482,-45.29840548268827,113.22384948069863,D,A,-214.40525955362162,39.68167640514116,-125.07918538163752,173.72545710486412,B,B,1
Divorced,F,104.53342611612835,159.14251620867228,101.01308828380846,11.927332389060078,81.16670633578337,-102.4906004378234,C,A,34.563436972425386,-34.827495519254406,-22.357178363379592,61.20783255965018,A,E,1
Married,M,-14.334957595719771,181.9849461427795,52.2980663167664,66.91758457043554,-14.003521966141605,15.595355368330384,E,E,-54.44905888046671,21.624227383733558,-21.09880281014375,114.70950367680813,A,D,1
Married,Female,156.46681744872504,28.983425463106904,25.49959298844157,-96.75665058849233,39.46044167191428,52.01080994904673,D,A,-48.511417296052144,35.2759317019499,-30.225757516308832,-39.86273017461205,C,E,1
Single,Male,-28.339561066035174,76.50339798312082,149.05010441995506,-53.667023567772034,107.08490539026722,-135.13710495290326,C,D,211.47953599134058,123.38248490768078,17.07970891335358,67.0712949014807,B,C,0
Single,F,-35.406777905067585,107.74785059516314,-83.27728884964564,-66.210416568281,125.28126036853735,22.44996766990794,E,B,-219.29687468407363,89.96614902654008,-66.07417920699322,-8.074234990970435,D,C,1
Single,Non-binary,-73.2425282748477,64.43111073247042,73.0040047457658,-207.08815175812867,138.37956740955525,10.437027327540454,C,B,71.69220449383452,-87.37169328081895,177.99560283099268,-216.72478365983216,D,D,0
Widowed,M,24.898840483543697,-51.82809112704055,-37.53899217392753,-44.427242606437126,60.87345643365529,-58.79871980215383,C,D,-99.1827891787625,-113.53782526415306,-75.1264579799515,46.428652369681004,B,A,0
Single,Non-binary,183.77443767975734,3.781726272719944,131.60665523864378,108.7145001405543,63.265303764550026,-51.05792151939339,C,C,63.33722611055638,-78.23307963852297,-10.834820020342445,-212.89553437504077,D,E,1
Widowed,Other,-29.333062915592283,-125.05693696902883,101.97311443964286,36.08330029271593,52.262054470745724,-209.2895925124708,D,A,62.71978060804461,-168.87281317570617,-230.19403295761697,-1.9990937373468454,B,C,1
Widowed,Male,-125.96124713159344,90.11717732538847,11.799289072904564,-183.79028455710895,59.65188080677262,42.54201338477457,A,B,-99.21100619554957,49.920242157965674,-140.53434725766257,14.396608164403213,E,E,1
Widowed,Non-binary,-42.70558808167233,69.28254875356453,20.50043071976491,133.40155850589426,169.11133364158505,-49.11806637157111,B,E,-27.28812586790222,-3.1818470682843976,-291.7375001838549,-135.32157123994193,B,C,0
Divorced,M,-11.791035135279436,-334.4300232783059,-118.4403257398258,-49.546672421814826,-50.908309827328736,-218.72933222837753,A,C,-133.65822338183594,5.304710176832564,67.45980703476174,61.90725160103378,B,C,0
Divorced,Non-binary,11.502556881175762,-30.42730401188557,13.412667587928913,178.75993455992761,-42.141287183792144,39.77545559614326,E,D,19.324767532112418,9.323357039930695,-89.06838406102503,-71.44771725642279,B,C,0
Single,M,78.98620466991906,19.6024036169248,-90.58094071195559,-90.41581098683771,-148.745712054904,165.99638974714756,C,B,132.91615499163512,71.14971544751847,-7.024606935655163,-116.58485798307665,D,A,1
Widowed,Non-binary,-108.1768793352426,86.06119733424794,4.469474743558951,170.17429686858435,-59.48299652219848,12.909581409653189,E,E,38.33879022747473,135.27814761662336,59.38413632890164,-139.71505364816124,E,D,1
Widowed,F,78.12633680649687,43.485955740465,78.92886536428641,106.44023582523452,51.61930939147342,-95.64393900659567,B,A,105.01918208129852,50.53011405292997,-8.663911476022884,189.97314883663216,D,C,1
Divorced,Other,149.7475094336007,-44.17026949684296,-76.00391307046897,-95.34413089733135,112.33433770780228,60.70623035743699,C,D,122.4650368374846,18.64014011114107,26.735117099199744,187.81978382384298,C,E,0
Widowed,Other,-79.20907347649482,-92.08206590725379,64.66682279797067,68.59300180234563,-93.57002339181983,-102.31133063443568,E,B,51.737688294653005,49.143629605250226,19.752336630121437,-139.1926849516631,E,B,0
Widowed,Male,-124.25549174672477,-68.43666253849163,54.24685675397139,-7.319568296736565,-128.03362311657932,-68.44204610517014,A,D,32.7806702106112,-161.3053858604535,15.614811065558207,-11.586308835060795,E,D,0
Widowed,F,-270.4335981336198,12.293354237395919,18.225430613836537,-43.490912227088955,40.999641895829996,-32.19595756854789,E,D,143.17780959622883,37.54505907322383,125.71408421479467,-80.34028212353756,B,E,1
Divorced,Non-binary,-149.97070738366503,174.34740929534235,47.10772937685089,-20.02435707977305,-59.710916209771305,52.977640542972935,A,D,-8.785318744946604,176.14713436799033,53.8083936068643,141.08306687119486,D,C,0
Married,M,142.69215115339452,336.9538150107896,3.5155009537692474,-39.30508472163396,-9.576847223340273,-68.43259399541208,D,C,13.385927502721879,119.61149200463765,-12.282599418432948,-131.62193967040426,E,E,0
Widowed,M,-46.4898575125799,-46.737330453640766,105.32948085171428,6.601099131047475,68.13179477604308,-46.86608719733229,B,D,-4.707004826822769,49.536704294563116,93.19990442020192,8.037882010655647,E,D,1
Divorced,Other,33.79383628674126,-65.92566160919145,-128.75328127730768,109.74566713420599,85.32841858343569,68.62274273272189,A,B,-142.8847191259824,36.86095618428971,21.437335782069567,-70.5182630009587,D,D,0
Single,Other,112.27429801638047,20.85699893477191,78.81197941156559,103.10471540631568,-65.73441583702811,162.28638578377576,E,C,108.76969269604066,54.78469442736371,-63.68932325582162,-105.7338458184899,D,A,1
Divorced,Male,-25.895383163140558,-120.6962178470224,-102.7968178497178,35.883498282042765,6.437089984094213,47.61636293917854,A,B,-5.261654136891484,109.72625749769385,-113.52168284050128,-8.47396676170337,A,C,1
Widowed,Other,-22.68746773275408,-120.84390376410015,111.24246283197843,-147.3150656976421,122.35850872411586,-173.06063884929603,B,C,-46.108701527326396,-100.38934981360268,-106.74653054686478,174.31736606139737,B,C,1
Divorced,M,-88.08430947303513,404.23844405952923,-182.13293464261028,36.34839385783163,38.67199474210331,45.72716163903295,E,B,88.38898917066945,54.87453692915931,95.48514086456532,96.13569720984896,D,D,0
Widowed,Male,51.71747919590581,-94.36888176310947,-33.63933238218524,-44.922583163329556,55.747018689487774,37.11393703537153,C,D,-95.69235528878032,-104.11691383464029,44.548219572442285,151.13950545997636,D,D,1
Divorced,Other,0.09627171830602821,-193.55306211923656,-39.601241127804656,-3.2338852401978326,100.38692943503682,-96.14433709312772,D,E,47.24878361261213,-16.885261617729277,104.95330387824491,81.17453428037886,B,B,1
Divorced,M,-123.21066745317046,52.695383221527436,79.57073537951153,-129.3551028047525,-9.811262412344304,-142.41682853985574,C,D,-92.7728723838268,160.36291203665792,94.34530441664837,-200.8467567003776,E,C,1
Widowed,Male,78.16750477926578,-40.235979947703065,3.495839946005044,3.7717877802051643,-99.7007215821881,-49.53709791250206,D,E,44.41258625850209,-60.68576387478317,-24.3717179936458,-144.00478634175627,E,E,1
Divorced,Non-binary,118.99176716487136,122.73808328883058,4.848680673123006,-46.373399008266524,-11.358971814534309,174.9255506956587,D,E,40.473309145250894,31.23603184179256,-10.88999586424247,120.89604509802922,E,B,0
Married,F,-88.12646034542061,-117.24484282089456,119.32494938047749,139.24770967401548,1.420191464373487,5.083043193106361,B,B,-21.065371803413665,-149.52561159861023,-233.84378956323468,-38.64097008337289,E,E,0
Divorced,F,51.983478575212885,-109.20529188715898,94.24980710686306,51.49388736512132,-6.053124042478129,-37.02405424807424,C,B,72.20758072862846,-10.903845882934029,-9.8907078304621,77.20908457080893,A,D,0
Married,M,45.16285515293944,-160.4172961601381,60.94032471654268,159.26321703802543,45.353084532592426,-49.01015136466019,E,A,-151.87814447930757,-117.91849181848416,17.137109956821224,149.7556765708474,B,B,0
Married,Non-binary,-42.18573007914983,62.624206227922926,167.63750532492315,75.34731790016245,-100.5261800722474,48.8162348784657,D,C,-31.099652304389693,215.855432957326,-209.3203917672603,115.51487892998425,B,B,0
Divorced,Male,-148.43076806286123,-94.48465439506282,-18.50065942189296,-145.57806951830435,148.03835159633377,22.579510961870394,C,B,77.99407624066616,-57.780171989479015,60.26529999423642,105.55707979213562,D,D,0
Divorced,Male,55.8431495225145,89.97662395438684,34.459356078873824,-70.93430626028298,60.52377604845861,47.781271581294995,D,C,-61.70593455704469,64.80766648352979,53.43209712524744,62.65706471502948,C,D,1
Widowed,Non-binary,-14.846955825575495,3.887111276401555,168.37647772610694,-4.71707058906292,-198.14683492326552,-12.5590618499161,B,B,50.01668098834341,53.09686684870004,15.091744707642423,-137.6538689722718,A,B,0
Divorced,F,47.3361145455895,147.36340228535457,-89.99040699211683,45.134667189236296,-43.894486689637844,133.8072635897482,B,E,-91.96103205693716,21.059939314817985,47.67150740889243,-53.04272626361987,E,C,0
Divorced,Non-binary,164.64616629104006,-152.99705066726565,132.83440819208744,-35.220978384659176,-72.74613820987143,-35.89896051072269,E,D,20.27774316461294,-37.57360801093708,139.65615202406178,-166.78904276283214,E,C,0
Single,Other,40.71767181167459,77.68477372377312,3.9003302573347756,-91.27730446661394,11.555819400071512,144.73475047617563,C,C,23.476779830887182,-7.381903742880656,-147.5499838797977,-97.6494681548844,E,B,1
Single,Other,237.77538792392497,29.081413159286367,-54.983430304443246,-106.40976359872928,-30.94329986568563,85.78747376528761,E,A,-194.8616390208355,97.03866386315947,-80.53531461181392,-91.28304475135522,D,B,1
Widowed,Female,-45.486904238030355,-95.62079771572569,128.309742770541,175.31847155860348,-69.91538762310931,70.14295233705819,D,A,50.81798372304364,134.58476746485562,225.67125816709512,61.87262800115629,C,D,1
Divorced,Female,-55.441698982861034,-66.78434065613082,85.96886764965402,-137.34101419895308,-49.68092683079976,-155.34336740834416,E,C,-125.69664715647097,-33.10313582780927,95.10261834855301,147.8246876068577,B,D,1
Married,F,-58.194006873815866,-99.80993034465293,-2.0927939775191833,73.77802260062873,-54.22436038027965,-153.82869552023925,C,A,-83.32097789800657,17.28502347578597,1.0205779254920007,75.42898710331937,E,E,1
Widowed,Non-binary,42.7345239358277,146.3641600485738,-6.620815059070871,-70.17303023266162,18.545239565463188,206.53562306187126,B,E,41.06501587539181,42.54064170292729,53.80143407443303,-74.79451879400165,B,D,1
Single,Other,-72.30662691365397,191.25940346799624,-20.674193683715753,-84.96271412546335,189.82254338731144,77.97151535546635,A,E,-114.95082173931675,-171.0882442462105,-46.90011972767949,237.40676137494648,A,B,1
Divorced,Male,112.54041076319754,187.63538856297896,84.55104257441734,78.4056922762899,86.7947473872129,-114.88664181277537,B,D,101.87398395599362,-20.902964656986743,114.37534000209038,55.247776873742026,E,E,1
Single,F,119.84504586030545,45.53755949393249,-98.79780928043982,-117.06730247147527,-98.81659723868557,-138.90399975476896,D,A,40.46627739779561,43.92992583059779,31.470782068852444,23.694875888267724,D,B,1
Single,Non-binary,106.15024912575248,-52.583277209737474,50.30672309645573,-4.318460156393407,-117.45605432591712,-162.07625294810975,A,D,-171.88726491955427,-16.944167655448627,182.5415500801337,-14.245733420255908,D,B,1
Married,M,-189.8671343925318,29.736086076488917,-135.63518856553415,-13.16687134874831,19.007464927740216,50.39818344835345,E,B,11.081332661734852,-63.232628018831164,-106.80623452622598,-61.41724228337302,E,B,1
Widowed,Male,-5.541249842586848,-43.814751582137426,-130.53542819987592,119.972897326005,27.754432006384956,45.45848960482263,D,E,39.96716146170222,32.85470385056562,-85.54737980726932,109.81233100982213,B,C,0
Divorced,Male,-48.53913695604164,-12.90603971110931,21.848804906623645,-174.56321504066165,-25.32824013424709,51.05346894141929,E,A,12.202815962873265,110.06011610819935,68.8918279764656,216.7055695202984,A,C,1
