age_group,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
26-35,Mexico,D,72.10497303190667,D,D,-112.53372672655277,-134.64771827064106,-111.83694450065147,D,-65.67584802080458,-24.544168813543184,A,D,B,B,-36.69487757303146,1
26-35,UK,B,34.53335729449677,C,C,-28.105427934554474,-129.91534421765144,12.92120964361243,D,-84.10127519205754,-133.90252311748415,D,D,C,A,-176.44832285358817,0
18-25,Other,E,-135.00333428507173,D,B,-75.21302901659763,58.474469696432166,-18.142041827065963,B,-123.58841138296187,-66.14459449549982,E,A,A,A,-76.80221485579798,0
18-25,India,C,-102.46739676596061,B,E,121.71363028907827,-83.54205370520882,49.05298077729948,E,79.00419957035174,-84.16725840997582,C,C,D,D,37.86737345756222,0
65+,Germany,A,99.96381150968345,E,B,42.064825390472066,-7.60056531525555,-3.6676264681880912,A,-92.62996133438351,24.468977109275443,C,D,C,B,-9.467786571702954,0
65+,Other,A,8.470995236623825,A,C,188.3233131149715,98.48350220708744,-143.34998758436188,D,-16.413227615133273,119.41742837375051,E,C,C,B,157.25640772127875,0
36-50,UK,E,20.782260776905243,D,C,154.63694490649482,96.53575464799724,46.478509525585864,B,-152.25491211334338,242.86500029566005,E,D,A,B,-97.03116057800656,0
36-50,Mexico,D,56.5297519505708,E,A,149.2953867588035,18.277161699098766,-68.92424944896315,C,4.421637684941994,166.6658243931889,A,A,D,C,2.9169408293658403,1
18-25,Other,B,-32.61355641059583,E,E,2.1093628196047804,-101.84118549600043,-20.816413293451294,B,-188.37175939705918,-135.95227302723418,C,D,A,D,-4.324852648348573,0
65+,India,D,-21.79036511078005,B,D,44.14464889455931,80.72576174296223,4.58446650127944,A,135.51754241844708,-24.692922161967804,B,E,B,D,-4.362494171358457,0
18-25,India,E,24.658055729928826,E,C,-101.45148261842556,40.16075486727276,9.631499930051275,C,-14.599426773789467,111.41255166604547,D,A,C,E,1.5665598518180228,1
36-50,Brazil,B,62.93075564782226,A,B,-18.53262901561175,5.581076325056145,63.51939884880202,A,-201.26377527809493,15.953659729880155,A,D,E,B,58.70441979438038,0
65+,Mexico,D,104.98049126941152,C,B,10.007226127005096,-4.678080314879353,-168.7531126062355,D,46.442534263689026,-55.1497871554285,D,A,A,C,-131.63923223672785,1
36-50,Mexico,E,36.8419444862984,E,B,55.148665104946616,-132.2018879843545,14.937571742449974,C,-130.73306091591402,-221.3644683966237,B,B,E,A,4.89222430749624,1
36-50,US,A,3.3026269195019644,B,D,67.21283868780526,156.54612286731643,20.694469440558787,D,-20.605226372443596,83.85005418879477,A,C,C,E,52.71960550969027,1
65+,China,E,69.9945336703361,E,E,41.36695297222096,-85.97739134345186,90.41985057017364,E,-36.76262500726869,69.78093889418749,D,E,E,E,-86.66394462200279,1
36-50,India,C,65.8318282765986,D,D,-8.236070695508321,95.33065268220906,-60.16100711577151,C,-142.79880239482014,-54.345538376359315,B,E,D,D,184.2436256511639,0
18-25,Mexico,E,153.61136666002452,C,A,-57.72239824754669,-144.69484512295577,76.17119560412216,B,120.3681862912428,-5.596524824416887,A,A,A,E,62.875116169414255,0
18-25,India,A,95.81317027755567,A,D,287.1218607029498,-66.68800629308554,325.5249245492049,C,-98.70618379297896,-148.96905512463002,B,A,A,A,27.97036681841878,1
36-50,Mexico,A,40.99971648849038,D,E,-114.43579747027539,152.27664228073843,134.4700975740246,D,231.9476503576873,-180.0923070775949,D,A,D,A,123.87366544611753,1
18-25,Other,E,169.30343227070398,A,E,28.22560032612952,221.05479147460917,190.80133932210225,C,58.1661884188549,31.3776697898224,B,E,D,B,-162.68410388895967,1
26-35,Brazil,B,41.498290183363174,D,B,-188.90571895065895,139.43766433937193,-136.58747699886814,D,62.278086558902025,170.48316409257413,B,A,A,E,23.40651954636668,0
36-50,Mexico,E,-161.12665746239458,A,A,139.1258239752009,75.82775220298458,98.635783477706,A,74.12098004574898,-94.97505221479395,E,B,E,C,165.15515628301003,1
18-25,US,B,-52.826819841201555,E,D,54.306753123448324,-49.005927404982366,37.574878046703546,C,54.10421581580468,-146.0934979238973,A,E,C,B,111.20479413415845,1
26-35,India,C,-105.79318590672064,C,A,-80.34125252008866,132.62370571705645,-47.527333097239236,C,19.699514232612696,-34.475537859213745,B,A,E,D,-133.49720498586692,1
18-25,US,D,78.13889240844595,B,A,-135.72313474229034,3.2698729942696283,169.6571619029621,D,162.92252190069863,-235.2065686996483,C,E,A,D,-93.0620191850032,0
18-25,India,D,102.21740696861556,C,C,204.10929028189992,-72.12697614985832,-17.099533956270584,B,57.671423275289094,-51.938137061613766,E,C,D,C,-68.82463404524411,1
51-65,Brazil,C,96.8975144518017,B,B,-23.113262163072086,-36.40451896536607,-35.18310776389143,E,42.5113139385414,-154.49798461477369,E,E,B,C,-18.256936083622662,0
51-65,Mexico,E,178.0054580134332,B,E,-14.799453105227075,-105.8410952638593,-82.65734966900223,B,148.21032971091915,-138.0885308798612,A,E,B,E,84.4976046360819,0
65+,Brazil,A,-18.430592356442784,B,A,8.533507594549725,-116.2520048507432,2.0040306161306853,B,-127.01999472345899,62.446372852789125,B,A,B,A,-115.6236247347219,1
26-35,US,B,33.370778600632306,A,B,118.47379343682537,7.846606913995738,75.60237323330671,C,129.364003677281,69.53758501614567,B,A,C,D,-124.03751546475297,1
51-65,Germany,C,63.25455026793237,A,B,-80.67961019519079,-21.06467149191434,144.13567784792664,C,206.28596296914222,-54.57348755746088,A,C,C,A,-65.25318346632703,0
18-25,India,D,2.6424148590084675,C,B,90.76923962203347,-119.0081055371622,-44.93441047145883,B,-90.42620001258419,-72.54544567358869,C,D,C,B,-160.62091469262944,0
51-65,Brazil,D,-53.260452229026576,E,D,78.91541849610682,97.2084606177762,113.5736289327377,A,15.16554413191307,5.760060454553727,C,A,B,A,24.320154716317816,0
26-35,Germany,A,-41.552607583618965,E,B,-10.904417853716694,63.45854696275248,-80.65407545360384,D,54.41170176519508,74.69863329585073,B,D,E,C,-105.906350791434,0
18-25,Germany,D,145.8632633110924,A,B,-31.15207287580366,28.371225126800333,49.12452781461816,B,-73.80006532152294,73.47122422268949,A,B,A,C,38.76253754384915,0
18-25,US,D,48.31964064041503,D,E,18.611614782088,-96.25066600538187,-120.42684719947347,A,33.82765803914246,-63.40220268918139,B,E,E,B,-35.52433298162264,1
18-25,UK,B,122.83189377783953,E,D,-61.94572667299501,-66.7179758809037,-89.1052819993596,C,-8.465528309255719,-18.132424395015576,A,E,E,D,-68.6138363734167,1
51-65,UK,A,-107.97128310429096,C,A,-164.50492430125243,102.12563109460264,-98.53115003994486,B,54.987912790462715,102.61583267728531,B,C,B,B,-121.66243571045496,0
18-25,US,E,-104.51062185386573,C,C,-136.46973357698636,75.16827639383283,41.67688891000668,A,-107.14916725625916,73.31434066627067,B,C,E,C,100.5303281382001,1
18-25,Brazil,A,-214.36191823558778,B,C,-73.5721299827853,25.17803430178031,-22.53131689603809,D,13.723642460685612,187.55940438826931,E,A,B,E,-146.5779800787407,1
65+,China,A,0.030074831641848786,E,C,19.412856247235887,-88.26969796877778,23.8991106303012,B,-72.18550327722328,112.44176919513393,C,D,E,D,-113.20758111757539,1
36-50,UK,B,213.9623458123236,D,E,-174.52089731435544,68.4494566442605,-59.03043436548189,D,24.521241188304536,-150.71657234705074,E,C,A,A,-11.113176694197627,0
26-35,China,A,-14.702832568284741,A,D,102.05729383541487,-67.42107466000216,-48.424547334408416,C,55.426548551786325,58.42708664927312,C,A,B,E,62.83639960774514,1
26-35,India,D,67.82202921716902,E,D,-15.85232624390111,-78.83770189541686,114.23953572037976,E,-140.09944740386626,-18.393902055294127,B,E,D,A,-74.55891612830916,0
18-25,Other,C,78.40999435184143,D,C,-99.9511901716323,25.080711654913436,106.06673628399265,D,122.58338691375388,-53.19559990264771,E,B,B,C,-13.997396666736805,1
36-50,India,B,-71.88482360028267,B,E,-92.9869327722079,-43.105204414068716,100.51959147555543,D,-74.22249430009356,-19.038402556655974,A,E,E,D,-18.054267675160915,1
51-65,India,B,35.294430625806214,B,C,-44.80686135312169,294.66276305956796,-6.01061625798676,C,-99.57515679217491,-108.77755122122221,E,A,C,C,39.00243240510147,1
26-35,Germany,A,194.68887253391787,A,C,100.42466602723917,25.7316569230445,18.947039784405582,C,119.73572169177551,-8.491583607195844,B,A,B,E,-154.97636924773252,1
26-35,UK,B,-31.904876132086162,B,A,18.65766926531867,-41.356663028983135,-7.608247967365682,E,-16.506153993912953,-25.917765159734063,D,A,A,B,-15.113225421238807,1
26-35,Other,C,41.49880617266061,A,E,-142.42376237027284,-11.962121803971106,41.09334462126082,C,153.3515581723246,149.95132279536406,E,C,B,A,138.56400020169977,1
36-50,US,E,-111.65787806840244,A,E,42.05685766804149,-122.77419793130515,-19.640826862491227,B,81.9794563419094,-89.80392156242834,C,C,E,D,-171.37095010425426,1
18-25,India,B,-78.24466552666492,B,B,-77.70725459544902,-18.579473377065572,85.66490720456552,C,-0.7239282292163793,9.425950607744385,A,D,E,A,57.787251902700675,1
18-25,Mexico,C,57.24267387816893,A,B,57.31340126975133,112.4235345970294,-188.0715403085291,C,94.19400293379078,-141.38156082261534,E,A,C,D,82.12732040967984,0
26-35,US,C,190.69877264229365,D,A,147.39490300629564,60.28336349288793,6.803236826191498,C,-182.12715838774608,115.43491023672571,A,D,E,A,-145.84485623890927,0
26-35,Germany,A,-64.96107339512861,B,C,54.16320259714673,-89.60759729139907,-113.7946655608851,B,-7.50048751105463,61.26147168187169,E,A,D,D,126.9879346883538,0
36-50,Brazil,D,-135.07291793820409,C,C,-87.19264013916967,-15.302505717600361,-94.6524428594979,B,-104.07138787162458,-126.52494692459817,A,A,D,E,-48.64052489850965,0
26-35,Brazil,A,-11.461836170241078,B,D,-58.35157636635764,-42.12157790005593,46.996300186335056,D,-1.6062123232790084,-24.338904294909394,B,D,C,B,18.789718670927687,1
26-35,Germany,E,-6.975817293370004,B,D,-8.504520303598627,-127.9217126713045,17.72307529709606,C,3.263425679221737,-72.83995901913943,D,D,D,A,53.32318735646982,1
65+,Germany,A,152.88927744316598,D,E,-9.370276758757903,11.653847095773754,72.81553598495498,C,-189.8599412183084,-136.82785894401354,C,A,A,D,-112.98224138680769,1
26-35,China,A,-50.33285782431053,C,A,33.920620596512656,19.849400037349437,162.5721701238668,E,-5.9493764935743165,27.765345609870145,C,E,E,B,-218.3245361758824,1
18-25,US,D,80.42154055668685,E,E,-23.151558041442673,-90.25844450534154,20.356850490003993,A,-65.69494002793769,-142.49876842212547,A,D,A,A,27.068054661077973,1
36-50,China,C,28.686848578959452,A,A,-151.7368453706198,39.68345611237075,-74.1364390319577,A,73.13360528916174,127.79718981808404,C,C,B,C,95.44679127848636,1
51-65,Other,B,-233.32434568404076,E,D,55.195919138578006,-58.06578866888532,21.12461859344437,B,-100.36461660921445,34.12236562272139,E,E,C,C,15.792483550132848,0
36-50,US,A,-57.43981773548398,B,D,208.54079188977792,162.0021513704699,-139.24265955537663,D,-129.64414874640983,82.5885519602026,D,B,B,B,-52.63230934880105,0
26-35,UK,E,318.9694114664497,B,B,-153.3223490031195,-45.0033661120624,-41.51520277929101,A,139.93371207754168,123.81660188558669,D,A,E,B,-162.3622218367848,1
26-35,Brazil,E,-85.87234263750697,C,D,-6.733308401589494,-49.504724318755024,33.71454005642882,B,-194.37492745379078,68.89826416467811,B,C,D,D,-3.8690237113264287,0
26-35,Mexico,B,-161.1387342611428,D,A,-101.59101499912944,41.84476929165288,13.814390171603652,D,-13.419093954807717,48.95581950816402,E,E,D,B,-149.9846830158416,0
26-35,Brazil,E,204.45504713481952,A,B,60.55823725781093,24.180781833898035,-14.751853454669803,C,-39.296099532754674,33.24947874255586,B,E,B,A,19.311351364710518,0
36-50,Other,C,182.9913810747135,B,D,52.124850856235184,54.853035012921644,-4.661070794045238,A,16.35609380181239,99.00197153088455,A,D,B,C,114.30403117389534,0
26-35,China,B,-104.62228892754557,A,C,111.25431586426191,136.299124966364,-120.44050035209737,B,65.27355022292615,-85.69437879418082,B,E,E,C,-88.09405498731525,0
18-25,Brazil,A,117.3101775864356,D,A,110.39351008911564,34.36666963967309,-64.83001101180334,B,31.596176605142716,42.49814634061107,E,A,E,B,129.42937281434283,1
26-35,India,A,29.333486001182756,D,C,45.228529827264545,-77.26342600671745,-77.91333323586898,A,33.84361075198086,-9.624264626987866,D,A,E,E,-11.716627400801482,0
51-65,UK,E,77.77416202800677,B,E,-173.66040206874356,260.17471046322447,-168.09926940882474,A,81.86679812624718,206.1555422174226,A,A,C,D,-18.075688571781498,1
65+,Mexico,D,39.827534964775374,B,E,-8.787913356560043,-147.95386985956787,-110.27770878065466,A,-79.74290389388513,108.96397901115446,A,C,A,C,-274.8393954751462,1
26-35,UK,C,69.4747127532877,C,E,73.01241670194806,-127.8600452159419,54.486941153396,C,116.18638539853525,0.9954867646742629,C,B,C,B,5.78777120497342,1
26-35,China,C,-4.665990347214994,C,A,-47.55650244631068,-161.91448481994982,180.10319735157194,E,-136.35718749733616,242.1826814580176,C,C,E,B,106.37242067328887,0
65+,UK,C,63.18613234238034,C,C,-85.70274689821477,121.61671976733194,225.04152229966704,C,-66.398457080211,-161.3983206962501,A,E,B,B,28.82804160019009,1
36-50,India,D,78.70048083089395,D,B,3.967525258803,200.63693561953824,37.46571670831684,A,-140.99496195964426,30.14975205251841,B,A,D,E,-36.86065234169923,1
36-50,Germany,A,53.83175903536254,B,B,-171.15722932762688,-95.22677654046758,120.02750232560678,C,92.43806556306502,-45.40595934792414,E,B,B,A,-96.91252561788906,1
18-25,Other,E,-113.13430656625694,D,A,158.04774317441758,-53.51886571491213,-68.4180286693412,B,59.43710118142958,-13.262892714193491,B,A,E,D,-128.0844429980778,0
26-35,Germany,A,140.54078943200005,E,A,62.22906367242184,-12.126882928365548,-25.91687534889775,A,-21.91690819654221,54.94447393509272,C,C,B,A,-13.933655239219439,1
51-65,China,D,-79.16488792875109,C,C,-22.706822689742566,55.39325266037126,-170.32366860561723,E,113.15290383077279,-0.7025299542482055,E,B,A,E,139.22267986656433,0
18-25,Mexico,A,155.94835792538407,A,E,69.53231638778078,-17.63460699211229,100.59330823823514,C,-4.411804731897177,-23.78021401128324,E,E,B,E,-140.19634421966265,0
36-50,Other,B,117.88756013168162,E,A,168.87010878197353,-84.25591757825937,-66.4385896720862,E,6.43692871261292,-201.0787362923691,A,D,C,E,-211.44588265595362,0
26-35,India,B,-33.6851518458085,A,A,-36.52058583059157,-110.07247090221045,21.22961606185437,D,-66.37348959378015,-88.4588306585655,A,D,D,E,74.7587409151643,0
51-65,China,C,-182.31429155507624,D,A,-31.37300525148144,144.11255734599723,-65.33848098675328,E,98.97505847371295,-19.429486306277344,C,B,C,E,-142.02946491022237,1
36-50,UK,E,17.46404260686495,D,B,157.33479712285322,206.64058303733688,-30.588424351945154,C,137.4315170817948,-97.48618972113917,E,B,E,B,49.249881674673404,1
51-65,India,A,73.05507970451073,B,E,8.369623739664252,-26.165252056727343,-18.490817431208686,A,83.02790008966169,-166.70427594071342,B,C,A,D,-49.33767603173451,0
51-65,India,B,49.9969799082336,C,E,250.97285349898323,24.152915344622237,136.14377000989003,E,95.7075087127133,-158.53769995265802,C,D,B,C,-72.21657631409984,1
18-25,Mexico,A,131.75925494814197,A,A,91.69637046531456,125.146569610779,-164.08357070505764,B,62.001052082753596,-174.34096869610565,D,C,B,D,-63.23022641955062,0
26-35,China,E,82.37185805379502,B,C,158.10597688221586,56.328075423727654,39.833601085552175,C,66.67527385695549,-246.71571443332505,A,E,A,D,-237.95999955144381,0
26-35,UK,E,1.215335210274583,C,E,141.49542381075526,-28.586928711008824,63.49586704716741,E,-114.83971443553449,186.32613846463656,B,A,D,E,47.327165874983486,0
51-65,UK,E,33.51381827998746,A,C,133.30190715977034,162.65039604206163,-34.580912992173495,C,-126.91164492930803,-60.380311415353226,B,A,D,E,120.99385184300414,1
36-50,US,A,107.23363506035264,D,A,-147.2473836638687,148.9314295162418,39.51335113956398,C,35.053549115422925,188.25964322671837,E,B,A,A,34.712570015185484,0
18-25,Germany,C,-3.0628174071642666,D,D,-51.64767220248475,203.58789955502905,15.249947659955046,D,-60.016173501142134,-123.40569886446944,A,A,D,C,-63.542410391938894,1
26-35,Other,D,-68.94973500058684,C,D,141.96558124372453,-3.442981065327276,-134.20221807051854,A,-76.35285092806402,118.68075175910309,B,E,D,E,-8.155485070148007,0
26-35,India,A,42.268085663776404,E,B,-0.38119897462654134,-195.1833608125008,-28.50812716257164,B,-88.2467333458392,249.67308227098718,D,C,D,B,-53.43672241900192,0
65+,UK,E,60.28750181814281,A,A,-13.870342899984387,-37.906163718651506,-31.707591111402454,A,126.55365073380749,-153.7004564346476,E,A,A,D,79.61103772508997,0
65+,China,A,48.59497757338142,A,B,32.931996026794316,-71.46862259236161,-144.70780065228354,A,-67.9705247369171,-51.28228431862767,D,E,D,C,52.17400232369154,1
51-65,Germany,D,-4.348739834217349,D,A,-67.5766277999725,196.03279660303022,-107.97861345504658,D,-89.2684847400171,117.17363136537145,E,B,D,E,25.15461424837983,1
65+,China,E,86.57380967400434,E,A,-50.38710031179685,24.96766770466412,-67.75918776126979,C,-24.442617441301117,206.50680281472117,D,D,D,E,-30.86940568281151,0
65+,Brazil,A,-92.11792960447374,C,A,-13.120212616322638,-56.77844013537566,133.22832061129003,A,-130.77266430881568,96.706935814673,D,A,B,D,-41.9729571080613,1
26-35,China,B,-8.087462160519333,A,C,237.59094962688613,43.382888846782855,-97.34840843997422,D,155.46636908338968,-171.3930307955157,C,E,C,E,-101.64079337479284,0
36-50,Other,E,-125.60399154451372,D,B,-131.1607515587255,-95.88947839428117,131.63529423759968,C,-65.68845968341353,-63.62112817626577,E,D,A,C,-58.8925244854977,1
65+,UK,A,201.00839761611238,B,E,-1.7579446225246524,-8.005640451498554,14.370832197944505,B,-71.66394016918345,-126.29774357666986,A,D,A,C,63.05612237494657,1
18-25,Brazil,D,-163.17393025050143,E,A,-22.509487327737116,-14.575734257802745,29.15342168173778,B,80.10083596560526,7.893051390238013,C,C,E,C,64.32950937378128,1
36-50,Germany,A,-50.79445907791569,C,A,73.59515886167729,93.8476944818806,42.67420607661813,E,63.318000877660886,100.0471405677958,A,B,B,E,-170.46131732091726,0
18-25,UK,E,79.85130703415602,C,E,-78.76782937803043,-190.86017124882045,-125.87144359392748,B,62.88455993077356,-148.7611928865326,D,B,D,C,-95.49062186390108,1
51-65,China,E,19.778239619631183,C,C,-60.80871150999053,-15.011413014062855,-67.20979273111244,C,59.85070922224658,10.64484705641761,E,D,A,E,-54.151223563292426,1
18-25,China,C,-121.14211966950337,E,A,145.67450445787262,127.98299622463057,212.5533024667243,E,120.73530953620535,-120.14842414997844,B,B,D,D,47.59615771686498,1
26-35,US,E,50.39577943286544,B,C,33.67618411005541,99.06651368954142,78.93092864077254,D,72.07395477387898,45.847367540397464,D,E,D,E,-48.0717316029563,0
51-65,UK,C,135.9088467243033,B,D,-36.08876286148433,70.93270332010995,60.43400095918502,A,48.05331033542601,47.84958023496117,B,E,B,C,-204.97722718620332,1
51-65,US,B,77.80449301305174,B,E,-2.012548593872292,38.65577272742469,-89.8255076485189,D,66.94414180057221,-162.6410291977197,A,C,B,A,184.03150957772522,0
51-65,Mexico,B,-176.02404414525057,D,D,-52.86126902471453,140.00305394758635,105.09148958592587,D,54.86989090131155,-78.43866647150163,B,C,C,B,-135.59944706505686,0
51-65,China,D,-20.34716384560444,B,C,135.61325682295072,73.17567675892195,101.49246818359086,A,-31.45059183044382,92.30887893179617,C,A,C,B,37.90494715006326,0
18-25,China,E,64.2380174623905,A,E,60.090747268396015,26.616401300974573,290.0048964794979,E,107.87769881285504,18.78858964828491,D,E,C,A,-32.238730871628064,1
18-25,China,B,-153.75117932804392,B,E,103.27047420951969,-222.89660623501658,-42.04191397669195,C,-98.57892889955049,-32.75530021111513,D,D,B,D,18.80502898678814,0
26-35,China,C,-68.65655764655975,C,D,3.560405690053975,-54.202367912232255,79.10344279892068,E,-41.7824751710279,83.1152176963571,A,D,A,C,-109.14677430363457,1
18-25,China,D,29.45065960265152,C,D,-7.907571252145104,43.27502467904894,178.7007777959539,E,102.86413873430762,31.285888855089823,B,A,E,B,29.054582858226812,1
36-50,UK,C,73.52005929616516,C,B,-25.704662138132093,-157.47641115695862,17.69070280034784,D,6.743838317678732,8.815921803594467,C,D,E,C,-78.67686226799056,1
51-65,US,E,7.7923126677604415,C,B,-187.6457511220812,-6.014014609170372,-119.51955856714073,B,57.020959587798444,16.92725197435985,E,A,D,E,113.06127739504454,0
26-35,Mexico,D,-18.93109597795091,A,B,-84.56679190688209,-33.143262164778974,105.2961185940289,B,-2.592900078757196,107.82951871421523,E,A,B,D,-83.44940681273971,1
18-25,Other,E,149.2248323852886,D,C,-156.78356589283874,54.95423702872817,129.1713047558405,B,140.8109708126285,58.576604511314926,E,E,E,D,-132.8284776786187,1
