country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
UK,-82.52817685666854,A,31.163962503950813,72.07706270879002,16.13732815384979,-76.20105297596464,-19.785441106936823,E,E,20.145270771288565,-179.02111744035753,0
Other,-59.721983022128576,E,65.05032375546114,181.70978953239597,73.29369917201912,203.13260164216476,73.79878622522978,B,D,83.58460139385298,-13.72310165071107,1
US,-112.99810970833015,C,-8.225600762447359,159.78106837353405,98.81912600698891,-70.32403632359122,-57.043645086068715,B,B,-54.765048717232354,72.50682825654309,0
UK,109.68709434218447,A,-52.99868508288535,-33.99780327062509,77.48591531949158,25.307204981146548,24.489534386304097,A,C,-33.81660559644031,-147.65767315318277,0
US,98.78855963042798,D,-181.2414892756197,225.99657820915726,193.06079379203368,-214.7648334112993,21.272042785280764,D,A,76.43627192554459,-9.945742834888712,1
US,-73.82645148083384,E,-45.14336359256922,-149.10393970827067,50.47644585791882,-121.63364043695266,-80.31129269605505,A,B,35.84066104843131,38.28330629624853,0
India,-167.90891188421045,B,-57.94983479219462,-57.46649859063313,68.35040638444354,-82.74490376100687,160.75351650191726,E,D,0.7514256417100917,-84.01202102086019,1
US,59.6080001164288,A,-57.59348206576346,-124.63020927008408,-59.452193448185945,10.187963875876047,-89.534388685301,C,A,-18.875202238105864,-213.22257339254685,1
Mexico,-78.82504742396301,C,-165.14001871856917,-34.714296286503455,164.2122794758652,183.58152555591738,-40.90409840609633,A,A,-66.61103748101678,3.481889637377512,1
Brazil,-124.9297549337442,B,-89.18332390049191,61.72079176929994,-39.377895150530456,22.12339544032368,-32.3432191420613,A,B,16.791314105539797,-122.29061424394085,0
Germany,-190.26328839332228,D,101.7858852815856,51.6115284091574,-171.99327862971413,-136.80991362671995,0.5632673337815401,D,A,-361.39654894957147,41.11676899923653,1
India,50.203767419642396,E,17.590485027526082,30.440030961030008,92.75547755692311,105.67550452954887,14.784843416713322,D,C,-169.93277812963308,-84.11393654777616,1
UK,-80.70374632457987,C,-25.481120893711513,-64.89698609323015,-36.01762012294128,-42.82108505334553,-16.53097170842127,C,E,-26.91404876988146,-58.566513028435054,1
India,-5.84510809251639,C,36.03100773644976,-125.39638826440256,132.03000672745148,12.469289340145979,-2.84082044328175,E,B,127.32821653754914,391.9592461138322,1
Mexico,-47.810864609595235,E,-51.93247363335763,-21.019286984126037,12.701006653989905,0.9550692126782463,-70.98320095547466,B,B,-17.389288042074035,-115.69097178510927,1
US,-13.407426484563514,C,61.25156935385462,90.80523882125333,-14.050758246496434,39.88242979088519,-65.12168483323882,B,D,73.11671158620784,-30.052135604562334,0
Germany,-119.94066861605941,D,31.915332528727276,248.59271437955474,90.85400061768519,86.5413420448453,129.2064201066233,B,E,-220.51103863806145,-13.371222665843884,0
Other,-49.28157796373884,E,65.4882479666435,-246.47919381561758,0.6892696972403194,72.71754100049554,-134.8265727436209,C,A,7.166096363927514,-156.45702235027986,1
Mexico,-11.5340507828086,C,166.1861741360897,52.23168888019458,-36.00483487795849,113.43672270367165,90.74371602317264,C,E,26.165162900963757,3.2212080143158572,1
Brazil,47.33644074260535,E,-42.97289068070116,21.930496181376302,85.8842432009478,184.65246934419895,-42.00777417781367,E,A,72.56999116615842,33.950060495137905,1
Germany,32.126781139246425,D,-27.2286216160671,-127.97747550580692,-17.137358191475506,214.3572913791444,-51.45111729698459,A,A,-38.951260975322825,5.006087624266446,0
Germany,2.492764305206031,E,52.84424510064909,5.6897142474659175,-73.06278360889286,117.79703703088869,-188.28323668338678,D,E,13.742023908268845,-41.30138500069733,0
Brazil,44.569428629611934,D,-45.89457701281929,-70.42574069371628,-44.09353864525543,81.42804973481725,13.826087646622694,B,B,190.29817804699576,70.51921237253677,0
UK,169.59387835301905,A,-100.11263663177425,-45.205979672018344,-79.50448596047521,86.88118091688388,-8.253225892220813,D,A,17.620460500657018,319.8183495695261,1
UK,4.723572218513362,C,3.9938065166897476,84.71463608665313,-118.31485713886809,-37.31719327901057,-48.41787364679032,C,E,117.64662725254425,88.63945671715403,0
UK,30.022907076676887,E,-0.42300206376940575,102.22776210684934,-87.89376063341253,-12.648005030934511,-2.483471045978935,C,E,-163.02739530138558,-62.13824960677326,0
Mexico,126.28016410816991,A,-146.5962467764636,-137.1298692481485,125.8622211470702,49.02510194518666,-152.1968388786027,B,A,63.94847149815948,10.225813934200556,0
Mexico,64.01248194699049,D,45.50205951248999,37.056238341401084,64.25578880220709,36.67362431429522,-43.154267749390456,E,B,165.5187227611952,-49.162891192595886,1
US,14.391788781953876,C,-8.62909779109287,-104.89464319720561,18.517646974094323,74.24778292662556,24.01773729226787,B,E,-3.740443316170123,-208.5978778841458,0
Mexico,37.04761493521527,D,-17.532709759373674,9.062607923543169,-104.75242934232926,-113.33992821459383,-226.4117015996056,B,A,83.72442495041498,64.9233868169177,0
Other,-15.794120560913072,C,-195.21442377029112,133.13711168100204,78.24555894265332,-148.51152582740605,-89.01018272070328,A,D,-19.664550107913254,19.948429664652227,0
Germany,36.267492698264164,A,41.870812488910275,-30.902096662276037,100.94733301411843,-37.76315849887585,-206.26753399339037,D,B,-70.52580989442039,-166.64670242563756,1
China,-19.579939744202168,E,-103.91365941426322,123.91431497410588,112.04816572377243,-67.54310860972409,-46.73806194305462,A,A,64.99230672961419,-119.17801647299291,1
UK,-25.621168126040878,B,-52.71242318261889,-52.59075682664941,47.754641938558166,60.5705642339023,-4.712629557645407,E,B,-56.90797859436609,-20.125883297149887,1
China,-123.04259001781763,C,-85.50246438186342,-221.5238959271587,65.24675572937902,-40.614957646334275,45.56800849648472,E,B,116.19919075712568,-63.4756056489239,1
Germany,-214.17042529048467,E,-49.017256418377016,26.29725434951017,-154.94164540690397,46.196059517983166,-115.81857013345041,E,E,65.98047081114593,-51.65408549173699,0
US,44.599701411417556,E,18.79240502531024,-78.32210693607342,82.65185668747783,-181.16586327651623,-69.63323722402883,E,B,65.99132527262788,60.797482902293034,0
Brazil,-224.70484526203447,B,-81.76753022550656,75.5022453859906,123.3642703380409,197.3868256648528,17.69950879417348,C,C,-85.27375659283548,204.28315183544424,1
Germany,-122.65113231348931,A,-137.36581030800187,121.19192954283781,-33.046943721662444,46.46551769333182,-121.63059976612149,A,C,87.53324044380983,-122.60246002589572,1
Mexico,54.085825796517014,B,4.485569049521109,113.53035679823607,-46.88756028299668,-192.96115838708005,2.5701312228904785,C,A,-189.56616125366588,23.619099759685163,1
US,-7.973696204474947,B,208.68376583252433,97.90422266446971,-15.244854858035392,148.5643064893977,-94.7636133241393,E,A,-11.849457570411005,-68.5425388307355,0
Mexico,88.31136976893883,D,145.29755679365414,22.05299943436399,-20.538607957245393,43.40363157487767,96.01026189062347,A,E,-156.9157361132617,30.367740669991512,1
Other,138.9313611471433,D,-137.93411306576064,106.29069123902319,-39.60124896894507,-30.02928270506083,-57.93570852081108,C,D,24.998329258401984,-83.16839401770994,1
Other,-56.0451214119839,B,222.28841569835467,193.85491893550451,-92.43364204085907,-91.980340555051,-146.28459252707756,B,E,139.03638081339938,58.88603906872613,0
UK,85.18389173645667,E,36.818104564505056,-104.80031406766398,-8.280374310208725,36.29410897448263,136.41912877427444,A,B,-74.01431386960998,-173.0791567407407,0
India,-63.21564656887767,E,41.37367321011491,-33.960130407601376,-10.106530624881406,-158.29479799745093,-24.258206650956378,B,D,137.83477013707878,-50.45997860276543,1
Mexico,-57.368977630922465,D,174.97158468974902,14.531959631960275,-119.89524651567254,-257.40181545769667,-132.04133803609594,B,E,40.38594966738719,80.22501212901858,1
US,19.320838641527413,A,0.5584717516011362,-92.60165743831509,-96.75642317379447,-65.69436500518302,227.5146915860983,A,D,19.992109992241673,-103.9539929416333,1
Germany,-15.603161734980045,A,-15.262189184123914,74.14841910535324,-9.42303767681604,-51.04384631193224,46.23537903248586,B,E,-37.830426523734204,-57.38909217891182,0
Mexico,125.46883190309548,D,131.6737054089564,137.45559229727974,-21.701388764162758,-44.65415894192966,0.02735161044550612,D,C,-45.134998998268834,-156.70999047310482,1
China,71.4944999308427,C,-127.66358894555647,-94.02322276703806,15.910878565274805,-175.03572154466653,-93.63052135988254,D,D,-17.165825500490442,-114.53721926477289,0
Germany,-54.631321728640245,E,-90.5693684461075,26.066241090697407,182.03319390572545,135.19543799702046,33.31962160072145,B,C,88.1546569782856,180.5688550071191,1
Brazil,109.28903884356984,E,-74.81900026991923,26.473633791164374,132.22701364339864,-127.88065582595702,15.11019709109918,B,D,139.93596703233794,49.84972941870519,1
India,125.91119164942045,E,48.13491583269674,-21.051644097416258,83.04980619250831,-32.767204060870725,52.709730201467245,C,A,97.85304652968864,-90.0855078190159,0
US,-61.17014988830187,D,-61.75201870308473,-24.867639412136256,-61.62966802751809,169.00435105298303,47.73905979548793,A,A,31.064262098806957,-85.47912368475284,1
China,74.40892830301364,C,138.194544193712,107.96999636159046,-39.291257526187565,-130.79861636729714,88.61074192964021,C,E,23.38090570809112,86.69904072214392,1
China,161.332320420326,A,-138.17509491997396,-25.284478558523215,-46.081312690431155,36.12621644508708,-21.13554060516604,C,A,-20.944179149804953,-64.46722523971337,1
India,-69.14562951607387,B,155.54190945573202,-33.127903932989625,71.40072329918206,-64.03271429848635,133.48950031682742,D,D,-70.31555032015268,-106.04857377692569,1
Germany,-150.21978663991428,B,91.45975485460288,102.87329428802623,-81.25102825463043,73.7652597696409,-47.33016734141447,E,D,-71.4977592414201,-16.041354625593918,0
US,-118.5152871090387,A,50.9564664374069,55.827849920553106,-79.36654607480195,10.407191673689844,-153.49316043461252,B,A,88.95093790313705,113.42361896191507,1
Brazil,138.0747780839548,C,-132.36398480335993,87.8795065352633,-115.11381749183096,4.772958030670569,-169.04034133350453,B,C,-194.61394261086966,87.39145999117,0
Mexico,-78.3503159760276,E,57.52859876984353,-34.24854920291992,-88.42101954471451,-77.8875985012472,-240.39715848524298,A,E,-55.239037951802885,-6.967161096131617,1
Germany,37.20126301729462,E,53.75846439328957,-56.67440723428629,53.540800534123115,-9.499636903721722,47.68442508100746,A,A,193.51412452854936,2.6606441715596936,0
India,-123.48116903562772,B,-62.64299910840574,-3.0197339552758673,8.475254129802357,-60.57031171594297,-56.68225139634483,D,A,-165.3901395334705,-138.9988188359365,0
India,-44.58391366577372,A,36.749516527897356,-59.58251324915555,-187.85413235071692,3.1246493138847042,105.87095859325079,B,B,-57.44287960693466,8.777417800054893,1
Mexico,-42.45305304924861,B,145.52799751760597,-39.797321007040274,47.96313975463595,71.54205112300092,-34.94129253585264,C,A,-172.4721475721213,55.42989395821011,1
Brazil,30.364198716875197,D,212.24798904032988,13.650456081866565,-55.76417298420596,11.33424529238749,-35.02643839877906,D,E,-32.83939074562452,-112.6887796991866,0
Mexico,-126.79356758893165,D,-140.51968792654807,17.211798019633378,1.0261690759039317,-27.593859842211682,152.66220985893412,C,B,-80.02812316290444,-94.46196973648135,0
UK,19.206914974492136,E,19.041325381612836,81.95030807297937,-1.2662886621206213,120.49158605818486,-223.22303318887663,D,A,45.48808615846502,-127.8661519786287,0
Brazil,-73.09491180313526,A,-82.86878177350968,144.21718981950693,46.75501495872222,-136.1172368922131,8.737012524933768,D,E,101.32705651078024,-21.958243374641505,1
US,21.718067466530613,C,253.29608177201956,48.77127440577497,11.142189986787914,-12.76135790141781,4.055615589508689,C,D,-107.95624580616195,-124.38844898218441,0
Other,24.21961610473963,B,-66.74442973867406,113.22652036127722,-81.12254835826133,-25.8835910558824,-108.4201970271464,E,D,6.700067067624141,201.39603428288004,1
Brazil,-126.38018480593765,E,87.00212818648485,-6.380768591250834,115.94184688721734,39.69351147030899,-120.37452196794682,C,E,107.03092089702362,64.59179410262452,1
UK,-23.972820514796407,E,91.36263971693359,-99.94345719184409,276.8037783086528,-7.973775505777146,-2.458418571452271,E,D,-113.85297182286568,-26.654217278917336,1
India,-168.5455227905513,E,-16.617684327850586,76.85411301473286,12.451934946297431,-134.6727310704272,-224.8846024815581,B,B,-79.9238004617213,11.598387867195289,0
US,-216.130895341926,E,124.06230946535439,-77.7575737747712,-21.399886451006953,28.439580583034523,-182.86818431520413,B,E,107.91687539483125,-42.2324894287136,0
China,-244.35677496213623,A,60.29284198137618,153.65505502618458,88.73141892042482,123.37753318891404,194.31269300714283,A,A,125.47697630695296,82.3391859293544,0
UK,-0.6726486149019713,A,-40.01544826537506,-67.42490623751206,-150.0945121748223,146.0476922748694,11.095522230474659,C,A,73.90848864378809,-75.8059073294651,1
US,63.044138855643574,C,-77.35728421780553,72.64398755840416,-1.1805137185728305,-23.49498378955618,-111.66167977927017,A,D,107.54681635099557,-2.166880236474194,0
US,75.26474735839727,C,-37.08709239890025,-145.55505786279207,39.886695982602625,-47.271574339959614,100.02516775514087,C,C,-44.08122618823337,-19.16487824260952,0
UK,-57.34350416827414,C,167.074883032825,52.43093865905634,-57.167464230058684,105.65074962025001,295.5436791932685,A,B,108.05756154020581,-134.3810159636717,1
India,1.3647665288477993,D,1.23029068758299,-257.172310937151,146.57437382262387,-153.85982517035507,46.16585169238741,D,A,4.5771286679181635,99.61996661411585,1
UK,-78.4573092209366,A,2.611358048456227,43.3252586943751,96.66553902558368,74.91446473743984,3.3294528039375355,E,A,27.68867939706557,-41.281284460721714,1
Brazil,-127.61230864257665,B,-62.01177299307565,19.323417680986697,119.65847041428204,-26.024088369994207,55.36217262625327,A,A,37.93238391321589,132.28659908859692,1
UK,-84.70992544564065,B,-254.56384916392537,-73.14117607012007,-84.29180361746812,102.2835644669545,-12.555987379212667,B,B,162.90254300718686,269.923269395887,1
China,-87.81459343853419,A,-38.36824025400606,-125.15558546395317,27.50600584887963,-132.99027360891503,77.83998374770566,E,A,43.72865316320627,76.1469728494484,0
Mexico,-68.47208698089591,B,143.362860381131,35.917144547205666,210.63123592231258,112.6897792362046,102.3368290554878,D,E,-30.797037649150592,40.177267427802754,1
China,-132.88914397882817,A,51.77141683016171,-38.92485370232738,-53.867959438999065,94.93898526438046,156.68182004520725,B,C,-70.52680072198797,78.2019308187093,0
India,85.52585096949866,E,-54.03293487477829,-158.1951454055457,150.8401907574711,-104.41631234188498,64.63721723420431,C,B,-25.608963855314542,-76.13310076624659,1
Brazil,149.8232419816622,E,-192.70769109099888,87.06803016809587,-39.397789400321024,-54.986863980577446,-122.7070425238673,B,C,162.12344906470645,34.13984696840288,1
Mexico,-58.837898839113755,D,-37.103174122360606,112.44846206940026,-13.84047820700241,227.32311501368406,26.120694001289714,D,D,11.060744965089429,29.63926346258838,1
Germany,341.09241491347785,C,-73.27161537706208,-43.654309746022875,-12.062429873703838,49.57539386558171,149.40314665214325,D,E,224.0989778245324,-8.561014652789563,1
UK,36.157305461383224,A,59.17367280183471,-69.49324186122206,19.991297430149483,13.478345917786323,118.48407636457287,D,D,-35.32486288909592,114.81512534882528,0
China,24.484601226862214,D,40.98462912253954,-57.344855419218874,36.27581399577384,-134.98384416767024,-154.61772133293857,D,B,-37.931171963940905,-62.1858824736805,0
China,32.27470793964598,E,-12.941270611309882,72.57257412087432,-35.924192321979646,-22.690920107581587,46.79624431141839,B,B,64.01143051818049,-96.0375064334178,0
US,230.862195116363,B,43.703570244017,-198.2941184855147,16.844841856678972,-108.61712332553924,27.010643151642704,B,B,130.54458928766027,-8.355695788002718,0
India,28.22355536884303,D,21.896494289570807,43.66803719950286,-37.85656524860197,-46.62420788140764,-17.773922403612538,A,B,-46.30442869991579,-129.9636485420814,0
China,-183.2298564912066,B,-22.116198054015538,58.12002121329293,87.89342357902817,-2.2260126564918616,39.674872589705565,A,E,-110.82568785176208,75.57184470187485,1
Mexico,-60.07761970239507,C,-117.43122043217392,-73.30155638236036,16.19603907174,171.77178492970484,38.64284170264645,A,E,-72.37945116686546,-127.76411197668531,1
Brazil,-173.81694970198106,E,-14.600122618113302,62.39246998453567,78.52443852359787,-7.934556923270826,-71.09707597197179,C,E,114.63695482335142,-33.51650827189108,0
US,-131.279577097833,B,17.324280929392806,111.95694777736821,23.432002281595,76.01703958205965,-14.657721983112944,B,C,-131.24118707678934,154.96584625448955,1
US,87.68459403972511,B,-187.39263825913838,-79.15591489154386,47.882095910184155,95.40464772096774,70.45190173708333,C,D,-47.139143508261505,21.929269961790478,0
Mexico,55.3379687047607,B,-137.2241891602072,-130.94886197444055,-150.63655677121716,11.325104363475324,20.807875746719457,A,D,-160.12420230629743,-86.56249462631615,0
India,24.591620760204513,D,-66.01571489253986,-17.89820189275574,0.8888936110516215,-86.42606101650567,-37.29943592017979,C,A,-94.48117965234961,24.226146876896017,0
China,41.896062904079386,B,-36.11239708641509,52.96540784743343,-123.780360208195,-112.54228361576028,45.12423835024097,E,C,42.22104623291159,-7.228078799362536,0
Germany,49.969455697392995,E,-69.33935886952985,-64.76703790486049,41.12187820314394,-4.0832743169432515,34.25962804963196,E,A,2.236093515927727,-50.14181880144223,1
US,47.65339199591114,D,-54.44247069216117,78.88675334342528,214.28265569927242,105.78040251527689,-290.5218401210748,C,B,-19.267915202427403,136.49759802575807,0
Germany,47.69469514025012,A,125.71694208707618,57.42412126616985,108.64483128810636,-190.86756377251606,70.45350641438208,E,E,198.56666442557696,33.70240367912162,1
Germany,-20.758399045875812,B,-107.15109471416469,-163.25764907274095,-19.35529073010628,-38.650843400858,0.5266595656857032,D,E,-69.74694010152204,-111.62713595801182,1
UK,-284.80232475465596,A,68.70916042882207,-97.70019759421595,-116.33914396553389,24.25170634570755,70.40319298749014,E,B,127.28372477305649,96.20356081425389,1
UK,-18.32265527157953,D,132.3037043427235,111.19767296289669,32.346191619376356,74.62360487164045,-66.88565362721724,D,D,-26.36307541213993,8.315238812898738,1
Other,-58.20218093826933,B,36.473213059507614,-37.32893783624716,32.764219220286705,23.106631830899023,-27.2502661320623,B,D,-223.66884878288653,-171.8623573834947,1
China,-53.87050716562608,D,-71.03500332786275,34.864258790798395,104.86427029308041,14.001100585337788,-24.58602341157374,D,C,-46.41035569706895,81.83666262913458,1
US,201.34788932114978,A,-82.12440276802349,-52.32810556169546,34.00518641216364,-194.05508531254821,138.1108276407682,A,D,107.15693293936646,-106.049865011795,1
Brazil,193.1990820554838,C,116.2925744253988,96.54848838557993,-73.35736778159871,-141.53665380601842,28.49134796536826,E,D,68.87673487633208,8.403482427452296,1
Brazil,34.09847231603686,C,-69.9757669480392,135.86327427593346,-13.774026880547122,-209.88597710447428,-69.1529803618128,A,C,14.76055736339237,200.12179302245136,1
UK,155.56393570866362,C,206.2114951381343,-146.43508997854028,-48.72800430114168,-96.17964350358366,75.77001649304627,B,A,41.86292206337284,15.214987315370026,1
China,124.51032309704013,D,-2.9269986050455428,-21.488242010340226,26.855984973735914,122.3094035518331,250.00556852598007,C,A,84.5057634507135,34.08244959128799,1
US,-17.617701931689034,B,-131.30671708943896,-129.4129713556883,218.09458415452286,19.858432226489402,-59.86582625537788,A,B,31.010085735124182,124.78351267684013,1
Germany,86.09383618779354,D,-19.807862096356562,180.19691040317076,16.505421927551524,42.839982475932764,-129.06850657086716,A,C,60.633656188702375,96.14778378237601,1
UK,49.939843085340904,A,119.09404163744335,84.24810699588252,-210.01886853940368,-168.02251721261499,-113.86188074095497,E,D,-237.5045842348096,16.551585053909807,1
Other,-48.131802666019105,C,-13.354076007284718,-32.74687876046596,-36.23079122354611,199.70594754028792,56.31426551125779,B,D,72.57606249416625,-171.02843635644786,0
US,136.53826529785897,A,126.21652921257498,76.09056092502917,71.21684431304499,67.46458230198242,-16.34692074016037,A,B,-57.77616104470105,-43.78205282775116,1
Brazil,189.5886082480849,A,109.45428571660116,-4.23276645159093,-83.42119211272339,-13.638299687218916,-86.04470617706784,C,A,40.88070079653189,-49.35207633838555,0
Other,-112.5595143793944,B,-34.03436118957215,33.46273464111052,-105.23429068437318,-136.6489944280587,-68.81124577929945,A,B,0.9429602221228853,-61.51136231425283,1
China,-11.806942019115953,A,105.40107754585458,48.53081955406028,-120.74221081362559,-24.26908718516812,-56.4229121634879,E,B,-149.4230696894984,-29.80855709605305,0
UK,-173.1566795950676,A,247.340672572411,-39.03185691080772,76.43686553986906,-154.35339121687966,22.66957087018761,C,E,-47.57108636089182,81.82683918089938,1
Other,-110.9965852592501,E,-124.6598689070777,-130.53353461813896,60.37260240902803,15.019214139164324,42.38629686215242,C,E,26.107853697316365,-18.90617869311998,1
US,25.026867947305064,A,-223.85523590432098,81.83950799514926,-92.8962539480863,46.441323828117866,37.4203671192764,E,A,57.41865434474474,47.94682528934205,1
Germany,55.46718890268439,E,-116.56061192646754,-33.8919685467959,126.4166791851211,126.34369777146732,-112.15701473141576,A,D,224.50677766679226,31.42794014737451,1
Other,110.77396976425193,A,-140.45483645575908,94.0040056574004,-63.426546348177936,51.733204864588345,92.43502606858776,C,A,-76.98171986707698,35.147223201332025,0
Mexico,-134.57756723107838,E,5.907607519835817,89.34344818061915,153.02132883234142,34.886822302756,15.264178401219365,D,E,-107.15320438877089,-92.17828199469878,1
UK,-51.68466313149915,B,10.158238475296566,-70.99111133362555,-16.516780591162416,23.28112595213108,21.8279219061224,A,C,-92.49332056865963,28.86658923407014,0
India,-85.70716377410868,B,22.374178966559764,172.8352857417082,-23.947823315154114,-72.54274440798747,60.8534061808095,D,B,66.56008225502678,12.818543192224297,0
US,-52.25975241518235,C,37.95617961242376,13.437334169403636,-197.70227606323712,-205.6180053709049,93.5911604072424,D,B,-73.57672444227886,167.0923330289869,0
UK,-162.54891466150275,B,89.83250189286427,217.44109042333898,42.48578818964552,151.97646774348306,149.7559602510324,A,A,87.16906509877983,-141.304720815729,0
India,39.73256350841819,D,166.15318173570046,65.49197963992893,97.14581049996957,65.48112086127055,-250.77643478567003,C,A,-104.9471042661642,-127.58917626290646,0
Germany,151.1452545100282,C,118.30725914632856,27.039227795048266,-120.31645440780399,10.366686087986686,54.350031827247214,D,A,82.47000602081458,-43.009772243638736,0
Germany,-153.61576600185452,A,48.791872924466375,71.85087924176202,-6.787030396701662,105.00392563848067,-151.66539101271292,C,E,97.78127862412023,35.90589028052539,1
UK,64.82086066975363,A,130.36232696242024,-54.22888983607505,153.44521909979977,111.0690757919659,134.9547329679291,E,E,-119.41982826170323,46.372719279896494,0
Mexico,-193.70326247243105,B,-57.53255030266706,99.95706594704464,-66.66238847931741,-47.82244075055582,50.58761843975304,B,E,81.47734611823061,95.34966663750365,1
India,-115.0316714352406,E,168.89878119424577,8.8441644763905,82.70190456074673,83.00418125581957,-190.8436512452081,E,C,125.82826035599928,7.454766920640028,1
India,97.32995749989611,D,27.935711638183708,5.420728635857566,-23.365124431173793,12.423720663858841,-153.5645223566304,E,B,-22.018727467754204,4.0964028980936655,1
US,-146.65485572388008,D,-39.01501030163176,-28.80685848650033,-167.26485455178266,-56.45847698471568,-194.34746482851259,B,E,-46.43482606692268,202.49106239473807,0
US,-20.347709505684474,D,-201.15507678346245,-161.04469828298335,-24.49631660181113,96.4088503819083,-21.34831205219171,D,A,105.81334740852859,88.66272086784508,0
Germany,142.78973748927183,A,-58.84295252870149,-164.90388434865818,-2.449481994120753,50.35791848243195,41.71118567702802,A,D,78.98026576893251,109.95319328054227,1
UK,85.04505689259292,C,-148.41006798252408,-63.6288459070465,145.3049620091382,17.261014916484328,-174.73554462017105,C,E,116.14694016026397,-23.487626114167064,1
UK,-83.02119027303773,C,-367.88734180234235,-83.43575157704647,141.9393091125573,40.57172932793925,-9.510185636747705,C,C,88.34412357835917,-176.48413771912124,1
India,-4.5121693801428515,C,84.65330409138436,7.440037440294957,108.02771573750914,128.8907968991532,21.987611041635162,B,D,-32.05040249394854,243.61896626919298,0
