ethnic_group,military,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
White,No,Mental,D,D,124.61835368343756,128.11304964231488,D,-9.144688809300265,E,B,A,-11.907851852183232,-38.17108329892332,1
Other,Veteran,No,D,D,41.54440211730621,85.34424315349644,E,-104.76564638914405,E,B,D,87.38825514126863,157.60676957914444,1
Other,Non-Veteran,Mental,B,A,78.27313120533663,170.73377405809066,D,198.45558090208903,D,C,A,86.73416859120718,42.16458142449602,0
Hispanic,Veteran,No,B,D,-79.61963366566748,-67.76687224694122,C,-283.1135974418724,A,A,C,-93.0244220990345,158.8825340974875,0
White,Non-Veteran,Both,D,C,62.74958003894088,3.778357443404897,B,-70.15525439013435,C,A,C,54.579544543669975,11.741826689294891,0
Hispanic,No,Physical,E,C,-96.53955950868745,41.41827277242208,D,3.8750570027458657,D,D,D,188.13341739407568,-217.28716964417725,0
Other,Non-Veteran,Physical,C,E,18.405428281023394,29.516999941017975,B,-34.0384104396326,A,E,D,191.75149359052918,-5.458147362925482,0
Asian,Non-Veteran,Physical,C,A,-31.277605271394076,-12.889497277236025,A,-82.54408217471958,B,B,B,-252.06677600240735,7.011361800041459,0
African American,Yes,No,B,E,42.6537560881667,-15.747188567451383,C,101.42727202600588,D,C,D,-3.179701048044672,56.99144249257313,1
Asian,Non-Veteran,No,C,B,-56.1852514599676,47.27028942121915,E,180.0353227850128,B,E,E,-180.3217771671849,42.018612030813955,1
Other,Veteran,Both,C,B,-119.48684740588371,-69.9305186362192,D,51.64340771967141,D,C,A,-35.94257788586056,20.707762235647856,1
Black,Veteran,Both,C,C,-41.69189163188844,140.50347656978522,E,16.353797881415574,D,A,E,-194.61229536852923,128.53193835372647,0
Black,Veteran,Yes,C,C,97.2465689673318,-33.86419156559023,C,-130.3130802854409,B,D,B,75.1337126078289,81.9615441476149,0
Asian,Non-Veteran,Physical,E,E,-50.780372016139964,37.85648759367029,D,71.39827877034799,B,D,C,-42.20668243342283,-22.14867922181243,1
Asian,Yes,Physical,A,E,27.381606563777822,-32.121335346763786,B,33.36982306151256,A,D,E,56.88264361079756,53.7629715744912,1
Hispanic,Non-Veteran,None,B,A,-15.250731983043922,-59.11751947262783,B,37.30021033722295,B,B,C,-17.53345124568418,-49.643830021167176,1
Asian,No,Yes,D,D,49.067656565466194,-27.830846192675175,B,-8.52277050795155,E,E,C,11.152821592101247,-14.351427585682428,0
Asian,Non-Veteran,Yes,D,C,89.1306969866251,3.1539192256603634,C,3.364525123827821,E,C,C,-1.5335140605816266,-83.15286779420819,0
African American,Veteran,None,A,C,-17.547723914970646,29.070363171699544,A,33.99585141255383,A,E,D,52.360962675885915,-125.0255139740062,0
African American,Yes,Mental,C,A,162.28162948217235,-192.19497173040494,C,-5.600688945782503,A,C,D,205.841139845595,-39.519395588385905,0
Other,No,Both,D,C,0.7878972714241884,24.189738394351195,D,179.1275713978564,E,D,C,-90.64560857909684,-113.47557033222743,1
Hispanic,No,Physical,C,C,97.06507760580931,248.06284134774438,A,-92.8269376740897,E,C,A,-25.468804014754642,54.244547960661784,1
White,Non-Veteran,No,E,E,-158.47675602600398,128.2969639829283,B,256.7269507926684,A,B,E,-40.80727277392815,33.41725142619382,1
White,Yes,Mental,C,E,-97.26823545874312,30.365775635985585,B,-94.09039862761207,A,D,D,-57.22623807376086,-19.437574476478122,1
Asian,Yes,No,C,C,62.32103492751476,-140.06858153308255,B,-59.105402456021174,C,B,D,-43.72612320309994,-69.06209570552306,1
Black,Non-Veteran,No,E,A,138.06129160769106,-37.35324803698785,A,-99.80705351146091,B,E,A,-143.44767436063168,-63.422021483195145,1
African American,Veteran,Mental,C,E,95.75513963026067,68.11063735969863,E,-155.91300264646776,B,E,B,21.17502944092126,-19.153906045903366,0
Hispanic,Non-Veteran,Physical,B,B,26.775820739222745,9.786337979208591,B,-48.01271386431644,A,D,D,-127.19089129520158,-123.719317268978,0
White,Non-Veteran,No,D,C,-71.72444409837566,1.5317042082193832,D,-106.8514912709014,B,C,B,15.644740517587294,36.99142700160295,1
African American,No,Physical,D,E,-12.575074293576586,2.6380728261167086,C,-74.5488761054362,E,D,A,-7.1341765131667785,11.246272800061332,0
Asian,Yes,Mental,D,D,247.03163732620922,-11.9359593224582,D,-52.81561931433776,C,D,B,-112.34854076195266,-127.84485110494764,1
Asian,Yes,Physical,A,C,-81.81443723623546,-63.05548553664002,B,28.152120172505434,C,E,D,127.55969851117912,-132.0243581636954,1
Hispanic,Non-Veteran,None,A,B,32.02077652954171,23.529626897557666,B,46.80617342064763,A,D,A,11.314455671353016,4.601625649068213,1
White,No,Mental,B,E,45.77692030694866,67.82284200585246,A,-48.32039393934178,B,B,B,169.00158877203285,-99.15116550920115,1
White,No,Mental,C,A,81.31191843424905,38.84595773886721,E,28.570816680328942,B,C,B,-6.184080231467584,-194.32553236243015,0
White,Non-Veteran,Both,C,C,-20.94297450229303,129.72453469811384,C,-88.15110360174073,C,E,E,-23.232129027249428,4.220336639653644,0
Other,No,No,B,E,-34.011921340300866,-54.981559646370336,B,30.458286856469,A,E,C,-17.793665385911876,84.13979271666798,1
White,No,No,D,B,-27.028063670076296,28.61557002056227,E,-179.51246384212948,E,B,D,-21.31307873300352,-80.76719603347978,0
Hispanic,Veteran,Both,D,B,-50.76159499126586,-198.91087317559592,E,-2.269141808255776,D,A,B,-86.20132877394316,15.360162348834056,1
African American,Yes,No,D,E,22.539499208341297,-64.90918919993746,C,-225.10766004919165,E,B,E,-60.29688744224465,-10.814500879540688,1
Asian,Non-Veteran,Mental,C,C,33.15961354045677,-141.6159617052423,A,86.16257526219671,E,C,C,38.53949659607041,76.22351967439836,1
Black,Non-Veteran,Physical,D,C,119.3213285285234,42.380689092251764,D,186.9427261627981,E,B,D,-117.4881642959881,-171.2831030760763,0
Asian,Veteran,Yes,A,C,-36.64103375475112,5.815581678429652,B,-0.3626018986146328,D,B,C,244.68205271326883,140.61198354953476,0
Other,Non-Veteran,Yes,A,A,-33.12336386523553,-37.62155299429904,D,102.50803030133126,E,C,C,55.66370252233656,-123.8781528228506,1
White,No,Mental,A,A,-77.08066628307884,149.66035760937234,E,-5.984542544548464,E,D,E,61.35769333262721,-107.53323876656722,0
Hispanic,No,Both,E,E,50.11696556938106,-85.55739684726086,D,135.29562742477017,E,B,B,7.855307087279584,40.77580449362986,1
White,No,Yes,B,A,52.88341838953616,11.551505089968641,B,34.93681589305267,E,C,A,-25.63405669117525,47.217368986661,0
Hispanic,Veteran,Yes,D,E,-13.058903233724873,196.09758897927153,E,-126.69712735039307,E,B,D,159.65089032070162,182.90313726373054,0
Hispanic,No,Physical,D,D,-30.17918189005586,33.10565128733952,E,-152.30991495046825,E,B,B,-90.58928037398334,37.38530962431162,0
White,Veteran,Both,C,C,39.15764140761971,-97.7265398124359,B,0.16458082169869492,E,D,B,66.84184957401513,-213.07971942375042,1
Black,Veteran,No,C,C,-71.19063036021213,2.1305575348213623,A,58.73264616402742,A,A,C,-29.44876642300122,45.77754200836534,0
Asian,No,Both,B,A,-15.932266950524673,29.18515683121763,A,111.32063427579286,A,B,C,25.470258263600755,28.95927857098406,1
White,Non-Veteran,No,D,D,19.48412601221927,11.602582832409976,E,-19.251527032590815,E,B,E,-93.83143580027439,-80.70706404050591,1
Other,No,Physical,E,B,-189.3831144397302,81.6288236006685,B,-11.624604334161507,B,E,E,-113.16080652089565,103.9205210081756,0
Black,Yes,None,B,B,34.31321320743129,162.0721460406815,D,61.15416244023344,D,B,D,58.8409332499634,74.69533850337021,0
Black,No,Physical,B,E,-27.11456841821185,5.9400045959279595,D,-146.717878454588,D,E,B,-97.60142049982481,158.24057730396095,0
Asian,Veteran,No,A,A,176.33154381072492,149.282785198104,C,56.102891884834236,D,E,B,70.0979405416109,-72.49750519707904,0
Asian,Yes,No,D,D,-72.49807647542535,-137.99445658619197,C,73.52898074977077,B,B,D,172.1437185990202,49.90045023560015,0
Black,Veteran,No,C,D,-87.73001376949856,33.127168977906635,D,-116.38446154960582,A,A,C,31.86726648629775,-144.01537256106005,0
Other,No,None,D,D,-41.980015527695784,158.64795091229757,B,-55.16371569024378,E,B,E,186.56307682359048,49.08887195032643,0
White,Yes,Mental,B,B,-25.826622956644425,51.093301699000214,A,-48.14275838203668,B,B,A,-5.875910881686583,165.4979131711261,1
White,No,Both,E,E,64.60319154152654,142.04361223257965,A,-101.33195150099654,A,E,D,29.150189197540577,-193.38871642913398,1
White,Yes,Physical,D,C,172.08665028194048,-3.1989940814999467,A,144.53831066072266,D,C,A,56.16410944364767,-52.437484547609024,0
Black,Yes,None,A,C,-110.24259539577032,36.73544591546414,B,140.31583832406156,A,E,A,-134.96173330090812,-2.0148693695580375,1
Hispanic,Veteran,None,B,C,-38.095695244156516,90.67090190664497,B,101.26017584355279,B,D,E,-113.65137533540843,-148.98914715414696,0
Other,Yes,None,B,A,-91.25309512208068,118.56051007523389,D,121.90803877962561,C,A,E,-27.304690930327258,145.2738312828621,1
Asian,Non-Veteran,Both,B,B,-40.67221475522907,-163.49415187118768,D,-21.81567207716726,C,A,E,-91.19794126264978,-5.982204452946248,1
Other,Non-Veteran,Mental,A,C,21.978632552207618,-45.43624897248281,D,-50.88932899380742,A,B,C,-9.200561034719493,6.245015123694151,0
Black,No,Yes,C,E,52.20969445802993,-21.86929329921633,C,-157.0099677661088,D,B,C,19.716689204870786,-142.6345556342697,0
White,Veteran,Yes,A,E,111.75827463102847,204.4481450606848,B,-93.8056523310529,C,D,A,156.5956482744211,187.32922836099948,0
Other,Non-Veteran,Mental,B,A,-44.611786090193206,-15.296084315678668,B,129.94169467646262,E,D,B,-52.79703415762357,48.4081129125455,0
Black,Non-Veteran,Physical,E,D,-140.09737091548058,-67.62834909628496,C,117.59340856867047,C,C,B,171.60200366333365,315.87597833387974,1
Other,Veteran,No,C,C,70.695099429861,-53.06512503103242,A,136.30750951732855,A,A,B,-59.487753811512,1.0241510823457844,0
White,No,None,A,B,-78.9924994204877,131.7936437597819,C,-184.0809783260192,D,E,D,11.36245891733819,-19.486711282563185,1
Black,Yes,Both,B,D,47.12261395156679,-159.46492122532678,A,90.51099601543203,E,B,A,3.1448822530415033,-114.89648774143902,0
White,Veteran,Both,E,D,284.2355228300255,-3.7772994629567935,B,-70.0076565401969,C,E,A,-136.33754331210613,61.126289778191875,1
White,No,Both,A,A,54.048953915869156,239.54808076485415,B,-160.77507585769595,A,D,B,-13.786783028196147,-10.585100942199725,1
White,No,Yes,C,E,-164.20318619024818,-19.61961694157025,E,-50.952707326090106,D,C,E,-43.43213610372796,-37.298018237489025,0
Hispanic,Non-Veteran,None,C,A,42.161475668590434,110.48157067439462,B,-246.11730613509377,E,B,B,64.96299973242526,-14.713138838168568,0
Other,No,Mental,B,C,-147.57310564412563,-10.844817923813729,B,8.231294707094394,D,B,C,-12.226595103824762,30.801071548846398,1
Black,Veteran,Physical,A,A,57.107949141139805,-39.07681441772141,B,38.585295602486454,A,C,C,-46.40545678138846,-21.86227059336322,0
African American,Yes,Both,B,A,80.05651716904542,-73.81374477631546,C,-208.94631583195266,C,D,D,43.08721557726608,44.40617073685896,0
Black,Veteran,Physical,B,B,73.90559486475996,-60.8964582354854,D,37.472459377127315,D,E,B,-46.61997858353965,136.07530255997244,1
Asian,Non-Veteran,Yes,C,A,114.8098220218952,25.26690159632004,B,87.28507382452526,D,C,B,11.288502733380092,76.45002746410235,1
White,No,Both,B,E,-147.52219096854012,30.59689011643577,C,-38.07519174340097,D,C,C,55.09376764441678,-10.705765406645003,1
Asian,Non-Veteran,Yes,B,C,-115.60155431871331,34.286585487412495,B,-36.62971780015381,C,B,D,-323.4030116475599,-56.79900422154061,0
Other,Veteran,Mental,E,C,-72.65043101175672,-6.732765159512859,B,-115.43443923414696,B,C,E,-40.50113162045712,58.55815125217286,0
African American,No,No,B,E,111.32932926566083,-90.8860287055344,B,161.98796577581092,D,A,B,-80.11032991775654,-161.48758470848063,1
Black,Veteran,Mental,B,D,-69.66654253062678,-129.86619131453318,D,0.842590582887476,B,A,C,127.00006074745131,-31.763349575054846,0
African American,Non-Veteran,None,D,A,17.25983277256196,13.006076803301047,B,-86.52622047120182,E,C,B,-105.24603257788021,158.20133098301085,0
Black,Veteran,Yes,A,A,-69.79330957430781,-224.5832289075701,B,80.12545091334125,D,B,D,20.90529539656024,43.21312603071081,1
Asian,Yes,Both,A,E,-142.19494864737905,46.30555289314579,D,-41.873882169376046,D,A,D,38.88737308997467,61.6927762092365,1
Other,No,Mental,D,A,-158.13417070302486,96.9804065401851,E,119.44965248398833,B,E,C,-58.48311361245001,17.552742226551466,1
Asian,No,No,D,A,104.31547354449242,151.39960248076184,A,49.93303685382598,C,B,A,-78.50439789672056,-22.491656555906538,0
African American,Veteran,None,D,E,-190.16369621754774,12.829990409235927,A,-109.79313325597022,B,A,B,-208.95515298752915,-12.792785839428317,1
Hispanic,Non-Veteran,Physical,D,C,98.90539275798739,23.480797411299918,D,-91.53441082911023,A,B,A,-52.27136800086735,-61.79451347151055,1
Hispanic,Yes,Mental,E,D,-11.404082032800709,1.4843315429867836,D,-61.727002070235585,E,E,A,-23.82798831474323,-79.55868703417076,1
Black,Yes,Both,E,D,-144.8152205350534,180.55101705636662,D,11.52683484301656,E,A,D,-99.74483599853497,32.85661416938975,1
Asian,Non-Veteran,Yes,C,B,-58.790925246261914,-88.16741474327188,C,11.947021896189813,D,D,B,-59.14229603904213,201.96079918277854,0
Asian,Yes,Both,A,D,-24.458882016166005,-57.745395171287406,A,-2.6405624208505816,B,B,E,20.932671904862836,84.89671502727626,0
Other,Veteran,No,B,D,145.2382871443654,-38.57957759060502,E,-34.06590601151216,E,D,B,74.48024002184141,-42.946390368604085,1
Asian,No,Both,B,B,-4.051692707994223,127.18984205881301,C,-23.096232719537063,A,C,E,-139.82910811801105,167.5650519946548,0
Hispanic,Non-Veteran,Both,D,C,169.88988447612167,-8.405018375019125,A,146.01493825194848,E,B,C,-65.27724740670043,10.848807361531316,1
African American,Non-Veteran,No,D,A,-152.44248231990446,-26.961767103260705,E,-60.04861934153812,A,E,B,37.038175316688694,35.89569499182273,0
Hispanic,Non-Veteran,No,E,A,-7.0098406932487505,106.06718349006863,A,-82.6295855785948,A,C,E,-39.228642564074015,91.19872278105203,1
Black,No,No,D,C,-116.60934937073758,-130.50067348212406,A,17.645462686932454,B,C,E,89.07804445756871,137.9109563672371,1
White,No,Yes,C,A,-223.41547181806868,49.42910857980751,A,62.26359620254927,B,B,B,66.37535246336142,-92.60034026440937,0
African American,Veteran,Both,D,D,-35.367460964106954,4.361479648512435,E,15.391453658443874,B,B,E,13.036495389346477,-82.7363883734375,1
African American,No,Both,B,C,-40.78057945703208,-78.20532705294563,E,86.17104632382522,A,A,D,95.0422833531962,44.10651160461063,1
Asian,Non-Veteran,Mental,C,A,146.71694607249526,60.18662649103991,B,199.5136037085567,A,C,E,-93.18332378340811,90.73653702087742,0
Other,No,No,A,C,20.372481162743863,67.62052422554918,B,-19.239081720459644,E,A,E,217.7164513672859,101.66347074596878,1
Hispanic,Non-Veteran,None,C,D,56.42121898415662,-127.29175620359592,B,-112.99112896715387,A,C,B,-85.39020314793241,85.63980297932929,1
African American,Yes,None,B,D,-61.45765879717055,-6.550339780012855,B,56.758831235809346,A,E,B,11.959901624653124,136.6708225354723,0
Asian,Yes,Physical,A,D,-77.58162439336468,-109.1519717137236,B,-99.00081915961651,A,B,A,-11.033951963893376,-95.1574834426825,1
Hispanic,Veteran,Physical,E,A,100.79813419328258,-169.16237873255108,E,218.69196356570822,C,E,E,20.66648976515846,-204.50742865028113,1
Black,Non-Veteran,None,B,C,-11.48174343971202,30.860959697625866,C,41.39455797056606,A,D,D,-243.4382994639825,239.5702867237602,1
Other,Veteran,Both,E,B,-48.65447341049129,95.22275807601048,D,-48.3866736275105,C,B,B,226.37142544138874,123.74616601154219,0
Asian,No,Both,C,B,8.271039312848693,67.52943836910026,E,156.47889757082194,B,E,D,-109.75366978891292,-129.9587543725828,1
African American,Veteran,Yes,E,B,-94.93805562699032,-56.50173173100072,A,-30.25485773878555,D,A,D,186.38806994014848,-112.37653754251211,0
Hispanic,Yes,Yes,A,B,-102.71319878938077,5.855260001416193,D,-73.88539263912276,B,E,D,87.73376066225318,-80.8979712994766,1
African American,Veteran,None,D,B,29.38058952268144,-11.574437995447118,C,11.859149301288706,C,C,A,73.79207867659656,34.454762074099406,0
African American,Veteran,None,E,D,36.91377813740961,-62.18637679992318,B,-66.6120559945542,B,B,B,-54.619139845072496,0.7034719494843124,1
African American,Veteran,Yes,D,A,71.8459169180737,126.89412215613649,B,-246.26640912427357,C,D,B,51.737678574241095,22.87273744988168,1
African American,No,No,C,A,-29.675966788238583,32.565718268352285,B,163.41538500505172,E,C,E,-38.76986671425124,61.07983931825004,0
Asian,Yes,Mental,E,C,2.4471234299241305,119.40850611365524,D,-62.88301297208467,A,D,D,133.86030747007794,41.522518650359515,0
White,Yes,Both,C,D,113.04060392007074,163.80453645675775,A,-127.42687532479782,C,A,B,-52.51378603730751,1.855862395518746,0
White,Yes,Yes,B,B,-170.59833907334087,-129.07964847630524,D,156.72773742767018,E,D,C,-96.40629845455526,-124.17768742731337,0
Black,Non-Veteran,Both,C,D,132.18324023603066,-120.48329983807089,C,-55.64212821805956,D,C,B,58.12724251898861,-57.87502659346963,0
White,No,None,C,E,133.99118249782236,252.5789203883255,D,29.863507760716995,B,D,D,-129.49612537791464,54.558375738242226,1
White,No,No,D,D,-76.47763124886002,-14.876927934920731,A,-116.07464087588275,A,B,B,-166.32063547334533,87.33136961065352,1
African American,Yes,Both,B,E,-107.72873507124487,-238.4333692715353,D,-203.27983234695824,E,E,C,205.96989406414625,25.532150543453643,0
Asian,Yes,Both,B,B,-89.05787507147153,16.764859498609642,B,-19.775173930643422,E,E,B,-36.51216111818869,46.783290257135505,0
Asian,No,No,B,E,-231.63079349763095,97.08253857793034,C,130.70992872492377,C,D,E,-114.5905333013935,106.89937662651813,0
Black,Veteran,Yes,C,D,-145.13862337664455,-20.559721990504702,B,-195.2532206908238,C,D,D,-166.39669268646014,-54.42963281625761,0
Hispanic,No,Both,D,C,133.81638987364875,189.21236614845796,D,39.34465646459564,C,D,B,42.76013221881252,-27.203718909633245,0
White,No,No,B,E,-121.57921415613583,-71.5120248752868,D,28.251526065709744,C,C,C,-220.85973075169164,31.773375487386495,1
White,No,No,D,C,22.12965995210663,-54.710699544288374,C,22.182496695572933,B,D,B,-205.88764295414305,-172.33975314002802,1
White,No,Mental,B,B,-27.636771650727166,-36.45309105771536,C,53.85617358644754,D,D,C,29.292623936723345,10.821294654836436,1
Hispanic,Veteran,Yes,E,B,-114.92187444726005,34.071183912910605,C,-90.52464891686144,C,B,B,204.99475369348943,90.07999881850499,1
White,Veteran,Both,C,E,29.453947331446596,-101.79653145903231,E,-147.39207295811653,C,B,D,13.411882190573651,-85.20662888299498,0
White,Yes,No,C,B,-104.25426482786972,-107.35810904383302,B,-229.9852163918521,C,C,A,-124.68388380547543,38.62111521234139,1
African American,Veteran,No,A,A,41.39899018805751,118.101254003198,E,15.606885839874549,E,B,C,-27.821771997040994,48.86995936467648,0
White,No,None,E,D,-0.4038016845379859,28.751195197978003,C,-66.45946253293631,D,C,B,65.34191227844067,138.47601660917746,1
Hispanic,Yes,Mental,D,E,-36.14988740494016,33.670246989863344,E,-150.8983313215962,A,B,E,38.66049343229891,88.21978878012706,0
Black,Veteran,Both,C,C,71.24106281864239,93.67987732165332,A,-72.18947737622862,A,B,C,-125.92667629947276,-18.578084016290692,0
Other,No,None,C,D,-270.94019994533505,-129.27391300162935,E,90.83125658921563,A,A,A,-27.832512750997708,-29.317545309300346,1
Hispanic,Yes,None,D,D,14.97622681306785,-53.29780493002565,A,47.798139570967074,B,D,D,-6.255523616312149,186.39310684073251,1
Hispanic,Yes,Both,D,B,-96.9033395199008,129.90833897853435,D,120.27166655222028,E,A,C,165.663004714717,254.77102528327387,1
White,No,Mental,E,A,-30.047244514900413,-201.50345355187446,B,-24.693182109473696,C,A,D,42.46568976083683,140.4612385207416,1
Black,Veteran,Yes,B,E,-82.52997320099446,139.57081786073852,E,96.58921483034177,D,A,A,-27.77536197585566,126.70496525088582,1
African American,No,Physical,C,E,70.1690383240909,72.52273206321361,A,161.2678339808547,E,A,D,88.66593640902292,-233.47886794654272,1
White,No,No,C,B,-161.4153399026519,-5.553181922250318,A,-4.48550986794938,A,E,A,-62.18872851792977,-32.85933524867032,0
African American,Non-Veteran,Physical,E,B,130.0756264205558,-65.69783742008175,D,80.95082774714555,A,A,C,-241.52758150987634,-17.378596848970133,0
Black,Veteran,No,A,B,31.71007754232861,-87.93818282814226,C,-13.192522046531712,A,E,B,17.429488511377517,182.78627981090173,1
White,Yes,Both,A,B,92.07080266373183,-36.88786215123454,A,-111.23464406447916,A,B,D,-8.505509105477795,21.73532159451863,1
Asian,Veteran,Both,C,A,-21.90281008063315,-17.108975966706318,C,-159.46944695706,A,D,A,2.425689731341776,-88.00393422798037,1
Other,Yes,None,B,C,-195.93296908416838,124.05012096969557,D,-12.159492363759513,B,C,A,0.8136154024653776,136.0800689909424,0
White,Non-Veteran,Mental,C,E,-65.2671863600481,170.01254253223425,C,-33.58076147688355,E,D,A,56.859221537616214,-19.33892323714991,0
Other,Non-Veteran,Yes,D,B,-89.14445643623134,49.5935463946709,D,-60.17261874979874,A,C,C,-64.02586078531566,2.1580462931462,0
Other,No,Yes,C,E,-16.343022697743194,29.41532488680505,B,200.7534874614749,D,D,D,186.4178194556306,-107.79060067199582,0
White,No,Physical,E,E,-71.83655513876937,-97.93349053224777,E,-21.829198383221918,C,B,A,127.6786373768861,-12.828485093642211,0
Hispanic,Non-Veteran,Yes,B,C,27.453011324698107,12.652149378917107,E,11.540783629542618,D,E,D,144.2202727050825,44.908071353567216,1
White,Veteran,Physical,B,A,183.6332456992104,-44.51949759160867,D,-41.76610917162556,D,C,B,46.61952990698946,-44.226883038054176,0
Black,Yes,None,B,A,0.44729748631564814,141.6594408157731,E,26.46109972379052,E,D,E,72.01426427240717,74.49575160233047,0
African American,Non-Veteran,No,E,B,-58.42842877737484,74.6461713130181,A,-134.13420205961486,D,A,B,-78.45363675183854,10.09266931325026,0
African American,Non-Veteran,None,B,E,-41.97833233757424,-62.37577359890649,A,-65.80378009837237,D,E,A,103.57321087536361,79.03156338260776,0
Hispanic,Yes,No,E,B,89.20411861305608,-115.91266834465917,E,-77.95157905174811,D,A,C,-81.43237469572875,119.77934086661128,1
White,No,Yes,D,D,-75.74338340417962,60.850574343609395,C,-5.818852871570632,B,E,E,174.69241650796283,60.975160169818174,0
White,Non-Veteran,None,D,A,-21.568449123412222,49.95072259662832,C,-47.13500311536924,D,B,C,83.31222016780227,72.72116218953335,1
White,Yes,No,B,B,-18.16023705807852,14.593735274152447,B,42.508411313482206,E,E,A,200.78509726128567,-92.53429653928072,1
White,No,Physical,D,A,73.96670553637743,12.877553092210581,B,31.227251605175628,E,C,C,62.573884861633886,-168.5101981565537,0
Asian,Veteran,Mental,A,E,93.97632245873572,-28.504552218993005,C,69.4016955916835,B,C,B,-134.14784140618156,45.987187765015456,0
Asian,Yes,Physical,C,C,-36.644987265287185,-119.95090154192248,E,-33.80468980955978,C,C,E,26.018105103012555,22.891260251963676,1
Asian,Veteran,Physical,C,B,20.920166323222702,-9.115822989308747,A,-10.65531332099691,A,D,B,63.710302492771255,63.05260611568813,1
Hispanic,No,Physical,A,A,-50.81665505903469,71.17490889392272,D,193.00571851149982,D,C,C,130.2776030355986,53.00378535212107,0
