Age,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
65,No,Other,28.618141540693,B,D,D,-32.33231618074094,-55.50654327693061,C,E,-158.03451103612133,254.54815425036833,D,0
70,Yes,Jewish,-47.626833049616025,A,E,B,75.42212834332439,75.27417363272325,B,B,81.01477970492853,205.63335714513698,D,0
40,No,Buddhist,93.51721245059959,C,A,B,153.63429521960168,91.29345999602774,C,A,7.2379589779646105,31.240506879351095,D,1
30,Non-Veteran,Hindu,-93.39147551111499,B,D,A,28.36519809135678,66.77774614242847,B,E,-116.54124884446391,64.47694659994714,E,0
49,Non-Veteran,None,-17.999131356522355,D,E,A,-118.17907831298966,-65.82177271225098,C,D,-9.283930169728443,50.6768933269004,B,1
44,Non-Veteran,Hindu,81.36894562606147,C,B,D,-65.63865370329857,24.685802750672973,A,D,-15.628955339928902,-213.86472725370726,E,1
56,No,None,-35.813981511395895,C,B,C,-23.318165308890872,-69.84491150506034,E,B,-62.22405845131124,-66.43341256605632,D,1
37,Non-Veteran,Muslim,-51.876603033486276,E,C,A,-66.9281797882636,-37.82819435163374,E,E,-18.463778408293432,159.37317958514282,B,0
58,Veteran,None,65.55800038672982,C,A,C,126.68649781672731,37.17251214042802,B,B,-50.9613327424804,-8.930520134800245,C,0
34,No,Christian,121.9013255055747,D,A,D,-47.97214686882693,-111.82405947317744,B,A,-51.6258379765826,-175.9591095058616,A,0
48,No,None,23.7015788551659,D,D,E,50.93643703762183,45.47913775858711,C,B,38.37317176680688,94.28063080094893,E,0
19,Veteran,Other,-71.97720568386833,A,B,E,126.9963933210997,61.416454979895164,C,B,33.299263603825096,-142.91947936659625,C,1
69,No,Hindu,126.36288827455813,A,A,B,194.05672355561717,98.89354270921135,D,C,91.371960658533,-2.9971438304793407,A,0
19,Veteran,Jewish,81.3518024365959,A,E,E,70.05905151064051,74.30967432707895,A,D,88.52640379162318,31.82366760224477,C,0
55,Veteran,Muslim,-26.189040831615714,B,C,D,153.5116854554567,-80.32066240646526,E,E,-31.778538422063484,-2.774885306935099,A,1
33,No,Buddhist,-9.14208354245196,E,E,B,61.3115862357722,44.87987904633141,B,B,13.267954376976702,57.42255167954598,A,0
48,Veteran,Christian,64.34037014018092,C,A,D,-41.994125598960466,-101.31050675575557,D,A,40.5640096561396,88.89643486505996,A,1
48,Non-Veteran,Jewish,-109.90354138729404,A,A,A,-190.3349941834167,15.304345496187487,B,C,20.431096291126902,87.68321000450364,D,0
27,Yes,Christian,145.57640314089696,C,A,D,-4.811032412541662,-91.72418621424376,A,D,-81.66602489069524,-86.12869348541274,B,1
47,No,Hindu,114.18161273786285,D,B,D,-57.75184828680463,-39.57599316412165,B,C,-23.729293185691585,89.62952010491598,C,1
48,Yes,Other,-130.49934142360067,E,D,A,-157.26509657244821,-35.98396107736337,C,A,-127.76699109513143,163.86865369651784,C,1
71,Yes,Christian,118.82434359986674,C,B,D,56.87032625312306,-171.3526705275706,B,D,-15.104448646159389,26.66108790075584,A,1
68,No,Jewish,-50.06031410041623,A,B,A,-35.424952974555154,88.86100599133464,C,D,27.552649492413966,-136.3377957146935,E,0
70,Non-Veteran,None,-69.05352355555175,B,A,A,-29.583392860730783,131.39820465091555,A,D,-162.80383005792484,54.41412062435752,C,1
42,Non-Veteran,Jewish,-209.38009139909389,A,E,D,20.55761290236821,98.41038494621414,D,A,258.3913626142593,46.42756337222164,C,0
39,Veteran,Hindu,131.55923985097905,A,A,A,-40.954548013017636,80.16666960449237,A,A,-17.07509925653577,11.360339427629572,C,1
31,Veteran,Muslim,-137.82445821887728,D,C,A,-107.19082710248202,-11.775047263707537,D,A,24.459881782556252,-38.56283114580887,D,0
50,No,Jewish,-15.250708058824697,E,A,E,251.8603951975328,4.277211898831211,A,C,-27.42281575346092,-3.469310082230842,D,0
62,Veteran,Christian,-21.43239691094873,A,A,C,25.06859114814311,225.40724073585005,C,C,-28.62578916530377,-35.59012689069799,D,0
61,Veteran,Other,-55.07035616400338,C,B,C,-22.521109509459567,-155.2052138025892,A,C,50.537380443205706,-18.18024340270744,D,1
35,No,Jewish,12.804898154280231,D,A,A,-78.95900400177499,34.28866568717466,C,E,231.63988381747544,77.51904995771297,C,1
36,Non-Veteran,Other,-88.01678672645727,D,A,B,-119.46765180912078,-57.87098770419479,D,D,-75.50830119085644,-207.92961724525182,D,1
72,Yes,Hindu,71.48579367309341,E,A,C,-22.219133376246,-157.64239362580668,D,C,62.5701491304567,71.83733697701979,C,0
56,No,Muslim,19.31255952209958,A,C,C,103.09821931296605,-53.52581433040291,D,C,-56.22670024205556,53.785284481269656,B,1
68,No,None,-198.0252845238422,B,B,B,54.09558779211291,-80.80010804829124,B,E,87.26441984505664,31.74905466305645,E,0
66,Non-Veteran,Other,30.43051636235302,A,A,E,-12.612777019944737,-58.90763813047092,C,D,9.145592397815925,56.11718351821241,D,0
49,No,Other,34.024395395949256,D,C,B,7.69063613896519,-138.557964726635,E,E,51.43926263832926,-47.223553293627994,A,0
18,Non-Veteran,Jewish,40.756899889023295,B,C,A,-50.65159317445841,-35.4276270121255,E,B,102.11115210222275,-32.215116454222404,D,1
60,Non-Veteran,Muslim,119.27692777377253,B,A,D,45.68669373891526,147.43324952040157,D,B,-52.003194513387086,-42.2684181999602,D,0
62,No,Jewish,-101.61739026540353,C,D,E,282.10192226638003,54.34110344230098,C,E,115.98423097405531,-22.019643099513637,B,0
44,Veteran,Other,26.07466422368278,C,E,E,44.768460665933176,-129.85804800348456,A,D,-23.98476406095833,5.1717951752537825,D,1
30,Yes,Buddhist,33.60094058701539,C,E,E,73.01723677621051,-34.48334981758314,D,A,43.62550063117709,-58.41830801145741,C,1
22,No,Christian,-31.24566114195284,E,E,B,119.55976004906942,-91.44893736308651,C,E,146.00621463623278,-173.8711754546623,B,1
27,No,Buddhist,-39.381993157777714,E,E,B,-148.35011646476468,159.8158757281343,B,A,-100.76763007145944,-13.324759218370447,A,1
78,Non-Veteran,Buddhist,-155.4547783728178,B,C,D,-47.44559217841574,31.79182440242803,B,B,-89.89839055055755,9.078558296044756,D,1
48,Non-Veteran,None,48.49718591427663,D,C,C,25.498454526722618,235.41962648941313,A,C,-66.55668972826511,197.74263755937463,E,1
46,Yes,None,-13.989236074742214,A,D,D,-84.0492310113604,-2.1231335465791408,E,C,-8.61135850973252,259.8119760103037,B,0
26,No,Other,8.026955545069258,B,A,D,-20.890868854063275,-39.02419453796943,D,D,79.87578152198148,-42.696078583744644,E,0
63,Non-Veteran,Jewish,-50.92039924670414,E,C,C,279.1569639142006,61.74337188526336,D,E,43.7284104194397,-147.6741063201626,E,0
76,Yes,Jewish,-114.64030496791952,E,D,D,-39.02140500442052,27.533070176854846,A,C,39.03314688249229,-63.96712781198257,D,0
21,No,Other,131.12879196544213,B,E,B,136.91242126132624,-15.394292854496927,B,C,-142.2262726565713,-205.64349172445242,E,0
61,Veteran,None,-115.00305108967339,D,D,E,-78.05148265288939,127.49514428702928,D,E,3.6321169474461366,-195.23144422337782,E,0
54,Veteran,Other,-29.9519042112383,B,B,E,72.85180865155601,40.555826513709434,A,D,18.63698444232831,124.06363519119184,A,0
78,Veteran,Muslim,11.71655235581848,D,A,C,-92.70744719312935,15.02015774796264,A,D,53.82470047976449,-147.06723240501535,A,1
74,Yes,Jewish,109.50318942274298,B,B,E,144.42180163850503,-40.29854836285989,D,E,65.89500623913781,-44.001156566783685,D,1
36,Yes,Hindu,89.50476147255712,E,E,B,151.3125692668502,5.448568675652369,A,E,65.62340626828983,108.88679143861668,E,0
53,Non-Veteran,Hindu,205.38254373839519,E,A,E,-88.57228863062599,-18.18342605263687,C,E,1.8570416873086564,-68.27589037046668,B,0
60,No,Christian,-57.0404029817385,C,A,A,105.38099466728607,-121.02031867214006,A,C,21.95362808916915,40.13942179617291,E,0
35,Yes,Christian,109.34926853825293,E,E,C,191.38417373785802,84.76268132214373,D,A,21.02963761933714,-44.8055557813451,E,1
71,Yes,None,-8.151974345999612,C,A,A,104.67323365459806,245.37860583603165,C,B,-69.60160551966837,201.22200763692604,D,0
47,Veteran,Other,82.49106954045929,C,E,C,90.47247821558804,-107.69072900021206,B,D,-135.3930072112033,-48.41514240712845,E,0
32,Yes,None,-110.7891074173944,E,E,B,129.84406421164502,-107.74525381658376,D,C,-28.583887979235495,-25.18019336384267,C,1
19,Non-Veteran,None,-68.04770088253854,A,E,B,-84.55905200702442,61.04901302838489,E,A,91.86171488024083,138.82649687911209,A,0
27,Veteran,Christian,-73.99222522800243,E,E,A,33.93867361213252,-36.32130916903085,A,B,49.87304761154107,181.3800565213616,B,0
71,No,Hindu,-97.2780371641092,A,C,A,127.53130671913276,116.95149715143502,C,E,-263.0459826886222,14.59876993148618,B,1
34,Yes,Buddhist,-218.70287479027107,A,A,D,37.215932533418915,-8.0056057456636,A,B,20.10435889175518,-243.83930005050837,D,0
26,Non-Veteran,Christian,130.03196048899196,B,B,C,-26.292804657427837,71.07916900543127,C,C,155.2142351435413,44.201544404459746,E,0
45,Yes,Christian,113.52199743541944,D,D,E,62.48587507389399,-123.91308832279195,A,A,100.6572036876099,51.57709980742571,A,1
41,Veteran,Muslim,19.891862605160906,D,A,D,-15.782015493754322,14.727409158060015,E,E,-118.69453958177083,37.65490439940358,A,0
23,Non-Veteran,Buddhist,101.5217302596195,C,B,A,39.73480264413751,33.977295551105406,E,E,-229.35604866941247,-33.16036754487813,E,0
30,Non-Veteran,Jewish,31.807160887696206,D,A,B,-21.681649527590928,68.76942274524016,E,E,19.824416049299543,-64.09710679670951,E,1
68,Veteran,Jewish,-41.053574452137134,A,B,A,-28.711556495296097,6.1020424802018205,B,D,278.5040504373128,77.68614201616116,B,1
30,Non-Veteran,Christian,70.17634932380034,B,E,E,4.89590188564576,48.220990693141374,A,E,-79.2656968427934,-185.05840165228435,A,0
60,Yes,Buddhist,-15.017652438477876,E,D,C,122.20999004525035,-119.16602439094135,A,C,16.572621201865843,-22.637554482277864,B,0
32,No,Hindu,47.819694781828666,B,C,D,-128.09463078091397,-8.566018543897847,E,D,-11.507238842263517,-88.9876347744526,E,0
29,Veteran,Buddhist,-232.60261690495824,B,C,B,-165.89692169758118,88.34182632228584,E,E,-111.03556659991315,165.81967421016216,C,0
52,Veteran,Christian,-4.319535764709965,A,B,A,-31.62294786637243,1.6699080128211488,A,D,-73.68437349119048,60.52984998089867,B,1
62,Veteran,Buddhist,24.651501845629344,C,A,B,-56.21014374454059,38.6651013414816,D,D,11.541239790580306,-128.58392325421877,E,0
61,Non-Veteran,Other,-39.7822893208723,D,C,D,87.28935260961434,29.548644617423708,A,E,107.6260364217843,-64.05852404301655,E,0
22,Yes,None,40.721714967860855,D,B,E,83.75534842384114,-40.29676130479989,C,A,5.249893241640753,82.44912511646616,E,1
45,Non-Veteran,Other,12.458874811123914,A,D,D,54.79771769765378,45.72133423441247,E,C,85.51798824025177,156.05112279344948,A,0
61,Non-Veteran,Christian,60.56774577378903,A,A,D,11.38193654981103,81.69376021492572,E,C,114.30176257900233,3.432557227570819,E,0
59,Yes,Christian,-215.3511891660529,C,C,D,-113.59855460004621,-7.681762757996073,C,B,-65.78332133100113,88.39186712336166,E,0
60,Yes,Muslim,47.82190125325007,E,A,E,-279.63468380523125,1.3912992309381036,D,E,130.2934192835528,120.08634621456173,D,0
62,Non-Veteran,Buddhist,49.46261731287617,C,E,B,-100.8830588442005,12.484341417886286,C,D,185.39277587838598,-138.21631267612688,D,0
36,Yes,None,110.77294197289966,E,E,D,-213.96592808358355,9.926508838391882,A,B,-105.73774032063366,-86.97897034559202,E,1
69,No,Jewish,2.7923465105770795,A,C,B,111.62529405040056,196.34849500631583,A,D,-8.095627876625775,39.957252550294875,D,1
44,Non-Veteran,Other,-34.355707746639524,D,E,C,-92.12699004564914,36.988649782230404,C,B,16.80896511876281,-42.17100097250642,B,0
48,No,None,-44.3086754627422,C,B,D,14.472798792084223,105.73370446418666,C,B,-61.65841227645507,112.06484930509855,C,1
71,Non-Veteran,Buddhist,-109.62733436233461,D,D,D,-37.029904628531405,123.87439702782181,B,D,-114.00599565396708,14.552726715883743,B,0
20,Yes,Other,0.2479185257855219,D,A,B,231.38583522669313,-5.193023599074483,D,E,-83.81843514970238,-81.0791010419946,B,0
42,Yes,Jewish,71.18262663877358,E,B,E,72.10554605586324,-35.10787985652447,D,A,113.34860878385167,47.893002251357736,C,1
31,Yes,Hindu,-11.27876235165297,E,D,E,-42.62553782111628,-71.51790703356232,C,A,-101.06542048185969,-12.008949223063278,B,0
70,Veteran,Christian,38.304917569305466,C,D,E,30.521919573829383,-85.6642786584187,C,B,-36.88644256411169,-91.61020604153858,E,1
25,No,Christian,-147.9850126417005,A,C,D,-138.2938936452398,195.12572184664273,A,E,38.663200902371706,131.36834222157557,C,1
32,Non-Veteran,Christian,43.271314246259394,E,E,A,93.75438236259994,1.345030658712134,D,E,-132.47556498212796,-17.281114882131494,B,0
47,Non-Veteran,Muslim,-77.58583632545239,D,D,E,-175.83979252245652,98.95169309357189,A,E,-175.64879847873502,20.63560649288779,E,0
55,Veteran,Buddhist,19.069639846866547,E,D,E,-19.738391982670866,-115.65506469087168,B,D,-88.73036850905146,-4.877932722748936,A,0
23,Yes,Other,87.1130053492204,E,E,B,-40.47792442655508,-55.050222950320496,B,A,51.74268077661493,-19.4297319195051,A,0
79,Yes,Buddhist,-7.880203833816325,B,D,B,15.439401042892028,-124.17161999670476,D,D,65.65990064676708,119.54553155259626,E,1
60,Veteran,Buddhist,89.8354283262082,A,E,B,49.24667615882707,119.4500695513151,E,A,15.497243271381011,10.924430001722484,D,0
56,No,Muslim,32.36063143659627,A,D,B,170.39234370476527,38.116221446665946,D,A,-226.26302635744003,-46.44622351547613,D,1
27,Yes,None,-41.531440895766345,C,B,B,-16.930157691226313,195.8088661281721,C,E,-119.83580272068264,-85.18494304381757,A,1
66,Non-Veteran,Hindu,-77.27363818628743,D,D,A,60.584992647756465,-1.2058807196939252,C,D,211.68339985578,130.55361533325535,C,0
29,No,Muslim,-57.179504881566345,D,D,A,-83.87610638572244,53.101816845354186,B,D,155.1584477013885,121.22968158766679,E,1
21,Yes,Buddhist,75.5191281101063,A,D,E,26.436877450766776,-50.50815898348932,E,B,-101.24080208157507,-44.311923243031146,A,0
35,No,Buddhist,0.129650095828362,D,B,E,-80.67497736028999,-136.8083141810358,A,C,12.137773877108872,-52.57264706512876,A,0
36,Non-Veteran,Buddhist,114.95634988578405,E,E,C,304.6722637497265,21.623687351131238,B,E,-62.25876857441517,-60.246369827397096,B,1
42,No,None,38.17565518283069,E,D,C,154.87981291239558,106.844908509464,E,A,125.37743657040599,24.64010617811849,A,1
34,Yes,Jewish,-34.28168830660296,C,B,E,24.61165491774687,100.56219717885891,E,A,-293.2875217198922,-45.224807740634716,B,0
68,Non-Veteran,Christian,231.48229797941426,B,A,B,16.47736802555483,-9.447874460624128,D,C,35.42970440672508,-63.210494838654064,C,0
19,Veteran,None,0.4177160501489673,E,C,D,86.62450032825991,-56.369738827430204,A,B,-61.6211426313969,-47.95837722838463,A,1
75,No,Christian,133.11913494248873,E,E,E,23.82285560875834,98.91286300375705,A,D,-45.42113712773319,85.43057106418614,B,1
63,Veteran,Other,-34.740263543544806,A,C,E,88.0150054480966,-110.69373003542948,B,A,-20.481574940397007,54.086724499626584,B,1
23,Yes,Hindu,100.85718938513892,E,B,E,-34.53431632628924,-237.2960174213774,B,A,189.47757742988424,26.451411066103642,C,0
19,Veteran,Muslim,177.84644937278057,B,E,A,-42.57887640728367,-164.35520295982158,B,B,-231.26762165199898,-69.94085566947673,C,0
45,Yes,None,-202.5591564803691,A,B,D,46.1943339080366,46.25489721247371,D,C,27.02375052231375,-65.98695971537882,E,0
61,Yes,None,171.55683857238915,D,E,D,52.01202030818665,96.29413951821907,B,E,115.14119324968854,87.3809375306271,D,1
37,Yes,Christian,-24.97743733450116,E,A,A,19.362525192910002,54.27021681868697,A,B,1.5818335643078747,13.330158182391944,A,0
46,Non-Veteran,Jewish,125.54616440373587,A,C,E,102.4166469285233,-15.497342444881191,D,A,44.56097856874576,4.154836680212127,B,0
54,Veteran,Muslim,8.577947111776254,B,B,D,48.04369248197394,35.29012046818367,C,E,18.43066013203337,-197.08915289869455,A,1
45,Yes,Hindu,120.61945783590606,B,C,E,-162.60804060098587,-12.606739943610275,C,A,47.94209136449364,-69.10443365912707,A,0
73,No,Buddhist,105.61059666122632,D,B,D,68.87607987569714,57.765930130647305,A,D,-55.22392267631568,100.65139028880361,A,1
23,Yes,Hindu,54.126419653447435,A,A,E,33.48545583538133,-80.65658323986575,A,E,129.94164095214654,257.91545729891385,B,1
33,Non-Veteran,None,-21.16449471446486,C,D,D,13.795314794465549,-209.11869284895778,A,B,63.673599689134285,-24.63834924159839,D,0
66,No,Other,-23.739095096105917,D,A,E,-119.89966088117583,-70.23349169768217,A,D,-158.53409594665453,-33.286356336266905,C,1
46,Veteran,None,116.22988735336541,B,E,D,-2.9931456682075974,-18.652092457277504,B,C,8.720699640173626,92.63246188980742,C,0
77,No,Christian,-23.496243775395357,B,A,C,160.87983704744582,2.4887339846559606,D,B,-59.389149280983986,-114.61780277366206,C,1
76,Non-Veteran,Christian,50.85166079413024,B,C,E,33.6239240119439,82.57797128786258,E,C,36.98472652349566,287.0166169110318,A,1
66,Yes,Buddhist,-76.26242730256453,A,A,A,230.7288486387367,78.27364605782255,A,E,-17.113291814709545,-54.294436721923965,E,1
66,Yes,None,40.317995064875014,E,C,A,99.77147902625673,-155.37652600192055,E,B,189.48843302866737,-85.08042629494147,B,0
41,No,Other,83.69726816172087,D,E,B,19.075735818973225,-176.22111888882165,E,C,85.65037828926756,-115.70195039527178,A,0
35,No,Buddhist,-67.54195459817893,A,D,B,-47.53473433880177,69.66274334352313,E,D,25.47446009033667,33.946431005299125,A,0
23,Non-Veteran,Muslim,-130.7810538730399,B,A,A,234.25358393132996,173.2349659096753,B,A,112.46899715634113,-359.40574766277564,A,1
45,Veteran,Hindu,-147.71831925425045,A,E,B,21.84056294093334,61.158427708682616,B,D,98.72367650162705,-139.0681916177584,B,0
25,Veteran,Muslim,5.966207685994748,D,B,A,-56.60119472559045,16.390167130468395,B,D,-75.65750065154528,-51.87785993373302,B,1
70,Veteran,Buddhist,83.42302412295099,D,B,E,32.890319745633526,7.4291232103503315,C,A,-0.4403482767694481,59.69219659295631,D,1
42,No,Buddhist,-114.39118780891808,D,A,B,161.0253502816836,-9.434615101739496,C,D,-8.965834710427371,-69.48719554378823,E,0
39,No,Other,152.86795488332265,C,D,B,-88.29459638040261,-136.5698373294972,C,B,60.861941577890356,-234.81747338137907,D,1
43,Non-Veteran,None,-5.103186498789759,D,C,D,-142.91107974044883,25.40336395748472,B,B,-169.88095458638227,128.69255780617996,D,1
44,Non-Veteran,Other,3.864730187006513,E,E,B,13.870273299022445,46.71763650248819,D,C,-9.532885111380365,90.0893181706038,C,1
47,Yes,Buddhist,-42.049976416691834,C,B,A,168.3500382436088,-43.98488424096019,E,B,207.17809677296572,-69.34253467512835,E,1
54,No,Muslim,-90.09654357661597,C,B,C,178.06522684749518,-101.49037307830699,C,B,166.1261155250741,133.889788235328,A,0
79,Veteran,Muslim,-42.137525441891924,E,C,E,196.2180942094859,-11.418669132715852,D,C,97.65149433910717,85.26810018868127,A,0
51,Yes,Jewish,-65.89648031380317,A,C,B,19.422083526081142,-14.545921911513021,A,B,-32.71289857590001,-64.20642516629724,E,1
20,Veteran,Buddhist,-160.16411839171369,E,C,E,-37.848609457300405,-84.89059727345285,C,A,164.40960580028346,-133.08298939110617,A,0
55,No,Other,156.5131347556412,A,C,B,121.34547239133396,166.22980382234397,E,A,-31.588670074174672,64.65122448307974,A,1
71,Veteran,Hindu,-147.17178041234786,C,E,B,109.5912010539728,204.93911604847227,A,B,-5.078146303451836,39.95643696975064,B,1
79,Non-Veteran,Muslim,-6.846401704622012,D,B,E,18.564340155064578,48.482582756099234,D,E,-65.76610983243889,0.06828618695341988,A,1
47,Veteran,Buddhist,63.23274132054454,B,D,D,-8.69339384536921,-54.57146320444727,C,B,-56.12965176574721,-271.26570155860554,D,0
51,No,Muslim,9.891943425241925,C,E,A,-56.09217302343418,20.985716871560253,C,D,196.2883056886128,201.12414821989907,E,1
40,No,Muslim,-13.982020867239967,E,C,C,-85.8196140706145,9.853115402706809,D,D,-70.5452945641933,-174.62378910853863,D,0
45,Yes,None,42.81451078569971,D,C,A,30.19577860178409,70.51346671893603,E,B,80.77981185132965,113.36636502436366,A,1
77,No,Muslim,-68.97569559317391,C,A,C,-19.335344901720752,54.88697071127234,B,A,12.995503299675024,82.62561108300972,D,1
75,No,Jewish,-2.7434850042499734,C,E,E,-48.39339954528162,159.58093882198426,C,B,59.004254656928424,-214.73829563041443,D,0
45,No,Buddhist,40.570180320124976,B,E,D,-159.5379869735906,-22.97048741175188,B,B,47.93796658672289,97.50752039304228,E,0
40,Veteran,Buddhist,155.085031377422,A,E,E,114.79493588688723,-128.74796916661177,A,C,90.27352671585403,-171.4258440976904,B,1
51,Non-Veteran,Other,102.50799057709203,D,C,A,-3.5868301736702106,-55.84027788583933,C,C,11.562735107385862,-63.95827626314722,E,0
32,Veteran,None,-67.21103353204553,D,C,A,-8.875358780296168,-44.55068566019634,A,B,199.68055597653458,151.78928327090742,D,1
37,Non-Veteran,Buddhist,113.64025076909402,E,B,A,-103.6388513348127,-75.50422657699802,D,D,174.4130938705627,105.98574212725069,E,0
22,Non-Veteran,Other,33.7105513533768,B,A,C,49.005326054712896,-4.28829746328959,E,D,-175.6224669901851,-114.7507651593966,E,0
37,Veteran,Buddhist,110.00628554321032,D,D,E,2.079604265116741,49.65600551432425,B,A,-59.56491573853177,184.01350989729696,B,1
66,No,Buddhist,89.18254807660986,A,C,C,19.309008230208256,-104.24659164667425,C,C,192.08924070467123,-26.88099729878171,B,1
51,Yes,Hindu,-93.63910797787996,C,D,D,119.08541556533471,181.0358871710439,E,D,-220.7185929552677,24.25878276403224,A,0
46,Veteran,Muslim,269.3616107945981,D,A,B,-142.3030415409376,28.45949081272341,D,E,141.98049817261082,34.53207571836068,E,1
42,Yes,Other,52.59353955808166,C,E,E,104.4620887449809,198.79838731159657,A,D,-172.93552599513242,-73.08898766509253,D,1
65,No,Christian,-30.475032855674655,B,A,C,-91.20485644601258,-2.558582456355652,B,A,-132.60482161856174,72.25644511498783,B,1
48,Non-Veteran,Hindu,-109.21971675072871,C,C,A,-98.59789176233377,150.33002956176676,C,E,76.82415032034999,86.47476215465505,C,1
78,Veteran,Jewish,56.40415061354154,D,E,D,10.728587130049833,128.34845159073922,D,B,-161.62496155349424,222.369610344102,B,1
45,Veteran,Christian,98.50081967306407,D,A,B,-144.09170415915887,50.341386404098465,E,B,-232.21443932703738,-21.014694469871284,A,0
66,Veteran,Christian,17.563221312653766,B,E,D,-54.45243944143784,195.0390922849585,C,D,62.78059272564701,114.37620269236588,E,0
67,Veteran,Buddhist,95.5743392700487,B,B,E,95.62883181361578,77.27760943809866,E,C,-160.37125700670626,-182.99023072921005,B,0
35,Non-Veteran,Jewish,-118.51242272122529,E,E,D,-123.6685717316392,-57.27690476570446,A,A,12.65572178025943,84.2694975559033,D,1
24,No,None,100.59251725704166,A,D,A,-135.70264148053624,-17.158982621731866,E,B,-131.02675985005442,-71.91408898529106,E,0
46,Non-Veteran,None,-10.749481912993897,B,C,B,27.961076617166107,82.04954488215247,E,A,-13.601716028878858,120.13559035078116,A,1
28,Non-Veteran,Hindu,-34.01721794253883,C,B,E,35.27192202376476,65.14594289928743,C,E,81.41161135908041,80.97149497984022,B,0
34,Yes,Other,-12.546166818582499,A,C,C,131.62437240418365,-121.91109109515594,D,E,-188.46280203079468,8.454240620863334,C,1
52,No,Muslim,-83.666788358806,C,C,E,40.21219970715174,54.13305108548958,E,E,118.27676866136146,44.2707652585776,E,1
79,Veteran,Jewish,-58.392546915916945,C,B,E,42.89230165696258,-197.85736319603362,B,A,36.129996999248725,-42.55762955380842,E,0
52,Veteran,Hindu,95.3187422690065,C,D,D,143.5346197953422,-154.7223551448799,C,C,100.1551436218098,-82.70183363420493,D,0
