AGE,RACE,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
82,Asian,65+,32.16008804203677,C,42.48799943201455,B,A,265.79309974053194,14.66235186125043,D,E,B,B,93.39091030329935,C,-164.91078114922627,C,C,B,-46.0687271318333,1
59,African American,51-65,72.08997231483548,C,140.41361702994064,A,D,-62.79525567481373,9.344221558055352,C,B,B,B,96.3071540432478,B,-33.574959888885694,D,D,D,-277.4966284828666,1
88,Black,51-65,-52.20878630095393,C,-90.78826414931268,C,B,-21.187642697801294,-192.8532771328149,C,A,A,C,-19.334706934574633,D,-97.70739904501816,E,C,B,26.956602747394736,0
23,African American,51-65,-15.563066343362127,A,-18.410505957276754,B,E,32.83772866412397,-49.01270369180172,D,C,B,B,56.90117247896727,B,-94.66275021076613,E,E,B,36.93946809613177,1
77,White,65+,110.16500457220285,B,148.33652341416848,E,A,-170.3096988106284,-92.20273868024215,D,D,B,E,-78.70526334092615,C,72.32880734635435,C,D,A,128.33513663184374,0
50,Black,36-50,-67.37942201338326,C,-105.01071981349857,D,C,-83.75679723128044,106.27988420825929,B,A,A,C,-57.27140812102007,B,-68.34045825372338,D,E,A,104.2030194823629,0
55,White,18-25,-93.70640809808131,B,-99.01473611540497,B,D,118.27944886972975,-20.049928721771355,C,E,C,D,-157.60981576643547,B,105.55347430349835,E,E,D,2.79065609974539,1
93,Asian,65+,56.497002123155745,E,146.93882489287495,C,B,27.29801997242972,9.610598629486136,D,B,D,A,-44.27889684998178,A,13.880806681914711,A,A,C,-82.56052949869171,1
58,Hispanic,18-25,4.081965792778361,E,77.26867561831673,D,C,236.40121694220593,-88.58279117297381,D,A,B,C,-2.3723459417876676,D,-181.53841589671478,D,A,A,15.57992241013372,1
93,White,51-65,145.22907192537934,B,184.87534300997126,B,E,11.081649739020499,-43.837890734097336,E,E,C,A,128.54659221823422,E,162.84247952489034,E,B,A,135.75018189421695,1
86,African American,65+,-85.50456282971851,C,149.31368941024235,C,A,79.22272096147725,252.57959907995547,A,C,A,E,32.197411998947224,A,-95.91717634723548,D,A,D,28.154853836929263,1
50,Hispanic,51-65,148.43913750537553,C,-41.08592870704159,B,E,-75.7600958826316,38.867881396911976,E,E,B,E,68.48237799771476,C,59.653618500874984,E,A,B,58.29772871845922,1
71,Black,18-25,-29.996820710492635,D,9.315905360250094,C,A,79.56012449514375,-1.0030671475751367,E,C,E,D,29.075371186660625,E,21.962120227876802,E,E,A,29.45366020020047,1
80,Black,36-50,-155.21414850650115,C,0.11782617919256785,D,D,-44.87910556984636,-18.54230089445471,B,E,B,D,-37.64719132294344,C,-171.92087610744665,D,C,C,16.21384226757274,1
97,Other,26-35,98.12381775146389,B,44.87294127400892,E,A,-124.75659368115583,64.37490945851694,C,E,B,C,112.4059090749571,B,97.07533398641695,B,D,C,3.2317851382946143,0
57,Black,36-50,-15.59316627250616,A,-140.3688743546421,C,A,-11.48179381566687,8.091153460844543,E,A,D,B,-95.06371938812606,A,-9.822050967486943,E,C,A,0.014459778661989194,1
93,Asian,36-50,-11.29373170781961,D,-100.79133735763395,B,E,-11.78663975666729,48.719134122551424,A,A,D,D,177.37023648804586,A,-19.697447116593477,B,A,B,67.56585639181255,0
42,Black,18-25,5.755351339519656,B,-65.32895771043692,D,D,-144.3590146738931,64.8700231087182,D,B,C,E,94.34474987383183,A,25.101391060065776,E,C,B,-192.58458423695478,0
27,Black,51-65,103.58368805055271,B,177.63172418255758,D,B,25.088517063739946,-93.79209668294556,A,E,A,C,86.9526991267496,B,24.86385325069241,B,E,D,-22.49480838983956,1
72,Asian,36-50,-79.07215544392353,B,-110.39541380912044,E,E,9.376966073325823,-94.60845032579417,C,A,D,C,-206.0134323965407,A,-93.81442922075061,D,A,A,-77.21107786545494,1
97,Other,51-65,-105.88893501960357,C,-58.365722525906975,D,B,-73.55349035441574,138.8369356130281,D,B,D,A,101.9244769446181,D,31.252866996387006,E,E,C,31.938990073783575,1
74,Black,65+,-30.184746179769288,A,166.3749849549024,C,B,76.1297029467352,20.42732889889025,B,A,C,C,2.982826557767637,E,-155.14795266932077,E,A,C,92.4969548558414,1
60,Asian,36-50,-48.47693658564732,A,-194.64654407460762,B,C,-25.286841417697513,76.30990031300932,C,D,A,C,-19.799437852888506,B,-119.21056348911007,E,C,B,-173.638748813918,0
33,Black,51-65,107.40066409936856,B,211.84493376663855,B,A,-41.403237996585865,32.840154343273284,E,A,C,A,28.752450996261185,C,55.44058527659948,A,B,A,-92.05898474296512,0
83,Asian,18-25,24.559437619761855,D,-91.8653653609632,D,D,-6.237944834986488,8.77834092815788,C,E,D,D,-47.38735511630243,E,-95.14521915025601,A,D,A,13.314508419062566,0
79,African American,65+,125.0654143653611,D,79.30067408033071,A,E,-20.652050144548724,-84.54044488303674,B,C,A,E,72.89441937523127,E,-84.18130577438954,E,A,C,-62.23511009637479,1
42,Asian,65+,86.58803731318254,B,-97.19439692705576,E,C,-37.66943798934194,307.29072469262377,B,D,E,D,-95.55947652198205,A,-77.57739767221581,A,E,B,-202.7922009837364,0
40,Hispanic,36-50,20.807588326330524,D,-14.49437378787323,A,E,-6.2825126494145165,16.933291418209393,B,D,B,B,39.550305422490496,C,5.001942003927386,C,E,A,-66.92140270621843,1
52,White,26-35,-68.05203952399759,A,93.9294529304187,B,E,-60.25265032407524,-10.498965282898396,A,E,D,E,-119.80336947475128,D,5.196961988013652,C,D,B,-4.6039055575922685,0
93,Hispanic,26-35,-38.97831613513335,B,-26.21794297938865,B,A,143.89473265100028,-21.571002775594675,D,E,A,E,112.28443480523667,A,165.45091997250958,B,B,C,285.6496677084063,0
88,Hispanic,36-50,78.75824923450091,C,-164.09609763823133,C,E,-177.56666658007697,-50.16748742286331,E,B,D,C,74.32503058451839,A,-121.7921091616259,E,A,C,121.98610844799185,1
48,Black,18-25,-39.38088566491472,C,56.39496546898414,E,D,135.7518327945126,-56.87218175179414,E,D,C,D,-111.9092102994353,D,-53.72281622186438,D,A,A,-110.67133787157648,0
72,Black,36-50,153.36584289072985,C,-1.8188654718491637,D,A,46.68533047258856,116.4121127147802,A,A,B,D,-63.06187038327401,B,156.744203127822,E,E,D,27.857835008772984,1
32,Black,26-35,-84.27829852643856,D,85.64507298944281,E,E,85.01849158446501,219.53066141430182,B,C,D,A,20.655383032653944,D,40.73534629906707,A,B,C,-185.17580291630193,0
42,Hispanic,36-50,-68.59349919793777,C,70.96618281987934,C,D,5.165586511817343,-47.14748318108447,A,C,C,B,-94.06847910167903,A,-36.26303283894741,A,D,C,-125.07831733214232,1
95,Asian,26-35,-82.03977561228054,A,-13.336223592714793,A,B,-6.707103531056573,84.78209014034691,A,E,D,B,-22.364168438452985,C,157.61440746312957,B,A,A,-33.58638455295424,1
78,African American,36-50,-183.90877125029004,E,-180.42134307046314,B,C,-36.61535383251008,60.212760724935166,E,B,E,D,78.004222738629,A,-28.625227906460076,A,E,B,-43.27015235320983,0
50,Other,65+,5.364206995354312,D,112.61366000722329,E,C,66.06308137658917,-77.51088874055282,C,C,E,D,-108.37251034435323,C,25.02737466295105,C,D,E,-88.26113206583425,0
58,Black,51-65,69.63435855678667,D,-93.09362809860224,C,A,2.367741976087882,85.04099466339969,E,C,D,D,-2.1128639187058087,E,18.216876648152606,A,C,C,69.25241979435587,0
64,Other,18-25,32.07242924872247,E,68.68315240489153,B,C,-24.27971021325227,-167.40165731511325,D,B,C,B,-143.87694552976942,E,-19.44547088665116,D,A,A,-59.904375282742784,1
35,Hispanic,26-35,-80.45167493428967,B,-4.619101228033593,C,D,11.000147490393347,78.77516891867921,C,E,C,B,150.3799320065177,A,94.2338480273163,A,C,B,-97.7633452268742,0
27,Other,18-25,7.292345045613454,E,-63.306534144800764,B,D,-230.67268594482107,47.97204814232895,A,C,C,B,145.7905495512156,E,-75.95965063054885,B,A,C,32.56847370086023,0
99,Asian,36-50,34.749823671235305,B,22.65800962508286,B,E,-62.679447578285355,-64.88245041410258,C,C,E,E,72.89120604012733,B,-131.10813871163666,C,D,A,-32.511781238680356,0
61,Other,36-50,171.72294597734472,C,6.603354341659952,A,B,-117.64606440589884,73.8461486528609,C,C,C,E,203.29607330501096,D,55.04334526245424,E,D,E,-99.45267794687736,1
48,White,51-65,148.15830732061767,A,-101.71447262279494,A,A,-94.73526820382871,-188.93319409704245,E,D,D,A,-123.30369570737518,B,-72.40242692946617,D,B,C,-123.56598110505163,1
86,Other,65+,127.086395340583,B,-130.33979545617743,D,A,-15.44354447557598,-184.8531438979793,A,A,A,E,1.703892105682643,C,-134.2268113563859,E,A,C,124.91146412483458,0
52,Asian,26-35,99.30317322436811,B,-2.6834473452403884,B,C,-73.83125239542844,-32.84991272845135,D,E,E,A,125.43637752754933,C,-18.009812589866225,D,D,B,-15.510285107734589,1
83,African American,51-65,-64.39946417672459,B,14.857616517204455,A,D,166.03584013523206,90.50404915750698,B,E,B,A,-164.2933254963879,B,22.125144501123625,E,D,C,61.55884460266755,1
62,White,26-35,5.8830249866421624,C,-5.112687562838158,B,D,-66.10121946471581,104.88572732362957,C,A,C,C,142.74098516768484,D,-116.33379368846197,D,B,C,19.959051911028443,1
38,Black,36-50,-160.86715647309165,D,-167.421991458561,A,D,-78.54600310607468,-37.845349981584754,B,A,E,C,54.524782719931096,A,5.4388335646425245,C,A,D,33.03578811851993,1
78,White,18-25,-23.475598380464817,C,154.04334727593562,D,B,-178.3916166540258,175.65285036412092,E,B,C,A,26.93096703004777,E,98.85320609775957,C,A,A,34.658625858327376,0
97,Asian,65+,-69.10482774862983,B,27.24635729714187,C,E,-18.638327667919835,-72.30075190428062,D,E,E,C,92.84989871749063,C,-51.33905071121115,E,E,B,67.077450220515,0
22,Black,18-25,244.26229890729476,A,-64.52388922965305,A,C,-55.75121619184645,41.008836258624676,C,D,B,B,29.15046686953903,A,-1.4249295459877274,A,C,D,61.07172602579519,1
77,Black,51-65,73.85952487374253,D,207.46702630082035,E,B,91.53660654465223,-60.8276159363158,D,C,A,E,-184.09817308109038,C,59.02699243757413,E,B,E,-141.40682577064032,0
58,White,65+,-97.66007012026992,D,-23.12731827881845,C,D,-47.495540920291425,157.56154233839024,E,B,D,B,49.56886894040301,D,-24.767680576732612,C,C,D,-72.86540300324651,1
88,Hispanic,36-50,24.970531510719432,D,-41.287265983755915,D,E,227.11000247736192,-74.8915944000448,D,E,C,D,62.01532962768701,D,39.854658854199755,C,A,D,27.42739047972585,0
46,White,51-65,-45.84781166863029,B,-22.33853740737594,C,C,-186.7145973844676,83.7631334737257,B,A,C,A,-1.6303445397666574,E,32.04656781976659,D,C,C,-15.903401382902771,0
27,Asian,51-65,-87.94106597092136,E,168.7664320006555,A,B,151.96806070534583,100.05187675790535,A,B,D,E,77.45871153842891,A,33.069587516779656,D,D,A,203.31669258487472,1
65,Black,51-65,4.237919803477401,A,12.633436435771806,E,A,61.56109355212187,117.69422940046645,C,B,C,A,-25.22313864689039,B,-184.49960042784087,B,A,B,27.934984765796937,1
40,Black,18-25,-140.7228488060898,B,-20.870126233588397,E,B,92.28861981154482,19.5175773984468,C,A,D,B,-138.37890054052986,B,69.03877753126451,E,C,D,-35.4499816331096,0
25,Asian,51-65,0.8484681193282798,D,145.19526310340575,D,B,-186.81098986839672,-80.85477723087214,B,C,C,E,127.58385880193713,A,88.8910080765869,E,B,A,80.36701881264003,0
19,Hispanic,26-35,-11.134543092598362,D,-34.86813715404238,E,C,258.4005465245514,66.20127800834375,A,A,A,D,-154.72964090351016,C,-32.95057054362726,D,E,B,-81.81003889241836,1
95,Black,36-50,33.307934421527015,D,11.103609274872317,B,B,-151.3695469274404,-75.83171351619671,C,B,D,B,1.7254597025766507,B,42.25141805885736,E,C,A,66.66989092899297,0
70,Hispanic,36-50,68.34295948626554,A,27.48385618154025,D,D,-96.95215255495245,-46.20726431369124,C,C,E,B,-92.42157501443018,D,-25.767924171669005,D,B,D,-79.90604732455184,0
81,Black,26-35,-54.5349729039565,C,108.74305135297509,B,A,-49.19009008763913,-56.642898239802676,E,A,E,A,14.4930451233,D,59.36634274037444,E,E,A,146.40072796533542,0
50,Black,51-65,75.4849704048871,B,18.694126735041028,C,C,56.181211295312686,88.01143750880837,A,A,C,B,-128.63069598626745,C,2.3990100425011667,C,C,C,-40.19076354674226,0
21,White,26-35,4.504836467491954,E,141.18495077877128,E,A,-30.960084933396015,-32.12569814943762,B,B,B,C,-78.75666444305732,D,105.8251981270802,A,D,A,-26.231394871092668,0
73,Hispanic,36-50,-60.68599451473248,B,-85.30825197907194,D,D,-145.79237181217837,-126.36825980782642,D,B,B,D,-90.91563178035194,C,-18.83992220196304,A,A,B,-44.62012771356253,0
60,Hispanic,18-25,147.3674773405886,B,119.82219989958335,B,A,-95.73493700530915,-29.994841447011677,D,A,D,A,40.587919318849615,A,-195.9945845654417,A,D,D,-181.5181947329035,1
87,White,65+,-142.7902993100889,B,176.91450674640032,E,B,-74.92293572452773,180.65413426703225,B,C,D,C,57.332871787041306,D,72.11138083781805,E,D,A,-179.6453491242967,1
98,Other,26-35,-217.39497015012006,A,2.2423727884673617,C,A,193.40182766474308,-102.10570763938588,A,E,A,A,-29.743958053695362,D,167.6622445471027,C,A,C,-94.47515267406374,0
98,African American,26-35,99.26479676022424,C,6.913290173670575,E,A,-166.0203897863483,150.31507863565662,C,D,A,E,-223.013182173473,E,91.98806058575751,B,E,B,28.75026612575399,1
46,Asian,36-50,-95.51841335301437,E,36.64471535911602,E,D,48.5464287561738,181.75450894545187,D,C,D,D,-21.666782310629998,C,-100.8541540694711,B,C,C,-34.93806921541109,1
22,Asian,18-25,-25.661632784381304,E,-130.98459618396697,B,C,129.3902181488805,-16.760297808569767,B,B,A,C,-69.9774668001582,A,-12.28747034542115,E,B,D,-100.8978969670224,1
96,Other,36-50,-44.56735580364058,E,-69.68970506676145,D,C,-63.549270187640936,-95.51801012260364,D,D,A,E,46.4691864205296,C,175.99886788353285,C,C,C,-68.27764079203885,1
61,Black,26-35,-197.62826134772064,C,-48.324663262616326,C,C,-132.686453728575,-120.01988881348116,E,C,C,C,-50.201308239561484,B,-30.148199375885838,A,B,A,-96.48377936411838,1
83,White,36-50,57.107758340194195,E,17.18188265298374,B,B,-57.66166082823325,-73.69866125851048,D,B,C,D,27.051726610283648,E,53.09851781888341,D,C,B,52.16276882961169,0
24,White,26-35,3.0020467962675856,C,195.50233040069108,E,C,20.34200750115003,81.39988409520909,B,E,A,D,-24.332189698580006,C,92.05024265765968,C,D,D,105.18487672353989,1
88,African American,26-35,26.93452700637154,A,-46.093678581723374,D,A,-47.379504910974234,180.87764284062348,D,E,E,B,36.12373701779685,A,54.324813285247295,B,B,D,-142.1268026898845,0
91,Black,51-65,-148.93331775479922,D,92.73002220489943,D,D,-111.53061905037116,147.6401606242634,D,C,A,C,47.852820587199815,D,93.70238956899395,B,A,E,-55.21746908926891,0
69,White,26-35,15.999080607649649,B,-33.0948594682905,C,A,76.24327534476727,-32.2279468865709,A,D,D,B,-68.36861464151204,C,-42.19182564642557,C,E,A,-112.03530786411913,0
90,African American,36-50,21.02628497356998,E,-163.37439996149322,D,D,-84.5646104196568,60.38780930735268,B,C,C,C,126.86037703895745,A,-26.906136922610006,E,C,B,28.99593289906126,1
69,African American,65+,37.33805279845109,A,37.52411969637217,B,B,67.79619814010655,62.467635407268155,A,C,E,A,-52.23574792548047,E,169.4982657898597,E,B,C,105.83343046547566,1
27,White,51-65,78.43770619003728,C,2.729516592873583,A,A,34.36780110375134,-6.151252505179302,E,C,D,E,-30.915980185199448,A,77.61412087795095,B,B,D,107.30603668337564,1
98,Hispanic,65+,-38.791901594054046,C,28.80237011645899,B,D,29.665008801766056,123.65405675258343,A,B,E,D,-135.88632590095548,E,-6.167563870508613,C,C,B,-132.38306280609726,0
73,Other,26-35,-6.351566257458913,D,47.84434560945031,D,A,-4.674695246360201,-99.81884222690269,D,A,A,C,58.84710285176236,C,-9.914754702566402,A,B,A,34.378145557786056,1
75,African American,26-35,34.43966002741609,E,-113.99919841284623,D,D,96.62129895118167,-23.465973889316828,A,E,C,B,8.998858745194944,A,-19.995024109358184,D,E,D,-9.429044586592633,1
70,African American,26-35,-69.40389321066688,D,21.364651914652654,D,A,-119.99302743942604,47.06010699471111,E,E,C,B,-19.80101647796361,A,-87.70751443356403,C,E,C,189.94990667674833,0
92,Other,51-65,-35.88947332273993,A,-129.71323846941746,D,B,1.5767457494395867,176.88423359617116,E,B,D,B,35.87723106087105,C,133.35714936991317,D,B,B,132.91667426991185,0
62,African American,18-25,-81.04408200341,D,115.99250788617961,E,B,-50.23819662602094,127.76828560404172,C,C,B,A,25.097572542126738,B,99.83311100336063,D,B,D,-36.86865427565015,1
96,White,51-65,-81.41475748830152,E,-64.85461821119543,C,E,-4.578717738093447,17.65518671881588,C,A,E,C,-63.48688791673249,A,-16.352256485944668,C,D,A,-69.92497939378545,1
79,African American,51-65,111.39280241670355,A,-130.62193056643355,D,D,51.14246669526662,-128.53229339554466,C,A,B,A,13.496752390080639,C,-126.33784154207441,B,D,E,39.4572554545582,0
62,White,18-25,88.1489238361446,A,-62.341360727533235,A,E,-18.295795119830178,-96.59511186549197,A,D,C,D,104.43552796215572,D,-1.3064997325847945,C,C,B,30.922020295813233,0
63,White,36-50,-72.41359908324424,D,82.82045397012351,C,A,-59.67937796825259,-82.70075171671984,B,C,E,A,-110.55287175448703,A,190.31886959303682,E,E,C,-111.04836192636931,0
97,White,18-25,-91.43414595921804,E,-92.4850135984271,B,C,69.7432466706185,5.975403515258346,B,A,A,E,50.945506884457906,C,-134.1909015824864,D,D,C,16.670520047821498,1
97,Black,36-50,55.83463485207123,D,-1.876184685023095,B,D,51.1795197184967,-159.17026237552685,B,E,A,C,-61.10050000621363,A,-28.616103786511328,C,C,C,-53.44313793793759,0
64,Hispanic,18-25,35.36450871710885,B,-183.13440715442778,D,C,-35.8390134500654,46.215944488951436,B,B,E,D,36.985896950501065,C,46.271566348479624,A,B,A,74.23442275391562,0
27,Hispanic,36-50,131.74337924715212,D,104.37017557035588,C,A,-82.27978764119925,10.565870250475061,B,D,A,A,-57.26649260618796,A,-67.97733054377363,A,D,E,30.514094071159192,1
38,Asian,36-50,82.38385016748468,C,29.9856357849965,E,E,-8.321635809825603,225.4544348986028,E,E,D,D,4.3078893185853175,C,-140.75228761481867,E,A,B,-44.645812525302,1
56,Asian,65+,-158.62306621393986,D,-25.003947510765485,C,B,5.816336738727293,-105.51752155242882,A,B,C,E,-79.70199662808969,C,-58.012944991021996,E,C,B,-9.513515069288664,0
49,Hispanic,36-50,39.8250449107677,E,-36.26993530843435,A,B,20.728591712241915,94.02886489809907,A,D,A,E,-29.159286497902436,A,-59.83304711972431,A,D,C,60.58088067952219,1
71,White,51-65,34.701334875000164,E,-60.28636286161919,E,A,-47.98804494967464,4.920199189879078,A,C,E,B,-98.3212091641062,B,-209.92097004711013,C,E,D,21.125069013246232,1
25,Hispanic,51-65,-32.978154931071884,B,52.28435379660469,C,E,-131.5926957887508,-145.41859034041337,C,B,B,D,-6.988779973530944,B,53.75156835047194,A,E,E,-17.30425379545611,0
97,White,65+,-119.27536172923858,E,-39.561260022430304,D,B,-32.90914508885339,-23.804004456605874,D,E,E,D,-15.83917202847286,B,-12.516402331801574,B,A,E,-112.53296022823376,1
63,Other,26-35,47.481265302807095,E,70.10607037993456,D,B,1.647258985956377,-6.4683629397873,E,E,A,E,-144.3322363352049,B,-73.67168884858873,C,D,B,179.36092875403418,0
30,African American,36-50,45.53527725791357,D,35.24957764107899,A,D,129.60379119086562,39.37427565969828,A,A,C,A,-38.812336853062504,B,210.92071819813336,A,A,D,-114.58085643256088,0
25,African American,65+,21.334072372015143,E,-15.857955396125417,B,A,59.57010773175527,211.58515384195078,B,E,E,E,-28.646249353024285,A,-71.17185313617348,E,B,B,-54.4814872767933,0
53,Asian,36-50,49.66166851600696,B,-67.72857163509946,D,A,53.68339457796161,-113.35187228331995,B,A,D,A,-64.7332103961193,E,10.385881757774547,D,D,E,-78.6296543387552,0
24,African American,65+,133.99489314667784,E,-23.03287607953994,B,B,106.60614127114117,-54.5667562241691,C,B,D,A,-133.1658700963567,D,51.78407983270319,C,B,E,2.7684479632004986,1
29,White,51-65,65.84017760638618,E,191.46569878751828,B,B,41.121340279195536,37.657364122473666,A,A,C,B,-3.227508589295673,E,50.560184808764696,C,A,E,-79.26419269891026,1
22,African American,51-65,161.6838487389015,B,-190.73822162818544,B,D,-50.01231249930657,-80.78330804572022,B,B,C,D,-163.96430931390577,E,-45.48842617219062,E,A,D,50.21602579835325,1
79,African American,65+,-10.600536934854299,B,66.62170790464906,C,B,65.1117897951614,101.22865856901089,E,E,D,B,-80.14928540241203,D,-67.51418777781734,E,B,B,-10.47441966744534,1
57,Black,51-65,92.72742016049695,E,173.93198542074572,E,C,-35.26738109284472,-63.2183329667362,C,D,A,C,52.15249431115089,E,56.208861300022406,B,C,E,6.642224284429646,1
47,Other,65+,-155.12141416581758,E,-33.46085700754937,C,E,61.44778349917971,-43.23147574145557,C,C,E,C,-135.64129772741273,E,95.54618863522333,A,D,A,85.20787537913154,0
81,African American,18-25,-130.83196256552824,A,36.824995332756274,D,B,-0.9402221656430515,-118.90407676527157,D,D,A,D,130.21992500495446,D,-132.0169130170711,D,A,D,-17.080064070254593,1
79,Hispanic,26-35,35.247994050675636,E,-37.363928328482196,E,D,12.688855530714005,9.897241181817938,E,D,B,A,-169.7902011132652,C,-135.53365058360447,A,E,B,28.692393502551788,1
19,White,18-25,-30.810303858105808,E,10.461816121040924,A,C,-3.6846263668875134,8.53033596863037,B,D,C,E,42.34856276408552,A,148.98996657391345,D,C,A,153.4335423963486,1
93,Hispanic,51-65,41.80661371114702,B,212.05538246624602,A,C,6.258399406151496,207.96587610501555,E,E,C,E,39.509451938826516,D,117.10989433912651,A,B,E,-6.236628190865871,0
26,Other,51-65,152.45559342300697,A,17.918793550551378,B,B,89.07023486455968,-40.030772368733615,C,A,A,B,-40.0205422371685,E,123.66699289965399,A,E,C,76.61052577233566,0
68,Asian,65+,-70.50068317230705,B,59.29328563201046,D,D,-30.93641765686559,-20.386420157274152,A,E,B,B,35.03949725264708,C,23.95947119798444,A,A,C,55.96374728989784,0
74,Other,51-65,41.71771958321043,A,-48.85987549927365,D,C,-83.39573213284093,42.75827379500274,C,E,C,B,-64.16749845276323,E,-297.28055303543795,A,E,D,222.68116845282862,1
86,White,51-65,-58.66285250340423,A,55.414960582580406,D,D,-36.92694592137402,-103.4431862878862,A,A,A,C,-106.13512173174296,E,246.65880508979984,A,A,C,71.81714466659204,0
79,White,51-65,34.71210020749006,B,-6.599431141116184,A,E,-59.636890266043906,33.13185885174249,B,C,B,D,-45.53762975182312,D,31.019981976495497,D,C,D,22.825876877076958,0
94,Black,65+,52.65304822330541,B,-101.54733344753197,C,D,38.205640101175945,-22.49296329065588,C,B,C,C,-92.69667895501173,E,73.74277783182235,B,A,D,-30.044356563878154,0
35,Black,26-35,18.572785182131863,D,-3.56971246176922,A,C,-132.1842652152256,-40.94671629570432,C,B,C,A,11.07638899775099,D,10.075123565763919,C,A,C,-24.170732073365603,0
84,Hispanic,36-50,-33.64179659174953,E,89.80943520050458,C,B,-115.74248569065612,-21.367852333752765,A,D,D,B,68.39491283391379,C,76.99423087801114,D,B,C,-122.36241173520509,1
73,White,18-25,85.48257710038907,E,54.090532861571916,D,A,40.38579248182674,-119.84585483836942,E,D,B,C,195.94251156101996,B,81.6710187850402,D,D,B,74.36291284856824,1
