civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Single,E,C,55.42067908161007,C,132.4806024327307,239.03376922215313,C,-144.38372420157077,C,27.52743843857022,-125.80962669447273,C,-185.62305278491428,E,D,C,-79.8132272327292,1
Widowed,E,B,13.699372461538317,D,-53.83194088420639,-77.11390076238031,D,-150.92723239396025,D,98.82050605338439,201.89273561789994,C,67.54004407763414,C,D,D,-72.15147509891118,0
Widowed,A,B,98.61182030661719,D,-178.61618703512124,-87.62677867795705,E,27.918027586590917,C,-56.60576237091679,53.68388734611435,B,-39.996941042438436,E,D,C,-44.326805696453036,1
Divorced,A,E,-61.81415542313,B,129.33109222756053,7.823487256327988,D,-19.722141124546667,A,101.30872016440145,82.97525607333274,E,-116.45425980039947,D,D,D,-22.356286218520772,1
Widowed,E,B,-51.802491013282825,E,155.0896302266607,-29.75692764150713,C,-6.380611209285214,E,-38.67146142805269,81.84877621310993,B,5.482091531972095,A,E,E,100.32756669456884,0
Divorced,D,C,117.69746203766887,E,82.52362623849326,-9.518339906970507,A,-38.1360063361176,B,56.915240065231664,-106.96242900340167,C,-11.344352955592402,D,D,B,-24.52158203816576,0
Widowed,B,D,29.265548144522434,D,-60.09415479492544,-103.36759082061657,D,-31.552463838981957,B,-8.449377612908094,-94.9720821992516,E,-34.036553162261654,A,A,B,-182.9037360438096,1
Married,C,D,-184.61441745314985,E,129.2585684227707,-62.70279916454808,B,-84.35995934330369,A,-63.316526368744796,-75.44622763392935,A,-59.60542172316923,B,C,C,-20.027476689615202,1
Single,E,D,20.31731752335483,C,122.23866517394401,-53.54944073223174,B,186.03508879274563,D,-15.602198522952706,-16.52890134545665,C,105.57264466643336,D,B,E,24.408047893420555,0
Divorced,B,C,9.563763155017188,B,28.84426299262549,73.30120430978243,D,-59.67690791700575,A,-241.45514128282085,-33.00571748040747,B,24.136682767225977,C,D,A,-187.43338018681303,1
Married,A,B,28.697982853357225,E,-30.66870299236718,15.855203480833296,B,176.3045054758525,B,-213.43770530631963,-147.70308205497435,C,-148.1978237822154,D,C,C,-37.96570529096176,1
Widowed,A,B,-52.68659403231404,D,53.87650879880843,160.06957713346003,D,57.0185555065423,A,-96.13630978723974,-69.00050079442721,D,94.59391055168025,C,C,A,2.567837194038088,0
Divorced,D,E,199.5812670629344,A,55.0841684791855,49.11423988250966,A,-19.06637850392435,C,70.35761046575315,-102.59577508448376,A,-76.56762653010767,D,D,C,37.50741546423866,0
Married,D,C,-104.47020681964985,C,-69.36376683794379,-9.256097901320565,E,3.4082140274978365,C,56.65397145973419,-162.52397199148064,D,-199.60046093111842,A,B,D,45.60811797582119,0
Single,E,A,-36.98289479019798,E,118.59246745125567,40.57226303421627,D,-54.766619897411914,B,-148.44660937097137,-103.09737046822538,A,121.9540657493491,E,C,D,116.98041073342769,0
Married,C,C,-163.68311766379117,A,49.69717059944549,76.31048204369031,A,44.0490293437045,D,-14.268259784341131,-77.43875098740308,D,54.12468128298066,B,C,A,-18.81334887808157,0
Married,C,E,82.48989965617625,D,-214.6591657790775,-76.11958753311234,A,155.43276202606643,E,-55.04028980572143,-81.26142928699022,E,49.5583091946045,B,E,C,-39.714770373503335,1
Divorced,C,A,-236.6073039996396,C,-76.89647700118437,-2.6550044172006873,B,42.5901757016989,E,-66.67983530463695,-45.885240207985476,D,161.51331643391254,B,D,B,-41.4787748084359,1
Married,A,B,108.75982648724948,B,-85.74118363929458,11.837559061566866,E,-65.44809203146545,A,67.45040815050305,-10.509570297664197,C,-105.59847813404039,B,E,D,-39.2133339328584,1
Widowed,B,E,-34.31520413778857,E,-137.32864316542992,16.077833169551216,D,-8.512533804235268,C,-9.526657340210162,83.74033395344964,A,72.69236881999792,B,B,C,1.760147606692795,0
Widowed,E,A,-102.87088764522917,D,121.01607122584544,68.65659256083768,B,-264.14310457433623,B,33.63121146191781,-141.86277835909968,E,50.14159025930677,B,C,E,-80.61128699823472,1
Married,D,A,66.5996806459842,B,-13.407096043331048,185.59602125469362,E,-12.668847092472083,A,-135.04064713083008,-37.36391680584007,C,-76.6898212746307,B,E,A,-84.42457045595263,1
Divorced,C,C,71.85007558818738,E,-150.6622246786707,-54.891917967374226,E,38.505204532786934,B,-21.29985114901788,255.97348549334268,D,61.63503362773361,B,B,B,-0.3767164616558063,0
Divorced,E,D,6.298692356876175,E,177.1404179481497,4.948423961186565,A,162.66365361116104,C,206.95622937985146,69.36790504210583,B,150.66817556699544,B,B,E,33.4493873669808,0
Married,E,D,42.495938717007995,D,105.32134138092847,-226.15539395917205,C,222.67461620303823,C,56.59261047318015,-133.9860755880389,D,82.30786393287423,D,E,C,-48.14361569862341,0
Divorced,D,E,-2.4678727081774774,C,114.85150102170334,-28.58905944423836,B,-46.18009226734149,D,15.163385549340488,42.63343565222268,B,-125.436360068293,D,E,A,316.39713660565167,1
Divorced,A,A,158.256190157361,D,-231.60520658494005,134.1645450830385,A,59.19884610596704,C,-51.924145024467215,-92.2289396668448,C,24.031262849235343,D,E,B,-39.91744750092582,1
Married,B,B,-25.920749351474676,A,11.197977953797018,-39.52026657833693,C,-23.181569429339415,E,145.71081644188217,26.025454136104493,B,-35.87325424495734,E,E,E,-97.00387098664768,1
Single,E,B,61.4009337677554,B,-16.713713575945246,19.707432940582756,A,-202.82080394000914,B,21.461606029603946,33.655783235905076,C,102.48399558913009,D,C,E,-83.0342029151095,0
Widowed,E,B,142.77415155659853,C,-59.20000922560947,-119.46751917657028,E,15.579257005529316,B,11.013339287677217,129.54604721558513,C,-112.41411038879929,A,C,A,-33.24025128360839,1
Single,C,E,-97.11102931951484,E,-67.55932181141253,-109.13323215597602,D,13.427268151871571,B,-18.703925986614276,35.10456869019692,A,27.399576471243826,B,B,E,-19.981195712016376,0
Married,C,D,-75.29564597348204,E,-150.14516275535325,-78.39762971001558,A,-24.184161700570872,C,157.80205564956518,-161.43823253034716,C,-167.85296965661033,C,C,D,205.03634013897621,1
Divorced,D,E,28.16699138928465,D,143.5051705597322,87.05827299782808,B,122.76345938647005,C,300.821207421911,-35.88401097302739,B,19.538294778217622,C,B,C,102.37381476792673,1
Single,E,D,49.43109592993175,C,142.40361859159572,168.5116295801996,C,-31.11090989020745,D,33.646489547189354,-139.31565704107814,D,15.104349974336948,D,A,D,-143.9685581589426,0
Married,E,A,9.280590563726363,A,-47.550045935059494,-49.83554164387425,D,55.933313468943304,A,205.08282371253026,-248.3369924156819,B,200.82494709792823,B,B,A,82.40500555662311,0
Single,D,D,19.872948721051863,C,-87.45217305183816,20.158403607388752,D,-75.43201102868575,C,-3.0406541918541423,-101.13713212935633,A,3.0070488831910605,C,E,B,129.14100878924236,1
Widowed,C,C,237.40791955422034,E,-54.52085495960224,-77.58927069075709,B,48.49348380073023,C,63.59886710462077,-120.98694020889558,E,-126.92483076360888,E,B,D,-4.667286870778388,0
Widowed,D,C,-64.30051834699368,C,-48.39206717093326,128.08140769978488,D,-300.1970317970701,B,135.05398730718943,-22.060326466942065,A,-109.7103794718757,D,B,B,31.33672919829002,0
Married,A,A,19.35823574994205,A,-56.149690910055064,80.3329276537697,B,89.44082272655719,E,-9.397608001748079,-57.14567978604992,C,97.36863100093213,A,E,B,-71.04464422907814,1
Single,D,B,-80.87206527346743,E,-115.35024626960858,-253.94454532422088,B,-61.3670525309591,A,-68.57296577453197,-120.91320002948653,C,-54.86929715423163,B,A,D,46.84859741393709,1
Divorced,C,C,-74.84116251296284,E,-126.58410250076533,-18.643452049951524,C,-42.50105565698001,B,-215.87535415113192,-193.76295485441835,B,-29.51690173627387,A,C,D,-41.044085309325986,1
Single,E,E,24.530592058600877,D,-89.89630137766626,-35.820282619496865,A,-1.982190792833924,E,7.459949484328396,17.196900954758274,B,-97.83204920195001,C,B,B,28.74617372399257,1
Single,D,A,61.107354792652536,A,-143.2428426535163,-81.52643033645077,A,50.04704507555046,A,140.5258092703076,61.14051005377381,B,83.14378471397664,E,B,C,-20.930279947135258,0
Single,C,B,-66.04530299472273,E,-41.664033057399955,-38.252423737972485,D,-3.9415346748202342,B,21.243494905626708,65.51014847517781,E,14.590929040773744,B,C,C,-122.62104122407106,0
Divorced,A,D,-51.315159891002736,D,-85.63562616495514,-199.38252751916275,D,174.22564425801656,C,25.725537535276782,-241.9647190916526,C,215.16846845098243,B,D,B,18.825756900342007,1
Married,B,C,165.32924850542054,A,59.46497489943251,-55.788084543822706,E,-127.19715533997477,E,-51.708144402811214,-33.70026609914253,A,13.012269953375228,B,B,E,234.23186879217303,0
Single,B,E,61.33590097162761,A,-118.55364073695786,-20.276642730872332,D,259.32556893114855,A,14.553603251002546,-49.38875072286664,B,-84.50065516160942,C,C,C,36.9641221902591,1
Married,A,B,2.3733532095299505,D,75.30353694096793,70.80779205148717,C,-99.08414860949581,D,-147.60724442224037,-10.225535880925387,C,-102.29399693152598,E,C,E,64.31558373416897,0
Widowed,C,B,203.29682383853563,C,161.85994481406408,81.28329065242619,E,31.348254186518094,B,92.12666022666072,12.751061606547081,B,-196.3887731000242,B,E,E,205.8925892186482,1
Widowed,A,C,-78.62626856696086,B,-106.82756264567563,-179.42649622891625,A,-104.38577426644335,B,97.85261018992986,8.204282822784007,A,-100.92833056912163,C,A,D,54.29183451215953,1
Widowed,C,B,71.35043207578342,E,-209.54825242812473,21.690435345543936,A,28.05667811649603,A,-24.892780930338464,99.87505372911339,B,-55.66341926441862,E,D,C,163.10398643641747,1
Widowed,D,A,-55.096622524697544,E,-59.65983966869322,-34.06893349912895,E,-70.56459087155363,E,-60.64523415206795,-225.0963056529129,E,-79.56764848231586,A,E,B,131.0905440976565,1
Divorced,D,A,87.08839759831085,B,57.15358647080885,-62.465212782806304,D,-137.5009305720708,D,-73.64630994815168,-93.47129299705522,D,119.55763729436836,B,E,D,-22.22945602797842,1
Widowed,C,A,60.54002273353465,E,-0.9201532721494414,57.63065754327899,D,-147.71445970370172,B,169.00371009550696,134.25734206673383,C,104.16920973804295,C,D,E,-23.70460540224744,0
Single,E,E,17.04130760250931,E,-23.34912590615761,-96.38596207038835,B,-44.089554503535126,D,-23.255885528106568,-53.81388237167511,E,181.44489703141124,B,C,B,-132.32357161633985,1
Divorced,C,D,35.90289104052226,C,45.396596537545705,-173.6181840818392,D,-45.04770655355711,D,-15.774922913177841,-121.66042667001902,B,-21.028718249266017,A,D,A,-13.64017662825671,1
Divorced,D,A,-195.2300399790241,E,-151.80742807395438,138.56441395279796,B,82.58726269121209,D,247.73877361093767,-144.68516471248898,A,225.06693464765192,D,D,C,-135.80390686451557,0
Married,A,B,-24.8851644963511,A,99.64806978668126,-26.155369819510977,B,79.32487728143202,A,-141.91948888938398,119.69748469111497,D,62.72005465318402,A,B,C,-74.37822211674802,0
Married,A,C,71.59062379957422,A,-27.939331928279206,-176.03384693768461,E,141.15629226221046,A,238.65874574455708,30.0112644991552,A,56.12719418258087,E,D,D,-93.8820011370107,0
Divorced,A,A,1.3245819067790863,B,-29.92969471908821,-198.09541340843484,D,79.42386677557185,C,22.488414314591125,-111.25153529031036,E,-26.590699516707488,C,A,C,-59.26990803353416,1
Widowed,A,A,42.75907355215726,D,15.63918055958999,152.67167744266345,A,110.09502950962549,B,19.97534821021667,44.70008080995134,E,32.24825824742605,E,D,A,-91.816925506952,0
Divorced,B,E,34.550805268871684,B,-90.78575857833816,119.6674068769176,A,57.19356133229421,C,53.847455523144426,127.3584505241416,B,7.910906277959182,D,D,D,46.74743212547225,0
Divorced,B,B,14.224759672931677,A,-97.11880395648015,-27.9033567491659,C,102.45327761423957,C,110.20168497749555,-60.644902963207535,B,-89.7549372113371,C,A,B,-100.84838432017638,0
Widowed,D,A,-42.308419524027215,E,28.07733915459935,-2.4818641977680462,D,-154.93986530630474,C,146.27556798257524,-1.0574199303144936,A,-117.26185695256272,A,C,D,2.9704170796703364,0
Divorced,D,D,85.91757868314286,D,113.84423092047295,299.57596188915346,C,60.8831431584384,C,-27.64648079718967,29.456912103628476,B,150.00160170452642,C,C,B,133.53305734401505,1
Married,E,A,-80.32536805610599,E,-19.5518311695553,33.08460337057051,B,-96.45146863492047,C,-37.30845563991114,142.71848561335528,E,141.14922979350396,E,B,B,208.5941045509039,1
Widowed,A,B,-170.64712099220282,E,-140.2834533765364,-55.92489981752296,A,-76.56551951339226,B,-130.15125315012938,129.8246208987881,E,-102.21759825457808,D,E,E,-33.356266686992186,0
Married,B,E,-143.0814478198008,D,118.93849055144025,78.5812883315967,A,9.119647125575275,B,159.3725511064713,-222.7642790580559,E,46.43412665275237,E,E,D,63.33425447010721,0
Widowed,D,B,140.19819214121657,B,62.755925792926114,-165.948418061278,E,63.1905037814867,E,117.80503005728629,284.09377070746285,C,34.96024547226794,C,C,C,-21.434156811868622,0
Married,D,B,-42.19595413865495,C,224.2063742687106,-57.70945541247138,B,-124.59073240297984,D,72.87899411642765,-95.72231295139719,B,-78.29276406987759,B,A,E,-33.95385335204945,0
Single,C,E,144.7963812894621,E,144.77249656892778,-125.39613164001801,B,-193.00430550481084,D,-68.59308906879875,-38.00691041048991,E,-61.24121655425581,A,C,D,-24.34109919315765,0
Divorced,E,E,30.01514094185159,E,61.03398162621184,36.15237613765927,A,39.14661437215617,E,81.62900497382822,-88.89772564256263,C,21.869471204410278,B,A,E,104.41647347213137,1
Single,E,E,-28.934743556734038,C,117.7825028030452,182.84638094512076,C,-14.184541063012121,C,-72.69686567948096,-27.08377533117798,A,-38.74604408844901,E,A,C,65.0653420274382,1
Single,B,A,84.07950601431786,A,-26.657020688498577,4.306924277519678,A,113.482178146277,D,-81.58061983035711,-56.79779164262562,D,14.626020730658931,C,D,D,2.502783598536103,1
Widowed,B,E,-151.62014883866954,D,78.20586803470509,10.97663439842853,A,76.26603116755244,D,-176.62588723098983,-87.41899059262929,C,170.3639594870565,B,D,E,128.63479363740515,0
Single,D,A,78.7270215416972,C,-19.431381350372956,-77.03399381231829,B,51.50035112774828,D,61.078968745873155,70.98554969256216,C,60.69547692099357,E,B,A,79.35617113630173,0
Single,C,C,155.70519958022555,D,60.78378500965573,61.34305994244838,E,-198.30441257694514,A,-31.41564752005081,-75.40767097005308,A,158.06052084002383,B,B,B,-64.81743941059659,0
Widowed,B,C,-44.655361074918396,A,-36.467679256072046,-196.90299970651205,B,28.266518194302233,D,78.6362728470024,-32.91034082234841,D,167.02148751393662,D,A,C,-10.867438318624279,0
Divorced,A,D,97.6981169347693,D,-134.51105504817133,31.990866716546286,E,65.640376119077,E,149.38451591296518,-159.57411610376306,B,60.62351485603943,B,B,E,-63.741326014495705,1
Widowed,C,A,169.032509005628,A,83.72086799010019,98.6194645225178,D,-61.812896686153586,B,4.50928510248436,-33.417216882057154,E,8.618577455847277,A,C,A,83.69734861599233,0
Widowed,B,B,-138.3117947330944,A,-111.08552903011682,-53.91854075265089,E,16.966679480768168,C,127.6486262296435,-122.8415987227398,C,-85.12590751337855,A,C,A,-2.718323709502923,0
Married,E,B,89.12071346827713,C,-289.0203849813189,97.10131616346271,D,-70.258288727647,C,-40.567353287102456,-15.288202428351012,B,16.043507487096264,C,E,A,-21.832551116151524,0
Married,B,A,-50.718004069185675,C,-47.44052426364489,186.8696844469308,C,-24.390562157816575,C,-38.71423335413618,67.97569030739653,B,64.06188540024385,E,E,A,164.47237101276994,0
Married,A,D,61.503376820651965,E,-95.38280663530763,45.414897706095815,B,-123.44375901586235,B,18.594586553924934,4.437646551030765,B,-101.51012176850635,E,C,E,15.246807918298835,0
Divorced,B,C,-30.267304867697163,B,-140.93053583137183,-93.45096328914786,A,156.94661887086085,E,40.75588909311564,-97.35641582591856,A,-36.623479578946174,D,B,E,86.36430010529727,1
Divorced,D,D,-209.08607924068653,E,25.97423658293551,-83.3407319197082,A,-97.524386491381,E,99.42462084128275,1.8895654977440761,E,4.031171980550365,C,B,D,150.07813714649023,0
Divorced,B,A,134.76413153778208,D,105.04345527535249,16.727658527236976,D,54.84955999889102,B,38.30144090270855,-195.1500239718155,A,-7.639538829637417,B,C,C,83.27048001334879,1
Divorced,C,B,-68.16401050926699,C,-95.97345233033553,8.278114248889224,A,-20.471410173897493,A,-75.40604930918806,-82.69273070869691,C,-2.9662977185127954,C,C,B,20.69446290847414,0
Single,C,E,-92.66569731922326,B,-36.59219757529049,-3.4505627498199103,B,90.60094625881212,A,48.10202367939734,-1.5344144959580217,B,35.02827140646581,D,C,C,28.969033833982273,0
Single,E,A,4.18407570462477,E,-110.30436784469104,50.43352009836764,A,-32.484866123724196,D,51.60065628759361,-103.57522073952904,E,6.199097579901845,B,C,D,169.00469768024303,1
Married,D,C,-16.057561504465685,D,-129.77015550942704,177.9942631412353,E,112.55793368199353,D,109.0980619691398,26.066019381755464,E,181.28993647951503,A,D,E,-295.07054766122906,1
Single,D,C,121.56480750286582,A,108.97436307842929,-16.584399195166355,E,134.1806756567989,E,-90.82000955163285,-79.7535782323516,B,106.45683655947397,E,D,A,-62.570459156604095,0
Widowed,E,E,36.13925415913676,A,86.57159077513292,157.00480398115207,A,37.840300668519234,A,64.97790183380508,-17.519267660859096,C,143.3661798396293,E,E,E,80.94277283195142,0
Widowed,C,C,-55.61293764334798,C,-55.54357556255055,-9.547489242137672,E,87.8623017475197,C,33.90588128326172,-115.0303665447962,B,162.5039642460966,A,C,A,9.99821350405335,0
Married,D,B,-13.476535513970717,A,34.48979472463113,79.35488740796511,D,136.17354358934568,E,-10.266269850487959,-108.26264594055537,D,12.80148515162993,A,A,E,-29.83953686646518,0
Single,D,C,-79.40806290104901,E,-138.22166486555375,70.18835819600338,D,1.450826525999447,C,36.25553743922528,103.17956107124387,A,-251.6521707202384,D,B,C,-83.4502858124158,1
Widowed,C,D,-31.598642453867225,B,-33.03213820772422,35.158159723115155,E,-84.73425136086344,B,-72.68386644856804,-17.411063933142458,E,-82.82886193466028,C,A,E,-59.31313070397716,0
Widowed,B,C,-82.72300683194888,C,22.01720634375394,44.75949903905487,B,37.89439167998325,A,-203.88717587457913,6.849231381524909,C,111.98595728688436,E,B,D,-81.68543930228554,0
Divorced,E,C,-116.39892797246134,D,8.09072822637891,55.96926228448985,E,-56.7655592944419,A,-55.452757821312694,-62.36549001471812,E,-26.034053669792044,C,C,E,-19.69742012778377,0
Widowed,A,D,47.23471966772295,E,91.09280775879711,163.78825971052942,A,-10.964001736654163,D,-88.69144691656898,99.60112808742608,D,-15.27352902484622,D,E,E,-128.366354556033,1
Widowed,C,C,-100.83910713191028,A,-40.64364201416004,60.373062144409516,A,59.900356860883505,E,95.41711619079919,-82.71882334503124,B,-5.745773711376507,E,A,A,-60.93818431359318,1
Widowed,D,E,-189.83927082474924,A,-17.77531915272524,-93.33877536358744,D,-44.288218169918224,C,-131.0611194507149,-193.42434552949317,B,-103.49926510437462,B,D,D,78.31318153960723,0
Single,B,C,42.75278272435616,A,-134.55059458431927,236.98421243533915,C,157.4017273024634,B,-67.67741297528102,-49.864971191045896,A,-88.66320790538362,A,E,B,58.92637495606302,1
Married,B,C,222.22749010759068,D,254.64145413561053,65.12673815165202,A,-80.64468140024022,B,82.85386034057069,144.33760404128043,D,139.77041946410236,A,D,E,-54.37152106627092,1
Married,C,B,96.33263707486003,C,-20.23391722100607,224.2251976314544,A,-159.69854840810282,A,20.24922744844463,-95.75236668454727,A,-120.96139172289435,C,D,A,-36.850590342618254,1
Divorced,D,D,133.2748266563036,D,-53.64604036959075,-258.38523609038276,B,-124.00210700991701,C,33.627192303127586,177.56467322956615,A,-87.69635214937098,E,B,C,-123.19386538102366,1
Divorced,B,B,125.91124884221631,C,158.04431144434088,37.03578417725906,A,-106.28458173667961,A,28.767513343249135,-114.81388890358812,E,-115.94729100419295,D,C,D,123.25653370289804,1
Single,E,C,-55.79365228657858,E,135.24714624407792,-207.43306912165863,E,6.746424598990525,C,87.7231086897565,-181.953569284747,B,41.95958293715199,E,D,D,36.05441730692521,1
Married,D,D,-65.62470740585579,B,114.48105447485734,-43.54915269426778,C,-22.363806683086988,D,9.150514461682913,-95.21634596217629,B,72.78930632649086,A,A,A,133.68404341796753,0
Single,A,B,-150.13579736265294,D,156.07401848014894,70.9428734736435,D,21.118258846495912,E,42.732871812563275,185.78785844894026,B,-59.193673367473586,C,D,D,47.96204832312769,0
Widowed,C,B,116.39524773820575,C,147.9080173847799,-199.75263454854965,C,68.67871853413303,E,-126.30570922538857,-60.45894026762625,E,-168.13125859566955,C,D,A,46.93374189101878,0
Widowed,E,B,-76.67034855284845,B,-79.3197122856848,133.05879834031217,E,152.72845141806272,B,-104.45452386906425,27.542866628421635,B,-235.62841831794435,B,D,A,-151.63044745585518,0
Divorced,B,A,-12.674818839843184,A,-0.823707716955274,-65.64228176938364,B,-127.25657986124028,D,-122.63265020674012,-126.29640484742899,D,109.95464799508643,D,C,E,-51.070714267333685,0
Married,E,D,53.713842451502046,E,-106.4835607453342,-44.13546947050963,C,-71.66133887283037,D,95.43848182818999,228.63299189138638,C,91.69124269323518,E,E,E,42.53339172989012,1
Single,C,E,-162.21283757731143,B,-142.8756847161829,-68.22287190223243,B,13.800897275174359,A,105.80171001131289,-123.8939979191808,D,41.628512700090674,B,D,B,62.86686803083187,1
Married,D,E,-124.1911481559735,D,-39.252020570131215,65.15194835965595,D,-44.051471670870676,C,27.29207993048893,-84.37806366073056,B,17.21628082638534,E,E,B,-43.1610276525974,0
Married,E,C,-49.66244182369583,B,-126.78017426305055,-52.13232355632187,E,58.72459348588745,A,29.259460399128685,-128.51573059480847,C,47.833891423759376,E,A,D,38.72857614696314,1
Single,B,B,-21.456210844124364,E,-86.66650551053972,19.650959519530424,E,-95.95501587984788,A,40.6405431491147,-1.4296777035400796,B,27.09785748057103,A,E,C,262.6499646897195,1
