handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Physical,-47.930594338383486,121.10447147213053,E,B,D,-67.78694248404447,-234.8246226903912,1
Mental,73.42534119280529,-185.8330276883122,A,C,B,-89.7961832066355,131.875897649444,1
No,-114.87918442013263,-19.87375825094993,D,E,B,90.35810459522162,8.902513025981676,0
None,-7.840726643202895,215.9780553205701,C,A,A,55.171702206237086,-242.7758144733233,0
None,93.66067012573114,-28.310535897790572,C,C,E,-46.94266692320262,-274.5990588308978,1
Both,110.41533089389407,-194.67264086045012,C,D,C,72.84308184220953,99.40768286868644,0
No,-154.8447307557091,10.267564843449648,B,A,E,16.747863779647414,-51.93039376686991,0
Physical,0.9042663343697476,21.58691174055708,A,A,B,126.93456463913503,-21.08660552219532,0
Yes,-74.31437820769212,52.563764686169634,A,A,B,18.185843678885202,-124.84078533424454,0
No,-9.782925405930476,58.03928589167402,B,D,C,-140.73468677724136,-77.27398908956525,0
None,23.342251125378002,-52.35533305244907,A,B,C,196.36279570058275,41.28860907613639,0
No,-78.42599670184079,45.76032629812117,C,B,E,139.1002827656806,95.36141810905488,1
Mental,-120.53350205496385,30.939797410816954,C,B,E,-9.086379341699203,49.32805125318061,1
None,0.9486620311225257,-109.25654701890653,C,C,D,89.5466847096072,143.30334438845463,1
Physical,57.515831269440845,87.83117936945439,B,D,D,-72.82331633255103,93.24233807513636,0
Mental,-5.612295418017508,15.689427578162759,B,E,E,56.35649356706159,-120.90294901980889,0
None,-20.801532843546408,22.815298495172414,D,C,B,-35.799320033942664,140.57704354486938,1
Physical,-95.13160476932832,195.26867271782635,A,C,A,-115.85175508042201,-17.280332836971603,1
None,49.351478734275474,30.195886970627896,E,E,A,-99.0523606282611,26.57596948366515,1
None,36.580363893589066,87.46274539190352,C,C,A,95.13034691480607,-6.584703055641082,1
Mental,167.98141378704946,61.056672343577986,B,C,C,151.29951168729536,122.40424158431924,0
No,-26.85819250297422,-105.53341151841703,C,E,D,97.22725102520077,60.417515707148816,1
Mental,-92.26470583050038,-145.80475021346385,D,C,D,162.49838558583173,-143.46053605111967,1
Both,-9.035890774103127,-5.594040935817465,C,A,A,-49.14271844435135,-99.66297509557178,1
Yes,-20.757948049463824,-55.61941371794953,E,A,D,-49.64314311967959,54.959558757702,1
Yes,0.5991887993698953,5.833815781588914,A,E,B,-35.35051671309726,44.86518912384394,0
Both,-8.854491384629329,-29.07434275014427,B,A,C,-15.796975558434973,104.30118608189784,1
Yes,43.84099366046073,-55.09486914881465,D,E,A,86.87555109245004,38.82173245386598,1
No,47.31326983068783,109.38449760882907,E,A,B,-35.15247032475691,55.74664586160164,0
Yes,-123.44088778191518,-146.0336897804013,D,B,C,186.1447049811456,176.44877538608955,0
Physical,-49.653159542612435,67.47268283918044,D,A,B,86.42038695944169,163.78956308845684,1
Physical,130.73966543804877,54.8871141157277,C,E,A,166.7972591536047,-24.047679364996615,1
Mental,139.50480334933025,124.73919491423166,D,C,C,119.90101036732175,-78.4984788070604,1
Both,82.31962764427621,24.7013986283249,A,A,A,78.2311851507902,-115.5745218591636,1
Mental,-139.27921747178306,173.51025081795478,E,A,B,16.29129380180959,58.756808153608155,0
Both,107.20029900213015,-82.1939519681759,D,B,B,-182.32285044471587,36.19079330513626,1
None,-57.23017328676225,11.449263169315433,A,C,B,-16.98640650314836,-49.88753605934447,0
Yes,77.20308931230613,120.15685796024698,A,E,B,-234.07292482175208,6.339516067413293,1
Mental,-73.16671809330344,67.81053408174166,A,C,E,85.07958041684506,-135.00393933302598,1
None,75.08531859457011,-120.94228266669313,B,A,D,-130.13334039424674,69.94090484997754,1
Yes,26.722445839073877,43.87462823963449,A,C,E,-15.18680230343164,87.34334186502319,0
None,85.35899571716948,222.34955948376327,A,A,E,-83.0516672363774,150.61851977021374,1
No,-54.42243212398912,128.06140503579658,B,B,E,329.6084621481564,98.47398913477264,0
None,-44.263427172378385,-129.1500614105829,B,A,C,-137.71139474338636,0.9214116007298009,1
Yes,-15.287416448147024,19.4905740982196,E,A,C,-112.51922396385734,-105.00828484685618,1
Yes,44.524992437932596,66.14415766619341,E,B,E,-34.61479284182138,83.03044936212545,0
Physical,30.078542656125556,15.612250370443814,A,D,E,61.143694440289096,77.19665357727719,1
No,-133.6554379419802,-16.381623788992474,B,B,E,167.00520432540208,-73.5184978633867,0
Physical,-7.7493206049642795,-24.92072684017631,C,B,C,6.912153707116317,107.20107881769351,0
Physical,-72.46209292892777,46.20842861284792,E,A,E,31.116982095083557,-216.9417019743286,0
No,-20.728849410710673,-118.02362699166291,A,B,D,-107.79279050141291,-99.79330350825964,1
No,-135.375789116565,23.573602858482122,D,D,A,-34.404784602139195,-228.93967019768192,0
Physical,-34.6197091345507,81.91794440196948,B,C,E,-116.99616713395484,54.12538957001297,0
None,-101.57620111989016,208.3387200746637,B,E,E,-76.1440640432911,-86.56631512020591,0
Both,-50.66511851029103,-40.77021059830261,A,B,C,37.03599718747614,-93.29544420526351,0
Mental,83.65176198714357,186.6743398447817,D,E,A,-29.07225775040229,101.95319465190502,1
None,154.2398189975675,-241.52904042791263,B,D,D,46.43560390674846,-5.8746738141718815,0
No,150.9560829790835,70.17225841721567,A,A,A,-21.021449294556543,70.55101960336633,0
No,267.4446585093193,-96.70162925994588,D,E,E,-24.563077765940562,-60.56481728126417,0
Yes,-107.47951480348293,53.951445590508705,B,B,A,158.51503907391773,189.32100561938512,0
Both,-82.4649865211297,55.015286150891754,D,A,B,-163.8096213590608,-23.387583163773254,0
None,17.299318414887235,-107.83224502307831,A,E,C,-109.95302615842925,71.9151867174197,1
Physical,107.95907859615703,106.77997825659284,C,A,C,-46.49853099418726,109.0792799617928,0
None,-108.95823038885084,22.679157241894586,B,E,C,-33.19723091008873,-17.119304690221735,1
None,-40.96095496402295,-48.28137920790576,A,D,B,-60.338462599645304,1.6756834996488303,0
No,87.21147448473687,-264.8303976306995,A,C,B,43.99851990133907,56.24398526103263,0
None,-1.590089171251904,133.7437065795405,D,E,A,112.04170962697937,-9.96415026194479,1
Yes,160.143919632348,55.0637920772999,A,A,A,-99.89139820022245,-89.39029506044918,0
No,-18.82642634746174,169.52390096577366,B,C,B,89.72918103712495,133.26503864106155,1
None,68.84154195469098,-19.192207737078093,C,D,D,-137.8238572447951,-72.20659185587658,1
Physical,-75.89495667042303,77.65323571583743,A,C,C,47.6059443664399,12.816080821641288,0
Mental,72.07618496069267,-37.01881839700092,C,C,D,-14.068786804059163,-91.03692477035673,0
Both,-80.36136002122004,48.27407952344473,B,A,A,46.37230606498621,-61.35915057135675,1
Both,-28.26576263198735,-51.45700305081684,A,D,D,-54.641626705708234,3.8975394950628663,1
Yes,-97.91165404206461,105.55519834706911,A,B,E,106.18235044685076,4.084532786963803,1
None,-10.394599698019654,-344.4890757904961,C,A,A,118.79126926247014,235.43168447371716,1
None,-117.37029395433716,-9.096022157234222,A,B,A,286.0660604518077,155.85560960462263,1
No,-95.86580491221687,39.09851098057962,E,C,B,6.056167289472411,-174.14447832574908,0
Physical,-32.383275342500426,-67.35244415793353,C,B,A,38.3898665405014,4.893961215186988,1
Mental,-56.477512663563125,6.900906207915769,D,B,D,7.410326750853718,-0.9378395127090137,1
Mental,165.05496749760388,8.224693841958366,E,D,C,90.87535348451277,-94.8486488459964,0
No,187.98285384179403,192.37071084173866,D,C,D,151.04082809478626,132.1241566014266,0
Mental,162.54225753315134,-83.61194020585629,C,C,B,-146.15916677053536,114.82515964766726,0
Physical,20.92853757598829,24.181095962232682,C,E,D,-4.280870748254388,-117.00112735754718,1
No,-122.62053006010794,81.75836433101207,A,A,C,35.65533119915624,53.432748031026755,0
Both,-24.768826217016198,14.915061766433407,E,D,E,-22.401885520831417,184.98835524938414,1
Physical,-157.75817858445444,15.144957022424018,C,A,B,-89.44080917191806,-199.1120581783646,0
Both,-6.748242290259676,-55.14439706467474,E,B,C,141.06522575601858,-7.471321445096746,1
Yes,-107.4193183344466,-55.03605303784704,E,C,B,-199.09368322118664,133.04353996960828,1
Yes,-87.09697823225896,222.47961212575126,E,E,E,15.276139880904877,-33.14468275536995,1
Physical,-15.631696135782233,-129.73957446717793,A,A,D,154.89663923528133,-91.96199781361489,1
None,92.77064882308908,-65.06197956357023,D,B,C,237.75802766244408,23.14206112268087,1
No,171.43318219891182,-118.52110627217138,A,A,C,-141.64900345245,157.24111257986885,1
None,-121.97739988794838,45.48848850700371,B,D,A,233.0700903126854,83.66498489507217,0
Yes,-114.35450895449513,96.230372159139,E,E,B,-64.50093728843731,53.571195609880526,0
No,61.65500349786915,-72.94286770852814,D,A,B,39.448999657018526,48.418093929470416,1
No,-70.8693594965913,-3.6289600584409136,B,B,E,96.79149674299674,37.65783261451035,0
None,-105.13737292356926,16.658603710720925,B,B,E,-35.24658451141679,-90.68851338636338,1
Yes,-49.611693730977876,92.36344739695073,C,D,A,-148.31885380115196,-5.716812318948454,0
Physical,78.64056515287885,-192.85304763539088,C,C,D,145.64004902271733,102.63731793139799,1
Physical,-28.444518937971512,29.29952672537748,E,E,B,4.2291721444903185,-99.03646014175655,0
None,-38.61373227555575,-41.96277551807708,C,B,C,1.998660810310569,49.10314029190232,0
Mental,-85.79237578519606,-165.3047143469761,D,B,B,-80.22411107477383,-147.78898513788644,0
Yes,8.394588600004003,-89.13662747126119,E,D,D,63.406232126460324,-35.537933163628864,1
No,-156.45733117794612,-50.41960879784158,E,E,E,134.03675820855025,90.49513526837333,0
Both,17.10584940414735,54.548408252517476,C,A,A,53.246230302637976,2.4569433650143533,0
No,96.14445899169225,-68.11555571498295,E,A,A,196.3210140276283,-35.188140115580104,1
Yes,-86.28334411350103,65.37105133328156,C,E,E,-111.27065398789671,54.786488676450176,0
Yes,-105.35941011949954,71.85767316333737,E,A,A,-70.06479123404216,-58.981494313057034,1
Physical,129.50730415725354,14.879508094312763,B,E,A,-47.17082487594318,13.484050057975198,1
Yes,117.29338697096236,-32.91164530593234,C,D,A,-11.563749966712379,71.33723149617582,1
None,-141.4773947195901,-32.99007571410151,E,D,C,-31.64135839805351,-198.9374395811158,1
Yes,-34.315670133670004,107.30472449636987,C,D,B,-43.08656443132426,2.100449056003283,0
No,-70.9097181203208,-28.3443223881209,C,C,D,-17.274319768724368,2.1587703995623,1
Physical,-69.58571499205671,61.7937748257495,D,D,D,-3.4253871699622804,41.89684327160908,0
None,95.58861275653297,73.27022197189038,B,D,C,-52.05743732518459,65.55408230548265,0
Yes,28.53260971461433,-123.11773679593827,C,D,B,34.348999362052176,51.99105043395404,0
Both,-50.87868368466103,70.04794728818392,C,D,B,-197.10986838875218,14.76361331029978,0
Yes,108.52610953972648,102.05214397095483,D,E,D,14.334902968406274,69.01348015958585,1
Yes,35.72019887816417,128.97238768854646,A,E,C,-0.044231868142546246,189.1621537614012,0
Yes,170.9571026606884,40.955465382343185,C,B,D,21.199168018480837,-7.653898466846893,1
Physical,-263.85495586179206,-133.76786602971907,B,E,E,-122.35126284988257,-71.12630303455282,0
No,46.83933262126712,-175.45205697655163,C,E,B,-122.04251417489465,-154.3684265713904,1
Physical,121.82710780269161,152.85014676205714,D,E,D,-142.8048709655336,38.95467052376651,0
Yes,153.86697547567803,32.22517716276976,E,B,E,-47.7365084565897,-5.76565509769624,1
No,-148.20646649735448,-38.82134825878484,C,D,B,32.110991442891795,316.1963226876061,1
Physical,138.0669844900553,-63.702860260509595,E,A,E,31.346897301824878,-2.4981019594128933,1
Yes,143.26989334976105,-26.735175267569577,E,B,C,-37.25370117345504,73.01486609561468,1
Mental,35.63969665859242,65.76481969609614,D,E,B,77.69802059906426,37.15488199096058,0
Both,-6.3881297159395976,264.36351083101385,C,A,A,71.85615005278791,79.6935683519472,0
Yes,-30.028349095781433,-11.054793871765252,C,C,E,-76.07139856899052,91.55997161161976,0
Mental,-17.359701203405212,17.221690270887287,A,A,E,-142.13190150923606,30.4153187796459,1
None,46.805887964433175,160.40054534742464,E,D,E,-33.08642639806183,28.360519838412817,1
Yes,-71.13369797799527,-65.05889771666168,A,D,D,-69.44344992606007,92.16634061425785,1
Both,-91.14438396239052,77.22337727719129,E,C,E,-221.88335167133505,-154.7095893067475,0
Yes,24.07405853347225,-155.85182356026436,C,A,B,-27.199036173202252,-171.9797933106865,0
No,15.770029176183717,-30.90202312345155,A,B,C,-114.26594138690814,31.903596855328125,0
No,-56.54979058848676,12.592950418194421,E,B,E,-53.19164942157181,-44.913724332452595,0
Both,-48.363421291996985,62.1159572488173,C,C,E,-140.33647089150102,69.80830723818707,1
Both,298.82102348671754,-128.4952572095267,E,D,A,25.39413734101938,4.859509182603912,1
No,-28.328773819172824,129.1362496599836,D,D,E,72.15836220189033,64.62779870344801,1
No,83.90467046642286,25.6732736758938,D,E,C,-9.931353832064993,9.907194733072856,1
Physical,-98.96359354712084,66.88337229142338,A,B,A,-78.89551665363842,-28.573378973262297,0
Both,33.70693015888146,119.09748990445136,C,C,A,-27.958146711148125,108.29411755605467,1
Physical,-153.24614163822622,4.59260201452043,E,E,A,-0.7404091353483919,-73.24825125258306,0
Both,-90.13912264548465,-77.64896511324247,D,D,D,-152.1976772995185,155.86928888799284,1
No,-67.50421265148188,2.009895637566137,E,B,D,-69.00661986457189,130.3458860959951,1
Yes,-284.96945647648386,24.256378493991257,B,E,A,-85.30406524912512,-23.53281613058659,0
Yes,324.4808021949011,38.681188770524635,B,B,C,107.04488586732195,109.50275899037419,0
Mental,98.65418180701265,-45.519416475089905,B,C,C,-54.32939605367834,-4.005181523759941,0
Both,69.72759420996077,-51.66716505162192,A,E,B,-89.49052145098642,-65.93778495157534,1
None,37.80372813159059,23.57139373334116,C,E,D,-3.8656087446314,15.153703377900213,0
Mental,95.66597051506297,-137.33322471641617,D,C,D,17.24062933568607,92.81533446643095,0
None,-48.16964914801425,91.46053674824569,D,E,B,-33.70699365419135,17.66780040125796,0
None,-107.42668841521181,-61.4023457364482,C,D,E,-87.95885649267343,92.72593621348372,1
Physical,86.81541818684994,1.6799864311789612,A,A,A,225.32551769730526,35.471657744429294,0
Yes,-144.5975277010075,-5.147309414353826,C,D,D,-8.95554995400782,21.37316942912252,0
Mental,41.22575994760015,39.120614931561036,C,A,D,152.85407173066918,78.19125282175476,0
Both,-280.7997636976522,89.68266012904141,B,E,C,-98.3604763293464,194.17942902599356,0
Both,116.71696477596916,-0.15992436495470388,A,C,A,141.12256700268827,16.66545760094875,1
None,231.97510359076568,-56.16741872029708,B,A,D,-8.431752662433485,-34.90260808033733,1
No,125.75025576168142,-38.106127016023166,C,D,E,271.2406141905746,51.806451805866274,0
No,63.77962273288815,72.57997408263799,E,D,A,-144.85761424614495,297.31970225996946,0
No,-232.05649038393958,63.18580350821363,A,D,A,-54.71314536509345,-5.923327771828494,0
No,-13.950141115376377,-89.46618880788014,D,A,C,-31.75457845955398,-129.54723046943488,0
Yes,-24.150682007702574,24.387166674077513,A,C,E,32.726853026880136,-104.02954510417968,0
None,58.997571871784714,187.4791767159885,C,D,D,79.47767121358517,-69.27239873620081,1
No,68.15135083351528,-96.63760690917344,A,B,C,41.290931885310556,62.43521795963293,1
None,40.92280285299373,-27.595387407919468,B,D,D,-95.84137452925448,229.3098484121217,0
Mental,-20.676487264913355,-56.98355249874094,D,B,D,-80.96856750291816,144.31540608357807,1
Yes,-154.10285811080246,107.88836501504503,E,B,D,121.65576925038633,-125.66541042577344,1
Both,192.95961699694396,-68.25430743544105,B,C,B,44.16105589008005,88.4367092574585,0
Yes,-53.99767720456813,81.48542065397113,E,A,C,0.21003347548380255,-91.35594010649982,1
None,-14.529733892747313,-24.622100967428008,D,C,A,-78.55918939250375,-9.73841670296552,0
No,139.4018756095303,132.50883853349092,E,D,E,-33.23607910468359,221.76168120549224,0
Yes,-89.19982005485102,-68.21002706359306,E,B,D,-35.424704489632106,61.6888421760484,0
Mental,-58.60819349437385,37.93578711494237,E,B,D,-8.300941141888678,-4.495013691014777,1
No,49.48310950177579,-117.64872573488847,C,D,D,-235.22947739567886,106.332922446406,0
No,80.48467286281435,29.915450132920647,D,C,D,-88.82477703774333,-92.98780508801839,0
No,94.80283004620752,90.77445992405815,B,D,D,-23.31454516731287,-151.8026641426834,1
No,109.03015994203236,-79.30135239579883,A,B,C,42.277432873850586,-60.8099578504096,0
Yes,-84.31936856124241,-85.94486834744009,E,C,E,-63.254484841238266,131.19772422802572,0
Physical,120.50099584703374,-10.50986411279696,C,D,C,22.489359772918625,17.36403529196729,0
Physical,50.696444886685576,82.11573585264796,A,C,D,-54.575874235416514,-50.511221218715484,1
Yes,-148.36082363359463,-131.8624889012281,B,D,E,-83.26859590139468,-35.372920063489794,1
No,-159.32652160495022,93.42089845343894,D,D,C,-129.16356836930228,144.1169138769321,0
No,-82.06904644917593,23.33198057007593,C,C,B,33.522923739869576,139.08133989402762,0
No,-23.161084547516158,103.52096385676737,C,A,A,89.11120607640066,-94.02172945123456,1
Yes,112.11604573608996,44.910165132088395,B,E,C,-98.77501225703247,63.17950685985087,1
No,155.09400043155577,175.1221345842948,D,D,E,-71.22751608734418,79.14267672297431,1
Yes,-121.03899782190078,38.59927325749016,D,C,C,-65.64939115382845,-2.0677750643681643,0
Yes,-68.29934682660831,-114.48066102371337,D,B,D,-134.24643781711833,157.99971098337696,0
Yes,91.30707682508758,13.697946237018874,B,C,B,-13.142369522870881,-117.25478060086225,1
Both,7.080905184131675,-79.61295774833658,A,A,E,-38.26056343119148,-212.4234512789334,0
Yes,73.26602443166152,181.69038439726984,E,E,D,20.333327527030047,8.051072248901333,0
Both,96.67601002215844,58.204622111334324,D,E,E,2.985799339213695,183.55354648875087,1
None,109.035413515254,-4.505308941383024,D,A,B,76.8486999388893,6.323614649041655,1
Yes,28.120619301759948,-11.018972185033142,A,B,D,-32.4282696736401,26.263926698809755,1
None,-119.74574550830917,43.64155492710866,E,C,C,25.912205038357094,19.95287101842793,0
Both,101.95816512547486,-18.76105398262762,D,A,A,1.6105014709998589,66.75015257787335,1
Mental,-147.08793899513347,-79.43978971287908,C,B,A,56.029324053906834,60.9039615190328,0
Yes,97.51533100245796,-23.298053867722142,B,D,D,-43.23202727245536,23.41256968515351,1
No,-2.6114505508457784,-10.482171016834448,A,D,D,31.689207452760805,5.342198862592886,0
Mental,10.676298529675927,20.110028865773753,D,E,D,37.08582148414437,-16.206888442826763,0
Physical,162.5127075353827,-125.45121873253706,B,A,C,87.73054333421543,-17.180068122197927,0
Yes,55.98039559351583,-140.58298466571642,E,C,E,1.0919436280930448,-79.41605443191406,1
Both,-43.56778776849915,0.20214022766852943,A,E,B,-66.70255573513802,57.22210284275129,0
No,-88.6957826790607,0.851096566800971,E,A,B,-72.73521432394972,214.6889060544663,0
No,-4.891666013390303,1.4859689992237946,B,E,A,131.1368267763417,210.40213635641146,0
No,-38.013027446885026,122.8074354900674,C,A,D,-44.07084201178266,36.25532155258586,0
Both,-86.59383609553441,90.59462095700304,C,B,B,-55.84552419720581,101.65447992024707,0
Mental,55.672477274696874,-12.016006860528874,C,A,E,-107.84196397245056,-13.527864223210798,0
No,-15.941514316202932,39.31501425036833,D,B,B,-41.672579431484124,2.454442412037979,0
Yes,26.659860244509332,47.463171054119364,C,C,D,-156.9487018077518,127.32774963560449,0
None,-108.07233333667835,85.54500145110896,D,C,D,-1.2492609352184436,9.526151082550083,1
Physical,172.3330711527351,130.5278307492371,E,D,B,107.7718386584421,81.40525568383696,1
Both,53.55789580588546,-6.6989959449842855,A,E,A,-69.40846230485573,-237.70811084347017,1
Physical,-18.775118064490123,160.16442856518606,E,E,D,52.31160614490612,111.03412335256311,1
Mental,34.49569761060163,120.14172087674544,A,A,C,12.415967760241944,-66.58495476766248,0
Mental,21.301972016609795,-169.47455686655385,C,A,B,-59.59112142281368,-187.54136298236722,0
None,-99.08306456681728,-148.46533877763818,A,E,A,-64.71926801674839,-93.72799172022384,1
Both,112.67758978035727,43.907165194745104,D,E,B,10.115623803286597,-138.3865203335825,0
Both,-100.2954978616349,90.88030597699102,A,B,D,54.02877582095111,81.83667037451741,1
Both,-145.89698278498025,58.78602520311513,D,E,C,79.27262314170987,-10.379833593737976,1
Yes,197.54263996203895,-21.998306696960253,A,E,C,88.19113535539668,-137.57121318939284,0
Mental,-136.88695811804448,53.456177160869245,D,A,E,-99.38474407746511,-87.0328451576604,1
Physical,49.09718202991949,-12.75574662633407,A,D,C,31.67519368975179,9.563081407720937,0
Physical,-50.317120913267466,69.72542348332327,E,B,E,-180.90662753003417,46.89008883631672,0
Mental,31.840576567032585,76.40702671613145,B,E,C,90.5589207205834,-26.490227503697884,0
Mental,-45.07990336473247,109.84099018124307,B,A,B,-59.662461485323945,77.82093787428586,0
Physical,106.65298057036392,-40.67450735596215,C,E,D,-108.07497894677533,24.47474759712733,0
Mental,69.88087373747906,227.6592068173127,E,E,D,-16.187096834290674,77.32194052414111,0
Mental,-118.88147472801445,-19.68488734923283,C,C,C,-59.823577455461916,-34.70748235694034,1
Yes,21.44541244030297,-68.6901940804443,E,E,C,173.12768267007556,-63.89688427908684,0
Physical,-40.16623532934469,84.68700812834457,A,D,E,7.5916279379467255,-115.60369746246614,0
Yes,-1.517998871264419,29.852500412240712,E,A,A,-19.79971557584933,104.05632218759833,1
Physical,72.19049028783579,105.4005050759871,C,D,C,91.03133731409456,28.462476286354022,1
Yes,-208.15435801504987,3.5935989824547354,C,B,A,-35.778526431764796,62.415727620750815,0
No,-188.98268907134687,114.6132979517994,B,A,C,-87.31274774454376,183.6917539217764,1
Mental,72.34048887365242,65.32107037398426,C,C,D,-120.40968165974758,-98.27184892302668,0
No,-219.39101527168958,226.39798635159667,C,D,A,148.58772720342878,30.245760328094317,0
Mental,-144.00385156228742,-99.76577359583723,D,D,E,-143.2823579224693,-2.0789890640171533,0
None,147.6309910965145,7.991276703394225,C,A,A,-62.278615607825294,-256.8238079003814,1
Mental,-28.203217652079605,-8.719224590992077,D,C,A,142.80818741431213,-21.695427344600862,0
Mental,83.10993407589645,-128.47124385259045,E,E,B,-58.796525628647245,-67.15093652251973,1
Physical,-38.91907942311491,-126.95981254058711,A,B,D,108.3439270358006,185.24204804716825,1
Yes,-51.12391622834856,60.08956354167503,C,E,A,47.309721339091574,17.991091279593334,0
Physical,-29.91624450732119,41.006072450734756,E,A,D,-59.01199969841343,-68.94798934774056,0
No,-64.29266787274798,198.23725947401527,B,A,D,196.32881506003673,122.27790115162406,1
No,14.381718094444693,18.396898584663067,D,B,E,-16.741155825796955,-40.18778727973295,0
Physical,-48.911348580523054,-20.07739004677474,E,C,B,-275.56912378588777,-7.42832151779588,1
Yes,-5.823442697906412,40.49402805589366,D,A,D,52.960509191168114,-85.5702165638242,0
None,116.1494839100073,-130.09764047455872,B,D,D,-19.44710924040421,-104.1640891652062,0
Physical,-72.15361983124528,34.720574562471604,A,B,C,81.18064753877883,127.26771698261426,1
Physical,0.9070821849116524,64.26164043113157,E,D,B,-34.18066165677664,-44.01698259736317,0
No,-103.4085159291795,-100.4481826973185,B,D,C,-66.17182434971402,92.91318852408293,1
None,12.61663063506667,-109.45666740375624,A,B,D,87.07642028717217,-141.56836242842067,0
No,34.08324912114779,-107.12874427252635,D,B,B,-29.90124807422823,-141.24601105534134,0
Both,-118.19376208132493,241.5010367706651,D,D,A,89.34474156175027,133.78169646974766,0
None,128.08226398303114,-17.209057535202707,C,B,D,-263.7243057113078,-62.50524392419331,0
No,39.369422996898116,-56.74104837136578,A,D,E,97.38205864865677,-43.78223038035358,0
Mental,-94.20811003398208,22.49504330933931,C,A,A,-89.2632854018465,-199.09370270936563,1
Yes,54.78159381903127,168.80054578284197,C,D,C,46.66815919902909,-163.1001278813459,0
Physical,-19.924442954472298,221.57333714364626,C,C,D,65.4092250061249,-36.734049568669406,0
No,-92.51053202795495,-37.33028187287724,E,B,E,63.14206637729928,-137.14909732565198,1
Physical,69.20120260002646,77.85039056194806,E,B,A,-27.367876570099885,59.606727991457376,0
Yes,34.69901884704753,-105.4443801540647,C,A,D,-20.5425500376194,-58.29059129974077,0
Physical,32.340483019071115,18.73327466879482,E,C,A,-126.86242506847323,-96.72995698119603,1
None,79.86072253246493,30.955412788629232,C,B,A,168.11048719903573,24.2812167161269,0
None,21.525052989573176,-171.10465371325478,D,E,E,36.66824480780814,114.24026175711856,1
