age_group,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
65+,Other,B,69.11204986511281,B,C,C,1.255814368365684,D,-105.27675348435241,42.75026614862135,E,32.31637882282983,C,D,B,C,241.76016108614772,1
51-65,India,B,-69.13759597050641,A,C,D,86.7613714648717,D,-110.49340651840957,19.808185056252402,C,111.51043589168506,C,E,A,B,0.5644611413546943,1
51-65,Other,B,165.06750617276228,D,D,A,-19.876761576224865,C,-62.65531576585067,180.54273022937238,D,110.84113994158025,A,E,D,C,-20.773767322893562,0
36-50,India,E,-38.06802879313717,A,A,A,-172.54886951061175,B,-8.266549053787593,-97.88523329897414,E,1.3714457408962173,C,C,D,D,65.2573035710485,1
51-65,Germany,B,-82.67735087807523,E,A,C,128.68742014028078,D,-7.820774727576654,87.98952266972536,A,-82.36410163447178,E,B,C,B,164.70308430692143,0
65+,India,A,-10.851384073953565,B,B,A,-27.34685253846027,D,-82.01366126801658,-68.9224847381121,D,125.5156268582615,C,D,C,A,7.818906362263175,1
18-25,UK,E,-86.95760566205863,A,B,D,127.05887687732698,D,-52.82804311746296,-61.88534471643952,C,134.6011583527209,B,E,D,E,-10.054870008658327,1
26-35,Brazil,A,165.89192706729224,D,D,D,146.4975972731688,E,-154.00796454360338,-115.27674634365586,C,16.81226118494001,C,A,A,E,56.7569214259594,1
51-65,Brazil,B,29.04466894678544,A,C,E,-51.68741070798559,E,164.56647249037403,-184.31588765628047,B,181.41776641173192,E,C,C,C,30.24416854830509,1
51-65,India,E,-106.7375665935226,E,A,D,-18.808540507436668,C,125.99860831969889,68.75161689399249,D,-291.11580434299304,A,B,C,E,-113.18635900924967,0
65+,US,D,133.5384729161535,E,E,E,-154.33373775068443,E,-69.93094518012258,34.990359138520205,C,24.887649292299898,C,C,A,D,7.86073399670058,0
65+,India,E,11.774523438230332,A,A,E,146.62728236481436,D,-41.17931425727789,34.84052937979974,C,-53.12026180406364,D,A,D,B,-100.13642273801204,0
65+,India,B,83.23681328147244,A,D,B,11.666580908390252,D,80.41018518117012,-14.769961358336687,D,41.32235596429137,A,C,A,C,10.709365812080746,1
18-25,Other,A,-116.78067078383943,E,D,D,135.46355437665227,C,118.4645931885284,-67.21742989527338,D,-27.702124874835654,E,E,E,B,-116.34170605160162,1
51-65,UK,C,42.72352018126925,A,E,E,40.22292173119482,A,146.47233484184264,-169.44778607018856,C,186.7350209826045,A,B,E,E,-68.26952716964328,0
51-65,Other,B,-27.394223928475814,C,A,B,30.267963933939836,A,183.57259919025486,-205.88872445734467,C,93.49209037171806,A,C,C,A,55.24246114050841,1
36-50,Brazil,B,-115.91079946409559,E,B,E,-88.60684608687116,D,129.22897848119993,-21.696333822863146,A,-18.908055442576526,E,D,C,E,127.82854687438052,1
51-65,Brazil,C,-35.65386517036856,B,A,A,-47.09238011380778,C,115.50834990121086,124.37873146201814,B,104.60005336384202,B,A,B,A,-45.918807868604965,1
51-65,UK,A,-174.4924141470448,B,A,A,-1.4379606800278903,D,70.14146154085375,3.175976372347705,E,-98.93700392537905,E,D,A,E,87.22350194160245,1
26-35,UK,A,16.227618177609212,A,B,A,-41.345359768594015,B,93.02321013588838,-101.1210693124664,A,26.604882392585793,D,D,E,A,113.26702300692367,1
65+,UK,E,223.32853391576188,E,C,D,54.17630245187177,E,-23.310457251318038,256.5404567277243,E,122.42833787802962,E,D,A,A,-120.07849382905948,1
26-35,Germany,C,20.15932386844398,C,E,E,-167.05773003151015,D,131.09322528395342,34.330396302560025,A,14.623280556870702,D,E,B,E,14.430917814697377,0
36-50,China,C,-91.05487254815439,A,D,D,-21.727370764599886,D,-149.27066488977457,64.89617224769695,B,147.7523325202561,B,A,C,A,143.34092022711144,0
65+,Brazil,E,109.23556417924496,C,B,E,48.795715866243036,C,12.26533583451003,90.82671359200724,D,-59.93134909945292,E,B,C,C,94.59289913483263,1
18-25,Other,B,-50.89364056618909,E,D,E,74.67069578208732,A,41.099659028430075,-28.082324678063735,D,43.37749412429782,C,A,C,D,-7.57734927881185,0
51-65,China,A,-179.61787832655597,C,C,A,-123.21470461831025,C,9.306060398812543,64.29808429431037,B,54.39185143645664,A,D,A,B,58.092720597938694,0
65+,UK,E,-25.440787297455287,B,A,C,-99.5677027903714,C,-154.22778386319337,50.436338359081525,D,-39.71443509378717,B,E,E,D,101.49400318725013,0
18-25,UK,C,-46.346874821193694,B,E,A,-208.08640627142628,D,278.4502212020652,135.31101678091142,D,101.82991364245404,E,D,B,C,5.913422291536528,0
26-35,India,E,-64.23552173278331,E,B,B,-103.80691930905508,C,-194.73980600451074,98.86371877674979,B,-94.84566603372193,E,B,D,A,32.08293466260634,0
65+,UK,D,38.95579248884681,B,E,B,95.88717698768076,B,131.04669520375606,113.75325754015952,E,13.686796722152177,E,D,D,D,-16.261718783317338,0
51-65,Germany,C,-154.78713924513008,A,A,D,-19.240695858848273,C,-21.78643512082695,3.3419643331197486,A,-168.60224176285158,D,D,D,E,29.738640811105395,1
36-50,US,B,156.40149598720032,D,B,E,-19.949247104143282,C,-75.3345138980666,96.47791312435322,A,56.39479938732772,E,A,C,C,37.36460964266614,0
65+,Germany,D,21.69041854177714,C,A,A,-18.952309174910333,E,135.03755097399446,116.86940779894795,A,168.19125413904993,A,E,C,E,117.66871556224852,0
51-65,UK,E,-103.82116682410366,D,A,A,-106.6875224120242,A,-16.67305768232498,-90.99070404907931,A,32.54524239663922,A,C,C,C,-100.66448439607136,1
65+,Germany,C,16.016834614566182,B,C,E,-44.50127966548126,A,13.798655531851074,252.76154486944532,A,46.09235203385134,A,E,B,E,13.118169325200524,0
36-50,US,B,49.06051573220081,B,B,D,-82.84441256367806,B,179.83166144828786,-101.45116971380435,B,-15.68200540693628,B,C,E,E,-18.895824263918566,0
65+,US,B,2.340316430321914,D,E,B,59.696451643629956,D,-39.73727988545313,-46.23525802379388,B,-19.50567112666996,C,B,E,D,-82.63939272753038,1
36-50,UK,E,-124.07020807003859,C,B,E,-79.28950564677305,B,-50.17826310145003,125.08444507436793,B,120.78151008422402,E,A,D,B,0.5659391852387331,1
18-25,Other,C,-43.93012522724151,D,B,C,7.764514040982264,A,-117.86328476736705,30.262962121426735,E,116.04516041198585,D,E,D,D,-151.37688485559525,1
26-35,Germany,B,0.5817860467757692,D,B,B,-231.0811136485306,C,-104.88377371502138,-56.926595822011436,B,194.30416579804947,A,D,E,C,112.92856754317265,0
65+,UK,E,-61.74874497120296,A,A,E,-113.84921776125164,A,42.411178440565116,86.15544348774343,A,-144.91078928246003,B,B,A,D,74.32361299330123,1
26-35,Brazil,B,-179.69513457688248,D,B,E,-33.655497566026035,A,-169.25029868445577,9.198726816393926,E,21.610384407951404,C,B,A,E,-135.50257511665086,0
36-50,Mexico,B,36.99307695806284,A,D,A,-129.56861857307746,C,-4.508888278148607,120.9062863618451,D,-5.253330327009184,A,A,E,D,1.9811146189814128,1
18-25,US,D,-113.64038372807197,A,E,C,-10.062341879391635,E,-28.39484219545711,61.956031139902336,C,86.93606002947908,B,A,A,A,133.01018542455768,0
65+,Other,D,73.12862612539458,A,A,C,-90.18818539905979,D,212.91463995121484,-160.10588530411638,C,98.20697987212664,B,A,A,B,-122.96653194764033,0
36-50,India,E,-26.57234585603242,C,E,C,-40.48154672180297,B,7.6393164625151515,92.29725151770381,B,179.4448393814966,D,B,C,E,-102.31378967760598,1
51-65,India,B,-22.116531337409228,A,E,D,-179.5939953973016,A,13.012493285115392,153.30291841670837,D,43.75525790629764,B,B,B,D,116.51609263434474,1
51-65,Germany,A,-22.81718174144023,B,D,E,262.5197051682659,A,-81.35646009794029,29.00279831376204,D,194.61561019696077,B,A,D,A,-34.28012860508203,1
18-25,Mexico,D,124.11631760604816,D,E,C,-80.0233320890703,A,11.972929195770998,50.88653328526882,E,-138.91228863620702,D,A,D,A,-111.14827824655367,1
65+,Brazil,D,-6.3160841840833575,A,D,D,272.1751755815353,B,-64.22303433899539,-28.573009749030177,D,146.0465260236417,B,B,A,E,-65.32676707959249,1
18-25,UK,E,-50.3756269744943,A,B,E,-30.313562853010247,A,9.940575293164006,113.69494953824572,E,290.0954497846774,B,B,E,C,-137.2777216763446,0
51-65,Brazil,C,-13.57350276313081,E,B,D,64.1929407150322,B,24.066773679257103,22.03433417335346,B,236.86591693490308,A,B,B,C,-71.67158489165769,0
18-25,Germany,D,-20.515215404884607,C,D,E,-165.99569925629513,B,100.20402142288845,-55.684464153355314,E,99.96338489723945,E,C,B,E,11.634009531331863,0
18-25,China,A,-63.75130861225251,D,D,B,104.3521551662074,C,-67.16520217366883,89.18055834828182,C,83.4157671606822,C,C,A,A,11.181050567107526,0
18-25,Brazil,E,168.31380482415204,D,B,E,-138.77739084032856,E,-9.98600892707058,49.42517113900632,C,31.248124404076,B,E,B,B,-55.777632233422835,0
18-25,UK,E,21.70786723339425,A,C,B,16.67091963112504,A,-105.87826595394112,75.19400947494455,A,150.64663988709367,C,B,E,D,126.22193490954147,1
18-25,Germany,B,180.420257355223,B,A,B,8.718736263046472,D,-196.69437936460085,-209.1165743240787,B,-17.463157963137167,A,E,B,D,-229.7435230399971,1
51-65,Mexico,A,75.547353998626,A,C,E,-101.64689620563215,A,-64.82979491625875,-13.714281984356921,D,-205.09659280534356,D,C,D,E,-188.83881147243545,1
65+,US,C,130.5092096401347,B,B,A,-67.24755125222102,A,-17.228601961320706,86.85133792263532,E,-67.49992279230632,B,A,D,E,30.836534795916425,0
26-35,US,E,-111.8652263999819,A,C,D,-71.6512861193333,A,67.79435691721372,11.607957016196062,D,85.1831257387513,A,E,A,A,123.9522993159434,1
51-65,Other,B,-40.81852660624827,B,C,E,-35.67702178729539,B,-100.96480912503742,-13.28878914008492,B,-65.12912820004057,A,C,B,E,-133.20952794383098,0
36-50,UK,B,54.884494352084914,E,A,C,7.736492003848959,B,86.8596550548306,-122.47821710835831,A,18.44728386441527,E,E,D,A,111.38733591810639,0
26-35,Other,C,17.206340923108407,B,C,D,44.0275393056663,D,13.377609915741367,-58.28529259249125,A,-2.4609001640908548,C,E,E,B,87.10060096258518,0
26-35,India,B,62.91959012617827,B,D,C,-40.418826529926264,E,14.092767086355257,-72.3111099861844,E,18.089599588977524,E,A,E,A,89.67244553685161,0
18-25,Other,A,-35.32165414867827,E,E,C,137.27589625429113,B,46.94201845237569,49.80803431189345,E,14.371215602499923,B,D,E,E,-157.45684664086414,0
26-35,Brazil,A,-55.89179682515546,A,B,D,2.415908910458495,E,-35.62412862990438,-152.23493125316426,E,-127.81254176648653,E,B,C,B,-111.84675455349311,1
26-35,Germany,D,-0.8963542253415326,C,C,B,27.039840338101307,B,45.808345011070045,131.93281808242673,A,-19.118319817468127,E,A,D,E,-14.993569512499278,1
51-65,Other,A,-73.12910700670014,D,D,D,43.824334057673,D,-112.1139544268071,-69.44850833441602,D,43.44766137906971,C,A,E,B,45.754959242130525,0
26-35,US,D,-45.37711441209639,A,D,E,-177.26187727334838,B,-152.21115674083228,124.88157698357698,A,4.907162927825688,B,E,B,E,-64.57646930139201,1
36-50,Brazil,A,37.02158642202648,C,B,A,79.74617137865458,E,143.27425006127214,-77.2474275718621,E,-13.344487665733606,E,B,B,A,-26.821852597279722,0
26-35,Germany,A,-123.92334180510522,D,D,C,-5.298517890217346,C,-29.969920261788513,249.07734731573146,A,209.4050048396129,D,A,B,E,5.103515983006454,0
26-35,Mexico,B,41.85726541909266,A,C,E,-43.04128808495,C,167.7446569440058,60.780416408360416,E,-68.13734131929465,A,A,D,E,195.88042318184128,1
18-25,UK,D,-102.14475669969842,E,C,D,123.1078372295186,C,-58.98620656090476,-38.400583050404975,B,41.62788159935134,E,A,C,B,-7.528211953333819,1
51-65,US,E,-14.091553407046426,B,D,E,76.21719546609258,C,-120.65789472246334,-80.79510176711716,B,107.5441261762414,E,B,B,E,-56.22738249836866,1
51-65,Germany,A,62.91131608001582,B,E,B,-140.15959774064265,D,-90.41514065329984,169.54739699535207,A,-3.0691314659127498,D,A,E,B,-48.12819664993044,0
51-65,China,C,-134.92174973137816,A,D,E,-41.614968848647514,D,-10.557920064968792,61.03657049299858,A,162.72796677697704,E,C,D,C,126.78014780574998,1
26-35,US,C,51.4651472522758,A,C,A,-100.01787893920768,C,8.173712534207626,-57.12719105906241,D,-71.74814315148322,C,A,B,D,22.447611369698475,1
18-25,Germany,B,-27.593756763592687,B,A,C,7.2353501769669135,E,-107.61081253949702,-141.82058348343998,D,-128.83595323412254,B,B,B,A,94.86437473612072,1
18-25,Brazil,E,-191.20179505442366,E,C,A,-110.75846828954836,C,-121.9038300421122,4.713290550500204,C,-90.15508617649324,D,C,E,E,-74.22727127171896,0
18-25,Other,B,60.08721994637186,D,D,E,-17.546838828842574,E,-12.216488923988878,-70.90166317866147,C,-79.07262078586625,B,C,A,C,-1.6492657594183662,1
36-50,Mexico,B,43.06824181571808,D,E,D,76.34213345369739,D,-46.85668082468801,74.09203878152752,A,19.90475381307932,E,D,C,B,-78.76101466615282,0
51-65,US,E,-125.86497833295628,C,B,A,2.566445714245182,C,-81.19899163105643,123.05294691094728,C,124.73309872913222,E,E,D,A,93.99985252011824,1
65+,Brazil,A,-14.046048796337201,D,D,C,9.470652340401797,E,36.071516204100234,-178.2202573761833,E,18.839954687186598,D,A,A,E,-53.487887541432634,1
65+,Other,A,36.717290815289964,C,E,E,94.17256782137603,E,-98.4632421206899,37.18509853091567,A,-89.67841406135094,E,C,C,E,53.68130247017579,1
65+,Brazil,D,27.699298997721485,E,D,C,29.16151929738065,C,58.74840312269086,91.69118767327973,B,-9.310969439471558,A,C,A,A,43.01078826188134,0
51-65,Brazil,E,23.936227678080332,D,D,E,-21.46808764601423,D,23.56235530525294,-75.29970380957812,A,-38.894640616889006,A,D,C,D,112.50447472705869,0
65+,India,C,73.86329387412361,A,B,E,-2.2104928164535305,E,48.03604202908033,-20.608663863379956,C,38.518367434626164,D,E,C,D,50.76601031618676,1
51-65,Other,D,-125.04049558133445,B,D,E,72.60161969145412,A,22.79290972928169,16.11491066645823,A,-21.633280443084193,D,D,E,C,-77.38617475971725,0
51-65,Germany,E,11.016344566175269,B,A,C,202.02620611160387,A,59.51189362990321,84.43612764522426,D,69.27910905395586,E,B,E,B,60.354258615339205,1
51-65,China,D,40.5044978623109,E,B,E,1.6508308608999032,C,-109.3201303588915,-0.024894323997818827,E,96.74206713354647,A,B,E,C,-2.1021607448186446,1
65+,India,A,-82.6139932958714,A,C,B,-75.18160336358586,E,-55.02315489723762,-2.1210693073781974,D,149.05589868583547,A,D,A,B,-8.763807510205226,0
51-65,Other,A,-230.26464925748442,A,B,E,-272.84021124136495,E,-11.702142127294001,37.6826678547394,A,6.919597107742836,E,C,E,A,-257.2565069760907,0
51-65,India,E,-76.99079443923097,C,A,D,25.210288292771438,A,92.49765419913243,-25.211257499994723,A,-167.79304824969398,B,E,E,B,-14.882056054991136,0
18-25,Brazil,B,-103.83433733950366,C,D,E,141.29624472783468,E,168.234250854702,30.083476145428868,D,220.37547743129556,D,D,B,D,-64.1115870270907,1
26-35,US,B,171.70136471319256,D,D,C,121.19646261501593,E,89.93645932546491,34.79359203616612,B,-92.38959322481494,B,C,A,C,84.17966969436588,1
65+,Germany,E,-166.88148424962637,E,E,D,-6.205447594107791,B,-74.75885491407638,-47.33478410708277,B,-15.20883478699348,A,E,E,D,156.1715364718264,1
65+,UK,E,39.188539216889836,C,E,C,5.220133145285823,D,149.79426314415795,86.49245622391533,C,151.05270201434337,C,A,C,B,-116.04320653371565,1
26-35,UK,D,69.63480191885647,B,B,D,-51.94570824499946,E,51.540054029762,-57.4276046034773,A,56.36257298972613,C,A,C,B,159.8586901677131,1
65+,Other,B,110.8230086833415,C,D,C,92.81095930424557,E,88.03076834285521,27.403441506078284,D,38.55762250005925,E,E,D,D,102.29063619700436,1
36-50,Brazil,A,-3.7548129852800303,B,D,C,65.01826002393464,D,86.03180000501939,53.03389057348863,E,76.77537232414554,A,A,B,E,152.73475843256094,1
18-25,Mexico,B,-297.69773569245734,B,E,A,6.702792884476532,A,108.26237606069978,-42.733702394153916,B,-74.27700827534024,E,A,A,A,63.73196083263204,1
36-50,US,D,3.8697581750176955,A,A,E,-57.25692991831919,E,27.353303110353284,-193.44198650989694,C,30.30273616632278,B,E,A,D,-43.02802104501235,0
26-35,Mexico,C,65.2373112717589,B,C,B,182.85572645930398,A,-88.9645953201535,-10.808493967468475,A,-17.06561552535601,C,B,B,C,68.02955848744054,1
51-65,US,D,-76.53669574073031,C,D,C,71.04569951486567,E,48.97652617477073,-77.95069259347969,E,-95.7151727455564,D,D,B,C,26.62211785425636,0
18-25,US,E,290.43848933672496,D,E,B,25.884408926420015,E,41.1903821025136,7.084483860643191,B,91.62788899314042,B,B,B,A,-178.11728264823094,1
51-65,Germany,C,116.47002868203387,B,A,A,-174.28049454377174,B,36.830621066724305,92.52046277906219,E,-74.19660291597992,E,D,D,B,47.37381201220959,1
18-25,Germany,B,-157.9604620519198,D,C,E,99.3275527855211,B,-6.142401539786794,-71.3022950239936,E,-70.0039217302699,B,E,D,E,94.7153128179922,0
36-50,Mexico,B,110.43754659884964,C,D,B,164.42220464344098,E,138.28728152084454,-44.73802125467773,C,77.08172933540325,E,E,E,C,48.51587033412423,1
26-35,Brazil,D,-108.84701700224575,B,C,D,-156.479104285077,C,43.05066293545367,151.91978564792652,A,-98.88094250768033,A,A,A,E,-27.686180436887703,1
18-25,Other,E,84.74453141266616,C,D,C,38.461687772574145,B,218.08958840362243,-114.43673681659877,C,-36.670486168539625,B,B,D,A,-4.425890009085009,0
18-25,India,C,101.25589319521625,C,C,B,-127.40078135466648,D,77.40090951104969,98.12602653705255,E,-17.854918581382748,D,A,A,E,-135.67982928803704,1
36-50,UK,A,65.00433318593112,D,B,B,-76.72993350902087,A,179.21149201799162,-137.75625743517057,E,-133.40652212916123,C,A,A,C,-104.45758180281335,1
65+,Mexico,D,-61.4678999791964,D,C,C,90.89849525365685,D,153.14610763354915,211.0394142599166,E,-39.5063381250508,D,A,C,C,-39.008004742605635,0
26-35,UK,D,6.202257618101652,E,D,E,229.286313832822,B,27.039009858730935,-21.430081271902583,A,74.69255878968762,C,B,A,A,140.1700919821662,0
18-25,Other,E,140.30375147967342,B,B,A,-67.38830852914384,C,-86.13905791814864,186.4595724042598,D,-144.66760598570983,E,B,A,D,-109.15828367580438,0
36-50,US,D,-21.064577249046483,A,C,D,-107.2836735310395,E,124.25685900238707,155.1342239065859,C,50.699927076399916,B,D,E,B,182.97892972008108,1
51-65,Germany,E,12.636644772873487,B,C,A,-50.39519560801733,C,224.73683679988477,-23.68005919293827,A,-21.095004181895376,A,C,B,B,59.67771069775257,1
26-35,India,B,-7.493348968764119,E,E,B,28.01250412449275,B,23.455920808628914,-24.101708888181875,B,-166.53870773333205,B,A,B,D,149.58922502414066,0
36-50,Brazil,A,-96.59485552794767,D,D,A,-9.510673247428928,B,-33.017948553432475,-22.649474116502653,D,36.567582768376624,D,C,A,A,-119.40947252363343,1
51-65,US,D,146.66974415341798,B,B,B,-27.016930878905843,C,42.38809549074528,30.769182233501585,D,-60.869060858816084,E,C,E,D,-58.25655725926025,1
36-50,Mexico,D,110.0316934096082,C,D,C,-47.02835660269871,B,40.911023211265594,213.7199330127531,C,-136.23029761293284,E,C,D,E,27.005376089231515,1
18-25,India,A,-232.93625494914366,B,E,C,32.350672343029515,D,89.93576976217767,-37.991221770346556,D,146.64813207290493,C,D,C,E,-57.62553903354082,0
65+,UK,B,-7.564867807644989,D,E,A,-80.0879115817185,C,-59.86078840432382,25.618428861855413,D,-8.161109844670763,B,B,E,A,87.86559152061302,0
36-50,China,B,-135.83619404783235,D,D,C,-5.7614874842819175,C,78.45895238844527,-32.09406000256473,C,95.20315904781042,A,C,D,C,55.17921696795946,1
36-50,Brazil,A,88.98342231128548,A,E,C,-26.86661179249802,B,-33.45271770249249,30.03693576126946,E,72.87292108287858,E,B,E,B,-142.72394545888255,1
51-65,Other,E,-36.768344127386904,E,E,D,-158.58435406603948,C,102.16839350859259,-12.321387645396854,B,-123.17032960475245,E,C,A,A,-229.30245201778118,0
18-25,Germany,A,-220.4317839746584,C,D,B,32.68715273827304,D,-221.6259964643781,149.0677095106306,A,-153.23112758738594,B,D,D,E,57.1168302331889,1
36-50,Other,A,-3.587697668052154,C,E,A,45.55467888471168,D,-165.66382446568872,65.18850420476542,E,-96.13641448943305,E,D,C,A,52.640789891713105,0
51-65,UK,B,40.52923254049023,A,A,B,86.37052735644056,D,107.8344071957225,106.35298693135536,C,-11.205342238666034,B,E,D,D,-41.792780335810335,1
18-25,Germany,B,-0.3031295951845767,C,D,C,-23.51922365073655,C,-60.98038038108405,70.02292793473679,C,-53.74509981038289,A,D,D,C,-55.023635303948225,1
65+,Other,E,-33.405974210678316,B,B,E,-96.25715922310134,E,-34.686366865188184,48.436318915749716,A,27.362300035081677,E,B,C,D,106.89335263492627,1
18-25,US,C,43.03055567533748,C,A,D,25.959666285581246,C,54.00611387780189,-58.80916775333156,D,-178.35119343832542,E,D,B,C,9.665658927525435,1
65+,China,E,-135.8981050737079,B,B,E,-21.492691047673652,E,157.55912461767332,60.9068478047999,C,14.939169992787104,E,C,B,A,13.793976261267849,0
18-25,Mexico,D,-0.4238272319934259,C,E,D,-51.679880245378165,E,-49.02837245803583,-6.629498242930241,D,-7.445603590771246,C,C,B,A,133.28080478657253,0
26-35,Brazil,E,33.13377791458883,C,E,A,-32.40762765096713,C,-332.1504282464236,-61.87348674756953,C,43.53118834374998,A,D,B,C,38.83544454938582,0
36-50,Brazil,A,-75.00247671914619,A,A,A,-17.070914380811068,A,-79.3734313691231,53.576658550887515,C,-104.0867371871598,B,B,A,E,139.25509976090353,0
51-65,Other,E,93.42450236771428,A,D,B,-299.7108056404306,D,-78.95591052084617,197.81545244576026,D,95.10098448885728,E,C,C,C,-1.8691702236759176,1
26-35,Germany,A,63.359061297086015,C,C,E,-40.96523583808325,D,3.0195730638643803,-50.408113789038886,B,-19.291994339924663,E,A,B,D,12.949438686786962,0
36-50,India,D,-137.43861224948915,B,C,B,-123.52706010962682,B,-7.992027303634791,12.651554868140158,B,-86.47567499288354,E,E,B,E,181.46136578113476,0
26-35,US,B,-274.7429597021646,C,C,A,-119.21637679860353,D,100.88448053836885,20.174531380675155,C,-55.45672311782036,A,E,E,E,-137.50117850581483,0
18-25,China,E,-65.34217839188138,C,A,D,-79.87492964989073,B,109.22878811636747,-35.07993670992959,B,-250.31872118195074,E,A,E,A,111.99756079395962,0
51-65,Mexico,C,-69.25444302842338,B,B,D,16.86892242834616,E,10.654672772185164,-29.670780085021775,D,71.09389139353925,B,C,B,E,-39.040625019624336,1
65+,UK,C,-238.83809892159027,E,D,E,-114.96699229218072,E,23.44054460428957,-6.450485101434941,B,102.22100889562509,D,D,D,A,71.80011039708809,1
65+,India,B,-169.7188755165095,B,B,A,77.70355986262804,D,-61.576822272740316,11.917232818866067,E,168.64046701391226,C,D,A,A,26.192650112780026,0
65+,Mexico,C,-51.875107198061784,A,D,A,-54.06919799706363,D,31.418034844468924,20.43332983888525,B,-37.86730445451577,E,E,C,B,83.0655011127026,0
65+,US,C,-169.52130204281417,E,D,C,-203.12229420793892,D,-41.14437159657843,170.77733240400522,B,139.17265400292672,D,A,A,E,-76.99140235317097,1
26-35,Brazil,E,-36.132505999504986,C,C,E,-65.92356089500946,D,-116.98925243321338,-53.35867836566938,A,-24.07608141592865,A,A,B,A,-209.0737290056196,0
18-25,Other,D,52.114428783708554,B,C,E,64.69552115820476,B,91.1117781711528,-35.938921741676836,B,-235.28974826064214,B,A,C,B,-133.08466097811802,0
51-65,Brazil,C,104.81784729148809,C,C,B,108.82464991795402,E,-234.26654822171474,-14.793184713333638,A,39.68820130347421,E,C,E,D,-50.59861873477397,0
26-35,Mexico,B,9.814790321597615,D,A,A,-25.431873926816856,C,149.80408941838908,-27.25453394471325,B,78.43554332094446,B,C,B,B,165.90255125392233,0
36-50,US,A,-55.11944283473661,B,E,C,121.81921894912686,B,-79.15485233254344,-60.842593232050426,A,-47.66041307596251,D,A,C,B,-165.95529217036886,0
18-25,Other,C,152.41864162749,E,B,E,-116.59082094584015,B,-191.23507431964015,-77.2979565116545,D,34.24857836416829,E,D,A,A,2.250848206897781,0
36-50,India,B,132.62234972947647,A,B,A,-5.508432085778474,C,-31.675454501848215,98.3251485293391,A,74.49633722648429,C,E,A,B,193.99004493162002,0
26-35,Germany,A,165.21665640509076,D,A,D,35.91677866560299,A,-12.89003869366504,-157.00504924211015,E,-141.9269927926372,B,B,E,C,174.81235722355973,0
26-35,India,D,25.30567453129502,D,B,A,0.6087036103061081,C,-107.90944898138555,78.59698392823502,A,-38.02563159778059,C,B,E,D,0.2748967294389989,0
18-25,Other,A,-46.575002513455935,B,E,E,63.4078599115387,C,-18.58631497347932,26.4057019225027,B,4.0246391286743055,E,A,C,B,-5.698781237128346,0
18-25,Germany,E,-160.6454062869017,C,A,B,-245.13416160458496,D,-157.1754917348577,-19.91773990473786,A,198.08345208070511,C,B,D,E,52.95822691611834,0
26-35,Other,E,95.87155370893666,B,C,D,25.747318366921988,C,-32.064354363843975,73.08777536566085,A,-0.5812954332368442,D,B,B,D,-174.21808996919975,1
51-65,Brazil,B,38.04297865143195,C,B,C,208.7933164204144,A,51.5745741461828,75.31350772540382,A,-39.09570462983434,E,A,D,E,106.85385482967914,0
