civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Single,143.11423657077998,C,E,6.912026563494159,67.66792379698718,E,-72.24089833300387,-62.728542531205434,64.3831027848483,A,132.62432396332719,-22.421686976489553,D,B,A,1
Divorced,0.22880078410260604,B,B,-104.33161390793356,-48.037195181958296,A,-36.926614990732325,-281.88886035608436,-95.42974874985009,E,-149.08658603487123,-117.03586150889558,C,A,C,0
Divorced,-120.38216679876292,B,C,78.503705348035,55.25214795243612,E,0.8906647380947316,-6.23495397086417,36.00988898235978,E,91.08722642607151,-21.423635084947062,A,B,B,0
Widowed,66.31076063660389,B,D,-157.18782897698895,-136.58625545073065,D,-21.274820619003286,-87.06926005967951,18.907451669688278,C,-9.100168818159675,-36.413932630105414,D,E,E,0
Divorced,-107.87003634654309,B,A,-71.30276139024633,-3.038833411407462,C,-174.23551660197455,126.32204956906543,65.35209132429878,A,39.175892433140206,-49.08688485917443,C,B,A,0
Married,49.86706361216008,B,C,25.859477736363743,-74.54764568592864,B,48.502545078350586,-3.7882846349930803,-203.22697882520373,A,71.60336455228139,-26.676923266980467,E,A,A,1
Widowed,-136.7488091662483,B,D,122.6480731935047,69.39546245116117,B,-163.5223371347689,-18.99688048707977,-111.87844736005226,C,5.052280405433192,110.73197401241899,C,A,C,0
Widowed,108.95572864909025,C,B,83.67788434339735,-209.41983775646733,C,74.23593188196385,-98.41322380541476,-65.86559238863133,E,67.4530828695868,-130.6939754204473,A,D,A,1
Divorced,-56.82891434212407,B,E,69.91602657597112,40.81235972549374,D,-22.798007711018155,120.98098753036285,-40.51171071334054,B,-36.31405186840718,-57.36586879885367,A,B,E,0
Divorced,-109.3071953046088,A,C,-86.26265744717556,61.27535381601253,A,-50.352190602821814,-204.21944376130926,11.75574153095482,D,147.57977231019723,48.262932105448655,C,E,E,1
Widowed,-82.42225430150302,B,C,-1.9384035400477444,91.77262768483628,D,73.09349884812903,-94.78715248529568,57.13544174263934,C,-61.71002346913286,-25.989175848099006,D,A,E,1
Married,18.535672178956915,B,B,40.42477971022121,14.26697157908396,D,-83.43225989830901,24.38430657762638,140.04043833703165,B,26.323228374671093,-203.10519828412953,E,E,D,0
Married,-24.24869844831756,C,C,116.22124817868003,-70.4953593514315,A,-126.73801245781968,64.31958620055414,102.13123249532312,B,-62.28502202524429,68.25449261241434,E,E,C,0
Widowed,121.3319455839514,E,C,-166.7806365145876,45.21909428362571,A,-39.98586015706982,47.511730947989655,-51.467110053138676,D,21.9427450386712,-18.100681525698448,C,E,A,1
Single,-85.5228976456967,B,C,3.456172002156842,86.33956902839496,E,56.09561712244842,79.9355458748378,30.016694043123742,D,119.30467467091148,-69.10306172729015,E,E,D,1
Single,244.85920508535335,C,E,54.58981848855841,-8.841165636177596,C,-25.437789664635353,111.20970559261936,80.13766458525582,D,-66.04267177992928,72.4360589110053,D,D,B,1
Divorced,34.41233883274671,B,A,69.94719116979883,158.76428309019298,C,-60.466848325634636,20.13685763182321,181.10628297934073,C,-87.81815724353578,179.9099566169176,D,C,D,1
Single,40.051786614944426,E,B,44.762519053921565,-44.90954723191887,D,-35.22459890815387,-5.2178715106021425,-0.558033498425353,D,48.29852953391173,-113.77442953382469,A,B,C,1
Widowed,88.44728971692814,B,C,72.12879499850347,55.97109131057424,C,-54.45177074726889,82.70486485058026,34.68807342143377,C,218.3969182542475,-44.50436771617752,A,D,C,0
Single,35.84635093251926,D,A,-149.33921274149557,-107.98490301797474,E,-150.0489239587772,-53.582221352357905,58.719074937278535,D,57.65236711410097,-205.6905098583607,C,C,C,1
Widowed,18.212492833619486,C,D,-104.45987843358276,-127.74527222159304,C,-201.45881341626887,103.24470624253874,-167.64215996658612,B,-5.037786970406223,54.428224912696656,D,E,B,1
Married,3.9546255708394913,C,A,-20.778969500572035,147.8338080975301,C,-10.376206849058772,-132.69976781225108,194.83079074141418,E,21.759818497015992,-30.80674651853678,C,A,C,1
Single,-124.12841760635722,E,D,-31.413000416852032,-38.222912210568005,B,73.83671085601009,10.602531899644234,218.98668140473396,A,41.81883507103076,-61.878753228581665,E,E,C,0
Married,66.65942173823474,E,A,-78.31006242494445,-127.30892386142807,E,133.78655075762615,-82.33828865958287,123.92766869111338,C,38.24243115381457,-69.39405208899707,D,E,A,0
Married,71.13546858257635,D,D,37.22911728229506,203.31499016921595,C,120.18229008066162,-253.43615684428363,-181.2366369770386,E,36.81774379440917,176.95867613960922,A,D,E,0
Widowed,11.250089329612095,D,D,-89.09778885460726,-98.80891232696611,D,69.67166201149827,-32.80696282510534,-19.577445449640088,B,82.58483633858857,29.951843699673965,C,C,E,1
Divorced,-318.3629386723345,B,A,-93.0177784845554,54.95840507801402,B,103.42991844005654,-59.66865608522052,-97.84835363767208,C,64.17739472699996,-212.8644197802398,C,A,C,0
Single,-126.51965040402318,B,A,-46.03810367684955,-74.82856918780107,C,-152.5627193110091,133.12419832678276,-115.87906428971684,D,208.17331230644172,-62.84240285456164,A,A,D,0
Single,30.68826340418214,A,C,88.51531439767794,100.57981585314973,C,207.1144472684917,-9.135806788196252,54.2279808594454,C,-26.920563345361394,-41.482162275918775,D,B,A,0
Married,136.3327694374902,D,D,-49.90328708565769,105.7328551742581,B,222.406332861954,-23.96885241206715,-163.24299740461126,D,-10.07226780618742,5.483964367273657,D,C,E,1
Single,-29.662786429669236,C,A,3.1262899754001525,-130.73414936422137,E,0.5305718132145246,-32.35008893512415,69.05615613046854,A,19.65201728601308,-183.11884407526676,D,C,A,0
Divorced,114.89133212281911,D,E,-15.955868803344616,26.80259395571138,D,-5.9544048871833635,88.42138142821246,-21.71556379848902,C,-326.9969208739111,-41.28070495910583,D,C,D,1
Widowed,-66.46526298774586,D,D,63.36609783389322,75.89935471528416,C,16.248452893226396,35.717220128425616,-57.712481351981836,E,-32.1022575516342,181.26614077983476,B,A,A,0
Married,70.28916215101223,E,B,-41.28942857625414,-19.02031178793578,E,-75.8393202645971,27.276436409304587,-33.43421112577958,D,42.41744902930824,-14.262125781213623,B,A,E,0
Married,-45.64316153232189,D,B,156.28049227401144,-131.97097846921721,A,-96.11926995697074,63.88072928669415,27.067238965373125,D,-75.79088408372814,83.06202853768058,D,B,C,1
Divorced,15.295862903567992,B,B,69.99492997018795,-108.61926525456013,B,-117.29352718617687,124.38281205739945,-43.99667530976777,C,63.07861384056734,-31.737757443009595,B,B,E,1
Single,-181.0816023196531,B,A,-129.13339993249244,0.5930309433781773,B,-18.78302915740194,98.60317098513448,70.38358569701496,C,58.614311163881425,99.12309989824634,C,E,D,1
Divorced,-34.20362104516227,B,E,-123.41612496128211,131.66431310017327,C,-168.12346561587233,-59.00204706119093,-12.307090837940711,D,81.34669029766943,33.57347084247828,D,B,D,0
Widowed,-109.8598713026834,C,C,-286.2459547143314,44.493700281596546,A,15.163025936622498,46.252671748541204,99.68730707251787,E,-11.17065996817239,-108.5294926037894,B,E,C,1
Married,30.723936645911344,E,B,-70.8688008279963,39.26926482686383,A,57.28665374883316,123.65979730180263,255.50502975671031,D,-23.610646430733453,16.726119187908758,B,D,D,1
Widowed,96.85884040793194,C,E,-55.471676802552935,-83.53856478165707,D,6.1319095551359375,2.2510509324048735,132.09846025490057,A,-24.364893354377344,0.2546122001000058,C,E,B,0
Single,43.41798291938353,D,D,-175.02090753002827,105.02328147489266,E,50.43990199135029,-69.41587728878554,-65.34170691129361,D,47.33660872594741,130.88902131254488,D,B,B,1
Single,-66.81510034042013,E,A,43.39480487368629,131.20350120024818,D,-45.87289054988336,35.97805375805819,33.24341011844664,B,38.2191187900454,-24.784780534969325,E,D,B,0
Married,-80.1452537974944,E,C,-419.93589324635525,127.8917484219675,B,126.4067403057598,159.49590160271578,-19.380501112256987,C,-137.69226530147918,41.304487230391075,E,E,C,1
Widowed,-213.83990826074464,E,C,-90.9060476303349,-16.08874277010514,C,-71.79973792527478,-126.32652712178381,-14.613808584284993,C,60.22521167959718,-146.53329178308928,B,A,A,0
Divorced,155.1188496626254,A,A,-68.86170265881942,77.45745888190481,C,-79.42512265075243,-69.45756989252607,41.51475544597582,B,-20.756103318079877,-81.91025971921661,B,A,B,0
Married,-88.47963243339888,D,A,30.6415475465011,35.48880383973147,D,63.90879426097816,32.91338408242985,147.69320262803836,D,25.649391897058177,-80.03169759270905,B,D,B,1
Widowed,-11.587063324404436,E,B,-97.0237134094766,244.7583383067217,A,-37.594475419692635,-75.60360414518973,-55.40594232189934,E,-104.56222658990748,56.61589586890698,A,D,C,1
Married,36.1570982302638,E,A,-53.61620235339936,-49.981456022383,A,-120.49912854410655,-142.62949792528858,-124.62047157781586,B,18.643877790998445,71.7986826226864,D,D,A,0
Single,31.158330122562,C,A,49.45345479978931,-81.53423643462105,C,-176.36354754833178,160.87524931568024,-32.43748949106732,D,11.528864249779192,5.494184732662817,E,E,E,1
Widowed,110.54243572697689,C,E,149.58334556843212,180.9349728962202,D,-120.10159797312335,-38.39465990293053,82.46254230752842,E,-4.997589411447203,-154.2625335789944,B,D,A,0
Married,-75.17259241662498,B,D,24.02639368342085,80.12575681562038,E,-106.0268656470235,-103.36536435149372,-25.2021679583528,B,56.2431260534629,-19.259785181157593,A,C,E,0
Widowed,58.81965052467416,A,D,-41.23684533996674,7.191833045517616,E,-70.11003093524327,-119.91861897942499,-208.26030471774564,A,17.10969049229424,66.41002596917961,D,A,A,1
Married,-66.52093059065439,D,B,-72.70341011611727,162.07490319671075,C,146.5259956965931,-2.613227909045101,14.565613942322955,D,59.69645983231641,8.999987709503326,D,C,A,1
Single,-99.29743007755324,A,A,-44.27660313688702,-59.58747078331962,A,-110.66782761878726,-114.12801059098699,-148.3259910118116,D,237.1710416964973,-38.98540283735222,D,D,D,1
Single,-66.17373472718579,D,C,-233.7975448942864,0.28620731765918095,E,-72.31669350972003,-17.25489674239801,71.61193937554853,E,-11.33143520078901,12.78031552243633,C,B,B,0
Widowed,-41.977883592243195,E,E,52.53657122773697,133.27102736313503,D,38.442301530754435,246.0732650944697,-107.32097841506905,E,-68.58423383403827,-71.96658126904813,C,B,E,1
Divorced,-155.03172892027686,D,C,81.7252491613236,-25.114397744970546,C,0.9137268372728204,-18.039777534888565,-124.61223201812007,E,113.3422165785513,69.75794035681673,C,E,D,0
Widowed,1.3008077432972849,A,E,-1.4921804129531142,-225.62499643582638,E,2.427788616524885,-54.98236789372631,25.493900092287635,C,-15.234389885938421,23.394194859616988,E,C,B,0
Married,-86.57934289676086,B,C,38.110331022206914,9.12012605142642,E,87.06476037149584,91.70896953212895,225.3560266530736,B,173.16396594422358,0.6809566889332705,C,C,D,1
Single,95.78963364876152,B,E,14.58902361531085,-100.66852899010263,E,183.8059494987538,19.72483232209185,-109.07870642434578,E,133.20577535191075,-50.1044316969391,D,E,D,0
Married,-154.87913001856555,D,B,50.81969540803322,32.53029618841158,B,-26.665106871325676,20.60056876998638,1.7343687206160405,C,-95.66163275388408,-67.56427535291265,C,C,C,0
Widowed,20.36623028143604,C,C,-56.34080623923844,24.05832988749998,B,-34.48613885008017,-93.77063792558053,180.7263309355979,E,189.79787846093905,-112.40255861465383,C,D,E,0
Divorced,13.13282491958126,A,D,-76.79094085378705,6.760266054599275,B,-6.518255924214307,-167.04491044924262,95.43203968357716,B,128.32785846023486,53.162711069135824,B,C,E,1
Widowed,-46.23214623006818,C,A,17.79655696808122,99.78916089611704,D,-75.17050612488542,24.05238595865855,-64.46423229116255,A,7.305693959936185,16.612981309203022,C,B,C,1
Married,172.8910065443182,B,A,100.13285594551516,32.12684517957642,A,-50.24523458301549,-61.82847320555428,-112.98910191938765,C,-29.024181496711797,-131.96170388184387,E,C,E,0
Married,-66.74924860338895,C,B,-122.37068679289318,16.689670763632687,E,-88.04881497650013,-154.47992202239794,135.66965794359479,A,120.84182853122508,205.3189390652702,D,C,A,1
Divorced,42.338554712984596,D,A,56.58366582677278,81.00372362366322,A,172.51150709212246,-88.02501761136524,118.27419866713969,C,15.06211136628176,-60.137263008008844,A,E,E,1
Divorced,-123.01095552375156,B,C,-57.574551020535395,51.69573817876822,D,-53.22669324960195,-107.30832543724802,-85.64379968008467,E,84.59520884209509,143.28722219333235,E,A,E,1
Married,-83.41206432015716,E,E,-79.67533881458994,-44.56023914484137,D,-88.93392837919181,-36.45863464052441,-5.983592521974571,B,102.7738387411361,-194.11637847237884,A,E,E,1
Divorced,-7.285868105283566,A,B,135.07235882350994,136.47580158927346,D,167.6911518562306,-29.896949236960275,23.651276265551346,D,128.236754546807,-43.438711902649416,A,A,E,1
Single,147.60360107729858,D,E,139.91656563092187,116.48348745444692,A,89.93379387325761,32.16390272271756,66.21473710830281,B,-13.051446053940793,-21.363942349120226,A,A,B,0
Widowed,-159.57396285094595,C,B,-61.41047217132618,127.31587219588111,E,68.04709931313877,145.19181571365527,188.97383769609485,B,-133.66757459066778,-141.8864198388669,D,D,A,1
Widowed,77.14868444269632,B,E,-81.527124858328,48.51237766228766,A,40.68377927979049,-181.0319713199633,-23.25181340660702,C,-37.72892724058917,169.84246775043255,B,D,E,0
Divorced,71.95341637620237,E,C,-103.20081044041352,53.11328528510779,B,108.42879597127606,-113.67034435609216,76.77980155991843,D,-5.503362541257433,-77.88972755658442,E,A,C,0
Married,156.86428428517058,A,E,29.378166389918015,-89.0470862409931,C,104.07856761515504,33.44037440899155,59.44080665336432,D,63.687733458076224,-98.87036173059322,A,C,C,1
Single,66.15139558646915,A,E,-41.47187659358432,30.565871732741307,C,44.766955272638846,101.09179559545383,-129.48482924159597,E,-105.2507863418058,-129.16934861845093,D,A,E,1
Widowed,95.45333095589757,D,C,125.83959956519759,71.94145107544591,C,16.451388654088476,68.25927636935877,-80.6500932730976,D,-116.75352866245956,-155.08559008680848,E,E,E,1
Married,-17.607954212241534,C,B,6.635582265100587,-1.5955520757298711,D,-3.225094263012529,-50.555596107352095,-71.92056785477355,D,-36.26691757545667,-10.805843211044252,C,C,D,1
Single,-164.20307150328895,B,D,186.33126612744923,78.19351243312582,D,-38.623880781057416,-30.0949053939691,-80.18072822047877,B,-6.620726571330773,179.60901753685212,E,A,E,1
Divorced,140.42784951982114,D,B,85.7680846707805,-123.74482692043472,B,-28.846884846159753,45.23701591176045,119.27667941252278,B,-60.43972206807998,60.8752538267921,B,A,D,0
Married,-157.2377725411305,B,E,21.165907882973016,-2.927003784880893,E,-123.77871464260917,14.836478337756864,169.44293375078271,A,-27.882362711325737,52.697978494166506,D,C,C,0
Widowed,-80.39350231394747,D,C,39.07996881785729,-120.91650259787939,A,133.46644791010164,2.384824588694015,2.100494462944486,A,18.01892774014639,268.4733583573126,D,A,B,0
Divorced,62.749503655611285,E,D,-124.75264946305997,3.3218564479244934,E,-12.40928030779381,-17.66897388867062,-37.06230638942811,E,21.928724122643185,-53.54636282734495,D,B,A,0
Single,21.9596295351383,A,D,-60.37089689337905,-13.096069776867905,D,-42.441011638075395,87.04257744291081,-7.684215405254066,A,-103.84586077261207,-4.772835611074579,E,C,E,0
Married,-85.31847542116404,E,D,70.80222944395994,101.42069312847815,A,-74.92552429286796,37.82544454886108,-81.80891521213323,D,102.098320311758,140.76448996210326,C,B,A,1
Divorced,-66.34325145283225,A,B,-40.26305525182976,-131.9516338918329,A,249.53027222622632,-29.8871172899085,-72.09219067476556,B,-109.32758506600106,-81.48251382354815,A,B,A,0
Widowed,-132.77191847580434,B,A,166.7259345162918,26.078285602442396,B,118.51431845572307,31.840523392066665,65.51409957265363,E,-87.93293019612878,51.00947009678152,E,E,A,1
Divorced,-218.40480791073995,B,B,-2.145986407280004,-130.08482607057798,C,59.20851901668487,99.383738027916,-368.40515034723967,D,-70.4854530183079,-11.975693552156612,A,B,A,1
Divorced,-131.78247179333303,B,B,96.6644729018618,-52.364012312730154,B,139.22342775829918,-272.4424744984531,-140.98798446740062,B,-114.74192427980017,-158.4592909696358,E,C,C,1
Married,-32.37712741599396,D,C,-53.67352863037219,-106.84628567011687,D,-37.435110988861744,40.79854270383248,22.153411469776007,E,132.12864220141523,43.773273996141604,A,E,A,1
Single,71.1862118248779,E,B,-37.389362913579674,-17.891931253682607,A,-33.19361651001203,68.55007222655507,79.75032571950933,B,-12.803481714374879,-11.885623455328995,B,B,A,0
Married,-169.06740784171546,E,E,-106.91564059377028,-23.542839699503997,A,120.1949794289393,-245.7873782605188,-19.062047585957835,A,34.485906295847876,-52.934759582672676,E,B,C,0
Single,29.270376788035236,A,B,22.488529105024654,-17.835363850291436,A,196.4337753606578,-132.56701085083014,28.905397912058927,D,-206.05628871240378,45.83444872052564,B,C,C,0
Married,-26.966316538487078,E,B,-48.72341972878344,-98.24940160484353,B,-67.51061541234313,-30.676051859672327,-120.57579173747163,A,5.938638373396018,-273.98327818542737,C,D,E,0
Single,-19.222226255698345,A,C,18.780149182041878,-42.72793215106117,D,1.8974436258650202,212.04329604620642,103.01035733195505,D,28.140743107579073,59.258262860228626,B,A,B,0
Married,-5.462529709096256,A,E,-57.089677060114205,246.7689652983146,E,-39.63627670281727,-6.887373065323803,-170.0462219204389,B,44.7328877594775,-177.4922217992026,D,B,E,1
Divorced,-161.24086529833795,D,B,-103.27801759416164,21.34390844241785,D,-10.386839455454504,40.78694345749878,81.01546412654704,B,166.98297715337682,-77.91330397708998,C,D,A,1
Married,19.8422085630897,E,A,-92.5305388906436,223.7340711711576,D,61.301879812008764,-71.70653953584397,-86.78273106692862,A,88.70045988853938,16.09297781256264,D,B,E,1
Divorced,268.5216235755421,A,C,51.16350081840972,70.98345919516103,A,73.13647118519754,-119.38135987958003,-72.51113853119716,E,-26.753523797288643,61.94194075829096,C,A,A,1
Single,-26.157151671291118,E,B,-9.040020154634604,128.04638254425893,E,120.71639226435104,32.48632286839153,-105.00935860320924,A,-37.71022367788965,127.47166450976357,E,A,E,1
Married,47.90959585382769,A,C,82.99298697629925,-25.441020255422625,D,-0.7378701635412481,110.96249597379722,63.741785654315144,B,-80.00372741146884,184.81305369304457,D,D,D,0
Single,-12.820058356573977,B,E,-19.85132663667572,40.058188913474865,B,113.84376996192829,-141.60704546016666,-100.5938012220878,E,78.4686481797678,-43.59059246779272,C,B,A,1
Single,60.72009472498411,D,C,65.34422763610604,-40.955171741147026,E,-130.69561357555764,82.674208661839,-80.17683595825864,E,-42.6944433355671,-11.218417111133787,C,D,B,1
Single,-82.99225947731857,A,A,-6.844307700663818,-56.799509051413665,C,-29.209332385916575,-20.32452011023213,85.68198006449586,D,1.2258962619446752,-46.19125615841691,A,E,C,1
Divorced,-136.6917596361787,D,E,69.56501004307871,-127.44613356779281,B,0.5358063981678981,45.412413899189445,-217.81047826059333,D,26.016015686066506,-164.4600763756769,A,D,B,1
Divorced,-51.897623395457,A,D,-38.77684039955177,-124.55622232220453,A,-79.35533472312277,34.93444788307861,47.47087170478203,D,-89.92618853887328,2.8940778706963695,A,E,D,1
Single,-36.69166849091112,B,D,-67.42474571119928,-67.38576261291333,B,-81.06773169695218,26.94256860621088,-10.372091255977368,E,-108.5456486814187,34.976182539620666,D,B,C,1
Divorced,84.73963125468383,D,D,74.61646932588702,88.16587705362296,A,69.79052387895115,-18.2226703900089,63.26012791388618,E,-73.43907551004675,-186.3210068435497,D,B,E,1
Single,47.94982743452918,C,D,14.968618476776227,-77.35098697621497,D,140.57487901542177,-112.30186779610034,91.41938510378742,B,-12.805522408650594,5.092371334641128,D,C,C,0
Divorced,-59.735290606878365,D,B,65.7422675945348,114.626847493377,E,186.97094003142968,104.21401843891351,-142.83908426155,B,-177.5741010209891,-18.927576247095963,B,A,D,1
Married,-160.7614739027846,E,D,70.31158740077925,-190.85627325898696,E,-67.67779873485784,-48.095580549657576,-7.697630709515292,C,-33.68081389236595,-103.97084774914313,A,D,B,1
Single,72.37167370489313,B,D,-68.30905915380482,-40.90859007416338,C,-74.36399485203586,142.74521542257582,-22.50400315904694,A,173.5215253962475,-87.67964329460683,E,E,C,0
Divorced,75.13246494279309,D,C,206.39444693442576,82.42792966710594,E,-121.27100114705303,90.97169505799714,138.06613348315906,A,-71.86797618946153,144.73384532488444,C,D,B,0
Widowed,-82.43338073060632,A,B,104.83674316126232,-24.14469335329405,E,127.71977805133707,56.591296248550414,-118.79180268415699,B,-181.48905802046636,-53.91948107285207,A,A,C,1
Married,-10.40243732897051,D,B,164.3119989243486,-15.483408616313177,B,127.8837550482563,119.85505119274598,152.43582202441732,C,-76.36723777023558,-197.9024750439201,D,B,B,0
Widowed,145.4942810862989,A,D,-18.118283376020692,67.47771330428348,D,-103.28056058653175,-120.91386119228902,54.7437987983352,D,157.77717512749638,183.9560361464814,D,C,B,0
Single,25.05548327211348,A,C,90.23104160643297,107.10119527860675,B,105.8656539223025,22.8052603074537,2.075431729503356,C,-78.51564886759428,-2.2316214007500412,C,E,B,1
Widowed,99.75508622450863,A,B,34.778116848263714,82.15231441115957,E,-117.40121490964242,153.01210596331632,120.05652811893246,C,82.69150883284048,73.92087506220581,D,C,A,1
Single,-95.05232169122237,E,B,53.18122756156863,30.100652491772305,C,86.27074629253468,-126.93957903162811,-108.62868708001427,A,-64.34145632855562,26.781525296144643,A,B,E,1
Married,55.754970309880356,C,A,-52.71413358831774,33.86001189926453,C,131.2489466442465,-44.346838955826364,-225.74624063503327,C,74.27130424295581,-24.03534667178885,E,D,E,0
Divorced,-79.76839009245882,D,C,112.03647568609914,-63.870763438174905,C,11.14564025713789,50.90694783594749,-147.27773236027218,B,-86.60966928178381,227.70041637300685,B,E,B,0
Married,-89.22002100957079,B,A,136.7728616189957,-63.150578377956734,E,16.978000224978658,-119.71569955167811,76.53716573792354,A,-39.22355797022483,-98.49164590053515,A,A,D,1
Divorced,-8.7944374512264,B,A,-180.7414560578019,-156.400211058384,E,-89.43559134945136,68.5364773242455,37.54963716150362,B,-120.932041368976,256.6821514007581,D,D,B,0
Married,-94.30267408860854,A,B,-39.879849617822444,-71.79986237885392,D,26.03400880931646,78.97071180604297,-57.25222270051156,A,-91.12097679863453,36.49844115056281,D,D,C,0
Divorced,-40.73988220948561,A,D,-133.80100141063076,-8.73889554755424,C,94.48380463464432,-165.1473152495598,-80.9905151018218,D,106.66869354613932,-35.14015986724415,C,E,E,1
Single,-97.33780346334518,D,C,7.228464375612089,35.767848329520575,E,247.39197601013382,-49.674257368047975,-81.23641555427162,A,78.67089403998753,170.6069928305262,E,A,D,0
Single,-26.53759555098678,E,A,95.51201613422039,-140.2831936738873,A,-33.39845128405016,-103.42720987754657,-4.718032227742113,E,81.52716908268813,-31.68130297793953,C,D,A,0
Single,-75.80135668597593,D,E,-77.77738484839205,-75.96556234399782,A,-130.76883907751954,-48.76268936426687,112.62586528439955,B,92.27029993082891,55.88668308239875,C,A,E,0
Married,97.36195771462519,A,D,8.509884171023252,66.70096602514835,B,12.431311859508249,1.5787566574426968,218.86220556467558,D,46.86233956147753,-41.51992507245417,C,C,B,0
Widowed,71.92984940062294,C,A,171.61564367086325,111.8963136501485,C,151.25416787495593,42.39434388918039,-134.61489476253493,D,-12.38280450045183,5.134482159137247,A,B,E,0
Married,-106.90973376791327,D,C,74.13270125103475,48.95076306765688,C,-172.32899044021278,-197.35140569101287,205.85724426014207,D,-49.33489603866919,47.78122827581143,D,B,C,0
Single,-62.50800482713753,C,C,-50.834751490152954,-11.458924703454304,E,-105.28694483462577,39.01301916250851,57.17910972434087,E,77.69632471547338,-86.37118840447856,C,E,C,0
Divorced,-235.1984398250688,D,B,-30.657388127414343,-61.78101803804812,E,155.20235093548004,91.33485103760897,0.5385269159919359,D,120.72952589952833,-40.830167568888236,B,C,B,0
Divorced,124.08932109544082,D,D,-64.53387131321419,169.91892140552494,B,130.67547106388196,137.81703895311668,32.97192128077902,B,182.55522896878918,41.674351456696044,B,E,E,1
Single,232.6246618113182,D,E,-236.2318129603653,62.693217441557735,D,-135.97963637012464,37.24748554916285,83.30622730573828,C,-79.08226092190763,72.90063437728251,C,D,B,0
Married,66.4362319541399,E,C,25.772275545486938,-52.69963219104159,E,-5.153513453393355,-45.37659087609243,36.78885809953804,D,87.04211157776015,-30.786735012511222,A,E,E,1
Single,-11.309659921624531,B,A,26.62677598426751,108.69545213759773,B,7.10925751475385,-49.38701899865687,62.865290958721445,D,75.37701173863282,-14.86789465040394,B,B,C,0
Widowed,-105.03483645190681,B,C,-60.61644435680083,98.9587287496859,B,55.884474515263726,132.79756110919536,74.53264141187667,E,-4.610767211040559,-41.49667885587526,B,E,A,0
Divorced,7.299118026419343,D,C,-76.3482391853851,17.53195458365598,D,-84.71060459715314,-185.39111169657878,168.0941141399557,D,17.8924613990091,27.76196523533988,A,B,D,1
Married,-108.08244620381807,D,A,-20.60835863326802,5.229366643729056,B,8.538883400102842,27.44522613192241,-109.37174172937279,A,-113.28124872661634,63.93393133375227,B,C,B,0
Divorced,72.55148932735742,D,A,-147.7222564593303,166.07269182861225,A,-30.90813896066277,43.6728956279615,-30.76885528326654,E,-94.31172083944149,-138.74323722829763,C,E,C,1
Divorced,59.307185861795354,D,B,67.08317765240446,189.9850344712029,B,-52.740322724246845,-153.2967587211421,-90.37220724069401,B,-78.50232179290364,60.43304273563629,E,D,D,0
