military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Veteran,E,B,A,-140.50935155966772,C,21.596011363228573,E,83.8015415550213,-48.450271670937056,E,B,0
No,A,E,A,-179.60589292719882,C,-22.62005021764778,D,-31.55327178293666,-36.15763353998649,C,E,1
No,D,D,E,96.15634724118158,B,269.83170510823726,B,-119.26625408444522,18.756334118251942,D,D,0
No,B,C,C,-30.236161941045562,B,155.7600180671405,E,28.802868187713877,-88.43110526273495,E,E,0
Yes,B,E,E,61.841748062043344,E,-42.91587859913785,B,-37.63953216415449,-33.91884665169,D,D,0
Yes,A,A,B,-9.139149744275562,D,-51.45290199487897,A,-73.92780746476849,-167.83078922859318,B,E,0
Yes,C,E,D,37.22495732077793,C,13.862799609501126,E,-53.33804289751595,13.286113309115603,C,D,1
Non-Veteran,E,B,B,-139.51108883365063,B,-77.46951521548804,B,27.02298821450287,135.2868742502423,C,C,1
Veteran,A,B,C,99.14752295382773,E,47.04671618588842,B,-7.140550794042554,128.79161739478505,C,B,1
No,A,C,C,245.2884489807293,E,-80.31193742599409,B,-74.97382936458058,-172.28009930047773,B,C,0
Non-Veteran,E,E,B,187.8321994571702,E,102.55122630301223,A,-105.94841872879013,104.99325109449886,B,D,1
No,D,E,B,-25.37940357129819,A,-42.05734727773232,B,-23.646588314537265,-33.958129462756105,E,D,1
Veteran,D,B,E,-31.81042063235866,E,-91.70703027410538,B,-40.237442559368645,148.91067843593822,C,C,0
Non-Veteran,E,C,A,26.26416916315444,B,168.67498122301058,A,-81.15460755242957,52.561851207923574,C,D,1
No,A,E,B,328.4880374725415,C,-143.88439760837127,E,31.645420612411137,-90.61800170042956,C,B,0
No,B,B,A,-21.35209505803702,C,-157.41961876776637,B,-116.43813286046687,66.02833445193515,A,B,0
Non-Veteran,A,D,A,-31.574083210337072,E,-27.09600192422715,B,-54.36964230600522,145.83787244900336,E,A,0
No,B,D,B,-99.22929386265871,E,15.787401846374982,A,-28.82144269016077,75.69657042133004,E,B,1
Veteran,C,A,C,188.5053589315836,C,168.21322453296906,D,200.75226518425984,-20.842183123155824,B,B,0
No,A,D,E,120.3413780828573,D,98.56077487038239,A,-140.22836038249454,-150.80750010579837,D,B,0
Veteran,D,A,C,-20.103287706484156,B,48.99102202832695,D,97.6639225444227,42.504752296753125,A,B,0
Non-Veteran,A,A,D,76.36707950475765,C,-28.6928720648911,D,-135.2720715670364,5.524816416548578,D,A,0
Non-Veteran,A,A,B,91.04571125945795,D,-77.43242772160954,A,9.639171567601286,111.55195657801941,A,C,0
No,C,A,B,94.22044900531853,D,-0.009557146648910633,A,-106.81876910189322,42.73273684168784,B,D,1
Non-Veteran,D,A,C,200.71857117886634,A,150.56824119283894,A,-73.0290097307124,-130.91085725813411,B,D,1
Yes,A,E,A,-82.42206598958806,E,74.25857873539907,B,68.31172429695646,-94.28825889771919,E,E,0
No,B,E,D,-102.40762701956443,D,-80.10248103716016,D,44.74789789897772,-29.998631427365275,A,C,1
Yes,D,C,A,19.934738234084513,D,127.4253043282032,E,-92.42531523172642,98.38240709623445,C,D,0
Veteran,A,B,A,-169.01996014932928,C,63.60088034287183,B,-142.3586594359623,23.043730142217154,E,D,1
Yes,E,C,D,50.38011307736044,D,-34.724551821674474,B,189.27127525681604,-12.245575522295434,E,C,1
Veteran,D,C,C,-20.639559092667927,E,-128.12942787497224,D,-72.0419484882287,-60.309960273082154,D,A,0
Veteran,B,B,E,-55.46736477016122,C,-30.402516550764812,C,-53.39202625503368,64.53811976252176,B,D,1
Non-Veteran,A,C,D,-53.92875219373059,D,30.270596231881143,A,222.86514403274427,58.07526447377429,D,D,1
Veteran,C,E,A,-51.44609225947195,A,17.156369173163437,C,-125.88440934883177,-11.322782408644766,E,B,1
No,E,E,C,114.28767249612105,B,103.83665532329229,D,-74.3257970793422,119.13062719482615,E,C,0
Yes,C,B,B,57.440988432826835,E,77.39824489819785,E,-30.59702063942446,189.42939960434828,C,B,0
No,E,C,D,133.9723443613085,E,-128.1255783011585,B,-109.57547095094466,11.912434728299116,E,B,0
Veteran,E,D,C,-187.66120587866274,B,-112.77534536012175,D,67.14599984008426,49.282831020920696,A,D,0
Non-Veteran,C,C,C,51.00067206380707,D,-91.78137713516116,E,114.19220784006461,-91.1799393627658,C,B,1
Yes,A,A,C,97.9302435007464,D,-15.07579367501476,E,76.04180632320183,187.0871215200177,C,B,1
Non-Veteran,C,D,A,-32.55197459482653,A,97.41714114097483,A,0.7564560514221079,113.81574319751748,A,B,0
Yes,B,B,E,143.44212337265063,C,171.9021020317797,D,-111.8778982880892,43.883647887457485,A,B,1
Yes,E,D,D,-17.33710546847146,E,-87.90114034180515,A,33.155629839413194,-18.36103809748301,E,E,1
Non-Veteran,D,D,D,90.29654147708821,B,67.6854774862903,A,35.68603383682036,-47.86123215389437,A,A,1
Veteran,A,C,D,-142.15447238000922,D,66.7871882949969,B,78.66933380154218,48.92420412023013,B,C,1
Non-Veteran,E,C,B,-72.12259492763651,E,92.8102170517835,E,-109.92906728199536,-108.34106129303933,C,C,1
No,E,D,E,82.95099212908083,C,-38.077268234112275,B,-24.05558471254031,-79.62405781963096,E,B,1
No,B,B,C,-49.026834356358435,C,-59.75834984336817,C,91.57845674169293,0.5575568459073161,D,B,0
No,B,D,A,32.10791252437588,E,28.352233259728088,C,103.1155555288368,-8.72159659590157,E,A,0
No,C,D,A,28.829873470087918,E,-190.57585893712422,A,-37.3014551940405,94.50378862000485,B,E,1
Non-Veteran,E,A,A,101.12353082650554,B,54.07368554235299,B,-189.72371866829553,-163.74447047479768,A,D,1
No,E,D,B,223.00041801580437,C,-27.295507760155974,B,-214.4294922502222,51.044997228613234,B,C,0
Yes,B,D,E,-86.49957393301477,C,88.38964737187764,E,-154.91124657808228,-52.5958520666426,E,A,1
Veteran,A,B,C,35.02105830113768,C,-18.398256424200703,B,-1.054120283304235,-23.534772643688406,C,B,1
Yes,C,E,E,63.96942888505834,C,65.22789684897948,B,180.21532280550008,-50.98242321414587,E,E,0
Yes,D,D,D,-107.75667574352529,B,-156.05599468972449,E,-17.936474878014803,-109.43443068934502,E,D,0
Non-Veteran,B,D,B,99.07441841175735,D,-66.55335924623759,C,89.13765997647857,12.42972812606181,B,A,1
Veteran,B,C,A,48.10899960243962,A,79.7216650967698,D,116.73433897816936,104.52497853669303,E,C,0
No,C,D,D,-44.781803409881604,C,-91.30288024112427,A,-85.2372777856668,145.05773180942668,A,B,0
No,A,D,D,101.73662203444944,D,-108.90377033499834,A,-71.89756476639384,-120.5988517307784,D,E,1
Veteran,A,B,C,11.571502639384496,D,-30.84389476293393,B,160.31578813700938,167.31885815194312,B,B,0
Yes,A,E,A,-63.07373819395339,D,132.66034014708939,E,21.48397877405559,36.43624978317737,C,E,0
No,C,A,E,-74.72588359756006,C,124.8114729071192,E,-64.5767922000319,119.59333803552552,A,A,1
Yes,C,B,A,40.37666377988896,A,-69.560946056903,D,-84.33650149032125,-43.579118760150095,A,C,1
Veteran,A,C,B,18.925286543734263,A,-251.53104366008617,A,72.39912741087203,-178.40050766302133,C,E,1
Veteran,D,C,B,27.65348417750803,B,-27.73063602171984,B,-115.52820213045294,-82.81472765113045,B,A,0
No,D,A,D,-102.048525877437,E,-15.547025172623071,D,-49.157990419697676,-111.21644820366521,C,D,1
Veteran,A,D,B,21.073485964696154,B,9.170470362027185,E,188.94808037801718,98.27655584901831,D,E,0
Non-Veteran,B,C,B,-48.4752138885055,E,-206.50590919090317,B,-8.603601702013403,6.853654834077385,C,E,1
Yes,A,E,D,83.64433483247811,A,-26.218090160291162,C,9.325068048730344,-33.65379757348991,E,C,1
Yes,A,B,E,132.1233775560439,A,98.42894319134322,A,-120.61332739596648,53.097338878119075,D,C,0
Veteran,A,A,E,-91.89941765171461,A,47.43795353813942,B,63.27722889852444,42.764599902968015,C,D,0
Non-Veteran,B,A,C,16.701208746872368,A,-82.47010117371062,C,112.1824602130853,115.08721495725021,D,E,0
Non-Veteran,D,D,B,30.129602584933117,D,-113.64093503425453,A,129.51107744211626,-9.740206103028488,B,A,1
Veteran,D,A,E,9.899817225557896,A,41.56282287283264,C,7.213398818890819,-6.027669138930534,E,C,1
Non-Veteran,B,D,A,134.77327037780137,B,-44.7774659344011,C,92.32423629485821,23.417527816482426,A,A,0
No,A,A,B,-24.123477736165153,D,92.27860540364983,E,58.31825293452848,-24.817048682969926,E,A,1
Yes,A,A,A,105.90422631527284,B,22.53639303955211,A,-22.92479274526913,7.564852585829762,C,A,0
Veteran,E,B,B,66.44892893035002,B,36.8303815977851,C,-169.24422865674046,90.27978285566508,E,D,0
Veteran,E,B,A,-34.44733121418167,C,207.21557680981385,E,-52.880085444698935,42.69555959544944,B,B,1
Veteran,E,D,C,59.93634235269675,D,-119.39012298641829,B,106.54424706915206,-22.20539935619775,D,C,0
Non-Veteran,C,E,B,-79.36230910164562,A,73.70783509821769,D,-83.9706159874336,-164.1025095194612,D,E,0
Veteran,E,E,E,101.05635423730284,A,-51.47784406801277,B,-3.7856560447342535,-0.20820200089494562,E,D,0
No,D,D,D,61.68902052167083,A,64.14602318184293,A,-57.321557123274445,-58.56806181731314,A,B,1
Non-Veteran,C,C,A,110.3414134056514,E,189.81453383120135,B,-149.933287217539,26.677405120349263,C,B,0
Veteran,E,D,D,-199.55275512801026,A,21.99437982123373,C,-0.9989064273533833,-150.04632835433495,D,C,1
No,E,B,A,14.462415080778129,C,24.95463708131057,D,87.47707084772917,-40.72193460923956,E,B,1
No,A,B,A,67.51897123193287,B,-164.93592622828564,B,123.59430379500729,-3.260292987207009,B,A,0
Yes,C,E,B,-70.26238278531936,E,67.46013016720099,C,-141.38679540549765,-51.21166743965133,A,E,0
No,D,D,E,91.47989216946827,B,149.922299585563,D,-27.852973227911615,78.17642829315024,B,E,0
Non-Veteran,E,E,E,30.39733842173505,C,50.93382620924868,C,-94.03088543959875,-135.6198190255495,C,C,1
Yes,B,A,B,-66.33137254087343,D,-60.09951511676655,D,-7.3840895030930165,-68.00666614049234,A,C,1
Veteran,D,E,B,-185.32297080582504,A,-95.9462655056991,E,28.301653302369996,-211.33880283712298,A,E,1
Yes,B,A,D,102.69612987078204,B,154.1540005824229,B,221.56118227776682,-19.41603741825518,C,C,1
Non-Veteran,A,B,B,170.82921655697126,D,-157.77433026025813,C,-150.34634774233913,201.63600994611275,B,D,0
No,D,C,B,30.08742559630572,A,-13.854656245679244,C,-128.6922342949324,-40.94518529188276,B,C,1
Yes,E,D,D,-5.5043968395705,B,50.33423258764302,E,-53.03059944170716,-11.996021727825289,E,A,1
Yes,B,C,B,66.86370126236713,C,22.39181034381086,B,-9.969939030994006,-26.412609537678282,A,D,0
Non-Veteran,D,D,A,7.505211079203167,A,164.3204574111596,E,-149.96561992146894,26.78459577016785,A,E,0
Yes,A,E,E,133.95100164501352,B,66.74048633083598,D,-12.13224290027814,-15.613856425624034,B,E,0
Veteran,A,D,B,43.92230290146515,A,-46.871117402232414,A,32.243117856067194,-95.93660461491808,A,A,1
Non-Veteran,B,C,E,23.52976119097786,D,22.28405494965732,D,-121.74290101488702,-27.509671499708183,A,D,0
No,D,A,A,245.09529414819715,B,23.946713721324983,E,-74.90999187457035,-12.44956220376002,E,E,0
No,C,E,B,0.22164674564767595,A,-95.68684350211954,A,-48.54328538379675,-69.83959098710102,A,C,1
Yes,C,E,C,23.71801969325278,B,-63.27322713649865,E,34.884243440547365,73.49820358919995,B,A,0
Non-Veteran,B,E,E,-12.940198833841771,B,83.85649458639996,D,58.87840695516546,24.79254319800914,C,A,0
Veteran,C,D,C,-9.000457925828966,B,84.12875872084558,C,149.28974712704687,-192.1784436879546,E,E,1
Yes,D,C,A,17.77048514735316,E,-26.30657162016079,A,-153.8153764143937,-12.572079820897983,D,D,1
Veteran,B,D,A,80.44068864264659,E,-129.36784464846562,D,-123.54171179139837,10.834080106575872,A,B,0
Yes,B,C,B,25.614716206614872,A,-139.68759633859653,A,-209.62021782519824,-113.39340783462417,E,E,1
Non-Veteran,B,A,D,-46.20373343585055,E,43.85719055224827,C,-63.932854753665765,237.16758713458654,B,C,0
No,E,A,D,-61.298374970301104,A,-30.132212017999194,C,-250.0568474201897,50.79342966319882,C,C,1
No,C,C,A,-55.9599002009537,A,-99.04096343420997,C,37.831046510061896,11.106916002850681,B,D,1
No,D,C,A,86.50900312435402,B,101.1910568628966,D,143.55119565847036,52.146773003032045,B,B,0
Veteran,C,C,B,-11.811353097928357,B,82.9026993080263,A,-26.828685608262916,-41.050047887514026,D,C,0
Yes,B,A,B,-180.87705977877246,A,136.89190902948357,E,67.52157348837187,-37.429504864278925,D,D,0
Non-Veteran,E,D,C,77.71463416209032,C,73.49508411159982,E,-45.74049308496161,45.490945248860164,E,A,0
Veteran,C,E,B,65.77951629320853,C,86.64960195449171,E,-47.69390958568533,9.372365922490845,D,C,0
Veteran,E,A,B,99.74392404555921,B,51.76784770277435,B,-3.5057054521924265,-195.88095118404573,E,A,1
Yes,D,C,C,-17.77122791153122,A,85.04438348157466,E,188.45916732959975,39.72229549968592,B,C,0
Non-Veteran,D,B,A,-31.280578183279772,A,19.503930806281495,B,-25.295780928766586,-75.11302032280297,C,E,1
Non-Veteran,C,C,B,-40.99329127452596,A,-93.0444724001328,C,-95.66291033914169,-15.727416637012318,A,E,1
Veteran,E,B,E,23.85830234793304,C,95.67416917792325,A,-110.37245788414391,-186.19271786532127,A,B,0
Yes,A,D,A,-134.23068124779144,D,73.54074882419108,D,-7.6079259380737465,-31.400653916458303,B,C,0
Non-Veteran,C,A,E,80.4170658212925,D,82.23130813625225,D,122.37045101429386,70.19176414403664,A,B,0
Yes,C,B,E,29.315804667540394,C,9.234571068509391,A,-12.443020175394901,11.871856966825947,E,B,1
Non-Veteran,D,E,D,95.29388359231754,C,2.7185980131321412,A,-101.07470887169785,-136.7462022394942,B,E,1
Veteran,E,C,B,-118.90281928703239,B,-101.64428058164926,D,6.6144329420603984,-26.822104917291266,B,E,0
Veteran,B,B,B,121.54189007983993,D,-21.941784270532878,B,35.1273182623803,71.53819602911013,E,E,0
Non-Veteran,E,D,D,-127.65579769953514,C,123.52785650705212,B,91.6998448669765,-65.36392473837735,B,B,1
Yes,A,C,A,27.060154382203866,D,64.18971066301738,C,173.94967364425378,5.447935876230257,C,B,1
No,E,E,C,49.307907427325084,E,-157.14347556713835,D,-90.11265246451717,-81.43765455237856,B,A,0
Non-Veteran,B,A,A,-59.2112188269781,D,26.561555897319877,B,-134.60589572910317,82.3106001908316,A,D,1
Veteran,E,D,B,-71.18465943446292,D,119.2433956397488,A,136.02390029891959,27.481399488062557,C,D,1
Yes,D,E,D,-242.69091846229745,E,-37.12493721669046,C,181.7474887040447,71.11762308110447,D,A,1
Veteran,C,B,B,-0.1801990345788234,A,69.2688650761868,E,-100.69869556624984,57.689571724302965,B,A,1
Veteran,B,A,E,20.569180117047352,B,74.51613405516359,C,175.59597637255033,60.765030257651155,B,C,1
Yes,B,B,C,61.74471692619251,D,-154.19538284071768,A,-166.81558840294775,-66.04042060794816,C,A,0
Non-Veteran,B,D,A,188.77324265258142,D,-15.465410165102913,C,1.6421693023467427,171.35000050727783,A,B,0
Yes,D,A,E,57.192211510615984,E,9.49128355874865,E,98.43590908219232,21.956330606536635,A,E,0
Veteran,B,B,D,70.97863131293019,E,97.8712705353646,C,275.55836783771315,108.52680399042993,D,E,1
No,A,B,E,-124.96426435591647,B,-114.47032650335684,C,98.21682327557527,15.640296674288107,E,A,0
Non-Veteran,D,B,A,210.38403396538442,C,28.93069291559312,B,-65.68125246975313,-57.860253761287275,A,B,1
No,A,B,C,130.25285333820054,A,-99.49446783939263,D,55.560961992418235,-34.917941010188855,B,C,1
Veteran,D,E,B,-44.02200299588001,D,-14.512577973178702,A,6.797854729581075,37.9617463282369,D,A,0
Non-Veteran,D,C,C,-85.97126623188429,B,32.90419110790842,B,-36.01498840721237,151.42007794961134,C,A,1
Yes,E,D,D,230.8158647489548,E,49.99682973393872,A,116.18168073151381,-51.024862460351606,A,E,0
Non-Veteran,A,D,D,16.93422215702309,D,2.4474300766199035,C,116.80623455468064,232.58646731501736,D,D,0
No,D,A,C,-71.18576639035074,D,-69.95598947972631,C,-47.193503000644895,107.2986389341982,D,E,1
Non-Veteran,A,C,A,16.890664302861712,C,-103.46234039238365,D,-40.220091609067474,130.74926399937914,B,C,0
Non-Veteran,D,E,A,-26.603814736375416,A,-99.61045922902764,B,176.93810298865225,48.95635734641948,A,D,0
Veteran,E,A,C,-4.891833177496281,E,74.95163240947892,B,124.58138807059879,-46.05511257547363,D,D,1
No,A,B,E,64.11664425646977,E,20.990238054263223,D,46.537837853156255,4.803264464721291,C,A,1
No,E,C,C,50.00715471327385,B,9.85470784318212,B,14.774132337812077,21.57492494757072,A,A,1
Veteran,A,B,B,58.91392844452902,C,-36.68884837065845,C,129.4860719747808,27.043637312354623,E,B,0
No,C,C,C,-25.682486972661795,B,63.45963142841548,A,56.53646328294643,30.20663374290272,C,C,0
No,D,D,D,-108.90927041994523,C,-189.47387151501488,D,103.33118559476746,9.468410585182529,A,D,1
Yes,E,D,D,37.15771072329264,A,-46.49935699780547,D,51.59238263465057,31.379899293992526,C,A,0
Yes,B,A,C,121.35499546979518,C,-24.47730873874025,C,44.22221567599312,76.62376713359768,E,A,1
Non-Veteran,B,D,E,40.04134458758119,C,-143.05849150974092,C,10.842799544424455,-63.194090891803135,D,C,0
Veteran,C,C,A,-210.66942628159836,E,14.064521716872273,B,-30.522093702940527,-43.709017897774956,B,B,0
No,A,D,B,-13.413398374778701,C,45.55304111458181,B,-85.71628910421573,-33.86999993138463,E,D,0
Non-Veteran,C,E,D,-54.66228772496925,E,50.287547884011374,A,69.12823693423056,77.01586737660924,B,D,0
Yes,B,B,D,137.78262361986592,A,143.09261226370126,D,71.8718701718947,-94.8818661536969,B,C,1
Yes,C,D,E,-156.5680621346479,C,6.004720739461161,A,-23.40701236630423,136.60595512322993,B,E,1
No,C,C,D,65.69409655111001,B,-1.3327462638447694,E,-212.75716615375813,-32.001148069443666,E,B,1
No,E,E,D,-10.291627228196745,C,25.1569439568952,A,1.1418357488609263,37.182571072317046,B,A,1
Yes,D,B,D,121.41599337340203,E,-199.15412021691162,D,57.55965515379916,10.355030751162323,A,B,0
Non-Veteran,D,B,D,-123.52342592441549,E,-132.20207150145436,C,-270.363165488178,65.42114545766098,A,A,1
No,C,A,C,43.53791448221504,D,31.445722366285562,D,-130.74836543533908,255.67842236907708,D,C,0
No,B,B,D,124.68544251571174,A,151.4921766536061,B,147.46571591141435,-39.82127797353416,C,B,0
Non-Veteran,E,A,E,-52.02883588071535,E,-89.34249212903123,D,120.16023766730545,96.44882235687412,D,D,0
Veteran,D,D,E,46.54056132735403,D,-26.794128868299545,C,-213.00162238919626,17.231376945694237,B,B,0
Veteran,B,C,E,-10.699062151458213,C,-64.00819790757176,C,-70.83569634606265,-148.22325318391768,C,E,1
No,C,C,C,103.2449135971622,B,-30.940887878669486,D,-50.964350559685826,-8.482509453929136,C,B,1
Veteran,D,A,E,38.222947819304174,B,-59.186670481192415,C,-53.03498992301482,112.77633451470439,D,E,0
Veteran,B,E,D,245.49314328497647,E,-50.807412490579026,D,-24.836826060839936,-64.70043631130035,C,A,1
No,C,E,C,2.6964146924135846,A,-194.37281567537116,B,26.087141884508036,57.14500030295914,E,D,0
No,C,E,D,-44.49891427367988,D,70.26645363682127,C,-57.531349277234035,-255.320102324513,D,E,1
No,C,C,B,-94.07788576248734,A,-80.8449345218402,A,-71.52133618503491,94.62193363726004,C,A,1
No,A,C,B,-8.088174854490354,E,93.02376918688357,D,79.32829020231516,91.29153146791988,A,B,1
Veteran,C,A,E,-135.48434035566444,D,-27.504363881156745,C,-11.60617601360962,189.9096234338556,B,D,1
No,B,A,D,-325.0029584713542,A,6.372104306400832,A,29.003804495729018,3.9201849560071875,D,A,1
Non-Veteran,D,E,B,1.2691820007109254,C,15.103167888893854,D,-67.87749940284546,59.042456111426404,A,E,0
Veteran,D,B,B,218.57154203009483,E,79.27417950142971,D,14.473738774962456,128.68994452123286,B,E,1
No,B,D,C,-138.2293348862993,A,-40.974856209238425,D,-18.179711597907524,80.01072146899776,E,C,0
Yes,E,A,A,54.98032964236832,E,-19.83805017540074,A,-22.94671354722995,110.85314894306893,D,A,0
Non-Veteran,E,C,A,-212.71830844977436,C,137.71275930298023,E,139.43141171810726,133.7414405714555,B,B,0
Veteran,D,A,D,104.50025618083647,A,-174.60681004915654,A,-29.831461070194276,-67.69722960152946,C,B,0
