religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Other,21.551904863184394,B,17.51985536381655,114.96186529219916,E,D,A,A,-49.11356180793353,B,27.133250133529923,-214.32949034312517,E,D,-55.86256254243794,155.63614953671183,0
Muslim,-159.05091972617316,D,-59.91677656631903,40.294960936828986,B,E,B,A,71.09752472302387,D,8.529891888534396,-90.5905384525886,D,D,-7.026256612450918,-98.10522241323598,1
Jewish,-151.46154616512314,D,-7.63442816476428,-6.183331325221032,D,A,E,E,-86.37647384940162,C,-173.11760054965143,-36.33495455113259,D,B,-117.46300965693474,-18.72442004127573,0
Christian,191.8528004549298,D,70.9972623061405,100.03226170014266,C,B,E,B,99.1125467501835,B,-123.95998376534332,186.21221204789072,B,A,154.1221172684042,-12.106008340818457,1
Muslim,60.11163359314449,B,-28.081507876266294,131.2820435098704,E,C,D,D,-98.95022000202943,E,-135.08516113157435,57.271584674601826,A,B,-125.34400935806893,-73.12308167888992,1
None,-61.280338383063,D,223.22701262069077,24.986639068317185,C,D,D,B,-19.778747852210863,A,166.29009956209177,-97.05497638566551,D,A,-112.61951333056734,19.205368040195562,1
Muslim,-3.339557704319202,C,200.58208100356242,23.29137867849761,E,B,E,D,-70.28955377396025,A,-187.22757107937784,-35.876838648771546,B,B,-117.81470720392313,-18.691783346426103,1
Other,-55.41547271750269,B,-53.756992482140554,162.6147309714052,A,E,A,B,66.13700743767848,A,-111.96783984194418,-144.58167034567623,A,B,58.82491733714977,123.43185978665807,0
Christian,-114.58480763764472,C,73.50515354798468,1.1570446465325381,A,C,A,C,-94.27373629858977,A,-149.83294042201405,-87.60398052802991,E,A,103.85006115597903,-13.565774119703558,0
Other,-83.76282574725977,C,-65.20505596717568,96.10112497559665,B,A,B,E,-27.06358852716336,E,13.325136145893396,-58.22128396626558,E,A,-18.13622708231002,-79.6850892982835,1
None,-100.80834990799117,E,287.3214642874975,141.36059140932946,B,B,E,D,193.78793762514871,B,21.444537926812497,-17.278062053254313,C,C,-118.62493851816541,-69.45830594237819,0
Christian,199.31391971550033,A,180.21964934135542,89.87414032534056,A,E,C,D,-20.846586780435572,C,-58.62045934896648,-119.68409630038406,D,E,67.41145956536843,61.36504791966851,1
Muslim,-113.42122493384285,A,-26.62866839132131,-54.89602618342102,B,D,D,B,138.9638804837191,E,78.94851370969909,-17.243703952780432,C,A,11.264653009549997,63.690383647960324,1
None,-32.77815621304332,A,136.7400205844235,-22.657996479797063,D,E,A,E,18.860604068586387,D,52.22881140053063,-82.71434775270868,C,C,-11.377907490725535,-105.45314032982138,1
Jewish,121.31405231317606,B,-71.09836486227445,280.07806087705643,C,D,E,A,-19.814683651689126,E,-127.70387635422667,-68.6545365586101,A,D,29.98738895065,-34.874000332284645,0
Hindu,-32.00264342746468,D,-20.25506055941231,63.475806802849746,D,D,D,D,-49.83906064366347,E,-131.63700353526716,-93.6503161115919,B,E,-19.3506287196522,144.67762429483932,1
Hindu,-18.87514616362301,C,10.588834797726948,-139.92490917100372,D,B,A,E,90.7101018557536,B,18.806452605456432,195.89325400870058,A,E,-114.83930399927627,57.85613947857007,0
Other,23.743747429572807,E,-41.8717741687631,-235.48283485497947,D,E,B,B,-31.832023037067465,C,69.91717813629029,-91.72957357146929,E,A,-136.0743903688589,-81.57946390603767,0
Other,-30.43421658686593,A,150.66226230720116,-51.88919153368864,A,D,B,A,131.00692871362455,D,139.13602170001425,133.95383825815014,B,D,-26.20800546890665,-9.108560872467066,0
Jewish,-32.7163713064128,A,72.61552668403681,-143.60745144791855,B,B,A,D,-15.483238959615035,D,28.44152962970943,55.17476976488489,A,B,134.6815499002108,-154.69606840334734,1
Christian,-67.38107175496214,C,-26.01387035624494,160.79848327071858,B,A,C,B,-32.70719373438029,E,-8.537687505544913,39.31666861418407,C,E,-78.35542990447293,113.33021579219755,0
Hindu,-175.41395861344492,A,-24.04260979478272,72.95122642902811,B,B,A,E,-7.6729675591019575,E,-141.4840645210344,-75.34168668602918,A,D,7.15879985022169,-162.2803847221826,0
Muslim,-130.6404444298935,C,-126.31022674607331,58.85507561433692,A,B,B,C,233.98113384862128,E,170.83654072366542,42.373214232579976,C,C,37.69450792526248,-134.91159679939167,0
Muslim,0.9874656931029626,E,12.110492567699998,-216.96170988197596,B,D,E,E,-209.56170166625506,B,-154.12788644177462,-73.31200916211256,D,A,-194.81380060364444,8.558369068541975,1
Christian,17.38531182494664,B,-23.410733193888845,3.4925721947926545,D,E,A,E,-67.61561546342256,D,184.68095621295436,-58.63448488662325,A,B,-29.757893858796518,69.7513641860394,0
Other,-103.67351236698251,D,20.376649773415558,50.3307344263336,E,B,E,C,-41.42958871892904,D,109.62052258328372,-62.76443831805323,C,D,74.51918338222005,38.44717171892649,0
Muslim,35.10359911761994,B,-66.19697066251345,39.06214367581286,E,A,E,C,41.907696795402614,A,-33.42525699035514,218.17037415728748,E,E,-33.43536575008784,1.1574898948350572,1
Jewish,-43.64004422242877,A,-141.77868132546257,156.17940230835313,C,E,C,E,66.91797073174936,A,-58.54943451067398,-13.375736068347106,B,D,-6.595756787208021,-175.05732395418633,1
Muslim,17.0256852216283,E,61.66092639394331,2.530596901202218,B,A,D,D,49.40824608319356,B,-12.43133313198792,30.699384497329074,C,E,137.58648973608598,15.833181206001939,1
Hindu,-227.2199293207819,A,177.38333209493416,-38.0734543050331,E,B,C,B,25.904611701137615,A,-25.30107897373439,19.457544799025335,B,C,39.47767773660076,-23.086802479424097,0
Hindu,-83.8942148829916,C,-6.410898059743392,-155.92167177693764,C,D,B,A,-64.83391731449208,C,78.16280696394229,47.58845989734837,A,D,-134.97767182274933,-80.83951362004727,0
Muslim,-32.838108261738086,B,-62.53336713593616,-94.65370606314835,E,D,E,E,-57.35248116940346,D,-47.70785459816357,26.383006650329357,C,A,32.00733567648989,-27.034139815584357,0
Other,82.19429104105467,C,29.57631384984826,22.570652133601392,A,B,A,A,44.53399287541325,A,-19.476826631396655,55.552128535702025,B,A,9.935782611270554,-61.591129764184124,0
Other,149.68893453130136,E,95.92701319336302,-161.13782193555062,A,D,B,E,-1.809875608415567,D,-58.98438412659406,-49.20405045607076,B,A,35.49179793656215,117.28522235331984,1
Christian,76.1132648422241,A,-174.4630617445658,-256.395542866498,D,B,A,B,25.08725114190673,E,-16.98282287476643,-34.88306773058345,A,E,-103.93536830996963,-29.82277497686977,0
Other,5.242893703591697,E,-88.34513049552635,116.18711474406732,A,C,E,D,127.3715528180458,C,-101.12714212806964,-73.15994407687975,A,D,137.13227944212755,79.22471590427311,1
Buddhist,-133.54155071271657,C,-132.7272805383328,8.61620989646398,D,E,A,A,58.191924500758816,C,28.744651906046414,-5.609857854247518,B,A,-172.67169296431874,-105.63205367710134,0
Christian,-71.55721276661959,D,99.45741344932208,61.579183124723116,C,A,A,B,84.57004986498869,E,139.67632952688848,-48.317154034905144,A,E,-79.31581487439988,4.535856872918557,0
Muslim,-136.20330266697653,E,-296.0098381258959,34.28884433006775,C,A,A,B,-69.57533695675237,B,70.47528987366553,-152.68474090850523,B,C,-254.97619096795668,180.91289393155097,1
Christian,-48.93931326525541,E,21.901197467124053,-15.976839339789256,D,D,B,C,-56.75406364199418,C,-117.73092705057633,-32.24029392281456,B,D,-177.18096572362566,-213.66768862647675,1
Christian,-47.548542165098844,C,156.1798426349232,-104.17853611502026,D,C,E,D,-27.937985500092292,A,-92.87584619924417,95.94299003352363,E,E,-3.009787218987034,112.6517596189918,1
Buddhist,-92.42252100187778,D,-164.58508110179147,104.41801594635905,D,D,E,B,51.46685032698547,D,-50.16219667007391,248.27877967244837,A,A,87.47465003423333,113.2384512343527,1
Muslim,123.16858505588073,A,-72.03822369078746,-92.66130604725461,B,A,E,E,-49.787168339324424,B,12.975705736681414,-302.01321575729986,A,E,81.97588973693443,49.50181176253904,1
Other,-7.742755653528569,E,-136.4156364428109,121.04346075307492,A,E,D,B,198.76088822595403,D,-161.44773471085452,204.55834568084944,B,E,89.5323808863867,-136.74179407063025,1
Muslim,-159.83372564030734,A,-82.25089479557994,-24.569529657355588,C,E,D,C,46.87140759953825,C,105.96942875850213,-102.76182062571115,E,E,48.31670227787443,-47.6571655943721,0
Jewish,19.020957037138157,C,81.79148881206928,57.97676842784004,D,E,D,B,52.83886968442989,C,-50.60819548479915,9.06051363792455,C,D,142.35128590496893,22.943287712794515,1
Hindu,10.998766421523264,A,-38.56604261291089,8.323318136203905,A,C,B,C,-257.1474619385977,D,-62.56732343846729,-55.96918374512489,E,B,-13.338168149052205,-21.344382656509655,0
Hindu,150.50328297235419,D,-107.20101322731969,147.25544384376207,C,D,A,B,-40.69752172573569,B,108.00145994506238,97.36889930499494,A,E,31.36013336022248,-40.59617667798921,1
Hindu,-69.25682740242699,A,119.67797306768662,106.24619121885802,D,B,E,C,-6.317309790919953,D,12.812644895081608,128.73544026980827,D,B,-10.366052232893228,-204.40510464559463,0
Hindu,62.404737386891206,D,30.267287953282878,96.8032274160498,A,B,C,E,56.176447408548015,A,-177.13983030319756,-64.35041993384522,D,E,-59.97467472142617,170.28184661673848,0
Christian,93.44845718678091,B,-6.5006493882111895,89.12667071729089,A,D,C,B,186.1448685651636,E,30.753078307792357,3.618059690438228,D,A,30.80039156731122,36.020984971480566,1
None,64.1939702643936,E,117.78228393200449,126.50695345088654,C,C,C,A,31.089064539333783,A,147.14133038441756,-3.198779341940207,D,A,24.61412649113855,92.9159724964124,0
Christian,143.6037122885293,C,-166.58160955839787,-57.38575806762557,D,E,D,B,-50.52944369770594,B,-38.76344512819813,9.122338019968348,B,C,-126.23804171037062,-163.73853956817547,1
Buddhist,66.05698391851676,C,-199.77947686173792,17.213315083574397,A,B,D,E,31.693573856541384,D,-118.13719453226143,-84.01941115609752,C,B,75.70156968025744,-90.29224534270658,1
Other,-206.49406304557866,A,224.38898687527936,-162.79198291271285,D,A,E,A,61.068118475956325,A,37.59485506050444,164.5838467966991,D,A,196.80342161974565,-51.51831566039199,0
Muslim,-72.32168524662437,B,117.12413903167854,47.64397383938099,E,B,A,B,99.22881019577424,C,138.24347212186788,180.85898110201913,D,E,165.00605781221464,-56.955173485149366,0
Other,51.065229590444986,E,-91.19236182521954,75.99661809625134,C,E,D,D,103.11261611321531,E,-132.61507034799118,-122.50864648317612,A,B,-81.24261428224658,5.367105097461362,1
Christian,-59.077795773428754,A,44.20439521395883,99.69014644582708,A,A,D,D,-34.967243065683455,E,-0.7549562833000805,-100.44527662608115,E,C,-44.48548935977733,48.18622422201047,1
Christian,-222.38271599582632,E,9.233147050885286,-85.62116511828103,A,D,B,D,-56.07394018747879,A,-109.52772083009576,17.430317263606884,B,A,97.1069474446824,-116.32667557475081,0
Jewish,-89.37461600839073,E,-160.762354488368,93.98196452958335,A,A,B,E,-37.894866266636825,D,-199.5572293780932,-112.40942604074343,E,C,-25.461001455065784,-156.41911957079964,1
Jewish,44.07926910711959,D,47.543192946777374,-46.94789364210862,B,E,A,C,26.071223943070915,A,-52.17587677378498,272.13058625458143,E,A,-5.5497560886499935,168.93251949791855,1
None,47.333455852955076,D,72.80612216457699,-275.2487093468345,E,D,A,A,122.83920240096391,E,68.83512897430369,91.58400621710142,C,E,-86.01204797167506,158.48086198871323,0
None,-53.49837536473818,E,-53.38612502252915,103.56644947817423,D,A,D,E,62.721604745901814,B,-52.49303274063647,10.532907244578924,D,B,-42.33535048440562,71.7763709383348,1
Muslim,148.5873835181108,A,122.39075209016382,121.33945003816329,A,C,A,A,-6.891698933677488,E,-100.04905703765286,66.39480607765185,B,B,-132.54667223231925,-65.81706133135363,0
None,36.8887660549555,B,58.11994201832968,62.90660872288585,B,E,D,B,-47.21401114773242,A,28.256206507904785,-59.47696253853284,C,C,-31.255691935780895,70.45593304796124,0
None,-326.5673085727177,A,-59.46987175054004,-120.59667493765424,B,A,D,C,-6.255371316429889,E,110.62267781501758,-47.529592781166116,A,A,179.84237489211517,42.09068216375679,0
Hindu,-85.3567978331605,E,-45.08266062077536,-90.74491454595342,B,C,E,A,174.11559665369606,E,-16.186518888305493,-207.05096278617617,B,A,123.87225665525101,-24.575099177625123,1
Christian,-50.43116531521756,C,-94.2433875273272,-95.08189031429225,E,D,D,A,42.343432562574094,D,53.6682985846255,-175.41653252788575,A,D,72.74283463276792,107.3505311283005,0
Other,-12.166071380871292,A,-113.4987922953134,35.265071052496324,C,C,A,E,121.66830678321313,E,31.564310211267678,31.1255471662433,D,D,16.716348882638503,127.03565370390963,0
Hindu,85.46262489596533,E,80.38204307809887,136.16789658662418,D,A,A,D,96.37971572683422,B,226.8848880092093,-27.89092871158706,C,C,-57.26084691029395,179.69642969214252,1
Other,-2.712130033541676,C,-119.54739303002388,27.307713926204656,A,C,A,E,-60.11267259689603,D,51.156435016433264,53.30787427576428,A,B,-74.2107204184768,-111.48589305078916,0
Jewish,-3.1758146484015906,E,227.4597363273242,-36.87723845873207,D,B,E,A,-264.7597771395475,E,1.1805297127376473,-16.443517350126594,C,E,-1.1548906854668168,46.03450063471923,0
Buddhist,-65.03575580356268,B,12.692705997990528,-15.945910749980483,D,C,E,C,146.729765403829,D,46.13842949863008,55.359107922685816,D,D,178.51242061147255,114.80257772055312,0
Jewish,-71.01575309511007,D,-39.496736364566125,143.18885840134493,C,A,E,C,68.41647056310298,A,8.177934855140762,17.688375966142758,A,C,-287.57056372504996,57.60863303890942,1
Muslim,88.77280518395357,A,124.02438818878953,-112.68147276586076,D,E,D,B,40.44662550993559,D,201.69884427605083,144.3385006833953,C,D,23.423133313228583,39.40409209366193,0
Other,-163.64600748026027,E,-25.22463160444047,-175.50039216139422,B,E,A,A,117.77392577985609,A,-121.16197807999099,-77.9619095709114,E,D,6.330560618247798,-45.05686628627012,0
Muslim,-5.734508540100429,C,101.12058067899248,-70.03412453176712,B,C,D,C,-142.75535530540006,C,11.327487863997497,81.96343556080996,A,C,15.9556558034561,-43.43976250873625,1
Muslim,-108.37019285377912,D,112.86868223547295,32.35909023323543,A,B,C,E,115.72543730901039,E,-9.951803165213494,-37.840613524355895,A,D,-59.87675586733161,-81.38860020747283,1
Hindu,35.2628331779145,D,60.569476089723864,31.1730756893373,C,E,E,E,-89.16631530637605,A,132.25244932720702,115.42915812880055,B,A,-76.22843115328538,39.59808336142558,0
Muslim,-24.604971179208313,D,186.5424310735927,-162.66788526453195,D,B,A,E,39.67901372515928,C,-102.05616848733916,-24.285404196718147,B,D,42.79922785780978,-313.5925661317691,0
Hindu,-133.52938288582715,A,-6.453035518117058,35.03569498715439,E,A,E,B,-68.3614959706485,E,92.79001542242233,-0.6845879345348794,D,C,-70.24608466017864,117.37953248470431,0
Muslim,126.43425679352274,E,-132.5653914256864,55.10433513862476,E,E,D,C,5.90128090135193,C,-5.4386559243460235,118.6649630737048,C,C,93.84025667404656,-59.26860080957419,0
Other,-175.13042514246376,A,-203.68426178695023,-79.72285609686284,A,C,D,A,40.80554397170902,D,-34.53243578645775,44.19351925287967,B,E,-51.549204044124465,50.03077825217436,0
Jewish,13.950434469474535,B,-66.28501885035115,165.0503810300614,C,A,A,D,-72.93818042142185,C,8.385203639860311,6.557348596895303,C,A,-58.92750544952526,-56.054908708567616,0
Muslim,36.04554640838482,A,-91.58098932297676,-57.95498210867861,E,C,A,C,-161.52258493077275,B,155.99336443090186,-81.9870546915486,B,E,-64.37871765932897,-97.38070874726118,0
Christian,86.61176145706882,E,96.58918714220412,96.97682936843431,E,B,E,B,-59.214997846027885,E,-19.152718194959135,1.4011499653767068,B,E,155.31525877000152,-65.94703139991536,1
Hindu,-113.66129185056593,E,28.91935769224564,178.4246139125876,B,D,A,B,-70.4868355077613,D,-4.052348113185721,78.18566591990087,C,B,-69.7058553323749,112.64282165403203,0
Hindu,105.07390905322626,C,153.84169963596887,-20.27692606064054,A,D,C,A,9.175923179155708,C,66.2763039690312,82.643370499877,B,B,-79.55537044511526,-110.28905021671036,1
Buddhist,27.633031258662744,D,36.44433697580142,93.56180244424385,A,E,D,D,-11.981088051098277,B,213.66772807735708,80.9591456445663,D,D,56.15128588384706,109.4922113732899,1
Other,-35.643207992967454,C,73.6474079069187,-57.449863268785165,D,D,B,D,-117.78049434854769,B,15.22894562788211,-122.1612117998043,C,E,-3.1811362534784977,186.4102396527088,0
Hindu,70.28227028767353,A,77.72136414117445,129.57322664775648,B,C,C,A,-200.3189608603672,A,-76.98655352862845,65.03280480403114,E,B,-65.23783011025532,-56.83687623297765,0
Hindu,40.18798245952606,A,-107.86209832510316,-128.8542153196076,B,A,B,C,58.06770925704423,B,40.851806365588445,46.693319325019544,C,C,-224.32120082837383,-75.25192361491486,1
Christian,10.13291247107638,D,39.267903814452815,-95.8397504510025,A,B,C,E,44.0653176155439,B,54.99916677563361,-231.90334840637627,D,B,109.47695756386915,-22.243120033370715,0
Jewish,-9.363085836395884,C,115.18783677359778,-92.57903874554123,E,C,A,B,38.372669502375814,A,8.092316982988994,4.015030015865534,C,B,-122.40888146350066,-59.765743243500914,1
Hindu,36.584711089794105,D,-38.9787717256555,-237.0022534766727,D,D,A,B,106.07303675930115,B,-21.93330236391442,-91.97211431919973,D,A,94.46472264305044,-126.81512319078756,1
Muslim,121.6969722689921,B,-89.48530075341489,64.7517289307214,A,C,B,B,-59.27139438764727,B,-65.49736259428005,33.23936729130361,D,B,-57.683898091202266,-151.9578054586092,1
Muslim,1.1698061575603724,E,26.172511194511834,53.75541939933005,B,C,E,E,47.02295248508531,C,30.726909209970216,-51.02851109385951,C,D,144.6837982772132,-76.88701829602877,0
Jewish,-49.63158975718762,D,165.5936916716093,-9.939228267916162,C,A,A,D,18.73516790068459,C,42.77916480000175,-75.86636185681705,D,C,35.71518890367788,91.9330302698251,0
Jewish,72.96812958681251,E,93.82936072498875,-211.90634359390907,C,A,B,B,-107.40160695185762,A,117.9208746230782,-21.3643853064268,C,C,-121.69569085936087,-110.64017759547676,0
Hindu,17.16372059488155,B,-64.77624256450252,20.400955867980816,A,E,E,D,131.8478049395588,B,-126.75690552508401,-66.18082689147639,D,C,41.93222892985937,-74.7336094506907,0
Muslim,104.9469545540283,C,37.76203877968988,49.26712198896132,A,C,E,C,93.50007084569864,B,-79.43833362514002,-6.799116946655588,C,D,-54.20042484588389,-16.374883052821545,0
None,-105.90313040319272,A,185.6544737975419,-50.05237048569013,E,E,B,D,167.3959481603254,A,81.58156988673943,-2.050984835772287,A,D,-38.719167028732805,-120.01111618878673,1
None,163.95951327155086,A,-396.05544277217825,-246.5912275581088,D,A,A,A,-254.09862769574815,C,-77.97499844764613,-52.06981154498317,B,B,132.28502512101142,-186.7316245026959,0
Muslim,32.24144883841398,B,171.48628638909426,122.61877044082328,A,C,A,C,94.7293559264537,C,-18.027887140007618,-124.22269901050467,D,D,-20.517740390853827,-99.08045185106943,1
Christian,73.56221446091008,B,80.92932141604634,-23.180346327752385,B,A,E,A,146.399894490627,A,-264.34882586741566,89.4240628792618,A,B,224.7074445235599,-14.55686249639557,0
Christian,16.4639988686832,E,97.58215431956762,1.5809659824639555,C,E,E,E,-134.4029894111219,B,-26.396765888292062,70.81458906496717,E,D,-49.92184407504855,123.03601240999147,0
Christian,69.63807278754757,B,42.6165838180549,230.4345501019501,B,C,E,C,-48.736330955949875,D,-9.037516734957356,-130.97469164421477,B,E,-6.4482718815972895,23.769051399100956,0
Muslim,70.8820121722225,E,-11.431310986113235,-1.786026704799137,B,E,A,E,-7.537556763767716,E,-156.5846491954919,39.00875195923253,E,C,-169.192473368484,52.14040319669646,0
Jewish,-65.13148439408761,E,-73.53235740091033,34.43341433275264,A,D,E,C,-70.73189298471574,B,74.08974824729825,48.48920626097632,A,E,64.39490603822827,-152.986909035307,1
Muslim,92.3908039456845,B,111.64245700920878,104.24515098280982,C,C,B,B,-54.680649565669725,E,251.04386688516155,1.8945976253504075,D,E,62.0690583313903,96.52123245107794,1
Jewish,160.41367464811236,A,260.597107500617,9.02323139082499,D,E,E,B,-87.46363595322102,A,43.39103733006774,-40.21778765970068,B,B,-9.60182873536155,182.41114292685282,1
Buddhist,180.48801078880592,D,-30.708671191776236,-82.75668772207528,A,C,E,B,-103.39399013767773,E,-36.95230344443268,61.31649867727496,D,D,61.84659145141806,142.72218121711765,1
Buddhist,204.34605453412686,C,108.83922741741266,50.42385172492531,A,C,A,A,74.14543407043803,A,-56.20337011456098,212.03025779899374,A,E,82.62389974315758,-88.35692139105107,1
Hindu,-43.335531276759,C,-12.51756371665495,-16.233559954998743,D,A,C,E,-153.35327533230839,C,85.02232687164502,43.60511928690582,B,E,113.41627544463661,-246.35387839744442,1
Christian,71.55647203328454,C,-18.087287983376648,-106.2570073559082,D,D,E,E,67.89177027720325,A,127.1330514024088,32.42006234486443,A,C,-11.760782330987496,59.06966392028682,0
Buddhist,35.44665328701786,B,-159.33072849926054,35.757775858568294,A,D,C,A,22.406486557545644,D,120.74708028172469,72.82744476840301,E,E,-91.82041642217091,-40.75702110996011,0
Other,50.05109185712327,B,-281.8397609425208,36.29745965252287,B,A,B,D,113.0808927548083,D,85.69039900276229,48.70014617285533,D,B,-56.871339853670776,-2.940101581046216,0
Muslim,-135.73505414233233,E,-39.701459127456054,-116.62688800671582,D,D,E,E,71.61399718082725,A,37.193047013819324,-106.2576494832356,C,D,141.37561023069557,163.8156119686747,1
Other,10.289153644082509,A,-60.92912920101375,102.41254151583522,A,E,D,C,-229.3298078442247,A,-8.469595223560669,-65.18589193132583,E,A,-84.18505351888795,68.983294501462,1
None,61.16437370001086,E,-23.257153586562826,185.88822223262952,C,D,C,A,-43.11238801860978,D,-148.6977784059363,-25.59376528643878,C,C,-47.19396119257324,-5.363573357912729,0
Christian,148.92558601274558,D,-14.078074834632224,-50.34313472555406,B,E,A,D,-46.52705253696436,E,108.34499106146458,17.15143257848652,C,A,28.65133487264835,82.90112731649066,0
Buddhist,50.83251642954934,B,62.326817421546274,-11.969544893473865,B,C,B,B,-196.46297046382247,A,-13.669718447484586,-11.335746247058266,E,C,25.954839454464956,-123.76378493621769,1
Christian,-14.84729626928971,B,-96.65050711012498,1.9272974769993692,E,D,A,A,73.64358232985384,A,-75.28239093647898,72.06715484402888,A,A,95.68937494527194,105.86902075348176,0
Muslim,-58.844123039637466,B,130.09156862891732,-82.42922205294832,C,D,E,B,-89.28098751985887,C,164.26680790287475,50.749561486981584,C,C,-59.57069667158562,-15.586559538281417,1
Jewish,211.47646998963702,C,-80.35502207232982,110.64713119221135,B,E,C,D,39.48363161158071,A,24.21246628773989,-27.001230787590508,A,E,123.89306863374672,-84.67985001579038,0
Hindu,50.78165953088782,C,-182.40261833400396,130.84299607186907,A,E,D,E,140.75270147491864,E,-137.0103596488374,-103.66244927332203,E,D,-82.47942009191578,55.09234454761266,1
Buddhist,4.1714582688114,A,-99.41595312989092,-136.48521253249194,B,A,B,A,-36.660755202954455,E,-10.38237879812901,13.15516977126203,B,D,39.88980179781987,96.08207756528031,1
Buddhist,15.140020543809001,D,69.72053269462238,-270.7948477249928,E,C,E,A,-60.35024179561693,E,202.05456821930477,-102.74859569843657,D,D,68.53737022822358,-52.44765510113605,1
Other,8.316721264291159,B,-149.52557527732077,34.45940811110885,C,B,E,E,-134.57151473778788,B,-174.18130782670184,80.715450746902,D,D,115.97933888276026,64.67732453644963,1
None,74.81073203623137,B,24.011584229321073,38.50994692145401,D,C,D,D,10.514153290744282,E,-49.54132425794056,123.16073238107883,B,A,-57.341930744087634,-55.42256891070021,1
Other,-42.739861046137094,E,-57.32766066057321,92.28501939973765,E,C,B,A,-152.06742515316415,E,40.57278027853432,44.97344820946017,C,C,39.09618120014678,102.37307701446292,1
Christian,51.77087625915172,D,46.668607370373785,-81.97591255571115,C,C,C,E,-80.42148846769817,D,-56.39290874983913,136.61422574991653,B,A,-157.08687647839955,-22.311543710743685,1
Muslim,14.46502325704433,D,11.744866064832827,-182.16049420027062,A,E,A,B,127.89729815376714,A,38.28409440114549,59.2039563115785,B,A,-82.42861976192644,-87.24278482832784,1
Muslim,41.9523674021991,D,22.93236978415113,-12.242856306681597,E,A,D,B,-25.127117622546702,E,90.5933227898742,51.417755621216685,A,A,22.186175960981082,182.2488010083752,1
