nationality,AgeGroup,orientation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
US,65+,Heterosexual,Non-Veteran,D,E,B,C,A,-41.15924431148522,65.11972397122499,-218.23016360454818,11.295237812294706,-115.4633969036545,-89.6230418706696,1
Germany,65+,Other,Yes,A,E,E,A,C,35.36143345259533,-47.57407031527805,-196.99184929139508,-29.548367375431273,27.723170410752967,-160.90532122523194,1
Germany,26-35,Heterosexual,Non-Veteran,D,B,A,E,B,116.79605904706953,-125.91842751577111,164.01443829292046,-35.67744777594274,24.395408638790535,50.73978536799729,0
Brazil,36-50,Homosexual,Yes,A,D,E,B,D,65.41108819520662,156.59309886583094,-28.107675424133422,263.44356109135913,-2.6249455798615458,-38.840838902249274,1
India,36-50,Heterosexual,Non-Veteran,A,A,B,A,B,-63.59617095398762,-8.720850792859041,33.301432442948666,131.54144447458148,9.759905344461025,80.72243163544162,0
Brazil,65+,Heterosexual,Non-Veteran,A,A,D,D,B,28.118259504640825,-29.23118781380522,102.53811492211496,8.898858194953311,119.83284091211009,-28.762866557354137,1
Brazil,65+,Bisexual,Non-Veteran,A,B,A,B,B,88.61446858053795,16.651421082761015,-195.1057765619043,210.09280820949147,-134.17038171635997,-6.229472517389012,0
China,18-25,Homosexual,Non-Veteran,B,B,E,B,B,-80.83185086905405,-4.645386268450406,-63.216947513262575,124.27735785274272,140.20698057131304,-42.66074406819559,0
Brazil,18-25,Heterosexual,Non-Veteran,A,E,D,D,D,-20.773918405173784,234.08215460885216,-121.74521683495807,-38.94647834172484,-155.74479304448877,52.76401365858755,1
Germany,51-65,Homosexual,Non-Veteran,C,D,C,C,B,-63.75952134390989,-84.09339741151861,76.88277982984818,-21.515455375477384,-132.0461084743379,-77.58553710124777,1
Mexico,36-50,Bisexual,Yes,E,B,C,A,C,18.464576046332486,-55.410182832609024,29.8412087607466,-14.332040146371911,138.13819302917793,172.4600309967545,0
US,51-65,Homosexual,Yes,A,B,A,B,C,120.23264661139817,67.15795119859914,-3.2596550679767686,-116.10156200274109,3.7621493578944314,-5.506956183670187,0
UK,65+,Other,Yes,D,B,A,C,A,-57.78424995182034,-32.11888027419055,40.37124246543168,8.448806170134723,41.750924103910755,-122.70184292487426,1
UK,26-35,Homosexual,Non-Veteran,B,E,E,B,A,-66.39576431291083,-39.00732658622521,-29.732860183881204,20.79876228982199,-46.78706816353155,52.51846485714764,1
US,51-65,Homosexual,Veteran,B,C,E,A,E,53.602921981837014,-18.073180247134797,-6.323520216422073,103.75278998184183,115.85509549691622,-140.11509668620937,1
UK,18-25,Heterosexual,Yes,D,E,B,A,D,-115.8396320174331,-15.234200825331998,30.343108220567196,86.79010785774771,-161.6298955512601,-45.711473259003256,1
UK,51-65,Homosexual,Yes,B,E,C,E,D,-25.260981036454233,-51.76640749200103,-6.959157582076056,-76.21211211169168,-138.73729226966216,-144.64196554060985,1
China,65+,Bisexual,Non-Veteran,E,B,E,C,D,-39.684315976734865,77.07607307135227,-48.18187063401412,18.679396157562607,0.40817125381102426,24.526051748634153,1
Other,26-35,Homosexual,Non-Veteran,A,E,A,B,C,32.73174814658951,70.53853880646113,-23.98144856581935,147.9444111744082,125.40032415273264,21.759733177681305,1
Mexico,26-35,Homosexual,Yes,D,C,B,A,D,0.20569723553370703,-76.76498097958961,-98.55069168785703,-228.9470502982976,182.81350066790878,-129.53599620826293,0
UK,18-25,Bisexual,Veteran,A,C,A,D,B,-61.506688839672904,-34.80789856492982,21.87056346368394,-211.09103905522923,-14.598578610132565,106.17118130327742,1
Other,26-35,Homosexual,No,D,D,A,C,E,-21.309000283183163,209.2197900109511,53.62293799753003,188.94150494815287,95.7118181186115,16.836727966415683,1
Germany,36-50,Homosexual,Yes,D,C,D,A,A,49.66472288430712,-6.962990400554118,172.47915488605386,-150.3319252641956,29.637588742764226,63.80696136935819,1
Other,36-50,Bisexual,No,B,A,B,A,E,-19.579072605260276,17.619339236925878,-145.32592062444712,-48.58626555097557,-69.4084065081742,0.11515795946782867,0
Germany,65+,Homosexual,Veteran,C,E,D,A,A,126.57948992943756,-15.425561524100361,40.456041003441655,-111.20299776726041,27.419999607094937,-23.267224261136757,1
China,26-35,Bisexual,Veteran,B,B,A,B,E,-30.103132677807842,-133.42929269462897,-151.51179903916514,-39.50436374864124,-113.47989921417776,-6.230299291288642,1
India,26-35,Heterosexual,No,C,A,A,C,C,-34.839880156235964,-3.7580876705111503,135.5957199928403,-23.359941855075082,7.429217586613543,-124.70712443449492,1
Germany,51-65,Other,No,D,E,A,A,A,102.37796735136617,121.50844419175321,-73.22149701462327,-44.905405746849794,0.3546028490505859,-93.0176116462529,1
US,51-65,Homosexual,Veteran,D,B,B,A,E,45.062635797510005,61.40576904195719,-156.53177258251694,-25.281791140807236,-16.205780683071175,-2.2214978454768524,1
UK,26-35,Other,Veteran,C,C,E,B,D,-94.29707522798562,44.53987562985576,112.21279080938096,-71.17177284625828,86.61851969541794,71.12106932411145,1
US,65+,Homosexual,No,E,A,A,C,C,104.58039399052812,14.343085751320562,55.940326765365675,184.13107551223743,76.8763546128381,157.19821793380726,0
India,26-35,Bisexual,Veteran,E,E,A,C,D,-108.26941119581122,64.75445993909979,97.31020181765668,53.86417903092605,-121.96657428033456,113.73051877880091,0
China,18-25,Bisexual,No,E,E,E,D,C,-7.294979205265083,5.424180472275423,-14.17088587276363,-72.03040144262314,57.0764890299333,-6.494903987970109,1
India,65+,Homosexual,Yes,C,B,D,A,B,105.89739013901263,37.81081039634942,62.79624270997789,21.452519261595764,109.5928592998877,-18.372047104100933,1
India,65+,Other,No,C,B,D,E,C,6.582943887461094,-76.30776064844409,98.92542196237035,56.082708307908305,-101.96134050550403,34.13341247448637,0
India,36-50,Homosexual,No,C,A,B,A,D,33.17975911558027,-91.36200286585381,20.29839707223391,38.47650540590821,12.69285437308756,23.12366792766682,0
US,26-35,Homosexual,Yes,B,A,E,D,A,-17.351887374479745,-5.35032131804348,143.71892113003395,-143.35666075120355,64.719937086841,-8.911439652657203,1
US,26-35,Heterosexual,Non-Veteran,B,E,E,B,E,2.1020024604695347,0.15244515737620148,-115.56590985726206,-21.226045890380547,71.924198162182,65.03891882917753,1
Germany,18-25,Bisexual,No,B,A,A,B,C,68.6553118507191,80.54901843634613,-44.64352495056415,-4.053353215687562,173.7267166933756,13.404192735978235,1
US,51-65,Homosexual,No,B,D,D,A,B,-5.23214618846736,166.9648236621508,-57.65275597618936,-201.21083693015228,82.40361385975787,73.876042919566,1
Mexico,26-35,Homosexual,Yes,E,C,D,A,E,-97.6395586050535,59.94760456892304,61.406068080631684,-86.14218873238345,-20.664160555595817,144.49753494915325,1
Mexico,18-25,Bisexual,Veteran,A,A,A,A,E,133.10757362931267,-10.291990211051345,1.1718868220602388,-0.739502518152699,-1.2052086231792616,-118.79835918350636,0
UK,65+,Heterosexual,No,D,E,C,C,B,62.576060816597234,-137.3444289407678,2.138536980282535,-104.93386347682814,-212.9743618790687,-32.91026106786886,1
India,26-35,Heterosexual,No,D,D,D,E,E,127.99980185803845,-102.85398329915587,65.23659800147021,-4.696287342867237,-61.381567001495696,-77.86277333598748,1
China,26-35,Heterosexual,Non-Veteran,E,C,C,B,A,54.16449689149735,-179.74093389949465,139.0162634244678,-164.71177432166616,40.24716060565279,226.61864166240628,1
US,26-35,Bisexual,No,B,A,C,D,E,-159.46266231131438,-22.979778153725107,-14.59732621553336,73.919495495729,68.54192615869623,140.8462412192828,0
India,26-35,Other,Non-Veteran,A,D,A,D,D,53.68964811356296,55.63433867189046,-43.49782744383133,122.0581791569493,18.48569623620652,-56.04913042196918,0
Brazil,36-50,Homosexual,Yes,D,B,C,D,B,-92.97608817438203,-22.691072411608854,-8.712037201185217,-80.12531579069075,133.64645940370264,-18.83469484532617,1
China,26-35,Other,Non-Veteran,A,E,C,E,E,119.40116241775158,-266.9229535721775,-78.07741899500567,113.75114227458411,-48.71480403815158,-68.4243652999353,1
Germany,36-50,Homosexual,Non-Veteran,C,E,A,A,B,-45.94774209361173,-92.40981185902419,-190.59086487762,-40.979929675165316,55.41486034948034,-30.448606988658888,0
Other,26-35,Heterosexual,No,B,E,C,C,E,34.67586561550704,18.187585276681222,122.00116700715495,-44.03464404970891,27.63350053111715,-49.01981571081727,1
Other,18-25,Homosexual,No,C,A,B,D,E,-105.71030932665167,61.71991380703894,211.69250814594955,37.396404291146055,-50.66894796633971,-90.0370330467113,1
US,36-50,Heterosexual,Yes,B,A,E,A,D,-63.83827183491035,-27.363713694812635,-18.24050953660769,53.88107343383947,-70.52171405303125,-82.1233048336087,0
China,65+,Bisexual,Non-Veteran,E,A,E,D,C,-230.1453892219896,-20.45518252548153,-130.23946720028346,-37.12406564935062,81.79964728104994,-63.9982615652975,1
Germany,65+,Other,Yes,D,D,C,D,B,136.0772683516522,-161.54033890748173,96.9303977798535,-9.033988012950786,-80.53653348145473,54.998882567752815,0
UK,26-35,Heterosexual,No,D,B,C,D,D,2.4422709829843585,27.532512053152935,82.12570039228538,91.9517877650898,-65.87907689995541,77.47400384400558,1
Germany,65+,Other,No,A,A,C,C,C,-18.509225129935903,-72.16689932636632,15.396366163094012,-48.813913722747074,63.35128068209447,55.74138598106204,0
India,18-25,Heterosexual,Veteran,C,A,C,E,E,-96.05984709019096,90.56189819134194,116.71986061593032,19.4540760382849,11.951814732045106,-48.571712028606626,1
Other,65+,Bisexual,Non-Veteran,C,C,E,B,E,81.12489889779219,72.08660313472778,-112.65878135094884,-9.659559627656911,32.68264305329421,51.66164200023231,0
UK,51-65,Heterosexual,Veteran,A,A,B,E,E,-157.28099420216927,24.9537019396057,177.38675721511763,-76.36375739307142,-49.939759893909965,148.13877935156125,1
Brazil,18-25,Other,No,A,E,A,B,A,-11.130563387699322,-77.89101710254403,-67.01988295603698,-20.614424233606368,-74.83481505640056,111.69985474536823,1
Mexico,26-35,Heterosexual,Yes,A,D,B,C,A,135.46500069865186,-9.9561627688044,-102.63717486337431,120.26645020331819,-31.609315406762956,12.09382554937375,0
Brazil,65+,Other,Veteran,C,D,A,C,B,-2.656345815316372,-67.70635155755103,61.156802301968895,-27.51344876185746,-69.32433469634677,-23.44681823367633,1
US,18-25,Homosexual,Veteran,B,A,E,E,A,55.61765055864954,-92.16786355448895,83.00173299488893,-102.1923022132231,39.726756955716404,137.78189327623824,1
India,18-25,Heterosexual,Yes,B,D,D,E,C,-0.22599906362320282,65.52059609493668,-113.62507940277216,-17.573188769056596,23.99577803363208,-84.2635829008972,1
UK,65+,Other,No,B,D,B,E,D,5.949924862163611,-93.87189205027963,-167.39848927934025,26.892104286449825,0.0055215776288215605,-69.77829379390033,0
India,26-35,Bisexual,Yes,C,E,B,C,D,84.48028831876736,-111.72862889058293,-269.1291035803137,-67.19574802988014,15.343636522323681,-79.82368011638629,1
Other,51-65,Bisexual,Non-Veteran,A,A,E,B,D,-104.36098383565813,-17.14770831053512,166.0955697260611,-54.379714230960296,62.96864182849347,163.04009012204853,1
Mexico,26-35,Homosexual,No,B,E,B,C,D,45.72375307371361,44.779929792648474,-34.84056182757745,-3.1715520749945685,-102.11419684894327,33.782192475149955,1
China,26-35,Heterosexual,No,B,E,E,B,E,-20.16185720057383,27.97655912505144,71.29661470889468,28.49703258985353,43.68348556349444,-84.97739976836122,0
China,18-25,Heterosexual,No,D,D,D,D,C,-48.33413609781391,-131.6760907188604,118.21178402045985,115.02454822748066,-34.43831881467889,81.77328932953981,0
Other,26-35,Homosexual,No,C,E,E,D,A,153.33022722656773,59.72483450268695,-89.9821667069417,-94.85439461608355,-13.93306390875502,-1.6762368522605524,0
US,51-65,Homosexual,Yes,A,C,A,C,E,-23.74350903834237,32.42965589523611,70.45401039588094,-77.56014219182217,-168.93358906019384,53.373862429665074,0
Other,36-50,Heterosexual,Yes,E,C,C,B,C,2.922739093361978,78.35426956573008,150.01644373371445,95.01564264367207,-5.224578764734712,-18.230663813954536,1
Germany,36-50,Other,No,E,E,B,D,C,92.15524051251882,42.003103661998466,53.976296777745624,-15.031728288945276,37.27652951505432,-96.58490698347671,1
Mexico,18-25,Other,Veteran,D,A,B,C,D,156.69638711992434,12.424529024594461,-92.30250505346515,-98.41354249369915,64.62855056958115,223.38685349682444,1
Brazil,65+,Other,No,E,B,E,B,D,48.021791885178615,-113.74129951697778,91.5718647496711,1.7878055924562268,81.65497815356042,25.3571210206988,1
US,51-65,Other,No,C,B,C,D,E,-171.60932979388053,76.18746072121874,-75.06868354769524,-14.581344258211207,10.53925544728643,-36.6983832749932,1
Other,65+,Heterosexual,No,C,A,B,E,B,28.929734858464435,213.90702081930044,55.66208721996663,-88.9189007316783,114.33542974290332,16.29170350230901,1
China,18-25,Homosexual,No,E,B,E,E,C,-9.88357502256061,-97.27262516946749,-85.67889659367778,-139.8266441492451,37.584838144400514,-68.15809149918238,0
UK,26-35,Homosexual,Yes,A,C,D,D,E,116.85495478242454,-8.21038552068918,109.32266867803652,120.02329158160816,-7.493422604442481,101.28239480551014,0
Brazil,18-25,Homosexual,Yes,D,B,B,B,A,-50.254778459711524,15.671370935777528,12.106838144964456,60.04494979997933,255.3735694731281,-99.20787745464783,1
Mexico,36-50,Homosexual,Non-Veteran,C,D,A,C,B,-0.1945611570023438,-115.27144731422105,36.12841443924702,111.87508463400593,-2.051882892256236,115.9543661939066,0
UK,26-35,Homosexual,Veteran,A,D,D,E,C,13.478424149547799,22.531419363464167,104.10950693040814,-131.09878816952948,88.21863655926293,55.156186596385005,1
UK,18-25,Heterosexual,Veteran,C,D,C,B,C,73.81079144257846,-42.227203406984536,15.66591794764708,-59.16019809665467,131.35888181388847,87.68482695829766,0
Other,36-50,Bisexual,Yes,A,E,C,D,B,179.08799564744683,32.208862605586425,32.06471643692861,-64.7863454991662,128.22355214728134,-29.728618232574743,0
Brazil,18-25,Other,No,E,E,E,A,E,63.13474976679666,28.08577508680366,-169.29420185532808,-40.26777378295429,-67.73184771969323,-29.69220822544294,1
Other,26-35,Other,Veteran,D,E,B,E,B,44.03284386553488,-55.40405813160396,73.2614671974188,-30.083155574518507,0.7727150705036275,-121.60147062616775,0
Other,65+,Bisexual,No,C,E,C,E,B,42.63910943008751,-34.65877271779802,-161.1165807997584,-33.83088282753779,105.0525652657309,9.35617944149858,0
Brazil,36-50,Homosexual,Veteran,A,E,C,C,C,88.87331820002909,112.74894601232029,-154.30372774817494,2.2925237495081805,45.735998012285464,43.631605222006215,0
India,26-35,Homosexual,No,B,C,A,D,B,-143.10502332127038,-14.474739082765842,-19.430211187333224,-187.44301333089516,-14.139830726377589,-39.31993318541853,0
Mexico,18-25,Heterosexual,Veteran,D,D,D,C,D,-19.040006748614367,38.01737973729962,246.14192592187277,50.63983493987494,153.05131509989653,181.89626196691157,1
China,18-25,Homosexual,Veteran,D,E,C,B,B,-61.92122779186677,101.99001806089024,91.56953944965719,-7.536789110948676,-2.9396592175983223,76.45693173505627,1
UK,65+,Heterosexual,Non-Veteran,A,B,D,A,B,60.14166131088835,-87.2446473103516,-196.0516259178704,-90.28108896798706,-131.38749826972906,-28.641028645066015,1
Mexico,65+,Bisexual,No,B,C,E,E,B,33.698080670886,192.9539863445227,-209.69010400564528,108.32073961854351,75.58272659460879,-57.05477051362545,0
UK,65+,Bisexual,Non-Veteran,D,C,D,A,A,154.07599239283348,66.2074865274762,-67.13094571372591,-52.55045836485238,0.35736644293112274,35.68777147973366,0
Germany,65+,Heterosexual,Veteran,B,E,E,C,A,77.79037062662209,-51.80314525049581,-18.89257503613278,74.10180058395211,96.5356097907544,49.587207620277326,1
Other,65+,Homosexual,Non-Veteran,E,D,A,E,B,-68.40253939811264,3.822925505755021,12.962381862098088,10.63674666601689,179.74482341372038,94.89889686235901,1
Brazil,18-25,Heterosexual,No,D,E,A,A,B,8.269437549585755,77.60421962589602,20.967619791656176,122.83199649668666,-11.582491878462932,156.85059657451092,0
Germany,36-50,Other,No,A,C,A,C,A,-120.70118999956836,-47.74598924095794,-133.80554156403596,-60.859407745368955,11.141269539155411,39.21701414617073,1
Brazil,18-25,Heterosexual,Yes,A,D,C,B,D,1.6844353769772613,131.14135533953205,-32.703463405539694,92.4240163120767,149.93663758117444,55.79066709450946,0
China,36-50,Other,Non-Veteran,B,A,B,A,E,-15.134079440179104,4.253836550600311,-101.49854013100436,88.3061379123907,-35.449954077220944,105.54560577753689,1
US,26-35,Homosexual,Yes,A,C,A,C,C,-75.70158420408467,-89.2238751798189,65.28894070944725,-77.02529563261422,12.0548930518554,-89.77905391905573,1
UK,18-25,Heterosexual,Yes,E,D,C,E,D,-40.38632452918334,-44.20764094515335,-45.538836644542954,-184.31770565451993,-51.7834885341808,-114.00515293275345,1
US,18-25,Homosexual,No,C,D,C,D,E,48.49057452441589,6.663110843890116,67.41054310023065,-4.533554762251297,35.327123597227484,55.139881710348334,1
India,51-65,Heterosexual,Yes,E,E,E,D,B,-19.581706355952914,64.70018358429422,248.73795169762025,-74.07082556609038,123.14989408335342,85.69977558714453,0
Germany,51-65,Heterosexual,Veteran,C,B,A,E,B,130.69899760327453,70.78534343712344,-67.41369430564392,-56.47284211096923,4.003834406655731,-107.6744731779604,1
Brazil,18-25,Bisexual,Yes,A,B,D,A,B,-89.6549095352531,-142.04861270048644,-44.906909508005924,94.10740857840413,140.40900190687503,42.80399828542515,0
Germany,18-25,Other,Veteran,B,A,C,B,D,-195.59013934203716,22.04546394388607,-21.739259009873482,-19.72465660193712,134.22690455242906,0.022826092789355847,1
India,51-65,Bisexual,Non-Veteran,A,B,E,B,E,18.23124594760008,35.652308201773444,-60.71071627146092,-109.74295939462944,-219.7552962521126,45.406679795108644,0
Germany,51-65,Homosexual,Veteran,E,B,C,B,C,-101.75012752826906,-57.297871326872354,-33.17051030700597,11.24147291658795,108.01125124710349,47.628494292337756,1
China,18-25,Other,Yes,C,B,C,B,A,99.93387068134071,46.3765013336544,-113.57827854533409,-7.996834242681654,201.61567422967815,-110.4869146370691,0
Mexico,18-25,Heterosexual,No,C,C,B,D,C,90.96768738162818,148.27726510778388,-2.2317740200708904,-45.624661684340936,-88.87517345501037,22.134856960818933,0
UK,65+,Other,No,A,B,D,C,A,-254.73725018927698,-121.11158308596085,-10.14970578324881,-73.96022613980514,-3.8237924912445473,197.10223929009385,1
Germany,51-65,Bisexual,Yes,E,A,C,D,A,-11.466707186595793,148.63060804126553,67.35150968494415,-221.086628403512,-62.068993645412505,134.00782475467133,1
Mexico,65+,Other,Veteran,D,D,D,E,B,-51.01136463956987,-68.99244742667136,-221.2333869483948,67.80765810356084,29.764195563857225,-21.37694204931475,0
Mexico,51-65,Heterosexual,No,C,A,B,B,D,-66.66106618537208,183.1096775593445,-203.77727926971062,-52.78596744721008,10.457145009737504,-14.943238648234974,1
Other,26-35,Other,Non-Veteran,D,A,D,C,D,97.50177611607572,-94.49071671117738,76.21707746448634,-31.14599238858658,139.2075577759224,-51.34657010158921,1
Other,36-50,Bisexual,Veteran,B,D,A,C,C,60.479103180234794,-138.80660558386114,148.44731172069962,91.6539481795208,185.39877213681822,-10.391742430983474,1
US,36-50,Other,Yes,E,B,A,D,B,27.998818223640093,-16.60724985249054,80.03505532570301,-141.50385548655126,-83.67840970758657,16.04831300815841,1
Brazil,65+,Bisexual,No,C,A,E,D,A,108.82635604755629,165.6093780562259,-18.01351729334195,27.924674666155113,-60.07628094296453,-97.83845179588572,1
India,51-65,Heterosexual,Veteran,D,A,A,D,D,-168.6585756141759,-54.818738167313,155.3776192336957,-163.8591863294682,-175.7432299109809,-197.41904814579888,0
US,18-25,Heterosexual,No,C,E,B,A,B,-24.104544527936316,-14.543226356988967,-138.04452598828883,-93.27142641483725,114.33572624312933,93.72015465921645,1
India,36-50,Other,Yes,A,A,D,C,A,-12.347467888358782,-51.51197664459214,-195.09983006684425,-117.97848013253474,31.410959635915354,-32.85053116559233,0
US,26-35,Homosexual,No,C,B,B,E,E,-150.49743190232743,66.52611572776637,-47.84376263583518,85.59365245400437,127.67399164833589,1.7606369671166127,0
India,36-50,Heterosexual,Yes,B,E,D,D,E,-69.72711689258392,126.82571600922378,-32.362834754161554,22.687915315777474,-60.9984592924662,-17.256657397067123,0
UK,26-35,Other,Non-Veteran,E,C,D,A,E,127.2963748635477,222.17019830171841,-47.59426221911277,119.94370600014925,33.713190173307524,-56.22226298016426,0
India,26-35,Heterosexual,No,B,E,C,A,A,-57.281953315166454,-1.1366535954470718,64.2717200848642,67.08852963551031,-216.83945126905542,-164.912878947735,0
China,26-35,Heterosexual,Veteran,E,B,E,A,D,22.63180802610299,94.75549285777622,13.604276787027766,-30.157690987294956,100.26351220846756,169.6711254263135,0
Other,51-65,Other,Yes,C,A,E,B,C,0.4237984613885131,113.92078461493571,75.52157365390545,-32.11987737763086,37.756682510651885,-68.45690515888747,0
India,26-35,Bisexual,Non-Veteran,D,E,D,B,A,-30.43259804776861,18.032247664268304,-42.81387485666484,71.69578664972303,137.6628486826467,103.14654475670449,1
Other,65+,Homosexual,Yes,C,C,D,A,D,53.112022828140326,12.60037215896502,-149.1306574078796,6.590415112855334,78.71168606478875,157.4663235597857,1
Germany,65+,Other,No,C,C,E,C,B,35.348279673480924,-137.6541620813213,-52.52911423384753,55.32076340974491,62.42751579650889,87.51674635489157,0
Mexico,51-65,Heterosexual,Yes,A,A,D,D,D,-78.41827907684413,28.615765918332116,0.00978524003486708,-85.84717211354274,-192.81215285473732,69.63202085236155,1
Brazil,51-65,Homosexual,Veteran,E,A,D,C,C,135.07342930634852,-25.231603510459127,-18.580701440942335,73.4102154576688,87.48900242865388,-66.27455886032898,1
Brazil,65+,Other,Yes,B,E,D,B,C,38.08133740846846,-112.46433522765452,-150.82046125154,-79.0653682268252,-37.857679619288916,-97.44062317906761,0
India,26-35,Heterosexual,Non-Veteran,A,C,E,C,A,-127.93456054432193,-272.3387216287403,-58.3593060253649,-170.90263845767666,-39.90015516316227,53.72871926686079,1
Mexico,36-50,Other,No,D,C,B,B,E,-11.461900001220481,-112.85043093868154,-37.09164268339759,-0.0019072471994498101,-108.00331243874443,-8.128073868325522,0
China,36-50,Homosexual,No,C,B,B,B,C,157.37378161151972,2.6478452142149225,-78.74458732132499,-136.8774193994055,109.93892156886334,-43.728442175387464,0
China,36-50,Heterosexual,No,D,D,B,C,D,34.36692865066594,-0.7374273134742237,40.442159004801454,29.80551888544688,171.35483660828726,63.915239928595,1
