handicap,race,sexual_orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Yes,Hispanic,Other,26-35,A,D,208.74690173650393,D,-117.00042921647426,E,C,A,-175.90152651729954,80.24585605081404,-43.86028474994405,A,-58.99992117051562,-44.012463743538774,-3.6497123088876884,-88.10218205883207,84.99013581143116,-105.22330346694366,0
Both,Black,Other,51-65,A,A,42.960693055765056,A,114.87495333530309,C,C,C,-115.23815113240656,81.28426511438104,-33.79344899777885,E,57.489234940318546,-76.1700839606368,37.03618267452612,43.53941904286651,10.631580751492976,-121.36227208568087,1
Both,Other,Homosexual,51-65,B,E,178.04325421643975,A,27.35155669491124,A,E,D,94.87317943857909,-144.90171980549457,132.41229325580534,C,164.40172199434866,16.392828403985952,-72.0124361346515,-45.080100279464816,187.29712679605151,-28.758707492947817,1
Physical,Other,Homosexual,51-65,A,C,67.04421660286292,C,-35.68588922605656,B,D,D,-152.26465250226852,137.24033210111793,52.793532036936206,B,-117.8436306686182,187.08105603965643,149.4201551788889,18.545571327734493,9.79875174696959,-65.80400572550235,0
Physical,Black,Bisexual,26-35,C,C,-68.34493868911768,D,-67.05929844583505,D,E,E,-68.7375850354709,-71.90628536372283,11.634669714083689,B,-91.63306557374537,-2.961575900704673,3.549464236869615,9.54609149683765,-43.33775873206854,-37.84216840196526,1
Both,Black,Homosexual,51-65,C,D,-60.89131135615409,C,50.84181082902121,D,E,C,-8.215253104509628,-39.84256194791204,97.1152440162843,B,8.92917557149187,-28.760831723241086,10.097560495028315,131.26960763065293,-175.67768548142308,84.29886713743284,1
Yes,White,Other,51-65,E,A,-81.72883771788302,A,54.02334054264819,D,D,A,-270.70516625689146,62.09821137809837,86.01246677503993,C,-17.36711770435362,-162.5903621024236,-37.897571463093385,-88.88972573372433,-103.13935181401652,228.2807040633734,0
Both,Other,Bisexual,65+,B,B,-38.33615837172011,A,86.72211991183381,A,B,D,21.8324705258451,2.6953384807451863,82.40947241252906,D,-208.37856883911036,48.01871061198889,77.69687505184208,-75.7475993590246,274.94704861660966,41.03023392884766,1
Both,White,Heterosexual,26-35,B,D,-100.20430824099591,D,177.02412132917084,C,D,A,-112.97290362276672,-118.44555114026068,-184.59599536608297,C,-48.06735085720067,290.8485703944362,-196.38365757307693,-14.746689608586601,-55.051510053003305,164.1010623195531,1
Mental,White,Heterosexual,51-65,B,A,-77.34263199269546,A,-215.68604839173432,D,E,A,-159.38438823936576,21.854617981705974,51.04729514409284,E,116.17641084068653,248.0940313134596,-0.21308105075326433,-42.61030365686791,-149.88248851910686,-14.41644786169704,0
Yes,Asian,Other,65+,E,C,80.1116777402876,A,-183.24705883535276,A,B,D,-165.96799181629174,-130.62615626890675,-174.52769515984136,C,-7.88530314251106,49.15074480903394,-75.45190691305308,70.81946196974539,9.736702501364066,79.40639366118725,0
Yes,Asian,Heterosexual,26-35,E,E,-82.41029033369351,B,-115.09376345094513,E,E,E,41.0131667319194,-33.85247473712561,22.111180587060424,C,-1.9266624240698276,34.97655858217546,-3.6476649666766026,151.15301194783692,-176.4087878527307,-6.303141559502058,0
No,African American,Homosexual,18-25,B,E,-37.084047855513255,A,65.10465385348779,D,D,C,127.56029558116376,-75.04820674394352,-9.395499811701178,E,117.49401128823267,-100.64509869481948,-64.6656443556587,56.93717963445639,65.78371099989741,102.7570805805511,0
Both,Asian,Bisexual,51-65,B,E,214.72216954351785,D,-65.96177525908466,A,E,B,-165.16685423201093,157.12060590517032,173.24682440547124,D,-18.156785631554392,-74.3816240795045,-93.03840778060693,-86.12191038645747,-92.84172475457027,-16.066449063190507,1
Both,Black,Homosexual,51-65,E,D,-41.06356579951921,A,-148.96484170967162,A,C,E,-132.21634492618531,159.80877526538683,-27.84000746904206,D,40.69575563433954,-46.104083914821075,17.721536289126185,25.68584153337017,78.09462867517483,-109.49153066199648,0
None,Asian,Heterosexual,51-65,C,D,-115.41071602951851,D,-22.71658317868666,E,E,E,-171.65555912612905,-113.11976968635851,72.25634949915641,E,24.745218451380552,93.42276057572762,-84.42988641801968,-244.0894852730893,63.27469108941941,-119.74314324112436,0
None,Asian,Other,26-35,B,C,201.19671465623406,C,3.135293943866164,A,B,E,96.36012989450437,21.8683341227622,95.87197742205487,B,39.24016607003377,-84.70836681318303,-214.53805983853803,-42.93918160860406,-290.56494452767663,77.05483991397574,0
Yes,White,Bisexual,65+,D,A,117.29869151570105,B,-155.13912670259458,E,E,D,-155.1686670100017,1.3786546573564893,-43.1543964924124,D,-132.3834408254957,-42.25508734621793,53.21991146028675,-109.94987305765964,31.802917528472502,-100.58939718480708,1
Mental,White,Homosexual,36-50,B,A,-9.552474470829768,B,18.175375119490766,B,A,C,-27.993815501779373,-104.14832018649882,-71.01987597050797,E,-64.9584363074799,-45.72739838987635,157.22752734760473,46.63979780401976,149.81340636603343,-204.87524261212283,1
Both,Black,Other,26-35,D,D,-87.68603987645837,D,-215.28754449954982,C,A,A,-37.50233321417319,71.73831654137004,-9.20261684172381,A,194.09982791408046,-58.71908800137741,164.04228320039155,64.2101378700593,-16.526320631468266,14.547974496774883,0
No,White,Homosexual,51-65,B,A,14.083931062687896,E,169.140291140785,D,A,D,-123.46003535481127,-249.3866439103856,-16.52052949123613,A,18.517102263894138,-39.40489140966735,-42.50881935580171,-83.53337191273538,33.305892591809794,21.076205014314834,1
Both,Hispanic,Bisexual,65+,B,B,-46.40944003420928,D,203.46035230868486,C,E,A,-68.80960688121598,-2.5791428098437463,-10.513557116585847,C,-29.487667267959917,162.02985412485882,-271.2838389836368,-3.471038806365719,-36.94167643326624,-121.58625691767955,0
None,Black,Bisexual,51-65,A,C,5.7448531940418555,D,-68.67238839266632,C,B,A,-6.486040857279662,6.070270322691664,-7.523528408986178,E,189.8714617122009,7.8461399118293125,72.2830853080927,-34.61332785602081,13.372201060048788,-199.47469653387657,1
Mental,Other,Other,36-50,B,A,52.4204177496067,B,185.02931479212677,B,C,E,101.99759008191285,-63.59396105044689,-18.45045220433077,A,24.867310392574225,-109.30287198034976,37.25202081233541,17.84571946745677,70.20030934201388,-125.86509238100095,1
Mental,African American,Bisexual,65+,E,E,201.2940136278425,D,-49.45439353094297,A,E,E,18.914307134508753,103.59593791889465,-3.379661690406674,C,20.842651921156687,9.114556351575438,201.2721866563957,37.82326678266345,-65.91905978513941,56.84901349253037,1
Mental,Hispanic,Other,36-50,E,E,93.32331566464171,E,-16.76945135272779,C,C,A,9.816180907937952,22.7119092106626,79.30604535867568,D,77.15321135211457,-30.781739138891613,78.76294704482726,0.5344991916959316,76.40417697030367,110.76993229240128,0
Mental,Asian,Homosexual,65+,A,B,75.80286201697388,D,-38.071648848069884,D,E,A,159.36604048119273,-9.385009289627348,-280.6468664884121,D,143.8219822973021,54.00137311058184,-51.64079242389198,-75.80166469989204,-13.485279213304432,34.92404910825181,1
Both,Other,Homosexual,18-25,A,D,-80.74640493134878,D,18.048279556366182,D,D,E,72.73860180706471,126.5461448454811,325.0029622893807,D,27.4764423828924,-51.939785135323326,28.892736932157387,-36.56003105774283,-4.039194463903596,-39.815799863509255,0
Both,Other,Homosexual,26-35,A,D,-35.03168990811112,A,203.2517775156887,B,D,E,20.81506942680345,-21.88738046350413,104.40676686626465,C,73.73340837486727,40.455962458973914,-14.562328639487218,147.92404371096734,-199.79904073341066,20.546677662299675,1
Mental,Other,Bisexual,26-35,A,A,-10.48797545889843,A,-96.62042195707076,E,A,B,-127.88016872736287,-54.32624044491138,-74.01196482770312,E,36.35093212268402,-34.47533019472337,-244.11577121692446,57.60212063179407,-3.1468471437842394,44.027079205858435,0
No,African American,Heterosexual,26-35,C,C,-5.639254879205831,A,-64.68204971280005,E,A,A,36.40838471362222,45.39746876003025,-26.183277598434902,D,-137.70944895419987,17.671831263331107,29.96506650357088,69.30862925591138,-118.82419253237606,175.7860249112691,0
Physical,African American,Bisexual,18-25,D,A,75.75695805538727,A,-147.82753165318687,D,A,A,14.119826971155296,105.70067416767482,282.47090782945605,E,41.51403901994007,118.8680514423738,-86.1052046242582,25.755604202554704,-82.82651870449213,-43.47677691607219,1
Physical,Asian,Heterosexual,36-50,A,E,61.836322835870604,B,-28.463348162650746,E,B,A,144.67472809695866,-130.85303895286722,-102.18327919018868,D,-56.1669111217679,-3.940891103257935,45.23048697626996,-160.42193508480662,-14.484570741271638,34.9395063795549,0
Physical,White,Homosexual,65+,C,A,-36.75168716943692,B,-219.65289864062817,D,B,D,-113.39527757158028,138.25051514089628,71.62513672188079,A,56.551825416295486,69.12827165229626,95.36007530948066,218.45840839472018,-24.156144105641545,73.9863989188986,0
Yes,White,Homosexual,65+,A,C,-80.17002716024169,E,198.83431017281262,B,B,B,-38.84873790320939,5.745831065693472,-174.30198335083003,C,-143.1915160785743,-58.623898477521074,129.5900824344314,-86.70809314071147,-16.154285721307136,-121.89002387091907,0
No,Other,Homosexual,18-25,B,C,3.556141871631583,E,4.868307324536485,B,A,B,67.71940052678201,18.39455741734793,-87.63295699681652,B,-8.471834178535309,-6.89105547502883,2.748181118354418,-34.705883431289166,59.018353639867286,-192.02293792606287,0
Both,Asian,Bisexual,65+,D,A,-78.09247433098395,E,111.16661661506188,A,C,C,129.83440668481964,187.50225351779878,32.25287840846316,B,31.13766319392533,-116.4570193429672,-197.37151531365268,140.0058832362302,-201.0411929390122,-192.05815722374146,1
No,White,Homosexual,65+,B,B,-46.94155180051137,B,146.7474789307461,B,B,D,-93.35033983055375,149.99901566900084,-39.015809034496115,C,150.76288149771574,33.71450520170571,205.71752793682384,-47.58109674274486,-3.25431873880645,64.39709873718104,0
Physical,Other,Bisexual,18-25,B,C,-41.09064134770905,E,36.41979835336886,A,D,E,-6.55109780526484,-195.68170210199,9.247919223175117,D,36.76196611250407,42.49867162687915,47.832308175954445,105.20632308638642,82.02058821719842,21.694479173997344,0
Yes,Asian,Bisexual,26-35,E,D,-117.50643770879256,A,-29.870024850195065,B,D,D,-144.9248310208061,-71.69463828132498,136.47048904140007,E,-70.36698020014771,159.0979990960806,-90.92588039622652,31.650826588924673,-30.905034086974663,47.97837634543626,1
None,Black,Other,36-50,C,D,45.378548631609746,C,75.68573638700971,B,D,E,-20.653177191391965,49.712985057504284,216.27710069251788,A,-76.98349906510545,-11.193424252797659,150.46401708419182,-55.46686776809947,128.82281661893376,-41.99478216327314,0
Mental,Hispanic,Heterosexual,51-65,C,B,108.47258299804601,B,69.76663218674676,A,C,B,19.729941481833386,-245.09962897265595,89.78158953249303,B,-27.417470127842687,-70.40528331341336,-5.256179052878147,12.972255983809461,53.31385351160575,27.31828204670086,1
No,Asian,Other,65+,A,D,95.14860621471759,A,10.890983146101073,E,B,D,101.98606645046462,-33.32130401066852,31.972482875652087,E,-60.19683943878268,29.069249854242017,-20.049701974789066,123.5307799671598,179.4686703516252,-34.673770537565424,1
Both,African American,Other,26-35,A,A,-111.92058647970542,E,-220.6051616799068,D,B,E,-35.87107680732145,-45.12694924867434,-79.84640819510935,C,37.844175350900606,-73.01519636017967,-134.79293834930266,59.60524381166583,-224.7699963934647,143.5510024412713,1
No,White,Other,36-50,D,D,-23.062202672954584,E,45.63411208136305,E,D,B,-20.831467720054167,99.53606959665593,29.596028900195797,C,186.83234516942133,33.64666557128966,4.546584616459507,-211.80382612840592,82.923021386936,-37.968861842551945,0
No,African American,Homosexual,26-35,E,E,96.7295968325485,D,180.9857175248363,E,A,D,57.17528371102718,-165.97246348810387,-104.66429918930658,D,-93.09875973215135,-191.13957059783627,-153.04743803822922,-11.930667417540164,-99.2965171815478,71.49193574347532,1
No,African American,Other,26-35,D,B,247.79236367219366,E,240.7758050801159,B,E,D,-167.56998612577902,-58.25848917829431,21.809498642501378,D,-14.381271238906915,-92.83911151975379,0.45524430793476933,-225.4564120010155,71.08284499721826,-31.319288808163364,1
Yes,Other,Other,51-65,B,E,32.09322239690779,E,20.81228538301798,E,B,D,77.43757047346377,69.62596520744806,-8.544346408859935,A,40.37086415237599,-154.73176129128277,-121.21839697546272,95.78309900271996,-201.61473009974262,91.06030140863442,1
No,Hispanic,Bisexual,36-50,B,E,104.3347324780434,C,134.15882548970924,D,B,E,45.68133278953127,45.5629797442852,199.97409707171653,A,149.43086171974895,-203.0495905956489,8.718925143676218,52.419595679521734,19.805066605999265,-156.86067580239055,0
Both,African American,Homosexual,18-25,D,E,-49.71288042967403,E,13.638288653409894,E,C,B,-44.46155107354381,38.43603703688061,-21.743090412746398,E,225.348809553761,80.72627759965565,168.0587977529877,138.17550049418577,-20.188862979109132,-153.5727450868201,0
None,White,Bisexual,18-25,D,C,87.56363767816305,B,-16.529615311710643,B,D,B,-136.36688610178305,-40.199825881707454,58.412006289269755,C,-54.88154130114529,95.54352922401654,-103.80660133732387,28.114788315418117,218.52814905280468,98.65604965102455,1
Both,Hispanic,Other,65+,C,A,59.36269098375027,D,-86.7054295887296,D,C,A,24.304093613275697,137.50757712648416,-132.1636955176384,D,-77.37264772697272,8.713731897217675,-100.9078891309266,-85.17529153016211,-12.27915348748494,28.499150900875964,1
No,White,Homosexual,51-65,C,E,101.68152900034973,D,-12.464837944105794,B,E,A,41.882133538780465,-7.349892787102427,-15.23131132704339,E,-114.86877896749536,2.9599689169029038,-21.82228303568533,56.197418499787254,-30.80942327595546,44.33937252805335,0
Physical,African American,Homosexual,26-35,E,B,-73.50443572332624,D,-41.33848159825738,E,D,E,-39.72021175381163,56.00094626627988,51.45749744226749,D,-8.964382691624435,90.07697892324671,-68.6583363578689,75.69807066698324,51.106526620544734,-163.55350438351593,0
Both,Hispanic,Heterosexual,65+,C,C,183.0327561399028,C,72.77633335019993,D,A,A,-35.47629496661837,-121.44258049126255,7.7235452419861375,D,24.081860181617383,-120.74770341246759,110.51868522270223,-31.535731010921346,-93.17047879102832,-138.60650288044846,0
Physical,African American,Other,65+,E,C,-90.61973192868096,D,-75.73396455770722,A,C,E,-54.10193913020659,53.81292501236983,64.34535135266093,E,71.07889262580991,-36.97745881601636,-38.365205623533704,-47.137270274943596,29.70562486352585,-29.948106578659907,1
Physical,Hispanic,Bisexual,26-35,E,D,3.168931301016952,A,-40.28146393309212,B,A,C,54.493460822101234,-173.81730447571522,-137.16257492869443,A,-18.359066114592014,-32.60406625898975,123.04416738567674,91.9805260799903,65.99053877072004,25.18032205915217,0
Yes,Black,Homosexual,65+,D,E,-16.966937132881675,A,-103.5183447795942,B,A,E,-10.572673686643418,15.543645277249013,-0.6248573066439809,C,-92.52401564337201,80.36279418554606,-10.027545896421755,94.606313045015,-19.54259020678272,-240.72144178101027,0
Mental,Asian,Heterosexual,65+,B,B,67.79681145734357,C,-51.4487789378589,A,D,B,51.78324021967673,186.88204710202498,-14.187089911479397,A,-26.79452380159265,-7.80009910842217,-41.219142921104634,123.1907353076108,-17.29048710871052,130.72882476845484,0
No,African American,Homosexual,26-35,C,B,-50.97846568214581,E,-99.72933576137913,B,B,D,123.75957284958534,-86.43744790017438,31.556036086221795,A,57.60598266218038,148.0936876019575,11.632116254574964,-0.5953622743030679,-108.55769030980093,-26.47751810237386,0
No,White,Other,65+,E,A,93.76299643531908,A,137.0730372162501,E,E,D,-15.254795518133443,10.371168968662284,-30.091034434961745,A,48.07522926044616,36.131673665812606,86.59013283160984,-71.68024480842594,120.04403664134567,-108.53700723713024,0
No,White,Heterosexual,51-65,D,C,-7.804631276410142,C,62.614700163063695,A,C,D,-38.53897330819016,169.72445591834781,-18.41264720026481,D,-78.62183564908408,5.640248861842931,32.844953989673506,-33.80636942628277,-74.50919400127877,-13.583311444897427,1
Yes,Hispanic,Homosexual,65+,C,C,48.60120062836566,D,-24.456416580246554,E,C,A,74.91624429483066,-143.6069550077721,60.4463792123492,B,-3.262552570665816,32.281455368809134,-187.8526604178367,-31.85684394525535,13.723071823748192,-215.91392741644552,0
No,African American,Other,65+,C,B,-284.9696276792223,A,205.1658325781012,C,D,D,63.510440084429106,22.831152955299125,-48.20847110361966,E,-82.30365413945385,40.033446708399715,-134.9307974283711,57.11642895055671,215.13221932510444,121.24193353809044,0
Yes,African American,Bisexual,65+,A,C,66.91400528041974,D,-106.84879324528677,E,E,D,-0.42693894343176175,6.059826039694236,-120.36886965464262,C,43.94826661398649,-1.9424516430914824,27.21625172071423,-15.522659388396615,31.870714003870905,-149.17095833416235,0
Mental,Other,Bisexual,51-65,A,D,90.0959734184974,D,-13.753297142014672,C,C,C,-5.100945581602363,113.58390576461244,-133.46873248476305,C,96.7105997520656,-32.31585601855927,76.29844218144233,71.73399691487336,-89.27525384076893,-29.119147228790776,0
No,Black,Heterosexual,65+,D,A,92.09022390793544,C,55.048302615807664,C,C,A,40.67793276570365,-267.06696200575027,-66.48236943920405,C,77.88048354663803,173.9992092682009,36.88197947497478,-74.92081852955133,-211.7570676708672,-35.08114019981512,0
No,Other,Homosexual,65+,D,E,-123.58617143041295,B,-109.66324575349155,B,C,B,-0.6583021146783475,-38.30408646514488,-156.11932083396977,E,77.61908191486891,-37.77391746320759,-34.345126287762,-8.582284330757178,-214.7550697127794,-85.91323981013039,0
None,White,Homosexual,65+,B,C,100.02120376858745,E,25.452463573196262,A,D,C,-24.74448471899544,57.85937823664946,-47.80080865368713,E,41.32093795668562,11.476610168908978,-40.155837702363655,11.664681703087222,8.020676161215885,99.96750768482767,1
Both,African American,Bisexual,36-50,E,C,-108.40466210266129,C,84.5374155726471,A,A,B,85.01772030683438,-236.68100858335342,-24.081169161213538,E,-74.59766522668096,103.27110285892589,-153.7071404120951,-22.942662915477328,-197.53724098952347,172.87378255230706,1
None,Other,Homosexual,26-35,A,D,-41.67558788108528,A,-89.36602981157617,D,A,B,-92.79444755877236,-36.91087558661045,92.45077257697567,A,-11.705676965589548,27.40795594073027,-12.207589859407422,-66.62821632867507,8.550460772844893,-30.159269561757355,1
Yes,Asian,Other,18-25,D,B,-249.39590428570077,C,-101.72557095094741,D,C,E,20.476806350653654,20.50016520861011,-0.9639297138286883,B,-28.80734166590779,-19.394305970656514,-39.32200625635652,147.66764335270278,-25.529698338033384,-99.16846551853332,1
Mental,African American,Homosexual,18-25,B,D,-38.79221135377759,A,-11.700217808365508,D,E,C,27.824025182159996,-8.203441935399015,-97.27725447210783,D,-51.02594127736073,-116.08082906074297,-42.11521351908584,107.39780022350152,243.0943172031518,-63.49632141897836,0
Mental,Black,Heterosexual,51-65,D,D,-53.91839999853079,B,20.95817966426821,C,A,B,-112.78886416416967,47.34776997339541,-63.99474787458127,E,178.6799169205205,-87.4783887450533,-126.27678975286042,-164.7037301828652,-68.80436115396998,52.9169988969167,1
Physical,Other,Homosexual,51-65,C,B,45.30539396718724,E,-219.6780027288817,C,D,A,-157.84209597858327,-77.72273568256225,-160.41153446653885,C,-66.74849508971884,-157.88604705272823,-12.945533681994824,-30.21916493110905,25.009436159849667,54.59355077170244,1
No,African American,Bisexual,65+,C,C,17.486793486364007,E,31.647850806974382,C,C,C,244.23015683445306,49.73928108590358,85.56975793046627,C,55.33745258697611,-161.97691282784876,-52.68281717992493,-137.95677060649646,-19.133117712112377,64.79852957897761,1
No,Asian,Bisexual,36-50,B,C,-3.5240832584992323,B,-70.10633017296634,E,A,A,-218.01574344422434,-92.39623050159553,56.730173790427926,E,-111.61168930381447,-58.345932387154264,11.156729352823785,-89.8992700384345,-175.05985679501578,-176.5713645421306,1
No,Other,Homosexual,18-25,C,D,-118.182143456789,B,113.68617506276377,D,D,B,-85.23508273629065,-21.263751393740645,94.80902227561282,E,21.848991420549066,-9.500452573507637,10.134476754906649,-111.42263921406021,85.1632954446864,-98.43644339737101,1
Both,African American,Other,36-50,C,D,-89.52867372665784,B,144.00865147918518,D,B,A,-63.948969112472184,-16.966298717037855,-88.19217340928037,B,-23.348692243712104,80.98466456991265,-68.36933834003261,111.84755079937179,-311.938586950317,-32.873371648504296,1
None,Asian,Other,51-65,A,A,41.81910264403431,D,137.06158653337027,A,C,B,-26.06122517195159,-66.6403708503593,-220.17402046053783,B,160.37036982326822,-27.193871321495266,171.95997125852313,-161.2798214395711,43.72810017481643,34.201340252315056,0
Both,African American,Homosexual,18-25,A,E,55.023431821048995,E,-99.25864577099254,C,C,D,179.45631156274757,-59.674225620634004,-14.442510246524456,A,105.5370400481526,-78.71690530290877,109.05151046541783,54.672311468687255,-54.567407500094355,118.11121190625555,0
None,Black,Heterosexual,36-50,E,C,90.98470623123698,C,109.3959712448108,B,A,B,-54.71395008412715,-233.4850923072544,-81.49681579847716,D,-102.35432160736741,46.835995922494284,36.13068441152743,13.93565952828521,86.97923406584964,-71.75793426589703,0
Yes,Black,Heterosexual,18-25,C,D,54.52849204372052,E,86.84217948643978,B,E,D,41.46922196824145,-109.47137952997885,-63.99141360006796,B,3.614488585271103,96.64535221015667,-187.1930381312923,-42.9450018606014,4.804534661882229,-126.95276701011251,0
Yes,Asian,Bisexual,51-65,A,E,74.22967027215294,E,-22.23484561568149,C,B,E,55.80137319082754,-180.0683046669017,105.75591501792576,B,-181.14795887220401,-103.06244636602158,-147.87331240957315,-55.582944614876006,73.22575552606943,-26.34826380415463,0
Physical,White,Bisexual,51-65,C,C,85.47447502308647,B,93.74000741404147,E,D,D,-25.86095080997738,71.00200435205235,-117.46802092603559,E,-53.97789515983259,8.62585519016761,73.15738014703987,217.32011085352966,61.198925267802,9.59962125037375,1
Yes,Other,Heterosexual,26-35,C,B,-75.56513800558633,D,-32.09056328993327,D,E,C,-26.501522921856242,-48.779012309860356,55.55822131976229,B,89.37003025560313,-8.17406367105931,-87.86731464260133,-83.25031773405868,206.69594185538452,67.1424825756241,1
