age,sexuality,gender,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
37,Other,Non-binary,51-65,9.824459378115764,129.36865944126058,A,126.7682943563114,D,A,25.278259889158406,D,-62.419051548545504,-18.58960843750472,E,C,183.96908873791298,E,60.15113834029374,E,0
49,Heterosexual,Female,18-25,-31.610795444385857,31.038027028047555,A,121.86071402062,B,D,80.12644738842478,A,-6.862025925526282,170.25065117025983,C,B,-111.5982517028365,A,-16.59669594941543,D,1
40,Bisexual,F,36-50,45.18029782924724,-268.19323269305664,E,167.52335769327883,D,D,117.64702844294284,B,114.05547897971151,4.060063686789368,E,E,-147.65017826613956,C,166.748384528645,B,1
58,Homosexual,Non-binary,26-35,116.02092720327002,-180.87371612267881,A,-2.250886412863994,E,A,-68.4351688456573,B,7.263363335943714,-76.8837362657002,C,C,-153.93234630057265,D,-66.62600534412412,C,0
51,Heterosexual,Female,18-25,10.395348140359573,-20.620114441389422,C,-119.53240534403015,D,C,-196.81207144238329,C,-36.94875728165641,-50.72042399878419,C,D,51.49980663248608,B,8.902911237298614,C,1
65,Other,Other,51-65,105.70862054015096,-45.15386279452515,C,9.035799505724277,D,C,36.216994705438935,D,18.332490409350505,-13.370117746090019,E,C,29.901341422869965,B,38.37829289257547,A,0
43,Other,Female,26-35,-64.31970977578816,4.8078082245108416,C,58.36179278468624,C,A,-175.76621834399998,A,-9.603341300874144,-106.76782068987562,B,E,38.04435149210285,C,-96.06169700085778,D,0
32,Bisexual,Male,51-65,-85.50173771201361,-105.10106801792789,B,210.28490529132364,B,A,89.7360068802525,E,17.009522722585285,-43.99678129238151,A,C,-46.97677609285951,A,172.09759356524677,D,0
29,Other,M,51-65,129.4940669977055,-25.08668263487107,D,-34.95862969776311,B,E,-116.61980986574865,A,-188.53249188943195,-42.30581232624342,D,D,3.4631561089843133,C,-135.5741320589162,A,0
61,Heterosexual,M,65+,-106.78007505491543,70.22127733369572,E,-167.63395147095076,C,B,-45.60063929549635,A,-215.6056929710295,-19.339617612514655,E,C,-103.72436425534602,B,97.46939871760316,D,0
65,Bisexual,Other,51-65,137.63905790713363,-118.14884857219525,C,169.8201001053344,E,E,2.81092855008887,D,73.9325674169694,13.06013702391897,C,B,90.41164177792946,B,106.54479010534482,B,0
72,Homosexual,Male,18-25,-233.50482852209487,75.98974930208654,D,-51.369080366618455,D,B,1.7497121171968846,A,38.63094831279006,87.20667207391313,A,E,-129.7565519563543,E,-68.86062594104718,C,0
51,Homosexual,Non-binary,65+,134.29617244597173,-112.99958788460265,D,23.194925412758398,E,B,113.10335757605078,B,75.36746848226035,-156.63079003837746,B,A,-90.88892048122284,B,-124.55019802719293,A,0
43,Homosexual,F,26-35,34.562480853766566,102.43721618834275,D,34.13356447815349,D,D,-51.7647662595209,D,-30.75258082507304,-53.74976378943861,C,A,187.31461833856574,D,104.72164264050765,A,0
72,Heterosexual,F,51-65,-10.570802270317312,38.350345537514094,D,114.8374241048842,E,A,-92.40871105028019,D,87.0264593892849,223.0011070485109,B,E,-122.37842814175232,A,102.35407129004734,A,0
27,Heterosexual,Other,65+,113.9675743672473,-137.86114242607883,A,-25.369793434261425,C,B,-203.58609530971657,D,-9.88764504268939,112.81296709890007,D,E,2.9711608194982473,C,132.06624403649354,B,1
61,Other,Other,51-65,74.0181236018616,-19.815460830348535,E,-49.539676045173366,E,E,203.6935939518195,D,-10.405777046048538,-87.6346671401362,A,C,32.775700499977155,A,27.0422526582057,E,0
44,Other,M,65+,32.660348743201844,35.591805771329874,D,272.965940983162,A,A,64.74298679187335,C,-136.79826101282188,-117.03179649862325,D,B,42.669587952446605,D,-54.83903411194979,E,1
19,Other,Other,36-50,135.41938537896493,-140.23560174378824,A,52.940926694910274,B,D,6.942446125472607,C,-129.0670487234829,7.854822221673588,E,E,-75.18838089058228,D,139.49533252315996,A,1
52,Bisexual,F,65+,7.114680214815618,-119.18655766196511,D,18.232744337070425,D,D,-73.04807330681626,C,-38.21647021923307,50.0895142250701,D,B,73.01732181439864,A,-126.78293847825222,C,0
28,Homosexual,M,18-25,-126.65284247951347,65.0928536605584,D,41.545167509086575,C,D,-142.31127642141257,A,-82.91334871886487,4.285387795095832,E,C,-53.01200913150055,C,105.05728256178439,E,1
21,Heterosexual,Male,26-35,-130.36480979766273,-79.07486476258903,C,28.404872912422146,B,B,-171.64187974564348,A,88.77868130889051,-12.162268517898118,E,A,-74.6898325731502,B,8.545335439468445,E,1
45,Other,Female,36-50,140.98823149310203,-78.90513030088493,C,-32.54141874998969,A,C,-115.8914345346524,C,23.40111031865674,-83.61306704252999,C,B,91.2231181015502,D,-119.9615870435641,D,0
73,Bisexual,M,18-25,-23.457238668651616,97.84133807400842,C,49.854848183230516,D,C,-61.95005762323663,A,76.73633238180814,100.0036166964969,E,A,-122.1463246922301,E,-132.03093418417643,B,0
21,Other,Female,65+,-42.90336369417005,-28.35031416414156,D,156.9745976464197,A,D,-99.91200928325652,C,110.10044079566062,-17.695601439286072,A,A,119.42950523044263,C,115.93220737532309,E,1
40,Bisexual,Other,51-65,8.56825937244835,-155.1136553901732,C,153.36292687521987,B,C,26.116875889574636,E,-176.04444709852936,34.72863556639726,B,C,-154.33183190877617,E,1.658604088454905,D,0
69,Homosexual,F,18-25,45.985686781934604,178.8974617996043,A,-81.0297114479879,C,B,-8.329770415920008,E,-92.19617371720364,59.15981000656547,B,C,108.09437028043247,E,-174.21520166598447,E,1
36,Heterosexual,Female,36-50,-1.2775311884667182,71.71443636663354,E,78.62113618309449,E,A,0.22894791262383715,D,-64.02190531989984,65.89979210132796,A,B,-52.34283733004902,D,105.70456840401512,A,1
66,Other,Other,36-50,1.9900968035528301,59.059462276297545,D,126.49233357460834,C,A,-57.26289873200393,B,20.99272649477377,11.97168560884936,E,E,-83.63234200031049,C,-156.48113080653806,B,0
30,Other,Male,18-25,180.69923375947917,44.28032157444268,B,58.46355803532084,D,A,84.00995742994974,C,55.786473985143004,41.09839894299295,D,D,-4.808180423714359,E,137.06509992531005,C,1
32,Homosexual,Non-binary,51-65,90.02866178040959,-77.05531156099822,E,-280.5053634424706,E,C,54.056599664044526,A,27.766860019568234,4.635387835706021,A,B,111.60144787209778,C,-33.673623898769186,E,1
31,Bisexual,Non-binary,51-65,45.025590114639044,-45.84682474852699,E,8.944881415282113,E,E,-102.18306254822349,C,-214.5640539093342,35.60891208864384,C,E,29.355241751893736,B,-76.43859362966856,E,1
42,Bisexual,Other,51-65,38.68495861339931,7.417930152000681,A,-57.19332713837226,B,D,-95.73507275102747,E,174.77595054515504,-171.67063025258122,E,C,-71.8937870927553,A,85.15832645721237,E,1
54,Bisexual,Other,26-35,294.08173821768867,-8.79576671699685,C,252.70103983848645,D,C,116.19710611044813,E,104.94425397994485,9.291915332585514,C,D,-41.72647454958752,A,34.28406977415753,B,1
33,Other,Female,18-25,172.94656226772025,111.82915292657796,B,109.64253783259552,C,B,63.16771145567148,E,31.093970126899755,11.816377648610311,A,D,61.02491968093068,E,-159.22350699478895,E,0
51,Heterosexual,F,51-65,137.52046057252505,-221.01362459186262,D,36.87382807405354,A,C,11.389358628115314,A,-3.5494216957468376,232.34971951759422,A,E,20.93070675107005,B,5.776438439167972,E,0
74,Heterosexual,Male,36-50,237.3638028870138,-22.610968774997122,A,56.01515638073504,D,C,-52.78137051602445,A,125.74309784411079,10.181187541456007,A,E,-16.371561856854786,E,80.77613494463317,A,1
52,Other,Male,18-25,26.585906305441526,89.29365295905431,B,-77.76913606980821,B,E,-30.53481531519942,C,73.95575737004741,-88.11828060624589,A,D,32.01957872044019,A,-114.64809941009455,C,0
64,Homosexual,Female,26-35,-102.30912158238603,-19.8948391528572,E,21.65668907040387,B,E,31.68192842232001,B,-97.38881084246867,-0.9090332501109868,C,E,-13.053729698898596,A,79.34560372389521,D,0
41,Heterosexual,Non-binary,51-65,-50.25374937269961,-47.554984004293026,A,29.035963389503266,B,C,-141.67940462638902,A,17.252668574704654,252.4585531087728,D,D,-19.890739742396875,B,-2.4521946801954306,E,0
55,Homosexual,Male,36-50,-58.665724903854574,-14.596559645972995,D,-4.801207945545175,A,D,-103.26337530644103,C,-63.07144562250338,137.2684410373892,B,A,91.23110203567555,E,83.73081693684048,B,1
70,Bisexual,Female,26-35,191.4256593580175,91.52966075507018,A,-115.02465679775933,C,B,154.8197475486706,B,48.556594154151576,-25.54175660874149,A,A,-5.2620154987430965,C,-185.0117202747304,E,1
41,Other,Female,18-25,18.766362360685967,51.96454443693725,B,13.475611028744625,E,D,76.48570806041906,D,-111.43940964835792,-21.918565143523132,B,C,-47.21431856665422,C,-1.6827641963342435,A,1
70,Other,Non-binary,26-35,-171.90316825062834,67.27133127500227,E,-24.976537217237116,D,E,-59.29948157715826,C,-108.58812599031546,-12.343966643515394,C,A,74.27677837352253,B,87.80176550402643,E,0
34,Other,Male,18-25,46.62767684477611,-70.27332161913095,D,-30.57124517330778,B,E,53.66745189123233,C,-18.49370252028163,-12.135039068863641,D,A,23.75071540810543,C,65.20659119227894,B,0
25,Homosexual,Other,51-65,113.9607764643089,95.10209011562345,B,0.9403542572893688,B,D,-239.5041922796574,E,216.0156958290802,23.92340348896506,C,C,-94.09158300513796,C,-118.50253649072972,E,1
41,Heterosexual,Female,51-65,99.23177650752046,318.92724196192523,C,-20.03922949362029,C,A,26.651964913614705,E,42.206284496052085,-162.5144497973001,A,C,-131.01551829784094,E,138.57702018674152,B,1
45,Homosexual,Other,51-65,47.793984515762325,105.2570223767818,C,-41.326720021328086,E,E,53.51612194624463,C,92.405319953562,-0.2855973620961454,A,D,-99.75141031694378,B,46.597137784219264,E,1
31,Heterosexual,Female,18-25,-47.01096570753049,-51.28623080373151,A,110.06337746736976,C,E,54.93274232642016,B,-53.222099443081426,86.8133593271191,D,D,121.78267482056752,E,71.6657253970939,D,1
76,Bisexual,M,51-65,57.40320823625296,100.1108641465741,C,68.37419892158053,D,C,-8.56599438454031,B,86.0147588684798,133.47198745404208,A,B,152.52383975650204,D,29.184010980121084,B,0
56,Homosexual,Non-binary,26-35,-174.61533932046734,-115.61737928024174,D,4.070745461879301,D,E,-17.052174770514192,A,-8.608882703175471,154.5323184442952,D,B,-62.783175555613056,D,101.8644458753519,A,1
67,Heterosexual,Other,51-65,28.675374278903192,10.94065177154563,E,58.906734790669766,C,B,-32.104555789148414,B,58.242802566812145,56.87459110244299,D,C,104.49143695378807,B,-83.44191674281916,A,0
54,Other,Female,36-50,-114.75627228475412,-167.641194637948,A,119.9726696914357,C,B,-7.305821369005606,E,127.88975993715101,85.97490546466656,D,C,-151.15527737554456,C,-67.1356573129595,D,0
65,Homosexual,Non-binary,26-35,-134.2750678577814,114.41585849530628,E,-39.65187455365246,C,B,105.99471708652739,D,-25.50992938794423,-71.89266128481586,C,B,-67.00767410921188,D,-7.163677821990701,C,1
60,Other,M,18-25,111.89270706719678,-54.057187179353846,E,-61.84394084575642,B,B,12.558520695430206,E,-115.52443744961059,-1.655051903154326,A,A,44.73343133841344,E,-73.39031686233419,D,0
72,Homosexual,M,51-65,63.19907649938015,-85.15045420021913,D,-94.06127463989226,E,D,-98.9309198850472,A,-108.57146815241383,1.696474855063653,A,A,82.38418108249444,E,1.859035496651503,C,1
34,Homosexual,Male,36-50,-14.876218734997288,68.60848316670261,C,3.31266501799964,C,E,41.05343130192835,E,-37.31454835113662,-85.07668629362244,E,C,-140.39320615436105,D,111.78823152152594,D,0
63,Heterosexual,Female,36-50,-68.74399433664146,-142.9991270077623,C,-36.898459142256776,A,A,68.8865575444353,C,212.47893794328144,22.09149708331688,C,A,94.97867991394187,D,178.41055076179245,E,0
50,Homosexual,Non-binary,51-65,131.7086132889885,56.06176889468194,A,12.237278967320755,A,A,124.31024580144367,D,-42.89382801178615,35.547470689499214,D,A,-103.49347226809999,C,119.51725116376662,B,1
64,Other,Non-binary,26-35,96.0350221473724,-185.4255706729432,D,81.13694023745124,B,E,149.81246455449505,B,-172.58176353520344,89.80304189782501,A,D,31.38804389537495,B,-1.328169105329494,B,0
58,Other,Male,51-65,97.03750153390114,-78.41883336840473,D,-192.33385241381154,E,B,-51.630376755710785,B,111.15524626782243,156.1930465489066,C,D,87.56902229446973,A,70.39315647320284,E,1
43,Homosexual,F,26-35,106.06313382819685,1.9328675024205642,A,77.64791573172866,C,C,-53.01225925843403,A,164.39337306086503,-87.06035491800884,E,C,-27.974422877749916,C,34.701117145270885,C,0
60,Heterosexual,Non-binary,51-65,137.1435037172113,136.11485288671304,E,-12.48399791904441,A,E,-77.86464486188048,A,107.82727256812865,109.64804598247883,E,B,-27.548667885442075,B,88.73194349986684,C,0
72,Bisexual,Non-binary,65+,108.94880261286279,14.361365240460493,E,-128.98821624131185,B,A,128.428709997049,C,-48.45396034278418,-13.000713478832257,C,E,-33.64628147682648,C,-52.47758625311516,B,1
24,Homosexual,M,51-65,-65.59637146588061,-81.64836940168681,C,-49.02565549021515,A,B,-121.64884322693896,B,-74.26276031813244,5.395686115097793,B,C,-59.66801853442044,B,47.5905851011393,E,1
27,Bisexual,Non-binary,65+,-22.56749601607461,-169.4779101110825,C,-41.731759946921414,B,E,-24.55355432144116,A,-72.09283208270998,-70.59085693763679,E,C,-189.7836497152539,B,-16.89861542735587,C,1
58,Other,F,65+,12.784023395090493,116.58543572129099,E,84.54904096699222,B,E,-116.82281789784797,A,19.422371588201862,97.26010407852185,A,E,19.514627294873367,A,237.26357319615147,A,1
60,Homosexual,Other,26-35,-28.463940730452652,12.609980979510963,B,-128.94613766554994,E,C,-87.14514156253063,B,-136.9085593618057,78.0107827286048,D,C,-188.92751749027198,C,105.71512476516189,E,1
78,Homosexual,Other,36-50,117.08752212142987,-44.05426664039851,B,-103.03344632446083,B,A,-75.07132271346009,B,-31.24483330438647,-3.6379812992837395,D,A,-23.78530599867234,C,-52.94591508317762,E,0
29,Heterosexual,Non-binary,26-35,-50.38539562259432,236.48895889646795,D,-231.62749259593798,B,A,-89.08040189675802,C,68.035504683201,-152.82864518890108,B,C,-121.39179875635533,A,120.61854973705162,E,1
26,Other,F,51-65,-180.4417712170397,-262.40478912069716,E,-27.984988248091625,C,D,-20.742724956331426,A,-82.6421317942377,-41.641924522516135,E,C,-61.67758593948112,D,119.26691644517278,C,1
20,Other,Other,18-25,-127.47260485589584,-162.59102426424872,A,109.41684498913835,E,E,181.17486171444855,B,-60.54544497019667,-269.6395998289567,C,C,8.468358755447317,A,89.72969377187056,B,0
36,Heterosexual,Non-binary,26-35,25.523830309447526,44.51596954682475,D,-158.51450988617418,E,B,-110.64891761250186,B,-50.75973961037029,-12.223215670413055,C,A,-14.320493868649676,E,106.17796162267304,D,0
52,Homosexual,F,65+,62.17861248482488,-176.05970273382633,B,66.03119706480464,B,B,94.51143454358728,D,56.30719065484515,112.85410496076823,E,E,118.09912311244784,C,144.07174445858485,E,0
71,Other,F,65+,-33.10101888548181,149.56419113881014,B,113.06454040377612,B,E,-96.70795769034594,B,-130.04670121782115,86.76492870106145,A,E,53.109644700038594,C,-90.45035573245126,C,1
50,Homosexual,Female,36-50,-126.52985085291095,-78.30623345638453,A,-54.458103143620875,A,A,71.65740425133767,B,8.91664381581684,-40.19906247952873,B,C,-100.58121665393254,D,-68.98023952582159,D,1
25,Bisexual,Male,26-35,-20.172978508308777,-30.528022037430585,A,-74.46360859835241,E,A,4.053603215361972,E,117.52619440692061,16.93139308942719,E,B,-3.9713965471946526,E,-200.85440942671076,E,0
23,Other,Non-binary,18-25,-45.04585635787208,-9.677914513690638,A,146.04005411200606,E,E,-44.80368463046897,D,-94.65268807782385,177.84420943737024,B,E,-65.7099288128626,E,-35.814799888407684,C,0
47,Heterosexual,Male,18-25,17.231052823613354,66.9426174412555,A,-89.79444450705921,D,A,-21.331160640685685,B,31.09278542550009,-21.32549167102324,E,A,-69.26236368176733,C,-146.2016552866722,E,1
43,Heterosexual,F,51-65,-0.7474274303203047,3.3923854379991285,B,-60.79973794083501,B,C,13.68307301319199,C,114.82693748195271,226.24052079021183,A,B,-101.48154002197127,D,56.09174993801521,B,1
21,Heterosexual,Other,36-50,141.31393640674318,150.9160471128554,B,14.550430724394941,A,E,165.02445731033305,B,65.76123830193859,14.978965479771963,E,E,-65.5306707064797,E,-81.29668780683713,A,0
73,Homosexual,Other,26-35,161.5241743580321,-124.94240471523952,D,37.97644108282206,A,B,-80.9757568142052,E,-25.482787789825856,-89.90459232887262,B,B,67.20164445427336,D,97.24818157561397,B,1
71,Bisexual,Non-binary,51-65,-95.26283985524734,39.031243230043906,E,-21.992475628180983,E,C,-99.8039577948547,A,86.25098301027747,136.83805686986133,B,B,-56.68850780549184,C,37.00026867424643,B,1
72,Heterosexual,Other,36-50,14.732653098185128,44.82397242767721,A,-93.27433712687633,D,E,77.03729230067566,D,6.074390273859934,203.1618301617169,A,B,46.31986503454208,E,151.2340324634841,B,1
70,Heterosexual,Non-binary,51-65,141.8801059595298,-56.45208615904029,B,-77.10176582875364,B,B,-1.5111884243049152,A,-91.75183637990804,-232.44847292766457,C,C,-9.932231411369512,C,79.4396505924919,E,0
42,Other,Female,65+,-193.9745590673097,87.47588042041495,A,-54.752115462788666,B,C,-84.93878259152179,C,84.87520467563793,-46.657535781498524,B,D,104.49238337911237,E,43.645684491572624,E,0
28,Heterosexual,Female,65+,41.45557123708647,19.959167917209076,D,32.405500071187134,D,B,-20.972130124355022,B,86.6939528221308,206.92738256494948,B,B,-69.40611993978771,C,-63.77359191201363,A,1
34,Other,M,18-25,-39.73721009727434,135.91824349627305,B,-32.69656137700475,E,A,21.720067626174135,B,88.73609839212338,51.50205926567048,C,C,105.06075970241821,C,148.2167994102126,D,1
18,Homosexual,Non-binary,36-50,-16.99246298813756,-78.24089161991587,A,-149.85662154451109,B,E,-76.45685904352365,A,25.2986197617949,-33.194543164468875,C,C,-165.32944155127797,D,-8.480036810294914,B,1
48,Other,Non-binary,51-65,-84.98188725085971,49.98548575515247,A,98.74088906393168,C,B,106.10095871987737,C,-75.2356006278892,158.35395972435603,B,B,66.57457958013566,C,182.0029856250041,C,1
72,Bisexual,Male,65+,-23.124942773905865,-74.4537759908794,B,75.19399218149367,E,C,126.5696416809404,A,201.51065939665887,45.417640994797715,A,D,-105.62902787808224,B,-21.383111131558245,A,1
62,Homosexual,Male,26-35,5.800775035909664,-95.20038749623103,C,71.04542159433336,E,D,-65.32273544980076,B,21.393811731927848,53.665231608614874,D,A,163.21840297143342,E,74.42853828341242,E,0
73,Bisexual,Other,36-50,37.61087239883992,146.87607975683287,E,-79.87679373833613,C,D,50.96513083450005,B,247.9934676053941,-19.91968693920073,A,E,82.83638367673747,A,76.8891260863854,B,1
28,Homosexual,Female,18-25,59.16883587969394,12.030911386740419,C,211.7560469017076,B,A,-26.472943518983072,C,-112.23881666030424,76.46710608978078,C,A,-64.84219124568169,B,24.105432838619336,B,0
41,Other,Other,51-65,-159.70097913419912,-11.885236714877765,D,123.79531261500378,B,E,20.791230598310705,E,73.55100962975277,-63.06680469169547,E,D,-140.13722577860142,A,-201.7129146586301,C,1
52,Other,Female,36-50,60.7445506020189,20.14764468514328,D,-72.50276900458181,D,C,-170.83423223432817,E,38.23685719636601,-29.25185451915184,D,C,-86.2385191311805,D,-190.17222519366595,C,0
54,Heterosexual,Other,51-65,106.29363001605287,-72.58029454381379,A,-175.73140733281315,E,A,-5.538707579779461,A,-203.91600970589394,-117.06801425507507,B,D,128.95248763616593,A,-41.48132810425441,C,1
41,Homosexual,Other,65+,-97.24406165227224,-92.47873475271126,C,30.56494556436683,B,B,-207.47336970660282,C,227.98082166024378,-6.390745711352014,B,A,11.131980817890428,E,-49.45926707686118,A,1
56,Homosexual,Female,65+,65.68797170172344,103.21918684684283,D,-39.23240548901427,E,A,17.905910320234593,C,-48.139182694124244,-68.19564252539618,C,D,47.61939085107634,C,118.67428352393246,C,0
31,Bisexual,Other,36-50,-112.49710338959464,103.25415408820078,E,-37.201186911895526,B,C,-281.1893871356756,C,-42.688598121368656,122.60165058648708,B,A,-125.55280974216434,A,-80.84249647329732,D,0
47,Heterosexual,Other,18-25,1.6399833792687273,166.1203760243459,D,105.41931533443886,D,D,-83.77244560390635,C,-95.19331220162485,-137.949867183513,C,D,24.77423538115553,B,95.52022302284784,D,1
58,Heterosexual,F,36-50,65.30564536019754,80.85731876221148,B,-106.60816280339276,D,E,68.3696440596769,A,31.76781913084276,79.02627993992543,B,B,-184.586982441502,E,8.479431027644912,E,0
69,Other,Non-binary,51-65,107.09794394308287,156.92412831672894,E,-62.990607394870636,B,B,37.804907854461284,A,17.793765300343956,-34.37929518356876,A,B,45.69378639497339,C,36.12529105449683,E,1
52,Heterosexual,F,51-65,109.02467473328682,33.87410655836092,C,149.36646725672546,A,E,-72.46149792632679,E,-66.48961966292657,132.10914351126328,D,C,-18.905911920757326,D,135.060353931154,C,1
74,Other,Non-binary,26-35,-12.545960908164686,-216.30688043914188,D,75.1255082759607,A,B,-140.35042452932393,D,160.78729220235377,16.90080288273354,E,B,-112.80882425258194,D,24.157508487491565,D,1
52,Other,M,51-65,60.757882500557955,-209.1048544133327,A,-196.24902115503875,A,E,-249.6032714807379,A,178.7401024718925,-109.02965007846093,D,D,32.57041332970473,B,-1.2109853201384377,E,1
75,Heterosexual,M,26-35,-45.27337102662564,61.737836943031475,D,47.427435593159665,B,C,-16.18716115434251,A,-218.88808670427557,63.1071483786216,B,C,21.247401890606383,D,-4.621844685599855,C,0
72,Heterosexual,Other,51-65,-55.53403779422336,-14.536989457803177,C,92.83900268374342,B,B,3.702691060245802,D,-92.05630677103733,0.2118693331522115,C,D,11.358666913953245,B,121.82051479803881,D,1
20,Other,Other,36-50,32.97961372933167,-94.63695902361657,B,-73.12918430183709,B,C,-20.287688952350027,D,-145.67370687987992,-101.83885038849394,C,C,-42.19834771733416,B,-99.84193017667987,D,1
79,Other,Non-binary,36-50,229.60518341266877,46.58156461864445,A,147.08197275994226,E,C,244.37940082120787,E,-4.362107993597399,68.14598766009648,D,A,-40.96326706799669,C,-184.1754946398752,D,0
64,Bisexual,F,65+,-37.147322557416175,-16.161783682444703,A,172.20881747365527,B,D,94.99185148200333,A,-105.14447348867624,-14.263831943866172,C,D,-107.02009791799145,D,42.79888729785432,D,0
63,Other,M,65+,33.938963446891634,-87.91254090030192,B,-79.18152367292484,C,C,-6.228054947663027,A,-79.44450873490554,-133.25838847554684,D,A,-245.94173527128325,A,-77.06441106727509,E,1
40,Homosexual,Female,36-50,171.5133997021137,-160.830055666346,B,41.82336790275475,C,C,-122.72208555062582,D,77.03311232160604,30.37108110907955,C,D,-57.64440641029754,C,40.201610333641035,D,0
54,Bisexual,Male,26-35,170.70759807610656,151.94813951288856,E,13.547102530887715,C,E,-35.653866583793025,A,70.45624691750064,-11.728663675895932,B,A,222.16329089565568,E,-104.14283276068832,D,1
63,Heterosexual,M,36-50,-189.55021063670264,38.387004032842476,A,-176.71574723757467,A,A,167.14741540006167,A,68.47108101757152,-191.30776707571022,C,E,-31.688751270105097,E,-158.74508607919603,C,0
76,Homosexual,M,26-35,72.76564909236333,-58.43470035834779,B,124.55032634706846,A,C,148.3411695231876,D,158.2641113854064,-94.08128548154893,C,E,253.58058291298872,B,-42.19711867145352,E,0
29,Other,Female,26-35,-16.648801722791543,68.89282492962097,A,99.37819742787265,D,D,121.97972229164759,A,-46.103355407211225,6.485173222966964,C,C,143.68898750909787,D,79.25704249196525,B,1
54,Heterosexual,F,36-50,58.72439661836522,-127.78399333656543,D,-3.037312581078129,A,E,10.954025385864293,D,-46.27565725678022,-67.87385491107091,D,D,12.82603031663831,A,-95.10820675688004,A,0
42,Heterosexual,M,26-35,43.59011611073969,48.67382772820036,A,1.6659581525686857,E,C,172.36401040432906,E,111.61724136033173,29.613226467914334,B,E,-98.55089019161231,D,150.67006758809754,C,1
57,Heterosexual,Male,26-35,-70.07473325949788,-154.01912977212422,C,90.70388212859744,C,D,-64.71250048856785,E,-142.28879295807198,79.73048656051547,B,C,-188.95502219175285,C,-145.31247395054265,E,0
