military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,A,153.97118036716606,-2.5472526393239128,56.94994886244944,-58.04032095976903,48.78968769418708,62.44283143763275,0
Yes,E,-33.54342763906655,-81.34586079594335,-155.89282889024213,-243.5896957496169,156.25084373591372,-121.297594671825,0
No,A,155.40260893636543,-4.328454402819678,-83.31003150549215,-1.2672024869787728,38.59469315630142,-94.49274920863208,0
Non-Veteran,B,-85.98587881453402,-7.706965799827461,76.0768649020536,77.48701814162452,-101.04999612342678,120.27363221688448,1
No,A,29.058778584843658,19.67291903823342,120.07577394668654,-48.5117267587862,-2.4753331969450874,-152.5381839377233,1
Yes,B,78.82382006680876,28.52198187662444,-192.10379734859526,-30.306436486200344,-153.4098343439549,12.138617599895579,1
Non-Veteran,B,-175.04542243563935,-89.22960630208131,-4.068631701313642,-51.892227704106666,-106.3717419056283,-54.0880985198107,1
Non-Veteran,C,-55.62806168628438,-16.75133652597823,-149.59090995483757,-41.2337965291178,78.9246854546659,-80.81670536825808,0
Yes,D,-157.0472653552593,21.18716845874514,94.14810664772678,4.931402434146201,161.72812135139873,108.10234560936377,1
Yes,E,151.40370020433255,-113.65165538516324,113.94594774366693,14.839792262502696,-28.295145173822984,-67.51251593006717,0
Non-Veteran,A,124.23070947263017,39.038581758174736,31.449627203349557,-60.695678635365844,-6.204818239916792,174.0784756167905,1
Yes,D,-88.15596735594045,-9.052543318707832,128.49706889988704,197.42303132754168,-135.7260910589921,9.90313241771711,1
Non-Veteran,E,132.2674308044283,-136.63962402799748,-64.84486985619911,72.7687640257399,43.48099495023351,-167.5517706258867,0
No,A,31.47514121863565,45.73751706712748,64.85664074041814,-69.20490711235679,-217.18253637867315,-75.98456202966109,1
Non-Veteran,A,-16.95754515269972,-84.34062643730074,119.46832568122127,-28.25551163476544,63.35834733296684,-157.12634147559433,1
No,A,21.37794713452818,135.2080534380873,-116.47095059682444,4.036340003317586,-108.61352704672471,-103.76331973741821,1
Veteran,B,-69.84606003089526,33.83056195082853,-221.1819819892907,-88.95329234893399,10.324379495346763,-61.41242296649846,0
No,B,-117.98036466898161,24.86909541525854,23.227715962670622,90.6370670375107,49.48842684494215,149.01074522057291,0
Non-Veteran,D,203.48588967908267,-204.13746536095152,38.72116203818839,38.74885603323393,-21.128755859090163,2.955919720373724,0
No,C,124.80798046410126,71.31146054045516,-87.5496197269548,109.56767289229403,-12.727030293062965,-11.317716095860284,0
Non-Veteran,E,-12.519733567964817,29.964348119428983,12.44533709208092,-199.70697260891347,49.06570140585353,20.128934041772393,1
Veteran,E,76.2521960401744,18.13994056926594,18.784064094589194,347.729812427513,24.549353530201245,-5.1295037909660905,1
No,B,-28.184061759458007,-23.458451040783125,169.60685504295236,77.04144193843726,-41.82360208368875,55.0064624059718,0
No,E,-55.29525546097157,53.896532570572944,-107.09072532566053,64.15110884304643,-126.16032890781541,-68.7532425320639,1
Veteran,A,31.54873713419768,-6.6341608681659965,66.25792281189248,-22.077037329415063,14.912794993271861,-142.02662126771727,1
No,A,-151.68346399871862,-65.60260378643261,20.04615577630315,78.67196035280882,120.7165728656906,-57.96426040637084,0
No,E,145.217540498848,-5.575972628333412,68.46125102837928,-12.624725181678611,-85.10694592902188,-33.659628969857366,1
Non-Veteran,C,-52.4516553649068,47.38470671995809,-53.155402341023795,-101.91427701405232,-271.20448584890494,-64.10306082066649,0
No,C,10.31600217529507,-21.33714886965831,95.23788557354113,-99.9807393468961,98.06878769286337,127.84202369412215,1
No,E,43.19864774514645,-112.91765054365509,91.30737423891777,-44.96421337327311,-29.441111704264333,110.7988984797179,0
Non-Veteran,B,45.98494040778133,-22.092394451163358,210.5065940112376,-42.068922294965716,-106.9619698480279,-121.17764593357168,0
No,C,-94.99050819562626,-77.07088551393221,5.299853967954247,56.44538729821698,25.9133193095954,-76.96355215111939,1
Yes,D,9.156440608154078,34.843777694000906,-155.07796346767395,171.59633203981704,140.86540859773126,-26.123410069457982,0
Non-Veteran,D,-165.74197741806762,39.42820689698846,38.53773733190948,79.39642533721367,94.86069205950639,81.63973776745766,0
Non-Veteran,C,-14.315375476937506,-40.33783578997732,109.89966362196671,3.100299229174188,-90.9718722551094,50.622122646458735,0
No,C,-33.05233769395017,35.73337002729674,118.06589410532101,178.45177700992974,-78.38722536822542,-81.09793459504206,1
Veteran,B,46.35266108047833,-40.137669192580006,-86.79828286371884,63.953834403426036,-47.4615195488262,28.08018763037914,0
No,A,-149.8134870979355,-25.90452904796147,-67.26002429983778,-34.194429212420566,7.336006578204554,163.41106233836007,0
No,C,-100.10404297725657,85.44738430820645,-34.17522591809961,47.84756259895065,16.293855957993657,-156.93481733859886,1
Yes,A,35.334488730254485,36.308096033210056,337.8411779518676,-39.99223150865513,-135.94685490159733,-11.609463914529892,1
Yes,A,-62.422303173951335,124.8105278798624,-120.21042693212034,-140.888297765414,25.19215150598165,-191.80890082600675,1
Veteran,B,-48.536285485723255,82.19281416175455,-91.24162635664794,95.6633899280613,145.72139804383616,-177.57020531441577,0
Veteran,E,72.8698364669214,-86.10371382338099,-28.873230178500204,79.68853643447132,-44.13011238527045,-42.01586668610884,0
No,B,88.21856525302763,198.41232565371013,-181.09423882222345,56.691608144329855,51.54124044058661,-29.39079004172823,0
Yes,E,-57.362782914081265,-148.21039226380296,-124.60157189513916,125.11375702626701,-123.31294957553864,-89.90126676622829,0
Non-Veteran,B,122.62185729745121,-67.64090986113615,-43.26219700503029,-261.352983612455,-47.083938219821825,45.57258996171427,0
No,C,86.9248574382678,8.264985955791479,7.170513165696388,154.93770883282295,120.85304563610293,118.50996145553825,0
Veteran,C,39.55064952140746,101.00258983137016,-7.246652726212523,155.5332281203412,10.976136102887464,50.381079377475444,0
Non-Veteran,E,101.07350606536261,47.542060022041724,134.9622629102929,-18.057802117156207,-190.11499088693066,-115.50573861779894,0
Non-Veteran,E,-23.528666841268773,-81.47090074652392,-3.9784852600467144,177.75318280448212,-7.159183848157552,95.69460831626442,1
Yes,A,-97.48657518476737,17.04219409595405,-83.921104247616,-9.07923479447947,-117.87159750874335,78.89849439307022,1
Yes,E,113.50012983688751,39.43723816232148,92.36256315588388,58.420991172825154,-31.45457357071005,181.24337464998874,0
Yes,B,39.17163687281535,-49.704699026151005,29.145917145475845,-8.271564303130805,-193.01738271118617,41.53296354777343,1
Veteran,E,64.73562270826876,48.39235304214283,18.710940445370834,-70.06983601887839,6.456577408947544,-90.99106347295735,0
Yes,B,-75.23801413622472,8.957274619653985,-65.03547721311128,-59.543600282326445,38.746617264402985,76.97793363686789,1
Veteran,A,175.24456446421937,29.566343129325638,6.935408169166629,-17.099621276045614,-139.82265287897465,-46.47642739298965,1
Non-Veteran,D,132.33495818923052,-2.042604624405593,6.106000414489017,1.016747887169025,-111.0707771060943,-97.29919963992202,1
Non-Veteran,B,-61.69864827113728,5.776463248166808,209.5590353144491,-98.84567518717934,171.5562178003073,1.1518947903310464,1
No,A,-107.20128854290198,162.58346147035343,-55.42553592644946,129.12036264323217,65.51241583098907,22.043492191324525,0
Yes,A,-102.45775563396118,-81.8578546017603,15.245519174596772,-92.07675380991812,-40.24599210356389,-86.15028698758115,0
Non-Veteran,D,118.32161470789524,45.21173896126824,-27.638336716646883,125.45680607492491,103.05501991829826,75.30495910666518,0
Veteran,B,64.41271570715095,158.44786373342723,38.368515960961055,-132.24702373695558,-152.4238652795411,16.270436674700125,0
Yes,E,-131.09248083318852,153.03137068827283,77.33003311205002,66.30132051315262,189.85485951003454,-132.8082700436003,1
Non-Veteran,E,72.92337485495668,165.97013787237532,85.01297396005528,26.983438270850087,-61.40383012837456,-6.765208278600154,0
Non-Veteran,A,96.60490215958755,-57.298718041310934,-37.593537805404,29.81063220323339,-15.478909716548229,77.60778567832658,0
Veteran,A,-100.99174305508348,74.2698599517303,59.59655821972956,-12.453796242122554,17.29883817608465,53.84037043288535,1
Veteran,C,-37.095131852584174,278.1575109694842,-108.89455453755956,111.48528599964685,63.74573443051952,153.67689675821262,1
No,B,3.280525602653883,147.75726387871742,10.825571672368078,58.96685431145973,-72.06703232365354,83.00316771893299,1
Yes,D,29.502933051160113,-247.30217962247622,-10.821090539703823,-335.08421748366015,55.83035583998065,5.153014698343709,0
Veteran,B,146.86742302064934,175.30103468348764,-67.5315170112349,-158.16193933704022,-131.16769101849889,-149.1670444082143,0
Veteran,E,-205.49104210055802,104.74971544407042,285.73001396502497,105.51944605825612,-75.09413035346864,-57.636113699798116,1
Veteran,C,-10.430049074171274,-39.81300296758927,-52.59114781540979,-38.46376410938374,38.8138132489691,84.15343805571884,1
Non-Veteran,D,34.88576812604282,-99.57081565179936,-37.55665017011409,54.087290791918086,16.458255482253477,-191.41637333077716,0
Veteran,B,194.13153842787807,-130.54256858532352,-37.753011248690186,37.306329088113024,37.92793484819737,-24.14577708727128,1
Non-Veteran,C,-67.35860024566189,100.39094727251351,-11.085357756560487,-104.5217216379281,78.06179927714815,116.62408710995437,1
Veteran,C,12.607452245552594,-103.71497483700334,-27.11266180738918,124.03345590220833,13.03457737426732,121.14077367375462,0
No,E,7.475098038797043,37.79156873083148,-73.79730553204192,-122.12781338445456,-66.85694196255463,81.3788760700314,0
Yes,E,-28.8404763733608,93.18344718111507,-64.8968067294482,-18.99331269530351,-23.358890869465874,-55.308181132571775,1
No,C,33.580463127302366,-142.38740023504053,164.61504689295074,86.88507934741635,43.98698564011341,135.14362017709578,1
Non-Veteran,A,90.0121098048031,65.19359787583547,-30.898094419521676,-9.402443284460482,92.9091710320061,-22.61898555909503,0
Yes,B,-48.69868833406556,2.1536622942481243,86.27788541144098,102.7858600644241,-13.989780370878654,-69.84639517733291,1
Yes,E,-300.71106107268986,216.94388355753804,69.30316405943266,89.73398949527228,148.90499988593427,90.86113959553762,0
No,D,-33.71560962825207,-152.77993502757346,163.49455797776352,-50.2058006141534,121.29431384003347,40.02804807240903,0
Yes,A,304.20688594203057,-213.0705849628922,133.15174198513634,-82.079468982749,-28.403737554484998,-10.990030993687977,0
No,C,135.20736233347847,25.199551357252766,-11.087852022156323,-51.03472121428818,-187.50925740307977,-77.8564099790356,0
Non-Veteran,B,-11.875630523435445,2.188012038727703,-1.1199019722621002,-121.81622415534541,-35.57275760802302,-218.4287954073003,1
Yes,B,-9.992848615799318,151.92346965521318,-46.309815083609706,64.48859708438896,103.37076461884627,244.06946779149544,1
Veteran,A,119.56434618574232,-104.05919921259235,38.68941849166799,-109.67659184887997,-118.58613016377065,142.3174587773584,1
Yes,B,220.80324573453888,45.250444763302426,-58.61069563524447,-76.47302928823595,-92.11659864791982,-46.13461187522639,1
Non-Veteran,C,-91.06433129581536,-28.77961381365966,-22.69796323781314,68.15448461390872,217.21908506204954,92.7615558055574,1
No,E,45.564691840483746,-164.24538730399146,-237.5443693100551,-0.5153541609720229,-87.36936561362558,31.844713684013655,1
Yes,C,-194.711103961201,-134.52319709655325,-135.80321225695553,-91.56375136193621,-112.50592183585013,260.5677316370502,1
No,D,-17.002564010617686,-235.23099372602934,124.4891385057581,-27.601817330394272,72.40015415002127,22.289184741572328,1
No,B,-60.65262015761117,93.0948160030591,-119.97564884446352,35.4495892214451,-227.95155289459424,-37.40047237907572,1
Yes,A,42.4057032254743,-86.81136741633325,-41.1690724314927,44.377760463065016,-106.77947929182767,-183.76880919568686,1
Yes,E,74.06677305867854,80.27923711414701,205.00961446391722,-20.75134182234039,-2.1480080631337266,94.46841517906857,1
Yes,B,0.24612603822830917,89.4287920926163,117.97527633339328,43.619009003388,-144.8082010303525,7.330981932653879,0
Yes,E,-14.883776238839177,-29.74459533019945,131.8415842028145,86.6324266484035,-105.93968436726695,-30.34550316596118,0
No,A,-213.0013940200303,107.66083154179054,85.3946287011308,-212.03595632664687,-65.61798889456304,-27.010713158414468,0
Veteran,D,-67.806764626567,-44.778333944323464,-127.49087094518129,-109.23105343571369,63.28293082750488,-8.649294401525943,1
Veteran,C,161.12161339557065,40.47132789147977,0.5739604336214003,-142.86750508824372,97.07316939669958,23.320715832891135,0
Yes,A,-0.15295170191179616,46.16028260406665,63.846032664604756,46.18141289721061,-53.41908151444829,115.43688046291717,1
Non-Veteran,C,-20.964800742398385,142.1431205484664,-26.04304246347034,-141.14302784880434,103.69439020985176,103.2644990500612,0
Non-Veteran,C,168.82178677090664,-47.85668294288417,122.96333447283467,15.054461886560548,176.06137574819536,12.840632225703272,0
Yes,A,45.36759414073451,34.680732064763305,83.89538254168588,-65.81920927499301,40.200914602754565,-6.054057232558585,1
Veteran,D,-73.43800331519951,97.43801177862159,-89.43479556782968,84.26799851425524,42.54636563767081,23.1244463134344,0
No,A,114.05596125557065,-143.18196903808013,-29.161576714003385,122.40850933577138,-148.40025135593663,205.12688950904075,0
No,A,128.35789946671832,42.97830899722297,-160.15336761665128,70.39181386453595,108.98166098508987,83.1880971087444,1
Veteran,E,-5.001112867501607,-157.90267521945083,30.993022943158156,-101.11306951220205,-69.58701973551055,-51.419409215369484,1
Yes,E,40.43736511671656,60.14949138062599,-158.98514871006907,-186.56971338945476,-285.93670852435343,80.48794067242162,0
Veteran,D,-236.415887090784,123.65419856833408,-159.99498471343009,-21.68258756437713,-61.20416746448601,20.75928652278385,0
Yes,D,-96.26004797603589,-73.00331931964732,-30.200372792537056,-141.4049056345367,3.8919199667809554,30.965765692500234,1
Non-Veteran,D,-20.517845359806778,-1.1861631334518226,150.9454014138048,18.40073626021524,35.569774621811504,-142.22991132839985,1
Yes,E,-79.57057594132726,16.310012915537005,-238.65874739663124,-31.876243077288702,-123.04519325614685,-65.05379480129827,1
Yes,A,47.913129769694756,-174.60605442114502,5.963671590530013,-112.24628204214946,6.188258031379605,-24.726886379137834,0
Yes,D,58.40980089775329,-8.941581094694977,-70.78028444446637,-112.08523028458414,116.02285948435174,18.834319583922614,1
Veteran,D,-22.310104398257348,-184.18913596258787,-69.77698523076522,-30.99378658430037,-5.827611587525782,-36.792926988278424,1
Yes,E,56.57048130504933,-115.17598412300774,56.238760889884055,-111.58102322513055,40.23580939770915,34.08785020237243,1
No,B,-29.718701249580466,9.128432770234447,79.41363664665208,-55.23304009359489,-100.20390984714021,-79.25446429919776,1
No,D,-135.94118213683578,124.99541435902965,-99.29221791804527,16.699196819903687,168.99769369600276,160.45257697044417,1
Non-Veteran,A,-65.09073223173812,-66.78293062695188,187.61058137266232,-198.26092413849426,-79.33564453413679,-121.26040056028104,0
Yes,C,204.1768804160065,53.404569425217716,-102.23784592035696,-169.0497570549512,-71.58971861125897,1.2843717286937826,1
Non-Veteran,A,-75.91451564725055,-26.484131787082017,-12.478846156280136,57.650565290869835,-109.5972790330227,-115.01583128532616,1
Non-Veteran,D,5.096500848366848,-40.683544217972795,-93.27501771641931,-102.43306152832723,100.66153831958995,-39.6512516516489,1
Veteran,C,47.755011113896494,-104.67508237634593,15.608102987366564,29.342651870336052,32.2477889249731,150.565867141191,1
Yes,E,-100.99079516825564,121.27113710979664,-146.69926376956707,94.12222812477552,33.91400716009294,24.21871620057501,1
Yes,D,-91.23252563325913,-35.56188217907986,-135.06909409577972,-20.436400954310617,47.958419059449085,127.30818283356895,1
Veteran,B,-86.99383113646671,-10.38286996785865,-42.8910046658023,46.6061145465801,-49.23942401361621,219.22741351863348,0
No,E,-134.32570962897202,62.64465235942188,78.83604452021267,19.124284357695775,-45.36813791714489,52.830234480072136,0
Yes,E,-69.82880266619809,135.42043422660586,72.84644003123388,-76.40892956759035,-198.91637239310813,122.69027543096837,1
Veteran,D,-59.17031555570025,-82.00117952348637,-120.95067510440651,8.915591924821507,23.55358392198267,132.9182164173688,0
Veteran,E,29.995523377125522,-64.38330477322913,128.35803243674994,83.42695772556158,-144.04960568105818,41.05024373738853,1
No,A,65.21272439779584,96.3823222091344,-26.190749061522734,-150.17931488521128,194.35116000914772,-61.73930916873701,1
Veteran,B,-71.28942949281168,188.67746877040383,85.09734211834693,185.8069345031917,-57.21324176936123,183.0947680076557,0
Veteran,D,18.280104258101037,-145.1033169181752,-161.17138760348075,-58.97895409515391,-75.06735138789129,-85.49973741821294,0
Veteran,C,-163.56551196197427,22.197145107884538,117.24808361449594,-108.72755858425947,8.147378414671437,28.871360663008648,0
No,B,53.45945883383795,-118.45243553946534,-42.839700029546215,-10.421187915759605,3.666364536021532,-46.621836027806005,1
Veteran,D,-57.477342236091985,-58.477555374411196,137.24115569817366,27.71785146684239,-132.90758332418685,66.31559911170599,1
No,B,-139.64501164883055,26.918623919098977,6.418363106895647,-166.9329236721955,-5.635180184248236,173.62137079879304,1
No,A,89.8468092468913,143.56298339233467,-126.38038742936035,39.080424790478816,-24.8922469391009,-111.6024381073702,1
Veteran,D,-45.162882117208895,103.97855913960676,79.9590971857531,-163.94762112162275,130.63341481255233,102.69732660307407,1
Non-Veteran,E,-10.339467467818572,17.511548160147637,-115.94291812819128,-202.49777682055932,-84.3668422769431,-80.26143742166506,0
Non-Veteran,C,-168.0296012527641,-37.709177233537645,167.3136560744263,-45.52065586665894,-7.307265812122054,-15.472938675814316,0
Non-Veteran,B,89.64264167604348,-1.2229733764935844,46.666858735718804,-56.07323574954353,-131.7750591962912,16.923863672225725,1
No,C,19.368557940471067,121.65067149884834,-17.61256943171444,93.32896116423979,143.27090927429893,-146.1930793216722,0
No,D,83.67899165416178,-21.292692254599967,-103.84520978512705,-62.551147058839206,-42.07481568295372,156.45107337940965,0
Non-Veteran,E,-136.38998296758535,204.27154382198367,-72.2391827195369,-148.12755181610305,-112.1187602198048,-175.21205103066163,0
Veteran,C,-105.21086531494261,69.31404412084228,68.85496181607638,-100.27737588874635,-130.95806696829067,111.25018777136786,1
Non-Veteran,D,-66.3222004012248,65.61195107937226,46.13876981883641,26.786217096382504,-95.91262890231029,-150.06743420874383,1
No,D,-49.067292755517364,-30.517557598945285,-190.234445642842,-53.8764153036846,-128.747834520704,25.88988454914843,0
Veteran,A,111.20968442355834,106.83237862101684,139.20360924199287,52.43015346566736,-19.058945324614786,-110.76407392321781,0
No,B,39.18593644486148,19.996812941098668,-44.9799960990864,-146.25641659557368,-6.172207359868769,28.454044200042155,1
Veteran,D,-18.330884057787266,-3.401427250443866,-165.43551624566527,-49.54084704239967,47.18908301476625,11.709065983868632,1
No,E,45.89710414667829,40.77855263245352,-79.96950038443991,-142.28474020350927,10.475632661152721,-82.58816044884894,0
Yes,D,122.44035429282607,-46.10275353215317,150.6549241660829,230.8526424232883,20.971413249780333,114.8086938687079,1
No,E,68.88358327159617,36.49531040089435,46.72537773160146,3.9511934814809004,-86.08024324540247,-69.50275423824779,0
Non-Veteran,D,1.8154225168266542,87.66002251133345,-273.3131915292888,-97.14886260960525,192.84718308124494,34.43610367524325,1
Non-Veteran,B,-72.01619814047685,70.88873650271698,-44.27358054344655,147.35062961499824,21.254244649531344,151.94914044517813,0
Non-Veteran,D,-17.331244519522066,89.22637401552498,98.9313872277918,-27.026055644308894,-123.82592973348562,-138.59871544645122,0
Yes,D,286.66352933312857,69.50630327403175,1.3257003707224735,72.7108764629669,18.387506290292954,-116.84395752755199,0
Non-Veteran,D,403.60485457828145,127.03608915307736,140.46949782328616,37.84905127417956,164.60324628391453,48.417582774783185,0
Non-Veteran,B,17.438961384868808,79.88095284216293,64.08319390932776,-90.44262527559786,-236.12417039600575,-21.25316244250409,0
No,C,63.01686876324183,-40.90002264057636,137.86215337295215,77.10868016110808,-78.25097274820224,66.00202692268132,0
Non-Veteran,A,158.7855547575007,-56.238015601485195,-0.43380241943744385,22.283050318090286,127.07225178310941,27.53274531794956,1
Veteran,B,198.42580406789574,-40.71565010530669,-58.69744085475339,59.20814078711308,110.2670071547373,-33.030985246495156,0
Yes,E,120.0939541637909,131.3172573463794,18.201493089380378,59.22316200900436,-72.57361643681467,-3.8939756270375705,0
Veteran,A,-77.52910072694499,-75.08375917912848,-62.21118024495635,8.268802198839198,57.640127890452064,-74.67062721448013,0
Yes,A,-1.1895709385842015,54.917436871731304,113.60660768858253,17.020010334563988,-21.41716422501652,-76.86241263565103,1
Yes,C,81.73192250614653,-100.51736417378454,-61.31265632954157,-84.05184037431943,-11.846677788892828,94.90244679579678,0
Veteran,C,69.919270328392,236.10830203887616,10.16813294205049,-59.68178886078655,-117.05294763604776,-61.80900337671955,0
Non-Veteran,A,-10.181481903734479,-15.439671151832924,-246.80672291240055,-27.371717636395466,-9.244825323032458,-129.33013705898736,0
Yes,B,-119.54160624862841,-89.73012899479322,15.096109281068024,10.287713794330493,191.56658551366647,59.06178854005331,1
Non-Veteran,B,-108.13343780635192,14.942153129464211,19.354728237277374,-82.56678038332504,-134.60587237886443,274.39888830840704,1
No,D,83.24147599555798,-133.67133639477947,-46.83992592969864,78.96653015902683,-19.61488347908057,-137.21232665800463,1
No,B,43.478339083069734,332.22946661351364,125.86485354752197,-111.70719341657632,-15.916251186117842,-148.3934727275866,1
Non-Veteran,A,-86.08246402191195,-36.18254226044926,118.01084321764472,-42.54008534981637,130.49714790713597,67.15887349237939,1
No,C,130.02850054682938,19.50046353888971,-132.30748888351468,7.391042392354602,-110.2562735843724,21.469741096698133,1
Yes,D,-75.67876593167497,90.8923639454907,80.70988185591696,30.084800615618136,228.3349995282066,-51.09541741431568,1
Yes,B,-193.56620743313962,118.7545163444967,-43.79140140472355,4.229338908172848,-73.07559105665271,-190.73522245368056,0
No,A,-107.35031967322102,50.79811454225661,-150.91704908844858,-46.53172936723747,-202.15433692123912,83.84230553169598,0
Yes,E,-42.012234827273545,-24.40482758679434,-91.4153165838191,-30.99359075938668,-31.406129517659885,-37.626806555351656,1
No,D,34.58074357488156,-15.995500569792132,-94.03894835608175,-10.669821390543554,86.21496670203682,-64.1861576018109,0
Non-Veteran,D,-165.13562099750564,-1.9793235526110082,73.56374128456697,136.60452963559334,35.54157027400457,-46.07782118771309,0
Non-Veteran,C,181.98577969384783,-79.81670158614489,89.10713676094369,-105.41356141674831,219.67809272378665,171.5419050637999,1
Non-Veteran,C,85.7445983346191,-135.53837933043502,-160.62730110280702,-51.06740098065566,18.942012622086,43.771849259220595,0
Non-Veteran,A,0.37468375721268005,-138.26889471952552,-35.38728185356979,-59.5002031432951,-217.32032946416982,-51.3921901691601,0
Yes,B,-138.24015170769673,206.06934115909334,16.776521843873674,75.95941368995787,90.65777360929553,25.25732333150176,1
Non-Veteran,D,65.56897704297944,3.355332904199642,-80.1399533812335,19.34821957051394,46.867988512210154,-84.77177062806138,1
Veteran,C,-113.85170697548763,218.8143216618005,-21.387181608452764,-27.574558080275967,4.830233566246242,61.33687894643426,0
No,E,-13.761401762989307,134.40566830772823,-103.79542209969456,-15.629212918178162,41.63704975237149,9.327292221542574,0
No,E,191.44894370550034,-197.52537563165552,-126.73423947600755,89.6977042737362,73.87160039515645,105.17383979256789,1
Veteran,E,85.21954479916334,-39.380424987806116,-11.923192492906518,-86.74166949422832,131.33182541733672,48.223388711009505,0
No,B,-157.56020914125904,-87.86936085681354,53.82842035819102,38.740582034030794,-22.40453991707564,-180.5874424056689,0
Non-Veteran,A,-72.80089796331266,111.47393172229245,24.028189946859353,-27.534327891563304,-83.60153887993683,-111.61831858208593,0
No,A,65.86622904372827,-100.50693896546241,-18.924831491666026,9.023050589076167,-179.2033844163572,100.26092352793982,1
