disability,feature_0,feature_1,feature_2,feature_3,feature_4,target
Physical,70.685340123679,-51.44106367335035,-13.382344451814296,111.84039123073583,C,0
Both,41.33732197245788,-171.62620693157453,119.24797332841746,-75.54799159565684,A,0
Both,-40.070071861482845,-82.89890645354042,-162.5080755511974,-86.47207321839714,D,0
Both,-118.41924236811386,-33.802771144710555,-66.83037582052333,-108.36859446463802,B,1
None,73.97031416267973,110.94727004541676,92.38157761191013,-7.317044497272766,B,1
Mental,39.10854557783649,15.828416417393468,24.766817215944858,204.77236526962793,B,1
Yes,2.093604520930945,21.233980162463105,-21.69349358746057,-37.82650265503347,E,0
None,-143.36437843612023,-34.451091076459065,45.44404139699692,-9.314332912906067,C,0
Yes,42.802439608791175,-48.38935800850901,27.563654055145992,-69.95137724588405,B,1
No,130.3964224070149,54.40826492883717,-22.206878686684874,30.855238845555355,E,1
Mental,17.031482064632762,-98.07572809056806,6.907083383904124,93.39504179634002,B,1
Yes,-53.191459194811706,-49.783358378281996,206.08295808281773,-46.49445804788117,A,0
Both,139.0028774681426,121.51089448731996,-20.4683107111562,-2.2931068506707577,B,0
Both,101.30206513846471,227.29626827767353,-171.29141888223486,59.04995297745943,B,0
Physical,232.87733690659113,-39.82191427302074,-204.03340015805415,-87.97438953889976,C,1
Mental,-54.28643142440502,-70.27681016441558,-168.07347260688462,157.69934507276906,D,0
Both,18.351754757784963,-52.10846370008094,-41.57189701861924,-90.9056314035177,C,0
Both,4.5417410738669,183.18223532262436,99.66083278968316,10.691455686016678,E,1
Yes,-61.87785100799603,-123.47731612703264,-58.010344616509016,94.1019114381863,C,0
Yes,6.62134520745615,-187.03657455668207,-24.400780268481586,122.22872879440176,B,0
Both,50.19051749520107,-69.91431743348568,-184.23768286447125,-60.64392575645681,B,1
Physical,-6.584602077907016,72.26108526101798,-9.899010624189232,31.664508108061234,C,0
Mental,70.33753379863222,192.451716843819,-111.53869395156784,-78.13086892834981,D,0
No,-159.62774193662082,104.60477791909135,-98.35759433888435,174.87843725485283,D,0
Both,11.79808064797975,-98.61611089485612,119.95181723140263,-60.12314852099551,C,1
None,-1.5641313538564638,45.161126269034646,-51.876432432952555,-33.83320898726956,E,1
No,133.21696343037098,-32.798164214279275,34.33150367728698,-15.962358510816305,B,0
Both,-58.72023404759609,21.935653008108368,-25.531745863065737,-189.53665481245474,C,1
None,155.77132030340746,80.55689436555495,67.86999338674309,25.167804223634764,C,1
Physical,52.85788068687835,-2.713815498406824,42.817176483449245,14.184264299577734,B,1
No,-94.3993430045443,-106.0610028794261,-8.380400627785354,51.747390630196385,D,0
Yes,-32.29866212226456,-89.18274089496808,-46.715833038213916,91.07406037568494,D,0
Physical,-14.551533277608627,-42.65669927784255,35.31851677875777,104.12258252747097,C,0
Both,41.964711246325336,188.9722527729702,124.0815156992728,82.31843140154544,D,1
No,36.537137903580266,-143.1792236496714,-39.18796973227807,-16.908641714426096,B,0
No,-8.309625098545698,205.5725741504457,77.32257218902065,-47.77528964117695,E,1
Both,28.641888640282893,-114.05156093841286,-34.893549994039056,130.5786514003877,E,0
Mental,-61.526494061943225,8.20067899105415,40.67268473459243,-43.189354098685854,E,1
No,-13.068997712101076,-34.73914330752551,-117.33571415583752,-8.86228229466098,D,1
None,11.57946033926982,88.29224735346206,-90.06218446463222,108.00500785395421,A,1
Mental,39.921528351898786,40.16109910232357,-149.06650028390825,43.89612802353206,B,1
Both,2.927884616168845,-105.10154451969103,-154.42755733303966,70.78957689993729,D,0
Yes,47.10156797077666,104.2362879955048,191.30710646408332,-75.7331254860345,C,1
Both,-19.526633529046446,-86.93187741162414,66.87510119954099,56.72504053606156,D,1
None,-37.770445644582324,-122.08767876306368,43.8034721277747,-43.11890462382758,E,1
Both,193.6676848139448,-20.28662442816352,-90.00158243545145,-32.669847350485604,B,0
Mental,-117.11396153884994,-206.24322689156253,-86.17246185587167,-51.019635689730116,E,0
Mental,-37.33604732848411,-93.73596796361554,-189.76125297177603,96.4003377261688,D,1
Physical,-38.721506398957715,-51.158791759044156,-130.01828402760424,30.033431341133504,A,0
Both,-65.03482636520987,89.13542187931228,47.43802025541288,-15.58351628769942,D,0
Physical,-33.119535888086034,-0.7229812600695081,-111.21321321708449,208.56263682836666,A,1
None,-133.42617462505203,68.93150806755425,16.3208824734804,62.69656435401275,C,1
Mental,-48.705340835172784,53.097771467027975,33.12081913350926,-9.825916344474347,D,1
None,81.62053852229853,53.9344767388038,-150.96675078159117,-258.85311037787886,D,0
None,-9.67236498103315,166.87782519896774,87.78446603173036,98.42670412407412,A,0
Both,52.403168714736005,50.29760936011311,-0.40636271377809935,-227.85030595011207,B,0
Both,-163.50742580036814,-106.35689061509466,9.647161794657366,-64.91013270411493,B,1
Physical,1.1806008190992023,161.1100319851097,137.74068879859246,77.01855007728949,A,1
Physical,-66.0832736579325,-80.10350958216796,14.465917145197778,97.1904853408457,A,1
Both,-71.88753688298817,-26.584574679171645,-111.97735650440417,-155.42764912837458,A,1
No,6.366799971691273,45.08926531340284,48.92550602775111,130.8223664577302,E,1
Mental,-16.173983158181386,161.6654083451868,124.18404131909084,7.501675680562801,E,1
Yes,5.755218285077151,-85.54599247793892,39.10613122680042,54.12440295917972,A,1
Physical,149.56230380602332,56.3861740883711,100.8859530117391,-11.326274395402958,B,1
Both,52.978132708240544,-28.097192493338852,72.80512796279882,-206.9500765274612,D,1
Yes,121.87798715491186,-285.97204623267635,-74.40559677348351,-219.65320732132759,E,1
Physical,51.01997378600996,90.21690331788777,-20.313656987056376,43.27867369637213,B,0
None,59.068913546147186,69.31922369570871,-20.50167641717098,-66.87939912711386,C,0
Physical,-27.708759674522053,38.970250354489416,-142.99586605093185,-105.12276706073082,C,0
Mental,-8.969643301869796,38.544371003891,40.69475046697871,-95.24266892485196,A,0
None,94.90848241898007,-232.84097108684642,-51.77283381564239,229.492368484396,B,1
Physical,64.30936843829488,29.22377178971044,-125.9640676647117,-85.624275686674,E,1
Mental,-118.95518354981954,84.56665869139619,-156.5315391576948,97.04179409985449,A,0
None,5.913484996217158,-107.01231725525298,-71.55401416771274,34.97163311676644,A,1
No,-62.401335663155976,-41.413723806215465,13.697608912530562,26.19232245814334,B,0
Both,116.01566166294646,112.0280165586944,-9.761861111744482,91.42213746175317,E,1
None,-152.83625237270195,29.307011490935757,-13.443110780979175,-95.51176075404996,A,1
No,-78.38491636027817,-20.44079734831055,143.43201571784113,144.87803230085188,A,1
Both,-17.152257488858545,139.06663283226263,-280.37733746215025,-100.36038227583883,E,0
Both,-37.77650614594493,113.11475672368006,-104.1075139007794,64.94371694281077,D,0
Yes,117.13839388694626,-36.44767080749344,-115.41378072111983,-46.82915398678335,A,0
Yes,183.92903615256188,39.06517770493512,87.4474761207536,1.5626511884718512,B,0
Both,-207.76221106752652,-232.3220897185305,-125.27867685805259,-100.74676463601982,A,1
Both,28.140146431247015,-8.640399420897007,-65.90261005067323,-157.53964149895023,D,1
Mental,49.117508958210124,62.741370042451535,76.33272959971548,89.36264163339224,D,1
Both,-97.15209981438734,-121.45235869774844,38.196885654943735,57.89959753245885,D,0
None,-15.923376806031689,-1.9778955755584071,16.766819507304646,92.43800796670791,A,0
Both,207.01328460950194,6.755358933820295,-20.653917527152608,92.42662644041167,A,0
Both,270.2063236854413,31.23045581205505,0.6850317321810306,22.38950193007195,E,0
Yes,29.73756587702134,-137.70862298822502,146.70990230189173,-146.87453549668172,B,1
No,179.0562146633198,-156.47612679701436,3.4940179919516865,103.5776317315956,D,0
Mental,32.15010625362405,-57.730048013110725,19.625180940573234,-65.41821361724197,D,1
No,-81.49860888097311,-76.08239536826508,58.22042905870644,49.700380191131444,A,0
Both,20.509626617300963,66.56799369248246,61.60695605809733,67.83941502578479,C,0
Both,-29.929743215220782,-27.430304784307012,-184.33408445538822,-16.2601095764074,A,0
Both,180.93916234615907,27.641215093332093,-34.03348245318929,112.37177460286152,D,1
Mental,-9.041752299963044,52.50096974584692,78.17229183154643,-67.38334967721566,B,0
Both,-101.71830710174908,-41.07880737873423,-7.122566847761346,4.808741795904494,A,0
Physical,27.441215486340226,3.780251207022869,23.89566282111745,15.945438902969558,E,0
Physical,62.50189480874696,-41.736764629780225,136.97768402523204,-135.0551463975184,C,0
Both,-24.004759482301054,47.626165669144186,-111.7099432703402,-96.16600532867822,C,1
No,71.45486413446781,17.730082603137344,83.03579555632726,-193.11385650343553,D,1
Physical,179.18233522562187,31.080998039192547,126.0702888600254,-127.76538468067686,D,0
Mental,-210.2106727891544,10.670687650444494,66.46425458150411,43.48422806968119,E,1
Mental,28.212858798135148,32.67023205938295,-14.774160471093515,110.53876222036862,E,1
Yes,77.5885677790668,-119.43898937563297,-91.64841289689825,-27.097260082429376,C,0
Both,31.179170041081424,-145.105699959103,51.72256369257377,-23.58204918661892,A,1
Yes,37.69176019688389,-95.31564540090233,150.19564542818728,162.86215739847773,B,0
None,-169.14388453334902,-7.403875359372226,-42.66739273629243,252.48953399490222,D,0
Both,-21.31517308593086,115.98319125956706,-144.0434123617812,-38.884317620170805,B,0
None,-157.04695956691646,105.14357783289385,34.25114154470795,-87.55017942637815,E,1
None,176.53916932902993,49.761196426939115,-80.03781133321174,98.90226246150084,E,1
None,49.68596327657723,17.982828382638676,38.10151036086209,31.65726004163576,E,1
No,109.05420180627854,-29.68684336032738,70.7356250996614,-52.14625066023375,A,1
Mental,103.5436030383887,-51.07450362260051,263.35185711623217,103.22182989758741,D,1
Physical,-42.80039886350911,-65.65700598260777,-40.48778560975091,-15.63255237861223,E,1
Yes,-143.5578553978078,88.99235983472853,-58.92689006208265,131.98529475120014,C,1
Mental,102.14083282672965,-55.61187249591666,41.60760193022411,-12.878849676267729,A,1
Physical,269.80063614584617,196.79408893380054,-58.44629420191981,0.9785807120847003,D,0
No,-183.0548534482405,-115.21030409108057,11.794137221485963,6.034787604947548,E,0
No,2.808470072564577,24.995780589387113,125.47845720473671,16.68179988292892,E,1
No,134.87869085290797,-129.5215200857454,-81.41311440400786,118.49794832669072,A,1
No,0.6077967255159398,153.4589197295535,-10.145532701691705,-8.286248876054016,B,0
Mental,-84.52814069176638,-73.76775588159768,-77.19304725406778,-32.66092159172494,B,0
No,24.00226081331486,99.51014370358988,-158.0941887891572,40.473213473754775,D,0
None,59.55867626038739,-14.37705676952977,24.0497937985401,-158.44434872842737,A,0
Both,-10.125258608958784,-11.222236778292364,-71.82904770096054,8.986600594693558,E,1
Mental,-125.59756475145134,-41.32384707103001,-86.01930775551388,270.62578246672797,E,1
None,-167.70612428213784,-126.27426678410131,177.58356007962652,21.52604875977123,C,0
None,194.5711980012791,147.69551835923252,186.829902910155,-147.46821107223775,D,0
Both,-186.2725394895847,-65.26298880357004,58.473017458771224,77.51872435884299,E,0
Yes,154.11664589687487,80.44103307423256,148.46375397806187,-37.917023046140116,B,0
None,52.38139441293627,55.81530510859882,157.61338828409788,-66.29783185344765,E,0
None,-2.359971507849654,-110.61346792189799,-170.84437727722906,112.64123171030565,B,0
Mental,-32.15909555492199,-113.15454711212188,-44.94767832582929,141.1474575331134,C,1
Both,-121.15162611291606,-266.66135049327636,155.05814288281329,39.72543123338462,A,1
No,-27.017841734906966,-94.06681999206874,87.41928751172715,226.60893195946298,B,1
Both,-91.37974402629588,-27.129676386481698,-146.19225202479768,-40.01440850214879,C,0
No,-93.6005332483225,0.28619747758738756,37.647186739989664,92.70286595862254,A,1
Yes,-37.80870527628782,-14.721756446380496,-12.415091608489307,-6.847491972731088,C,0
Yes,-103.5367111181431,-137.58284250278047,84.27772119211151,139.66062453603328,C,1
Yes,0.9250881532093549,-31.40915704899765,-50.47088923600285,106.16028728520818,B,0
Both,94.65641241248133,137.01557693369432,50.57081154960026,-56.976984772504956,B,0
No,168.76102708177118,61.23257180988509,150.17452985189658,-102.73210929182686,E,0
Mental,70.43887324564476,131.83971220908785,47.09455642443732,-117.50612966061445,E,0
Mental,149.59038886855973,59.961758127810505,208.27110458797873,95.30392796445439,E,1
Physical,74.93542195388477,23.30357276965484,66.6381250266575,-150.21768661319604,D,1
Physical,-113.81842825724206,-54.24253033291057,78.70248181336119,117.15282593493103,E,1
Both,-135.69739375996963,88.40851460149499,29.579758004782413,-76.52506474890819,C,1
Both,119.22738325866578,72.19593485830612,-161.56741257209976,60.17278166442952,D,1
Both,-57.29251857487267,73.61581698280698,64.1852506297787,199.20635222942502,E,1
Mental,27.96284851422018,56.166128739133455,255.71646933838625,-240.23019908965412,B,0
None,26.55805408031445,-77.17819650142911,95.5305225489751,-97.01444986231544,E,1
Mental,-74.19958558325187,144.62165835030262,-107.65614878160589,97.13283111909085,D,0
Mental,-269.47994882170593,7.798766236046759,-107.79903059757947,-51.17725417012413,E,0
No,13.97356450023128,-18.604426265580333,29.198443026308762,145.26628163857902,E,0
Physical,-34.46395226605685,-4.88903377825032,77.35811226795083,40.90257313397276,C,0
No,100.68631693291717,-54.2130261113424,-68.71074329761754,-64.50726682272854,C,0
Both,93.04265938120501,-89.88688772355367,-59.201979649328095,-92.96815935824974,C,1
No,-71.815017951617,-89.76158671588412,-178.19274983474617,-157.10239757603387,B,0
Mental,15.246067763095406,-77.54816164507776,-128.0539334708043,90.61099884954751,B,0
Physical,-108.7010613397229,21.936565838279297,57.16931420382849,-69.16578147010087,E,0
Both,120.8974893191113,-44.99506962181805,113.76745019118604,-44.02133433558884,D,1
Physical,-255.73791595560334,23.848602517989605,-46.658142661649435,-51.062692159556335,A,1
Mental,163.3380712578151,-66.49629188230722,133.5218570045783,-16.412784857108743,D,0
No,128.3369347547746,-11.154130883444244,13.671083670036236,11.458858438055213,C,0
None,16.08175460109526,157.98586016123747,-179.90830991564587,-149.84877738018506,B,0
No,115.63421360178803,-52.40960934841424,-17.34062984412189,-38.69876699799229,D,0
Mental,-78.8807941101974,64.35055569700307,-64.26669518894242,-94.81370510451835,A,0
Both,-54.57191094957854,52.38503174796295,-82.75293893254715,17.739605639601212,B,0
Both,147.43182268059277,-34.62494121436027,60.67762585241725,-14.004840753877135,D,0
Both,196.476921550571,181.08332137927766,58.851714577819116,29.15530128409954,C,0
No,59.22053593813965,100.755440723638,79.88351182409157,-133.80028359978803,D,1
Both,-153.3466428233885,194.38227950778247,147.51476830417428,-12.349422871537485,B,0
None,-134.14217213725792,16.064573569027498,-63.756498345091074,-310.7559350562672,B,0
None,-130.24530228903345,62.36608834546473,-65.96766822642715,-15.537728070194753,A,0
No,99.87144442206424,-24.236237112527334,-29.75685594247312,-32.29602543473474,A,1
None,23.070216458830085,105.77855902590602,84.4180882682835,-90.02661080019921,D,0
Physical,47.54945956278484,-64.16091347850144,34.686983599178696,42.435275614160275,B,1
No,-258.3178529513443,-163.2781238623005,-120.94144374004631,56.52613796121755,D,1
Yes,109.54659389271949,-34.54230061986302,66.96991883458429,-73.93612854189404,C,1
Yes,72.08998732489495,200.2485266129508,-44.12908462089244,-38.93936943313575,D,0
Both,3.776773557219381,-41.76259910985961,33.28713732132033,-4.286453336219654,A,1
None,57.09817080828261,46.77939585835594,24.012362859240216,126.2623436645815,C,1
Mental,-27.92386296088815,5.017783494538464,-119.68990496102738,94.18961756412382,B,1
Mental,-277.90347830831297,13.991307903327668,16.251016644110422,-81.43252607938314,A,0
No,157.60543341543806,-26.870294714703274,90.48199215827523,-41.17428744509928,E,1
No,123.36996652179558,47.544816884994646,44.82410712218684,-20.4328542354967,B,0
Mental,-83.86868123292446,2.735594444437324,31.665156167563268,166.45434970131737,D,0
None,92.3571390227673,-82.74059125757225,-5.906235186427244,-75.93720580341677,B,0
No,-103.85248564758585,-5.622248021973305,0.12397935683538157,145.38339722594307,E,0
No,-107.13854335522257,-24.655823688706,98.27916719596395,90.73688126029681,C,1
Physical,-45.262981465402724,56.74542792561549,-70.58929905574172,-20.93185227212488,B,0
Physical,-175.5355182957241,-16.742378501869155,-61.529912777298854,-176.7323581840567,D,1
No,-192.63083578190407,139.72720869148395,-48.48456357796611,-46.37220584364904,A,1
No,162.4685031867541,-191.70186520844626,61.24929514852659,-0.4230479848764408,E,0
No,-159.58058587789185,86.10421818221131,-85.36139666385122,-19.25598123462453,E,0
Physical,-82.27268696421673,172.67746315703496,-35.071601909044745,102.04694190680506,E,0
None,-43.689628417565984,79.02903983123709,-36.33630747510294,61.347354743019814,A,0
Mental,-116.25153303521449,31.766270711797468,32.395818355017575,106.18046131223073,B,0
Mental,-182.06843320165348,62.12824356920208,40.75325703133783,-17.737929859588235,B,1
Yes,83.4931496798135,-100.63399259108985,-82.89305062741039,252.86509382997613,C,0
Yes,9.752004700807289,11.175056862098932,45.99698043407751,-2.3862030748558505,D,1
None,1.5302545564470522,6.674220606217244,-31.373431967952705,126.20767511608832,B,0
Physical,-74.95897747287441,-64.92226684646307,-271.1053235184526,78.01843919989948,E,0
None,61.631401487845054,-86.0277997013852,63.87316783316663,65.86018691759318,A,1
Mental,-37.114342891473676,222.7986972228658,50.81301139017991,59.816812051104066,E,0
No,49.0254940458035,-84.88684822707842,43.535778469322786,174.73767066761687,C,0
Both,36.683626583329826,-56.493546716300116,92.81479332261605,15.837506254324474,B,1
Physical,-111.46865076585,-71.58410953502491,-62.0325985148962,7.1790362121161415,A,0
No,39.58716404940172,62.66380921259259,-93.37137897567325,-2.776218921186839,E,1
Yes,68.82358535189717,49.33827428853866,81.8506413546262,55.82051515551174,A,0
Yes,-66.36062780682815,-116.37393143397617,101.5043473418408,-22.924465751028205,C,1
Both,210.97339919221034,-188.42424618795533,79.60741497084523,-51.59859057564693,C,0
No,-54.19759626391867,-218.66012249230982,124.9606868180777,21.408107593772304,E,1
None,-62.057486798072944,-32.535890999077175,6.0658010652768946,-118.60383977476641,E,1
Yes,-24.902156332637748,-30.685012512583533,-191.70693399238448,-7.811919193302619,E,1
None,148.08676293113942,-194.80060831598635,23.2631423167829,67.3591341237517,C,1
Yes,94.28768386713985,-148.8210703150481,86.57054887081053,-97.4500094435534,E,0
Mental,-63.74445177106297,-164.12923258748762,41.40004477802432,146.81439594393916,A,0
Yes,-28.594054657605717,-58.23534068190127,15.596038356281925,75.81743920796175,D,0
Yes,49.881335231780454,-202.48919314070116,174.40961192681587,8.363144147885938,C,0
No,-151.0627660912089,-13.670783284961473,28.143031172366573,-5.495214407557482,E,1
None,-170.47038097242145,159.86642853509005,-73.60328936895954,45.687906730167036,E,1
Both,-168.01067814395162,39.638902889252044,-21.542483799244508,-132.53876352858526,A,1
Both,-107.19785342301505,-219.50679659013522,-291.44137475312607,-23.21169001569071,B,1
Physical,-81.05574959890423,-4.620843759826035,178.5149902144188,-31.139998169805683,E,0
None,91.08136215346927,156.45602921012127,95.64717941681305,20.192074897139385,D,0
Mental,24.151213316874156,-202.0531227752265,-73.26354300437892,-107.81337081506206,A,0
No,60.955378091986475,-71.48600705765725,-3.661962940253756,103.10064008671272,B,1
Yes,211.80525724457456,84.65468018080976,-78.95042612259851,68.80331453195521,E,1
None,48.2671995349919,-282.0059275870645,-112.29019430335998,-123.28309049396849,E,0
None,-40.332890783330875,87.94108716003421,24.061478087423556,58.48870301872604,B,1
Yes,-19.72545671011046,-34.18307751006133,-235.6480655893127,78.49208403292019,C,1
None,-96.7362849076524,-72.25409959796679,-74.21085321732261,212.8307643006615,D,0
No,-33.12071483346403,18.953868470798408,-68.52228581808485,66.01557616133766,A,1
Yes,0.43748904761746304,-184.99393769011334,238.4499715651998,-3.2151780275733723,E,1
None,-135.63127288398834,186.8030347189136,-92.89701829789165,-45.19750422873186,E,1
Mental,-122.7863921595485,79.4176771913626,76.21030213292106,-51.48893156914457,E,1
Mental,-109.49643347996407,168.21870102218514,-32.476529298003,-66.49654798284298,E,1
None,-77.96913837233367,11.196030120436228,-64.85776956484767,48.75353976305084,D,0
Yes,-59.96417603361229,62.89261328826008,-160.17914112673657,67.19149662548911,B,1
Mental,-77.39962355132559,24.18701409041757,16.95355555189509,109.21159384284613,D,1
