disability,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Yes,India,-22.595408657575483,B,E,-28.01898064581313,-83.40669771263593,5.464509827475378,E,C,B,1
Physical,Other,50.71109206267109,E,C,-88.86506431183427,55.930604478350375,-73.38885540422882,B,E,B,1
Both,US,86.70024630007904,E,C,-27.18122652109815,-7.219874700849149,115.0727247943556,A,A,A,0
Yes,Mexico,-74.10322767767697,B,A,63.81397269913266,28.700656662917773,117.37393399043717,E,D,E,1
Yes,Germany,-11.1277197308519,B,A,-178.27878735150966,207.67764665916323,-187.60487416532104,B,A,C,1
None,Brazil,-100.04767762309508,B,B,133.0855348273398,-102.12682936594777,-59.08076198203358,A,D,A,1
No,Other,12.383516401276907,B,B,17.382911279745862,65.33580678915844,-33.8897021636062,E,D,E,0
None,US,61.11342725607801,A,C,19.60955294629439,184.98344410370194,-150.88123246313796,A,A,A,1
Physical,Mexico,129.35809982572218,E,C,-52.06752241567286,-41.383635047777176,20.991274191113785,D,B,B,0
Mental,Germany,142.81311907947733,E,E,-145.32982595830072,137.13778528881355,-66.43827999786382,B,C,E,1
None,Brazil,-8.047080753266103,B,B,153.9934554540404,-42.700483712577174,235.25257097589392,E,C,E,0
Physical,Germany,104.873727140639,A,D,-32.74254246579324,39.53389799980299,-53.500158006249855,E,D,E,0
Yes,UK,19.88447232687966,C,A,133.86334183362126,-119.8375690926815,202.55581036012327,E,B,C,1
None,Brazil,-16.31511349428736,A,A,39.65109797120819,25.066714457585647,16.72137352957202,C,B,C,1
Both,UK,-14.065160055323023,E,E,44.28702627560262,-17.236779841972382,-38.38794035380113,B,A,D,1
Yes,China,-103.78319341060124,C,E,-225.01085881896347,-188.5735028530848,53.368832124240804,E,C,E,0
Mental,UK,121.63839911468747,E,E,-78.64181740841501,59.84721708335846,-116.347526026985,B,A,D,1
Yes,Other,66.67312213404315,D,E,-80.40294056481825,-57.01604647622802,289.2352235950798,A,B,D,0
Yes,Brazil,-23.36531084734417,E,E,-9.994601118169872,-25.81802723275372,205.55738957421622,C,E,D,0
Physical,India,-50.18492977726425,E,C,-25.661621448568404,-114.84780915532107,18.001500054044843,E,C,D,0
Yes,India,121.10885659432155,E,E,-13.672034118561946,119.88969747797502,91.64940994331215,B,E,E,0
Mental,India,-52.37399368560638,C,A,0.4495256399084363,-108.71458896127899,-35.01023356970655,B,E,B,1
No,India,242.6485792166456,D,E,-137.21672076766362,-175.09023287715917,-41.33881221377693,C,A,D,1
Physical,US,27.434195096607134,C,C,-40.3931241583721,-44.32133111100375,-4.042772614196697,E,A,C,1
Physical,Other,106.82233600367617,A,D,-81.99620047635109,-26.629932605385576,-25.71911464127561,D,C,D,1
Physical,UK,-53.72676850631777,C,C,-138.14844467140614,11.778568169087606,96.78774049912852,E,E,C,0
No,Brazil,100.69717657875847,A,A,-83.70984736049304,-36.676256619353595,-114.16787018057941,C,A,A,0
None,Mexico,164.9390547818029,C,B,49.76702940904729,-66.91944215893045,-56.4739314936712,B,E,C,0
Mental,China,-28.65866557662361,C,B,-88.82436606275095,108.37361497327261,102.91166779471143,A,D,E,1
Mental,Germany,-118.15518075400455,C,E,-9.626717863996925,-79.65174063408462,-159.5921328405842,E,A,D,1
None,Brazil,-58.866111304305335,A,C,70.1157381366481,46.46584659445111,-106.7119435455842,D,B,C,1
Mental,UK,19.978002254175088,D,C,182.3721554977466,24.885597983601524,105.67267022848866,A,C,D,1
No,India,-81.41745978599954,D,B,90.91079632914855,-174.62972209493867,-72.22292074306327,B,A,A,1
Yes,Other,-57.3125763248898,B,B,45.913432050104085,68.30122056963849,-90.00408524547476,D,C,D,0
Both,China,-79.69956716238862,C,C,-29.96460169823683,128.08344333076792,-30.25209915085128,B,D,C,0
Physical,India,156.22216630643467,E,C,-76.98639544085428,-40.78747546728489,-35.46195307396067,E,A,A,0
Yes,Mexico,24.142649462347237,D,A,144.31493214168148,54.90508065147741,-71.4572601153942,D,E,A,1
Mental,Germany,52.754313377893816,A,D,205.375656046271,74.62311291052663,17.44027587789872,C,A,A,1
None,India,-347.5560007870128,D,B,-62.666811717390324,-34.979576382873255,73.99097350566724,E,C,B,0
Yes,Germany,15.231619417318937,A,C,35.74465668208035,173.48845015979697,107.10203226143513,D,E,D,1
Yes,Brazil,-100.4470978166054,D,E,-89.55503262171113,-92.73533365412759,-112.23079696282734,C,C,E,0
Mental,Brazil,184.9505706680482,B,B,79.94705945870152,53.15454591442021,-102.58173882249224,A,A,B,1
Mental,Mexico,-30.078166364643188,A,E,96.42255671240592,-1.0304888633973206,69.95724199305998,D,A,E,0
Physical,Other,-89.29060360592115,B,B,103.0525511650193,137.18901344396906,40.656390095264385,C,D,E,1
Mental,US,-100.15341989337749,C,D,-111.78156384335051,159.1381998737729,232.80923812366098,C,E,E,0
Yes,Germany,34.557279025025565,C,A,-97.05766800678141,-32.245971696873816,6.083200067910702,D,E,A,0
None,US,-73.53150737805166,D,A,30.91156086256659,21.44153589311255,-85.61981148578604,B,E,D,0
Physical,Other,-22.58983731368196,A,D,10.855333973668005,-66.42094215998475,-341.0486754975743,D,D,E,0
Yes,China,3.3486502195466374,A,C,81.6874296330119,68.48788641508422,151.41414012442397,A,D,A,0
Yes,China,-145.40469908096534,E,D,-174.08375216414103,11.464013238482197,-179.08620124237652,E,D,B,0
Yes,Mexico,7.511469328301164,B,C,118.42447779878114,83.49026421232908,77.54498891318221,A,A,B,1
Both,US,61.79485974992453,B,D,-76.79042789145618,-123.4331291864486,94.3305779298436,C,C,C,0
None,Mexico,2.6782790702737516,E,C,31.0488867846614,9.954510396210154,76.70256518027782,D,D,E,1
No,China,38.83483129167354,A,E,180.11136334633943,-54.980851727930144,-229.4594352961115,D,B,B,0
Mental,Other,185.1326873704888,D,C,5.772356262972949,-45.86149281626616,-107.54142391618745,A,C,D,0
Mental,Other,54.01862309745453,C,B,15.262725855782863,67.79526693069862,-27.810217517982753,A,E,E,0
Both,China,-174.54242968670772,A,C,-5.500682806283427,110.92427322191595,-28.78032506036925,C,A,E,1
Physical,Mexico,59.12814958802072,D,B,-2.148470925263002,-65.77358371253169,-73.77233884387482,E,E,A,1
None,India,-113.51864746318103,E,E,-101.54533581482814,-68.06012062652927,74.75770627244894,B,C,E,1
Yes,Other,-66.47935562002539,E,A,29.645053681308454,-30.252987064033128,-15.372652510807125,D,B,E,1
None,Germany,143.4863116441154,A,C,-192.36338258390867,-63.14474306945006,-117.20524537622721,E,E,B,1
Mental,UK,45.08527409031664,C,C,55.07555968207966,-4.685824036097076,-99.13403386493277,A,A,D,0
Yes,Mexico,-25.891624634317413,B,D,-31.866598911528094,194.3364687012349,61.21689910098597,E,C,A,1
No,UK,5.800018885901369,C,A,16.484308976125085,-78.58897425348559,-247.83108308015647,E,A,D,0
Yes,Germany,-143.91976839074084,D,C,-24.351067999167846,-34.94310904364648,36.71116651976004,A,A,C,1
None,China,-74.99314397995613,B,C,24.740512918175682,-180.76703625451344,-4.769781173691591,E,E,B,0
Physical,China,-15.357726158274831,B,C,32.82176584358448,-34.187733156531394,163.72426635317248,C,C,A,0
None,India,21.762635960374116,E,B,-48.36275230631239,-172.68187444457556,-44.74018767171863,E,D,B,1
Yes,Brazil,67.71277113072574,B,E,108.18672387567317,-96.76691244562943,10.738435913374362,D,A,E,1
Both,Brazil,-71.6719235031601,C,E,-86.15467904204189,-82.27440784521126,175.71151029135865,D,D,C,0
No,Other,-16.39442490704612,C,D,97.41077103901318,6.979233939236873,-135.63715896447883,A,D,D,1
Physical,Mexico,-30.025993187567707,B,A,-73.8535295442837,79.62995463158762,58.66408397198046,A,E,C,0
None,Mexico,-24.922461250380305,C,C,12.99490258163246,-2.030316071968743,-208.86963049228987,C,B,C,0
Mental,Other,-43.226964393744005,A,C,-73.73851772199077,96.2742396048385,-141.41557141389345,C,B,D,1
Yes,US,-47.525852129047294,C,C,-117.16390948256465,85.9193151070996,-52.121576932853905,E,C,C,0
Physical,China,-43.629140882761426,A,C,-66.90001108000277,190.6274218142497,28.97510261556462,B,D,D,1
None,US,40.88041380088951,D,E,75.85294830436754,50.187871617028875,187.58485915738413,E,D,A,1
Yes,Brazil,-50.16497919083136,B,D,-63.61401378377837,-27.515240860208266,13.85917908379076,D,A,C,1
No,Mexico,-44.17056032395804,A,B,-42.68066154565651,85.68324809080353,-78.78978525367523,D,C,C,0
Both,China,-6.466833852332972,A,A,65.01848237601764,10.120641280606762,-159.1769054429173,D,B,A,0
Yes,Other,-93.97877644157143,D,E,84.21630357408696,-82.81794823963335,148.65338423901622,D,D,B,0
Mental,Other,-12.150935648898482,D,D,113.13447227882985,-68.4295562518714,-51.822022942785765,D,E,B,0
None,China,7.273921059853257,E,A,-142.15688182751916,-58.1684098686678,110.17502676790389,B,D,D,0
None,China,-74.22564185617973,A,C,44.992524046937156,59.297319253314065,131.96662500616128,E,A,A,1
Yes,India,-21.041778404294597,D,C,-248.00891922887027,-4.3089857715854905,18.324948927794697,A,B,B,0
Both,Mexico,-150.06387861851164,E,D,97.85960450903953,30.668352217814622,-176.03688496110746,C,B,D,1
Mental,Other,29.658439358492444,D,C,-116.10768158042106,-51.05769002476747,12.946301070310845,E,D,A,1
Both,US,68.87001483934526,A,C,121.93818352793362,-40.1033118075877,18.98894502567206,B,D,C,0
None,India,199.96049723781007,E,D,-77.85576674286962,4.264090519369258,121.79230465008384,E,B,C,1
Yes,Mexico,127.60805370930946,D,A,7.819570842792271,107.71523469545265,-21.903645871681928,B,B,D,0
Physical,UK,-152.94310856269533,E,B,193.9464111947539,70.33097022047295,-40.948552360364936,D,E,D,0
None,Mexico,151.4675054855635,D,C,-24.09534404170721,-92.27913379694454,22.00529455877975,E,E,C,0
Both,China,-2.765051035667576,C,A,154.13123987888565,75.9755595116725,166.40254751823053,C,E,A,1
Mental,Mexico,-24.42613354004598,E,A,32.92624573912567,24.235910727120583,-22.298828782088144,A,C,E,0
No,Brazil,162.95453014467512,D,A,20.117175126124735,7.0670965076322245,-363.3615697083781,D,D,A,1
Yes,India,69.50902419019243,E,D,79.46755729108543,73.59442668729137,117.52402349180535,C,C,A,0
No,Germany,109.59921534830788,B,B,-164.6304530198938,-253.6745013581266,123.20284813467903,D,D,A,1
Both,Mexico,43.77959689061756,A,E,-172.01973058502688,115.95861590820942,13.690068327880917,A,A,D,1
Yes,China,83.52528921879518,A,D,28.84195913240484,71.70258138204764,71.89115681068259,D,C,D,1
None,Germany,14.86174501003465,A,C,20.423558088603926,-274.2924740534077,1.6170692298677007,E,B,D,0
Physical,India,80.87904988032449,D,B,-78.28067964281101,-32.901945160902976,48.420841059662806,B,B,D,0
Yes,Brazil,23.73359578835571,B,C,-12.66658968072396,-60.57512683715003,67.99812760635592,D,E,E,0
Yes,China,60.7584249498644,D,C,107.90893169308333,13.919057343058341,-26.756236847278487,B,C,E,1
Yes,Mexico,32.66952246548666,E,A,1.6317369852993036,27.570090247528206,95.56604551410452,D,E,D,0
Physical,UK,29.486785206382315,E,D,190.7501713375429,-156.7561969472121,-104.37554974013221,B,E,B,1
Both,US,214.22700532320164,E,C,-69.47959690886448,49.81031170711259,44.95811975108494,D,B,B,1
No,US,124.00688698411307,E,C,-40.47103291753943,-173.29951035656967,113.23775055358965,C,C,D,0
None,Other,129.95169381886916,C,A,-50.087142991094034,-83.71987724519757,96.83751598695504,C,B,C,1
No,Other,155.16624903124273,D,E,-198.7844237313052,-117.58714154667356,-79.3809749972733,D,C,B,0
None,India,-83.92897562291408,A,C,153.30056641604907,8.548985279892776,-76.85388541265127,B,E,D,0
Both,China,-92.75316537053185,A,E,-41.85244519950054,116.72238165027045,-92.59892398114953,A,C,C,1
No,UK,-21.73545021452569,D,D,98.66774119265456,-55.77447560489719,13.326851359053821,D,E,C,1
Mental,China,-116.948101108793,D,A,-80.68752528325557,-62.2370444869472,162.43185322782347,E,E,E,1
Physical,US,-32.50894777095649,C,D,-65.52105251352255,35.21703519084952,-28.980439150197213,C,A,C,1
None,UK,68.26255544235192,D,D,50.089612603501486,-120.1897007640249,110.67697368238056,E,D,B,0
Physical,US,-58.3107247010302,A,C,192.7039753570038,64.31647149697297,15.220921024884989,E,B,E,1
Physical,Other,12.682224418043365,B,D,172.15492836663682,-66.8740622878131,33.33142174337059,C,E,E,0
Yes,US,30.640864326676432,D,B,82.70539525023366,-138.84225671122144,-15.669290610547796,B,B,A,1
Yes,Brazil,44.14095846640044,B,E,31.720283773321622,55.64771737335607,-48.65558368726385,C,D,A,0
Physical,Mexico,69.11653145631192,B,A,-129.75559621218852,-129.58874770664863,-26.54363342966988,B,E,D,1
Mental,US,56.18499660587201,E,D,33.46026862608639,-22.951552688324636,90.41610675420834,C,C,C,1
No,Brazil,-55.11016493049195,A,C,-35.46311832776654,136.4192904749778,-21.57447604516742,C,A,B,1
Yes,Mexico,-31.849164567173283,A,A,-125.93760285829359,-14.243159118698173,73.25300103181623,A,A,C,1
Yes,China,-38.904328878832395,C,E,-77.48153019950004,106.75935819665638,37.6068150516361,E,A,D,1
Physical,Germany,-88.49655674859686,E,A,-53.174356429344904,-164.8032489986905,10.470122334796784,C,C,E,1
No,India,82.61432109777319,E,B,8.70276081265382,6.444305304669368,-94.2672076111855,B,C,C,0
Physical,Germany,-39.5101751894068,B,C,-51.161242630227314,-49.63403376821754,73.31467879646397,E,A,D,1
Mental,China,-96.62863405091849,C,E,12.768681050619273,-29.77338723237295,66.02560627239608,B,A,D,0
None,India,-24.688338533129883,C,E,-19.552297364772382,17.77929830869029,-26.022630293944914,D,C,A,0
None,Mexico,-88.21650121187734,C,D,-1.89552004915239,-3.9427368655219417,211.50098363648434,E,D,D,1
No,Brazil,-87.1747114376248,D,C,28.795038983857772,-101.85402233180784,-98.72231862951448,D,C,C,1
None,Germany,-63.00940307622061,B,C,119.57935546813381,-90.54374395141079,51.44067097397617,A,D,C,1
Both,Germany,51.188477593268665,D,E,36.31010005954639,95.3750683919511,120.19604186723582,B,E,A,0
Mental,Germany,193.81069205174853,A,C,41.62749109265622,-27.220472173444186,-42.72167375870179,A,B,B,0
Yes,US,-192.47338823496437,C,D,84.01124060730204,150.89884837135594,92.97065653911616,D,C,D,0
None,China,91.65786792046642,B,A,178.60710278044036,-90.688968206689,85.3773817337113,A,A,E,1
Yes,Other,75.37136013345615,B,A,-145.9530741577895,-137.34016369176626,-15.674221867632236,D,B,B,0
Mental,Mexico,-12.514733679517779,C,B,9.417537299058807,36.56618856551861,-148.1502861823293,B,C,B,1
Both,Brazil,97.78679201649011,E,A,61.406673204418304,82.17206801328119,15.718423718729033,B,D,C,0
Yes,Brazil,-52.20751803044763,A,D,8.470045122609838,-15.914234131699805,-26.647056130874535,C,D,C,0
No,US,-82.49778158954567,E,C,78.25460696538472,70.27002700429793,-88.2285312964351,A,C,B,0
No,US,22.052334962544855,A,A,-2.1568729972262015,-52.90517390231659,30.533122475336548,E,E,E,1
Physical,US,73.58853484418071,E,D,-82.12678899957093,10.32212533578562,-138.1389261387129,C,A,C,1
No,US,33.824958385739315,E,E,64.75839561165911,84.47920438730087,127.85637732799582,E,B,B,1
None,India,152.47320410402145,D,E,-13.155837403032544,82.94866611804122,4.634679312920407,D,B,D,1
None,Brazil,-91.44279403992208,B,A,30.792572695777267,-53.92548993751459,-97.9620494134567,D,A,B,1
Both,UK,5.254593727635745,D,B,-237.53791441627808,30.152660798992397,-128.4959311564212,C,E,E,0
Physical,India,62.22548740914554,D,A,-19.745508156910503,114.02868673867947,-146.8380841213695,C,D,C,0
Physical,US,-39.14475623017604,D,B,-91.4998610248472,-80.79462329873131,-38.69907350356535,B,D,E,0
Mental,China,-3.559660175557813,B,A,-17.469148084544635,21.744372323741796,3.8875629745649474,B,E,E,1
No,Germany,66.29890840328176,B,A,-16.157743318222,125.25870621238155,211.5988889683452,D,E,B,1
Yes,Germany,-196.01383664231372,D,E,-161.81532662246175,5.22976323251515,-28.875019635910643,B,B,D,1
Physical,China,31.236928697417472,A,D,-32.744653642280035,-176.17958866712357,92.8669591220718,E,A,C,1
Mental,Mexico,178.68685651164142,C,E,150.49629753410844,-170.03439809945522,47.97059796825921,C,A,E,1
Yes,Germany,44.22316363766349,A,D,-82.47443569284849,170.70619575299222,-122.19471503084753,C,D,A,0
Mental,China,91.2644045584507,B,D,12.359134774471887,127.7467586710967,77.98460022176273,A,E,B,1
Yes,US,34.629137247573844,C,B,-86.43956111177344,204.26976564024562,-56.17426053396768,C,B,E,0
Mental,Germany,-98.99994595945257,C,A,-107.51491100956507,-38.508438575437076,91.26574361275152,C,A,B,1
None,Germany,-35.18766931503441,A,C,213.02841482119953,-14.985438256343658,148.33087118420886,B,C,A,1
None,Germany,197.02546962317473,E,A,-93.24220173529326,26.173508774034865,-21.962549827611515,E,E,C,0
Yes,Brazil,128.98759934047294,A,B,100.5647249853405,131.44897408238322,157.5277319099987,E,A,B,0
None,UK,136.2440408004984,D,E,-24.306011493790177,71.89932918903838,-2.5842883330812536,D,B,B,0
Yes,India,-258.39093560711575,A,B,4.525767788437848,177.07505143214718,-29.827669135261324,D,A,D,0
Mental,Brazil,-128.9689258237246,B,B,-108.36485666378091,-72.27779844430059,-146.96745191408857,A,E,C,1
Both,Brazil,5.076191264801494,A,A,-63.94562309505778,20.088745566504702,35.2040440938775,E,C,E,1
Yes,US,-98.57083912481342,E,A,47.760906186617405,46.19111408329349,24.36407393938623,D,E,E,0
Mental,US,7.900140825885636,D,E,-91.16631510935245,-41.47003487830504,-0.16149070198301582,D,C,B,0
Physical,Mexico,-66.43548298244562,C,E,-21.82345055344328,40.941200238350625,58.19192329133834,B,E,E,0
No,UK,-13.392167370149652,E,D,92.33695700987978,-17.36099328445247,-89.01642574608658,A,D,A,0
No,Germany,-17.779977059292015,A,E,-193.8970357041764,135.89311137097883,-34.98077355600785,D,B,B,0
No,India,-14.487871091233329,C,A,103.30891611370903,10.322300859600537,-3.123684451872595,C,B,C,1
Physical,Brazil,3.5843823452738954,B,B,43.5623558250698,37.03579792562114,-30.119213072568733,C,E,E,0
Both,India,90.09506199412527,A,A,-98.01414119140085,32.343668389733594,46.02047971096132,E,B,D,1
Physical,Mexico,-126.8938388357903,B,A,-137.92236238690322,25.24897272244906,239.09336107405278,B,B,D,0
Yes,Germany,59.424127791383974,B,B,-41.375975420826514,-107.69068134396286,45.5182926669064,D,E,E,1
Both,Germany,27.51947773463721,A,A,173.92139454866208,5.797941110023604,75.32961101820625,E,E,D,1
Yes,Other,-58.208700698334184,C,D,-100.73872275061963,28.820911309249723,117.83583442882193,A,D,C,1
No,Brazil,-17.748889063760092,D,C,81.90264379887117,-16.85064764377719,-247.63058211546914,E,E,E,0
Both,India,229.54274960447577,A,D,19.01829428568475,8.299039455071775,-29.346946766348804,C,A,D,1
Mental,India,-3.0188622869776376,D,C,-122.2720960948512,-20.28358711181007,-9.367720965002913,C,D,E,0
None,Brazil,-153.50208989102202,B,C,38.179814732439645,6.091013611713851,44.62303461519891,A,E,D,1
No,Other,22.543342369585613,A,E,-81.76819590470731,-103.53942403533263,-54.165373617625,D,C,C,0
None,China,-228.48446354217114,D,B,33.50420389127936,109.73630918907725,139.67305903652257,E,A,A,1
Physical,India,-7.134118676950204,D,B,143.2605273895459,-102.82035380083686,-54.23996601100202,B,B,A,1
Mental,China,158.28466778181445,C,E,32.44003315222175,49.07495741310561,7.66632002139756,C,B,C,0
Yes,China,-61.35582649869566,A,D,0.6420910542861357,-36.417358617064814,-2.58541768267039,B,E,B,0
Both,Germany,144.80162443427557,B,D,-16.036585158393155,18.60337735566791,93.13855320301025,A,C,C,0
Mental,Germany,-27.498686025813114,D,D,33.99412934253069,41.32004898240375,12.209441688740837,C,C,C,0
Mental,Other,17.952489700348913,E,C,59.00950164624389,133.7284785215474,74.41007291403487,C,E,A,1
Yes,Other,-42.47828475865894,A,E,118.7638150103516,8.3112678255906,227.46137682207808,A,C,A,1
Both,Mexico,-35.27306836142717,E,D,66.30808441101472,11.823150590624763,-95.55988197008801,B,D,E,1
None,Germany,-3.3429846326359107,D,C,-46.10813664254333,61.25512070211235,-10.28572610753202,E,A,A,0
None,Germany,14.237935477870902,D,C,-99.7682984574891,114.36579171317656,-97.47623031051884,A,A,A,1
Both,China,-48.14416959370721,C,C,-92.99524764193953,21.632837410512266,55.8433599280669,E,E,C,0
Both,US,-35.84297228638989,C,D,88.16300631259895,-51.40664791458895,-55.04351943575669,B,D,C,1
Both,Germany,-68.77166780009098,C,E,-89.33247286797882,71.84602135595091,54.95677892734029,C,B,C,1
Both,US,-178.47548509878106,C,B,-56.49762540616183,3.3779152388481273,101.83830126317206,D,E,B,1
Both,US,-139.22710325544742,C,C,141.48808386002315,146.0771939005234,47.19463223611582,D,A,A,1
None,UK,-43.63904022177696,A,B,64.84036604592835,140.92044434588243,21.192903871488912,B,D,E,1
None,Mexico,-87.89927670650887,E,C,-34.09074644409458,58.918536186725454,-96.54524199913251,B,C,E,1
No,Mexico,28.549279755925415,E,C,-140.04898811856341,54.76655702092259,-92.55639773640429,B,E,A,0
Both,Mexico,-12.25768933336164,C,C,-7.272081548089678,-84.26514008000139,36.717956225077025,D,A,A,1
Yes,Other,-50.5634227470685,E,D,67.93232808612746,35.27006450823795,316.7777227201861,C,B,E,0
Physical,UK,84.53399976120899,D,E,-97.67859571598707,37.07218311798578,-159.71109173087228,B,A,C,1
Both,Mexico,107.6655701549555,E,D,30.433726849234382,-12.71185214341228,-131.51935293535394,A,B,C,0
Mental,US,-105.04138687294112,E,D,168.88762577150433,64.19822824800569,-9.37203228504471,D,C,D,1
Mental,Brazil,2.6623406791568707,A,E,108.668558149062,20.050796057713484,47.63012491975972,C,A,B,1
Yes,Brazil,-60.26758488884626,C,C,-151.2569915443973,30.005988370714075,-11.334258288550405,B,E,A,1
Physical,Mexico,-60.4701960264321,D,D,40.9182333911639,-67.0906492735186,34.60640499457945,A,A,B,1
Yes,Germany,-104.84243061064187,C,B,7.974299446679862,-87.87391248498834,91.53583927179027,A,C,A,1
Mental,Mexico,-52.93087955354845,A,A,91.75018112625612,-20.206461988827414,-78.14822653071613,A,C,C,0
Mental,US,44.419117222118835,E,A,-66.11232770751,64.89242287444905,-57.9327339477258,D,E,B,1
Both,Mexico,43.33047531856037,D,D,41.805715828038956,89.92516827655935,54.13820350322628,A,A,C,0
No,China,-69.21352432748921,A,B,172.53440781497486,45.48956021949579,7.469758618354868,C,A,A,0
Yes,US,197.88158512321255,E,B,-6.005625463095813,-131.61860248208384,14.335088456107629,D,D,A,1
Both,Mexico,-99.55686359186426,C,B,227.4235184540794,85.03738921137999,-91.32447718153234,B,E,E,0
No,India,-94.37713680079223,E,C,-165.01853818467956,95.68704559285476,-59.1492919326379,C,D,C,1
Yes,UK,-11.700186189517208,E,A,22.72599041711542,33.373157480196674,-109.20498753733645,C,C,B,1
None,Brazil,-23.554015648052335,D,E,-12.069356720775636,31.983277041280168,-220.4978381204343,D,E,C,1
Physical,Other,-41.114954014866186,D,A,-122.05568110639481,148.62820708837552,16.46958740153317,C,E,A,1
Yes,US,-10.321203962414147,E,C,-155.68744085862005,-28.945189770542683,-148.98112837548308,A,C,C,0
No,Brazil,132.2688671350089,B,A,-29.757323593712343,116.97808650127597,37.777136743039414,E,E,D,0
Physical,US,-82.21821763477963,B,C,-29.279666045691744,24.350821053838164,-164.74231642720326,E,B,A,0
Both,Mexico,-52.04268751188973,E,C,-0.9367830776962353,-13.169112174770564,-66.8419821333421,B,B,C,1
Mental,Brazil,-31.78400346613943,C,C,135.51169420943367,251.58671532546774,215.58154409264324,D,E,B,0
Physical,UK,-137.16366671986378,C,A,-96.90834203979836,-99.68427011189215,146.49366968924485,D,D,D,1
Mental,UK,-32.41136763112563,A,C,-4.233870228146914,149.323440563697,5.5778723607053875,C,E,E,1
None,China,-95.29906256751258,C,B,-29.688614010843445,-43.55760534576263,-6.693744423736956,C,B,E,0
No,Mexico,22.04680022097552,D,B,-43.74702304681403,-138.53922254154324,49.04670252500714,B,E,B,1
Both,UK,-40.02133922741753,B,D,-86.48949818853288,220.85145776658464,-92.92223962995139,C,B,A,0
Mental,UK,-8.179250365184345,A,A,-79.78493413320953,-15.91326794438788,229.11311874921685,C,C,D,1
None,UK,28.561422836804557,C,E,3.267213367823138,63.95785916056996,-95.14737227693169,E,A,E,1
Mental,UK,-113.53320941123484,A,B,37.787755796934505,133.37042740053445,-29.574850256171608,E,B,A,0
Physical,China,-2.719050014026199,C,B,-149.11623493653863,-88.8025650570458,17.143462428562493,A,D,A,0
