Race,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Divorced,-138.5371249775345,D,E,53.45128470468593,102.73396195101576,138.2506861997425,A,90.06848940602836,B,94.70535079331852,-164.3858746281093,C,69.88483912371272,103.01029098647265,0
African American,Widowed,-7.717495628141865,E,A,-93.71394858091558,2.638090459742026,-168.21681754192238,E,-79.21496783052434,C,74.47031453468131,-284.55251233262663,B,70.96029385787158,41.933187504605414,1
Black,Single,69.58353096269384,C,D,95.9487134866716,-119.66774524962578,-14.108416869616706,E,42.06859698490042,D,94.80834613520209,-107.65597569294465,E,-51.15893850348494,69.43638804624187,1
White,Widowed,96.22879470812337,B,B,62.9716975201947,-222.4251507724861,28.567967184064635,E,151.19330405539054,B,-164.61766200288866,-138.1449572427892,C,-4.622098525540539,53.24520957564835,0
African American,Widowed,-65.28158975239899,A,D,-106.08321087736088,30.12490153759736,78.54328605020007,B,-17.82037670392189,A,106.20837947851707,-39.5644180696118,B,-3.509326695301836,50.069165221598645,1
Other,Widowed,-60.75648587493492,B,E,-32.68961598780128,57.896742434624436,-14.956218446563113,D,-1.8446728981730596,D,-32.25549675354193,124.86305902352221,B,37.886424388721416,132.13011552253138,1
White,Divorced,45.922001105342176,C,E,-28.381181177096565,109.1520881401239,-11.073313095476824,B,-69.01880907589626,B,5.8530121570850495,123.7294645110079,C,-173.32857332638704,-85.72113893058409,1
African American,Widowed,-92.70000632465968,A,C,-99.95038435350213,23.909911079643145,-32.16036640113156,A,-143.33068442250826,C,-22.613653032494383,40.8836837516502,B,131.32811717279338,117.2350376754834,1
Other,Divorced,-103.97107851587344,D,B,69.17511943056532,-42.13997206606741,-39.525114245432455,D,-41.904999131295455,E,-330.5429583160807,-410.8805544794526,E,75.0056700494344,-113.0134056435687,1
Other,Widowed,-103.46964247758604,A,E,121.27089308954841,-117.91603521817669,-25.37166649156423,D,-0.11116267383315412,A,-78.72981951661608,-102.56336830403457,A,-104.5837440533379,19.004669944712802,0
Hispanic,Divorced,96.12254775753009,E,B,130.5201206647072,-135.33832363573296,-66.13573405975676,A,148.10267161564036,B,109.36329376365946,-90.08563587108598,C,2.987238828093419,-34.868361245556386,1
White,Single,101.04930101929995,B,C,41.68016771270734,-47.32914157302607,3.905398806838108,D,99.55850859110191,C,113.524646587351,39.781160517686985,C,-88.1679564584748,-47.30983097476516,0
Asian,Single,-130.11546099001637,B,C,-3.0900296028426695,42.70711829126437,10.05074790829779,B,97.89604120804843,A,20.744851990057253,25.529548228811137,E,165.25368915673792,-32.313658099071866,0
African American,Divorced,144.59496215293856,D,D,30.53177186306125,-132.54960989630672,97.92567930897687,D,-294.2565507261896,E,-156.01305132566884,123.51993257303356,B,41.08486265085758,60.969609495888,1
Other,Single,-102.08604417919224,A,E,3.1663152163689237,-42.26257642795268,-42.74380572600888,E,-24.748410368427873,E,-20.78238344376735,-33.60888988070897,A,-81.07716377849961,28.06534033330601,1
Black,Married,121.87369472992697,C,E,-140.21219957837923,64.67559201768714,78.74597726040092,A,-25.8576723743077,E,-134.75347379425776,-102.42012472236553,B,-29.3550125632081,199.37995733816263,0
African American,Single,-163.95786874815846,E,D,203.13719841163126,-154.75334622374456,15.712417610616736,E,32.40550192624809,D,102.29315126861411,44.64988175929276,D,2.9356358596689542,-83.72510006144019,0
Other,Single,190.7605189439416,A,A,-203.1915056611806,32.961689598004654,280.29171960860094,C,64.20253270745391,C,-83.05054566542206,51.29777311186615,C,73.45824086349218,65.30058576274003,0
Black,Divorced,-34.631599557289846,B,B,-141.3015108548291,-82.56726780463521,-58.7845500673559,C,36.83600074375171,A,-11.803378781308647,-34.904288798628116,D,-75.44454150947594,47.606397584263,0
White,Widowed,-149.2536057246146,E,B,-185.38662478127063,-81.55684615169496,46.44507523649354,E,-96.53820645452825,D,73.51104268424386,111.41932528257603,A,-8.767935786712552,146.5369155246346,0
Black,Single,-66.83904019792195,D,A,62.10000746059128,34.77192683802444,-159.2547974031152,D,3.147052855696343,B,-36.873366641120384,-89.69151747163816,E,70.0729309323827,9.511140391234164,0
Hispanic,Single,60.6071349181778,D,E,-72.35764258700537,-117.53786495875755,140.4071938856737,B,-106.70717610339462,A,-61.70617296039571,64.5833187513467,A,-38.03691791476788,-135.08829846076205,1
Asian,Married,85.48870837290067,A,C,73.88084114329703,99.95732378635203,-74.12602489073885,A,28.27212214314007,D,13.55085767233193,-127.4135640022731,B,8.588078378508088,-39.523751085377356,1
African American,Widowed,68.33165349238733,C,C,212.86165458141375,-50.48134372408938,-33.64983681455501,A,59.91484791986878,E,161.42063720285765,-36.40274808613789,B,42.73026509041637,-54.16683864146504,1
Asian,Widowed,15.364896976425083,E,E,22.058644992697598,-46.73922377136233,-11.131496603186932,D,21.04952402657153,C,-36.93946133049415,-46.76835346139736,B,15.533380217624575,36.458015237504995,1
Asian,Single,41.69869095812706,A,A,55.188076799641415,-264.07443724426014,83.3952685758955,E,-48.52620945387013,B,4.9604138348303115,-206.2009427951984,C,24.244306041952076,-28.54972873496775,0
Asian,Widowed,-111.28426239381093,D,A,83.83764291480571,-145.06031061277417,-97.6835046781863,C,151.58354420456587,A,-88.90576930065657,24.84267530012984,E,-24.38115703261077,-10.252356995671462,1
Black,Single,11.371307678417644,A,B,42.63024754879516,27.054779515135802,-57.88942747282155,D,-7.2010061659750475,B,-245.09394210337763,184.93446804752287,D,-74.702369480775,42.26906164594734,0
Other,Single,-6.884211403109018,D,D,29.632024926202384,-7.910827677953,156.0836522907553,A,51.576208642624266,C,-7.565664207692873,-9.114295555760487,D,76.28791143821093,-124.43143853313916,0
Black,Widowed,139.94267240983413,B,A,-198.76254723088365,-116.2918898456459,90.25727142694542,A,-200.44639616198756,C,-32.25219260056138,-95.05018029507393,A,-73.86724380010448,-42.14085907670598,1
Other,Single,165.04900579567513,A,E,-77.02586230526136,-4.019892189399402,-90.03184677008075,E,-47.7744336910961,D,-49.178385930280406,103.54127164986302,E,-30.943117931782872,62.36326589682651,1
Black,Single,10.65082771496014,A,B,50.693370315038386,-100.31014483512071,-165.04716516860688,E,65.07364519005706,B,-230.7916675516839,259.3025454999421,E,-113.64310485051794,-5.3853983695497165,1
White,Married,-79.42167950561131,D,D,-43.92214671980486,-169.80309751323773,117.31831328194913,B,24.29092156317917,D,-4.639251961222715,47.91437024796987,E,108.6641436077574,-127.21734871732589,1
Black,Married,200.98949225422618,D,A,-64.7475898259266,-10.277769319669646,-144.59441668830567,A,12.049506252570946,D,-137.7086184322508,48.64221275782398,B,33.10046334784034,121.05362458087636,0
Asian,Divorced,-69.8016110406713,B,A,13.969929418440532,25.283950961167967,212.47675105621732,C,-29.954658047193334,A,-65.49714544133494,-91.76732579861235,B,-189.36571736187605,-22.354417924288647,1
Black,Married,-29.031515244020227,D,E,0.41529717335216254,92.21816336625633,-174.6156358996628,A,-119.38595740595295,B,-182.0280901043195,89.98057365203992,C,-134.3770561625465,103.6920366829173,0
Black,Divorced,15.589661032470783,C,B,-179.00367722732986,95.37660987395094,-68.93049236344181,E,170.06571534574869,A,32.54046006590672,-117.00110513822499,E,254.3282765994556,158.02968633869366,0
African American,Married,8.940053438195372,B,E,176.87314138495032,-53.99696196449039,-9.698862736335228,A,-57.15232215698811,E,122.64251717617655,-53.077135054277626,C,-46.321474982284194,-218.43319032567433,1
Other,Married,-161.96700450988436,E,A,-115.46002911715854,-73.22164972665254,-88.60447604146408,D,163.69164986584536,B,195.2139644693154,-92.68105835894235,B,-27.58105204410924,-205.8452234308651,0
Hispanic,Married,50.42359405451927,B,C,47.725654272807304,104.91544024233583,34.10235228502069,B,18.367557955989913,C,14.790092244135048,-61.17405860333343,C,-80.7320864387956,167.20295044131376,1
Other,Widowed,87.29641688887214,A,B,-119.14004193265879,-57.83548194510729,38.505266341177496,A,163.92106592081672,C,-29.98602679170343,138.491922399553,E,0.45063857880110514,-5.0378632201021105,0
Other,Divorced,76.81265760069827,C,A,102.13650862188437,-75.72907584419337,175.43278893434004,C,87.29115672901392,A,-93.94238928910596,-89.48343593799613,D,61.68221464326459,-121.60833018760992,1
African American,Single,60.67616688034951,C,A,-33.04770614553398,-111.97461354708007,-207.86762203136843,E,-9.827243594781628,D,-84.12969059582866,-38.207586506316666,C,70.90309315561589,82.35024931182346,1
Asian,Married,29.253733643248207,B,E,89.47021089367871,-46.88179219800993,-81.2724996405873,C,3.5696534894850265,A,-177.47327213437944,8.198387326800823,E,19.712545206159092,-21.898774420736718,0
Other,Widowed,-57.93052620167632,D,D,269.1944391566217,-130.6629779564016,-16.626059804193456,E,-41.36462964665685,C,86.13674511587574,-3.7561836675293656,B,49.776602962617424,94.74835604370915,1
White,Married,60.860076847667344,D,A,64.82293730441981,-37.072352836507314,136.95829541723828,A,-49.917354813958234,E,-190.77743300351736,111.62481058813229,C,3.3479354709502362,42.45629973964002,1
African American,Divorced,-61.92135477332011,D,E,7.435506729652154,4.820905056965791,-181.14190148452997,B,18.684606527500765,D,-108.09619138056823,117.94200222459688,B,24.792922917455886,180.81554701971223,1
Hispanic,Divorced,203.27566206252837,E,C,127.98643018379737,111.48438214176153,111.98953172416502,B,-26.430958792436687,D,51.832152619390946,107.83510729568077,B,12.846488297063779,-80.9555646596175,1
Asian,Divorced,29.279650014451324,C,B,43.46532837839778,69.70051982445452,19.907483212280074,E,33.927336963712726,C,158.86034995002674,59.3993026835018,A,-52.9232983303948,11.192410712231013,0
White,Single,123.56888058485664,E,D,-32.68588251691843,-59.2934401423069,149.867288358988,B,-65.3810654155413,B,-179.59314097480734,-54.778502057198786,E,184.725271938789,0.26716405225252876,0
Other,Married,7.814033738225827,C,B,175.95079110402116,32.07142403845557,-75.22825958401566,B,38.32759134855315,E,-51.200979509151225,-19.043617588136634,C,94.00190399124372,-59.40246505713795,0
Asian,Married,-80.03048140811623,C,A,-31.708037070349977,28.496014203941733,124.77921861831915,C,14.894834290697373,C,164.94938719493862,-73.90217367546764,D,162.0703478377929,4.414706594675398,1
Hispanic,Single,-166.1503227851351,A,B,-149.7736853465127,-89.98797188718711,174.90029630077368,E,-30.800995707062285,D,-90.37414669050342,-26.972924344843868,B,-114.79208493544664,-40.602041693106486,1
Black,Divorced,-147.44794026515328,D,C,-128.0922463947281,147.3577957905801,-23.345171473727085,C,80.65976214101737,B,-74.54984327032294,-48.43621550760318,D,271.33434132378665,-52.94760795189821,1
Asian,Married,-53.70874374648182,A,B,164.18378241816927,-57.47505158052728,-166.6947938180915,B,-65.65389627723826,D,77.95108873254544,-79.33580069251211,C,259.9893901532382,71.02007448911671,0
Asian,Single,38.692155230295015,E,E,-45.279456982759235,-110.15536096788769,-42.60644822666594,C,165.62230608725835,B,-4.824005239255348,-149.09623408033897,A,-50.1848815644066,196.50327346677764,1
Other,Widowed,-100.56207488741808,E,A,-28.580657435824758,-65.69075164639915,-26.649187632802246,C,2.279549861141167,E,-75.96735186470661,63.82235823194834,C,31.30749079165982,12.472919650407334,0
Asian,Single,-77.15953499279874,C,E,-71.62877330668816,18.965451650877387,86.74779419688528,C,-20.232227673230852,D,-8.422421496188365,-115.78190099722683,D,15.445427000782539,-54.313198465230684,1
African American,Divorced,295.78865123053566,B,C,83.95787294021088,-11.217285034969786,22.79320692721802,A,38.31499445570164,E,-82.60658888536305,111.5812828462009,C,-48.816093100687766,72.2165103719892,0
Black,Married,7.683005023199003,B,E,8.746234870853037,110.7835584454462,-14.912053849291812,D,-46.992048918641565,D,-35.48793862753932,-119.35210631225917,A,-19.315087818562443,86.76482421836008,1
Black,Widowed,-34.018022929983346,A,B,167.33494086292256,-78.54434494531687,-78.60840778415343,A,123.09012329846057,B,23.916149198254853,80.83056991701446,E,-17.882588721727192,-52.78256804518904,0
Other,Divorced,-68.21359720678304,E,D,-28.825232046820293,-90.59318391368993,-156.2897471214107,E,61.76764943826457,D,66.62278982990928,76.97947721616765,B,-1.8274500756537237,30.91496791774386,0
African American,Widowed,-56.52332539768309,D,C,111.39836993728926,-75.19530957813788,-94.64202048551991,E,85.18401886567494,A,-50.20368233215545,-47.02313042196351,B,130.3675086344065,-104.67916922283224,0
Hispanic,Widowed,-28.084588380377735,B,D,-60.70469104011077,95.39559041143954,142.62237471161967,B,-6.373312318425999,A,-107.72381976175258,47.01725282245282,B,-12.646509635358901,-7.891946486372898,1
Asian,Widowed,-159.05270433250485,B,A,22.076998505294362,-26.214870906199533,145.8614005803741,E,-36.17915037703484,C,59.424501246121274,-100.73923076204451,E,95.5737710079647,164.0294101850184,1
African American,Widowed,74.0264518777533,B,B,7.995538037525194,14.028123469789854,-271.03240820062183,A,-6.022978334114989,C,-273.74298874422124,-134.43188349067162,C,-117.17943851428234,-8.566683626798538,0
Other,Married,-17.61794637949272,B,E,60.38404333122338,125.83013863714187,18.595743452899647,B,42.21613805797249,E,74.55122601266993,68.77962841215478,E,36.02299487308511,180.0926652765314,0
White,Widowed,-65.96377184013667,C,A,-16.321181805905372,-27.73625912357291,-88.12108575266907,B,-14.595037569155261,E,-47.55680429831292,25.344991178415544,B,-4.9762087639821,-134.97987922643318,1
Asian,Widowed,87.22578547521832,B,C,-55.53101043789663,24.57249985273339,-177.98224197605617,A,49.28359247370371,C,10.602153016913457,67.26089767437212,B,28.875195015462364,-47.81238771096346,0
Asian,Single,-147.81756175498737,A,B,-59.78423176477023,-34.3806756008081,69.02767315378019,B,106.99882158434801,C,-70.40578860089138,31.376314406036165,A,28.690482154216905,-164.1490362923946,0
Asian,Widowed,-45.83687132848634,B,A,9.42780734132152,-18.535184025439428,105.63901863787018,D,81.63702443265993,A,-51.87671280810145,-233.21817629559288,E,-103.39893133551652,-32.32924724523073,1
White,Married,61.38741880718135,D,D,78.68323292731327,-126.38359248010931,-64.53131975857286,A,-124.65077709769746,E,80.84131414026011,-26.52620695819029,E,-129.7650923634498,-113.90015642356232,0
White,Widowed,-92.23062956737577,C,C,27.59312231553227,-139.42366322210287,-68.07432791497557,D,12.547396650412212,C,24.228597991563632,46.88865054584069,E,76.92796749478158,-24.87487477477725,0
Asian,Divorced,-7.9935405639330686,A,A,-149.2296042021071,-143.68973735745075,77.06777986556972,A,96.46754809706361,E,97.81397805271938,61.295302712082545,B,17.651650755963225,-7.083450908338137,0
White,Single,-83.65193537506374,E,E,46.976586748321935,-102.91927782539796,104.01152539827127,A,90.27003331221808,D,47.602992272001174,91.68659642054081,A,-44.44635845661861,115.52863069559129,0
White,Widowed,148.37455956896997,A,B,23.610750590557615,-107.24059997887834,-55.266334975638465,D,-76.90702970270188,E,207.26549617301902,-36.96128424569194,A,-152.58841663111673,119.6208886959221,1
Other,Divorced,30.300581006485107,D,C,238.67947217015083,10.271196515085323,-29.713045254091014,A,-90.05768900336336,D,-33.70041693101806,-5.191977846922457,B,-58.306775794835296,73.0604047779693,1
African American,Married,110.47009715526255,A,B,148.69911578474392,111.37938536528962,-19.008074458989686,D,-14.446594098120578,D,112.15482646349457,225.69674845785292,B,92.93553180902028,49.81809810045707,0
Other,Divorced,-100.09534332543335,C,D,91.25640297567152,15.34427335546649,-220.89647528242082,C,-199.30809691214333,D,24.236427634619474,-109.37537839182166,A,75.71415733524614,62.043578683892896,1
Black,Divorced,-75.25873860438601,E,E,141.1678126567636,12.239112883157006,116.25741952422224,D,57.559636543250846,B,-1.6662740785453871,-177.05506288011185,E,-161.67683595235485,42.143783299743006,1
African American,Widowed,126.90503638489265,C,C,-33.21829346316866,77.96204150781003,-230.38987999044824,E,81.09302605458527,A,127.16655024138713,-11.880686620643223,B,70.21966844062942,-187.59573643451185,1
African American,Widowed,-3.7722202344377753,C,A,8.41095160372743,46.160475984100344,-0.895690441792467,A,74.4305987181434,A,3.777637967447742,14.65019986488643,E,165.52718594618682,-25.84673485453569,0
African American,Married,106.84747531898881,B,D,2.8099119197189557,59.56688212418907,162.15555445817336,B,-188.39287570141371,C,-86.46944228959083,1.8200510978217688,A,-47.660034692361,-32.86868482425603,0
Hispanic,Divorced,84.44825288484165,A,C,27.08758395202343,-108.65754893763166,98.74063117153564,C,5.340252819837681,C,67.01836612535492,-116.53012268243859,A,-53.13814879128687,262.4592929458315,0
Asian,Widowed,59.03637347900875,E,B,106.21254691434339,60.93417170028126,30.20618793327231,A,105.86352289524199,A,21.852668954137027,-158.54192259415518,C,-28.332871554132176,73.34550698027252,1
African American,Single,48.13960541170147,A,E,85.56865533235475,1.9931343169403217,-153.49676544553688,B,66.58602344902647,C,252.43531032813712,61.73386306557996,D,287.7673483552707,92.4476390045361,1
White,Widowed,26.81393823599163,A,C,64.23318117702172,-1.688757804256695,-168.50587738487675,A,-5.775562165992552,E,67.13606351828312,-34.967468971919196,E,106.44949067036846,-76.56200662618625,0
Black,Divorced,87.42242475769972,C,B,-50.64824336543631,-141.8656702985206,-51.72591243246516,A,176.21701558601185,D,-41.9509352326481,12.2392226736474,C,-119.03263544350176,167.55042546524862,1
African American,Widowed,6.735484950742237,B,A,-295.5546010180422,114.25676634656818,-43.23374877065645,E,-11.336039260598808,C,89.10129503090812,-143.8614588518738,E,69.41738717418508,-55.007414684566704,1
African American,Widowed,56.51994166831214,E,C,130.53854018769775,-9.187951838084105,-35.5327154284338,B,184.8068182434794,C,174.77333986003555,-106.13085917607272,A,-53.4110758218173,-32.080623627413914,0
Other,Widowed,232.78959169554207,C,D,11.181342522942906,-52.781419598345344,98.18986711486892,C,34.8376500152374,C,19.54667646565814,-179.68210458529285,E,-57.78651952824988,-5.374434842092963,0
Asian,Single,18.62086944970779,E,E,-77.2362718780699,107.11721475246974,-18.240388922542312,C,195.43738793658903,C,46.028082248562,71.91582568148095,D,-26.480196524231083,-300.12560310615044,1
African American,Married,-56.50670266771463,A,D,41.74684408482516,54.34278571572747,-38.53320686444473,A,-35.548305447935505,B,164.33579256036944,-86.36431411874436,E,-41.83793936391973,12.239454899509566,1
Hispanic,Widowed,-31.935637022084833,B,C,-39.89939499541711,-100.84501447722245,0.9534598317256938,E,104.54354110382143,C,187.62211367138136,-66.51487892072416,B,134.76676981947364,187.81083400279104,1
Hispanic,Divorced,-67.29252884849414,D,B,-0.22363002175867747,-104.23177273590716,-163.86656623092534,D,5.505148100293965,A,140.4924044068605,-117.43062927040273,B,0.6469906818201652,-9.305719145015388,0
Hispanic,Single,-32.17098282153374,C,D,-151.41728532812772,-6.064607384659116,-19.14915283597162,A,-94.1002523863138,B,-4.520126032028358,60.65210656218603,E,-3.5874296547349096,0.46552919938432746,1
