sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Bisexual,-13.346740249287262,23.390306837672355,D,C,172.89530901062022,62.53032940081981,C,0
Homosexual,-31.092872914048304,49.63874675002397,B,D,95.68138260539895,17.723740127160102,E,1
Homosexual,-7.603123734621383,1.4224954447039397,C,D,-49.66829318303565,22.500120284193468,A,1
Bisexual,-19.187897728036212,98.75764427649591,E,D,41.09093965302207,62.82362279616409,E,1
Bisexual,256.48724177283964,-7.45219840274043,E,B,-99.46676299729549,44.3709664159433,C,1
Heterosexual,-25.55235313801359,68.00695560564208,D,B,-39.36138453790536,-68.70766732765794,E,0
Homosexual,187.19891770741424,29.6035744111661,A,B,-52.21107260555702,117.41156693662471,E,1
Heterosexual,71.54926475586491,57.68206871466709,C,B,12.714379631077074,-45.26348673348621,C,0
Other,53.35745684621007,-172.0161102806115,E,B,-174.68663022466217,-16.892753611393633,E,0
Bisexual,-253.38237692390578,125.61510146050281,D,C,92.3916208677166,-57.01974765683791,B,0
Homosexual,23.458311038877437,-6.0185691628009765,D,E,-196.44173092946468,51.484245878654235,E,1
Homosexual,43.66655922481657,104.64822251880457,C,C,9.262124721370592,-85.01466790338145,A,1
Homosexual,144.85278414349818,92.01702687547312,C,E,-158.91442869532602,-118.68302066634445,E,1
Bisexual,-58.91482167468409,-3.561830300516337,D,A,-28.796333903462767,23.70466154955713,C,0
Homosexual,-12.1333152159269,-116.8296939663294,D,D,-187.53136082598428,123.70614366679173,D,1
Other,-223.2771043044351,14.07307361218288,A,B,-134.5970253884012,-25.226177000360128,B,0
Other,14.117242346880019,-68.74535056718099,B,A,-30.365743560087132,10.96662789208394,C,1
Heterosexual,-58.603748095872355,-291.9885883210574,E,B,-266.6228701240299,-60.83006735838366,E,1
Homosexual,55.9888200613157,-205.43467928408495,C,E,163.07275413488372,-73.33905016086266,B,0
Other,102.9288033828805,-49.8271753685119,E,A,3.426984894804274,-91.74630213410941,B,1
Other,114.38643865446427,234.91978317359332,E,A,255.88739546326443,14.208473581664972,E,1
Heterosexual,-53.16190347894687,110.61463167352454,B,C,33.21752158956428,13.300504958903112,D,0
Homosexual,207.69650298537613,-23.675459059270597,C,A,29.941436062825037,151.79089873332168,C,1
Other,-88.86828818390138,-48.70433052246128,B,B,34.7400535026875,-67.19344218493438,A,1
Bisexual,-61.05073526235807,-95.39266210228101,C,E,38.03846291517225,-59.06443592359128,B,1
Heterosexual,-36.212112795130345,86.90130841522804,C,C,25.97434430337212,96.37727177453672,E,0
Heterosexual,-189.9024674011556,69.08449354239097,E,E,-71.12858468593649,117.00626898751668,E,0
Heterosexual,-133.34237973427207,100.26019888115066,B,E,251.13796558652072,-91.15115841531917,E,0
Bisexual,-194.91684544897922,-131.94768061862612,A,D,39.244121743497644,-139.43812543215742,C,0
Homosexual,-111.28371176503879,-53.30011398208986,E,B,-92.86165596018475,-8.68317663262914,A,0
Heterosexual,-162.6330442680342,82.75651184283215,E,E,10.411421435023689,69.12316048973544,B,1
Heterosexual,-228.72592726640414,47.41808952030935,B,A,153.95859858443444,-168.93249318247229,A,0
Heterosexual,145.63417349840796,-123.36752374427647,B,E,20.04532072937786,86.05370310567791,C,1
Bisexual,3.94877302420734,97.25884220180674,B,E,-26.079567870976263,70.11325915202721,E,0
Homosexual,-220.2370863042506,39.48225330556061,D,B,-26.66253124743839,129.90265675746994,C,1
Heterosexual,81.56593545627426,117.90037829849993,E,A,114.86782431657127,12.482366269695163,C,0
Heterosexual,-47.358533044121806,-150.4398274674835,E,D,-128.65425733881656,-91.08875891393693,D,1
Bisexual,3.1862622359716632,-60.93637384339197,B,D,-124.86413693508527,99.65789098415448,B,0
Homosexual,-101.5404486526382,-113.9285955239364,A,D,-96.92599852456425,40.16424703569946,D,1
Homosexual,-168.52306834997012,-20.649173836927893,C,E,-206.99787885487183,132.05425771321453,D,1
Homosexual,115.17919209088629,-15.10702399061627,C,C,181.9745192491319,-31.04125734789634,D,0
Other,11.88279425980915,-25.89702668156985,B,E,-96.62910358941842,4.883699099878542,A,1
Homosexual,20.576110241142757,-51.64885504661623,A,A,140.5094719588762,-13.348816946100397,B,1
Homosexual,1.2743702218621933,-33.380470523452395,C,C,282.86643669327657,-15.06331520985899,E,1
Heterosexual,128.33956801199918,67.81023944893009,B,B,-25.703146292682344,-6.573162000787272,A,0
Heterosexual,-108.06645388175514,38.5527426473501,C,D,-165.24865088940638,122.80299255680696,B,1
Homosexual,81.25673723086072,253.58421648481772,B,E,184.49917219386555,-33.326775580291645,E,0
Other,14.205367827041107,97.2000933208805,E,D,126.49053108460213,-168.31455191623158,D,0
Bisexual,-77.48088375069791,124.76872513356636,D,E,-0.9219245395796158,-29.35513385313114,A,0
Homosexual,-134.91186419486374,181.31971404505376,D,B,60.519612748071225,32.26492679264378,C,0
Other,-221.19278312073547,-132.5362320770852,B,B,-67.62250245204905,-39.5733924901496,E,1
Other,-11.98585587588259,-107.71986928593158,B,E,109.93460771023254,-2.8089060922706377,B,0
Other,52.88982346277831,156.6690009279594,C,A,82.99466911150094,-14.19531739664781,C,1
Bisexual,33.70342613827784,10.210227074115515,A,A,-84.26510714182834,-107.48575178590214,C,0
Bisexual,-121.49550192962506,51.699510404522606,B,C,-60.27607672762853,-71.6018864815237,B,1
Heterosexual,-111.1381983254752,54.605161961170964,E,B,-42.65186577667753,2.477480646477718,C,0
Bisexual,78.74024359883481,42.701792255799,E,C,-85.33210271652683,17.539137007377114,E,0
Bisexual,-40.45382424318429,-104.5187406732673,D,C,-22.991335776755008,-99.98367142432342,D,1
Homosexual,-30.92479374546251,192.26829012109152,C,E,-91.84897567879756,87.19576992672964,B,1
Heterosexual,30.423759616951525,55.941031092808544,D,A,-45.9250847046302,5.058386561294498,B,0
Bisexual,22.112063059631076,148.85261418375666,C,B,50.416531437943576,-39.617514827952355,D,0
Heterosexual,8.480832093412742,216.2098702180046,D,C,17.711042468689005,-24.48469606238037,E,0
Other,22.155352397633795,-76.93083441198489,C,A,-92.11645332747801,-79.890555479151,C,1
Homosexual,-136.12485205346562,-88.43350347268081,B,C,-14.64905300800523,-4.760116026403582,C,1
Other,207.7528333218115,-60.78112365179739,C,A,17.626045133291885,53.20458961209901,E,0
Homosexual,60.882071522001816,230.28086519757545,E,D,-53.329689340085515,-152.8864296428959,A,0
Homosexual,92.36689701950631,-206.8053072344397,D,D,-277.07983508451605,-135.00715468241157,C,0
Heterosexual,69.87933937541104,-80.26595125118114,C,A,61.07055322493525,0.5747999400425658,A,1
Other,-139.33663981789678,195.41369440127386,B,E,6.574821270013611,28.45168734653306,C,0
Bisexual,63.15818973913163,27.371722065366395,A,B,-70.75814159281884,118.41262450119079,C,0
Heterosexual,-112.95743335199752,-140.7748312155754,E,E,-3.2707527948822555,-26.25679969763538,A,1
Bisexual,89.10931083524085,73.89274994448533,C,C,-81.22400242234687,-94.30150492920914,B,0
Other,19.390396323038885,-0.24968626487919948,B,D,-45.35070827045218,18.359480555136685,E,1
Bisexual,-68.35440673084462,95.66813712227682,C,E,33.761666108731156,-47.8983742028569,B,1
Bisexual,16.801672145434786,-63.28079309087086,A,A,44.8157561664372,-73.9999392926682,B,0
Other,10.890116564807224,-9.870795271880906,A,C,-248.85932627065836,-72.46375419874403,B,1
Heterosexual,-231.29267114086156,-192.59402556537216,D,E,-273.92075583069277,7.9493495401431815,B,0
Homosexual,35.53222441014891,-152.39006027257312,B,B,129.20442633122832,-74.8480740733872,E,1
Heterosexual,-46.27726782402211,-120.74803768921126,B,A,-59.063146010770076,111.78241346095486,B,1
Homosexual,-96.70318334405883,145.74403033286654,D,B,-191.1988684185125,118.85183450222591,A,0
Homosexual,12.337659919990553,58.265908546008795,D,C,122.7799906918709,-78.49428349601428,C,0
Homosexual,92.97673847253894,-14.195800667157668,D,E,40.60398878202966,222.32023065157688,D,1
Homosexual,-79.30222648111983,-224.64696698787398,B,B,59.19304942809506,92.97658267315711,D,0
Heterosexual,-68.26438961025913,-17.97651605115871,C,E,-136.14627959433815,-27.034063013448378,E,0
Heterosexual,-53.85036743458571,-138.2863000603772,E,B,71.60129627503214,-227.34305408495229,D,1
Bisexual,63.862933503399674,84.0465547325537,D,A,204.5628480736283,-114.99816010418702,C,1
Homosexual,-64.2736872368409,-1.6785623027267187,D,B,60.34590164257156,-85.94954569306844,A,1
Bisexual,-82.17600580984487,64.026694828795,E,D,-182.39719162767915,-34.54501036348408,E,0
Heterosexual,27.634436711648668,92.31873381252451,D,C,-140.5790086269969,-133.13517442085598,A,1
Other,28.51373923690777,125.03166976752868,D,C,71.7013684320384,147.7750834274993,D,1
Bisexual,-103.61134556120825,-88.91527441862351,E,A,0.334904521231982,-69.03853735948007,D,1
Other,146.53982674649328,-185.7131205878296,A,D,-50.2743030491858,-45.822805250885956,D,1
Bisexual,-61.92073404416594,-166.50713659050038,B,D,-58.116510768547,-77.34250090940567,B,0
Other,-67.87081939584458,112.8910482440116,E,E,-73.08435089742107,43.85026024615099,D,0
Bisexual,86.48543205148466,-51.192755751503796,A,C,-25.208920609011525,-46.42117418024686,E,1
Bisexual,122.46043728216789,22.327398482530924,C,A,163.51106107118335,-33.90895314443117,B,0
Homosexual,-22.315482937016597,21.286361266807976,B,A,10.554355528921025,-47.91007335233463,B,1
Heterosexual,18.573759951846096,54.66503988127581,A,E,64.23593445271644,90.71540041640544,C,1
Other,-6.419343898795327,93.31009239981762,A,E,-32.53939418569341,12.339226363038685,C,1
Bisexual,208.1798755006671,-94.57792084335715,E,B,-114.60626896140201,-39.50794422500964,D,1
Homosexual,-59.079303219552735,37.278312347382446,A,C,-98.09631466578833,32.7877927215721,C,0
Bisexual,94.49475872738591,-137.05548519358393,E,E,102.12579859957467,-319.05188811189413,B,1
Heterosexual,212.05117964804532,-53.596127353782094,B,C,23.272341839023085,-68.3069504826246,D,0
Homosexual,142.88410685281886,-73.85936283392826,D,A,39.87658312357806,39.67841991813328,B,0
Heterosexual,-41.77051166728182,-59.96666247781823,A,B,-118.76472210218726,186.01883620637562,C,0
Other,52.745237798604194,12.313670975736,B,A,-169.04823867873174,-6.626560382594341,C,1
Other,-25.854326624928962,-141.8880982687736,E,E,22.501372018226967,28.482352186480746,C,1
Other,32.00827453499201,-46.41897387524246,C,E,94.03645392941476,-153.4970713236255,B,0
Other,102.09994277801371,-7.063634036240746,B,B,137.60903832794565,104.8060986500466,E,0
Bisexual,-60.31644596862398,11.47148472737618,B,B,-232.69293820818163,39.72099630899278,E,1
Other,20.450784914288047,63.51337431205568,E,C,149.04517745302914,-61.982436757850046,A,0
Heterosexual,54.298966593175,122.9065441554221,B,E,198.6221745751053,-9.95549286919488,B,0
Other,-32.448494196987625,-176.16786474782452,E,D,175.465618914486,-145.29421850793554,D,1
Other,-47.1621750767538,-99.9968004738984,E,E,43.58024306946795,-59.63706543024422,B,0
Heterosexual,-170.53209153892888,-25.849219147142794,A,C,-230.1280191297216,-77.62661395371123,D,1
Heterosexual,-87.41463851794238,33.53851534053689,D,D,-58.59575945763788,73.86396726760232,B,0
Heterosexual,72.47842041771052,-86.5220769750071,E,B,20.145662008602542,105.27571127315257,D,1
Heterosexual,-7.8448018289584605,-92.6081328499235,E,C,35.87342887448181,-77.53726379826378,A,0
Homosexual,69.80214942032347,118.5509681731906,D,D,4.407822883954187,-89.55388848506077,A,0
Heterosexual,-267.8286196241676,-108.59169698350823,B,B,-53.3372935506402,-104.81974943741864,B,1
Other,140.39483358146322,-267.77887014377427,B,B,85.69737313884079,147.00561259138217,C,1
Other,169.29224784053648,86.632729154402,A,C,38.69383671857263,63.07599075658787,D,0
Heterosexual,25.64584762436653,-135.3693514627644,A,E,-43.66441699269864,-27.318182184810414,A,1
Homosexual,-186.76133292369636,-27.596986800808544,A,C,-41.18516849496878,139.78080316260696,A,1
Bisexual,120.36976775356206,-6.488204899171465,C,E,-14.735147938252194,-19.989859347149228,D,1
Bisexual,115.83361034204552,104.96390180864165,C,B,159.5035510168585,-10.059086102599586,B,1
Heterosexual,-69.16313331591138,14.973685457949873,E,B,-181.84343917137045,-79.46246456306207,D,1
Bisexual,121.22536466150575,-31.201288914224595,D,C,76.05693847795969,-77.02966375785535,C,1
Heterosexual,90.30169746766748,-26.869971129973862,E,A,-148.38662134278655,88.01711760779001,E,0
Bisexual,-219.61751765583338,90.84184920921516,B,A,24.239236022954184,193.55184606865288,A,0
Heterosexual,-21.518318167825154,123.0709920407835,E,B,80.38729495031059,-96.48127022880624,C,0
Heterosexual,93.72800348900823,-33.53648726305056,E,E,165.97336076473982,-151.69409265392574,E,1
Other,-41.97257791401676,-43.44324910508452,D,D,35.22257787490193,26.02799208758778,C,0
Heterosexual,90.00442210195547,-58.32451462960325,C,E,-107.00134778489053,23.310220703675867,D,1
Homosexual,236.47028359617468,50.085866480732044,D,A,-96.61235074116475,19.732234015872073,C,0
Heterosexual,-144.83173639668433,-165.85362875105358,A,A,-140.7379775130828,20.93784308865319,A,1
Homosexual,-151.4864564782178,-96.3274938796733,D,E,-25.22408676226453,-93.41642895183561,C,0
Other,80.27711832121567,-252.8446772991484,B,C,-116.25215505215837,163.69095030198127,D,0
Homosexual,27.88122031100826,-25.56221101906162,D,C,-127.7785615523682,-62.649015122927395,E,1
Bisexual,26.453646890357184,-114.37518894319246,B,C,-14.761874042304472,215.74367772528097,E,0
Heterosexual,-149.92700133984775,38.32749655628374,B,E,140.49927769072258,71.73522920868808,A,1
Homosexual,246.6658758014622,244.82228713110987,A,B,45.38967991845899,125.00101390082787,B,0
Heterosexual,-66.53926124053383,78.35103415072446,E,A,148.08050662473218,12.981015555164813,E,1
Other,162.9558833484298,-67.49496374474273,B,B,-60.78935442675684,52.71362548030859,B,1
Other,2.039611822944249,135.531912925797,B,B,67.82447568902455,156.71597696181644,D,1
Heterosexual,67.81204999742157,-132.33881569126052,A,C,8.674902894806904,50.38117731382966,D,1
Homosexual,5.088327895214216,89.65271517595066,D,D,5.288849459591207,-109.74296352981862,B,1
Homosexual,-204.05558001963172,138.25557050534115,D,B,-88.48234507525602,114.96426187803993,D,0
Bisexual,-234.13275022626553,180.3220410850225,C,A,132.55952200778944,41.243534884676905,C,1
Homosexual,94.07425198291402,5.414631085927002,D,D,74.73904703723026,76.4215292298415,A,1
Bisexual,93.5387703578003,51.150455510965074,C,D,-109.0283233583814,-31.748631308158622,D,1
Homosexual,-157.8207088136636,-13.015043297859934,D,B,-60.34555128805948,-35.641205943973,C,1
Homosexual,15.823859107525525,141.70875575726294,B,D,-20.671668634916042,-14.694304837878574,C,0
Bisexual,65.93925239717518,-83.53383163876433,E,A,-37.67091382765705,-63.08711961020107,A,1
Other,-86.57617961499825,127.72149074532075,C,A,-79.80227983257127,173.35330508486135,D,0
Heterosexual,63.182265863248446,158.87464352075773,C,C,-104.8025929741656,71.921281939578,A,1
Bisexual,11.680912464819782,33.36231447770691,B,B,-79.43715613408632,-8.139714946367553,C,0
Heterosexual,107.7017456228648,-100.59342678976253,B,E,-97.98785088005431,-161.23828917792963,E,0
Heterosexual,-57.535545523445286,5.637346659324419,D,B,27.915585459456228,97.69848351647181,A,1
Bisexual,-312.7876905454848,69.27957441069002,C,D,12.148185625837817,-110.41780468448322,E,0
Bisexual,36.73106839977149,-20.761587133303568,C,C,-95.2459396737433,63.49252469152971,D,1
Bisexual,-82.71365540496521,32.51213440294508,D,B,-58.878560364797536,48.70230023699288,B,0
Heterosexual,-205.58502458385286,83.1294059145869,C,D,-123.86840343241164,-158.3379792374867,E,0
Heterosexual,-64.94953359450771,-81.86051896005654,A,C,114.05833478335481,-62.58922937830202,B,0
Heterosexual,135.7126574360167,-54.42534266382479,B,D,-0.29031409325211216,-177.6084058383078,D,1
Other,125.86792198585437,25.32022694086764,E,D,-30.683056407938214,6.125876616165189,E,1
Bisexual,24.039566105614746,15.693838203608317,B,D,-251.50761106002858,172.2975105115696,C,1
Heterosexual,50.77916243429058,-61.87974387726606,C,A,160.08761882246455,-0.5766464274537492,A,0
Homosexual,-124.4281348248079,-7.869274730354143,D,C,186.35640378370536,42.69464781224334,E,0
Other,-44.40987883476303,-109.62196678907394,D,D,-77.05123387981871,-64.06654659275236,E,0
Heterosexual,111.99262992898728,-50.14592971634904,B,B,53.44446520938276,-128.4498990175498,D,0
Homosexual,-13.620717627540069,-20.55772004493007,E,A,103.91526848127319,-118.69212577599176,E,0
Homosexual,69.261196750062,-73.81702566844122,A,B,148.9684882537601,73.04771708169713,E,0
Homosexual,14.534205889626902,121.35238420588044,B,B,59.23463268128039,123.42170584076362,B,1
Bisexual,163.33021228053937,125.52998113397915,B,B,-79.61827447979773,-32.9213295813447,D,0
Other,-7.417883403765398,109.82697009188651,E,C,-92.13290089458675,160.59175276718733,B,0
Bisexual,-21.050269822617203,100.39098742013977,C,E,-82.96154552283714,78.7448865067972,C,1
Bisexual,103.74037893610861,0.27647958479316714,E,A,-1.5659393715141423,-62.05220406067473,E,0
Bisexual,-192.02636804640707,68.68440216699915,E,A,-28.15278864206803,264.1975547666498,D,1
Bisexual,52.95092674513342,165.48012492228867,C,C,137.7714891482938,-63.54060882380982,C,1
Bisexual,30.414844093743454,-22.041600754589528,B,B,81.51641677096116,56.82612112612714,C,0
Other,46.09936905662301,65.80294870156781,D,E,166.49128945337125,96.2717268216659,E,0
Bisexual,128.83835745254788,102.67754379326337,A,B,94.39809786507544,73.03025573413053,C,0
Heterosexual,-7.370375889175776,202.74216135188024,A,E,37.15710696523445,-18.81674407315029,E,1
Bisexual,-143.85114352293797,130.07908400066336,C,C,63.83380220994964,-207.09522595170085,B,1
Homosexual,18.35993418673403,-138.49470397941118,D,D,111.36495533822406,137.86560618056996,D,1
Heterosexual,23.139514262728316,81.13561821674689,C,D,221.52648594832777,100.61063258583971,D,1
Other,87.27685095825866,133.72653042349822,B,C,95.31184793414918,-80.24944856515056,B,0
Heterosexual,14.478540160117065,-16.7277726173711,A,D,-52.89379174221715,37.65230282780259,D,0
Heterosexual,-93.45565544130899,-144.672079551286,E,E,64.0856695389008,-60.56312603172535,E,1
Other,-118.45699759440704,-13.979291412827216,E,E,139.74164250404485,-81.58625261778143,C,0
Homosexual,29.90644023367592,137.70259682395465,E,C,-113.94231762436861,32.9760157757781,A,1
Other,70.3187356169515,83.34329949153948,B,D,-183.7128254462393,2.81553173586277,C,1
Other,69.76167719645296,-39.20701475396636,A,E,4.015181129340413,65.21566574381883,B,0
Bisexual,-1.4588898809943809,79.69457924531052,E,A,28.212953480706844,205.09745574966303,E,0
Other,-109.77149655737621,322.901194613353,D,A,16.263505323564114,180.5759033234575,C,1
Homosexual,51.16799039128351,0.8077482356866496,D,A,84.4865776016482,-2.9512207061868683,A,1
Homosexual,-215.32732041111916,-79.52156032182191,E,A,104.79557149700163,-8.234724267216452,A,1
Homosexual,72.4442355592463,-63.56586750884495,A,C,16.61526438671717,-23.75484216147169,D,1
Heterosexual,-12.402301731985412,-68.50246440375243,C,C,74.40118312966393,30.701573741998363,E,1
Heterosexual,-41.54220329600309,65.27284284558063,C,C,-84.12600487447925,-34.22711719733812,A,0
Bisexual,-23.526169878083564,62.37963168114399,D,C,82.16326150294022,-66.03857562946513,D,0
Other,-14.359948655728694,5.545307470054875,C,A,-24.503802421292633,-200.1932247229363,E,1
Heterosexual,-21.170529157111908,148.93572610223998,C,E,95.70981933000276,16.610484063633226,D,1
Heterosexual,-44.199402690686576,-158.7186764617302,D,C,30.846032830322727,45.8028652778741,E,1
Other,-117.2401666404228,-20.68186999745555,A,A,-175.2968606550413,-121.68949478283504,C,1
Other,-229.25920302847427,63.61903558109576,D,A,-95.62374369909067,-17.77616490107302,C,1
Other,183.44800002175623,131.87743695173,C,C,-175.84154226957222,-39.89140028782265,D,0
Other,37.26085196988036,-35.45530027495107,C,A,39.04854677889616,129.4590376108195,C,1
Heterosexual,40.20916290156485,104.99351183421561,C,D,-63.51536100082081,-81.66765945034736,A,0
Homosexual,-20.683878902834515,11.082150484472933,B,E,84.1036141674166,0.15743043210786675,B,0
Heterosexual,-34.1590337111041,155.6267247993872,E,D,124.52117754196168,168.06513173242135,A,0
Bisexual,87.23542125467358,-24.00290245208095,B,C,-153.91802195221368,-151.4059213276168,C,0
Homosexual,90.38241811475893,33.3143481767606,E,B,-232.63712120376945,37.861168035337705,E,1
Bisexual,118.7965845688579,-119.69068527813597,E,A,208.76919812131564,-10.169623978323855,A,1
Homosexual,-54.45411290355479,89.76337222437392,B,A,43.87052924596805,12.091778232981225,E,0
Other,-24.946595882581963,-174.1753538799871,A,C,-32.49372844207002,14.834136374802071,C,1
Bisexual,-16.66520426043497,-48.10964605320078,D,A,-278.35089904027626,91.25105022342368,B,0
Heterosexual,94.61533577105814,71.49238164375434,C,D,-202.65488498505414,10.049614335870416,B,0
Other,150.5104018345498,-4.692299840696706,C,B,53.911462108944484,174.16111783750245,B,1
Homosexual,32.031316752336686,-29.358127997790785,A,D,-23.502532840506007,149.30255977920353,E,0
Bisexual,-43.30973028027964,-14.360371349231363,E,A,-174.39878761692515,-48.18193023025942,D,0
Other,10.26074835080344,3.936026256781685,D,A,-79.19811714098854,9.70925166096739,D,0
Bisexual,-29.302218538361814,-67.80526081848755,B,B,15.710931336009965,-56.31544846655074,E,0
Homosexual,62.52651315147415,-91.42924681927637,D,D,5.064948874441959,15.478038305450633,A,1
Bisexual,-68.07622613416684,139.5464095928249,A,A,153.78826474217797,-55.519075966601015,B,0
Homosexual,176.60566573483126,154.71283938024024,E,A,-167.70212133862924,31.85282839012702,D,1
Heterosexual,-178.30205835510122,13.208781124172193,B,C,-66.47774368965096,20.005247360386882,A,0
Other,46.06880037741339,-149.63716855536612,B,E,178.34638860344,-104.26071271754662,C,0
Bisexual,94.531002990494,42.35007565818149,A,E,37.81914991170986,92.6291976331305,B,0
Heterosexual,-64.61754300842651,-96.35923782936958,E,C,1.041808349979818,-105.46546286048286,A,1
Heterosexual,9.575596575747225,-7.928282820635078,C,B,-174.25613138316172,27.943566602174712,D,0
Other,-74.61113710836909,105.85309152454559,B,B,90.62879909259141,134.0278323651976,E,0
Heterosexual,-59.32724540551298,-138.09001163112268,B,C,-20.186097402603583,36.40898155624126,C,1
Homosexual,65.48266397379807,-16.74201181181431,B,A,25.919708200989096,45.137212278150265,C,0
Other,78.50456137595606,97.27510124669378,A,C,15.645679478650216,-12.348247750452664,A,0
Other,40.00723228641541,-54.27175395252001,E,C,-158.9368458455213,22.450322319538024,A,1
Bisexual,64.60345459006523,15.361652208988685,B,A,190.84153207264018,11.027720814557792,A,1
Heterosexual,41.55985387626374,-26.349494458848362,B,A,47.45382594182199,41.625707854797824,B,0
Heterosexual,67.64028869089843,-58.881134070534124,C,A,21.89528860546479,-69.92180766906814,B,1
Homosexual,-40.6179860608357,-83.48459875317975,D,B,189.85144054714826,84.81989210058306,D,1
Other,56.076595504236614,-21.67672866442404,D,A,-170.43248210624807,79.85091887697584,E,0
Heterosexual,27.390342223104174,-150.77192216812372,A,C,25.686012590431744,-111.21887684150109,B,1
Other,-89.44342662223569,117.16579485594343,A,E,-135.33094209136203,129.08015190216042,E,0
Bisexual,-37.17038615699551,-57.47073479759742,C,E,47.771095901310126,45.55543823782098,E,0
Bisexual,2.2251115609489314,12.914561748650344,A,B,-76.87651328368631,47.74226252967974,A,1
Heterosexual,-37.64925889640956,19.773705454069102,A,D,211.16899930584654,-62.43091193837714,A,1
Other,100.1416684590095,109.45918953738484,A,A,52.18821358477328,-122.68773886612736,D,1
Bisexual,101.01183428723957,41.442032305674935,A,A,-0.09119170447023753,-67.77513678779295,E,0
Heterosexual,1.36650497161748,-31.364593959763216,A,A,-78.37709295723958,-109.19923030155987,C,1
Other,146.52130316496968,121.28482562511283,B,A,-109.95189535998378,-34.88913152336644,A,1
Homosexual,-257.62969260345113,27.603434885295602,E,D,-11.053746508804945,-176.3976034044125,A,0
Other,-4.135405648916392,-75.25387756296355,D,D,159.20145520912953,136.89347356357092,E,0
Other,16.422667238854668,3.984290028359743,A,E,63.74058527232116,-143.5853227288688,E,1
Bisexual,52.55332819553108,-12.55887891520585,E,C,178.6118413815349,-31.655835740329312,C,0
Other,-121.13451392041456,91.25317170554578,C,A,-22.6516315944056,-21.93121916424337,C,0
Bisexual,100.58507165244102,-40.24131436334366,E,A,-68.26060929123766,30.849034525224695,D,1
Bisexual,-83.88337058647345,167.5504626798522,E,B,9.02684282143032,117.93523704284463,A,1
Heterosexual,-194.98933248421832,21.169658191639353,E,A,-174.2004622216985,251.36788907996225,A,1
Other,2.434436621579507,-69.44267080693695,B,D,113.11441647118114,-65.4722082195761,A,0
Heterosexual,-1.7441984173291076,-81.37299662112747,D,D,115.44552456451851,-16.986035504268525,D,1
Heterosexual,-35.11740349376714,-123.4819424901125,D,A,82.72342397882313,-165.5831290049632,E,0
Bisexual,-107.90050440292462,101.42258235730577,A,D,-128.01691632311753,23.745802529343866,E,0
Other,-57.84308274861738,-18.00183149334789,C,B,-34.14538282565077,80.3757496054349,C,1
Heterosexual,124.65230044388171,-252.0029454861468,E,C,138.81699967695224,-62.31514605608105,B,1
Homosexual,-11.260751816547224,-342.67387153549123,A,D,4.974266850932949,-66.50984222417176,A,1
Other,-43.8769782700885,-205.97086688309338,D,B,-27.556706758211043,166.60282950626743,D,1
Bisexual,-48.19004134458243,-145.1105671777479,E,E,37.6190671138051,38.68124043428333,E,1
Homosexual,-182.4673254245211,67.03330993071434,E,C,31.864808030121022,-239.99567090300565,B,1
Bisexual,26.587282092565783,-9.319928399984127,B,D,22.49403645614948,-7.107348767051631,E,0
