religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Jewish,E,C,-140.10539192928678,-202.41182113810186,-4.664849081959719,-31.108124938278625,114.87639816782982,-185.5103695574315,C,E,-29.040502695498976,1
Hindu,D,E,-2.2935065362330405,23.422826467659803,-106.32071141042874,150.11407443588652,18.81152412595044,-48.4104074293127,B,A,-44.55141604669107,1
None,C,A,-175.9241255403353,-39.41917698993485,-87.55410333668162,-119.92528792912186,102.53654327196105,-61.782885724411706,B,E,-16.373243590705126,1
Other,B,D,29.18578963637995,133.64324906006283,-85.561266648399,-100.73824349402827,61.80138870558004,122.68216975693905,B,C,-298.8956673966264,0
None,A,C,14.788005592669643,191.60917200915634,-116.05068342091613,-103.31275626832488,53.170640950286774,118.9388315215024,C,A,101.94263748973368,0
Jewish,C,D,122.80022625930422,-81.96024391567582,51.41574383493593,98.26751461491999,35.31558068144516,-122.95633870645474,C,D,-80.776409373532,0
Other,B,C,110.68710128601509,2.1246474225653182,-246.48928333883342,-19.405125913903476,-51.98738014953042,99.98728194537205,C,B,-137.28372228833848,1
Muslim,B,B,-73.46392716195928,-27.527066950689193,12.19667754811537,84.26713853293288,-96.23614080716749,-34.38778535189114,B,E,54.766610815781334,1
Other,B,A,-30.15511687443701,-26.704597110859794,24.459562381663307,37.881173209494115,-108.20400606848233,78.06031718316304,C,B,22.339986561444313,1
Other,E,A,-94.4917501965968,-155.1432947493242,-105.7420453716365,47.16875143955749,-3.3502689172634286,88.50313047596934,C,E,65.19130749829719,1
Hindu,E,B,-52.4159795789442,61.8255980791466,-54.11351998158861,-154.65214388867113,-52.44327579207422,56.639801582836405,E,E,110.60432284164425,0
Hindu,A,C,79.50664500483708,-43.677437096706015,-127.94190383817401,-104.47004597315401,69.3195109872187,-77.93455314777049,D,E,-20.31355623154423,1
Other,E,A,-162.64430843253606,-138.50094770525584,-1.2605419171805161,131.87996159078017,72.06854341441533,-102.44984345748608,E,D,69.64661018004409,0
None,E,E,-54.405751142456026,7.495550168137754,17.624829622915797,25.719665486475467,83.08146631056951,75.39671025521156,D,C,127.07458145532893,0
Muslim,E,E,-145.7533416512877,-100.60169467320543,40.18190292940852,14.586194558681132,82.2886699354178,29.679224908261244,C,C,-10.82841659749317,0
Christian,D,E,-73.05616792355633,-22.423341529833074,17.777933202772893,44.72952112830796,-59.039746539452,-67.31381949607112,A,D,177.5692398134737,1
Christian,C,D,29.071840544762654,-75.11135198433976,126.57635208160767,45.67640524152506,137.25619562972153,9.814116589865087,D,D,64.1556641018066,1
Buddhist,A,E,80.36722997250554,135.08700421417234,30.353274720729416,145.47422552752002,-27.267251968821167,104.49209127584405,E,E,-101.20875834379997,1
Muslim,C,E,74.7980449776276,-189.57474897595065,-63.53022318772192,-27.849694702135935,65.80057964838683,150.71369215743601,A,D,-143.15063037102632,1
Buddhist,C,D,61.51907543051347,-108.84220449209285,-176.37928850181473,13.295267668854832,86.87814757831502,45.74822701468692,C,D,-4.143484545934294,0
Muslim,C,A,68.8421599154901,187.65904760652694,187.3453327762002,-111.78590448933619,-29.11306590368258,-18.446707981047314,D,D,-53.28206518815508,1
Buddhist,B,D,-138.19951377453052,-15.44975241586054,58.27878485902721,-27.81339202850861,23.932209238339972,79.6756637085403,E,A,79.4447989238718,1
Buddhist,C,E,-81.21011965839871,98.59914827523804,14.350365140222243,-57.72350084426156,145.43453451175944,-76.26416387681357,B,E,100.92714746257177,0
Muslim,D,D,-101.30967045929108,20.51972439942317,-35.712456209250135,-46.71434451238009,44.61999761272502,-74.91710454404749,D,B,-94.44436443451025,0
Jewish,C,C,50.858220521049745,105.90264901344608,176.27877610139902,-1.7613186127418863,6.1427373256057125,-149.37142423034834,D,C,-84.90006531788114,1
Christian,C,D,-60.77205247442028,32.138582726392364,-133.6986159613868,-53.84683737893386,-117.47523843555656,238.16536145372456,E,C,-152.55007313742087,1
None,D,B,31.951181433827635,-65.90861743247838,-47.30693932861668,-147.55426784781108,-48.66110585624844,-1.4096331390823809,C,D,30.555158636114772,0
Muslim,D,E,-33.24805093696778,148.0940295728316,11.524064147756327,9.944121056092392,-151.92067578221318,46.33018981940394,A,A,180.88658016581866,1
Hindu,A,D,-132.76051214184062,21.77280630722281,-7.490511053263267,-48.96808212474617,-56.24131614097199,-119.67118966162742,C,B,29.624480839026386,0
Jewish,A,B,2.66103704197086,-146.65325245243926,18.056172988720967,145.09498675888034,145.3292158257373,67.16796929430299,E,C,150.83200957152712,0
Christian,B,B,-50.14970191325975,89.9387878323009,-35.60761781131532,-152.14237333196974,-43.197600768932126,87.10159508207443,B,D,-55.56048015326126,0
None,E,E,-7.671782493888717,99.2256841034316,14.664841474453302,9.98158861431588,-12.196060541284934,-61.03462370838605,B,D,-101.43861047712176,0
Buddhist,B,C,58.92009953610202,13.377254219035095,40.87549191832621,64.94603737220879,51.54317135656039,-204.69595056571478,B,A,-2.121493372213724,0
Buddhist,B,C,37.91220981603348,-96.15093413773265,-91.50060752447217,126.080110985346,-138.5490061920267,44.4533091258742,A,A,112.6170393758716,0
Other,C,A,-137.2240692267121,173.02479637136898,6.597320722050766,-5.120041727771839,11.307783574049214,28.70763056785277,C,A,29.106079075757986,1
Hindu,B,C,-23.11223805541643,39.497211754186395,65.37992555657512,176.21517866831735,-309.5416010154606,73.61229897936234,D,C,-22.075585716598702,0
None,B,B,30.201537993043594,-196.53155704370133,-19.4699681111042,-25.97029565249039,188.8333183775738,110.29239988896884,A,D,-53.189651850765905,1
Other,D,D,-1.0407366382664385,-118.00215745782847,39.56071500846179,106.17040510321453,-22.702704480074107,110.56844283776492,C,D,277.21482256254245,0
Buddhist,A,C,-222.73341676730377,25.57324984787852,118.04305297849065,4.176098168792841,72.03029310346581,-3.0136732899546996,D,E,158.98398105822977,1
Other,C,B,-203.75365751591096,147.31538647068203,-54.15330043783209,37.070099157734305,-19.846117812459337,36.71254497321359,B,D,-3.5480558916308755,0
Buddhist,D,E,-105.93610512789557,48.54895011904531,-250.62905648924277,202.74320425664519,76.01541186185506,36.82824292746583,A,B,6.670496104264167,0
Hindu,D,E,82.47898238730423,55.433566852263105,25.789969072811996,24.547118813608883,-70.48830535149231,-7.920704769173191,A,D,95.4634438683052,0
Christian,A,D,11.948050403763663,59.24857118520978,96.77995692124856,-108.01862343704553,-169.98142082088575,46.71459629249811,A,B,-46.3515377315929,0
Buddhist,E,C,-46.387469664300866,-32.6538312561315,133.48700438570646,-149.13970038999423,120.35580312067826,13.990824968326898,C,D,-151.95068169012603,0
Muslim,A,D,26.453438872385398,-146.64388853811133,-20.31646299121299,-120.80423707171626,42.05606926753321,-141.20437493942364,A,B,57.0457848433974,0
Hindu,E,A,142.42680348084608,-24.04313894843674,-57.5350816385376,258.1313431333869,2.6216640100601927,27.076858275569894,E,A,149.5060031183387,1
Jewish,D,B,7.020178428373362,32.89249318394151,-71.68904559448204,-54.686381278869604,76.25749538936572,210.98118280846057,C,E,58.46956909629629,0
Jewish,C,A,83.49899118072098,40.228424211970406,-19.65030281358693,106.44103620140513,25.897050875354193,-117.28453078759895,B,A,-40.4560993148027,0
Buddhist,E,D,-21.950239628268076,-62.370120062394584,2.3187930894791524,63.17518361826628,-29.457109787807607,0.45299031013580715,D,A,78.60009205814315,0
Hindu,D,E,18.867997202689736,-57.865203513211796,-39.282646116986136,-44.19588670878363,-103.7944377670087,-172.11776353467602,C,A,-25.320998014264617,1
Hindu,B,D,34.4219517701312,-30.565369320957757,-45.007229754825914,160.29265281516913,-117.15184539417271,36.46895954317452,E,A,137.841760133966,0
Hindu,A,C,-125.8513755184563,157.44340491073962,-93.75541415248495,17.451282327390306,-15.772658380679278,-149.42691966756533,B,A,195.4924089455021,1
Christian,B,C,-30.30442311888254,-126.43138677409722,0.14561954573107547,-137.1650657850483,77.44872670470713,9.164032150594899,D,E,106.22954093382751,1
Muslim,A,C,-147.43106355531054,211.02243646681583,115.9819310290501,105.38822000773416,170.41002614467214,123.07241545440684,C,C,-38.46337645067568,0
Other,E,E,-157.98795977619292,37.67365320483938,-17.84001275129478,9.737088398490302,-123.99065238098675,-49.56514032592562,C,A,-143.0091241678453,0
Muslim,A,B,200.26233815837452,-169.02431311417402,117.62544693055499,2.7478258748478197,15.701308414488466,34.829941636633635,B,C,109.30188397567748,0
None,C,C,54.83608758151036,-97.97933393121039,-70.8630322446262,-114.67413908600095,64.44223910509056,-34.69342554114533,E,D,-77.82264444456113,1
Christian,D,A,-189.3975163565277,-18.884778093866558,172.1753344871685,-7.105272038111387,-159.31672036426315,-56.82573020417426,A,B,135.55015484840422,0
Muslim,B,E,-4.487221245716831,-67.85087310001562,-18.676568208643154,11.346348019172734,-147.25485973839,41.59538350214424,D,E,49.21186034669701,1
None,D,E,77.91142830441117,84.2364762450785,-118.6728530704848,-79.32718324230702,146.4010032464383,12.139951666700307,B,E,128.10565282405793,1
Muslim,C,C,38.09322608692424,65.88236938107602,158.798183511436,49.298414579435715,-41.01408538887903,1.252830161952753,D,D,-5.585021989362118,0
Muslim,E,E,52.724477095111254,-201.2801545984149,7.4042573166459995,-314.2806623573606,-57.854750424861,45.598737363046624,E,E,55.654356536769825,0
Muslim,C,E,5.571623615343486,-44.88856714020028,-177.46665021526752,123.74540365374797,123.24149215220169,64.33475660326499,C,C,-41.2159505508654,1
Other,D,E,81.4782654898729,69.02159871706061,-76.41452384280807,-15.271004050956691,47.4179701470622,-227.29922084876773,B,D,39.54773338068797,0
Hindu,C,B,-47.74101726404951,94.63190227791858,-197.16022000149115,-52.61353146509342,76.22570016455586,142.00121800727695,A,D,-179.12602781623121,0
Other,A,D,66.5234677548461,39.655286901035545,-27.620797950923322,-40.734978536095795,-230.55555108636736,12.78260083895471,C,C,79.7710351079528,1
Hindu,C,B,67.16819493866181,-141.68571673268923,-23.955895864653122,-60.4385186818387,88.32392403746826,-83.37336870577872,C,C,167.5810372152623,0
Muslim,C,A,185.16931108392396,39.13560725474185,-12.606682819830379,-35.2196211548935,-18.844232136962642,-6.744165958137975,E,B,56.050927857725775,1
Buddhist,B,B,-26.834248789060133,-156.37772239051236,-108.57770003852683,66.94088261343968,13.913628432359411,-129.91101635543228,A,C,93.31496912737553,1
Muslim,B,E,-187.99876463710146,-57.59742448722071,-20.927759653097095,90.14004556672295,-22.666599954063376,-2.0889602491532546,A,D,76.87104087219888,1
Other,A,C,7.767866009769856,-9.900173545436703,-53.39817546131393,-120.72099766247975,135.2887128611795,154.81971460730105,D,B,-54.34171530756932,1
Other,E,A,116.69063159348185,-92.92860540482586,90.41915954051758,104.75375122065434,-19.23015920365189,-83.54304026217491,D,B,69.34305205184607,0
None,D,C,18.319308765510776,95.435090415778,178.54089390865983,-153.03342868013723,31.421313421911528,-222.1795837304644,E,B,-209.9093827850719,1
Hindu,B,D,-174.93002328353947,-160.19006364573653,17.008268837680397,-109.26490941485147,-12.050934968220796,-27.729742434016757,E,B,-48.46804052540409,0
Jewish,D,E,15.12257964834814,163.9717707317706,105.07515589833889,-33.62620241299187,-5.09461322558165,-12.562557582264636,B,E,-15.930294165098926,1
Christian,B,C,-80.00543713117005,79.66123269339805,195.77809708754938,-38.13794673658675,97.30784061373457,52.77426209015278,D,D,-138.3988586653923,0
None,A,E,-138.25152945344198,81.4853384572831,47.16542783670415,-38.30897604476699,-12.564478864649825,-80.74974654464044,E,C,55.628060440758844,0
Buddhist,A,E,-253.94476052037072,81.69301681668898,107.14682839524723,230.3483176402706,-149.12654709761813,0.2078250098674479,A,E,15.001926865095715,1
Hindu,D,A,-120.73161194743125,-85.93931314955661,8.538789326186231,83.63862797186104,167.28688264080412,57.963587923797455,D,D,-34.799513485272435,0
Christian,E,C,-161.1504913555345,-2.3072146786872736,-105.8997364341739,94.79789444168397,-95.71977230982542,28.102973488870543,E,C,-11.757676582962691,0
Jewish,E,E,117.98809597247751,94.42704747690941,-147.33500827456726,-265.93916382096387,80.48048550897656,-12.834179591102062,D,A,88.16131253214887,0
Muslim,D,E,89.53774162520547,2.602453858156762,-28.407661788847083,14.512737422500102,-178.9201644215362,-99.50495248590545,A,E,-119.63275418657618,1
Other,E,D,-34.9327101391404,-60.85372563621083,26.697144611234613,107.78375001996419,151.06904613279534,42.4415381741058,D,B,-39.965023357166636,0
Hindu,D,B,-63.22973000303672,-87.30433008157446,-61.02835861882989,-233.9522537397186,-125.71969542420045,-53.30029388711976,D,D,-117.70875683954947,0
Other,A,B,29.59811198060369,-5.18654484007641,34.88467508423226,-6.484869681676825,32.37898976276425,15.197671436330221,A,A,9.211141351648935,0
Christian,A,D,38.88344701731638,-48.741018969127396,33.855157781674265,96.6877191969271,106.1145885418398,52.43803185942085,A,B,-92.92480576712036,1
Buddhist,B,A,143.5604783112433,83.08365872758307,231.11897600570913,-64.40452018501362,-91.24962008948476,0.6160352726684817,B,C,85.13183703331717,0
Hindu,E,D,-5.055441545245792,19.444359436209943,71.25065051053,71.52825387902169,97.96748193691133,-29.118861629224536,B,A,33.846124874696095,1
None,E,A,92.34865371828798,-26.409604406774616,118.10251884052995,-185.54986127472608,-31.87606325549888,-164.9740489000586,B,A,-103.08600772603778,0
Jewish,D,A,-5.270865963428307,6.894269266673092,40.974522363278496,9.643482388939308,32.925283381924245,38.43903219309828,A,A,-51.18947928554923,1
Jewish,A,E,-21.55030299188549,-131.72993066144423,-181.95158896524845,28.246557706642,152.7383013361354,176.75997111986263,A,C,-43.4251416186694,1
Other,D,C,-31.48589567104282,-166.00536674485923,122.6840768451852,-52.443747352592595,160.25725469282074,82.650139950907,D,A,18.755045682085406,1
Hindu,A,C,-206.34311254951436,-113.73010174253857,66.30773634674519,73.5607967327741,-199.45038301806616,-90.80097082067516,B,E,40.06127634362244,0
Christian,B,D,76.31617238430495,80.16039323695543,-2.2778539670738818,-28.41457367368748,113.09736828758652,-14.410898617774034,B,B,-96.27438878401911,0
Hindu,B,E,-70.91465163441815,64.99608097395662,54.15895473920996,-27.352512485265052,-71.07571307713133,-0.1943380490917992,D,A,-25.38560275004632,0
None,D,E,177.07143734562612,-82.1423296666124,-50.71349565367148,-87.63702696158082,-46.15744496085323,208.31859848436855,E,A,-29.271768085089217,1
Muslim,E,A,280.540801292169,62.07136747783021,152.491453606363,-90.4322004850165,-39.724570528561934,-112.12163819562744,D,C,25.630178711893482,0
Other,D,C,-186.76521687276664,55.26128975947496,87.35992037415758,21.756361793669658,224.38578150497497,56.00256232799581,E,E,-147.1241713103394,0
Christian,A,D,122.30762665524144,114.01757788177437,226.14430797698583,-34.359231719569735,42.25483675051373,41.62268492823614,D,A,10.885362229002327,1
Muslim,E,A,-104.9480764257711,-208.31350671670373,-123.20944894290078,64.94063507519886,-161.0715315137822,-178.85527953606558,A,A,-32.19149423752908,0
Other,D,B,14.377830001409242,51.44885217818837,18.162323412392595,107.39335794804454,3.5434133222543074,181.4682508003274,A,E,-125.20242863649256,0
Buddhist,D,A,23.44917777716408,-9.008581747709323,15.849324623214454,-138.38239673336244,20.115924123888682,9.064018434561564,B,E,-81.65529129045497,0
Other,A,E,177.47799264032452,16.187665708952885,56.687383890826595,-53.54371900205203,-70.75343299155195,-52.93816008931902,D,C,-7.0223109259215795,0
Muslim,D,B,1.889826903839625,-70.74262799725042,-105.70138680311155,21.12826087037132,66.91725558733678,24.193372319239813,C,B,-85.60208792909249,1
Buddhist,D,D,64.62332618025445,-57.8575461313614,70.99173030839633,99.36558329751057,-27.697525104973693,72.25761346916693,A,B,-84.00763350750857,1
Other,C,A,-30.607635276629384,-32.8663409262967,33.47538480858877,-122.03074666295441,-14.696838374756412,-55.44237123160105,A,E,-280.5701186201175,1
Other,A,D,-103.73022317994602,-81.16014605578775,-8.702583251199394,24.988071727547883,9.567735657751996,-4.745593851336708,A,C,12.780497814591572,1
Other,D,B,61.294687980226215,62.69334515027742,79.26161060821823,126.0342164987627,-172.48632997395248,-182.53829211399596,E,A,79.55603553881053,0
None,E,E,-31.686176468262637,-16.08299421807792,-79.78534590010473,-111.67161763281301,-11.637834858328535,47.4400515359814,E,B,-78.89939678560795,0
Christian,A,B,-60.76986264257307,71.90767963251885,-86.64753581441258,68.8069269055205,3.1860806884106836,-137.2074253383901,E,A,65.05088601303991,1
Other,C,D,183.3926632560276,96.72347926053278,134.87258656719655,48.64473052940228,156.18966735240625,-162.77645032510046,D,A,-80.91617778300973,1
None,A,A,-39.54232933019337,110.00071367164838,-48.91661690242608,-186.24090317709587,60.37343570010799,48.81117005487546,A,E,23.63636732581556,0
Other,B,A,41.230360395789084,-16.53194055085272,89.22512403220969,79.43312257267866,-153.31289252453078,81.83733392046341,B,B,139.64482832252773,0
Jewish,D,D,4.532622682030659,-22.244463891899322,78.333990669834,120.97965917757796,110.9839238364347,-186.59566255444707,D,C,21.715941129025918,0
Jewish,B,A,-56.78526556186172,48.45711370344433,233.52652865146726,82.89399840218424,19.120318528299173,-42.7661238383769,C,E,25.149918751745716,1
Christian,E,C,-28.664942283650074,84.69583920856442,12.25356548482294,288.31164872321,-127.30747767943834,29.45781639067695,D,C,33.85671072645483,0
Hindu,E,D,-42.09436227163496,-4.653032027748194,-30.80262465240264,-77.57356027384688,-44.204804691727496,117.74659669171254,C,C,43.19950418637653,1
Hindu,A,A,120.78162264052017,200.66461005336186,-37.17481674100825,-3.351730816754757,86.65350285414101,56.56224310175604,E,D,61.12713614558426,1
None,D,C,-124.80055079229683,43.20767603254217,45.62767828504427,-113.5259694829355,25.379694643074913,14.455868464668145,E,A,-13.538004917814744,0
Christian,C,A,137.79376001022075,88.38755882481468,-289.3490504298566,172.89508199187597,-169.30852568124223,29.078705806188097,A,A,-120.16818879464259,0
Muslim,E,D,-13.847602296438186,-54.02578917565734,-28.95737217663602,146.55433380423693,18.493497591625193,43.410137907127066,E,E,-147.93498967997724,0
None,C,C,-41.51933038948793,54.60925445148641,28.031442013130185,182.70223656826406,-41.11148914972866,-128.813057056773,E,E,52.205624460998436,1
Jewish,D,A,93.71279803642835,124.85379429973347,61.32285775948401,-5.031955018073061,45.81303322918597,14.09167724769102,A,A,107.41257604173973,0
Buddhist,A,D,69.85626299998106,172.9010202296167,61.48333925192424,-121.68044275156562,-47.54590650512491,36.823632817774474,D,D,6.114993881238128,0
Muslim,A,C,79.22313660470458,-175.22853546517777,14.292757119400454,142.77350781526712,-208.01915539791668,-87.75147249639313,A,A,-52.888494486544765,0
Jewish,B,B,137.30827098131508,-64.58694821700374,64.63862949076098,49.71345937668693,-41.3226671978277,328.5557751912535,B,C,81.25957247966585,1
Christian,C,C,25.059313688445428,-116.9783672278817,-18.275882192179726,242.20184285021773,-147.3599762980193,-194.45116866591107,A,E,-196.4874250040953,1
Jewish,E,C,-34.99836272132007,-141.27037888046746,47.92307689587406,26.055139277399025,-81.55264141608644,-84.59434594496167,D,B,56.0235953543681,1
None,A,E,237.95337077686906,120.71818787773474,-36.639577359505225,45.31583741773836,183.80939839120683,73.21080466529783,D,D,-142.16278331688162,1
Christian,A,E,120.74836227417767,36.037079095288036,-69.37628149895575,-217.98874227312112,-47.73561791710469,-20.796382979985115,A,C,-115.07747400292428,1
None,B,D,-6.924735672566519,61.5512557037222,22.543700147046035,8.61643426702261,9.893556709844608,-184.74188168960688,D,E,-172.73666182651024,0
Christian,A,D,-179.25324550372727,14.394387812123,-66.25524671473086,5.67819644779653,237.1433913157671,12.050786310907899,A,A,-95.27137655924717,1
Christian,D,B,1.82104968523215,11.592289622080779,-32.49796790509723,-0.5531160433743424,-137.35583739989798,22.139634150759875,B,A,29.25859585514765,1
Christian,C,C,12.934387682477109,-107.1299909147734,-135.36289716177365,-169.41549274992224,-134.31515697748537,-100.19082821784298,C,A,-70.82569720305585,1
Christian,C,A,53.041523236868706,27.242499850778763,-108.11286122194402,-104.41907747928654,50.809030059563774,36.7168587514642,D,C,-23.944687445003012,1
None,D,B,-102.13725069404119,-19.58887873767969,80.43326229941981,-71.37902691791643,56.58378305419619,-6.517364354886794,E,A,18.776446662961288,0
Muslim,D,B,52.02551154495455,72.71376974505004,-52.75548925024653,-51.6606046706394,-84.21523063642285,144.49666439226482,C,B,-68.26666004718027,1
Jewish,A,A,33.51917084988132,-192.44292613194614,-139.54339269907635,20.999782203268353,-83.20415311843968,-41.13264422397007,A,B,-33.84377994479172,0
Christian,C,D,49.06257623072533,-72.81970552894005,7.425600812023153,69.59776083338711,-69.14736063342446,57.975078122411816,E,C,62.92384808229363,1
Buddhist,E,B,-41.73545516365647,92.28468971249124,-123.28896733925659,17.507586472433456,68.00644207731514,-60.20004619962771,D,C,40.50436383263292,0
Jewish,E,A,-82.5652260497943,-147.08745333395865,-100.34749170374202,73.92487226250832,-21.068259452323176,80.91204952943086,C,C,18.683731896547688,1
None,D,E,97.37613565931723,107.67392186929222,-100.35114156069315,209.1405134559925,5.349274616737806,2.8379473919860057,B,B,-78.85668237166168,1
Hindu,A,B,130.58518668631706,-117.23618870998078,-43.00595271161311,-47.463139684058206,49.22666139883901,34.30800503268255,C,C,-99.50475884250929,0
Christian,D,D,-30.42885402501223,-58.56368021168266,-16.83080619439109,48.97453452948815,24.06395488201402,-133.2523424785304,C,E,-12.972895369522567,1
Christian,B,E,138.4222750736292,-133.8744454595066,40.185285583731556,4.672154750886475,82.58094295877399,97.65922425399596,A,C,-91.63662303696047,0
Muslim,E,A,71.88062851777548,-58.61568293659606,-185.8376639383371,93.40728921153224,-45.95761936096809,-46.82079685550982,D,C,50.02948265560367,0
Christian,A,D,21.966461476680095,-146.02963686685126,140.22807270747356,-214.85624262398306,19.14449194190741,78.06054025307886,A,E,106.80270830835983,1
None,D,B,160.40483131036663,-125.20680656268286,136.23948326004597,-117.80804945897792,-142.3312202969732,-117.86652392673795,D,E,68.80952990664062,1
Muslim,B,A,188.20657070351677,-29.981614751132955,7.524387178119385,73.81764411362903,9.632818660183021,3.738131918010808,D,C,-103.22790107104065,1
Hindu,A,D,-135.60960305117703,-37.28508598866652,-58.35909537690607,121.55425402641686,40.863617218635945,34.136068830249506,E,A,65.67143948067904,1
Christian,B,B,63.83497645710475,-53.93877549031762,-123.88314560766014,-134.31391006374207,17.676773536719992,-33.27973773061764,A,A,-8.53475426699664,1
Other,D,A,67.28291152955764,154.18997540777113,122.6653634687893,58.14281017967168,-125.9749218567992,-14.892028239564024,D,A,61.33176855685088,0
Jewish,E,B,-35.51336452652315,-222.60801100233653,-240.91365237985173,74.06537754389771,-17.179416538000282,-42.382989871814495,B,C,55.37825777218986,1
Jewish,B,B,30.665563308969478,169.84371665820385,-78.04574006595314,160.99958737142848,15.512352259774934,-35.86711113732394,B,C,-22.97815943212301,0
Jewish,B,C,6.7911071140715,-166.31802965827603,13.827796133211894,4.131475831630762,151.92494544460874,-103.79500691906298,B,E,-53.23827846417403,0
