civil_status,race,nationality,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Widowed,African American,Brazil,Yes,-101.55720107385464,E,-36.937371908815955,B,D,A,E,B,-36.27101774712918,E,A,129.55517091405196,174.03778633320167,A,B,52.016227647935786,0
Married,Hispanic,Mexico,No,-76.5932903051813,E,106.47835292400534,C,B,B,D,B,-49.00990312746405,C,B,71.04121246792127,187.795842466518,A,E,-102.72000903472703,0
Divorced,African American,India,Both,71.30974180144851,C,102.69192530244369,A,B,E,C,A,43.75850224340557,E,C,20.200091088646268,132.74470898539332,B,E,-27.49260270538229,1
Divorced,White,Germany,Yes,18.33128288713738,D,-51.99346261723915,C,E,E,B,C,187.1020440499771,E,C,-137.88849248608815,-118.37048539812378,E,B,-96.82859021235183,1
Widowed,Black,Germany,Mental,240.71001709846107,D,-62.80134593824739,B,B,E,C,A,-242.82775884135432,E,A,49.210132014999836,54.98822311883441,E,A,-36.85133339102652,0
Widowed,White,India,Yes,-12.624663388283185,C,148.2776304449854,B,C,A,B,B,-32.18357937724044,C,B,-39.51655232592092,-108.44980294159528,B,D,79.27131291033311,1
Divorced,African American,US,Mental,-87.77596137109316,A,40.52932144244335,E,D,E,A,B,-199.2525318548687,D,B,12.60608990966984,94.07183531642174,B,A,-77.42027243817317,0
Single,Hispanic,Mexico,Physical,32.165679248142624,A,160.03397894293795,B,B,A,C,C,96.67081084902664,C,B,206.95455960379437,-63.36385778020869,D,B,-106.68851635305765,0
Single,Black,Mexico,Physical,79.69740023264931,D,74.70572181714049,A,E,C,C,C,59.458611366360884,C,A,9.397269267313563,145.25818154711584,D,C,-102.52162770709496,1
Married,Other,Other,No,132.71303543846184,E,39.672131451018004,B,E,A,D,D,-93.047359755872,E,D,116.03067696312226,44.23984726545696,E,B,74.55890410654283,1
Single,White,Germany,Mental,77.1211224001224,A,119.7851294884662,D,C,B,D,E,-54.09053965461318,E,A,-106.86386613982985,-26.189637694928784,D,A,-120.3538727980354,0
Married,Hispanic,US,Mental,152.83498055178018,B,51.296650297039,A,C,C,B,D,21.959809339235967,A,D,54.7258954343364,151.53129075370094,D,C,-139.62078451602451,0
Married,Black,UK,No,36.57413216623036,E,-65.64872278783638,C,A,A,E,C,-116.93844246129208,A,E,4.546778694806885,33.251578946294416,E,B,-144.48686113250736,1
Divorced,Other,India,Physical,212.30010864389945,E,50.37323742731732,B,B,A,C,B,48.58983052600672,A,B,-102.15542459442462,40.21838299984578,C,D,74.87035695329598,0
Single,Black,India,Physical,205.76227561131367,D,-219.0271251135866,C,D,B,B,A,135.410098480579,A,B,151.2529982189155,-99.00699957123287,C,B,-46.84094870393082,1
Divorced,Asian,Mexico,Yes,-7.851808324452001,B,-14.2235477192617,B,A,E,D,C,34.222637338842816,C,B,-123.00293373678932,195.45709050374947,A,C,62.194744743852546,0
Widowed,Hispanic,Mexico,Physical,-46.13670191881564,D,-15.44985901859898,B,B,B,E,B,-161.38631431986968,C,E,-56.2569623861926,29.574188114386512,E,E,-58.90487225491907,0
Divorced,Asian,Brazil,Yes,-152.17794439855288,A,-74.56127088314946,D,C,E,A,D,-100.73973293819492,C,D,14.600617788269322,15.222452694733537,E,D,-119.03109807019688,0
Married,Asian,Mexico,Yes,-117.24714427497298,E,31.809988970848877,A,B,E,C,A,-3.238951551304497,B,D,-53.67536874860388,-12.14057860369487,E,A,-77.53568450716499,0
Married,Black,Brazil,None,-79.14752849342693,A,4.807261363596386,C,B,D,D,D,37.401939656051766,B,A,41.05758970596753,-13.412704114960741,E,B,11.936969839634397,0
Married,Other,Mexico,Both,-171.22667016303515,A,-33.940360385889456,C,C,B,D,E,159.30305453898396,A,C,-101.55712608346494,5.171011576041777,B,B,3.9212179694597573,0
Divorced,Black,US,No,143.51751563209584,E,19.481983003009603,C,B,A,A,D,87.13723243816109,D,B,-167.72067932911617,91.48500342889524,C,A,-193.64497348599662,1
Divorced,White,Brazil,Yes,-2.3861596599080515,D,-193.8453768476772,B,B,D,A,E,-173.84353069673887,A,E,-131.89250907971763,59.174315023093406,B,A,-91.7781257649824,0
Single,Hispanic,UK,None,76.00798929221351,D,-58.27509780938003,A,E,D,C,E,-12.500419469886545,E,B,-181.5096119730797,134.24819739235608,B,A,-56.25036226678265,0
Single,White,UK,No,-117.53953866855788,A,154.5701971445173,B,B,E,B,B,-55.89643060294204,B,D,-18.751059917364156,55.05563144382373,B,C,-296.7336233909783,1
Divorced,Asian,Other,Mental,-38.11970760022434,C,3.874541632717078,E,E,C,C,A,58.311161137039846,D,B,-37.50229071399774,-10.27327086893706,A,B,-129.59180324567598,0
Divorced,Asian,Brazil,Both,-8.324336301294746,D,-15.209147188178477,D,E,A,A,D,42.90662082564462,C,A,-117.40385158007986,142.97714364328573,C,D,-60.60733711594742,0
Single,African American,Other,Both,133.26535186671168,A,-53.55495825944539,B,A,A,D,C,-155.6875126352311,D,E,-56.69806126569424,103.4907798805543,C,B,86.28403901071529,1
Single,White,Other,Yes,26.94192448718714,D,74.97300986552693,A,E,E,A,C,-3.981846005773425,D,D,-21.751911582790765,-152.99698857407355,D,A,-53.09854964295317,0
Single,African American,US,Mental,-76.52896584378192,B,-59.78740032149316,A,E,A,D,D,176.58778261475422,C,D,9.349129905268413,-14.773416098012873,B,C,-167.1450270866881,0
Widowed,White,China,Yes,60.23389111695616,E,43.74463222827818,B,D,A,C,E,70.84513026165675,A,D,130.12036310814528,-59.895768999219676,A,D,23.041197680071495,1
Divorced,White,Germany,Yes,-243.42490710226042,E,-180.28665446941403,C,E,B,A,C,50.81547884870241,A,D,-66.8156180160831,82.19352565191535,B,E,-159.91498139468595,1
Married,Asian,Mexico,Both,-64.72612608782845,D,74.34713569533906,A,D,A,E,B,88.71511885513418,C,C,-151.3186325240516,82.34962535005874,E,E,-30.11916159570372,1
Divorced,Other,UK,No,-37.32027204033551,E,37.94409803808965,A,E,D,E,B,-21.915009544525237,C,C,81.33861275037049,-42.70947236117914,D,D,-85.4181989289601,1
Widowed,White,Brazil,Both,-32.00907732419269,A,116.00528737823662,C,B,C,B,B,-76.88562794711693,A,C,-5.974293416766503,-12.309109031430554,A,A,-72.33710572665913,1
Divorced,African American,US,Mental,-98.31000787235114,C,-64.63473121998389,A,D,C,C,D,-128.27473909346435,D,A,22.57638016575703,228.5602435421174,B,D,-96.51412497693525,0
Widowed,Other,China,Mental,-62.053111708486306,E,-155.6229578058794,E,D,D,D,D,117.61158795037245,B,C,63.67487407521764,157.05444295770556,B,E,154.49071047119546,1
Married,Black,Other,Yes,-34.9015366896418,E,46.030046341738625,D,E,D,D,D,-53.58157311262575,A,C,96.6487229475564,101.56549298781641,D,E,-50.21974342593434,0
Widowed,White,UK,Physical,124.95975643969292,D,88.93736302614646,C,D,C,D,A,8.2391294773467,B,D,-69.98615790397068,-135.96930008803773,C,E,-210.44474186133132,0
Married,African American,Mexico,Yes,-4.3468918482500944,D,-14.521656524532256,E,A,C,C,E,-189.7567904470074,E,E,-92.06615125699173,-73.5346598700565,E,B,192.18752007475948,0
Divorced,Other,UK,Mental,-15.305596737102428,E,158.46761435380967,C,E,C,D,C,198.9648942398407,A,E,-49.220038644704935,-50.67612081016924,A,A,-33.94478905603298,0
Widowed,Other,India,Both,-122.64905823702495,C,157.26062534367722,D,B,C,E,C,-72.10209511748653,D,E,56.202103616268374,13.380998358502683,E,A,-18.259415511643308,0
Widowed,White,Mexico,None,167.17499918911253,C,48.65855208431981,E,D,D,E,E,-54.867112708494425,A,C,85.31677341159278,74.97285352375408,C,B,121.8133428590539,1
Single,Asian,Other,Both,-260.0655842304118,B,61.58729163325486,E,D,C,B,C,80.72164029928304,E,A,71.6843013209374,65.77474812696377,B,D,-68.8998443734209,0
Single,Asian,US,Yes,-148.8101776872111,B,-139.92792434880656,A,E,A,C,D,225.49036435126874,B,E,123.24264189910804,-48.17749586794998,B,C,-0.0618628852426197,0
Married,Other,Other,None,124.71959727343693,B,-83.53197939773327,C,C,B,A,B,83.99531843903047,B,B,128.68937041208207,157.71069395809198,C,C,-4.468571849231644,1
Married,Hispanic,India,Both,-194.2076367759522,C,-70.10807200564727,C,C,C,D,E,-12.21586416340371,A,B,-74.3628306158862,122.76876737681653,E,C,-35.15441458869506,0
Single,Asian,Germany,Physical,-174.40044946390557,B,-2.113211872147267,E,D,E,A,C,-71.82544615329014,D,D,-1.0579950829289075,32.64103347365271,A,A,-77.06715837133477,1
Married,Other,Mexico,None,-124.53083316889632,E,-155.04600932001705,B,A,A,A,B,57.75620089865077,E,E,-78.50421810795979,-212.72308274777615,D,D,-69.19983184232854,0
Widowed,White,US,Both,-269.0639845265895,C,-118.54388116165396,B,C,A,B,A,86.51501919290295,B,D,79.54008592794273,101.98258687501749,A,E,111.04261568186766,0
Divorced,White,India,No,-17.082060095857912,D,-128.46804183616968,A,D,C,B,D,125.9503486253559,D,C,134.93332932040926,-58.99567105757784,C,D,28.346229460652932,0
Divorced,Other,India,Mental,25.94656025468473,E,-31.744289551258515,C,D,D,E,C,-15.411067913728699,A,A,-294.082838738865,-149.7057918232259,E,E,22.888278573370734,0
Married,Hispanic,UK,No,78.28423660596727,B,118.19848636665205,D,A,D,E,E,-77.05876238404285,D,D,175.96689658923611,6.176604455743321,C,E,-5.0667025506495,0
Widowed,Other,India,Physical,101.7336968992526,A,177.80568260146373,D,A,D,B,B,-66.5507775235915,E,C,-154.80794202180869,-75.40473882934022,B,C,-21.48388915814609,0
Widowed,African American,India,Both,6.819320494715578,B,51.21937803767399,C,A,E,D,D,-68.51765211170145,C,B,-21.322466798983434,-93.39755849709563,A,B,-39.005732825476905,1
Divorced,Black,Brazil,Yes,71.09672140197544,D,-41.94823480117714,D,D,E,B,B,25.432060401079227,B,B,72.06218714075787,-92.63057986495713,E,D,21.51749057437776,0
Divorced,Hispanic,Brazil,Yes,-14.464346991795532,E,200.138225358067,D,A,E,A,C,261.7141076643928,B,A,-45.4128078823936,16.947884350666367,E,A,234.38472228010957,0
Single,Asian,Germany,Both,-24.01562779075922,D,183.1633814147885,B,B,D,D,D,176.9820553634356,C,B,8.731467585458688,83.5465107516599,E,A,144.54257581702018,1
Widowed,Black,Other,Physical,159.26891176733702,A,-319.21416178276814,B,D,A,B,D,90.28344997716088,D,B,-101.52219652561547,-102.19483175490498,A,E,90.48808967017129,1
Widowed,Hispanic,Mexico,Physical,16.702681832940776,A,7.5037990694183225,D,E,E,D,C,73.33061521922359,D,A,68.21636289293627,-86.93143244844632,B,A,-67.50464188644365,0
Widowed,White,Brazil,Physical,-7.369495066223385,E,-11.182626610409393,E,D,E,B,A,-92.4225141706507,D,B,-134.75795559033463,-88.91864932625356,E,B,-90.50702981483076,1
Married,White,India,Mental,140.2941315175024,B,15.757751693940142,C,D,D,A,A,-61.948838839649724,A,B,330.43620642808105,74.71204092703925,C,E,-62.17314073242426,1
Widowed,Asian,India,Physical,-113.26856764578599,D,55.13538809320132,B,C,A,B,B,123.04392113116978,E,A,50.34538643872026,-16.70999864465344,C,A,45.93641383749766,0
Divorced,Other,India,Mental,-210.02530198337809,A,3.1691551100585005,E,B,B,C,C,-49.12251818832582,E,C,171.7895814078442,-22.199623361666486,D,E,-98.02143563579311,0
Widowed,Asian,UK,Both,-137.18857505148705,A,192.16772434272062,C,D,D,E,C,-27.477339981864475,A,B,4.326357945362921,-18.49670578142705,A,D,-33.44721615592097,1
Widowed,Hispanic,India,Both,-13.741044639894318,B,-153.07662713895215,E,A,B,D,B,88.76682396720051,A,D,59.68875647100575,-94.47877304977398,B,E,-42.184136876581846,1
Single,Hispanic,Germany,Both,156.03889134544713,E,55.10386540798472,A,D,B,D,B,64.58213397039052,C,A,94.05632725851069,115.03561249137692,C,B,-62.76971998044915,0
Widowed,Other,Other,Mental,83.89204761024409,E,-12.421118504793704,E,B,E,C,D,-78.19609395467145,A,C,81.31359486218714,32.97251189713926,C,D,-183.95522494704036,0
Divorced,White,Germany,Yes,17.71174887732966,C,82.43201473460856,C,E,C,B,B,-29.554155846085806,D,A,79.0458506700327,-4.786877254322167,A,E,-192.80276744364102,1
Widowed,Black,UK,Both,66.0793420614391,C,-4.595303763039267,A,A,B,A,A,-77.38310268544451,A,C,-101.35670736246922,-143.67671257042912,A,C,175.80089935336932,1
Married,Other,Other,Physical,-143.15836436293688,C,-201.78661912938182,C,E,E,C,C,-126.60214183608912,D,E,72.72309639582404,127.56708283951401,B,D,180.40882443876438,1
Married,Asian,UK,Mental,38.80427915304004,E,214.808969263598,B,B,A,D,D,47.26651011276802,A,E,19.075209419213333,-0.2605521396892312,E,C,-17.48192265616048,1
Widowed,Other,China,Physical,35.08651396991826,B,-19.6824976922308,C,B,C,A,E,97.28727075897933,E,C,137.06485051098775,-69.85030261036096,D,E,68.4756328499603,0
Divorced,Hispanic,China,Both,-5.173737837370875,C,-12.704395975833297,D,A,B,D,C,-79.81781097263452,C,E,-46.624946121982404,-44.849945285005504,B,B,20.19057544185448,0
Widowed,African American,UK,None,42.16831461988066,C,40.85701196277165,C,D,A,A,B,-98.35960983419267,B,D,-112.14077142544885,123.14615906488856,E,A,178.96907494734634,0
Married,African American,China,None,17.17907684083318,B,-2.6262723064934876,E,C,A,D,B,-85.67143319980403,C,E,-96.4312516224777,-78.99427317035773,D,E,133.12988923115623,0
Single,Black,Brazil,No,83.27897346632265,D,4.34620682079678,A,E,A,A,D,-30.523373999724136,A,A,-64.57671453338732,11.276479271946366,D,C,72.49004425111094,0
Widowed,Other,China,Yes,-138.79424193769609,E,-21.044894052562938,C,D,B,D,B,-90.82262785642449,A,A,-62.907896083401916,51.1882211816055,B,C,-1.197587718750389,1
Divorced,Other,Germany,Yes,12.78632339356752,B,-42.18499920793485,B,E,E,A,C,-206.6512622812812,A,A,17.10707073155093,162.87694973612483,E,E,90.87397647125594,1
Divorced,Asian,Other,Yes,4.285102846606394,C,51.74105007780676,D,D,D,B,D,5.0848301664534885,C,A,-252.12391165768753,62.96093534645048,E,A,-42.3202158986947,1
Married,Asian,India,No,-36.62072724909476,A,36.678350024297615,A,C,D,C,B,-80.1248000926057,A,B,-51.655036305353484,200.75334530927086,C,D,80.5407722535868,0
Widowed,Hispanic,India,Mental,127.58434303428659,E,-23.631383875727447,E,D,E,E,A,148.3317504610159,C,E,-134.23147883596482,-31.499232820206284,E,B,-21.30774081095921,1
Single,Other,UK,Mental,168.6908504000899,E,22.96294258630731,D,C,C,B,A,176.47036913103463,B,D,-74.48828947258919,126.04678193673071,D,B,-7.8570835842101605,0
Widowed,Black,Brazil,Yes,17.247596683251977,A,-19.812879824758085,B,D,E,D,D,135.58241848935097,B,D,26.03114711555932,-44.96057858454833,C,D,-149.75183156161614,0
Married,African American,India,No,122.90470613637778,D,143.15737004863658,E,A,B,C,B,28.11914630328029,C,A,104.4741425388724,24.406960781894714,C,D,-38.51450101675894,0
Divorced,Other,Other,Mental,-90.37207429276684,B,-99.43123509380119,B,B,A,A,B,-86.83695344806468,A,B,-89.4864566739546,-20.469378031428505,D,D,3.6675168087902956,1
Divorced,Hispanic,India,Mental,91.10795431283614,C,-80.57659096485507,C,D,B,E,B,34.30163273672216,E,C,135.82921189679445,-47.54559919882123,A,D,52.16205508533118,0
Widowed,Black,Brazil,Physical,8.183502769877897,E,-17.242801270464085,B,B,B,E,B,27.366859801879524,B,A,71.66719899680622,-174.39771446696733,B,D,-28.421313716771614,0
Widowed,Black,Other,Both,-18.94129416417687,D,51.87857678451916,D,B,B,B,E,52.615949398763064,D,C,19.39448304583252,92.08143479632398,A,C,31.175535617417417,0
Married,White,China,No,190.22257852952131,D,-115.75785367121907,C,C,D,B,D,80.15178531117829,D,C,30.589486701345187,-4.4422324582459805,D,D,-119.43915195420128,1
Married,Asian,India,Physical,-312.87278226459654,A,31.753008380182145,A,B,D,B,D,19.406079571404284,A,B,-176.06797008164077,114.91237527994312,B,B,-8.671861122999026,0
Divorced,Hispanic,UK,Both,37.89986560022286,C,-46.50966608527328,E,A,E,D,B,-122.25412372645803,E,C,-139.292361739465,61.51378331969467,B,E,239.2102576976045,0
Married,Black,Brazil,Physical,-5.745102761556285,B,-5.394780630322091,C,B,C,D,C,141.00179276631943,E,E,194.69587099244427,-109.53405830993117,C,B,-142.02473937168548,1
Married,White,China,Yes,-93.83738563207548,D,-37.38951367646951,E,A,D,D,A,-81.58511884477161,B,C,60.58098055084794,53.33301111944485,E,A,-187.51801731958196,1
Divorced,White,Germany,None,-158.4864600378115,B,-13.846766269873662,D,C,A,C,E,2.860783065131663,A,C,-78.20086370411175,164.49409883977114,A,D,56.99368046545502,1
Single,Black,Brazil,None,-28.41845698088744,D,50.17221896551616,C,C,A,A,E,63.051326553621124,A,D,157.85089112503638,-16.262044166006564,E,C,62.18454147302733,0
Married,Black,US,Physical,124.58326069265593,E,30.678708996622035,D,C,E,D,C,-199.10749866463985,C,E,-27.125797931304607,-135.6867899092038,C,A,-122.87842850866686,0
Married,Other,Mexico,No,74.85935172691832,E,-213.1151472831279,B,E,A,E,C,-113.15063844436067,C,E,-37.65568256724256,-40.07126708071387,E,B,-104.94751652228422,0
Divorced,Asian,Brazil,Mental,-91.60141227390267,E,53.35803809708056,B,C,B,C,A,-170.73394966772827,D,D,18.57086612284739,-164.85947838408245,E,E,172.09787008210932,1
Widowed,Black,Other,Both,-11.515111692471658,A,22.942687485148227,E,C,A,E,B,-125.39075109012823,E,B,-185.18185663160438,-50.247266915162115,D,E,-53.420225151386845,1
Married,Black,UK,Yes,79.17991345923869,C,209.69760664639438,C,C,C,A,D,-19.010409440812364,E,C,-128.5932506465991,-35.42617501640365,E,E,157.5429775424462,0
Widowed,African American,China,Both,-27.127484142943697,D,23.72302591340371,A,E,B,C,C,110.84928768786509,C,B,-13.648783605743207,-79.06766931020657,E,D,-111.89257981552434,0
Widowed,Black,Brazil,Both,-49.43535363241819,D,30.189747642861104,A,A,A,C,B,126.63378410080529,C,D,53.44737639772702,-11.525608737947922,C,A,22.34244667501153,1
Widowed,Asian,China,Yes,166.44892140538724,B,-77.33444454882148,D,E,D,E,B,-24.538431401528502,D,D,-78.15360454040919,-69.16756748440024,C,C,66.58417921958234,0
Single,Hispanic,Mexico,No,-26.34812473000198,E,-18.768936111813783,C,E,C,C,C,99.87707029053884,A,B,-14.206895750316278,-50.468326216384696,E,D,-167.00978252181838,1
Widowed,Black,India,Yes,62.46006173797939,B,-22.774504091308646,B,E,A,B,B,-91.1239801568832,A,A,58.29991087987857,32.10714129519507,A,E,-5.368898368327193,1
Widowed,Hispanic,Brazil,No,50.671024479992546,E,35.94040331965243,D,A,A,A,B,82.07529008843241,D,E,-109.21582680955393,-157.8496787734381,E,C,-15.570062952754501,0
Widowed,Asian,Other,Both,-24.180062080272872,C,61.629712867640876,C,D,D,B,D,-83.91646836221047,A,E,206.22441112198567,-322.11672909807555,C,E,84.08345878870516,1
Widowed,Black,China,None,31.066295305194956,B,-77.21578271304803,A,E,D,B,D,2.767494327526881,B,E,66.13358935770437,51.79289689540418,C,D,-103.10184688175674,1
Divorced,Black,Germany,Physical,-86.93080777008927,E,68.96571365906793,E,B,B,E,A,152.56482220158253,A,B,138.554579363131,14.497570761113016,C,C,-15.651023391374814,0
Widowed,Asian,Mexico,None,-85.97934636847027,D,53.40842670025512,D,D,E,C,E,136.5185006044564,C,C,27.92424334826687,-46.71847884632273,B,E,-250.57904534796353,1
Married,Other,US,Yes,-30.57880468535285,B,158.1136596178118,B,C,A,B,B,11.250761024208957,C,B,87.12748047407919,171.50106112011264,B,E,-60.49201808461523,0
Divorced,Other,Brazil,Both,77.70073712830118,D,66.3140464248346,B,B,C,E,A,60.4635995421899,A,E,67.44985683342765,30.710044206670034,C,D,-92.09327466445247,0
Single,Black,Mexico,No,15.09824100611742,E,86.0478097812923,E,C,A,C,D,97.04750021619046,A,B,7.807175333246262,-12.12283727052174,C,C,-4.842046543194205,0
Married,Hispanic,UK,Both,122.82157929160032,B,-82.55785877435649,A,A,E,C,E,-61.234956755287016,C,C,-50.71886841998917,54.32690507104324,D,B,-72.35177742979039,0
Single,Asian,US,Mental,187.36183128593098,A,32.30462667636662,E,B,B,D,B,-247.71602496477843,A,A,-108.3698183310543,58.4641901845268,E,C,-4.052674772651508,1
Widowed,White,China,Yes,89.74366975432918,A,-114.0469018512103,B,B,D,B,A,-46.72841435345935,D,A,85.32755368320542,41.883861610943214,D,D,17.180278946519923,0
Widowed,African American,China,Mental,-18.441644336108016,D,-116.9172517240334,B,B,B,B,D,-225.42924830723345,D,C,-39.044996100871195,-107.98866212173373,D,E,-65.0354914634817,1
Widowed,Asian,UK,Yes,74.65502001996508,B,-61.95837914394983,C,B,D,C,C,-55.590198661459425,E,D,40.17383776149686,120.13447375323494,B,B,-94.75079802530098,1
Widowed,Black,UK,Physical,3.263760536706186,C,34.69815635200809,D,A,C,C,E,-42.182953118918505,E,C,-93.04869655697514,162.86952626274856,E,B,78.74973237462962,0
Married,African American,Germany,Both,14.736631751437097,B,-100.1439944195541,D,E,C,A,A,-3.363608152622914,C,D,51.19102472153505,-2.2730481765228387,B,E,18.09409276075162,0
Single,Asian,UK,None,5.730344386280106,C,39.02520928829194,A,B,A,B,E,-41.50746020659242,A,E,-104.35744880920714,15.332247861198054,E,A,57.04593522901299,0
Widowed,African American,US,None,-7.024530222593659,A,253.26528037378577,E,B,B,A,A,44.309303423966625,B,D,-232.06729093197595,-35.234983712298906,E,D,-28.579354364022308,1
Divorced,Other,US,No,84.14269222217787,D,-146.80179967572852,B,E,E,A,B,38.96818110149832,C,A,-105.13976419794963,-14.604185438836456,B,E,-138.58455299973622,0
Widowed,Hispanic,China,None,-30.661177729282034,B,-156.76991353860353,E,D,A,C,A,-30.81410880223968,C,B,-35.29046753418917,45.31033691756002,E,A,43.19002315510303,0
Divorced,Asian,Brazil,No,-50.459782441213854,A,-87.45800304362794,E,E,D,A,E,-58.84247528811344,C,B,32.405776499915966,214.58912230903587,B,E,112.21442142428685,1
Widowed,Hispanic,Other,None,-115.46548010246079,E,-56.50575673514261,C,A,D,E,A,-12.928791727763725,A,B,103.08966848693669,92.51107725878438,A,C,55.7000948876461,1
Widowed,Asian,Brazil,Both,-149.71733933327914,C,47.42295337973182,A,E,D,D,B,-108.38551496652349,B,B,103.60225989191805,-72.61399102891082,B,B,85.4288317023313,1
Widowed,Hispanic,Brazil,Physical,21.086564584435635,A,80.41048510062167,B,B,D,D,B,119.70012506134238,B,D,-150.92611946622407,8.522754696377543,C,A,50.50708158583791,1
Married,African American,UK,Mental,128.5546993725384,D,105.25095481215993,D,E,A,C,E,-92.44744972073576,C,E,131.05415481899269,-23.274056112577508,B,C,-57.75387762468917,0
Single,Other,China,Both,-95.0283147065307,C,-83.52672400073561,B,E,E,A,D,-79.2427001283836,C,A,80.9848068414405,33.05750167882908,A,D,-124.746344781186,0
Divorced,Hispanic,India,Mental,97.40134895179393,B,-203.98224528509007,E,D,B,C,E,127.59791708631083,E,D,119.49772010203085,-30.018247657359133,D,C,115.5238165239091,1
Married,African American,Other,No,-47.470007130625,E,-218.97502751638189,B,E,D,B,D,-102.73921325195066,D,B,0.7160367334504345,-33.86002452858307,C,B,131.59054758853492,0
Married,Asian,Germany,Physical,190.66229930774284,C,98.3554712212201,E,C,B,E,B,226.99425821295384,B,D,48.97745349587887,-102.81943462084881,C,B,23.42987353116254,0
Single,White,UK,None,110.86512707943217,B,65.24921670193031,B,C,E,C,E,-134.64444536125328,A,B,161.07670488912876,-61.569302541435015,B,C,-220.75093218887037,0
Single,Hispanic,UK,Mental,-44.57575362689361,B,-41.777996298840456,D,E,D,C,E,43.41273292112675,D,A,147.09579201704773,-107.74392606186112,B,C,2.2054888647463153,1
Widowed,White,Brazil,Mental,-45.06076023455841,A,92.76712159356666,E,C,D,C,D,-63.3005236715486,A,A,15.666893255771283,1.0682695896436634,C,D,-125.68675714403261,0
Widowed,Black,Other,No,-129.93146959541733,E,84.72441888345253,A,E,D,E,A,-103.83928851795629,B,A,-142.60205499035564,17.043723104026665,C,D,96.39696828286745,0
Single,Black,Mexico,None,-73.38626627610716,D,-6.195396569614555,D,D,C,B,D,-72.72019536793258,B,C,-3.554933591369224,96.1820625492592,C,C,16.216050389001147,1
Divorced,Hispanic,Other,Physical,4.7049563349299595,B,6.396480314915685,B,E,A,D,D,119.06819082190418,A,D,-31.04266654368776,32.63524237822584,B,A,69.9807697474347,0
Single,Black,Germany,Yes,87.95883643538168,C,172.56700193198395,E,E,E,A,D,76.84021718951811,E,E,-169.79319181462165,-81.31108581901245,D,C,43.43297185444482,1
Single,White,China,Both,19.28508592410084,E,-125.61687196219822,D,D,A,C,D,-275.24700216196,C,E,-22.41885232713417,-102.71478465035567,D,C,69.33615232016972,0
Divorced,Other,China,None,-57.48101109437111,D,-1.8034035942251236,A,A,E,A,B,-32.614827522103745,C,D,46.36963009490118,205.66793880408832,D,E,-156.97080695947994,1
