AGE,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
65,Hispanic,E,46.182648985370435,E,16.306587632034585,161.88950446438923,A,6.206971180866031,B,D,-297.25325479818173,C,-63.30108983432217,30.627781972647742,D,B,E,C,B,D,1
71,Hispanic,C,47.777842338614015,D,22.273634598669616,80.01478448866187,E,-107.2396997162834,E,B,53.379338504710184,A,-118.87049454018732,-13.429932943065387,B,B,D,C,B,B,0
45,Asian,B,-88.9335043262382,C,-9.658259751657953,-26.428103113672545,B,133.32933365419117,D,A,9.69823054464342,B,9.206741889158376,-89.98070630174344,B,E,E,A,C,E,1
48,Hispanic,E,-186.43394412016974,E,-285.16829858006247,-29.80783463548045,E,-76.75294669616142,E,B,62.715706024129524,E,-58.20706456317444,33.452763474684076,E,A,D,D,E,C,0
26,African American,D,-60.04861657890097,A,-62.37463323817656,-184.40468025456022,E,-167.97581214616636,E,C,-49.27275317542908,D,32.26506962990589,93.80825816166718,D,C,D,C,A,E,0
39,White,E,51.06069990800641,E,-47.31056277601132,-6.42560257035833,E,155.25927828939848,D,E,226.2599084875086,D,71.40663624028866,124.39678742764137,B,B,C,D,E,B,0
52,Asian,C,-153.7996576585131,A,-173.2490026841219,-57.498271912198675,D,-57.117212812164475,C,D,3.7772795997652993,D,-72.54362027810075,-93.83781780350013,B,C,C,A,B,A,1
47,Asian,B,-30.52662556040279,A,70.82627856859492,60.97696978480914,A,-38.1772583746085,B,B,66.75784736976551,B,-175.28389686524082,105.17778112350382,E,D,C,B,C,B,1
40,Asian,C,23.783357075179307,D,-199.9004070844844,-80.29852873698911,E,-91.87763390894364,C,D,-91.58987345140828,E,73.38420291882541,-194.87173489840987,E,B,D,E,A,B,1
26,Asian,D,31.32796929229695,E,14.68322499843437,196.58900134434617,E,-40.62681322783127,D,B,-83.44121975504184,B,8.619360040122833,34.409536568320185,D,C,D,C,D,A,1
33,White,E,-18.3271204345239,A,195.3196496908531,7.924656411220384,D,-104.82739738528537,A,A,-67.18654119953814,D,-102.38044100851955,27.218167678319798,B,D,B,C,D,E,1
18,Other,E,-148.91670935386878,E,139.09321980211186,-196.63523561136168,A,-70.96704220316703,B,C,-98.12139541804206,E,-5.228388596316618,-77.81031120309461,D,A,D,A,C,E,1
58,Asian,C,-34.681466218135945,B,-31.74403343099263,-3.139466425619971,E,45.891343041377496,D,E,143.54490236886764,A,9.421103383782656,117.56613717873488,C,A,D,B,D,D,0
61,Hispanic,A,-16.08972635856693,A,-69.01224808538728,-135.20098524208336,E,81.35303984963315,D,E,-28.51326197021608,A,97.19086631075704,49.1813639120421,B,E,E,E,D,A,1
67,White,D,-7.115218173524678,D,18.526492456872763,30.015989080693206,B,31.075206977901544,E,E,51.972960756697496,A,36.480850725188596,44.56447008105197,E,B,B,E,A,A,1
64,Other,A,-113.75319555125192,B,-128.63706026042382,-116.18013029896088,D,7.303918160353559,A,C,120.4842751202474,C,-87.36243639890701,-77.35166540539944,D,A,D,E,B,D,0
62,Black,D,-58.471626114126494,B,-40.580495974284645,91.06785617999019,E,-66.78553300829503,E,A,68.7349020135463,E,-33.800075683949906,-74.15979556418505,A,E,D,B,D,A,0
70,Other,C,187.80820029308197,C,-24.277971464012886,56.54932125211028,C,-117.59849585949983,A,D,140.64285996487592,D,2.504346621856201,-33.90515305677687,C,C,D,A,C,C,1
19,White,D,-121.48851415356698,E,17.064206893812795,45.022411259952804,C,85.13703436471651,E,D,8.498412353396148,D,-69.28608107112531,35.31971624301765,A,B,B,A,C,B,0
25,Black,A,5.263346601423682,A,-130.07972319429132,-35.32688106744008,C,146.09670573117043,B,C,5.02289993553884,B,-183.3218456340925,58.60098625528427,B,A,B,A,A,C,0
44,White,A,44.09446783133932,C,-108.68657613427426,5.687627462619744,C,-81.1516472064684,D,D,-136.18530809359768,C,-79.92563068324058,107.08168436094614,C,E,C,E,C,E,0
65,African American,E,-21.728191184105448,E,-243.0647422898643,93.21823678420313,D,56.120559211906915,E,A,31.001690294687762,C,196.6087163977844,96.91850854481747,E,D,B,E,D,E,0
47,Other,A,39.60417673701252,B,33.050956136467846,3.34595247475237,B,-46.61793053917464,B,C,39.30623767027821,C,-58.302698494161454,80.57544514390104,A,B,D,C,A,A,1
21,Other,A,-42.31989291986908,B,111.64362605206084,-33.80084511441589,E,49.06490298738782,B,B,-177.07388746447882,D,-61.86041189014519,-142.11907885707012,E,E,E,D,E,B,1
23,Asian,B,40.902677790815645,C,-158.82010416072558,-62.91112670412138,D,-3.9303309873281553,D,C,-135.4151790654134,B,100.30185970124887,99.56613281494847,B,B,E,D,B,B,1
79,White,E,-77.35509350727405,E,-129.09706164836507,138.56784186927518,A,4.7095908865958505,D,A,-142.6315613442287,B,-34.36578315657027,32.587480592116975,D,A,C,E,D,C,0
53,Asian,D,115.45499241533936,E,16.10591355666117,-48.86085014789687,C,84.90140793997526,C,D,-35.73196233011339,C,-33.66967241011377,41.0891464397347,E,A,C,E,E,B,0
77,African American,A,-40.93713418771368,D,74.37174594378595,-19.06502776209495,D,14.916092675239154,E,E,152.50073925384999,D,100.19366266177524,126.24195447299937,A,D,B,A,E,B,0
51,Other,C,-47.760765166879,B,150.80554218137337,61.23035793750245,A,103.37608296463867,C,A,82.7231309620815,D,116.88862029445457,148.72986576232876,D,B,C,D,A,B,0
60,Black,E,-101.49909741342913,D,-100.57744065266033,-49.66285226676122,E,-11.231285461042578,A,D,-88.6204196258824,E,-98.8832457944735,-25.575269358988876,D,A,A,A,E,C,1
25,Hispanic,D,-127.73515528068955,A,-72.17284544694434,47.54255449083325,C,-18.669649739134428,D,B,27.66041779811194,A,145.0437263770521,-75.1764181370005,B,A,D,A,B,D,0
76,Other,D,-40.79952063543214,B,151.94998215868532,86.40732535139657,B,-196.66021120006144,C,D,99.5392712437201,B,-56.42452830868504,94.18261328195791,D,E,C,B,C,C,0
44,Asian,D,-226.38535166174677,E,-120.69338657692363,-49.194685147770265,C,-78.02817785468623,B,B,-75.96000066429329,B,-56.01521359749577,-200.81417383197416,B,B,C,A,C,A,1
56,Other,D,-105.40792010629008,D,-149.09747183063513,-0.8358529903024783,B,241.08612401324567,E,E,-80.46502615497259,C,-25.30674131923101,-123.02263539190272,E,B,D,A,A,D,0
28,Hispanic,E,79.18917646027303,B,-95.6924663891586,-155.86887836443714,A,94.30218997303626,A,B,36.635689738187565,C,99.58879197346826,-78.37317113719193,B,E,B,D,E,E,0
56,Black,A,84.13027623369946,E,-29.36556320857724,111.46306469221294,A,13.965044001361537,B,B,-95.77738136608637,B,144.54405507722362,206.24913140290673,A,D,A,A,D,D,1
34,White,B,22.900766961406696,E,32.76275632084419,92.02000110302284,C,-62.47378769951432,A,D,-28.818313736048523,C,64.16497861450678,11.432410266025075,E,C,E,B,C,C,1
26,White,A,-91.29151967338142,D,-85.79695995099496,209.5350403699927,C,83.44063451750726,C,C,-50.483246878721744,A,6.8507948079794785,180.94122864824175,C,E,B,E,E,E,1
57,Other,B,-86.0291125347257,D,2.1048027978430173,-333.092465624637,D,-91.82428986539924,A,D,45.650566621800095,E,90.85526780190537,-18.18250648631586,D,A,A,B,B,E,0
21,Other,C,87.38401413736369,C,76.97476045289018,138.67502955258567,B,-159.03141109222213,B,D,36.41231247729185,B,-1.9105844157684904,-30.572644246736875,C,A,A,C,A,D,0
33,African American,E,-33.20468507130646,C,-27.655631997840352,-7.9931092944216715,D,-53.94040324656202,B,E,44.78598268411521,E,-64.63528389317507,177.61452947787888,E,C,A,E,D,E,1
53,Black,C,56.58201532807192,C,29.584574328259848,42.87910993467447,C,-7.034965537070459,E,A,26.2300663751434,B,0.375722169759344,34.44050330918365,A,C,B,C,D,B,1
26,Asian,B,43.02322825201471,A,132.38456260121833,101.16588468838972,C,69.48490864560056,A,B,52.78754232964674,D,-26.395762913055957,-183.66372187953485,A,D,A,E,C,A,1
70,Other,A,-22.71810099241205,E,-74.16170492904156,53.94435801302592,A,50.001293679514205,B,D,67.65395447334654,C,179.6503884314589,-262.8543230786909,B,D,A,D,A,D,1
63,Hispanic,C,-18.71355022599321,B,21.904491845587103,75.26714899318056,B,-58.980943334429234,E,C,-30.204812950936333,A,-42.15427637237066,-75.90419212702722,A,B,C,E,D,B,1
78,Hispanic,E,50.38786863635999,B,29.99262753081292,67.06447893181601,E,-50.338388036725355,E,C,33.504301259387056,C,-98.72336302883888,-31.325796257894446,D,A,D,E,D,B,0
57,Hispanic,A,5.773560201662234,E,58.89458526898985,-121.17831629239566,B,147.12578146563467,C,C,27.560794270232332,C,88.88314708765233,-158.16304428633373,A,C,A,E,A,E,0
21,Other,B,21.216970648269555,E,-13.181174143954408,0.42089321429977083,C,-49.324605341491576,D,E,28.483293765679026,A,100.99686194755716,-45.90532120850213,A,C,A,B,B,E,0
29,Hispanic,A,115.08363331732623,D,43.29711128131705,71.99541004995119,E,-62.550644621079776,C,B,-61.75897487764133,B,-115.67188736751122,-122.90266422650258,A,B,E,C,D,E,1
26,Asian,C,132.48267978342255,C,-81.75352266823992,135.91546618727824,B,82.03512066324726,C,D,98.13269332903532,E,-114.86070845769912,-57.62742478646686,C,B,A,E,B,A,1
54,Black,E,163.83302681265477,C,-10.727498882482319,-22.574389920447217,D,-31.665760099106794,E,D,60.747132447626086,E,65.2721851966847,35.083334901169835,E,B,C,A,A,A,0
53,Hispanic,D,164.14616399823737,E,-149.75682259529117,125.37210578201179,A,-183.58038311694494,D,E,-47.277976078645686,C,-57.67675005361681,42.38752815480959,E,E,C,B,A,A,1
56,White,A,121.5718798971776,B,53.95586295537117,14.657959121453528,A,16.525782771908144,A,C,73.26257385180493,A,91.12332680444479,-52.43726638701291,D,A,D,B,E,C,0
37,Hispanic,C,51.96586016920723,D,45.93536749534248,-115.21272937920928,E,142.2015376721286,E,E,43.118386392337,A,-80.79783709904525,-213.0419162844655,A,D,A,A,C,D,1
27,Black,A,112.89605145998141,E,-2.9208802608116904,-18.688161219268633,B,155.71117935370867,D,C,-15.843633064364305,B,17.360232186701925,-67.90294130257777,C,B,A,A,A,C,1
65,Hispanic,E,-1.7790181107008332,B,-74.00882614526374,-116.61238756559675,A,8.400273587885097,D,D,41.74130536468414,E,-121.25836089963835,51.40124317842938,C,E,A,B,D,E,0
64,African American,D,170.35276415257408,C,80.2241967436556,-274.0161531604321,B,41.28660207368389,D,D,-48.704620016945995,A,-79.06417767181291,-32.98735338807742,C,B,E,A,C,D,0
39,White,C,21.284157772213433,D,103.81480632991287,-194.29619100936557,A,13.857429381901088,E,C,98.85211505169596,C,26.124779916922186,159.83385500848757,E,B,B,E,D,A,1
32,Hispanic,C,14.195186268460713,B,53.86217671737727,87.18196191477733,A,-15.213618157051572,D,C,-155.5674809756723,C,98.60926229097137,-97.59688250767721,A,B,E,C,D,B,0
34,Asian,D,-171.3199907547914,E,77.43869466703447,36.217630136671566,D,86.42530798743266,D,D,-49.348553695082664,B,-167.30699113955131,-19.274897355165905,A,C,D,D,B,D,0
69,White,D,82.17467248731926,E,-5.653652905729713,73.0830491490916,A,-41.5359158834662,D,E,26.05789143230227,A,-6.428851649901899,-33.626339883597076,A,D,D,C,E,E,0
54,White,D,-147.8257872602249,D,13.084733347201036,23.039486589308524,B,-42.835470293499355,C,B,-27.892952584840007,E,-127.9203200962591,-13.198662855179444,A,D,C,D,A,C,1
70,African American,D,32.06285755711273,C,100.02854226550697,132.4549334408391,E,-81.33450537500036,A,E,-65.92192529692572,E,-56.093823615104,246.43046749810642,B,B,C,D,A,B,0
77,Other,C,44.33863327373761,A,130.93584416470537,56.86274319175659,C,102.76995065342689,E,E,-88.15618724160154,D,21.867887553573077,92.51696851043047,C,D,E,D,D,B,1
57,Hispanic,C,-123.44573714072513,E,72.2988182537389,-5.594658203683099,E,-6.945190682853367,E,E,-75.99002064320138,E,-121.52431273931097,-33.36308164452507,B,C,C,D,B,A,1
74,African American,B,-15.840490572299903,E,-138.92630642480805,-2.27943724752919,D,-92.53039201746701,C,A,-33.748879682343386,C,-10.303874060297964,-111.41485175517431,A,C,A,D,D,E,0
32,Other,C,101.54130271580726,B,-125.12124479671829,-32.09988201140936,C,-76.74177433578316,A,B,183.97130731990214,C,24.530393721532672,-35.15665128939995,B,D,B,C,D,C,0
24,Other,D,60.69161499112818,E,-140.79889960472974,126.87216781070865,A,58.23476783484922,B,D,-187.6848252960474,C,174.71646120371986,143.9113765726143,B,D,E,B,E,D,0
22,Hispanic,C,-176.16298797013877,D,-44.83073566194892,-174.0462433270608,B,43.4979924008638,B,E,-17.143937194341152,A,11.1669346262627,-225.49362390988068,D,B,E,B,C,D,0
75,White,E,-84.14835714147092,D,-61.01846960329895,4.827083526988132,E,13.079403593633495,D,A,-159.31660237675607,C,80.8572223435237,-62.61928328425523,B,D,C,C,C,C,0
49,Other,B,84.15329810627313,C,64.04783628970998,-145.21318423577742,A,100.24415752890883,A,A,36.78310570175284,E,-121.16762947625277,24.201989018054352,A,B,C,E,C,A,0
53,Black,C,70.53895166336017,A,-166.13850787168673,89.73245037867936,D,26.735293098989978,A,B,20.151084350048162,E,65.62088527968213,-62.7355943865272,E,B,C,A,C,A,0
62,Other,D,-82.26441568178151,B,-76.21938805107348,20.264744995811014,D,-38.699920104604004,A,E,6.121154450882124,C,-96.95811135004911,12.766642280464488,C,A,D,B,A,B,1
39,Other,C,-63.97939083274912,B,-39.58675826948352,-237.46100525851324,B,-89.74495669518242,A,E,17.42976805057821,C,-127.37437357827271,37.07612264576497,C,B,E,D,B,C,1
66,White,A,89.47041471371081,D,82.92187199194508,-114.41936455144632,C,-90.00497150820766,B,E,-99.2414620012749,B,-90.54122098892272,-113.52419566549004,B,A,E,D,B,A,1
61,White,C,-32.69816207676309,D,-99.48279254669686,131.6770847341541,D,-43.27729399389946,D,A,145.32019633441735,E,151.56770007394124,120.0392042088492,E,D,E,D,D,E,1
65,White,B,-33.78756732927813,E,-156.31768383363257,76.82516400371216,E,197.2295799594858,D,B,187.6317877758594,E,-239.60188414441427,-101.57360622834805,A,E,C,B,C,D,0
57,African American,A,-97.50661282897933,E,57.20791111572563,-139.07461643699128,C,135.58585603676846,D,A,5.402567410528059,B,31.230009537532627,-67.31570592584423,B,B,D,E,C,D,1
58,Black,E,-56.24705209692182,B,-89.86202403721512,-192.5049928293871,B,129.84255107895743,C,E,237.6378027693559,C,-59.24613684780513,52.33657573983626,A,C,C,C,B,D,0
76,Hispanic,A,-223.49565771164893,E,159.98248553392702,-34.406904518980994,A,61.366326041455935,B,C,62.033546033828436,A,173.2649707625095,-200.5093464268748,B,B,A,E,D,B,0
74,African American,E,7.8481057863117405,C,-30.43518565340233,121.16631705232818,E,-11.269926983746739,E,D,97.0753713427968,D,37.65518845906301,-30.978221643545588,B,B,C,D,B,A,0
74,Black,E,29.98908542133134,C,-57.21579661151942,-24.583083851740398,D,4.506763960038906,D,A,23.034337994501904,E,-143.40197000015633,-58.919153695662764,B,C,A,C,B,D,0
78,Black,B,-52.285660777596355,B,33.372757840108804,-25.185957238760253,A,-7.647621524443231,A,B,-77.09455841974474,B,178.60146520613054,98.45600608927072,B,E,A,A,D,B,1
46,White,E,-125.1835504432807,B,41.263541530891985,34.706590531931866,E,88.19186888681627,B,B,10.563420069603104,A,137.27601952909595,-64.71278006616821,B,E,A,D,E,C,1
62,African American,C,-184.23063231124038,A,-42.8785847550146,-150.1939881361383,A,101.01784778412399,C,B,233.55648440165885,B,-36.19313254679918,-88.19794844002034,D,E,A,E,B,A,1
21,Other,D,-6.80275475675541,D,63.78025513643307,50.195727478021624,D,129.65109039600165,B,E,-22.857755339345644,C,-47.05651868319988,-92.99220936477872,D,A,B,B,A,A,0
62,Hispanic,C,-8.034904071693758,D,-94.57351171083188,-201.47209499559966,E,87.67368665241143,C,E,-152.38693408990324,B,-87.4876966077967,-112.69115719438277,D,A,E,D,B,C,0
54,African American,A,-39.995502711098894,C,42.00980173621204,-6.622103501013092,A,64.28761696697187,C,C,-124.30713596625289,C,4.702418501936746,-78.6757426124401,D,E,C,C,A,B,0
22,African American,C,14.602382223017962,E,33.730389560927875,137.59766484477385,A,16.8553933683113,A,C,-163.60306393956185,A,-18.54388144775606,-111.43487233431316,B,D,A,D,C,A,1
53,Other,A,-164.1693444963718,B,-236.96816432827643,70.1734506143608,D,-46.798900737328935,C,C,110.39311026625197,A,-7.184150601578608,-39.967557698917574,B,A,D,A,D,D,1
62,Asian,B,136.39803281068973,D,-155.89273289633888,-28.8089523477654,A,-60.12452895175816,A,B,-125.67638365802804,C,-45.633815930348675,60.16458575382963,A,D,A,B,C,D,1
39,Hispanic,E,70.67095304998699,B,80.11106395549233,140.165399539784,C,-13.87252750899452,D,B,64.28072833739165,A,-12.433398289131325,93.37265509375563,E,D,C,E,B,D,1
37,Asian,C,-11.031947277336537,C,-91.77669632991532,-95.84622493063306,D,5.081415173951649,C,E,-77.32803572390996,A,-41.10999322922837,62.467492089401865,E,B,A,E,D,E,1
75,African American,B,-13.490733512575423,D,262.4870190056662,-2.5767371720774253,E,53.50436839380514,E,D,53.288904983899,B,-34.05800364697551,-93.67421903867807,C,C,D,C,A,C,0
55,White,B,-56.12354181288364,C,22.363929502744668,103.19093691658188,C,-60.09869200847341,A,C,102.00717919743141,D,-115.93521672715718,-136.30676469351195,C,C,E,D,A,C,0
69,Black,C,-64.27656890053038,D,87.24745771245155,43.87081171704997,E,52.55520421809189,B,E,-164.36908092410198,A,-65.23175582245393,-34.7333545657157,E,D,B,B,C,E,1
69,Hispanic,D,97.82717775063482,C,216.530395227817,-192.19471322690737,A,1.198447134788615,C,A,-205.68840734661853,B,168.48732693910472,-5.761039462313745,D,C,D,A,B,A,0
26,Black,C,-60.70613768600294,E,66.48844216734308,99.18548640992618,B,42.729120042909855,B,C,-100.21912693621802,E,-14.307865940212183,6.607246504198025,A,A,B,B,A,B,1
34,Other,C,5.840895439175322,A,59.94239065024698,-133.60786642319528,A,15.912921771357535,C,D,71.6565231697784,B,-1.5380807397325411,45.46689993927616,D,E,B,C,C,E,1
37,White,A,20.925286830816013,B,-68.35947282932334,17.082713029447618,E,-25.233334362751098,D,B,-57.01443405699903,C,-98.08509060538108,-62.83830925160396,C,D,B,D,C,D,0
75,White,C,-30.629830081702952,D,-64.16669081886157,55.17437823308411,C,99.28809973763916,C,C,23.548893370243924,A,12.202587599807918,12.818977297162487,A,D,D,E,C,A,1
29,Other,D,166.03451442651584,B,-53.970391190121994,82.12278728584236,D,39.8581152701232,E,D,-26.18118779889646,D,-6.330565939039692,-53.69676460819477,C,D,E,C,A,D,0
74,White,C,-40.19917675744127,A,-0.14826197461219232,-101.37431328130313,B,57.93745902166353,B,E,93.0044927075963,B,162.31054147913517,-33.48088221860752,D,A,B,E,C,D,1
