Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,D,D,-156.79222774550593,-33.785433547569774,E,C,11.096697706808538,E,66.78211039027829,-14.910852417977441,D,53.070480934678876,C,-68.43829695333814,-58.71348709625334,A,E,1
Female,B,D,-73.07776484162322,-42.66626020257295,E,A,-89.8130171779368,C,122.40642397162557,-89.17150868609663,A,115.60305431154335,E,23.33230909503953,-45.825364262917226,B,C,1
M,A,E,-23.150061136822135,-197.36718397722802,C,D,-15.845678226031499,E,177.6393444424448,73.97395836700748,B,-17.148501632251456,D,-83.52662515623386,-92.97941099653359,D,D,0
Male,A,E,7.621337252453045,21.874987262757376,E,D,56.282436923363264,E,-129.46619542886003,-63.37486558533896,D,58.56293938500634,B,-98.24635230439176,-146.59234425719484,C,A,0
Female,E,B,-18.053763774090335,43.426209301046356,D,B,-52.04694795961065,A,-168.94294696225998,-2.4375340521180124,E,-83.5303124020501,E,-61.36501184423294,66.1488376110535,E,B,1
Male,A,B,-88.2891270907357,-70.34918227402197,E,E,-70.5084510405379,C,0.8958575977674527,21.38221434142761,C,-312.08296461140077,C,-157.4609499793418,224.3185812788739,C,D,0
M,E,B,-139.26792776245406,-126.52200180775704,D,C,141.94746604636532,D,15.1622758734697,-57.25563825853207,A,-54.19805005966136,E,30.706430995114275,-36.10287802307307,B,D,0
Non-binary,D,E,99.67250375075916,-145.08978134642098,D,E,105.08568392283064,D,-17.41692502287917,-129.12317912773375,B,-123.2800382844329,B,-47.40816342677064,-126.22133863095203,C,D,0
Male,E,E,54.29118692679241,27.817650780861452,A,B,-123.29831807517797,D,-156.84560812752582,-210.6586181774072,B,122.20576187215705,C,75.32160628428592,-41.49277036910475,D,C,0
Non-binary,E,C,29.1974694557058,63.005408117820274,C,A,-93.08189966180367,B,-60.65562907848525,47.335246433430804,E,51.28773522709999,A,-112.58459647822559,-136.1111438081207,C,A,1
Female,B,C,21.64821448808329,138.91021256750216,E,C,146.3287798950514,A,-81.87973646177271,67.49126788714543,D,-196.05155938297278,C,51.88306985098418,11.414920986679334,A,E,1
Female,A,D,-7.784807934135837,112.3935113299537,E,D,-135.98352578434591,D,-12.59406013912617,100.84173184054465,E,48.998162196808416,E,58.61929427024582,-256.28502924505096,D,D,0
M,D,C,-97.25016257252123,122.44071969659518,A,D,164.70219553353246,B,122.63174258846597,-79.28354794503475,E,-153.24765981909206,C,28.505036923625514,-233.25723360290013,C,E,1
Non-binary,C,E,40.4602466377704,-28.756756204261123,C,C,2.966297031625081,B,103.32201418412987,-107.39084070983165,E,62.847281042721924,B,-151.43134253593985,-117.5948545944578,C,C,1
Non-binary,C,E,-128.71777524808851,-116.05480635748835,A,A,51.31706777016184,E,70.07991341846918,-26.249613222408474,D,103.80903918830298,D,-55.85328320911693,-29.73999783541877,C,B,1
Female,E,D,73.8000637863704,-143.05190619859965,E,E,-101.40088510649741,C,41.526528522511676,-15.138129256380758,B,79.67752819238805,E,-182.9588497176137,39.19234323492049,D,A,1
Non-binary,B,C,-55.98487063510975,-80.6866029593535,A,A,-42.99673782333172,B,12.297923617933948,-5.005634445999157,C,18.859366038602126,E,24.05482457689141,102.41803829794148,A,E,0
M,D,C,118.68986683539993,18.65685785897267,B,E,8.22590719963686,B,-45.87972404787624,-81.48602597888961,E,110.3442688551167,B,-19.885233874173117,-114.45571226138753,B,D,1
Other,B,B,-2.7994392537767436,-212.45814739563556,B,D,-268.3289925182737,A,-20.56031329915397,-149.83183919527582,C,13.170134294391747,E,67.91795427689962,192.6958372783578,D,A,1
M,E,C,215.52697637875826,76.80836840320576,E,C,149.23762411639817,A,-173.14962677626568,120.35090869323956,C,-94.85395367295143,D,180.58595179514214,-200.48923144597453,E,A,0
Male,D,C,-34.73759533010241,-190.6127422599507,A,B,28.40928702655752,E,-17.86847349632159,-40.02361825757526,D,-29.460175187765998,D,-49.224434297189426,-97.72503870261168,E,A,1
F,B,D,-37.39194997236305,-150.0718407035774,A,C,3.506232692659432,C,-5.941336949269026,123.40319033499729,C,7.697856231038683,B,-129.86249084988538,-60.504385998105626,D,C,1
Male,E,B,68.77431800807933,-59.82321731002141,E,E,351.0057430971035,B,-133.54315290700697,45.72870958323594,A,39.44800962346681,B,-20.010387113456993,14.036205096665928,C,D,1
Male,C,A,61.08945492095661,-82.40063840578415,B,E,4.078269252020037,C,-9.993881545892357,108.24901547005692,C,-139.43778155259085,E,-26.564977699157673,128.56920186733944,E,B,0
M,A,C,27.314030553605466,-95.684432245597,D,E,10.591275667865549,D,-3.4994951768047295,-86.12208190565745,C,107.52442199285956,B,-128.64107630443834,147.68519167726302,C,B,1
F,A,C,-104.3720852770941,1.778756989750974,D,D,73.24917441222097,A,-122.022296484582,45.70189532708081,D,-68.53593122433402,D,-117.48813160582785,-130.23807702729843,C,E,1
Non-binary,A,B,-27.783576702063538,182.9545598858539,B,B,16.62183094776387,E,10.898236190087532,-87.33770703589614,C,138.77414742453442,A,-85.53901013357343,179.91106804596689,C,E,1
Non-binary,C,D,-56.14876700717978,177.8803605237826,C,D,31.9041713597836,D,181.9980582312018,-57.718659848387496,E,71.75391824041932,E,91.18028491252919,169.9418204919578,B,B,0
F,C,D,26.114769075488493,-33.991851985285464,D,A,5.646212255604875,B,186.32489967322937,109.49769432374087,E,56.56462106899573,E,-77.54902482990788,-80.74740976853558,D,E,0
Male,E,A,-6.365185886524584,60.81331132842992,D,E,41.06998623969106,E,74.8328509012753,-75.59005608705542,E,-93.03449276098918,A,-121.331675471163,-26.34574148089805,D,A,0
Other,C,A,131.94467156897528,105.12521278192605,A,D,-109.54288875728533,D,139.7727495776332,47.0251177432453,B,18.423957677637883,C,71.49047678092367,52.076967561725304,D,B,1
Male,E,E,267.73056400162034,-71.68507692878543,D,B,104.05457737304414,C,-76.05075485784954,21.05222907432359,B,6.541191376972129,A,4.217902163346329,26.743827788871272,C,B,0
Male,C,B,-25.77749870666773,-55.80545150145911,B,E,-10.729582885331114,C,43.77669783998685,-30.479212487703744,C,-56.29325173585465,A,46.906467286019144,3.6800866676851673,B,A,1
Male,B,D,-39.99511732144385,46.57478831401041,A,E,261.91270644514725,C,13.609493821832608,59.82717487484507,A,116.14172505006788,E,154.97366769460606,-207.56964668691887,A,E,0
M,C,C,138.27352471342985,-120.99916213191213,E,E,-156.05603135639288,E,-4.1567814351144925,-145.46932050812924,A,-62.63256592736276,B,-145.28199196923967,-36.24895919222992,B,C,0
F,D,A,106.07420007219275,55.99129520689379,A,A,-192.26794294950616,B,-49.43954944898278,-11.974688499878038,E,-74.93792748873204,E,159.29611158285167,-64.876582948783,D,E,0
F,D,E,119.57671410491011,39.90359148685052,A,E,-86.25273249472103,B,23.482839004359324,133.89427287213556,D,15.43875786490824,B,2.8676407735845846,-65.34364859273713,D,A,1
M,B,C,-201.36965564316313,-104.38471100185116,E,B,93.00155697218368,B,26.93178850004782,88.04194924699776,D,-98.98392277624598,A,-81.64633219825093,-41.410811019193275,E,A,0
M,A,A,-63.55408026176428,-84.24716042244577,C,B,196.72433011018774,A,-141.6251717974464,-5.220646695955598,E,-297.84585118684197,E,-6.654254246977557,15.382907931100934,C,B,0
M,C,B,88.8178622126966,-92.5355005511152,B,B,60.95526667962534,B,-29.92028507175511,-7.538723664157204,D,147.06816773807265,E,62.623125601288734,183.07569020120172,D,D,1
Other,E,D,50.602435609288996,208.56761724109424,C,E,50.2861137862279,C,-115.83746775786771,-95.13971435985319,D,87.12683227726988,E,-285.26882815739316,0.14514568183256762,B,C,0
Non-binary,E,C,41.374699313710714,-254.82288201094116,E,C,43.479315352620084,C,-257.056860741727,33.12286333151777,B,-57.312082294455635,E,139.13714645466803,88.12993378442653,D,C,0
Non-binary,C,D,-153.87790509861588,87.5484285666146,C,A,192.06996731901936,D,110.27386870736613,21.736319715341164,C,-104.624128963442,E,68.80100193633693,-87.63995370067256,A,B,1
Male,E,D,14.883147093043023,92.05340252045814,B,D,-20.312339016398532,C,-30.872014897920085,-31.45765705620741,C,-1.1272047712321538,D,-105.34385162806181,-28.783679501624484,A,A,1
Other,A,E,28.60654202455232,-35.8867949692007,B,D,-56.82583396297562,B,-107.28635628642118,20.257106291516056,E,16.999357718281473,C,-105.71135824634588,108.72293014997634,A,D,0
Other,A,D,62.41381884241846,-33.03056494126883,E,D,1.7920570645864144,A,-50.962490091447286,-124.7942675791053,D,7.283226898416443,E,-39.481794834386626,-101.58520228757706,B,E,1
M,D,B,-19.001323424070158,-58.78697711505563,C,B,-83.64563678584568,C,251.0336803720214,-101.58927838130197,B,-64.86248818397307,A,-123.45125864426478,132.68161462587466,A,A,1
M,A,D,-169.55461990219703,22.78118610232358,A,D,138.07398443776452,E,-60.53509138074637,-99.91347986100635,C,46.37645484595433,B,-26.258787179146992,-116.29054433008783,C,A,1
F,C,D,47.670311088586494,7.7516576868062375,A,C,141.5192968424045,E,-119.99600212826805,56.491481997574326,D,103.64316069915718,E,103.44289773167104,-8.55335468652451,B,D,0
Female,D,E,59.55122764321313,131.56498342064586,E,B,-72.96455020846805,E,154.4948256724851,-78.85953828898884,B,-121.9603362756447,A,-41.08612162905545,84.40594442242377,B,A,0
M,A,B,-180.73028000346198,-83.62449074589009,B,A,-16.72080649760651,B,70.72617021228042,-145.24086885108957,D,-28.292847629575036,D,-29.20008368285321,226.84278611458174,D,D,1
Male,B,D,-73.71922056752024,125.83399247204596,C,E,-5.788271083369936,E,-90.53499019442131,139.65460216875917,D,-31.638478202481725,E,98.0234853642886,-201.69983865747602,D,C,1
Male,D,C,-35.98308551467572,57.88705654513989,E,B,-69.48058633425792,C,79.02753940101462,6.455583327398609,E,-26.417021489659685,E,-128.04477191627024,-262.76503562288315,D,D,1
Non-binary,B,A,46.566416930549074,-39.15471386102086,B,D,26.432329021580415,E,-167.8299073556397,0.6159380515227433,C,-68.7565154798632,D,-35.80148838485465,2.6815817820018584,D,E,1
F,B,B,159.8297042238977,243.9446521984034,D,D,-139.0293308952601,E,-218.86435547828293,-130.43992019598858,C,174.62380621664164,B,-37.064020476359936,-94.25238201379254,C,A,1
Non-binary,D,D,112.7307738463591,20.952630768829188,B,A,-150.43031828539674,C,15.332482779550977,15.45795336907291,D,-86.0015929300446,C,67.54261814626221,174.53566132200743,D,E,0
Other,A,E,-102.02723726179468,151.71204000804664,D,D,100.43312715343103,B,48.942416236232944,224.0750238895667,E,-141.44722395030095,C,30.75861717554103,56.38523716883006,A,B,1
F,D,C,9.746714973566354,19.671305357559426,A,E,-74.22311587719001,B,-65.62935635443506,-90.89102792469845,A,5.586918363123182,D,57.17887872129644,-80.86268618304143,E,B,1
Male,C,C,31.453588512282572,-58.26339608768137,E,A,60.372948068286334,C,57.50197107375773,198.39245551595246,B,-2.2881827508660586,D,-70.00830558726794,228.83386991992563,C,A,1
M,D,C,-3.7040626940904464,49.496171197346214,E,C,31.076790830319688,A,171.89197271123186,-142.43389342995388,C,48.134706963741415,C,80.8597747458714,83.0893848539967,C,A,1
Other,E,B,-68.07145437072963,120.54732928166003,D,B,0.7306245973856745,D,162.99295055922738,74.1451109245762,C,-327.8806796069502,A,-32.06129108376464,-205.2059318108013,D,B,0
M,B,A,-56.072904178773676,-59.37313224739198,A,A,57.9500076451408,B,181.10182393293704,-15.57291711440656,E,-139.64720407146402,D,-85.07636912853413,81.79704782133153,D,D,0
Non-binary,A,E,-4.452611199386163,24.88566012737226,E,D,153.83410075493956,C,-4.973230487841648,61.603726883850904,C,-184.8370705968149,C,37.127644843530035,73.16420477026368,E,C,1
Female,D,E,67.08495055874934,47.7953003578701,B,A,-47.83842870863671,A,6.04037113345555,-107.12730171458898,C,96.47080797843806,E,31.70847128696643,116.22825685546327,D,B,1
Female,A,C,59.8542125634607,-102.57244999277117,C,E,36.05102062259126,B,-80.55018965958831,81.72721378201922,D,37.73364736146693,C,60.47635686914285,-41.654496801884896,C,A,1
Male,E,B,8.673229231990847,15.811230133197265,C,B,26.14574241615087,C,-59.04729603331125,33.91611784348188,D,-120.00054516346479,A,-58.31295548499734,138.44373684525462,A,C,0
M,B,C,-46.141537929245324,4.6259155930082665,D,B,3.63451997335736,C,9.765505281668583,186.8468959197755,E,22.825030930027673,C,-48.46982752743473,-110.55589341626279,B,A,0
Other,E,B,-137.97176256837133,-98.50786941155563,B,A,-39.752026072536474,C,-75.19609960258225,169.37249461407973,B,-101.37472596794606,E,-15.466324471654652,-115.5804037713984,A,C,0
F,E,D,-117.38519237755914,-8.535318869749739,B,E,8.917387062082373,E,67.66773694741399,118.63514166987277,A,-99.99860825457732,C,-34.057415200422994,200.43837063477184,A,B,1
Male,E,E,-168.84466597724875,-78.86043227183093,D,E,-59.3375355167009,E,37.31628326462345,-18.047921880167276,A,-20.156771494952658,C,-10.096099854904942,-32.33276735561771,D,A,1
Female,E,A,112.1794652081749,-53.01423951844203,C,A,15.432374822138332,E,52.13106910668884,262.5101983976012,A,53.84084788173505,C,145.75736855171115,-167.6712130247635,B,E,0
Male,E,C,21.421796010483046,-6.958252813755784,E,B,4.11591531188021,E,-185.17112474562452,-133.41764979989702,E,-137.03457663610772,E,111.76372052538561,50.707564254801326,D,B,0
M,C,B,-26.6534255905567,-67.77603102739688,A,D,110.08842474268423,A,-31.54998909859046,23.23693565028649,A,-106.72460674891984,A,-84.63612549623008,71.7384846261871,E,E,1
M,C,D,-130.93845750891276,-63.58658018623105,B,C,-2.1716649968660113,E,-55.32701048254432,-106.54345775482037,A,23.706818777554645,A,-4.032449967445709,231.56272650453099,D,E,0
M,D,E,-87.50030174139012,9.559635885109126,A,A,79.5081358446495,E,214.14234053806155,-73.90626227660982,E,95.59516131819615,D,172.97829305306058,-46.909342798770055,E,C,1
Male,C,B,14.745973726290407,-42.49200481653121,A,A,14.522766472331908,E,23.515196418011268,-75.72478780984001,E,-90.72239881693169,D,70.25201563992101,-59.887598603801926,B,C,1
Other,C,E,192.249309597268,92.94699729289059,C,C,13.753206793099777,C,26.79248888399939,-132.82241181724797,A,-152.63279087504668,D,53.79905197734547,136.7706342516672,A,A,1
Non-binary,C,B,-66.59962374843884,-218.04476323333972,B,C,-33.07494901005143,E,8.913053223537757,6.5124754038243164,B,-175.0576242685803,A,41.39359574487293,-47.84999616050632,A,B,0
