faith,orientation,disabled,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Heterosexual,No,Divorced,-14.859491512461245,-66.76213692298728,50.270939250464465,-227.71039061657007,A,D,-122.50183966536936,-33.18595154211903,C,89.30984350655218,C,-160.48692145458642,C,A,1
Other,Other,Mental,Married,187.15468297735177,168.3181561567166,-195.29307771216142,-91.61975594576415,B,C,159.60247235362596,-75.96824402875444,E,-67.57964566671991,C,-71.98766684216761,B,E,1
Buddhist,Heterosexual,No,Divorced,40.110547880091154,-122.80421827970261,-124.8813979748346,-9.012473881437243,A,A,-74.24478166080671,-13.956401341586188,B,-82.41847110241709,E,-25.438542397259926,A,E,1
Other,Homosexual,None,Widowed,36.10386718676201,104.88154476387395,161.16504255268956,-60.87907740535887,C,A,261.44318162447195,-187.4319322168159,A,-137.72250946845608,D,149.4439056429496,E,B,0
Other,Heterosexual,None,Widowed,56.86138739622424,-46.52826127114128,49.54627938414678,-41.57835043314241,C,E,-31.341510167815485,61.78518010991794,C,-219.93735542005854,D,-37.842021988511846,B,E,0
Jewish,Homosexual,None,Married,-27.33126698672616,69.69518035541076,43.559491075528356,-20.468728560205438,C,B,80.5180590629387,100.64891276501382,D,-44.584269798412414,A,-49.90989174477967,D,D,0
Jewish,Other,None,Widowed,151.5838961387291,-160.8527454527421,15.010095216899371,108.10958963959226,D,D,89.82362726192127,-36.470420270227144,D,-75.64019862258975,E,-186.08228562464527,D,D,1
Hindu,Other,Both,Single,-241.39778687528644,56.56746744854061,70.58987324871212,-12.547154706242718,C,C,172.7448652219305,-18.16249137489018,E,83.81666409540746,B,-12.369398872186686,A,A,0
Christian,Heterosexual,Yes,Married,64.10741670193116,-160.001694068145,-10.122616972350144,-111.8420738312615,D,E,101.97955776794183,-177.7853196559883,C,87.71605913399517,C,-67.98996088538274,C,A,1
Christian,Other,Yes,Married,102.81714367783832,-11.63864831491065,9.074531109127367,93.49584905548537,B,D,-57.72694671758028,143.74972496296726,B,-100.11716001206355,B,67.71011304312667,C,C,0
None,Bisexual,Yes,Divorced,-213.76704826465357,-9.68133511210315,-58.2475469376655,-62.794027338428705,B,C,-28.489304029479275,-126.4497118787353,E,-26.12628858852301,D,149.10300598698393,E,B,1
Other,Bisexual,None,Widowed,-40.13225773615956,-14.006247689655607,-21.48839564704526,57.763348320029806,C,C,35.771764223781055,-62.76097355732156,D,-166.95236741329194,E,-186.81918344130196,C,A,0
Christian,Other,Mental,Married,-70.03130012942601,-63.68095486945561,162.99481559471968,-27.199773209597282,E,B,-92.52993098472285,38.045427348907154,E,-60.5079196315903,A,-197.4339776999281,E,A,1
Buddhist,Bisexual,Both,Divorced,121.26150944907452,-127.97860432196771,161.0777780579178,13.924220098011237,B,B,-28.419335216919944,-112.37193016375704,C,-104.07657848441933,C,-28.888013672925577,E,C,1
Hindu,Other,None,Widowed,-194.74969802813197,-47.16652881211776,-51.761973152000195,-140.92126620004652,E,A,68.08573496825322,47.86817645607054,E,-97.97731778733876,E,26.28080608623735,E,E,1
Jewish,Bisexual,Both,Married,59.84560798268672,-22.91228336018334,-121.2050096152518,36.408589025666366,A,D,-13.91813335450276,-14.787962652581404,D,-62.76704523223794,E,-19.03867547090098,B,D,1
None,Bisexual,Yes,Widowed,81.05886482086666,125.24058224979724,114.60855484333663,116.9842108473545,E,E,-199.62285681716665,37.34575503172908,C,127.55211373376277,C,-110.53848175803009,E,E,0
Buddhist,Heterosexual,Physical,Single,-187.8302462196787,-76.41322077589399,-81.6900799653372,-72.71023688712106,B,C,128.70521285113256,-25.080650857964663,E,97.747376075841,C,-175.94974919774097,A,A,1
Other,Homosexual,Both,Divorced,122.3369751360057,90.19591664846554,-27.90499025340751,-188.7116913419868,C,B,215.44334938055232,-172.01946885258545,A,55.15688365750465,E,-71.6951220143611,C,A,0
Other,Bisexual,None,Widowed,36.862511589431705,-24.6311142389845,8.131077568395401,-108.65692926323918,D,B,-117.4810820358779,73.61478362809652,B,26.801537432873594,B,-165.86057827103247,E,C,1
Christian,Bisexual,Yes,Single,-167.85233870184206,-10.681949206094114,-274.69834995559677,26.134775881710944,C,C,-20.973126692535075,95.72839420676328,C,-70.98436174514681,B,23.10294995434006,E,B,1
Christian,Other,Both,Single,-83.63532586938008,52.71092531501599,24.219014694634943,-42.66465550903472,A,E,200.27613843764408,-76.43719470786094,D,90.32180814350704,D,14.192008525026425,A,B,1
Other,Bisexual,No,Single,22.942822000551832,56.56015485368867,7.573325950161848,93.55845831321913,B,C,224.98035568081653,22.966019767684656,B,-21.56994611753876,C,108.52198715205881,A,E,1
Muslim,Heterosexual,Both,Widowed,-13.216075562293092,15.08168176210586,129.16374800128466,96.76199056050328,A,B,-51.52551684960016,67.10748969995923,C,69.58128517768826,B,-46.61049514576314,E,B,0
Hindu,Homosexual,Physical,Widowed,177.29130534619824,-14.949255607866732,151.97534856424636,17.426942403805924,C,C,101.84417137464877,106.23792688083591,D,5.100560798686621,D,-34.14352655234216,E,B,0
Buddhist,Homosexual,Mental,Widowed,-22.76842438479334,-7.921246279588015,242.4852231210937,-39.04070519981451,B,C,116.09058912327099,80.78166704149751,A,-58.446212424994705,B,-9.288592856804666,E,C,1
Hindu,Homosexual,None,Married,-55.97945479419448,-25.033850295015924,97.01124960491676,110.59733385610855,E,E,-55.05123586005054,-55.594430275943985,D,-75.9323639597551,C,27.06040513668712,A,D,1
Christian,Bisexual,None,Married,-54.706707679742216,-19.881912316497,32.439120997719655,7.209389965143349,C,D,242.9035770296029,-140.25111831801246,D,39.529891183546546,E,-135.10862225448903,A,A,1
Hindu,Other,None,Single,-15.86347068581063,100.48981452829375,-128.2050117290472,70.02405323821822,A,C,-85.92975552421255,58.693768262874116,B,104.64275462069206,B,9.398528901659695,E,E,0
Other,Bisexual,No,Married,118.94213812526455,84.06587153687259,61.80961336663471,55.167667142594865,C,C,79.46528771088155,-185.9388654258035,D,6.746041802170197,C,-72.93268037081761,D,D,0
Jewish,Heterosexual,Yes,Divorced,-267.4310343176267,-47.157767662829066,-133.49659301085308,141.29247931574469,C,E,126.65432256436556,-89.8652199426243,B,58.88622375448473,D,53.16187060127287,D,B,1
Jewish,Heterosexual,Both,Widowed,-109.48380308720802,-172.2462153044167,41.50108433833528,24.73720203505599,D,C,97.85108341375015,109.68671821218993,D,-91.6257490623164,E,6.505898191864666,D,D,0
Jewish,Bisexual,Both,Divorced,21.814327337869223,-128.87214126584803,121.68638870080098,96.93066572265681,B,C,-101.4059432547287,8.026036263095904,E,93.0241540008318,B,77.41444810441556,B,A,1
Muslim,Heterosexual,Physical,Widowed,-77.23178449500048,47.506632513551814,173.8207640987088,-19.155055394935584,A,E,-177.92189757204443,-136.03056573446807,D,-19.650064515664898,B,-128.99244632075968,E,E,0
Jewish,Bisexual,Physical,Widowed,-151.72124714225833,-74.5448896268784,50.87795721891671,5.4863849628638315,C,C,-93.84796595335771,-1.0484089876348621,B,57.011541289020684,B,-57.75029767025172,C,B,0
Buddhist,Bisexual,Yes,Single,-61.1636093937281,-50.15617141801268,3.080153347545962,-19.079083942200974,E,D,63.50188909979454,-172.28073155027715,C,42.70002105667541,D,131.84451359038553,B,C,1
None,Other,Mental,Widowed,13.049306531185934,-241.13042908019912,-46.38668264831903,-12.076428767623474,E,C,33.50650843143057,33.095443477976325,D,-47.51009218894053,C,154.18062033542662,C,E,1
None,Homosexual,No,Married,-128.89558803818127,41.01441001568614,-198.46168349028338,-0.21488518579997679,D,C,66.39331390527757,-29.515642924276392,D,25.43342593786635,C,51.15110994276378,D,B,1
Christian,Bisexual,Both,Divorced,-56.4059072453719,35.89991545031291,-71.40204915567251,-128.87146249707732,E,D,1.9395396015544932,-162.02001406179573,B,40.32383288331749,E,-11.507060053999538,B,A,0
Other,Bisexual,Mental,Divorced,99.58943987042568,-43.14103394724545,12.54911765855438,-62.30595125800712,D,A,8.119794392406368,4.79959745936827,B,160.60660725769338,C,21.44686586258126,B,D,0
Other,Bisexual,No,Married,-25.241808634026526,-27.25223777458356,-52.04211676459235,7.311287869806324,B,B,-70.15700322722347,45.49176638833459,C,-24.12526542228261,E,31.919706161456496,A,A,1
Christian,Bisexual,Yes,Married,-81.66914390248073,4.765719003689893,-3.6875913113980077,32.44303551718412,D,D,-68.69480224402093,-86.68618812402133,C,109.63792817367664,C,79.62047416387634,C,C,1
None,Homosexual,Yes,Divorced,61.494675166655554,-44.42762162483136,6.397369937432214,-105.2971801271643,A,C,-2.270849543572967,45.4444135389491,C,19.948116463247192,A,-89.36562097362986,D,D,1
None,Bisexual,Physical,Widowed,-185.18573128940798,53.79394045324418,18.58193604370316,-49.65956476766738,B,E,-83.64297112559103,-66.8414109086557,E,18.891349583021135,E,-110.53183944001088,C,D,0
Christian,Bisexual,None,Divorced,-26.75113921726909,2.0271960351078406,125.15805722264052,-63.46545138450866,C,B,-68.85083990064885,158.2021606131908,E,-46.30725115571717,C,183.86691937186026,E,A,0
Christian,Bisexual,Mental,Widowed,-139.51161826185012,-26.561790584974197,-1.1532939950416512,-55.7394351346559,B,E,-90.37472719819687,22.880295530947272,D,-220.2741976525716,D,20.607793440137108,B,D,0
Jewish,Heterosexual,No,Widowed,37.285529333291244,160.11464714145208,106.295763198921,-25.795961069332208,E,C,-69.65488753864857,-39.08503721055158,B,20.262831030582838,B,-109.72668414629166,C,E,1
None,Other,Both,Divorced,-1.1208943177300834,-183.97772002931646,-3.1867358569377955,-143.19455695100444,D,A,61.6846157752061,93.03371694758475,C,20.195440931940283,E,56.70030156644711,D,C,0
Buddhist,Homosexual,No,Married,-110.9278893835375,39.227251264579586,56.5231262816483,-62.8154570288917,A,D,-181.6587967915259,-47.81023992386728,E,-72.2429249088543,D,63.29661263965188,E,D,0
None,Bisexual,Mental,Married,10.479758224280479,1.992422510470188,34.696447704182646,61.22426189354165,A,C,-72.9241218233364,24.153433247898313,A,35.4260865942242,A,-5.246746054975174,B,E,0
Jewish,Homosexual,Mental,Widowed,102.49770194654162,-108.11487292253813,88.7819946419149,-131.64170437516333,A,A,-69.10008345095684,-77.94091940750216,B,-25.504166190768352,C,-217.40641073682468,D,B,1
Hindu,Bisexual,Mental,Single,99.94420808735445,-25.21743843764422,-102.85243642665827,42.772909674512135,A,A,38.62434672354237,72.74553957679075,B,-60.45646445743507,C,-170.8848197018256,D,D,0
Other,Bisexual,None,Single,-79.94505764334552,40.64006507072167,-17.840057220566795,-175.10933270124255,D,A,-71.07100965931178,40.51674056452243,B,33.81134877679604,A,33.84966215866736,B,D,0
None,Homosexual,Mental,Married,-143.70494832767497,-54.322111592179,-83.01824129448137,-83.23563972574547,C,D,-142.32573473097142,48.73893924200142,B,-131.742051222945,B,-19.700128731381884,C,D,1
Jewish,Heterosexual,Yes,Divorced,-151.72372927652006,-22.16949399927542,60.060879866359386,0.1668400418679117,B,E,-231.40489522219164,-15.443917686730352,E,-7.151271973451469,E,-211.8124211643237,B,A,1
Buddhist,Homosexual,Physical,Married,15.042077893868472,-77.99232590060724,-216.2906232987704,-145.75461951740573,C,D,-151.65222281371877,48.08539952550614,A,-10.948642207212963,A,89.98029754519777,B,C,1
None,Homosexual,Mental,Divorced,187.2344211300961,-46.14999016787897,-64.36519799211263,-40.54228179840751,C,E,-6.363540253967082,-159.5320370424175,A,65.34740022886582,A,-105.37940543342805,D,B,0
Hindu,Heterosexual,None,Divorced,-56.70892071517737,-83.76604160548251,-116.25168320714248,94.60659254329589,B,C,-210.73834005389446,51.85194168125712,D,-43.805704134996915,D,-141.8700504020098,A,C,0
Other,Homosexual,No,Widowed,171.54198831980068,75.08939892203927,-10.981718455003131,-136.6095116919588,B,A,45.08657038237492,50.771888904783324,B,76.4538766862269,D,49.77563595876347,C,C,1
None,Homosexual,Mental,Single,24.61632963843439,61.36084315816146,118.46971511916864,51.89701978171638,D,C,157.78886245419105,59.805546717940814,D,31.396516037733623,D,152.5227739347383,A,A,0
Other,Bisexual,Yes,Divorced,19.987074163522646,-40.18002467410394,32.99814824292322,22.68318625822593,A,A,-61.621614827229266,-27.234653847979263,A,86.65542401215252,B,61.56691186451102,E,A,1
Hindu,Other,Both,Single,-33.51908373083941,29.738350667690977,-33.44482201023155,80.82296223911018,C,A,100.88750367005173,-87.34696113832891,C,-132.08792452647728,B,-122.14663097611262,E,C,0
Buddhist,Other,No,Widowed,154.72823591799974,44.66894447124656,83.86229242927047,119.60583053089451,B,B,-141.3528073534209,-148.99796656592548,A,48.86479728928933,D,23.90371713483659,A,B,1
Muslim,Bisexual,Yes,Widowed,83.60986651937779,148.57000970502722,-56.88094040622703,11.022350695035355,E,A,-23.560402006002562,-84.76458169068263,E,98.41192310820345,D,-128.77318346120052,B,D,1
Hindu,Other,Both,Divorced,29.355937101699446,64.52481420452419,114.016479839366,77.19918811873492,D,B,231.0675128951898,-99.70117480647043,D,-161.1343234706695,A,-198.6498134801407,B,A,1
None,Bisexual,Mental,Divorced,-31.362207688891942,-75.62117419180069,18.037223110319044,38.31095770748848,C,B,136.05222160359207,48.65992050286583,C,-116.13935523445413,B,-90.08217740915755,A,A,0
Other,Bisexual,Physical,Divorced,-1.1547302452355135,107.22041111069613,-257.24992735908853,170.18404699779938,C,B,20.773747953663328,-43.899381773553095,D,-116.04016236935647,A,-39.60288415239222,C,D,1
Muslim,Bisexual,None,Single,135.8843994504884,141.8758434265995,-31.658049372142514,30.753295083885018,A,E,-47.63840002202113,72.67334517403677,E,213.192486090456,D,154.04744453696128,D,D,0
Muslim,Other,Mental,Married,-50.724492160920406,-11.192530916632348,46.63695061391007,10.77855367617991,D,C,128.59567425663215,-69.01889909434122,E,-114.61428485158136,B,-97.47705174142655,B,C,1
Other,Bisexual,Physical,Divorced,-34.53734428540866,-121.56135417489263,9.095016433747455,-31.88615262882281,D,B,-143.55650111657133,-37.28978754533792,E,51.804149996139046,A,29.68123574367637,E,E,1
Other,Homosexual,Mental,Married,-39.40202801835373,137.84901780504873,36.709318243047065,-1.4217223851437177,D,C,64.0382756598874,-34.7664355660651,E,72.98168861405362,E,82.37196567872381,C,D,0
Christian,Heterosexual,Yes,Married,-116.30396877997475,53.49356662913382,-36.64871580171724,-49.83746007096977,A,B,-27.603074703586007,-0.9101487069409439,C,9.636774691597973,D,-155.94655213435587,B,C,0
Other,Other,No,Widowed,348.5069698698771,18.007261410433653,23.414875642631102,-103.33601111950317,B,E,-44.81353249473157,123.46528108022319,A,-66.04568828190132,E,-2.760392370533898,A,D,1
Jewish,Homosexual,Yes,Widowed,-59.61677760215151,-43.61307521584531,-203.09384585760938,-114.7858259104986,B,D,-20.708806110360296,-95.20940813363224,C,292.55968205834307,C,-105.40591344644643,B,B,0
Buddhist,Homosexual,Physical,Divorced,6.759933725596076,11.6050843721893,6.3661612761729245,110.55259993427917,D,C,52.20659593449327,130.3880712541953,C,-78.168985873813,B,-36.54857111397301,E,E,0
Christian,Bisexual,No,Married,43.444195928238116,-254.18506834163722,40.254257809376156,128.7001802879284,A,A,93.86729790106875,-65.44803035346753,A,4.7318330764277485,A,7.698671737692431,D,A,0
Hindu,Heterosexual,Mental,Single,45.49017004029393,-85.42475426210655,-5.793172555686741,-50.220749955897084,B,D,-156.67136408965533,28.985583353444117,C,12.163806361225207,C,42.31996546881171,D,D,1
Other,Other,Mental,Married,113.2668803202583,151.40257170356614,-105.55621966971806,-157.79375050888922,C,D,-65.75455215736734,-31.86417783447891,E,15.179030198149018,E,107.11265263131705,B,B,1
Jewish,Other,Yes,Divorced,-296.0592118441264,-139.61951244019912,-40.980008613071526,-27.761495692410882,E,A,-97.47615030544956,210.7772340688336,D,65.1887977982533,E,21.451959800662852,E,D,1
Christian,Heterosexual,No,Widowed,-184.4008376690099,-77.41655259551466,36.4542586223069,-86.35693689196697,D,A,15.784600498999021,-192.95260299187572,C,-201.504896031161,B,-103.8100291813814,D,E,0
Buddhist,Other,Both,Widowed,54.78272392811097,-45.002757864092594,-244.26266757692844,105.12478900987662,E,E,41.78606522392625,31.90850669005148,A,-72.17186028269433,B,78.58353455417985,B,B,0
Hindu,Homosexual,Mental,Widowed,119.20002854228666,2.4125183791407605,-0.36855788436313247,38.86265187263741,D,B,39.60290724600264,5.069555296437043,B,3.2770986224753504,D,-66.19489003091758,D,A,1
Jewish,Bisexual,Physical,Widowed,-59.60271698042724,-33.601742044561846,-129.835917563453,121.57277555805135,E,E,40.52249881838687,-4.697121639998583,A,45.58671843269126,C,-36.86086608674373,C,C,0
Other,Bisexual,Both,Widowed,32.78486320039139,114.15364024877705,-27.038165180654723,9.073133551324695,C,A,39.14277008074056,-55.240927515788584,A,56.05000672614696,A,55.56730803580861,A,D,0
Muslim,Other,Physical,Widowed,143.01927260045525,-41.98470674359264,-43.031085459402554,102.09757297575544,D,A,186.16876797700365,14.801976876701248,B,42.141902552189734,C,-39.606143661523355,C,E,0
Jewish,Heterosexual,None,Single,-56.21817338051015,-84.7314707261994,96.25828941250423,-20.317824125840396,E,B,-6.400486367408571,11.580308677222213,C,-72.34420150371308,A,-125.27433858621508,B,C,1
Other,Bisexual,Yes,Divorced,-66.37689865895736,211.4692056365347,32.882049793024706,53.15067171737214,B,B,31.123145254910266,86.31568916172397,D,28.000519341150742,A,64.49669852217988,B,A,1
Muslim,Homosexual,Mental,Married,119.72889624815863,142.0364000105089,93.52188716414854,13.555836560053361,C,B,-51.92169444174031,-75.97913223342728,D,14.9562798267173,B,-23.059578494440867,E,B,1
Jewish,Heterosexual,Yes,Married,-23.029863872944638,-48.73054729912581,-276.7181593955547,-52.633881162987564,E,C,126.37349028571722,92.4899315751929,C,-108.99694835947031,B,-40.036273537242046,D,C,1
Other,Other,None,Divorced,-59.829852550927754,-86.71943162671472,-47.660113952078845,-105.30000208874964,E,C,108.7513901847471,-102.27811258380426,C,14.456603128797852,E,73.38918405154419,A,C,0
Buddhist,Homosexual,Mental,Single,-218.51014307403284,74.9760270455094,74.29584721258091,18.93908780272713,A,D,92.75917039864527,-186.88276767322546,C,15.416101221035557,B,36.0144201936134,B,E,0
Jewish,Other,None,Single,16.484521719089102,-0.25383497957719925,-158.43183620747854,-150.8083784896816,D,E,-32.26656542746576,0.050178344999419276,A,-33.04606216809295,E,14.928360106815763,A,D,0
Other,Bisexual,Mental,Widowed,-28.402551468124514,48.23399927244884,85.79153193431013,123.4761296752744,E,B,-222.72869530973466,-60.962930580506104,B,79.54221393963573,C,-19.973813897501117,A,E,1
Jewish,Bisexual,Physical,Single,74.78680059200488,-49.138175711924326,-75.25263769764948,82.34788641177636,C,A,9.749065551148005,-119.52424296043537,C,-19.99351126074235,A,-18.660104606188295,B,C,0
Jewish,Homosexual,Mental,Divorced,-4.841024913804354,122.1830262747912,-98.70613670954407,49.67144760736486,D,D,-157.4880164685857,100.37439663818508,E,-26.68667653122256,D,73.26178874640992,A,A,1
Jewish,Other,Both,Single,-60.13404562128958,88.92255168607869,-58.941711335357674,125.83978979167053,A,B,135.38158701079885,55.572686448321086,D,-97.20438563500102,B,-149.07673357301417,D,D,0
Buddhist,Other,None,Divorced,-45.15025708959729,9.557015393406473,-87.16462211144243,-61.458159690971094,C,B,35.058544210206016,129.59440667701222,D,-54.82087567267848,C,-44.5031112491186,A,A,0
Christian,Other,Physical,Widowed,-10.958390191193924,126.10887848981199,-19.688294265701696,-77.34751693305041,A,A,33.16256447008667,48.57061681988796,B,160.15094407435163,A,155.74513069667447,C,B,1
Jewish,Bisexual,None,Married,-149.1441391778974,-6.711482543434198,-36.35847110086857,40.91377127118798,B,D,-5.5324013413331405,-43.463832952734215,A,-77.45097087363992,A,-50.91487683500742,D,C,0
None,Heterosexual,Both,Married,-76.27532669566587,-57.087738856686286,-69.14127076649508,-60.673067361616816,D,C,75.79622400748664,37.388190506041916,D,-216.3084761618646,A,-158.1692250958486,B,A,0
Muslim,Heterosexual,Both,Widowed,-47.874648428084065,137.0948791822098,-99.60914192723685,44.37564687355727,E,A,-103.59352686365011,-19.27375591365087,E,-44.30155367966653,B,-146.67074869470147,A,C,0
Muslim,Bisexual,Physical,Widowed,-15.423928972307724,6.045650464359547,28.941340421601474,-39.1390510102751,E,C,45.445709006091,-19.105180388027094,C,29.759116275446573,D,-93.17584111553373,C,C,1
None,Other,Mental,Divorced,43.92761438236098,-30.77479208471817,109.73141698190685,-46.64454354607977,C,D,167.27998648340997,-71.56565864266133,A,222.16006972670579,A,-9.7009967480662,C,E,1
Christian,Other,None,Divorced,-90.28004474184172,84.75602684961142,30.38267232346697,-0.7675648200080807,C,E,-2.135936781373348,-136.1679956173766,A,46.880398766090025,D,-2.3378029522900112,A,A,0
Buddhist,Bisexual,Mental,Widowed,27.58028269669921,-22.05407365291184,-24.15806002676911,60.51823913586516,A,C,-42.62134144484543,-48.898384224065765,C,23.54179109551941,D,-96.99393714993059,D,D,0
Hindu,Other,Physical,Widowed,-69.54901437089785,-60.531220006472374,6.055570133746776,26.481991072140403,C,A,-83.64016787057406,-36.12754221124965,E,8.83710587220776,B,-69.45966953418638,B,A,0
Muslim,Heterosexual,Mental,Widowed,-14.259288735697446,19.712441721044158,81.53785851826031,-36.95333539020512,D,B,207.6808878495275,-170.19903697569646,B,-146.7410324936924,E,40.463987801146665,B,A,1
Other,Heterosexual,Physical,Married,45.2218286654407,-13.598677053428753,124.56421680361296,-66.51878106064105,C,E,-170.22942172398098,42.8262725213454,A,-131.48169951235135,C,18.463022553907827,E,E,0
Jewish,Heterosexual,Both,Married,92.13588781145481,47.7525205360867,-126.30831887395885,-111.1371549182157,E,E,-166.51522015016963,104.83509639305957,D,-6.080843706009629,D,-149.08351638761076,B,C,1
Muslim,Homosexual,Mental,Single,-132.9507410769088,162.00017979082338,-24.46117144420862,-53.6592569184403,B,D,83.28108834562182,15.791213756474312,A,-124.35202554670887,D,-73.59639427594603,B,C,0
Jewish,Homosexual,Mental,Married,136.71189191696314,-156.9595293425136,-34.69005395775509,132.49946542533223,A,C,79.92702767980995,-60.220881892578696,D,-26.605968063338803,A,-195.20862157995828,A,A,0
Other,Bisexual,Both,Divorced,176.7138503583365,-116.31464130930185,66.72165512806046,86.1711805464327,B,B,-175.56020617410192,71.82446503147995,C,28.73595020591027,A,-122.45116101505037,D,E,0
Christian,Heterosexual,Physical,Widowed,120.89402137667011,1.2731246915250134,-13.867709089215849,-51.65263647532158,C,D,156.10215925143618,40.68010700472185,C,97.89286705568689,C,-84.75072409429632,A,A,0
None,Heterosexual,None,Divorced,-80.87473219025149,-193.86321457357835,-143.64360911882713,-171.10251221007522,B,B,38.32544385514137,-46.31648443040378,E,28.409259553449896,D,-39.702931767175976,A,C,1
Buddhist,Bisexual,Mental,Single,-81.84222445563285,88.06669960266935,-33.82500847174652,147.8079234281197,B,E,174.331610555564,39.36816339637794,C,-17.3864900142339,B,-155.0982638983548,A,D,1
Hindu,Heterosexual,Mental,Married,-30.777039000475487,53.66488785185985,116.66107242661903,138.3092481515634,C,A,65.0684867401277,-55.370770866358654,E,-125.92050816070706,E,-73.37888690608973,D,B,0
Christian,Bisexual,Physical,Single,-88.34578370453042,-31.60871432904569,43.22237254718672,53.44376646591768,E,B,-40.86891950214497,45.48724670917753,B,38.73763132843995,A,42.368982448104866,E,D,0
None,Homosexual,None,Single,123.31659248622387,89.14829919506711,72.55153356447452,2.0499328791514078,C,E,-221.6607432055396,70.12784573075314,D,30.77644183136632,A,-165.16014154058783,B,B,1
Buddhist,Other,Both,Married,125.62690133542935,-79.83307055479685,-118.18781485882603,110.43272315795856,E,B,-26.092843789253568,-132.52650550546977,B,-80.20241834771143,A,35.52920287760466,E,E,1
Buddhist,Bisexual,Mental,Divorced,138.05864728092618,-60.76906756038619,-129.43655456228123,29.525065056671284,C,E,61.034995275428685,78.12294938940441,C,-48.16276398663148,C,254.72066058998868,C,B,1
Hindu,Other,Physical,Married,-107.43667616246353,-52.787578843180725,-19.190721728404263,-130.89888776104615,A,C,27.974759362435208,-278.8276281471481,C,-65.2056306523943,A,2.690967716381747,B,B,1
Other,Other,Both,Single,-16.1878293828997,21.206494629585837,102.6973052051392,-80.22718303067418,A,B,-107.50442762020134,68.15520428850172,A,24.27635882457288,B,68.63953379386007,B,B,0
Muslim,Bisexual,Both,Divorced,95.40549949442459,61.2894167173384,73.00926070046637,-34.770578685449046,B,B,156.72097127835184,-32.65986372605434,A,-147.6235820875117,D,41.577883399339086,D,E,1
Jewish,Heterosexual,Both,Single,3.366141708582283,-62.465363888001846,-135.69752783755376,-107.08029010800286,D,A,-113.68285681667656,-204.19562671298036,B,186.19880524709086,E,71.92836901200533,C,E,0
Hindu,Heterosexual,Mental,Divorced,80.07312428131033,99.5789540892256,76.88387414217924,0.789462198706488,D,B,3.275119349684936,-35.65550638045576,C,87.66438284633536,C,115.93283821114962,A,D,0
Christian,Bisexual,Both,Divorced,-107.76732250598218,-77.41616495544258,-12.819535899739645,127.12187717419035,B,E,-6.83279507097346,106.14559131396648,E,81.27689938522451,D,-6.285338969800872,A,A,0
None,Homosexual,Mental,Divorced,89.44030411255929,24.183015396963317,-108.94013366586437,-81.1020061020121,C,B,31.38173026418727,-33.16403875318113,B,47.329132632912795,E,121.80331851527508,B,A,0
