orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Heterosexual,18-25,B,-194.5462606220578,39.6595677875619,E,B,B,E,A,10.676439573805139,104.60046343414491,-57.235209765469584,E,C,-84.97105492566965,0
Bisexual,36-50,A,-15.978431918731495,-101.98848168229362,E,B,A,C,B,34.33813620971825,109.44763269473343,-85.42306772728183,B,A,-41.05178794801546,1
Other,18-25,B,168.8227793153037,183.6165678759527,A,D,A,E,E,-18.148592995189023,-17.273560676038045,-209.94985538185097,B,C,152.65859751997485,0
Other,36-50,C,-70.04359685461048,33.66463381719162,B,D,B,B,C,47.361448514390915,-4.221707944508986,-91.90212727019784,A,D,82.04615814360203,0
Other,36-50,E,-25.290791565202785,-225.61336864584516,C,B,A,E,E,-237.27190410627585,-159.16180104942268,104.90413398474554,B,C,-22.402651334651992,1
Homosexual,18-25,A,65.60405205690523,-42.49218008735038,B,E,E,D,D,-73.23048147994001,85.67902907370258,238.77166223335013,D,B,-1.7786703725780426,0
Homosexual,18-25,E,112.83995652237735,-71.94614155021262,D,D,B,B,B,106.74679654474315,-84.50260054198803,16.357834842649236,B,E,-27.71493386715932,0
Bisexual,36-50,D,2.3336083641802587,109.11484839695629,A,D,E,D,E,53.43466325609327,66.47886838646424,38.16828466324998,E,A,42.02189229768168,1
Bisexual,36-50,A,-53.42391061584981,-4.786187863954913,D,C,B,C,B,-85.6889949144915,33.28781794037361,19.045522601180583,A,E,82.2588968207833,0
Heterosexual,36-50,A,54.27656337069021,11.321686263451939,C,B,A,C,C,147.8536152578498,73.45810846467596,69.92737149492807,C,A,-147.29005640467315,0
Homosexual,18-25,B,-9.345151159236176,22.34883341996786,C,E,D,A,D,-84.25235060322237,-301.3501079056938,-6.37731769968569,B,D,-33.58016865261796,0
Other,65+,A,198.9023241324467,123.81376744434291,E,E,C,A,D,-112.959904856626,73.89321154618477,92.59657450553482,C,D,110.31854902853225,1
Other,65+,E,-107.32264453446638,45.028990987861995,E,E,C,B,D,-53.36006827522121,-59.83710107196245,226.58789168212925,A,C,157.67809981762412,1
Bisexual,36-50,D,-76.85013805722912,72.3260363269607,C,C,C,E,A,-167.11470578748012,-61.27141735366741,-114.68275479619263,B,D,-74.23550497256556,1
Homosexual,65+,E,-105.17737228287571,-10.068464316276307,B,E,D,B,E,-144.33502429481067,-224.95691760579913,66.83642386594755,B,E,55.769296798093336,1
Other,26-35,B,40.89704360319855,-14.931046213632621,E,B,E,D,E,-140.69694067176457,-126.49165475830202,3.570635066546759,B,A,-142.30146733514962,0
Other,36-50,A,-65.6203742239918,-41.08729376383262,E,B,E,A,C,42.92087782741415,-80.49800021250523,173.6375064570105,B,A,55.766899806230285,0
Other,18-25,A,4.079741924249716,220.11548271700127,A,E,E,D,A,-258.8826625460451,-137.97339342328198,-75.87789340089854,B,B,-64.93397334484392,0
Other,18-25,C,-7.029167780131532,-32.40911710102797,C,E,A,C,D,38.193819401704395,-53.743720732172676,40.72514434899854,D,E,17.246954945266175,1
Homosexual,36-50,B,-36.93304211191182,-230.32088891302953,A,C,D,D,C,16.429481854121846,185.12156592720555,-213.60987768558135,C,B,180.8659955074877,1
Bisexual,18-25,D,94.33429577384238,162.55107431061927,D,B,D,B,A,13.322604393375045,42.21361918052241,-110.664891692808,A,A,-25.504906523716198,0
Other,18-25,D,78.49376871842674,-73.95436005114794,D,E,A,C,C,151.00572433631783,43.22441273538907,189.09302953452507,A,A,93.2330361003745,1
Homosexual,51-65,E,15.418292215304117,80.95788423411587,B,B,B,C,B,-130.44266175858456,-10.782776801558887,-122.96433946940269,B,C,-171.45775905125572,1
Other,36-50,E,88.10019709598224,42.48549310729558,B,D,E,E,D,99.18851167167084,70.48754243832902,-5.22428597305848,B,D,-177.95373380475888,0
Homosexual,36-50,E,-62.014918547838974,-65.21772250138605,D,E,E,E,B,109.2627022966999,-30.50644905325557,-37.725294524405875,D,E,39.816212670278254,1
Bisexual,51-65,C,-83.57362486549162,197.75289527845035,E,D,A,B,C,-10.992749931111733,-156.31650404387798,-119.4199403931818,D,A,-61.218552280723095,1
Homosexual,26-35,C,123.46125234710425,-65.06316306410727,A,D,A,E,E,42.20723991392286,54.641663574147856,27.23605146168974,C,E,86.22940831918588,1
Heterosexual,36-50,E,-16.39411492471488,44.30587491417262,A,B,C,E,B,-56.26533758507155,239.9751503788882,148.17915882370795,D,D,43.58635553151647,1
Homosexual,26-35,E,7.986410911688159,55.34858125042853,E,D,C,B,C,21.044166824326105,-54.569571801515494,9.136015345572794,A,C,-117.15540340910076,1
Other,18-25,B,101.99935661428856,-114.7169439046076,C,B,B,B,A,-111.51546173301116,80.89273796877833,47.307081222499214,C,C,-42.88099004475024,0
Other,51-65,E,-116.74473808246178,-56.17075937084145,A,D,C,A,A,-82.24016174716924,87.0991382364976,64.25040531362905,C,E,27.3765858386192,1
Bisexual,65+,E,-37.96411470927084,8.768514387588146,B,A,E,B,D,152.5427060185403,-110.15070658720964,11.828864032553074,E,E,69.86099008981539,0
Other,65+,C,53.05480793315698,174.68852381949432,A,D,B,C,C,-19.954460596952604,-135.74953330520822,24.9050240252523,D,C,139.10040171223196,0
Homosexual,51-65,B,-70.01751839108945,-222.5360077550135,D,C,B,A,B,-176.8050210080266,64.06267415048352,26.897276197004906,B,C,282.20174085968296,0
Heterosexual,36-50,B,74.18395181563595,31.18628527023174,D,B,C,B,D,-60.782440797993175,-211.06477463466481,123.46779531222008,B,B,-145.9120008673523,0
Bisexual,18-25,B,-24.583358932882614,-37.39827529392289,E,D,E,C,C,265.3444018124232,-15.983134876314928,-92.17715037108333,E,B,-184.14210819308911,1
Heterosexual,51-65,C,271.44064095046645,25.487203335442103,A,A,B,B,B,5.170224944747454,-0.7158021561563023,-113.28576554000784,C,C,-2.191794774613238,0
Heterosexual,26-35,B,-69.85508578576491,-82.8357162500901,D,E,B,D,D,-75.41382640507072,56.6430486076831,125.7683228082914,E,B,27.302157200843435,1
Other,51-65,D,-57.57874607346889,-51.49489266847503,B,C,A,B,A,24.498598584353125,92.88830428457844,43.10754360664374,D,D,-52.18710378974147,1
Heterosexual,65+,B,76.64845412465168,-37.036486349213035,A,A,D,A,D,118.45592941411248,19.00968909605572,-129.9876124280357,D,B,31.256045420439037,1
Other,26-35,D,-82.53607442496956,12.891984698225253,B,C,A,A,B,6.596949698871541,-15.885240964176367,29.730326906319444,A,E,58.08838042516382,1
Other,51-65,D,-2.827558378450335,27.058587274528335,A,E,C,B,B,75.35896035313993,-193.74733582016546,-126.58950570920912,B,D,218.69481899924418,1
Bisexual,26-35,D,-37.069108391959496,-21.17690155079391,D,A,C,C,B,-54.08644449207788,66.61627741554253,-1.3345673629886101,E,D,38.69296868876473,1
Heterosexual,36-50,D,-84.19419611302676,61.59766369620442,A,E,C,D,D,74.39524732672129,-173.34270758115656,38.52876879542681,D,E,7.046922592594098,1
Heterosexual,65+,D,179.55489560975946,86.25765617200393,B,B,D,E,D,129.35423157576483,56.869438876114096,-127.7287288825029,D,D,146.4292309110762,1
Other,65+,C,-13.09594564082453,-11.089715523653943,B,A,C,D,C,-87.42974264545282,80.97602468825505,144.0418333135997,D,B,24.814413657872674,0
Bisexual,26-35,B,-231.50214849059884,31.761042314544046,B,E,A,A,A,-133.44352519196158,-36.262914726279476,29.035029784599725,B,C,-72.71647628476825,1
Other,26-35,E,-12.389712574719656,97.5149511234458,D,D,E,A,E,184.30413007738164,79.15341068718496,29.38145912655297,D,A,-66.44322821084073,1
Heterosexual,18-25,D,18.211285871055903,-24.241548656845033,C,B,A,E,E,-2.9362345887651045,-41.37328870303403,-55.97185859494085,C,C,-270.04724806494,1
Homosexual,36-50,D,-47.00019880296917,-211.22004736965448,E,A,E,C,C,-136.68900659498973,25.027453852607508,-95.68159970181577,A,C,48.02713791696358,1
Heterosexual,51-65,E,192.55296287091696,-82.69630653221061,B,B,B,D,B,-20.037732029159116,-146.86155753003945,44.11205381218555,C,D,-169.81178924841362,0
Other,36-50,D,103.19695614953162,-17.659271645756995,B,E,B,D,D,95.00481588426295,-42.120613469872524,-56.11247979548971,E,B,48.22407683251088,0
Heterosexual,36-50,D,-99.84182693370917,-3.060591522100115,C,C,C,E,C,-2.587111997527048,91.24744316057306,-33.15706222838138,A,E,22.302188956327175,1
Homosexual,36-50,B,33.68466820879598,-2.1820729237319885,B,A,D,D,E,125.9230787494859,-34.03743689734887,-85.347143035634,A,E,-74.33894729770427,1
Bisexual,18-25,C,-49.98329566487731,-11.013166547309163,D,E,C,E,A,-59.720839036751386,-22.008260722172967,-36.839294361475375,B,B,-143.29429732276444,0
Bisexual,65+,B,49.62624797062545,-12.473416547426428,A,E,A,E,C,70.60011793784065,34.681420116487935,-163.9563961835867,E,B,-51.34939731099525,0
Heterosexual,65+,D,-77.18907892212577,128.605572816536,E,D,B,D,C,202.50957397862464,-70.94773561393257,-30.0055446210601,C,D,55.2404222692371,1
Heterosexual,26-35,A,44.45530054204237,-60.226579435960545,B,B,C,B,D,-68.15526580981633,44.0495451228339,-21.070376808184637,E,C,33.06523689236712,0
Other,65+,A,77.75889715504807,72.53713985032797,A,A,E,A,E,57.34187627049674,-86.31530808950943,-21.92798919933164,C,D,94.94162365538897,1
Homosexual,65+,C,95.95370706098709,45.13893221951843,B,C,D,D,B,168.17382493494364,-89.50649409291245,177.40805617937428,A,E,21.739771767169916,1
Bisexual,65+,C,-212.92021608500664,-19.16422278770051,C,B,D,C,D,-5.196266759293261,-89.03973468246049,20.779419408179013,B,E,-86.76929255386429,1
Homosexual,65+,A,-100.97560869103215,17.814438475565154,D,B,A,C,A,-128.47451082710816,-51.96054673428664,49.284544565578656,A,A,131.5753062285856,1
Bisexual,51-65,E,-27.878531925336524,117.60238449690527,A,C,E,C,E,-256.9648235920984,-48.83924375811611,-81.04810417937084,D,B,-90.0980359031411,0
Homosexual,26-35,A,52.213443413163006,26.12789687829115,C,B,C,D,C,-8.042102033898525,122.69094407468593,-10.29852937912332,B,C,-81.08167794930907,0
Heterosexual,65+,B,20.244488108634698,-102.61591412945239,A,A,B,C,A,-144.77521696627477,183.48962495021638,-65.69222520631305,E,A,9.010898537468057,1
Bisexual,36-50,E,-186.83331151249112,-32.953659700737745,A,D,A,B,D,216.15397675620906,-80.35352989536733,107.53157614101482,B,A,-117.77542115198187,0
Heterosexual,26-35,B,112.37562216346046,31.373566090954014,B,E,D,B,E,-111.94572519052551,-104.52368333493374,55.83815846419328,A,E,79.10149419516033,0
Homosexual,36-50,A,199.10154106881694,194.1284637621402,D,A,A,D,B,205.0518663391656,-28.593162387069697,127.72700686103006,B,B,-21.37891791685637,1
Bisexual,65+,E,-52.843670757028804,-174.06218336663787,E,E,D,B,A,25.04880888830564,14.651811874421803,-32.37834651561543,E,C,-43.67765644914438,1
Heterosexual,36-50,B,102.80279969310236,78.7590612958503,C,B,B,B,A,50.3247312696707,141.97798307850493,-167.29882646820823,E,C,31.19363490668533,1
Homosexual,36-50,E,22.183264175970226,-101.37659692716525,B,C,E,B,E,54.12872437634286,84.42806123010273,49.55535955179136,A,A,-183.51033644898826,0
Other,51-65,C,-255.5824960207184,-89.82329426184276,E,D,B,A,B,-27.084919103756533,-21.2087549390892,223.57725207349665,E,D,73.3677954330405,1
Other,18-25,B,-7.6893554943130145,-11.26983946875499,D,E,E,C,A,-37.896175383210675,37.980083651141285,-38.01039313816772,C,D,10.714012490906095,1
Other,51-65,D,-99.5762517704067,-137.22604012115647,E,C,B,C,C,-34.59775468859479,118.02522975905009,92.53603273345739,A,A,196.75321385083268,0
Other,65+,A,20.10940510750331,187.70744157909544,B,A,D,D,E,187.8214528819065,98.27106909670543,-73.19185174461488,E,A,7.248922652858293,0
Heterosexual,51-65,B,-132.6084371770976,98.37510054539219,C,E,B,C,C,61.61981799260398,-22.074069228634173,-6.906414859551258,D,B,-34.30723427372567,1
Bisexual,65+,A,89.5005079934733,-231.82110127276383,E,C,A,C,D,-45.98418614908284,29.735555956520223,82.05066032451695,B,E,-40.26496751748159,0
Heterosexual,18-25,B,-113.56909048276313,16.30571549441354,D,A,C,D,E,75.66665209885616,5.212402319790429,47.014181376965404,B,B,13.733802071402584,0
Bisexual,36-50,D,98.82289449655197,-56.448377199020236,C,E,D,B,A,99.75096114272652,151.41811650137973,-127.94977339169631,B,E,83.99377590437143,0
Other,65+,A,-56.564221816672614,20.764939738518347,E,A,B,D,E,-134.258430407991,48.29734485300109,113.70769390489346,C,B,172.65177819461826,0
Other,36-50,D,59.69024429172312,-11.568979464959648,D,B,A,D,D,74.94305552281007,-49.59655665614851,-63.85575537888511,B,D,-1.8851331211927096,1
Heterosexual,18-25,D,-24.227112935844005,-55.06161966680623,C,D,B,A,A,16.495031503196994,68.96618438407774,78.40645167827304,B,E,85.62931678217099,0
Heterosexual,65+,C,-161.32396139876897,15.743483056575228,D,A,A,C,E,-46.496130187919015,-14.461657417805387,-5.796489075079674,B,D,100.88043024264088,1
Heterosexual,36-50,C,47.42694733519951,15.605564498830017,A,C,E,E,B,194.82350679110434,-48.637931340996474,-63.37557683106845,E,E,57.81535568294595,1
Heterosexual,65+,E,-10.503476166325445,-37.46484554191568,C,C,B,C,A,-7.8200807026205315,-97.92880269621087,-121.3111547872298,E,E,65.8775780630273,0
Bisexual,51-65,A,21.55080758102683,-173.42344704050922,A,E,B,C,E,-48.465802278507915,326.769325437886,20.45695374680542,E,A,112.00300267903181,1
Other,26-35,E,-45.84494020441292,95.53740098148069,D,E,A,A,B,21.768042815042264,19.57203486409937,-75.32186017144579,C,C,48.508605042147096,1
Bisexual,51-65,E,73.47335232017302,-23.45701679383187,C,B,D,E,D,-34.38701327682111,16.95704305644468,90.17708186118017,D,A,74.65708008622777,0
Homosexual,65+,A,99.80770632016382,107.292385553585,C,A,D,B,C,123.10601541772365,-65.52963571831503,-22.381779020723336,B,D,-218.0379955963774,0
Other,26-35,B,-65.42322845045393,-152.78702647296845,E,C,E,A,D,-136.12447982484102,-14.978841755528332,27.48821253264967,E,B,69.15003715180023,0
Bisexual,36-50,C,-69.12609324183417,20.714005194127,A,B,A,A,E,-2.3773085317623748,112.26477960602921,66.42872360720268,D,A,-61.633802002374,0
Homosexual,36-50,A,-38.12645644592125,-9.092652984664829,E,E,C,B,B,-12.405285009786779,5.07198869474913,-96.71732672401735,B,B,74.15207114206213,0
Bisexual,65+,D,100.78620709828449,-12.943855990190972,E,C,A,E,C,139.0316457937962,80.34880540106273,91.73853599782808,A,D,100.10559269113952,0
Heterosexual,18-25,D,-115.37562156130379,-43.331431763142994,B,C,A,A,C,227.3795563510241,69.76299268666153,15.906542208027322,E,A,-33.105835601879065,1
Heterosexual,36-50,D,52.67591184459987,1.6830853637281782,D,B,C,E,A,15.524265509681651,-13.99674151021486,-4.138762250465019,D,B,58.99757680262526,1
Other,18-25,D,-205.7099509592967,52.184915678590116,E,B,A,B,C,9.176226977394537,-69.46811581949513,-5.898439030827891,A,D,-31.433595389682406,0
Homosexual,26-35,A,-104.69378264076919,-68.26245798196257,E,C,B,B,B,-114.07759971542824,179.03163792483883,158.3309143549265,D,E,-58.06357954696346,0
Bisexual,36-50,B,-48.668163862118796,78.00020460221279,A,A,C,B,E,26.553635538908672,-48.10053441958392,72.32437017727665,E,D,-37.44135717025651,0
Homosexual,18-25,E,40.593126103105796,38.5132846491309,A,D,E,D,A,-33.222656370587714,-59.7594740445885,-66.62704575462088,C,A,204.27204167591614,1
Other,51-65,E,-78.37911109072155,24.476775937519385,E,B,A,D,A,95.72395092288193,-59.38591209310605,12.656231797995824,B,D,-102.64282080855548,0
Heterosexual,36-50,B,-15.753997563088962,-75.03555430835257,B,E,C,E,E,-45.95176584831724,-72.39821022461963,162.4930612597099,E,C,-78.81042510782214,0
Bisexual,18-25,E,-54.602179517721474,85.44090405280981,A,E,A,C,D,-76.46294447036253,75.60992693254676,31.98828399395462,D,C,147.48432285740935,0
Other,18-25,A,-178.520250401084,-145.57136809147823,C,B,E,B,A,-44.84901475138494,108.50187891985301,24.762307258303686,D,B,16.14214578455895,1
Heterosexual,65+,C,39.27392952652604,-28.091436805663655,B,A,D,D,E,158.42916647179584,74.4396498485886,-61.001719606001735,B,B,-51.9713427900642,1
Other,51-65,D,104.06897944713238,91.69618412863495,E,E,B,E,A,-1.3619768739102667,60.604512854427405,107.59932528096934,E,B,-126.6246953483409,1
Heterosexual,36-50,A,170.90995548453975,-109.06102058663463,E,A,B,D,C,44.14693661121555,146.69565891561925,24.15946812425811,C,C,93.5454520445297,0
Heterosexual,36-50,A,95.66190591761985,26.272113935911378,C,E,D,A,B,-6.657372080451454,88.0631814295688,12.720145550733458,A,C,94.63537542386024,1
Bisexual,18-25,D,-61.12121541478467,58.90890442956631,D,D,A,C,D,-28.022970807929497,-99.36437834242032,-120.70484230988978,C,B,13.232378705957546,0
Heterosexual,36-50,B,-59.654698211915914,60.010153265243325,A,E,A,D,E,127.81423951434594,-4.323766260084868,44.253410749743686,A,D,-230.23659827910498,0
Heterosexual,36-50,C,38.96499053431104,219.44890153432738,C,A,C,C,D,34.01966236641512,171.30756277654055,179.8097273264148,A,C,-27.29529739634889,0
Heterosexual,51-65,C,-9.341673079341813,46.97765505049183,D,A,D,B,E,70.30855367141642,-71.64972531416652,13.279468825106514,A,B,-36.57330362299898,1
Bisexual,51-65,E,186.74571363413605,-9.070729434268598,E,B,C,C,E,-54.558368493356845,36.39129230394323,-93.68347536045535,C,E,-102.8515394265573,0
Homosexual,36-50,E,136.1863482509302,-86.284299530097,E,D,C,B,B,-80.52324908489454,-222.8826731108254,-16.733941371059064,D,E,130.57597769484101,1
Bisexual,26-35,A,74.88975741945409,-21.57486293856205,E,B,A,A,C,-52.187102951291756,21.811910883720707,67.32316609516843,E,E,-72.05027202361282,1
Other,65+,C,-87.15873637017387,289.3024886324019,C,E,E,E,B,-33.932416617487135,-180.98378848071462,-19.91429336845178,E,B,-27.181948242816308,1
Homosexual,18-25,E,14.122478641407923,-29.641140285116695,D,B,E,E,A,-38.91110098297416,-15.77811553821555,-59.99050339184942,B,B,-88.29342839614034,0
Heterosexual,36-50,E,-104.55480049749872,-29.767056752359235,E,E,A,C,B,11.144059631386249,258.2845166674267,-131.17929382850332,B,C,10.259416962750368,0
Heterosexual,36-50,D,-179.75050677455698,62.42829900415272,B,C,D,A,B,126.0760727241227,-165.89519290589055,-72.29124966384212,E,B,-117.38495423773443,1
Other,26-35,C,-54.293266633664615,-146.9383234952456,E,E,C,D,A,-38.03708535872731,36.90666767894473,-128.37620868214697,E,C,96.46682824481535,0
Heterosexual,65+,A,29.702798263015183,144.40126279105655,E,E,D,A,D,-20.42048850310675,-61.663937710418146,131.649457866946,A,B,96.6613846932525,1
Heterosexual,18-25,B,28.93274290257466,-120.4687516683025,E,E,E,B,E,-41.16582858724638,-87.24700719356196,-27.698332494443495,D,E,-85.04623580521866,1
Bisexual,36-50,B,-103.30320293766985,6.504198720079579,D,A,B,C,A,-161.54487085161594,12.961957465285407,-54.37130606902013,D,E,-115.33042983850007,0
Other,36-50,A,26.7273208571129,11.379198868225725,B,E,C,B,E,3.3993612898252765,37.2399222929485,184.69370722157822,B,D,-3.6154843330627076,0
Bisexual,36-50,C,252.0679044813791,30.94611501635873,A,B,C,C,E,-76.7918832828148,-10.986917125725917,63.15770114988829,A,A,-194.03866165959994,1
Other,26-35,D,70.3617610039889,-122.24660729225899,E,C,A,E,A,0.6552984961664299,10.668745751819166,94.35628265409383,A,E,91.51783281923923,0
Bisexual,51-65,B,-191.13890722640656,-129.99935888898148,D,E,C,B,B,29.922624014987427,-104.34327337439682,-165.28376629337467,E,E,-29.80076317820958,1
Homosexual,51-65,A,1.9334125064677368,118.05811180463128,C,E,D,C,A,-46.167402711146025,178.5326074877132,-108.24964658461609,A,C,95.21809719139559,0
Bisexual,51-65,E,-99.09925857886844,243.4303275580205,A,C,B,E,E,80.8121782843504,-54.834282510233635,-14.033432733700831,A,A,60.771900415769885,1
Homosexual,18-25,D,214.07242153568617,-49.46494021689392,A,C,C,E,E,-24.840200563815422,73.6601627636968,-12.120228575065124,D,E,22.212590130735514,0
Homosexual,18-25,C,-151.31265728517417,-107.14511475092097,E,C,D,B,B,-42.48491385561241,-88.1500556178104,-15.215843966139692,E,C,105.86752620421666,0
Heterosexual,65+,B,108.41077800133145,72.28009045220605,E,C,A,B,B,-75.40980937254412,-88.18923227506335,-55.76479855541906,D,D,71.59491098981664,0
Other,36-50,A,80.83617364081836,-152.78245902679947,E,E,A,E,A,-171.11145405423937,-159.9601107371508,9.31394004822851,A,C,141.8557314729349,0
Homosexual,36-50,C,46.35080918506189,-8.27094676865171,B,A,B,D,A,291.89298849321494,-33.31223084240095,-0.3397643540916866,C,D,-102.40434804307186,1
Heterosexual,26-35,E,33.462630154736395,66.82463314790319,C,A,C,B,D,3.812060166603036,-104.83089753015484,34.0397760887258,B,D,-138.72630776063508,0
Other,26-35,E,-22.663073395999316,-10.454559850363319,C,B,E,C,D,-43.42330168547188,32.3318453400219,-67.91351310451091,B,C,67.60955787787215,1
Other,36-50,B,11.447576800265345,-87.45388851101063,C,E,B,A,E,170.3790243814717,64.64414751253028,-182.2843568273277,E,D,16.056657237601392,0
Homosexual,18-25,B,-12.749362280048459,-49.25420532396876,E,C,A,E,C,122.50643030096823,-25.77245612634528,-18.736642177098386,D,B,157.35012348331662,0
Bisexual,36-50,E,-97.55362020897213,35.05796458869235,D,C,D,C,C,-73.8572770779794,93.95072585379809,-64.5998959891771,E,E,-10.3220473754507,1
Heterosexual,36-50,A,-17.136779969905138,-107.22013833711455,E,D,B,E,A,-125.94098984200292,87.20532601517857,-68.79981389818897,C,D,-154.6783350311215,0
Bisexual,36-50,A,-105.31893476676385,-204.84139839719919,B,D,D,A,C,-111.02586418197886,96.23630301744357,-77.85822309537919,A,C,-78.4509616346621,0
Other,36-50,B,-152.057987814397,-92.1621597665932,C,D,A,D,A,30.20195745386586,-118.61972763347019,-137.18389840338915,C,C,106.99388298809342,1
Heterosexual,65+,C,-264.0452109013911,183.85744131632356,A,E,E,C,A,44.470711583348,140.63519635851438,19.636874257420835,A,C,135.32318402870598,0
Bisexual,18-25,D,-78.25001595238969,110.2944345974616,A,A,D,E,C,-3.8299770507314426,-228.51467812164324,113.70547140217644,A,E,47.98870653760831,1
Homosexual,36-50,A,45.86261088403944,-60.191273590737794,E,C,E,D,D,-74.2449065796892,-204.09743134358672,105.03674090731103,A,A,142.25497292146702,0
Heterosexual,51-65,C,51.46316979976097,-50.74373448998758,C,C,A,E,E,145.26559739604102,-143.73992400640964,-200.81348360514548,C,C,-24.232333893264393,0
Bisexual,65+,A,-60.532470209045044,28.1682665818579,C,B,B,A,A,14.327849966887426,-351.4036020243638,128.39369928430534,E,D,-66.15540684869727,1
Heterosexual,36-50,D,143.1874568486377,-9.37303034461478,D,A,A,C,E,161.74284154092788,70.42032596732777,-10.394942467230347,A,D,76.9317221631898,0
Homosexual,36-50,B,22.589741203424772,-44.56815361521121,E,D,E,A,E,-125.67473483518647,85.92604263890804,-132.97220226487804,B,A,112.58553957050556,0
Bisexual,18-25,B,72.34035610673794,-35.18864321465227,A,E,C,C,E,-84.26430524993596,-84.58708490583555,-79.37235514062124,E,E,-92.00635417254153,0
Other,18-25,D,-33.08146569811405,-104.5703996910554,C,A,A,B,D,185.55265596741737,-112.86065168529267,-87.27110330943754,A,D,-233.46036579275497,0
Bisexual,36-50,E,-72.66498583419794,78.70820412486695,E,B,A,C,B,-21.655832196518503,-194.78279513936977,25.53204168778792,A,A,57.22713309745182,0
Other,36-50,D,-44.810944242377936,15.927135748269922,E,A,B,C,D,128.35144580379568,-28.995013597984133,-15.216423158110631,E,E,73.94064327841956,0
Bisexual,51-65,B,11.870622777365968,-81.15016142442862,B,E,B,B,A,15.028523767926421,-101.06355885176643,13.018358055923725,B,D,-171.08287847333358,0
Bisexual,51-65,D,65.63095111284937,26.197263719587404,E,E,A,D,B,-23.210280679468813,31.82642203571216,59.08165927057508,A,D,-5.41932269988824,0
Bisexual,51-65,C,-174.70068217637993,218.22304011095756,E,C,D,A,B,60.54959954232153,193.18030787075068,195.79094520216503,E,A,-52.64402681947465,1
Other,18-25,C,36.01250887510161,129.9054728632178,A,E,E,E,A,79.0631656069999,65.10452791181581,-160.91433864465472,A,E,-56.166757435915436,1
Heterosexual,18-25,A,-26.200260453323427,15.618533853097958,B,B,D,E,A,128.7776147861815,7.928144255683871,-38.98618288499596,B,D,9.078942919387703,0
Heterosexual,18-25,A,121.90562173991266,-44.56694273150197,C,C,D,B,D,-242.61305228558663,64.00651116555314,-64.56717325184758,B,A,30.181389136726978,0
Other,18-25,C,44.28906671954878,128.20000610696886,E,A,E,C,E,-261.05750516354334,88.34466468749234,63.514114611097995,B,C,21.989864749032208,1
Homosexual,51-65,B,140.47102452385266,-3.275775952560326,C,C,E,B,D,-97.82029760933297,-70.9584194336185,105.20691976795251,A,C,196.04323810189678,0
Other,18-25,B,18.569518373154146,-44.71576938748461,C,E,B,C,D,120.72738685245793,94.27711786377841,186.6365335073426,C,A,87.33421517647585,1
Other,18-25,C,164.28157164254955,6.024338003988984,E,C,B,C,E,61.78880664877897,81.7765731988768,-17.61284462334821,D,E,-15.771409365919828,1
