birth_year,age_range,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
75,36-50,US,Non-binary,A,-146.20733263197286,B,B,D,-19.476264469461753,E,E,-49.39020293712516,E,257.59763625508134,A,164.112761492759,-213.6707624205203,C,-39.29050053684195,A,-63.395344373789364,1
58,36-50,Mexico,Other,A,5.171479116821894,D,B,E,-108.99420184696231,D,A,-100.49663487570292,C,-82.09136455460138,B,-69.10415694984785,-11.916705902445923,E,200.0905816913017,E,-27.582810963672806,0
97,18-25,Brazil,Male,B,-59.08542542655039,D,E,B,-57.889622605112024,D,C,25.363637442046944,C,176.99820989257776,D,39.551885334532685,36.4595686077748,D,75.89837227202595,C,-257.4932008516659,1
51,18-25,Other,Non-binary,E,84.01600112150761,D,B,C,-44.26772269114191,E,D,-83.57796061719614,C,42.663546669282034,C,194.2218286124373,-97.45646076509723,B,51.070866706739004,C,45.95877220613662,0
48,36-50,Mexico,Other,D,-94.34133635900238,D,A,E,129.62166653836186,A,D,1.761968056422732,E,-1.2949851603786473,C,-70.59133650073231,31.143311307074402,B,15.780863166714292,B,121.77348294603121,1
26,65+,Germany,Male,D,92.18647917350134,E,B,A,94.4744954742815,A,B,135.002598397432,E,-10.241098470139141,B,-34.355698662713166,92.35306428225584,E,50.98314436600306,B,91.35014599105264,1
61,36-50,Brazil,Female,A,-26.752996351266184,C,B,B,87.53580477662885,C,C,98.5850852430452,C,9.944470775529075,A,55.16797854912846,-62.03089262172416,B,-58.90133729643851,B,-125.01849142786917,0
71,36-50,China,M,A,-17.283793893307575,B,B,E,132.74006923264272,E,B,-7.672640879807559,E,37.67825819259489,A,-20.555965637828262,-82.82442285005162,E,-43.55312842429381,C,-98.23950137228795,0
18,36-50,UK,M,D,259.6522885283583,C,E,A,15.356500620347644,D,B,-174.21443399264896,E,105.7122051876583,C,-30.306594458540577,167.22056457718,B,-50.10908640492635,C,-15.118947245152626,1
64,51-65,India,Non-binary,C,103.1524878684809,C,A,B,-43.81709243864048,A,B,41.105514061155155,A,-139.14124430768612,B,40.88176144635496,150.39649971972236,A,35.71624113677055,A,-4.019688782179961,1
90,65+,India,M,B,97.12858113760754,A,E,B,72.62477797466535,E,E,-91.74873689296692,B,-282.2349364911511,E,160.4121532901944,-79.00819325555311,A,-50.054193810303104,D,139.39599892307297,1
26,36-50,UK,M,A,76.6029110228261,D,E,C,-46.68990980789729,D,B,119.25014911941875,C,-27.24327125050975,D,-11.85883419565295,-55.7442471277118,D,-41.5336969921329,E,-142.55956378857059,1
95,18-25,India,F,C,-144.0059143838694,D,E,D,-13.04424072729702,B,A,110.31229125050297,B,-35.42895158917234,B,17.075857966787954,-35.32407461300972,D,-67.6455841468745,B,116.40421291640362,1
53,18-25,China,F,A,37.996062404480845,B,B,B,63.604945895012555,E,A,77.80530703013575,C,31.150922181536256,E,21.59571331642949,21.24940907901746,A,-11.693422466930272,D,28.38722567393709,0
92,65+,Mexico,Non-binary,A,-42.181312177497674,D,D,C,-68.77767691499223,B,B,7.041375933774169,E,-73.74579265566459,A,-88.25462096418684,-2.527835287115677,C,164.17266882054247,B,-133.28955038964696,1
70,65+,Brazil,Non-binary,A,-84.80949399422875,D,E,B,65.12317437325066,A,D,67.81009358604557,D,32.13774645906307,D,-4.921802178776643,-12.019418190691294,B,132.7268587182201,B,20.740224699467863,0
78,51-65,Mexico,Other,E,98.95006424234467,A,A,E,73.29300886685297,C,B,91.73723524954008,E,-101.45582674469726,D,-59.26119974620174,-67.16136147690779,C,-68.29478911579982,D,121.00014046320646,0
24,36-50,Mexico,F,D,54.554406778632725,C,A,E,-94.9689631066946,D,B,-101.37540181981748,D,-2.8322441069251476,C,-28.710213089933006,-32.37794506432194,E,-34.053624374024835,B,-0.5589998361105772,0
53,36-50,Germany,Male,A,-213.1115569609003,B,C,E,43.043707627377074,D,D,-109.88902617472056,D,44.89977885650424,A,-59.32230081659156,238.2403169636639,E,-48.37859177809852,B,-41.2228353759651,0
87,18-25,Other,Female,C,-150.3157632540188,E,E,C,14.22009662440066,C,C,-167.51503250176253,B,-8.222075907043532,B,68.51728980551755,-109.4653454602509,C,-3.8957116235695826,A,-2.6827341521152546,0
85,36-50,Brazil,Non-binary,A,-36.11175637893118,B,A,E,23.19136345245366,E,D,-18.04504175429654,E,50.72121690999594,C,-79.43926334607457,43.31844416166819,D,-57.01123876596492,D,-23.78321348749187,0
52,65+,Germany,Non-binary,A,-52.755700491824356,A,E,E,37.42482039645814,E,B,-94.85269075247952,E,184.53771595918263,E,4.376345178057138,35.62028340758299,B,40.14221697545595,B,66.90683097838908,0
63,65+,Germany,Non-binary,C,110.78177256871118,E,E,B,45.689181604460394,A,D,-41.818190666967325,B,-86.44675172358212,C,114.97699201149163,-43.865104568895255,C,205.12019951627178,C,49.30093510110398,0
41,51-65,UK,Non-binary,D,-152.6902395416115,B,E,E,-46.67186457362828,C,B,-14.728552323738237,D,-207.44641380722447,B,107.81882869861157,92.59251127158227,D,15.293831071311931,C,-10.1706418934865,1
69,65+,Other,Female,A,-19.000682046365934,E,A,E,-158.24573356362052,B,C,70.43003318299203,E,-22.640063735523512,C,-29.165707273592133,33.057121600504104,A,-18.003214713859887,D,37.0785549817848,0
63,26-35,Brazil,M,A,29.273565556367853,E,C,E,-82.90360220076587,C,E,-13.169086184195306,C,-78.78996314076797,D,-50.34144105714267,-39.262364412230056,E,-10.259343477009358,B,-0.04317266750099957,0
78,26-35,Other,Female,B,47.89360850759225,A,C,B,-158.12571126204102,E,A,61.0547266111546,A,-15.963850657945331,A,105.13022769291534,-154.3253244445939,D,124.30304046842573,E,-120.41518154631947,1
54,65+,UK,F,A,-58.43948449884666,D,C,A,-249.97117858203853,C,B,-44.66068493760107,A,75.50669069094235,C,106.36643879663372,-88.91137001100985,D,-113.79559928147773,D,-50.53259906469243,1
90,18-25,Other,Male,D,75.58664618137057,B,D,A,71.02588533921869,D,B,-60.227469362535224,B,67.95011009231649,E,37.44256612417845,-80.90926831285917,D,117.46560329087046,D,-25.861387250565542,1
38,18-25,Brazil,M,C,98.12718890305977,E,A,C,16.567978374441946,E,E,77.236963997349,D,79.68133445754263,E,-53.84048474117004,-3.9270944491421953,C,123.44173051758021,E,-66.62228143787686,0
88,65+,India,F,B,7.4116331263582955,D,A,D,121.43368261200398,A,B,127.97574954419126,A,-184.3371786304177,B,105.13123093624526,191.2180939426041,C,18.872481258715368,C,6.756862800772182,1
41,65+,Brazil,Other,E,107.63512699508655,E,A,A,130.3709902809078,C,E,-36.623245424969134,C,-99.11343101767541,B,77.59293046895228,-83.5884562551803,D,86.33148100258519,C,112.95160217717392,0
29,51-65,Germany,Female,A,10.008353824994831,E,B,A,133.6785420201974,C,A,18.384139176737865,B,-41.41165948879903,E,-55.31239891447404,-96.39962095995507,E,4.168341076720391,E,146.884715445551,1
31,51-65,Brazil,Male,B,-141.23848324855766,C,D,E,10.95290358762737,D,B,-51.05033663610047,E,93.08209775422253,D,-13.650960679297159,98.66860462755005,B,13.819859853455602,B,11.114423441410773,0
95,18-25,Mexico,F,A,35.632381320424784,A,A,A,-189.69368337583504,C,E,-98.16444800448568,E,-3.681703808567053,E,15.054337545023627,26.475847929831765,B,-133.30671258586153,D,-130.54461846239516,0
72,18-25,Germany,F,E,-25.250848296479177,B,A,C,-12.181719018489934,D,A,165.17735296285292,E,110.2218867428598,D,141.13622566007172,22.380773065463295,C,-177.5046717031374,A,11.008551810476481,0
53,26-35,UK,F,E,107.64147072996681,B,E,B,-33.85273261945495,C,E,-133.36037062214493,A,155.75572552787614,D,203.7612214860964,-145.77827492541394,B,-25.929388459279707,E,8.761910576529159,0
68,36-50,Germany,Female,D,110.44054852045848,B,B,C,-59.085878126325284,A,D,172.45003807912622,D,82.02342166640364,D,-200.91046938313912,-56.49389505733544,A,24.369769688602588,D,-12.01212739016543,0
94,18-25,Brazil,Other,D,-83.36985945835838,B,E,B,-34.04268826835747,B,A,152.14345983014178,A,25.270528065357244,A,-149.9326172234322,16.354035711283426,D,36.367863877551315,A,-135.85206844564672,0
34,36-50,Mexico,M,D,-88.16002657458503,B,B,D,11.049999884421165,C,E,-55.684878319197715,C,34.62902454484214,C,-11.946084579459212,139.5516913722696,B,10.595596719174432,D,-66.67289753201973,0
55,26-35,Mexico,F,C,-124.7493441406256,A,B,E,-19.246261870723757,E,A,72.64082582183721,A,9.885178396552622,A,75.74286448295877,-22.25029101762381,D,-172.21402961057726,D,35.32883302600134,0
62,51-65,UK,Female,B,16.345934005297384,D,A,E,129.71108219605554,E,D,-3.138717033316876,C,-27.854888054798693,D,-3.6778222031986827,-35.92478385604231,D,-116.8192704799797,C,34.2411353108973,0
24,36-50,US,Female,D,209.91449192126862,A,A,B,-46.89474890033092,A,D,-0.41503460848641893,C,121.38418520890868,C,-120.72404943637262,-204.58664760027014,E,181.2100832181754,B,75.52409000376645,0
48,65+,Mexico,Female,D,-84.47115530988923,B,C,B,117.44105030197878,A,C,60.74196783290159,C,144.1932780974325,A,-39.81610934618837,-13.840718903939056,B,30.550979996749383,B,-1.6799475817317653,1
33,26-35,Germany,F,D,23.59858114872761,B,B,B,50.01371634909594,B,D,-112.69662892211711,A,29.19518325567565,A,57.091384687481664,55.54264898553068,E,-125.7255645197706,E,11.587108366847843,0
20,26-35,China,Male,D,-23.658391634881877,C,D,B,-128.9332460437938,E,D,39.23457917234253,B,-253.22801209683686,D,-12.305446650004473,56.1254367593806,D,48.12774821921833,B,109.80727113207975,1
73,36-50,US,M,D,51.22603057113015,B,A,A,57.19520211745637,C,C,-66.47805757849807,C,91.3817784816192,D,63.0065725054521,-38.199421539998056,D,-65.86387411004513,A,190.4474634252023,1
97,51-65,China,Other,E,-50.34906489283788,C,D,D,147.26783898727135,D,A,-54.058223730409026,C,-20.265300162790897,E,-76.71912968184444,-86.60765308956137,E,-8.280750806943134,E,-13.41790477953307,0
97,26-35,Other,Male,C,-10.982360889409636,E,D,B,-107.71580072017335,C,A,143.924909460669,C,26.98695946101984,E,117.77211846305704,-42.75435621427054,D,-79.67264241601917,C,23.789500126927418,0
99,26-35,Other,F,C,45.291147488732186,B,B,A,18.395641826945507,C,B,-75.85556339963898,E,26.36570283813402,A,-60.158462986018215,291.516278717706,C,-67.50362252390308,D,-7.119765344127864,0
65,26-35,US,Other,D,100.58058394510721,E,C,C,-0.5515545409771119,B,A,-61.37449372345799,D,-72.4984300163372,C,70.93229832390041,96.01302327263751,C,174.77516137191992,A,73.96514990624962,0
31,36-50,Germany,Other,B,46.20898205334024,E,E,A,146.25507029267965,C,D,-62.64739398680006,A,33.41163410039625,A,100.463076176225,-12.055163446312495,E,-42.099906699212454,D,-141.94577370202163,0
38,65+,Germany,M,E,56.85139853549769,E,D,C,215.88046126929896,E,A,-119.46107609927432,A,-132.34168831605692,B,109.71751539695782,-100.65911739288079,B,-118.49368323368903,A,30.671825647572536,1
27,51-65,India,M,B,97.478099408595,C,D,C,-30.318370670894225,E,B,-83.98884115951294,D,-39.11512377347835,E,69.27031149584748,59.3090175533059,B,-6.71770019523467,D,30.11317766179154,0
98,26-35,India,Male,A,-75.37290248365423,B,C,D,-264.68066304357495,B,E,116.16774093503197,A,56.258562647275,C,111.14222580942126,-8.47545884812894,E,-165.82931219132684,B,178.62627080632396,1
54,51-65,UK,F,C,-128.73254654906202,C,D,B,-36.94015220557213,D,C,-65.04554826473574,A,-5.389751010247255,A,119.51361821076205,78.27310310026989,A,-36.4785494127828,D,140.35187891980473,1
94,26-35,Brazil,Non-binary,D,-144.41531117052037,D,C,D,23.52446311565528,B,A,-111.86368421355854,A,156.5686569373815,B,-99.31326758936827,-45.59893294109535,B,78.66423423624272,B,-20.362918706029213,1
53,51-65,Mexico,M,B,-25.556032467352622,B,D,B,71.7179145301806,C,B,-293.5643753098616,A,-34.90754563648333,C,37.80153892869693,-211.9956597351734,D,145.1132029076025,A,-26.51769194985738,1
62,51-65,Germany,Other,A,169.23830480788274,E,D,A,-67.12328208374461,C,B,-65.98732140576283,A,89.62735445759606,B,-127.29102783990129,-144.88200417134516,A,31.062277779297396,B,-184.2602981235312,1
63,18-25,Brazil,Male,C,-210.94143959199988,A,E,A,25.36282392642398,B,D,-63.522352080166065,D,15.295451026456272,D,-158.86180074905766,16.03465364239347,A,-50.832212550554765,C,125.708630889898,1
20,65+,Germany,Non-binary,C,-178.86299354352906,D,D,B,-97.2241802432389,B,A,104.86040978664415,D,46.06108816208903,D,136.56693005573953,3.2018208606005087,A,-104.69802010001517,A,-34.16133111194063,1
39,51-65,China,F,C,9.028570870033263,C,E,E,44.18876944572934,D,A,47.80867147985303,D,78.38066213121554,D,-122.17417146078526,-60.76121859782495,E,47.51026701670178,A,-76.39553401994944,1
88,51-65,US,F,B,-58.09397376949569,E,A,A,-195.27168479555746,C,B,-69.72941692496886,E,39.82326783051619,A,-13.064795626739478,50.54538371048108,E,44.22122852229597,A,-236.36537882437074,0
74,26-35,Other,M,A,125.2976996393586,D,C,D,81.39559721469894,E,E,-1.0771145248772225,C,4.389039266321772,D,34.37433554315384,-10.533760635873737,C,-15.981966899896808,C,32.64361740616058,1
34,18-25,Brazil,M,D,-39.509737410083886,C,C,B,-30.10884088471219,A,C,-35.99453874556933,E,-44.69477203996983,C,-164.79767236203696,-84.79237525668918,D,218.25079127986058,B,-97.07530593867848,1
95,51-65,India,Other,A,99.16797279362284,D,B,E,29.888033706549372,C,C,-115.7437780671236,C,-35.69440773691892,C,47.60308232541768,-4.397112495637985,B,-41.26654352806716,D,10.6996380495578,0
40,26-35,US,Other,E,-125.9705135034269,C,C,A,75.88734596945224,D,D,59.078122742103915,D,-1.1730937438055997,A,56.98096593349719,-42.87575032506029,A,-179.43096000570125,C,-30.361664583520852,0
83,51-65,UK,Male,C,-0.37271790194097854,D,D,B,158.79166808713663,C,D,32.37752291255344,E,-77.28494487114104,E,-26.108580005461885,-156.28424452338206,D,36.764177259347264,D,4.122907958392038,1
45,65+,UK,Other,D,-40.22823287926081,D,C,E,169.0540589782275,A,D,123.0970074243369,B,-140.03890034460346,A,148.2552409589869,-46.45028996720885,D,-81.50227622607838,D,-32.784616401649984,1
49,51-65,India,F,A,-60.647579923394815,D,A,D,18.512521269982724,A,A,-92.76552836886823,A,6.8358711837214345,D,-110.57670444451004,21.221438171591995,C,2.3303713061890963,A,-21.945789667760923,0
22,36-50,Brazil,Other,D,1.8179782462860863,B,D,C,-87.56628984607902,B,C,-83.78139973484957,C,-70.94648603257461,E,-52.262311418339415,7.255074750181005,B,-55.02943595719949,B,37.733623834541746,1
46,26-35,Other,F,A,131.14601634814852,C,E,E,-147.77647301575132,D,C,-35.33135669222721,C,295.3420668841352,D,-18.250616631413795,53.08297746029349,B,6.3119566557449085,D,-92.46540816557794,0
83,26-35,India,Male,B,57.857305187716655,C,D,C,37.94575690408345,C,C,139.8746202154458,D,87.09618720052592,A,59.34285918436978,26.427947628404635,E,-57.10343369470555,E,-123.21891006277367,1
66,18-25,UK,F,E,4.2518484796056795,B,A,B,-165.60935037373372,A,B,-99.26173718301804,C,-117.77560956896195,A,-34.210524939709,-132.55501928025166,D,-142.5987021876163,D,-37.22039285203028,1
66,65+,Brazil,F,D,140.21084332944454,D,D,C,-57.37462232829942,C,A,-107.35054661482764,E,-65.3128511430467,E,15.461115943372771,87.40812154356017,E,-112.63453342879632,E,-31.407411469627533,1
97,26-35,Brazil,Non-binary,D,98.63742402325946,D,E,E,-86.2783487483307,C,B,7.101742039617089,A,-115.02121027668524,E,83.3741788913197,-137.63967255843517,D,-203.85205090272453,D,-2.6142355185082846,1
31,65+,Mexico,Other,B,82.20940238789643,D,B,B,-69.24259861537098,E,E,-129.5556794726806,B,56.268565928377,E,245.01959261098878,133.13857021854213,E,197.24861036775,E,38.50831356471391,1
42,51-65,Germany,Non-binary,A,75.53649394432179,D,E,D,-83.24145053062723,A,E,-27.935838624755537,E,-1.735586017273041,D,102.48364066883202,-13.581547738003067,D,110.9047379112946,A,-62.40301296126244,0
22,18-25,UK,Female,A,51.888848994411966,C,A,E,-122.46011055017809,A,A,-39.77609239252125,A,-99.2941216622929,A,-81.95934865029918,81.8518512560994,C,107.86765899853847,D,-165.7847674650888,1
98,18-25,China,Female,B,72.83134407628201,E,B,C,120.65648006094023,B,C,117.97597743335024,D,240.14147614090513,C,72.24579467830064,90.3822122023069,B,56.83249186631524,D,-70.02752580536011,0
90,26-35,UK,Female,E,-52.55364989742192,B,D,B,57.743167846916634,B,B,42.62646692099363,E,-32.828544845525535,C,29.67455321231948,-10.11428385662932,E,66.64935349650344,C,-190.8012117403641,0
43,18-25,Brazil,M,A,61.87415454114189,D,C,C,125.21115354657833,E,D,0.3579415431395752,E,-91.0248585361681,D,-50.7723707970704,24.026210983820498,C,-18.011052359389616,A,54.592235974219925,0
20,26-35,Other,Male,E,-13.827794435622085,E,A,C,179.92348870792415,B,C,75.86132032973364,C,65.53487530803697,C,70.0092626663434,-32.218990670868926,A,-1.9945992127257988,D,40.228480508455675,1
69,36-50,China,Female,D,14.825838076845264,E,B,D,109.89504951770262,E,A,-2.3998175212784907,B,-24.431866232299196,C,33.883646181795896,191.97201227552992,E,-125.05943388978721,E,71.11554112242877,1
22,36-50,India,F,C,-24.090733394371245,E,C,B,-87.69689134533768,A,A,-51.15085679191231,D,-76.44613504741373,A,-56.266602796890076,15.200968369552035,B,69.84228562392043,C,-52.99468556097291,1
18,36-50,UK,Male,A,63.725212606278944,A,D,C,-8.300353769118143,B,D,132.97311902245647,D,131.9708697822183,C,42.34857016644538,125.54732827138773,C,33.99556486000528,C,4.0426195336706385,0
33,65+,US,M,E,30.62311264948574,C,C,A,-314.45859831499536,A,E,-150.0228063590261,B,-175.56098737418665,E,-24.84458908820293,6.756081066460114,A,-27.136688346084014,C,127.88731203090258,0
86,36-50,Mexico,Non-binary,C,61.24839316468423,A,B,A,-250.8636152911644,B,B,42.386788557685286,D,-72.91223124657732,B,5.509640890019997,-69.29481545833967,C,-116.56002434906223,B,38.757604151938274,0
44,26-35,Brazil,Other,C,53.25297012032386,B,E,C,0.21909712431645223,B,E,36.4469469096253,C,-4.625855298078605,B,108.5553331003114,-77.06489163909427,A,92.74916131891821,C,89.7433607322841,1
41,65+,Other,Female,C,-202.25351897299237,B,A,C,30.163145921434847,D,A,-29.339683059908634,E,-70.2270059245916,C,15.682669501001367,58.53161296414263,A,193.00304152548574,E,37.29926125273876,0
31,65+,China,Non-binary,D,-139.93768053055737,C,C,E,-46.86716978061741,C,C,-19.19378613958168,D,-84.51473879899507,E,173.44836537392146,-6.795046093986789,B,-65.87925533918641,D,-131.01654066661428,1
26,36-50,UK,Non-binary,E,10.287201005396259,A,B,A,21.573347416764992,A,E,-91.26622158180558,E,180.4582048509318,B,-95.94227180341879,-153.60990267379685,B,104.03365518671627,C,32.30735572656169,1
62,51-65,China,Non-binary,D,105.27468474486493,A,B,C,86.68545176285181,E,C,-153.08523991931486,D,-104.1991702972118,E,-244.89765462663567,-77.68285767674837,D,132.89743173616918,A,216.76247397038387,0
87,51-65,Brazil,Male,B,-19.280065868243756,C,C,C,13.767367942156477,B,B,27.433490876217725,D,78.03853075391763,B,200.08416242042674,107.21703794850754,D,-89.19734630599557,A,145.50140951805787,0
89,51-65,Other,Male,D,-262.8233755891437,C,B,B,-34.51784055217649,C,E,-53.27562436420396,E,-48.0202771969852,A,-217.65508788749946,28.13113929585232,C,-15.112926570859766,E,-192.64597923634187,0
85,26-35,Brazil,F,B,-20.467920223135007,D,B,C,-79.92001132356204,A,B,59.964405184702926,E,84.64388272848528,D,-5.813011565243079,10.871367949234132,E,-82.3838110664177,A,51.61065018789232,1
48,51-65,Brazil,M,E,66.17159628583535,A,C,A,-25.441858285960745,B,A,40.786627895320514,B,-5.973724772707603,B,29.059043976570198,-29.759047975311738,A,100.11641973821443,B,77.72520176526466,1
92,26-35,Brazil,Female,D,-186.72160572788616,E,B,C,-228.34483864454813,D,B,-153.59698069523992,B,101.15657353980647,E,19.37018099568677,-88.13898911904579,A,26.703068064117247,C,-32.04774994735657,0
42,18-25,UK,Female,E,-55.713499123012156,B,A,B,-51.37184620731704,A,E,133.23912140687864,E,-69.00188162446528,C,-51.35564313503147,128.85474975889,E,98.40573412343811,D,38.533658124548545,0
53,51-65,Mexico,Male,D,64.78732636062334,B,C,A,-108.89896092587506,B,A,-165.20348843266433,E,-14.547455413193674,A,-18.724904603725065,94.3623300013557,B,229.07217392981028,B,5.213471784864665,0
92,18-25,Mexico,M,C,-211.79444815067413,D,E,B,-110.472742804991,B,A,-22.942875774103282,E,-5.429864848499614,E,-111.31289016454957,188.235298543211,B,-156.02056558175215,E,10.598509665489656,0
80,65+,Germany,M,A,184.46716789567103,A,A,D,-154.06616011614688,A,E,24.417559983559745,C,-56.27358500672718,E,54.31475765131888,-123.40175984350496,A,10.223505098098636,E,-82.48541265102985,0
27,26-35,US,Other,C,-166.06933514469225,E,D,E,-78.06711403259285,D,D,40.96746301574701,E,-140.09662951019993,C,-155.17427838650116,4.89823032332172,A,-20.609284497586014,B,-22.840042321069397,0
38,18-25,Germany,Female,E,42.67323041469041,A,C,D,-102.14299422629871,B,B,103.94892537103233,A,40.21440693809398,C,-106.7533994463268,7.847954336689486,E,142.14706898404935,A,-84.49750166678194,0
78,36-50,India,Male,E,82.93495563560194,E,E,E,-111.29353543867684,D,A,-25.484073271348702,B,37.55842825758455,E,-154.7113504077935,-49.692244991279324,E,-17.50954778034207,B,-17.727065509068737,1
94,26-35,US,Other,B,68.9131875058796,D,B,B,19.358939099219167,C,E,132.86221800231007,A,-136.81144718315295,E,32.726116199928924,114.39039699518203,D,172.12421947978441,A,-183.5713734008793,0
20,26-35,China,M,C,-62.07360593340693,D,C,A,-5.265955593582601,E,E,-5.364331864806503,D,42.41157259886052,D,84.64818712971052,82.6823861404495,A,235.95832074611337,B,-36.97058382470466,1
59,36-50,US,Other,D,27.983155550196535,D,A,C,-84.68665604772174,E,B,35.29235214334026,E,30.282398908958623,B,91.4998669176602,-57.22180908992086,C,117.92967789311477,E,-60.08266006301477,0
19,36-50,India,Non-binary,A,-52.335173999966244,A,B,A,-57.118223617061716,C,A,-41.48398982113884,C,-75.09436162339237,C,-94.55917993060426,-57.72156015488421,E,-82.01536235378363,C,36.416756696699956,1
70,36-50,China,M,B,76.66870624870384,E,D,C,-240.8901366678105,C,E,205.42581349418435,C,-17.590007684191526,B,79.56884724754619,-3.9979387293648214,A,-20.408456331542357,E,-66.76502949717673,1
47,26-35,India,Other,C,14.6973954861625,C,B,E,-6.202089103227747,C,C,21.652093123386155,D,-56.60227596725327,B,86.01454542323701,7.923649803288529,B,41.63254877691283,C,107.4296106509803,1
72,36-50,Germany,Non-binary,D,85.48236314256397,E,A,D,17.46879875015927,D,D,104.98126192739798,C,59.27910039686838,D,-188.44585734407883,23.302155461594133,A,111.93445481841,A,-87.7967090991395,1
78,65+,UK,Non-binary,A,142.7036698593394,C,E,E,-31.930425793665574,B,C,-26.201293828370197,A,72.4043293025073,E,167.93183636252377,-164.94460031911865,E,6.961922704928414,E,113.62012776406438,1
97,26-35,US,M,A,-126.26232738320802,B,D,B,-59.31413756816109,B,D,107.23210140808443,C,-22.5521663727378,A,-1.3328324619662881,-66.37751198291289,D,-20.117143190044644,E,94.57381774818717,1
55,18-25,China,F,D,29.88130222913177,D,A,D,1.5608000821871841,E,A,-161.86283554841077,D,-138.7080538007373,A,156.2636498473735,27.636898315192056,C,186.6075296428786,D,-85.38464867783524,1
33,51-65,US,Non-binary,B,-131.88996083366925,A,C,E,7.538424982020811,C,B,-138.85883444534753,D,5.141895286731604,E,125.23612163694857,232.39628125745955,B,-36.89021161157701,E,-173.58905830710563,1
34,36-50,Germany,F,A,-18.850908869285878,D,A,D,37.9417065889931,B,A,-64.6124313714557,D,-88.46369986898422,A,3.315543464212482,63.24338576927397,C,144.15966222460284,D,-50.090379606618086,1
92,36-50,India,Other,B,-14.831102889940615,B,E,E,-142.4418085208314,C,E,86.99141077092463,D,-97.70695735189305,E,48.70934699633451,-88.23057624771312,A,7.120525287506542,B,-51.80661118710555,1
64,36-50,China,Female,E,92.47720454057377,D,E,B,-95.17218541743698,E,A,-43.42813839673217,A,32.27838092121613,B,90.23866195664112,109.56278207872734,E,39.19242154051316,E,-87.58954011230706,0
26,51-65,Brazil,F,D,18.515893311829785,D,B,A,204.59425092663363,A,C,-20.666277033330747,D,91.23337968186738,E,-109.27572501503965,-30.40287401363042,B,36.9239543444635,C,-69.24089427150781,1
86,51-65,UK,Other,C,-18.454123716221012,D,D,C,-27.39032391700412,E,A,-60.08008724760228,D,7.89274685510169,E,-42.25992663037668,193.65975341206308,A,7.053168936722668,D,29.775662441724904,1
