Religion,marital_status,sexuality,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Hindu,Single,Bisexual,Brazil,67.40510915675483,104.31093835648284,61.734375931844966,-83.86991905264243,C,A,-50.44921936789293,B,26.104832417417573,B,B,E,76.52502973124145,C,-30.44617104216979,B,-19.529462188416627,1
Other,Divorced,Heterosexual,US,80.58256708281696,63.36017003019224,60.44136884537517,-190.6700817807394,A,E,114.29114525746115,A,56.007695704877534,B,D,D,92.54165371003343,B,161.89117819875344,D,-80.24908444617726,1
Hindu,Married,Heterosexual,China,-22.460455880188853,-43.567484886089176,136.44212271207152,-162.75444970651768,B,A,-105.41424589226199,C,-56.37704425776936,A,E,D,-39.75655729964416,E,-144.95199642714073,B,75.41151808244007,0
Muslim,Single,Homosexual,UK,-19.87565853880264,14.177298709759837,-26.891710395078338,-26.212722663516335,E,A,-118.77977284987364,B,-109.86768276244389,B,A,D,-70.48611484308402,E,-206.3787460302207,D,-83.53080140105213,1
Other,Divorced,Bisexual,UK,-13.928735374753376,19.742411079298584,-12.269804544190318,-84.13966410781725,E,C,-185.94248867824442,C,17.731145540205777,E,E,E,-101.43892640711614,D,-104.02912064647352,E,-36.40370808313446,0
Muslim,Married,Heterosexual,Brazil,-40.512061552447484,37.91266933446055,-70.36508421426203,-20.014172673308675,A,B,-76.06946758833014,B,15.556548013946662,D,B,B,-147.22178348389858,A,-80.3220720111424,C,-29.87895921290517,1
Christian,Single,Heterosexual,Mexico,-71.96498257832596,98.16820212177814,-156.2035639040524,132.51771131530276,B,C,-57.2704405043519,C,58.372462495375174,A,B,E,174.99381950796828,C,-78.91929106606896,C,-29.950048313427285,1
Hindu,Widowed,Other,US,-12.671252708222735,-178.97686633283246,78.86985155765382,-24.023276208951753,E,E,-177.33037646111052,A,-64.00472481907546,D,C,C,90.59144865381192,B,-59.03349633771297,B,-147.08238815696632,1
Jewish,Divorced,Other,US,177.56226518900104,194.9803160481278,-11.091494799047368,49.92851375979111,C,C,-116.80155515310669,D,-58.5513482292219,E,C,D,38.22593695610003,B,-17.105337230316668,B,-20.755216732901026,0
Other,Divorced,Homosexual,Other,-66.60014454493557,44.81244486106707,-137.69552520281755,-34.24066790757901,B,B,40.38295838777785,E,-91.71998656561749,D,D,E,-92.64167139801359,C,-52.85723100758035,B,-138.2111888498149,0
None,Widowed,Homosexual,US,219.6703884696274,-16.21247563511182,26.86334047545134,-203.8694255574923,E,C,-67.10519962388992,A,-77.83451517801018,C,D,D,-2.7804126552204735,A,280.3042529261886,A,168.99226487972587,1
Buddhist,Divorced,Homosexual,US,-69.65964568081803,-128.98136098349707,-98.11061587564869,67.72023262029876,E,A,-27.62159982277417,B,-107.08268354396412,A,B,B,42.72613271976953,B,29.874322194315805,C,-17.580383141104534,0
Christian,Divorced,Heterosexual,Other,81.21635007803236,64.73682689533472,62.91850416472846,31.212985665446542,E,B,-74.38201025617295,A,102.08126075886506,D,A,E,60.16055912363721,B,-143.31903451392077,A,60.774760905666305,0
Christian,Married,Bisexual,UK,215.76675046416932,-114.56129312448302,73.3473123794931,0.3851634476742022,B,C,62.106465919168365,D,93.5549523855052,D,D,C,2.8298763870961365,B,-100.6884357700596,E,-66.15130844724905,0
Christian,Married,Other,US,39.33473581130539,26.537598472523516,30.85483642297533,-18.29677985537506,A,E,55.314908591140885,E,11.559587269733425,D,D,A,-140.43972234736376,C,-80.23493999104068,B,18.977073122389783,1
Hindu,Single,Homosexual,Brazil,-50.02133580841913,-1.5018434148994935,-82.37364109823734,-158.55953306995875,B,E,0.3810011140968713,D,154.4604682134443,A,C,B,-79.94866597200134,C,168.5051074274815,B,-107.19291185198306,1
Christian,Single,Other,Germany,-53.24205233637264,121.14290451873448,-146.12231611488355,35.412161444241406,C,C,10.028773599603987,E,70.28970676747778,E,B,A,30.46120744836298,C,-213.82139306846858,B,103.61783277673922,0
None,Divorced,Other,UK,207.9439799337868,67.87009645377272,89.79413751197863,119.51549514222775,B,B,54.069228324199756,B,-69.07339347044558,A,E,A,-15.216595418885797,A,156.19743816124802,E,-97.8896571432628,1
Hindu,Widowed,Homosexual,Other,3.184157977163024,125.86013056351734,183.07462493254823,-2.3042319914661444,A,C,68.94070150184372,E,94.78589288910078,B,C,D,19.735652723302252,B,134.67513657131076,C,-72.65205076254857,1
Hindu,Married,Bisexual,India,35.81968666803142,87.50711465012894,-37.88167556685446,68.93386319781808,C,C,48.1472853440919,C,-147.66935187606495,B,A,A,-94.8896191350566,B,52.24132330076896,B,114.49599813235152,1
None,Married,Bisexual,China,-135.79391000831868,32.45554840271658,-39.99221846494332,8.484015336535755,E,D,-20.385295502594435,E,-34.756038892554415,E,C,A,-66.92671989453306,C,80.91413878969858,C,-31.040826268267118,0
Christian,Single,Bisexual,Mexico,-18.053475309216257,-34.27302246630977,-46.21571257374291,-36.96671787862405,A,A,-45.478800461820086,B,-43.334879524678996,E,B,B,-1.1785536211411902,D,-47.8951259247642,D,57.483358212406024,1
Other,Divorced,Other,Brazil,98.43383234936233,33.96421597308101,98.00032526194116,5.9783448783818365,E,B,60.65966259600235,B,-96.05905505350314,A,D,E,17.33074145547696,E,59.937764539572804,D,-81.48584160061311,0
Christian,Widowed,Heterosexual,UK,-123.19298327054256,-160.78848197334895,-15.094905814190538,65.28735094496191,C,E,51.98404842673819,E,-95.03009048493574,D,D,C,-26.398008316673337,D,-14.50776523359359,D,-90.81441199655713,0
Buddhist,Single,Homosexual,Brazil,-114.6587317556771,-4.52717402519231,86.31720186126061,161.56762173309664,B,C,-74.27378021796738,D,50.35551414335158,A,C,E,56.10836516700475,C,-24.39235676018542,B,-12.02393024401524,0
Hindu,Married,Heterosexual,Germany,-143.78653647649486,-104.54057175180114,-17.71549725195887,-202.53405389075078,D,C,15.56057613521242,E,45.780209319226664,D,E,A,-30.48395080765976,D,52.546995533346774,E,-32.34044891127258,1
Hindu,Married,Homosexual,Germany,-117.3216781542975,-79.99734180661113,152.45841298458677,-223.14128435092832,D,B,16.91058522313924,D,-61.6534834180704,C,A,E,-103.93195514902808,E,-20.496241628612534,B,-303.24221219923044,0
None,Widowed,Other,China,-92.13182329702163,28.31938541942078,-23.6802546697164,237.72352871952484,C,E,-151.25692989451187,E,101.26700195547895,E,C,A,38.86421275123457,C,-22.54222778748409,E,-141.58106640813546,1
Hindu,Widowed,Other,Mexico,168.67100887224225,56.38189541961553,-147.08864862927865,-68.76689234028962,E,E,80.25262314469916,D,-9.944119054220767,B,A,D,-198.5645528731322,C,20.99132909191068,B,104.53390821074613,1
Hindu,Widowed,Homosexual,Other,41.803971230849356,2.8418770844311223,-34.406419377283434,-44.73994078957464,B,A,1.2260021969041774,B,18.85197389748058,B,D,E,-5.579027010437669,B,222.03115806252254,E,-88.16872122949752,0
Christian,Married,Bisexual,US,-108.45456769777438,-230.66359954695145,3.410297466232015,21.91679039859593,A,C,-11.962379342378794,B,-164.76343416590043,C,D,C,-147.66170133210773,A,190.75018260174818,E,-110.58026695930022,1
Buddhist,Married,Homosexual,Other,-36.02368685564773,-2.649327655399334,34.864987577618464,119.3778093634664,C,C,57.6952397352194,A,-49.121728177484364,E,E,A,-184.0640760912679,B,-86.15820498666845,A,-142.51986598175483,0
Hindu,Divorced,Bisexual,Germany,33.28872500067201,-5.073947804764102,225.84778976225124,-140.6918079061299,D,D,164.79296991414273,A,-90.44198032753702,D,A,C,-1.698687364491943,E,130.93548262118694,A,-43.95433670984513,0
Hindu,Single,Homosexual,Brazil,-3.7555893470188293,-78.74070794193835,-57.039569676440436,80.36032847009042,B,A,1.4088594234655654,D,-131.17550874957522,E,C,C,139.29708276005744,A,-119.5654378929135,E,-61.03386355774063,1
Other,Divorced,Bisexual,China,-140.26075807578732,-53.45945478375484,-83.00248851228633,22.61320504130808,C,E,75.05968973121657,C,46.14018109433065,B,D,D,107.43017179865642,B,182.24412728594243,C,3.5275055873533954,0
None,Married,Heterosexual,US,62.76374881353017,56.85017186994957,91.14460195431612,114.08792092563745,D,C,-164.0350689617406,C,189.0942046504608,D,A,E,-145.5579656947462,E,39.970312423861316,A,-31.421825012429235,0
Other,Widowed,Other,China,-28.825605557330025,-91.88035533140835,-59.90240887939433,22.761686340384184,E,D,-27.759745867694857,B,-97.77042156613548,B,D,B,15.028671697977646,D,-20.473803883403832,D,15.365332732900738,0
None,Married,Heterosexual,UK,-31.59330624802099,-3.0713656859073444,2.810266878321594,-225.41151755955872,C,C,103.97939029307317,E,-130.13517407893977,C,E,E,-110.71891876446298,A,-49.346931290549264,C,-131.40553540028458,0
Jewish,Married,Other,Other,-121.11515177076215,-108.9589680688239,2.795918049642427,124.08712086994522,D,B,-145.47034121576488,C,10.609399220430607,D,C,B,97.97259076687078,B,-113.57197778762213,A,27.9160967746233,0
Buddhist,Married,Bisexual,US,-27.489588312005353,79.09535781743168,-20.404892688061338,63.20888872301761,D,A,-167.07770930900458,A,86.22845234139291,D,B,C,-13.3740363260655,D,24.11199478806335,D,-1.5088558942647161,1
Jewish,Married,Bisexual,Germany,-117.87524148671706,112.53063333586807,-26.415323505748113,-86.35888307714183,E,C,100.91029138455416,A,-235.65915467603116,C,A,E,112.09983225566558,A,-93.00663472968435,A,-26.929716878819526,1
None,Divorced,Heterosexual,China,-26.895130984770066,-33.548611804420744,-112.00954232960758,-231.43950034953065,A,C,81.44152264533734,D,50.41335514205863,C,B,A,-124.26098904898136,A,137.17774141896717,C,-85.96499493079209,0
Buddhist,Divorced,Homosexual,Brazil,-28.033563791835586,121.40987268897838,14.906911834989694,-71.02481806821463,D,B,-82.69790387251973,E,124.23920274875269,A,E,A,-194.02221442330725,B,-145.2384607243996,E,179.30347472570216,1
None,Single,Heterosexual,India,-128.31253231561035,-200.6220782274037,-1.2615195715034158,-91.58464679755541,D,E,46.072067249882956,E,63.33147732813852,E,A,B,-114.67800882986003,A,-253.54819476045608,E,-16.04961449072449,1
Buddhist,Widowed,Heterosexual,UK,89.16076955916802,-139.01590034796476,13.037003760653153,-6.794028104267777,A,B,-118.7545134211182,B,-50.56841210710582,A,A,D,-113.89763429446087,D,-41.83547402921145,D,167.34379741439213,1
Buddhist,Married,Homosexual,India,-62.61798875855891,-128.88295307503685,-84.47023065754263,176.43224130644876,A,C,163.30864112105922,A,33.5535283186612,C,C,A,-138.86187211786984,E,-29.351813935408888,A,-13.926237726877593,0
Other,Divorced,Bisexual,UK,-74.10667938690217,17.188977554331366,31.25784323349527,-21.55043011049269,C,D,-51.19508800968832,D,-88.01919929198138,C,C,E,-122.01284270710534,A,-7.296581592489672,E,4.311341437994072,0
Christian,Single,Heterosexual,Mexico,61.159179333097924,125.73931661343391,-111.46712428507482,128.27707290326347,C,B,239.48952707737567,A,77.54820533830947,D,D,B,-82.2502292393655,E,100.97187599173287,B,-9.552226483601622,1
Buddhist,Married,Heterosexual,Brazil,-54.134894693946045,154.11865844321028,-38.81721156402056,-39.61338212456563,A,A,-219.14243515152543,D,-45.496409941231356,D,A,C,-158.14893621337197,A,78.15998093269543,D,51.200037841337156,1
Hindu,Married,Other,US,-20.33188080277184,66.72195846945594,-146.65676252221934,85.2122864314908,A,D,181.05060936468618,D,189.94053738397827,D,D,D,-201.26328461412317,A,-65.03510320426615,A,43.39368962404491,1
Other,Married,Other,Brazil,-132.36187044726643,144.52089140234276,105.04639260091943,38.28954785663159,C,C,139.85787772140935,D,144.4921752992409,C,E,B,-93.335044276005,C,-21.863560992791445,A,115.94141145938623,1
Jewish,Married,Bisexual,Brazil,51.2770252723057,72.25008017804915,-94.71911203034783,64.43215538156515,C,B,-160.29138774171295,A,-37.2466665992601,A,D,C,111.14625893951666,C,179.07781127037987,B,27.91913816339629,0
Other,Divorced,Homosexual,UK,-91.22336994728434,49.30726698544348,-31.070041273806865,16.65709784128265,A,C,-31.069627276229745,A,-37.91592361094989,B,A,A,55.89019873345096,B,-92.2668092287945,E,154.2048784212444,1
None,Divorced,Other,India,-31.285337505761536,-102.50988859527112,-62.44288950699733,63.65467937018716,B,C,5.8100155177224435,A,-90.54082593030483,E,B,E,-140.52010079909272,C,-59.780952431250576,C,-83.00160349832096,1
Christian,Divorced,Heterosexual,US,31.401812292427845,88.64844607659376,25.503945196944976,226.98998999924154,D,D,-41.79566138900999,D,57.91998842847168,D,C,C,-4.089997847725067,A,-28.977523606773776,D,36.886006580819064,0
Other,Married,Homosexual,Mexico,130.65813429035344,20.45686114913677,-65.84019779678985,-62.89432032308654,E,D,79.45261907024553,D,77.4296504004625,D,A,E,15.559084045536519,D,83.62948220495805,E,-89.2787893193724,0
Other,Divorced,Heterosexual,China,-299.49904945208294,232.1646764623682,-79.02531041934115,-64.29080783473566,E,D,96.71184258655698,D,73.02795349450204,D,C,E,-4.6692389301385635,A,-8.07047863389587,C,-53.81582251507023,1
Buddhist,Divorced,Homosexual,India,-61.60773858146504,-55.70838288801214,18.02847844088616,-13.262584990663354,B,B,127.85526822812795,E,34.49522650631096,E,E,C,-62.81918403616243,D,-56.34733721432899,A,-190.9441162365719,1
Christian,Married,Homosexual,India,0.4218506693519171,-18.916194926466467,6.8779961039569795,-121.41990947944066,A,D,25.446589690592475,C,178.09473525113663,D,D,B,138.18776590349216,C,-73.0665602554904,D,15.866899403354218,1
Jewish,Married,Bisexual,UK,55.872227374423346,39.034167654289874,-60.367232894100006,-17.481043131447393,E,B,-7.31193897725108,E,79.31748910475488,A,E,B,-62.64829699831489,C,-71.72761416578005,C,-64.17081974562264,0
None,Widowed,Bisexual,US,28.84961540264559,101.53809898539747,-29.640047717851182,-84.09183022115033,D,A,-10.645006051567654,E,-43.882655620315845,E,B,A,6.743615377824747,C,65.59706729085566,D,118.5151355438502,1
Jewish,Divorced,Heterosexual,Mexico,-60.32331621829186,42.94894044127381,-204.00381052761193,151.99287500841592,B,B,-56.62839573203375,A,263.7934749079562,E,D,A,122.39332393970015,B,7.5496196365509665,D,-22.181142502630856,0
Buddhist,Widowed,Homosexual,India,-43.121196114426134,-64.21613986712077,-71.41877365418824,94.52593362301678,C,D,59.923960917013375,E,-4.865806135059061,A,C,C,-0.3668201653205406,A,88.43426599204768,C,-141.10148629906692,1
Buddhist,Single,Bisexual,Brazil,150.00562295512185,166.67347007808587,-231.45088952965637,61.79348559412623,E,A,101.3892675456514,D,-83.78602252598986,A,D,B,-46.54898459603092,C,-19.64667378436978,D,-255.7219738551438,0
None,Single,Other,Brazil,-81.61651469334491,21.477945050777212,94.43595050004092,15.557119321104187,D,B,-28.490654486917457,E,140.34047659875236,E,D,B,175.689482614036,D,-117.05502312801863,D,155.98691365529865,1
Other,Single,Heterosexual,Germany,117.45046684365408,-9.735001463478913,155.4402134939879,57.77767756659428,E,A,-111.61226953882375,D,25.360338449337466,E,C,A,-35.64518508331348,C,67.38938807321932,B,101.0799844268023,0
Muslim,Divorced,Bisexual,China,58.938353906576204,59.07819074397099,-66.34445437644729,31.831437929505924,C,D,-30.33771281547527,A,-6.136987003494283,D,D,E,140.83630771664303,D,-3.734806721036907,B,162.01382339831548,1
None,Single,Heterosexual,India,151.79371377857834,-77.48160184833306,117.3402181692904,41.30194071193941,E,C,32.26005265876224,E,45.45175257456943,A,E,C,92.3984779702139,C,-18.098331735546115,C,-19.411143372095285,0
None,Divorced,Other,Brazil,145.84596194308943,-31.4843956207288,181.21965225539847,8.612971520977505,B,D,-54.2812727220874,D,103.95911419783187,C,A,D,-73.5169171456723,C,12.825780194714225,A,146.33656556412674,0
Muslim,Widowed,Bisexual,UK,84.1656824518046,16.222648734611393,17.349329202314895,130.73331161713247,E,A,115.64632509281702,B,-108.88964894487884,A,D,E,-23.059762652300076,C,110.47736261055697,A,-56.61367772428218,1
Jewish,Married,Heterosexual,China,-4.675077399862386,59.05501856232339,56.93957130895836,76.87148392015868,D,B,185.53974532440054,C,119.51384319979735,D,C,B,25.02007724109904,A,-6.021826485816071,B,-62.90768937730876,1
Hindu,Widowed,Homosexual,Other,-24.267414413216233,-44.38881688085716,-2.42673846987396,119.421123240756,D,D,16.670175072096963,B,-38.04454485783678,B,E,E,-15.405890623130015,B,-0.347744320621686,A,46.48974197215884,1
None,Single,Homosexual,Brazil,-25.603109280031315,-107.03984395302399,100.50675151490648,49.691851630427394,D,B,228.94982648631114,B,93.49990816478503,D,A,E,-21.980462087105945,C,188.79314068327292,D,-44.00924882590917,1
Other,Widowed,Other,India,-81.39586473912507,-115.7553278504843,-125.85525542684064,-59.376295078554556,C,E,203.4799645995248,D,44.79994545472325,E,A,B,-43.551317607890546,C,213.8926300001758,D,25.702383542355626,0
Hindu,Single,Bisexual,Other,159.57488068176536,-57.37145527499502,133.66870177024984,244.51797841689955,D,C,53.13696657772778,D,-137.82161767633403,A,D,D,-17.093218876117263,E,171.04375108221788,E,-110.13781923026433,0
Hindu,Divorced,Other,US,74.07600875990704,-20.24810335642716,162.66847704115207,100.44556686825234,E,D,-75.29248685920325,A,-87.5425269391151,A,B,D,150.1312032238961,A,-191.25772516408577,A,9.939745775617485,0
Buddhist,Divorced,Homosexual,Brazil,-185.69631159257384,8.905291063792367,231.5198604535856,-38.44487226781076,E,A,-103.31805346996444,B,34.87317251032182,A,A,A,-177.09590085657953,A,50.04570502183145,C,-65.37795934487794,1
Buddhist,Divorced,Other,US,68.165653758255,-15.748733139173913,-150.21883658888703,-196.42069801677036,B,D,22.126119373240424,A,-121.59208664307374,E,E,C,-196.36655396337744,A,-19.75793845922056,D,73.33230876377222,1
Buddhist,Single,Heterosexual,China,-99.55373170139823,117.81801363233791,78.4848158779398,10.568715844017532,B,E,-57.86292436410157,B,-55.40923035796524,E,D,A,19.04705977142284,B,-17.776071246887213,A,59.2782875708435,1
Buddhist,Married,Other,US,97.53163606845688,30.866117382045523,60.28929319267245,-28.621077238539712,D,A,131.20039523259774,D,72.47369509606031,C,E,C,90.84576337683393,A,217.61917521548023,E,-4.140707148699423,0
Other,Married,Heterosexual,Other,-16.916900299367928,50.124470283242616,35.54410975438332,54.10737243828625,D,B,-31.889596158059746,A,81.85989357508244,B,B,A,18.647470463887352,E,30.900183228343074,D,-35.68395264111251,0
Buddhist,Married,Other,Mexico,-119.24385108043248,-52.247082030147375,28.65397786545529,120.58007294774973,C,D,48.600550781771226,E,3.0722331180386657,A,D,D,-72.59356829267976,D,281.2141431718238,B,67.80123701767855,0
Hindu,Widowed,Bisexual,China,41.23802519795821,-73.09708621941755,-135.95927895782927,-66.96241824567235,A,E,-73.36561750570127,A,-168.34404091765677,D,C,E,-10.267712866265368,B,-29.491469004541187,C,12.449743318107764,1
None,Married,Heterosexual,Germany,98.43652583714868,-99.49204386353443,-33.99161569127156,-97.33323447910482,E,B,-13.599483024553347,D,27.071788104017923,C,A,D,20.81206819802281,E,116.88149657654068,C,173.40948071909605,0
None,Divorced,Heterosexual,China,-108.24336750513342,28.523029190890593,163.58143489636487,43.93835137749198,A,C,135.19491317506112,A,84.05656086255092,C,B,C,-140.49395989657106,C,-39.16668720625269,D,-60.57155028321641,0
None,Divorced,Other,UK,55.65292520957902,137.6924731732768,9.393366213474337,13.035955901293478,A,D,-13.11326707085032,D,-120.89625540775641,C,D,D,30.855487445684048,D,-44.13915333871772,C,16.354021326468736,1
Jewish,Widowed,Other,Brazil,44.94084393459216,40.33861926878598,130.4607055163911,-7.775725234255725,A,D,-155.20029042917,C,-39.18975309271757,B,C,B,57.443849511377664,A,-35.59881497657229,B,23.770722379192392,1
None,Married,Other,India,-40.00335674281668,33.89262150885302,28.835146901475188,-60.57820334439301,C,A,92.1814979093454,C,-53.44076372253292,C,D,C,-48.24478277111853,E,140.35990668191306,A,52.34772414573005,1
Buddhist,Divorced,Other,Other,-30.938265704951885,142.83980812862757,-6.006400420402473,116.77497545634559,D,B,15.565376320464527,E,103.73877715517136,E,E,E,161.12021731134004,E,131.57942232063212,E,-20.397115346488818,1
Christian,Widowed,Heterosexual,US,36.13315246474193,-56.63050610136406,98.2382735006166,-23.559979089823102,A,D,69.71341360257847,D,35.84954827445945,B,A,E,-173.01260166989604,B,-4.074366263317921,A,-37.326720900971324,1
Hindu,Married,Homosexual,China,-38.30629364187048,148.21906749207247,107.09361816797325,-33.86791592897287,C,A,1.0797725323431733,A,-121.18175824085844,B,C,B,-63.46053533266031,C,33.97008856027504,A,48.587562503591094,1
Hindu,Divorced,Heterosexual,Other,184.28711110309735,-150.16024433558167,40.20314155364417,4.591331030492866,D,C,-47.954319108538925,E,2.6694508345499743,B,A,E,-42.051270004810256,C,113.71105023297528,E,95.04275771104838,1
None,Married,Homosexual,Germany,226.16003968448527,-154.05331754018462,43.1388052164766,230.4082474278216,A,D,85.78220870092264,B,-116.73982110873511,E,B,B,20.70641768498409,A,123.0989458014219,C,-70.42647377450429,1
Christian,Divorced,Other,Brazil,182.62924149890196,-48.590965222375196,89.75073719946587,-95.95691508526559,C,C,50.48591748486633,D,16.021511721141948,B,D,A,-125.96904382800244,C,-153.55419880119945,E,-279.26656709599575,1
Buddhist,Married,Other,Other,-66.36600387206065,-76.3900174867927,9.673746050242858,-120.75310879867051,B,B,17.980218016981627,E,-41.29576083109168,E,B,A,-69.96789607748454,E,-32.2387072053524,E,-13.735376732005353,1
Jewish,Divorced,Homosexual,China,184.14574822491485,-77.50206474932354,110.55043734129248,-194.98439096509793,B,D,-76.7092308480036,E,-58.99115669555528,D,B,A,61.38398918970718,D,-41.54968774721777,C,29.248367376274476,1
Other,Widowed,Bisexual,Germany,-80.57474591256403,-223.01344333465818,-47.879098515750826,-51.50768155260309,D,D,-169.72680332790466,C,228.29687024642115,E,B,E,64.81476418388094,E,-25.958859159980868,E,-185.96037895651017,1
Christian,Single,Other,Other,31.395183977678688,-26.472733974904205,-133.42883240422577,37.142619384142264,D,E,-26.797690294768977,D,115.25633910671667,E,B,D,157.56939219279755,B,-26.97841720653788,A,166.35164523486694,1
Buddhist,Divorced,Other,US,-80.50606900483137,82.98320918355294,-85.00279729621967,-22.461269210471094,E,E,-12.120859484829394,D,159.07812385855067,C,D,E,63.41013931344462,A,120.17162228482803,B,19.035655504199628,1
Christian,Divorced,Other,China,-100.00187879539695,220.22926766533465,111.46765761677648,7.3352422188233835,D,D,-110.65874080051388,A,-57.91289996590231,E,B,D,154.12550063622706,B,12.185060952464221,C,-4.6563646852156415,1
Other,Divorced,Homosexual,Mexico,-183.62081620623104,-54.729347844015855,67.06159385088276,247.52505179344752,B,D,23.16957770196583,D,123.27382260782214,B,E,E,62.655543890501406,B,170.56122535951857,A,2.5757365506572145,1
Other,Divorced,Bisexual,China,-38.16586339860555,-17.320072143269442,-24.527506434819912,238.39092804405774,B,B,-115.94123719632066,E,74.56787874889491,C,D,B,-58.88118256778275,B,30.963730193546972,E,-101.90513557012528,0
Muslim,Divorced,Other,Germany,251.03959272064625,111.18238593355379,7.02171664411777,-33.00108601211817,A,A,-24.375889703530245,A,-32.661051898807074,A,B,D,-5.658421127746017,A,-5.087098277351976,C,115.18402423374512,1
Other,Single,Other,Mexico,12.576359818349319,-47.81187698067959,-205.68601425282264,56.273575269359924,A,B,-134.79008860184166,E,-35.75661614472087,E,E,E,93.30340654598902,C,-96.5819218855132,C,89.30250681448626,0
Christian,Married,Heterosexual,Brazil,-91.76442168671285,-44.59650124020308,118.18256682742769,216.61906423678624,C,D,54.98666151771613,C,121.83432557107852,E,D,A,140.32020390375115,C,10.294192770051067,A,17.11708046064512,1
Christian,Divorced,Heterosexual,Mexico,15.910049095809184,77.57212191236485,20.671859156841688,7.262162373534585,D,E,-50.46318716600089,A,-79.88897584855938,B,E,E,-74.30692580396084,C,-22.912628706000124,A,-91.45948518376508,0
Muslim,Single,Other,UK,-57.98468044722591,-203.45800377582103,-65.80563055852664,71.86425308449701,D,D,78.18242086858277,B,-35.864758500703886,D,C,E,75.17773448596758,D,190.70888469624202,D,42.26306121810416,1
Christian,Widowed,Homosexual,India,73.11641927623918,-10.69620961211318,-107.79298283179075,140.562540014929,C,B,-44.30323775034479,A,-67.25655782732731,C,E,E,31.917062065777696,B,112.52335826378838,A,-150.71347649000703,1
Hindu,Divorced,Other,China,67.53674907944148,47.163081116888236,69.85240205850558,6.467201511031617,A,D,97.94125873319953,A,-149.956625143052,B,A,B,118.2797336181787,A,169.04760213031136,C,-63.99449409235663,0
