veteran,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Veteran,36-50,B,E,41.18613042482322,152.87358147999225,A,-26.286659684939355,-248.31069888301477,C,12.383009443824841,-154.19474236211948,-97.73290708647956,C,64.00694577964056,0
Veteran,18-25,C,A,-23.51361213532524,130.69043851299676,C,218.5993895588687,-54.20303295026023,B,-143.61089901470191,-36.918758946625026,44.730892274232055,C,58.30678476013941,1
Yes,18-25,A,C,-223.87753750476622,-12.613830240179293,E,8.099439925398306,-35.419281286643525,B,-179.02198140609883,-53.461209832664146,-178.480673281712,B,-219.6638435831939,0
Veteran,51-65,B,C,19.19021086124797,-30.537946055464687,D,-168.14831102999824,-21.38061884808503,C,113.01276777243822,90.31573701809002,59.98153210117455,B,-15.922041341565826,1
Non-Veteran,51-65,C,E,-13.923865539406913,-81.40946483060864,C,-17.27361389862,-50.00254134359998,B,-219.02970999173567,205.45304703069317,39.901762127633866,D,-46.33242958747044,0
Veteran,18-25,E,D,-4.394889109148449,93.88860107582425,C,-217.20672877054193,34.15283566967599,D,-63.21686589074983,57.39319261481201,-44.09026511270957,C,-143.09590232341225,0
Veteran,65+,A,E,31.931192097826884,33.04207965081551,E,-118.71910819146692,-6.581118886633015,E,-128.99307040716306,61.805241987455176,-71.61527302344238,A,240.25260499278826,1
No,65+,D,D,85.86869823629176,51.79460326962231,B,-145.19217485636221,154.26385240608676,E,-62.22915185906501,18.58862316025162,-56.209313205837944,D,-2.6518897039341724,1
Non-Veteran,36-50,D,D,85.17362512706296,15.583030069407897,D,-99.54698847114007,-4.569570886409162,D,199.19668314861298,202.89019146069865,36.854195562958935,C,37.22652649968416,1
Non-Veteran,18-25,A,E,40.25750515232831,88.936463864466,B,97.35825112139993,-15.229753808384489,D,55.546804197467026,-51.380915038092745,-4.5499234673784725,A,-123.228420288942,1
Veteran,65+,B,D,142.61545431371513,6.508077254238853,B,60.20445852851265,16.34655791691521,E,-64.4828133753123,-111.67318168526698,-157.9909847487004,A,103.5500233550206,0
Non-Veteran,36-50,A,E,173.8673770687527,-101.07519020597347,D,187.75873139823852,52.832382958285926,C,-140.37951106738078,-111.65991223033924,-122.56395549921793,C,-53.21729243645359,0
Non-Veteran,18-25,C,B,45.08644904170013,96.03096426754011,D,10.496682959409616,-60.06408049253452,A,93.65333977312761,146.80237156529805,30.414769921065695,C,-141.2111387903497,1
No,18-25,B,E,43.86548588185277,-69.97943495096078,A,62.7000975381324,-104.640953998105,D,-117.36345199128233,17.016385776591566,88.61906976195553,D,-36.20991276730046,1
Non-Veteran,18-25,C,A,-9.156263158399183,-43.5713974901136,B,-83.819882827809,-55.718763156317166,B,-15.098181138789556,196.13086340697183,-21.652083689199568,C,-61.490629983849,1
Yes,51-65,D,C,108.67420064926554,32.92944505063065,C,-55.0234544228254,65.30439289481916,D,331.9652864039602,-95.21422998799042,61.27389889771716,D,-59.12798000975048,0
Yes,65+,A,A,34.10879748396842,149.70967043243084,B,47.07598372415969,7.795818247156605,B,226.65048047386054,68.44600792747937,86.25498516342967,A,56.96417955834472,0
Veteran,51-65,B,D,34.85555298726003,-104.8697385613671,A,150.87566103792258,-56.32077631439798,D,-69.71635482284103,65.57045895797125,252.8923021620229,D,-133.23947913891075,0
Non-Veteran,65+,C,B,194.6595640554647,-10.963739844454294,C,-34.73418527200117,-26.636318788124374,C,-74.41773377723675,84.78218202635531,115.35096889694327,E,-94.69478767317374,0
No,26-35,C,C,-5.718318623248211,-109.83959255299204,E,-84.67369912606169,124.35334138889647,D,67.21778088836938,75.09961739325892,44.60935477239076,A,-25.64105439155071,0
No,18-25,D,A,134.6824827067725,71.60809914033524,B,78.02716522267377,-26.12283362763716,E,-90.42847461628153,5.559767890951171,-3.4186959898979796,C,-20.572931669279797,1
Veteran,51-65,A,C,64.54583925030855,-46.35267076678137,B,-92.23534447038332,111.56479694490864,B,63.19896122975464,18.28581584352211,139.07437424944362,E,13.01799993418284,0
Yes,18-25,A,E,53.885046881035116,-27.46117169556768,B,124.48355372259074,32.08306342294865,A,-46.43343404617425,95.10244822236282,67.9435232400494,D,-57.29434245143772,1
Veteran,18-25,A,E,207.0227221233778,-15.46353822477609,C,131.30564276016773,-96.82422681492339,B,7.858112154382846,-46.58534255820215,-197.39274002666716,B,231.8649649590856,0
Veteran,26-35,A,C,87.41977144290128,155.23440649020063,C,92.63224489199703,-58.38237946663594,B,-102.32688210953238,4.64982669472148,135.68377903380423,C,-92.79959163863612,0
No,26-35,E,C,-128.31482220800908,-132.24346523525932,D,174.6507747363604,-113.82242457226211,A,-52.094930747076795,52.56776896651096,-104.4302146096716,A,-57.2451777761467,0
Non-Veteran,18-25,E,E,150.54264342565565,-39.94646587734539,A,-150.92085254779354,-72.26675619105622,C,-107.01422637834742,113.36485482615666,-3.635669424224756,A,84.16597349017373,0
No,36-50,B,E,-32.936262946921694,239.89307289027968,B,-163.80572704030564,70.95803017544988,C,24.51781940128858,-19.813751794360147,223.23344071955694,A,-38.2004216188286,0
No,36-50,A,C,20.7376905513387,-27.123783941021863,D,-142.38832749599885,-44.98386402858509,A,13.754029844135859,77.15035539179331,261.2463361277497,B,31.424129356940238,0
No,26-35,E,E,113.67833301708129,214.9553625123785,C,54.149778558533626,24.03384437185359,B,62.456207361902386,142.59123046454545,214.65544040660808,A,59.940584255493434,1
Non-Veteran,36-50,D,C,24.860758874749298,52.822729684955284,D,150.68820002870683,27.741810732129814,E,-85.76815901921843,4.95159054854009,21.87721417911647,B,-148.10188160373707,0
Veteran,36-50,B,A,37.46764881768421,67.8524540967809,E,-30.121013044836882,-112.2440136724015,C,-44.88655131138061,40.99921591527079,163.39743274315364,C,70.82843580975435,0
No,65+,E,C,13.38403475247915,66.04694203964088,D,-22.983491958650593,70.93361039220922,B,357.77868319872766,342.2422952572811,108.52735299119772,B,11.03933909264895,0
No,26-35,A,C,158.9301185136413,50.05243582451786,A,-141.15020200821192,-37.07584416750297,B,142.94750392375565,-8.621253681593092,-119.71164225400874,A,-91.40139126639465,0
No,26-35,C,A,16.565415196113296,124.96353038464565,C,-142.89015983324376,-103.08854279835,B,-4.545179560715049,32.105673944951526,98.96062946604187,A,217.90308423434558,0
Non-Veteran,36-50,E,B,50.6163144460174,-52.63133105208932,B,92.594377818751,110.55928781282265,A,74.54585822678101,61.656996547893606,-22.360929245850688,B,198.7115989087617,1
Yes,26-35,E,A,36.51555748523725,209.70361814664136,B,-0.24882304457094787,87.99133283653529,C,-9.38277178397847,-103.85851451816916,-95.02178789778506,D,77.36242631766649,1
Yes,36-50,B,E,-90.57925698845713,200.09657857760374,A,78.92268231580168,-73.0049471801624,C,111.48251837573322,-42.504854101171944,-102.20738465214802,A,-56.68680527987577,1
Veteran,26-35,E,E,122.1636121386849,-54.84924967809985,C,220.30491755382417,34.86466708467718,C,48.33270039899805,-13.046063978603584,19.337843607300552,E,-189.56143395178572,0
Veteran,51-65,D,D,50.62192198813171,71.31151527531406,A,130.82961937705247,68.42064738275342,C,91.16605732950647,-27.055455450821775,4.4026666484006585,D,94.56464408217992,0
No,26-35,C,E,24.928050925838598,-84.4151025232741,A,5.6129433985530675,48.8802534260787,C,127.4210505292607,61.358948783468534,-42.29889750688166,C,10.398911028896016,0
Non-Veteran,51-65,A,C,-285.38145270814425,74.20902522028166,C,71.50147678076011,-49.43377299451661,A,-12.148161680476639,105.51156044791017,23.64098557477409,A,-86.86600280165466,0
Veteran,26-35,B,E,-134.78229369217485,117.6733362901041,C,99.24416957418339,272.91693994120254,C,51.85938138242584,26.05855646548172,-189.6356500424449,A,1.0656024969461269,0
Non-Veteran,26-35,E,A,0.3116643259584714,-17.19811013796841,E,-13.584666988632257,-60.88792240046851,C,-92.19634102152473,81.16861280297294,32.75325940089683,E,58.272049641823784,1
Non-Veteran,65+,E,D,74.71741741002107,16.38448459852159,A,203.23742518610018,50.43863331547534,B,-26.597635065119245,63.419641527516745,23.03316061658646,A,-47.01423147667603,1
Yes,26-35,C,B,-261.03705798941206,47.10367276394039,E,115.76138704936002,-200.8792205082383,A,100.08342705424052,-210.30721843432988,68.5124067236966,E,-138.741808429708,1
No,36-50,E,C,-43.68820455206179,81.41017104183385,E,29.312643807967476,-1.4151464562500498,E,-26.53295681530501,-9.263952690646796,-19.84348428803589,C,7.7781151432199644,0
Veteran,36-50,D,B,-2.0756886681102067,14.27306168095695,D,-45.97194003539093,155.2313235929555,B,-36.13480876042199,-67.19944771879322,50.07253155553787,D,0.6636096045141492,1
Yes,65+,C,B,112.02227422706206,-65.18532020562944,C,153.67460732465642,38.930694172708485,B,28.905437722704587,-164.5963636965297,-26.723816314897675,A,135.4336846523809,1
No,51-65,E,C,-11.813401695801463,92.49295758799786,B,112.10014140677946,151.28467917068323,C,-156.18588638969464,129.99662830674131,-102.3242191810441,C,-46.94510967588011,0
Yes,26-35,B,B,46.70872971695001,-109.00654556032212,B,19.86789779666189,11.252187791480305,A,74.14634271758335,92.73258430903256,-83.47245273924474,E,-97.65931628430293,0
Non-Veteran,51-65,C,A,103.61408370716782,5.8032043488841305,A,38.94361419149336,90.63580022738057,A,-27.00876649248111,71.60812905326809,145.23787117746232,E,141.72324574750445,1
Yes,18-25,B,E,73.194336253893,184.908455247382,B,2.6814714697145394,-7.3324131532549925,D,23.716018650308996,-21.747621400628464,-117.25749826127101,C,-67.29119925096343,0
Veteran,36-50,D,B,-1.1885427273538243,-152.23942129276443,B,40.59624739030203,30.17834677812158,B,-20.140076606427844,-106.15710811535646,27.525683059174717,E,-104.83890488937597,1
Veteran,18-25,B,D,-38.902205796420965,-134.95358062868138,B,143.9094105684831,-52.54854521743761,C,-3.142487409464566,5.921851554444062,-44.10044261744978,E,-30.615450408692446,1
Veteran,51-65,B,E,-47.699281957382205,-14.12065174602656,D,-28.50000505054751,57.33588714671326,D,-47.558913154934515,157.3085392390427,155.80476033932376,B,236.0241243194191,0
Yes,18-25,D,D,4.923750615806206,77.77334742099255,B,-87.36499896942131,-84.64924016911789,C,53.958435759755915,-93.6269419949235,37.17565121465857,E,-9.482951218565058,0
Yes,65+,C,B,135.83116993663464,-220.04351162419366,D,147.69230644969298,-171.87629242588193,D,25.007406050850946,-251.13073084993638,39.910272225796355,E,13.694674479173802,1
Yes,51-65,C,E,65.12641320912745,-53.447288173673094,D,1.5720071992249753,-21.70753003873729,D,67.75831482145405,89.33434455955417,-142.53080682581304,A,97.47477572748758,1
Veteran,26-35,A,D,87.27443614917246,-139.34661276821925,A,-25.97915314488522,148.74868608384472,C,62.16104507420758,131.4973430993797,-101.3951789236032,A,-11.770193145614781,1
Veteran,51-65,E,D,131.76208749562826,13.234496476616822,E,-159.44522666425337,-5.089212776626009,B,102.50800500316117,21.945546515524878,54.30487117880786,E,-28.999339375563153,1
Non-Veteran,51-65,D,D,125.49770210581106,141.59355355061285,C,9.833295599656715,146.54651600121497,E,80.28517514064998,34.68956845995187,-1.6076197861593893,D,32.455623722085406,0
Veteran,51-65,A,E,127.37004205164158,7.442016449555677,C,-223.84844518346804,-69.345684424306,A,-53.138505202873056,28.53972466923644,-15.156449203309313,D,16.843627500884693,1
Veteran,36-50,C,C,-90.67807965151904,177.1253921113239,B,-11.895126659388493,188.5454143900798,D,-76.46649053809296,147.99885923642495,-194.39927816693967,A,101.29067668146456,1
Yes,51-65,A,A,-11.243289015882857,-139.02568896863056,D,-15.075130034962944,-189.45386019852828,C,104.82386182352121,-24.123004550079948,8.678260901847532,B,34.49358117772455,0
Veteran,65+,C,E,-20.953991486284913,39.20085607876229,E,9.360235759632474,-42.23411722111903,C,-213.28763852715986,-25.213823572040404,-9.119125225527771,A,-23.83293842001646,0
Yes,18-25,A,B,51.37099458851577,-21.917635016133808,A,14.330856329875283,64.14178236941464,D,2.5271962315510312,-65.45697771596728,-37.14268466325698,C,85.36948609296172,0
No,51-65,E,E,-119.3010176230128,1.4777903021041694,D,-38.12663230198356,30.416947376593455,B,-147.53824728784795,-89.10188818951669,120.1427772008559,B,62.684775190375355,0
Veteran,36-50,D,A,-18.28421659437803,-65.25886477182887,A,-5.050370378953924,19.854209389597898,E,7.2151765457435095,23.95547736320215,-41.62738942642681,B,-55.794346830006624,0
Veteran,51-65,C,C,-227.15489275014545,36.04412629752098,B,180.1737260666989,-172.0695552429648,E,20.408610670488066,98.52824048444492,-23.610092289134382,A,-73.57405316472305,1
Yes,36-50,A,E,-33.02621309591595,41.438597901235084,E,-16.49182048677847,-2.070752961794322,E,36.99923796274317,-118.28795845310005,97.30479330451574,C,-85.25000293715546,1
Veteran,36-50,B,C,-117.95214149991389,-16.65187875034868,E,111.60821156078784,-26.42319288939913,E,102.02983906894592,-86.11389145050896,-113.66874320647614,B,10.763348713553418,0
Yes,18-25,B,C,188.84583890208057,-33.78571067961328,C,-84.23721694685224,-60.76167232051504,C,158.1129665899171,-36.7432264351384,-5.582576116459149,A,-185.11193245167794,1
Yes,18-25,D,D,59.30782918448052,168.1249224724857,B,40.509067337120136,115.03828851891551,B,153.13626957165448,-88.07250006944737,-128.2793232509871,D,125.7402718765301,0
Non-Veteran,51-65,B,B,87.17042842258064,-145.29937172946558,B,-111.31464276536171,-8.828135779375009,A,-36.43837978262236,-62.92274058155821,96.3873931329365,A,21.550268466241352,1
Yes,26-35,A,B,-139.8349089509195,49.17514891557995,E,54.35993009225254,-259.33947107903145,A,49.157176968374536,-4.161265487395028,-23.655414212432397,E,33.12327491315784,1
Veteran,18-25,D,E,8.158086052774099,-42.23034312121215,A,183.03543540502477,42.372733945482246,D,198.87771438101342,-58.206439033448746,56.47975408198329,B,77.45137773791579,0
Yes,65+,B,E,-142.71658089665024,-107.13841997696672,C,-125.70977277213198,49.0962821446202,C,180.99528720698024,-50.79677274679827,88.823039717917,B,92.90597673767604,1
Veteran,65+,E,A,-55.493464516738655,400.83529470933615,E,4.905927271162363,-15.160277957064942,C,-51.876061263329845,23.953988209582118,4.522003310332961,A,-160.70035288553171,0
Yes,36-50,E,D,25.91051487601803,-62.460295025106326,E,41.05923633058666,6.450648667418093,A,-113.29788501103512,-74.39867769604291,-117.87452940419281,C,-146.3653058910193,0
No,36-50,E,D,68.43489404960299,26.98392068605613,B,128.16526497178748,-94.34301811100434,B,60.1466273997241,-80.80951727534625,-14.68022709853427,B,-128.0665716197754,0
Yes,18-25,C,D,-30.156112787314775,139.8556846046433,A,-21.557337488233948,204.2287375853631,A,46.661170528227416,-21.33297572054397,96.85493701963343,E,-130.5604178357163,0
No,26-35,D,E,-10.475220804642781,168.97797543547148,D,-66.11297078736523,32.12176861776291,C,129.71298995789033,-0.9727323672787844,-119.52831307342238,B,-39.62857623265219,0
Veteran,26-35,B,C,80.75481611187,-90.95700008210686,D,-102.40428428992414,111.75230130606299,E,93.75546691848643,-93.50342478597378,-19.216380248492392,E,90.22757407392918,1
Veteran,18-25,A,D,28.74598315480344,99.06858639733215,C,-31.94954089389484,-44.261791276566946,C,136.18404396382758,-78.82042090127895,27.307807649328385,E,-92.47101714719008,1
Non-Veteran,51-65,A,D,10.313233580499698,-155.5379133847165,A,-111.2171808800553,-32.30936502312914,A,-37.03463659757791,18.039959786101605,-130.6438024532624,D,165.148848142097,1
No,18-25,D,C,-95.2395732395308,13.763182257821125,C,-21.349600201926965,17.755894250155926,A,-47.79734182155955,-48.562887808086465,2.606778610225465,E,-69.96237653649361,1
No,36-50,E,E,-84.82563131002561,-132.1776908370255,C,83.93224743061104,62.977049659103265,C,-21.899633313842536,56.96513421027739,1.1325753844789523,B,32.63655990617354,1
No,26-35,C,D,-38.92981932365007,-21.10177070667877,E,-8.277615802734674,100.61821005733931,C,8.39779374841139,190.2967992352023,66.52977179080015,C,-61.72882814336768,1
No,51-65,C,A,247.30403278038207,60.9497849908453,C,-70.2638418225133,-15.293311349738609,C,-30.480405933322245,35.78425819576148,76.92381432040156,C,109.38338321449766,1
Yes,18-25,D,A,-126.90812135208407,177.25870250065293,C,-47.90328202161836,-197.454412228654,B,173.85247951202328,-61.07228682858615,-2.473417839968954,A,201.68617845929043,0
Veteran,51-65,E,C,-36.18022951643361,17.39456640409562,D,63.06480093992409,69.76178012795677,D,-12.794654544608422,-90.01778140035769,-39.08970281893717,C,26.4885483493205,0
Yes,36-50,D,A,10.571448347381702,-61.129521653699385,A,-68.30708479609481,102.90685483022357,A,-17.01225019049577,119.1151285660358,46.63284919524158,A,-30.9754883023043,0
Yes,51-65,E,E,-19.44529840929306,-94.9594503815033,A,-75.26538742770951,-78.67034732818158,E,-182.7061180309274,-49.48395596093132,-77.64258053399351,C,-85.74598857098601,1
Yes,51-65,D,B,42.53429588877129,-41.7763588833537,A,-46.02739438731452,133.17883460315807,A,-237.22540009051153,-56.49692776235638,-14.57171261700351,C,-132.5746714606838,0
Veteran,18-25,C,B,61.70484237162297,-75.49867715402763,B,-163.21411415939957,5.105434313631887,D,-11.620346357237658,-266.8855942182342,-100.40355873775152,D,-104.3805993606405,1
No,26-35,D,D,56.74498111062801,-89.36466083220972,A,264.4585227977563,69.9959213322775,A,-25.569852820435045,-6.3801071837675725,25.08955938598228,C,92.12947667051836,1
Non-Veteran,51-65,B,C,12.24136224944874,68.67850073778926,D,23.364135617915387,-88.33861743262747,B,-2.3315878297814603,-94.15672153050674,-58.64073359479821,B,-187.2918102041068,1
Veteran,36-50,D,A,-108.6270692549641,-29.194054077735878,A,207.33982883940044,108.23986481372772,B,65.01399599829088,-76.55065310367635,70.68172902149186,C,61.54639622898598,1
Non-Veteran,65+,D,C,180.4001786635426,-88.24138479705597,C,24.002033419742414,21.078983719303206,E,-74.38788872958337,-14.482703384894386,-21.225231985878896,D,-330.27671697826594,1
Veteran,36-50,A,D,113.37365836383664,13.177025324355974,E,75.82750476441112,92.44842739247575,D,230.7830916780958,-17.242616928029726,-139.48549873290096,D,-57.315543048157245,1
Yes,51-65,D,A,57.16492416503171,132.43696590324376,D,-183.49219201987339,-25.19649229380087,D,103.28531500017387,76.81251295089963,54.33888885201762,C,115.0402266804196,1
Yes,65+,B,B,1.2923950653772172,113.73849024852203,D,88.27697902755897,-23.207108937655192,C,-6.149642290650256,75.10330953612603,-204.59707146752052,D,-81.9991211097717,0
Yes,18-25,E,A,27.954641047618487,109.18823493920506,E,-156.59253960801212,88.56002991085595,B,-10.56717101699844,254.36154834023176,-42.99431913797343,A,-18.41894811267072,1
Non-Veteran,65+,D,A,157.13044959731312,13.5390468236182,D,-72.38883293112106,72.11230194515939,B,127.84201926357453,-189.19252398042585,16.681056295056667,B,94.41831695612728,1
No,51-65,C,D,12.151301553134703,12.437596226299616,A,-161.80245966826183,-114.7738063737159,B,-11.72645647002065,151.6363653725044,-197.24635314492997,E,-157.43786299342412,0
Veteran,26-35,A,B,-108.04441902085549,-189.04896238188232,C,-10.159102325966545,-111.48175204937118,C,-57.421682057624444,4.114866766936529,-38.52957756111193,A,117.82861501992387,0
Yes,26-35,A,D,-212.87129962358145,90.03031957677963,A,116.61121018488758,-23.931668404310862,A,99.10768474828484,-16.524343051296636,-64.70479595604273,E,23.0663552121885,1
Veteran,51-65,C,E,30.257058871087168,-76.3798342157516,A,113.87682694810925,107.92058300530414,E,-141.04136579476705,-1.779760477228915,-112.5340743872138,C,-36.23541878367265,1
No,36-50,B,E,52.976804693787095,57.88660529287467,E,41.99904161348131,141.36906109660222,B,-77.46395116848582,92.36078143920177,-177.8590389065896,B,-8.932440486770643,1
No,26-35,B,A,-232.70225269839645,104.97685620203774,A,-181.53837556177896,-155.9095512474328,C,43.49741456757579,146.07669221116302,-60.1628442866307,E,33.58378129391138,1
No,26-35,A,C,32.96428000650564,408.204260720526,B,-37.76697837277977,-106.0801604733155,A,-48.71981277836074,33.46067665281998,53.64751629980466,E,-72.88918203144951,1
Non-Veteran,18-25,C,E,55.14017718680544,-11.17799146782884,A,-205.84724518341585,62.758183606853216,E,85.53819404020739,24.738595463152226,25.38448274608428,A,6.492615701244166,1
Non-Veteran,51-65,C,B,57.30900609012297,-40.97620778513732,A,81.30159735007744,271.84160018679677,D,-42.17451701790722,14.229072852359916,106.531688054085,B,42.0514931648632,1
Veteran,36-50,B,E,-28.256826581293204,77.91833944536212,C,157.74199653725313,-57.47660793332802,C,80.49510258907621,-50.39999055815127,-32.147697233970774,C,-28.94007399734492,1
Yes,51-65,C,B,-2.6796285320713613,38.41393688376518,A,-72.02702047855261,0.07108563223109388,D,-54.58454557293554,160.3774394072497,82.93552762107441,A,-30.917833530043133,1
No,36-50,A,B,-27.990161889535305,41.31844696669636,D,-42.96336811168538,126.93688975325266,D,-17.353765234032032,-38.009395306226075,45.078870962715136,C,-71.26483230299068,0
Yes,26-35,D,B,-45.2288001250505,117.66198519945259,D,-53.457225402505614,50.15535289821077,B,-82.0485568363083,72.61571430163904,-19.112488527463366,C,84.31260562428321,0
Non-Veteran,51-65,E,B,-45.40374343719736,55.22704826581069,A,103.43211598653474,-18.15721440922235,D,13.802829696642998,21.922669039522237,-199.87531638395944,B,93.15697843829021,0
Yes,51-65,B,C,95.36354743516068,58.91369555683199,E,13.635540907468702,-33.04665423719465,E,131.859609690684,-151.79675656681252,5.15103218213548,B,-168.55411203659853,1
Yes,26-35,D,A,187.97151995000672,-76.06539797609402,A,-95.5446559364141,45.858378916092775,E,129.54933731312715,-120.96281939338884,40.991213171723196,E,219.10654611491685,1
No,18-25,E,C,-14.042647325322008,-18.501774817627236,B,32.244641505226426,-71.79887013296403,C,114.1303472989605,-102.79072486790186,-129.8113663090272,A,65.4143442895317,0
Veteran,51-65,D,A,2.455795365486621,-153.86541575073818,A,150.39815673236737,-192.98567758191197,A,7.055537101486387,-160.65612561934157,19.333064010789087,C,99.04752466828323,0
Veteran,18-25,C,E,124.83377017841755,157.34007332026104,C,196.49097937600848,-9.049560095719137,D,8.834746603872416,-9.292690906844262,-100.59134849352085,B,-76.88531741077475,0
No,26-35,D,C,76.87397112155881,-25.187907326476523,E,16.818190863709198,7.579385818434694,D,195.2341451354216,-161.51230689261484,42.701731104277705,A,-11.409881739278951,0
Non-Veteran,51-65,D,E,-113.21881262175519,0.3077733409759863,B,-152.2662601451551,1.8854013157323564,D,40.78315075115025,102.20178072029167,144.04292577171975,D,-126.00248929210562,1
Yes,65+,B,D,-30.285651332486246,-181.10518868751404,A,137.98243917305973,-140.1011319043764,A,-50.97256888122613,-191.4329240971117,-159.56770504790896,C,193.2007047112376,0
Non-Veteran,18-25,A,D,101.54976057505394,36.8912209023196,E,-3.9381137611970205,-116.74531665227023,B,-144.11057037696682,-124.91288159279456,-56.319082811821055,C,-122.65920380232558,0
Yes,51-65,B,C,30.67134624192247,20.9295211234044,B,94.92605282755588,-46.93090528043555,A,-48.70402450485718,20.93601864941075,145.63824593016722,D,142.592104878358,1
Non-Veteran,36-50,C,A,-78.00608633668251,36.58255874585772,A,-75.00998157753443,77.48051710559423,D,-54.480470744387134,-176.7385083531835,-4.0763062807029184,A,108.97744807576515,1
Non-Veteran,18-25,A,D,58.3772280820935,120.39732094063389,C,26.321273694591664,163.31062534133775,B,25.171570273014552,-118.82067541399641,90.49621761389002,C,-41.9264279154614,0
Yes,65+,C,B,33.58600744840597,95.88677138234479,E,-90.01529025293651,211.0649674483733,E,-123.43479295892432,27.932748822133778,-149.00744743641383,D,-84.1966321509494,1
Non-Veteran,65+,B,B,103.97712470673906,-96.99825006031982,D,-159.43469690876194,44.18349666456231,B,37.99012451664148,51.66336145449583,-48.008169202231265,C,-46.865177105649806,1
Non-Veteran,65+,B,D,172.57406671788834,-45.3020144214282,C,19.754204330475574,126.41401767201582,E,182.24102451908317,75.99875621989449,134.4676825352972,D,-101.33983451917878,1
No,51-65,B,B,5.455130789225464,-92.53864129237968,D,46.16274380772594,-3.5225201267691295,A,43.99739930418766,-11.809343533800336,96.14286427776455,B,89.61435824318558,0
